REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	JJN3_jia.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
2_MACS_peak_22768_lociStitched	chr8	103665326	103675621	2	6394	42168.32	550	1	KLF10		KLF10	550	1
1_MACS_peak_22240_lociStitched	chr8	38237336	38244989	1	7654	31863.2655	557	1	LETM2,WHSC1L1		WHSC1L1	557	1
1_MACS_peak_18983_lociStitched	chr5	176852196	176860342	1	8147	26140.514	561	1	GRK6	SLC34A1,PRR7,PFN3,F12,DBN1	GRK6	561	1
3_MACS_peak_9809_lociStitched	chr17	76163865	76172612	3	8144	26137.7854	562	1	SYNGR2,TK1	TMC8,C17orf99,AFMID,BIRC5,TMC6,EPR1	SYNGR2	562	1
3_MACS_peak_23997_lociStitched	chr9	132244200	132259250	3	8132	25914.595	571	1			C9orf50	571	1
2_MACS_peak_20922_lociStitched	chr7	32766622	32779236	2	8145	25634.1708	572	1	LOC441208,MIR550A2	LOC401321,DPY19L1P1	MIR550A2	572	1
1_MACS_peak_21108_lociStitched	chr7	55597663	55605597	1	7935	28163.3198	573	1	VOPP1		VOPP1	573	1
3_MACS_peak_19521_lociStitched	chr6	33167125	33177051	3	7492	32125.499	579	1	SLC39A7,HSD17B8,MIR219-1,RING1,RXRB	COL11A2	HSD17B8	579	1
1_MACS_peak_21705_lociStitched	chr7	130788642	130795692	1	7051	35914.11	580	1	MKLN1,FLJ43663		FLJ43663	580	1
2_MACS_peak_9980_lociStitched	chr18	3446358	3455025	2	7546	31231.5345	583	1	TGIF1		TGIF1	583	1
1_MACS_peak_4779_lociStitched	chr12	46118671	46125699	1	7029	35596.1172	584	1	ARID2,LOC400027		LOC400027	584	1
1_MACS_peak_24132_lociStitched	chr9	140060732	140068226	1	7495	31507.0242	585	1	GRIN1,LRRC26,MIR3621	SSNA1,NDOR1,ANAPC2,TPRN,TMEM203,RNF208	LRRC26	585	1
2_MACS_peak_1416_lociStitched	chr1	154945202	154956895	2	7226	33876.9596	591	1	CKS1B,MIR4258,FLAD1,SHC1	LENEP,ZBTB7B,DCST1,PMVK,PBXIP1,PYGO2,SHC1,DCST2	MIR4258	591	1
1_MACS_peak_8326_lociStitched	chr16	56964614	56971781	1	7168	34303.4121	594	1	HERPUD1	CETP	HERPUD1	594	1
1_MACS_peak_1928_lociStitched	chr1	206132408	206140269	1	7862	27330.3387	596	1	FAM72A		FAM72A	596	1
1_MACS_peak_19431_lociStitched	chr6	30683479	30690672	1	7194	33850.258	598	1	TUBB,MDC1	DHX16,KIAA1949,NRM,FLOT1,IER3	TUBB	598	1
2_MACS_peak_16038_lociStitched	chr3	129027184	129037476	2	7913	25918.3436	604	1	C3orf47,H1FX	C3orf37	C3orf47	604	1
2_MACS_peak_10602_lociStitched	chr19	2469005	2480348	2	7321	32034.9006	605	1	GADD45B	TIMM13,LMNB2	GADD45B	605	1
1_MACS_peak_1887_lociStitched	chr1	203254980	203261396	1	6417	38782.1536	611	1		BTG2,LOC730227	LOC730227	611	1
1_MACS_peak_241_lociStitched	chr1	17763399	17769595	1	6197	40184.7776	612	1	RCC2		RCC2	612	1
1_MACS_peak_16195_lociStitched	chr3	150477722	150485392	1	7671	28006.238	614	1	SIAH2		SIAH2	614	1
2_MACS_peak_15386_lociStitched	chr3	46245806	46256584	2	7838	25941.5682	615	1	CCR1	CCR3	CCR1	615	1
2_MACS_peak_10380_lociStitched	chr18	56627495	56636040	2	7881	25265.0015	617	1	ZNF532		LOC390858	617	1
1_MACS_peak_6934_lociStitched	chr14	103795984	103803135	1	7152	32778.0387	619	1	EIF5	SNORA28,MARK3	EIF5	619	1
1_MACS_peak_1219_lociStitched	chr1	143911511	143919189	1	7679	27524.0944	620	1	SRGAP2P2,FAM72D		SRGAP2P2	620	1
1_MACS_peak_3881_lociStitched	chr11	68604791	68612112	1	7322	31157.4439	622	1	CPT1A		CPT1A	622	1
1_MACS_peak_17931_lociStitched	chr5	36874465	36881435	1	6971	34212.245	624	1	NIPBL		NIPBL	624	1
2_MACS_peak_3019_lociStitched	chr10	104152962	104159860	2	6799	35572.986	625	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	625	1
2_MACS_peak_20491_lociStitched	chr6	157097477	157104037	2	6348	38683.008	628	1	ARID1B		ARID1B	628	1
3_MACS_peak_23156_lociStitched	chr8	146011359	146025114	3	7615	27851.124	629	1	ZNF517,ZNF34,RPL8	ZNF7,ZNF251	RPL8	629	1
2_MACS_peak_23083_lociStitched	chr8	143741410	143752200	2	7653	27400.126	630	1	PSCA,JRK	PSCA,LY6K,ARC	JRK	630	1
2_MACS_peak_22334_lociStitched	chr8	54926148	54935879	2	7618	27469.6399	635	1	TCEA1		TCEA1	635	1
3_MACS_peak_1534_lociStitched	chr1	161122805	161137379	3	6861	34247.4426	640	1	UFC1,USP21,PPOX	NIT1,NDUFS2,FCER1G,PFDN2,DEDD,B4GALT3,ADAMTS4	USP21	640	1
1_MACS_peak_13702_lociStitched	chr20	17945746	17952984	1	7239	30849.0798	644	1	C20orf72,SNX5	SNORD17	SNX5	644	1
2_MACS_peak_17680_lociStitched	chr5	1791264	1802592	2	6900	33349.632	650	1	NDUFS6,MRPL36		MRPL36	650	1
1_MACS_peak_10018_lociStitched	chr18	9101317	9108578	1	7262	30049.6485	651	1	NDUFV2	ANKRD12	NDUFV2	651	1
1_MACS_peak_6629_lociStitched	chr14	72941339	72948592	1	7254	29521.1606	656	1	RGS6		DPF3	656	1
2_MACS_peak_8741_lociStitched	chr17	1618313	1629062	2	6825	33378.8697	659	1	WDR81,C17orf91	SERPINF2,SERPINF1,PRPF8,TLCD2,MIR22	WDR81	659	1
1_MACS_peak_4784_lociStitched	chr12	46776140	46783507	1	7368	28263.4955	662	1		SLC38A2	SLC38A2	662	1
1_MACS_peak_8256_lociStitched	chr16	31884288	31891280	1	6993	30622.8624	676	1	ZNF267		ZNF267	676	1
1_MACS_peak_23013_lociStitched	chr8	134508459	134515318	1	6860	31561.0026	682	1	ST3GAL1		ST3GAL1	682	1
1_MACS_peak_21851_lociStitched	chr7	151211622	151218039	1	6418	34829.5509	690	1	RHEB		RHEB	690	1
1_MACS_peak_8614_lociStitched	chr16	85586172	85592521	1	6350	35329.0105	691	1			KIAA0182	691	1
1_MACS_peak_8947_lociStitched	chr17	16888771	16895633	1	6863	30708.1362	698	1		TNFRSF13B	TNFRSF13B	698	1
3_MACS_peak_8633_lociStitched	chr16	87807475	87814769	3	7194	27018.4348	708	1		KLHDC4	KLHDC4	708	1
3_MACS_peak_14725_lociStitched	chr22	31884476	31893470	3	7148	27348.0558	710	1	SFI1,EIF4ENIF1		EIF4ENIF1	710	1
2_MACS_peak_18668_lociStitched	chr5	139486433	139495038	2	6448	33446.7745	712	1	PURA	C5orf53	PURA	712	1
1_MACS_peak_22171_lociStitched	chr8	29203706	29210784	1	7079	27489.5364	714	1	DUSP4		DUSP4	714	1
3_MACS_peak_14017_lociStitched	chr20	46387037	46397754	3	7119	26519.2165	721	1	SULF2		SULF2	721	1
1_MACS_peak_3794_lociStitched	chr11	65623837	65630143	1	6307	33191.631	727	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	MUS81	727	1
1_MACS_peak_16189_lociStitched	chr3	150124715	150131754	1	7040	25654.3394	742	1	TSC22D2		TSC22D2	742	1
2_MACS_peak_2790_lociStitched	chr10	74030622	74037200	2	6462	31095.5216	748	1	DDIT4		DDIT4	748	1
2_MACS_peak_16565_lociStitched	chr3	196358127	196368207	2	6825	27486.144	754	1	LRRC33		LRRC33	754	1
1_MACS_peak_12678_lociStitched	chr2	114642638	114649563	1	6926	26103.7875	761	1	ACTR3		ACTR3	761	1
1_MACS_peak_21585_lociStitched	chr7	113722095	113728916	1	6822	26773.7892	770	1	FOXP2		FOXP2	770	1
1_MACS_peak_3280_lociStitched	chr11	501751	508265	1	6515	29154.7098	779	1	RNH1	LRRC56,HRAS	RNH1	779	1
2_MACS_peak_22916_lociStitched	chr8	125376158	125385967	2	6843	25870.2566	781	1	TMEM65		TMEM65	781	1
2_MACS_peak_24116_lociStitched	chr9	139792210	139799759	2	6838	25860.6093	784	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	784	1
1_MACS_peak_23008_lociStitched	chr8	134244062	134250267	1	6206	31335.25	790	1	NDRG1	WISP1	WISP1	790	1
1_MACS_peak_19364_lociStitched	chr6	27857527	27864309	1	6783	25958.105	792	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	792	1
2_MACS_peak_23970_lociStitched	chr9	131445393	131453280	2	6767	26091.7734	796	1	SET	PKN3,WDR34,ZDHHC12	SET	796	1
3_MACS_peak_53_lociStitched	chr1	1820700	1829459	3	6404	29390.8245	801	1	GNB1	CALML6,TMEM52	GNB1	801	1
2_MACS_peak_1244_lociStitched	chr1	145434570	145441531	2	6621	26456.6727	818	1	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	818	1
2_MACS_peak_20676_lociStitched	chr7	6047421	6057610	2	6715	25350.232	822	1	AIMP2,PMS2	EIF2AK1	AIMP2	822	1
1_MACS_peak_7443_lociStitched	chr15	70387169	70393539	1	6371	27543.88	853	1	TLE3	MIR629	TLE3	853	1
1_MACS_peak_11479_lociStitched	chr19	49135680	49142240	1	6561	25458.704	858	1	SEC1,DBP,CA11	SPACA4,SPHK2,FAM83E,RPL18,NTN5	DBP	858	1
1_MACS_peak_19850_lociStitched	chr6	73328827	73335135	1	6309	26070.964	907	1	KCNQ5		KCNQ5	907	1
1_MACS_peak_8659_lociStitched	chr16	88846304	88852561	1	6258	25444.0905	940	1	FAM38A	CDT1,APRT	FAM38A	940	1
