#JJN3_H3K27ac_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/JJN3_H3K27ac_ROSE/JJN3_H3K27ac_peaks_4KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by JJN3_jia.bam
#Using cutoff of 25157.466 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	JJN3_jia.bam	enhancerRank	isSuper
1_MACS_peak_21691_lociStitched	chr7	129338146	129339770	1	1625	1953.1848	11768	0
1_MACS_peak_3001_lociStitched	chr10	103347065	103348528	1	1464	1952.8124	11769	0
1_MACS_peak_17719_lociStitched	chr5	5751682	5753773	1	2092	1952.7849	11770	0
1_MACS_peak_23538_lociStitched	chr9	79791759	79793818	1	2060	1952.7556	11771	0
1_MACS_peak_19516_lociStitched	chr6	32919759	32921588	1	1830	1952.6404	11772	0
1_MACS_peak_10482_lociStitched	chr18	73075778	73077904	1	2127	1952.5184	11773	0
1_MACS_peak_9264_lociStitched	chr17	38716283	38718846	1	2564	1952.4934	11774	0
1_MACS_peak_23137_lociStitched	chr8	145526002	145528186	1	2185	1951.8408	11775	0
2_MACS_peak_23532_lociStitched	chr9	79073966	79078817	2	2322	1951.5573	11776	0
1_MACS_peak_5701_lociStitched	chr13	30968584	30970205	1	1622	1951.5219	11777	0
1_MACS_peak_4265_lociStitched	chr11	120938162	120939825	1	1664	1950.2001	11778	0
1_MACS_peak_7232_lociStitched	chr15	44974849	44976344	1	1496	1949.181	11779	0
1_MACS_peak_21961_lociStitched	chr8	10784317	10787240	1	2924	1949.0564	11780	0
2_MACS_peak_4450_lociStitched	chr12	6887425	6893761	2	3022	1948.9536	11781	0
1_MACS_peak_8522_lociStitched	chr16	75018282	75019256	1	975	1947.6104	11782	0
1_MACS_peak_17830_lociStitched	chr5	23352027	23353545	1	1519	1946.6832	11783	0
1_MACS_peak_18541_lociStitched	chr5	130232595	130233856	1	1262	1946.6057	11784	0
1_MACS_peak_17118_lociStitched	chr4	89977357	89979003	1	1647	1945.7366	11785	0
1_MACS_peak_4558_lociStitched	chr12	14537125	14539003	1	1879	1945.2324	11786	0
1_MACS_peak_9528_lociStitched	chr17	57286745	57288069	1	1325	1944.956	11787	0
3_MACS_peak_18747_lociStitched	chr5	147037770	147041340	3	2656	1944.579	11788	0
1_MACS_peak_12601_lociStitched	chr2	110969318	110970577	1	1260	1944.5255	11789	0
1_MACS_peak_24151_lociStitched	chr9	140472315	140473553	1	1239	1943.9076	11790	0
2_MACS_peak_19721_lociStitched	chr6	45888363	45892457	2	3441	1943.8312	11791	0
1_MACS_peak_1588_lociStitched	chr1	166048856	166051180	1	2325	1943.7936	11792	0
1_MACS_peak_15857_lociStitched	chr3	107149760	107151245	1	1486	1943.568	11793	0
1_MACS_peak_19906_lociStitched	chr6	82615602	82617706	1	2105	1942.6232	11794	0
1_MACS_peak_5969_lociStitched	chr13	76111294	76112677	1	1384	1942.4235	11795	0
1_MACS_peak_6344_lociStitched	chr14	36453977	36456351	1	2375	1942.4068	11796	0
3_MACS_peak_8870_lociStitched	chr17	7588907	7592382	3	2477	1942.1775	11797	0
1_MACS_peak_3201_lociStitched	chr10	126106554	126108168	1	1615	1941.642	11798	0
1_MACS_peak_1317_lociStitched	chr1	150252983	150254906	1	1924	1940.6916	11799	0
1_MACS_peak_8064_lociStitched	chr16	17352482	17353992	1	1511	1940.35	11800	0
1_MACS_peak_17267_lociStitched	chr4	119512296	119513690	1	1395	1940.3086	11801	0
2_MACS_peak_15708_lociStitched	chr3	76248068	76253306	2	2619	1940.1552	11802	0
1_MACS_peak_643_lociStitched	chr1	47069011	47070563	1	1553	1940.1552	11803	0
1_MACS_peak_4688_lociStitched	chr12	27360083	27362136	1	2054	1939.8797	11804	0
1_MACS_peak_4168_lociStitched	chr11	111797010	111798612	1	1603	1939.8618	11805	0
1_MACS_peak_8290_lociStitched	chr16	50279226	50280685	1	1460	1939.4487	11806	0
1_MACS_peak_12889_lociStitched	chr2	161559502	161562003	1	2502	1939.2754	11807	0
1_MACS_peak_14378_lociStitched	chr21	37528878	37530015	1	1138	1939.2672	11808	0
1_MACS_peak_15399_lociStitched	chr3	46967653	46969814	1	2162	1938.417	11809	0
1_MACS_peak_820_lociStitched	chr1	74412365	74414461	1	2097	1938.1712	11810	0
1_MACS_peak_5570_lociStitched	chr12	129324426	129326754	1	2329	1937.8272	11811	0
1_MACS_peak_756_lociStitched	chr1	65467906	65469330	1	1425	1937.4944	11812	0
2_MACS_peak_17083_lociStitched	chr4	84469087	84474354	2	2129	1937.2026	11813	0
1_MACS_peak_10059_lociStitched	chr18	13566599	13568664	1	2066	1935.318	11814	0
1_MACS_peak_4263_lociStitched	chr11	120905825	120908199	1	2375	1935.2848	11815	0
1_MACS_peak_3542_lociStitched	chr11	44116947	44118138	1	1192	1935.2559	11816	0
1_MACS_peak_4144_lociStitched	chr11	110967532	110969449	1	1918	1934.4447	11817	0
1_MACS_peak_17792_lociStitched	chr5	15638034	15640226	1	2193	1934.44	11818	0
1_MACS_peak_2945_lociStitched	chr10	97415588	97417188	1	1601	1934.24	11819	0
2_MACS_peak_21538_lociStitched	chr7	106238577	106245898	2	3030	1934.2082	11820	0
1_MACS_peak_23353_lociStitched	chr9	32572369	32573819	1	1451	1932.27	11821	0
1_MACS_peak_3211_lociStitched	chr10	126489687	126491150	1	1464	1932.0378	11822	0
1_MACS_peak_16841_lociStitched	chr4	46066704	46068396	1	1693	1931.2488	11823	0
1_MACS_peak_20701_lociStitched	chr7	7297387	7299491	1	2105	1930.8408	11824	0
1_MACS_peak_4209_lociStitched	chr11	118229775	118231229	1	1455	1930.6212	11825	0
1_MACS_peak_1991_lociStitched	chr1	211779303	211781120	1	1818	1930.5625	11826	0
1_MACS_peak_21790_lociStitched	chr7	144779108	144780978	1	1871	1930.401	11827	0
1_MACS_peak_7698_lociStitched	chr15	91565116	91566572	1	1457	1929.3456	11828	0
1_MACS_peak_9908_lociStitched	chr17	79868137	79869536	1	1400	1928.6614	11829	0
1_MACS_peak_9487_lociStitched	chr17	53114288	53116353	1	2066	1928.5035	11830	0
1_MACS_peak_21829_lociStitched	chr7	150009187	150011559	1	2373	1928.436	11831	0
1_MACS_peak_13163_lociStitched	chr2	201335724	201338680	1	2957	1928.1988	11832	0
1_MACS_peak_2234_lociStitched	chr1	238647321	238649576	1	2256	1927.574	11833	0
1_MACS_peak_24415_lociStitched	chrX	48366345	48368027	1	1683	1927.4038	11834	0
1_MACS_peak_5025_lociStitched	chr12	65152418	65153980	1	1563	1926.2584	11835	0
1_MACS_peak_13230_lociStitched	chr2	206578436	206580158	1	1723	1925.5404	11836	0
1_MACS_peak_23508_lociStitched	chr9	74382811	74384322	1	1512	1924.4096	11837	0
2_MACS_peak_12436_lociStitched	chr2	87075845	87079556	2	2383	1924.1535	11838	0
2_MACS_peak_15946_lociStitched	chr3	119418704	119421802	2	2084	1921.9992	11839	0
1_MACS_peak_6398_lociStitched	chr14	50862480	50864332	1	1853	1921.6352	11840	0
1_MACS_peak_5030_lociStitched	chr12	66696125	66697626	1	1502	1920.6796	11841	0
2_MACS_peak_14108_lociStitched	chr20	55127945	55130949	2	2849	1920.4572	11842	0
1_MACS_peak_11346_lociStitched	chr19	44487860	44489215	1	1356	1920.4415	11843	0
1_MACS_peak_9_lociStitched	chr1	935038	937521	1	2484	1920.3522	11844	0
1_MACS_peak_11734_lociStitched	chr19	58978280	58979376	1	1097	1920.3016	11845	0
2_MACS_peak_184_lociStitched	chr1	12493378	12496741	2	3256	1920.273	11846	0
2_MACS_peak_2324_lociStitched	chr10	3214176	3215797	2	1532	1920.2366	11847	0
1_MACS_peak_16240_lociStitched	chr3	156381619	156384095	1	2477	1920.138	11848	0
1_MACS_peak_3486_lociStitched	chr11	32604810	32606234	1	1425	1919.8368	11849	0
1_MACS_peak_13356_lociStitched	chr2	224701416	224703061	1	1646	1919.057	11850	0
1_MACS_peak_16017_lociStitched	chr3	127841739	127843377	1	1639	1918.5894	11851	0
1_MACS_peak_23344_lociStitched	chr9	31346244	31347928	1	1685	1916.8972	11852	0
1_MACS_peak_18613_lociStitched	chr5	134093742	134095229	1	1488	1916.4456	11853	0
1_MACS_peak_22490_lociStitched	chr8	72916665	72918076	1	1412	1915.5736	11854	0
2_MACS_peak_22451_lociStitched	chr8	70163586	70167065	2	3444	1915.1895	11855	0
1_MACS_peak_14880_lociStitched	chr22	39649379	39651575	1	2197	1914.912	11856	0
1_MACS_peak_3960_lociStitched	chr11	75735221	75737690	1	2470	1914.7095	11857	0
1_MACS_peak_18193_lociStitched	chr5	74531900	74533470	1	1571	1914.458	11858	0
1_MACS_peak_21994_lociStitched	chr8	12293074	12295067	1	1994	1913.28	11859	0
1_MACS_peak_14459_lociStitched	chr21	45527106	45528135	1	1030	1913.1168	11860	0
1_MACS_peak_17875_lociStitched	chr5	30197441	30199668	1	2228	1911.8795	11861	0
1_MACS_peak_7211_lociStitched	chr15	43397589	43399023	1	1435	1911.6654	11862	0
1_MACS_peak_17433_lociStitched	chr4	156820832	156822750	1	1919	1910.5198	11863	0
1_MACS_peak_24262_lociStitched	chrX	15510417	15511970	1	1554	1910.5006	11864	0
1_MACS_peak_4977_lociStitched	chr12	57984337	57985584	1	1248	1910.404	11865	0
1_MACS_peak_11088_lociStitched	chr19	23432324	23433793	1	1470	1910.1407	11866	0
1_MACS_peak_5113_lociStitched	chr12	81096014	81097790	1	1777	1910.088	11867	0
1_MACS_peak_18387_lociStitched	chr5	101631204	101632875	1	1672	1909.2846	11868	0
1_MACS_peak_6314_lociStitched	chr14	34406520	34408580	1	2061	1909.002	11869	0
1_MACS_peak_23605_lociStitched	chr9	93685324	93687359	1	2036	1908.6265	11870	0
2_MACS_peak_9520_lociStitched	chr17	56708317	56710108	2	1789	1908.3105	11871	0
1_MACS_peak_9198_lociStitched	chr17	36002622	36003936	1	1315	1908.0594	11872	0
1_MACS_peak_16832_lociStitched	chr4	41991804	41993381	1	1578	1907.5392	11873	0
1_MACS_peak_5807_lociStitched	chr13	45491722	45493341	1	1620	1907.3439	11874	0
1_MACS_peak_19000_lociStitched	chr5	177579715	177581424	1	1710	1907.0731	11875	0
1_MACS_peak_10895_lociStitched	chr19	13990992	13992008	1	1017	1906.7272	11876	0
2_MACS_peak_15939_lociStitched	chr3	119277919	119282299	2	2517	1906.176	11877	0
1_MACS_peak_20016_lociStitched	chr6	99841367	99842312	1	946	1905.5925	11878	0
2_MACS_peak_22134_lociStitched	chr8	27276636	27280317	2	2744	1905.2856	11879	0
2_MACS_peak_20279_lociStitched	chr6	132320061	132326373	2	2429	1904.9616	11880	0
1_MACS_peak_8274_lociStitched	chr16	48333399	48335200	1	1802	1904.7376	11881	0
1_MACS_peak_21716_lociStitched	chr7	134142847	134144375	1	1529	1904.1936	11882	0
1_MACS_peak_18771_lociStitched	chr5	149736984	149738300	1	1317	1903.9888	11883	0
1_MACS_peak_8857_lociStitched	chr17	7306658	7308648	1	1991	1903.634	11884	0
1_MACS_peak_3390_lociStitched	chr11	10561787	10563286	1	1500	1903.5801	11885	0
1_MACS_peak_97_lociStitched	chr1	6931002	6933882	1	2881	1903.104	11886	0
1_MACS_peak_15111_lociStitched	chr3	9004310	9005707	1	1398	1902.9934	11887	0
1_MACS_peak_2770_lociStitched	chr10	72141207	72143140	1	1934	1902.8452	11888	0
1_MACS_peak_23481_lociStitched	chr9	70488862	70490626	1	1765	1902.6504	11889	0
1_MACS_peak_18426_lociStitched	chr5	111753648	111756238	1	2591	1902.096	11890	0
1_MACS_peak_11568_lociStitched	chr19	52390467	52391924	1	1458	1901.9678	11891	0
1_MACS_peak_24729_lociStitched	chrX	119618935	119620529	1	1595	1900.845	11892	0
1_MACS_peak_21651_lociStitched	chr7	124404101	124406291	1	2191	1899.825	11893	0
1_MACS_peak_8201_lociStitched	chr16	30318957	30320940	1	1984	1898.5242	11894	0
1_MACS_peak_703_lociStitched	chr1	54953566	54955354	1	1789	1897.962	11895	0
1_MACS_peak_20696_lociStitched	chr7	7029750	7031973	1	2224	1897.7751	11896	0
1_MACS_peak_8357_lociStitched	chr16	58717845	58718919	1	1075	1897.0062	11897	0
2_MACS_peak_17675_lociStitched	chr5	1594152	1597872	2	1476	1896.828	11898	0
2_MACS_peak_18898_lociStitched	chr5	169703984	169706782	2	2621	1896.2046	11899	0
1_MACS_peak_15687_lociStitched	chr3	72896570	72898201	1	1632	1896.2006	11900	0
1_MACS_peak_23485_lociStitched	chr9	70856392	70857983	1	1592	1896.1538	11901	0
2_MACS_peak_23020_lociStitched	chr8	134801131	134806010	2	3050	1895.9794	11902	0
1_MACS_peak_7635_lociStitched	chr15	86337170	86339031	1	1862	1895.8007	11903	0
1_MACS_peak_4498_lociStitched	chr12	10193940	10196293	1	2354	1894.8709	11904	0
1_MACS_peak_20901_lociStitched	chr7	29845509	29847483	1	1975	1894.6452	11905	0
1_MACS_peak_23945_lociStitched	chr9	130699192	130700657	1	1466	1894.538	11906	0
1_MACS_peak_21808_lociStitched	chr7	148684100	148685467	1	1368	1894.2519	11907	0
1_MACS_peak_21825_lociStitched	chr7	149411281	149412633	1	1353	1893.6112	11908	0
1_MACS_peak_24265_lociStitched	chrX	15807879	15809467	1	1589	1892.896	11909	0
1_MACS_peak_9316_lociStitched	chr17	40975523	40976802	1	1280	1891.7689	11910	0
2_MACS_peak_19959_lociStitched	chr6	90077446	90082882	2	2568	1891.728	11911	0
1_MACS_peak_17242_lociStitched	chr4	113435473	113437558	1	2086	1891.512	11912	0
1_MACS_peak_9278_lociStitched	chr17	39991749	39993269	1	1521	1891.488	11913	0
1_MACS_peak_20596_lociStitched	chr7	148718	150052	1	1335	1891.2118	11914	0
1_MACS_peak_19418_lociStitched	chr6	30476129	30477803	1	1675	1890.9504	11915	0
1_MACS_peak_5844_lociStitched	chr13	49821376	49822965	1	1590	1890.91	11916	0
1_MACS_peak_16325_lociStitched	chr3	169762126	169763807	1	1682	1890.7888	11917	0
3_MACS_peak_6866_lociStitched	chr14	98168554	98174197	3	2484	1890.405	11918	0
1_MACS_peak_19627_lociStitched	chr6	41746908	41748358	1	1451	1889.93	11919	0
1_MACS_peak_7569_lociStitched	chr15	81315186	81316998	1	1813	1889.916	11920	0
1_MACS_peak_10608_lociStitched	chr19	2561138	2562891	1	1754	1889.5587	11921	0
1_MACS_peak_11714_lociStitched	chr19	58399534	58400661	1	1128	1889.3028	11922	0
1_MACS_peak_20822_lociStitched	chr7	22924607	22926731	1	2125	1888.6608	11923	0
1_MACS_peak_7630_lociStitched	chr15	86017842	86019799	1	1958	1888.505	11924	0
2_MACS_peak_5023_lociStitched	chr12	65059332	65063812	2	2628	1888.32	11925	0
1_MACS_peak_12387_lociStitched	chr2	81708134	81709658	1	1525	1887.9312	11926	0
1_MACS_peak_6063_lociStitched	chr13	100084026	100085964	1	1939	1887.8058	11927	0
1_MACS_peak_6812_lociStitched	chr14	93240900	93242859	1	1960	1887.6924	11928	0
1_MACS_peak_19611_lociStitched	chr6	38670165	38671111	1	947	1887.3646	11929	0
1_MACS_peak_24295_lociStitched	chrX	21857227	21858560	1	1334	1887.1281	11930	0
1_MACS_peak_11730_lociStitched	chr19	58912016	58913739	1	1724	1886.5127	11931	0
1_MACS_peak_6000_lociStitched	chr13	84566244	84568308	1	2065	1886.496	11932	0
1_MACS_peak_2752_lociStitched	chr10	70748344	70749468	1	1125	1886.1844	11933	0
1_MACS_peak_842_lociStitched	chr1	78244720	78246111	1	1392	1885.3614	11934	0
1_MACS_peak_16471_lociStitched	chr3	187129151	187130772	1	1622	1885.223	11935	0
1_MACS_peak_23176_lociStitched	chr9	652584	654601	1	2018	1884.2814	11936	0
1_MACS_peak_2274_lociStitched	chr1	247266919	247267913	1	995	1883.5306	11937	0
3_MACS_peak_766_lociStitched	chr1	66797380	66802303	3	2834	1883.0475	11938	0
1_MACS_peak_5142_lociStitched	chr12	89432917	89435206	1	2290	1882.9314	11939	0
3_MACS_peak_2783_lociStitched	chr10	73626851	73631916	3	2387	1882.6605	11940	0
1_MACS_peak_1185_lociStitched	chr1	119622883	119625687	1	2805	1882.6056	11941	0
2_MACS_peak_23282_lociStitched	chr9	17268604	17273554	2	2266	1882.485	11942	0
1_MACS_peak_13464_lociStitched	chr2	234776316	234777485	1	1170	1882.4407	11943	0
1_MACS_peak_15096_lociStitched	chr3	5656280	5658173	1	1894	1882.2099	11944	0
1_MACS_peak_14054_lociStitched	chr20	50016394	50018052	1	1659	1881.9958	11945	0
1_MACS_peak_9863_lociStitched	chr17	78388653	78389924	1	1272	1881.4613	11946	0
1_MACS_peak_21533_lociStitched	chr7	106104330	106106168	1	1839	1881.3768	11947	0
1_MACS_peak_24348_lociStitched	chrX	40004109	40006215	1	2107	1880.658	11948	0
1_MACS_peak_7009_lociStitched	chr15	20710413	20712095	1	1683	1879.635	11949	0
1_MACS_peak_3427_lociStitched	chr11	17297432	17299412	1	1981	1879.416	11950	0
2_MACS_peak_2066_lociStitched	chr1	222790543	222792258	2	1553	1878.611	11951	0
1_MACS_peak_11557_lociStitched	chr19	51610766	51612549	1	1784	1878.5688	11952	0
1_MACS_peak_18178_lociStitched	chr5	73207361	73209754	1	2394	1878.2657	11953	0
1_MACS_peak_4549_lociStitched	chr12	13348777	13350533	1	1757	1878.042	11954	0
1_MACS_peak_11554_lociStitched	chr19	50979530	50980774	1	1245	1877.9424	11955	0
1_MACS_peak_17688_lociStitched	chr5	2738987	2740288	1	1302	1877.8634	11956	0
1_MACS_peak_5601_lociStitched	chr12	133562352	133563668	1	1317	1877.4056	11957	0
1_MACS_peak_8643_lociStitched	chr16	88016617	88018705	1	2089	1877.3208	11958	0
1_MACS_peak_2913_lociStitched	chr10	93169348	93170335	1	988	1877.1753	11959	0
1_MACS_peak_6425_lociStitched	chr14	53257375	53258987	1	1613	1877.174	11960	0
1_MACS_peak_6751_lociStitched	chr14	88458779	88460217	1	1439	1877.1652	11961	0
1_MACS_peak_15649_lociStitched	chr3	69852242	69854148	1	1907	1877.0288	11962	0
1_MACS_peak_861_lociStitched	chr1	82617169	82619737	1	2569	1876.6944	11963	0
1_MACS_peak_13300_lociStitched	chr2	219093148	219095563	1	2416	1876.2135	11964	0
1_MACS_peak_7022_lociStitched	chr15	23377175	23378896	1	1722	1876.0621	11965	0
2_MACS_peak_17882_lociStitched	chr5	30873907	30879726	2	2691	1875.4637	11966	0
1_MACS_peak_2688_lociStitched	chr10	60040267	60043198	1	2932	1874.0814	11967	0
1_MACS_peak_23090_lociStitched	chr8	144328577	144330042	1	1466	1874.028	11968	0
1_MACS_peak_7479_lociStitched	chr15	74832537	74834298	1	1762	1873.8801	11969	0
1_MACS_peak_11354_lociStitched	chr19	44668653	44670087	1	1435	1873.2342	11970	0
1_MACS_peak_19052_lociStitched	chr6	235340	237032	1	1693	1872.8748	11971	0
2_MACS_peak_13521_lociStitched	chr2	240260672	240266875	2	2343	1872.6857	11972	0
1_MACS_peak_21786_lociStitched	chr7	143598228	143599499	1	1272	1871.5475	11973	0
1_MACS_peak_1979_lociStitched	chr1	210501774	210503252	1	1479	1870.7046	11974	0
1_MACS_peak_21962_lociStitched	chr8	10801072	10802888	1	1817	1870.1168	11975	0
2_MACS_peak_17187_lociStitched	chr4	104176823	104179037	2	1965	1868.3946	11976	0
1_MACS_peak_13564_lociStitched	chr20	342439	344716	1	2278	1867.5954	11977	0
1_MACS_peak_3537_lociStitched	chr11	43901846	43903162	1	1317	1867.1408	11978	0
1_MACS_peak_5890_lociStitched	chr13	53086988	53089105	1	2118	1866.7706	11979	0
2_MACS_peak_7710_lociStitched	chr15	93382353	93389037	2	2572	1865.5044	11980	0
1_MACS_peak_15739_lociStitched	chr3	80945995	80947399	1	1405	1865.4948	11981	0
1_MACS_peak_4925_lociStitched	chr12	56360072	56361460	1	1389	1865.3332	11982	0
1_MACS_peak_6235_lociStitched	chr14	23539928	23541320	1	1393	1865.28	11983	0
1_MACS_peak_10063_lociStitched	chr18	14131604	14133281	1	1678	1864.6563	11984	0
1_MACS_peak_10723_lociStitched	chr19	7586724	7588247	1	1524	1864.4566	11985	0
1_MACS_peak_5733_lociStitched	chr13	34391582	34393054	1	1473	1864.288	11986	0
2_MACS_peak_24706_lociStitched	chrX	118758171	118761040	2	2793	1864.2762	11987	0
1_MACS_peak_18443_lociStitched	chr5	114631353	114632616	1	1264	1864.188	11988	0
1_MACS_peak_1101_lociStitched	chr1	111458477	111460220	1	1744	1863.7899	11989	0
2_MACS_peak_22402_lociStitched	chr8	64402032	64406109	2	2963	1862.3736	11990	0
1_MACS_peak_1637_lociStitched	chr1	172311908	172313520	1	1613	1862.3436	11991	0
1_MACS_peak_20917_lociStitched	chr7	30765851	30767871	1	2021	1862.238	11992	0
1_MACS_peak_23039_lociStitched	chr8	137028324	137030142	1	1819	1862.1774	11993	0
1_MACS_peak_24590_lociStitched	chrX	81333756	81336196	1	2441	1861.232	11994	0
1_MACS_peak_1456_lociStitched	chr1	156051741	156053183	1	1443	1860.4684	11995	0
1_MACS_peak_103_lociStitched	chr1	7393907	7395779	1	1873	1860.2064	11996	0
1_MACS_peak_22780_lociStitched	chr8	104347673	104350423	1	2751	1860.1	11997	0
2_MACS_peak_7374_lociStitched	chr15	64672798	64674632	2	1830	1860.0428	11998	0
1_MACS_peak_1041_lociStitched	chr1	108371029	108372935	1	1907	1859.6842	11999	0
2_MACS_peak_13371_lociStitched	chr2	225979348	225983111	2	2591	1859.6746	12000	0
2_MACS_peak_9405_lociStitched	chr17	45736705	45741805	2	2733	1859.46	12001	0
1_MACS_peak_13296_lociStitched	chr2	218899116	218900858	1	1743	1859.4108	12002	0
1_MACS_peak_1961_lociStitched	chr1	208136266	208137479	1	1214	1859.0438	12003	0
1_MACS_peak_7092_lociStitched	chr15	34100270	34102037	1	1768	1858.7073	12004	0
1_MACS_peak_1678_lociStitched	chr1	178062084	178063998	1	1915	1858.6854	12005	0
1_MACS_peak_14902_lociStitched	chr22	40987962	40990524	1	2563	1858.4748	12006	0
1_MACS_peak_6076_lociStitched	chr13	101240100	101241495	1	1396	1857.582	12007	0
1_MACS_peak_15221_lociStitched	chr3	18802128	18804192	1	2065	1857.1872	12008	0
1_MACS_peak_18393_lociStitched	chr5	102897589	102898997	1	1409	1856.3072	12009	0
1_MACS_peak_2273_lociStitched	chr1	247241271	247242525	1	1255	1856.1708	12010	0
1_MACS_peak_13336_lociStitched	chr2	220461840	220463325	1	1486	1856.1015	12011	0
1_MACS_peak_159_lociStitched	chr1	11538542	11539814	1	1273	1854.3216	12012	0
1_MACS_peak_18906_lociStitched	chr5	171537636	171539406	1	1771	1854.075	12013	0
1_MACS_peak_11706_lociStitched	chr19	58144086	58145271	1	1186	1853.9325	12014	0
1_MACS_peak_11963_lociStitched	chr2	27851113	27852517	1	1405	1853.8416	12015	0
2_MACS_peak_22169_lociStitched	chr8	29146422	29150753	2	2059	1853.668	12016	0
1_MACS_peak_6916_lociStitched	chr14	102990199	102991995	1	1797	1853.6516	12017	0
1_MACS_peak_11126_lociStitched	chr19	33462050	33463772	1	1723	1853.3886	12018	0
2_MACS_peak_15894_lociStitched	chr3	112232972	112238844	2	2615	1852.616	12019	0
1_MACS_peak_13085_lociStitched	chr2	191183542	191185790	1	2249	1852.5768	12020	0
2_MACS_peak_14593_lociStitched	chr22	22549926	22556667	2	2610	1852.4268	12021	0
1_MACS_peak_22003_lociStitched	chr8	13006669	13008774	1	2106	1852.4	12022	0
1_MACS_peak_13547_lociStitched	chr2	242556602	242558435	1	1834	1851.8799	12023	0
1_MACS_peak_15618_lociStitched	chr3	66270956	66272072	1	1117	1851.5556	12024	0
1_MACS_peak_24414_lociStitched	chrX	48333219	48335239	1	2021	1851.33	12025	0
1_MACS_peak_8667_lociStitched	chr16	89097900	89099429	1	1530	1851.3132	12026	0
1_MACS_peak_16833_lociStitched	chr4	42399036	42400935	1	1900	1850.9553	12027	0
1_MACS_peak_6106_lociStitched	chr13	105791316	105792946	1	1631	1850.539	12028	0
1_MACS_peak_14634_lociStitched	chr22	24255372	24256432	1	1061	1849.912	12029	0
1_MACS_peak_17044_lociStitched	chr4	79859889	79861365	1	1477	1849.8708	12030	0
1_MACS_peak_3202_lociStitched	chr10	126149965	126151060	1	1096	1849.674	12031	0
1_MACS_peak_10929_lociStitched	chr19	15559839	15561165	1	1327	1849.5048	12032	0
1_MACS_peak_11646_lociStitched	chr19	55573518	55574658	1	1141	1849.422	12033	0
1_MACS_peak_10840_lociStitched	chr19	12605745	12606973	1	1229	1849.368	12034	0
2_MACS_peak_16529_lociStitched	chr3	194406158	194409292	2	2240	1849.06	12035	0
1_MACS_peak_22797_lociStitched	chr8	106833290	106835274	1	1985	1848.6912	12036	0
2_MACS_peak_12446_lociStitched	chr2	87538024	87542979	2	2484	1848.215	12037	0
1_MACS_peak_22464_lociStitched	chr8	70671911	70673977	1	2067	1847.6238	12038	0
1_MACS_peak_6502_lociStitched	chr14	62127491	62130033	1	2543	1847.5256	12039	0
1_MACS_peak_24841_lociStitched	chrX	150066330	150068047	1	1718	1847.3203	12040	0
1_MACS_peak_5979_lociStitched	chr13	78271128	78273137	1	2010	1846.6728	12041	0
1_MACS_peak_342_lociStitched	chr1	26259367	26261272	1	1906	1846.5165	12042	0
1_MACS_peak_1834_lociStitched	chr1	198746563	198748348	1	1786	1846.2255	12043	0
1_MACS_peak_4148_lociStitched	chr11	111206730	111209291	1	2562	1845.9688	12044	0
1_MACS_peak_7310_lociStitched	chr15	53021624	53023339	1	1716	1844.4825	12045	0
1_MACS_peak_16143_lociStitched	chr3	143254657	143256928	1	2272	1844.2791	12046	0
2_MACS_peak_16971_lociStitched	chr4	75865597	75870426	2	2895	1844.1951	12047	0
1_MACS_peak_9683_lociStitched	chr17	72208102	72210338	1	2237	1844.0292	12048	0
1_MACS_peak_13251_lociStitched	chr2	208633202	208635323	1	2122	1843.7853	12049	0
2_MACS_peak_2197_lociStitched	chr1	234806846	234812606	2	2171	1843.776	12050	0
1_MACS_peak_15827_lociStitched	chr3	101280181	101281551	1	1371	1843.609	12051	0
2_MACS_peak_12704_lociStitched	chr2	122561262	122564234	2	2879	1842.3428	12052	0
1_MACS_peak_10622_lociStitched	chr19	2949959	2950908	1	950	1840.111	12053	0
1_MACS_peak_18242_lociStitched	chr5	79541131	79543814	1	2684	1840.0014	12054	0
1_MACS_peak_18559_lociStitched	chr5	131562713	131564180	1	1468	1839.7647	12055	0
3_MACS_peak_5547_lociStitched	chr12	126927502	126932052	3	2298	1836.835	12056	0
2_MACS_peak_1366_lociStitched	chr1	153315573	153319103	2	3512	1835.247	12057	0
1_MACS_peak_11296_lociStitched	chr19	41914518	41916687	1	2170	1834.974	12058	0
2_MACS_peak_22017_lociStitched	chr8	13474046	13478837	2	3589	1834.953	12059	0
1_MACS_peak_2396_lociStitched	chr10	12110242	12111705	1	1464	1834.7483	12060	0
1_MACS_peak_3984_lociStitched	chr11	78127626	78129627	1	2002	1834.7169	12061	0
1_MACS_peak_6590_lociStitched	chr14	69020170	69022559	1	2390	1834.5131	12062	0
2_MACS_peak_22320_lociStitched	chr8	53245275	53250442	2	2717	1834.285	12063	0
1_MACS_peak_3786_lociStitched	chr11	65404958	65406363	1	1406	1834.2275	12064	0
1_MACS_peak_1646_lociStitched	chr1	172749888	172751857	1	1970	1834.1235	12065	0
1_MACS_peak_17685_lociStitched	chr5	2633519	2635740	1	2222	1833.8797	12066	0
1_MACS_peak_19557_lociStitched	chr6	34778211	34780196	1	1986	1833.743	12067	0
1_MACS_peak_7945_lociStitched	chr16	5121323	5122672	1	1350	1833.291	12068	0
