#07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14_ROSE/07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam
#Using cutoff of 15499.1134 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	isStretch
2_MACS_peak_22635_lociStitched	chr4	87854806	87869770	2	9979	19022.2368	2368.8012	529	1
2_MACS_peak_14398_lociStitched	chr19	16694158	16706539	2	9968	29204.3028	2452.6761	530	1
3_MACS_peak_17377_lociStitched	chr2	207997082	208015248	3	9954	21136.141	2684.9348	531	1
2_MACS_peak_6959_lociStitched	chr12	51711632	51722097	2	9944	26569.5885	2150.5575	532	1
4_MACS_peak_4665_lociStitched	chr11	789032	811016	4	9943	15423.9744	2886.4992	533	1
1_MACS_peak_1227_lociStitched	chr1	88051904	88061845	1	9942	17238.6881	1313.2061	534	1
5_MACS_peak_19159_lociStitched	chr22	22549404	22565838	5	9908	22590.1764	2885.8104	535	1
3_MACS_peak_18380_lociStitched	chr20	46114366	46132484	3	9907	21480.7008	2974.9756	536	1
3_MACS_peak_11841_lociStitched	chr17	4842339	4854820	3	9892	28982.1301	2276.5344	537	1
2_MACS_peak_22795_lociStitched	chr4	106545296	106559951	2	9891	15834.7275	2042.907	538	1
3_MACS_peak_30014_lociStitched	chr8	126647946	126661101	3	9882	16213.5375	1945.6245	539	1
4_MACS_peak_15603_lociStitched	chr2	43395820	43407212	4	9876	18636.1728	1608.5504	540	1
3_MACS_peak_15947_lociStitched	chr2	68988997	69003737	3	9861	21741.5	2629.616	541	1
2_MACS_peak_11566_lociStitched	chr16	78794830	78804982	2	9856	12523.5072	1085.2488	542	1
2_MACS_peak_18389_lociStitched	chr20	46443286	46458578	2	9856	16377.732	1836.5692	543	1
2_MACS_peak_13061_lociStitched	chr17	74777254	74789026	2	9855	21616.9236	1431.4752	544	1
4_MACS_peak_5127_lociStitched	chr11	44580686	44597110	4	9842	12725.3152	2544.0776	545	1
4_MACS_peak_16971_lociStitched	chr2	173348190	173361650	4	9838	12885.258	2032.46	546	1
3_MACS_peak_24869_lociStitched	chr5	153651620	153665379	3	9824	13472.8128	2091.368	547	1
4_MACS_peak_16150_lociStitched	chr2	86290380	86308595	4	9824	13490.029	2978.1525	548	1
2_MACS_peak_19876_lociStitched	chr3	14727029	14741890	2	9815	27396.2535	2138.4979	549	1
3_MACS_peak_31259_lociStitched	chr9	123630318	123646039	3	9813	30393.4093	2482.3459	550	1
4_MACS_peak_16366_lociStitched	chr2	109220995	109238976	4	9813	10802.9848	2756.4873	551	1
2_MACS_peak_21730_lociStitched	chr3	186779577	186792720	2	9806	53878.4142	3858.7848	552	1
3_MACS_peak_2796_lociStitched	chr1	218627537	218637728	3	9802	17948.3892	2176.7976	553	1
2_MACS_peak_26082_lociStitched	chr6	56621746	56634737	2	9800	12648.0376	2300.7061	554	1
3_MACS_peak_32166_lociStitched	chrX	70837088	70850396	3	9796	13578.1524	1105.8948	555	1
2_MACS_peak_10225_lociStitched	chr15	75396670	75407702	2	9793	11993.9904	1551.0992	556	1
3_MACS_peak_11320_lociStitched	chr16	57568965	57579457	3	9783	18604.4144	1668.228	557	1
2_MACS_peak_29337_lociStitched	chr8	38811822	38824472	2	9777	20580.285	1864.61	558	1
1_MACS_peak_21534_lociStitched	chr3	176911491	176921264	1	9774	45464.9733	2519.4794	559	1
1_MACS_peak_11867_lociStitched	chr17	6062036	6071807	1	9772	41988.9183	1796.8869	560	1
1_MACS_peak_1614_lociStitched	chr1	145448404	145458175	1	9772	50189.7186	3151.1475	561	1
5_MACS_peak_30565_lociStitched	chr9	36135887	36153116	5	9771	12930.3645	2860.014	562	1
1_MACS_peak_6237_lociStitched	chr11	130696152	130705921	1	9770	23480.7684	1838.5258	563	1
2_MACS_peak_1612_lociStitched	chr1	145426971	145441216	2	9764	38415.916	3490.025	564	1
2_MACS_peak_22546_lociStitched	chr4	78735952	78749751	2	9761	19689.7931	2144.3646	565	1
2_MACS_peak_17272_lociStitched	chr2	201310495	201322213	2	9748	11160.2232	2064.7116	566	1
4_MACS_peak_27366_lociStitched	chr7	22474282	22488918	4	9738	12143.4892	2141.2468	567	1
2_MACS_peak_17547_lociStitched	chr2	227655492	227666942	2	9736	17028.44	1657.96	568	1
3_MACS_peak_2474_lociStitched	chr1	200850777	200863773	3	9735	33501.0888	2747.3544	569	1
3_MACS_peak_3611_lociStitched	chr10	43890939	43906108	3	9733	21012.0988	2323.8908	570	1
1_MACS_peak_26457_lociStitched	chr6	106609426	106619156	1	9731	52048.689	1991.731	571	1
2_MACS_peak_7898_lociStitched	chr12	125398233	125412774	2	9717	25664.865	1487.5443	572	1
2_MACS_peak_10990_lociStitched	chr16	23404123	23419599	2	9711	37790.8444	2350.8044	573	1
3_MACS_peak_11249_lociStitched	chr16	50297921	50317260	3	9711	17818.9546	2765.477	574	1
5_MACS_peak_5684_lociStitched	chr11	78127336	78140296	5	9699	11666.592	2010.096	575	1
2_MACS_peak_2972_lociStitched	chr1	230238260	230248878	2	9681	21702.1302	2539.8256	576	1
1_MACS_peak_5078_lociStitched	chr11	35159526	35169198	1	9673	28432.7784	2225.5272	577	1
2_MACS_peak_18628_lociStitched	chr20	62357995	62370976	2	9664	17380.2609	2067.8733	578	1
2_MACS_peak_9106_lociStitched	chr14	72980229	72990433	2	9662	32807.9008	998.9716	579	1
2_MACS_peak_23579_lociStitched	chr5	14593585	14604514	2	9658	7817.5137	1960.6626	580	1
4_MACS_peak_14908_lociStitched	chr19	48880241	48902435	4	9656	23174.9748	3053.8944	581	1
2_MACS_peak_9550_lociStitched	chr15	31367486	31377390	2	9652	26502.1136	1721.3152	582	1
2_MACS_peak_32002_lociStitched	chrX	48768197	48779044	2	9647	17297.7109	1077.1071	583	1
4_MACS_peak_19920_lociStitched	chr3	17780702	17798400	4	9630	14087.608	2707.794	584	1
3_MACS_peak_13945_lociStitched	chr19	1015244	1029680	3	9626	20093.4684	2904.5232	585	1
3_MACS_peak_25983_lociStitched	chr6	45673937	45683776	3	9608	17567.5345	1546.6908	586	1
3_MACS_peak_18099_lociStitched	chr20	31254771	31270312	3	9607	22915.2045	2121.3465	587	1
4_MACS_peak_16453_lociStitched	chr2	112416257	112434617	4	9602	10915.02	2487.78	588	1
2_MACS_peak_20670_lociStitched	chr3	98272619	98284648	2	9594	22391.9835	1813.9732	589	1
2_MACS_peak_21152_lociStitched	chr3	140470678	140485388	2	9592	19854.087	2062.342	590	1
1_MACS_peak_26833_lociStitched	chr6	138186647	138196224	1	9578	33178.5588	2154.825	591	1
3_MACS_peak_6065_lociStitched	chr11	118963926	118979899	3	9577	16115.1597	3025.2862	592	1
2_MACS_peak_6831_lociStitched	chr12	46119552	46132422	2	9573	18694.962	2023.164	593	1
5_MACS_peak_11497_lociStitched	chr16	70827041	70850438	5	9572	10774.3185	3305.9961	594	1
3_MACS_peak_6171_lociStitched	chr11	126172997	126189734	3	9568	16179.6579	2676.2463	595	1
1_MACS_peak_10468_lociStitched	chr15	90637113	90646676	1	9564	21443.1149	1783.4995	596	1
2_MACS_peak_28315_lociStitched	chr7	106503901	106513821	2	9552	26076.704	2835.136	597	1
4_MACS_peak_17468_lociStitched	chr2	219148182	219160874	4	9552	13468.7504	2275.6756	598	1
5_MACS_peak_4240_lociStitched	chr10	99159219	99187023	5	9545	10673.9556	3656.226	599	1
2_MACS_peak_24378_lociStitched	chr5	112256317	112267730	2	9541	31675.6402	2002.9815	600	1
2_MACS_peak_12538_lociStitched	chr17	43387618	43399204	2	9534	12606.7266	1936.0206	601	1
2_MACS_peak_22234_lociStitched	chr4	38985702	38999657	2	9519	30082.7935	2189.5395	602	1
2_MACS_peak_13707_lociStitched	chr18	52983323	52996072	2	9509	13105.972	1633.1469	603	1
2_MACS_peak_1921_lociStitched	chr1	156709555	156722775	2	9498	20641.708	2881.96	604	1
3_MACS_peak_13704_lociStitched	chr18	52930194	52948146	3	9483	23551.2288	2753.8368	605	1
3_MACS_peak_18819_lociStitched	chr21	34696008	34712822	3	9480	29244.5902	4082.4392	606	1
3_MACS_peak_29831_lociStitched	chr8	103659031	103670068	3	9472	7970.9214	1132.3962	607	1
2_MACS_peak_25668_lociStitched	chr6	30649191	30659598	2	9471	22067.0028	1740.0504	608	1
3_MACS_peak_28265_lociStitched	chr7	104576252	104586728	3	9471	23141.484	1947.4884	609	1
3_MACS_peak_27972_lociStitched	chr7	76950117	76965800	3	9468	23621.7346	2228.5543	610	1
3_MACS_peak_24058_lociStitched	chr5	75585834	75600662	3	9460	8364.4748	1939.5024	611	1
3_MACS_peak_881_lociStitched	chr1	52417312	52430789	3	9458	17021.451	2599.7133	612	1
2_MACS_peak_31213_lociStitched	chr9	117126468	117136696	2	9453	20823.1852	1629.3204	613	1
3_MACS_peak_29796_lociStitched	chr8	101503507	101515484	3	9418	16450.4095	1045.5921	614	1
3_MACS_peak_11782_lociStitched	chr17	2294425	2306261	3	9416	11272.6064	1661.7744	615	1
4_MACS_peak_18071_lociStitched	chr20	30147699	30162192	4	9414	12927.756	2079.7455	616	1
3_MACS_peak_25913_lociStitched	chr6	42737801	42752433	3	9413	30389.2008	2224.064	617	1
1_MACS_peak_1603_lociStitched	chr1	145152390	145161791	1	9402	15226.7997	3205.741	618	1
2_MACS_peak_29664_lociStitched	chr8	81073151	81084615	2	9391	15245.9736	2126.572	619	1
4_MACS_peak_2320_lociStitched	chr1	184524594	184537872	4	9390	8495.2644	2594.5212	620	1
3_MACS_peak_22536_lociStitched	chr4	78062797	78080113	3	9390	13748.904	2500.4304	621	1
1_MACS_peak_16807_lociStitched	chr2	158293510	158302892	1	9383	44052.2428	2105.3208	622	1
3_MACS_peak_22006_lociStitched	chr4	9599028	9611318	3	9377	19351.834	2070.865	623	1
2_MACS_peak_8595_lociStitched	chr13	114581776	114594880	2	9377	16833.3984	1915.8048	624	1
3_MACS_peak_17881_lociStitched	chr20	9388461	9402621	3	9376	17088.288	2301	625	1
2_MACS_peak_2477_lociStitched	chr1	200986487	200997163	2	9375	20047.3928	2578.254	626	1
4_MACS_peak_13985_lociStitched	chr19	1847253	1865664	4	9372	25145.7438	2883.1626	627	1
3_MACS_peak_6191_lociStitched	chr11	128274059	128286955	3	9365	18596.032	2111.0752	628	1
2_MACS_peak_6790_lociStitched	chr12	41153450	41166372	2	9359	22318.8784	1937.0078	629	1
3_MACS_peak_3963_lociStitched	chr10	75909744	75927754	3	9351	13696.605	2420.544	630	1
2_MACS_peak_30041_lociStitched	chr8	129277985	129287549	2	9350	20117.874	1887.9336	631	1
3_MACS_peak_27673_lociStitched	chr7	45439708	45451063	3	9348	10304.6625	1359.1935	632	1
4_MACS_peak_4723_lociStitched	chr11	3874687	3893625	4	9343	17733.5432	3268.6988	633	1
3_MACS_peak_832_lociStitched	chr1	46790145	46807240	3	9332	23493.6585	2747.1665	634	1
1_MACS_peak_4425_lociStitched	chr10	112255936	112265252	1	9317	25178.3532	1712.2808	635	1
3_MACS_peak_1930_lociStitched	chr1	157141833	157153196	3	9307	14127.6179	2533.949	636	1
3_MACS_peak_31001_lociStitched	chr9	98267109	98279645	3	9291	17437.576	1608.3688	637	1
2_MACS_peak_7467_lociStitched	chr12	94541025	94553177	2	9284	24856.916	1916.3704	638	1
3_MACS_peak_11488_lociStitched	chr16	70460921	70474191	3	9278	13498.244	1880.359	639	1
2_MACS_peak_4985_lociStitched	chr11	26126125	26135941	2	9267	26582.7096	1431.1728	640	1
4_MACS_peak_17655_lociStitched	chr2	235390430	235406535	4	9262	10833.8335	1241.6955	641	1
4_MACS_peak_22078_lociStitched	chr4	15766948	15788115	4	9262	10507.2988	3170.8166	642	1
2_MACS_peak_11818_lociStitched	chr17	4268087	4281208	2	9257	16327.7724	2313.2323	643	1
2_MACS_peak_3357_lociStitched	chr10	14776031	14786727	2	9248	17225.908	1774.4664	644	1
3_MACS_peak_16340_lociStitched	chr2	106341087	106352694	3	9247	11788.0692	1944.1725	645	1
2_MACS_peak_20190_lociStitched	chr3	45604474	45618038	2	9227	17154.3908	2152.6068	646	1
2_MACS_peak_30108_lociStitched	chr8	134576799	134586268	2	9226	32074.3437	1904.2159	647	1
2_MACS_peak_19574_lociStitched	chr22	42141459	42151454	2	9221	20448.7705	1763.118	648	1
2_MACS_peak_21088_lociStitched	chr3	133159850	133169157	2	9217	17214.2272	1578.4672	649	1
1_MACS_peak_23488_lociStitched	chr5	1311271	1320483	1	9213	78601.39	1679.3476	650	1
1_MACS_peak_17453_lociStitched	chr2	217079997	217089197	1	9201	31159.48	1898.88	651	1
3_MACS_peak_5517_lociStitched	chr11	67644841	67655639	3	9197	27316.7804	2171.4778	652	1
4_MACS_peak_29837_lociStitched	chr8	103817741	103828591	4	9190	21484.085	884.275	653	1
3_MACS_peak_9933_lociStitched	chr15	55568689	55583151	3	9186	14112.0196	2072.4046	654	1
2_MACS_peak_14700_lociStitched	chr19	40645237	40654726	2	9185	18782.5266	1706.1222	655	1
1_MACS_peak_17891_lociStitched	chr20	9489784	9498967	1	9184	33302.1495	1618.9629	656	1
2_MACS_peak_26777_lociStitched	chr6	135190206	135204490	2	9172	53140.7652	2056.896	657	1
2_MACS_peak_11690_lociStitched	chr16	89033292	89046340	2	9167	32047.1928	1140.3952	658	1
2_MACS_peak_20995_lociStitched	chr3	126627817	126637061	2	9155	20007.7136	1471.6448	659	1
2_MACS_peak_17085_lociStitched	chr2	182025412	182036247	2	9155	14864.5365	1575.409	660	1
2_MACS_peak_14374_lociStitched	chr19	16221258	16232327	2	9152	22631.6774	2150.7067	661	1
1_MACS_peak_3784_lociStitched	chr10	63656241	63665387	1	9147	22398.554	1681.9494	662	1
3_MACS_peak_19502_lociStitched	chr22	39539601	39549773	3	9146	17052.3408	1651.9328	663	1
1_MACS_peak_19204_lociStitched	chr22	23517267	23526407	1	9141	18744.312	1828.914	664	1
3_MACS_peak_8995_lociStitched	chr14	63937127	63951904	3	9140	8467.221	1186.5931	665	1
2_MACS_peak_2293_lociStitched	chr1	183438714	183451540	2	9130	20009.8426	2934.5888	666	1
5_MACS_peak_416_lociStitched	chr1	27146990	27167162	5	9128	10850.5188	2928.9744	667	1
4_MACS_peak_2704_lociStitched	chr1	210850339	210871709	4	9128	10405.053	4703.537	668	1
2_MACS_peak_16537_lociStitched	chr2	120060004	120071794	2	9110	14283.585	1906.443	669	1
2_MACS_peak_13105_lociStitched	chr17	76116254	76129330	2	9106	25642.036	2052.932	670	1
4_MACS_peak_30197_lociStitched	chr8	145047332	145065661	4	9104	11120.2043	2485.4124	671	1
3_MACS_peak_23718_lociStitched	chr5	37832852	37849228	3	9099	13079.5112	1821.0112	672	1
1_MACS_peak_1432_lociStitched	chr1	111172533	111181628	1	9096	42243.5465	1181.4405	673	1
2_MACS_peak_16726_lociStitched	chr2	148044824	148057807	2	9092	18730.5741	2138.3001	674	1
2_MACS_peak_19488_lociStitched	chr22	39377014	39386307	2	9088	25479.5474	1417.1825	675	1
4_MACS_peak_6465_lociStitched	chr12	10291762	10306912	4	9086	12600.255	2055.855	676	1
3_MACS_peak_23044_lociStitched	chr4	140120967	140136767	3	9083	14125.2	2074.54	677	1
4_MACS_peak_5954_lociStitched	chr11	111303500	111317776	4	9082	16899.9288	2204.2144	678	1
1_MACS_peak_18373_lociStitched	chr20	45978320	45987400	1	9081	40723.8	1847.78	679	1
2_MACS_peak_2465_lociStitched	chr1	200588557	200598692	2	9076	14478.861	2717.1935	680	1
1_MACS_peak_2429_lociStitched	chr1	197739980	197749053	1	9074	39564.6311	2546.7911	681	1
1_MACS_peak_21292_lociStitched	chr3	153338704	153347774	1	9071	9664.085	1837.582	682	1
3_MACS_peak_1841_lociStitched	chr1	154942329	154957635	3	9061	22204.4142	4095.8856	683	1
2_MACS_peak_14239_lociStitched	chr19	11199061	11208281	2	9056	17612.044	1579.386	684	1
1_MACS_peak_7571_lociStitched	chr12	102870413	102879462	1	9050	45444.9829	1966.3477	685	1
2_MACS_peak_23898_lociStitched	chr5	58852539	58862561	2	9045	26449.0602	1568.443	686	1
3_MACS_peak_9037_lociStitched	chr14	65813016	65825312	3	9044	10166.3328	1075.9	687	1
2_MACS_peak_19401_lociStitched	chr22	36772349	36785258	2	9044	20060.586	2312.0019	688	1
3_MACS_peak_2355_lociStitched	chr1	187000961	187013551	3	9043	11348.626	2316.56	689	1
4_MACS_peak_29966_lociStitched	chr8	124546125	124560835	4	9036	13587.627	2207.971	690	1
1_MACS_peak_15917_lociStitched	chr2	66659578	66668610	1	9033	21599.1248	1296.092	691	1
3_MACS_peak_4417_lociStitched	chr10	112146685	112157451	3	9031	21249.9308	1469.559	692	1
2_MACS_peak_5781_lociStitched	chr11	87062264	87071761	2	9015	15458.2669	1640.1319	693	1
3_MACS_peak_19232_lociStitched	chr22	24819660	24832110	3	9015	26706.495	2089.11	694	1
2_MACS_peak_18498_lociStitched	chr20	52481258	52490837	2	8996	28598.1045	1823.8416	695	1
2_MACS_peak_28442_lociStitched	chr7	120627583	120639633	2	8995	10232.86	2407.59	696	1
2_MACS_peak_6078_lociStitched	chr11	119553519	119567748	2	8994	12433.3002	1612.1457	697	1
2_MACS_peak_7854_lociStitched	chr12	123355154	123364782	2	8991	12070.6236	937.7672	698	1
2_MACS_peak_30153_lociStitched	chr8	142126390	142140967	2	8976	20938.4028	1919.7909	699	1
3_MACS_peak_24842_lociStitched	chr5	150590327	150604561	3	8975	12037.6938	2321.5654	700	1
5_MACS_peak_1859_lociStitched	chr1	155210204	155232878	5	8963	15706.2798	4745.6682	701	1
3_MACS_peak_22258_lociStitched	chr4	40622304	40634267	3	8961	18110.7857	1820.7686	702	1
3_MACS_peak_19392_lociStitched	chr22	36552242	36564372	3	8959	21262.677	2142.158	703	1
3_MACS_peak_28590_lociStitched	chr7	130902751	130917680	3	8952	17417.6643	2882.7899	704	1
2_MACS_peak_10139_lociStitched	chr15	70386970	70396736	2	8950	15035.7336	1661.1966	705	1
2_MACS_peak_23363_lociStitched	chr4	185239197	185254106	2	8944	21559.9049	2182.6776	706	1
1_MACS_peak_4212_lociStitched	chr10	97049097	97058037	1	8941	21940.548	1494.768	707	1
3_MACS_peak_32402_lociStitched	chrX	118815187	118827925	3	8941	12084.5406	1022.8614	708	1
4_MACS_peak_30954_lociStitched	chr9	95514461	95533363	4	8941	11040.6582	2708.6566	709	1
3_MACS_peak_14327_lociStitched	chr19	13949100	13962033	3	8935	27068.769	1932.1902	710	1
2_MACS_peak_29501_lociStitched	chr8	61820545	61830297	2	8933	16902.1664	1647.1128	711	1
3_MACS_peak_20106_lociStitched	chr3	39247972	39263520	3	8930	17177.4304	2461.2484	712	1
3_MACS_peak_15951_lociStitched	chr2	69055751	69066412	3	8914	13143.9469	1675.9092	713	1
1_MACS_peak_6327_lociStitched	chr12	4377764	4386668	1	8905	20675.9784	1358.7504	714	1
3_MACS_peak_30088_lociStitched	chr8	133958648	133973194	3	8905	9015.6108	1821.1592	715	1
1_MACS_peak_15614_lociStitched	chr2	43627623	43636522	1	8900	12756.7165	1514.6098	716	1
2_MACS_peak_23365_lociStitched	chr4	185263327	185277303	2	8890	32263.596	2408.0648	717	1
1_MACS_peak_12381_lociStitched	chr17	38016088	38024971	1	8884	28333.2168	1865.43	718	1
2_MACS_peak_9793_lociStitched	chr15	45016126	45029251	2	8877	15444.1875	2397.9375	719	1
3_MACS_peak_21315_lociStitched	chr3	156381220	156394665	3	8867	16822.384	3093.6945	720	1
2_MACS_peak_25598_lociStitched	chr6	27774633	27784221	2	8866	16764.618	1815.0084	721	1
3_MACS_peak_14371_lociStitched	chr19	16180380	16198187	3	8864	26172.7286	2760.085	722	1
2_MACS_peak_26024_lociStitched	chr6	52160144	52173583	2	8862	14690.1709	2217.435	723	1
3_MACS_peak_30096_lociStitched	chr8	134215073	134233111	3	8861	30421.087	2408.073	724	1
1_MACS_peak_2385_lociStitched	chr1	192542260	192551114	1	8855	17195.3534	2531.3586	725	1
3_MACS_peak_603_lociStitched	chr1	36614229	36627401	3	8850	18455.2892	2095.6652	726	1
2_MACS_peak_6001_lociStitched	chr11	115125727	115137363	2	8849	17715.81	1972.302	727	1
1_MACS_peak_24696_lociStitched	chr5	140885908	140894744	1	8837	11526.562	1365.162	728	1
2_MACS_peak_29160_lociStitched	chr8	26428169	26437431	2	8832	20457.9056	1747.7394	729	1
2_MACS_peak_21079_lociStitched	chr3	132280873	132289836	2	8815	14515.5785	1239.5829	730	1
2_MACS_peak_8867_lociStitched	chr14	50465405	50476798	2	8813	25110.172	960.4299	731	1
3_MACS_peak_7079_lociStitched	chr12	57021964	57031523	3	8809	12808.1041	1697.6784	732	1
2_MACS_peak_28621_lociStitched	chr7	134670451	134682979	2	8808	22557.9168	2867.6592	733	1
1_MACS_peak_25839_lociStitched	chr6	36718459	36727263	1	8805	15341.8504	1821.5476	734	1
3_MACS_peak_31686_lociStitched	chrX	11440135	11454369	3	8797	10481.9176	1236.9346	735	1
3_MACS_peak_14935_lociStitched	chr19	49457333	49471918	3	8791	16750.8725	1928.137	736	1
4_MACS_peak_12017_lociStitched	chr17	17725240	17744997	4	8790	14400.8773	2742.2716	737	1
3_MACS_peak_6366_lociStitched	chr12	6711846	6723987	3	8785	11448.963	1645.1055	738	1
2_MACS_peak_15975_lociStitched	chr2	70310062	70323458	2	8781	52508.3012	2376.4504	739	1
3_MACS_peak_16686_lociStitched	chr2	137132531	137142761	3	8779	20619.588	1783.089	740	1
3_MACS_peak_14786_lociStitched	chr19	44257247	44271959	3	8775	30939.336	1961.1096	741	1
3_MACS_peak_10806_lociStitched	chr16	10961792	10976256	3	8773	9268.5312	2250.5984	742	1
1_MACS_peak_1716_lociStitched	chr1	150130616	150139386	1	8771	23370.296	2316.157	743	1
2_MACS_peak_19797_lociStitched	chr3	8698266	8709121	2	8764	21427.77	1613.053	744	1
1_MACS_peak_1438_lociStitched	chr1	111322984	111331746	1	8763	25858.4144	1006.7538	745	1
4_MACS_peak_11562_lociStitched	chr16	78775142	78787564	4	8763	6465.651	1269.5284	746	1
2_MACS_peak_10585_lociStitched	chr15	101457995	101472461	2	8754	15002.6886	2096.1234	747	1
4_MACS_peak_6849_lociStitched	chr12	46939725	46955383	4	8747	10584.808	2389.4108	748	1
3_MACS_peak_6233_lociStitched	chr11	130634112	130648887	3	8736	19046.4525	1965.075	749	1
5_MACS_peak_9281_lociStitched	chr14	93225411	93246346	5	8731	10888.2935	1528.255	750	1
1_MACS_peak_21254_lociStitched	chr3	150315118	150323847	1	8730	19032.7116	1649.781	751	1
3_MACS_peak_19264_lociStitched	chr22	27052995	27071205	3	8725	16640.298	2775.204	752	1
4_MACS_peak_20640_lociStitched	chr3	95061507	95077393	4	8721	10337.0202	2311.413	753	1
2_MACS_peak_28646_lociStitched	chr7	137664745	137673699	2	8714	11229.2114	2142.6922	754	1
3_MACS_peak_362_lociStitched	chr1	25346964	25364674	3	8707	19991.048	2316.468	755	1
5_MACS_peak_5602_lociStitched	chr11	73069939	73089109	5	8707	9462.312	2538.108	756	1
4_MACS_peak_9975_lociStitched	chr15	59266388	59281129	4	8699	15195.0228	2416.0499	757	1
1_MACS_peak_25837_lociStitched	chr6	36643350	36652040	1	8691	13564.221	1356.509	758	1
1_MACS_peak_4696_lociStitched	chr11	2792818	2801506	1	8689	21155.28	1457.8464	759	1
2_MACS_peak_30019_lociStitched	chr8	126779475	126789048	2	8682	8738.2344	1349.793	760	1
3_MACS_peak_13086_lociStitched	chr17	75434696	75447683	3	8678	26610.363	1846.7514	761	1
3_MACS_peak_3249_lociStitched	chr10	5930336	5948112	3	8672	14691.864	2584.6304	762	1
4_MACS_peak_14304_lociStitched	chr19	13043545	13057802	4	8670	13350.2548	2295.377	763	1
4_MACS_peak_31480_lociStitched	chr9	134595219	134615318	4	8670	16207.8336	2618.8997	764	1
3_MACS_peak_16571_lociStitched	chr2	127413110	127424468	3	8668	18186.4296	1652.589	765	1
2_MACS_peak_21676_lociStitched	chr3	184659618	184672141	2	8668	17450.8005	2676.1651	766	1
1_MACS_peak_2304_lociStitched	chr1	183808319	183816970	1	8652	53425.9807	2564.1564	767	1
3_MACS_peak_22996_lociStitched	chr4	129723774	129741385	3	8650	16151.0481	2580.0115	768	1
2_MACS_peak_15741_lociStitched	chr2	54795070	54809618	2	8640	10605.492	2556.0836	769	1
3_MACS_peak_12745_lociStitched	chr17	55553461	55565375	3	8638	8382.6904	1938.4078	770	1
3_MACS_peak_26446_lociStitched	chr6	106227466	106242675	3	8635	10967.2099	2553.5911	771	1
2_MACS_peak_31386_lociStitched	chr9	130731655	130744409	2	8632	16057.286	2178.3832	772	1
2_MACS_peak_23752_lociStitched	chr5	43006901	43021257	2	8630	20559.2276	2598.436	773	1
3_MACS_peak_31447_lociStitched	chr9	132646189	132663455	3	8628	26265.0392	2489.7572	774	1
3_MACS_peak_4336_lociStitched	chr10	104533559	104543865	3	8625	19220.69	2113.7606	775	1
2_MACS_peak_13164_lociStitched	chr17	78873663	78887252	2	8624	31197.6262	2096.7827	776	1
4_MACS_peak_27994_lociStitched	chr7	80399567	80410864	4	8618	6103.7691	1502.501	777	1
3_MACS_peak_13229_lociStitched	chr17	80451044	80466043	3	8616	13122.6251	1960.3693	778	1
2_MACS_peak_17551_lociStitched	chr2	227769315	227782505	2	8614	19337.859	1912.55	779	1
3_MACS_peak_21792_lociStitched	chr3	193847810	193860552	3	8612	14673.6872	2320.3182	780	1
1_MACS_peak_3377_lociStitched	chr10	15824797	15833407	1	8611	32747.274	1443.036	781	1
1_MACS_peak_2900_lociStitched	chr1	226308506	226317115	1	8610	34429.1128	2612.8315	782	1
1_MACS_peak_28057_lociStitched	chr7	90337090	90345697	1	8608	26543.988	1481.2647	783	1
3_MACS_peak_10595_lociStitched	chr15	101790088	101806973	3	8608	13276.6755	2473.6525	784	1
3_MACS_peak_10472_lociStitched	chr15	90721132	90736609	3	8607	24137.9292	2467.0338	785	1
4_MACS_peak_191_lociStitched	chr1	14329340	14345037	4	8601	12742.8246	2084.5616	786	1
3_MACS_peak_16443_lociStitched	chr2	112231584	112241851	3	8600	7711.5437	1429.1664	787	1
3_MACS_peak_22336_lociStitched	chr4	54553610	54572661	3	8596	16549.6037	2545.2136	788	1
1_MACS_peak_10133_lociStitched	chr15	70046016	70054610	1	8595	13542.4252	1865.7574	789	1
1_MACS_peak_25309_lociStitched	chr6	7958231	7966824	1	8594	28369.7895	1850.0729	790	1
2_MACS_peak_16142_lociStitched	chr2	86080364	86090865	2	8594	11489.1441	1575.15	791	1
2_MACS_peak_28243_lociStitched	chr7	102246850	102258193	2	8593	9362.5122	3861.1572	792	1
2_MACS_peak_25605_lociStitched	chr6	27857139	27871423	2	8593	23994.2632	2582.5472	793	1
2_MACS_peak_3650_lociStitched	chr10	45949676	45961280	2	8583	25490.5068	1825.3092	794	1
4_MACS_peak_26199_lociStitched	chr6	76517009	76531289	4	8582	9203.46	2249.1	795	1
2_MACS_peak_17698_lociStitched	chr2	239166944	239176540	2	8580	7867.7604	897.226	796	1
4_MACS_peak_25759_lociStitched	chr6	33376966	33396590	4	8570	10604.8096	2584.4808	797	1
