REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
4_MACS_peak_11254_lociStitched	chr16	50713906	50732906	4	14397	30707.8	2736.0	388	NOD2,SNX20	CYLD	NOD2	388	1
3_MACS_peak_31259_lociStitched	chr9	123630318	123646039	3	9813	30393.4093	2482.3459	389	PHF19	LOC253039,PSMD5,TRAF1	PHF19	389	1
1_MACS_peak_28640_lociStitched	chr7	136034857	136047648	1	12792	31028.4078	3123.5622	390			LUZP6	390	1
2_MACS_peak_22234_lociStitched	chr4	38985702	38999657	2	9519	30082.7935	2189.5395	391	TMEM156	KLHL5	TMEM156	391	1
1_MACS_peak_2791_lociStitched	chr1	218335717	218340222	1	4506	29187.895	1320.866	392			RRP15	392	1
1_MACS_peak_15888_lociStitched	chr2	65139637	65146942	1	7306	29463.2565	1620.9795	393	LOC400958		LOC400958	393	1
2_MACS_peak_6166_lociStitched	chr11	126056608	126069074	2	7998	30035.5804	2215.2082	394		FAM118B,RPUSD4	RPUSD4	394	1
2_MACS_peak_18147_lociStitched	chr20	32988962	33005906	2	13674	30456.84	2636.4864	395	ITCH	MIR644	ITCH	395	1
3_MACS_peak_14881_lociStitched	chr19	47728651	47748478	3	12982	30682.2825	2898.7074	396	MIR3190,BBC3,MIR3191	CCDC9,PRR24	BBC3	396	1
4_MACS_peak_14019_lociStitched	chr19	2455389	2480615	4	13181	32296.8478	4550.7704	397	GADD45B,LMNB2	TIMM13	GADD45B	397	1
1_MACS_peak_28571_lociStitched	chr7	129587709	129593682	1	5974	29569.9338	1845.657	398	UBE2H		UBE2H	398	1
1_MACS_peak_26452_lociStitched	chr6	106438920	106446737	1	7818	28976.0556	1284.3331	399			PRDM1	399	1
1_MACS_peak_18559_lociStitched	chr20	56191876	56197829	1	5954	28862.5252	1292.9916	400	ZBP1		ZBP1	400	1
1_MACS_peak_23933_lociStitched	chr5	61984559	61991422	1	6864	28717.5372	1233.9674	401			LRRC70	401	1
4_MACS_peak_13051_lociStitched	chr17	74476092	74498600	4	12566	30604.1276	3128.612	402	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	402	1
2_MACS_peak_19179_lociStitched	chr22	23088011	23101860	2	12988	29879.2175	2415.2656	403			MIR650	403	1
1_MACS_peak_19480_lociStitched	chr22	39146009	39153505	1	7497	28873.0928	1548.6736	404	SUN2	GTPBP1,JOSD1,DNAL4	SUN2	404	1
1_MACS_peak_27344_lociStitched	chr7	20367024	20372972	1	5949	28358.8744	1075.9932	405	ITGB8		ITGB8	405	1
1_MACS_peak_15894_lociStitched	chr2	65254813	65261310	1	6498	28561.4617	1279.909	406		SLC1A4,CEP68	CEP68	406	1
1_MACS_peak_6949_lociStitched	chr12	51311853	51323144	1	11292	29451.4444	2181.4212	407	METTL7A	HIGD1C	METTL7A	407	1
1_MACS_peak_17003_lociStitched	chr2	175457276	175464540	1	7265	28410.2304	1169.504	408	WIPF1		WIPF1	408	1
3_MACS_peak_26516_lociStitched	chr6	109186213	109207505	3	13799	30707.3224	3496.1464	409	ARMC2		ARMC2	409	1
2_MACS_peak_27705_lociStitched	chr7	47700416	47712664	2	6611	29069.4032	1860.4712	410	C7orf65		C7orf65	410	1
6_MACS_peak_11084_lociStitched	chr16	29815501	29837643	6	14015	30420.8938	3223.8752	411	KIF22,MAZ,PRRT2,C16orf53,MVP	ZG16,LOC440356,CDIPT	C16orf53	411	1
1_MACS_peak_10593_lociStitched	chr15	101737790	101744063	1	6274	28291.23	1134.1584	412	CHSY1		CHSY1	412	1
1_MACS_peak_2548_lociStitched	chr1	203732215	203736486	1	4272	28618.2626	1476.9118	413	LAX1	SNORA77,ZC3H11A,ZBED6	LAX1	413	1
2_MACS_peak_22254_lociStitched	chr4	40301739	40320004	2	12779	30224.922	3143.4065	414		CHRNA9	CHRNA9	414	1
1_MACS_peak_24536_lociStitched	chr5	130708682	130719329	1	10648	29039.6925	1983.5361	415	CDC42SE2		CDC42SE2	415	1
4_MACS_peak_16200_lociStitched	chr2	88898358	88928469	4	20355	32020.0374	4989.3927	416	EIF2AK3		EIF2AK3	416	1
1_MACS_peak_18246_lociStitched	chr20	37518571	37523608	1	5038	27989.6016	1015.9629	417	PPP1R16B	FAM83D	FAM83D	417	1
2_MACS_peak_18498_lociStitched	chr20	52481258	52490837	2	8996	28598.1045	1823.8416	418		SUMO1P1	SUMO1P1	418	1
2_MACS_peak_14398_lociStitched	chr19	16694158	16706539	2	9968	29204.3028	2452.6761	419	MED26	CHERP,SLC35E1	SLC35E1	419	1
3_MACS_peak_11841_lociStitched	chr17	4842339	4854820	3	9892	28982.1301	2276.5344	420	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	420	1
2_MACS_peak_24648_lociStitched	chr5	138719841	138730595	2	10127	28754.0452	2078.7482	421	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	421	1
1_MACS_peak_28670_lociStitched	chr7	139612795	139618818	1	6024	28311.7138	1670.1779	422	TBXAS1		TBXAS1	422	1
2_MACS_peak_24738_lociStitched	chr5	142772437	142786078	2	12535	28661.1051	2046.15	423	NR3C1		NR3C1	423	1
1_MACS_peak_22528_lociStitched	chr4	77608517	77625198	1	16682	29792.266	3211.0925	424	SHROOM3		ANKRD56	424	1
3_MACS_peak_14010_lociStitched	chr19	2254673	2271703	3	12519	30410.471	3836.859	425	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	425	1
1_MACS_peak_25309_lociStitched	chr6	7958231	7966824	1	8594	28369.7895	1850.0729	426	MUTED-TXNDC5	PIP5K1P1,TXNDC5	PIP5K1P1	426	1
1_MACS_peak_31553_lociStitched	chr9	139792631	139798542	1	5912	27767.5136	1267.3184	427	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	427	1
5_MACS_peak_15304_lociStitched	chr2	20610830	20631198	5	14395	29553.968	3083.7152	428		RHOB	RHOB	428	1
1_MACS_peak_12381_lociStitched	chr17	38016088	38024971	1	8884	28333.2168	1865.43	429	ZPBP2,IKZF3	GSDMB	IKZF3	429	1
4_MACS_peak_15857_lociStitched	chr2	64497291	64516309	4	10794	29124.1652	2696.7524	430			LOC150992	430	1
2_MACS_peak_27746_lociStitched	chr7	52773175	52788769	2	11080	28543.2576	2176.9224	431			POM121L12	431	1
2_MACS_peak_1960_lociStitched	chr1	159036178	159048525	2	8245	29385.86	3175.6484	432	AIM2		AIM2	432	1
1_MACS_peak_15524_lociStitched	chr2	37614310	37624907	1	10598	28233.5871	2025.0867	433		QPCT	QPCT	433	1
1_MACS_peak_5078_lociStitched	chr11	35159526	35169198	1	9673	28432.7784	2225.5272	434	CD44		CD44	434	1
2_MACS_peak_19497_lociStitched	chr22	39458837	39474340	2	13381	28624.7392	2466.5273	435	APOBEC3G	APOBEC3C,APOBEC3D,APOBEC3F,APOBEC3H	APOBEC3G	435	1
2_MACS_peak_2006_lociStitched	chr1	161007763	161017892	2	5866	28687.3538	2530.2242	436	TSTD1,USF1,ARHGAP30	F11R,PVRL4	USF1	436	1
1_MACS_peak_17130_lociStitched	chr2	187810631	187817613	1	6983	27277.2776	1120.611	437			ZSWIM2	437	1
1_MACS_peak_4145_lociStitched	chr10	91645300	91651527	1	6228	27381.3644	1327.5964	438			KIF20B	438	1
3_MACS_peak_14201_lociStitched	chr19	10329041	10347999	3	11154	28734.6406	2720.473	439	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	439	1
1_MACS_peak_18306_lociStitched	chr20	42696323	42700763	1	4441	26790.96	824.064	440	TOX2		JPH2	440	1
2_MACS_peak_1829_lociStitched	chr1	154755598	154766307	2	10193	28795.4301	2830.3887	441	KCNN3		KCNN3	441	1
1_MACS_peak_15484_lociStitched	chr2	33717219	33724604	1	7386	27254.3425	1289.421	442	RASGRP3	RASGRP3	RASGRP3	442	1
4_MACS_peak_17838_lociStitched	chr20	5567084	5592513	4	19534	30207.1091	4251.7288	443	GPCPD1		GPCPD1	443	1
1_MACS_peak_28227_lociStitched	chr7	101946115	101952196	1	6082	26922.4113	1024.6485	444	SH2B2	MIR4285,SPDYE6	MIR4285	444	1
1_MACS_peak_30928_lociStitched	chr9	93952189	93957533	1	5345	26723.2064	870.0032	445			LOC100129316	445	1
4_MACS_peak_27320_lociStitched	chr7	18533772	18561362	4	15432	30078.618	4243.342	446	HDAC9		HDAC9	446	1
2_MACS_peak_27348_lociStitched	chr7	20476307	20490794	2	11505	28020.7554	2235.3441	447			ITGB8	447	1
2_MACS_peak_27728_lociStitched	chr7	50343424	50358012	2	12933	28401.3772	2627.2988	448	IKZF1		IKZF1	448	1
1_MACS_peak_19681_lociStitched	chr22	48491276	48497223	1	5948	26847.1368	1079.9752	449			MIR3201	449	1
1_MACS_peak_28587_lociStitched	chr7	130790761	130797051	1	6291	27507.428	1747.362	450	MKLN1,FLJ43663		FLJ43663	450	1
1_MACS_peak_7419_lociStitched	chr12	92600759	92606051	1	5293	26809.8012	1076.3928	451			BTG1	451	1
1_MACS_peak_24791_lociStitched	chr5	148204551	148215821	1	11271	28137.809	2565.052	452	ADRB2		ADRB2	452	1
1_MACS_peak_17146_lociStitched	chr2	188730011	188736018	1	6008	26585.7806	1072.2495	453			TFPI	453	1
1_MACS_peak_28379_lociStitched	chr7	113723567	113728475	1	4909	26881.6068	1423.8108	454	FOXP2		FOXP2	454	1
2_MACS_peak_18055_lociStitched	chr20	25289069	25301735	2	8413	27448.4886	2037.9594	455	ABHD12		PYGB	455	1
5_MACS_peak_10968_lociStitched	chr16	22194878	22219191	5	17032	29635.1157	4240.1872	456	EEF2K		EEF2K	456	1
2_MACS_peak_28801_lociStitched	chr7	150124720	150134358	2	8326	27857.6752	2561.7804	457	LOC285972	ZNF775,LOC728743,GIMAP8	LOC285972	457	1
2_MACS_peak_18894_lociStitched	chr21	37905259	37916064	2	7320	27618.6605	2339.2825	458	CLDN14		CLDN14	458	1
2_MACS_peak_19876_lociStitched	chr3	14727029	14741890	2	9815	27396.2535	2138.4979	459	C3orf20	C3orf19	C3orf20	459	1
3_MACS_peak_18819_lociStitched	chr21	34696008	34712822	3	9480	29244.5902	4082.4392	460	IFNAR1		IFNAR1	460	1
2_MACS_peak_4985_lociStitched	chr11	26126125	26135941	2	9267	26582.7096	1431.1728	461			ANO3	461	1
3_MACS_peak_5517_lociStitched	chr11	67644841	67655639	3	9197	27316.7804	2171.4778	462			LOC645332	462	1
3_MACS_peak_14327_lociStitched	chr19	13949100	13962033	3	8935	27068.769	1932.1902	463		ZSWIM4,MIR181C,MIR181D,NANOS3,LOC284454,MIR24-2,MIR27A,MIR23A	MIR23A	463	1
5_MACS_peak_27572_lociStitched	chr7	38383561	38408569	5	17577	29904.5664	4776.528	464			TARP	464	1
1_MACS_peak_28057_lociStitched	chr7	90337090	90345697	1	8608	26543.988	1481.2647	465	CDK14		CDK14	465	1
1_MACS_peak_4150_lociStitched	chr10	91804861	91813344	1	8484	26545.8519	1504.8842	466			KIF20B	466	1
1_MACS_peak_25544_lociStitched	chr6	26269639	26275638	1	6000	26135.2434	1160.8065	467	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	467	1
1_MACS_peak_3135_lociStitched	chr1	244996266	245000358	1	4093	26059.4928	1100.748	468	FAM36A	NCRNA00201,HNRNPU	FAM36A	468	1
1_MACS_peak_13661_lociStitched	chr18	48677136	48681866	1	4731	25949.726	1011.747	469		MEX3C	MEX3C	469	1
3_MACS_peak_1452_lociStitched	chr1	112134457	112148275	3	11331	26418.6342	1486.8168	470	LOC100129269	RAP1A,ADORA3	LOC100129269	470	1
3_MACS_peak_14472_lociStitched	chr19	19050051	19062531	3	11241	26802.048	1914.432	471	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	471	1
2_MACS_peak_23898_lociStitched	chr5	58852539	58862561	2	9045	26449.0602	1568.443	472	PDE4D		PDE4D	472	1
1_MACS_peak_32522_lociStitched	chrX	135110363	135116380	1	6018	25534.3429	666.0819	473	SLC9A6		SLC9A6	473	1
1_MACS_peak_1438_lociStitched	chr1	111322984	111331746	1	8763	25858.4144	1006.7538	474			CD53	474	1
2_MACS_peak_9550_lociStitched	chr15	31367486	31377390	2	9652	26502.1136	1721.3152	475	TRPM1	MIR211	MIR211	475	1
3_MACS_peak_13086_lociStitched	chr17	75434696	75447683	3	8678	26610.363	1846.7514	476	SEPT9	SEPT9,MIR4316	SEPT9	476	1
4_MACS_peak_7656_lociStitched	chr12	109161657	109181110	4	11797	27813.8994	3065.7928	477	SSH1	CORO1C,SSH1	CORO1C	477	1
5_MACS_peak_6840_lociStitched	chr12	46776053	46798882	5	14016	28184.6834	3538.495	478		SLC38A2	SLC38A2	478	1
1_MACS_peak_18936_lociStitched	chr21	41383721	41389972	1	6252	26507.9906	1877.8004	479	DSCAM		PCP4	479	1
3_MACS_peak_19232_lociStitched	chr22	24819660	24832110	3	9015	26706.495	2089.11	480	ADORA2A,C22orf45		ADORA2A	480	1
1_MACS_peak_18560_lociStitched	chr20	56252801	56259039	1	6239	25812.2202	1270.6806	481	PMEPA1		PMEPA1	481	1
1_MACS_peak_18984_lociStitched	chr21	44580712	44587352	1	6641	26037.432	1495.992	482		CRYAA	CRYAA	482	1
6_MACS_peak_15941_lociStitched	chr2	68936242	68965530	6	14671	28901.3984	4378.556	483	ARHGAP25	ARHGAP25	ARHGAP25	483	1
3_MACS_peak_27651_lociStitched	chr7	44661752	44680287	3	13793	27663.4875	3173.192	484	OGDH	DDX56,TMED4	OGDH	484	1
2_MACS_peak_6959_lociStitched	chr12	51711632	51722097	2	9944	26569.5885	2150.5575	485	BIN2	SMAGP,CELA1	BIN2	485	1
6_MACS_peak_9316_lociStitched	chr14	95945649	95986208	6	20306	27515.2256	3228.4964	486		GLRX5,C14orf49,SCARNA13,SNHG10	C14orf49	486	1
2_MACS_peak_6033_lociStitched	chr11	117873474	117884155	2	7874	26040.278	1787.9994	487		IL10RA	IL10RA	487	1
3_MACS_peak_9613_lociStitched	chr15	34619096	34635873	3	10078	26952.2505	2719.5517	488	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	488	1
2_MACS_peak_7898_lociStitched	chr12	125398233	125412774	2	9717	25664.865	1487.5443	489	UBC	SCARB1	UBC	489	1
2_MACS_peak_2887_lociStitched	chr1	226062446	226071719	2	8533	26620.9284	2455.4904	490	TMEM63A	EPHX1,LEFTY1,PYCR2	TMEM63A	490	1
2_MACS_peak_21263_lociStitched	chr3	151910868	151921688	2	10085	25952.852	1802.612	491			MBNL1	491	1
2_MACS_peak_8867_lociStitched	chr14	50465405	50476798	2	8813	25110.172	960.4299	492	C14orf182		C14orf182	492	1
1_MACS_peak_30107_lociStitched	chr8	134508204	134515476	1	7273	25834.5072	1711.8288	493	ST3GAL1		ST3GAL1	493	1
2_MACS_peak_19488_lociStitched	chr22	39377014	39386307	2	9088	25479.5474	1417.1825	494	APOBEC3A,APOBEC3B	APOBEC3C,APOBEC3D	APOBEC3B	494	1
1_MACS_peak_12855_lociStitched	chr17	62196837	62211002	1	14166	26829.9265	2811.7525	495	ERN1	SNORD104,SNORA76	ERN1	495	1
1_MACS_peak_21370_lociStitched	chr3	160116078	160123789	1	7712	26060.0956	2068.8613	496	SMC4,MIR15B,MIR16-2,IFT80	IFT80,TRIM59	SMC4	496	1
4_MACS_peak_23439_lociStitched	chr4	187748974	187775631	4	11890	27800.5853	3825.2795	497			FAT1	497	1
2_MACS_peak_6120_lociStitched	chr11	122930713	122941926	2	7671	26137.503	2197.748	498	HSPA8	LOC341056	HSPA8	498	1
1_MACS_peak_2124_lociStitched	chr1	167596237	167602180	1	5944	25463.9721	1569.5463	499	RCSD1		RCSD1	499	1
2_MACS_peak_18602_lociStitched	chr20	61272942	61285244	2	10480	25867.4154	1994.1542	500	SLCO4A1	LOC100127888	SLCO4A1	500	1
2_MACS_peak_17189_lociStitched	chr2	192530577	192546452	2	10543	26439.8125	2595.5625	501	OBFC2A		OBFC2A	501	1
2_MACS_peak_3088_lociStitched	chr1	240074148	240082752	2	7718	25950.5244	2158.7436	502			RPS7P5	502	1
3_MACS_peak_31447_lociStitched	chr9	132646189	132663455	3	8628	26265.0392	2489.7572	503	FNBP1	USP20,C9orf78	USP20	503	1
4_MACS_peak_18822_lociStitched	chr21	34732642	34757296	4	11935	28798.3374	5066.397	504		IFNAR1,IFNGR2	IFNGR2	504	1
3_MACS_peak_13128_lociStitched	chr17	76763207	76779790	3	14567	26488.0259	2812.4768	505	CYTH1		CYTH1	505	1
2_MACS_peak_3650_lociStitched	chr10	45949676	45961280	2	8583	25490.5068	1825.3092	506	MARCH8		MARCH8	506	1
4_MACS_peak_3917_lociStitched	chr10	74006566	74024545	4	12327	26497.4502	2846.0757	507		ANAPC16,DDIT4,ASCC1	DDIT4	507	1
1_MACS_peak_7469_lociStitched	chr12	94563552	94570529	1	6978	25311.8583	1671.6892	508	PLXNC1		PLXNC1	508	1
1_MACS_peak_18957_lociStitched	chr21	43449733	43454143	1	4411	24907.68	1304.919	509		C21orf121,UMODL1,ZNF295	C21orf121	509	1
2_MACS_peak_13105_lociStitched	chr17	76116254	76129330	2	9106	25642.036	2052.932	510	TMC8,TMC6	C17orf99,SYNGR2	TMC6	510	1
3_MACS_peak_25523_lociStitched	chr6	26020307	26035162	3	10822	26002.192	2454.046	511	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	511	1
2_MACS_peak_30752_lociStitched	chr9	73026740	73036857	2	7219	25091.1717	1599.4977	512	KLF9		KLF9	512	1
2_MACS_peak_16784_lociStitched	chr2	153913678	153928908	2	11441	26046.346	2560.163	513			ARL6IP6	513	1
2_MACS_peak_19471_lociStitched	chr22	38781971	38797130	2	15087	26134.116	2657.3727	514	LOC400927	KCNJ4	LOC400927	514	1
3_MACS_peak_29661_lociStitched	chr8	81046334	81061694	3	15033	26184.192	2709.504	515	TPD52		TPD52	515	1
1_MACS_peak_4425_lociStitched	chr10	112255936	112265252	1	9317	25178.3532	1712.2808	516	DUSP5		DUSP5	516	1
1_MACS_peak_18288_lociStitched	chr20	42377941	42382624	1	4684	24592.7745	1127.1981	517		GTSF1L	GTSF1L	517	1
3_MACS_peak_6247_lociStitched	chr11	132214910	132231589	3	10684	26147.6683	2705.3338	518			NTM	518	1
4_MACS_peak_25104_lociStitched	chr5	176717146	176740809	4	12819	27368.6258	3939.8895	519	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	519	1
2_MACS_peak_4352_lociStitched	chr10	105229403	105237141	2	4948	24601.4234	1180.045	520	CALHM3	NEURL,CALHM2,CALHM1	CALHM3	520	1
3_MACS_peak_14371_lociStitched	chr19	16180380	16198187	3	8864	26172.7286	2760.085	521	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	521	1
7_MACS_peak_11106_lociStitched	chr16	30193701	30227225	7	15341	29232.928	5886.8144	522	CORO1A,LOC606724,SLX1B,SLX1A-SULT1A3,SULT1A3,SULT1A4,BOLA2B,LOC388242	LOC613037	CORO1A	522	1
2_MACS_peak_6662_lociStitched	chr12	27329610	27340832	2	11223	25374.0642	2036.793	523			STK38L	523	1
1_MACS_peak_20964_lociStitched	chr3	124501121	124512813	1	11693	25044.264	1714.0472	524	ITGB5		UMPS	524	1
5_MACS_peak_17221_lociStitched	chr2	197074700	197106717	5	15603	28043.6903	4719.3058	525	HECW2	STK17B	STK17B	525	1
1_MACS_peak_20767_lociStitched	chr3	108787278	108793196	1	5919	24680.4272	1373.5678	526	MORC1		MORC1	526	1
2_MACS_peak_28315_lociStitched	chr7	106503901	106513821	2	9552	26076.704	2835.136	527	PIK3CG		PIK3CG	527	1
2_MACS_peak_6522_lociStitched	chr12	13241884	13256034	2	14094	25846.39	2614.92	528	GSG1	KIAA1467	GSG1	528	1
1_MACS_peak_10112_lociStitched	chr15	68478595	68485491	1	6897	24289.7808	1079.9136	529	PIAS1,CALML4	CLN6	CALML4	529	1
3_MACS_peak_21041_lociStitched	chr3	129026402	129048418	3	13970	26487.4496	3306.8032	530	C3orf47,H1FX	C3orf37	H1FX	530	1
2_MACS_peak_13083_lociStitched	chr17	75361420	75369818	2	6894	24567.5092	1397.4272	531	SEPT9	SEPT9,MIR4316	SEPT9	531	1
3_MACS_peak_19900_lociStitched	chr3	15834971	15852117	3	14412	25844.1658	2683.349	532	ANKRD28	ANKRD28	ANKRD28	532	1
3_MACS_peak_6357_lociStitched	chr12	6551935	6563112	3	7318	24981.7127	1841.9696	533	CD27,TAPBPL,LOC678655	NCAPD2,VAMP1,MRPL51	LOC678655	533	1
2_MACS_peak_26561_lociStitched	chr6	113946431	113957258	2	10080	24803.5743	1745.3124	534			MARCKS	534	1
1_MACS_peak_23381_lociStitched	chr4	185454444	185461154	1	6711	24361.326	1364.143	535			IRF2	535	1
3_MACS_peak_31264_lociStitched	chr9	123688624	123699657	3	10830	24841.9028	1897.676	536	TRAF1	PHF19,TRAF1	TRAF1	536	1
2_MACS_peak_7467_lociStitched	chr12	94541025	94553177	2	9284	24856.916	1916.3704	537	PLXNC1		PLXNC1	537	1
2_MACS_peak_7248_lociStitched	chr12	69195414	69206622	2	7980	24443.5272	1560.1536	538	MDM2		MDM2	538	1
2_MACS_peak_4126_lociStitched	chr10	90143741	90152589	2	7725	24371.816	1591.7552	539	RNLS		RNLS	539	1
3_MACS_peak_25290_lociStitched	chr6	7135033	7148202	3	11519	25162.0083	2398.0749	540	RREB1		RREB1	540	1
1_MACS_peak_24125_lociStitched	chr5	81145874	81152289	1	6416	23994.666	1336.2445	541			SSBP2	541	1
1_MACS_peak_14124_lociStitched	chr19	6799157	6804118	1	4962	24338.666	1698.6464	542	VAV1	SH2D3A	VAV1	542	1
1_MACS_peak_24294_lociStitched	chr5	100235161	100241782	1	6622	24040.851	1420.2045	543	ST8SIA4		ST8SIA4	543	1
1_MACS_peak_29928_lociStitched	chr8	120885473	120890996	1	5524	23965.9539	1347.0597	544	DEPDC6	TAF2,DSCC1	DEPDC6	544	1
1_MACS_peak_29216_lociStitched	chr8	29385134	29390512	1	5379	23566.396	1029.887	545			DUSP4	545	1
2_MACS_peak_21797_lociStitched	chr3	194022286	194034236	2	6724	25061.54	2560.885	546	LOC100131551	CPN2	LOC100131551	546	1
2_MACS_peak_7856_lociStitched	chr12	123371140	123387424	2	15473	24101.9484	1608.8592	547	VPS37B		VPS37B	547	1
1_MACS_peak_27303_lociStitched	chr7	14724895	14731703	1	6809	23369.8216	887.7632	548	DGKB		DGKB	548	1
1_MACS_peak_10217_lociStitched	chr15	75299137	75304722	1	5586	23506.148	1035.459	549	SCAMP5	PPCDC,RPP25	PPCDC	549	1
3_MACS_peak_25034_lociStitched	chr5	171601040	171616156	3	10858	24976.1668	2568.2084	550	STK10	EFCAB9	STK10	550	1
1_MACS_peak_31083_lociStitched	chr9	104187014	104193933	1	6920	23758.4622	1357.5078	551	ALDOB	ZNF189,BAAT,MRPL50	ALDOB	551	1
1_MACS_peak_6443_lociStitched	chr12	9799448	9804730	1	5283	23579.9044	1187.3936	552	LOC374443	CLEC2D,KLRB1	LOC374443	552	1
2_MACS_peak_13978_lociStitched	chr19	1647292	1654186	2	6817	23516.1234	1134.063	553	TCF3	UQCR11	TCF3	553	1
3_MACS_peak_16381_lociStitched	chr2	109829260	109843765	3	11329	24992.115	2612.3505	554	SH3RF3		MIR4265	554	1
3_MACS_peak_11612_lociStitched	chr16	81841465	81857784	3	11920	24029.7275	1684.1208	555	PLCG2		PLCG2	555	1
2_MACS_peak_7586_lociStitched	chr12	104318514	104325600	2	6295	23672.9088	1341.3798	556	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	556	1
1_MACS_peak_1816_lociStitched	chr1	154296617	154302534	1	5918	23957.933	1635.4588	557	AQP10,ATP8B2		ATP8B2	557	1
4_MACS_peak_13985_lociStitched	chr19	1847253	1865664	4	9372	25145.7438	2883.1626	558	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	558	1
2_MACS_peak_32420_lociStitched	chrX	119434764	119445567	2	10188	23136.7851	881.5248	559	FAM70A		FAM70A	559	1
2_MACS_peak_6550_lociStitched	chr12	15100942	15116370	2	15139	25326.6048	3119.5416	560	ARHGDIB	PDE6H,ERP27	ARHGDIB	560	1
3_MACS_peak_3636_lociStitched	chr10	45453921	45475559	3	14882	25483.0726	3278.157	561	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	RASSF4	561	1
2_MACS_peak_24344_lociStitched	chr5	109189891	109202384	2	8109	24333.8654	2163.7876	562	MAN2A1	LOC100289673	LOC100289673	562	1
3_MACS_peak_31390_lociStitched	chr9	130828870	130845653	3	13333	25080.5152	2962.1995	563	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	563	1
3_MACS_peak_26603_lociStitched	chr6	117858789	117877404	3	11726	24864.0555	2751.297	564	DCBLD1	GOPC	GOPC	564	1
2_MACS_peak_1917_lociStitched	chr1	156626999	156635898	2	8502	24593.2764	2481.9311	565	BCAN	HAPLN2,BCAN,NES,CRABP2	NES	565	1
2_MACS_peak_28471_lociStitched	chr7	122822623	122833054	2	7888	24614.0307	2510.7417	566	SLC13A1		SLC13A1	566	1
2_MACS_peak_2688_lociStitched	chr1	209938943	209949203	2	7072	24475.23	2382.372	567	TRAF3IP3	C1orf74,IRF6	C1orf74	567	1
5_MACS_peak_7511_lociStitched	chr12	96878263	96902137	5	12770	25497.432	3447.4056	568			CDK17	568	1
1_MACS_peak_4947_lociStitched	chr11	21431786	21438453	1	6668	23232.4949	1184.7259	569	NELL1		NELL1	569	1
1_MACS_peak_9920_lociStitched	chr15	53019496	53026552	1	7057	23257.2816	1257.3792	570		KIAA1370	KIAA1370	570	1
4_MACS_peak_1483_lociStitched	chr1	115233075	115251515	4	12049	23405.892	1571.088	571	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	571	1
3_MACS_peak_18325_lociStitched	chr20	43587474	43609089	3	12608	25142.568	3376.263	572	STK4,TOMM34	PABPC1L	STK4	572	1
3_MACS_peak_12610_lociStitched	chr17	46580014	46596249	3	14754	24233.9845	2490.449	573		HOXB1,HOXB2	HOXB1	573	1
2_MACS_peak_24341_lociStitched	chr5	109023898	109037336	2	12051	24431.6278	2694.319	574	MAN2A1		MAN2A1	574	1
1_MACS_peak_29826_lociStitched	chr8	103541922	103550208	1	8287	22435.1736	746.5686	575		ODF1	ODF1	575	1
4_MACS_peak_26779_lociStitched	chr6	135322535	135344069	4	12475	25212.0072	3535.8828	576	HBS1L	MIR3662,HBS1L	MIR3662	576	1
3_MACS_peak_10472_lociStitched	chr15	90721132	90736609	3	8607	24137.9292	2467.0338	577	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	577	1
1_MACS_peak_663_lociStitched	chr1	39972495	39978192	1	5698	22594.302	924.6231	578	BMP8A	PPIEL	BMP8A	578	1
2_MACS_peak_31921_lociStitched	chrX	42792296	42805630	2	8008	22814.474	1150.7242	579			PPP1R2P9	579	1
