REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_31262_lociStitched	chr9	123652859	123667902	2	11385	34465.0173	2306.0919	382	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	382	1
2_MACS_peak_23528_lociStitched	chr5	6475485	6487778	2	11377	65227.8873	2070.1412	383	UBE2QL1		UBE2QL1	383	1
5_MACS_peak_1592_lociStitched	chr1	144960522	144985177	5	11372	25732.4235	6762.8665	384	PDE4DIP	PDE4DIP	PDE4DIP	384	1
5_MACS_peak_15397_lociStitched	chr2	27293531	27310876	5	11358	16054.532	2567.06	385	EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	385	1
4_MACS_peak_18815_lociStitched	chr21	34665093	34685981	4	11352	15922.9224	4338.4376	386	IL10RB	IFNAR1	IFNAR1	386	1
3_MACS_peak_1452_lociStitched	chr1	112134457	112148275	3	11331	26418.6342	1486.8168	387	LOC100129269	RAP1A,ADORA3	LOC100129269	387	1
2_MACS_peak_5412_lociStitched	chr11	65263616	65279092	2	11331	44182.4324	3406.2676	388	MALAT1	SCYL1,LTBP3	MALAT1	388	1
3_MACS_peak_16381_lociStitched	chr2	109829260	109843765	3	11329	24992.115	2612.3505	389	SH3RF3		MIR4265	389	1
2_MACS_peak_24448_lociStitched	chr5	121647210	121661493	2	11306	14083.038	1946.7729	390	SNCAIP		SNCAIP	390	1
1_MACS_peak_6949_lociStitched	chr12	51311853	51323144	1	11292	29451.4444	2181.4212	391	METTL7A	HIGD1C	METTL7A	391	1
2_MACS_peak_18810_lociStitched	chr21	34599873	34613458	2	11278	47855.8795	3271.268	392	IFNAR2	IL10RB	IFNAR2	392	1
4_MACS_peak_320_lociStitched	chr1	23936997	23954622	4	11277	21899.0625	2557.3875	393	MDS2		MDS2	393	1
1_MACS_peak_24791_lociStitched	chr5	148204551	148215821	1	11271	28137.809	2565.052	394	ADRB2		ADRB2	394	1
3_MACS_peak_1223_lociStitched	chr1	87791609	87803224	3	11243	16348.1125	1695.79	395	LMO4		LMO4	395	1
3_MACS_peak_14472_lociStitched	chr19	19050051	19062531	3	11241	26802.048	1914.432	396	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	396	1
3_MACS_peak_14598_lociStitched	chr19	35694932	35708177	3	11237	42279.3645	2507.2785	397		FXYD5,LSR,FAM187B	FAM187B	397	1
3_MACS_peak_10523_lociStitched	chr15	93345918	93364630	3	11236	37927.3528	2640.2632	398		ASB9P1	ASB9P1	398	1
1_MACS_peak_19260_lociStitched	chr22	27003908	27015139	1	11232	36026.8018	2073.2426	399	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	399	1
5_MACS_peak_25764_lociStitched	chr6	33537771	33561566	5	11231	18652.9005	3300.3665	400	GGNBP1,BAK1,C6orf227	ITPR3	BAK1	400	1
2_MACS_peak_22216_lociStitched	chr4	38123489	38136721	2	11227	32997.9616	2344.7104	401	TBC1D1		PTTG2	401	1
2_MACS_peak_6662_lociStitched	chr12	27329610	27340832	2	11223	25374.0642	2036.793	402			STK38L	402	1
5_MACS_peak_11071_lociStitched	chr16	29464370	29487934	5	11208	13450.3312	4338.1324	403	SLX1B,SLX1A-SULT1A3,SULT1A4,SULT1A3,BOLA2B,LOC388242	LOC606724	LOC388242	403	1
3_MACS_peak_32625_lociStitched	chrX	153233701	153252617	3	11200	22037.14	1403.5672	404	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	404	1
4_MACS_peak_19941_lociStitched	chr3	20080101	20098025	4	11185	16637.0568	2846.3312	405	KAT2B	C3orf48	KAT2B	405	1
3_MACS_peak_14201_lociStitched	chr19	10329041	10347999	3	11154	28734.6406	2720.473	406	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	406	1
4_MACS_peak_23857_lociStitched	chr5	55953634	55969129	4	11151	21065.4525	2096.4735	407			MAP3K1	407	1
3_MACS_peak_20722_lociStitched	chr3	101495432	101513737	3	11145	23377.3155	3258.29	408	FAM55C	NFKBIZ	FAM55C	408	1
2_MACS_peak_26820_lociStitched	chr6	137971581	137983631	2	11136	19331.815	1949.69	409			OLIG3	409	1
5_MACS_peak_17184_lociStitched	chr2	192481484	192503868	5	11128	13891.5104	3422.5136	410		OBFC2A	OBFC2A	410	1
1_MACS_peak_2616_lociStitched	chr1	206727549	206738639	1	11091	39797.574	3443.445	411	RASSF5	LGTN	RASSF5	411	1
2_MACS_peak_27746_lociStitched	chr7	52773175	52788769	2	11080	28543.2576	2176.9224	412			POM121L12	412	1
5_MACS_peak_28209_lociStitched	chr7	101376444	101398624	5	11066	14177.456	3012.044	413			CUX1	413	1
6_MACS_peak_5479_lociStitched	chr11	66861869	66889130	6	11062	14688.2268	3462.147	414	KDM2A	RHOD	KDM2A	414	1
3_MACS_peak_21612_lociStitched	chr3	182098866	182113639	3	11035	17876.8073	3118.5803	415			ATP11B	415	1
4_MACS_peak_6385_lociStitched	chr12	7022692	7038385	4	11028	16761.6933	2696.0574	416	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	416	1
2_MACS_peak_26716_lociStitched	chr6	130833387	130848536	2	11022	20531.4397	2087.5322	417			TMEM200A	417	1
3_MACS_peak_7420_lociStitched	chr12	92754465	92770626	3	11002	44930.8122	2774.8437	418		CLLU1	CLLU1	418	1
4_MACS_peak_16183_lociStitched	chr2	87806046	87821714	4	11000	9751.7632	2137.1152	419	NCRNA00152		NCRNA00152	419	1
1_MACS_peak_27768_lociStitched	chr7	55594724	55605709	1	10986	70968.5925	2460.64	420	VOPP1		VOPP1	420	1
4_MACS_peak_21596_lociStitched	chr3	181417158	181433137	4	10971	20441.9347	2879.4158	421	SOX2OT,SOX2		SOX2	421	1
4_MACS_peak_24744_lociStitched	chr5	142952714	142975284	4	10967	25000.789	3649.569	422			NR3C1	422	1
3_MACS_peak_2044_lociStitched	chr1	161768861	161780567	3	10966	11624.058	2458.26	423	ATF6	DUSP12	ATF6	423	1
5_MACS_peak_25326_lociStitched	chr6	10403244	10430906	5	10962	21717.4362	3745.4348	424	LOC100130275,TFAP2A,C6orf218		TFAP2A	424	1
1_MACS_peak_5273_lociStitched	chr11	60602363	60613313	1	10951	16049.415	1938.15	425	CCDC86	MS4A10,ZP1,GPR44	CCDC86	425	1
5_MACS_peak_11394_lociStitched	chr16	67184095	67208857	5	10946	18244.6416	3436.9656	426	FBXL8,HSF4,NOL3,B3GNT9,TRADD	C16orf70,E2F4,ELMO3,KIAA0895L,EXOC3L,MIR328	HSF4	426	1
2_MACS_peak_18931_lociStitched	chr21	41295893	41310444	2	10941	45906.9499	3554.8093	427	PCP4		PCP4	427	1
2_MACS_peak_7387_lociStitched	chr12	89737920	89749613	2	10935	37216.4804	2270.7806	428	DUSP6		DUSP6	428	1
2_MACS_peak_11573_lociStitched	chr16	79629540	79640887	2	10934	19715.4125	906.6253	429	MAF		MAF	429	1
3_MACS_peak_25532_lociStitched	chr6	26155212	26173962	3	10911	22126.875	2730	430	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H2BG	HIST1H2BD	430	1
2_MACS_peak_31237_lociStitched	chr9	117660288	117673679	2	10906	19384.8116	2382.2589	431	TNFSF8		TNFSF8	431	1
2_MACS_peak_28058_lociStitched	chr7	90351967	90367943	2	10888	22304.0936	2580.124	432	CDK14		CDK14	432	1
3_MACS_peak_25034_lociStitched	chr5	171601040	171616156	3	10858	24976.1668	2568.2084	433	STK10	EFCAB9	STK10	433	1
4_MACS_peak_966_lociStitched	chr1	59470476	59487147	4	10858	15505.6971	2438.9673	434			LOC729467	434	1
4_MACS_peak_14292_lociStitched	chr19	12885651	12905563	4	10854	16598.6432	2586.5688	435	JUNB,HOOK2	ASNA1,BEST2,RNASEH2A,MAST1,C19orf43,PRDX2,RTBDN	JUNB	435	1
3_MACS_peak_28224_lociStitched	chr7	101921657	101936124	3	10846	19734.4347	1993.5526	436	CUX1,SH2B2	MIR4285	SH2B2	436	1
4_MACS_peak_23374_lociStitched	chr4	185366246	185381428	4	10845	20734.0574	2852.6978	437	IRF2		IRF2	437	1
4_MACS_peak_9299_lociStitched	chr14	94424648	94445903	4	10837	15386.4945	1585.623	438		FAM181A,C14orf48,OTUB2,C14orf86,ASB2	ASB2	438	1
2_MACS_peak_21060_lociStitched	chr3	130557341	130574105	2	10835	19566.9408	2633.6244	439	ATP2C1	ATP2C1	ATP2C1	439	1
3_MACS_peak_31264_lociStitched	chr9	123688624	123699657	3	10830	24841.9028	1897.676	440	TRAF1	PHF19,TRAF1	TRAF1	440	1
3_MACS_peak_25523_lociStitched	chr6	26020307	26035162	3	10822	26002.192	2454.046	441	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	441	1
2_MACS_peak_19468_lociStitched	chr22	38700748	38714982	2	10798	18881.401	2142.217	442	CSNK1E	TMEM184B	CSNK1E	442	1
4_MACS_peak_15857_lociStitched	chr2	64497291	64516309	4	10794	29124.1652	2696.7524	443			LOC150992	443	1
2_MACS_peak_27250_lociStitched	chr7	7997771	8013524	2	10782	23966.6142	2414.9349	444	GLCCI1		GLCCI1	444	1
3_MACS_peak_27664_lociStitched	chr7	45025263	45042100	3	10781	20106.7454	2618.1535	445	CCM2,C7orf40	CCM2,MYO1G,SNORA9	CCM2	445	1
5_MACS_peak_6085_lociStitched	chr11	120195515	120216549	5	10755	12853.8774	3129.8592	446	TMEM136,ARHGEF12		ARHGEF12	446	1
1_MACS_peak_30356_lociStitched	chr9	9605086	9615838	1	10753	23101.7472	1623.552	447	PTPRD		PTPRD	447	1
4_MACS_peak_11931_lociStitched	chr17	8088426	8104317	4	10747	12426.762	2795.2269	448	MIR3676,C17orf59	PFAS,PER1,VAMP2,TMEM107,AURKB,C17orf44,C17orf68	C17orf59	448	1
3_MACS_peak_1880_lociStitched	chr1	155903110	155919030	3	10746	21813.584	3443.496	449	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	449	1
4_MACS_peak_8893_lociStitched	chr14	52074108	52093870	4	10745	13951.972	1624.4364	450	FRMD6	FRMD6	FRMD6	450	1
1_MACS_peak_29750_lociStitched	chr8	95953145	95963874	1	10730	16423.9532	924.8398	451	TP53INP1	CCNE2	TP53INP1	451	1
5_MACS_peak_5372_lociStitched	chr11	64611170	64634293	5	10729	20454.6058	3147.0403	452	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	452	1
4_MACS_peak_10327_lociStitched	chr15	81608569	81624837	4	10728	15457.8536	2894.0772	453	STARD5,TMC3	IL16	STARD5	453	1
3_MACS_peak_27469_lociStitched	chr7	29706180	29726380	3	10727	14047.08	2931.02	454	DPY19L2P3,LOC646762,LOC100271874		LOC646762	454	1
2_MACS_peak_2719_lociStitched	chr1	211686763	211702699	2	10726	20845.8816	3526.6368	455		RD3,SLC30A1	RD3	455	1
1_MACS_peak_1994_lociStitched	chr1	160674775	160685497	1	10723	37192.4736	3136.185	456	CD48	SLAMF7	CD48	456	1
1_MACS_peak_22772_lociStitched	chr4	105406985	105417701	1	10717	42550.0212	1770.2832	457	CXXC4		CXXC4	457	1
4_MACS_peak_2851_lociStitched	chr1	223899397	223915877	4	10714	19652.4	3801.936	458	CAPN2	CAPN8	CAPN2	458	1
1_MACS_peak_17585_lociStitched	chr2	231729275	231739972	1	10698	33270.8791	1039.7484	459	ITM2C	GPR55	ITM2C	459	1
4_MACS_peak_5306_lociStitched	chr11	62307938	62326012	4	10688	15071.9086	2902.6844	460	AHNAK	EEF1G,TUT1,MTA2	AHNAK	460	1
3_MACS_peak_6247_lociStitched	chr11	132214910	132231589	3	10684	26147.6683	2705.3338	461			NTM	461	1
2_MACS_peak_4983_lociStitched	chr11	26098162	26113251	2	10672	37099.3243	2011.3637	462			ANO3	462	1
2_MACS_peak_18184_lociStitched	chr20	34677596	34690364	2	10671	14038.416	2110.5504	463		EPB41L1,LOC647979	EPB41L1	463	1
4_MACS_peak_27894_lociStitched	chr7	74057138	74076575	4	10657	18865.5522	2952.4803	464	GTF2I		GTF2I	464	1
1_MACS_peak_24536_lociStitched	chr5	130708682	130719329	1	10648	29039.6925	1983.5361	465	CDC42SE2		CDC42SE2	465	1
1_MACS_peak_13798_lociStitched	chr18	60821512	60832154	1	10643	90013.2286	2306.1214	466	BCL2		BCL2	466	1
4_MACS_peak_8152_lociStitched	chr13	42061675	42078269	4	10639	15777.5752	1523.3292	467		C13orf15	C13orf15	467	1
3_MACS_peak_7432_lociStitched	chr12	92885032	92900248	3	10637	10926.6096	2130.24	468			CLLU1OS	468	1
2_MACS_peak_346_lociStitched	chr1	24709969	24720672	2	10635	15646.7157	2243.3488	469	C1orf201	NIPAL3	C1orf201	469	1
3_MACS_peak_15934_lociStitched	chr2	68637718	68656334	3	10628	17500.9016	2788.6768	470		PLEK,APLF,FBXO48	FBXO48	470	1
1_MACS_peak_15524_lociStitched	chr2	37614310	37624907	1	10598	28233.5871	2025.0867	471		QPCT	QPCT	471	1
2_MACS_peak_12638_lociStitched	chr17	47815867	47827688	2	10569	31611.7182	2326.3728	472	FAM117A	MYST2,SLC35B1	FAM117A	472	1
1_MACS_peak_23362_lociStitched	chr4	185200607	185211151	1	10545	91899.3952	2628.6192	473			ENPP6	473	1
2_MACS_peak_17189_lociStitched	chr2	192530577	192546452	2	10543	26439.8125	2595.5625	474	OBFC2A		OBFC2A	474	1
3_MACS_peak_7622_lociStitched	chr12	106528875	106544039	3	10539	19038.402	2185.1324	475	NUAK1		NUAK1	475	1
3_MACS_peak_6319_lociStitched	chr12	4216085	4230901	3	10528	57179.3888	2761.7024	476			CCND2	476	1
6_MACS_peak_9786_lociStitched	chr15	44954488	44976806	6	10512	16872.408	3428.0448	477	SPG11,PATL2	B2M	PATL2	477	1
2_MACS_peak_30495_lociStitched	chr9	33445118	33459649	2	10502	20905.7497	2573.4401	478	AQP3	AQP7,NOL6	AQP3	478	1
2_MACS_peak_18602_lociStitched	chr20	61272942	61285244	2	10480	25867.4154	1994.1542	479	SLCO4A1	LOC100127888	SLCO4A1	479	1
2_MACS_peak_10824_lociStitched	chr16	11668473	11681970	2	10477	15335.2914	2320.1343	480	LITAF		LITAF	480	1
3_MACS_peak_6091_lociStitched	chr11	120368064	120382993	3	10472	18589.5908	1910.912	481			GRIK4	481	1
4_MACS_peak_13961_lociStitched	chr19	1258256	1277509	4	10462	23407.7974	3552.1785	482	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	482	1
4_MACS_peak_14903_lociStitched	chr19	48823858	48837965	4	10452	22365.2378	2700.0798	483	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	483	1
1_MACS_peak_23089_lociStitched	chr4	144272721	144283148	1	10428	33690.6797	2359.6301	484	GAB1		GAB1	484	1
3_MACS_peak_24833_lociStitched	chr5	150459401	150475890	3	10422	22786.1491	3121.3677	485	TNIP1	ANXA6	TNIP1	485	1
5_MACS_peak_27956_lociStitched	chr7	76541057	76558073	5	10417	11809.104	2315.8776	486			PMS2P11	486	1
2_MACS_peak_30046_lociStitched	chr8	129664360	129679098	2	10383	40243.5828	2257.8616	487			MIR1208	487	1
4_MACS_peak_18121_lociStitched	chr20	32360505	32381404	4	10377	19314.8558	3302.042	488	ZNF341	CHMP4B	CHMP4B	488	1
3_MACS_peak_15458_lociStitched	chr2	31429903	31443445	3	10359	16435.9254	2092.239	489	CAPN14	EHD3	CAPN14	489	1
3_MACS_peak_6211_lociStitched	chr11	129233536	129249743	3	10359	21652.552	2750.3279	490	BARX2		BARX2	490	1
2_MACS_peak_3211_lociStitched	chr10	3798250	3808778	2	10341	31312.3776	1835.0304	491		KLF6	KLF6	491	1
4_MACS_peak_31850_lociStitched	chrX	37635096	37657321	4	10327	14292.8975	1713.5475	492	CYBB	DYNLT3	CYBB	492	1
2_MACS_peak_5079_lociStitched	chr11	35183506	35197238	2	10298	20479.9048	2784.8496	493	CD44		CD44	493	1
4_MACS_peak_15052_lociStitched	chr19	56145780	56167561	4	10292	19206.4858	2768.3651	494	ZNF580,ZNF581,CCDC106,U2AF2	ZNF524,ZNF865,EPN1,FIZ1,ZNF784	ZNF581	494	1
3_MACS_peak_16809_lociStitched	chr2	158323256	158337941	3	10290	48918.672	2662.3905	495		CYTIP	CYTIP	495	1
1_MACS_peak_7268_lociStitched	chr12	72078900	72089187	1	10288	18742.914	1953.5013	496	TMEM19	THAP2,ZFC3H1	TMEM19	496	1
4_MACS_peak_24153_lociStitched	chr5	86365313	86380465	4	10281	14197.424	2301.5888	497		MIR4280	MIR4280	497	1
2_MACS_peak_26455_lociStitched	chr6	106585243	106596671	2	10275	34735.406	2210.1752	498		PRDM1	PRDM1	498	1
2_MACS_peak_19201_lociStitched	chr22	23477663	23488842	2	10269	33979.6884	2099.4162	499	RAB36,RTDR1	BCR	RTDR1	499	1
1_MACS_peak_27433_lociStitched	chr7	26002066	26012324	1	10259	48257.7352	2239.3214	500		MIR148A	MIR148A	500	1
1_MACS_peak_25080_lociStitched	chr5	175076335	175086590	1	10256	22669.703	1701.3045	501	HRH2	HRH2	HRH2	501	1
3_MACS_peak_25462_lociStitched	chr6	20201168	20214289	3	10253	16428.8041	2227.9458	502	MBOAT1		MBOAT1	502	1
3_MACS_peak_3274_lociStitched	chr10	6953719	6973196	3	10212	48186.098	3202.0188	503			LOC439949	503	1
2_MACS_peak_29234_lociStitched	chr8	29622083	29635670	2	10204	47809.9356	2410.3338	504		C8orf75	C8orf75	504	1
2_MACS_peak_1829_lociStitched	chr1	154755598	154766307	2	10193	28795.4301	2830.3887	505	KCNN3		KCNN3	505	1
2_MACS_peak_32420_lociStitched	chrX	119434764	119445567	2	10188	23136.7851	881.5248	506	FAM70A		FAM70A	506	1
3_MACS_peak_25600_lociStitched	chr6	27790765	27808209	3	10174	32053.35	2586.9452	507	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	507	1
1_MACS_peak_22425_lociStitched	chr4	69434532	69444702	1	10171	42727.221	1736.019	508		UGT2B15,UGT2B17	UGT2B17	508	1
2_MACS_peak_8057_lociStitched	chr13	30943315	30957988	2	10167	16028.7852	1452.627	509	LOC100188949		LOC100188949	509	1
3_MACS_peak_8667_lociStitched	chr14	23023783	23039465	3	10155	15954.8668	1165.1726	510	DAD1	ABHD4	DAD1	510	1
4_MACS_peak_4575_lociStitched	chr10	126407191	126424450	4	10131	15011.8782	2683.7745	511	FAM53B		FAM53B	511	1
2_MACS_peak_24648_lociStitched	chr5	138719841	138730595	2	10127	28754.0452	2078.7482	512	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	512	1
2_MACS_peak_6322_lociStitched	chr12	4250836	4263875	2	10121	14093.8551	2010.6138	513			CCND2	513	1
3_MACS_peak_29224_lociStitched	chr8	29490611	29505872	3	10116	19856.0871	2603.5266	514			C8orf75	514	1
1_MACS_peak_12535_lociStitched	chr17	43298052	43308160	1	10109	44930.06	2222.7492	515	FMNL1	LOC100133991,C17orf46	FMNL1	515	1
2_MACS_peak_20385_lociStitched	chr3	52730166	52745806	2	10100	17685.712	2391.356	516	SPCS1,GLT8D1,NEK4	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1	GLT8D1	516	1
2_MACS_peak_21263_lociStitched	chr3	151910868	151921688	2	10085	25952.852	1802.612	517			MBNL1	517	1
2_MACS_peak_26561_lociStitched	chr6	113946431	113957258	2	10080	24803.5743	1745.3124	518			MARCKS	518	1
3_MACS_peak_31373_lociStitched	chr9	130532166	130549542	3	10080	19311.6864	2443.0656	519	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	519	1
3_MACS_peak_9613_lociStitched	chr15	34619096	34635873	3	10078	26952.2505	2719.5517	520	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	520	1
2_MACS_peak_21839_lociStitched	chr3	196358021	196371316	2	10049	23974.8735	3253.2865	521	LRRC33		LRRC33	521	1
3_MACS_peak_11294_lociStitched	chr16	56893548	56906088	3	10029	10335.468	1837.11	522	SLC12A3	MIR138-2	SLC12A3	522	1
2_MACS_peak_23405_lociStitched	chr4	186225086	186240373	2	10015	23543.5087	2456.6209	523	SNX25		LRP2BP	523	1
1_MACS_peak_23592_lociStitched	chr5	15440097	15450106	1	10010	31387.2231	1861.674	524			FBXL7	524	1
4_MACS_peak_19525_lociStitched	chr22	39911112	39929623	4	10004	20495.3792	3048.7617	525	SMCR7L,ATF4,RPS19BP1	MGAT3,CACNA1I	ATF4	525	1
4_MACS_peak_6741_lociStitched	chr12	32608264	32625273	4	10002	20009.3876	2660.2076	526		FGD4	FGD4	526	1
1_MACS_peak_16147_lociStitched	chr2	86219293	86229281	1	9989	53078.2296	1924.6876	527		LOC90784	LOC90784	527	1
3_MACS_peak_12652_lociStitched	chr17	48225085	48239724	3	9986	14892.2547	2153.3969	528	PPP1R9B	SGCA,SAMD14,HILS1,COL1A1	PPP1R9B	528	1
2_MACS_peak_22635_lociStitched	chr4	87854806	87869770	2	9979	19022.2368	2368.8012	529	AFF1	C4orf36	AFF1	529	1
2_MACS_peak_14398_lociStitched	chr19	16694158	16706539	2	9968	29204.3028	2452.6761	530	MED26	CHERP,SLC35E1	SLC35E1	530	1
3_MACS_peak_17377_lociStitched	chr2	207997082	208015248	3	9954	21136.141	2684.9348	531	KLF7	MIR2355	KLF7	531	1
2_MACS_peak_6959_lociStitched	chr12	51711632	51722097	2	9944	26569.5885	2150.5575	532	BIN2	SMAGP,CELA1	BIN2	532	1
4_MACS_peak_4665_lociStitched	chr11	789032	811016	4	9943	15423.9744	2886.4992	533	RPLP2,CEND1,SLC25A22,LRDD	TALDO1,SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,POLR2L	SLC25A22	533	1
1_MACS_peak_1227_lociStitched	chr1	88051904	88061845	1	9942	17238.6881	1313.2061	534			LMO4	534	1
5_MACS_peak_19159_lociStitched	chr22	22549404	22565838	5	9908	22590.1764	2885.8104	535		VPREB1	VPREB1	535	1
3_MACS_peak_18380_lociStitched	chr20	46114366	46132484	3	9907	21480.7008	2974.9756	536	NCOA3		NCOA3	536	1
3_MACS_peak_11841_lociStitched	chr17	4842339	4854820	3	9892	28982.1301	2276.5344	537	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	537	1
2_MACS_peak_22795_lociStitched	chr4	106545296	106559951	2	9891	15834.7275	2042.907	538	ARHGEF38		INTS12	538	1
3_MACS_peak_30014_lociStitched	chr8	126647946	126661101	3	9882	16213.5375	1945.6245	539			TRIB1	539	1
4_MACS_peak_15603_lociStitched	chr2	43395820	43407212	4	9876	18636.1728	1608.5504	540		LOC100129726,ZFP36L2	ZFP36L2	540	1
3_MACS_peak_15947_lociStitched	chr2	68988997	69003737	3	9861	21741.5	2629.616	541	ARHGAP25		ARHGAP25	541	1
2_MACS_peak_11566_lociStitched	chr16	78794830	78804982	2	9856	12523.5072	1085.2488	542	WWOX		WWOX	542	1
2_MACS_peak_18389_lociStitched	chr20	46443286	46458578	2	9856	16377.732	1836.5692	543		SULF2	SULF2	543	1
2_MACS_peak_13061_lociStitched	chr17	74777254	74789026	2	9855	21616.9236	1431.4752	544		MFSD11,MIR636,SRSF2	MFSD11	544	1
4_MACS_peak_5127_lociStitched	chr11	44580686	44597110	4	9842	12725.3152	2544.0776	545	CD82		CD82	545	1
4_MACS_peak_16971_lociStitched	chr2	173348190	173361650	4	9838	12885.258	2032.46	546	ITGA6		ITGA6	546	1
3_MACS_peak_24869_lociStitched	chr5	153651620	153665379	3	9824	13472.8128	2091.368	547	GALNT10		GALNT10	547	1
4_MACS_peak_16150_lociStitched	chr2	86290380	86308595	4	9824	13490.029	2978.1525	548	POLR1A	PTCD3,LOC90784	POLR1A	548	1
2_MACS_peak_19876_lociStitched	chr3	14727029	14741890	2	9815	27396.2535	2138.4979	549	C3orf20	C3orf19	C3orf20	549	1
3_MACS_peak_31259_lociStitched	chr9	123630318	123646039	3	9813	30393.4093	2482.3459	550	PHF19	LOC253039,PSMD5,TRAF1	PHF19	550	1
4_MACS_peak_16366_lociStitched	chr2	109220995	109238976	4	9813	10802.9848	2756.4873	551	LIMS1	LIMS1	LIMS1	551	1
2_MACS_peak_21730_lociStitched	chr3	186779577	186792720	2	9806	53878.4142	3858.7848	552	ST6GAL1		ST6GAL1	552	1
3_MACS_peak_2796_lociStitched	chr1	218627537	218637728	3	9802	17948.3892	2176.7976	553			TGFB2	553	1
2_MACS_peak_26082_lociStitched	chr6	56621746	56634737	2	9800	12648.0376	2300.7061	554			DST	554	1
3_MACS_peak_32166_lociStitched	chrX	70837088	70850396	3	9796	13578.1524	1105.8948	555	BCYRN1,CXCR3	ACRC	CXCR3	555	1
2_MACS_peak_10225_lociStitched	chr15	75396670	75407702	2	9793	11993.9904	1551.0992	556			PPCDC	556	1
3_MACS_peak_11320_lociStitched	chr16	57568965	57579457	3	9783	18604.4144	1668.228	557	GPR114,CCDC102A	DOK4	GPR114	557	1
2_MACS_peak_29337_lociStitched	chr8	38811822	38824472	2	9777	20580.285	1864.61	558	PLEKHA2	HTRA4,ADAM9,TM2D2	HTRA4	558	1
1_MACS_peak_21534_lociStitched	chr3	176911491	176921264	1	9774	45464.9733	2519.4794	559	TBL1XR1		TBL1XR1	559	1
1_MACS_peak_11867_lociStitched	chr17	6062036	6071807	1	9772	41988.9183	1796.8869	560			WSCD1	560	1
1_MACS_peak_1614_lociStitched	chr1	145448404	145458175	1	9772	50189.7186	3151.1475	561	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	561	1
5_MACS_peak_30565_lociStitched	chr9	36135887	36153116	5	9771	12930.3645	2860.014	562	GLIPR2	CCIN,CLTA	GLIPR2	562	1
1_MACS_peak_6237_lociStitched	chr11	130696152	130705921	1	9770	23480.7684	1838.5258	563			SNX19	563	1
2_MACS_peak_1612_lociStitched	chr1	145426971	145441216	2	9764	38415.916	3490.025	564	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	564	1
2_MACS_peak_22546_lociStitched	chr4	78735952	78749751	2	9761	19689.7931	2144.3646	565	CNOT6L	MRPL1	CNOT6L	565	1
2_MACS_peak_17272_lociStitched	chr2	201310495	201322213	2	9748	11160.2232	2064.7116	566	SPATS2L		KCTD18	566	1
4_MACS_peak_27366_lociStitched	chr7	22474282	22488918	4	9738	12143.4892	2141.2468	567	MGC87042		MGC87042	567	1
2_MACS_peak_17547_lociStitched	chr2	227655492	227666942	2	9736	17028.44	1657.96	568	IRS1	RHBDD1	IRS1	568	1
