#07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14_ROSE/07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam
#Using cutoff of 15499.1134 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	isSuperStretch
3_MACS_peak_15947_lociStitched	chr2	68988997	69003737	3	9861	21741.5	2629.616	590	1
3_MACS_peak_18380_lociStitched	chr20	46114366	46132484	3	9907	21480.7008	2974.9756	591	1
4_MACS_peak_6741_lociStitched	chr12	32608264	32625273	4	10002	20009.3876	2660.2076	592	1
3_MACS_peak_5517_lociStitched	chr11	67644841	67655639	3	9197	27316.7804	2171.4778	593	1
2_MACS_peak_13164_lociStitched	chr17	78873663	78887252	2	8624	31197.6262	2096.7827	595	1
2_MACS_peak_22635_lociStitched	chr4	87854806	87869770	2	9979	19022.2368	2368.8012	600	1
1_MACS_peak_4425_lociStitched	chr10	112255936	112265252	1	9317	25178.3532	1712.2808	601	1
3_MACS_peak_18099_lociStitched	chr20	31254771	31270312	3	9607	22915.2045	2121.3465	602	1
4_MACS_peak_14908_lociStitched	chr19	48880241	48902435	4	9656	23174.9748	3053.8944	604	1
2_MACS_peak_29337_lociStitched	chr8	38811822	38824472	2	9777	20580.285	1864.61	605	1
2_MACS_peak_20670_lociStitched	chr3	98272619	98284648	2	9594	22391.9835	1813.9732	606	1
1_MACS_peak_12381_lociStitched	chr17	38016088	38024971	1	8884	28333.2168	1865.43	607	1
4_MACS_peak_15603_lociStitched	chr2	43395820	43407212	4	9876	18636.1728	1608.5504	608	1
3_MACS_peak_3611_lociStitched	chr10	43890939	43906108	3	9733	21012.0988	2323.8908	609	1
3_MACS_peak_27972_lociStitched	chr7	76950117	76965800	3	9468	23621.7346	2228.5543	610	1
4_MACS_peak_13985_lociStitched	chr19	1847253	1865664	4	9372	25145.7438	2883.1626	611	1
2_MACS_peak_2972_lociStitched	chr1	230238260	230248878	2	9681	21702.1302	2539.8256	612	1
2_MACS_peak_7467_lociStitched	chr12	94541025	94553177	2	9284	24856.916	1916.3704	613	1
2_MACS_peak_23898_lociStitched	chr5	58852539	58862561	2	9045	26449.0602	1568.443	614	1
1_MACS_peak_1227_lociStitched	chr1	88051904	88061845	1	9942	17238.6881	1313.2061	615	1
3_MACS_peak_28265_lociStitched	chr7	104576252	104586728	3	9471	23141.484	1947.4884	616	1
1_MACS_peak_10221_lociStitched	chr15	75334249	75341438	1	7190	37177.1946	1703.0741	617	1
3_MACS_peak_13704_lociStitched	chr18	52930194	52948146	3	9483	23551.2288	2753.8368	618	1
2_MACS_peak_22546_lociStitched	chr4	78735952	78749751	2	9761	19689.7931	2144.3646	620	1
2_MACS_peak_19488_lociStitched	chr22	39377014	39386307	2	9088	25479.5474	1417.1825	621	1
3_MACS_peak_19232_lociStitched	chr22	24819660	24832110	3	9015	26706.495	2089.11	622	1
1_MACS_peak_10468_lociStitched	chr15	90637113	90646676	1	9564	21443.1149	1783.4995	623	1
3_MACS_peak_14327_lociStitched	chr19	13949100	13962033	3	8935	27068.769	1932.1902	624	1
3_MACS_peak_11320_lociStitched	chr16	57568965	57579457	3	9783	18604.4144	1668.228	626	1
1_MACS_peak_23361_lociStitched	chr4	185184420	185191870	1	7451	35572.26	1685.935	627	1
2_MACS_peak_25668_lociStitched	chr6	30649191	30659598	2	9471	22067.0028	1740.0504	628	1
2_MACS_peak_13105_lociStitched	chr17	76116254	76129330	2	9106	25642.036	2052.932	629	1
2_MACS_peak_2974_lociStitched	chr1	230256324	230270466	2	8326	31844.9556	2900.5242	631	1
2_MACS_peak_21321_lociStitched	chr3	156533219	156545005	2	8421	30449.131	2361.9144	632	1
3_MACS_peak_2796_lociStitched	chr1	218627537	218637728	3	9802	17948.3892	2176.7976	633	1
3_MACS_peak_832_lociStitched	chr1	46790145	46807240	3	9332	23493.6585	2747.1665	635	1
2_MACS_peak_6790_lociStitched	chr12	41153450	41166372	2	9359	22318.8784	1937.0078	638	1
2_MACS_peak_21152_lociStitched	chr3	140470678	140485388	2	9592	19854.087	2062.342	639	1
1_MACS_peak_25309_lociStitched	chr6	7958231	7966824	1	8594	28369.7895	1850.0729	641	1
2_MACS_peak_31213_lociStitched	chr9	117126468	117136696	2	9453	20823.1852	1629.3204	642	1
3_MACS_peak_13945_lociStitched	chr19	1015244	1029680	3	9626	20093.4684	2904.5232	643	1
1_MACS_peak_1438_lociStitched	chr1	111322984	111331746	1	8763	25858.4144	1006.7538	646	1
2_MACS_peak_32002_lociStitched	chrX	48768197	48779044	2	9647	17297.7109	1077.1071	647	1
1_MACS_peak_12346_lociStitched	chr17	36856086	36863731	1	7646	33164.7745	1555.7575	648	1
2_MACS_peak_1921_lociStitched	chr1	156709555	156722775	2	9498	20641.708	2881.96	649	1
2_MACS_peak_8867_lociStitched	chr14	50465405	50476798	2	8813	25110.172	960.4299	651	1
2_MACS_peak_6831_lociStitched	chr12	46119552	46132422	2	9573	18694.962	2023.164	652	1
3_MACS_peak_25983_lociStitched	chr6	45673937	45683776	3	9608	17567.5345	1546.6908	654	1
4_MACS_peak_29837_lociStitched	chr8	103817741	103828591	4	9190	21484.085	884.275	655	1
3_MACS_peak_14371_lociStitched	chr19	16180380	16198187	3	8864	26172.7286	2760.085	656	1
3_MACS_peak_13086_lociStitched	chr17	75434696	75447683	3	8678	26610.363	1846.7514	658	1
1_MACS_peak_3784_lociStitched	chr10	63656241	63665387	1	9147	22398.554	1681.9494	659	1
1_MACS_peak_28057_lociStitched	chr7	90337090	90345697	1	8608	26543.988	1481.2647	660	1
2_MACS_peak_14374_lociStitched	chr19	16221258	16232327	2	9152	22631.6774	2150.7067	661	1
2_MACS_peak_30041_lociStitched	chr8	129277985	129287549	2	9350	20117.874	1887.9336	665	1
1_MACS_peak_30916_lociStitched	chr9	93702059	93708996	1	6938	35822.668	1577.4738	666	1
2_MACS_peak_2477_lociStitched	chr1	200986487	200997163	2	9375	20047.3928	2578.254	670	1
3_MACS_peak_22006_lociStitched	chr4	9599028	9611318	3	9377	19351.834	2070.865	671	1
2_MACS_peak_19574_lociStitched	chr22	42141459	42151454	2	9221	20448.7705	1763.118	674	1
1_MACS_peak_4150_lociStitched	chr10	91804861	91813344	1	8484	26545.8519	1504.8842	675	1
2_MACS_peak_18055_lociStitched	chr20	25289069	25301735	2	8413	27448.4886	2037.9594	678	1
1_MACS_peak_15917_lociStitched	chr2	66659578	66668610	1	9033	21599.1248	1296.092	679	1
3_MACS_peak_31447_lociStitched	chr9	132646189	132663455	3	8628	26265.0392	2489.7572	680	1
3_MACS_peak_6191_lociStitched	chr11	128274059	128286955	3	9365	18596.032	2111.0752	681	1
2_MACS_peak_6166_lociStitched	chr11	126056608	126069074	2	7998	30035.5804	2215.2082	683	1
2_MACS_peak_2887_lociStitched	chr1	226062446	226071719	2	8533	26620.9284	2455.4904	685	1
2_MACS_peak_1960_lociStitched	chr1	159036178	159048525	2	8245	29385.86	3175.6484	686	1
2_MACS_peak_20995_lociStitched	chr3	126627817	126637061	2	9155	20007.7136	1471.6448	687	1
3_MACS_peak_4417_lociStitched	chr10	112146685	112157451	3	9031	21249.9308	1469.559	688	1
2_MACS_peak_3650_lociStitched	chr10	45949676	45961280	2	8583	25490.5068	1825.3092	689	1
1_MACS_peak_4212_lociStitched	chr10	97049097	97058037	1	8941	21940.548	1494.768	693	1
2_MACS_peak_28801_lociStitched	chr7	150124720	150134358	2	8326	27857.6752	2561.7804	695	1
2_MACS_peak_30918_lociStitched	chr9	93732078	93742663	2	7649	30914.551	1587.75	699	1
3_MACS_peak_31001_lociStitched	chr9	98267109	98279645	3	9291	17437.576	1608.3688	703	1
2_MACS_peak_14700_lociStitched	chr19	40645237	40654726	2	9185	18782.5266	1706.1222	704	1
1_MACS_peak_1716_lociStitched	chr1	150130616	150139386	1	8771	23370.296	2316.157	705	1
2_MACS_peak_28543_lociStitched	chr7	128572294	128582417	2	7712	31129.2373	2557.0698	706	1
2_MACS_peak_23363_lociStitched	chr4	185239197	185254106	2	8944	21559.9049	2182.6776	707	1
2_MACS_peak_30153_lociStitched	chr8	142126390	142140967	2	8976	20938.4028	1919.7909	708	1
3_MACS_peak_1841_lociStitched	chr1	154942329	154957635	3	9061	22204.4142	4095.8856	709	1
3_MACS_peak_19392_lociStitched	chr22	36552242	36564372	3	8959	21262.677	2142.158	710	1
1_MACS_peak_7229_lociStitched	chr12	68380395	68387383	1	6989	33469.7248	1282.9968	711	1
2_MACS_peak_11879_lociStitched	chr17	6914894	6926462	2	7546	30972.1632	1634.5584	713	1
2_MACS_peak_2293_lociStitched	chr1	183438714	183451540	2	9130	20009.8426	2934.5888	715	1
1_MACS_peak_19204_lociStitched	chr22	23517267	23526407	1	9141	18744.312	1828.914	716	1
1_MACS_peak_26452_lociStitched	chr6	106438920	106446737	1	7818	28976.0556	1284.3331	717	1
1_MACS_peak_6327_lociStitched	chr12	4377764	4386668	1	8905	20675.9784	1358.7504	719	1
2_MACS_peak_19401_lociStitched	chr22	36772349	36785258	2	9044	20060.586	2312.0019	722	1
2_MACS_peak_21088_lociStitched	chr3	133159850	133169157	2	9217	17214.2272	1578.4672	723	1
3_MACS_peak_10472_lociStitched	chr15	90721132	90736609	3	8607	24137.9292	2467.0338	726	1
2_MACS_peak_28621_lociStitched	chr7	134670451	134682979	2	8808	22557.9168	2867.6592	727	1
2_MACS_peak_16726_lociStitched	chr2	148044824	148057807	2	9092	18730.5741	2138.3001	730	1
2_MACS_peak_25605_lociStitched	chr6	27857139	27871423	2	8593	23994.2632	2582.5472	731	1
2_MACS_peak_19797_lociStitched	chr3	8698266	8709121	2	8764	21427.77	1613.053	733	1
2_MACS_peak_1917_lociStitched	chr1	156626999	156635898	2	8502	24593.2764	2481.9311	734	1
2_MACS_peak_29160_lociStitched	chr8	26428169	26437431	2	8832	20457.9056	1747.7394	738	1
2_MACS_peak_29188_lociStitched	chr8	28195130	28207214	2	8500	23786.1456	2176.3284	743	1
1_MACS_peak_15483_lociStitched	chr2	33699504	33706189	1	6686	34065.423	1550.2515	744	1
2_MACS_peak_14239_lociStitched	chr19	11199061	11208281	2	9056	17612.044	1579.386	745	1
3_MACS_peak_16686_lociStitched	chr2	137132531	137142761	3	8779	20619.588	1783.089	746	1
1_MACS_peak_4696_lociStitched	chr11	2792818	2801506	1	8689	21155.28	1457.8464	747	1
1_MACS_peak_6771_lociStitched	chr12	38931629	38940102	1	8474	22778.8132	1589.5348	752	1
3_MACS_peak_22258_lociStitched	chr4	40622304	40634267	3	8961	18110.7857	1820.7686	753	1
1_MACS_peak_19480_lociStitched	chr22	39146009	39153505	1	7497	28873.0928	1548.6736	761	1
3_MACS_peak_603_lociStitched	chr1	36614229	36627401	3	8850	18455.2892	2095.6652	762	1
1_MACS_peak_29826_lociStitched	chr8	103541922	103550208	1	8287	22435.1736	746.5686	764	1
3_MACS_peak_362_lociStitched	chr1	25346964	25364674	3	8707	19991.048	2316.468	765	1
1_MACS_peak_21254_lociStitched	chr3	150315118	150323847	1	8730	19032.7116	1649.781	766	1
2_MACS_peak_15920_lociStitched	chr2	67686471	67695099	2	8458	21287.0016	1242.432	767	1
2_MACS_peak_8614_lociStitched	chr13	115039433	115048653	2	8465	21709.412	1833.858	770	1
3_MACS_peak_6233_lociStitched	chr11	130634112	130648887	3	8736	19046.4525	1965.075	774	1
2_MACS_peak_6001_lociStitched	chr11	115125727	115137363	2	8849	17715.81	1972.302	775	1
1_MACS_peak_20227_lociStitched	chr3	46388971	46397350	1	8380	21833.1603	1427.7816	778	1
1_MACS_peak_15888_lociStitched	chr2	65139637	65146942	1	7306	29463.2565	1620.9795	779	1
2_MACS_peak_23752_lociStitched	chr5	43006901	43021257	2	8630	20559.2276	2598.436	780	1
2_MACS_peak_6033_lociStitched	chr11	117873474	117884155	2	7874	26040.278	1787.9994	781	1
2_MACS_peak_24344_lociStitched	chr5	109189891	109202384	2	8109	24333.8654	2163.7876	786	1
2_MACS_peak_17551_lociStitched	chr2	227769315	227782505	2	8614	19337.859	1912.55	789	1
2_MACS_peak_7248_lociStitched	chr12	69195414	69206622	2	7980	24443.5272	1560.1536	791	1
3_MACS_peak_4336_lociStitched	chr10	104533559	104543865	3	8625	19220.69	2113.7606	792	1
2_MACS_peak_13796_lociStitched	chr18	60797989	60811286	2	8371	21917.4451	2304.3701	793	1
3_MACS_peak_16571_lociStitched	chr2	127413110	127424468	3	8668	18186.4296	1652.589	794	1
1_MACS_peak_17003_lociStitched	chr2	175457276	175464540	1	7265	28410.2304	1169.504	800	1
1_MACS_peak_30430_lociStitched	chr9	22237132	22245642	1	8511	18847.948	975.246	801	1
1_MACS_peak_9918_lociStitched	chr15	52968887	52977350	1	8464	19641.7767	1379.469	802	1
3_MACS_peak_20429_lociStitched	chr3	56948179	56958638	3	8092	23257.6783	1717.3678	803	1
3_MACS_peak_26693_lociStitched	chr6	129809492	129823650	3	8477	20159.5762	2096.7998	804	1
1_MACS_peak_21370_lociStitched	chr3	160116078	160123789	1	7712	26060.0956	2068.8613	809	1
3_MACS_peak_28406_lociStitched	chr7	116212970	116229480	3	8522	20350.226	3277.235	811	1
2_MACS_peak_31921_lociStitched	chrX	42792296	42805630	2	8008	22814.474	1150.7242	813	1
1_MACS_peak_15484_lociStitched	chr2	33717219	33724604	1	7386	27254.3425	1289.421	815	1
2_MACS_peak_3088_lociStitched	chr1	240074148	240082752	2	7718	25950.5244	2158.7436	816	1
3_MACS_peak_27430_lociStitched	chr7	25979787	25994381	3	8565	18245.4188	2003.7562	820	1
2_MACS_peak_6120_lociStitched	chr11	122930713	122941926	2	7671	26137.503	2197.748	825	1
1_MACS_peak_18375_lociStitched	chr20	46039161	46047230	1	8070	22271.2469	1494.3788	827	1
1_MACS_peak_30012_lociStitched	chr8	126440997	126449532	1	8536	18016.5315	1741.14	828	1
2_MACS_peak_28471_lociStitched	chr7	122822623	122833054	2	7888	24614.0307	2510.7417	832	1
3_MACS_peak_14001_lociStitched	chr19	2049182	2062770	3	8049	23365.9248	2790.9752	835	1
3_MACS_peak_25736_lociStitched	chr6	32805126	32823344	3	8291	21335.0998	2945.8506	836	1
1_MACS_peak_19965_lociStitched	chr3	23846649	23854847	1	8199	20521.2336	1296.9236	837	1
2_MACS_peak_20472_lociStitched	chr3	61614841	61625175	2	8259	20464.4202	1937.625	839	1
2_MACS_peak_4126_lociStitched	chr10	90143741	90152589	2	7725	24371.816	1591.7552	840	1
2_MACS_peak_31149_lociStitched	chr9	112729408	112738346	2	8458	17926.0528	1739.3348	843	1
2_MACS_peak_18894_lociStitched	chr21	37905259	37916064	2	7320	27618.6605	2339.2825	847	1
2_MACS_peak_23489_lociStitched	chr5	1335324	1346197	2	8268	19377.8606	1604.8548	851	1
2_MACS_peak_11173_lociStitched	chr16	31879685	31890293	2	8245	19860.2976	1896.7104	853	1
1_MACS_peak_16667_lociStitched	chr2	135162697	135170545	1	7849	22710.5424	1430.6904	857	1
3_MACS_peak_29603_lociStitched	chr8	72164882	72177209	3	8414	17870.4519	1883.5656	858	1
1_MACS_peak_2892_lociStitched	chr1	226127422	226133898	1	6477	31079.6192	1639.7232	861	1
1_MACS_peak_23933_lociStitched	chr5	61984559	61991422	1	6864	28717.5372	1233.9674	862	1
3_MACS_peak_26871_lociStitched	chr6	139683846	139698089	3	8388	18332.1653	2358.6408	863	1
1_MACS_peak_27440_lociStitched	chr7	26190823	26198655	1	7833	22069.0096	1427.7736	869	1
3_MACS_peak_7596_lociStitched	chr12	104849720	104862034	3	8327	17591.7804	1858.1826	871	1
2_MACS_peak_29210_lociStitched	chr8	29197827	29210367	2	7933	21455.94	1875.984	873	1
2_MACS_peak_14387_lociStitched	chr19	16475622	16484510	2	7934	20866.3576	1337.644	874	1
2_MACS_peak_21057_lociStitched	chr3	129892838	129900719	2	7760	22498.6788	1555.7094	875	1
1_MACS_peak_17130_lociStitched	chr2	187810631	187817613	1	6983	27277.2776	1120.611	876	1
4_MACS_peak_32200_lociStitched	chrX	75362549	75372276	4	8300	16821.8738	1190.5848	879	1
2_MACS_peak_13753_lociStitched	chr18	56315134	56327621	2	8018	20703.446	2305.1002	881	1
1_MACS_peak_30107_lociStitched	chr8	134508204	134515476	1	7273	25834.5072	1711.8288	884	1
3_MACS_peak_10867_lociStitched	chr16	14486608	14502649	3	7803	22393.236	2252.1564	885	1
3_MACS_peak_18377_lociStitched	chr20	46095817	46103991	3	7914	19862.82	1256.3438	899	1
1_MACS_peak_6019_lociStitched	chr11	116794737	116802835	1	8099	18397.8462	1594.4962	900	1
3_MACS_peak_6357_lociStitched	chr12	6551935	6563112	3	7318	24981.7127	1841.9696	903	1
2_MACS_peak_21309_lociStitched	chr3	156199173	156209166	2	7856	21570.8898	2593.1835	904	1
2_MACS_peak_22819_lociStitched	chr4	108950614	108958983	2	8056	18384.1823	1334.0186	905	1
2_MACS_peak_27705_lociStitched	chr7	47700416	47712664	2	6611	29069.4032	1860.4712	907	1
1_MACS_peak_22100_lociStitched	chr4	18245254	18253434	1	8181	16918.694	1363.606	908	1
3_MACS_peak_19491_lociStitched	chr22	39409144	39422025	3	7690	22269.9609	2055.8076	909	1
1_MACS_peak_7309_lociStitched	chr12	77452936	77460853	1	7918	19916.7969	1720.3641	910	1
3_MACS_peak_19858_lociStitched	chr3	13455202	13470799	3	7990	19563.3171	2061.9234	911	1
2_MACS_peak_30752_lociStitched	chr9	73026740	73036857	2	7219	25091.1717	1599.4977	918	1
3_MACS_peak_5487_lociStitched	chr11	67029724	67046617	3	8091	18567.0963	2386.9809	920	1
2_MACS_peak_16345_lociStitched	chr2	106405718	106416663	2	7825	20634.6085	1961.344	924	1
1_MACS_peak_15894_lociStitched	chr2	65254813	65261310	1	6498	28561.4617	1279.909	927	1
2_MACS_peak_13044_lociStitched	chr17	74257369	74268679	2	7497	22460.529	1587.924	929	1
2_MACS_peak_30659_lociStitched	chr9	66698426	66709932	2	7908	18912.4122	1737.406	932	1
3_MACS_peak_1806_lociStitched	chr1	153929389	153941574	3	7981	19583.732	3210.7475	933	1
3_MACS_peak_14137_lociStitched	chr19	7399974	7411122	3	7949	18978.3552	2356.6872	935	1
2_MACS_peak_20889_lociStitched	chr3	119354614	119362974	2	7546	21937.476	1851.74	942	1
3_MACS_peak_23809_lociStitched	chr5	54031514	54050243	3	7998	18318.8349	2447.8803	943	1
2_MACS_peak_3214_lociStitched	chr10	3845996	3854675	2	7609	20985.822	1478.0337	945	1
1_MACS_peak_20680_lociStitched	chr3	98448101	98455533	1	7433	22098.3088	1257.4944	947	1
2_MACS_peak_7071_lociStitched	chr12	56726411	56734296	2	7373	22614.18	1403.53	949	1
2_MACS_peak_25220_lociStitched	chr6	3022990	3033134	2	7791	19170.1312	1525.6576	953	1
1_MACS_peak_1041_lociStitched	chr1	66795616	66803380	1	7765	19417.764	1697.2104	957	1
3_MACS_peak_2159_lociStitched	chr1	171219551	171228169	3	7872	18470.0976	1805.471	958	1
1_MACS_peak_7469_lociStitched	chr12	94563552	94570529	1	6978	25311.8583	1671.6892	959	1
3_MACS_peak_18458_lociStitched	chr20	50784504	50797876	3	7622	20312.068	1727.6624	963	1
3_MACS_peak_14968_lociStitched	chr19	50369592	50382146	3	7524	21456.0414	2245.9106	966	1
1_MACS_peak_26701_lociStitched	chr6	130003332	130010767	1	7436	21070.79	1249.8235	969	1
1_MACS_peak_291_lociStitched	chr1	21615301	21622888	1	7588	19891.5966	1411.9407	970	1
2_MACS_peak_7555_lociStitched	chr12	102129412	102140237	2	7728	18980.555	1790.455	971	1
2_MACS_peak_14664_lociStitched	chr19	39338812	39349127	2	7843	17462.2635	1501.864	973	1
2_MACS_peak_2688_lociStitched	chr1	209938943	209949203	2	7072	24475.23	2382.372	979	1
2_MACS_peak_28905_lociStitched	chr8	1990996	2000545	2	7235	22436.3304	1514.4714	981	1
1_MACS_peak_10112_lociStitched	chr15	68478595	68485491	1	6897	24289.7808	1079.9136	983	1
2_MACS_peak_13083_lociStitched	chr17	75361420	75369818	2	6894	24567.5092	1397.4272	985	1
1_MACS_peak_9920_lociStitched	chr15	53019496	53026552	1	7057	23257.2816	1257.3792	987	1
2_MACS_peak_28483_lociStitched	chr7	123606774	123617312	2	7564	20448.989	2493.2908	991	1
1_MACS_peak_18984_lociStitched	chr21	44580712	44587352	1	6641	26037.432	1495.992	992	1
3_MACS_peak_6995_lociStitched	chr12	53763978	53776279	3	7725	18543.7575	2227.7111	993	1
3_MACS_peak_10526_lociStitched	chr15	93373599	93389520	3	7631	19515.9618	2335.6107	995	1
1_MACS_peak_21768_lociStitched	chr3	191755286	191763061	1	7776	17552.84	1877.6625	998	1
2_MACS_peak_55_lociStitched	chr1	2476829	2489274	2	7408	20752.0375	1688.7865	1000	1
1_MACS_peak_31083_lociStitched	chr9	104187014	104193933	1	6920	23758.4622	1357.5078	1007	1
2_MACS_peak_2295_lociStitched	chr1	183557433	183568571	2	7715	18554.7942	2670.8924	1008	1
2_MACS_peak_30699_lociStitched	chr9	69881345	69892324	2	7592	18743.3488	1661.1227	1011	1
1_MACS_peak_6642_lociStitched	chr12	26305483	26312565	1	7083	22614.9506	1574.3286	1019	1
2_MACS_peak_374_lociStitched	chr1	25869402	25878689	2	7570	18670.5848	1678.1609	1023	1
2_MACS_peak_19522_lociStitched	chr22	39861905	39870316	2	7554	18521.022	1594.7256	1027	1
2_MACS_peak_1366_lociStitched	chr1	107992470	108004070	2	7485	18253.76	835.2	1030	1
2_MACS_peak_4715_lociStitched	chr11	3528187	3536661	2	7628	17486.099	1543.9628	1032	1
1_MACS_peak_27303_lociStitched	chr7	14724895	14731703	1	6809	23369.8216	887.7632	1034	1
2_MACS_peak_13978_lociStitched	chr19	1647292	1654186	2	6817	23516.1234	1134.063	1036	1
1_MACS_peak_23381_lociStitched	chr4	185454444	185461154	1	6711	24361.326	1364.143	1038	1
2_MACS_peak_11135_lociStitched	chr16	30661057	30673102	2	7535	18586.6395	1992.243	1041	1
1_MACS_peak_7084_lociStitched	chr12	57076512	57083913	1	7402	18961.362	1321.0785	1047	1
2_MACS_peak_16420_lociStitched	chr2	111501864	111513359	2	7435	19198.949	1992.0835	1052	1
3_MACS_peak_2685_lociStitched	chr1	209920426	209931614	3	7603	18453.4872	2925.662	1053	1
2_MACS_peak_21797_lociStitched	chr3	194022286	194034236	2	6724	25061.54	2560.885	1054	1
1_MACS_peak_21622_lociStitched	chr3	182429330	182436360	1	7031	22162.075	1945.201	1061	1
3_MACS_peak_667_lociStitched	chr1	40054314	40072747	3	7557	18208.1174	2608.2695	1062	1
1_MACS_peak_24294_lociStitched	chr5	100235161	100241782	1	6622	24040.851	1420.2045	1071	1
1_MACS_peak_4947_lociStitched	chr11	21431786	21438453	1	6668	23232.4949	1184.7259	1078	1
2_MACS_peak_25960_lociStitched	chr6	44223482	44234081	2	7333	18239.8191	1685.241	1086	1
1_MACS_peak_13420_lociStitched	chr18	20803529	20810498	1	6970	20831.0379	1353.3798	1096	1
1_MACS_peak_26761_lociStitched	chr6	134565586	134572548	1	6963	20258.0276	1221.831	1108	1
1_MACS_peak_195_lociStitched	chr1	14361175	14368050	1	6876	20805.125	1273.25	1117	1
3_MACS_peak_19155_lociStitched	chr22	22510892	22524109	3	7171	18954.4997	1970.6547	1120	1
2_MACS_peak_31891_lociStitched	chrX	40028156	40037143	2	6666	21711.6933	798.0456	1121	1
1_MACS_peak_24220_lociStitched	chr5	90674543	90681132	1	6590	22940.2624	1601.127	1124	1
2_MACS_peak_12225_lociStitched	chr17	31154245	31164429	2	7265	17722.1968	1766.924	1125	1
3_MACS_peak_28532_lociStitched	chr7	128162554	128173857	3	7145	19008.2551	1989.328	1128	1
1_MACS_peak_28465_lociStitched	chr7	121944618	121951785	1	7168	18232.1313	1535.8881	1131	1
2_MACS_peak_13227_lociStitched	chr17	80405803	80417659	2	7005	20122.0032	2097.3264	1134	1
2_MACS_peak_25670_lociStitched	chr6	30683829	30690837	2	6827	20080.7232	1534.0512	1161	1
2_MACS_peak_12136_lociStitched	chr17	27046078	27056705	2	7128	17803.4131	2073.3277	1166	1
3_MACS_peak_2013_lociStitched	chr1	161122765	161137546	3	6934	20807.2137	3670.1223	1180	1
3_MACS_peak_6352_lociStitched	chr12	6468227	6477537	3	6905	18883.473	1546.391	1183	1
1_MACS_peak_5548_lociStitched	chr11	69060648	69067270	1	6623	20737.4552	1252.2202	1186	1
1_MACS_peak_24963_lociStitched	chr5	159892654	159899279	1	6626	20320.2	1297.8375	1195	1
1_MACS_peak_8368_lociStitched	chr13	77898917	77905598	1	6682	19749.036	1437.7512	1204	1
2_MACS_peak_11810_lociStitched	chr17	3813459	3821074	2	6966	17110.905	1368.4155	1207	1
1_MACS_peak_17962_lociStitched	chr20	17945499	17952330	1	6832	18318.0096	1426.9959	1209	1
2_MACS_peak_32622_lociStitched	chrX	153189294	153200588	2	6580	19659.4658	974.6722	1218	1
2_MACS_peak_22930_lociStitched	chr4	121684085	121695822	2	6818	18322.6307	1590.3635	1222	1
3_MACS_peak_6507_lociStitched	chr12	12845282	12858525	3	6925	17809.1864	2125.5015	1225	1
2_MACS_peak_6775_lociStitched	chr12	40010909	40023690	2	6877	18090.2274	1996.3922	1226	1
1_MACS_peak_6283_lociStitched	chr12	1638522	1645102	1	6581	19518.254	982.394	1228	1
2_MACS_peak_7417_lociStitched	chr12	92577778	92586254	2	6659	18796.3776	1424.8156	1243	1
1_MACS_peak_1638_lociStitched	chr1	146513789	146520532	1	6744	18007.8558	1542.7984	1255	1
2_MACS_peak_29335_lociStitched	chr8	38792897	38802459	2	6636	18520.6378	1483.0662	1265	1
2_MACS_peak_13179_lociStitched	chr17	79478332	79487630	2	6705	16807.9946	1221.7572	1290	1
1_MACS_peak_10230_lociStitched	chr15	75490895	75497557	1	6663	17255.9124	1315.745	1291	1
2_MACS_peak_25500_lociStitched	chr6	25136105	25148638	2	6674	17605.1051	1851.1241	1294	1
1_MACS_peak_1844_lociStitched	chr1	154971045	154977709	1	6665	17045.8456	1523.3904	1305	1
2_MACS_peak_21890_lociStitched	chr4	1712676	1724645	2	6566	17486.709	1694.8104	1332	1
2_MACS_peak_17345_lociStitched	chr2	204661902	204669573	2	6554	17189.1768	1312.5081	1333	1
1_MACS_peak_18914_lociStitched	chr21	39638661	39645153	1	6493	17373.2412	1306.8396	1349	1
