REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X07_0EWT_0229Kronos_MM1S.KB.6hr.1_H3K18Ac_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
1_MACS_peak_1614_lociStitched	chr1	145448404	145458175	1	9772	50189.7186	3151.1475	333	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	2.3253000000000004	333	1
3_MACS_peak_3274_lociStitched	chr10	6953719	6973196	3	10212	48186.098	3202.0188	334			LOC439949	LOC439949	NONE	334	1
2_MACS_peak_27728_lociStitched	chr7	50343424	50358012	2	12933	28401.3772	2627.2988	335	IKZF1		IKZF1	IKZF1	0.1867	335	1
2_MACS_peak_22254_lociStitched	chr4	40301739	40320004	2	12779	30224.922	3143.4065	336		CHRNA9	CHRNA9	NONE	NONE	336	1
2_MACS_peak_2721_lociStitched	chr1	211742899	211756657	2	13583	20064.6672	3495.9078	337	SLC30A1		SLC30A1	SLC30A1	1.2065	337	1
5_MACS_peak_32454_lociStitched	chrX	128902295	128921341	5	13311	21718.1538	1716.0446	338	XPNPEP2,SASH3		SASH3	SASH3	0.4804999999999999	338	1
1_MACS_peak_2304_lociStitched	chr1	183808319	183816970	1	8652	53425.9807	2564.1564	339	RGL1		APOBEC4	APOBEC4	NONE	339	1
2_MACS_peak_25352_lociStitched	chr6	11722040	11736076	2	12426	31683.4628	2172.7728	340	C6orf105		C6orf105	C6orf105	0.46199999999999997	340	1
2_MACS_peak_27695_lociStitched	chr7	47513178	47524898	2	11451	39319.428	2342.828	341	TNS3		TNS3	TNS3	0.1578	341	1
5_MACS_peak_24172_lociStitched	chr5	87954543	87976666	5	11482	39989.5348	3265.3548	342	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.3285	342	1
2_MACS_peak_15975_lociStitched	chr2	70310062	70323458	2	8781	52508.3012	2376.4504	343	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	4.058	343	1
4_MACS_peak_4053_lociStitched	chr10	81946250	81966435	4	13169	23983.817	3146.8415	344	ANXA11		ANXA11	ANXA11	0.33320000000000005	344	1
4_MACS_peak_13051_lociStitched	chr17	74476092	74498600	4	12566	30604.1276	3128.612	345	RHBDF2	AANAT,PRCD,UBE2O,CYGB	RHBDF2	RHBDF2	0.6904	345	1
1_MACS_peak_22772_lociStitched	chr4	105406985	105417701	1	10717	42550.0212	1770.2832	347	CXXC4		CXXC4	CXXC4	1.3832	347	1
3_MACS_peak_19257_lociStitched	chr22	26974520	26992616	3	12339	31867.056	3096.2256	348	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	1.3693	348	1
2_MACS_peak_24738_lociStitched	chr5	142772437	142786078	2	12535	28661.1051	2046.15	349	NR3C1		NR3C1	NR3C1	0.18619999999999998	349	1
4_MACS_peak_25104_lociStitched	chr5	176717146	176740809	4	12819	27368.6258	3939.8895	350	NSD1,PRELID1,RAB24,MXD3	RGS14,LMAN2	RAB24	RAB24	1.0783	350	1
3_MACS_peak_14010_lociStitched	chr19	2254673	2271703	3	12519	30410.471	3836.859	351	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	1.1395	351	1
1_MACS_peak_12535_lociStitched	chr17	43298052	43308160	1	10109	44930.06	2222.7492	352	FMNL1	LOC100133991,C17orf46	FMNL1	FMNL1	1.3189	352	1
3_MACS_peak_12390_lociStitched	chr17	38251222	38270618	3	13241	19095.362	3266.2864	353	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	NR1D1	0.7071999999999999	353	1
4_MACS_peak_24894_lociStitched	chr5	156305037	156321995	4	13123	19734.0246	2253.7182	355		PPP1R2P3,LOC100286948	PPP1R2P3	LOC100286948	0.8579999999999999	355	1
1_MACS_peak_8197_lociStitched	chr13	46269200	46281295	1	12096	30484.238	1210.7095	356	SPERT		SPERT	SPERT	1.3072000000000001	356	1
1_MACS_peak_26503_lociStitched	chr6	108986422	108998450	1	12029	31634.8428	1786.158	357	FOXO3		NCRNA00222	NCRNA00222	NONE	357	1
5_MACS_peak_7511_lociStitched	chr12	96878263	96902137	5	12770	25497.432	3447.4056	358			CDK17	CDK17	NONE	358	1
3_MACS_peak_18331_lociStitched	chr20	43677456	43694321	3	12836	23587.389	2652.8645	359	STK4	KCNS1,WFDC5	KCNS1	KCNS1	0.0296	359	1
1_MACS_peak_2616_lociStitched	chr1	206727549	206738639	1	11091	39797.574	3443.445	361	RASSF5	LGTN	RASSF5	RASSF5	0.4276	361	1
3_MACS_peak_10523_lociStitched	chr15	93345918	93364630	3	11236	37927.3528	2640.2632	362		ASB9P1	ASB9P1	NONE	NONE	362	1
3_MACS_peak_9823_lociStitched	chr15	46993938	47008968	3	12943	20422.764	2362.716	363			SEMA6D	SEMA6D	NONE	363	1
4_MACS_peak_10028_lociStitched	chr15	63758653	63780339	4	12997	20684.1068	3615.0562	364		USP3	USP3	USP3	0.0808	364	1
3_MACS_peak_4892_lociStitched	chr11	16967052	16986797	3	11835	33404.591	3356.65	365	PLEKHA7		PLEKHA7	PLEKHA7	0.1946	365	1
1_MACS_peak_22425_lociStitched	chr4	69434532	69444702	1	10171	42727.221	1736.019	366		UGT2B15,UGT2B17	UGT2B17	UGT2B17	0.29890000000000005	366	1
1_MACS_peak_21534_lociStitched	chr3	176911491	176921264	1	9774	45464.9733	2519.4794	367	TBL1XR1		TBL1XR1	TBL1XR1	0.2827	367	1
3_MACS_peak_18325_lociStitched	chr20	43587474	43609089	3	12608	25142.568	3376.263	368	STK4,TOMM34	PABPC1L	STK4	STK4	0.3785	368	1
6_MACS_peak_1073_lociStitched	chr1	68201175	68232772	6	12788	23571.362	4218.1995	369	GNG12		GADD45A	GADD45A	NONE	369	1
1_MACS_peak_19260_lociStitched	chr22	27003908	27015139	1	11232	36026.8018	2073.2426	370	CRYBB1	CRYBA4,MIAT,TPST2	CRYBB1	CRYBB1	1.3693	370	1
4_MACS_peak_3917_lociStitched	chr10	74006566	74024545	4	12327	26497.4502	2846.0757	371		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.3812	371	1
2_MACS_peak_31262_lociStitched	chr9	123652859	123667902	2	11385	34465.0173	2306.0919	372	TRAF1	LOC253039,PSMD5,PHF19	TRAF1	PHF19	0.8498000000000001	372	1
4_MACS_peak_26779_lociStitched	chr6	135322535	135344069	4	12475	25212.0072	3535.8828	373	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.22649999999999998	373	1
3_MACS_peak_19003_lociStitched	chr21	45194796	45210479	3	11594	33655.718	3577.2923	374	RRP1,CSTB	LOC284837	CSTB	CSTB	0.9199	374	1
3_MACS_peak_31887_lociStitched	chrX	39953154	39969660	3	12572	21015.4392	1097.649	375	BCOR		BCOR	BCOR	0.3127	375	1
2_MACS_peak_7387_lociStitched	chr12	89737920	89749613	2	10935	37216.4804	2270.7806	376	DUSP6		DUSP6	DUSP6	2.4195	376	1
2_MACS_peak_30046_lociStitched	chr8	129664360	129679098	2	10383	40243.5828	2257.8616	377			MIR1208	MIR1208	NONE	377	1
5_MACS_peak_5723_lociStitched	chr11	82666413	82689940	5	12433	23741.0957	3444.3528	378			C11orf82	C11orf82	NONE	378	1
5_MACS_peak_11410_lociStitched	chr16	67562370	67587482	5	12373	24401.3304	3711.5536	380	FAM65A	CTCF,ATP6V0D1,AGRP	FAM65A	FAM65A	0.6999	380	1
2_MACS_peak_4983_lociStitched	chr11	26098162	26113251	2	10672	37099.3243	2011.3637	381			ANO3	ANO3	NONE	381	1
1_MACS_peak_11867_lociStitched	chr17	6062036	6071807	1	9772	41988.9183	1796.8869	382			WSCD1	WSCD1	NONE	382	1
1_MACS_peak_16807_lociStitched	chr2	158293510	158302892	1	9383	44052.2428	2105.3208	383	CYTIP		CYTIP	CYTIP	1.0613	383	1
1_MACS_peak_7571_lociStitched	chr12	102870413	102879462	1	9050	45444.9829	1966.3477	384	IGF1		IGF1	IGF1	0.4517	384	1
2_MACS_peak_22216_lociStitched	chr4	38123489	38136721	2	11227	32997.9616	2344.7104	385	TBC1D1		PTTG2	PTTG2	NONE	385	1
1_MACS_peak_1994_lociStitched	chr1	160674775	160685497	1	10723	37192.4736	3136.185	386	CD48	SLAMF7	CD48	CD48	1.5812	386	1
4_MACS_peak_18822_lociStitched	chr21	34732642	34757296	4	11935	28798.3374	5066.397	387		IFNAR1,IFNGR2	IFNGR2	IFNAR1	0.6016	387	1
4_MACS_peak_23439_lociStitched	chr4	187748974	187775631	4	11890	27800.5853	3825.2795	388			FAT1	FAT1	NONE	388	1
4_MACS_peak_7656_lociStitched	chr12	109161657	109181110	4	11797	27813.8994	3065.7928	389	SSH1	CORO1C,SSH1	CORO1C	CORO1C	0.42299999999999993	389	1
4_MACS_peak_1483_lociStitched	chr1	115233075	115251515	4	12049	23405.892	1571.088	390	AMPD1,NRAS	DENND2C,CSDE1	AMPD1	AMPD1	0.46530000000000005	390	1
2_MACS_peak_24341_lociStitched	chr5	109023898	109037336	2	12051	24431.6278	2694.319	392	MAN2A1		MAN2A1	MAN2A1	0.26639999999999997	392	1
3_MACS_peak_11612_lociStitched	chr16	81841465	81857784	3	11920	24029.7275	1684.1208	394	PLCG2		PLCG2	PLCG2	0.14600000000000002	394	1
4_MACS_peak_23407_lociStitched	chr4	186252317	186275244	4	12185	22250.6535	3363.3909	395	SNX25	ANKRD37,LRP2BP	LRP2BP	ANKRD37	0.5126000000000001	395	1
2_MACS_peak_27348_lociStitched	chr7	20476307	20490794	2	11505	28020.7554	2235.3441	396			ITGB8	ITGB8	NONE	396	1
3_MACS_peak_13107_lociStitched	chr17	76137394	76152684	3	12051	21529.849	1879.141	397	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	0.9369	397	1
1_MACS_peak_17585_lociStitched	chr2	231729275	231739972	1	10698	33270.8791	1039.7484	398	ITM2C	GPR55	ITM2C	ITM2C	1.3433	398	1
1_MACS_peak_6949_lociStitched	chr12	51311853	51323144	1	11292	29451.4444	2181.4212	399	METTL7A	HIGD1C	METTL7A	METTL7A	1.4164	399	1
1_MACS_peak_20964_lociStitched	chr3	124501121	124512813	1	11693	25044.264	1714.0472	400	ITGB5		UMPS	UMPS	NONE	400	1
1_MACS_peak_1432_lociStitched	chr1	111172533	111181628	1	9096	42243.5465	1181.4405	402		KCNA2,KCNA3	KCNA2	KCNA3	1.002	402	1
4_MACS_peak_18548_lociStitched	chr20	55957793	55975718	4	12011	21816.5175	2787.3375	403	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.6162	403	1
3_MACS_peak_623_lociStitched	chr1	37930806	37946415	3	11809	23578.9554	2424.0777	404	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	0.9578	404	1
3_MACS_peak_26603_lociStitched	chr6	117858789	117877404	3	11726	24864.0555	2751.297	405	DCBLD1	GOPC	GOPC	GOPC	0.0734	405	1
4_MACS_peak_25502_lociStitched	chr6	25162690	25180343	4	12046	20729.9179	2732.6844	406		CMAH	CMAH	CMAH	0.18109999999999998	406	1
1_MACS_peak_25188_lociStitched	chr6	388909	400898	1	11990	21155.7894	2683.1382	408	IRF4		IRF4	IRF4	0.6365000000000001	408	1
1_MACS_peak_24791_lociStitched	chr5	148204551	148215821	1	11271	28137.809	2565.052	409	ADRB2		ADRB2	ADRB2	1.3012	409	1
3_MACS_peak_1452_lociStitched	chr1	112134457	112148275	3	11331	26418.6342	1486.8168	410	LOC100129269	RAP1A,ADORA3	LOC100129269	LOC100129269	1.058	410	1
3_MACS_peak_25290_lociStitched	chr6	7135033	7148202	3	11519	25162.0083	2398.0749	412	RREB1		RREB1	RREB1	0.2087	412	1
2_MACS_peak_16784_lociStitched	chr2	153913678	153928908	2	11441	26046.346	2560.163	413			ARL6IP6	ARL6IP6	NONE	413	1
3_MACS_peak_14201_lociStitched	chr19	10329041	10347999	3	11154	28734.6406	2720.473	414	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.4343	414	1
2_MACS_peak_18276_lociStitched	chr20	40710007	40726886	2	11593	23704.8676	2486.2767	415	PTPRT		CHD6	CHD6	NONE	415	1
3_MACS_peak_14472_lociStitched	chr19	19050051	19062531	3	11241	26802.048	1914.432	416	HOMER3	DDX49,GDF1,COPE,HOMER3	HOMER3	HOMER3	0.35669999999999996	416	1
2_MACS_peak_27746_lociStitched	chr7	52773175	52788769	2	11080	28543.2576	2176.9224	417			POM121L12	POM121L12	NONE	417	1
2_MACS_peak_26455_lociStitched	chr6	106585243	106596671	2	10275	34735.406	2210.1752	419		PRDM1	PRDM1	PRDM1	2.8815	419	1
1_MACS_peak_23089_lociStitched	chr4	144272721	144283148	1	10428	33690.6797	2359.6301	420	GAB1		GAB1	GAB1	0.32489999999999997	420	1
3_MACS_peak_252_lociStitched	chr1	17215585	17233523	3	8164	48470.2698	5078.2478	421		CROCC	CROCC	NONE	NONE	421	1
1_MACS_peak_18373_lociStitched	chr20	45978320	45987400	1	9081	40723.8	1847.78	422	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.2364	422	1
2_MACS_peak_10990_lociStitched	chr16	23404123	23419599	2	9711	37790.8444	2350.8044	423	COG7		COG7	COG7	0.5333	423	1
2_MACS_peak_19201_lociStitched	chr22	23477663	23488842	2	10269	33979.6884	2099.4162	424	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.3488	424	1
3_MACS_peak_29070_lociStitched	chr8	19518842	19540575	3	11499	24217.0819	3207.7908	425	CSGALNACT1		CSGALNACT1	CSGALNACT1	0.12480000000000001	425	1
4_MACS_peak_21265_lociStitched	chr3	151985207	152002053	4	11859	18726.0136	2900.8812	426	MBNL1,LOC401093	MBNL1	LOC401093	LOC401093	0.7047	426	1
2_MACS_peak_1612_lociStitched	chr1	145426971	145441216	2	9764	38415.916	3490.025	427	TXNIP	HFE2,ANKRD34A,LIX1L,POLR3GL	TXNIP	TXNIP	2.3253000000000004	427	1
3_MACS_peak_16381_lociStitched	chr2	109829260	109843765	3	11329	24992.115	2612.3505	428	SH3RF3		MIR4265	MIR4265	NONE	428	1
2_MACS_peak_12638_lociStitched	chr17	47815867	47827688	2	10569	31611.7182	2326.3728	429	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.5236999999999999	429	1
1_MACS_peak_5225_lociStitched	chr11	58340004	58347938	1	7935	45313.4542	1721.678	430	ZFP91-CNTF,ZFP91,LPXN	CNTF	LPXN	LPXN	0.7186	430	1
2_MACS_peak_6662_lociStitched	chr12	27329610	27340832	2	11223	25374.0642	2036.793	431			STK38L	STK38L	NONE	431	1
1_MACS_peak_8385_lociStitched	chr13	78688794	78696771	1	7978	44431.89	1525.2024	435			EDNRB	EDNRB	NONE	435	1
3_MACS_peak_768_lociStitched	chr1	44289564	44305993	3	11423	22880.6683	2700.9276	436	ST3GAL3		ARTN	ARTN	NONE	436	1
4_MACS_peak_15857_lociStitched	chr2	64497291	64516309	4	10794	29124.1652	2696.7524	438			LOC150992	LOC150992	0.43539999999999995	438	1
1_MACS_peak_7471_lociStitched	chr12	94595810	94603826	1	8017	44464.752	1842.8784	439	PLXNC1		PLXNC1	PLXNC1	0.6634	439	1
3_MACS_peak_26867_lociStitched	chr6	139632144	139649231	3	11488	21615.055	2586.9718	440		TXLNB,CITED2	TXLNB	CITED2	1.2915	440	1
3_MACS_peak_28347_lociStitched	chr7	110713219	110734268	3	11431	23770.6357	4228.7441	442	LRRN3,IMMP2L		LRRN3	LRRN3	0.0691	442	1
2_MACS_peak_2326_lociStitched	chr1	184710805	184725715	2	11450	22445.514	3456.138	443	EDEM3		EDEM3	EDEM3	0.2306	443	1
1_MACS_peak_24536_lociStitched	chr5	130708682	130719329	1	10648	29039.6925	1983.5361	444	CDC42SE2		CDC42SE2	CDC42SE2	0.2143	444	1
2_MACS_peak_3211_lociStitched	chr10	3798250	3808778	2	10341	31312.3776	1835.0304	445		KLF6	KLF6	KLF6	1.4777999999999998	445	1
1_MACS_peak_2429_lociStitched	chr1	197739980	197749053	1	9074	39564.6311	2546.7911	447	DENND1B		DENND1B	DENND1B	0.10769999999999999	447	1
5_MACS_peak_1592_lociStitched	chr1	144960522	144985177	5	11372	25732.4235	6762.8665	448	PDE4DIP	PDE4DIP	PDE4DIP	PDE4DIP	0.35550000000000004	448	1
1_MACS_peak_25742_lociStitched	chr6	32934675	32941753	1	7079	46819.5544	1547.2508	449	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	1.9814999999999998	449	1
3_MACS_peak_32625_lociStitched	chrX	153233701	153252617	3	11200	22037.14	1403.5672	450	TMEM187,MIR3202-1,HCFC1,MIR3202-2	ARHGAP4,NAA10,RENBP,IRAK1,MIR718	MIR3202-1	NAA10	1.1824999999999999	450	1
4_MACS_peak_320_lociStitched	chr1	23936997	23954622	4	11277	21899.0625	2557.3875	451	MDS2		MDS2	MDS2	0.13419999999999999	451	1
1_MACS_peak_15524_lociStitched	chr2	37614310	37624907	1	10598	28233.5871	2025.0867	452		QPCT	QPCT	QPCT	3.017	452	1
3_MACS_peak_25600_lociStitched	chr6	27790765	27808209	3	10174	32053.35	2586.9452	453	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	1.3722	453	1
3_MACS_peak_20722_lociStitched	chr3	101495432	101513737	3	11145	23377.3155	3258.29	454	FAM55C	NFKBIZ	FAM55C	FAM55C	0.40490000000000004	454	1
3_MACS_peak_25523_lociStitched	chr6	26020307	26035162	3	10822	26002.192	2454.046	455	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H1C	1.4127	455	1
3_MACS_peak_31264_lociStitched	chr9	123688624	123699657	3	10830	24841.9028	1897.676	456	TRAF1	PHF19,TRAF1	TRAF1	PHF19	0.8498000000000001	456	1
4_MACS_peak_24744_lociStitched	chr5	142952714	142975284	4	10967	25000.789	3649.569	457			NR3C1	NR3C1	0.18619999999999998	457	1
3_MACS_peak_25034_lociStitched	chr5	171601040	171616156	3	10858	24976.1668	2568.2084	459	STK10	EFCAB9	STK10	STK10	0.133	459	1
4_MACS_peak_23857_lociStitched	chr5	55953634	55969129	4	11151	21065.4525	2096.4735	460			MAP3K1	MAP3K1	NONE	460	1
1_MACS_peak_23592_lociStitched	chr5	15440097	15450106	1	10010	31387.2231	1861.674	461			FBXL7	FBXL7	NONE	461	1
1_MACS_peak_15523_lociStitched	chr2	37600684	37607502	1	6819	46601.03	1647.9106	462		QPCT	QPCT	QPCT	3.017	462	1
2_MACS_peak_9106_lociStitched	chr14	72980229	72990433	2	9662	32807.9008	998.9716	463	RGS6		DPF3	DPF3	NONE	463	1
3_MACS_peak_6247_lociStitched	chr11	132214910	132231589	3	10684	26147.6683	2705.3338	464			NTM	NTM	NONE	464	1
3_MACS_peak_2474_lociStitched	chr1	200850777	200863773	3	9735	33501.0888	2747.3544	465	C1orf106	GPR25,C1orf106	C1orf106	C1orf106	0.8594999999999999	465	1
2_MACS_peak_21790_lociStitched	chr3	193815185	193823784	2	8564	40089.3979	2610.6564	466		HES1	HES1	HES1	0.8861	466	1
2_MACS_peak_26820_lociStitched	chr6	137971581	137983631	2	11136	19331.815	1949.69	467			OLIG3	OLIG3	NONE	467	1
2_MACS_peak_27250_lociStitched	chr7	7997771	8013524	2	10782	23966.6142	2414.9349	468	GLCCI1		GLCCI1	GLCCI1	0.1063	468	1
2_MACS_peak_17189_lociStitched	chr2	192530577	192546452	2	10543	26439.8125	2595.5625	469	OBFC2A		OBFC2A	OBFC2A	1.044	469	1
2_MACS_peak_26716_lociStitched	chr6	130833387	130848536	2	11022	20531.4397	2087.5322	471			TMEM200A	TMEM200A	NONE	471	1
1_MACS_peak_30356_lociStitched	chr9	9605086	9615838	1	10753	23101.7472	1623.552	472	PTPRD		PTPRD	NONE	NONE	472	1
2_MACS_peak_28058_lociStitched	chr7	90351967	90367943	2	10888	22304.0936	2580.124	475	CDK14		CDK14	CDK14	0.0861	475	1
1_MACS_peak_26833_lociStitched	chr6	138186647	138196224	1	9578	33178.5588	2154.825	476	TNFAIP3		TNFAIP3	TNFAIP3	1.2062	476	1
3_MACS_peak_25532_lociStitched	chr6	26155212	26173962	3	10911	22126.875	2730	477	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H2AE,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D,HIST1H2BG	HIST1H2BD	HIST1H2BF	2.2874	477	1
2_MACS_peak_18602_lociStitched	chr20	61272942	61285244	2	10480	25867.4154	1994.1542	479	SLCO4A1	LOC100127888	SLCO4A1	SLCO4A1	0.6096	479	1
2_MACS_peak_11573_lociStitched	chr16	79629540	79640887	2	10934	19715.4125	906.6253	480	MAF		MAF	MAF	1.0128	480	1
2_MACS_peak_24648_lociStitched	chr5	138719841	138730595	2	10127	28754.0452	2078.7482	481	MZB1,LOC389333	PAIP2,SLC23A1,SPATA24,DNAJC18	MZB1	MZB1	2.1727	481	1
2_MACS_peak_1829_lociStitched	chr1	154755598	154766307	2	10193	28795.4301	2830.3887	482	KCNN3		KCNN3	KCNN3	0.4315	482	1
5_MACS_peak_25326_lociStitched	chr6	10403244	10430906	5	10962	21717.4362	3745.4348	483	LOC100130275,TFAP2A,C6orf218		TFAP2A	TFAP2A	0.5015000000000001	483	1
2_MACS_peak_28799_lociStitched	chr7	150100843	150114005	2	7603	43545.1608	2918.0154	485	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	3.5429000000000004	485	1
4_MACS_peak_21596_lociStitched	chr3	181417158	181433137	4	10971	20441.9347	2879.4158	486	SOX2OT,SOX2		SOX2	SOX2	1.2102000000000002	486	1
1_MACS_peak_12374_lociStitched	chr17	37909172	37916077	1	6906	44358.4105	1544.6485	489		GRB7,C17orf37	GRB7	C17orf37	0.24170000000000003	489	1
2_MACS_peak_14398_lociStitched	chr19	16694158	16706539	2	9968	29204.3028	2452.6761	490	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.05289999999999999	490	1
3_MACS_peak_31259_lociStitched	chr9	123630318	123646039	3	9813	30393.4093	2482.3459	491	PHF19	LOC253039,PSMD5,TRAF1	PHF19	PHF19	0.8498000000000001	491	1
4_MACS_peak_23374_lociStitched	chr4	185366246	185381428	4	10845	20734.0574	2852.6978	492	IRF2		IRF2	IRF2	1.7958	492	1
2_MACS_peak_31237_lociStitched	chr9	117660288	117673679	2	10906	19384.8116	2382.2589	493	TNFSF8		TNFSF8	TNFSF8	0.48829999999999996	493	1
3_MACS_peak_28224_lociStitched	chr7	101921657	101936124	3	10846	19734.4347	1993.5526	494	CUX1,SH2B2	MIR4285	SH2B2	SH2B2	0.9083000000000001	494	1
2_MACS_peak_24378_lociStitched	chr5	112256317	112267730	2	9541	31675.6402	2002.9815	495	REEP5	DCP2	REEP5	REEP5	0.2353	495	1
1_MACS_peak_28720_lociStitched	chr7	142502761	142509431	1	6671	45221.933	1955.644	497		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	EPHB6	0.031200000000000006	497	1
3_MACS_peak_1880_lociStitched	chr1	155903110	155919030	3	10746	21813.584	3443.496	498	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	1.1516	498	1
1_MACS_peak_17891_lociStitched	chr20	9489784	9498967	1	9184	33302.1495	1618.9629	499	C20orf103		C20orf103	C20orf103	1.2117	499	1
3_MACS_peak_11841_lociStitched	chr17	4842339	4854820	3	9892	28982.1301	2276.5344	500	RNF167,ENO3,SLC25A11,PFN1	C17orf107,GP1BA,KIF1C,CHRNE,SPAG7,CAMTA2,INCA1	PFN1	PFN1	1.7744	500	1
2_MACS_peak_2638_lociStitched	chr1	207092387	207105342	2	8129	40445.51	3189.521	502	FAIM3,PIGR	IL24,FCAMR	FAIM3	FAIM3	1.2262	502	1
2_MACS_peak_21060_lociStitched	chr3	130557341	130574105	2	10835	19566.9408	2633.6244	503	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.059399999999999994	503	1
3_MACS_peak_27664_lociStitched	chr7	45025263	45042100	3	10781	20106.7454	2618.1535	504	CCM2,C7orf40	CCM2,MYO1G,SNORA9	CCM2	CCM2	0.3557	504	1
1_MACS_peak_2229_lociStitched	chr1	178544290	178552608	1	8319	38629.6238	2393.9204	505		C1orf220	C1orf220	C1orf220	0.3078	505	1
2_MACS_peak_19468_lociStitched	chr22	38700748	38714982	2	10798	18881.401	2142.217	507	CSNK1E	TMEM184B	CSNK1E	CSNK1E	0.46199999999999997	507	1
5_MACS_peak_5372_lociStitched	chr11	64611170	64634293	5	10729	20454.6058	3147.0403	510	CDC42BPG,EHD1	MAP4K2,MEN1,MIR192,MIR194-2	CDC42BPG	MEN1	0.15230000000000002	510	1
2_MACS_peak_2719_lociStitched	chr1	211686763	211702699	2	10726	20845.8816	3526.6368	511		RD3,SLC30A1	RD3	SLC30A1	1.2065	511	1
3_MACS_peak_9613_lociStitched	chr15	34619096	34635873	3	10078	26952.2505	2719.5517	512	SLC12A6,NOP10	C15orf55,SLC12A6,LPCAT4,MIR1233-1,GOLGA8A	SLC12A6	LPCAT4	0.37	512	1
2_MACS_peak_21263_lociStitched	chr3	151910868	151921688	2	10085	25952.852	1802.612	514			MBNL1	MBNL1	0.08880000000000002	514	1
2_MACS_peak_11690_lociStitched	chr16	89033292	89046340	2	9167	32047.1928	1140.3952	515	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.2662	515	1
4_MACS_peak_13961_lociStitched	chr19	1258256	1277509	4	10462	23407.7974	3552.1785	518	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	0.8230999999999999	518	1
2_MACS_peak_30108_lociStitched	chr8	134576799	134586268	2	9226	32074.3437	1904.2159	519	ST3GAL1		ST3GAL1	ST3GAL1	0.42980000000000007	519	1
4_MACS_peak_14903_lociStitched	chr19	48823858	48837965	4	10452	22365.2378	2700.0798	520	EMP3,TMEM143	ZNF114,SYNGR4,CCDC114	EMP3	EMP3	1.2964	520	1
2_MACS_peak_22234_lociStitched	chr4	38985702	38999657	2	9519	30082.7935	2189.5395	522	TMEM156	KLHL5	TMEM156	TMEM156	0.38230000000000003	522	1
2_MACS_peak_32420_lociStitched	chrX	119434764	119445567	2	10188	23136.7851	881.5248	523	FAM70A		FAM70A	FAM70A	0.364	523	1
2_MACS_peak_6959_lociStitched	chr12	51711632	51722097	2	9944	26569.5885	2150.5575	524	BIN2	SMAGP,CELA1	BIN2	CELA1	0.5439	524	1
3_MACS_peak_24833_lociStitched	chr5	150459401	150475890	3	10422	22786.1491	3121.3677	525	TNIP1	ANXA6	TNIP1	ANXA6	0.4234	525	1
4_MACS_peak_2851_lociStitched	chr1	223899397	223915877	4	10714	19652.4	3801.936	526	CAPN2	CAPN8	CAPN2	CAPN2	0.16169999999999998	526	1
2_MACS_peak_26561_lociStitched	chr6	113946431	113957258	2	10080	24803.5743	1745.3124	527			MARCKS	MARCKS	NONE	527	1
