REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14.bam	41_0EXT_0229Kronos_MM1S-KB-6hr-1_Input_hs_i85.bam
1_MACS_peak_30810_lociStitched	chr9	80849945	80852179	1	2235	5181.092799999999	415.9708
1_MACS_peak_31599_lociStitched	chrX	959027	961261	1	2235	1764.1897999999999	86.4558
1_MACS_peak_639_lociStitched	chr1	38411778	38414011	1	2234	3184.7046	487.6872
1_MACS_peak_1915_lociStitched	chr1	156560503	156562736	1	2234	3937.0022999999997	619.4341999999999
1_MACS_peak_23069_lociStitched	chr4	141640831	141643064	1	2234	3507.1498	496.3959
1_MACS_peak_25011_lociStitched	chr5	169063454	169065687	1	2234	4327.3306999999995	487.46389999999997
1_MACS_peak_29276_lociStitched	chr8	35401153	35403386	1	2234	3165.7241	380.9498
1_MACS_peak_7746_lociStitched	chr12	116786017	116788249	1	2233	2298.0672	188.3808
1_MACS_peak_8343_lociStitched	chr13	74288912	74291144	1	2233	2318.3784	312.48
1_MACS_peak_8376_lociStitched	chr13	78419340	78421572	1	2233	2324.628	372.9672
1_MACS_peak_15370_lociStitched	chr2	25895107	25897339	1	2233	2020.8528	259.3584
1_MACS_peak_30536_lociStitched	chr9	35320950	35323182	1	2233	2306.5488	306.2304
1_MACS_peak_30824_lociStitched	chr9	83727332	83729564	1	2233	3132.3888	403.3224
1_MACS_peak_594_lociStitched	chr1	36234116	36236347	1	2232	4066.6668	410.504
1_MACS_peak_600_lociStitched	chr1	36395502	36397733	1	2232	2655.1131	461.5939
1_MACS_peak_4140_lociStitched	chr10	91173524	91175755	1	2232	3678.6959	255.8957
1_MACS_peak_10272_lociStitched	chr15	78088722	78090953	1	2232	2184.3721	416.75079999999997
1_MACS_peak_10282_lociStitched	chr15	78440726	78442957	1	2232	2452.7614	407.8268
1_MACS_peak_21479_lociStitched	chr3	172239947	172242178	1	2232	5376.9331	605.4934
1_MACS_peak_23820_lociStitched	chr5	54602542	54604773	1	2232	3448.9029	383.0627
1_MACS_peak_27314_lociStitched	chr7	17978918	17981149	1	2232	4702.5018	361.6451
1_MACS_peak_28784_lociStitched	chr7	149320622	149322853	1	2232	3728.001	454.2316
1_MACS_peak_1221_lociStitched	chr1	87667865	87670095	1	2231	1704.389	440.202
1_MACS_peak_2987_lociStitched	chr1	231174722	231176952	1	2231	2053.384	314.207
1_MACS_peak_13508_lociStitched	chr18	32819885	32822115	1	2231	4849.357999999999	455.589
1_MACS_peak_16692_lociStitched	chr2	139258228	139260458	1	2231	2828.3089999999997	321.566
1_MACS_peak_19444_lociStitched	chr22	38053692	38055922	1	2231	1505.4730000000002	332.716
1_MACS_peak_19955_lociStitched	chr3	23243750	23245980	1	2231	3455.385	223.669
1_MACS_peak_21182_lociStitched	chr3	142296383	142298613	1	2231	2453.8920000000003	518.029
1_MACS_peak_21244_lociStitched	chr3	149375091	149377321	1	2231	6892.261	380.21500000000003
1_MACS_peak_16589_lociStitched	chr2	128567546	128569775	1	2230	4944.8135999999995	480.1266
1_MACS_peak_19166_lociStitched	chr22	22651639	22653868	1	2230	2207.3786999999998	472.3251
1_MACS_peak_20736_lociStitched	chr3	104009657	104011886	1	2230	3185.0181000000002	353.7423
1_MACS_peak_21163_lociStitched	chr3	141029708	141031937	1	2230	2984.631	491.4945
1_MACS_peak_28023_lociStitched	chr7	84653825	84656054	1	2230	2628.6597	318.30120000000005
1_MACS_peak_30419_lociStitched	chr9	20996041	20998270	1	2230	1790.5557000000001	226.2435
1_MACS_peak_2375_lociStitched	chr1	191663987	191666215	1	2229	2501.5984	588.8603999999999
1_MACS_peak_14748_lociStitched	chr19	42448234	42450462	1	2229	2444.3388	341.3296
1_MACS_peak_19270_lociStitched	chr22	28314258	28316486	1	2229	3501.0791999999997	456.2944
1_MACS_peak_27656_lociStitched	chr7	44807492	44809720	1	2229	1279.3176	398.5892
1_MACS_peak_28610_lociStitched	chr7	133858440	133860668	1	2229	2663.3512	568.8084
1_MACS_peak_28634_lociStitched	chr7	135660541	135662769	1	2229	2347.4208000000003	692.2396
1_MACS_peak_31821_lociStitched	chrX	27263763	27265991	1	2229	1378.018	268.474
1_MACS_peak_1390_lociStitched	chr1	109234133	109236360	1	2228	2758.1394999999998	184.1729
1_MACS_peak_5158_lociStitched	chr11	46121156	46123383	1	2228	1781.6000000000001	353.42490000000004
1_MACS_peak_5914_lociStitched	chr11	108367786	108370013	1	2228	3891.6825000000003	285.50140000000005
1_MACS_peak_9310_lociStitched	chr14	95622703	95624930	1	2228	2149.5004	211.1196
1_MACS_peak_10213_lociStitched	chr15	75229203	75231430	1	2228	5045.9366	467.22459999999995
1_MACS_peak_12859_lociStitched	chr17	62492196	62494423	1	2228	2531.6536	432.92879999999997
1_MACS_peak_17467_lociStitched	chr2	219133831	219136058	1	2228	2373.7593	522.2315
1_MACS_peak_24329_lociStitched	chr5	108062812	108065039	1	2228	7433.9487	423.35269999999997
1_MACS_peak_24912_lociStitched	chr5	156966632	156968859	1	2228	1829.4805000000001	410.8815
1_MACS_peak_31137_lociStitched	chr9	111773997	111776224	1	2228	2468.4068	454.97610000000003
1_MACS_peak_31302_lociStitched	chr9	126691014	126693241	1	2228	1796.7436	298.8634
1_MACS_peak_3048_lociStitched	chr1	235267250	235269476	1	2227	2822.1228	688.5018
1_MACS_peak_3601_lociStitched	chr10	43132796	43135022	1	2227	5613.972	304.7394
1_MACS_peak_6453_lociStitched	chr12	10021137	10023363	1	2227	3584.7504	477.477
1_MACS_peak_9603_lociStitched	chr15	34185113	34187339	1	2227	2336.1870000000004	315.64680000000004
1_MACS_peak_9850_lociStitched	chr15	49446965	49449191	1	2227	2340.639	455.6622
1_MACS_peak_9987_lociStitched	chr15	59834876	59837102	1	2227	3663.5508	360.83459999999997
1_MACS_peak_10245_lociStitched	chr15	76195082	76197308	1	2227	3869.4557999999997	487.9392
1_MACS_peak_10864_lociStitched	chr16	14378436	14380662	1	2227	2092.8852	461.6724
1_MACS_peak_12701_lociStitched	chr17	51798692	51800918	1	2227	1836.2274	380.8686
1_MACS_peak_14667_lociStitched	chr19	39389339	39391565	1	2227	2573.0334	461.44980000000004
1_MACS_peak_21751_lociStitched	chr3	189041399	189043625	1	2227	1421.5236	539.3598
1_MACS_peak_23296_lociStitched	chr4	175203678	175205904	1	2227	6801.9882	480.59340000000003
1_MACS_peak_28876_lociStitched	chr7	156741463	156743689	1	2227	1999.6158	413.8134
1_MACS_peak_1451_lociStitched	chr1	112049539	112051764	1	2226	5065.435	326.185
1_MACS_peak_5998_lociStitched	chr11	115064222	115066447	1	2226	3106.9900000000002	353.33
1_MACS_peak_6306_lociStitched	chr12	2920907	2923132	1	2226	4308.045	522.2075
1_MACS_peak_8436_lociStitched	chr13	91707970	91710195	1	2226	1980.4725	104.13000000000001
1_MACS_peak_10179_lociStitched	chr15	73924532	73926757	1	2226	2128.6575	469.2525
1_MACS_peak_11103_lociStitched	chr16	30161509	30163734	1	2226	3743.3399999999997	336.6425
1_MACS_peak_17857_lociStitched	chr20	6555820	6558045	1	2226	2309.7725	388.2625
1_MACS_peak_19061_lociStitched	chr22	17349101	17351326	1	2226	2011.6225	372.6875
1_MACS_peak_19723_lociStitched	chr22	51020066	51022291	1	2226	5703.12	444.7775
1_MACS_peak_30326_lociStitched	chr9	5763382	5765607	1	2226	2114.4175	444.7775
1_MACS_peak_1875_lociStitched	chr1	155714533	155716757	1	2225	3027.9759999999997	526.8656
1_MACS_peak_2243_lociStitched	chr1	179333889	179336113	1	2225	6900.6272	645.6272
1_MACS_peak_2411_lociStitched	chr1	194194075	194196299	1	2225	3304.6416	438.7952
1_MACS_peak_4247_lociStitched	chr10	99257155	99259379	1	2225	2509.784	333.8224
1_MACS_peak_6383_lociStitched	chr12	6999324	7001548	1	2225	6176.4928	417.6672
1_MACS_peak_19426_lociStitched	chr22	37414620	37416844	1	2225	2555.1536	232.8528
1_MACS_peak_20167_lociStitched	chr3	44145394	44147618	1	2225	1507.4271999999999	373.632
1_MACS_peak_23969_lociStitched	chr5	66124179	66126403	1	2225	1448.936	516.1904
1_MACS_peak_26367_lociStitched	chr6	92342304	92344528	1	2225	3065.5616	443.02079999999995
1_MACS_peak_29241_lociStitched	chr8	29939318	29941542	1	2225	3108.7072	533.0928
1_MACS_peak_29313_lociStitched	chr8	37961851	37964075	1	2225	5960.0976	483.94239999999996
1_MACS_peak_29688_lociStitched	chr8	84207483	84209707	1	2225	1646.6496	151.8992
1_MACS_peak_7546_lociStitched	chr12	101188353	101190576	1	2224	1667.9169	290.99069999999995
1_MACS_peak_9099_lociStitched	chr14	71786704	71788927	1	2224	2944.8081	150.2748
1_MACS_peak_21201_lociStitched	chr3	143845944	143848167	1	2224	2853.2205000000004	410.5881
1_MACS_peak_26273_lociStitched	chr6	85482741	85484964	1	2224	2153.4201	232.9704
1_MACS_peak_27812_lociStitched	chr7	66056148	66058371	1	2224	2257.9011	359.6814
1_MACS_peak_3925_lociStitched	chr10	74113225	74115447	1	2223	4187.8034	428.846
1_MACS_peak_12414_lociStitched	chr17	39367579	39369801	1	2223	1306.7582	321.5234
1_MACS_peak_15937_lociStitched	chr2	68667432	68669654	1	2223	3991.1564	385.517
1_MACS_peak_17145_lociStitched	chr2	188715785	188718007	1	2223	2157.3397999999997	274.1948
1_MACS_peak_17690_lociStitched	chr2	238813134	238815356	1	2223	1164.7724	250.8638
1_MACS_peak_32571_lociStitched	chrX	142553008	142555230	1	2223	1815.8184	186.4258
1_MACS_peak_3513_lociStitched	chr10	29947051	29949272	1	2222	1916.9451	340.70140000000004
1_MACS_peak_4541_lociStitched	chr10	124912980	124915201	1	2222	5747.948	483.0675
1_MACS_peak_4921_lociStitched	chr11	18654771	18656992	1	2222	3388.5797000000002	637.6491000000001
1_MACS_peak_5427_lociStitched	chr11	65478412	65480633	1	2222	7163.1692	455.0829
1_MACS_peak_7176_lociStitched	chr12	64845034	64847255	1	2222	3958.4883	387.3424
1_MACS_peak_16288_lociStitched	chr2	99681629	99683850	1	2222	2941.7145	446.1989
1_MACS_peak_17798_lociStitched	chr20	3747765	3749986	1	2222	2436.437	469.7415
1_MACS_peak_18706_lociStitched	chr21	20005618	20007839	1	2222	1915.8346000000001	383.56669999999997
1_MACS_peak_20905_lociStitched	chr3	120626356	120628577	1	2222	2364.6987	301.1676
1_MACS_peak_21636_lociStitched	chr3	183023851	183026072	1	2222	3257.9849000000004	756.9168
1_MACS_peak_21696_lociStitched	chr3	185254228	185256449	1	2222	4195.6911	663.1905999999999
1_MACS_peak_2426_lociStitched	chr1	197169484	197171704	1	2221	3775.332	593.628
1_MACS_peak_4279_lociStitched	chr10	101944568	101946788	1	2221	3024.306	481.962
1_MACS_peak_11850_lociStitched	chr17	5144571	5146791	1	2221	3169.272	428.016
1_MACS_peak_13778_lociStitched	chr18	59853382	59855602	1	2221	2330.3340000000003	425.352
1_MACS_peak_14000_lociStitched	chr19	2040935	2043155	1	2221	3779.328	497.72400000000005
1_MACS_peak_14335_lociStitched	chr19	14096326	14098546	1	2221	4683.312	377.622
1_MACS_peak_15360_lociStitched	chr2	25653441	25655661	1	2221	2262.18	433.122
1_MACS_peak_17258_lociStitched	chr2	199837345	199839565	1	2221	1685.424	303.918
2_MACS_peak_20990_lociStitched	chr3	126193567	126195787	2	2165	1309.8	322.122
1_MACS_peak_22379_lociStitched	chr4	60418218	60420438	1	2221	3756.906	429.57
1_MACS_peak_22899_lociStitched	chr4	118016318	118018538	1	2221	1700.076	379.842
1_MACS_peak_30759_lociStitched	chr9	74382878	74385098	1	2221	1917.636	300.58799999999997
2_MACS_peak_829_lociStitched	chr1	46712360	46714579	2	2131	2725.1539	335.069
1_MACS_peak_1962_lociStitched	chr1	159208587	159210806	1	2220	1810.9259000000002	705.642
1_MACS_peak_5284_lociStitched	chr11	60907886	60910105	1	2220	2279.8006	349.4925
1_MACS_peak_5342_lociStitched	chr11	63580052	63582271	1	2220	3157.637	196.8253
1_MACS_peak_12907_lociStitched	chr17	65712794	65715013	1	2220	2702.2982	513.6985000000001
1_MACS_peak_17245_lociStitched	chr2	198317148	198319367	1	2220	2913.7689	528.3439
1_MACS_peak_21517_lociStitched	chr3	175396342	175398561	1	2220	1615.8757999999998	311.32570000000004
1_MACS_peak_11421_lociStitched	chr16	67839132	67841350	1	2219	2027.4738	370.84959999999995
1_MACS_peak_12367_lociStitched	chr17	37617124	37619342	1	2219	3244.0467999999996	440.4948
1_MACS_peak_17393_lociStitched	chr2	209129662	209131880	1	2219	2409.857	391.03340000000003
1_MACS_peak_21845_lociStitched	chr3	196668190	196670408	1	2219	2894.7118	662.9602
1_MACS_peak_24399_lociStitched	chr5	114504585	114506803	1	2219	1943.1897999999999	338.245
1_MACS_peak_6218_lociStitched	chr11	129550345	129552562	1	2218	2432.7140999999997	337.6491
1_MACS_peak_10064_lociStitched	chr15	65424633	65426850	1	2218	2804.7266999999997	380.8806
1_MACS_peak_10960_lociStitched	chr16	21800770	21802987	1	2218	3159.225	534.0753
1_MACS_peak_13903_lociStitched	chr18	74843188	74845405	1	2218	1666.9623000000001	97.7697
1_MACS_peak_20355_lociStitched	chr3	51532884	51535101	1	2218	2164.2354	398.1732
1_MACS_peak_25296_lociStitched	chr6	7235637	7237854	1	2218	2618.4987	282.6675
1_MACS_peak_239_lociStitched	chr1	16677673	16679889	1	2217	3298.2943999999998	338.60479999999995
1_MACS_peak_13916_lociStitched	chr18	77034826	77037042	1	2217	1485.6064	317.55280000000005
1_MACS_peak_15473_lociStitched	chr2	32287507	32289723	1	2217	1914.4024	398.43679999999995
1_MACS_peak_16085_lociStitched	chr2	77088096	77090312	1	2217	1495.5784	265.0336
1_MACS_peak_20422_lociStitched	chr3	56715783	56717999	1	2217	6099.54	373.396
1_MACS_peak_31680_lociStitched	chrX	11256346	11258562	1	2217	1642.2776	243.0952
1_MACS_peak_330_lociStitched	chr1	24150954	24153169	1	2216	3384.2985	254.282
1_MACS_peak_847_lociStitched	chr1	47901951	47904166	1	2216	3845.0185	349.3055
1_MACS_peak_5256_lociStitched	chr11	59435568	59437783	1	2216	2245.1240000000003	418.4135
1_MACS_peak_6587_lociStitched	chr12	21809355	21811570	1	2216	3124.7005	421.5145
1_MACS_peak_9954_lociStitched	chr15	58068281	58070496	1	2216	2290.753	369.6835
1_MACS_peak_16639_lociStitched	chr2	133109670	133111885	1	2216	5992.904	558.6229999999999
1_MACS_peak_19791_lociStitched	chr3	8275142	8277357	1	2216	1109.0505	114.5155
1_MACS_peak_24080_lociStitched	chr5	76786604	76788819	1	2216	4135.405	413.762
1_MACS_peak_25131_lociStitched	chr5	177630656	177632871	1	2216	2894.119	329.3705
1_MACS_peak_1726_lociStitched	chr1	150487098	150489312	1	2215	4622.832	607.3002
1_MACS_peak_5087_lociStitched	chr11	36090045	36092259	1	2215	1893.8556	350.0334
1_MACS_peak_7020_lociStitched	chr12	54609821	54612035	1	2215	1352.9754	386.56440000000003
1_MACS_peak_8195_lociStitched	chr13	45990741	45992955	1	2215	1242.7182	275.2002
1_MACS_peak_12478_lociStitched	chr17	41131569	41133783	1	2215	3454.5042	293.1336
1_MACS_peak_14077_lociStitched	chr19	4830503	4832717	1	2215	4719.805200000001	619.0344
1_MACS_peak_15992_lociStitched	chr2	70706641	70708855	1	2215	2004.9984	312.3954
1_MACS_peak_20841_lociStitched	chr3	113665798	113668012	1	2215	2154.4434	305.97479999999996
1_MACS_peak_24904_lociStitched	chr5	156535381	156537595	1	2215	3246.6096	410.0328
1_MACS_peak_25298_lociStitched	chr6	7277286	7279500	1	2215	1848.2472	405.6048
1_MACS_peak_31807_lociStitched	chrX	24042417	24044631	1	2215	2243.4462000000003	90.5526
1_MACS_peak_32558_lociStitched	chrX	138285814	138288028	1	2215	1845.1476	141.91740000000001
1_MACS_peak_1154_lociStitched	chr1	81702537	81704750	1	2214	2797.0107000000003	369.571
1_MACS_peak_3445_lociStitched	chr10	22725239	22727452	1	2214	5542.458500000001	347.21970000000005
1_MACS_peak_4549_lociStitched	chr10	125607625	125609838	1	2214	1756.2368	375.10350000000005
1_MACS_peak_4657_lociStitched	chr11	614886	617099	1	2214	3677.7846999999997	353.1948
1_MACS_peak_5951_lociStitched	chr11	111258608	111260821	1	2214	2818.6981	358.0634
1_MACS_peak_7118_lociStitched	chr12	58025531	58027744	1	2214	4306.498	283.0427
1_MACS_peak_8360_lociStitched	chr13	77130024	77132237	1	2214	1567.4679	283.0427
1_MACS_peak_12383_lociStitched	chr17	38095094	38097307	1	2214	3240.9384999999997	620.9678
1_MACS_peak_20318_lociStitched	chr3	49710432	49712645	1	2214	3756.5675	306.2792
1_MACS_peak_22642_lociStitched	chr4	88140328	88142541	1	2214	2174.7151	391.70099999999996
1_MACS_peak_22860_lociStitched	chr4	112188984	112191197	1	2214	1339.7502000000002	274.412
1_MACS_peak_29615_lociStitched	chr8	73448506	73450719	1	2214	1482.9313	205.3664
1_MACS_peak_1906_lociStitched	chr1	156307050	156309262	1	2213	4241.2888	861.5740000000001
1_MACS_peak_3538_lociStitched	chr10	31319874	31322086	1	2213	4791.6344	429.7916
1_MACS_peak_7895_lociStitched	chr12	125258153	125260365	1	2213	2465.274	211.90959999999998
1_MACS_peak_8342_lociStitched	chr13	74275532	74277744	1	2213	2399.1352	359.2288
1_MACS_peak_10001_lociStitched	chr15	60546499	60548711	1	2213	1464.344	405.0172
1_MACS_peak_10539_lociStitched	chr15	96381730	96383942	1	2213	3201.6488	437.53360000000004
1_MACS_peak_12201_lociStitched	chr17	29834780	29836992	1	2213	3435.4572	492.17
1_MACS_peak_12738_lociStitched	chr17	55081199	55083411	1	2213	1625.5988	471.5984
1_MACS_peak_17362_lociStitched	chr2	205409401	205411613	1	2213	3023.1404	461.86560000000003
1_MACS_peak_25101_lociStitched	chr5	176432477	176434689	1	2213	3743.1463999999996	393.5148
1_MACS_peak_27312_lociStitched	chr7	17728765	17730977	1	2213	2067.5564	411.2108
1_MACS_peak_31142_lociStitched	chr9	112177493	112179705	1	2213	2730.0504	397.054
1_MACS_peak_2518_lociStitched	chr1	202856806	202859017	1	2212	5292.6918000000005	666.8376
1_MACS_peak_11852_lociStitched	chr17	5275487	5277698	1	2212	3443.1902999999998	423.4065
1_MACS_peak_13551_lociStitched	chr18	38588875	38591086	1	2212	1515.8616	381.8397
1_MACS_peak_16030_lociStitched	chr2	73612100	73614311	1	2212	2230.0146	458.1192
1_MACS_peak_17970_lociStitched	chr20	18487204	18489415	1	2212	5655.9591	571.3224
1_MACS_peak_21114_lociStitched	chr3	135968420	135970631	1	2212	3266.7525	511.6254
1_MACS_peak_24039_lociStitched	chr5	73980490	73982701	1	2212	2581.5636	406.1607
1_MACS_peak_26809_lociStitched	chr6	137423054	137425265	1	2212	2341.2279	449.4963
2_MACS_peak_31578_lociStitched	chr9	140316415	140318626	2	2175	1941.9213	218.00459999999998
1_MACS_peak_26_lociStitched	chr1	1396617	1398827	1	2211	2789.683	478.02299999999997
1_MACS_peak_2528_lociStitched	chr1	203206360	203208570	1	2211	1615.731	608.855
1_MACS_peak_2812_lociStitched	chr1	220218649	220220859	1	2211	2857.3089999999997	628.966
1_MACS_peak_14076_lociStitched	chr19	4790495	4792705	1	2211	4733.82	780.351
1_MACS_peak_18985_lociStitched	chr21	44596139	44598349	1	2211	11997.206	773.058
1_MACS_peak_27309_lociStitched	chr7	17273170	17275380	1	2211	1717.391	227.63
1_MACS_peak_30657_lociStitched	chr9	66552547	66554757	1	2211	5617.378	518.908
1_MACS_peak_2997_lociStitched	chr1	231761232	231763441	1	2210	2170.3425	572.7937
1_MACS_peak_3023_lociStitched	chr1	234508194	234510403	1	2210	9615.777	617.4155000000001
1_MACS_peak_5565_lociStitched	chr11	71397687	71399896	1	2210	1712.8586	355.2072
1_MACS_peak_8415_lociStitched	chr13	84306161	84308370	1	2210	1872.3484	368.903
1_MACS_peak_10501_lociStitched	chr15	91536723	91538932	1	2210	5988.598999999999	359.6252
1_MACS_peak_14868_lociStitched	chr19	47248335	47250544	1	2210	2081.3198	275.2414
1_MACS_peak_19774_lociStitched	chr3	5163583	5165792	1	2210	2409.5772	371.112
1_MACS_peak_32076_lociStitched	chrX	55933986	55936195	1	2210	3271.3081	228.8524
2_MACS_peak_32631_lociStitched	chrX	153361693	153363902	2	2193	1424.805	162.8033
1_MACS_peak_5298_lociStitched	chr11	61733984	61736192	1	2209	3717.6096	397.8816
1_MACS_peak_6107_lociStitched	chr11	121352255	121354463	1	2209	2593.0752	334.512
1_MACS_peak_6303_lociStitched	chr12	2628524	2630732	1	2209	3436.0896000000002	606.3168000000001
1_MACS_peak_7570_lociStitched	chr12	102829058	102831266	1	2209	1168.9152	267.3888
1_MACS_peak_18996_lociStitched	chr21	44858719	44860927	1	2209	2606.5440000000003	523.7376
1_MACS_peak_27424_lociStitched	chr7	25764461	25766669	1	2209	1766.4	296.3136
1_MACS_peak_28146_lociStitched	chr7	99005190	99007398	1	2209	6397.9008	501.8784
1_MACS_peak_28563_lociStitched	chr7	129040824	129043032	1	2209	1294.1088	561.7152
1_MACS_peak_7530_lociStitched	chr12	98986595	98988802	1	2208	3774.6321	467.884
1_MACS_peak_9709_lociStitched	chr15	41034858	41037065	1	2208	2534.0774	435.8825
1_MACS_peak_9738_lociStitched	chr15	42065583	42067790	1	2208	2339.42	553.7363
1_MACS_peak_11201_lociStitched	chr16	46645342	46647549	1	2208	3285.3401999999996	417.56440000000003
1_MACS_peak_11786_lociStitched	chr17	2414061	2416268	1	2208	3097.9658999999997	525.266
2_MACS_peak_13335_lociStitched	chr18	9333623	9335830	2	2107	1979.2376000000002	315.1596
1_MACS_peak_15190_lociStitched	chr2	9769709	9771916	1	2208	3201.2535	416.9023
1_MACS_peak_16214_lociStitched	chr2	90304608	90306815	1	2208	1662.5330999999999	304.56600000000003
1_MACS_peak_17111_lociStitched	chr2	183988180	183990387	1	2208	2959.587	533.2112000000001
2_MACS_peak_23569_lociStitched	chr5	11903157	11905364	2	2080	1254.2381	213.8583
1_MACS_peak_25916_lociStitched	chr6	42846526	42848733	1	2208	5296.8	518.645
1_MACS_peak_4912_lociStitched	chr11	18250138	18252344	1	2207	2904.4196	333.5472
1_MACS_peak_6458_lociStitched	chr12	10203815	10206021	1	2207	2701.6881999999996	422.449
1_MACS_peak_7498_lociStitched	chr12	96335700	96337906	1	2207	3737.8464	225.6738
1_MACS_peak_18610_lociStitched	chr20	61568231	61570437	1	2207	1849.0692	306.8546
1_MACS_peak_23991_lociStitched	chr5	68627281	68629487	1	2207	3180.8314	340.38579999999996
1_MACS_peak_29624_lociStitched	chr8	74789975	74792181	1	2207	3088.1794	417.5958
1_MACS_peak_3342_lociStitched	chr10	14226127	14228332	1	2206	3620.169	418.72950000000003
1_MACS_peak_3811_lociStitched	chr10	64892178	64894383	1	2206	2119.2255	390.50550000000004
1_MACS_peak_5996_lociStitched	chr11	114309353	114311558	1	2206	2660.1119999999996	445.851
1_MACS_peak_10417_lociStitched	chr15	88721780	88723985	1	2206	2411.829	371.322
1_MACS_peak_16592_lociStitched	chr2	128642720	128644925	1	2206	3067.3755	251.37
1_MACS_peak_17388_lociStitched	chr2	208575317	208577522	1	2206	1669.8464999999999	273.42
1_MACS_peak_17396_lociStitched	chr2	209691273	209693478	1	2206	2940.3675	428.4315
1_MACS_peak_20045_lociStitched	chr3	32542827	32545032	1	2206	2377.6515	290.3985
1_MACS_peak_22198_lociStitched	chr4	36244879	36247084	1	2206	3377.619	414.7605
1_MACS_peak_25623_lociStitched	chr6	28366151	28368356	1	2206	2039.625	395.79749999999996
1_MACS_peak_27544_lociStitched	chr7	36428452	36430657	1	2206	4745.16	340.452
1_MACS_peak_8486_lociStitched	chr13	99851991	99854195	1	2205	3057.1684	433.7472
1_MACS_peak_10580_lociStitched	chr15	100345562	100347766	1	2205	3258.3936	289.6056
1_MACS_peak_11318_lociStitched	chr16	57480227	57482431	1	2205	4623.1104	484.2188
1_MACS_peak_12342_lociStitched	chr17	36598777	36600981	1	2205	2626.5068	376.0024
1_MACS_peak_13846_lociStitched	chr18	67872103	67874307	1	2205	4667.410800000001	346.2484
1_MACS_peak_15529_lociStitched	chr2	37852160	37854364	1	2205	1968.6127999999999	335.88960000000003
1_MACS_peak_17373_lociStitched	chr2	207320862	207323066	1	2205	1378.8224	491.7124
1_MACS_peak_18219_lociStitched	chr20	35936190	35938394	1	2205	2646.5632	474.08040000000005
1_MACS_peak_18965_lociStitched	chr21	43638964	43641168	1	2205	2204.0	465.044
1_MACS_peak_19917_lociStitched	chr3	17236070	17238274	1	2205	1693.1127999999999	409.944
1_MACS_peak_22768_lociStitched	chr4	104325581	104327785	1	2205	2113.8564	310.76399999999995
1_MACS_peak_26425_lociStitched	chr6	101327970	101330174	1	2205	4151.0136	466.3664
1_MACS_peak_30282_lociStitched	chr9	2072028	2074232	1	2205	1961.56	392.31199999999995
1_MACS_peak_30850_lociStitched	chr9	87308178	87310382	1	2205	2886.7992000000004	266.68399999999997
1_MACS_peak_5697_lociStitched	chr11	79014694	79016897	1	2204	2240.8916000000004	366.1386
1_MACS_peak_7347_lociStitched	chr12	81095936	81098139	1	2204	3710.2925999999998	326.044
1_MACS_peak_13026_lociStitched	chr17	73891345	73893548	1	2204	3459.8115	298.2862
1_MACS_peak_14731_lociStitched	chr19	41868997	41871200	1	2204	5939.0677	464.1721
1_MACS_peak_24082_lociStitched	chr5	77070699	77072902	1	2204	4095.1567	310.18240000000003
1_MACS_peak_24136_lociStitched	chr5	82306687	82308890	1	2204	1991.512	428.4835
1_MACS_peak_26188_lociStitched	chr6	75980916	75983119	1	2204	2726.8734	324.9425
1_MACS_peak_28626_lociStitched	chr7	134895120	134897323	1	2204	3016.3476	485.3209
1_MACS_peak_30570_lociStitched	chr9	36189717	36191920	1	2204	3988.9721	447.4293
1_MACS_peak_32532_lociStitched	chrX	135309421	135311624	1	2204	2085.1395	179.10389999999998
1_MACS_peak_1194_lociStitched	chr1	85741166	85743368	1	2203	2654.511	395.0388
1_MACS_peak_5289_lociStitched	chr11	61128432	61130634	1	2203	6675.1428000000005	633.7356
1_MACS_peak_10853_lociStitched	chr16	12348846	12351048	1	2203	1947.0084	393.49739999999997
1_MACS_peak_28958_lociStitched	chr8	9638594	9640796	1	2203	1546.4646	406.4892
1_MACS_peak_6223_lociStitched	chr11	129938637	129940838	1	2202	1805.9205	260.5984
1_MACS_peak_6941_lociStitched	chr12	50793792	50795993	1	2202	2681.2581999999998	399.70160000000004
1_MACS_peak_13913_lociStitched	chr18	76828054	76830255	1	2202	3917.78	296.2546
1_MACS_peak_18196_lociStitched	chr20	35223003	35225204	1	2202	2110.5389	434.9176
1_MACS_peak_23470_lociStitched	chr5	472122	474323	1	2202	3825.7781999999997	176.7403
1_MACS_peak_27347_lociStitched	chr7	20465905	20468106	1	2202	968.44	295.8144
1_MACS_peak_14560_lociStitched	chr19	32895454	32897654	1	2201	3836.58	352.65999999999997
1_MACS_peak_15515_lociStitched	chr2	37382892	37385092	1	2201	3827.78	424.6
1_MACS_peak_24259_lociStitched	chr5	95774551	95776751	1	2201	3068.78	513.92
1_MACS_peak_25480_lociStitched	chr6	23153334	23155534	1	2201	1597.86	318.56
1_MACS_peak_26062_lociStitched	chr6	53555567	53557767	1	2201	1439.24	367.18
1_MACS_peak_26395_lociStitched	chr6	97284167	97286367	1	2201	3367.3199999999997	353.32
1_MACS_peak_26485_lociStitched	chr6	108192365	108194565	1	2201	1378.74	355.96
1_MACS_peak_30290_lociStitched	chr9	2842883	2845083	1	2201	1305.48	418.65999999999997
