GENE_ID	locusLine	bin_1_08_0EWU_0229Kronos_MM1S-KB-6hr-2_H3K18Ac_hs-dm_i16.bam
NM_001184824	chr16(.):68339876-68396169	0.2924
NM_003983	chr16(.):68293422-68340722	0.6376
NM_032178	chr16(.):68329517-68349868	0.2047
NM_001031804	chr16(.):79622744-79639622	1.1428
NM_005022	chr17(.):4843946-4856825	1.9847
NM_153357	chr17(.):6939948-6952242	0.2279
NM_000267	chr17(.):29416944-29709695	0.2535
NM_002544	chr17(.):29616667-29629380	0.052
NM_015194	chr17(.):30814627-31208902	0.1475
NM_183232	chr17(.):37916198-38025441	0.8784
NM_003726	chr17(.):46205801-46512594	0.124
NM_030802	chr17(.):47782686-47846518	0.7233
NM_001433	chr17(.):62115389-62212502	1.3041
NM_181671	chr17(.):65368923-65694647	0.2525
NR_036488	chr17(.):70394462-70593943	0.3817
NM_004252	chr17(.):72739762-72770499	0.751
NM_052916	chr17(.):74133533-74241390	0.2255
NM_001113492	chr17(.):75278972-75501678	0.4019
NM_006640	chr17(.):75310596-75501678	0.4601
NM_001113491	chr17(.):75272491-75501678	0.3976
NM_001163075	chr17(.):76137433-76167364	0.9662
NM_017456	chr17(.):76665129-76783376	0.7431
NM_024648	chr17(.):80342085-80381513	0.2126
NM_000080	chr17(.):4796063-4811369	0.1026
NM_001145536	chr17(.):4797947-4811227	0.114
NM_001165417	chr17(.):4835425-4848462	0.5845
NM_000173	chr17(.):4830591-4843325	0.2007
NM_015528	chr17(.):4838629-4853517	1.6598
NM_006612	chr17(.):4896242-4936694	0.1526
NM_015099	chr17(.):4866286-4895960	0.4743
NM_001171168	chr17(.):4866286-4895665	0.479
NM_053013	chr17(.):4849383-4865426	1.4226
NM_001167985	chr17(.):4886424-4905905	0.3931
NM_004890	chr17(.):4857520-4876132	0.5112
NM_001004333	chr17(.):6910797-6922851	2.6112
NM_001142799	chr17(.):6913072-6925839	2.6554
NM_201566	chr17(.):6934393-6948440	0.3641
NR_029712	chr17(.):6915933-6926020	2.6949
NM_181844	chr17(.):6921368-6937961	0.2958
NM_000697	chr17(.):6894383-6919055	1.093
NR_030178	chr17(.):6916229-6926341	2.5463
NM_012452	chr17(.):16837397-16880402	1.8747
NM_006495	chr17(.):29625787-29646130	1.9466
NM_014210	chr17(.):29638427-29653767	2.6726
NM_002981	chr17(.):32682398-32695252	1.9446
NM_005408	chr17(.):32678470-32690629	0.3565
NM_005623	chr17(.):32641065-32653421	0.1238
NM_002983	chr17(.):34410602-34422506	3.5158
NM_002988	chr17(.):34386642-34403841	0.1206
NM_002984	chr17(.):34426219-34438014	1.574
NM_021006	chr17(.):34517267-34529156	4.8995
NM_001001418	chr17(.):34576084-34597027	0.2296
NM_001001435	chr17(.):34533467-34545274	2.6275
NM_001001437	chr17(.):34517267-34529147	4.9012
NM_001001417	chr17(.):34488060-34508988	0.2357
NM_021006	chr17(.):34618841-34630730	4.1073
NM_001001437	chr17(.):34618841-34630721	4.1081
NM_001001435	chr17(.):34635033-34646840	2.6522
NM_001001418	chr17(.):34741118-34813091	0.1699
NM_001130677	chr17(.):36822958-36836187	0.2303
NM_005937	chr17(.):36856872-36891056	1.0976
NM_007144	chr17(.):36885149-36909558	0.4052
NM_002795	chr17(.):36904001-36925478	0.3409
NM_001136498	chr17(.):36881509-36896858	0.1963
NM_005310	chr17(.):37889186-37908538	0.2929
NM_001030002	chr17(.):37889589-37908538	0.2979
NM_032339	chr17(.):37880408-37891788	0.3085
NM_018530	chr17(.):38055847-38078793	0.0919
NM_001042471	chr17(.):38055847-38079903	0.0915
NM_198844	chr17(.):38019454-38039149	1.2255
NM_001145301	chr17(.):38469472-38518895	1.6445
NM_152219	chr17(.):38511904-38525945	0.1073
NM_000964	chr17(.):38460422-38518895	1.66
NM_001024809	chr17(.):38493270-38518895	0.1037
NM_001254	chr17(.):38439145-38464413	0.2181
NM_152343	chr17(.):43326759-43344479	0.086
NM_005892	chr17(.):43294291-43329683	1.5179
NR_024434	chr17(.):43320302-43350997	0.2092
NR_024435	chr17(.):43334557-43350997	0.0731
NM_002144	chr17(.):46601806-46613272	0.0777
NM_002145	chr17(.):46615018-46627393	0.1238
NM_005827	chr17(.):47773689-47790282	0.3723
NM_001199155	chr17(.):47860980-47911458	0.1716
NM_000250	chr17(.):56342216-56363296	0.0709
NM_004758	chr17(.):56373593-56411152	1.0016
NM_003168	chr17(.):56417538-56434563	1.0596
NR_029683	chr17(.):56403592-56413679	4.6074
NR_004380	chr17(.):62218437-62228517	0.8585
NR_002995	chr17(.):62218698-62228831	0.8569
NR_033876	chr17(.):70589179-70641611	0.404
NM_001163989	chr17(.):72727958-72748474	1.2651
NM_001006638	chr17(.):72728355-72748474	1.2867
NM_139018	chr17(.):72685451-72714108	0.0864
NM_175738	chr17(.):72662255-72748474	0.3952
NR_037409	chr17(.):72739751-72749838	0.984
NM_017728	chr17(.):72767621-72840922	0.077
NM_015654	chr17(.):72761685-72777470	0.1638
NM_032134	chr17(.):74265129-74308761	0.0907
NM_182565	chr17(.):74256285-74272379	1.5652
NM_003016	chr17(.):74725198-74738493	0.8972
NR_030366	chr17(.):74727531-74737630	1.151
NM_024311	chr17(.):74728782-74780338	0.5294
NR_027058	chr17(.):75079724-75096068	1.952
NR_003013	chr17(.):75080388-75090575	2.0103
NM_001143998	chr17(.):75132004-75218181	1.2541
NM_001144001	chr17(.):75176294-75218181	0.7729
NM_001113495	chr17(.):75466324-75501678	0.1473
NM_001113493	chr17(.):75364271-75501678	0.4662
NM_001113496	chr17(.):75441612-75501678	0.2294
NM_001113494	chr17(.):75367164-75501678	0.4593
NR_036200	chr17(.):75388065-75398136	0.0672
NM_152468	chr17(.):76121858-76144049	1.4488
NM_007267	chr17(.):76103998-76133488	0.9618
NM_001127198	chr17(.):76103998-76129861	1.0734
NM_001010982	chr17(.):76178436-76208782	0.1197
NM_003258	chr17(.):76165159-76188285	0.6582
NM_004710	chr17(.):76159670-76174009	1.0427
NM_001145526	chr17(.):76178442-76208782	0.1197
NR_027083	chr17(.):76178397-76198641	0.1633
NM_001100407	chr17(.):80395462-80413707	0.7797
NM_001193655	chr17(.):80395462-80412602	0.8275
NM_001038618	chr17(.):80411059-80451143	0.2832
NM_001083608	chr17(.):80411539-80451143	0.2864
NM_173620	chr17(.):80371251-80405516	0.182
NR_036519	chr17(.):80402590-80413707	1.2384
NM_001142730	chr18(.):24029874-24133500	0.2584
NM_001136205	chr18(.):24029874-24134399	0.2564
NM_198991	chr18(.):24029874-24225308	0.1668
NM_000633	chr18(.):60785578-60991613	0.8609
NM_001083625	chr18(.):9131757-9290206	0.3665
NM_144662	chr18(.):23708815-23778319	0.7457
NM_005640	chr18(.):23801408-23976650	0.1035
NM_003199	chr18(.):52884561-53260860	0.2073
NM_006785	chr18(.):56333617-56422370	0.1256
NM_052947	chr18(.):56143481-56301189	0.1997
NM_021074	chr18(.):9097627-9139343	1.7702
NM_001100619	chr18(.):20710726-20845434	0.528
NR_023359	chr18(.):20709527-20845434	0.524
NM_138375	chr18(.):20730788-20845434	0.5133
NM_005904	chr18(.):46441222-46482081	1.7463
NM_001190823	chr18(.):46441222-46474177	1.7135
NM_001190822	chr18(.):46441222-46480703	1.8015
NM_030973	chr19(.):50316535-50345237	0.3463
NM_001039846	chr19(.):2091867-2104583	1.3139
NM_019112	chr19(.):1035101-1070570	0.7739
NM_001164605	chr19(.):35640844-35665788	0.3066
NM_014164	chr19(.):35640624-35665788	0.3042
NR_028406	chr19(.):35640671-35665788	0.3047
NM_020695	chr19(.):1810244-1853452	0.2849
NM_052847	chr19(.):2506217-2707746	0.7102
NM_015318	chr19(.):7454998-7542371	0.1107
NM_032855	chr19(.):16239837-16274377	1.5103
NM_021235	chr19(.):16467407-16587762	0.3767
NM_006387	chr19(.):16623699-16658263	0.1496
NM_001492	chr19(.):18974360-19011953	0.0519
NM_001031749	chr19(.):44295078-44311613	0.0598
NM_006801	chr19(.):48880826-48899810	1.1376
NM_024100	chr19(.):979327-999569	0.2679
NM_004368	chr19(.):1021297-1044064	1.2212
NM_033420	chr19(.):1004649-1026141	0.4075
NM_138690	chr19(.):995436-1014723	0.0947
NM_012292	chr19(.):1062173-1091627	0.6517
NM_001280	chr19(.):1264266-1278171	0.9925
NM_017914	chr19(.):1270519-1284243	0.6669
NM_177401	chr19(.):1243551-1264142	0.7217
NM_001001975	chr19(.):1236748-1249824	0.542
NM_001405	chr19(.):1281167-1304944	0.0695
NM_152769	chr19(.):1224946-1242990	0.2036
NR_027271	chr19(.):1262469-1275259	0.4891
NR_023313	chr19(.):1264266-1279809	0.9001
NM_138813	chr19(.):1777073-1817270	0.1106
NM_001178002	chr19(.):1777073-1817199	0.1107
NR_031730	chr19(.):1811157-1821237	0.2082
NR_034114	chr19(.):1817087-1829542	0.0648
NM_031918	chr19(.):1847397-1868564	1.123
NM_138422	chr19(.):1900416-1918446	0.2884
NM_001130111	chr19(.):1871974-1890518	0.3155
NM_079834	chr19(.):1900372-1931012	0.2647
NM_017572	chr19(.):2032469-2056243	0.6149
NM_017797	chr19(.):1980446-2020702	0.1094
NM_130807	chr19(.):2066034-2101269	2.9791
NM_004152	chr19(.):2264519-2278487	0.6868
NM_018049	chr19(.):2228154-2241328	0.9531
NM_000479	chr19(.):2244112-2257072	0.8336
NM_198532	chr19(.):2269630-2287181	0.4024
NR_031596	chr19(.):2229060-2239148	1.1283
NM_007165	chr19(.):2231815-2253678	0.6204
NM_144616	chr19(.):2247249-2261422	1.4963
NM_001101391	chr19(.):2284773-2313156	0.2235
NR_036207	chr19(.):2245637-2255717	0.2406
NM_032737	chr19(.):2423163-2461958	0.4322
NM_012458	chr19(.):2420621-2432875	0.5553
NM_015675	chr19(.):2471122-2483257	1.6193
NM_001379	chr19(.):10239021-10310755	0.1961
NM_004230	chr19(.):10327108-10346948	1.3511
NR_036206	chr19(.):10336088-10346161	0.5181
NM_001544	chr19(.):10392649-10404198	0.1489
NM_015956	chr19(.):10357639-10375721	0.1746
NM_000201	chr19(.):10376516-10402291	0.2
NM_001195800	chr19(.):11195037-11249505	0.4515
NM_023072	chr19(.):13901273-13948044	0.1643
NR_029613	chr19(.):13980512-13990622	0.0594
NR_036515	chr19(.):13940329-13952103	1.351
NM_001098622	chr19(.):13982949-13996571	0.4489
NR_030179	chr19(.):13980688-13990825	0.0628
NR_029497	chr19(.):13942100-13952173	1.578
NR_029495	chr19(.):13942400-13952473	1.6315
NR_029501	chr19(.):13942253-13952331	1.6048
NM_005370	chr19(.):16217489-16249445	0.9445
NM_001145160	chr19(.):16173316-16218813	0.6423
NR_024335	chr19(.):16139522-16157918	0.0648
NR_024336	chr19(.):16140288-16157918	0.0647
NM_003290	chr19(.):16182134-16218813	0.6306
NM_032493	chr19(.):16303664-16351156	0.0833
NM_054113	chr19(.):16267178-16289286	0.4315
NM_014077	chr19(.):16291234-16307857	0.2218
NM_016270	chr19(.):16430650-16443339	0.611
NM_024881	chr19(.):16655647-16688193	0.0936
NM_004831	chr19(.):16680717-16744015	0.657
NM_001145724	chr19(.):19035009-19054858	0.3697
NM_001145722	chr19(.):19035009-19056113	0.4409
NM_001145721	chr19(.):19035009-19056161	0.4413
NR_027297	chr19(.):19035009-19055444	0.4011
NM_007263	chr19(.):19005322-19035199	0.1428
NM_004838	chr19(.):19035009-19057041	0.4681
NM_019070	chr19(.):19025483-19044442	0.1981
NM_015925	chr19(.):35734558-35763867	0.5866
NM_152481	chr19(.):35710703-35724628	0.0515
NM_003407	chr19(.):39892486-39905045	3.813
NM_003169	chr19(.):39931287-39972308	0.2054
NM_001130825	chr19(.):39931185-39972308	0.2078
NM_019088	chr19(.):39871269-39886679	0.3206
NM_017592	chr19(.):39876962-39896203	2.0829
NM_001020	chr19(.):39918846-39931618	0.4403
NM_022835	chr19(.):39898749-39924055	0.5348
NM_001142579	chr19(.):40570058-40601845	0.2622
NM_001010880	chr19(.):40573898-40601810	0.288
NM_002446	chr19(.):40692650-40726482	0.179
NM_001098506	chr19(.):42077530-42098197	0.126
NM_019612	chr19(.):44215213-44229169	0.0587
NM_019108	chr19(.):44230300-44264142	0.544
NM_002250	chr19(.):44265684-44290409	1.0703
NM_178511	chr19(.):47773141-47783980	0.5845
NM_001127240	chr19(.):47719080-47741023	1.1515
NM_014417	chr19(.):47719078-47739451	1.2273
NM_015603	chr19(.):47754730-47780210	0.4733
NR_036159	chr19(.):47725200-47735276	2.2796
NR_036158	chr19(.):47725198-47735278	2.2788
NM_144577	chr19(.):48794708-48828332	0.2849
NM_018273	chr19(.):48830615-48872186	0.5789
NM_012451	chr19(.):48862650-48884634	0.8802
NM_001425	chr19(.):48823628-48838810	1.5502
NM_153608	chr19(.):48769653-48795863	0.0615
NM_000836	chr19(.):48893131-48953188	0.2849
NM_001098632	chr19(.):50367296-50385644	1.2389
NM_032375	chr19(.):50367296-50385578	1.2432
NM_001098633	chr19(.):50367296-50385612	1.241
NM_017432	chr19(.):50349415-50368999	0.2803
NM_001168222	chr19(.):50375681-50397007	0.8518
NM_007254	chr19(.):50359459-50375822	0.3571
NM_152899	chr19(.):50387913-50405147	0.3349
NM_012068	chr19(.):50426958-50442193	0.5165
NM_001174088	chr20(.):46125600-46290621	0.1186
NM_001042472	chr20(.):25275849-25376477	0.6532
NM_015600	chr20(.):25270378-25376477	0.6621
NM_001191	chr20(.):30247260-30315656	1.9589
NM_031483	chr20(.):32946061-33104197	0.3207
NM_015568	chr20(.):37429347-37556667	1.1776
NM_032883	chr20(.):42539781-42703254	0.6009
NM_001098798	chr20(.):42569535-42703254	0.6713
NM_001098797	chr20(.):42538491-42703254	0.601
NM_000022	chr20(.):43243162-43285376	0.896
NM_006282	chr20(.):43590119-43713593	0.5278
NM_183048	chr20(.):45833380-45990474	0.3662
NM_001193339	chr20(.):45181461-45285100	0.2074
NM_001011554	chr20(.):45181461-45318124	0.192
NM_199427	chr20(.):50695549-50813524	0.3569
NM_183425	chr20(.):55961462-55989386	0.7735
NM_080618	chr20(.):56067223-56105154	0.1811
NM_019593	chr20(.):5520079-5596672	0.4457
NM_012261	chr20(.):9490270-9516171	1.5092
NM_002862	chr20(.):25223705-25283648	0.7262
NM_032609	chr20(.):30220690-30237800	0.081
NM_012112	chr20(.):30321903-30394603	0.1284
NM_182584	chr20(.):31214426-31244783	0.0901
NM_176812	chr20(.):32394109-32447173	1.9553
NR_030374	chr20(.):33049129-33059223	0.1009
NM_030919	chr20(.):37549954-37586703	0.1385
NR_034104	chr20(.):43280091-43305380	0.2639
NM_006809	chr20(.):43565770-43594114	0.1718
NM_001124756	chr20(.):43533702-43572962	0.0802
NM_145652	chr20(.):43733092-43748803	0.0848
NM_002251	chr20(.):43715949-43734753	0.1396
NM_080721	chr20(.):45164584-45184213	1.4906
NM_018102	chr20(.):45124706-45147194	0.0603
NR_024594	chr20(.):45942245-45954498	0.0553
NM_022088	chr20(.):50762816-50813524	0.7237
NM_006526	chr20(.):52178609-52204636	0.9704
NR_002189	chr20(.):52486039-52497248	1.5152
NM_003657	chr20(.):52555078-52692304	0.3886
NM_001015885	chr20(.):55921617-55958519	0.1617
NM_003610	chr20(.):55921144-55958519	0.1613
NM_001190472	chr20(.):55928495-55939878	0.0741
NR_024470	chr20(.):61289378-61302973	0.106
NM_016354	chr20(.):61268796-61308647	0.6923
NM_000874	chr21(.):34597230-34640062	1.4661
NM_207585	chr21(.):34597230-34641820	1.4556
NM_001754	chr21(.):36155097-36426595	0.3976
NM_001001890	chr21(.):36155097-36265987	0.6774
NM_006198	chr21(.):41234346-41306322	0.4864
NM_173568	chr21(.):43486425-43568105	0.385
NM_001199527	chr21(.):43478067-43568105	1.2628
NM_003683	chr21(.):45204417-45228983	0.3364
NM_001100421	chr21(.):19156283-19196703	1.0406
NM_000629	chr21(.):34692213-34737128	0.8272
NM_000628	chr21(.):34633671-34674520	0.5808
NM_005534	chr21(.):34770201-34814828	0.394
NM_001122607	chr21(.):36188573-36265987	0.9105
NM_170737	chr21(.):39639428-39678746	0.5671
NM_170736	chr21(.):39623869-39678746	0.4431
NM_002243	chr21(.):39623663-39678746	0.4419
NM_020727	chr21(.):43401939-43435496	0.4851
NR_027273	chr21(.):43437112-43450060	0.1526
NR_027243	chr21(.):43517243-43533644	0.668
NM_000100	chr21(.):45188830-45201259	1.0938
NR_026961	chr21(.):45220638-45237448	0.1059
NM_005049	chr21(.):45522207-45556063	0.2065
NM_198155	chr21(.):45548493-45570605	1.3027
NM_002473	chr22(.):36672322-36789063	0.476
NM_004327	chr22(.):23517551-23665224	0.2188
NM_014433	chr22(.):23396592-23489241	0.4952
NM_001887	chr22(.):26990361-27018991	1.5081
NM_007194	chr22(.):29078730-29142822	0.106
NM_001195071	chr22(.):38610297-38673670	0.4938
NM_001195072	chr22(.):38610297-38674040	0.4915
NM_001003406	chr22(.):39961757-40090740	0.065
NM_024821	chr22(.):42191677-42227303	0.2221
NM_007128	chr22(.):22594199-22604926	0.2205
NR_030755	chr22(.):23160269-23170365	1.3753
NM_001178126	chr22(.):23224959-23243013	7.8275
NM_004914	chr22(.):23482512-23511531	0.9634
NM_001024938	chr22(.):24194058-24232725	0.2043
NM_002415	chr22(.):24231564-24242409	0.5709
NM_001024939	chr22(.):24195040-24232725	0.2071
NM_001007468	chr22(.):24124149-24181705	0.2836
NM_001002862	chr22(.):24171689-24186199	1.0402
NM_000675	chr22(.):24818529-24843325	1.1509
NR_028484	chr22(.):24820177-24895783	0.4456
NM_001008566	chr22(.):26916713-26966370	0.1919
NM_003595	chr22(.):26916713-26991089	0.552
NR_031615	chr22(.):26946177-26956289	0.4631
NR_003491	chr22(.):27048445-27077440	0.5927
NM_001886	chr22(.):27012927-27031636	0.5615
NM_172002	chr22(.):29133042-29158496	0.3847
NM_173510	chr22(.):29163661-29190283	0.9892
NM_001079539	chr22(.):29185547-29201560	3.1517
NM_145640	chr22(.):36531370-36561977	0.8029
NM_145642	chr22(.):36531370-36567225	0.7094
NM_030643	chr22(.):36580175-36605879	0.1067
NM_031910	chr22(.):37571205-37589330	0.0792
NM_001051	chr22(.):37597244-37613353	0.6426
NM_013385	chr22(.):37673494-37716389	0.214
NM_002872	chr22(.):37616309-37645305	1.5309
NM_152221	chr22(.):38681696-38718413	0.607
NR_002821	chr22(.):38735669-38799931	0.6253
NM_001894	chr22(.):38681696-38719089	0.5969
NM_004981	chr22(.):38817332-38845033	0.0561
NM_004286	chr22(.):39096806-39134592	0.3425
NM_005740	chr22(.):39169512-39195161	0.086
NM_014876	chr22(.):39076547-39101459	0.4485
NM_015374	chr22(.):39125734-39156947	1.0439
NM_001006666	chr22(.):39431672-39445428	0.7025
NM_004900	chr22(.):39373404-39393783	1.303
NM_001193289	chr22(.):39348526-39393783	0.884
NM_152426	chr22(.):39412117-39434256	0.6672
NM_014508	chr22(.):39405264-39419825	1.4678
NM_021822	chr22(.):39468009-39488748	0.8414
NM_181773	chr22(.):39488228-39505072	0.5197
NM_006116	chr22(.):39790758-39832887	0.4933
NM_153497	chr22(.):39790758-39838132	0.7828
NM_194326	chr22(.):39920097-39933860	0.6848
NM_002409	chr22(.):39848324-39893199	0.5106
NM_019008	chr22(.):39893283-39919137	0.6131
NM_182810	chr22(.):39911568-39923691	1.0417
NM_001098270	chr22(.):39878228-39893199	0.1537
NM_152513	chr22(.):42090517-42200459	0.3518
