GENE_ID	locusLine	bin_1_24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06.bam
NM_001012634	chr16(.):3110638-3124668	0.9071
NM_001012632	chr16(.):3110662-3124668	0.9076
NM_020982	chr16(.):3057456-3069506	2.0051
NM_004221	chr16(.):3110312-3124668	0.9142
NM_001142350	chr16(.):3069031-3082756	1.215
NM_032805	chr16(.):3133894-3147861	0.9843
NM_017885	chr16(.):3067625-3079287	0.8282
NM_152341	chr16(.):3014341-3028485	0.2107
NM_001012636	chr16(.):3110784-3124668	0.9089
NM_001012635	chr16(.):3110611-3124668	0.9069
NM_001103175	chr16(.):3072867-3090542	1.7049
NM_016639	chr16(.):3065312-3077383	0.9614
NM_021195	chr16(.):3059712-3073188	1.6561
NM_022468	chr16(.):3091681-3115724	1.347
NR_033861	chr16(.):3034054-3049510	2.4167
NM_004203	chr16(.):3017791-3035540	0.2835
NM_016151	chr16(.):29980221-30004719	0.0534
NM_003609	chr16(.):29999310-30012412	0.0597
NM_002720	chr16(.):30082383-30101695	0.073
NM_001127617	chr16(.):30070972-30086735	0.1006
NM_184041	chr16(.):30072043-30086735	0.1029
NM_184043	chr16(.):30070599-30086735	0.0984
NM_000034	chr16(.):30059490-30086735	0.1158
NM_001109659	chr16(.):30029654-30041023	1.8605
NM_003586	chr16(.):30011834-30027401	0.8417
NM_031478	chr16(.):30030747-30047186	1.7825
NM_001127464	chr16(.):88488878-88512165	1.406
NM_153813	chr16(.):88515013-88606574	0.0899
NM_178518	chr17(.):7333761-7345998	0.9457
NM_021962	chr17(.):901758-1088131	0.6662
NM_001159746	chr17(.):901758-1095616	0.7124
NM_025248	chr17(.):36681258-36767183	1.3936
NM_002055	chr17(.):42977992-42997914	0.899
NM_153209	chr17(.):72317350-72356959	1.1116
NM_173628	chr17(.):76414777-76578476	1.0682
NM_020761	chr17(.):78513624-78945173	0.0687
NM_022463	chr17(.):697584-888010	1.1737
NM_001092	chr17(.):901758-1017324	0.0625
NM_001190413	chr17(.):57179-207633	0.8281
NM_015721	chr17(.):642660-660501	0.0783
NM_001105538	chr17(.):4437190-4463681	0.1334
NM_018081	chr17(.):7586666-7611820	0.4579
NM_001143991	chr17(.):7585757-7611820	0.4452
NM_020877	chr17(.):7618038-7742058	1.1175
NM_001143990	chr17(.):7584388-7611820	0.4273
NM_012138	chr17(.):35301174-35419171	0.069
NM_004382	chr17(.):43856645-43918194	1.2106
NM_003110	chr17(.):45968515-46011323	0.053
NM_002507	chr17(.):47567654-47597382	1.5569
NM_003786	chr17(.):48707217-48774063	0.3592
NM_022827	chr17(.):48619561-48638213	0.6841
NM_030779	chr17(.):61595694-61628602	0.6181
NM_032646	chr17(.):72204695-72263157	0.6954
NM_178128	chr17(.):72868472-72894705	1.3298
NM_181449	chr17(.):72601021-72624897	1.0913
NM_001003716	chr17(.):73639944-73668269	0.0751
NM_004259	chr17(.):73617949-73668265	0.13
NM_024419	chr17(.):76369734-76425639	0.1312
NM_001082575	chr17(.):77080426-77483563	1.5729
NM_019020	chr17(.):77908818-78014647	1.471
NR_029376	chr17(.):78320630-78393968	0.1915
NM_014740	chr17(.):78104012-78125982	0.1135
NM_001009811	chr17(.):79158392-79201751	0.1767
NM_017451	chr17(.):79003946-79096232	2.5294
NM_017450	chr17(.):79003946-79089312	2.5785
NM_178520	chr17(.):79280071-79309474	1.9408
NM_001080519	chr17(.):79368539-79438358	2.3614
NM_024083	chr17(.):79930425-79980282	0.135
NM_001009905	chr17(.):80896666-81014686	0.5243
NM_003585	chr17(.):1010-36420	1.0092
NR_024120	chr17(.):650899-663576	0.0925
NM_016080	chr17(.):657548-690571	0.0519
NM_018146	chr17(.):680512-700741	0.1537
NM_001164405	chr17(.):1168857-1179565	1.1643
NM_172367	chr17(.):1177956-1209281	1.4007
NM_178568	chr17(.):1832970-1933178	1.5681
NM_001383	chr17(.):1928430-1951725	0.515
NM_080822	chr17(.):1940276-1951725	0.0837
NM_001098202	chr17(.):1954603-1967981	0.7112
NR_029625	chr17(.):1948564-1958674	1.0142
NM_006497	chr17(.):1953392-1967981	0.7962
NR_029674	chr17(.):1948201-1958302	0.9955
NM_001122890	chr17(.):4455221-4468876	0.1127
NM_001140	chr17(.):4529213-4549960	0.8229
NM_001114974	chr17(.):4482833-4516614	1.5448
NM_198501	chr17(.):4482275-4516614	1.5396
NM_001143775	chr17(.):7141905-7159995	0.0761
NM_015982	chr17(.):7186570-7202876	1.8496
NM_001185023	chr17(.):7158221-7171264	0.9998
NM_001185022	chr17(.):7158221-7171512	1.0117
NM_001128827	chr17(.):7088209-7125928	1.1693
NM_000018	chr17(.):7118152-7133585	0.2759
NM_004422	chr17(.):7123660-7142863	0.0602
NM_007278	chr17(.):7138737-7150753	0.0722
NM_024297	chr17(.):7133346-7147825	0.0574
NM_001365	chr17(.):7088209-7128369	1.1038
NM_203415	chr17(.):7150371-7168259	0.5521
NM_015362	chr17(.):7150550-7168259	0.5574
NM_001042	chr17(.):7180053-7196367	1.7439
NM_015343	chr17(.):7141905-7160259	0.075
NR_029896	chr17(.):7121615-7131698	0.136
NM_199339	chr17(.):7318678-7329951	1.6668
NM_001143762	chr17(.):7206693-7220782	0.1838
NM_032442	chr17(.):7213950-7237638	0.0869
NM_001143761	chr17(.):7206287-7220782	0.197
NM_152766	chr17(.):7301294-7312418	0.7548
NM_001143760	chr17(.):7205317-7220782	0.2187
NM_014716	chr17(.):7234847-7259793	0.3555
NM_020360	chr17(.):7288054-7302843	0.2804
NM_001970	chr17(.):7205855-7220782	0.207
NM_004489	chr17(.):7210977-7223658	0.0715
NM_020795	chr17(.):7306501-7328179	1.5426
NM_175734	chr17(.):7323934-7335886	1.2233
NM_001128833	chr17(.):7357684-7387944	0.1399
NM_000937	chr17(.):7382697-7422935	0.0908
NM_020899	chr17(.):7357684-7392568	0.1337
NM_004112	chr17(.):7337688-7353251	1.2111
NM_000747	chr17(.):7343405-7365932	0.8407
NM_001102614	chr17(.):7379720-7391383	0.1894
NM_000546	chr17(.):7566719-7595863	0.0565
NM_001126117	chr17(.):7566719-7583811	0.0397
NM_001406	chr17(.):7603519-7619693	1.4535
NR_002778	chr17(.):7652637-7663286	0.7403
NM_001080424	chr17(.):7738234-7763118	0.169
NM_144607	chr17(.):7756063-7770600	0.1094
NM_032356	chr17(.):7755002-7766172	0.1185
NM_203411	chr17(.):7753383-7764417	0.1119
NM_001039131	chr17(.):7937357-7957451	1.1833
NR_036201	chr17(.):7986373-7996465	1.695
NM_001139	chr17(.):7970953-7996021	1.6309
NM_021628	chr17(.):7994217-8026860	0.9562
NM_032580	chr17(.):8018907-8032410	0.9677
NM_001165960	chr17(.):7994217-8027234	0.9596
NR_003190	chr17(.):16685205-16712819	0.0768
NR_026810	chr17(.):16687056-16698815	0.0711
NR_029392	chr17(.):16728796-16741147	0.7778
NM_006613	chr17(.):18918989-18955336	0.1849
NM_001129778	chr17(.):19025781-19067148	0.4508
NM_001102664	chr17(.):19135689-19245028	0.1068
NR_027384	chr17(.):26795663-26829798	0.7982
NM_003593	chr17(.):26845958-26870175	1.4081
NM_005165	chr17(.):26895132-26908951	0.0801
NM_033198	chr17(.):26875405-26903887	0.1193
NM_005148	chr17(.):26868724-26884646	0.2411
NM_021006	chr17(.):34517267-34529156	0.157
NM_001001418	chr17(.):34576084-34597027	1.7651
NM_001001435	chr17(.):34533467-34545274	0.1813
NM_001001437	chr17(.):34517267-34529147	0.1569
NM_001001417	chr17(.):34488060-34508988	1.6926
NM_021006	chr17(.):34618841-34630730	0.1478
NM_001001437	chr17(.):34618841-34630721	0.1472
NM_001001435	chr17(.):34635033-34646840	0.1642
NM_001123392	chr17(.):34740935-34762050	1.8109
NM_001001418	chr17(.):34741118-34813091	1.1486
NM_001040282	chr17(.):34792174-34813103	1.852
NM_004773	chr17(.):34837472-34856662	0.1183
NM_005568	chr17(.):35289498-35305494	1.7103
NM_001123391	chr17(.):36278959-36300098	1.894
NR_024178	chr17(.):36197572-36249363	0.0636
NM_032258	chr17(.):36278959-36299915	1.9063
NM_001123391	chr17(.):36332527-36353666	2.0082
NM_032258	chr17(.):36332710-36353666	2.0232
NM_199247	chr17(.):37328388-37358901	0.0702
NM_000981	chr17(.):37351535-37365980	0.12
NM_198993	chr17(.):37361788-37387040	0.9511
NM_006160	chr17(.):37755020-37769175	1.6883
NM_001165938	chr17(.):37788332-37825454	0.2749
NM_032192	chr17(.):37778178-37797877	0.6029
NM_181505	chr17(.):37779752-37797878	0.6374
NM_000422	chr17(.):39770691-39785882	1.6936
NM_000526	chr17(.):39733530-39748147	0.6076
NR_033415	chr17(.):39777578-39801451	0.9593
NM_000226	chr17(.):39717093-39733310	0.5341
NM_005557	chr17(.):39761030-39774079	1.1208
NM_006688	chr17(.):43032060-43050644	1.103
NM_001080443	chr17(.):42998447-43030082	0.1529
NM_175882	chr17(.):43917255-43929438	0.7817
NM_199262	chr17(.):45917279-45938240	1.3861
NM_145798	chr17(.):45879732-45904147	0.0881
NM_033413	chr17(.):45903992-45920079	0.0939
NM_001145023	chr17(.):45910046-45923699	0.1932
NM_145255	chr17(.):45895637-45913907	0.0633
NM_002145	chr17(.):46615018-46627393	0.3843
NM_024015	chr17(.):46647868-46660743	0.1322
NR_029608	chr17(.):46652199-46662309	0.1757
NM_002146	chr17(.):46621231-46656810	0.0875
NM_018952	chr17(.):46668098-46687334	0.9592
NM_004502	chr17(.):46679594-46693383	0.6994
NM_024016	chr17(.):46684707-46697301	1.0467
NM_024017	chr17(.):46693518-46708835	1.7439
NR_029582	chr17(.):46704851-46714921	0.9086
NR_033202	chr17(.):46662841-46684703	0.9546
NR_033203	chr17(.):46664653-46684703	1.0054
NR_033205	chr17(.):46668319-46684703	1.1038
NR_033201	chr17(.):46662822-46688774	0.8329
NM_002147	chr17(.):46663618-46676103	0.8782
NR_033204	chr17(.):46664681-46688774	0.8674
NR_036150	chr17(.):46796769-46806837	1.6103
NR_024103	chr17(.):46795541-46807119	1.5423
NM_006361	chr17(.):46797126-46811111	1.4844
NM_032391	chr17(.):46794081-46804882	1.3102
NM_173623	chr17(.):46834592-46876686	0.3243
NM_002634	chr17(.):47476419-47497242	0.1483
NM_007225	chr17(.):47648297-47666171	0.5566
NM_001077503	chr17(.):47910670-47930379	0.1719
NM_138281	chr17(.):48041561-48057323	2.1559
NM_001934	chr17(.):48045129-48056951	2.1596
NM_005220	chr17(.):48062368-48077588	1.9844
NM_032595	chr17(.):48206100-48232877	0.1813
NM_000023	chr17(.):48238365-48258293	0.2556
NM_000088	chr17(.):48256456-48284000	1.3538
NR_024193	chr17(.):48243788-48254837	0.2788
NM_032133	chr17(.):48580744-48613862	0.5446
NM_017957	chr17(.):48605047-48626111	1.107
NM_198376	chr17(.):48633448-48709431	1.7122
NM_198396	chr17(.):48633448-48709542	1.7113
NM_198397	chr17(.):48633448-48688833	1.7892
NM_001178057	chr17(.):61557177-61580741	1.4113
NM_001017917	chr17(.):61504664-61523207	0.1445
NM_001017916	chr17(.):61504664-61528545	0.233
NM_000789	chr17(.):61549421-61580741	1.4036
NM_001915	chr17(.):61504664-61528722	0.2341
NM_001035258	chr17(.):72194794-72211019	0.6853
NR_026914	chr17(.):72201134-72214460	0.2733
NM_052869	chr17(.):72239504-72263157	0.9196
NM_001080466	chr17(.):72347554-72362958	1.3355
NM_181790	chr17(.):72358644-72373739	1.3481
NM_152460	chr17(.):72576056-72595348	0.693
NM_001115152	chr17(.):72571110-72593370	0.7179
NM_175738	chr17(.):72662255-72748474	0.2548
NM_004110	chr17(.):72853618-72874156	0.8279
NM_000835	chr17(.):72833167-72861007	0.8616
NM_178233	chr17(.):72926896-72950511	1.5413
NM_014603	chr17(.):72978726-73006892	0.9545
NM_173477	chr17(.):72907175-72924351	1.6132
NM_030630	chr17(.):72941838-72973900	1.2091
NM_178160	chr17(.):72915369-72935006	1.7425
NR_003587	chr17(.):73579138-73627927	1.3286
NM_001162995	chr17(.):73624513-73642486	0.0731
NR_028439	chr17(.):73627674-73642486	0.0726
NM_001162997	chr17(.):73637645-73649057	0.0839
NM_013260	chr17(.):73658398-73709139	0.0769
NR_004397	chr17(.):74549873-74559951	0.118
NR_004396	chr17(.):74552189-74562275	0.0817
NM_024599	chr17(.):74461974-74502509	0.0802
NR_004395	chr17(.):74552714-74562788	0.075
NM_134268	chr17(.):74518439-74538782	1.5555
NM_001005498	chr17(.):74461974-74488991	0.0716
NM_001077620	chr17(.):74531120-74546458	1.5489
NR_033357	chr17(.):74518667-74546458	1.437
NM_144677	chr17(.):74859797-74951471	1.3111
NM_198955	chr17(.):74863728-74951471	1.3337
NM_003955	chr17(.):76347858-76361158	1.5059
NM_198594	chr17(.):77015250-77050870	1.7264
NM_198593	chr17(.):77025471-77050870	1.5405
NM_138793	chr17(.):76982797-77010899	0.1324
NM_005567	chr17(.):76962334-76981061	0.3586
NM_001042573	chr17(.):77066018-77089681	1.0472
NM_178543	chr17(.):77699881-77721021	1.277
NM_005189	chr17(.):77746976-77766449	1.8315
NM_003655	chr17(.):77801954-77818213	1.0332
NM_032647	chr17(.):77746976-77761331	1.8102
NM_020649	chr17(.):77763175-77775915	1.8035
NM_000152	chr17(.):78070354-78098679	1.4036
NM_017950	chr17(.):78005434-78079412	1.2222
NM_001166347	chr17(.):78189199-78232308	0.0598
NM_000199	chr17(.):78178078-78199199	0.069
NM_052819	chr17(.):78156598-78177723	0.9277
NM_024110	chr17(.):78147280-78187851	0.7421
NM_002522	chr17(.):78435632-78455404	2.0457
NM_001164638	chr17(.):78383966-78409171	1.1517
NM_001164637	chr17(.):78383966-78416884	1.1844
NM_024591	chr17(.):78960640-78978933	0.4382
NR_026857	chr17(.):78997932-79013519	2.1924
NM_001080395	chr17(.):79086095-79144872	2.1115
NR_027255	chr17(.):79134306-79161964	2.026
NR_029897	chr17(.):79094682-79104749	1.9998
NR_030394	chr17(.):79094075-79104173	1.9282
NR_031652	chr17(.):79101995-79112108	2.3437
NR_036151	chr17(.):79094676-79104755	1.9992
NM_138570	chr17(.):79219670-79274096	0.1022
NM_178519	chr17(.):79271623-79288048	2.2467
NR_036152	chr17(.):79413129-79423214	2.7793
NM_012418	chr17(.):79490416-79509156	0.6453
NM_001614	chr17(.):79471998-79484827	0.2894
NM_001093767	chr17(.):79775292-79796167	0.2724
NM_000160	chr17(.):79757009-79776889	2.1834
NM_000918	chr17(.):79796033-79823544	0.1336
NM_001007533	chr17(.):79786367-79797926	0.3263
NM_002359	chr17(.):79871145-79890588	0.1347
NR_033683	chr17(.):79855776-79874077	0.3031
NM_001145113	chr17(.):79892520-79910109	0.8235
NM_016538	chr17(.):79864814-79881058	0.0866
NM_006907	chr17(.):79885268-79899968	0.5903
NM_032711	chr17(.):79871145-79886408	0.081
NR_033682	chr17(.):79855776-79874340	0.2988
NM_178493	chr17(.):79905382-79924057	1.557
NR_015454	chr17(.):79880704-79893629	0.1652
NM_001004431	chr17(.):81032566-81057591	1.2092
NM_004671	chr18(.):44387059-44502466	0.0455
NM_031303	chr18(.):44521786-44633614	0.2479
NM_016427	chr18(.):44553942-44566988	0.4647
NM_001100817	chr18(.):44537730-44549371	0.8926
NM_001100817	chr18(.):44543657-44555298	1.5085
NM_145653	chr18(.):44549572-44561449	1.0759
NM_145653	chr18(.):44543657-44555534	1.5035
NM_001100817	chr18(.):44549572-44561213	1.0934
NM_198471	chr19(.):8382467-8413146	1.1048
NM_133475	chr19(.):4178350-4229811	1.5898
NM_130853	chr19(.):5200518-5345814	1.1513
NM_002068	chr19(.):3131190-3168766	1.0621
NM_019112	chr19(.):1035101-1070570	0.1646
NM_014601	chr19(.):48211600-48251391	1.0058
NM_194460	chr19(.):642525-668233	0.3021
NM_020695	chr19(.):1810244-1853452	0.2292
NM_052847	chr19(.):2506217-2707746	0.1692
NM_012398	chr19(.):3625178-3705477	0.1177
NM_001172673	chr19(.):3219701-3302073	1.1708
NM_021938	chr19(.):3219700-3302073	1.1708
NM_002378	chr19(.):3772966-3806810	1.5406
NR_033342	chr19(.):3220482-3302073	1.1668
NM_205843	chr19(.):3354615-3468603	1.6671
NM_005597	chr19(.):3361572-3468603	1.6844
NM_001042680	chr19(.):3533262-3562571	0.261
NM_139159	chr19(.):4670243-4728855	0.1061
NM_017720	chr19(.):4319039-4343847	0.5882
NM_152784	chr19(.):5715687-5783742	1.0992
NR_034166	chr19(.):5889680-5909024	0.2312
NM_000635	chr19(.):5988174-6115664	1.0567
NM_001044387	chr19(.):7064470-7092978	0.1804
NM_001166113	chr19(.):7594635-7631653	0.1954
NM_001166114	chr19(.):7595588-7631653	0.2
NM_006702	chr19(.):7594037-7631653	0.1948
NM_001166112	chr19(.):7594127-7631653	0.1949
NM_001166111	chr19(.):7594590-7631653	0.1952
NM_006351	chr19(.):7986602-8013708	0.1604
NM_002501	chr19(.):13101583-13214610	0.9861
NM_014975	chr19(.):12944258-12990766	0.8062
NM_014921	chr19(.):14253548-14321997	1.0404
NM_002248	chr19(.):18057110-18114930	1.6313
NM_000923	chr19(.):18313770-18364010	1.2616
NM_000704	chr19(.):36036094-36059560	0.9088
NM_001042724	chr19(.):45344392-45397485	1.1232
NM_002856	chr19(.):45344392-45387198	1.2688
NM_015063	chr19(.):47926278-47980307	1.1214
NR_004401	chr19(.):49136295-49190502	0.885
NM_020309	chr19(.):49927654-49949808	1.4603
NM_014037	chr19(.):49787891-49833474	0.3179
NM_001136201	chr19(.):55959345-55978049	0.7578
NM_001161440	chr19(.):55687614-55725874	1.1569
NM_176820	chr19(.):56214797-56254768	0.3986
NM_001085488	chr19(.):55819226-55841708	0.2816
NM_017550	chr19(.):300574-349791	0.7237
NM_199202	chr19(.):357056-381009	1.2305
NM_182577	chr19(.):458345-479983	0.6717
NM_033513	chr19(.):502496-524654	0.5858
NM_001136263	chr19(.):400442-414170	1.3347
NM_012435	chr19(.):411582-465996	0.8052
NM_130762	chr19(.):491489-510343	0.6431
NM_001194	chr19(.):584892-622159	1.3386
NM_001728	chr19(.):567536-588493	0.3943
NM_004359	chr19(.):526732-547087	0.5406
NM_005035	chr19(.):612222-638568	0.1866
NM_020637	chr19(.):634925-648604	0.3292
NM_198591	chr19(.):566324-588493	0.3765
NM_005317	chr19(.):539026-554919	1.0971
NM_214710	chr19(.):680545-700461	2.1015
NM_173481	chr19(.):746145-769318	2.2629
NM_002579	chr19(.):703952-753330	2.5027
NM_005860	chr19(.):671388-688392	2.0359
NR_036154	chr19(.):808583-818653	0.2816
NM_005481	chr19(.):862961-898218	0.1282
NM_002777	chr19(.):835984-853175	2.1309
NM_001972	chr19(.):847290-861246	1.8574
NM_031991	chr19(.):792391-817327	0.2379
NM_001700	chr19(.):822830-837017	2.009
NM_001928	chr19(.):854664-868610	0.8755
NM_024888	chr19(.):807517-826952	0.7857
NM_024100	chr19(.):979327-999569	0.4734
NM_004368	chr19(.):1021297-1044064	0.1767
NM_033420	chr19(.):1004649-1026141	0.207
NM_138690	chr19(.):995436-1014723	1.0511
NM_001280	chr19(.):1264266-1278171	0.3143
NM_017914	chr19(.):1270519-1284243	0.5184
NM_177401	chr19(.):1243551-1264142	0.1274
NM_001001975	chr19(.):1236748-1249824	1.0427
NM_001405	chr19(.):1281167-1304944	3.5094
NM_152769	chr19(.):1224946-1242990	2.0507
NM_000455	chr19(.):1200797-1233434	0.322
NR_027271	chr19(.):1262469-1275259	0.3402
NM_170711	chr19(.):1402583-1440682	0.1651
NM_001018	chr19(.):1433362-1445492	0.174
NM_024407	chr19(.):1378882-1400588	0.1701
NM_000156	chr19(.):1392087-1406552	0.4003
NR_024247	chr19(.):1351322-1383430	0.1932
NM_032853	chr19(.):1349975-1383430	0.2394
NM_138393	chr19(.):1486164-1502924	2.5313
NR_026557	chr19(.):1519077-1540455	2.6304
NM_203304	chr19(.):1549667-1573057	0.563
NM_213604	chr19(.):1500016-1518188	1.7445
NM_017573	chr19(.):1476426-1495407	1.6456
NM_152482	chr19(.):1468199-1484228	1.0145
NM_005883	chr19(.):1445147-1478243	1.798
NM_001136139	chr19(.):1604291-1655286	0.098
NM_003926	chr19(.):1571677-1597652	0.2331
NM_003200	chr19(.):1604291-1657326	0.1006
NM_138813	chr19(.):1777073-1817270	2.0337
NM_001178002	chr19(.):1777073-1817199	2.0372
NR_031730	chr19(.):1811157-1821237	0.4915
NM_001080488	chr19(.):1748661-1780444	2.5934
NR_034114	chr19(.):1817087-1829542	0.0893
NM_004152	chr19(.):2264519-2278487	0.1377
NM_000479	chr19(.):2244112-2257072	0.2199
NM_152988	chr19(.):2323628-2360100	0.1438
NM_198532	chr19(.):2269630-2287181	0.3517
NM_144616	chr19(.):2247249-2261422	0.2228
NM_016199	chr19(.):2316519-2333614	0.2142
NM_001101391	chr19(.):2284773-2313156	1.2909
NR_036207	chr19(.):2245637-2255717	0.2333
NM_213568	chr19(.):2729523-2745074	0.2599
NM_145173	chr19(.):2709564-2726390	1.3813
NM_001130	chr19(.):3047907-3067371	0.8255
NM_198969	chr19(.):3047907-3067964	0.8231
NM_002067	chr19(.):3089407-3126454	1.3075
NM_001136503	chr19(.):3469404-3485540	1.5168
NM_016263	chr19(.):3501294-3541755	0.0836
NM_031304	chr19(.):3485818-3505621	0.1424
NM_001145165	chr19(.):3485818-3505938	0.1473
NM_201636	chr19(.):3589503-3611831	1.4587
NM_001135580	chr19(.):3534154-3549028	0.1007
NM_006339	chr19(.):3567942-3584081	0.4513
NM_021231	chr19(.):3605642-3631813	0.2362
NM_133261	chr19(.):3580568-3598539	1.7624
NM_172251	chr19(.):3757664-3772563	0.1318
NM_004886	chr19(.):3745770-3766673	0.19
NM_032753	chr19(.):3764088-3777219	0.534
NM_139355	chr19(.):3772966-3791415	1.2533
NM_014428	chr19(.):3723373-3755682	1.321
NM_015174	chr19(.):3799021-3874027	2.01
NR_027149	chr19(.):3846803-3874027	1.5847
NM_033064	chr19(.):3875617-3933080	1.4156
NM_001145640	chr19(.):3846810-3874027	1.5849
NM_170678	chr19(.):3928100-3947414	1.9851
NR_002602	chr19(.):3977504-3987570	0.1704
NM_001961	chr19(.):3971053-3990461	0.1536
NM_001348	chr19(.):3953451-3974826	0.1418
NR_030367	chr19(.):3956411-3966510	0.1004
NM_001193285	chr19(.):4169105-4187596	0.8359
NM_032607	chr19(.):4148628-4178048	1.8223
NM_030662	chr19(.):4085319-4129126	0.1353
NM_024333	chr19(.):4299590-4328843	1.2893
NM_005755	chr19(.):4224539-4242524	1.6557
NM_020209	chr19(.):4273597-4295720	1.8848
NM_018074	chr19(.):4242110-4274085	0.1232
NM_001169126	chr19(.):4287224-4307428	1.8448
NM_032868	chr19(.):4338523-4365083	0.1149
NM_001080400	chr19(.):4497191-4522716	1.2231
NM_001013706	chr19(.):4517543-4540208	2.3429
NM_001001520	chr19(.):4467254-4507222	0.0921
NM_052972	chr19(.):4532226-4545036	1.8499
NM_032108	chr19(.):4537599-4564771	1.4848
NM_152362	chr19(.):4634526-4660580	0.1953
NM_001167942	chr19(.):4635028-4660580	0.1713
NM_019107	chr19(.):4652556-4675415	0.0882
NR_029607	chr19(.):4765681-4775791	0.724
NM_182919	chr19(.):4810937-4836737	0.1212
NM_018708	chr19(.):4786727-4800571	0.335
NR_027148	chr19(.):4764116-4777568	0.9164
NR_027064	chr19(.):5553177-5573005	1.1149
NM_001097640	chr19(.):5837898-5856485	1.3797
NM_002034	chr19(.):5860836-5875551	1.4871
NM_001134316	chr19(.):5777970-5789776	0.9069
NM_001161619	chr19(.):5780152-5796249	0.7131
NM_000150	chr19(.):5825636-5844742	1.3086
NM_004558	chr19(.):5818817-5833335	0.9059
NM_007320	chr19(.):5911151-5983320	0.0854
NM_001017921	chr19(.):5899851-5915263	0.1174
NM_004058	chr19(.):5909192-5921222	0.0557
NR_024372	chr19(.):6999963-7011426	0.6659
NM_144614	chr19(.):7044350-7056746	1.3847
NR_024075	chr19(.):6947510-6995857	0.5493
NM_001136507	chr19(.):7025593-7038022	1.022
NM_001164419	chr19(.):7032754-7045184	1.0432
NM_001164425	chr19(.):7051215-7063645	0.896
NM_018083	chr19(.):7576003-7590911	0.5315
NM_020533	chr19(.):7582495-7603895	0.1558
NM_198534	chr19(.):7557444-7578336	1.0116
NR_024491	chr19(.):7532722-7543247	0.1245
NM_080662	chr19(.):7536760-7558905	0.9708
NM_001130955	chr19(.):7499573-7542371	0.0808
NM_020196	chr19(.):7679410-7699439	0.1537
NM_020902	chr19(.):7655787-7688196	1.0117
NM_006949	chr19(.):7696990-7717759	0.3578
NM_001171155	chr19(.):7689670-7701510	0.218
NM_174895	chr19(.):7691506-7703570	0.2439
NM_020415	chr19(.):7728971-7740340	1.5913
NM_014257	chr19(.):7823034-7839491	0.8948
NM_001144899	chr19(.):7799880-7817464	0.9132
NM_174918	chr19(.):7736942-7749719	1.1102
NM_002002	chr19(.):7748642-7772032	1.1815
NR_002931	chr19(.):7847369-7860898	1.2456
NM_174894	chr19(.):7740760-7752748	0.9549
NM_001042462	chr19(.):7740706-7752748	0.959
NM_001042461	chr19(.):7740763-7752748	0.9549
NR_030717	chr19(.):7980866-7993136	0.6962
NM_145185	chr19(.):7963764-7984363	0.6485
NM_003083	chr19(.):7980193-7993136	0.7319
NM_001159944	chr19(.):7906385-7934862	0.8745
NM_145245	chr19(.):7890160-7934862	0.7184
NM_206833	chr19(.):7984380-7996051	0.1997
NM_001190467	chr19(.):7928604-7944326	0.8449
NR_033250	chr19(.):7938516-7950117	0.6782
NM_025061	chr19(.):7948389-7971908	1.1984
NM_001195259	chr19(.):7976031-7988980	0.7023
NM_032447	chr19(.):8125286-8217385	1.0923
NM_001031	chr19(.):8381383-8392280	0.2814
NM_005001	chr19(.):8371233-8391280	0.1732
NM_016579	chr19(.):8362010-8378240	0.0978
NM_024552	chr19(.):8269216-8332304	0.9945
NM_139314	chr19(.):8424010-8444257	0.4681
NM_004218	chr19(.):8450204-8474317	0.0874
NM_178525	chr19(.):8802750-8814172	0.4689
NM_001004699	chr19(.):8836390-8847335	0.294
NM_144693	chr19(.):8915381-8938565	0.1289
NM_001080997	chr19(.):12931296-12946207	1.0673
NM_181738	chr19(.):12906426-12917694	0.1525
NM_002229	chr19(.):12897309-12909125	0.1254
NM_031429	chr19(.):12931295-12951230	1.2218
NM_006397	chr19(.):12912427-12929462	0.1319
NM_052850	chr19(.):13059971-13073050	0.2777
NM_000159	chr19(.):12996973-13015783	0.1268
NM_001375	chr19(.):12981024-12997335	0.2218
NM_005053	chr19(.):13051653-13069455	0.0978
NM_006563	chr19(.):12990236-13003017	0.2251
NM_152654	chr19(.):13075431-13090567	0.6363
NM_207518	chr19(.):14197506-14229992	0.0679
NM_002730	chr19(.):14197506-14233559	0.0682
NM_018154	chr19(.):14225320-14252440	0.0817
NM_173544	chr19(.):17629109-17669648	1.0268
NM_024656	chr19(.):17661510-17698965	0.2492
NM_012088	chr19(.):17617431-17637097	0.4158
NM_001098524	chr19(.):17629109-17667835	1.072
NM_001080421	chr19(.):17707136-17804008	0.852
NM_138442	chr19(.):18040904-18059794	0.258
NM_001136203	chr19(.):18038823-18059794	0.322
NM_001025604	chr19(.):18106943-18129911	1.4294
NM_015683	chr19(.):18113976-18129911	1.2538
NM_001098818	chr19(.):18313770-18342248	1.3104
NM_006332	chr19(.):18279578-18293927	0.1788
NM_032683	chr19(.):18299039-18312550	0.1335
NM_002866	chr19(.):18302610-18319874	0.1985
NM_001098819	chr19(.):18313770-18340303	1.3219
NM_001145305	chr19(.):18362905-18390319	0.9819
NR_036155	chr19(.):18387886-18397971	0.2684
NM_005354	chr19(.):18385562-18397432	0.2246
NR_036575	chr19(.):18355759-18371229	1.3062
NM_024069	chr19(.):18663571-18685197	0.1105
