GENE_ID	locusLine	bin_1_34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50.bam
NM_001199317	chr16(.):66608350-66627177	0.1034
NM_001040138	chr16(.):66581465-66605154	0.2231
NM_024939	chr16(.):68257449-68275136	0.2126
NM_001184824	chr16(.):68339876-68396169	0.1742
NM_003983	chr16(.):68293422-68340722	0.2371
NM_032178	chr16(.):68329517-68349868	0.1432
NR_034083	chr16(.):70783962-70812154	0.0892
NM_021962	chr17(.):901758-1088131	0.132
NM_001159746	chr17(.):901758-1095616	0.1328
NM_003342	chr17(.):4167511-4274969	0.1322
NM_003204	chr17(.):46120685-46143907	0.2468
NM_138962	chr17(.):55328930-55762299	0.1334
NM_170721	chr17(.):55329373-55715544	0.1392
NM_001092	chr17(.):901758-1017324	0.131
NM_002558	chr17(.):3794884-3824960	0.2503
NM_153357	chr17(.):6939948-6952242	0.1813
NM_001033553	chr17(.):19985334-20223067	0.1236
NM_001033555	chr17(.):20054401-20223067	0.1309
NM_000267	chr17(.):29416944-29709695	0.1265
NM_002544	chr17(.):29616667-29629380	0.1194
NM_183232	chr17(.):37916198-38025441	0.281
NM_001130020	chr17(.):40605861-40679597	0.1487
NR_027774	chr17(.):43508265-43573146	0.1645
NM_003726	chr17(.):46205801-46512594	0.121
NM_030802	chr17(.):47782686-47846518	0.2241
NM_001433	chr17(.):62115389-62212502	0.413
NM_017983	chr17(.):66412421-66458653	0.1905
NM_014960	chr17(.):66250322-66422000	0.1122
NR_036488	chr17(.):70394462-70593943	0.1569
NM_001113492	chr17(.):75278972-75501678	0.1372
NM_006640	chr17(.):75310596-75501678	0.1457
NM_001113491	chr17(.):75272491-75501678	0.1383
NM_001163075	chr17(.):76137433-76167364	0.3492
NM_025090	chr17(.):76787964-76841969	0.1894
NM_017456	chr17(.):76665129-76783376	0.3134
NM_004514	chr17(.):80472593-80567483	0.1351
NM_020310	chr17(.):2282353-2309258	0.2154
NR_028335	chr17(.):2305274-2323730	0.0984
NM_172206	chr17(.):3758616-3799037	0.0953
NM_172207	chr17(.):3763450-3801337	0.1005
NM_174957	chr17(.):3822168-3872736	0.1287
NM_001004333	chr17(.):6910797-6922851	0.4222
NM_001142799	chr17(.):6913072-6925839	0.4179
NM_201566	chr17(.):6934393-6948440	0.1502
NR_029712	chr17(.):6915933-6926020	0.4604
NM_181844	chr17(.):6921368-6937961	0.1443
NM_000697	chr17(.):6894383-6919055	0.2257
NR_030178	chr17(.):6916229-6926341	0.4495
NM_012452	chr17(.):16837397-16880402	0.3125
NM_006613	chr17(.):18918989-18955336	0.1363
NM_001102664	chr17(.):19135689-19245028	0.1671
NR_031591	chr17(.):19242818-19252887	0.0744
NR_023380	chr17(.):20219486-20310504	0.1147
NM_006495	chr17(.):29625787-29646130	0.3331
NM_014210	chr17(.):29638427-29653767	0.4294
NM_002981	chr17(.):32682398-32695252	0.5401
NM_005408	chr17(.):32678470-32690629	0.1478
NM_005623	chr17(.):32641065-32653421	0.1113
NM_002983	chr17(.):34410602-34422506	1.2392
NM_002988	chr17(.):34386642-34403841	0.1222
NM_002984	chr17(.):34426219-34438014	0.5424
NM_021006	chr17(.):34517267-34529156	1.1822
NM_001001418	chr17(.):34576084-34597027	0.2084
NM_001001435	chr17(.):34533467-34545274	0.7187
NM_001001437	chr17(.):34517267-34529147	1.1826
NM_001001417	chr17(.):34488060-34508988	0.2038
NM_021006	chr17(.):34618841-34630730	1.1089
NM_001001437	chr17(.):34618841-34630721	1.1092
NM_001001435	chr17(.):34635033-34646840	0.7436
NM_001001418	chr17(.):34741118-34813091	0.1725
NM_001130677	chr17(.):36822958-36836187	0.1822
NM_005937	chr17(.):36856872-36891056	0.255
NM_007144	chr17(.):36885149-36909558	0.2001
NM_002795	chr17(.):36904001-36925478	0.1781
NM_001136498	chr17(.):36881509-36896858	0.153
NM_005310	chr17(.):37889186-37908538	0.1301
NM_001030002	chr17(.):37889589-37908538	0.1317
NM_032339	chr17(.):37880408-37891788	0.178
NM_018530	chr17(.):38055847-38078793	0.1219
NM_198844	chr17(.):38019454-38039149	0.3167
NM_001145301	chr17(.):38469472-38518895	0.3327
NM_152219	chr17(.):38511904-38525945	0.1129
NM_000964	chr17(.):38460422-38518895	0.3133
NM_001024809	chr17(.):38493270-38518895	0.0958
NM_001254	chr17(.):38439145-38464413	0.1745
NM_012232	chr17(.):40549466-40580338	0.1213
NM_152343	chr17(.):43326759-43344479	0.0972
NM_005892	chr17(.):43294291-43329683	0.2759
NR_024434	chr17(.):43320302-43350997	0.1264
NR_024435	chr17(.):43334557-43350997	0.0802
NM_174919	chr17(.):43501717-43515282	0.2154
NM_199282	chr17(.):43466267-43508012	0.1132
NM_001159330	chr17(.):43466267-43488449	0.087
NR_036199	chr17(.):43547728-43557801	0.0703
NR_029687	chr17(.):46109526-46119613	0.1035
NM_016429	chr17(.):46098532-46120152	0.1717
NM_006807	chr17(.):46142413-46183560	0.1524
NM_001127228	chr17(.):46142413-46183883	0.1517
NM_005827	chr17(.):47773689-47790282	0.1529
NM_001199155	chr17(.):47860980-47911458	0.1286
NM_000250	chr17(.):56342216-56363296	0.0885
NM_004758	chr17(.):56373593-56411152	0.2378
NM_003168	chr17(.):56417538-56434563	0.4273
NR_029683	chr17(.):56403592-56413679	0.5313
NR_004380	chr17(.):62218437-62228517	0.217
NR_002995	chr17(.):62218698-62228831	0.2221
NR_036199	chr17(.):62813147-62823220	0.0817
NR_027283	chr17(.):66189800-66201443	0.1287
NM_016627	chr17(.):66239144-66258305	0.2711
NR_030365	chr17(.):66415591-66425689	0.0863
NM_002734	chr17(.):66503542-66533910	0.1529
NM_212471	chr17(.):66503109-66533910	0.1513
NR_033876	chr17(.):70589179-70641611	0.1741
NR_027058	chr17(.):75079724-75096068	0.5657
NR_003013	chr17(.):75080388-75090575	0.5154
NM_001143998	chr17(.):75132004-75218181	0.3223
NM_001144001	chr17(.):75176294-75218181	0.275
NM_001113493	chr17(.):75364271-75501678	0.1298
NM_001113494	chr17(.):75367164-75501678	0.13
NM_152468	chr17(.):76121858-76144049	0.2877
NM_007267	chr17(.):76103998-76133488	0.1802
NM_001127198	chr17(.):76103998-76129861	0.1803
NM_001010982	chr17(.):76178436-76208782	0.102
NM_003258	chr17(.):76165159-76188285	0.2421
NM_004710	chr17(.):76159670-76174009	0.331
NM_001145526	chr17(.):76178442-76208782	0.102
NR_027083	chr17(.):76178397-76198641	0.1135
NM_003255	chr17(.):76844058-76926472	0.1653
NM_001100407	chr17(.):80395462-80413707	0.2188
NM_001193655	chr17(.):80395462-80412602	0.223
NM_001038618	chr17(.):80411059-80451143	0.1565
NM_001083608	chr17(.):80411539-80451143	0.1567
NM_181482	chr18(.):13213785-13657753	0.1
NM_004338	chr18(.):13615866-13657753	0.0743
NM_001003675	chr18(.):13606664-13657753	0.2103
NM_000633	chr18(.):60785578-60991613	0.2401
NM_003199	chr18(.):52884561-53260860	0.1328
NM_021074	chr18(.):9097627-9139343	0.393
NM_005904	chr18(.):46441222-46482081	0.3712
NM_001190823	chr18(.):46441222-46474177	0.3886
NM_001190822	chr18(.):46441222-46480703	0.3785
NR_024021	chr18(.):56697970-56725446	0.083
NM_033280	chr18(.):56802124-56831063	0.2415
NM_001039846	chr19(.):2091867-2104583	0.3849
NM_003331	chr19(.):10456203-10496248	0.0989
NM_001164605	chr19(.):35640844-35665788	0.1116
NR_028406	chr19(.):35640671-35665788	0.1126
NM_020695	chr19(.):1810244-1853452	0.1672
NM_001319	chr19(.):1936160-1986336	0.1415
NM_052847	chr19(.):2506217-2707746	0.3008
NM_000064	chr19(.):6672845-6725662	0.1472
NM_005428	chr19(.):6767721-6862371	0.2544
NM_020714	chr19(.):12681919-12726623	0.2159
NM_032855	chr19(.):16239837-16274377	0.5631
NM_021235	chr19(.):16467407-16587762	0.2262
NM_006387	chr19(.):16623699-16658263	0.108
NM_001398	chr19(.):39301061-39327497	0.1131
NM_006801	chr19(.):48880826-48899810	0.4061
NM_006184	chr19(.):49398306-49431540	0.1074
NM_182577	chr19(.):458345-479983	0.0645
NM_033513	chr19(.):502496-524654	0.255
NM_012435	chr19(.):411582-465996	0.0666
NM_130762	chr19(.):491489-510343	0.1687
NM_004359	chr19(.):526732-547087	0.137
NM_005317	chr19(.):539026-554919	0.1063
NM_001280	chr19(.):1264266-1278171	0.3906
NM_017914	chr19(.):1270519-1284243	0.2853
NM_177401	chr19(.):1243551-1264142	0.291
NM_001001975	chr19(.):1236748-1249824	0.3019
NM_001405	chr19(.):1281167-1304944	0.0996
NM_152769	chr19(.):1224946-1242990	0.1615
NR_027271	chr19(.):1262469-1275259	0.3056
NR_023313	chr19(.):1264266-1279809	0.3685
NM_031918	chr19(.):1847397-1868564	0.3396
NM_138422	chr19(.):1900416-1918446	0.2359
NR_033400	chr19(.):1947525-1959548	0.0766
NM_001130111	chr19(.):1871974-1890518	0.2243
NM_079834	chr19(.):1900372-1931012	0.249
NM_017572	chr19(.):2032469-2056243	0.2747
NM_130807	chr19(.):2066034-2101269	0.602
NM_004152	chr19(.):2264519-2278487	0.365
NM_018049	chr19(.):2228154-2241328	0.3767
NM_000479	chr19(.):2244112-2257072	0.2765
NM_198532	chr19(.):2269630-2287181	0.2475
NR_031596	chr19(.):2229060-2239148	0.3999
NM_007165	chr19(.):2231815-2253678	0.2816
NM_144616	chr19(.):2247249-2261422	0.4789
NM_001101391	chr19(.):2284773-2313156	0.1336
NR_036207	chr19(.):2245637-2255717	0.2036
NM_032737	chr19(.):2423163-2461958	0.2455
NM_012458	chr19(.):2420621-2432875	0.2147
NM_015675	chr19(.):2471122-2483257	0.4986
NM_015897	chr19(.):4002748-4043067	0.1204
NR_002602	chr19(.):3977504-3987570	0.4498
NM_001961	chr19(.):3971053-3990461	0.4226
NM_001348	chr19(.):3953451-3974826	0.1384
NR_030367	chr19(.):3956411-3966510	0.1121
NM_004240	chr19(.):6734706-6756529	0.2464
NM_020171	chr19(.):6724924-6742304	0.2874
NM_001080452	chr19(.):6724924-6742633	0.2846
NM_005490	chr19(.):6747172-6772523	0.2748
NM_001379	chr19(.):10239021-10310755	0.1678
NM_004230	chr19(.):10327108-10346948	0.4065
NR_036206	chr19(.):10336088-10346161	0.2006
NM_015956	chr19(.):10357639-10375721	0.1888
NM_007065	chr19(.):10496808-10519271	0.1628
NM_001111307	chr19(.):10526332-10585307	0.1726
NM_001111309	chr19(.):10538110-10585307	0.1083
NM_001111308	chr19(.):10536520-10585307	0.1118
NR_031592	chr19(.):10509133-10519214	0.1976
NM_006202	chr19(.):10558632-10585307	0.1037
NM_001195800	chr19(.):11195037-11249505	0.2137
NM_153358	chr19(.):12716731-12745676	0.2829
NM_005370	chr19(.):16217489-16249445	0.3107
NM_001145160	chr19(.):16173316-16218813	0.211
NR_024335	chr19(.):16139522-16157918	0.0781
NR_024336	chr19(.):16140288-16157918	0.079
NM_003290	chr19(.):16182134-16218813	0.2135
NM_032493	chr19(.):16303664-16351156	0.0896
NM_054113	chr19(.):16267178-16289286	0.2009
NM_014077	chr19(.):16291234-16307857	0.1665
NM_016270	chr19(.):16430650-16443339	0.4281
NM_032207	chr19(.):16602204-16637163	0.0939
NM_145046	chr19(.):16584874-16612003	0.1131
NM_024881	chr19(.):16655647-16688193	0.132
NM_004831	chr19(.):16680717-16744015	0.3267
NM_015925	chr19(.):35734558-35763867	0.1598
NM_152481	chr19(.):35710703-35724628	0.0898
NM_006149	chr19(.):39287310-39308740	0.0847
NM_012237	chr19(.):39364194-39395463	0.1605
NM_001005335	chr19(.):39322027-39347979	0.2567
NM_001001716	chr19(.):39385614-39404534	0.162
NM_001533	chr19(.):39322027-39345617	0.2605
NM_001193286	chr19(.):39364194-39395502	0.1603
NR_034146	chr19(.):39364194-39389795	0.1219
NM_001195833	chr19(.):39353471-39373919	0.1478
NM_003407	chr19(.):39892486-39905045	0.7123
NM_003169	chr19(.):39931287-39972308	0.1597
NM_001130825	chr19(.):39931185-39972308	0.1614
NM_019088	chr19(.):39871269-39886679	0.1577
NM_017592	chr19(.):39876962-39896203	0.4236
NM_001020	chr19(.):39918846-39931618	0.4753
NM_022835	chr19(.):39898749-39924055	0.3498
NM_001098506	chr19(.):42077530-42098197	0.1014
NR_024217	chr19(.):48427074-48437194	0.4181
NR_024224	chr19(.):48422035-48432156	0.4017
NR_024216	chr19(.):48443178-48453300	0.3794
NM_003167	chr19(.):48368722-48394654	0.0968
NR_024217	chr19(.):48453938-48464058	0.4119
NR_024219	chr19(.):48411307-48421427	0.4406
NR_024218	chr19(.):48437797-48447917	0.3309
NR_024216	chr19(.):48405934-48416056	0.3792
NR_004436	chr19(.):48416685-48426807	0.2776
NR_004436	chr19(.):48432437-48442559	0.3114
NR_024221	chr19(.):48448552-48458671	0.5018
NM_018273	chr19(.):48830615-48872186	0.1994
NM_012451	chr19(.):48862650-48884634	0.2903
NM_000836	chr19(.):48893131-48953188	0.1445
NM_016246	chr19(.):49311273-49344934	0.1599
NM_014330	chr19(.):49370648-49384319	0.5022
NM_001161354	chr19(.):49335353-49376884	0.1576
NM_003323	chr19(.):49379221-49406996	0.1826
NR_024224	chr19(.):50605270-50615391	0.2507
NR_024224	chr19(.):50610624-50620745	0.255
NR_024224	chr19(.):50615976-50626097	0.275
NR_024224	chr19(.):50621330-50631451	0.2703
NR_024224	chr19(.):50626658-50636779	0.2584
NR_024224	chr19(.):50590745-50600866	0.1679
NR_024224	chr19(.):50596082-50606203	0.302
NR_024224	chr19(.):50599147-50609268	0.3124
NR_024224	chr19(.):50602211-50612332	0.2737
NM_001042472	chr20(.):25275849-25376477	0.207
NM_015600	chr20(.):25270378-25376477	0.2169
NM_001191	chr20(.):30247260-30315656	0.4668
NM_015568	chr20(.):37429347-37556667	0.2454
NM_032883	chr20(.):42539781-42703254	0.2279
NM_001098798	chr20(.):42569535-42703254	0.2427
NM_001098797	chr20(.):42538491-42703254	0.2284
NM_000022	chr20(.):43243162-43285376	0.2441
NM_006282	chr20(.):43590119-43713593	0.2385
NM_001161841	chr20(.):46281149-46420360	0.1555
NM_018837	chr20(.):46281149-46419808	0.1556
NM_183425	chr20(.):55961462-55989386	0.3197
NM_080618	chr20(.):56067223-56105154	0.1668
NM_199170	chr20(.):56218451-56290625	0.149
NM_020182	chr20(.):56218451-56290031	0.1497
NM_199171	chr20(.):56218451-56291541	0.1481
NM_000214	chr20(.):10613331-10659694	0.1591
NM_002862	chr20(.):25223705-25283648	0.2482
NM_012112	chr20(.):30321903-30394603	0.124
NM_182584	chr20(.):31214426-31244783	0.0891
NM_030919	chr20(.):37549954-37586703	0.1274
NR_034104	chr20(.):43280091-43305380	0.135
NM_002251	chr20(.):43715949-43734753	0.112
NM_001015885	chr20(.):55921617-55958519	0.1302
NM_003610	chr20(.):55921144-55958519	0.1317
NM_001190472	chr20(.):55928495-55939878	0.1263
NM_001160419	chr20(.):56182946-56200632	0.3468
NM_001160418	chr20(.):56173901-56200632	0.2679
NM_175573	chr20(.):60873026-60888918	0.1482
NM_005560	chr20(.):60879120-60947368	0.1833
NM_001024	chr20(.):60957120-60968576	0.1968
NM_001389	chr21(.):41379342-42224039	0.138
NM_000874	chr21(.):34597230-34640062	0.2976
NM_001033515	chr21(.):9902193-9973585	0.3309
NM_001754	chr21(.):36155097-36426595	0.2194
NM_001146078	chr21(.):37827919-37919898	0.2212
NM_001146077	chr21(.):37827919-37953867	0.1932
NM_016818	chr21(.):43634266-43722354	0.2232
NM_022115	chr21(.):43216324-43304591	0.1949
NM_173568	chr21(.):43486425-43568105	0.2138
NM_001040424	chr21(.):43213384-43304582	0.1915
NM_207174	chr21(.):43635007-43722354	0.2235
NM_207629	chr21(.):43631186-43722354	0.2205
NM_207627	chr21(.):43614798-43722354	0.2141
NM_207628	chr21(.):43614921-43722354	0.2143
NM_001199527	chr21(.):43478067-43568105	0.2761
NM_003683	chr21(.):45204417-45228983	0.1995
NM_001100421	chr21(.):19156283-19196703	0.2453
NM_206866	chr21(.):30666736-30723469	0.1729
NM_001186	chr21(.):30666219-30723469	0.172
NR_027655	chr21(.):30672559-30739217	0.1292
NM_000629	chr21(.):34692213-34737128	0.324
NM_000628	chr21(.):34633671-34674520	0.2562
NM_005534	chr21(.):34770201-34814828	0.2343
NR_026812	chr21(.):36405232-36416723	0.1329
NM_015500	chr21(.):43300218-43378999	0.1699
NM_199050	chr21(.):43300218-43351799	0.1958
NR_027273	chr21(.):43437112-43450060	0.1628
NR_027243	chr21(.):43517243-43533644	0.2089
NM_000394	chr21(.):44584140-44597913	0.4721
NM_003681	chr21(.):45133977-45187188	0.2265
NM_000100	chr21(.):45188830-45201259	0.3556
NR_026961	chr21(.):45220638-45237448	0.1131
NM_005049	chr21(.):45522207-45556063	0.1854
NM_198155	chr21(.):45548493-45570605	0.4024
NM_002473	chr22(.):36672322-36789063	0.2089
NM_004327	chr22(.):23517551-23665224	0.1269
NM_014433	chr22(.):23396592-23489241	0.156
NM_001887	chr22(.):26990361-27018991	0.5044
NM_007194	chr22(.):29078730-29142822	0.0908
NM_024821	chr22(.):42191677-42227303	0.1449
NM_007128	chr22(.):22594199-22604926	0.1297
NM_001178126	chr22(.):23224959-23243013	0.7044
NM_004914	chr22(.):23482512-23511531	0.2461
NM_001024938	chr22(.):24194058-24232725	0.1142
NM_002415	chr22(.):24231564-24242409	0.2011
NM_001024939	chr22(.):24195040-24232725	0.1138
NM_001002862	chr22(.):24171689-24186199	0.2504
NM_000675	chr22(.):24818529-24843325	0.3306
NR_028484	chr22(.):24820177-24895783	0.1863
NM_001008566	chr22(.):26916713-26966370	0.1499
NM_003595	chr22(.):26916713-26991089	0.207
NR_031615	chr22(.):26946177-26956289	0.2134
NR_003491	chr22(.):27048445-27077440	0.2111
NM_001886	chr22(.):27012927-27031636	0.1874
NM_172002	chr22(.):29133042-29158496	0.1788
NM_173510	chr22(.):29163661-29190283	0.3222
NM_001079539	chr22(.):29185547-29201560	0.746
NM_005488	chr22(.):35690796-35748987	0.2214
NM_001135729	chr22(.):35690267-35748987	0.2203
NR_037471	chr22(.):35726632-35736751	0.0768
NM_031910	chr22(.):37571205-37589330	0.0879
NM_001051	chr22(.):37597244-37613353	0.1707
NM_002872	chr22(.):37616309-37645305	0.3214
NR_002821	chr22(.):38735669-38799931	0.2551
NM_004981	chr22(.):38817332-38845033	0.0852
NM_004900	chr22(.):39373404-39393783	0.3965
NM_001193289	chr22(.):39348526-39393783	0.2858
NM_152426	chr22(.):39412117-39434256	0.1708
NM_014508	chr22(.):39405264-39419825	0.2365
NM_152513	chr22(.):42090517-42200459	0.1521
NM_015703	chr22(.):42899340-42920829	0.1802
NR_027786	chr22(.):42891584-42913566	0.126
NM_014509	chr22(.):42944924-42975388	0.182
NR_002184	chr22(.):42964265-42983017	0.1298
