GENE_ID	locusLine	bin_1_39_0EXR_0229Kronos_MM1S-KB-3hr-1_Input_hs_i82.bam
1_MACS_peak_18356_lociStitched	chr3(.):45593865-45596529	0.2312
2_MACS_peak_18357_lociStitched	chr3(.):45604733-45611921	0.1991
1_MACS_peak_18359_lociStitched	chr3(.):45634328-45640460	0.21
1_MACS_peak_18360_lociStitched	chr3(.):45651713-45655848	0.2031
1_MACS_peak_18361_lociStitched	chr3(.):45672554-45673503	0.1445
3_MACS_peak_18362_lociStitched	chr3(.):45695333-45707120	0.1659
1_MACS_peak_18365_lociStitched	chr3(.):45729404-45732956	0.2169
1_MACS_peak_18366_lociStitched	chr3(.):45859102-45860165	0.1947
1_MACS_peak_18367_lociStitched	chr3(.):45882573-45884310	0.1908
1_MACS_peak_18368_lociStitched	chr3(.):45893852-45895085	0.214
2_MACS_peak_18369_lociStitched	chr3(.):46013546-46021756	0.1808
1_MACS_peak_18371_lociStitched	chr3(.):46036533-46038092	0.2045
1_MACS_peak_18372_lociStitched	chr3(.):46068049-46070085	0.1936
1_MACS_peak_18373_lociStitched	chr3(.):46106367-46107713	0.1987
3_MACS_peak_18374_lociStitched	chr3(.):46130308-46141346	0.1847
1_MACS_peak_18377_lociStitched	chr3(.):46148064-46153478	0.2195
1_MACS_peak_18378_lociStitched	chr3(.):46227807-46230182	0.1669
2_MACS_peak_18379_lociStitched	chr3(.):46245706-46257205	0.2363
7_MACS_peak_18381_lociStitched	chr3(.):46320118-46347130	0.1779
1_MACS_peak_18388_lociStitched	chr3(.):46362533-46363967	0.1541
1_MACS_peak_18389_lociStitched	chr3(.):46389896-46393450	0.1904
1_MACS_peak_18390_lociStitched	chr3(.):46409525-46410898	0.2193
6_MACS_peak_18391_lociStitched	chr3(.):46421551-46438638	0.1537
1_MACS_peak_18397_lociStitched	chr3(.):46448216-46449362	0.1569
1_MACS_peak_18398_lociStitched	chr3(.):46456259-46459447	0.1894
1_MACS_peak_18399_lociStitched	chr3(.):46481707-46483236	0.2057
1_MACS_peak_18400_lociStitched	chr3(.):46495261-46496187	0.178
2_MACS_peak_18401_lociStitched	chr3(.):46529702-46535155	0.1621
1_MACS_peak_18403_lociStitched	chr3(.):46545876-46547393	0.156
3_MACS_peak_18404_lociStitched	chr3(.):46578006-46589714	0.1854
1_MACS_peak_18407_lociStitched	chr3(.):46598935-46600959	0.1937
1_MACS_peak_18408_lociStitched	chr3(.):46607161-46608262	0.1514
1_MACS_peak_18409_lociStitched	chr3(.):46671004-46671928	0.1128
1_MACS_peak_18410_lociStitched	chr3(.):46734549-46735467	0.112
1_MACS_peak_18411_lociStitched	chr3(.):46886969-46888271	0.1198
1_MACS_peak_18412_lociStitched	chr3(.):46967808-46969543	0.1457
2_MACS_peak_18413_lociStitched	chr3(.):47017179-47022348	0.1883
1_MACS_peak_18415_lociStitched	chr3(.):47028309-47030405	0.1863
1_MACS_peak_18416_lociStitched	chr3(.):47079126-47081246	0.1684
1_MACS_peak_18417_lociStitched	chr3(.):47203810-47207185	0.1531
1_MACS_peak_18418_lociStitched	chr3(.):47216647-47218139	0.22
1_MACS_peak_18419_lociStitched	chr3(.):47323428-47325434	0.1843
1_MACS_peak_18420_lociStitched	chr3(.):47421163-47423464	0.231
1_MACS_peak_18421_lociStitched	chr3(.):47462406-47463583	0.262
1_MACS_peak_18422_lociStitched	chr3(.):47516144-47518170	0.1813
1_MACS_peak_18423_lociStitched	chr3(.):47553740-47555901	0.2267
1_MACS_peak_18424_lociStitched	chr3(.):47644374-47645650	0.1343
2_MACS_peak_18425_lociStitched	chr3(.):47820800-47831550	0.1529
1_MACS_peak_18427_lociStitched	chr3(.):47843391-47845867	0.2131
1_MACS_peak_18428_lociStitched	chr3(.):47865730-47867603	0.1853
1_MACS_peak_18429_lociStitched	chr3(.):48075301-48076848	0.189
1_MACS_peak_18430_lociStitched	chr3(.):48128369-48131402	0.193
1_MACS_peak_18431_lociStitched	chr3(.):48228119-48230929	0.1706
1_MACS_peak_18432_lociStitched	chr3(.):48282259-48283613	0.1664
1_MACS_peak_18433_lociStitched	chr3(.):48341956-48344006	0.2087
1_MACS_peak_18434_lociStitched	chr3(.):48470327-48471396	0.0966
2_MACS_peak_18435_lociStitched	chr3(.):48480796-48489164	0.1463
3_MACS_peak_18437_lociStitched	chr3(.):48506563-48521357	0.1501
1_MACS_peak_18440_lociStitched	chr3(.):48593369-48596064	0.1855
1_MACS_peak_18441_lociStitched	chr3(.):48645956-48647496	0.2047
1_MACS_peak_18442_lociStitched	chr3(.):48672007-48674093	0.1668
1_MACS_peak_18443_lociStitched	chr3(.):48693342-48694505	0.1309
1_MACS_peak_18444_lociStitched	chr3(.):48700142-48702014	0.1998
2_MACS_peak_18445_lociStitched	chr3(.):48721805-48724275	0.1732
1_MACS_peak_18447_lociStitched	chr3(.):48753494-48755509	0.2163
1_MACS_peak_18448_lociStitched	chr3(.):48884202-48886145	0.177
1_MACS_peak_18449_lociStitched	chr3(.):48933672-48937358	0.2243
1_MACS_peak_18450_lociStitched	chr3(.):48954704-48957793	0.2004
1_MACS_peak_18451_lociStitched	chr3(.):48981753-48984218	0.1511
1_MACS_peak_18452_lociStitched	chr3(.):49026496-49029129	0.2022
1_MACS_peak_18453_lociStitched	chr3(.):49043608-49046202	0.1599
2_MACS_peak_18454_lociStitched	chr3(.):49054537-49067695	0.1723
1_MACS_peak_18456_lociStitched	chr3(.):49129725-49132775	0.2048
1_MACS_peak_18457_lociStitched	chr3(.):49141013-49142994	0.245
1_MACS_peak_18458_lociStitched	chr3(.):49156881-49159095	0.1911
2_MACS_peak_18459_lociStitched	chr3(.):49202875-49209217	0.1274
2_MACS_peak_18461_lociStitched	chr3(.):49275390-49283143	0.1236
1_MACS_peak_18463_lociStitched	chr3(.):49313604-49315252	0.2546
2_MACS_peak_18464_lociStitched	chr3(.):49376425-49383699	0.145
2_MACS_peak_18466_lociStitched	chr3(.):49448135-49454789	0.2137
1_MACS_peak_18468_lociStitched	chr3(.):49466016-49467728	0.2302
1_MACS_peak_18469_lociStitched	chr3(.):49480606-49482590	0.1358
1_MACS_peak_18470_lociStitched	chr3(.):49506460-49509101	0.19
1_MACS_peak_18471_lociStitched	chr3(.):49577146-49578353	0.1768
1_MACS_peak_18472_lociStitched	chr3(.):49590898-49592028	0.1989
1_MACS_peak_18473_lociStitched	chr3(.):49673926-49675131	0.1302
1_MACS_peak_18474_lociStitched	chr3(.):49710294-49712735	0.1624
1_MACS_peak_18475_lociStitched	chr3(.):49725795-49728057	0.2956
1_MACS_peak_18476_lociStitched	chr3(.):49759899-49763221	0.1891
1_MACS_peak_18477_lociStitched	chr3(.):49822968-49824955	0.2255
1_MACS_peak_18478_lociStitched	chr3(.):49839857-49841587	0.1849
1_MACS_peak_18479_lociStitched	chr3(.):49850721-49851951	0.0906
1_MACS_peak_18480_lociStitched	chr3(.):49893039-49894706	0.2019
1_MACS_peak_18481_lociStitched	chr3(.):49937607-49938738	0.1596
1_MACS_peak_18482_lociStitched	chr3(.):49966304-49968230	0.1521
2_MACS_peak_18483_lociStitched	chr3(.):49976752-49985223	0.1402
1_MACS_peak_18485_lociStitched	chr3(.):50125655-50127920	0.217
1_MACS_peak_18486_lociStitched	chr3(.):50263437-50266144	0.2135
1_MACS_peak_18487_lociStitched	chr3(.):50272558-50276317	0.1722
1_MACS_peak_18488_lociStitched	chr3(.):50282790-50285340	0.2105
1_MACS_peak_18489_lociStitched	chr3(.):50296926-50298598	0.2149
2_MACS_peak_18490_lociStitched	chr3(.):50328688-50338274	0.1572
2_MACS_peak_18492_lociStitched	chr3(.):50357664-50366518	0.1525
1_MACS_peak_18494_lociStitched	chr3(.):50372798-50376567	0.1915
4_MACS_peak_18495_lociStitched	chr3(.):50382794-50403480	0.1511
1_MACS_peak_18499_lociStitched	chr3(.):50604290-50607723	0.1704
1_MACS_peak_18500_lociStitched	chr3(.):50627677-50628991	0.1673
2_MACS_peak_18501_lociStitched	chr3(.):50648440-50655804	0.1753
1_MACS_peak_18503_lociStitched	chr3(.):50711873-50713265	0.072
1_MACS_peak_18504_lociStitched	chr3(.):50987504-50988937	0.1709
1_MACS_peak_18505_lociStitched	chr3(.):51061494-51063622	0.2318
2_MACS_peak_18506_lociStitched	chr3(.):51421281-51430094	0.1821
1_MACS_peak_18508_lociStitched	chr3(.):51532657-51535104	0.143
1_MACS_peak_18509_lociStitched	chr3(.):51571881-51574130	0.2133
1_MACS_peak_18510_lociStitched	chr3(.):51638623-51639673	0.161
1_MACS_peak_18511_lociStitched	chr3(.):51704403-51706804	0.1718
2_MACS_peak_18512_lociStitched	chr3(.):51714731-51721345	0.1654
1_MACS_peak_18514_lociStitched	chr3(.):51974959-51977487	0.2159
2_MACS_peak_18515_lociStitched	chr3(.):52000537-52010042	0.128
1_MACS_peak_18517_lociStitched	chr3(.):52015885-52018218	0.1865
1_MACS_peak_18518_lociStitched	chr3(.):52028412-52030404	0.2107
3_MACS_peak_18519_lociStitched	chr3(.):52088504-52092255	0.1519
1_MACS_peak_18522_lociStitched	chr3(.):52187144-52189565	0.2195
1_MACS_peak_18523_lociStitched	chr3(.):52231333-52233152	0.1717
1_MACS_peak_18524_lociStitched	chr3(.):52259593-52260853	0.1478
1_MACS_peak_18525_lociStitched	chr3(.):52272129-52275094	0.2134
1_MACS_peak_18526_lociStitched	chr3(.):52286729-52288787	0.1791
1_MACS_peak_18527_lociStitched	chr3(.):52295923-52298572	0.1818
2_MACS_peak_18528_lociStitched	chr3(.):52304947-52313654	0.1627
1_MACS_peak_18530_lociStitched	chr3(.):52320805-52322962	0.2625
1_MACS_peak_18531_lociStitched	chr3(.):52347044-52348676	0.2121
1_MACS_peak_18532_lociStitched	chr3(.):52442937-52446377	0.2094
1_MACS_peak_18533_lociStitched	chr3(.):52478551-52479492	0.1547
1_MACS_peak_18534_lociStitched	chr3(.):52488573-52490484	0.1703
2_MACS_peak_18535_lociStitched	chr3(.):52566828-52571796	0.1516
2_MACS_peak_18537_lociStitched	chr3(.):52715214-52721982	0.1605
1_MACS_peak_18539_lociStitched	chr3(.):52730054-52732237	0.1412
1_MACS_peak_18540_lociStitched	chr3(.):52737805-52745625	0.2185
1_MACS_peak_18541_lociStitched	chr3(.):52753708-52756298	0.1291
1_MACS_peak_18542_lociStitched	chr3(.):52763987-52765468	0.1435
1_MACS_peak_18543_lociStitched	chr3(.):52803538-52805972	0.2103
2_MACS_peak_18544_lociStitched	chr3(.):52926456-52932256	0.133
1_MACS_peak_18546_lociStitched	chr3(.):52948626-52950072	0.1485
1_MACS_peak_18547_lociStitched	chr3(.):53017369-53018427	0.1857
2_MACS_peak_18548_lociStitched	chr3(.):53077994-53081362	0.1054
1_MACS_peak_18550_lociStitched	chr3(.):53106297-53108295	0.2381
2_MACS_peak_18551_lociStitched	chr3(.):53135519-53145138	0.1465
1_MACS_peak_18553_lociStitched	chr3(.):53163242-53165523	0.2285
1_MACS_peak_18554_lociStitched	chr3(.):53194269-53196207	0.0891
1_MACS_peak_18555_lociStitched	chr3(.):53203125-53205224	0.169
2_MACS_peak_18556_lociStitched	chr3(.):53224273-53231643	0.1648
1_MACS_peak_18558_lociStitched	chr3(.):53269742-53271235	0.0887
1_MACS_peak_18559_lociStitched	chr3(.):53288017-53290708	0.1698
1_MACS_peak_18560_lociStitched	chr3(.):53303277-53305349	0.2305
1_MACS_peak_18561_lociStitched	chr3(.):53380296-53382496	0.1963
1_MACS_peak_18562_lociStitched	chr3(.):53787424-53788406	0.1157
2_MACS_peak_18563_lociStitched	chr3(.):53877463-53880913	0.1626
3_MACS_peak_18565_lociStitched	chr3(.):53915107-53926861	0.1711
1_MACS_peak_18568_lociStitched	chr3(.):54686817-54688799	0.1659
1_MACS_peak_18569_lociStitched	chr3(.):55521455-55522654	0.1449
2_MACS_peak_18570_lociStitched	chr3(.):55687501-55696711	0.149
1_MACS_peak_18572_lociStitched	chr3(.):55720938-55723202	0.1559
1_MACS_peak_18573_lociStitched	chr3(.):55924674-55925549	0.1326
1_MACS_peak_18574_lociStitched	chr3(.):56039165-56040049	0.1849
1_MACS_peak_18575_lociStitched	chr3(.):56590515-56592640	0.2206
1_MACS_peak_18576_lociStitched	chr3(.):56715946-56717915	0.2011
1_MACS_peak_18577_lociStitched	chr3(.):56758707-56760925	0.1857
1_MACS_peak_18578_lociStitched	chr3(.):56816866-56819253	0.16
1_MACS_peak_18579_lociStitched	chr3(.):56833963-56836612	0.2298
1_MACS_peak_18580_lociStitched	chr3(.):56912015-56913142	0.1191
2_MACS_peak_18581_lociStitched	chr3(.):56948279-56956560	0.2078
2_MACS_peak_18583_lociStitched	chr3(.):57198789-57204653	0.1363
1_MACS_peak_18585_lociStitched	chr3(.):57260716-57263555	0.1676
1_MACS_peak_18586_lociStitched	chr3(.):57541047-57543937	0.2352
1_MACS_peak_18587_lociStitched	chr3(.):57581062-57585174	0.1804
1_MACS_peak_18588_lociStitched	chr3(.):57656767-57658264	0.1617
1_MACS_peak_18589_lociStitched	chr3(.):57677251-57679545	0.1823
1_MACS_peak_18590_lociStitched	chr3(.):57740840-57743186	0.1898
1_MACS_peak_18591_lociStitched	chr3(.):57969133-57970696	0.2044
1_MACS_peak_18592_lociStitched	chr3(.):57984076-57985057	0.0885
1_MACS_peak_18593_lociStitched	chr3(.):57993796-57994977	0.1336
1_MACS_peak_18594_lociStitched	chr3(.):58199695-58201736	0.246
1_MACS_peak_18595_lociStitched	chr3(.):58222436-58224692	0.2044
1_MACS_peak_18596_lociStitched	chr3(.):58291559-58293879	0.2557
1_MACS_peak_18597_lociStitched	chr3(.):58317875-58319829	0.0978
1_MACS_peak_18598_lociStitched	chr3(.):58418436-58420009	0.2273
1_MACS_peak_18599_lociStitched	chr3(.):58456599-58457577	0.155
1_MACS_peak_18600_lociStitched	chr3(.):58476746-58479076	0.1453
1_MACS_peak_18601_lociStitched	chr3(.):58570301-58571929	0.1849
1_MACS_peak_18602_lociStitched	chr3(.):59035013-59036321	0.1631
2_MACS_peak_18603_lociStitched	chr3(.):59371386-59375178	0.1744
1_MACS_peak_18605_lociStitched	chr3(.):59392106-59394363	0.208
1_MACS_peak_18606_lociStitched	chr3(.):59435929-59438612	0.1776
2_MACS_peak_18607_lociStitched	chr3(.):60385672-60390071	0.1218
1_MACS_peak_18609_lociStitched	chr3(.):61235304-61240508	0.2198
2_MACS_peak_18610_lociStitched	chr3(.):61545428-61550621	0.114
2_MACS_peak_18612_lociStitched	chr3(.):61616079-61624853	0.1522
1_MACS_peak_18614_lociStitched	chr3(.):61653405-61656298	0.1632
1_MACS_peak_18615_lociStitched	chr3(.):61880181-61881774	0.1662
1_MACS_peak_18616_lociStitched	chr3(.):62222571-62225000	0.1968
1_MACS_peak_18617_lociStitched	chr3(.):62246431-62247542	0.1203
1_MACS_peak_18618_lociStitched	chr3(.):62551436-62552340	0.1735
1_MACS_peak_18619_lociStitched	chr3(.):62802991-62804952	0.1867
1_MACS_peak_18620_lociStitched	chr3(.):62820536-62822105	0.1516
1_MACS_peak_18621_lociStitched	chr3(.):62859060-62860518	0.1242
1_MACS_peak_18622_lociStitched	chr3(.):63848290-63850976	0.116
1_MACS_peak_18623_lociStitched	chr3(.):63896383-63898958	0.121
1_MACS_peak_18624_lociStitched	chr3(.):63952969-63955511	0.1585
1_MACS_peak_18625_lociStitched	chr3(.):64008036-64009901	0.1658
1_MACS_peak_18626_lociStitched	chr3(.):64146602-64148005	0.1704
1_MACS_peak_18627_lociStitched	chr3(.):64181280-64183267	0.1864
1_MACS_peak_18628_lociStitched	chr3(.):64208049-64212147	0.208
1_MACS_peak_18629_lociStitched	chr3(.):64342301-64346136	0.2008
1_MACS_peak_18630_lociStitched	chr3(.):65874465-65875787	0.1489
1_MACS_peak_18631_lociStitched	chr3(.):66022772-66025780	0.176
1_MACS_peak_18632_lociStitched	chr3(.):66270679-66272365	0.1336
4_MACS_peak_18633_lociStitched	chr3(.):66533135-66551775	0.1546
1_MACS_peak_18637_lociStitched	chr3(.):66913136-66915177	0.1218
1_MACS_peak_18638_lociStitched	chr3(.):67022144-67023370	0.1538
1_MACS_peak_18639_lociStitched	chr3(.):67040016-67041600	0.2157
1_MACS_peak_18640_lociStitched	chr3(.):67047538-67051334	0.1758
1_MACS_peak_18641_lociStitched	chr3(.):67080343-67082454	0.1819
1_MACS_peak_18642_lociStitched	chr3(.):67703853-67705967	0.2039
2_MACS_peak_18643_lociStitched	chr3(.):67728770-67736772	0.114
1_MACS_peak_18645_lociStitched	chr3(.):67966169-67967541	0.1967
1_MACS_peak_18646_lociStitched	chr3(.):69061820-69063734	0.1754
1_MACS_peak_18647_lociStitched	chr3(.):69099714-69102447	0.2257
2_MACS_peak_18648_lociStitched	chr3(.):69128219-69146142	0.1796
1_MACS_peak_18650_lociStitched	chr3(.):69152537-69155351	0.1945
1_MACS_peak_18651_lociStitched	chr3(.):69227755-69229266	0.2689
1_MACS_peak_18652_lociStitched	chr3(.):69248324-69249670	0.1454
1_MACS_peak_18653_lociStitched	chr3(.):69289319-69293090	0.211
2_MACS_peak_18654_lociStitched	chr3(.):69369452-69376771	0.1437
1_MACS_peak_18656_lociStitched	chr3(.):69417061-69418314	0.2236
1_MACS_peak_18657_lociStitched	chr3(.):69787608-69789717	0.1583
1_MACS_peak_18658_lociStitched	chr3(.):69812908-69814771	0.137
1_MACS_peak_18659_lociStitched	chr3(.):70432125-70433288	0.1702
1_MACS_peak_18660_lociStitched	chr3(.):70707369-70709206	0.1343
1_MACS_peak_18661_lociStitched	chr3(.):70889070-70890131	0.0971
2_MACS_peak_18662_lociStitched	chr3(.):71023664-71033422	0.1194
1_MACS_peak_18664_lociStitched	chr3(.):71059255-71061753	0.1923
1_MACS_peak_18665_lociStitched	chr3(.):71087848-71089608	0.2046
1_MACS_peak_18666_lociStitched	chr3(.):71111676-71115519	0.1891
1_MACS_peak_18667_lociStitched	chr3(.):71178684-71180391	0.1792
1_MACS_peak_18668_lociStitched	chr3(.):71354144-71355563	0.1318
2_MACS_peak_18669_lociStitched	chr3(.):71438913-71442026	0.1419
2_MACS_peak_18671_lociStitched	chr3(.):71467853-71472040	0.1658
3_MACS_peak_18673_lociStitched	chr3(.):71492602-71505831	0.1191
1_MACS_peak_18676_lociStitched	chr3(.):71612471-71614040	0.1702
1_MACS_peak_18677_lociStitched	chr3(.):71631238-71633180	0.0968
2_MACS_peak_18678_lociStitched	chr3(.):71771423-71775211	0.1601
1_MACS_peak_18680_lociStitched	chr3(.):72126005-72127505	0.1415
1_MACS_peak_18681_lociStitched	chr3(.):72212433-72214536	0.2065
1_MACS_peak_18682_lociStitched	chr3(.):72225942-72227026	0.2097
1_MACS_peak_18683_lociStitched	chr3(.):72304834-72305653	0.1252
1_MACS_peak_18684_lociStitched	chr3(.):72359201-72360499	0.1557
1_MACS_peak_18685_lociStitched	chr3(.):72494788-72496358	0.1228
1_MACS_peak_18686_lociStitched	chr3(.):72787491-72788408	0.1574
1_MACS_peak_18687_lociStitched	chr3(.):72805545-72806655	0.2014
1_MACS_peak_18688_lociStitched	chr3(.):72865678-72866771	0.131
1_MACS_peak_18689_lociStitched	chr3(.):72896787-72898025	0.2067
1_MACS_peak_18690_lociStitched	chr3(.):73045258-73047339	0.1321
1_MACS_peak_18691_lociStitched	chr3(.):73086511-73088466	0.1265
2_MACS_peak_18692_lociStitched	chr3(.):73497040-73501688	0.2086
1_MACS_peak_18694_lociStitched	chr3(.):73533096-73535429	0.1616
1_MACS_peak_18695_lociStitched	chr3(.):73552294-73553714	0.2564
1_MACS_peak_18696_lociStitched	chr3(.):73616913-73618002	0.1486
1_MACS_peak_18697_lociStitched	chr3(.):73767317-73768272	0.1437
1_MACS_peak_18698_lociStitched	chr3(.):74263433-74264475	0.1761
1_MACS_peak_18699_lociStitched	chr3(.):74558973-74560263	0.1286
2_MACS_peak_18700_lociStitched	chr3(.):74874147-74880940	0.093
1_MACS_peak_18702_lociStitched	chr3(.):75149949-75151932	0.1677
1_MACS_peak_18703_lociStitched	chr3(.):75290234-75291671	0.1376
1_MACS_peak_18704_lociStitched	chr3(.):75421230-75422698	0.1515
2_MACS_peak_18705_lociStitched	chr3(.):75481106-75485957	0.1221
1_MACS_peak_18707_lociStitched	chr3(.):75550757-75553461	0.1992
1_MACS_peak_18708_lociStitched	chr3(.):75628764-75629867	0.1203
1_MACS_peak_18709_lociStitched	chr3(.):75670064-75672748	0.1827
1_MACS_peak_18710_lociStitched	chr3(.):75679832-75681136	0.2574
1_MACS_peak_18711_lociStitched	chr3(.):75689706-75693135	0.4526
1_MACS_peak_18712_lociStitched	chr3(.):75707277-75708518	0.1595
1_MACS_peak_18713_lociStitched	chr3(.):75833859-75835237	0.1642
1_MACS_peak_18714_lociStitched	chr3(.):76717390-76718706	0.1069
1_MACS_peak_18715_lociStitched	chr3(.):78936192-78937607	0.1566
1_MACS_peak_18716_lociStitched	chr3(.):79064920-79069464	0.2168
1_MACS_peak_18717_lociStitched	chr3(.):79582716-79585006	0.1776
1_MACS_peak_18718_lociStitched	chr3(.):80946015-80947232	0.1767
1_MACS_peak_18719_lociStitched	chr3(.):81534219-81535505	0.1547
1_MACS_peak_18720_lociStitched	chr3(.):81809656-81811628	0.1993
1_MACS_peak_18721_lociStitched	chr3(.):82785647-82786471	0.2201
1_MACS_peak_18722_lociStitched	chr3(.):82990891-82992176	0.1303
1_MACS_peak_18723_lociStitched	chr3(.):83279307-83281243	0.1497
1_MACS_peak_18724_lociStitched	chr3(.):83983155-83984613	0.1134
1_MACS_peak_18725_lociStitched	chr3(.):84649941-84651241	0.1218
1_MACS_peak_18726_lociStitched	chr3(.):85007413-85009152	0.1282
1_MACS_peak_18727_lociStitched	chr3(.):85304883-85305759	0.134
1_MACS_peak_18728_lociStitched	chr3(.):87275454-87277489	0.1646
1_MACS_peak_18729_lociStitched	chr3(.):87410410-87411519	0.1614
1_MACS_peak_18730_lociStitched	chr3(.):87534899-87535911	0.0787
1_MACS_peak_18731_lociStitched	chr3(.):88080517-88081719	0.2307
1_MACS_peak_18732_lociStitched	chr3(.):88106674-88109636	0.1895
1_MACS_peak_18733_lociStitched	chr3(.):88198126-88200882	0.1427
1_MACS_peak_18734_lociStitched	chr3(.):88433873-88434850	0.0848
1_MACS_peak_18735_lociStitched	chr3(.):88482475-88484019	0.1413
1_MACS_peak_18736_lociStitched	chr3(.):88700609-88701649	0.1353
1_MACS_peak_18737_lociStitched	chr3(.):93596599-93597882	0.2004
2_MACS_peak_18738_lociStitched	chr3(.):93692223-93699901	0.117
1_MACS_peak_18740_lociStitched	chr3(.):93780669-93783011	0.2087
1_MACS_peak_18741_lociStitched	chr3(.):93788737-93789918	0.1483
1_MACS_peak_18742_lociStitched	chr3(.):94368801-94369754	0.1168
1_MACS_peak_18743_lociStitched	chr3(.):94611551-94613043	0.1571
1_MACS_peak_18744_lociStitched	chr3(.):95029194-95030618	0.2014
1_MACS_peak_18745_lociStitched	chr3(.):95061507-95063372	0.1614
3_MACS_peak_18746_lociStitched	chr3(.):95069863-95077104	0.1453
1_MACS_peak_18749_lociStitched	chr3(.):95105999-95107304	0.1654
1_MACS_peak_18750_lociStitched	chr3(.):95725972-95727516	0.1313
1_MACS_peak_18751_lociStitched	chr3(.):96437347-96440254	0.1414
1_MACS_peak_18752_lociStitched	chr3(.):96531153-96532879	0.1563
1_MACS_peak_18753_lociStitched	chr3(.):96584166-96585306	0.1573
1_MACS_peak_18754_lociStitched	chr3(.):97482621-97484345	0.1755
1_MACS_peak_18755_lociStitched	chr3(.):97539455-97541895	0.1919
1_MACS_peak_18756_lociStitched	chr3(.):97613628-97615090	0.1455
2_MACS_peak_18757_lociStitched	chr3(.):97689923-97694469	0.1596
1_MACS_peak_18759_lociStitched	chr3(.):97700210-97701491	0.1194
2_MACS_peak_18760_lociStitched	chr3(.):97721980-97728664	0.1286
1_MACS_peak_18762_lociStitched	chr3(.):98124795-98125630	0.1613
2_MACS_peak_18763_lociStitched	chr3(.):98164482-98168042	0.1717
1_MACS_peak_18765_lociStitched	chr3(.):98240348-98242256	0.2319
1_MACS_peak_18766_lociStitched	chr3(.):98258579-98260204	0.1618
1_MACS_peak_18767_lociStitched	chr3(.):98274005-98276852	0.2304
1_MACS_peak_18768_lociStitched	chr3(.):98311489-98313248	0.1863
1_MACS_peak_18769_lociStitched	chr3(.):98330728-98333108	0.2597
1_MACS_peak_18770_lociStitched	chr3(.):98360938-98362564	0.1735
1_MACS_peak_18771_lociStitched	chr3(.):98369844-98370983	0.124
1_MACS_peak_18772_lociStitched	chr3(.):98437158-98438423	0.2446
1_MACS_peak_18773_lociStitched	chr3(.):98449083-98455773	0.2174
1_MACS_peak_18774_lociStitched	chr3(.):98462363-98465072	0.1546
1_MACS_peak_18775_lociStitched	chr3(.):98472870-98473774	0.1552
3_MACS_peak_18776_lociStitched	chr3(.):98479571-98495885	0.1682
1_MACS_peak_18779_lociStitched	chr3(.):98619511-98621717	0.1739
2_MACS_peak_18780_lociStitched	chr3(.):99261027-99265534	0.1656
1_MACS_peak_18782_lociStitched	chr3(.):99325288-99326802	0.1368
1_MACS_peak_18783_lociStitched	chr3(.):99342371-99346122	0.2238
1_MACS_peak_18784_lociStitched	chr3(.):99535868-99537764	0.3095
1_MACS_peak_18785_lociStitched	chr3(.):99765976-99767251	0.2353
2_MACS_peak_18786_lociStitched	chr3(.):99822652-99825088	0.1919
1_MACS_peak_18788_lociStitched	chr3(.):99928434-99929788	0.192
1_MACS_peak_18789_lociStitched	chr3(.):99979010-99980652	0.2468
1_MACS_peak_18790_lociStitched	chr3(.):100053031-100054609	0.1825
1_MACS_peak_18791_lociStitched	chr3(.):100118408-100121433	0.253
1_MACS_peak_18792_lociStitched	chr3(.):100184509-100185603	0.1967
2_MACS_peak_18793_lociStitched	chr3(.):100210692-100216625	0.1477
1_MACS_peak_18795_lociStitched	chr3(.):100255989-100257605	0.2093
1_MACS_peak_18796_lociStitched	chr3(.):100321219-100323080	0.1346
1_MACS_peak_18797_lociStitched	chr3(.):100427501-100429901	0.2257
1_MACS_peak_18798_lociStitched	chr3(.):100449144-100450245	0.1824
1_MACS_peak_18799_lociStitched	chr3(.):100819103-100819835	0.1219
2_MACS_peak_18800_lociStitched	chr3(.):101230907-101238502	0.1716
2_MACS_peak_18802_lociStitched	chr3(.):101278296-101281562	0.1572
1_MACS_peak_18804_lociStitched	chr3(.):101291649-101294501	0.185
1_MACS_peak_18805_lociStitched	chr3(.):101394273-101397579	0.2156
1_MACS_peak_18806_lociStitched	chr3(.):101404109-101406477	0.2582
1_MACS_peak_18807_lociStitched	chr3(.):101419281-101421291	0.222
2_MACS_peak_18808_lociStitched	chr3(.):101439005-101445342	0.1941
1_MACS_peak_18810_lociStitched	chr3(.):101487518-101488878	0.105
3_MACS_peak_18811_lociStitched	chr3(.):101495491-101513215	0.1679
1_MACS_peak_18814_lociStitched	chr3(.):101526124-101527637	0.1239
1_MACS_peak_18815_lociStitched	chr3(.):101545120-101547786	0.1266
1_MACS_peak_18816_lociStitched	chr3(.):101567283-101570462	0.2
1_MACS_peak_18817_lociStitched	chr3(.):101654807-101656305	0.2629
1_MACS_peak_18818_lociStitched	chr3(.):101756732-101758301	0.1486
1_MACS_peak_18819_lociStitched	chr3(.):101776284-101779558	0.151
1_MACS_peak_18820_lociStitched	chr3(.):101867268-101868569	0.2291
1_MACS_peak_18821_lociStitched	chr3(.):102328071-102329733	0.1386
1_MACS_peak_18822_lociStitched	chr3(.):104009839-104011768	0.1128
2_MACS_peak_18823_lociStitched	chr3(.):104237823-104246722	0.1395
1_MACS_peak_18825_lociStitched	chr3(.):105084758-105089278	0.2178
1_MACS_peak_18826_lociStitched	chr3(.):105587081-105588863	0.1651
