REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
6_MACS_peak_23160_lociStitched	chr22	19748766	19762279	6	12431	14915.6494	1125.6329	342	TBX1	SEPT5,SEPT5-GP1BB,GP1BB	TBX1	342	1
10_MACS_peak_2145_lociStitched	chr1	16432807	16447930	10	13321	13081.395	1575.8166	343		FAM131C,EPHA2	FAM131C	343	1
1_MACS_peak_12597_lociStitched	chr17	34745892	34757724	1	11833	18119.5248	3198.1896	344	TBC1D3H,TBC1D3C		TBC1D3H	344	1
9_MACS_peak_12407_lociStitched	chr17	19111726	19126274	9	13728	11743.1456	1590.0964	345		EPN2	EPN2	345	1
3_MACS_peak_15873_lociStitched	chr19	4737802	4750705	3	12407	15350.6991	1701.9057	346		C19orf30,MIR7-3,FEM1A,DPP9	DPP9	346	1
6_MACS_peak_15056_lociStitched	chr17	81012129	81026103	6	12352	14836.1958	1143.0732	347		METRNL,B3GNTL1	B3GNTL1	347	1
5_MACS_peak_16059_lociStitched	chr19	5553000	5566284	5	12626	14648.2668	1591.4232	348	PLAC2		PLAC2	348	1
4_MACS_peak_15682_lociStitched	chr19	3437541	3450198	4	12120	15830.1099	1707.4293	349	NFIC	C19orf77	C19orf77	349	1
6_MACS_peak_8351_lociStitched	chr12	3238718	3252345	6	12733	13917.2551	1452.6382	350	TSPAN9		TSPAN9	350	1
7_MACS_peak_22043_lociStitched	chr20	61992878	62006509	7	12699	13382.9158	940.539	351		CHRNA4	CHRNA4	351	1
6_MACS_peak_22528_lociStitched	chr21	44036051	44048510	6	11949	15820.4382	1796.5878	352		PDE9A	PDE9A	352	1
3_MACS_peak_28190_lociStitched	chr6	34024550	34037380	3	12575	13722.968	1158.549	353	GRM4		MIR1275	353	1
5_MACS_peak_19804_lociStitched	chr19	56273059	56285733	5	12559	14594.111	2041.7814	354	RFPL4A	NLRP9	RFPL4A	354	1
5_MACS_peak_364_lociStitched	chr1	2354556	2367472	5	12313	14257.9724	1153.3988	355		RER1,PLCH2,MORN1,PEX10	PEX10	355	1
10_MACS_peak_10486_lociStitched	chr16	3055099	3069054	10	12273	14366.6725	1244.786	356	CLDN9,CLDN6	KREMEN2,PAQR4,LOC283875,TNFRSF12A,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	356	1
6_MACS_peak_26292_lociStitched	chr4	3820528	3833907	6	12296	13942.2559	1011.4524	357			ADRA2C	357	1
2_MACS_peak_12084_lociStitched	chr17	7185371	7197432	2	11996	14820.5568	1274.8477	358	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	SLC2A4	358	1
6_MACS_peak_11847_lociStitched	chr17	1921183	1933448	6	11806	15035.6635	1109.9825	359	DPH1,RTN4RL1	OVCA2,HIC1,MIR132,MIR212	RTN4RL1	359	1
5_MACS_peak_15761_lociStitched	chr19	3885594	3899099	5	12604	13519.8555	1522.0135	360	ATCAY	ITGB1BP3,ZFR2	ATCAY	360	1
5_MACS_peak_4775_lociStitched	chr1	202153922	202166104	5	11550	16367.7352	2079.4674	361	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	361	1
7_MACS_peak_12752_lociStitched	chr17	39771443	39784819	7	12446	13385.3632	1067.4048	362	KRT17,KRT42P	KRT9,KRT14,KRT16	KRT17	362	1
3_MACS_peak_15843_lociStitched	chr19	4513258	4524501	3	11150	16340.5762	1355.9058	363	PLIN4,PLIN5	HDGFRP2,LRG1,SEMA6B	PLIN4	363	1
2_MACS_peak_34094_lociStitched	chr9	140777108	140787433	2	10234	18225.69	1795.5175	364	CACNA1B	MIR602	CACNA1B	364	1
6_MACS_peak_15279_lociStitched	chr19	545197	558227	6	12148	14256.123	1359.029	365	GZMM	MADCAM1,C19orf20,CDC34,BSG,HCN2	GZMM	365	1
4_MACS_peak_17599_lociStitched	chr19	18717725	18729049	4	10980	16225.0272	1035.0136	366	TMEM59L	C19orf50,UBA52,C19orf60,KLHL26,CRLF1	TMEM59L	366	1
1_MACS_peak_10243_lociStitched	chr16	1094459	1106071	1	11613	14569.5764	671.1736	367		SSTR5,LOC146336,C1QTNF8	SSTR5	367	1
8_MACS_peak_6428_lociStitched	chr11	2111425	2124361	8	12292	13278.804	923.6304	368		IGF2AS,MIR483,IGF2	MIR483	368	1
9_MACS_peak_644_lociStitched	chr1	3033154	3047348	9	12329	13001.704	752.282	369	PRDM16,MIR4251	FLJ42875	MIR4251	369	1
2_MACS_peak_12600_lociStitched	chr17	34797227	34808199	2	10888	17919.4704	2728.7364	370	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	370	1
9_MACS_peak_21714_lociStitched	chr20	60447408	60461670	9	12454	12693.18	901.3584	371	CDH4		MIR1257	371	1
5_MACS_peak_22974_lociStitched	chr21	47364113	47376258	5	11709	14762.2475	1395.4605	372		COL6A1	COL6A1	372	1
7_MACS_peak_13847_lociStitched	chr17	72910310	72923532	7	11994	13778.6462	1260.0566	373	OTOP2,USH1G	OTOP3,FDXR,FADS6,C17orf28	USH1G	373	1
3_MACS_peak_15295_lociStitched	chr19	665493	677202	3	11186	15597.5589	1394.5419	374	FSTL3	FGF22,PALM,POLRMT,RNF126,PRSSL1	FSTL3	374	1
7_MACS_peak_16408_lociStitched	chr19	7836211	7849577	7	12574	12705.7196	1709.5114	375		CLEC4M,CLEC4GP1,EVI5L,CLEC4G,CD209	CLEC4GP1	375	1
12_MACS_peak_15598_lociStitched	chr19	3255752	3270466	12	12615	12322.975	1447.8576	376	CELF5		CELF5	376	1
1_MACS_peak_22217_lociStitched	chr20	62737446	62748894	1	11449	14640.8472	1012.0032	377	NPBWR2	TCEA2,OPRL1,MYT1,RGS19,C20orf201	NPBWR2	377	1
6_MACS_peak_33159_lociStitched	chr9	137376124	137389420	6	11989	13455.552	998.5296	378			COL5A1	378	1
2_MACS_peak_9131_lociStitched	chr13	114054677	114066582	2	11819	13853.8485	1053.5925	379		GRTP1,ADPRHL1	GRTP1	379	1
9_MACS_peak_6146_lociStitched	chr11	1248705	1262004	9	12054	12965.1951	817.8885	380	MUC5B		MUC5B	380	1
7_MACS_peak_10500_lociStitched	chr16	3093063	3105883	7	12076	13255.88	1212.772	381	MMP25	CLDN9,TNFRSF12A,THOC6,IL32,CLDN6,HCFC1R1,CCDC64B,ZSCAN10	MMP25	381	1
8_MACS_peak_10260_lociStitched	chr16	1128317	1140859	8	12255	12183.2988	792.6544	382	SSTR5,LOC146336,C1QTNF8		SSTR5	382	1
3_MACS_peak_28289_lociStitched	chr6	41604091	41616556	3	11850	13321.3455	959.805	383	MDFI		MDFI	383	1
5_MACS_peak_15435_lociStitched	chr19	2716323	2729207	5	11593	14369.5252	1475.218	384	DIRAS1	GNG7,SLC39A3	DIRAS1	384	1
6_MACS_peak_33961_lociStitched	chr9	139873767	139886072	6	11877	13194.6515	967.173	385	PTGDS,LCNL1	C8G,LCN12,C9orf142,C9orf139,FBXW5,CLIC3,ABCA2,FUT7	LCNL1	385	1
12_MACS_peak_24500_lociStitched	chr22	44752480	44766753	12	12351	12127.7681	1158.9676	386		KIAA1644	KIAA1644	386	1
10_MACS_peak_26213_lociStitched	chr4	3680466	3693754	10	12205	12165.164	859.7336	387		LOC100133461	LOC100133461	387	1
4_MACS_peak_13102_lociStitched	chr17	46691197	46703199	4	11560	14138.356	1321.4202	388	HOXB8,HOXB9	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7,MIR196A1	HOXB8	388	1
7_MACS_peak_19944_lociStitched	chr2	26776114	26789500	7	12146	12780.9528	1357.3404	389	C2orf70,OTOF		OTOF	389	1
7_MACS_peak_6525_lociStitched	chr11	2328217	2341437	7	11905	12898.754	935.976	390	TSPAN32	ASCL2,C11orf21	TSPAN32	390	1
5_MACS_peak_33762_lociStitched	chr9	138870550	138882548	5	11618	13396.9668	813.4644	391		UBAC1	UBAC1	391	1
10_MACS_peak_27019_lociStitched	chr4	8611213	8624906	10	12049	12420.9203	862.659	392	CPZ	GPR78	CPZ	392	1
4_MACS_peak_24080_lociStitched	chr22	40068085	40080869	4	12142	12465.6784	1155.6736	393	CACNA1I		CACNA1I	393	1
6_MACS_peak_6079_lociStitched	chr11	1032016	1044138	6	11639	13380.2636	930.9696	394	MUC6	MUC2	MUC6	394	1
2_MACS_peak_12589_lociStitched	chr17	34493148	34504312	2	11135	16389.8684	2912.6876	395	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	395	1
7_MACS_peak_25647_lociStitched	chr3	50235187	50247759	7	11394	13981.3212	1079.9348	396	SLC38A3	SEMA3F,GNAT1,GNAI2	SLC38A3	396	1
9_MACS_peak_22400_lociStitched	chr21	43079518	43092447	9	12122	12718.2573	1585.0954	397		NCRNA00111,NCRNA00112,C21orf129	NCRNA00111	397	1
3_MACS_peak_14884_lociStitched	chr17	78997138	79008463	3	11196	14326.125	1177.8	398	FLJ90757	CHMP6,BAIAP2	FLJ90757	398	1
6_MACS_peak_6285_lociStitched	chr11	1701978	1714754	6	11280	13928.3952	1001.6384	399	MOB2,FAM99B	FAM99A,KRTAP5-6	FAM99B	399	1
3_MACS_peak_25625_lociStitched	chr3	50192749	50204743	3	11324	13830.2814	1059.0702	400	SEMA3F	GNAT1,SLC38A3	SEMA3F	400	1
3_MACS_peak_11682_lociStitched	chr17	1026724	1038531	3	11114	14105.8229	952.8249	401	ABR	ABR	ABR	401	1
12_MACS_peak_31273_lociStitched	chr8	143534966	143548780	12	11848	12290.3158	949.0218	402	BAI1		BAI1	402	1
8_MACS_peak_31353_lociStitched	chr8	143656471	143669740	8	11826	12277.8057	927.5031	403		ARC	ARC	403	1
3_MACS_peak_2156_lociStitched	chr1	16450844	16462407	3	11398	13413.08	1086.922	404	EPHA2		EPHA2	404	1
12_MACS_peak_21963_lociStitched	chr20	61751685	61765314	12	11743	12510.0591	1121.6667	405		HAR1A,MIR124-3,HAR1B	HAR1B	405	1
3_MACS_peak_17332_lociStitched	chr19	17634450	17646010	3	11322	13444.28	1077.392	406	FAM129C	PGLS,GLT25D1	FAM129C	406	1
3_MACS_peak_653_lociStitched	chr1	3049010	3060708	3	11548	12707.5374	880.8594	407	PRDM16	MIR4251	MIR4251	407	1
9_MACS_peak_26126_lociStitched	chr4	1795597	1808072	9	11027	13716.2625	830.835	408	FGFR3	LETM1	FGFR3	408	1
3_MACS_peak_15406_lociStitched	chr19	1790797	1801802	3	10977	14330.711	1354.7155	409	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	409	1
10_MACS_peak_3353_lociStitched	chr1	22665396	22679039	10	11750	12370.1081	1186.941	410			ZBTB40	410	1
7_MACS_peak_30872_lociStitched	chr8	141999986	142012249	7	11495	13156.9727	1431.0921	411	PTK2		PTK2	411	1
1_MACS_peak_4631_lociStitched	chr1	156889887	156899905	1	10019	16259.214	1639.9466	412	C1orf92	PEAR1,MIR765	C1orf92	412	1
4_MACS_peak_12700_lociStitched	chr17	37752105	37763561	4	11123	13434.4512	943.9744	413	NEUROD2	PPP1R1B,STARD3	NEUROD2	413	1
6_MACS_peak_23331_lociStitched	chr22	21563890	21576702	6	12105	12244.4284	2219.0384	414			POM121L8P	414	1
4_MACS_peak_16501_lociStitched	chr19	8187047	8198767	4	11400	13092.412	1273.964	415	FBN3		FBN3	415	1
4_MACS_peak_8122_lociStitched	chr11	119210632	119222058	4	11108	13465.541	1167.7372	416	C1QTNF5	RNF26,LOC100499227,MCAM,USP2	C1QTNF5	416	1
11_MACS_peak_12378_lociStitched	chr17	19058605	19071917	11	12046	11364.4544	1485.6192	417	GRAPL		GRAPL	417	1
5_MACS_peak_7149_lociStitched	chr11	64505296	64516219	5	10312	14747.1423	976.5162	418	RASGRP2,PYGM	NRXN2,SF1	RASGRP2	418	1
3_MACS_peak_15349_lociStitched	chr19	1231529	1240884	3	9230	16720.1915	1247.0215	419	C19orf26	STK11,ATP5D,MIDN,CIRBP,C19orf24,EFNA2,C19orf23	C19orf26	419	1
6_MACS_peak_6519_lociStitched	chr11	2313849	2326335	6	11726	11626.9632	1011.366	420	TSPAN32,C11orf21	ASCL2	C11orf21	420	1
3_MACS_peak_10407_lociStitched	chr16	2240246	2250980	3	10450	14257.9722	870.5274	421	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,SNORD60,C16orf79,PGP	CASKIN1	421	1
8_MACS_peak_25776_lociStitched	chr3	50566105	50578869	8	11355	12582.7512	1125.7848	422		HEMK1,CACNA2D2,C3orf18	CACNA2D2	422	1
8_MACS_peak_6480_lociStitched	chr11	2209156	2222673	8	11247	12776.2684	1071.8981	423		IGF2AS,IGF2,INS,TH	TH	423	1
3_MACS_peak_383_lociStitched	chr1	2399411	2410903	3	11219	12651.5428	895.2268	424	PLCH2	PANK4	PLCH2	424	1
8_MACS_peak_2808_lociStitched	chr1	18955465	18968315	8	11505	11706.35	699.04	425	PAX7		PAX7	425	1
4_MACS_peak_22479_lociStitched	chr21	43763380	43774641	4	10857	13910.7133	1418.886	426	TFF2	UBASH3A,TFF3,TFF1,TMPRSS3	TFF2	426	1
6_MACS_peak_21132_lociStitched	chr20	56129203	56141057	6	11512	12232.1426	1359.6538	427	PCK1	CTCFL	PCK1	427	1
3_MACS_peak_907_lociStitched	chr1	3676076	3687867	3	11309	12468.9825	1124.8614	428	CCDC27	LOC388588,KIAA0495,LRRC47	LOC388588	428	1
4_MACS_peak_25296_lociStitched	chr22	51039484	51051075	4	10967	13228.8083	1200.8276	429	MAPK8IP2	LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	429	1
8_MACS_peak_2028_lociStitched	chr1	11758275	11770086	8	11297	12379.1091	1145.667	430	C1orf187	FBXO44,FBXO6,AGTRAP,FBXO2,MAD2L2	C1orf187	430	1
1_MACS_peak_15288_lociStitched	chr19	591370	601628	1	10259	14416.5932	1027.8516	431	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	431	1
3_MACS_peak_13079_lociStitched	chr17	45922889	45934051	3	11036	12824.0218	1209.9608	432	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	432	1
10_MACS_peak_32261_lociStitched	chr9	133250745	133263423	10	11320	11727.15	988.884	433			ASS1	433	1
7_MACS_peak_14077_lociStitched	chr17	75878404	75890606	7	11102	12388.6906	1193.3556	434	FLJ45079		FLJ45079	434	1
4_MACS_peak_6337_lociStitched	chr11	1798117	1809149	4	10571	13195.3752	846.1544	435		SYT8,LOC402778,CTSD,MOB2	MOB2	435	1
6_MACS_peak_21875_lociStitched	chr20	61410388	61422174	6	10805	12941.028	1103.1696	436		C20orf20,OGFR,COL9A3	C20orf20	436	1
6_MACS_peak_3596_lociStitched	chr1	23200969	23212899	6	11303	11714.067	1150.052	437	EPHB2	MIR4253	MIR4253	437	1
6_MACS_peak_32787_lociStitched	chr9	136074982	136086924	6	11238	11497.7576	771.4532	438	OBP2B	GBGT1	OBP2B	438	1
9_MACS_peak_3299_lociStitched	chr1	22567247	22579681	9	11151	11995.0798	1089.2184	439			WNT4	439	1
8_MACS_peak_5564_lociStitched	chr10	114742263	114754255	8	11269	11852.8928	1287.9408	440	TCF7L2		TCF7L2	440	1
6_MACS_peak_395_lociStitched	chr1	2458260	2469256	6	10654	12756.4596	770.8196	441	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	441	1
4_MACS_peak_5544_lociStitched	chr10	104167488	104178275	4	10343	13682.2308	1066.8343	442	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	442	1
6_MACS_peak_32910_lociStitched	chr9	136377937	136390185	6	11112	12039.784	1159.8856	443	TMEM8C	ADAMTSL2,SLC2A6	TMEM8C	443	1
7_MACS_peak_13252_lociStitched	chr17	47952877	47965512	7	11195	11813.725	1209.1695	444		TAC4	TAC4	444	1
3_MACS_peak_15333_lociStitched	chr19	842593	852913	3	10156	14354.088	1482.984	445	PRTN3,ELANE	PTBP1,MIR3187,AZU1,CFD,LPPR3,MED16	ELANE	445	1
4_MACS_peak_8447_lociStitched	chr12	3411998	3423086	4	10962	12140.2512	986.832	446			PRMT8	446	1
4_MACS_peak_12214_lociStitched	chr17	7969803	7981007	4	10855	12473.4132	1092.39	447	ALOX12B	ALOX15B,MIR4314,ALOXE3,HES7	ALOX12B	447	1
3_MACS_peak_3424_lociStitched	chr1	22915125	22926088	3	10769	12480.2792	919.7957	448	EPHA8	C1QA,C1QC	EPHA8	448	1
7_MACS_peak_14641_lociStitched	chr17	77828523	77840360	7	11211	11515.0336	1021.5331	449		CBX4	CBX4	449	1
3_MACS_peak_15085_lociStitched	chr17	81065033	81076576	3	10883	12214.8026	976.5378	450		METRNL	METRNL	450	1
8_MACS_peak_616_lociStitched	chr1	2987246	2999884	8	10912	11701.5242	552.2806	451	PRDM16	ACTRT2,MIR4251,FLJ42875	PRDM16	451	1
2_MACS_peak_27712_lociStitched	chr5	176300053	176309646	2	9553	14419.2383	693.5739	452	UNC5A,HK3		HK3	452	1
5_MACS_peak_32946_lociStitched	chr9	136440277	136451502	5	10866	11794.1075	701.5625	453	ADAMTSL2,FAM163B	DBH	FAM163B	453	1
2_MACS_peak_3170_lociStitched	chr1	21005704	21016464	2	10735	12601.036	1240.628	454	KIF17	PINK1,DDOST,SH2D5	DDOST	454	1
8_MACS_peak_9524_lociStitched	chr15	42158276	42170624	8	11011	11763.9396	1068.102	455	SPTBN5,MIR4310	JMJD7-PLA2G4B,PLA2G4B	MIR4310	455	1
7_MACS_peak_20782_lociStitched	chr20	34959224	34971393	7	11264	11098.128	1073.3058	456		DLGAP4	DLGAP4	456	1
2_MACS_peak_10841_lociStitched	chr16	30034004	30044534	2	10433	12970.854	1017.198	457	C16orf92,FAM57B	TAOK2,INO80E,ALDOA,PPP4C,HIRIP3,DOC2A	FAM57B	457	1
8_MACS_peak_14241_lociStitched	chr17	76561856	76573659	8	10985	11729.8214	1092.9578	458	DNAH17		DNAH17	458	1
4_MACS_peak_13192_lociStitched	chr17	47528743	47539617	4	10587	12417.0206	856.8712	459		NGFR,PHB	NGFR	459	1
5_MACS_peak_9898_lociStitched	chr15	78180484	78192091	5	11177	11084.685	964.5417	460		LOC645752	LOC645752	460	1
5_MACS_peak_4582_lociStitched	chr1	156585727	156596321	5	9803	14841.1346	1744.8318	461	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4	HAPLN2	461	1
2_MACS_peak_29765_lociStitched	chr7	155169726	155180458	2	10609	12720.6396	1291.0596	462			EN2	462	1
11_MACS_peak_19774_lociStitched	chr19	56056352	56069730	11	11262	10939.1906	1213.3846	463		ZNF524,SBK2,ZNF579,FIZ1	SBK2	463	1
4_MACS_peak_6230_lociStitched	chr11	1558984	1569937	4	10428	12773.3886	1112.8248	464	MOB2	LOC338651,DUSP8,KRTAP5-1,KRTAP5-2	DUSP8	464	1
14_MACS_peak_20937_lociStitched	chr20	44930355	44944394	14	10821	12087.579	1454.4404	465		SLC35C2	SLC35C2	465	1
4_MACS_peak_12530_lociStitched	chr17	26831882	26843180	4	10512	12320.469	975.0174	466		SLC13A2,FOXN1,UNC119	FOXN1	466	1
10_MACS_peak_21990_lociStitched	chr20	61801862	61815147	10	11059	11051.7915	1073.428	467	MIR124-3	YTHDF1	MIR124-3	467	1
2_MACS_peak_33348_lociStitched	chr9	137705913	137716087	2	10168	12782.6136	770.1718	468	COL5A1	MIR3689B,MIR3689A	MIR3689B	468	1
7_MACS_peak_16127_lociStitched	chr19	5876026	5888038	7	11031	11342.9316	1346.5452	469		VMAC,CAPS,FUT6,FUT3,FUT5,NDUFA11	FUT5	469	1
2_MACS_peak_25918_lociStitched	chr3	183945229	183955105	2	9721	14332.0512	1465.5984	470	VWA5B2	ABCF3,MIR1224,ECE2,ALG3,CAMK2N2	VWA5B2	470	1
6_MACS_peak_44_lociStitched	chr1	955505	966484	6	10299	12422.7385	742.1804	471	AGRN	ISG15,C1orf170,HES4	AGRN	471	1
10_MACS_peak_26652_lociStitched	chr4	7424947	7437439	10	10868	11295.2664	974.376	472	SORCS2,PSAPL1	MIR4274	PSAPL1	472	1
4_MACS_peak_1774_lociStitched	chr1	10792387	10803535	4	10618	11805.732	946.4652	473	CASZ1		CASZ1	473	1
5_MACS_peak_21947_lociStitched	chr20	61713670	61724546	5	10643	11442.6396	827.6636	474	LOC63930	LOC100144597,HAR1A,NCRNA00029,HAR1B	HAR1A	474	1
10_MACS_peak_19085_lociStitched	chr19	49051259	49063682	10	10790	11358.3489	1152.8544	475	SULT2B1	SULT2B1,SPACA4,LMTK3	SULT2B1	475	1
5_MACS_peak_6603_lociStitched	chr11	3216173	3226605	5	9909	12959.6736	841.8624	476		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	476	1
2_MACS_peak_33321_lociStitched	chr9	137668613	137679068	2	10353	11842.3785	709.8945	477	COL5A1		MIR3689B	477	1
2_MACS_peak_2255_lociStitched	chr1	17196532	17205424	2	8636	16298.1468	2067.39	478		CROCC	CROCC	478	1
5_MACS_peak_32437_lociStitched	chr9	133937825	133949263	5	10500	11733.1004	1061.4464	479	LAMC3	AIF1L	AIF1L	479	1
8_MACS_peak_11631_lociStitched	chr17	814780	826550	8	10841	10730.709	947.485	480	NXN		NXN	480	1
6_MACS_peak_25085_lociStitched	chr22	49292529	49303896	6	10780	10836.1611	917.3169	481			FAM19A5	481	1
5_MACS_peak_14188_lociStitched	chr17	76481275	76492280	5	10458	11644.3905	980.5455	482	DNAH17		DNAH17	482	1
4_MACS_peak_24184_lociStitched	chr22	42795783	42806478	4	10592	11136.7035	840.627	483	NFAM1		NFAM1	483	1
8_MACS_peak_14134_lociStitched	chr17	76311141	76322553	8	10829	10670.22	1013.3856	484		SOCS3	SOCS3	484	1
4_MACS_peak_15678_lociStitched	chr19	3422895	3434196	4	10524	11760.9507	1343.6889	485	NFIC	C19orf77	C19orf77	485	1
14_MACS_peak_19426_lociStitched	chr19	51051562	51064722	14	10651	11045.188	965.944	486	LRRC4B	SNAR-F,JOSD2,ASPDH	LRRC4B	486	1
2_MACS_peak_29845_lociStitched	chr7	155597479	155607588	2	9948	12566.4979	957.3223	487	SHH		SHH	487	1
4_MACS_peak_22349_lociStitched	chr21	38071814	38081998	4	9900	12885.8152	1201.712	488	SIM2		SIM2	488	1
4_MACS_peak_22418_lociStitched	chr21	43130166	43140898	4	10507	11625.9756	1413.4044	489	NCRNA00112,C21orf129	NCRNA00111,RIPK4	C21orf129	489	1
6_MACS_peak_19963_lociStitched	chr2	26831004	26843231	6	10677	10878.3619	1179.9055	490	CIB4	C2orf70,OTOF	CIB4	490	1
7_MACS_peak_8558_lociStitched	chr12	52230944	52242421	7	10394	11394.3656	1044.407	491		ANKRD33,FIGNL2	FIGNL2	491	1
5_MACS_peak_34016_lociStitched	chr9	140120569	140130722	5	9407	13434.4496	1016.3153	492	C9orf169,LOC643596,SLC34A3	SSNA1,NDOR1,TUBB2C,C9orf173,COBRA1,C9orf167,ANAPC2,TPRN,TMEM203,RNF208,FAM166A	SLC34A3	492	1
10_MACS_peak_14388_lociStitched	chr17	77272658	77285666	10	10626	10791.4368	1058.8512	493	RBFOX3		RBFOX3	493	1
3_MACS_peak_6491_lociStitched	chr11	2228385	2238562	3	9953	12107.5769	835.5317	494		INS,TH	TH	494	1
3_MACS_peak_14293_lociStitched	chr17	77036964	77047540	3	10093	12078.8496	1218.3552	495	C1QTNF1	ENGASE,CANT1	C1QTNF1	495	1
6_MACS_peak_28292_lociStitched	chr6	41617058	41628250	6	10281	11377.7872	973.704	496	MDFI		MDFI	496	1
10_MACS_peak_260_lociStitched	chr1	2014882	2026798	10	10615	10526.5944	990.2196	497	PRKCZ	PRKCZ	PRKCZ	497	1
4_MACS_peak_21729_lociStitched	chr20	60474720	60485415	4	10355	10950.6105	763.623	498	CDH4	MIR1257	MIR1257	498	1
6_MACS_peak_24366_lociStitched	chr22	44231125	44242865	6	10291	11251.616	914.546	499	SULT4A1	EFCAB6,PNPLA5	SULT4A1	499	1
3_MACS_peak_32363_lociStitched	chr9	133535389	133544522	3	9096	13333.2667	581.7721	500	PRDM12	EXOSC2,ABL1	PRDM12	500	1
6_MACS_peak_33823_lociStitched	chr9	138987276	138998425	6	10430	10816.7598	860.7028	501		NACC2,C9orf69	NACC2	501	1
5_MACS_peak_32442_lociStitched	chr9	133950144	133961631	5	10454	10879.3377	999.369	502	LAMC3	AIF1L,NUP214	AIF1L	502	1
9_MACS_peak_32083_lociStitched	chr9	132410518	132421915	9	10628	10337.079	937.9731	503		METTL11A,PRRX2,C9orf50,ASB6	PRRX2	503	1
3_MACS_peak_16508_lociStitched	chr19	8204124	8214113	3	9751	12754.9541	1300.5678	504	FBN3		FBN3	504	1
4_MACS_peak_14634_lociStitched	chr17	77813663	77823561	4	9425	12763.471	684.9416	505		CBX8,CBX4	CBX4	505	1
3_MACS_peak_15409_lociStitched	chr19	1802413	1812381	3	9606	13136.8272	1412.4656	506	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	506	1
7_MACS_peak_702_lociStitched	chr1	3140933	3152412	7	10393	10670.8784	722.0291	508	PRDM16		MIR4251	508	1
7_MACS_peak_22711_lociStitched	chr21	45878612	45889663	7	10201	11790.3119	1396.8464	509	LRRC3	C21orf90	LRRC3	509	1
5_MACS_peak_19225_lociStitched	chr19	49564247	49575005	5	10581	10291.1028	876.777	510	NTF4,KCNA7	CGB2,SNAR-G1,CGB5,SNRNP70,LIN7B,PPFIA3,LHB,CGB,SNAR-G2,CGB1,CGB8,CGB7,C19orf73	NTF4	510	1
6_MACS_peak_33799_lociStitched	chr9	138945607	138956255	6	10108	11253.8712	660.176	511	NACC2		NACC2	511	1
12_MACS_peak_33328_lociStitched	chr9	137685309	137697003	12	10431	10550.3268	748.416	512	COL5A1	MIR3689B,MIR3689A	MIR3689B	512	1
3_MACS_peak_4589_lociStitched	chr1	156639950	156650521	3	10432	11363.825	1667.0467	513	NES	BCAN,C1orf66,CRABP2,ISG20L2	NES	513	1
4_MACS_peak_22822_lociStitched	chr21	46256481	46266859	4	9587	12933.0636	1337.7242	514		UBE2G2,SUMO3,PTTG1IP	SUMO3	514	1
6_MACS_peak_1703_lociStitched	chr1	9683580	9694607	6	10460	11042.4378	1555.9097	515		TMEM201,PIK3CD,C1orf200	PIK3CD	515	1
7_MACS_peak_24991_lociStitched	chr22	46390954	46402263	7	10182	11141.6268	990.6684	516		LOC730668,LOC150381,WNT7B,LOC100271722,C22orf26	LOC730668	516	1
7_MACS_peak_29178_lociStitched	chr7	100354948	100366782	7	10162	11255.3174	1112.396	517	ZAN	EPO	ZAN	517	1
3_MACS_peak_18820_lociStitched	chr19	47116825	47127232	3	10025	11644.3923	1197.8457	518	PTGIR	CALM3,GNG8,DACT3	PTGIR	518	1
8_MACS_peak_2872_lociStitched	chr1	19040915	19052612	8	10653	9696.813	917.0448	519	PAX7		PAX7	519	1
6_MACS_peak_15244_lociStitched	chr19	414304	425540	6	10338	10770.8296	1153.9372	520	SHC2	THEG,C2CD4C,ODF3L2	C2CD4C	520	1
6_MACS_peak_14830_lociStitched	chr17	78450862	78461661	6	10165	10849.7553	853.121	521		NPTX1	NPTX1	521	1
