REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16.bam	42_0EXU_0229Kronos_MM1S-KB-6hr-2_Input_hs_i86.bam
2_MACS_peak_20529_lociStitched	chr2	242759477	242760423	2	577	498.9204	35.2858
2_MACS_peak_27051_lociStitched	chr4	8656046	8656992	2	760	607.332	37.7454
1_MACS_peak_11009_lociStitched	chr16	75284290	75285235	1	946	910.2239999999999	37.800000000000004
1_MACS_peak_17802_lociStitched	chr19	34395690	34396635	1	946	760.2524999999999	113.1165
2_MACS_peak_21652_lociStitched	chr20	60335269	60336214	2	927	546.4935	48.856500000000004
1_MACS_peak_24768_lociStitched	chr22	45367881	45368826	1	946	784.3499999999999	113.4945
2_MACS_peak_26410_lociStitched	chr4	6426314	6427259	2	755	597.9015	24.6645
1_MACS_peak_31655_lociStitched	chr8	145554504	145555449	1	946	812.133	67.5675
2_MACS_peak_32312_lociStitched	chr9	133355147	133356092	2	598	487.9035	68.51249999999999
1_MACS_peak_3502_lociStitched	chr1	23051678	23052622	1	945	818.5423999999999	72.8768
1_MACS_peak_9115_lociStitched	chr13	114014157	114015101	1	945	827.0384	71.27199999999999
2_MACS_peak_25668_lociStitched	chr3	50404267	50405211	2	931	791.9216	101.85759999999999
2_MACS_peak_3822_lociStitched	chr1	30054046	30054989	2	633	531.0033000000001	52.6194
1_MACS_peak_8635_lociStitched	chr12	52695406	52696349	1	944	728.3732	74.30839999999999
1_MACS_peak_12104_lociStitched	chr17	7313786	7314729	1	944	725.8271000000001	37.72
1_MACS_peak_20236_lociStitched	chr2	171671074	171672017	1	944	617.3820999999999	128.3423
1_MACS_peak_222_lociStitched	chr1	1932423	1933365	1	943	731.2746	88.7364
1_MACS_peak_20277_lociStitched	chr2	199246920	199247862	1	943	613.0536000000001	115.4892
2_MACS_peak_28611_lociStitched	chr7	1560547	1561489	2	648	574.9026	81.3888
1_MACS_peak_4411_lociStitched	chr1	48190898	48191839	1	942	762.0218	97.67580000000001
2_MACS_peak_5617_lociStitched	chr10	126727474	126728415	2	830	743.1076999999999	109.156
1_MACS_peak_14955_lociStitched	chr17	79368355	79369296	1	942	937.8947000000001	86.8543
1_MACS_peak_20829_lociStitched	chr20	37325846	37326787	1	942	758.6342000000001	132.8692
1_MACS_peak_1363_lociStitched	chr1	7148599	7149539	1	941	663.17	82.908
2_MACS_peak_24295_lociStitched	chr22	43696380	43697320	2	676	579.04	96.256
2_MACS_peak_25278_lociStitched	chr22	50618067	50619007	2	718	599.72	77.08
2_MACS_peak_26832_lociStitched	chr4	8012400	8013340	2	538	568.1360000000001	80.934
2_MACS_peak_27431_lociStitched	chr5	1860791	1861731	2	815	612.5039999999999	107.16000000000001
1_MACS_peak_17322_lociStitched	chr19	17581881	17582820	1	940	822.2823000000001	107.7033
2_MACS_peak_31163_lociStitched	chr8	143077564	143078503	2	696	649.4124	105.26190000000001
2_MACS_peak_583_lociStitched	chr1	2925813	2926751	2	666	615.4218	26.264
1_MACS_peak_7170_lociStitched	chr11	65600126	65601064	1	939	741.5828	134.4154
2_MACS_peak_16649_lociStitched	chr19	10019746	10020684	2	858	643.1866	86.48360000000001
1_MACS_peak_24764_lociStitched	chr22	45355949	45356887	1	939	690.1804	80.0114
1_MACS_peak_31451_lociStitched	chr8	144100171	144101109	1	939	882.189	70.4438
1_MACS_peak_3692_lociStitched	chr1	27684187	27685124	1	938	915.449	90.7016
2_MACS_peak_5667_lociStitched	chr10	126858941	126859878	2	628	481.7117	60.0617
1_MACS_peak_8578_lociStitched	chr12	52407342	52408279	1	938	866.5376	51.1602
1_MACS_peak_25184_lociStitched	chr22	50430911	50431848	1	938	838.4276	130.9926
2_MACS_peak_28780_lociStitched	chr7	4863518	4864454	2	874	574.4232000000001	36.5976
2_MACS_peak_1012_lociStitched	chr1	4292887	4293822	2	712	574.2769999999999	71.5275
2_MACS_peak_8744_lociStitched	chr12	53342891	53343826	2	655	537.9055000000001	51.8925
1_MACS_peak_13369_lociStitched	chr17	48705169	48706104	1	936	812.328	147.0755
2_MACS_peak_18585_lociStitched	chr19	45390146	45391081	2	677	614.5755	51.051
2_MACS_peak_22449_lociStitched	chr21	43381809	43382744	2	902	680.3995	130.339
1_MACS_peak_911_lociStitched	chr1	3716585	3717519	1	935	686.3966	108.34400000000001
1_MACS_peak_4588_lociStitched	chr1	156601532	156602466	1	935	647.8224	87.329
2_MACS_peak_11074_lociStitched	chr16	85227719	85228653	2	741	599.9082	41.8432
1_MACS_peak_23562_lociStitched	chr22	28170258	28171192	1	935	839.7594	58.9354
1_MACS_peak_24754_lociStitched	chr22	45342737	45343671	1	935	767.3744	29.514400000000002
1_MACS_peak_4878_lociStitched	chr1	205642000	205642933	1	934	721.4889	185.667
1_MACS_peak_10843_lociStitched	chr16	30217338	30218271	1	934	714.2115	108.3213
1_MACS_peak_12565_lociStitched	chr17	29249272	29250205	1	934	944.5692	67.176
2_MACS_peak_16620_lociStitched	chr19	8680454	8681387	2	811	547.2045	122.12969999999999
2_MACS_peak_17031_lociStitched	chr19	14379266	14380198	2	835	705.4308	107.3664
2_MACS_peak_25497_lociStitched	chr3	14582251	14583183	2	770	816.9912	143.80759999999998
1_MACS_peak_28300_lociStitched	chr6	41748690	41749622	1	933	1239.3736000000001	116.7796
2_MACS_peak_31721_lociStitched	chr9	46167	47099	2	846	627.5156000000001	102.7996
1_MACS_peak_31806_lociStitched	chr9	92220009	92220941	1	933	942.4384000000001	119.38919999999999
1_MACS_peak_18102_lociStitched	chr19	38989531	38990462	1	932	612.5980000000001	89.6553
2_MACS_peak_8547_lociStitched	chr12	50451844	50452774	2	928	759.996	105.834
1_MACS_peak_25971_lociStitched	chr3	187654261	187655191	1	931	876.6179999999999	114.018
2_MACS_peak_25492_lociStitched	chr3	14559067	14559996	2	725	690.7115	94.20060000000001
1_MACS_peak_28939_lociStitched	chr7	56887081	56888010	1	930	578.6741	127.55170000000001
1_MACS_peak_31999_lociStitched	chr9	131181322	131182251	1	930	757.5066	166.1981
1_MACS_peak_32633_lociStitched	chr9	135376551	135377480	1	930	770.0481	78.965
2_MACS_peak_4821_lociStitched	chr1	204043123	204044051	2	921	743.9775999999999	69.4144
2_MACS_peak_16599_lociStitched	chr19	8629223	8630151	2	832	648.3008	150.5216
1_MACS_peak_19836_lociStitched	chr2	289060	289988	1	929	724.304	73.5904
1_MACS_peak_20699_lociStitched	chr20	30644571	30645499	1	929	754.7424	75.8176
1_MACS_peak_23241_lociStitched	chr22	20271204	20272132	1	929	794.3679999999999	35.263999999999996
2_MACS_peak_24543_lociStitched	chr22	44825977	44826905	2	690	643.2896000000001	76.7456
1_MACS_peak_131_lociStitched	chr1	1359544	1360471	1	928	904.2885	79.5366
1_MACS_peak_4496_lociStitched	chr1	149286816	149287743	1	928	892.8864	261.1359
1_MACS_peak_9514_lociStitched	chr15	41222117	41223044	1	928	753.5582999999999	122.9202
1_MACS_peak_19284_lociStitched	chr19	49904232	49905159	1	928	681.0669	70.1739
1_MACS_peak_20566_lociStitched	chr20	2672309	2673236	1	928	821.9709	129.8727
1_MACS_peak_32607_lociStitched	chr9	135338787	135339714	1	928	714.5316	17.983800000000002
2_MACS_peak_16800_lociStitched	chr19	11580036	11580962	2	855	645.6998	51.6708
2_MACS_peak_17210_lociStitched	chr19	15974854	15975780	2	864	649.0333999999999	39.4476
1_MACS_peak_19095_lociStitched	chr19	49064882	49065808	1	927	681.999	145.5672
2_MACS_peak_19672_lociStitched	chr19	55670082	55671008	2	654	672.9242	32.0396
1_MACS_peak_28928_lociStitched	chr7	44365473	44366399	1	927	799.2306	54.2636
1_MACS_peak_32929_lociStitched	chr9	136420935	136421861	1	927	878.9592	106.6752
2_MACS_peak_33284_lociStitched	chr9	137616546	137617472	2	813	762.2832000000001	68.524
2_MACS_peak_10146_lociStitched	chr16	894813	895738	2	729	529.0074999999999	78.16250000000001
1_MACS_peak_15502_lociStitched	chr19	3024502	3025427	1	926	852.0175	79.6425
1_MACS_peak_20284_lociStitched	chr2	217235845	217236770	1	926	1006.0299999999999	75.57249999999999
2_MACS_peak_28766_lociStitched	chr7	4838666	4839591	2	825	681.2625	100.5475
1_MACS_peak_31774_lociStitched	chr9	37650921	37651846	1	926	697.08	96.94
1_MACS_peak_2079_lociStitched	chr1	12676639	12677563	1	925	838.068	71.7024
2_MACS_peak_21322_lociStitched	chr20	57147844	57148768	2	853	805.2660000000001	65.4192
2_MACS_peak_28427_lociStitched	chr6	167788810	167789734	2	835	525.3864	37.3296
2_MACS_peak_29551_lociStitched	chr7	143056805	143057729	2	908	761.0988	155.7864
1_MACS_peak_4814_lociStitched	chr1	203087297	203088220	1	924	723.8166	216.5358
2_MACS_peak_17567_lociStitched	chr19	18441096	18442019	2	880	658.8374	30.551299999999998
1_MACS_peak_18116_lociStitched	chr19	39020360	39021283	1	924	737.2001	99.5917
1_MACS_peak_19469_lociStitched	chr19	51261577	51262500	1	924	883.8648000000001	140.9421
2_MACS_peak_26809_lociStitched	chr4	7939142	7940065	2	838	576.0443	37.6584
2_MACS_peak_5230_lociStitched	chr10	72699501	72700423	2	840	700.9044	75.6962
2_MACS_peak_7219_lociStitched	chr11	66313899	66314821	2	882	709.1102	95.6114
2_MACS_peak_21774_lociStitched	chr20	60688059	60688981	2	565	676.287	47.1142
1_MACS_peak_28261_lociStitched	chr6	37667010	37667932	1	923	909.3686	120.1366
1_MACS_peak_31694_lociStitched	chr8	145854996	145855918	1	923	748.203	40.568
2_MACS_peak_11833_lociStitched	chr17	1904328	1905249	2	898	715.2486	39.4188
1_MACS_peak_20723_lociStitched	chr20	31602074	31602995	1	922	559.6917	53.6022
1_MACS_peak_23583_lociStitched	chr22	30652218	30653139	1	922	618.3594	106.0992
2_MACS_peak_854_lociStitched	chr1	3408938	3409858	2	816	714.0120000000001	35.327999999999996
2_MACS_peak_10929_lociStitched	chr16	56372983	56373903	2	760	741.5200000000001	91.264
1_MACS_peak_20127_lociStitched	chr2	97535312	97536232	1	921	1168.768	57.316
2_MACS_peak_24034_lociStitched	chr22	39770579	39771499	2	552	573.16	70.288
1_MACS_peak_27255_lociStitched	chr4	155040246	155041165	1	920	676.9354000000001	141.9855
1_MACS_peak_33512_lociStitched	chr9	138144202	138145121	1	920	833.6249	15.8068
1_MACS_peak_171_lociStitched	chr1	1535936	1536854	1	919	731.6460000000001	39.474
1_MACS_peak_4594_lociStitched	chr1	156655203	156656121	1	919	726.0462	96.7572
1_MACS_peak_8525_lociStitched	chr12	50220832	50221750	1	919	743.3964	84.6396
1_MACS_peak_13108_lociStitched	chr17	46708525	46709443	1	919	787.0014	74.81700000000001
1_MACS_peak_14160_lociStitched	chr17	76349426	76350344	1	919	743.58	122.3694
2_MACS_peak_25276_lociStitched	chr22	50613118	50614036	2	699	522.1584	50.306400000000004
2_MACS_peak_26089_lociStitched	chr4	1549465	1550383	2	846	648.2916	46.9098
1_MACS_peak_3591_lociStitched	chr1	23191924	23192840	1	917	779.8824000000001	96.63799999999999
1_MACS_peak_17183_lociStitched	chr19	15629681	15630597	1	917	667.6724	84.9132
2_MACS_peak_31690_lociStitched	chr8	145847719	145848635	2	879	574.4236	54.8684
2_MACS_peak_1161_lociStitched	chr1	5787956	5788871	2	715	606.096	84.2715
1_MACS_peak_4657_lociStitched	chr1	158118897	158119812	1	916	689.0865	277.5195
1_MACS_peak_6660_lociStitched	chr11	36397301	36398216	1	916	665.6625	148.3215
2_MACS_peak_12852_lociStitched	chr17	41779550	41780465	2	838	713.517	110.4405
2_MACS_peak_17881_lociStitched	chr19	35823677	35824592	2	809	704.184	104.676
1_MACS_peak_1359_lociStitched	chr1	7130274	7131188	1	915	798.379	122.38459999999999
1_MACS_peak_5736_lociStitched	chr10	134340091	134341005	1	915	782.2926	44.6946
1_MACS_peak_7237_lociStitched	chr11	66627903	66628817	1	915	781.927	101.7282
2_MACS_peak_7827_lociStitched	chr11	70920184	70921098	2	604	638.3376000000001	35.0062
1_MACS_peak_9456_lociStitched	chr15	22511557	22512471	1	915	603.7884	264.14599999999996
2_MACS_peak_977_lociStitched	chr1	4181137	4182050	2	571	508.44969999999995	55.6017
2_MACS_peak_11201_lociStitched	chr16	86860553	86861466	2	579	603.0364999999999	28.9421
2_MACS_peak_12775_lociStitched	chr17	40939501	40940414	2	824	587.972	88.65230000000001
1_MACS_peak_10890_lociStitched	chr16	32096660	32097572	1	913	765.5328000000001	67.2144
2_MACS_peak_25821_lociStitched	chr3	105586744	105587656	2	860	774.0144	58.824
1_MACS_peak_31837_lociStitched	chr9	115851482	115852394	1	913	544.7376	97.2192
2_MACS_peak_31958_lociStitched	chr9	129442974	129443886	2	762	603.288	96.216
2_MACS_peak_34276_lociStitched	chrX	153082263	153083175	2	695	548.6592	15.504000000000001
1_MACS_peak_6256_lociStitched	chr11	1632997	1633908	1	912	758.4986	114.6949
2_MACS_peak_9100_lociStitched	chr13	113810229	113811140	2	904	663.208	134.3725
2_MACS_peak_12607_lociStitched	chr17	35016578	35017489	2	633	637.4267	67.68730000000001
2_MACS_peak_13519_lociStitched	chr17	71433104	71434015	2	725	548.9686	37.9887
1_MACS_peak_27527_lociStitched	chr5	139089616	139090527	1	912	1017.587	102.66969999999999
1_MACS_peak_2755_lociStitched	chr1	18733048	18733958	1	911	768.3130000000001	92.00099999999999
2_MACS_peak_6835_lociStitched	chr11	61399145	61400055	2	827	665.5740000000001	73.983
2_MACS_peak_8460_lociStitched	chr12	3564286	3565196	2	596	577.577	104.741
1_MACS_peak_19177_lociStitched	chr19	49244658	49245568	1	911	700.063	131.586
1_MACS_peak_24111_lociStitched	chr22	42315312	42316222	1	911	688.1419999999999	109.746
1_MACS_peak_26834_lociStitched	chr4	8016093	8017003	1	911	695.513	96.005
2_MACS_peak_27814_lociStitched	chr5	179746933	179747843	2	878	599.963	39.403
2_MACS_peak_31241_lociStitched	chr8	143275136	143276046	2	873	666.939	81.172
1_MACS_peak_32357_lociStitched	chr9	133525607	133526517	1	911	751.023	80.35300000000001
1_MACS_peak_4012_lociStitched	chr1	31116667	31117576	1	910	644.8446	83.4462
2_MACS_peak_8236_lociStitched	chr11	133824443	133825352	2	890	690.6582000000001	53.8128
2_MACS_peak_13313_lociStitched	chr17	48285006	48285915	2	903	690.4764	111.5343
2_MACS_peak_22869_lociStitched	chr21	46643308	46644217	2	900	666.9333	56.0853
2_MACS_peak_33406_lociStitched	chr9	137882241	137883150	2	892	699.6573000000001	29.2698
1_MACS_peak_4561_lociStitched	chr1	156336889	156337797	1	909	792.7748	143.6456
2_MACS_peak_19379_lociStitched	chr19	50868372	50869280	2	737	577.1248	107.4164
1_MACS_peak_25895_lociStitched	chr3	134018002	134018910	1	909	665.6548	232.8112
1_MACS_peak_33613_lociStitched	chr9	138346939	138347847	1	909	944.4108	12.6212
2_MACS_peak_10705_lociStitched	chr16	28014588	28015495	2	646	477.2634	59.862
1_MACS_peak_9454_lociStitched	chr15	20546548	20547454	1	907	634.1999999999999	216.62460000000002
1_MACS_peak_20976_lociStitched	chr20	48129483	48130389	1	907	665.7288	60.9738
2_MACS_peak_32301_lociStitched	chr9	133333374	133334280	2	823	677.7786	84.3486
1_MACS_peak_13244_lociStitched	chr17	47928770	47929675	1	906	729.973	119.36949999999999
1_MACS_peak_30284_lociStitched	chr7	158896570	158897475	1	906	726.2625	28.055
2_MACS_peak_2283_lociStitched	chr1	17420363	17421267	2	875	759.2696	100.2536
2_MACS_peak_6901_lociStitched	chr11	61534271	61535175	2	780	732.1496	85.0664
1_MACS_peak_15838_lociStitched	chr19	4326901	4327805	1	905	722.296	120.86480000000002
1_MACS_peak_16811_lociStitched	chr19	11658279	11659183	1	905	779.7	49.9912
2_MACS_peak_19837_lociStitched	chr2	363588	364492	2	738	692.5544	84.976
1_MACS_peak_28073_lociStitched	chr6	33691385	33692289	1	905	550.4456	91.0328
1_MACS_peak_28339_lociStitched	chr6	53499737	53500641	1	905	869.5576	167.7824
2_MACS_peak_32602_lociStitched	chr9	135331529	135332433	2	627	681.616	107.124
2_MACS_peak_1043_lociStitched	chr1	4713030	4713933	2	618	593.4516	75.4908
1_MACS_peak_2478_lociStitched	chr1	17859753	17860656	1	904	819.924	102.85170000000001
1_MACS_peak_6234_lociStitched	chr11	1570471	1571374	1	904	749.1288	95.5374
2_MACS_peak_8388_lociStitched	chr12	3324086	3324989	2	576	469.9212	19.0533
1_MACS_peak_14652_lociStitched	chr17	77851543	77852446	1	904	719.5104	37.2036
2_MACS_peak_31186_lociStitched	chr8	143176449	143177352	2	811	624.0633	86.9589
1_MACS_peak_4587_lociStitched	chr1	156599581	156600483	1	903	704.462	131.24099999999999
1_MACS_peak_4688_lociStitched	chr1	166134683	166135585	1	903	822.0828	95.7924
2_MACS_peak_15135_lociStitched	chr18	21593662	21594564	2	868	740.3616	101.11420000000001
1_MACS_peak_18280_lociStitched	chr19	41557790	41558692	1	903	588.555	43.296
1_MACS_peak_25964_lociStitched	chr3	187454712	187455614	1	903	871.332	179.7686
2_MACS_peak_6162_lociStitched	chr11	1269877	1270778	2	795	525.5533	56.3125
1_MACS_peak_10587_lociStitched	chr16	4240991	4241892	1	902	749.2716	45.951
1_MACS_peak_12256_lociStitched	chr17	8923518	8924419	1	902	791.3483	50.0055
1_MACS_peak_16404_lociStitched	chr19	7830451	7831352	1	902	657.9101999999999	121.81519999999999
2_MACS_peak_21476_lociStitched	chr20	57964953	57965854	2	816	532.9415	83.3425
2_MACS_peak_23120_lociStitched	chr22	19510746	19511647	2	805	633.8535	52.077799999999996
1_MACS_peak_29730_lociStitched	chr7	155047675	155048576	1	902	908.6585	109.74180000000001
2_MACS_peak_31603_lociStitched	chr8	144837905	144838806	2	748	595.0204	101.9932
2_MACS_peak_271_lociStitched	chr1	2029781	2030681	2	851	651.96	78.75
2_MACS_peak_3416_lociStitched	chr1	22901958	22902858	2	842	613.8000000000001	60.21
1_MACS_peak_18607_lociStitched	chr19	45714808	45715708	1	901	714.24	57.51
1_MACS_peak_27138_lociStitched	chr4	8870405	8871305	1	901	692.1	65.7
1_MACS_peak_2025_lociStitched	chr1	11709700	11710599	1	900	916.8002	74.79679999999999
1_MACS_peak_5884_lociStitched	chr10	134978805	134979704	1	900	705.9847	28.4983
1_MACS_peak_12008_lociStitched	chr17	6963876	6964775	1	900	681.8915	119.6569
2_MACS_peak_26972_lociStitched	chr4	8318178	8319077	2	896	695.1068	74.9766
1_MACS_peak_285_lociStitched	chr1	2042326	2043224	1	899	834.2420000000001	50.8268
1_MACS_peak_7464_lociStitched	chr11	69540717	69541615	1	899	869.7130000000001	80.2812
1_MACS_peak_25988_lociStitched	chr3	195344575	195345473	1	899	736.2701999999999	145.3862
2_MACS_peak_31073_lociStitched	chr8	142707901	142708799	2	870	604.8928	88.0938
1_MACS_peak_2232_lociStitched	chr1	17079116	17080013	1	898	545.6451	223.1736
1_MACS_peak_7817_lociStitched	chr11	70876629	70877526	1	898	770.7024	149.6196
1_MACS_peak_16470_lociStitched	chr19	8118863	8119760	1	898	771.2406	79.3845
2_MACS_peak_20292_lociStitched	chr2	218805593	218806490	2	583	622.9665	25.026300000000003
2_MACS_peak_24792_lociStitched	chr22	45413880	45414777	2	784	597.0432	65.30160000000001
1_MACS_peak_20235_lociStitched	chr2	170217985	170218881	1	897	828.8896	113.1648
2_MACS_peak_21566_lociStitched	chr20	59933511	59934407	2	751	610.8032	45.3376
1_MACS_peak_25130_lociStitched	chr22	49696941	49697837	1	897	730.8672	53.4016
1_MACS_peak_25946_lociStitched	chr3	184311404	184312300	1	897	603.3664	79.5648
2_MACS_peak_30639_lociStitched	chr8	11871455	11872351	2	868	555.8783999999999	67.648
1_MACS_peak_30974_lociStitched	chr8	142516390	142517286	1	897	732.6591999999999	54.4768
1_MACS_peak_3016_lociStitched	chr1	20546928	20547823	1	896	727.1875	59.248999999999995
2_MACS_peak_3033_lociStitched	chr1	20592465	20593360	2	778	490.99699999999996	59.15950000000001
2_MACS_peak_3554_lociStitched	chr1	23137521	23138416	2	863	573.5160000000001	100.24000000000001
1_MACS_peak_5347_lociStitched	chr10	73550476	73551371	1	896	718.4164999999999	59.07
2_MACS_peak_10885_lociStitched	chr16	31420945	31421840	2	760	686.644	63.724
1_MACS_peak_11095_lociStitched	chr16	85305111	85306006	1	896	649.3225	34.905
2_MACS_peak_18403_lociStitched	chr19	42347977	42348872	2	667	607.0785	53.073499999999996
2_MACS_peak_25666_lociStitched	chr3	50316055	50316950	2	691	623.8149999999999	42.5125
2_MACS_peak_33443_lociStitched	chr9	137969020	137969915	2	757	626.5	92.901
1_MACS_peak_33548_lociStitched	chr9	138232981	138233876	1	896	784.557	57.28
2_MACS_peak_16880_lociStitched	chr19	13287098	13287992	2	704	590.0400000000001	62.7588
2_MACS_peak_19263_lociStitched	chr19	49854204	49855098	2	891	651.1002	71.52
1_MACS_peak_21610_lociStitched	chr20	60243436	60244330	1	895	745.0596	7.5096
2_MACS_peak_26333_lociStitched	chr4	4134241	4135135	2	645	435.4674	87.0756
1_MACS_peak_30394_lociStitched	chr8	1873527	1874421	1	895	743.8974	63.6528
1_MACS_peak_32501_lociStitched	chr9	134703104	134703998	1	895	821.0495999999999	60.166199999999996
1_MACS_peak_10693_lociStitched	chr16	25028421	25029314	1	894	726.9019999999999	95.4617
2_MACS_peak_20039_lociStitched	chr2	47796383	47797276	2	894	697.7902	82.33460000000001
2_MACS_peak_23811_lociStitched	chr22	37488584	37489477	2	843	534.9963	85.99589999999999
2_MACS_peak_26036_lociStitched	chr3	197812569	197813462	2	852	671.9825	166.5445
2_MACS_peak_28402_lociStitched	chr6	150311346	150312239	2	730	586.4331	61.7956
1_MACS_peak_29661_lociStitched	chr7	151560878	151561771	1	894	746.3694	118.4118
2_MACS_peak_3063_lociStitched	chr1	20659136	20660028	2	646	476.06039999999996	36.3044
1_MACS_peak_5299_lociStitched	chr10	73286626	73287518	1	893	793.6124000000001	77.24719999999999
1_MACS_peak_22334_lociStitched	chr21	36344860	36345752	1	893	722.6984	200.254
1_MACS_peak_24917_lociStitched	chr22	45995701	45996593	1	893	838.926	95.2656
2_MACS_peak_25448_lociStitched	chr3	13692977	13693869	2	728	460.98560000000003	113.284
1_MACS_peak_33397_lociStitched	chr9	137859795	137860687	1	893	649.376	74.3036
2_MACS_peak_2656_lociStitched	chr1	18261221	18262112	2	537	415.2951	15.147
2_MACS_peak_3468_lociStitched	chr1	22988910	22989801	2	599	526.1355	93.55499999999999
2_MACS_peak_5025_lociStitched	chr10	1233233	1234124	2	543	612.2952	45.5301
2_MACS_peak_20573_lociStitched	chr20	2774497	2775388	2	887	617.463	63.3501
1_MACS_peak_28386_lociStitched	chr6	150258788	150259679	1	892	675.0216	48.4704
1_MACS_peak_32211_lociStitched	chr9	132992081	132992972	1	892	714.1365	79.29899999999999
2_MACS_peak_8199_lociStitched	chr11	119982727	119983617	2	824	680.405	53.667
1_MACS_peak_22093_lociStitched	chr20	62134046	62134936	1	891	751.872	53.4
1_MACS_peak_26172_lociStitched	chr4	3548492	3549382	1	891	668.301	34.443
2_MACS_peak_2705_lociStitched	chr1	18489155	18490044	2	769	603.1865	69.2531
1_MACS_peak_6989_lociStitched	chr11	64202214	64203103	1	890	621.3221	51.7398
2_MACS_peak_17404_lociStitched	chr19	17804748	17805637	2	579	514.9088	70.4977
1_MACS_peak_21887_lociStitched	chr20	61466955	61467844	1	890	859.5740999999999	82.3214
1_MACS_peak_4672_lociStitched	chr1	159905220	159906108	1	889	757.7303999999999	168.6312
2_MACS_peak_5467_lociStitched	chr10	102548180	102549068	2	878	692.8176	133.02239999999998
1_MACS_peak_9360_lociStitched	chr14	105589772	105590660	1	889	579.5975999999999	46.708800000000004
1_MACS_peak_11921_lociStitched	chr17	4480025	4480913	1	889	792.2736	30.458399999999997
1_MACS_peak_15082_lociStitched	chr17	81059139	81060027	1	889	731.4456	83.916
1_MACS_peak_22218_lociStitched	chr20	62750570	62751458	1	889	623.5536000000001	88.9776
1_MACS_peak_27893_lociStitched	chr6	2542042	2542930	1	889	718.5696	163.0368
2_MACS_peak_30457_lociStitched	chr8	6949860	6950748	2	756	666.9768	85.9584
1_MACS_peak_3759_lociStitched	chr1	29676516	29677403	1	888	794.5746	123.293
1_MACS_peak_9517_lociStitched	chr15	42142839	42143726	1	888	953.1702	65.63799999999999
1_MACS_peak_32066_lociStitched	chr9	132321393	132322280	1	888	728.0495999999999	68.5651
2_MACS_peak_3054_lociStitched	chr1	20644865	20645751	2	726	526.6384	24.808
2_MACS_peak_9194_lociStitched	chr14	101043971	101044857	2	634	475.78200000000004	26.4914
2_MACS_peak_14207_lociStitched	chr17	76510230	76511116	2	641	652.4504000000001	66.893
1_MACS_peak_18316_lociStitched	chr19	41729016	41729902	1	887	809.0066	84.3472
1_MACS_peak_25849_lociStitched	chr3	127541093	127541979	1	887	790.5778	154.0754
2_MACS_peak_2900_lociStitched	chr1	19106673	19107558	2	828	649.8555	95.934
2_MACS_peak_5828_lociStitched	chr10	134840388	134841273	2	878	566.8425	52.569
2_MACS_peak_10576_lociStitched	chr16	4040835	4041720	2	682	552.948	92.217
1_MACS_peak_16281_lociStitched	chr19	7017016	7017901	1	886	724.3725000000001	111.7755
1_MACS_peak_22855_lociStitched	chr21	46487105	46487990	1	886	775.437	197.532
2_MACS_peak_27140_lociStitched	chr4	8881002	8881887	2	865	614.3670000000001	81.59700000000001
1_MACS_peak_29261_lociStitched	chr7	100661842	100662727	1	886	813.7574999999999	53.8965
2_MACS_peak_32352_lociStitched	chr9	133436207	133437092	2	788	632.067	120.27149999999999
2_MACS_peak_3375_lociStitched	chr1	22703464	22704348	2	632	470.81839999999994	58.786
1_MACS_peak_8603_lociStitched	chr12	52575602	52576486	1	885	646.204	62.498799999999996
1_MACS_peak_12015_lociStitched	chr17	6981725	6982609	1	885	634.5352	58.87440000000001
1_MACS_peak_16094_lociStitched	chr19	5780325	5781209	1	885	933.504	78.05720000000001
1_MACS_peak_17177_lociStitched	chr19	15610918	15611802	1	885	667.7736	23.602800000000002
1_MACS_peak_29736_lociStitched	chr7	155079204	155080088	1	885	677.2324	140.556
1_MACS_peak_32144_lociStitched	chr9	132528262	132529146	1	885	592.1031999999999	30.2328
1_MACS_peak_33405_lociStitched	chr9	137880382	137881266	1	885	636.922	42.343599999999995
2_MACS_peak_1492_lociStitched	chr1	7541275	7542158	2	884	598.9389	96.6002
1_MACS_peak_5081_lociStitched	chr10	33624104	33624987	1	884	755.4948	60.2206
2_MACS_peak_13991_lociStitched	chr17	74939298	74940181	2	749	517.0848	48.6533
2_MACS_peak_19839_lociStitched	chr2	365158	366041	2	696	488.29900000000004	94.39269999999999
2_MACS_peak_26801_lociStitched	chr4	7910824	7911707	2	776	677.5259	81.05940000000001
1_MACS_peak_27597_lociStitched	chr5	175160371	175161254	1	884	787.636	72.5826
1_MACS_peak_32305_lociStitched	chr9	133338980	133339863	1	884	726.4440999999999	53.333200000000005
2_MACS_peak_325_lociStitched	chr1	2115119	2116001	2	848	856.422	53.6256
2_MACS_peak_10518_lociStitched	chr16	3133182	3134064	2	698	488.9808	45.5994
2_MACS_peak_24721_lociStitched	chr22	45264493	45265375	2	654	555.3954	69.237
1_MACS_peak_5441_lociStitched	chr10	102442959	102443840	1	882	816.2465	98.672
1_MACS_peak_16550_lociStitched	chr19	8304539	8305420	1	882	624.9814	100.8745
1_MACS_peak_2209_lociStitched	chr1	16907510	16908390	1	881	855.2719999999999	277.992
2_MACS_peak_13618_lociStitched	chr17	72153620	72154500	2	734	553.2560000000001	64.59200000000001
2_MACS_peak_557_lociStitched	chr1	2862341	2863220	2	742	606.6858000000001	44.829
