REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
3_MACS_peak_10497_lociStitched	chr16	3078289	3091683	3	13209	16415.6864	1285.824	296	CCDC64B	LOC283875,CLDN9,TNFRSF12A,THOC6,MMP25,IL32,PKMYT1,CLDN6,HCFC1R1	CCDC64B	LOC283875	1.1909999999999998	296	1
5_MACS_peak_14621_lociStitched	chr17	77752170	77765961	5	13183	16360.2633	1227.399	297	CBX2	ENPP7,CBX8,CBX4	CBX2	CBX2	1.0155	297	1
3_MACS_peak_356_lociStitched	chr1	2302592	2315772	3	12724	17286.888	1234.966	298	MORN1	RER1,LOC100129534,PEX10	MORN1	LOC100129534	1.1478	298	1
1_MACS_peak_14626_lociStitched	chr17	77771553	77783599	1	12047	18311.1246	1115.4596	299		CBX2,CBX8,CBX4	CBX8	CBX2	1.0155	299	1
6_MACS_peak_16558_lociStitched	chr19	8394998	8410287	6	13668	15675.8117	1825.5066	300	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	KANK3	0.5658000000000001	300	1
7_MACS_peak_30111_lociStitched	chr7	157634618	157649027	7	13680	15508.4067	1703.1438	301	PTPRN2		MIR153-2	MIR153-2	NONE	301	1
4_MACS_peak_22618_lociStitched	chr21	44864993	44879083	4	13497	15889.293	1662.62	302	C21orf125	SIK1,C21orf84	C21orf125	C21orf125	1.0150000000000001	302	1
3_MACS_peak_841_lociStitched	chr1	3373313	3386886	3	13358	15481.3638	952.8246	303	ARHGEF16		ARHGEF16	ARHGEF16	0.7863	303	1
5_MACS_peak_59_lociStitched	chr1	985775	999720	5	13235	16028.383	1234.1325	304	AGRN	ISG15	AGRN	AGRN	0.8907	304	1
5_MACS_peak_349_lociStitched	chr1	2280041	2293754	5	13067	16297.9005	1164.2337	305	MORN1,LOC100129534	RER1	LOC100129534	LOC100129534	1.1478	305	1
7_MACS_peak_23234_lociStitched	chr22	20256330	20270574	7	13770	14746.8132	1227.8328	306		MIR1286,RTN4R,DGCR6L	RTN4R	RTN4R	0.6866	306	1
5_MACS_peak_26015_lociStitched	chr3	195533487	195546808	5	13110	16647.2537	1657.1324	307	MUC4		MUC4	MUC4	0.46309999999999996	307	1
4_MACS_peak_19217_lociStitched	chr19	49540412	49554573	4	13807	14456.9649	1182.4435	308	CGB5,CGB8	RUVBL2,CGB2,SNAR-G1,SNRNP70,GYS1,LHB,CGB,SNAR-G2,CGB1,CGB7,NTF4,KCNA7	CGB5	NTF4	0.9585000000000001	308	1
6_MACS_peak_15316_lociStitched	chr19	771949	785174	6	12610	17426.5825	1580.3875	309		C19orf21,PTBP1,MIR3187,AZU1,LPPR3	PTBP1	C19orf21	1.1411	309	1
5_MACS_peak_16845_lociStitched	chr19	13113503	13127675	5	13209	15801.78	1265.5596	310	NFIX	DAND5,GADD45GIP1	NFIX	NFIX	0.4468000000000001	310	1
6_MACS_peak_18416_lociStitched	chr19	42428220	42442077	6	13023	16184.976	1328.8863	311		CD79A,ARHGEF1,RABAC1	RABAC1	RABAC1	0.1075	311	1
13_MACS_peak_6186_lociStitched	chr11	1389306	1405176	13	13756	14333.784	1236.273	312		BRSK2	BRSK2	BRSK2	0.5469999999999999	312	1
12_MACS_peak_2526_lociStitched	chr1	17938557	17954088	12	13999	13763.5722	1323.2412	313	ARHGEF10L		ARHGEF10L	ARHGEF10L	0.6468	313	1
11_MACS_peak_29216_lociStitched	chr7	100416289	100431940	11	13246	15229.9881	1050.1821	314	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	EPHB4	0.7476	314	1
10_MACS_peak_23889_lociStitched	chr22	37780998	37795872	10	13570	14653.8648	1276.1892	315	ELFN2		ELFN2	ELFN2	0.8722	315	1
3_MACS_peak_15823_lociStitched	chr19	4276098	4289138	3	12825	16528.2	1506.12	316	SHD	EBI3,CCDC94,FSD1,TMIGD2,STAP2	SHD	SHD	1.0653000000000001	316	1
8_MACS_peak_30904_lociStitched	chr8	142334040	142348810	8	13754	13846.875	1203.755	317		LOC731779,GPR20	LOC731779	GPR20	0.9564	317	1
7_MACS_peak_15876_lociStitched	chr19	4751362	4766720	7	13708	14895.7242	2177.7644	318		C19orf30,MIR7-3,FEM1A,DPP9	C19orf30	C19orf30	0.5681	318	1
5_MACS_peak_22519_lociStitched	chr21	44010914	44024913	5	13218	15922.4626	2052.2534	319		PDE9A	PDE9A	PDE9A	1.1322999999999999	319	1
6_MACS_peak_26310_lociStitched	chr4	3860399	3875006	6	13361	14417.109	969.9048	320			LOC348926	LOC348926	NONE	320	1
3_MACS_peak_15826_lociStitched	chr19	4289718	4303133	3	13204	15303.832	1526.627	321	SHD,TMIGD2	CCDC94,FSD1,MPND,STAP2	TMIGD2	TMIGD2	1.002	321	1
7_MACS_peak_15686_lociStitched	chr19	3452393	3467246	7	13104	15658.0326	1665.0213	322	NFIC	FZR1,C19orf77,DOHH	C19orf77	C19orf77	0.7958000000000001	322	1
2_MACS_peak_34014_lociStitched	chr9	140056689	140068548	2	11799	17455.2621	974.8098	323	GRIN1,LRRC26,MIR3621	SSNA1,NDOR1,DPP7,ANAPC2,TPRN,TMEM203,RNF208	MIR3621	MIR3621	1.4610999999999998	323	1
2_MACS_peak_1284_lociStitched	chr1	6506069	6517804	2	11622	17932.2535	1159.418	324	ESPN	HES2,MIR4252,TNFRSF25,PLEKHG5	TNFRSF25	MIR4252	1.2204	324	1
4_MACS_peak_12136_lociStitched	chr17	7614761	7628288	4	13156	15019.0281	1310.7663	325	DNAH2	WRAP53,EFNB3,RPL29P2,TP53	DNAH2	EFNB3	0.7157	325	1
7_MACS_peak_29_lociStitched	chr1	913551	926915	7	12116	16790.5296	1164.0044	326	C1orf170	KLHL17,PLEKHN1,ISG15,AGRN,NOC2L,HES4	C1orf170	HES4	1.1088	326	1
7_MACS_peak_24163_lociStitched	chr22	42751592	42765876	7	13348	14289.7136	1421.258	327			NFAM1	NFAM1	0.6577000000000001	327	1
8_MACS_peak_32106_lociStitched	chr9	132454707	132468446	8	13407	13872.2683	1254.3707	328	PRRX2	PTGES	PRRX2	PTGES	0.9344000000000001	328	1
10_MACS_peak_223_lociStitched	chr1	1935266	1950411	10	13051	14699.737	1220.687	329	KIAA1751	GABRD,PRKCZ	KIAA1751	GABRD	1.0319	329	1
14_MACS_peak_14989_lociStitched	chr17	79458868	79474419	14	13436	13877.7124	1615.7489	330		FSCN2,MIR3186,ACTG1,C17orf70	ACTG1	MIR3186	1.308	330	1
10_MACS_peak_11557_lociStitched	chr17	701446	715699	10	12718	15083.9499	1114.5846	331	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	RNMTL1	0.0005000000000000004	331	1
3_MACS_peak_22939_lociStitched	chr21	46990082	47002415	3	12135	16691.4822	1528.0587	332		SLC19A1	SLC19A1	SLC19A1	0.057499999999999996	332	1
13_MACS_peak_13202_lociStitched	chr17	47555407	47570891	13	13251	14112.1176	1525.174	333		NGFR	NGFR	NGFR	0.8643000000000001	333	1
15_MACS_peak_9661_lociStitched	chr15	74471702	74487290	15	13507	13231.0944	1427.8608	334	STRA6	ISLR2,ISLR,CCDC33	ISLR	ISLR2	0.6407	334	1
7_MACS_peak_13977_lociStitched	chr17	74907338	74920978	7	12807	14821.224	1362.636	335	MGAT5B		MGAT5B	MGAT5B	0.7074	335	1
6_MACS_peak_200_lociStitched	chr1	1887104	1900668	6	13052	13878.6848	1051.21	336	KIAA1751	CALML6,TMEM52	KIAA1751	KIAA1751	0.6865	336	1
7_MACS_peak_10014_lociStitched	chr15	89902612	89916448	7	13152	13891.344	1372.5312	337	MIR9-3	LOC254559,POLG	MIR9-3	MIR9-3	0.8978999999999999	337	1
1_MACS_peak_15364_lociStitched	chr19	1445243	1454878	1	9636	19770.0565	1218.8275	338	APC2	DAZAP1,RPS15,REEP6,GAMT,C19orf25,PCSK4	APC2	REEP6	1.1465	338	1
8_MACS_peak_10097_lociStitched	chr16	741786	755301	8	12580	14359.6875	724.404	339	FBXL16	FAM195A,WDR90,RHOT2,RHBDL1,STUB1,METRN,FAM173A,HAGHL,JMJD8,WDR24,CCDC78,NARFL	FBXL16	FBXL16	0.8563	339	1
3_MACS_peak_8479_lociStitched	chr12	6930281	6942006	3	11466	17125.535	1327.27	340	GPR162,LEPREL2	LAG3,CD4,GNB3,USP5,TPI1,CDCA3,SPSB2	LEPREL2	LEPREL2	0.7083999999999999	340	1
3_MACS_peak_15748_lociStitched	chr19	3855229	3868450	3	12892	14342.1408	1490.0067	341	ZFR2	ATCAY	ZFR2	ZFR2	1.1525	341	1
6_MACS_peak_23160_lociStitched	chr22	19748766	19762279	6	12431	14915.6494	1125.6329	342	TBX1	SEPT5,SEPT5-GP1BB,GP1BB	TBX1	GP1BB	1.0642999999999998	342	1
10_MACS_peak_2145_lociStitched	chr1	16432807	16447930	10	13321	13081.395	1575.8166	343		FAM131C,EPHA2	FAM131C	EPHA2	0.8489	343	1
1_MACS_peak_12597_lociStitched	chr17	34745892	34757724	1	11833	18119.5248	3198.1896	344	TBC1D3H,TBC1D3C		TBC1D3H	TBC1D3H	0.8601	344	1
9_MACS_peak_12407_lociStitched	chr17	19111726	19126274	9	13728	11743.1456	1590.0964	345		EPN2	EPN2	NONE	NONE	345	1
3_MACS_peak_15873_lociStitched	chr19	4737802	4750705	3	12407	15350.6991	1701.9057	346		C19orf30,MIR7-3,FEM1A,DPP9	DPP9	C19orf30	0.5681	346	1
6_MACS_peak_15056_lociStitched	chr17	81012129	81026103	6	12352	14836.1958	1143.0732	347		METRNL,B3GNTL1	B3GNTL1	METRNL	0.6164000000000001	347	1
5_MACS_peak_16059_lociStitched	chr19	5553000	5566284	5	12626	14648.2668	1591.4232	348	PLAC2		PLAC2	PLAC2	0.7228	348	1
4_MACS_peak_15682_lociStitched	chr19	3437541	3450198	4	12120	15830.1099	1707.4293	349	NFIC	C19orf77	C19orf77	C19orf77	0.7958000000000001	349	1
6_MACS_peak_8351_lociStitched	chr12	3238718	3252345	6	12733	13917.2551	1452.6382	350	TSPAN9		TSPAN9	TSPAN9	0.5443	350	1
7_MACS_peak_22043_lociStitched	chr20	61992878	62006509	7	12699	13382.9158	940.539	351		CHRNA4	CHRNA4	CHRNA4	0.7453	351	1
6_MACS_peak_22528_lociStitched	chr21	44036051	44048510	6	11949	15820.4382	1796.5878	352		PDE9A	PDE9A	PDE9A	1.1322999999999999	352	1
3_MACS_peak_28190_lociStitched	chr6	34024550	34037380	3	12575	13722.968	1158.549	353	GRM4		MIR1275	MIR1275	NONE	353	1
5_MACS_peak_19804_lociStitched	chr19	56273059	56285733	5	12559	14594.111	2041.7814	354	RFPL4A	NLRP9	RFPL4A	RFPL4A	0.7939	354	1
5_MACS_peak_364_lociStitched	chr1	2354556	2367472	5	12313	14257.9724	1153.3988	355		RER1,PLCH2,MORN1,PEX10	PEX10	MORN1	0.9159999999999999	355	1
10_MACS_peak_10486_lociStitched	chr16	3055099	3069054	10	12273	14366.6725	1244.786	356	CLDN9,CLDN6	KREMEN2,PAQR4,LOC283875,TNFRSF12A,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	LOC283875	1.1909999999999998	356	1
6_MACS_peak_26292_lociStitched	chr4	3820528	3833907	6	12296	13942.2559	1011.4524	357			ADRA2C	ADRA2C	NONE	357	1
2_MACS_peak_12084_lociStitched	chr17	7185371	7197432	2	11996	14820.5568	1274.8477	358	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	SLC2A4	SLC2A4	0.8421000000000001	358	1
6_MACS_peak_11847_lociStitched	chr17	1921183	1933448	6	11806	15035.6635	1109.9825	359	DPH1,RTN4RL1	OVCA2,HIC1,MIR132,MIR212	RTN4RL1	RTN4RL1	0.8318000000000001	359	1
5_MACS_peak_15761_lociStitched	chr19	3885594	3899099	5	12604	13519.8555	1522.0135	360	ATCAY	ITGB1BP3,ZFR2	ATCAY	ZFR2	1.1525	360	1
5_MACS_peak_4775_lociStitched	chr1	202153922	202166104	5	11550	16367.7352	2079.4674	361	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	LGR6	0.3405	361	1
7_MACS_peak_12752_lociStitched	chr17	39771443	39784819	7	12446	13385.3632	1067.4048	362	KRT17,KRT42P	KRT9,KRT14,KRT16	KRT17	KRT17	0.8601000000000001	362	1
3_MACS_peak_15843_lociStitched	chr19	4513258	4524501	3	11150	16340.5762	1355.9058	363	PLIN4,PLIN5	HDGFRP2,LRG1,SEMA6B	PLIN4	LRG1	1.0279	363	1
2_MACS_peak_34094_lociStitched	chr9	140777108	140787433	2	10234	18225.69	1795.5175	364	CACNA1B	MIR602	CACNA1B	CACNA1B	0.4203	364	1
6_MACS_peak_15279_lociStitched	chr19	545197	558227	6	12148	14256.123	1359.029	365	GZMM	MADCAM1,C19orf20,CDC34,BSG,HCN2	GZMM	HCN2	0.6611	365	1
4_MACS_peak_17599_lociStitched	chr19	18717725	18729049	4	10980	16225.0272	1035.0136	366	TMEM59L	C19orf50,UBA52,C19orf60,KLHL26,CRLF1	TMEM59L	TMEM59L	0.9258000000000001	366	1
1_MACS_peak_10243_lociStitched	chr16	1094459	1106071	1	11613	14569.5764	671.1736	367		SSTR5,LOC146336,C1QTNF8	SSTR5	LOC146336	0.8362	367	1
8_MACS_peak_6428_lociStitched	chr11	2111425	2124361	8	12292	13278.804	923.6304	368		IGF2AS,MIR483,IGF2	MIR483	MIR483	0.9089999999999999	368	1
9_MACS_peak_644_lociStitched	chr1	3033154	3047348	9	12329	13001.704	752.282	369	PRDM16,MIR4251	FLJ42875	MIR4251	MIR4251	0.7672	369	1
2_MACS_peak_12600_lociStitched	chr17	34797227	34808199	2	10888	17919.4704	2728.7364	370	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	TBC1D3G	0.8693	370	1
9_MACS_peak_21714_lociStitched	chr20	60447408	60461670	9	12454	12693.18	901.3584	371	CDH4		MIR1257	MIR1257	0.4163	371	1
5_MACS_peak_22974_lociStitched	chr21	47364113	47376258	5	11709	14762.2475	1395.4605	372		COL6A1	COL6A1	COL6A1	0.9532999999999999	372	1
7_MACS_peak_13847_lociStitched	chr17	72910310	72923532	7	11994	13778.6462	1260.0566	373	OTOP2,USH1G	OTOP3,FDXR,FADS6,C17orf28	USH1G	USH1G	0.8158000000000001	373	1
3_MACS_peak_15295_lociStitched	chr19	665493	677202	3	11186	15597.5589	1394.5419	374	FSTL3	FGF22,PALM,POLRMT,RNF126,PRSSL1	FSTL3	PALM	1.2999	374	1
7_MACS_peak_16408_lociStitched	chr19	7836211	7849577	7	12574	12705.7196	1709.5114	375		CLEC4M,CLEC4GP1,EVI5L,CLEC4G,CD209	CLEC4GP1	CLEC4GP1	0.8004	375	1
12_MACS_peak_15598_lociStitched	chr19	3255752	3270466	12	12615	12322.975	1447.8576	376	CELF5		CELF5	CELF5	0.6628	376	1
1_MACS_peak_22217_lociStitched	chr20	62737446	62748894	1	11449	14640.8472	1012.0032	377	NPBWR2	TCEA2,OPRL1,MYT1,RGS19,C20orf201	NPBWR2	NPBWR2	1.1311	377	1
6_MACS_peak_33159_lociStitched	chr9	137376124	137389420	6	11989	13455.552	998.5296	378			COL5A1	COL5A1	0.6055	378	1
2_MACS_peak_9131_lociStitched	chr13	114054677	114066582	2	11819	13853.8485	1053.5925	379		GRTP1,ADPRHL1	GRTP1	GRTP1	0.34340000000000004	379	1
9_MACS_peak_6146_lociStitched	chr11	1248705	1262004	9	12054	12965.1951	817.8885	380	MUC5B		MUC5B	MUC5B	0.6384	380	1
7_MACS_peak_10500_lociStitched	chr16	3093063	3105883	7	12076	13255.88	1212.772	381	MMP25	CLDN9,TNFRSF12A,THOC6,IL32,CLDN6,HCFC1R1,CCDC64B,ZSCAN10	MMP25	CLDN9	1.0036	381	1
8_MACS_peak_10260_lociStitched	chr16	1128317	1140859	8	12255	12183.2988	792.6544	382	SSTR5,LOC146336,C1QTNF8		SSTR5	SSTR5	0.7917000000000001	382	1
3_MACS_peak_28289_lociStitched	chr6	41604091	41616556	3	11850	13321.3455	959.805	383	MDFI		MDFI	MDFI	0.8992	383	1
5_MACS_peak_15435_lociStitched	chr19	2716323	2729207	5	11593	14369.5252	1475.218	384	DIRAS1	GNG7,SLC39A3	DIRAS1	DIRAS1	0.6912	384	1
6_MACS_peak_33961_lociStitched	chr9	139873767	139886072	6	11877	13194.6515	967.173	385	PTGDS,LCNL1	C8G,LCN12,C9orf142,C9orf139,FBXW5,CLIC3,ABCA2,FUT7	LCNL1	LCNL1	0.9256000000000001	385	1
12_MACS_peak_24500_lociStitched	chr22	44752480	44766753	12	12351	12127.7681	1158.9676	386		KIAA1644	KIAA1644	KIAA1644	0.6299	386	1
10_MACS_peak_26213_lociStitched	chr4	3680466	3693754	10	12205	12165.164	859.7336	387		LOC100133461	LOC100133461	LOC100133461	0.7609	387	1
4_MACS_peak_13102_lociStitched	chr17	46691197	46703199	4	11560	14138.356	1321.4202	388	HOXB8,HOXB9	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7,MIR196A1	HOXB8	HOXB8	0.5689000000000001	388	1
7_MACS_peak_19944_lociStitched	chr2	26776114	26789500	7	12146	12780.9528	1357.3404	389	C2orf70,OTOF		OTOF	OTOF	0.3559	389	1
7_MACS_peak_6525_lociStitched	chr11	2328217	2341437	7	11905	12898.754	935.976	390	TSPAN32	ASCL2,C11orf21	TSPAN32	TSPAN32	0.8064	390	1
5_MACS_peak_33762_lociStitched	chr9	138870550	138882548	5	11618	13396.9668	813.4644	391		UBAC1	UBAC1	UBAC1	0.052299999999999985	391	1
10_MACS_peak_27019_lociStitched	chr4	8611213	8624906	10	12049	12420.9203	862.659	392	CPZ	GPR78	CPZ	CPZ	0.8156	392	1
4_MACS_peak_24080_lociStitched	chr22	40068085	40080869	4	12142	12465.6784	1155.6736	393	CACNA1I		CACNA1I	CACNA1I	0.6225	393	1
6_MACS_peak_6079_lociStitched	chr11	1032016	1044138	6	11639	13380.2636	930.9696	394	MUC6	MUC2	MUC6	MUC2	0.7129000000000001	394	1
2_MACS_peak_12589_lociStitched	chr17	34493148	34504312	2	11135	16389.8684	2912.6876	395	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	TBC1D3B	0.7747999999999999	395	1
7_MACS_peak_25647_lociStitched	chr3	50235187	50247759	7	11394	13981.3212	1079.9348	396	SLC38A3	SEMA3F,GNAT1,GNAI2	SLC38A3	SLC38A3	0.8403	396	1
9_MACS_peak_22400_lociStitched	chr21	43079518	43092447	9	12122	12718.2573	1585.0954	397		NCRNA00111,NCRNA00112,C21orf129	NCRNA00111	NCRNA00112	0.8927999999999999	397	1
3_MACS_peak_14884_lociStitched	chr17	78997138	79008463	3	11196	14326.125	1177.8	398	FLJ90757	CHMP6,BAIAP2	FLJ90757	BAIAP2	1.2529	398	1
6_MACS_peak_6285_lociStitched	chr11	1701978	1714754	6	11280	13928.3952	1001.6384	399	MOB2,FAM99B	FAM99A,KRTAP5-6	FAM99B	FAM99A	1.097	399	1
3_MACS_peak_25625_lociStitched	chr3	50192749	50204743	3	11324	13830.2814	1059.0702	400	SEMA3F	GNAT1,SLC38A3	SEMA3F	SLC38A3	0.8403	400	1
3_MACS_peak_11682_lociStitched	chr17	1026724	1038531	3	11114	14105.8229	952.8249	401	ABR	ABR	ABR	ABR	0.32030000000000003	401	1
12_MACS_peak_31273_lociStitched	chr8	143534966	143548780	12	11848	12290.3158	949.0218	402	BAI1		BAI1	BAI1	0.5867	402	1
8_MACS_peak_31353_lociStitched	chr8	143656471	143669740	8	11826	12277.8057	927.5031	403		ARC	ARC	ARC	0.7199	403	1
3_MACS_peak_2156_lociStitched	chr1	16450844	16462407	3	11398	13413.08	1086.922	404	EPHA2		EPHA2	EPHA2	0.8489	404	1
12_MACS_peak_21963_lociStitched	chr20	61751685	61765314	12	11743	12510.0591	1121.6667	405		HAR1A,MIR124-3,HAR1B	HAR1B	MIR124-3	0.7729	405	1
3_MACS_peak_17332_lociStitched	chr19	17634450	17646010	3	11322	13444.28	1077.392	406	FAM129C	PGLS,GLT25D1	FAM129C	FAM129C	0.6236999999999999	406	1
3_MACS_peak_653_lociStitched	chr1	3049010	3060708	3	11548	12707.5374	880.8594	407	PRDM16	MIR4251	MIR4251	MIR4251	0.7672	407	1
9_MACS_peak_26126_lociStitched	chr4	1795597	1808072	9	11027	13716.2625	830.835	408	FGFR3	LETM1	FGFR3	FGFR3	0.7218	408	1
3_MACS_peak_15406_lociStitched	chr19	1790797	1801802	3	10977	14330.711	1354.7155	409	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	ONECUT3	1.3363	409	1
10_MACS_peak_3353_lociStitched	chr1	22665396	22679039	10	11750	12370.1081	1186.941	410			ZBTB40	ZBTB40	NONE	410	1
7_MACS_peak_30872_lociStitched	chr8	141999986	142012249	7	11495	13156.9727	1431.0921	411	PTK2		PTK2	PTK2	0.0646	411	1
1_MACS_peak_4631_lociStitched	chr1	156889887	156899905	1	10019	16259.214	1639.9466	412	C1orf92	PEAR1,MIR765	C1orf92	PEAR1	0.9845999999999999	412	1
4_MACS_peak_12700_lociStitched	chr17	37752105	37763561	4	11123	13434.4512	943.9744	413	NEUROD2	PPP1R1B,STARD3	NEUROD2	NEUROD2	0.8462	413	1
6_MACS_peak_23331_lociStitched	chr22	21563890	21576702	6	12105	12244.4284	2219.0384	414			POM121L8P	POM121L8P	NONE	414	1
4_MACS_peak_16501_lociStitched	chr19	8187047	8198767	4	11400	13092.412	1273.964	415	FBN3		FBN3	FBN3	0.6244	415	1
4_MACS_peak_8122_lociStitched	chr11	119210632	119222058	4	11108	13465.541	1167.7372	416	C1QTNF5	RNF26,LOC100499227,MCAM,USP2	C1QTNF5	C1QTNF5	0.727	416	1
11_MACS_peak_12378_lociStitched	chr17	19058605	19071917	11	12046	11364.4544	1485.6192	417	GRAPL		GRAPL	GRAPL	0.22619999999999998	417	1
5_MACS_peak_7149_lociStitched	chr11	64505296	64516219	5	10312	14747.1423	976.5162	418	RASGRP2,PYGM	NRXN2,SF1	RASGRP2	RASGRP2	0.9235000000000001	418	1
3_MACS_peak_15349_lociStitched	chr19	1231529	1240884	3	9230	16720.1915	1247.0215	419	C19orf26	STK11,ATP5D,MIDN,CIRBP,C19orf24,EFNA2,C19orf23	C19orf26	EFNA2	1.7627000000000002	419	1
6_MACS_peak_6519_lociStitched	chr11	2313849	2326335	6	11726	11626.9632	1011.366	420	TSPAN32,C11orf21	ASCL2	C11orf21	C11orf21	0.7692	420	1
3_MACS_peak_10407_lociStitched	chr16	2240246	2250980	3	10450	14257.9722	870.5274	421	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,SNORD60,C16orf79,PGP	CASKIN1	CASKIN1	0.6942999999999999	421	1
8_MACS_peak_25776_lociStitched	chr3	50566105	50578869	8	11355	12582.7512	1125.7848	422		HEMK1,CACNA2D2,C3orf18	CACNA2D2	CACNA2D2	0.5864	422	1
8_MACS_peak_6480_lociStitched	chr11	2209156	2222673	8	11247	12776.2684	1071.8981	423		IGF2AS,IGF2,INS,TH	TH	IGF2AS	0.8466	423	1
3_MACS_peak_383_lociStitched	chr1	2399411	2410903	3	11219	12651.5428	895.2268	424	PLCH2	PANK4	PLCH2	PLCH2	0.6910999999999999	424	1
8_MACS_peak_2808_lociStitched	chr1	18955465	18968315	8	11505	11706.35	699.04	425	PAX7		PAX7	PAX7	0.6528	425	1
4_MACS_peak_22479_lociStitched	chr21	43763380	43774641	4	10857	13910.7133	1418.886	426	TFF2	UBASH3A,TFF3,TFF1,TMPRSS3	TFF2	TFF3	1.2566	426	1
6_MACS_peak_21132_lociStitched	chr20	56129203	56141057	6	11512	12232.1426	1359.6538	427	PCK1	CTCFL	PCK1	PCK1	0.8906000000000001	427	1
3_MACS_peak_907_lociStitched	chr1	3676076	3687867	3	11309	12468.9825	1124.8614	428	CCDC27	LOC388588,KIAA0495,LRRC47	LOC388588	LOC388588	0.37329999999999997	428	1
4_MACS_peak_25296_lociStitched	chr22	51039484	51051075	4	10967	13228.8083	1200.8276	429	MAPK8IP2	LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	MAPK8IP2	0.7748999999999999	429	1
8_MACS_peak_2028_lociStitched	chr1	11758275	11770086	8	11297	12379.1091	1145.667	430	C1orf187	FBXO44,FBXO6,AGTRAP,FBXO2,MAD2L2	C1orf187	C1orf187	0.7482	430	1
1_MACS_peak_15288_lociStitched	chr19	591370	601628	1	10259	14416.5932	1027.8516	431	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	HCN2	0.6611	431	1
3_MACS_peak_13079_lociStitched	chr17	45922889	45934051	3	11036	12824.0218	1209.9608	432	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	SP6	0.7117	432	1
10_MACS_peak_32261_lociStitched	chr9	133250745	133263423	10	11320	11727.15	988.884	433			ASS1	ASS1	0.36210000000000003	433	1
7_MACS_peak_14077_lociStitched	chr17	75878404	75890606	7	11102	12388.6906	1193.3556	434	FLJ45079		FLJ45079	FLJ45079	0.6	434	1
4_MACS_peak_6337_lociStitched	chr11	1798117	1809149	4	10571	13195.3752	846.1544	435		SYT8,LOC402778,CTSD,MOB2	MOB2	SYT8	0.8837	435	1
6_MACS_peak_21875_lociStitched	chr20	61410388	61422174	6	10805	12941.028	1103.1696	436		C20orf20,OGFR,COL9A3	C20orf20	COL9A3	0.6396999999999999	436	1
6_MACS_peak_3596_lociStitched	chr1	23200969	23212899	6	11303	11714.067	1150.052	437	EPHB2	MIR4253	MIR4253	MIR4253	0.5944	437	1
6_MACS_peak_32787_lociStitched	chr9	136074982	136086924	6	11238	11497.7576	771.4532	438	OBP2B	GBGT1	OBP2B	OBP2B	0.791	438	1
9_MACS_peak_3299_lociStitched	chr1	22567247	22579681	9	11151	11995.0798	1089.2184	439			WNT4	WNT4	NONE	439	1
8_MACS_peak_5564_lociStitched	chr10	114742263	114754255	8	11269	11852.8928	1287.9408	440	TCF7L2		TCF7L2	TCF7L2	0.18910000000000002	440	1
6_MACS_peak_395_lociStitched	chr1	2458260	2469256	6	10654	12756.4596	770.8196	441	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	HES5	0.8744000000000001	441	1
4_MACS_peak_5544_lociStitched	chr10	104167488	104178275	4	10343	13682.2308	1066.8343	442	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	PSD	0.519	442	1
6_MACS_peak_32910_lociStitched	chr9	136377937	136390185	6	11112	12039.784	1159.8856	443	TMEM8C	ADAMTSL2,SLC2A6	TMEM8C	TMEM8C	0.8939999999999999	443	1
7_MACS_peak_13252_lociStitched	chr17	47952877	47965512	7	11195	11813.725	1209.1695	444		TAC4	TAC4	TAC4	0.031	444	1
3_MACS_peak_15333_lociStitched	chr19	842593	852913	3	10156	14354.088	1482.984	445	PRTN3,ELANE	PTBP1,MIR3187,AZU1,CFD,LPPR3,MED16	ELANE	AZU1	1.122	445	1
4_MACS_peak_8447_lociStitched	chr12	3411998	3423086	4	10962	12140.2512	986.832	446			PRMT8	PRMT8	NONE	446	1
