#28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16_ROSE/28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam
#Using cutoff of 8051.4287 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	isSuper
6_MACS_peak_18562_lociStitched	chr19	45349581	45359734	6	8925	11037.3263	937.1219	532	1
14_MACS_peak_19426_lociStitched	chr19	51051562	51064722	14	10651	11045.188	965.944	533	1
3_MACS_peak_22664_lociStitched	chr21	45667020	45675868	3	8622	11383.8368	1325.4304	534	1
3_MACS_peak_23801_lociStitched	chr22	37458531	37468130	3	9012	11057.0881	1003.0955	535	1
1_MACS_peak_29471_lociStitched	chr7	102257360	102265634	1	8275	12796.5684	2751.9324	536	1
2_MACS_peak_9044_lociStitched	chr13	113676973	113686799	2	9676	10851.8344	820.471	537	1
6_MACS_peak_23331_lociStitched	chr22	21563890	21576702	6	12105	12244.4284	2219.0384	538	1
7_MACS_peak_20782_lociStitched	chr20	34959224	34971393	7	11264	11098.128	1073.3058	539	1
1_MACS_peak_8501_lociStitched	chr12	49370665	49376634	1	5970	10857.0141	847.598	540	1
6_MACS_peak_14830_lociStitched	chr17	78450862	78461661	6	10165	10849.7553	853.121	541	1
7_MACS_peak_16127_lociStitched	chr19	5876026	5888038	7	11031	11342.9316	1346.5452	542	1
10_MACS_peak_21990_lociStitched	chr20	61801862	61815147	10	11059	11051.7915	1073.428	543	1
3_MACS_peak_1748_lociStitched	chr1	10700335	10709914	3	9444	10719.8589	750.9936	544	1
6_MACS_peak_33823_lociStitched	chr9	138987276	138998425	6	10430	10816.7598	860.7028	545	1
5_MACS_peak_6126_lociStitched	chr11	1150297	1160488	5	9331	10642.4613	690.9498	546	1
7_MACS_peak_702_lociStitched	chr1	3140933	3152412	7	10393	10670.8784	722.0291	547	1
1_MACS_peak_17467_lociStitched	chr19	18059307	18066148	1	6842	10586.4475	644.4222	548	1
4_MACS_peak_4606_lociStitched	chr1	156808819	156818958	4	9435	11329.3186	1410.3349	549	1
6_MACS_peak_25085_lociStitched	chr22	49292529	49303896	6	10780	10836.1611	917.3169	550	1
9_MACS_peak_6379_lociStitched	chr11	1921956	1933111	9	9721	10786.885	868.9745	551	1
5_MACS_peak_32442_lociStitched	chr9	133950144	133961631	5	10454	10879.3377	999.369	552	1
11_MACS_peak_12378_lociStitched	chr17	19058605	19071917	11	12046	11364.4544	1485.6192	553	1
3_MACS_peak_32294_lociStitched	chr9	133299856	133310040	3	10000	10575.0656	700.6592	554	1
5_MACS_peak_18443_lociStitched	chr19	42498855	42508455	5	8945	10823.04	950.4	555	1
4_MACS_peak_4943_lociStitched	chr1	228192171	228201916	4	9304	10896.859	1046.613	556	1
3_MACS_peak_2122_lociStitched	chr1	16383516	16392885	3	9225	10851.1758	1006.2306	557	1
3_MACS_peak_23018_lociStitched	chr21	47496085	47505868	3	9747	11046.9636	1226.7882	558	1
5_MACS_peak_32488_lociStitched	chr9	134680782	134690110	5	8732	10640.4496	823.6624	559	1
12_MACS_peak_33328_lociStitched	chr9	137685309	137697003	12	10431	10550.3268	748.416	560	1
1_MACS_peak_28708_lociStitched	chr7	2559817	2567424	1	7608	10460.3857	674.7409	561	1
8_MACS_peak_11631_lociStitched	chr17	814780	826550	8	10841	10730.709	947.485	562	1
1_MACS_peak_29469_lociStitched	chr7	102158434	102167047	1	8614	12688.6716	2923.2522	563	1
4_MACS_peak_15312_lociStitched	chr19	761310	770707	4	9068	11080.0027	1344.7107	564	1
6_MACS_peak_1569_lociStitched	chr1	7734787	7745698	6	9968	10452.738	717.9438	565	1
10_MACS_peak_14388_lociStitched	chr17	77272658	77285666	10	10626	10791.4368	1058.8512	566	1
11_MACS_peak_19774_lociStitched	chr19	56056352	56069730	11	11262	10939.1906	1213.3846	567	1
7_MACS_peak_14193_lociStitched	chr17	76493380	76504872	7	10168	10749.6168	1041.1752	568	1
5_MACS_peak_15948_lociStitched	chr19	5275691	5286251	5	9970	10869.408	1166.88	569	1
6_MACS_peak_19963_lociStitched	chr2	26831004	26843231	6	10677	10878.3619	1179.9055	570	1
3_MACS_peak_4589_lociStitched	chr1	156639950	156650521	3	10432	11363.825	1667.0467	571	1
6_MACS_peak_14448_lociStitched	chr17	77397785	77407897	6	9622	10591.3088	900.9792	572	1
3_MACS_peak_22682_lociStitched	chr21	45770700	45780358	3	8922	11064.2048	1383.9914	573	1
8_MACS_peak_14134_lociStitched	chr17	76311141	76322553	8	10829	10670.22	1013.3856	574	1
4_MACS_peak_27900_lociStitched	chr6	2635315	2645851	4	10043	11115.48	1495.0584	575	1
6_MACS_peak_15244_lociStitched	chr19	414304	425540	6	10338	10770.8296	1153.9372	576	1
7_MACS_peak_23187_lociStitched	chr22	20139079	20149650	7	9590	10606.9414	996.8453	577	1
11_MACS_peak_9945_lociStitched	chr15	79056539	79067739	11	9791	10372.32	804.16	578	1
7_MACS_peak_15938_lociStitched	chr19	5259559	5269938	7	9073	10610.4517	1053.4685	579	1
10_MACS_peak_260_lociStitched	chr1	2014882	2026798	10	10615	10526.5944	990.2196	580	1
2_MACS_peak_16446_lociStitched	chr19	7949766	7959440	2	9462	10881.3152	1375.6428	581	1
4_MACS_peak_13307_lociStitched	chr17	48263635	48274404	4	10039	10282.2412	777.5218	582	1
6_MACS_peak_28017_lociStitched	chr6	32034556	32044210	6	8859	10490.0364	990.5004	583	1
6_MACS_peak_1703_lociStitched	chr1	9683580	9694607	6	10460	11042.4378	1555.9097	584	1
5_MACS_peak_14856_lociStitched	chr17	78492605	78502677	5	9563	10272.4328	798.7096	585	1
10_MACS_peak_13017_lociStitched	chr17	43897310	43909213	10	10075	10550.8192	1081.9827	586	1
3_MACS_peak_7051_lociStitched	chr11	64321903	64332156	3	9598	10302.2144	835.6195	587	1
3_MACS_peak_13972_lociStitched	chr17	74894527	74904132	3	9441	10220.6805	754.953	588	1
6_MACS_peak_10136_lociStitched	chr16	876901	886215	6	7964	10293.8328	848.5054	589	1
10_MACS_peak_33351_lociStitched	chr9	137771554	137782851	10	8750	10233.9523	793.0494	590	1
5_MACS_peak_15930_lociStitched	chr19	5239132	5250616	5	10166	10729.5012	1304.5824	591	1
5_MACS_peak_19225_lociStitched	chr19	49564247	49575005	5	10581	10291.1028	876.777	592	1
3_MACS_peak_6253_lociStitched	chr11	1622366	1632321	3	9546	10407.9525	996.4955	593	1
2_MACS_peak_14917_lociStitched	chr17	79151111	79159512	2	7922	10215.616	809.0163	594	1
9_MACS_peak_32083_lociStitched	chr9	132410518	132421915	9	10628	10337.079	937.9731	595	1
3_MACS_peak_14700_lociStitched	chr17	77958759	77968168	3	9090	10277.4507	880.6824	596	1
1_MACS_peak_4614_lociStitched	chr1	156826755	156833267	1	6513	10665.3536	1284.8176	597	1
5_MACS_peak_15918_lociStitched	chr19	5211074	5221289	5	9912	10568.439	1190.0475	598	1
6_MACS_peak_695_lociStitched	chr1	3127030	3137776	6	10061	10061.4798	701.7138	599	1
5_MACS_peak_2292_lociStitched	chr1	17440066	17449823	5	9120	10315.1004	969.8458	600	1
3_MACS_peak_23031_lociStitched	chr21	47532195	47541384	3	8861	10447.893	1110.0312	601	1
4_MACS_peak_22422_lociStitched	chr21	43141991	43151130	4	8083	10356.3148	1023.568	602	1
7_MACS_peak_13834_lociStitched	chr17	72882654	72893147	7	9913	10333.5064	1001.0322	603	1
6_MACS_peak_26159_lociStitched	chr4	3459755	3469669	6	8864	10109.3058	786.1802	604	1
9_MACS_peak_4247_lociStitched	chr1	37314667	37326660	9	10326	10498.6722	1193.3035	605	1
7_MACS_peak_14430_lociStitched	chr17	77357158	77367746	7	9825	10097.7756	796.2176	606	1
2_MACS_peak_32564_lociStitched	chr9	135106889	135116595	2	9516	10216.5356	926.923	607	1
2_MACS_peak_21784_lociStitched	chr20	60795893	60804441	2	8543	10263.5836	991.568	608	1
6_MACS_peak_19684_lociStitched	chr19	55689684	55700051	6	9211	10117.1553	845.9472	609	1
7_MACS_peak_14562_lociStitched	chr17	77650652	77661956	7	9857	10209.7728	958.5792	610	1
5_MACS_peak_6688_lociStitched	chr11	45680269	45689341	5	8569	10016.3952	798.336	611	1
5_MACS_peak_13691_lociStitched	chr17	72343498	72353910	5	9231	10132.9584	921.462	612	1
3_MACS_peak_15225_lociStitched	chr19	367171	376536	3	8964	10306.1825	1094.7685	613	1
1_MACS_peak_5512_lociStitched	chr10	102889874	102897061	1	7188	9754.9151	544.0559	614	1
3_MACS_peak_21881_lociStitched	chr20	61445956	61453258	3	7161	9598.479	406.7214	615	1
2_MACS_peak_13333_lociStitched	chr17	48608502	48616430	2	7796	9772.0528	587.4648	616	1
6_MACS_peak_29290_lociStitched	chr7	100762819	100772961	6	9072	10431.047	1249.4944	617	1
7_MACS_peak_31888_lociStitched	chr9	127246749	127258095	7	9949	10246.5726	1071.0624	618	1
3_MACS_peak_13220_lociStitched	chr17	47582380	47591786	3	8761	10085.1132	915.2038	619	1
2_MACS_peak_30777_lociStitched	chr8	58118225	58126617	2	8320	12478.0648	3314.84	620	1
5_MACS_peak_12230_lociStitched	chr17	8012009	8021680	5	8763	10270.602	1129.5728	621	1
4_MACS_peak_16090_lociStitched	chr19	5770141	5779804	4	9537	10428.3096	1307.4039	622	1
5_MACS_peak_24069_lociStitched	chr22	40050305	40060335	5	9689	10018.967	917.745	623	1
8_MACS_peak_6911_lociStitched	chr11	61636245	61646143	8	9213	9961.3472	863.1056	624	1
9_MACS_peak_7606_lociStitched	chr11	69981077	69992816	9	9904	10003.9758	907.4247	625	1
3_MACS_peak_12488_lociStitched	chr17	21313538	21323428	3	9436	10749.441	1671.41	626	1
4_MACS_peak_17595_lociStitched	chr19	18708846	18717222	4	8132	9840.9624	766.404	627	1
9_MACS_peak_10207_lociStitched	chr16	1020579	1031390	9	9443	9969.9042	897.313	628	1
2_MACS_peak_23150_lociStitched	chr22	19710058	19718141	2	8084	9571.0803	499.5294	629	1
5_MACS_peak_29153_lociStitched	chr7	100312515	100322659	5	9131	9891.4144	823.6928	630	1
2_MACS_peak_31870_lociStitched	chr9	126130217	126139043	2	8689	9984.8538	927.6126	631	1
2_MACS_peak_8090_lociStitched	chr11	118021336	118029182	2	7782	9980.8966	942.3046	632	1
7_MACS_peak_822_lociStitched	chr1	3345431	3356232	7	10027	9757.6234	719.3466	633	1
2_MACS_peak_23041_lociStitched	chr21	47556060	47562568	2	6144	10043.7964	1028.264	634	1
7_MACS_peak_20357_lociStitched	chr2	220328890	220339954	7	10284	9950.9616	940.44	635	1
2_MACS_peak_11813_lociStitched	chr17	1865576	1875186	2	9606	9793.551	789.942	636	1
3_MACS_peak_15744_lociStitched	chr19	3844150	3852770	3	8293	10319.864	1319.722	637	1
4_MACS_peak_8443_lociStitched	chr12	3399847	3409224	4	9007	9776.4602	802.6712	638	1
5_MACS_peak_32430_lociStitched	chr9	133923449	133933540	5	9570	10197.9646	1226.0565	639	1
8_MACS_peak_143_lociStitched	chr1	1384090	1394877	8	9761	9832.3505	870.5109	640	1
5_MACS_peak_21144_lociStitched	chr20	56151346	56161221	5	9389	9775.2625	815.675	641	1
8_MACS_peak_8820_lociStitched	chr12	54590207	54601775	8	9723	10185.624	1226.208	642	1
3_MACS_peak_28849_lociStitched	chr7	5629377	5636969	3	7449	9600.084	643.0424	643	1
4_MACS_peak_12105_lociStitched	chr17	7315979	7324090	4	7829	9659.3899	703.2237	644	1
6_MACS_peak_33829_lociStitched	chr9	139014105	139024296	6	8908	10022.8485	1069.0359	645	1
5_MACS_peak_10420_lociStitched	chr16	2345357	2354605	5	8000	9827.8496	890.5824	646	1
5_MACS_peak_20147_lociStitched	chr2	113389381	113398987	5	8850	10168.9116	1243.977	647	1
3_MACS_peak_3127_lociStitched	chr1	20810138	20819896	3	9532	9790.2014	884.0748	648	1
2_MACS_peak_22328_lociStitched	chr21	34392245	34399372	2	6879	9834.5473	940.764	649	1
11_MACS_peak_33118_lociStitched	chr9	137165906	137176963	11	9041	9667.1351	779.5185	650	1
5_MACS_peak_6096_lociStitched	chr11	1079529	1089215	5	8853	9628.8526	744.8534	651	1
4_MACS_peak_29847_lociStitched	chr7	155608142	155618955	4	10559	10449.6832	1587.3484	652	1
3_MACS_peak_28718_lociStitched	chr7	2661561	2670437	3	8174	9736.972	884.9372	653	1
9_MACS_peak_25214_lociStitched	chr22	50479397	50489854	9	9391	9749.0611	916.0332	654	1
7_MACS_peak_26185_lociStitched	chr4	3626693	3636683	7	8715	9856.134	1041.957	655	1
6_MACS_peak_16033_lociStitched	chr19	5486333	5496829	6	9407	10031.0272	1217.536	656	1
7_MACS_peak_16539_lociStitched	chr19	8281236	8291856	7	9450	10176.084	1377.414	657	1
3_MACS_peak_856_lociStitched	chr1	3410439	3418604	3	7538	9254.211	460.506	658	1
8_MACS_peak_2872_lociStitched	chr1	19040915	19052612	8	10653	9696.813	917.0448	659	1
6_MACS_peak_10350_lociStitched	chr16	1533023	1541677	6	7824	9316.031	551.2598	660	1
6_MACS_peak_22204_lociStitched	chr20	62712651	62721860	6	7708	9579.2018	815.9174	661	1
6_MACS_peak_10340_lociStitched	chr16	1382909	1391643	6	7822	9422.2392	665.5308	662	1
1_MACS_peak_8507_lociStitched	chr12	49482246	49488977	1	6732	9681.8704	945.0324	663	1
5_MACS_peak_15344_lociStitched	chr19	996170	1005390	5	8520	10203.774	1471.512	664	1
2_MACS_peak_15342_lociStitched	chr19	916198	921862	2	5584	9350.6976	619.0752	665	1
4_MACS_peak_2973_lociStitched	chr1	19377264	19386524	4	8714	9509.094	795.434	666	1
1_MACS_peak_10438_lociStitched	chr16	2517766	2523740	1	5975	9156.9472	449.8422	667	1
5_MACS_peak_22176_lociStitched	chr20	62451800	62461758	5	8950	9651.2936	956.9638	668	1
3_MACS_peak_10086_lociStitched	chr16	319344	327913	3	8003	9461.8898	776.3514	669	1
8_MACS_peak_18895_lociStitched	chr19	47967626	47977779	8	9210	9599.6615	926.9689	670	1
4_MACS_peak_34033_lociStitched	chr9	140208311	140217030	4	7683	9319.7391	656.5407	671	1
4_MACS_peak_14617_lociStitched	chr17	77741755	77751495	4	9299	9534.486	880.496	672	1
3_MACS_peak_390_lociStitched	chr1	2420768	2429529	3	8299	9335.7216	685.1102	673	1
4_MACS_peak_22411_lociStitched	chr21	43103824	43113613	4	8758	10010.2314	1362.6288	674	1
2_MACS_peak_15850_lociStitched	chr19	4544923	4553140	2	8070	9714.1374	1075.6053	675	1
9_MACS_peak_22280_lociStitched	chr20	62869619	62880250	9	8813	9518.9974	887.6885	676	1
3_MACS_peak_13111_lociStitched	chr17	46800182	46807981	3	7198	9601.3489	973.3152	677	1
2_MACS_peak_6590_lociStitched	chr11	2944813	2951676	2	6850	9188.1844	566.8838	678	1
3_MACS_peak_31364_lociStitched	chr8	143678159	143686859	3	8549	9168.93	555.93	679	1
5_MACS_peak_20836_lociStitched	chr20	37351293	37360284	5	8148	9667.1232	1058.2407	680	1
11_MACS_peak_33696_lociStitched	chr9	138607321	138618522	11	8971	9342.7541	749.3469	681	1
7_MACS_peak_24023_lociStitched	chr22	39240084	39249385	7	8623	9493.5307	902.197	682	1
3_MACS_peak_27159_lociStitched	chr4	8904927	8914159	3	8783	9211.6896	627.776	683	1
4_MACS_peak_24391_lociStitched	chr22	44285277	44294951	4	9554	9377.9756	794.2354	684	1
2_MACS_peak_26167_lociStitched	chr4	3492869	3499535	2	6219	9119.088	537.9462	685	1
1_MACS_peak_6576_lociStitched	chr11	2441316	2449222	1	7907	9301.409	740.0016	686	1
4_MACS_peak_18580_lociStitched	chr19	45377620	45387343	4	9141	9365.1936	810.8982	687	1
7_MACS_peak_12856_lociStitched	chr17	41787752	41798182	7	9789	9906.414	1361.115	688	1
2_MACS_peak_4568_lociStitched	chr1	156368757	156378815	2	9845	10107.2842	1564.019	689	1
5_MACS_peak_16076_lociStitched	chr19	5740274	5750693	5	9606	10013.7009	1471.1628	690	1
2_MACS_peak_22680_lociStitched	chr21	45761934	45769899	2	7758	9735.6195	1193.157	691	1
8_MACS_peak_17543_lociStitched	chr19	18349870	18361682	8	10222	9642.1356	1116.234	692	1
4_MACS_peak_31550_lociStitched	chr8	144477441	144486710	4	8547	9287.538	769.327	693	1
2_MACS_peak_4621_lociStitched	chr1	156843345	156851820	2	8146	9542.0025	1031.4075	694	1
5_MACS_peak_32201_lociStitched	chr9	132973662	132983083	5	9189	9402.158	894.995	695	1
6_MACS_peak_33951_lociStitched	chr9	139852271	139861239	6	8048	9410.1224	919.22	696	1
7_MACS_peak_19114_lociStitched	chr19	49097362	49106899	7	8625	9326.2323	835.4412	697	1
4_MACS_peak_107_lociStitched	chr1	1172333	1179928	4	7217	8989.442	512.6625	698	1
1_MACS_peak_10944_lociStitched	chr16	56665858	56673282	1	7425	9211.6992	743.8848	699	1
3_MACS_peak_28231_lociStitched	chr6	34105895	34114342	3	7972	9096.5743	646.1955	700	1
2_MACS_peak_15978_lociStitched	chr19	5324577	5332985	2	8350	9667.5184	1217.4784	701	1
4_MACS_peak_26155_lociStitched	chr4	3445275	3453581	4	7828	9165.671	719.2996	702	1
8_MACS_peak_33452_lociStitched	chr9	137994074	138004892	8	8885	9235.3266	790.7958	703	1
5_MACS_peak_23036_lociStitched	chr21	47545284	47553635	5	7798	9383.1836	941.9928	704	1
7_MACS_peak_32974_lociStitched	chr9	136500987	136510891	7	8969	9129.5072	691.2992	705	1
4_MACS_peak_15630_lociStitched	chr19	3312311	3321733	4	9152	9608.5556	1180.5766	706	1
2_MACS_peak_233_lociStitched	chr1	1950949	1959384	2	8042	9052.442	625.877	707	1
3_MACS_peak_32418_lociStitched	chr9	133883502	133891772	3	8025	9093.692	668.216	708	1
8_MACS_peak_14214_lociStitched	chr17	76524589	76534829	8	8959	9287.68	865.28	709	1
7_MACS_peak_12649_lociStitched	chr17	36697815	36707518	7	8720	9173.2162	751.9825	710	1
8_MACS_peak_33030_lociStitched	chr9	136597596	136608273	8	9108	9277.2453	860.5662	711	1
9_MACS_peak_16452_lociStitched	chr19	8086923	8097330	9	9346	9471.4107	1072.9617	712	1
5_MACS_peak_28457_lociStitched	chr7	964123	973152	5	8067	9165.3379	770.1737	713	1
2_MACS_peak_27954_lociStitched	chr6	30410693	30418343	2	7199	9411.795	1027.395	714	1
7_MACS_peak_26489_lociStitched	chr4	7144391	7154683	7	8659	9260.7416	896.4332	715	1
3_MACS_peak_4858_lociStitched	chr1	205421246	205428514	3	6838	9438.2248	1093.834	716	1
5_MACS_peak_4386_lociStitched	chr1	46952697	46960517	5	7310	8912.454	581.808	717	1
7_MACS_peak_24200_lociStitched	chr22	42821447	42831049	7	8932	9259.2086	933.3144	718	1
9_MACS_peak_14365_lociStitched	chr17	77227926	77238123	9	8456	9171.1818	849.4101	719	1
10_MACS_peak_19142_lociStitched	chr19	49179759	49189279	10	8559	9230.592	925.344	720	1
4_MACS_peak_12210_lociStitched	chr17	7960677	7969058	4	7884	9535.0637	1237.8737	721	1
3_MACS_peak_1270_lociStitched	chr1	6307367	6316359	3	8607	9043.2544	754.4288	722	1
4_MACS_peak_6723_lociStitched	chr11	46406076	46413681	4	7248	9059.076	770.3865	723	1
3_MACS_peak_51_lociStitched	chr1	969073	976067	3	6785	8813.8388	528.7464	724	1
5_MACS_peak_21404_lociStitched	chr20	57366958	57376475	5	8774	8923.1392	640.4941	725	1
3_MACS_peak_33778_lociStitched	chr9	138906077	138914522	3	8416	8900.1855	659.5545	726	1
4_MACS_peak_22015_lociStitched	chr20	61922644	61930980	4	7878	8897.8464	666.0464	727	1
7_MACS_peak_16947_lociStitched	chr19	13974381	13983914	7	8234	9085.9023	860.8299	728	1
10_MACS_peak_29749_lociStitched	chr7	155147914	155158424	10	9289	9429.572	1206.548	729	1
5_MACS_peak_1172_lociStitched	chr1	5810242	5819178	5	8561	8869.8736	684.4976	730	1
4_MACS_peak_17487_lociStitched	chr19	18108078	18115645	4	6989	8784.5303	600.8198	731	1
4_MACS_peak_31750_lociStitched	chr9	34584314	34593768	4	8767	9251.6844	1080.5922	732	1
7_MACS_peak_27006_lociStitched	chr4	8586839	8596715	7	8882	9109.6224	950.0712	733	1
5_MACS_peak_13145_lociStitched	chr17	47071253	47077849	5	6069	8636.8024	477.5504	734	1
5_MACS_peak_19513_lociStitched	chr19	54753816	54762669	5	8474	8752.9611	596.6922	735	1
7_MACS_peak_1518_lociStitched	chr1	7615786	7625626	7	8628	9003.6	848.208	736	1
2_MACS_peak_31754_lociStitched	chr9	34624003	34631298	2	7273	8883.1215	740.4425	737	1
5_MACS_peak_13865_lociStitched	chr17	72942851	72952569	5	8798	8941.5318	822.1428	738	1
5_MACS_peak_33130_lociStitched	chr9	137180827	137190348	5	8716	8885.9493	767.3926	739	1
10_MACS_peak_14703_lociStitched	chr17	77969398	77978954	10	8565	8852.6784	745.368	740	1
9_MACS_peak_13005_lociStitched	chr17	43874959	43885586	9	9082	8963.8745	867.1632	741	1
3_MACS_peak_4850_lociStitched	chr1	205010140	205017007	3	6810	8947.701	854.2548	742	1
3_MACS_peak_27976_lociStitched	chr6	30858248	30867323	3	8586	8848.125	756.855	743	1
3_MACS_peak_20382_lociStitched	chr2	220425666	220433772	3	7673	8799.063	723.8658	744	1
3_MACS_peak_24226_lociStitched	chr22	42897114	42903873	3	6492	8807.6529	742.8141	745	1
