#28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16_ROSE/28_0F2E_0229Kronos_MM1S-KB-6hr-2_H3K27me3_hs-dm_i16_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam
#Using cutoff of 8051.4287 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	isStretch
5_MACS_peak_4582_lociStitched	chr1	156585727	156596321	5	9803	14841.1346	1744.8318	532	1
11_MACS_peak_9945_lociStitched	chr15	79056539	79067739	11	9791	10372.32	804.16	533	1
7_MACS_peak_12856_lociStitched	chr17	41787752	41798182	7	9789	9906.414	1361.115	534	1
8_MACS_peak_143_lociStitched	chr1	1384090	1394877	8	9761	9832.3505	870.5109	535	1
3_MACS_peak_16508_lociStitched	chr19	8204124	8214113	3	9751	12754.9541	1300.5678	536	1
3_MACS_peak_23018_lociStitched	chr21	47496085	47505868	3	9747	11046.9636	1226.7882	537	1
2_MACS_peak_12543_lociStitched	chr17	26857880	26867795	2	9724	11994.1755	1207.647	538	1
5_MACS_peak_24238_lociStitched	chr22	42929711	42939951	5	9723	12678.144	1728.512	539	1
8_MACS_peak_8820_lociStitched	chr12	54590207	54601775	8	9723	10185.624	1226.208	540	1
7_MACS_peak_4834_lociStitched	chr1	204952153	204963401	7	9722	9940.9824	1953.7776	541	1
2_MACS_peak_25918_lociStitched	chr3	183945229	183955105	2	9721	14332.0512	1465.5984	542	1
9_MACS_peak_6379_lociStitched	chr11	1921956	1933111	9	9721	10786.885	868.9745	543	1
5_MACS_peak_24069_lociStitched	chr22	40050305	40060335	5	9689	10018.967	917.745	544	1
2_MACS_peak_9044_lociStitched	chr13	113676973	113686799	2	9676	10851.8344	820.471	545	1
1_MACS_peak_15364_lociStitched	chr19	1445243	1454878	1	9636	19770.0565	1218.8275	546	1
6_MACS_peak_14448_lociStitched	chr17	77397785	77407897	6	9622	10591.3088	900.9792	547	1
2_MACS_peak_11813_lociStitched	chr17	1865576	1875186	2	9606	9793.551	789.942	548	1
3_MACS_peak_15409_lociStitched	chr19	1802413	1812381	3	9606	13136.8272	1412.4656	549	1
5_MACS_peak_16076_lociStitched	chr19	5740274	5750693	5	9606	10013.7009	1471.1628	550	1
3_MACS_peak_7051_lociStitched	chr11	64321903	64332156	3	9598	10302.2144	835.6195	551	1
7_MACS_peak_23187_lociStitched	chr22	20139079	20149650	7	9590	10606.9414	996.8453	552	1
4_MACS_peak_22822_lociStitched	chr21	46256481	46266859	4	9587	12933.0636	1337.7242	553	1
7_MACS_peak_25194_lociStitched	chr22	50446566	50457186	7	9579	11488.716	859.158	554	1
5_MACS_peak_32430_lociStitched	chr9	133923449	133933540	5	9570	10197.9646	1226.0565	555	1
5_MACS_peak_14856_lociStitched	chr17	78492605	78502677	5	9563	10272.4328	798.7096	556	1
4_MACS_peak_24391_lociStitched	chr22	44285277	44294951	4	9554	9377.9756	794.2354	557	1
2_MACS_peak_27712_lociStitched	chr5	176300053	176309646	2	9553	14419.2383	693.5739	558	1
3_MACS_peak_6253_lociStitched	chr11	1622366	1632321	3	9546	10407.9525	996.4955	559	1
4_MACS_peak_16090_lociStitched	chr19	5770141	5779804	4	9537	10428.3096	1307.4039	560	1
3_MACS_peak_3127_lociStitched	chr1	20810138	20819896	3	9532	9790.2014	884.0748	561	1
2_MACS_peak_32564_lociStitched	chr9	135106889	135116595	2	9516	10216.5356	926.923	562	1
5_MACS_peak_11758_lociStitched	chr17	1198333	1208815	5	9509	11406.5124	1057.6338	563	1
8_MACS_peak_26824_lociStitched	chr4	8000910	8011392	8	9505	8124.5982	791.391	564	1
5_MACS_peak_13215_lociStitched	chr17	47571570	47581697	5	9478	12010.622	771.6774	565	1
7_MACS_peak_7640_lociStitched	chr11	70024189	70034419	7	9471	8773.248	793.848	566	1
2_MACS_peak_16446_lociStitched	chr19	7949766	7959440	2	9462	10881.3152	1375.6428	567	1
7_MACS_peak_16539_lociStitched	chr19	8281236	8291856	7	9450	10176.084	1377.414	568	1
3_MACS_peak_1748_lociStitched	chr1	10700335	10709914	3	9444	10719.8589	750.9936	569	1
9_MACS_peak_10207_lociStitched	chr16	1020579	1031390	9	9443	9969.9042	897.313	570	1
3_MACS_peak_13972_lociStitched	chr17	74894527	74904132	3	9441	10220.6805	754.953	571	1
3_MACS_peak_12488_lociStitched	chr17	21313538	21323428	3	9436	10749.441	1671.41	572	1
4_MACS_peak_4606_lociStitched	chr1	156808819	156818958	4	9435	11329.3186	1410.3349	573	1
4_MACS_peak_14634_lociStitched	chr17	77813663	77823561	4	9425	12763.471	684.9416	574	1
4_MACS_peak_28721_lociStitched	chr7	2671791	2681433	4	9409	11552.0802	704.8302	575	1
5_MACS_peak_34016_lociStitched	chr9	140120569	140130722	5	9407	13434.4496	1016.3153	576	1
6_MACS_peak_16033_lociStitched	chr19	5486333	5496829	6	9407	10031.0272	1217.536	577	1
3_MACS_peak_4713_lociStitched	chr1	197879073	197888923	3	9394	12643.46	1695.185	578	1
9_MACS_peak_25214_lociStitched	chr22	50479397	50489854	9	9391	9749.0611	916.0332	579	1
5_MACS_peak_21144_lociStitched	chr20	56151346	56161221	5	9389	9775.2625	815.675	580	1
2_MACS_peak_28881_lociStitched	chr7	27190753	27200381	2	9383	11864.5844	998.4236	581	1
2_MACS_peak_31558_lociStitched	chr8	144500881	144510444	2	9369	12478.7587	937.174	582	1
9_MACS_peak_16452_lociStitched	chr19	8086923	8097330	9	9346	9471.4107	1072.9617	583	1
5_MACS_peak_6126_lociStitched	chr11	1150297	1160488	5	9331	10642.4613	690.9498	584	1
4_MACS_peak_4943_lociStitched	chr1	228192171	228201916	4	9304	10896.859	1046.613	585	1
4_MACS_peak_14617_lociStitched	chr17	77741755	77751495	4	9299	9534.486	880.496	586	1
3_MACS_peak_24946_lociStitched	chr22	46272481	46282235	3	9296	10952.7666	766.6644	587	1
10_MACS_peak_29749_lociStitched	chr7	155147914	155158424	10	9289	9429.572	1206.548	588	1
5_MACS_peak_13691_lociStitched	chr17	72343498	72353910	5	9231	10132.9584	921.462	589	1
3_MACS_peak_15349_lociStitched	chr19	1231529	1240884	3	9230	16720.1915	1247.0215	590	1
3_MACS_peak_2122_lociStitched	chr1	16383516	16392885	3	9225	10851.1758	1006.2306	591	1
7_MACS_peak_33197_lociStitched	chr9	137441044	137451813	7	9219	8945.8083	900.2884	592	1
8_MACS_peak_6911_lociStitched	chr11	61636245	61646143	8	9213	9961.3472	863.1056	593	1
6_MACS_peak_19684_lociStitched	chr19	55689684	55700051	6	9211	10117.1553	845.9472	594	1
8_MACS_peak_18895_lociStitched	chr19	47967626	47977779	8	9210	9599.6615	926.9689	595	1
10_MACS_peak_27066_lociStitched	chr4	8699496	8709912	10	9194	8827.56	858.2784	596	1
3_MACS_peak_15868_lociStitched	chr19	4626111	4635447	3	9189	9108.2016	1234.2192	597	1
5_MACS_peak_32201_lociStitched	chr9	132973662	132983083	5	9189	9402.158	894.995	598	1
4_MACS_peak_15630_lociStitched	chr19	3312311	3321733	4	9152	9608.5556	1180.5766	599	1
4_MACS_peak_18580_lociStitched	chr19	45377620	45387343	4	9141	9365.1936	810.8982	600	1
5_MACS_peak_29153_lociStitched	chr7	100312515	100322659	5	9131	9891.4144	823.6928	601	1
2_MACS_peak_15707_lociStitched	chr19	3587675	3596839	2	9130	12400.7248	1060.2748	602	1
1_MACS_peak_7141_lociStitched	chr11	64481159	64490286	1	9128	11611.3694	838.7713	603	1
5_MACS_peak_2292_lociStitched	chr1	17440066	17449823	5	9120	10315.1004	969.8458	604	1
8_MACS_peak_33030_lociStitched	chr9	136597596	136608273	8	9108	9277.2453	860.5662	605	1
3_MACS_peak_32363_lociStitched	chr9	133535389	133544522	3	9096	13333.2667	581.7721	606	1
3_MACS_peak_8801_lociStitched	chr12	54420685	54429983	3	9090	11166.898	989.3072	607	1
3_MACS_peak_14700_lociStitched	chr17	77958759	77968168	3	9090	10277.4507	880.6824	608	1
6_MACS_peak_10370_lociStitched	chr16	1961568	1972169	6	9085	11975.9497	778.1134	609	1
9_MACS_peak_13005_lociStitched	chr17	43874959	43885586	9	9082	8963.8745	867.1632	610	1
7_MACS_peak_15938_lociStitched	chr19	5259559	5269938	7	9073	10610.4517	1053.4685	611	1
6_MACS_peak_29290_lociStitched	chr7	100762819	100772961	6	9072	10431.047	1249.4944	612	1
4_MACS_peak_15312_lociStitched	chr19	761310	770707	4	9068	11080.0027	1344.7107	613	1
3_MACS_peak_30682_lociStitched	chr8	21982558	21992243	3	9048	11591.008	689.572	614	1
8_MACS_peak_19695_lociStitched	chr19	55708254	55718454	8	9042	8828.1	1218.9	615	1
11_MACS_peak_33118_lociStitched	chr9	137165906	137176963	11	9041	9667.1351	779.5185	616	1
3_MACS_peak_23801_lociStitched	chr22	37458531	37468130	3	9012	11057.0881	1003.0955	617	1
4_MACS_peak_8443_lociStitched	chr12	3399847	3409224	4	9007	9776.4602	802.6712	618	1
6_MACS_peak_16819_lociStitched	chr19	12943798	12953887	6	9005	12308.58	920.1168	619	1
6_MACS_peak_13966_lociStitched	chr17	74883719	74893313	6	8991	8683.5294	1086.0408	620	1
11_MACS_peak_33696_lociStitched	chr9	138607321	138618522	11	8971	9342.7541	749.3469	621	1
7_MACS_peak_32974_lociStitched	chr9	136500987	136510891	7	8969	9129.5072	691.2992	622	1
4_MACS_peak_551_lociStitched	chr1	2842593	2851802	4	8968	8648.1719	596.7432	623	1
3_MACS_peak_15225_lociStitched	chr19	367171	376536	3	8964	10306.1825	1094.7685	624	1
6_MACS_peak_6352_lociStitched	chr11	1828035	1837667	6	8962	8780.5312	959.3472	625	1
8_MACS_peak_14214_lociStitched	chr17	76524589	76534829	8	8959	9287.68	865.28	626	1
5_MACS_peak_22176_lociStitched	chr20	62451800	62461758	5	8950	9651.2936	956.9638	627	1
5_MACS_peak_18443_lociStitched	chr19	42498855	42508455	5	8945	10823.04	950.4	628	1
7_MACS_peak_24200_lociStitched	chr22	42821447	42831049	7	8932	9259.2086	933.3144	629	1
6_MACS_peak_18562_lociStitched	chr19	45349581	45359734	6	8925	11037.3263	937.1219	630	1
3_MACS_peak_22682_lociStitched	chr21	45770700	45780358	3	8922	11064.2048	1383.9914	631	1
5_MACS_peak_13408_lociStitched	chr17	58086881	58096197	5	8920	8608.9156	1366.6572	632	1
4_MACS_peak_33957_lociStitched	chr9	139862778	139872311	4	8915	10768.4768	649.1973	633	1
3_MACS_peak_6792_lociStitched	chr11	61314961	61323950	3	8908	8259.0932	631.9267	634	1
6_MACS_peak_33829_lociStitched	chr9	139014105	139024296	6	8908	10022.8485	1069.0359	635	1
8_MACS_peak_33452_lociStitched	chr9	137994074	138004892	8	8885	9235.3266	790.7958	636	1
7_MACS_peak_27006_lociStitched	chr4	8586839	8596715	7	8882	9109.6224	950.0712	637	1
13_MACS_peak_25405_lociStitched	chr3	13607277	13617855	13	8866	8758.584	740.46	638	1
6_MACS_peak_26159_lociStitched	chr4	3459755	3469669	6	8864	10109.3058	786.1802	639	1
3_MACS_peak_23031_lociStitched	chr21	47532195	47541384	3	8861	10447.893	1110.0312	640	1
6_MACS_peak_28017_lociStitched	chr6	32034556	32044210	6	8859	10490.0364	990.5004	641	1
5_MACS_peak_6096_lociStitched	chr11	1079529	1089215	5	8853	9628.8526	744.8534	642	1
5_MACS_peak_20147_lociStitched	chr2	113389381	113398987	5	8850	10168.9116	1243.977	643	1
9_MACS_peak_22280_lociStitched	chr20	62869619	62880250	9	8813	9518.9974	887.6885	644	1
5_MACS_peak_13865_lociStitched	chr17	72942851	72952569	5	8798	8941.5318	822.1428	645	1
3_MACS_peak_27159_lociStitched	chr4	8904927	8914159	3	8783	9211.6896	627.776	646	1
2_MACS_peak_12633_lociStitched	chr17	35290080	35299024	2	8781	12036.8352	812.1152	647	1
5_MACS_peak_21404_lociStitched	chr20	57366958	57376475	5	8774	8923.1392	640.4941	648	1
4_MACS_peak_31750_lociStitched	chr9	34584314	34593768	4	8767	9251.6844	1080.5922	649	1
5_MACS_peak_12230_lociStitched	chr17	8012009	8021680	5	8763	10270.602	1129.5728	650	1
3_MACS_peak_13220_lociStitched	chr17	47582380	47591786	3	8761	10085.1132	915.2038	651	1
2_MACS_peak_1751_lociStitched	chr1	10710890	10719750	2	8759	11145.88	643.236	652	1
4_MACS_peak_22411_lociStitched	chr21	43103824	43113613	4	8758	10010.2314	1362.6288	653	1
10_MACS_peak_33351_lociStitched	chr9	137771554	137782851	10	8750	10233.9523	793.0494	654	1
5_MACS_peak_32488_lociStitched	chr9	134680782	134690110	5	8732	10640.4496	823.6624	655	1
7_MACS_peak_29353_lociStitched	chr7	100933925	100944161	7	8725	8493.8328	846.5172	656	1
7_MACS_peak_12649_lociStitched	chr17	36697815	36707518	7	8720	9173.2162	751.9825	657	1
5_MACS_peak_33130_lociStitched	chr9	137180827	137190348	5	8716	8885.9493	767.3926	658	1
7_MACS_peak_26185_lociStitched	chr4	3626693	3636683	7	8715	9856.134	1041.957	659	1
4_MACS_peak_2973_lociStitched	chr1	19377264	19386524	4	8714	9509.094	795.434	660	1
4_MACS_peak_1853_lociStitched	chr1	10965718	10974999	4	8711	8949.6683	964.2959	661	1
2_MACS_peak_31870_lociStitched	chr9	126130217	126139043	2	8689	9984.8538	927.6126	662	1
1_MACS_peak_10224_lociStitched	chr16	1045350	1054019	1	8670	11430.0765	573.8878	663	1
4_MACS_peak_13984_lociStitched	chr17	74922190	74931429	4	8666	8677.2688	827.8144	664	1
7_MACS_peak_26489_lociStitched	chr4	7144391	7154683	7	8659	9260.7416	896.4332	665	1
4_MACS_peak_19208_lociStitched	chr19	49525397	49534837	4	8642	8020.224	793.904	666	1
2_MACS_peak_2255_lociStitched	chr1	17196532	17205424	2	8636	16298.1468	2067.39	667	1
7_MACS_peak_1518_lociStitched	chr1	7615786	7625626	7	8628	9003.6	848.208	668	1
7_MACS_peak_19114_lociStitched	chr19	49097362	49106899	7	8625	9326.2323	835.4412	669	1
7_MACS_peak_24023_lociStitched	chr22	39240084	39249385	7	8623	9493.5307	902.197	670	1
3_MACS_peak_22664_lociStitched	chr21	45667020	45675868	3	8622	11383.8368	1325.4304	671	1
1_MACS_peak_29469_lociStitched	chr7	102158434	102167047	1	8614	12688.6716	2923.2522	672	1
3_MACS_peak_1270_lociStitched	chr1	6307367	6316359	3	8607	9043.2544	754.4288	673	1
8_MACS_peak_7598_lociStitched	chr11	69970742	69980508	8	8592	8717.1316	743.1926	674	1
3_MACS_peak_27976_lociStitched	chr6	30858248	30867323	3	8586	8848.125	756.855	675	1
5_MACS_peak_6688_lociStitched	chr11	45680269	45689341	5	8569	10016.3952	798.336	676	1
11_MACS_peak_10186_lociStitched	chr16	980746	990436	11	8569	7954.521	724.812	677	1
10_MACS_peak_14703_lociStitched	chr17	77969398	77978954	10	8565	8852.6784	745.368	678	1
5_MACS_peak_1172_lociStitched	chr1	5810242	5819178	5	8561	8869.8736	684.4976	679	1
10_MACS_peak_19142_lociStitched	chr19	49179759	49189279	10	8559	9230.592	925.344	680	1
3_MACS_peak_31364_lociStitched	chr8	143678159	143686859	3	8549	9168.93	555.93	681	1
4_MACS_peak_31550_lociStitched	chr8	144477441	144486710	4	8547	9287.538	769.327	682	1
2_MACS_peak_21784_lociStitched	chr20	60795893	60804441	2	8543	10263.5836	991.568	683	1
8_MACS_peak_11734_lociStitched	chr17	1158209	1168149	8	8528	8484.784	910.504	684	1
1_MACS_peak_26_lociStitched	chr1	870228	878748	1	8521	13699.308	686.712	685	1
5_MACS_peak_15344_lociStitched	chr19	996170	1005390	5	8520	10203.774	1471.512	686	1
9_MACS_peak_22253_lociStitched	chr20	62812834	62822382	9	8519	8390.7824	1007.314	687	1
7_MACS_peak_9679_lociStitched	chr15	74493357	74502860	7	8513	8165.9279	841.0155	688	1
7_MACS_peak_24489_lociStitched	chr22	44733989	44743713	7	8509	8936.356	980.1792	689	1
3_MACS_peak_9737_lociStitched	chr15	74598221	74606815	3	8485	8522.6698	891.1978	690	1
11_MACS_peak_30512_lociStitched	chr8	7424796	7434428	11	8485	7874.16	1060.4832	691	1
5_MACS_peak_19513_lociStitched	chr19	54753816	54762669	5	8474	8752.9611	596.6922	692	1
7_MACS_peak_13754_lociStitched	chr17	72533140	72542895	7	8462	8549.282	861.3665	693	1
8_MACS_peak_8655_lociStitched	chr12	52755874	52765542	8	8461	8960.3024	933.9288	694	1
8_MACS_peak_2441_lociStitched	chr1	17707862	17717260	8	8460	8606.6884	904.0876	695	1
9_MACS_peak_14365_lociStitched	chr17	77227926	77238123	9	8456	9171.1818	849.4101	696	1
9_MACS_peak_32330_lociStitched	chr9	133407378	133417301	9	8447	8713.3863	747.2019	697	1
3_MACS_peak_33778_lociStitched	chr9	138906077	138914522	3	8416	8900.1855	659.5545	698	1
10_MACS_peak_2462_lociStitched	chr1	17838953	17849332	10	8395	8345.7539	827.2063	699	1
4_MACS_peak_24886_lociStitched	chr22	45935267	45943943	4	8354	8379.2808	823.3524	700	1
2_MACS_peak_15978_lociStitched	chr19	5324577	5332985	2	8350	9667.5184	1217.4784	701	1
4_MACS_peak_16744_lociStitched	chr19	11371979	11380834	4	8332	8758.4805	977.592	702	1
3_MACS_peak_4843_lociStitched	chr1	204976692	204985393	3	8328	8205.043	1118.9486	703	1
4_MACS_peak_29269_lociStitched	chr7	100704024	100712642	4	8323	8576.6336	831.637	704	1
7_MACS_peak_2494_lociStitched	chr1	17891712	17901589	7	8321	8485.3307	743.7381	705	1
2_MACS_peak_30777_lociStitched	chr8	58118225	58126617	2	8320	12478.0648	3314.84	706	1
6_MACS_peak_30419_lociStitched	chr8	1906310	1914976	6	8318	8554.2086	770.4074	707	1
1_MACS_peak_4868_lociStitched	chr1	205493343	205501656	1	8314	9452.7123	1478.8827	708	1
3_MACS_peak_390_lociStitched	chr1	2420768	2429529	3	8299	9335.7216	685.1102	709	1
3_MACS_peak_15744_lociStitched	chr19	3844150	3852770	3	8293	10319.864	1319.722	710	1
7_MACS_peak_1893_lociStitched	chr1	11382765	11391562	7	8288	7520.5553	761.8202	711	1
3_MACS_peak_12526_lociStitched	chr17	26816916	26825327	3	8278	8265.4897	950.443	712	1
3_MACS_peak_13347_lociStitched	chr17	48651529	48660167	3	8278	8874.6812	871.5742	713	1
1_MACS_peak_29471_lociStitched	chr7	102257360	102265634	1	8275	12796.5684	2751.9324	714	1
7_MACS_peak_16947_lociStitched	chr19	13974381	13983914	7	8234	9085.9023	860.8299	715	1
3_MACS_peak_16372_lociStitched	chr19	7757497	7765940	3	8200	8985.0406	1048.6206	716	1
5_MACS_peak_28216_lociStitched	chr6	34070200	34078887	5	8199	8277.8423	673.2425	717	1
4_MACS_peak_22500_lociStitched	chr21	43842901	43851267	4	8184	8934.0514	1490.8212	718	1
3_MACS_peak_28718_lociStitched	chr7	2661561	2670437	3	8174	9736.972	884.9372	719	1
8_MACS_peak_26229_lociStitched	chr4	3707139	3716107	8	8172	7538.5008	670.8064	720	1
7_MACS_peak_26369_lociStitched	chr4	6345956	6354847	7	8166	8689.1743	834.8649	721	1
6_MACS_peak_31597_lociStitched	chr8	144819108	144828184	6	8164	8779.2148	1004.7132	722	1
4_MACS_peak_29741_lociStitched	chr7	155128599	155137732	4	8159	9162.2256	1150.758	723	1
2_MACS_peak_29590_lociStitched	chr7	150871725	150879986	2	8155	8920.2278	1096.2347	724	1
5_MACS_peak_20836_lociStitched	chr20	37351293	37360284	5	8148	9667.1232	1058.2407	725	1
2_MACS_peak_4621_lociStitched	chr1	156843345	156851820	2	8146	9542.0025	1031.4075	726	1
3_MACS_peak_10331_lociStitched	chr16	1305247	1314192	3	8135	12106.163	739.7515	727	1
4_MACS_peak_17595_lociStitched	chr19	18708846	18717222	4	8132	9840.9624	766.404	728	1
6_MACS_peak_12140_lociStitched	chr17	7636263	7645450	6	8118	8525.536	989.4399	729	1
7_MACS_peak_33504_lociStitched	chr9	138131139	138140303	7	8115	7871.876	720.2904	730	1
5_MACS_peak_23062_lociStitched	chr22	18761090	18770097	5	8108	8529.629	1269.0863	731	1
4_MACS_peak_30829_lociStitched	chr8	86811529	86820454	4	8104	7829.9025	2791.74	732	1
8_MACS_peak_6545_lociStitched	chr11	2379443	2388524	8	8099	7694.3313	788.2308	733	1
6_MACS_peak_26476_lociStitched	chr4	7120958	7130346	6	8096	8399.4436	913.4524	734	1
4_MACS_peak_29521_lociStitched	chr7	137850977	137859852	4	8085	9452.7625	1589.5125	735	1
2_MACS_peak_23150_lociStitched	chr22	19710058	19718141	2	8084	9571.0803	499.5294	736	1
6_MACS_peak_31727_lociStitched	chr9	34551879	34560780	6	8084	8603.7066	824.2326	737	1
4_MACS_peak_22422_lociStitched	chr21	43141991	43151130	4	8083	10356.3148	1023.568	738	1
2_MACS_peak_4667_lociStitched	chr1	158145428	158153572	2	8081	12098.7264	1375.5216	739	1
11_MACS_peak_10784_lociStitched	chr16	29267305	29277023	11	8076	7720.951	674.4292	740	1
6_MACS_peak_26681_lociStitched	chr4	7481018	7490822	6	8073	8480.46	765.6924	741	1
2_MACS_peak_15850_lociStitched	chr19	4544923	4553140	2	8070	9714.1374	1075.6053	742	1
5_MACS_peak_28457_lociStitched	chr7	964123	973152	5	8067	9165.3379	770.1737	743	1
5_MACS_peak_21672_lociStitched	chr20	60374545	60383315	5	8053	8012.272	663.889	744	1
6_MACS_peak_33951_lociStitched	chr9	139852271	139861239	6	8048	9410.1224	919.22	745	1
3_MACS_peak_17221_lociStitched	chr19	16129315	16137518	3	8044	8048.7836	644.7558	746	1
2_MACS_peak_233_lociStitched	chr1	1950949	1959384	2	8042	9052.442	625.877	747	1
3_MACS_peak_32418_lociStitched	chr9	133883502	133891772	3	8025	9093.692	668.216	748	1
4_MACS_peak_18643_lociStitched	chr19	46097678	46106124	4	8023	7977.247	945.1074	749	1
3_MACS_peak_10086_lociStitched	chr16	319344	327913	3	8003	9461.8898	776.3514	750	1
5_MACS_peak_10420_lociStitched	chr16	2345357	2354605	5	8000	9827.8496	890.5824	751	1
11_MACS_peak_19308_lociStitched	chr19	50023358	50032843	11	7990	8077.426	976.0065	752	1
5_MACS_peak_16054_lociStitched	chr19	5543846	5552221	5	7989	8656.4	1027.6125	753	1
3_MACS_peak_28231_lociStitched	chr6	34105895	34114342	3	7972	9096.5743	646.1955	754	1
6_MACS_peak_10136_lociStitched	chr16	876901	886215	6	7964	10293.8328	848.5054	755	1
3_MACS_peak_24129_lociStitched	chr22	42696481	42704877	3	7957	8579.8724	884.0988	756	1
4_MACS_peak_1686_lociStitched	chr1	9257004	9265359	4	7928	8824.551	830.487	757	1
2_MACS_peak_14917_lociStitched	chr17	79151111	79159512	2	7922	10215.616	809.0163	758	1
8_MACS_peak_2960_lociStitched	chr1	19358002	19367101	8	7922	8038.0566	964.494	759	1
7_MACS_peak_29716_lociStitched	chr7	155017771	155027043	7	7921	7735.6296	1164.5632	760	1
1_MACS_peak_6576_lociStitched	chr11	2441316	2449222	1	7907	9301.409	740.0016	761	1
4_MACS_peak_2285_lociStitched	chr1	17422016	17430607	4	7902	7883.1016	765.4581	762	1
4_MACS_peak_12210_lociStitched	chr17	7960677	7969058	4	7884	9535.0637	1237.8737	763	1
4_MACS_peak_22015_lociStitched	chr20	61922644	61930980	4	7878	8897.8464	666.0464	764	1
7_MACS_peak_405_lociStitched	chr1	2497654	2507073	7	7866	8439.424	844.8843	765	1
7_MACS_peak_13095_lociStitched	chr17	46673998	46682531	7	7858	8185.7069	822.5812	766	1
15_MACS_peak_33225_lociStitched	chr9	137513817	137524393	15	7852	7984.88	657.8272	767	1
4_MACS_peak_2215_lociStitched	chr1	16994648	17002768	4	7850	9621.388	2107.952	768	1
7_MACS_peak_519_lociStitched	chr1	2791676	2800454	7	7842	7771.1634	574.0812	769	1
4_MACS_peak_12105_lociStitched	chr17	7315979	7324090	4	7829	9659.3899	703.2237	770	1
4_MACS_peak_26155_lociStitched	chr4	3445275	3453581	4	7828	9165.671	719.2996	771	1
8_MACS_peak_14273_lociStitched	chr17	76612718	76622322	8	7825	8432.312	656.9136	772	1
6_MACS_peak_10350_lociStitched	chr16	1533023	1541677	6	7824	9316.031	551.2598	773	1
6_MACS_peak_10340_lociStitched	chr16	1382909	1391643	6	7822	9422.2392	665.5308	774	1
4_MACS_peak_2201_lociStitched	chr1	16855841	16864153	4	7817	15048.876	1913.4224	775	1
11_MACS_peak_3074_lociStitched	chr1	20679909	20689160	11	7816	7686.6559	788.1852	776	1
6_MACS_peak_6140_lociStitched	chr11	1239434	1247927	6	7813	8293.4145	457.7727	777	1
3_MACS_peak_21979_lociStitched	chr20	61780547	61788965	3	7811	8313.6168	504.2382	778	1
4_MACS_peak_22735_lociStitched	chr21	45945047	45953200	4	7804	8129.3563	759.0443	779	1
3_MACS_peak_9770_lociStitched	chr15	75555150	75563049	3	7800	6725.9985	1204.5975	780	1
5_MACS_peak_23036_lociStitched	chr21	47545284	47553635	5	7798	9383.1836	941.9928	781	1
2_MACS_peak_13333_lociStitched	chr17	48608502	48616430	2	7796	9772.0528	587.4648	782	1
8_MACS_peak_11819_lociStitched	chr17	1884623	1893540	8	7795	8027.9751	899.7253	783	1
6_MACS_peak_9603_lociStitched	chr15	72951176	72959746	6	7785	7314.495	1151.808	784	1
2_MACS_peak_8090_lociStitched	chr11	118021336	118029182	2	7782	9980.8966	942.3046	785	1
6_MACS_peak_32114_lociStitched	chr9	132470085	132478571	6	7759	8467.3308	740.8278	786	1
2_MACS_peak_22680_lociStitched	chr21	45761934	45769899	2	7758	9735.6195	1193.157	787	1
4_MACS_peak_12075_lociStitched	chr17	7164259	7172383	4	7757	8436.774	793.7148	788	1
3_MACS_peak_9642_lociStitched	chr15	74362718	74370747	3	7754	7887.6896	1328.7995	789	1
6_MACS_peak_31642_lociStitched	chr8	145100977	145109797	6	7754	8533.35	619.164	790	1
3_MACS_peak_2161_lociStitched	chr1	16469709	16477968	3	7750	8611.6593	716.0553	791	1
7_MACS_peak_14594_lociStitched	chr17	77708648	77717581	7	7740	8178.1615	674.4415	792	1
5_MACS_peak_6291_lociStitched	chr11	1715499	1724217	5	7737	8229.792	827.3382	793	1
6_MACS_peak_10621_lociStitched	chr16	4644240	4653238	6	7730	8531.9036	654.1546	794	1
7_MACS_peak_4782_lociStitched	chr1	202179836	202188952	7	7713	9037.6024	1381.074	795	1
6_MACS_peak_22204_lociStitched	chr20	62712651	62721860	6	7708	9579.2018	815.9174	796	1
6_MACS_peak_23144_lociStitched	chr22	19700551	19709230	6	7702	8497.6089	624.888	797	1
8_MACS_peak_14337_lociStitched	chr17	77190150	77199324	8	7689	7610.7504	788.0466	798	1
4_MACS_peak_34033_lociStitched	chr9	140208311	140217030	4	7683	9319.7391	656.5407	799	1
3_MACS_peak_20382_lociStitched	chr2	220425666	220433772	3	7673	8799.063	723.8658	800	1
4_MACS_peak_7073_lociStitched	chr11	64365699	64373655	4	7668	7685.496	582.3792	801	1
9_MACS_peak_27682_lociStitched	chr5	176217528	176226942	9	7668	7836.2136	787.0104	802	1
8_MACS_peak_13435_lociStitched	chr17	60342653	60351995	8	7665	7908.003	1154.6712	803	1
