REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X28_0F2E_0229Kronos_MM1S.KB.6hr.2_H3K27me3_hs.dm_i16.bam	X42_0EXU_0229Kronos_MM1S.KB.6hr.2_Input_hs_i86.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
8_MACS_peak_10097_lociStitched	chr16	741786	755301	8	12580	14359.6875	724.404	339	FBXL16	FAM195A,WDR90,RHOT2,RHBDL1,STUB1,METRN,FAM173A,HAGHL,JMJD8,WDR24,CCDC78,NARFL	FBXL16	339	1
1_MACS_peak_22217_lociStitched	chr20	62737446	62748894	1	11449	14640.8472	1012.0032	340	NPBWR2	TCEA2,OPRL1,MYT1,RGS19,C20orf201	NPBWR2	340	1
6_MACS_peak_24017_lociStitched	chr22	39224050	39239129	6	14445	15027.7314	1458.1393	341	NPTXR	DNAL4,CBX6	NPTXR	341	1
4_MACS_peak_16282_lociStitched	chr19	7018567	7033789	4	14973	16365.1722	2802.3702	342	MBD3L5	MBD3L2,ZNF557,EMR4P,FLJ25758,MBD3L4,MBD3L3	MBD3L5	342	1
2_MACS_peak_12084_lociStitched	chr17	7185371	7197432	2	11996	14820.5568	1274.8477	343	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	SLC2A4	343	1
7_MACS_peak_23234_lociStitched	chr22	20256330	20270574	7	13770	14746.8132	1227.8328	344		MIR1286,RTN4R,DGCR6L	RTN4R	344	1
10_MACS_peak_223_lociStitched	chr1	1935266	1950411	10	13051	14699.737	1220.687	345	KIAA1751	GABRD,PRKCZ	KIAA1751	345	1
2_MACS_peak_12589_lociStitched	chr17	34493148	34504312	2	11135	16389.8684	2912.6876	346	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	346	1
7_MACS_peak_13977_lociStitched	chr17	74907338	74920978	7	12807	14821.224	1362.636	347	MGAT5B		MGAT5B	347	1
6_MACS_peak_26310_lociStitched	chr4	3860399	3875006	6	13361	14417.109	969.9048	348			LOC348926	348	1
1_MACS_peak_15288_lociStitched	chr19	591370	601628	1	10259	14416.5932	1027.8516	349	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	349	1
3_MACS_peak_10407_lociStitched	chr16	2240246	2250980	3	10450	14257.9722	870.5274	350	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,SNORD60,C16orf79,PGP	CASKIN1	350	1
10_MACS_peak_23889_lociStitched	chr22	37780998	37795872	10	13570	14653.8648	1276.1892	351	ELFN2		ELFN2	351	1
5_MACS_peak_22974_lociStitched	chr21	47364113	47376258	5	11709	14762.2475	1395.4605	352		COL6A1	COL6A1	352	1
4_MACS_peak_19217_lociStitched	chr19	49540412	49554573	4	13807	14456.9649	1182.4435	353	CGB5,CGB8	RUVBL2,CGB2,SNAR-G1,SNRNP70,GYS1,LHB,CGB,SNAR-G2,CGB1,CGB7,NTF4,KCNA7	CGB5	353	1
3_MACS_peak_11682_lociStitched	chr17	1026724	1038531	3	11114	14105.8229	952.8249	354	ABR	ABR	ABR	354	1
3_MACS_peak_14884_lociStitched	chr17	78997138	79008463	3	11196	14326.125	1177.8	355	FLJ90757	CHMP6,BAIAP2	FLJ90757	355	1
4_MACS_peak_2201_lociStitched	chr1	16855841	16864153	4	7817	15048.876	1913.4224	356		MIR3675,CROCCP3	MIR3675	356	1
9_MACS_peak_5621_lociStitched	chr10	126736732	126752621	9	15037	14800.6035	1668.345	357	CTBP2	CTBP2,MIR4296	MIR4296	357	1
10_MACS_peak_10486_lociStitched	chr16	3055099	3069054	10	12273	14366.6725	1244.786	358	CLDN9,CLDN6	KREMEN2,PAQR4,LOC283875,TNFRSF12A,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	358	1
5_MACS_peak_364_lociStitched	chr1	2354556	2367472	5	12313	14257.9724	1153.3988	359		RER1,PLCH2,MORN1,PEX10	PEX10	359	1
13_MACS_peak_6186_lociStitched	chr11	1389306	1405176	13	13756	14333.784	1236.273	360		BRSK2	BRSK2	360	1
5_MACS_peak_4582_lociStitched	chr1	156585727	156596321	5	9803	14841.1346	1744.8318	361	HAPLN2	TTC24,APOA1BP,BCAN,IQGAP3,GPATCH4	HAPLN2	361	1
5_MACS_peak_16059_lociStitched	chr19	5553000	5566284	5	12626	14648.2668	1591.4232	362	PLAC2		PLAC2	362	1
1_MACS_peak_26_lociStitched	chr1	870228	878748	1	8521	13699.308	686.712	363	SAMD11	KLHL17,PLEKHN1,FLJ39609,NOC2L,C1orf170	SAMD11	363	1
3_MACS_peak_15406_lociStitched	chr19	1790797	1801802	3	10977	14330.711	1354.7155	364	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	364	1
6_MACS_peak_26292_lociStitched	chr4	3820528	3833907	6	12296	13942.2559	1011.4524	365			ADRA2C	365	1
6_MACS_peak_6285_lociStitched	chr11	1701978	1714754	6	11280	13928.3952	1001.6384	366	MOB2,FAM99B	FAM99A,KRTAP5-6	FAM99B	366	1
7_MACS_peak_25647_lociStitched	chr3	50235187	50247759	7	11394	13981.3212	1079.9348	367	SLC38A3	SEMA3F,GNAT1,GNAI2	SLC38A3	367	1
6_MACS_peak_15279_lociStitched	chr19	545197	558227	6	12148	14256.123	1359.029	368	GZMM	MADCAM1,C19orf20,CDC34,BSG,HCN2	GZMM	368	1
5_MACS_peak_15435_lociStitched	chr19	2716323	2729207	5	11593	14369.5252	1475.218	369	DIRAS1	GNG7,SLC39A3	DIRAS1	369	1
9_MACS_peak_26126_lociStitched	chr4	1795597	1808072	9	11027	13716.2625	830.835	370	FGFR3	LETM1	FGFR3	370	1
3_MACS_peak_15333_lociStitched	chr19	842593	852913	3	10156	14354.088	1482.984	371	PRTN3,ELANE	PTBP1,MIR3187,AZU1,CFD,LPPR3,MED16	ELANE	371	1
7_MACS_peak_24163_lociStitched	chr22	42751592	42765876	7	13348	14289.7136	1421.258	372			NFAM1	372	1
2_MACS_peak_25918_lociStitched	chr3	183945229	183955105	2	9721	14332.0512	1465.5984	373	VWA5B2	ABCF3,MIR1224,ECE2,ALG3,CAMK2N2	VWA5B2	373	1
3_MACS_peak_15748_lociStitched	chr19	3855229	3868450	3	12892	14342.1408	1490.0067	374	ZFR2	ATCAY	ZFR2	374	1
6_MACS_peak_200_lociStitched	chr1	1887104	1900668	6	13052	13878.6848	1051.21	375	KIAA1751	CALML6,TMEM52	KIAA1751	375	1
4_MACS_peak_13102_lociStitched	chr17	46691197	46703199	4	11560	14138.356	1321.4202	376	HOXB8,HOXB9	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7,MIR196A1	HOXB8	376	1
2_MACS_peak_9131_lociStitched	chr13	114054677	114066582	2	11819	13853.8485	1053.5925	377		GRTP1,ADPRHL1	GRTP1	377	1
3_MACS_peak_25625_lociStitched	chr3	50192749	50204743	3	11324	13830.2814	1059.0702	378	SEMA3F	GNAT1,SLC38A3	SEMA3F	378	1
3_MACS_peak_32363_lociStitched	chr9	133535389	133544522	3	9096	13333.2667	581.7721	379	PRDM12	EXOSC2,ABL1	PRDM12	379	1
7_MACS_peak_15876_lociStitched	chr19	4751362	4766720	7	13708	14895.7242	2177.7644	380		C19orf30,MIR7-3,FEM1A,DPP9	C19orf30	380	1
8_MACS_peak_30904_lociStitched	chr8	142334040	142348810	8	13754	13846.875	1203.755	381		LOC731779,GPR20	LOC731779	381	1
8_MACS_peak_32106_lociStitched	chr9	132454707	132468446	8	13407	13872.2683	1254.3707	382	PRRX2	PTGES	PRRX2	382	1
4_MACS_peak_5544_lociStitched	chr10	104167488	104178275	4	10343	13682.2308	1066.8343	383	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	383	1
13_MACS_peak_13202_lociStitched	chr17	47555407	47570891	13	13251	14112.1176	1525.174	384		NGFR	NGFR	384	1
5_MACS_peak_33762_lociStitched	chr9	138870550	138882548	5	11618	13396.9668	813.4644	385		UBAC1	UBAC1	385	1
3_MACS_peak_28190_lociStitched	chr6	34024550	34037380	3	12575	13722.968	1158.549	386	GRM4		MIR1275	386	1
5_MACS_peak_19804_lociStitched	chr19	56273059	56285733	5	12559	14594.111	2041.7814	387	RFPL4A	NLRP9	RFPL4A	387	1
7_MACS_peak_10014_lociStitched	chr15	89902612	89916448	7	13152	13891.344	1372.5312	388	MIR9-3	LOC254559,POLG	MIR9-3	388	1
7_MACS_peak_13847_lociStitched	chr17	72910310	72923532	7	11994	13778.6462	1260.0566	389	OTOP2,USH1G	OTOP3,FDXR,FADS6,C17orf28	USH1G	389	1
4_MACS_peak_22479_lociStitched	chr21	43763380	43774641	4	10857	13910.7133	1418.886	390	TFF2	UBASH3A,TFF3,TFF1,TMPRSS3	TFF2	390	1
4_MACS_peak_12700_lociStitched	chr17	37752105	37763561	4	11123	13434.4512	943.9744	391	NEUROD2	PPP1R1B,STARD3	NEUROD2	391	1
6_MACS_peak_8351_lociStitched	chr12	3238718	3252345	6	12733	13917.2551	1452.6382	392	TSPAN9		TSPAN9	392	1
6_MACS_peak_33159_lociStitched	chr9	137376124	137389420	6	11989	13455.552	998.5296	393			COL5A1	393	1
6_MACS_peak_6079_lociStitched	chr11	1032016	1044138	6	11639	13380.2636	930.9696	394	MUC6	MUC2	MUC6	394	1
7_MACS_peak_22043_lociStitched	chr20	61992878	62006509	7	12699	13382.9158	940.539	395		CHRNA4	CHRNA4	395	1
12_MACS_peak_2526_lociStitched	chr1	17938557	17954088	12	13999	13763.5722	1323.2412	396	ARHGEF10L		ARHGEF10L	396	1
5_MACS_peak_34016_lociStitched	chr9	140120569	140130722	5	9407	13434.4496	1016.3153	397	C9orf169,LOC643596,SLC34A3	SSNA1,NDOR1,TUBB2C,C9orf173,COBRA1,C9orf167,ANAPC2,TPRN,TMEM203,RNF208,FAM166A	SLC34A3	397	1
3_MACS_peak_17332_lociStitched	chr19	17634450	17646010	3	11322	13444.28	1077.392	398	FAM129C	PGLS,GLT25D1	FAM129C	398	1
3_MACS_peak_28289_lociStitched	chr6	41604091	41616556	3	11850	13321.3455	959.805	399	MDFI		MDFI	399	1
8_MACS_peak_6428_lociStitched	chr11	2111425	2124361	8	12292	13278.804	923.6304	400		IGF2AS,MIR483,IGF2	MIR483	400	1
4_MACS_peak_6337_lociStitched	chr11	1798117	1809149	4	10571	13195.3752	846.1544	401		SYT8,LOC402778,CTSD,MOB2	MOB2	401	1
3_MACS_peak_2156_lociStitched	chr1	16450844	16462407	3	11398	13413.08	1086.922	402	EPHA2		EPHA2	402	1
7_MACS_peak_12752_lociStitched	chr17	39771443	39784819	7	12446	13385.3632	1067.4048	403	KRT17,KRT42P	KRT9,KRT14,KRT16	KRT17	403	1
4_MACS_peak_8122_lociStitched	chr11	119210632	119222058	4	11108	13465.541	1167.7372	404	C1QTNF5	RNF26,LOC100499227,MCAM,USP2	C1QTNF5	404	1
14_MACS_peak_14989_lociStitched	chr17	79458868	79474419	14	13436	13877.7124	1615.7489	405		FSCN2,MIR3186,ACTG1,C17orf70	ACTG1	405	1
9_MACS_peak_644_lociStitched	chr1	3033154	3047348	9	12329	13001.704	752.282	406	PRDM16,MIR4251	FLJ42875	MIR4251	406	1
6_MACS_peak_33961_lociStitched	chr9	139873767	139886072	6	11877	13194.6515	967.173	407	PTGDS,LCNL1	C8G,LCN12,C9orf142,C9orf139,FBXW5,CLIC3,ABCA2,FUT7	LCNL1	407	1
9_MACS_peak_6146_lociStitched	chr11	1248705	1262004	9	12054	12965.1951	817.8885	408	MUC5B		MUC5B	408	1
5_MACS_peak_6603_lociStitched	chr11	3216173	3226605	5	9909	12959.6736	841.8624	409		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	409	1
4_MACS_peak_14634_lociStitched	chr17	77813663	77823561	4	9425	12763.471	684.9416	410		CBX8,CBX4	CBX4	410	1
7_MACS_peak_10500_lociStitched	chr16	3093063	3105883	7	12076	13255.88	1212.772	411	MMP25	CLDN9,TNFRSF12A,THOC6,IL32,CLDN6,HCFC1R1,CCDC64B,ZSCAN10	MMP25	411	1
4_MACS_peak_25296_lociStitched	chr22	51039484	51051075	4	10967	13228.8083	1200.8276	412	MAPK8IP2	LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	412	1
2_MACS_peak_33348_lociStitched	chr9	137705913	137716087	2	10168	12782.6136	770.1718	413	COL5A1	MIR3689B,MIR3689A	MIR3689B	413	1
5_MACS_peak_15761_lociStitched	chr19	3885594	3899099	5	12604	13519.8555	1522.0135	414	ATCAY	ITGB1BP3,ZFR2	ATCAY	414	1
6_MACS_peak_395_lociStitched	chr1	2458260	2469256	6	10654	12756.4596	770.8196	415	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	415	1
7_MACS_peak_6525_lociStitched	chr11	2328217	2341437	7	11905	12898.754	935.976	416	TSPAN32	ASCL2,C11orf21	TSPAN32	416	1
2_MACS_peak_10841_lociStitched	chr16	30034004	30044534	2	10433	12970.854	1017.198	417	C16orf92,FAM57B	TAOK2,INO80E,ALDOA,PPP4C,HIRIP3,DOC2A	FAM57B	417	1
3_MACS_peak_15143_lociStitched	chr18	44542032	44557676	3	15544	18832.2472	6930.292	418	KATNAL2,TCEB3CL,TCEB3C	PIAS2,TCEB3B	TCEB3CL	418	1
6_MACS_peak_21875_lociStitched	chr20	61410388	61422174	6	10805	12941.028	1103.1696	419		C20orf20,OGFR,COL9A3	C20orf20	419	1
3_MACS_peak_653_lociStitched	chr1	3049010	3060708	3	11548	12707.5374	880.8594	420	PRDM16	MIR4251	MIR4251	420	1
4_MACS_peak_16501_lociStitched	chr19	8187047	8198767	4	11400	13092.412	1273.964	421	FBN3		FBN3	421	1
15_MACS_peak_9661_lociStitched	chr15	74471702	74487290	15	13507	13231.0944	1427.8608	422	STRA6	ISLR2,ISLR,CCDC33	ISLR	422	1
9_MACS_peak_21714_lociStitched	chr20	60447408	60461670	9	12454	12693.18	901.3584	423	CDH4		MIR1257	423	1
3_MACS_peak_383_lociStitched	chr1	2399411	2410903	3	11219	12651.5428	895.2268	424	PLCH2	PANK4	PLCH2	424	1
7_MACS_peak_30872_lociStitched	chr8	141999986	142012249	7	11495	13156.9727	1431.0921	425	PTK2		PTK2	425	1
3_MACS_peak_15409_lociStitched	chr19	1802413	1812381	3	9606	13136.8272	1412.4656	426	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	426	1
8_MACS_peak_6480_lociStitched	chr11	2209156	2222673	8	11247	12776.2684	1071.8981	427		IGF2AS,IGF2,INS,TH	TH	427	1
4_MACS_peak_22349_lociStitched	chr21	38071814	38081998	4	9900	12885.8152	1201.712	428	SIM2		SIM2	428	1
6_MACS_peak_44_lociStitched	chr1	955505	966484	6	10299	12422.7385	742.1804	429	AGRN	ISG15,C1orf170,HES4	AGRN	429	1
4_MACS_peak_6230_lociStitched	chr11	1558984	1569937	4	10428	12773.3886	1112.8248	430	MOB2	LOC338651,DUSP8,KRTAP5-1,KRTAP5-2	DUSP8	430	1
3_MACS_peak_13079_lociStitched	chr17	45922889	45934051	3	11036	12824.0218	1209.9608	431	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	431	1
2_MACS_peak_29845_lociStitched	chr7	155597479	155607588	2	9948	12566.4979	957.3223	432	SHH		SHH	432	1
4_MACS_peak_22822_lociStitched	chr21	46256481	46266859	4	9587	12933.0636	1337.7242	433		UBE2G2,SUMO3,PTTG1IP	SUMO3	433	1
3_MACS_peak_3424_lociStitched	chr1	22915125	22926088	3	10769	12480.2792	919.7957	434	EPHA8	C1QA,C1QC	EPHA8	434	1
4_MACS_peak_13192_lociStitched	chr17	47528743	47539617	4	10587	12417.0206	856.8712	435		NGFR,PHB	NGFR	435	1
10_MACS_peak_27019_lociStitched	chr4	8611213	8624906	10	12049	12420.9203	862.659	436	CPZ	GPR78	CPZ	436	1
2_MACS_peak_31558_lociStitched	chr8	144500881	144510444	2	9369	12478.7587	937.174	437	MAFA	RHPN1	MAFA	437	1
10_MACS_peak_2145_lociStitched	chr1	16432807	16447930	10	13321	13081.395	1575.8166	438		FAM131C,EPHA2	FAM131C	438	1
8_MACS_peak_25776_lociStitched	chr3	50566105	50578869	8	11355	12582.7512	1125.7848	439		HEMK1,CACNA2D2,C3orf18	CACNA2D2	439	1
3_MACS_peak_16508_lociStitched	chr19	8204124	8214113	3	9751	12754.9541	1300.5678	440	FBN3		FBN3	440	1
2_MACS_peak_29765_lociStitched	chr7	155169726	155180458	2	10609	12720.6396	1291.0596	441			EN2	441	1
7_MACS_peak_19944_lociStitched	chr2	26776114	26789500	7	12146	12780.9528	1357.3404	442	C2orf70,OTOF		OTOF	442	1
8_MACS_peak_10260_lociStitched	chr16	1128317	1140859	8	12255	12183.2988	792.6544	443	SSTR5,LOC146336,C1QTNF8		SSTR5	443	1
6_MACS_peak_16819_lociStitched	chr19	12943798	12953887	6	9005	12308.58	920.1168	444	MAST1,RTBDN	JUNB,RNASEH2A,GCDH,PRDX2,RTBDN,DNASE2,KLF1	MAST1	444	1
12_MACS_peak_21963_lociStitched	chr20	61751685	61765314	12	11743	12510.0591	1121.6667	445		HAR1A,MIR124-3,HAR1B	HAR1B	445	1
4_MACS_peak_12214_lociStitched	chr17	7969803	7981007	4	10855	12473.4132	1092.39	446	ALOX12B	ALOX15B,MIR4314,ALOXE3,HES7	ALOX12B	446	1
3_MACS_peak_10331_lociStitched	chr16	1305247	1314192	3	8135	12106.163	739.7515	447	TPSD1	TPSAB1,UBE2I,TPSG1,TPSB2	TPSD1	447	1
2_MACS_peak_3170_lociStitched	chr1	21005704	21016464	2	10735	12601.036	1240.628	448	KIF17	PINK1,DDOST,SH2D5	DDOST	448	1
8_MACS_peak_31353_lociStitched	chr8	143656471	143669740	8	11826	12277.8057	927.5031	449		ARC	ARC	449	1
4_MACS_peak_12530_lociStitched	chr17	26831882	26843180	4	10512	12320.469	975.0174	450		SLC13A2,FOXN1,UNC119	FOXN1	450	1
3_MACS_peak_907_lociStitched	chr1	3676076	3687867	3	11309	12468.9825	1124.8614	451	CCDC27	LOC388588,KIAA0495,LRRC47	LOC388588	451	1
12_MACS_peak_31273_lociStitched	chr8	143534966	143548780	12	11848	12290.3158	949.0218	452	BAI1		BAI1	452	1
2_MACS_peak_15707_lociStitched	chr19	3587675	3596839	2	9130	12400.7248	1060.2748	453	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	453	1
4_MACS_peak_24080_lociStitched	chr22	40068085	40080869	4	12142	12465.6784	1155.6736	454	CACNA1I		CACNA1I	454	1
10_MACS_peak_26213_lociStitched	chr4	3680466	3693754	10	12205	12165.164	859.7336	455		LOC100133461	LOC100133461	455	1
3_MACS_peak_6491_lociStitched	chr11	2228385	2238562	3	9953	12107.5769	835.5317	456		INS,TH	TH	456	1
5_MACS_peak_13215_lociStitched	chr17	47571570	47581697	5	9478	12010.622	771.6774	457	NGFR		NGFR	457	1
3_MACS_peak_15085_lociStitched	chr17	81065033	81076576	3	10883	12214.8026	976.5378	458		METRNL	METRNL	458	1
8_MACS_peak_2028_lociStitched	chr1	11758275	11770086	8	11297	12379.1091	1145.667	459	C1orf187	FBXO44,FBXO6,AGTRAP,FBXO2,MAD2L2	C1orf187	459	1
2_MACS_peak_12633_lociStitched	chr17	35290080	35299024	2	8781	12036.8352	812.1152	460	LHX1	AATF	LHX1	460	1
6_MACS_peak_10370_lociStitched	chr16	1961568	1972169	6	9085	11975.9497	778.1134	461	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	461	1
7_MACS_peak_14077_lociStitched	chr17	75878404	75890606	7	11102	12388.6906	1193.3556	462	FLJ45079		FLJ45079	462	1
10_MACS_peak_3353_lociStitched	chr1	22665396	22679039	10	11750	12370.1081	1186.941	463			ZBTB40	463	1
4_MACS_peak_8447_lociStitched	chr12	3411998	3423086	4	10962	12140.2512	986.832	464			PRMT8	464	1
8_MACS_peak_616_lociStitched	chr1	2987246	2999884	8	10912	11701.5242	552.2806	465	PRDM16	ACTRT2,MIR4251,FLJ42875	PRDM16	465	1
9_MACS_peak_22400_lociStitched	chr21	43079518	43092447	9	12122	12718.2573	1585.0954	466		NCRNA00111,NCRNA00112,C21orf129	NCRNA00111	466	1
2_MACS_peak_33321_lociStitched	chr9	137668613	137679068	2	10353	11842.3785	709.8945	467	COL5A1		MIR3689B	467	1
5_MACS_peak_32946_lociStitched	chr9	136440277	136451502	5	10866	11794.1075	701.5625	468	ADAMTSL2,FAM163B	DBH	FAM163B	468	1
8_MACS_peak_2808_lociStitched	chr1	18955465	18968315	8	11505	11706.35	699.04	469	PAX7		PAX7	469	1
7_MACS_peak_16408_lociStitched	chr19	7836211	7849577	7	12574	12705.7196	1709.5114	470		CLEC4M,CLEC4GP1,EVI5L,CLEC4G,CD209	CLEC4GP1	470	1
12_MACS_peak_24500_lociStitched	chr22	44752480	44766753	12	12351	12127.7681	1158.9676	471		KIAA1644	KIAA1644	471	1
5_MACS_peak_24238_lociStitched	chr22	42929711	42939951	5	9723	12678.144	1728.512	472		SERHL,SERHL2,RRP7A,RRP7B	SERHL2	472	1
3_MACS_peak_4713_lociStitched	chr1	197879073	197888923	3	9394	12643.46	1695.185	473	LHX9	C1orf53	LHX9	473	1
9_MACS_peak_3299_lociStitched	chr1	22567247	22579681	9	11151	11995.0798	1089.2184	474			WNT4	474	1
3_MACS_peak_30682_lociStitched	chr8	21982558	21992243	3	9048	11591.008	689.572	475	HR	FAM160B2,SFTPC,BMP1,NUDT18,REEP4,LGI3	HR	475	1
6_MACS_peak_32910_lociStitched	chr9	136377937	136390185	6	11112	12039.784	1159.8856	476	TMEM8C	ADAMTSL2,SLC2A6	TMEM8C	476	1
12_MACS_peak_15598_lociStitched	chr19	3255752	3270466	12	12615	12322.975	1447.8576	477	CELF5		CELF5	477	1
6_MACS_peak_21132_lociStitched	chr20	56129203	56141057	6	11512	12232.1426	1359.6538	478	PCK1	CTCFL	PCK1	478	1
2_MACS_peak_28881_lociStitched	chr7	27190753	27200381	2	9383	11864.5844	998.4236	479	HOXA7	HOXA11-AS1,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA9,MIR196B,HOXA10,HOXA11,HOXA13	HOXA7	479	1
3_MACS_peak_14293_lociStitched	chr17	77036964	77047540	3	10093	12078.8496	1218.3552	480	C1QTNF1	ENGASE,CANT1	C1QTNF1	480	1
4_MACS_peak_1774_lociStitched	chr1	10792387	10803535	4	10618	11805.732	946.4652	481	CASZ1		CASZ1	481	1
1_MACS_peak_10224_lociStitched	chr16	1045350	1054019	1	8670	11430.0765	573.8878	482		SOX8,LMF1	SOX8	482	1
2_MACS_peak_22985_lociStitched	chr21	47390199	47396854	2	6572	11755.392	900.4215	483		COL6A1	COL6A1	483	1
4_MACS_peak_28721_lociStitched	chr7	2671791	2681433	4	9409	11552.0802	704.8302	484	TTYH3	AMZ1	TTYH3	484	1
2_MACS_peak_12543_lociStitched	chr17	26857880	26867795	2	9724	11994.1755	1207.647	485	FOXN1	UNC119,PIGS,ALDOC	FOXN1	485	1
1_MACS_peak_7141_lociStitched	chr11	64481159	64490286	1	9128	11611.3694	838.7713	486	NRXN2	RASGRP2,PYGM	NRXN2	486	1
10_MACS_peak_32261_lociStitched	chr9	133250745	133263423	10	11320	11727.15	988.884	487			ASS1	487	1
6_MACS_peak_32787_lociStitched	chr9	136074982	136086924	6	11238	11497.7576	771.4532	488	OBP2B	GBGT1	OBP2B	488	1
2_MACS_peak_4667_lociStitched	chr1	158145428	158153572	2	8081	12098.7264	1375.5216	489	CD1D	LOC646268	CD1D	489	1
8_MACS_peak_9524_lociStitched	chr15	42158276	42170624	8	11011	11763.9396	1068.102	490	SPTBN5,MIR4310	JMJD7-PLA2G4B,PLA2G4B	MIR4310	490	1
5_MACS_peak_32437_lociStitched	chr9	133937825	133949263	5	10500	11733.1004	1061.4464	491	LAMC3	AIF1L	AIF1L	491	1
5_MACS_peak_14188_lociStitched	chr17	76481275	76492280	5	10458	11644.3905	980.5455	492	DNAH17		DNAH17	492	1
8_MACS_peak_14241_lociStitched	chr17	76561856	76573659	8	10985	11729.8214	1092.9578	493	DNAH17		DNAH17	493	1
14_MACS_peak_20937_lociStitched	chr20	44930355	44944394	14	10821	12087.579	1454.4404	494		SLC35C2	SLC35C2	494	1
7_MACS_peak_25194_lociStitched	chr22	50446566	50457186	7	9579	11488.716	859.158	495	IL17REL,TTLL8		IL17REL	495	1
6_MACS_peak_6519_lociStitched	chr11	2313849	2326335	6	11726	11626.9632	1011.366	496	TSPAN32,C11orf21	ASCL2	C11orf21	496	1
5_MACS_peak_21947_lociStitched	chr20	61713670	61724546	5	10643	11442.6396	827.6636	497	LOC63930	LOC100144597,HAR1A,NCRNA00029,HAR1B	HAR1A	497	1
7_MACS_peak_13252_lociStitched	chr17	47952877	47965512	7	11195	11813.725	1209.1695	498		TAC4	TAC4	498	1
6_MACS_peak_33799_lociStitched	chr9	138945607	138956255	6	10108	11253.8712	660.176	499	NACC2		NACC2	499	1
8_MACS_peak_5564_lociStitched	chr10	114742263	114754255	8	11269	11852.8928	1287.9408	500	TCF7L2		TCF7L2	500	1
6_MACS_peak_3596_lociStitched	chr1	23200969	23212899	6	11303	11714.067	1150.052	501	EPHB2	MIR4253	MIR4253	501	1
2_MACS_peak_24244_lociStitched	chr22	42948379	42956294	2	7618	11460.92	914.974	502	SERHL2	RRP7A,RRP7B	SERHL2	502	1
8_MACS_peak_10216_lociStitched	chr16	1032097	1042795	8	9862	11183.6892	679.323	503	SOX8	LMF1	SOX8	503	1
2_MACS_peak_1751_lociStitched	chr1	10710890	10719750	2	8759	11145.88	643.236	504	CASZ1		CASZ1	504	1
7_MACS_peak_14641_lociStitched	chr17	77828523	77840360	7	11211	11515.0336	1021.5331	505		CBX4	CBX4	505	1
3_MACS_peak_18820_lociStitched	chr19	47116825	47127232	3	10025	11644.3923	1197.8457	506	PTGIR	CALM3,GNG8,DACT3	PTGIR	506	1
1_MACS_peak_30782_lociStitched	chr8	70364106	70364549	1	444	10498.3912	53.5144	507		SULF1	SULF1	507	1
3_MACS_peak_4705_lociStitched	chr1	180199443	180206609	3	7000	11482.7984	1043.3696	508	LHX4	FLJ23867	LHX4	508	1
4_MACS_peak_15678_lociStitched	chr19	3422895	3434196	4	10524	11760.9507	1343.6889	509	NFIC	C19orf77	C19orf77	509	1
6_MACS_peak_28292_lociStitched	chr6	41617058	41628250	6	10281	11377.7872	973.704	510	MDFI		MDFI	510	1
7_MACS_peak_22711_lociStitched	chr21	45878612	45889663	7	10201	11790.3119	1396.8464	511	LRRC3	C21orf90	LRRC3	511	1
8_MACS_peak_19752_lociStitched	chr19	56016520	56027793	8	9837	11322.6012	937.9136	512	SSC5D	ZNF628,NAT14,ISOC2,SBK2	SSC5D	512	1
7_MACS_peak_8558_lociStitched	chr12	52230944	52242421	7	10394	11394.3656	1044.407	513		ANKRD33,FIGNL2	FIGNL2	513	1
5_MACS_peak_11758_lociStitched	chr17	1198333	1208815	5	9509	11406.5124	1057.6338	514	TUSC5	BHLHA9	TUSC5	514	1
6_MACS_peak_24366_lociStitched	chr22	44231125	44242865	6	10291	11251.616	914.546	515	SULT4A1	EFCAB6,PNPLA5	SULT4A1	515	1
10_MACS_peak_26652_lociStitched	chr4	7424947	7437439	10	10868	11295.2664	974.376	516	SORCS2,PSAPL1	MIR4274	PSAPL1	516	1
