REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06.bam	38_0EXQ_0229Kronos_MM1S-KB-1hr-2_Input_hs_i81.bam
1_MACS_peak_11543_lociStitched	chr16	121138	122414	1	1277	1831.9532	126.1964
1_MACS_peak_29384_lociStitched	chr4	7375971	7377247	1	1277	1471.6108	178.64000000000001
2_MACS_peak_4956_lociStitched	chr1	168690040	168691315	2	1248	1293.2325	266.3475
2_MACS_peak_13220_lociStitched	chr16	87695984	87697259	2	997	1227.6975	29.1975
2_MACS_peak_22252_lociStitched	chr2	1709882	1711157	2	1267	1241.085	243.39749999999998
2_MACS_peak_22269_lociStitched	chr2	8550328	8551603	2	884	1141.3799999999999	218.9175
2_MACS_peak_5368_lociStitched	chr10	1218334	1219608	2	1263	1381.7804	100.51859999999999
3_MACS_peak_15153_lociStitched	chr17	42616299	42617573	3	1112	1150.1672	139.8852
2_MACS_peak_34691_lociStitched	chr8	143079608	143080882	2	966	1112.5842	112.62160000000002
2_MACS_peak_3089_lociStitched	chr1	20663962	20665235	2	889	1080.3951	137.73860000000002
2_MACS_peak_13343_lociStitched	chr16	88349303	88350576	2	1203	1096.5622	47.4829
1_MACS_peak_18237_lociStitched	chr19	6642576	6643849	1	1274	1427.5421999999999	285.0247
2_MACS_peak_24391_lociStitched	chr20	58318062	58319335	2	1242	1567.1903000000002	107.9504
2_MACS_peak_33357_lociStitched	chr7	157390419	157391692	2	1136	1253.3958	138.1205
2_MACS_peak_37220_lociStitched	chr9	139662158	139663431	2	1253	1359.6913	215.5189
1_MACS_peak_1131_lociStitched	chr1	6240438	6241710	1	1273	1809.6744	94.128
2_MACS_peak_1794_lociStitched	chr1	10931236	10932508	2	1164	1213.6152	126.8184
1_MACS_peak_20230_lociStitched	chr19	38384629	38385901	1	1273	1383.1727999999998	65.25359999999999
2_MACS_peak_29690_lociStitched	chr4	8137335	8138607	2	941	1240.4543999999999	112.8264
2_MACS_peak_29834_lociStitched	chr4	8579857	8581129	2	793	977.1504	136.4856
3_MACS_peak_31473_lociStitched	chr6	150237248	150238520	3	1004	936.3192	67.28880000000001
1_MACS_peak_12652_lociStitched	chr16	84887092	84888363	1	1272	1521.8954	57.7034
2_MACS_peak_13077_lociStitched	chr16	86531757	86533028	2	1188	1183.1739	23.5135
2_MACS_peak_21815_lociStitched	chr19	51324718	51325989	2	1066	1197.1549	54.9072
2_MACS_peak_26545_lociStitched	chr22	37446059	37447330	2	962	1234.3952	111.33959999999999
1_MACS_peak_27222_lociStitched	chr22	44946790	44948061	1	1272	1164.1089	163.3235
2_MACS_peak_30734_lociStitched	chr5	177510966	177512237	2	1054	1202.8744	124.1767
2_MACS_peak_32718_lociStitched	chr7	107277548	107278819	2	1158	1144.7897	255.9794
1_MACS_peak_8805_lociStitched	chr11	118400933	118402203	1	1271	2136.394	124.46000000000001
1_MACS_peak_10146_lociStitched	chr14	74724693	74725963	1	1271	1489.583	46.989999999999995
3_MACS_peak_25935_lociStitched	chr22	21432331	21433601	3	1067	1166.241	94.615
2_MACS_peak_26251_lociStitched	chr22	28033088	28034358	2	857	938.149	103.759
2_MACS_peak_27658_lociStitched	chr22	46542153	46543423	2	849	1432.6870000000001	142.621
2_MACS_peak_28539_lociStitched	chr3	52529232	52530502	2	1263	1274.4450000000002	111.887
2_MACS_peak_26195_lociStitched	chr22	26737566	26738835	2	1184	1032.8391	135.2754
2_MACS_peak_29831_lociStitched	chr4	8575688	8576957	2	779	989.82	147.5847
2_MACS_peak_32197_lociStitched	chr7	73075512	73076781	2	947	949.3389	103.67729999999999
3_MACS_peak_11423_lociStitched	chr15	82933605	82934873	3	976	802.7708	95.2268
2_MACS_peak_20014_lociStitched	chr19	35560298	35561566	2	952	972.4292	144.4252
2_MACS_peak_30605_lociStitched	chr5	176090581	176091849	2	991	1142.0875999999998	119.19200000000001
2_MACS_peak_35400_lociStitched	chr9	96707282	96708550	2	972	1052.9472	84.1952
1_MACS_peak_18023_lociStitched	chr19	5455635	5456902	1	1268	1169.441	143.171
1_MACS_peak_21236_lociStitched	chr19	48245724	48246991	1	1268	1328.9562999999998	73.1059
2_MACS_peak_31042_lociStitched	chr6	31106504	31107771	2	905	1198.8354000000002	126.7
1_MACS_peak_15043_lociStitched	chr17	41718024	41719290	1	1267	1178.3927999999999	91.785
2_MACS_peak_36255_lociStitched	chr9	135834647	135835913	2	1182	1127.373	167.99820000000003
2_MACS_peak_4990_lociStitched	chr1	199911921	199913186	2	1218	1282.8365000000001	234.025
2_MACS_peak_6791_lociStitched	chr11	1574771	1576036	2	1229	1239.5735	117.139
2_MACS_peak_8681_lociStitched	chr11	117353132	117354397	2	1260	1127.368	76.0265
1_MACS_peak_9721_lociStitched	chr12	57854238	57855503	1	1266	2103.3155	114.609
2_MACS_peak_18186_lociStitched	chr19	6156234	6157499	2	789	1384.0365000000002	196.83399999999997
1_MACS_peak_37306_lociStitched	chr9	140240756	140242021	1	1266	2331.395	124.0965
1_MACS_peak_5210_lociStitched	chr1	208083678	208084942	1	1265	1435.0192	196.552
1_MACS_peak_6806_lociStitched	chr11	1610500	1611764	1	1265	1448.9232000000002	162.424
1_MACS_peak_17105_lociStitched	chr17	80980057	80981321	1	1265	1010.1888	149.4048
3_MACS_peak_19232_lociStitched	chr19	15612349	15613613	3	936	1029.2752	95.0528
1_MACS_peak_19741_lociStitched	chr19	19647955	19649219	1	1265	1261.472	57.385600000000004
1_MACS_peak_19934_lociStitched	chr19	34017708	34018972	1	1265	1114.216	156.48319999999998
1_MACS_peak_34687_lociStitched	chr8	143069414	143070678	1	1265	1161.1104	49.169599999999996
1_MACS_peak_5460_lociStitched	chr10	22610910	22612173	1	1264	2571.468	176.44109999999998
2_MACS_peak_8416_lociStitched	chr11	70926219	70927482	2	1034	1215.1323	99.2718
2_MACS_peak_26355_lociStitched	chr22	30964293	30965556	2	878	915.1698	96.1143
2_MACS_peak_10557_lociStitched	chr14	105017829	105019091	2	858	1177.5722	47.0726
2_MACS_peak_12342_lociStitched	chr16	31365738	31367000	2	928	1146.527	115.5992
2_MACS_peak_14947_lociStitched	chr17	39790336	39791598	2	1066	1252.0302	161.15740000000002
2_MACS_peak_15916_lociStitched	chr17	72128885	72130147	2	845	978.3024	99.9504
2_MACS_peak_19197_lociStitched	chr19	15284636	15285898	2	1257	1431.108	118.24940000000001
3_MACS_peak_28148_lociStitched	chr3	13600887	13602149	3	1074	1086.5819999999999	95.1548
1_MACS_peak_34815_lociStitched	chr8	143485254	143486516	1	1263	1636.183	179.5826
2_MACS_peak_7417_lociStitched	chr11	63686859	63688120	2	1212	1289.3725	162.29070000000002
1_MACS_peak_8564_lociStitched	chr11	73019490	73020751	1	1262	2212.4245	64.94149999999999
2_MACS_peak_21761_lociStitched	chr19	51085521	51086782	2	1247	1142.4660000000001	114.6249
1_MACS_peak_4548_lociStitched	chr1	38218964	38220224	1	1261	1589.994	83.664
1_MACS_peak_10844_lociStitched	chr15	30118440	30119700	1	1261	1422.162	260.442
2_MACS_peak_28344_lociStitched	chr3	47620413	47621673	2	1234	1767.0240000000001	190.13400000000001
2_MACS_peak_35628_lociStitched	chr9	132077744	132079004	2	1093	1134.126	145.656
2_MACS_peak_5916_lociStitched	chr10	102483882	102485141	2	1079	1381.7524999999998	122.123
2_MACS_peak_7385_lociStitched	chr11	61633334	61634593	2	857	1193.6579000000002	151.9613
1_MACS_peak_1970_lociStitched	chr1	11661858	11663116	1	1259	1519.7898	103.6592
1_MACS_peak_4721_lociStitched	chr1	145978909	145980167	1	1259	1049.172	207.57000000000002
1_MACS_peak_21701_lociStitched	chr19	50864972	50866230	1	1259	1457.2672000000002	131.7126
2_MACS_peak_1272_lociStitched	chr1	7172430	7173687	2	1031	1319.7243	78.68820000000001
2_MACS_peak_12197_lociStitched	chr16	29158104	29159361	2	1033	1031.7456	103.32539999999999
2_MACS_peak_32951_lociStitched	chr7	151634452	151635709	2	1215	1143.6186	193.4523
1_MACS_peak_33158_lociStitched	chr7	155588170	155589427	1	1258	1170.7698	201.8742
1_MACS_peak_33815_lociStitched	chr8	1826290	1827547	1	1258	1504.1262000000002	59.581799999999994
2_MACS_peak_37449_lociStitched	chrX	71524850	71526107	2	1243	1484.6427	77.934
2_MACS_peak_4568_lociStitched	chr1	41249869	41251125	2	1218	1376.8272000000002	58.2784
2_MACS_peak_8436_lociStitched	chr11	70966451	70967707	2	940	1196.34	104.248
2_MACS_peak_2196_lociStitched	chr1	17185429	17186684	2	1247	1226.386	206.19650000000001
2_MACS_peak_22792_lociStitched	chr2	200327107	200328362	2	1096	1112.683	122.61349999999999
1_MACS_peak_24012_lociStitched	chr20	56385250	56386505	1	1256	1397.1915	189.00300000000001
1_MACS_peak_30471_lociStitched	chr5	139089240	139090495	1	1256	1678.6879999999999	176.8295
2_MACS_peak_36430_lociStitched	chr9	136486997	136488252	2	1226	1348.2465	187.8735
1_MACS_peak_8331_lociStitched	chr11	70671836	70673090	1	1255	1536.777	56.3046
2_MACS_peak_33223_lociStitched	chr7	155817932	155819186	2	859	1017.3702000000001	174.55679999999998
2_MACS_peak_4910_lociStitched	chr1	158123986	158125239	2	1175	1230.5713	253.8578
1_MACS_peak_5940_lociStitched	chr10	102561618	102562871	1	1254	1179.0729999999999	117.53139999999999
2_MACS_peak_16175_lociStitched	chr17	73095848	73097101	2	1151	1201.3763999999999	116.27839999999999
2_MACS_peak_21989_lociStitched	chr19	55383084	55384337	2	887	1030.0913	94.1003
2_MACS_peak_927_lociStitched	chr1	5368274	5369526	2	797	1246.4912000000002	74.8696
2_MACS_peak_4779_lociStitched	chr1	154474017	154475269	2	1216	1568.2551999999998	64.6032
2_MACS_peak_8562_lociStitched	chr11	72929763	72931015	2	822	1121.792	168.1436
2_MACS_peak_14998_lociStitched	chr17	41513054	41514306	2	802	812.0472	109.0492
2_MACS_peak_18575_lociStitched	chr19	8624673	8625925	2	1082	1091.3684	150.3652
2_MACS_peak_26399_lociStitched	chr22	36932703	36933955	2	1078	1002.1008	130.08280000000002
1_MACS_peak_12492_lociStitched	chr16	66461446	66462697	1	1252	1312.4241	161.5041
2_MACS_peak_37071_lociStitched	chr9	138565466	138566717	2	1020	1018.9395	73.3086
1_MACS_peak_23920_lociStitched	chr20	55648543	55649793	1	1251	1347.875	118.75
2_MACS_peak_30775_lociStitched	chr5	177809190	177810440	2	1007	1071.375	53.5
2_MACS_peak_2515_lociStitched	chr1	18090043	18091292	2	1062	1103.4914999999999	90.8023
1_MACS_peak_7048_lociStitched	chr11	2406034	2407283	1	1250	1662.9186	125.1498
2_MACS_peak_12403_lociStitched	chr16	49697693	49698942	2	787	878.5466	60.3267
1_MACS_peak_23330_lociStitched	chr20	19944792	19946041	1	1250	1257.9928000000002	216.8264
1_MACS_peak_30090_lociStitched	chr4	155045858	155047107	1	1250	1161.8198	172.36200000000002
2_MACS_peak_5685_lociStitched	chr10	73149810	73151058	2	855	1092.8736000000001	103.9584
2_MACS_peak_7881_lociStitched	chr11	69230169	69231417	2	976	1079.1456	82.36800000000001
2_MACS_peak_34777_lociStitched	chr8	143241096	143242344	2	879	989.2896	106.4544
2_MACS_peak_9496_lociStitched	chr12	52795042	52796289	2	1134	1203.6044	102.87750000000001
2_MACS_peak_32467_lociStitched	chr7	100614238	100615485	2	812	1108.2089	139.1652
2_MACS_peak_11044_lociStitched	chr15	74163696	74164942	2	827	1093.6142	139.552
1_MACS_peak_15307_lociStitched	chr17	45780922	45782168	1	1247	1161.0228	119.2422
1_MACS_peak_19320_lociStitched	chr19	17027029	17028275	1	1247	1164.1378	52.0828
2_MACS_peak_34930_lociStitched	chr8	143862391	143863637	2	1000	1053.7422	121.9834
2_MACS_peak_35461_lociStitched	chr9	124339429	124340675	2	1080	1074.1766	122.60640000000001
2_MACS_peak_13160_lociStitched	chr16	87599148	87600393	2	1188	1277.7435	78.18599999999999
1_MACS_peak_6849_lociStitched	chr11	1727853	1729096	1	1244	1807.9434999999999	195.0267
1_MACS_peak_7230_lociStitched	chr11	47209920	47211163	1	1244	1121.9317999999998	122.3112
2_MACS_peak_19731_lociStitched	chr19	19368623	19369866	2	833	1007.2029	110.1298
2_MACS_peak_22562_lociStitched	chr2	96427356	96428599	2	854	932.6229	110.3784
1_MACS_peak_31704_lociStitched	chr7	1379873	1381116	1	1244	1090.9811	62.7715
2_MACS_peak_12325_lociStitched	chr16	31172884	31174126	2	1111	1017.3222000000001	76.1346
2_MACS_peak_20195_lociStitched	chr19	36407470	36408712	2	963	1385.9478	76.383
1_MACS_peak_20197_lociStitched	chr19	36409659	36410901	1	1243	1320.4943999999998	116.127
1_MACS_peak_20688_lociStitched	chr19	42319701	42320943	1	1243	1503.0683999999999	125.6904
2_MACS_peak_36808_lociStitched	chr9	137968997	137970239	2	781	1144.9998	93.39840000000001
1_MACS_peak_7748_lociStitched	chr11	66807016	66808257	1	1242	1370.4363	186.2741
2_MACS_peak_21584_lociStitched	chr19	49906757	49907998	2	1063	1042.9364	99.6523
2_MACS_peak_27023_lociStitched	chr22	43847936	43849177	2	863	815.0888000000001	58.6993
2_MACS_peak_11967_lociStitched	chr16	4040378	4041618	2	871	1261.948	129.45600000000002
1_MACS_peak_31991_lociStitched	chr7	5459554	5460794	1	1241	1589.68	60.512
1_MACS_peak_5_lociStitched	chr1	39013	40251	1	1239	904.7304	243.88600000000002
1_MACS_peak_9060_lociStitched	chr12	249241	250479	1	1239	1115.5618	101.8874
2_MACS_peak_30337_lociStitched	chr5	1779373	1780611	2	931	858.9244	130.609
1_MACS_peak_32833_lociStitched	chr7	150707085	150708323	1	1239	1476.5626000000002	158.5878
2_MACS_peak_8590_lociStitched	chr11	75155698	75156935	2	914	1173.5419	278.2013
1_MACS_peak_14648_lociStitched	chr17	26082284	26083521	1	1238	1219.5583	109.3508
2_MACS_peak_18707_lociStitched	chr19	10164758	10165995	2	786	1216.0946999999999	125.55550000000001
2_MACS_peak_27849_lociStitched	chr22	49686196	49687433	2	1191	1081.3854	100.5681
2_MACS_peak_28334_lociStitched	chr3	46930748	46931985	2	900	871.2191	115.5358
2_MACS_peak_32791_lociStitched	chr7	140090983	140092220	2	1225	1352.6595	260.7596
2_MACS_peak_3050_lociStitched	chr1	20579895	20581131	2	746	836.0304	165.006
1_MACS_peak_5791_lociStitched	chr10	73847077	73848313	1	1237	1548.2135999999998	57.474
2_MACS_peak_6234_lociStitched	chr10	134174939	134176175	2	817	817.4904	92.45280000000001
2_MACS_peak_7616_lociStitched	chr11	65564173	65565409	2	1052	1348.7232	118.5324
1_MACS_peak_14558_lociStitched	chr17	20406295	20407531	1	1237	1134.5244	174.5232
2_MACS_peak_26575_lociStitched	chr22	37566631	37567867	2	1205	1233.8988	116.802
2_MACS_peak_7761_lociStitched	chr11	67245216	67246451	2	988	1331.2065	98.42949999999999
2_MACS_peak_14340_lociStitched	chr17	8976263	8977498	2	920	1020.4805	105.46900000000001
2_MACS_peak_24305_lociStitched	chr20	57927030	57928265	2	815	936.7475	122.759
2_MACS_peak_29079_lociStitched	chr4	3887599	3888834	2	775	1211.782	112.5085
2_MACS_peak_30224_lociStitched	chr5	1032921	1034156	2	1124	1256.736	104.3575
2_MACS_peak_24103_lociStitched	chr20	56711989	56713223	2	840	1172.5468	119.82140000000001
1_MACS_peak_9289_lociStitched	chr12	25104475	25105708	1	1234	1327.4478	141.4251
2_MACS_peak_20334_lociStitched	chr19	39052082	39053315	2	781	974.6865	102.7089
2_MACS_peak_23127_lociStitched	chr2	241828348	241829581	2	1126	1170.117	62.2665
1_MACS_peak_24087_lociStitched	chr20	56629650	56630883	1	1234	1099.2195	111.8331
3_MACS_peak_34471_lociStitched	chr8	142489597	142490830	3	1110	1073.3265000000001	122.68350000000001
2_MACS_peak_4724_lociStitched	chr1	146551441	146552673	2	1047	1112.496	202.78719999999998
1_MACS_peak_10404_lociStitched	chr14	104579905	104581137	1	1233	1356.0624	41.6416
1_MACS_peak_11480_lociStitched	chr15	91215066	91216298	1	1233	1177.5456	126.27999999999999
2_MACS_peak_27816_lociStitched	chr22	49410441	49411673	2	990	1219.8032	101.024
3_MACS_peak_74_lociStitched	chr1	1073845	1075076	3	1152	831.7867	74.7217
2_MACS_peak_1016_lociStitched	chr1	5674827	5676058	2	927	1148.0306	93.92530000000001
2_MACS_peak_3033_lociStitched	chr1	20548956	20550187	2	1158	1127.7191	162.2458
2_MACS_peak_29217_lociStitched	chr4	6562059	6563290	2	931	1239.1245999999999	197.6986
2_MACS_peak_2889_lociStitched	chr1	19068098	19069328	2	977	980.802	123.492
1_MACS_peak_10827_lociStitched	chr15	21314914	21316144	1	1231	1182.645	443.784
1_MACS_peak_12686_lociStitched	chr16	84974623	84975853	1	1231	1297.527	49.692
2_MACS_peak_15091_lociStitched	chr17	41906628	41907858	2	1189	1145.745	136.407
1_MACS_peak_35084_lociStitched	chr8	144358427	144359657	1	1231	1547.094	86.838
1_MACS_peak_5048_lociStitched	chr1	201450262	201451491	1	1230	1536.4958	274.6815
1_MACS_peak_9410_lociStitched	chr12	52538058	52539287	1	1230	1357.6763	80.1308
2_MACS_peak_11991_lociStitched	chr16	4264870	4266099	2	792	950.8773000000001	97.95129999999999
1_MACS_peak_23027_lociStitched	chr2	241393915	241395144	1	1230	1368.8601999999998	39.0822
2_MACS_peak_23487_lociStitched	chr20	31656874	31658103	2	1064	1011.2212	111.22449999999999
2_MACS_peak_24557_lociStitched	chr20	60410060	60411289	2	1096	1134.6128	151.2899
2_MACS_peak_36586_lociStitched	chr9	137358212	137359441	2	1015	1042.192	49.037099999999995
2_MACS_peak_4958_lociStitched	chr1	168693725	168694953	2	1072	1143.3908000000001	215.7596
3_MACS_peak_8504_lociStitched	chr11	71287277	71288505	3	953	1063.6936	50.8392
1_MACS_peak_4926_lociStitched	chr1	159903788	159905015	1	1228	1132.521	165.03150000000002
1_MACS_peak_5881_lociStitched	chr10	102380043	102381270	1	1228	1523.8113	157.4241
1_MACS_peak_23670_lociStitched	chr20	44652279	44653506	1	1228	1417.185	144.786
1_MACS_peak_26082_lociStitched	chr22	24578872	24580099	1	1228	1505.0382	86.2581
2_MACS_peak_33156_lociStitched	chr7	155403019	155404246	2	891	1039.7598	165.7677
2_MACS_peak_13297_lociStitched	chr16	88235920	88237146	2	1191	1242.5510000000002	86.1878
2_MACS_peak_17034_lociStitched	chr17	79472269	79473495	2	1207	1296.4950000000001	166.98119999999997
1_MACS_peak_19541_lociStitched	chr19	18016443	18017669	1	1227	1053.5018	75.0312
1_MACS_peak_25169_lociStitched	chr21	43706583	43707809	1	1227	1686.2404	245.20000000000002
2_MACS_peak_28864_lociStitched	chr4	1544534	1545760	2	1164	1306.4256	89.86580000000001
1_MACS_peak_31938_lociStitched	chr7	4914908	4916134	1	1227	1167.3972	94.0342
1_MACS_peak_15295_lociStitched	chr17	44918189	44919414	1	1226	1545.46	114.78250000000001
2_MACS_peak_26492_lociStitched	chr22	37116033	37117258	2	1077	1218.2625	145.775
2_MACS_peak_30799_lociStitched	chr5	178927401	178928626	2	801	758.275	91.50750000000001
2_MACS_peak_31454_lociStitched	chr6	137814395	137815620	2	957	974.4875	102.165
1_MACS_peak_35034_lociStitched	chr8	144227311	144228536	1	1226	1495.1125	143.815
2_MACS_peak_1194_lociStitched	chr1	6790697	6791920	2	815	1076.24	112.3937
1_MACS_peak_22468_lociStitched	chr2	61108821	61110044	1	1224	1424.795	154.4649
2_MACS_peak_25008_lociStitched	chr21	9884890	9886113	2	774	1125.0377	109.7031
2_MACS_peak_25103_lociStitched	chr21	43054692	43055915	2	1043	1096.6641	86.4661
2_MACS_peak_26479_lociStitched	chr22	37092698	37093921	2	1121	1072.2041000000002	135.9976
2_MACS_peak_31862_lociStitched	chr7	2656000	2657223	2	910	1331.3578	100.53059999999999
2_MACS_peak_1455_lociStitched	chr1	7638279	7639501	2	1220	1275.5236	136.25300000000001
2_MACS_peak_15215_lociStitched	chr17	43755867	43757089	2	833	886.3165999999999	126.35480000000001
2_MACS_peak_25257_lociStitched	chr21	44135526	44136748	2	921	1140.3704	162.03719999999998
2_MACS_peak_29744_lociStitched	chr4	8242054	8243276	2	1092	1153.2014	91.8944
1_MACS_peak_5974_lociStitched	chr10	102842777	102843998	1	1222	1283.3931	149.93880000000001
2_MACS_peak_6793_lociStitched	chr11	1586080	1587301	2	910	955.6767	89.133
1_MACS_peak_8905_lociStitched	chr11	119932551	119933772	1	1222	1525.1511	66.5445
1_MACS_peak_15705_lociStitched	chr17	70117270	70118491	1	1222	1725.8835	129.6702
1_MACS_peak_15759_lociStitched	chr17	71451635	71452856	1	1222	1192.5507	87.91199999999999
2_MACS_peak_19474_lociStitched	chr19	17762943	17764164	2	896	985.7133	96.2148
1_MACS_peak_25014_lociStitched	chr21	10163670	10164891	1	1222	1331.5005	391.81890000000004
1_MACS_peak_29951_lociStitched	chr4	8870296	8871517	1	1222	1006.1039999999999	49.328399999999995
2_MACS_peak_31313_lociStitched	chr6	35754569	35755790	2	1156	1238.094	307.692
2_MACS_peak_33478_lociStitched	chr7	157668478	157669699	2	1070	1179.2418	94.017
2_MACS_peak_34383_lociStitched	chr8	139175577	139176798	2	1172	1298.6556	163.8582
1_MACS_peak_11906_lociStitched	chr16	3197059	3198279	1	1221	1173.518	111.99600000000001
2_MACS_peak_22126_lociStitched	chr19	56046468	56047688	2	1193	1231.5900000000001	141.642
1_MACS_peak_27455_lociStitched	chr22	45430053	45431273	1	1221	1332.728	51.361999999999995
2_MACS_peak_721_lociStitched	chr1	4148030	4149249	2	1184	1265.5658	126.2884
2_MACS_peak_4669_lociStitched	chr1	86045655	86046874	2	1098	1405.6289	126.65410000000001
2_MACS_peak_8464_lociStitched	chr11	71049686	71050905	2	1072	1136.5956	48.272400000000005
2_MACS_peak_24258_lociStitched	chr20	57720605	57721824	2	1025	1070.282	98.37329999999999
1_MACS_peak_28036_lociStitched	chr22	51181656	51182875	1	1220	1388.6848	117.024
1_MACS_peak_32180_lociStitched	chr7	73031650	73032869	1	1220	1132.0853	103.4931
2_MACS_peak_34452_lociStitched	chr8	142439338	142440557	2	1080	998.7267	149.4494
2_MACS_peak_12512_lociStitched	chr16	67432129	67433347	2	1194	1270.1304	163.4556
2_MACS_peak_27681_lociStitched	chr22	46808509	46809727	2	1050	1168.3056000000001	94.5168
2_MACS_peak_30784_lociStitched	chr5	177980907	177982125	2	891	1123.4832	109.8636
2_MACS_peak_33634_lociStitched	chr7	158298412	158299630	2	1173	1141.875	131.7876
3_MACS_peak_10430_lociStitched	chr14	104633425	104634642	3	958	829.0204	51.722500000000004
2_MACS_peak_14917_lociStitched	chr17	38630714	38631931	2	1106	1162.6001	161.0091
2_MACS_peak_1944_lociStitched	chr1	11581906	11583122	2	1106	1059.9872	113.8176
2_MACS_peak_7662_lociStitched	chr11	66165480	66166696	2	1075	1092.576	65.2992
3_MACS_peak_24560_lociStitched	chr20	60415631	60416847	3	839	961.856	136.3136
1_MACS_peak_25512_lociStitched	chr21	46486785	46488001	1	1217	1191.5584	160.3904
2_MACS_peak_33780_lociStitched	chr8	1762460	1763676	2	1140	1132.704	91.80799999999999
2_MACS_peak_35605_lociStitched	chr9	131167373	131168589	2	955	1094.7648	125.9776
2_MACS_peak_485_lociStitched	chr1	2974596	2975811	2	1138	1154.6145000000001	83.83500000000001
2_MACS_peak_10427_lociStitched	chr14	104628437	104629652	2	1200	1417.419	38.150999999999996
2_MACS_peak_11581_lociStitched	chr16	473219	474434	2	828	979.2900000000001	138.3885
2_MACS_peak_20647_lociStitched	chr19	42230311	42231526	2	879	1127.3985	100.602
1_MACS_peak_32798_lociStitched	chr7	142552918	142554133	1	1216	1555.8075	251.748
2_MACS_peak_15263_lociStitched	chr17	43889926	43891140	2	907	854.1704	102.4616
2_MACS_peak_18080_lociStitched	chr19	5737940	5739154	2	1092	1236.8231999999998	160.36939999999998
2_MACS_peak_18805_lociStitched	chr19	11521102	11522316	2	775	1111.5384	90.80720000000001
1_MACS_peak_21534_lociStitched	chr19	49674082	49675296	1	1215	1506.2097999999999	81.2166
2_MACS_peak_31814_lociStitched	chr7	1752518	1753732	2	813	903.5802	92.6282
2_MACS_peak_36036_lociStitched	chr9	134423267	134424481	2	789	899.9381999999999	91.657
2_MACS_peak_5493_lociStitched	chr10	47289387	47290600	2	876	864.1412	81.0284
2_MACS_peak_13006_lociStitched	chr16	85917681	85918894	2	1208	1120.0842	53.2507
2_MACS_peak_19771_lociStitched	chr19	30172988	30174201	2	1034	1049.9728	84.42479999999999
2_MACS_peak_37037_lociStitched	chr9	138453590	138454803	2	997	1186.4352999999999	104.8032
1_MACS_peak_37101_lociStitched	chr9	138658416	138659629	1	1214	1389.0063	94.3714
2_MACS_peak_34099_lociStitched	chr8	11322611	11323823	2	1078	1254.1776	147.5004
2_MACS_peak_3006_lociStitched	chr1	20477723	20478934	2	1166	1198.1634	189.03709999999998
2_MACS_peak_25834_lociStitched	chr22	20240873	20242084	2	881	1134.2226	158.3988
2_MACS_peak_22516_lociStitched	chr2	85999198	86000408	2	746	818.202	86.878
1_MACS_peak_26091_lociStitched	chr22	24646970	24648180	1	1211	984.335	199.771
3_MACS_peak_31691_lociStitched	chr7	1356782	1357992	3	1154	1084.039	55.902
1_MACS_peak_3302_lociStitched	chr1	22262406	22263615	1	1210	1370.4015	108.2055
2_MACS_peak_6409_lociStitched	chr10	134814628	134815837	2	979	1043.367	110.2608
2_MACS_peak_7105_lociStitched	chr11	10952323	10953532	2	836	1079.2743	84.7509
2_MACS_peak_31106_lociStitched	chr6	33136422	33137631	2	1088	1076.9772	75.0789
2_MACS_peak_7030_lociStitched	chr11	2359890	2361098	2	1196	1671.1471999999999	70.5472
2_MACS_peak_11047_lociStitched	chr15	74175334	74176542	2	973	1198.8192	108.8408
1_MACS_peak_20175_lociStitched	chr19	36336131	36337339	1	1209	1381.7104	98.08959999999999
2_MACS_peak_21846_lociStitched	chr19	54578069	54579277	2	754	1108.4608	62.3328
3_MACS_peak_23272_lociStitched	chr20	2518173	2519381	3	1008	980.1712	99.9016
2_MACS_peak_26595_lociStitched	chr22	37769364	37770572	2	1180	1174.6592	85.64720000000001
1_MACS_peak_31398_lociStitched	chr6	43476386	43477594	1	1209	1491.2759999999998	108.2368
2_MACS_peak_33460_lociStitched	chr7	157623828	157625036	2	916	1053.4968	155.832
2_MACS_peak_35568_lociStitched	chr9	130601543	130602751	2	1205	1193.8663999999999	136.3832
1_MACS_peak_28514_lociStitched	chr3	50583714	50584921	1	1208	1325.4067	122.75189999999999
1_MACS_peak_3105_lociStitched	chr1	20702586	20703792	1	1207	1219.5072	246.50639999999999
2_MACS_peak_8573_lociStitched	chr11	74946527	74947733	2	1125	1316.2284	104.0778
1_MACS_peak_11860_lociStitched	chr16	2958760	2959966	1	1207	1404.99	159.91559999999998
2_MACS_peak_19085_lociStitched	chr19	14421205	14422411	2	1149	1499.9022	108.7812
2_MACS_peak_1295_lociStitched	chr1	7233779	7234984	2	1188	1211.0249999999999	90.616
2_MACS_peak_10542_lociStitched	chr14	104940007	104941212	2	762	854.3449999999999	61.214
1_MACS_peak_16190_lociStitched	chr17	73601781	73602986	1	1206	1418.285	179.1835
2_MACS_peak_27726_lociStitched	chr22	46968876	46970081	2	1175	1043.6505	50.0075
1_MACS_peak_29133_lociStitched	chr4	6326362	6327567	1	1206	1329.838	198.82500000000002
2_MACS_peak_35091_lociStitched	chr8	144446549	144447754	2	1093	1041.2404999999999	83.386
2_MACS_peak_946_lociStitched	chr1	5486455	5487659	2	1153	1140.1879999999999	117.992
2_MACS_peak_1150_lociStitched	chr1	6472707	6473911	2	843	1158.3683999999998	176.2656
