#24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06_ROSE/24_0F2A_0229Kronos_MM1S-KB-1hr-2_H3K27me3_hs-dm_i06_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X24_0F2A_0229Kronos_MM1S.KB.1hr.2_H3K27me3_hs.dm_i06.bam
#Using cutoff of 14046.2756 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X24_0F2A_0229Kronos_MM1S.KB.1hr.2_H3K27me3_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	isStretch
4_MACS_peak_31287_lociStitched	chr6	34100863	34114889	4	13737	24103.681	1502.1846	530	1
3_MACS_peak_11337_lociStitched	chr15	78152414	78166472	3	13709	20573.883	1641.9744	531	1
3_MACS_peak_17373_lociStitched	chr19	544752	558677	3	13707	23967.71	1726.7	532	1
2_MACS_peak_23307_lociStitched	chr20	3649885	3663958	2	13700	22931.9535	1571.9541	533	1
9_MACS_peak_1157_lociStitched	chr1	6532800	6548148	9	13692	21250.8408	1554.7524	534	1
2_MACS_peak_9142_lociStitched	chr12	3238725	3252423	2	13673	21957.894	1472.535	535	1
4_MACS_peak_311_lociStitched	chr1	2458174	2472090	4	13653	29297.3548	1566.9416	536	1
6_MACS_peak_36643_lociStitched	chr9	137508669	137523069	6	13650	18732.96	1128.96	537	1
8_MACS_peak_17884_lociStitched	chr19	4772886	4787640	8	13648	18544.3026	2257.362	538	1
6_MACS_peak_16479_lociStitched	chr17	76477563	76492297	6	13647	23216.3638	1454.2458	539	1
3_MACS_peak_4849_lociStitched	chr1	156639688	156653701	3	13630	24130.386	2606.418	540	1
5_MACS_peak_26855_lociStitched	chr22	42817475	42831669	5	13585	20730.337	1557.0818	541	1
3_MACS_peak_24702_lociStitched	chr20	61408596	61422366	3	13559	25243.164	1763.937	542	1
8_MACS_peak_136_lociStitched	chr1	1520462	1535001	8	13555	20334.2454	1456.8078	543	1
8_MACS_peak_36719_lociStitched	chr9	137771234	137786363	8	13531	20324.2986	1385.8164	544	1
4_MACS_peak_27_lociStitched	chr1	830177	844483	4	13522	22760.846	1597.9802	545	1
2_MACS_peak_21101_lociStitched	chr19	46987136	47000660	2	13521	27763.4196	1411.9056	546	1
5_MACS_peak_8585_lociStitched	chr11	75140576	75154673	5	13508	19184.6073	1471.7268	547	1
4_MACS_peak_9270_lociStitched	chr12	6928908	6942721	4	13505	30145.4912	1669.9917	548	1
7_MACS_peak_17790_lociStitched	chr19	3885676	3899928	7	13482	20113.8476	1911.1932	549	1
7_MACS_peak_12236_lociStitched	chr16	29261791	29276980	7	13478	18702.2157	1409.5392	550	1
8_MACS_peak_27269_lociStitched	chr22	45065148	45079784	8	13469	19398.5544	1230.8876	551	1
7_MACS_peak_36016_lociStitched	chr9	133980351	133994447	7	13458	20358.8528	1419.4672	552	1
10_MACS_peak_36295_lociStitched	chr9	136037593	136052759	10	13448	18306.8786	1458.9692	553	1
7_MACS_peak_10013_lociStitched	chr13	113740259	113754577	7	13443	21781.9734	1391.7096	554	1
3_MACS_peak_15450_lociStitched	chr17	47555902	47569451	3	13434	20575.5114	1587.9428	555	1
2_MACS_peak_17114_lociStitched	chr17	81012311	81026021	2	13434	25876.254	1520.439	556	1
5_MACS_peak_26310_lociStitched	chr22	30833962	30847925	5	13422	18129.5592	1833.3419	557	1
9_MACS_peak_30278_lociStitched	chr5	1399592	1414394	9	13418	17815.6872	1497.9624	558	1
4_MACS_peak_16264_lociStitched	chr17	74907649	74921159	4	13412	23597.917	1378.02	559	1
5_MACS_peak_651_lociStitched	chr1	3674971	3688751	5	13403	25359.334	1395.914	560	1
6_MACS_peak_25729_lociStitched	chr22	18935325	18949622	6	13403	24811.0138	1774.2577	561	1
5_MACS_peak_11769_lociStitched	chr16	1961457	1975429	5	13399	25761.5736	1577.4388	562	1
4_MACS_peak_16897_lociStitched	chr17	78080128	78093917	4	13378	23941.8407	1472.6652	563	1
3_MACS_peak_25662_lociStitched	chr21	47528629	47542384	3	13374	25349.0895	1592.829	564	1
1_MACS_peak_25586_lociStitched	chr21	46989271	47002627	1	13357	29395.2204	1588.0284	565	1
2_MACS_peak_25794_lociStitched	chr22	19748681	19762301	2	13354	28967.016	1273.47	566	1
7_MACS_peak_13511_lociStitched	chr17	1427	16257	7	13339	18226.07	1437.027	567	1
4_MACS_peak_17137_lociStitched	chr17	81064161	81077838	4	13323	22787.2497	1444.2912	568	1
2_MACS_peak_25490_lociStitched	chr21	46343833	46357212	2	13321	40086.1598	1796.7997	569	1
1_MACS_peak_32095_lociStitched	chr7	44267335	44280651	1	13317	35215.4936	1420.8172	570	1
4_MACS_peak_4253_lociStitched	chr1	32129809	32143673	4	13307	19398.5088	1753.796	571	1
11_MACS_peak_31030_lociStitched	chr6	31077269	31092173	11	13299	18746.2512	1481.4576	572	1
4_MACS_peak_160_lociStitched	chr1	1868318	1882287	4	13296	21161.6381	1392.7093	573	1
8_MACS_peak_2482_lociStitched	chr1	18020186	18034583	8	13221	19448.9073	1327.4034	574	1
8_MACS_peak_25504_lociStitched	chr21	46462607	46477278	8	13215	21256.8119	2238.7946	575	1
2_MACS_peak_11609_lociStitched	chr16	821005	834239	2	13184	31942.9058	1457.0634	576	1
5_MACS_peak_16612_lociStitched	chr17	77308606	77322581	5	13178	17454.775	1559.61	577	1
14_MACS_peak_29953_lociStitched	chr4	8876707	8891978	14	13167	17366.1812	1325.5228	578	1
6_MACS_peak_6507_lociStitched	chr10	135007915	135021606	6	13152	21089.6164	891.2841	579	1
7_MACS_peak_37466_lociStitched	chrX	152747978	152762146	7	13140	18415.5664	651.728	580	1
9_MACS_peak_22070_lociStitched	chr19	55872554	55886157	9	13130	23331.8656	1167.1374	581	1
7_MACS_peak_3374_lociStitched	chr1	22665379	22679366	7	13114	19247.5107	1653.2634	582	1
3_MACS_peak_17378_lociStitched	chr19	590390	603518	3	13087	30702.4536	1623.9336	583	1
6_MACS_peak_2127_lociStitched	chr1	16492909	16506740	6	13064	17025.961	1351.2887	584	1
10_MACS_peak_6462_lociStitched	chr10	134906329	134920386	10	13054	17010.3757	1207.4963	585	1
9_MACS_peak_1398_lociStitched	chr1	7526564	7541185	9	13038	18137.3505	1288.1101	586	1
2_MACS_peak_420_lociStitched	chr1	2789730	2802967	2	12997	22583.6457	929.2374	587	1
4_MACS_peak_25109_lociStitched	chr21	43079479	43092736	4	12997	20484.7164	1927.5678	588	1
3_MACS_peak_4758_lociStitched	chr1	151678784	151691949	3	12982	21724.883	2273.5955	589	1
8_MACS_peak_16326_lociStitched	chr17	75781274	75795242	8	12973	16899.8832	1424.736	590	1
7_MACS_peak_17511_lociStitched	chr19	2715169	2729582	7	12973	26557.3938	1918.3703	591	1
6_MACS_peak_13688_lociStitched	chr17	819617	833186	6	12967	17333.0406	1236.1359	592	1
3_MACS_peak_18070_lociStitched	chr19	5552905	5566253	3	12965	19585.5204	1899.4204	593	1
4_MACS_peak_22875_lociStitched	chr2	220305659	220318892	4	12944	23050.5627	1206.8496	594	1
14_MACS_peak_10435_lociStitched	chr14	104637288	104651565	14	12902	16437.1101	506.8335	595	1
4_MACS_peak_14214_lociStitched	chr17	7614583	7627862	4	12901	24437.3437	1463.3458	596	1
4_MACS_peak_32438_lociStitched	chr7	100415902	100429219	4	12897	22846.6452	1309.0611	597	1
4_MACS_peak_4942_lociStitched	chr1	161426283	161439631	4	12894	22983.9212	6348.3088	598	1
4_MACS_peak_16797_lociStitched	chr17	77828315	77841205	4	12874	20830.24	1301.89	599	1
1_MACS_peak_7373_lociStitched	chr11	61501406	61514216	1	12811	26553.849	1416.786	600	1
4_MACS_peak_7554_lociStitched	chr11	64406950	64420163	4	12807	19491.8176	1393.9715	601	1
6_MACS_peak_16463_lociStitched	chr17	76444384	76457936	6	12807	18951.1168	1555.7696	602	1
4_MACS_peak_5182_lociStitched	chr1	205490563	205504076	4	12794	22158.6174	2498.5537	603	1
8_MACS_peak_31268_lociStitched	chr6	34066984	34080910	8	12793	19263.8358	1364.748	604	1
7_MACS_peak_30945_lociStitched	chr6	2632436	2645762	7	12777	17043.954	2044.2084	605	1
14_MACS_peak_23038_lociStitched	chr2	241613208	241627161	14	12775	14091.1347	619.5132	606	1
7_MACS_peak_37318_lociStitched	chr9	140260419	140273857	7	12770	20804.7116	1259.1406	607	1
1_MACS_peak_17729_lociStitched	chr19	3451825	3464585	1	12761	23364.836	1795.332	608	1
2_MACS_peak_30693_lociStitched	chr5	176299995	176312804	2	12746	28830.4972	1439.7316	609	1
8_MACS_peak_7950_lociStitched	chr11	69532371	69546004	8	12724	18513.614	1451.9145	610	1
6_MACS_peak_24903_lociStitched	chr20	62448292	62461780	6	12693	19653.3648	1522.7952	611	1
3_MACS_peak_27013_lociStitched	chr22	43813529	43826723	3	12674	19111.509	1312.803	612	1
3_MACS_peak_35752_lociStitched	chr9	132479976	132492870	3	12664	19927.677	1284.2424	613	1
4_MACS_peak_22904_lociStitched	chr2	220493013	220505817	4	12660	19946.0712	1382.832	614	1
7_MACS_peak_31256_lociStitched	chr6	34041064	34054400	7	12644	18399.6792	1218.9104	615	1
2_MACS_peak_17727_lociStitched	chr19	3437709	3450570	2	12627	27712.8828	2028.1797	616	1
5_MACS_peak_572_lociStitched	chr1	3238692	3252015	5	12615	17988.7146	993.8958	617	1
2_MACS_peak_37235_lociStitched	chr9	139873717	139886393	2	12614	26955.514	1437.4584	618	1
2_MACS_peak_6767_lociStitched	chr11	1416455	1429352	2	12577	20197.9917	1091.0862	619	1
2_MACS_peak_37099_lociStitched	chr9	138645080	138657868	2	12562	18317.5312	1066.5192	620	1
5_MACS_peak_96_lociStitched	chr1	1171659	1185022	5	12541	27757.6236	1115.8105	621	1
2_MACS_peak_16741_lociStitched	chr17	77648466	77661252	2	12537	17841.5844	1396.2312	622	1
5_MACS_peak_9100_lociStitched	chr12	1928264	1941238	5	12532	18836.9506	1207.8794	623	1
3_MACS_peak_125_lociStitched	chr1	1383498	1396174	3	12504	21063.7092	1276.4732	624	1
8_MACS_peak_27300_lociStitched	chr22	45120780	45135255	8	12481	17702.925	1176.8175	625	1
6_MACS_peak_35549_lociStitched	chr9	129427356	129440491	6	12480	20063.7125	1479.001	626	1
5_MACS_peak_27066_lociStitched	chr22	44284897	44298095	5	12479	18940.4498	1339.597	627	1
1_MACS_peak_15521_lociStitched	chr17	48262866	48275327	1	12462	22610.4845	1606.2229	628	1
9_MACS_peak_29614_lociStitched	chr4	7998949	8013058	9	12457	17009.8104	1264.1664	629	1
5_MACS_peak_36821_lociStitched	chr9	137993398	138005986	5	12445	16682.8764	1047.3216	630	1
6_MACS_peak_9179_lociStitched	chr12	3321504	3335330	6	12437	17523.0724	1319.0004	631	1
6_MACS_peak_29405_lociStitched	chr4	7424992	7437847	6	12433	17972.5755	988.5495	632	1
3_MACS_peak_13623_lociStitched	chr17	699801	712755	3	12407	23607.3696	1446.9618	633	1
6_MACS_peak_21477_lociStitched	chr19	49263053	49276252	6	12386	17302.5691	1227.507	634	1
2_MACS_peak_17845_lociStitched	chr19	4511670	4524359	2	12381	29309.0522	1994.7108	635	1
11_MACS_peak_17321_lociStitched	chr19	378020	391708	11	12372	18054.472	2069.6256	636	1
3_MACS_peak_37354_lociStitched	chr9	140774917	140787683	3	12364	34409.4764	2536.6042	637	1
5_MACS_peak_13734_lociStitched	chr17	1026540	1039489	5	12346	24499.508	1476.186	638	1
9_MACS_peak_16092_lociStitched	chr17	72603852	72617343	9	12306	16441.4817	1251.9648	639	1
6_MACS_peak_334_lociStitched	chr1	2531423	2544472	6	12298	19372.5454	1167.8855	640	1
6_MACS_peak_14808_lociStitched	chr17	35287228	35300214	6	12285	26969.3248	1327.1692	641	1
4_MACS_peak_19448_lociStitched	chr19	17703807	17716387	4	12283	16696.176	1410.218	642	1
2_MACS_peak_27048_lociStitched	chr22	44230822	44243134	2	12269	20248.3152	1151.172	643	1
3_MACS_peak_28025_lociStitched	chr22	51039394	51052105	3	12249	27685.8291	1252.0335	644	1
6_MACS_peak_2100_lociStitched	chr1	16411787	16424424	6	12246	17260.8783	1448.2002	645	1
4_MACS_peak_24984_lociStitched	chr20	62867513	62880312	4	12194	17654.9406	1410.4498	646	1
8_MACS_peak_2464_lociStitched	chr1	17988824	18001927	8	12186	16547.7787	1295.8867	647	1
3_MACS_peak_16922_lociStitched	chr17	78394580	78407611	3	12184	21787.832	1310.9186	648	1
1_MACS_peak_28903_lociStitched	chr4	1795585	1807751	1	12167	26169.066	1065.7416	649	1
6_MACS_peak_21385_lociStitched	chr19	49051414	49064294	6	12143	19039.216	1168.216	650	1
7_MACS_peak_22174_lociStitched	chr19	56273077	56285716	7	12136	17032.3164	2144.8383	651	1
8_MACS_peak_22347_lociStitched	chr2	26732640	26745932	8	12099	16436.8872	1517.9464	652	1
4_MACS_peak_26758_lociStitched	chr22	40048129	40060389	4	12097	18489.306	1325.306	653	1
6_MACS_peak_1489_lociStitched	chr1	7735164	7748158	6	12093	17245.6368	1165.5618	654	1
3_MACS_peak_34172_lociStitched	chr8	21980379	21992953	3	12076	27728.1848	1154.2932	655	1
3_MACS_peak_218_lociStitched	chr1	2014787	2027125	3	12063	18316.9948	1183.2142	656	1
3_MACS_peak_16794_lociStitched	chr17	77813729	77825940	3	12057	25401.3222	1127.0753	657	1
8_MACS_peak_3543_lociStitched	chr1	23131746	23144790	8	12037	15471.4884	1215.7008	658	1
5_MACS_peak_36319_lociStitched	chr9	136074610	136086956	5	12036	19851.1334	898.7888	659	1
2_MACS_peak_36714_lociStitched	chr9	137704852	137716920	2	12034	24507.6944	971.474	660	1
4_MACS_peak_14662_lociStitched	chr17	26815744	26828103	4	12021	18990.8394	1651.1624	661	1
1_MACS_peak_16782_lociStitched	chr17	77771577	77783576	1	12000	31779.3515	1227.4977	662	1
4_MACS_peak_22114_lociStitched	chr19	56015851	56028088	4	11997	18230.6826	1501.4799	663	1
2_MACS_peak_6647_lociStitched	chr11	407833	419959	2	11988	24264.126	1165.3086	664	1
7_MACS_peak_24536_lociStitched	chr20	60371605	60383915	7	11985	16520.02	960.18	665	1
6_MACS_peak_24794_lociStitched	chr20	61957734	61970848	6	11980	16962.959	1293.0404	666	1
3_MACS_peak_17070_lociStitched	chr17	79913734	79926229	3	11978	24802.575	1115.8035	667	1
7_MACS_peak_26634_lociStitched	chr22	37946643	37959011	7	11972	16900.872	1464.3712	668	1
9_MACS_peak_27593_lociStitched	chr22	46020593	46033669	9	11962	14371.8316	1455.3588	669	1
6_MACS_peak_13566_lociStitched	chr17	146600	159353	6	11959	21487.5297	1647.6876	670	1
5_MACS_peak_9433_lociStitched	chr12	52591011	52603757	5	11941	18281.5878	1455.5932	671	1
5_MACS_peak_25427_lociStitched	chr21	45967334	45979719	5	11927	22092.363	1707.8915	672	1
5_MACS_peak_35207_lociStitched	chr8	145557888	145570344	5	11918	20157.5448	1128.5136	673	1
3_MACS_peak_6787_lociStitched	chr11	1558975	1571290	3	11906	23916.9615	1414.9935	674	1
3_MACS_peak_32325_lociStitched	chr7	99762985	99775081	3	11893	22539.6864	1345.0752	675	1
8_MACS_peak_25330_lociStitched	chr21	45243675	45256838	8	11891	17849.028	2508.8678	676	1
2_MACS_peak_6990_lociStitched	chr11	2227343	2239443	2	11873	23160.61	1110.78	677	1
2_MACS_peak_25788_lociStitched	chr22	19705912	19718231	2	11872	28906.5335	1272.5527	678	1
3_MACS_peak_22882_lociStitched	chr2	220328612	220340765	3	11871	19155.5586	1469.2977	679	1
3_MACS_peak_13778_lociStitched	chr17	1157009	1169007	3	11867	16187.7016	1242.9928	680	1
3_MACS_peak_21119_lociStitched	chr19	47028796	47041029	3	11861	17209.3844	1513.2221	681	1
10_MACS_peak_9105_lociStitched	chr12	1941976	1955977	10	11853	17911.4793	1366.4976	682	1
4_MACS_peak_34883_lociStitched	chr8	143688721	143700906	4	11845	18237.2895	1034.5065	683	1
4_MACS_peak_5193_lociStitched	chr1	205628308	205640500	4	11841	19602.2976	2259.1776	684	1
3_MACS_peak_34880_lociStitched	chr8	143675646	143688134	3	11836	18761.9712	1047.7432	685	1
5_MACS_peak_31776_lociStitched	chr7	1621202	1633617	5	11827	19039.644	1005.615	686	1
9_MACS_peak_4089_lociStitched	chr1	30842931	30855462	9	11823	15202.6092	1511.2386	687	1
5_MACS_peak_16818_lociStitched	chr17	77879502	77891588	5	11815	16652.0908	1258.1526	688	1
1_MACS_peak_24743_lociStitched	chr20	61689694	61701502	1	11809	18625.9392	1346.112	689	1
5_MACS_peak_15267_lociStitched	chr17	43896857	43909247	5	11792	20385.267	1315.818	690	1
5_MACS_peak_28105_lociStitched	chr3	12909781	12922738	5	11787	18163.1226	1710.324	691	1
7_MACS_peak_18390_lociStitched	chr19	7834506	7847666	7	11744	15573.544	2005.584	692	1
8_MACS_peak_31278_lociStitched	chr6	34084816	34098316	8	11729	18886.5	1278.45	693	1
2_MACS_peak_15444_lociStitched	chr17	47528544	47540294	2	11722	20026.7	1400.6	694	1
7_MACS_peak_15256_lociStitched	chr17	43876601	43889228	7	11715	15681.4713	1337.1993	695	1
4_MACS_peak_3273_lociStitched	chr1	21950772	21963116	4	11697	17075.4552	1491.1552	696	1
6_MACS_peak_21440_lociStitched	chr19	49193085	49205225	6	11696	17286.146	1374.248	697	1
4_MACS_peak_211_lociStitched	chr1	1998745	2010860	4	11679	16056.0095	881.972	698	1
10_MACS_peak_21559_lociStitched	chr19	49856303	49869479	10	11673	17321.1696	1453.3128	699	1
3_MACS_peak_25401_lociStitched	chr21	45876245	45888288	3	11645	20591.1214	1666.7512	700	1
4_MACS_peak_22845_lociStitched	chr2	219885659	219898102	4	11640	17792.2457	1430.945	701	1
7_MACS_peak_36703_lociStitched	chr9	137682956	137695626	7	11631	17691.121	1103.557	702	1
3_MACS_peak_32349_lociStitched	chr7	100214150	100225815	3	11621	16882.7545	1376.47	703	1
5_MACS_peak_35728_lociStitched	chr9	132410308	132422506	5	11621	18070.1172	1134.414	704	1
4_MACS_peak_14666_lociStitched	chr17	26831341	26843418	4	11618	21332.8128	1380.4011	705	1
2_MACS_peak_15441_lociStitched	chr17	47514697	47526353	2	11608	15262.3664	1694.7824	706	1
4_MACS_peak_9219_lociStitched	chr12	3411230	3423555	4	11608	20686.28	1011.8825	707	1
1_MACS_peak_16972_lociStitched	chr17	78996862	79008463	1	11602	24943.3101	1387.4796	708	1
3_MACS_peak_16431_lociStitched	chr17	76311180	76323154	3	11556	20131.8862	1336.2984	709	1
3_MACS_peak_13754_lociStitched	chr17	1110251	1122174	3	11555	17630.5401	1350.8759	710	1
7_MACS_peak_20152_lociStitched	chr19	36287421	36300205	7	11552	14865.2352	1251.5536	711	1
5_MACS_peak_36569_lociStitched	chr9	137205281	137217140	5	11530	19254.2724	1233.336	712	1
6_MACS_peak_2855_lociStitched	chr1	19009149	19021357	6	11529	15506.6016	1004.7184	713	1
1_MACS_peak_6017_lociStitched	chr10	104167157	104178680	1	11524	25594.8876	1268.6823	714	1
3_MACS_peak_7040_lociStitched	chr11	2380681	2392379	3	11517	16365.502	1506.7024	715	1
7_MACS_peak_17664_lociStitched	chr19	3258920	3271112	7	11502	16108.0704	1391.1072	716	1
10_MACS_peak_11663_lociStitched	chr16	979146	991603	10	11486	15547.5817	1081.2676	717	1
8_MACS_peak_8032_lociStitched	chr11	69688278	69700468	8	11465	16095.676	1059.311	718	1
5_MACS_peak_8161_lociStitched	chr11	70022931	70034977	5	11443	16463.2682	1051.6158	719	1
6_MACS_peak_35872_lociStitched	chr9	133272154	133284438	6	11412	18545.1548	1056.424	720	1
9_MACS_peak_7574_lociStitched	chr11	64457547	64469745	9	11409	16794.2064	1341.78	721	1
2_MACS_peak_2233_lociStitched	chr1	17439923	17451627	2	11407	19351.3936	1280.4176	722	1
3_MACS_peak_36435_lociStitched	chr9	136498862	136510385	3	11382	16540.1142	914.9262	723	1
3_MACS_peak_29012_lociStitched	chr4	3732570	3744068	3	11373	17091.777	863.4998	724	1
3_MACS_peak_36746_lociStitched	chr9	137828992	137840850	3	11359	17341.1392	984.214	725	1
3_MACS_peak_16754_lociStitched	chr17	77686767	77698347	3	11347	17389.686	1302.75	726	1
3_MACS_peak_23973_lociStitched	chr20	56151919	56163324	3	11341	16785.879	1361.757	727	1
4_MACS_peak_31598_lociStitched	chr7	964144	975684	4	11332	16936.104	932.432	728	1
3_MACS_peak_26737_lociStitched	chr22	39966864	39978452	3	11316	17744.7044	1380.1308	729	1
2_MACS_peak_33162_lociStitched	chr7	155596016	155607629	2	11311	22853.2227	1261.1718	730	1
6_MACS_peak_21143_lociStitched	chr19	47521240	47532965	6	11269	16198.0875	928.62	731	1
4_MACS_peak_20819_lociStitched	chr19	45305895	45317588	4	11266	15557.5365	1264.0133	732	1
5_MACS_peak_19686_lociStitched	chr19	18897920	18910208	5	11251	17929.4208	1226.3424	733	1
12_MACS_peak_23460_lociStitched	chr20	31595422	31608456	12	11249	14441.672	1394.638	734	1
7_MACS_peak_7677_lociStitched	chr11	66313771	66326611	7	11248	15215.4	1467.612	735	1
6_MACS_peak_552_lociStitched	chr1	3178315	3190065	6	11210	16353.65	908.275	736	1
5_MACS_peak_32570_lociStitched	chr7	100932224	100944457	5	11184	15748.7642	1456.9503	737	1
12_MACS_peak_34487_lociStitched	chr8	142537249	142550726	12	11182	14507.9905	1078.16	738	1
5_MACS_peak_27553_lociStitched	chr22	45932860	45944870	5	11180	16943.708	1244.236	739	1
8_MACS_peak_26840_lociStitched	chr22	42775672	42788509	8	11174	14478.8523	1247.7564	740	1
3_MACS_peak_12298_lociStitched	chr16	30032701	30044587	3	11173	26303.718	1479.807	741	1
2_MACS_peak_37150_lociStitched	chr9	138987536	138998811	2	11090	21123.7125	1027.1525	742	1
3_MACS_peak_7202_lociStitched	chr11	45917485	45928708	3	11085	16890.615	1300.7457	743	1
3_MACS_peak_26625_lociStitched	chr22	37901628	37912865	3	11085	15175.5685	1170.8954	744	1
7_MACS_peak_563_lociStitched	chr1	3220038	3231519	7	11082	16477.5312	1179.0987	745	1
7_MACS_peak_413_lociStitched	chr1	2776179	2788897	7	11077	16885.6886	899.1626	746	1
1_MACS_peak_1486_lociStitched	chr1	7715971	7727034	1	11064	16929.7089	993.4574	747	1
6_MACS_peak_5069_lociStitched	chr1	202176412	202188728	6	11052	17453.0036	2140.5208	748	1
6_MACS_peak_1703_lociStitched	chr1	9683651	9695482	6	11048	19228.9243	1368.8467	749	1
5_MACS_peak_9985_lociStitched	chr13	113675993	113687389	5	11044	19870.0656	1357.2636	750	1
2_MACS_peak_20854_lociStitched	chr19	45376186	45387253	2	11043	18519.5178	1090.0995	751	1
2_MACS_peak_27641_lociStitched	chr22	46390972	46402022	2	11034	20392.775	1284.01	752	1
4_MACS_peak_25820_lociStitched	chr22	20138420	20149576	4	11028	21042.4472	1110.022	753	1
2_MACS_peak_4882_lociStitched	chr1	156889512	156900799	2	11027	27922.9093	2084.7089	754	1
7_MACS_peak_3363_lociStitched	chr1	22643857	22656502	7	11005	13837.4235	1261.971	755	1
3_MACS_peak_20892_lociStitched	chr19	45738073	45749286	3	10996	15329.2923	1384.8055	756	1
6_MACS_peak_2023_lociStitched	chr1	11925559	11937120	6	10993	15749.5503	1327.2028	757	1
3_MACS_peak_4842_lociStitched	chr1	156585357	156596411	3	10985	24059.031	2189.7974	758	1
2_MACS_peak_7388_lociStitched	chr11	61636015	61647000	2	10977	18413.057	1227.0245	759	1
5_MACS_peak_29362_lociStitched	chr4	7326572	7337910	5	10977	14184.9718	1007.9482	760	1
7_MACS_peak_27240_lociStitched	chr22	44985770	44997227	7	10971	14178.0375	861.5664	761	1
10_MACS_peak_2362_lociStitched	chr1	17692399	17705319	10	10962	14149.984	1294.584	762	1
4_MACS_peak_35495_lociStitched	chr9	127233541	127244918	4	10961	18510.379	1058.061	763	1
4_MACS_peak_25184_lociStitched	chr21	43763178	43774588	4	10960	20325.774	1846.138	764	1
3_MACS_peak_6881_lociStitched	chr11	1797509	1808662	3	10956	23382.2645	1129.7989	765	1
7_MACS_peak_36559_lociStitched	chr9	137179772	137191213	7	10940	18116.8235	1115.4975	766	1
8_MACS_peak_24201_lociStitched	chr20	57204387	57216305	8	10937	14319.477	1147.7034	767	1
4_MACS_peak_23964_lociStitched	chr20	56129591	56140901	4	10932	14617.044	1419.405	768	1
2_MACS_peak_19670_lociStitched	chr19	18718016	18728955	2	10928	30022.0855	1125.6231	769	1
3_MACS_peak_31864_lociStitched	chr7	2659441	2670594	3	10915	17823.6093	1164.3732	770	1
6_MACS_peak_36883_lociStitched	chr9	138104271	138115960	6	10910	14548.1294	1034.4765	771	1
3_MACS_peak_28938_lociStitched	chr4	3459314	3470392	3	10905	21695.1552	1371.4564	772	1
9_MACS_peak_35035_lociStitched	chr8	144229139	144240670	9	10905	13175.3206	957.073	773	1
4_MACS_peak_14833_lociStitched	chr17	36696304	36707708	4	10900	19287.5852	1065.1336	774	1
2_MACS_peak_17479_lociStitched	chr19	1790857	1801793	2	10884	23335.2368	1798.972	775	1
1_MACS_peak_14756_lociStitched	chr17	34797308	34808190	1	10883	30964.731	3198.2198	776	1
7_MACS_peak_8152_lociStitched	chr11	70007263	70019548	7	10882	15778.854	1120.392	777	1
2_MACS_peak_14203_lociStitched	chr17	7341384	7352475	2	10877	17298.6327	1106.8818	778	1
10_MACS_peak_22053_lociStitched	chr19	55702207	55714487	10	10871	14815.82	1522.72	779	1
2_MACS_peak_14307_lociStitched	chr17	7985829	7996887	2	10851	18223.584	1270.5642	780	1
7_MACS_peak_17949_lociStitched	chr19	5259725	5271570	7	10851	17389.6445	1429.6915	781	1
7_MACS_peak_27233_lociStitched	chr22	44972158	44984352	7	10828	13436.5686	1119.4092	782	1
3_MACS_peak_116_lociStitched	chr1	1363513	1374882	3	10825	21987.646	1041.4004	783	1
4_MACS_peak_16256_lociStitched	chr17	74880209	74891282	4	10823	16174.3311	1059.6861	784	1
7_MACS_peak_5037_lociStitched	chr1	201360782	201372173	7	10823	19730.3511	1661.9469	785	1
10_MACS_peak_12145_lociStitched	chr16	28067025	28079117	10	10822	14403.9904	1081.0248	786	1
6_MACS_peak_28988_lociStitched	chr4	3675894	3688263	6	10808	16449.5331	831.1968	787	1
10_MACS_peak_10394_lociStitched	chr14	104563835	104575938	10	10786	14935.102	439.3389	788	1
4_MACS_peak_31617_lociStitched	chr7	1017320	1028210	4	10782	19697.832	836.352	789	1
5_MACS_peak_21745_lociStitched	chr19	51049629	51060842	5	10781	16107.4745	847.7028	790	1
11_MACS_peak_2321_lociStitched	chr1	17605758	17618348	11	10760	14372.744	1203.604	791	1
6_MACS_peak_14849_lociStitched	chr17	36755860	36767174	6	10753	16150.735	1374.651	792	1
5_MACS_peak_7911_lociStitched	chr11	69298444	69309487	5	10743	15239.34	933.1335	793	1
3_MACS_peak_15934_lociStitched	chr17	72188781	72199583	3	10733	18022.0568	1519.8414	794	1
4_MACS_peak_16999_lociStitched	chr17	79303958	79315033	4	10731	20262.82	870.495	795	1
4_MACS_peak_7222_lociStitched	chr11	46403316	46414228	4	10730	20865.9264	1282.16	796	1
2_MACS_peak_4864_lociStitched	chr1	156808897	156819630	2	10729	18162.3826	1871.8352	797	1
1_MACS_peak_14817_lociStitched	chr17	36283810	36294526	1	10717	33436.0632	3318.7452	798	1
2_MACS_peak_28669_lociStitched	chr3	183944983	183955880	2	10713	25386.7409	2061.7124	799	1
