REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X24_0F2A_0229Kronos_MM1S.KB.1hr.2_H3K27me3_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
6_MACS_peak_24733_lociStitched	chr20	61651241	61671174	6	19285	33971.8119	2186.6501	291	LOC63930,LOC100144597,NCRNA00029	BHLHE23	NCRNA00029	BHLHE23	1.5784	291	1
4_MACS_peak_25375_lociStitched	chr21	45761491	45779227	4	16828	34530.2184	2757.948	292	TRPM2	PFKL,C21orf2	TRPM2	TRPM2	1.1578	292	1
2_MACS_peak_16192_lociStitched	chr17	73605856	73619796	2	13906	33571.702	1840.08	293	MYO15B	LOC643008,LOC100130933,SAP30BP,RECQL5	LOC643008	NONE	NONE	293	1
2_MACS_peak_15500_lociStitched	chr17	48015431	48031988	2	16486	33455.0742	1769.9433	294		DLX4,DLX3	DLX4	DLX4	2.0273	294	1
6_MACS_peak_27133_lociStitched	chr22	44668411	44689981	6	20421	33608.217	2122.488	295	KIAA1644		KIAA1644	KIAA1644	1.0309	295	1
6_MACS_peak_26817_lociStitched	chr22	42696555	42717074	6	20175	33400.8282	1936.9936	296		LOC388906	LOC388906	NONE	NONE	296	1
8_MACS_peak_6958_lociStitched	chr11	2105598	2127473	8	21025	33355	1944.6875	297		IGF2AS,MIR483,IGF2	MIR483	MIR483	1.6439000000000001	297	1
5_MACS_peak_6700_lociStitched	chr11	1071096	1089125	5	17198	32630.6871	1249.4097	298	MUC2	MUC6	MUC2	MUC2	1.3557000000000001	298	1
4_MACS_peak_7595_lociStitched	chr11	64502178	64517333	4	14528	33100.0355	1800.414	299	RASGRP2,PYGM	NRXN2,SF1	RASGRP2	RASGRP2	1.688	299	1
8_MACS_peak_25121_lociStitched	chr21	43130324	43151469	8	19259	34347.938	3078.712	300	NCRNA00112,C21orf129	NCRNA00111,RIPK4	NCRNA00112	NCRNA00112	1.4472	300	1
15_MACS_peak_27392_lociStitched	chr22	45321405	45347494	15	23962	33099.1143	1941.0216	301	PHF21B		PHF21B	PHF21B	0.8765999999999999	301	1
16_MACS_peak_33835_lociStitched	chr8	1891334	1916514	16	22380	33758.826	2618.72	302	ARHGEF10	KBTBD11	KBTBD11	KBTBD11	0.635	302	1
7_MACS_peak_14168_lociStitched	chr17	7185243	7203334	7	16754	32963.6111	2046.0921	303	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	YBX2	YBX2	1.7362	303	1
2_MACS_peak_14751_lociStitched	chr17	34742090	34758112	2	15710	35664.972	4772.9538	304	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	TBC1D3G	1.5882	304	1
9_MACS_peak_36438_lociStitched	chr9	136511302	136533471	9	21088	32535.2244	1675.9764	305	DBH,SARDH		DBH	DBH	1.3627	305	1
8_MACS_peak_253_lociStitched	chr1	2094486	2116153	8	20376	32576.3345	1811.3612	306	PRKCZ,C1orf86	SKI,LOC100128003,C1orf86	LOC100128003	C1orf86	0.9017	306	1
10_MACS_peak_36672_lociStitched	chr9	137580079	137603788	10	21940	32744.4999	2010.5232	307	COL5A1		COL5A1	COL5A1	1.0474	307	1
9_MACS_peak_28498_lociStitched	chr3	50534419	50557359	9	21115	33230.884	2505.048	308	CACNA2D2	HEMK1,C3orf18	CACNA2D2	CACNA2D2	1.0610000000000002	308	1
3_MACS_peak_28424_lociStitched	chr3	50192732	50211967	3	18819	33095.741	2406.2985	309	SEMA3F	GNAT1,SLC38A3	SEMA3F	SLC38A3	1.6261999999999999	309	1
5_MACS_peak_35499_lociStitched	chr9	127245806	127265168	5	19236	32623.0338	1942.0086	310	NR5A1	GPR144	NR5A1	NR5A1	1.3107	310	1
2_MACS_peak_28769_lociStitched	chr3	195530500	195549312	2	18812	33818.3324	3166.0596	311	MUC4		MUC4	MUC4	0.7552	311	1
7_MACS_peak_20099_lociStitched	chr19	35986826	36006620	7	19411	32810.5344	2252.5572	312	DMKN	FFAR2,GAPDHS,TMEM147,KRTDAP,SBSN,ATP4A	DMKN	DMKN	1.3860999999999999	312	1
1_MACS_peak_16782_lociStitched	chr17	77771577	77783576	1	12000	31779.3515	1227.4977	313		CBX2,CBX8,CBX4	CBX8	CBX2	1.7261	313	1
2_MACS_peak_11609_lociStitched	chr16	821005	834239	2	13184	31942.9058	1457.0634	314	MSLNL	FAM173A,HAGHL,MSLN,MIR662,CHTF18,PRR25,CCDC78,NARFL,RPUSD1,GNG13	MSLNL	MIR662	1.6204999999999998	314	1
8_MACS_peak_7007_lociStitched	chr11	2305812	2326694	8	20325	32521.6268	2077.759	315	TSPAN32,C11orf21	ASCL2	C11orf21	C11orf21	1.4216	315	1
12_MACS_peak_19028_lociStitched	chr19	14286642	14311213	12	22862	33188.0497	2754.4091	316	LPHN1	ASF1B	LPHN1	LPHN1	0.9386	316	1
4_MACS_peak_7077_lociStitched	chr11	3210911	3226916	4	15517	32347.7055	1938.2055	317		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	MRGPRG	0.7827	317	1
4_MACS_peak_28371_lociStitched	chr3	48614751	48633006	4	17963	32094.1155	1799.943	318	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	MIR711	MIR711	1.2388	318	1
6_MACS_peak_34175_lociStitched	chr8	22003846	22022178	6	17956	32570.4644	2339.1632	319	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	LGI3	1.3425	319	1
3_MACS_peak_17488_lociStitched	chr19	2298820	2315401	3	16102	32754.1074	2538.5511	320	LINGO3	AMH,MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	LINGO3	1.1381	320	1
1_MACS_peak_14817_lociStitched	chr17	36283810	36294526	1	10717	33436.0632	3318.7452	321	TBC1D3,TBC1D3F	LOC284100	TBC1D3	TBC1D3	1.6567	321	1
5_MACS_peak_26823_lociStitched	chr22	42719428	42739469	5	19599	32219.9157	2210.5223	322			LOC388906	NONE	NONE	322	1
2_MACS_peak_285_lociStitched	chr1	2301514	2316855	2	15124	31666.8922	1731.9989	323	MORN1	RER1,LOC100129534,PEX10	MORN1	LOC100129534	2.0206	323	1
9_MACS_peak_35863_lociStitched	chr9	133249637	133271455	9	20714	31463.7378	1686.5314	324		ASS1	ASS1	ASS1	0.5864	324	1
9_MACS_peak_2445_lociStitched	chr1	17938973	17962299	9	22681	31975.2808	2204.307	325	ARHGEF10L		ARHGEF10L	ARHGEF10L	1.1075	325	1
1_MACS_peak_25243_lociStitched	chr21	44057341	44073586	1	16246	32155.353	2389.6395	326		PDE9A	PDE9A	PDE9A	1.8062	326	1
9_MACS_peak_37131_lociStitched	chr9	138935379	138955963	9	20201	31283.5632	1628.1944	327	NACC2		NACC2	NACC2	1.3323	327	1
3_MACS_peak_5990_lociStitched	chr10	102974457	102992775	3	18072	31512.4554	1905.072	328	FLJ41350,LBX1		LBX1	LBX1	1.4085999999999999	328	1
3_MACS_peak_37096_lociStitched	chr9	138625456	138644216	3	18666	30800.168	1198.764	329	KCNT1	SOHLH1	KCNT1	SOHLH1	1.6431	329	1
10_MACS_peak_20176_lociStitched	chr19	36338172	36361360	10	22321	31440.6092	1982.574	330	KIRREL2,APLP1,NPHS1	HCST,PRODH2,NFKBID,TYROBP	KIRREL2	KIRREL2	1.2539	330	1
3_MACS_peak_14747_lociStitched	chr17	34577019	34592171	3	15114	34090.4848	4709.2416	331	TBC1D3C	CCL4L1	TBC1D3C	TBC1D3C	0.9312	331	1
3_MACS_peak_586_lociStitched	chr1	3268519	3286664	3	17918	30835.613	1473.374	332	PRDM16		ARHGEF16	ARHGEF16	1.5086	332	1
10_MACS_peak_18469_lociStitched	chr19	8175790	8198644	10	21101	32340.6954	2982.447	333	FBN3		FBN3	FBN3	0.9530000000000001	333	1
5_MACS_peak_3434_lociStitched	chr1	22908231	22926052	5	17538	30894.4856	1789.2284	334	EPHA8	C1QA,C1QC	EPHA8	EPHA8	1.248	334	1
3_MACS_peak_17378_lociStitched	chr19	590390	603518	3	13087	30702.4536	1623.9336	335	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	HCN2	1.2158	335	1
9_MACS_peak_35191_lociStitched	chr8	145092806	145112334	9	17993	30713.6384	1659.88	336	SPATC1,OPLAH	GRINA,EXOSC4,GPAA1,CYC1,MAF1,PLEC,PARP10,SHARPIN	OPLAH	OPLAH	1.0309	336	1
5_MACS_peak_36408_lociStitched	chr9	136434428	136452780	5	18149	30510.2	1545.2384	337	ADAMTSL2,FAM163B	DBH,TMEM8C	FAM163B	FAM163B	1.6895	337	1
8_MACS_peak_37289_lociStitched	chr9	140198992	140217004	8	16646	30326.8044	1422.948	338	EXD3	COBRA1,C9orf167,NRARP	NRARP	NRARP	1.3619	338	1
2_MACS_peak_19670_lociStitched	chr19	18718016	18728955	2	10928	30022.0855	1125.6231	339	TMEM59L	C19orf50,UBA52,C19orf60,KLHL26,CRLF1	TMEM59L	TMEM59L	1.8086	339	1
17_MACS_peak_32417_lociStitched	chr7	100381843	100405520	17	20331	31147.0935	2287.1982	340	ZAN,EPHB4	SLC12A9	EPHB4	EPHB4	1.2278	340	1
12_MACS_peak_17610_lociStitched	chr19	3103671	3127782	12	21949	31889.2086	3069.3303	341	GNA11	GNA15,AES	GNA15	GNA15	0.9241	341	1
6_MACS_peak_25132_lociStitched	chr21	43159966	43177797	6	17677	31411.0896	2614.0246	342	RIPK4	NCRNA00112,C21orf129	RIPK4	NCRNA00112	1.4472	342	1
3_MACS_peak_25472_lociStitched	chr21	46141077	46157064	3	15972	30950.832	2223.7917	343		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	KRTAP10-12	1.6355	343	1
8_MACS_peak_27542_lociStitched	chr22	45905183	45926943	8	20833	30555.392	1908.352	344	FBLN1		FBLN1	FBLN1	1.0807	344	1
5_MACS_peak_34826_lociStitched	chr8	143531629	143549758	5	17779	29818.5792	1236.3978	345	BAI1	TSNARE1	BAI1	BAI1	1.0860999999999998	345	1
4_MACS_peak_9270_lociStitched	chr12	6928908	6942721	4	13505	30145.4912	1669.9917	346	CD4,GPR162,LEPREL2	LAG3,GNB3,USP5,TPI1,CDCA3,SPSB2	LEPREL2	LEPREL2	1.1434	346	1
8_MACS_peak_28452_lociStitched	chr3	50415998	50438339	8	21333	30873.0279	2403.8916	347	CACNA2D2	CYB561D2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	ZMYND10	0.07880000000000001	347	1
3_MACS_peak_11874_lociStitched	chr16	3078327	3093775	3	15387	30431.0152	2019.0536	348	CCDC64B	LOC283875,CLDN9,TNFRSF12A,THOC6,MMP25,IL32,PKMYT1,CLDN6,HCFC1R1,ZSCAN10	CCDC64B	LOC283875	2.3139000000000003	348	1
7_MACS_peak_35882_lociStitched	chr9	133290125	133310473	7	18490	30574.9048	2242.3496	349		ASS1	ASS1	ASS1	0.5864	349	1
4_MACS_peak_10073_lociStitched	chr13	114050250	114066553	4	15915	29896.4414	1677.5787	350		GRTP1,ADPRHL1	GRTP1	GRTP1	0.5377	350	1
7_MACS_peak_384_lociStitched	chr1	2715478	2735231	7	19231	29825.0547	1645.4249	351			MMEL1	MMEL1	1.069	351	1
1_MACS_peak_15507_lociStitched	chr17	48060803	48075757	1	14955	30467.2796	2328.3378	352	DLX3	DLX4	DLX3	DLX4	2.0273	352	1
11_MACS_peak_26417_lociStitched	chr22	36969723	36992947	11	22013	30945.98	2819.3936	353	CACNG2	EIF3D	EIF3D	NONE	NONE	353	1
3_MACS_peak_37276_lociStitched	chr9	140119953	140130997	3	10620	29360.474	1261.2248	354	C9orf169,LOC643596,SLC34A3	SSNA1,NDOR1,TUBB2C,C9orf173,COBRA1,C9orf167,ANAPC2,TPRN,TMEM203,RNF208,FAM166A	SLC34A3	SLC34A3	1.7718	354	1
7_MACS_peak_16844_lociStitched	chr17	77969352	77990297	7	20223	30257.147	2169.902	355	TBC1D16	CCDC40	TBC1D16	TBC1D16	1.3672	355	1
5_MACS_peak_14742_lociStitched	chr17	34489544	34504306	5	13990	32466.0666	4428.6	356	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	TBC1D3B	1.4139000000000002	356	1
4_MACS_peak_6782_lociStitched	chr11	1463417	1478859	4	15219	29265.6784	1340.3656	357	BRSK2	MOB2	MOB2	MOB2	0.8756999999999999	357	1
3_MACS_peak_25615_lociStitched	chr21	47357294	47375607	3	17789	30461.8442	2541.8444	358	PCBP3	COL6A1	COL6A1	COL6A1	1.6751	358	1
4_MACS_peak_17385_lociStitched	chr19	665093	679756	4	14315	29896.3907	1995.6343	359	FSTL3	FGF22,PALM,POLRMT,RNF126,PRSSL1	FSTL3	PALM	2.3564	359	1
12_MACS_peak_2870_lociStitched	chr1	19034303	19057115	12	20523	29826.69	1980.0816	360	PAX7		PAX7	PAX7	1.0821	360	1
3_MACS_peak_37231_lociStitched	chr9	139845899	139860977	3	14774	29414.1624	1578.6666	361	LCN12	C8G,PTGDS,LCNL1,C9orf142,FBXW5,CLIC3	LCN12	PTGDS	2.1756	361	1
1_MACS_peak_25586_lociStitched	chr21	46989271	47002627	1	13357	29395.2204	1588.0284	362		SLC19A1	SLC19A1	SLC19A1	0.06740000000000002	362	1
4_MACS_peak_9634_lociStitched	chr12	54341576	54356125	4	14243	29498.0975	1702.233	363	HOXC12,HOTAIR	HOXC13,HOXC11,HOXC10,MIR196A2,HOXC9,HOXC8	HOXC12	HOXC12	2.0274	363	1
1_MACS_peak_14756_lociStitched	chr17	34797308	34808190	1	10883	30964.731	3198.2198	364	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	TBC1D3G	1.5882	364	1
4_MACS_peak_15353_lociStitched	chr17	46690621	46707188	4	16127	29956.4494	2200.0976	365	HOXB8,HOXB9	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7,MIR196A1	HOXB9	HOXB9	1.6041	365	1
4_MACS_peak_311_lociStitched	chr1	2458174	2472090	4	13653	29297.3548	1566.9416	366	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	HES5	1.8636000000000001	366	1
3_MACS_peak_6987_lociStitched	chr11	2209164	2226721	3	17104	29648.5059	1926.0029	367		IGF2AS,IGF2,INS,TH	TH	TH	1.732	367	1
7_MACS_peak_21406_lociStitched	chr19	49092546	49111022	7	17491	29519.1052	1799.5624	368	SULT2B1,SPACA4,FAM83E	SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	SEC1	0.7569	368	1
2_MACS_peak_25794_lociStitched	chr22	19748681	19762301	2	13354	28967.016	1273.47	369	TBX1	SEPT5,SEPT5-GP1BB,GP1BB	TBX1	GP1BB	2.3145000000000002	369	1
6_MACS_peak_493_lociStitched	chr1	2986224	3004735	6	17843	28999.3326	1327.2387	370	PRDM16	ACTRT2,MIR4251,FLJ42875	PRDM16	MIR4251	1.4012	370	1
8_MACS_peak_13791_lociStitched	chr17	1193094	1214917	8	20793	30999.5715	3336.7367	371	TUSC5	BHLHA9	TUSC5	TUSC5	1.3050000000000002	371	1
2_MACS_peak_25788_lociStitched	chr22	19705912	19718231	2	11872	28906.5335	1272.5527	372	SEPT5-GP1BB,SEPT5,GP1BB	TBX1	GP1BB	GP1BB	2.3145000000000002	372	1
5_MACS_peak_16511_lociStitched	chr17	76554616	76573904	5	18988	29574.2904	1953.8744	373	DNAH17		DNAH17	DNAH17	0.9635	373	1
14_MACS_peak_7305_lociStitched	chr11	61349067	61372691	14	21493	30307.2296	2697.8608	374		RPLP0P2,SYT7	SYT7	SYT7	1.324	374	1
3_MACS_peak_2094_lociStitched	chr1	16383643	16400084	3	16229	29695.7342	2163.6356	375	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	CLCNKA	1.9742000000000002	375	1
1_MACS_peak_4788_lociStitched	chr1	155050689	155056984	1	6296	29060.238	1528.426	376	EFNA3	DCST1,ADAM15,EFNA4,EFNA1,DCST2	EFNA3	EFNA3	1.5903999999999998	376	1
7_MACS_peak_499_lociStitched	chr1	3005368	3025386	7	19231	29000.0766	1471.323	377	PRDM16	MIR4251,FLJ42875	MIR4251	MIR4251	1.4012	377	1
2_MACS_peak_29061_lociStitched	chr4	3821046	3838444	2	17332	28950.272	1430.1156	378			ADRA2C	ADRA2C	0.7223999999999999	378	1
8_MACS_peak_26917_lociStitched	chr22	43593335	43611852	8	17132	29492.0259	1975.7639	379	SCUBE1	TSPO,TTLL12	TTLL12	TSPO	0.0807	379	1
11_MACS_peak_13643_lociStitched	chr17	743108	764737	11	20415	29633.8929	2123.9678	380	NXN		GLOD4	NONE	NONE	380	1
10_MACS_peak_26684_lociStitched	chr22	38835350	38857565	10	21064	30099.1035	2645.8065	381	KCNJ4	KDELR3,LOC400927,DDX17	KCNJ4	KCNJ4	0.6660999999999999	381	1
2_MACS_peak_30693_lociStitched	chr5	176299995	176312804	2	12746	28830.4972	1439.7316	382	UNC5A,HK3		HK3	HK3	0.9551000000000001	382	1
6_MACS_peak_11588_lociStitched	chr16	740815	755476	6	14347	28374.8994	988.1514	383	FBXL16	FAM195A,WDR90,RHOT2,RHBDL1,STUB1,METRN,FAM173A,HAGHL,JMJD8,WDR24,CCDC78,NARFL	FBXL16	FBXL16	1.6588	383	1
2_MACS_peak_17845_lociStitched	chr19	4511670	4524359	2	12381	29309.0522	1994.7108	384	PLIN4,PLIN5	HDGFRP2,LRG1,SEMA6B	PLIN4	LRG1	1.6977000000000002	384	1
5_MACS_peak_24748_lociStitched	chr20	61713325	61730549	5	16734	28905.3168	1625.9456	385	LOC63930,HAR1B	LOC100144597,HAR1A,NCRNA00029	HAR1A	LOC100144597	1.3292000000000002	385	1
3_MACS_peak_13380_lociStitched	chr16	88491301	88509431	3	17696	28021.728	785.029	386	ZNF469	ZFPM1	ZNF469	ZNF469	1.3587	386	1
3_MACS_peak_32540_lociStitched	chr7	100810170	100825174	3	14629	28755.166	1594.9252	387	C7orf52	SERPINE1,AP1S1,ZNHIT1,VGF,MOGAT3,PLOD3	C7orf52	C7orf52	1.4717	387	1
6_MACS_peak_26891_lociStitched	chr22	42929734	42947649	6	16950	30650.7735	3534.6295	388		SERHL,SERHL2,RRP7A,RRP7B	SERHL2	SERHL	0.8496	388	1
12_MACS_peak_37490_lociStitched	chrX	152790244	152814030	12	21108	28576.5004	1505.6538	389	ATP2B3	BGN	ATP2B3	BGN	0.9333	389	1
3_MACS_peak_17741_lociStitched	chr19	3582007	3596911	3	14446	29164.1472	2116.368	390	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	GIPC3	1.6185	390	1
2_MACS_peak_11464_lociStitched	chr15	89902372	89916641	2	14152	28555.1228	1523.9292	391	MIR9-3	LOC254559,POLG	MIR9-3	MIR9-3	1.8820999999999999	391	1
10_MACS_peak_2418_lociStitched	chr1	17883032	17905283	10	21267	28979.7024	2058.2175	392	ARHGEF10L	ARHGEF10L	ARHGEF10L	ARHGEF10L	1.1075	392	1
7_MACS_peak_11835_lociStitched	chr16	2855255	2873210	7	17552	28886.004	1971.459	393	PRSS21	PRSS41,ZG16B,TCEB2,PRSS33,PRSS30P,PRSS22	PRSS21	ZG16B	1.6341	393	1
4_MACS_peak_15332_lociStitched	chr17	45922834	45939243	4	16175	28881.4809	1988.7708	394	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	SP6	1.2513	394	1
5_MACS_peak_14879_lociStitched	chr17	37751717	37766962	5	14726	28360.2735	1472.667	395	NEUROD2	PPP1R1B,STARD3	NEUROD2	NEUROD2	1.5819999999999999	395	1
6_MACS_peak_18481_lociStitched	chr19	8202650	8220594	6	17578	29300.7576	2492.4216	396	FBN3		FBN3	FBN3	0.9530000000000001	396	1
5_MACS_peak_18119_lociStitched	chr19	5852130	5869465	5	17152	29483.368	2780.534	397	FUT5	NRTN,VMAC,CAPS,FUT6,FUT3,NDUFA11	FUT3	FUT3	1.2244	397	1
5_MACS_peak_15544_lociStitched	chr17	48634031	48650609	5	15924	28552.2894	1909.7856	398	CACNA1G	MYCBPAP,EPN3,SPATA20	CACNA1G	CACNA1G	1.5920999999999998	398	1
5_MACS_peak_96_lociStitched	chr1	1171659	1185022	5	12541	27757.6236	1115.8105	399	FAM132A	B3GALT6,SCNN1D,TNFRSF18,TNFRSF4,SDF4,UBE2J2	FAM132A	TNFRSF18	2.5108	399	1
3_MACS_peak_34172_lociStitched	chr8	21980379	21992953	3	12076	27728.1848	1154.2932	400	HR	FAM160B2,SFTPC,BMP1,NUDT18,REEP4,LGI3	HR	LGI3	1.3425	400	1
7_MACS_peak_300_lociStitched	chr1	2413571	2430122	7	15361	27847.0575	1279.3923	401	PLCH2	PANK4,HES5	PLCH2	HES5	1.8636000000000001	401	1
1_MACS_peak_32_lociStitched	chr1	870220	878938	1	8719	27365.802	868.3128	402	SAMD11	KLHL17,PLEKHN1,FLJ39609,NOC2L,C1orf170	SAMD11	FLJ39609	3.0317000000000003	402	1
9_MACS_peak_32352_lociStitched	chr7	100226460	100247568	9	19278	28698.4368	2256.4452	403	TFR2,ACTL6B	FBXO24,PCOLCE,MOSPD3,GNB2,LRCH4,GIGYF1	TFR2	TFR2	1.2352999999999998	403	1
3_MACS_peak_28025_lociStitched	chr22	51039394	51052105	3	12249	27685.8291	1252.0335	404	MAPK8IP2	LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	MAPK8IP2	1.5203	404	1
2_MACS_peak_21101_lociStitched	chr19	46987136	47000660	2	13521	27763.4196	1411.9056	405	PNMAL2	PNMAL1	PNMAL2	PNMAL2	1.784	405	1
11_MACS_peak_16686_lociStitched	chr17	77524732	77546264	11	20159	28056.196	1759.1644	406		RBFOX3	RBFOX3	RBFOX3	1.4731	406	1
5_MACS_peak_11635_lociStitched	chr16	916942	933658	5	16326	27840.498	1619.7804	407	LMF1		PRR25	PRR25	1.0954000000000002	407	1
6_MACS_peak_27153_lociStitched	chr22	44742056	44763404	6	20281	28418.4576	2207.3832	408		KIAA1644	KIAA1644	KIAA1644	1.0309	408	1
5_MACS_peak_7521_lociStitched	chr11	64321391	64340048	5	18035	27994.8285	1819.0575	409	SLC22A11	SLC22A12	SLC22A11	SLC22A12	1.1601	409	1
5_MACS_peak_4874_lociStitched	chr1	156842646	156858849	5	15778	28706.8551	2555.2131	410	NTRK1	PEAR1,C1orf92,INSRR,MIR765	PEAR1	PEAR1	1.788	410	1
8_MACS_peak_18344_lociStitched	chr19	7720090	7739359	8	18562	29198.3157	3056.0634	411	RETN	LOC100131801,STXBP2,C19orf59,TRAPPC5,XAB2,PCP2,FCER2	RETN	RETN	1.4326999999999999	411	1
6_MACS_peak_11379_lociStitched	chr15	79054707	79072851	6	17543	28019.7792	1925.0784	412	ADAMTS7	LOC646938	LOC646938	LOC646938	0.1334	412	1
9_MACS_peak_22028_lociStitched	chr19	55643101	55662785	9	18263	28045.7632	1986.1156	413	TNNT1	PPP1R12C,TNNI3,C19orf51,SYT5	TNNT1	SYT5	1.3546	413	1
3_MACS_peak_31005_lociStitched	chr6	30422443	30438163	3	14840	28250.412	2213.376	414		HLA-E	HLA-E	HLA-E	0.027099999999999985	414	1
8_MACS_peak_9668_lociStitched	chr12	54585550	54605435	8	19145	28564.8025	2700.383	415		SMUG1,CBX5	SMUG1	SMUG1	0.16640000000000002	415	1
2_MACS_peak_4882_lociStitched	chr1	156889512	156900799	2	11027	27922.9093	2084.7089	416	C1orf92	PEAR1,MIR765	C1orf92	PEAR1	1.788	416	1
16_MACS_peak_18301_lociStitched	chr19	7543173	7566544	16	21403	29360.9873	3648.2131	417	C19orf45,PEX11G	ARHGEF18,ZNF358,MCOLN1,PNPLA6,LOC100128573	PEX11G	PEX11G	0.8286	417	1
4_MACS_peak_5681_lociStitched	chr10	73045003	73063053	4	17558	27623.72	1915.105	418	UNC5B	SLC29A3	SLC29A3	NONE	NONE	418	1
2_MACS_peak_17727_lociStitched	chr19	3437709	3450570	2	12627	27712.8828	2028.1797	419	NFIC	C19orf77	C19orf77	C19orf77	1.3755	419	1
6_MACS_peak_14808_lociStitched	chr17	35287228	35300214	6	12285	26969.3248	1327.1692	420	LHX1	AATF	LHX1	LHX1	1.6055	420	1
7_MACS_peak_22046_lociStitched	chr19	55681978	55699300	7	16599	27593.946	1997.2266	421	SYT5,PTPRH	TNNT1,TNNI3,C19orf51,TMEM86B	SYT5	SYT5	1.3546	421	1
2_MACS_peak_37235_lociStitched	chr9	139873717	139886393	2	12614	26955.514	1437.4584	422	PTGDS,LCNL1	C8G,LCN12,C9orf142,C9orf139,FBXW5,CLIC3,ABCA2,FUT7	LCNL1	LCNL1	1.9384000000000001	422	1
6_MACS_peak_31884_lociStitched	chr7	2714812	2732622	6	16980	27464.801	2023.216	423	AMZ1	TTYH3	AMZ1	TTYH3	1.4893	423	1
5_MACS_peak_25360_lociStitched	chr21	45667144	45681734	5	14191	27684.525	2284.794	424	DNMT3L	AIRE,PFKL,ICOSLG	DNMT3L	AIRE	1.9144	424	1
10_MACS_peak_3586_lociStitched	chr1	23195855	23214290	10	17618	27768.6405	2370.741	425	EPHB2	MIR4253	MIR4253	MIR4253	0.9687000000000001	425	1
4_MACS_peak_26832_lociStitched	chr22	42749480	42765266	4	15242	27191.385	1829.5974	426			NFAM1	NFAM1	1.1761	426	1
4_MACS_peak_11868_lociStitched	chr16	3055371	3069845	4	14175	26746.5046	1451.7422	427	CLDN9,CLDN6	KREMEN2,PAQR4,LOC283875,TNFRSF12A,THOC6,MMP25,IL32,PKMYT1,HCFC1R1,CCDC64B	CLDN9	LOC283875	2.3139000000000003	427	1
6_MACS_peak_4868_lociStitched	chr1	156826291	156841784	6	14637	28373.8802	3097.0507	428	NTRK1,INSRR	PEAR1,C1orf92,SH2D2A	NTRK1	PEAR1	1.788	428	1
11_MACS_peak_18398_lociStitched	chr19	7851331	7870992	11	18422	28091.6368	2829.2179	429	CLEC4GP1	CLEC4M,EVI5L,CD209	CLEC4GP1	CLEC4GP1	1.1124	429	1
11_MACS_peak_24575_lociStitched	chr20	60443063	60463257	11	18655	26958.99	1748.8004	430	CDH4		MIR1257	MIR1257	0.5034000000000001	430	1
1_MACS_peak_7373_lociStitched	chr11	61501406	61514216	1	12811	26553.849	1416.786	431	DAGLA	C11orf9,FEN1,DKFZP434K028,MIR611,C11orf10	C11orf9	DKFZP434K028	1.5993	431	1
2_MACS_peak_513_lociStitched	chr1	3048164	3062979	2	14794	26155.8825	1029.6425	432	PRDM16	MIR4251	MIR4251	MIR4251	1.4012	432	1
1_MACS_peak_28903_lociStitched	chr4	1795585	1807751	1	12167	26169.066	1065.7416	433	FGFR3		FGFR3	FGFR3	1.4047999999999998	433	1
13_MACS_peak_8122_lociStitched	chr11	69942230	69963139	13	19383	26911.9739	1810.7194	434	ANO1		ANO1	ANO1	1.0357	434	1
5_MACS_peak_16926_lociStitched	chr17	78409636	78427328	5	17066	26684.8436	1682.5092	435	FLJ35220	FLJ35220,LOC100294362,NPTX1	LOC100294362	NPTX1	1.9324000000000001	435	1
4_MACS_peak_35096_lociStitched	chr8	144474198	144490151	4	15817	26663.8442	1675.065	436		RHPN1,C8orf51,MAFA	MAFA	MAFA	1.6034	436	1
5_MACS_peak_7066_lociStitched	chr11	2937409	2951559	5	13812	26473.235	1485.75	437	SLC22A18,PHLDA2	KCNQ1DN,CDKN1C,SLC22A18AS,SNORA54	PHLDA2	PHLDA2	1.488	437	1
