REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X24_0F2A_0229Kronos_MM1S.KB.1hr.2_H3K27me3_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
7_MACS_peak_5062_lociStitched	chr1	202153335	202172757	7	18250	37301.8932	3719.313	295	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	LGR6	0.5558000000000001	295	1
7_MACS_peak_20099_lociStitched	chr19	35986826	36006620	7	19411	32810.5344	2252.5572	296	DMKN	FFAR2,GAPDHS,TMEM147,KRTDAP,SBSN,ATP4A	DMKN	DMKN	1.3860999999999999	296	1
1_MACS_peak_11801_lociStitched	chr16	2324933	2342161	1	17229	37198.6976	1703.8492	297	ABCA3	DNASE1L2,MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	MIR940	0.3761	297	1
5_MACS_peak_26823_lociStitched	chr22	42719428	42739469	5	19599	32219.9157	2210.5223	298			LOC388906	NONE	NONE	298	1
7_MACS_peak_16844_lociStitched	chr17	77969352	77990297	7	20223	30257.147	2169.902	299	TBC1D16	CCDC40	TBC1D16	TBC1D16	1.3672	299	1
11_MACS_peak_13643_lociStitched	chr17	743108	764737	11	20415	29633.8929	2123.9678	300	NXN		GLOD4	NONE	NONE	300	1
5_MACS_peak_35499_lociStitched	chr9	127245806	127265168	5	19236	32623.0338	1942.0086	301	NR5A1	GPR144	NR5A1	NR5A1	1.3107	301	1
4_MACS_peak_28596_lociStitched	chr3	128169215	128188486	4	18596	34379.464	2412.7292	302	DNAJB8	LOC90246,GATA2	DNAJB8	GATA2	2.0671	302	1
6_MACS_peak_24687_lociStitched	chr20	61352591	61371374	6	18054	35195.5854	2319.7005	303	NTSR1		NTSR1	NTSR1	1.6576	303	1
2_MACS_peak_6939_lociStitched	chr11	1937502	1954027	2	16490	37480.3525	1412.8875	304	TNNT3	LSP1,MRPL23	TNNT3	TNNT3	1.9251	304	1
4_MACS_peak_17758_lociStitched	chr19	3727920	3746289	4	18151	35444.8224	2909.6496	305	TJP3	MRPL54,PIP5K1C,APBA3,RAX2,MATK	TJP3	MATK	1.4297	305	1
1_MACS_peak_32866_lociStitched	chr7	151077519	151094464	1	16946	37484.0345	2567.1675	306	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	LOC100131176	0.6837	306	1
3_MACS_peak_28424_lociStitched	chr3	50192732	50211967	3	18819	33095.741	2406.2985	307	SEMA3F	GNAT1,SLC38A3	SEMA3F	SLC38A3	1.6261999999999999	307	1
5_MACS_peak_17847_lociStitched	chr19	4525145	4542513	5	17108	37348.1472	2794.5112	308	PLIN5,LRG1	PLIN4,SEMA6B	PLIN5	PLIN5	2.1831	308	1
2_MACS_peak_28769_lociStitched	chr3	195530500	195549312	2	18812	33818.3324	3166.0596	309	MUC4		MUC4	MUC4	0.7552	309	1
4_MACS_peak_16979_lociStitched	chr17	79094104	79111266	4	16797	36321.6568	1326.6226	310	MIR3065,AATK,MIR657,MIR338,MIR1250	LOC388428	MIR338	LOC388428	1.9280999999999997	310	1
6_MACS_peak_27153_lociStitched	chr22	44742056	44763404	6	20281	28418.4576	2207.3832	311		KIAA1644	KIAA1644	KIAA1644	1.0309	311	1
3_MACS_peak_17054_lociStitched	chr17	79759049	79773570	3	14351	40439.5329	1399.8244	312	GCGR	FAM195B,DYSFIP1,P4HB	GCGR	GCGR	2.0965999999999996	312	1
11_MACS_peak_16686_lociStitched	chr17	77524732	77546264	11	20159	28056.196	1759.1644	313		RBFOX3	RBFOX3	RBFOX3	1.4731	313	1
3_MACS_peak_22110_lociStitched	chr19	55995799	56013522	3	17487	34776.0706	1579.1193	314	ZNF628,NAT14,SSC5D	SHISA7,ISOC2,SBK2	SSC5D	SSC5D	1.4169	314	1
1_MACS_peak_6905_lociStitched	chr11	1843477	1858920	1	15444	38568.8925	1511.8697	315	SYT8	TNNI2,LSP1,MIR4298	SYT8	SYT8	1.8835	315	1
9_MACS_peak_14466_lociStitched	chr17	18977916	18999988	9	21175	24782.4416	2745.7568	316		GRAPL,GRAP	GRAP	GRAPL	0.32899999999999996	316	1
4_MACS_peak_3218_lociStitched	chr1	21040843	21058645	4	17362	35290.6848	2380.1274	317	KIF17,SH2D5		KIF17	KIF17	0.9892000000000001	317	1
7_MACS_peak_384_lociStitched	chr1	2715478	2735231	7	19231	29825.0547	1645.4249	318			MMEL1	MMEL1	1.069	318	1
3_MACS_peak_37096_lociStitched	chr9	138625456	138644216	3	18666	30800.168	1198.764	319	KCNT1	SOHLH1	KCNT1	SOHLH1	1.6431	319	1
2_MACS_peak_25382_lociStitched	chr21	45783753	45801097	2	17284	35260.352	2480.192	320	TRPM2	C21orf2	TRPM2	TRPM2	1.1578	320	1
7_MACS_peak_499_lociStitched	chr1	3005368	3025386	7	19231	29000.0766	1471.323	321	PRDM16	MIR4251,FLJ42875	MIR4251	MIR4251	1.4012	321	1
4_MACS_peak_25244_lociStitched	chr21	44074169	44090266	4	15894	37201.7767	2251.9703	322	PDE9A		PDE9A	PDE9A	1.8062	322	1
5_MACS_peak_16511_lociStitched	chr17	76554616	76573904	5	18988	29574.2904	1953.8744	323	DNAH17		DNAH17	DNAH17	0.9635	323	1
4_MACS_peak_28371_lociStitched	chr3	48614751	48633006	4	17963	32094.1155	1799.943	324	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	MIR711	MIR711	1.2388	324	1
6_MACS_peak_34175_lociStitched	chr8	22003846	22022178	6	17956	32570.4644	2339.1632	325	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	LGI3	1.3425	325	1
17_MACS_peak_19607_lociStitched	chr19	18340300	18362320	17	19825	27133.044	2164.566	326	PDE4C,LOC729966	MPV17L2,MIR3188,RAB3A,PDE4C,KIAA1683,JUND	PDE4C	PDE4C	1.1500000000000001	326	1
3_MACS_peak_14819_lociStitched	chr17	36334207	36350103	3	15833	40750.9856	6073.8616	327	TBC1D3,TBC1D3F		TBC1D3	TBC1D3	1.6567	327	1
3_MACS_peak_35994_lociStitched	chr9	133898995	133915336	3	16309	35343.9489	1650.441	328	LAMC3		LAMC3	LAMC3	1.4072	328	1
9_MACS_peak_32352_lociStitched	chr7	100226460	100247568	9	19278	28698.4368	2256.4452	329	TFR2,ACTL6B	FBXO24,PCOLCE,MOSPD3,GNB2,LRCH4,GIGYF1	TFR2	TFR2	1.2352999999999998	329	1
3_MACS_peak_5990_lociStitched	chr10	102974457	102992775	3	18072	31512.4554	1905.072	330	FLJ41350,LBX1		LBX1	LBX1	1.4085999999999999	330	1
7_MACS_peak_35882_lociStitched	chr9	133290125	133310473	7	18490	30574.9048	2242.3496	331		ASS1	ASS1	ASS1	0.5864	331	1
5_MACS_peak_6700_lociStitched	chr11	1071096	1089125	5	17198	32630.6871	1249.4097	332	MUC2	MUC6	MUC2	MUC2	1.3557000000000001	332	1
2_MACS_peak_25490_lociStitched	chr21	46343833	46357212	2	13321	40086.1598	1796.7997	333	ITGB2,C21orf67	C21orf70,ITGB2	ITGB2	ITGB2	2.7713	333	1
5_MACS_peak_36408_lociStitched	chr9	136434428	136452780	5	18149	30510.2	1545.2384	334	ADAMTSL2,FAM163B	DBH,TMEM8C	FAM163B	FAM163B	1.6895	334	1
4_MACS_peak_4792_lociStitched	chr1	155088539	155104560	4	15789	36893.1588	2765.2246	335	EFNA1	EFNA3,SLC50A1,TRIM46,DPM3,KRTCAP2	EFNA1	EFNA3	1.5903999999999998	335	1
10_MACS_peak_18509_lociStitched	chr19	8271805	8293054	10	19575	27139.2228	2430.8856	336	LASS4		LASS4	LASS4	0.8525	336	1
3_MACS_peak_586_lociStitched	chr1	3268519	3286664	3	17918	30835.613	1473.374	337	PRDM16		ARHGEF16	ARHGEF16	1.5086	337	1
8_MACS_peak_9668_lociStitched	chr12	54585550	54605435	8	19145	28564.8025	2700.383	338		SMUG1,CBX5	SMUG1	SMUG1	0.16640000000000002	338	1
9_MACS_peak_35191_lociStitched	chr8	145092806	145112334	9	17993	30713.6384	1659.88	339	SPATC1,OPLAH	GRINA,EXOSC4,GPAA1,CYC1,MAF1,PLEC,PARP10,SHARPIN	OPLAH	OPLAH	1.0309	339	1
13_MACS_peak_8122_lociStitched	chr11	69942230	69963139	13	19383	26911.9739	1810.7194	340	ANO1		ANO1	ANO1	1.0357	340	1
4_MACS_peak_25375_lociStitched	chr21	45761491	45779227	4	16828	34530.2184	2757.948	341	TRPM2	PFKL,C21orf2	TRPM2	TRPM2	1.1578	341	1
10_MACS_peak_16653_lociStitched	chr17	77465740	77487051	10	19860	25287.6326	1926.5144	342	RBFOX3		RBFOX3	RBFOX3	1.4731	342	1
9_MACS_peak_31239_lociStitched	chr6	33988752	34008840	9	19230	26859.6648	2055.0024	343	GRM4	MIR1275	MIR1275	MIR1275	0.5941000000000001	343	1
2_MACS_peak_15500_lociStitched	chr17	48015431	48031988	2	16486	33455.0742	1769.9433	344		DLX4,DLX3	DLX4	DLX4	2.0273	344	1
13_MACS_peak_11648_lociStitched	chr16	953464	974358	13	19122	26481.0556	1619.285	345	LMF1		LMF1	LMF1	1.0231	345	1
5_MACS_peak_34826_lociStitched	chr8	143531629	143549758	5	17779	29818.5792	1236.3978	346	BAI1	TSNARE1	BAI1	BAI1	1.0860999999999998	346	1
6_MACS_peak_25132_lociStitched	chr21	43159966	43177797	6	17677	31411.0896	2614.0246	347	RIPK4	NCRNA00112,C21orf129	RIPK4	NCRNA00112	1.4472	347	1
5_MACS_peak_3434_lociStitched	chr1	22908231	22926052	5	17538	30894.4856	1789.2284	348	EPHA8	C1QA,C1QC	EPHA8	EPHA8	1.248	348	1
7_MACS_peak_14168_lociStitched	chr17	7185243	7203334	7	16754	32963.6111	2046.0921	349	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	YBX2	YBX2	1.7362	349	1
8_MACS_peak_18344_lociStitched	chr19	7720090	7739359	8	18562	29198.3157	3056.0634	350	RETN	LOC100131801,STXBP2,C19orf59,TRAPPC5,XAB2,PCP2,FCER2	RETN	RETN	1.4326999999999999	350	1
3_MACS_peak_25615_lociStitched	chr21	47357294	47375607	3	17789	30461.8442	2541.8444	351	PCBP3	COL6A1	COL6A1	COL6A1	1.6751	351	1
6_MACS_peak_493_lociStitched	chr1	2986224	3004735	6	17843	28999.3326	1327.2387	352	PRDM16	ACTRT2,MIR4251,FLJ42875	PRDM16	MIR4251	1.4012	352	1
11_MACS_peak_29426_lociStitched	chr4	7472387	7493495	11	18861	26382.8892	1724.5236	353	SORCS2	MIR4274,PSAPL1	MIR4274	PSAPL1	1.1223999999999998	353	1
4_MACS_peak_36079_lociStitched	chr9	134999691	135019054	4	18821	27075.2829	2370.0312	354		NTNG2,MED27	NTNG2	NTNG2	1.4551999999999998	354	1
11_MACS_peak_24575_lociStitched	chr20	60443063	60463257	11	18655	26958.99	1748.8004	355	CDH4		MIR1257	MIR1257	0.5034000000000001	355	1
9_MACS_peak_22028_lociStitched	chr19	55643101	55662785	9	18263	28045.7632	1986.1156	356	TNNT1	PPP1R12C,TNNI3,C19orf51,SYT5	TNNT1	SYT5	1.3546	356	1
3_MACS_peak_32748_lociStitched	chr7	128482789	128498546	3	15706	34912.7849	2933.9534	357	FLNC	ATP6V1F,LOC100130705	ATP6V1F	ATP6V1F	0.08900000000000002	357	1
11_MACS_peak_18398_lociStitched	chr19	7851331	7870992	11	18422	28091.6368	2829.2179	358	CLEC4GP1	CLEC4M,EVI5L,CD209	CLEC4GP1	CLEC4GP1	1.1124	358	1
3_MACS_peak_13380_lociStitched	chr16	88491301	88509431	3	17696	28021.728	785.029	359	ZNF469	ZFPM1	ZNF469	ZNF469	1.3587	359	1
7_MACS_peak_21406_lociStitched	chr19	49092546	49111022	7	17491	29519.1052	1799.5624	360	SULT2B1,SPACA4,FAM83E	SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	SEC1	0.7569	360	1
5_MACS_peak_7521_lociStitched	chr11	64321391	64340048	5	18035	27994.8285	1819.0575	361	SLC22A11	SLC22A12	SLC22A11	SLC22A12	1.1601	361	1
3_MACS_peak_6684_lociStitched	chr11	843094	858757	3	15598	33388.8171	1531.8414	362	TSPAN4	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD,POLR2L	TSPAN4	TSPAN4	1.1915	362	1
2_MACS_peak_29061_lociStitched	chr4	3821046	3838444	2	17332	28950.272	1430.1156	363			ADRA2C	ADRA2C	0.7223999999999999	363	1
7_MACS_peak_11835_lociStitched	chr16	2855255	2873210	7	17552	28886.004	1971.459	364	PRSS21	PRSS41,ZG16B,TCEB2,PRSS33,PRSS30P,PRSS22	PRSS21	ZG16B	1.6341	364	1
6_MACS_peak_18481_lociStitched	chr19	8202650	8220594	6	17578	29300.7576	2492.4216	365	FBN3		FBN3	FBN3	0.9530000000000001	365	1
3_MACS_peak_17488_lociStitched	chr19	2298820	2315401	3	16102	32754.1074	2538.5511	366	LINGO3	AMH,MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	LINGO3	1.1381	366	1
8_MACS_peak_37289_lociStitched	chr9	140198992	140217004	8	16646	30326.8044	1422.948	367	EXD3	COBRA1,C9orf167,NRARP	NRARP	NRARP	1.3619	367	1
3_MACS_peak_6987_lociStitched	chr11	2209164	2226721	3	17104	29648.5059	1926.0029	368		IGF2AS,IGF2,INS,TH	TH	TH	1.732	368	1
1_MACS_peak_25243_lociStitched	chr21	44057341	44073586	1	16246	32155.353	2389.6395	369		PDE9A	PDE9A	PDE9A	1.8062	369	1
2_MACS_peak_14751_lociStitched	chr17	34742090	34758112	2	15710	35664.972	4772.9538	370	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	TBC1D3G	1.5882	370	1
8_MACS_peak_26917_lociStitched	chr22	43593335	43611852	8	17132	29492.0259	1975.7639	371	SCUBE1	TSPO,TTLL12	TTLL12	TSPO	0.0807	371	1
7_MACS_peak_2224_lociStitched	chr1	17418995	17437579	7	18019	26545.3856	1726.4536	372	PADI2	SDHB	PADI2	PADI2	1.1834	372	1
5_MACS_peak_20081_lociStitched	chr19	35825444	35843944	5	17973	26976.7	2044.25	373	CD22,FFAR1	MAG,FFAR3	FFAR1	FFAR1	1.0070999999999999	373	1
6_MACS_peak_11379_lociStitched	chr15	79054707	79072851	6	17543	28019.7792	1925.0784	374	ADAMTS7	LOC646938	LOC646938	LOC646938	0.1334	374	1
20_MACS_peak_33971_lociStitched	chr8	7423502	7444362	20	18347	25924.808	2496.942	375	FAM90A7		FAM90A7	FAM90A7	0.5737	375	1
4_MACS_peak_5681_lociStitched	chr10	73045003	73063053	4	17558	27623.72	1915.105	376	UNC5B	SLC29A3	SLC29A3	NONE	NONE	376	1
5_MACS_peak_18119_lociStitched	chr19	5852130	5869465	5	17152	29483.368	2780.534	377	FUT5	NRTN,VMAC,CAPS,FUT6,FUT3,NDUFA11	FUT3	FUT3	1.2244	377	1
10_MACS_peak_3586_lociStitched	chr1	23195855	23214290	10	17618	27768.6405	2370.741	378	EPHB2	MIR4253	MIR4253	MIR4253	0.9687000000000001	378	1
6_MACS_peak_26891_lociStitched	chr22	42929734	42947649	6	16950	30650.7735	3534.6295	379		SERHL,SERHL2,RRP7A,RRP7B	SERHL2	SERHL	0.8496	379	1
4_MACS_peak_7077_lociStitched	chr11	3210911	3226916	4	15517	32347.7055	1938.2055	380		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	MRGPRG	0.7827	380	1
6_MACS_peak_8138_lociStitched	chr11	69972233	69991063	6	17867	26205.711	1749.307	381	ANO1		ANO1	ANO1	1.0357	381	1
5_MACS_peak_24748_lociStitched	chr20	61713325	61730549	5	16734	28905.3168	1625.9456	382	LOC63930,HAR1B	LOC100144597,HAR1A,NCRNA00029	HAR1A	LOC100144597	1.3292000000000002	382	1
2_MACS_peak_24643_lociStitched	chr20	60788811	60803590	2	14347	33552.7637	1448.342	383	HRH3	GTPBP5,OSBPL2	HRH3	HRH3	2.0063	383	1
3_MACS_peak_25472_lociStitched	chr21	46141077	46157064	3	15972	30950.832	2223.7917	384		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	KRTAP10-12	1.6355	384	1
9_MACS_peak_6797_lociStitched	chr11	1590723	1609997	9	17798	25684.5324	1773.208	385	LOC338651,MOB2,DUSP8,KRTAP5-1	KRTAP5-5,KRTAP5-2,KRTAP5-3,KRTAP5-4	KRTAP5-1	KRTAP5-5	1.6389	385	1
1_MACS_peak_32095_lociStitched	chr7	44267335	44280651	1	13317	35215.4936	1420.8172	386	CAMK2B	YKT6,GCK	YKT6	GCK	0.109	386	1
8_MACS_peak_16910_lociStitched	chr17	78150249	78169642	8	17660	26271.6971	2088.6261	387	CARD14	SLC26A11,EIF4A3,SGSH	CARD14	CARD14	0.6365999999999999	387	1
8_MACS_peak_21225_lociStitched	chr19	48214702	48233848	8	17737	25632.6648	1995.0132	388	EHD2	GLTSCR2,SNORD23,SEPW1	EHD2	EHD2	0.9045000000000001	388	1
4_MACS_peak_7595_lociStitched	chr11	64502178	64517333	4	14528	33100.0355	1800.414	389	RASGRP2,PYGM	NRXN2,SF1	RASGRP2	RASGRP2	1.688	389	1
8_MACS_peak_24832_lociStitched	chr20	62133488	62151889	8	17492	26131.2601	1882.4223	390		PPDPF,C20orf195,KCNQ2,EEF1A2,PTK6,SRMS,PRIC285	PPDPF	SRMS	1.7827	390	1
3_MACS_peak_2094_lociStitched	chr1	16383643	16400084	3	16229	29695.7342	2163.6356	391	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	CLCNKA	1.9742000000000002	391	1
4_MACS_peak_15353_lociStitched	chr17	46690621	46707188	4	16127	29956.4494	2200.0976	392	HOXB8,HOXB9	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7,MIR196A1	HOXB9	HOXB9	1.6041	392	1
4_MACS_peak_10073_lociStitched	chr13	114050250	114066553	4	15915	29896.4414	1677.5787	393		GRTP1,ADPRHL1	GRTP1	GRTP1	0.5377	393	1
2_MACS_peak_285_lociStitched	chr1	2301514	2316855	2	15124	31666.8922	1731.9989	394	MORN1	RER1,LOC100129534,PEX10	MORN1	LOC100129534	2.0206	394	1
6_MACS_peak_31884_lociStitched	chr7	2714812	2732622	6	16980	27464.801	2023.216	395	AMZ1	TTYH3	AMZ1	TTYH3	1.4893	395	1
15_MACS_peak_31651_lociStitched	chr7	1278119	1298561	15	17672	24630.5658	1340.9952	396		UNCX	UNCX	UNCX	0.6599	396	1
9_MACS_peak_6896_lociStitched	chr11	1823065	1842672	9	17512	25643.9953	1931.2895	397		SYT8,TNNI2,LSP1,CTSD,MOB2,MIR4298	SYT8	SYT8	1.8835	397	1
5_MACS_peak_16926_lociStitched	chr17	78409636	78427328	5	17066	26684.8436	1682.5092	398	FLJ35220	FLJ35220,LOC100294362,NPTX1	LOC100294362	NPTX1	1.9324000000000001	398	1
6_MACS_peak_28997_lociStitched	chr4	3701283	3719523	6	17132	25999.296	1451.904	399		ADRA2C,LOC100133461	LOC100133461	LOC100133461	1.1888	399	1
5_MACS_peak_28168_lociStitched	chr3	13668312	13686154	5	17178	26293.7554	1916.2308	400	FBLN2	LOC285375	LOC285375	LOC285375	0.40900000000000003	400	1
3_MACS_peak_14747_lociStitched	chr17	34577019	34592171	3	15114	34090.4848	4709.2416	402	TBC1D3C	CCL4L1	TBC1D3C	TBC1D3C	0.9312	402	1
2_MACS_peak_16192_lociStitched	chr17	73605856	73619796	2	13906	33571.702	1840.08	403	MYO15B	LOC643008,LOC100130933,SAP30BP,RECQL5	LOC643008	NONE	NONE	403	1
4_MACS_peak_15332_lociStitched	chr17	45922834	45939243	4	16175	28881.4809	1988.7708	404	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	SP6	1.2513	404	1
4_MACS_peak_9365_lociStitched	chr12	52224376	52242472	4	17125	26221.104	1947.1296	405		ANKRD33,FIGNL2	FIGNL2	FIGNL2	0.6779	405	1
8_MACS_peak_16494_lociStitched	chr17	76517037	76535670	8	17572	24930.954	2060.8098	406	DNAH17		DNAH17	DNAH17	0.9635	406	1
7_MACS_peak_36596_lociStitched	chr9	137371165	137388936	7	17163	25876.3531	1787.7626	407			COL5A1	COL5A1	1.0474	407	1
7_MACS_peak_22046_lociStitched	chr19	55681978	55699300	7	16599	27593.946	1997.2266	408	SYT5,PTPRH	TNNT1,TNNI3,C19orf51,TMEM86B	SYT5	SYT5	1.3546	408	1
5_MACS_peak_11635_lociStitched	chr16	916942	933658	5	16326	27840.498	1619.7804	409	LMF1		PRR25	PRR25	1.0954000000000002	409	1
3_MACS_peak_11874_lociStitched	chr16	3078327	3093775	3	15387	30431.0152	2019.0536	410	CCDC64B	LOC283875,CLDN9,TNFRSF12A,THOC6,MMP25,IL32,PKMYT1,CLDN6,HCFC1R1,ZSCAN10	CCDC64B	LOC283875	2.3139000000000003	410	1
5_MACS_peak_36461_lociStitched	chr9	136590033	136607684	5	17005	25795.1714	1745.6839	411	SARDH		SARDH	SARDH	1.351	411	1
5_MACS_peak_15544_lociStitched	chr17	48634031	48650609	5	15924	28552.2894	1909.7856	412	CACNA1G	MYCBPAP,EPN3,SPATA20	CACNA1G	CACNA1G	1.5920999999999998	412	1
11_MACS_peak_36933_lociStitched	chr9	138227384	138246345	11	17521	23693.6656	1549.1137	413			KIAA0649	KIAA0649	NONE	413	1
4_MACS_peak_16600_lociStitched	chr17	77271294	77289201	4	17510	23647.9842	1826.514	414	RBFOX3		RBFOX3	RBFOX3	1.4731	414	1
4_MACS_peak_6782_lociStitched	chr11	1463417	1478859	4	15219	29265.6784	1340.3656	415	BRSK2	MOB2	MOB2	MOB2	0.8756999999999999	415	1
1_MACS_peak_15507_lociStitched	chr17	48060803	48075757	1	14955	30467.2796	2328.3378	416	DLX3	DLX4	DLX3	DLX4	2.0273	416	1
5_MACS_peak_4874_lociStitched	chr1	156842646	156858849	5	15778	28706.8551	2555.2131	417	NTRK1	PEAR1,C1orf92,INSRR,MIR765	PEAR1	PEAR1	1.788	417	1
1_MACS_peak_17439_lociStitched	chr19	1445213	1454988	1	9776	37422.61	1390.005	418	APC2	DAZAP1,RPS15,REEP6,GAMT,C19orf25,PCSK4	APC2	REEP6	2.3503	418	1
10_MACS_peak_20879_lociStitched	chr19	45713723	45732199	10	17156	23643.7372	1771.8484	419	EXOC3L2	BLOC1S3,MARK4,TRAPPC6A	EXOC3L2	EXOC3L2	1.015	419	1
6_MACS_peak_24586_lociStitched	chr20	60469269	60485818	6	16152	26403.9295	1601.9432	420	CDH4	MIR1257	MIR1257	MIR1257	0.5034000000000001	420	1
9_MACS_peak_29856_lociStitched	chr4	8640580	8658851	9	16865	24174.3601	1483.6052	421		CPZ	CPZ	CPZ	1.4721	421	1
10_MACS_peak_36899_lociStitched	chr9	138156099	138175041	10	17381	22370.502	1456.6398	422			OLFM1	OLFM1	0.8523	422	1
7_MACS_peak_300_lociStitched	chr1	2413571	2430122	7	15361	27847.0575	1279.3923	423	PLCH2	PANK4,HES5	PLCH2	HES5	1.8636000000000001	423	1
3_MACS_peak_37231_lociStitched	chr9	139845899	139860977	3	14774	29414.1624	1578.6666	424	LCN12	C8G,PTGDS,LCNL1,C9orf142,FBXW5,CLIC3	LCN12	PTGDS	2.1756	424	1
8_MACS_peak_11623_lociStitched	chr16	888688	907390	8	16996	23594.4432	1744.8966	425	LMF1	PRR25,GNG13	PRR25	PRR25	1.0954000000000002	425	1
4_MACS_peak_35096_lociStitched	chr8	144474198	144490151	4	15817	26663.8442	1675.065	426		RHPN1,C8orf51,MAFA	MAFA	MAFA	1.6034	426	1
3_MACS_peak_37354_lociStitched	chr9	140774917	140787683	3	12364	34409.4764	2536.6042	427	CACNA1B	MIR602	CACNA1B	CACNA1B	0.6362	427	1
2_MACS_peak_11609_lociStitched	chr16	821005	834239	2	13184	31942.9058	1457.0634	428	MSLNL	FAM173A,HAGHL,MSLN,MIR662,CHTF18,PRR25,CCDC78,NARFL,RPUSD1,GNG13	MSLNL	MIR662	1.6204999999999998	428	1
6_MACS_peak_35808_lociStitched	chr9	132966971	132983107	6	15805	26267.7944	1570.0328	429	NCS1		NCS1	NCS1	1.3448	429	1
4_MACS_peak_17385_lociStitched	chr19	665093	679756	4	14315	29896.3907	1995.6343	430	FSTL3	FGF22,PALM,POLRMT,RNF126,PRSSL1	FSTL3	PALM	2.3564	430	1
3_MACS_peak_32540_lociStitched	chr7	100810170	100825174	3	14629	28755.166	1594.9252	431	C7orf52	SERPINE1,AP1S1,ZNHIT1,VGF,MOGAT3,PLOD3	C7orf52	C7orf52	1.4717	431	1
5_MACS_peak_14879_lociStitched	chr17	37751717	37766962	5	14726	28360.2735	1472.667	432	NEUROD2	PPP1R1B,STARD3	NEUROD2	NEUROD2	1.5819999999999999	432	1
8_MACS_peak_19428_lociStitched	chr19	17634451	17651063	8	15963	25801.7584	2038.2924	433	FAM129C	PGLS,GLT25D1	FAM129C	FAM129C	0.9090999999999999	433	1
5_MACS_peak_27568_lociStitched	chr22	45968374	45984510	5	15528	27003.596	2133.1792	434	FBLN1		FBLN1	FBLN1	1.0807	434	1
4_MACS_peak_9634_lociStitched	chr12	54341576	54356125	4	14243	29498.0975	1702.233	435	HOXC12,HOTAIR	HOXC13,HOXC11,HOXC10,MIR196A2,HOXC9,HOXC8	HOXC12	HOXC12	2.0274	435	1
4_MACS_peak_26832_lociStitched	chr22	42749480	42765266	4	15242	27191.385	1829.5974	436			NFAM1	NFAM1	1.1761	436	1
6_MACS_peak_11588_lociStitched	chr16	740815	755476	6	14347	28374.8994	988.1514	437	FBXL16	FAM195A,WDR90,RHOT2,RHBDL1,STUB1,METRN,FAM173A,HAGHL,JMJD8,WDR24,CCDC78,NARFL	FBXL16	FBXL16	1.6588	437	1
5_MACS_peak_18427_lociStitched	chr19	7949788	7966071	5	16117	25367.2857	2476.6443	438	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	LRRC8E	1.0213999999999999	438	1
5_MACS_peak_14742_lociStitched	chr17	34489544	34504306	5	13990	32466.0666	4428.6	439	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	TBC1D3B	1.4139000000000002	439	1
3_MACS_peak_17741_lociStitched	chr19	3582007	3596911	3	14446	29164.1472	2116.368	440	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	GIPC3	1.6185	440	1
8_MACS_peak_32401_lociStitched	chr7	100350521	100367949	8	16291	23836.2756	1646.946	441	ZAN	POP7,EPO	ZAN	EPO	1.4137	441	1
3_MACS_peak_31005_lociStitched	chr6	30422443	30438163	3	14840	28250.412	2213.376	442		HLA-E	HLA-E	HLA-E	0.027099999999999985	442	1
7_MACS_peak_1787_lociStitched	chr1	10914153	10930695	7	15701	25535.8854	1677.3588	443			CASZ1	CASZ1	1.6681	443	1
6_MACS_peak_24909_lociStitched	chr20	62463085	62480303	6	15998	24492.605	1465.2518	444		C20orf135,TPD52L2,DNAJC5,ZBTB46	C20orf135	ZBTB46	0.8418	444	1
5_MACS_peak_25138_lociStitched	chr21	43179695	43196193	5	15844	25792.9732	2456.5522	445	RIPK4	NCRNA00112,C21orf129	RIPK4	NCRNA00112	1.4472	445	1
