REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X24_0F2A_0229Kronos_MM1S.KB.1hr.2_H3K27me3_hs.dm_i06.bam	X38_0EXQ_0229Kronos_MM1S.KB.1hr.2_Input_hs_i81.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
10_MACS_peak_6635_lociStitched	chr11	376994	397170	10	18973	34341.5696	1844.0864	298	B4GALNT4,PKP3	SIGIRR,ANO9	PKP3	SIGIRR	1.3583	298	1
11_MACS_peak_29426_lociStitched	chr4	7472387	7493495	11	18861	26382.8892	1724.5236	299	SORCS2	MIR4274,PSAPL1	MIR4274	PSAPL1	1.1223999999999998	299	1
4_MACS_peak_36079_lociStitched	chr9	134999691	135019054	4	18821	27075.2829	2370.0312	300		NTNG2,MED27	NTNG2	NTNG2	1.4551999999999998	300	1
3_MACS_peak_28424_lociStitched	chr3	50192732	50211967	3	18819	33095.741	2406.2985	301	SEMA3F	GNAT1,SLC38A3	SEMA3F	SLC38A3	1.6261999999999999	301	1
2_MACS_peak_28769_lociStitched	chr3	195530500	195549312	2	18812	33818.3324	3166.0596	302	MUC4		MUC4	MUC4	0.7552	302	1
2_MACS_peak_6730_lociStitched	chr11	1212759	1231744	2	18783	37951.015	1955.455	303		MUC5B	MUC5B	MUC5B	1.2048	303	1
3_MACS_peak_37096_lociStitched	chr9	138625456	138644216	3	18666	30800.168	1198.764	304	KCNT1	SOHLH1	KCNT1	SOHLH1	1.6431	304	1
11_MACS_peak_24575_lociStitched	chr20	60443063	60463257	11	18655	26958.99	1748.8004	305	CDH4		MIR1257	MIR1257	0.5034000000000001	305	1
4_MACS_peak_28596_lociStitched	chr3	128169215	128188486	4	18596	34379.464	2412.7292	306	DNAJB8	LOC90246,GATA2	DNAJB8	GATA2	2.0671	306	1
8_MACS_peak_18344_lociStitched	chr19	7720090	7739359	8	18562	29198.3157	3056.0634	307	RETN	LOC100131801,STXBP2,C19orf59,TRAPPC5,XAB2,PCP2,FCER2	RETN	RETN	1.4326999999999999	307	1
3_MACS_peak_4835_lociStitched	chr1	156395987	156414560	3	18535	40301.5527	3684.8832	308	C1orf61	MIR9-1	C1orf61	C1orf61	1.2469	308	1
7_MACS_peak_35882_lociStitched	chr9	133290125	133310473	7	18490	30574.9048	2242.3496	309		ASS1	ASS1	ASS1	0.5864	309	1
11_MACS_peak_18398_lociStitched	chr19	7851331	7870992	11	18422	28091.6368	2829.2179	310	CLEC4GP1	CLEC4M,EVI5L,CD209	CLEC4GP1	CLEC4GP1	1.1124	310	1
3_MACS_peak_25313_lociStitched	chr21	44863875	44882292	3	18387	38797.2522	2727.5577	311	C21orf125,C21orf84	SIK1	C21orf125	C21orf125	2.1412	311	1
1_MACS_peak_11867_lociStitched	chr16	3033789	3052155	1	18367	42539.3292	1965.162	312	LOC283875	KREMEN2,PAQR4,CLDN9,TNFRSF12A,THOC6,MMP25,PKMYT1,CLDN6,HCFC1R1,CCDC64B	LOC283875	LOC283875	2.3139000000000003	312	1
20_MACS_peak_33971_lociStitched	chr8	7423502	7444362	20	18347	25924.808	2496.942	313	FAM90A7		FAM90A7	FAM90A7	0.5737	313	1
9_MACS_peak_22028_lociStitched	chr19	55643101	55662785	9	18263	28045.7632	1986.1156	314	TNNT1	PPP1R12C,TNNI3,C19orf51,SYT5	TNNT1	SYT5	1.3546	314	1
7_MACS_peak_5062_lociStitched	chr1	202153335	202172757	7	18250	37301.8932	3719.313	315	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	LGR6	0.5558000000000001	315	1
4_MACS_peak_17758_lociStitched	chr19	3727920	3746289	4	18151	35444.8224	2909.6496	316	TJP3	MRPL54,PIP5K1C,APBA3,RAX2,MATK	TJP3	MATK	1.4297	316	1
5_MACS_peak_36408_lociStitched	chr9	136434428	136452780	5	18149	30510.2	1545.2384	317	ADAMTSL2,FAM163B	DBH,TMEM8C	FAM163B	FAM163B	1.6895	317	1
3_MACS_peak_5990_lociStitched	chr10	102974457	102992775	3	18072	31512.4554	1905.072	318	FLJ41350,LBX1		LBX1	LBX1	1.4085999999999999	318	1
6_MACS_peak_24687_lociStitched	chr20	61352591	61371374	6	18054	35195.5854	2319.7005	319	NTSR1		NTSR1	NTSR1	1.6576	319	1
4_MACS_peak_24846_lociStitched	chr20	62170073	62188630	4	18035	38611.5499	2199.0045	320	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	SRMS	1.7827	320	1
5_MACS_peak_7521_lociStitched	chr11	64321391	64340048	5	18035	27994.8285	1819.0575	321	SLC22A11	SLC22A12	SLC22A11	SLC22A12	1.1601	321	1
7_MACS_peak_2224_lociStitched	chr1	17418995	17437579	7	18019	26545.3856	1726.4536	322	PADI2	SDHB	PADI2	PADI2	1.1834	322	1
9_MACS_peak_35191_lociStitched	chr8	145092806	145112334	9	17993	30713.6384	1659.88	323	SPATC1,OPLAH	GRINA,EXOSC4,GPAA1,CYC1,MAF1,PLEC,PARP10,SHARPIN	OPLAH	OPLAH	1.0309	323	1
3_MACS_peak_11795_lociStitched	chr16	2233042	2251323	3	17991	40280.3554	1963.3794	324	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,PKD1,MIR3180-5,SNORD60,C16orf79,PGP	CASKIN1	CASKIN1	1.3286	324	1
5_MACS_peak_20081_lociStitched	chr19	35825444	35843944	5	17973	26976.7	2044.25	325	CD22,FFAR1	MAG,FFAR3	FFAR1	FFAR1	1.0070999999999999	325	1
4_MACS_peak_28371_lociStitched	chr3	48614751	48633006	4	17963	32094.1155	1799.943	326	COL7A1,MIR711	PFKFB4,UCN2,UQCRC1,TMEM89,SLC26A6	MIR711	MIR711	1.2388	326	1
6_MACS_peak_34175_lociStitched	chr8	22003846	22022178	6	17956	32570.4644	2339.1632	327	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	LGI3	1.3425	327	1
3_MACS_peak_586_lociStitched	chr1	3268519	3286664	3	17918	30835.613	1473.374	328	PRDM16		ARHGEF16	ARHGEF16	1.5086	328	1
2_MACS_peak_11751_lociStitched	chr16	1475621	1493503	2	17872	41974.4186	1829.3286	329	C16orf91,CCDC154	TELO2,UNKL,CLCN7,PTX4	C16orf91	PTX4	1.3293	329	1
6_MACS_peak_8138_lociStitched	chr11	69972233	69991063	6	17867	26205.711	1749.307	330	ANO1		ANO1	ANO1	1.0357	330	1
6_MACS_peak_493_lociStitched	chr1	2986224	3004735	6	17843	28999.3326	1327.2387	331	PRDM16	ACTRT2,MIR4251,FLJ42875	PRDM16	MIR4251	1.4012	331	1
1_MACS_peak_16978_lociStitched	chr17	79075649	79093477	1	17829	45078.098	1629.4792	332	BAIAP2,AATK	MIR3065,LOC388428,MIR657,MIR338,MIR1250	MIR657	MIR1250	2.267	332	1
9_MACS_peak_6797_lociStitched	chr11	1590723	1609997	9	17798	25684.5324	1773.208	333	LOC338651,MOB2,DUSP8,KRTAP5-1	KRTAP5-5,KRTAP5-2,KRTAP5-3,KRTAP5-4	KRTAP5-1	KRTAP5-5	1.6389	333	1
3_MACS_peak_25615_lociStitched	chr21	47357294	47375607	3	17789	30461.8442	2541.8444	334	PCBP3	COL6A1	COL6A1	COL6A1	1.6751	334	1
5_MACS_peak_34826_lociStitched	chr8	143531629	143549758	5	17779	29818.5792	1236.3978	335	BAI1	TSNARE1	BAI1	BAI1	1.0860999999999998	335	1
8_MACS_peak_21225_lociStitched	chr19	48214702	48233848	8	17737	25632.6648	1995.0132	336	EHD2	GLTSCR2,SNORD23,SEPW1	EHD2	EHD2	0.9045000000000001	336	1
3_MACS_peak_13380_lociStitched	chr16	88491301	88509431	3	17696	28021.728	785.029	337	ZNF469	ZFPM1	ZNF469	ZNF469	1.3587	337	1
6_MACS_peak_25132_lociStitched	chr21	43159966	43177797	6	17677	31411.0896	2614.0246	338	RIPK4	NCRNA00112,C21orf129	RIPK4	NCRNA00112	1.4472	338	1
15_MACS_peak_31651_lociStitched	chr7	1278119	1298561	15	17672	24630.5658	1340.9952	339		UNCX	UNCX	UNCX	0.6599	339	1
8_MACS_peak_16910_lociStitched	chr17	78150249	78169642	8	17660	26271.6971	2088.6261	340	CARD14	SLC26A11,EIF4A3,SGSH	CARD14	CARD14	0.6365999999999999	340	1
10_MACS_peak_3586_lociStitched	chr1	23195855	23214290	10	17618	27768.6405	2370.741	341	EPHB2	MIR4253	MIR4253	MIR4253	0.9687000000000001	341	1
6_MACS_peak_18481_lociStitched	chr19	8202650	8220594	6	17578	29300.7576	2492.4216	342	FBN3		FBN3	FBN3	0.9530000000000001	342	1
8_MACS_peak_16494_lociStitched	chr17	76517037	76535670	8	17572	24930.954	2060.8098	343	DNAH17		DNAH17	DNAH17	0.9635	343	1
4_MACS_peak_5681_lociStitched	chr10	73045003	73063053	4	17558	27623.72	1915.105	344	UNC5B	SLC29A3	SLC29A3	NONE	NONE	344	1
7_MACS_peak_11835_lociStitched	chr16	2855255	2873210	7	17552	28886.004	1971.459	345	PRSS21	PRSS41,ZG16B,TCEB2,PRSS33,PRSS30P,PRSS22	PRSS21	ZG16B	1.6341	345	1
6_MACS_peak_11379_lociStitched	chr15	79054707	79072851	6	17543	28019.7792	1925.0784	346	ADAMTS7	LOC646938	LOC646938	LOC646938	0.1334	346	1
5_MACS_peak_3434_lociStitched	chr1	22908231	22926052	5	17538	30894.4856	1789.2284	347	EPHA8	C1QA,C1QC	EPHA8	EPHA8	1.248	347	1
11_MACS_peak_36933_lociStitched	chr9	138227384	138246345	11	17521	23693.6656	1549.1137	348			KIAA0649	KIAA0649	0.1605	348	1
9_MACS_peak_6896_lociStitched	chr11	1823065	1842672	9	17512	25643.9953	1931.2895	349		SYT8,TNNI2,LSP1,CTSD,MOB2,MIR4298	SYT8	SYT8	1.8835	349	1
4_MACS_peak_16600_lociStitched	chr17	77271294	77289201	4	17510	23647.9842	1826.514	350	RBFOX3		RBFOX3	RBFOX3	1.4731	350	1
8_MACS_peak_24832_lociStitched	chr20	62133488	62151889	8	17492	26131.2601	1882.4223	351		PPDPF,C20orf195,KCNQ2,EEF1A2,PTK6,SRMS,PRIC285	PPDPF	SRMS	1.7827	351	1
7_MACS_peak_21406_lociStitched	chr19	49092546	49111022	7	17491	29519.1052	1799.5624	352	SULT2B1,SPACA4,FAM83E	SPHK2,SEC1,RPL18,DBP,CA11	SPACA4	SEC1	0.7569	352	1
3_MACS_peak_22110_lociStitched	chr19	55995799	56013522	3	17487	34776.0706	1579.1193	353	ZNF628,NAT14,SSC5D	SHISA7,ISOC2,SBK2	SSC5D	SSC5D	1.4169	353	1
10_MACS_peak_36899_lociStitched	chr9	138156099	138175041	10	17381	22370.502	1456.6398	354			OLFM1	OLFM1	0.8523	354	1
4_MACS_peak_3218_lociStitched	chr1	21040843	21058645	4	17362	35290.6848	2380.1274	355	KIF17,SH2D5		KIF17	KIF17	0.9892000000000001	355	1
2_MACS_peak_29061_lociStitched	chr4	3821046	3838444	2	17332	28950.272	1430.1156	356			ADRA2C	ADRA2C	0.7223999999999999	356	1
2_MACS_peak_25382_lociStitched	chr21	45783753	45801097	2	17284	35260.352	2480.192	357	TRPM2	C21orf2	TRPM2	TRPM2	1.1578	357	1
4_MACS_peak_1167_lociStitched	chr1	6555045	6572538	4	17260	42238.5978	1938.2244	358	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	TNFRSF25	1.8659000000000001	358	1
1_MACS_peak_11801_lociStitched	chr16	2324933	2342161	1	17229	37198.6976	1703.8492	359	ABCA3	DNASE1L2,MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	MIR940	0.3761	359	1
5_MACS_peak_6700_lociStitched	chr11	1071096	1089125	5	17198	32630.6871	1249.4097	360	MUC2	MUC6	MUC2	MUC2	1.3557000000000001	360	1
5_MACS_peak_28168_lociStitched	chr3	13668312	13686154	5	17178	26293.7554	1916.2308	361	FBLN2	LOC285375	LOC285375	LOC285375	0.40900000000000003	361	1
7_MACS_peak_36596_lociStitched	chr9	137371165	137388936	7	17163	25876.3531	1787.7626	362			COL5A1	COL5A1	1.0474	362	1
10_MACS_peak_20879_lociStitched	chr19	45713723	45732199	10	17156	23643.7372	1771.8484	363	EXOC3L2	BLOC1S3,MARK4,TRAPPC6A	EXOC3L2	EXOC3L2	1.015	363	1
5_MACS_peak_18119_lociStitched	chr19	5852130	5869465	5	17152	29483.368	2780.534	364	FUT5	NRTN,VMAC,CAPS,FUT6,FUT3,NDUFA11	FUT3	FUT3	1.2244	364	1
6_MACS_peak_28997_lociStitched	chr4	3701283	3719523	6	17132	25999.296	1451.904	365		ADRA2C,LOC100133461	LOC100133461	LOC100133461	1.1888	365	1
8_MACS_peak_26917_lociStitched	chr22	43593335	43611852	8	17132	29492.0259	1975.7639	366	SCUBE1	TSPO,TTLL12	TTLL12	TSPO	0.0807	366	1
4_MACS_peak_9365_lociStitched	chr12	52224376	52242472	4	17125	26221.104	1947.1296	367		ANKRD33,FIGNL2	FIGNL2	FIGNL2	0.6779	367	1
3_MACS_peak_28897_lociStitched	chr4	1751654	1768870	3	17117	44599.7696	1533.9456	368		TACC3,FGFR3,SLBP,TMEM129	FGFR3	FGFR3	1.4047999999999998	368	1
5_MACS_peak_17847_lociStitched	chr19	4525145	4542513	5	17108	37348.1472	2794.5112	369	PLIN5,LRG1	PLIN4,SEMA6B	PLIN5	PLIN5	2.1831	369	1
3_MACS_peak_6987_lociStitched	chr11	2209164	2226721	3	17104	29648.5059	1926.0029	370		IGF2AS,IGF2,INS,TH	TH	TH	1.732	370	1
5_MACS_peak_16926_lociStitched	chr17	78409636	78427328	5	17066	26684.8436	1682.5092	371	FLJ35220	FLJ35220,LOC100294362,NPTX1	LOC100294362	NPTX1	1.9324000000000001	371	1
5_MACS_peak_36461_lociStitched	chr9	136590033	136607684	5	17005	25795.1714	1745.6839	372	SARDH		SARDH	SARDH	1.351	372	1
8_MACS_peak_11623_lociStitched	chr16	888688	907390	8	16996	23594.4432	1744.8966	373	LMF1	PRR25,GNG13	PRR25	PRR25	1.0954000000000002	373	1
6_MACS_peak_31884_lociStitched	chr7	2714812	2732622	6	16980	27464.801	2023.216	374	AMZ1	TTYH3	AMZ1	TTYH3	1.4893	374	1
6_MACS_peak_26891_lociStitched	chr22	42929734	42947649	6	16950	30650.7735	3534.6295	375		SERHL,SERHL2,RRP7A,RRP7B	SERHL2	SERHL	0.8496	375	1
1_MACS_peak_32866_lociStitched	chr7	151077519	151094464	1	16946	37484.0345	2567.1675	376	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	LOC100131176	0.6837	376	1
3_MACS_peak_25372_lociStitched	chr21	45699281	45716500	3	16941	46995.8167	2527.7492	377	AIRE	PFKL,ICOSLG,DNMT3L,C21orf2	AIRE	AIRE	1.9144	377	1
9_MACS_peak_29856_lociStitched	chr4	8640580	8658851	9	16865	24174.3601	1483.6052	378		CPZ	CPZ	CPZ	1.4721	378	1
4_MACS_peak_25375_lociStitched	chr21	45761491	45779227	4	16828	34530.2184	2757.948	379	TRPM2	PFKL,C21orf2	TRPM2	TRPM2	1.1578	379	1
4_MACS_peak_16979_lociStitched	chr17	79094104	79111266	4	16797	36321.6568	1326.6226	380	MIR3065,AATK,MIR657,MIR338,MIR1250	LOC388428	MIR338	LOC388428	1.9280999999999997	380	1
7_MACS_peak_14168_lociStitched	chr17	7185243	7203334	7	16754	32963.6111	2046.0921	381	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	YBX2	YBX2	1.7362	381	1
5_MACS_peak_24748_lociStitched	chr20	61713325	61730549	5	16734	28905.3168	1625.9456	382	LOC63930,HAR1B	LOC100144597,HAR1A,NCRNA00029	HAR1A	LOC100144597	1.3292000000000002	382	1
8_MACS_peak_37289_lociStitched	chr9	140198992	140217004	8	16646	30326.8044	1422.948	383	EXD3	COBRA1,C9orf167,NRARP	NRARP	NRARP	1.3619	383	1
9_MACS_peak_6037_lociStitched	chr10	114736300	114754204	9	16615	21192.9648	2238	384	TCF7L2		TCF7L2	TCF7L2	0.2162	384	1
7_MACS_peak_22046_lociStitched	chr19	55681978	55699300	7	16599	27593.946	1997.2266	385	SYT5,PTPRH	TNNT1,TNNI3,C19orf51,TMEM86B	SYT5	SYT5	1.3546	385	1
2_MACS_peak_6939_lociStitched	chr11	1937502	1954027	2	16490	37480.3525	1412.8875	386	TNNT3	LSP1,MRPL23	TNNT3	TNNT3	1.9251	386	1
2_MACS_peak_15500_lociStitched	chr17	48015431	48031988	2	16486	33455.0742	1769.9433	387		DLX4,DLX3	DLX4	DLX4	2.0273	387	1
8_MACS_peak_1065_lociStitched	chr1	5801700	5819731	8	16352	23463.7403	1642.6241	388			NPHP4	NPHP4	NONE	388	1
7_MACS_peak_36617_lociStitched	chr9	137435098	137452606	7	16332	22973.9976	1461.918	389			COL5A1	COL5A1	1.0474	389	1
5_MACS_peak_11635_lociStitched	chr16	916942	933658	5	16326	27840.498	1619.7804	390	LMF1		PRR25	PRR25	1.0954000000000002	390	1
3_MACS_peak_35994_lociStitched	chr9	133898995	133915336	3	16309	35343.9489	1650.441	391	LAMC3		LAMC3	LAMC3	1.4072	391	1
8_MACS_peak_32401_lociStitched	chr7	100350521	100367949	8	16291	23836.2756	1646.946	392	ZAN	POP7,EPO	ZAN	EPO	1.4137	392	1
2_MACS_peak_37326_lociStitched	chr9	140317830	140334234	2	16262	39656.67	1837.248	393	NOXA1,ENTPD8	EXD3,NELF	NOXA1	NOXA1	1.7633	393	1
1_MACS_peak_25243_lociStitched	chr21	44057341	44073586	1	16246	32155.353	2389.6395	394		PDE9A	PDE9A	PDE9A	1.8062	394	1
3_MACS_peak_2094_lociStitched	chr1	16383643	16400084	3	16229	29695.7342	2163.6356	395	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	CLCNKA	1.9742000000000002	395	1
4_MACS_peak_15332_lociStitched	chr17	45922834	45939243	4	16175	28881.4809	1988.7708	396	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	SP6	1.2513	396	1
6_MACS_peak_24586_lociStitched	chr20	60469269	60485818	6	16152	26403.9295	1601.9432	397	CDH4	MIR1257	MIR1257	MIR1257	0.5034000000000001	397	1
4_MACS_peak_15353_lociStitched	chr17	46690621	46707188	4	16127	29956.4494	2200.0976	398	HOXB8,HOXB9	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7,MIR196A1	HOXB9	HOXB9	1.6041	398	1
5_MACS_peak_18427_lociStitched	chr19	7949788	7966071	5	16117	25367.2857	2476.6443	399	LRRC8E	EVI5L,MAP2K7,LOC645781,SNAPC2,FLJ22184,LOC388499,CTXN1,TIMM44	LRRC8E	LRRC8E	1.0213999999999999	399	1
3_MACS_peak_17488_lociStitched	chr19	2298820	2315401	3	16102	32754.1074	2538.5511	400	LINGO3	AMH,MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	LINGO3	1.1381	400	1
9_MACS_peak_16872_lociStitched	chr17	78030013	78046937	9	16070	22458.148	1704.2468	401	CCDC40	GAA,TBC1D16	CCDC40	TBC1D16	1.3672	401	1
16_MACS_peak_29522_lociStitched	chr4	7699315	7717091	16	16021	21238.7648	1450.5216	402	SORCS2	AFAP1-AS1	AFAP1-AS1	AFAP1-AS1	0.5094	402	1
2_MACS_peak_32474_lociStitched	chr7	100633445	100649444	2	16000	52551.9153	3575.7765	403	MUC12	MUC17	MUC17	MUC17	0.5321	403	1
6_MACS_peak_24909_lociStitched	chr20	62463085	62480303	6	15998	24492.605	1465.2518	404		C20orf135,TPD52L2,DNAJC5,ZBTB46	C20orf135	ZBTB46	0.8418	404	1
3_MACS_peak_25472_lociStitched	chr21	46141077	46157064	3	15972	30950.832	2223.7917	405		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	KRTAP10-12	1.6355	405	1
8_MACS_peak_19428_lociStitched	chr19	17634451	17651063	8	15963	25801.7584	2038.2924	406	FAM129C	PGLS,GLT25D1	FAM129C	FAM129C	0.9090999999999999	406	1
10_MACS_peak_13633_lociStitched	chr17	724958	742598	10	15955	21201.516	1707.552	407	NXN	RNMTL1,GLOD4	GLOD4	RNMTL1	0.023800000000000016	407	1
5_MACS_peak_15544_lociStitched	chr17	48634031	48650609	5	15924	28552.2894	1909.7856	408	CACNA1G	MYCBPAP,EPN3,SPATA20	CACNA1G	CACNA1G	1.5920999999999998	408	1
4_MACS_peak_10073_lociStitched	chr13	114050250	114066553	4	15915	29896.4414	1677.5787	409		GRTP1,ADPRHL1	GRTP1	GRTP1	0.5377	409	1
4_MACS_peak_3443_lociStitched	chr1	22939675	22955861	4	15899	21391.4176	1759.4182	410		EPHA8,C1QA,C1QC,C1QB	C1QA	EPHA8	1.248	410	1
4_MACS_peak_25244_lociStitched	chr21	44074169	44090266	4	15894	37201.7767	2251.9703	411	PDE9A		PDE9A	PDE9A	1.8062	411	1
5_MACS_peak_25138_lociStitched	chr21	43179695	43196193	5	15844	25792.9732	2456.5522	412	RIPK4	NCRNA00112,C21orf129	RIPK4	NCRNA00112	1.4472	412	1
3_MACS_peak_14819_lociStitched	chr17	36334207	36350103	3	15833	40750.9856	6073.8616	413	TBC1D3,TBC1D3F		TBC1D3	TBC1D3	1.6567	413	1
6_MACS_peak_20109_lociStitched	chr19	36012014	36028486	6	15821	21896.2296	1660.3776	414	GAPDHS,SBSN	TMEM147,KRTDAP,DMKN,ATP4A	SBSN	DMKN	1.3860999999999999	414	1
4_MACS_peak_35096_lociStitched	chr8	144474198	144490151	4	15817	26663.8442	1675.065	415		RHPN1,C8orf51,MAFA	MAFA	MAFA	1.6034	415	1
6_MACS_peak_35808_lociStitched	chr9	132966971	132983107	6	15805	26267.7944	1570.0328	416	NCS1		NCS1	NCS1	1.3448	416	1
4_MACS_peak_4792_lociStitched	chr1	155088539	155104560	4	15789	36893.1588	2765.2246	417	EFNA1	EFNA3,SLC50A1,TRIM46,DPM3,KRTCAP2	EFNA1	EFNA3	1.5903999999999998	417	1
5_MACS_peak_4874_lociStitched	chr1	156842646	156858849	5	15778	28706.8551	2555.2131	418	NTRK1	PEAR1,C1orf92,INSRR,MIR765	PEAR1	PEAR1	1.788	418	1
3_MACS_peak_17449_lociStitched	chr19	1491038	1506909	3	15715	41620.1104	2453.6566	419	REEP6,ADAMTSL5	APC2,PLK5P,C19orf25,PCSK4	REEP6	PLK5P	2.4832	419	1
2_MACS_peak_14751_lociStitched	chr17	34742090	34758112	2	15710	35664.972	4772.9538	420	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	TBC1D3G	1.5882	420	1
3_MACS_peak_32748_lociStitched	chr7	128482789	128498546	3	15706	34912.7849	2933.9534	421	FLNC	ATP6V1F,LOC100130705	ATP6V1F	ATP6V1F	0.08900000000000002	421	1
7_MACS_peak_1787_lociStitched	chr1	10914153	10930695	7	15701	25535.8854	1677.3588	422			CASZ1	CASZ1	1.6681	422	1
5_MACS_peak_28978_lociStitched	chr4	3649545	3666154	5	15659	25084.5727	1466.5747	423		LOC100133461	LOC100133461	LOC100133461	1.1888	423	1
6_MACS_peak_24234_lociStitched	chr20	57365172	57381541	6	15625	22364.9647	1530.5015	424		GNAS,MIR296,MIR298,GNAS-AS	MIR296	MIR296	0.5444	424	1
7_MACS_peak_6757_lociStitched	chr11	1387676	1405167	7	15603	23637.3374	1521.717	425		BRSK2	BRSK2	BRSK2	1.0295	425	1
3_MACS_peak_6684_lociStitched	chr11	843094	858757	3	15598	33388.8171	1531.8414	426	TSPAN4	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD,POLR2L	TSPAN4	TSPAN4	1.1915	426	1
8_MACS_peak_3721_lociStitched	chr1	29562452	29578808	8	15591	24728.6364	2106.6528	427	PTPRU	MECR	PTPRU	PTPRU	0.9043000000000001	427	1
4_MACS_peak_18284_lociStitched	chr19	7036590	7053054	4	15552	23564.9232	3335.6064	428	MBD3L2,MBD3L4	MBD3L5,ZNF557,EMR4P,FLJ25758,MBD3L3	MBD3L2	MBD3L2	1.1885000000000001	428	1
5_MACS_peak_27568_lociStitched	chr22	45968374	45984510	5	15528	27003.596	2133.1792	429	FBLN1		FBLN1	FBLN1	1.0807	429	1
4_MACS_peak_7077_lociStitched	chr11	3210911	3226916	4	15517	32347.7055	1938.2055	430		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	MRGPRG	0.7827	430	1
1_MACS_peak_6905_lociStitched	chr11	1843477	1858920	1	15444	38568.8925	1511.8697	431	SYT8	TNNI2,LSP1,MIR4298	SYT8	SYT8	1.8835	431	1
7_MACS_peak_11082_lociStitched	chr15	74465631	74481904	7	15438	24162.1504	1663.1006	432	ISLR,STRA6	ISLR2,CCDC33,LOC283731	ISLR	LOC283731	1.1318000000000001	432	1
4_MACS_peak_17209_lociStitched	chr18	44541959	44557713	4	15423	21904.3616	7231.086	433	KATNAL2,TCEB3CL,TCEB3C	PIAS2,TCEB3B	TCEB3CL	TCEB3CL	0.7325999999999999	433	1
13_MACS_peak_29759_lociStitched	chr4	8261620	8279351	13	15390	22151.3383	1716.3608	434	HTRA3		HTRA3	HTRA3	0.8886	434	1
3_MACS_peak_11874_lociStitched	chr16	3078327	3093775	3	15387	30431.0152	2019.0536	435	CCDC64B	LOC283875,CLDN9,TNFRSF12A,THOC6,MMP25,IL32,PKMYT1,CLDN6,HCFC1R1,ZSCAN10	CCDC64B	LOC283875	2.3139000000000003	435	1
14_MACS_peak_36950_lociStitched	chr9	138258114	138276322	14	15386	21589.2256	1300.0512	436			KIAA0649	KIAA0649	0.1605	436	1
7_MACS_peak_300_lociStitched	chr1	2413571	2430122	7	15361	27847.0575	1279.3923	437	PLCH2	PANK4,HES5	PLCH2	HES5	1.8636000000000001	437	1
2_MACS_peak_27046_lociStitched	chr22	44214938	44230316	2	15327	20897.1642	1448.6076	438	SULT4A1	EFCAB6	EFCAB6	EFCAB6	0.046700000000000005	438	1
5_MACS_peak_2454_lociStitched	chr1	17962984	17979130	5	15308	21267.5112	1189.9602	439	ARHGEF10L		ARHGEF10L	ARHGEF10L	1.1075	439	1
7_MACS_peak_2438_lociStitched	chr1	17922005	17938299	7	15301	23292.273	1451.7954	440	ARHGEF10L		ARHGEF10L	ARHGEF10L	1.1075	440	1
8_MACS_peak_13757_lociStitched	chr17	1122796	1139082	8	15295	22017.0434	1582.9992	441		BHLHA9,TUSC5,ABR	ABR	TUSC5	1.3050000000000002	441	1
6_MACS_peak_31770_lociStitched	chr7	1586792	1602812	6	15278	24971.976	1518.696	442	TMEM184A	MAFK,KIAA1908,INTS1,PSMG3	TMEM184A	TMEM184A	0.8924	442	1
6_MACS_peak_3426_lociStitched	chr1	22884965	22901062	6	15274	22450.4859	1556.5799	443	EPHA8		EPHA8	EPHA8	1.248	443	1
4_MACS_peak_5155_lociStitched	chr1	204975718	204991346	4	15243	22049.5452	2569.2432	444	NFASC	CNTN2	CNTN2	CNTN2	0.6499	444	1
4_MACS_peak_26832_lociStitched	chr22	42749480	42765266	4	15242	27191.385	1829.5974	445			NFAM1	NFAM1	1.1761	445	1
4_MACS_peak_6782_lociStitched	chr11	1463417	1478859	4	15219	29265.6784	1340.3656	446	BRSK2	MOB2	MOB2	MOB2	0.8756999999999999	446	1
3_MACS_peak_510_lociStitched	chr1	3031959	3047288	3	15164	24526.4	1066.8984	447	PRDM16,MIR4251	FLJ42875	MIR4251	MIR4251	1.4012	447	1
