GENE_ID	locusLine	bin_1_09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17.bam
NM_003211	chr12(.):104354592-104387656	0.1722
NM_001135570	chr12(.):104338980-104355993	0.2372
NM_007076	chr12(.):108904050-108918380	0.1896
NM_213595	chr12(.):108951293-108968160	2.5569
NM_181724	chr12(.):108978621-108996894	0.1052
NM_003006	chr12(.):109010679-109032670	5.649
NM_001161331	chr12(.):109180694-109226327	0.1428
NM_024667	chr12(.):123344874-123385712	1.1721
NM_021009	chr12(.):125391191-125404587	2.337
NM_015057	chr13(.):77613791-77906177	0.1737
NM_032436	chr13(.):115074964-115097803	0.5349
NM_000820	chr13(.):114518521-114572046	1.6449
NM_007368	chr13(.):114742193-114903095	0.9671
NM_152719	chr13(.):46271445-46293693	1.6979
NM_001143945	chr13(.):114518521-114544017	0.1874
NM_001143946	chr13(.):114518521-114541714	0.1883
NR_024609	chr13(.):114581609-114631485	0.6802
NM_023011	chr13(.):115042077-115076283	0.9261
NM_003903	chr13(.):114995361-115043150	0.7932
NM_022060	chr14(.):23062146-23086265	0.3594
NM_001012706	chr14(.):50443429-50479238	1.3468
NM_004296	chr14(.):72394785-73038238	0.1077
NM_001080414	chr14(.):91732666-91889133	1.3594
NM_024832	chr14(.):92975124-93160334	0.2423
NM_001344	chr14(.):23028806-23063143	0.3622
NM_024496	chr14(.):77485885-77500034	2.1736
NM_005065	chr14(.):81934238-82005205	0.9218
NM_152592	chr14(.):95878830-95947173	0.3471
NR_003002	chr14(.):95994691-96004966	0.179
NR_001459	chr14(.):95994248-96006209	0.1609
NM_016417	chr14(.):95996322-96016055	0.1006
NM_025268	chr14(.):105987952-106001539	0.1981
NM_144508	chr15(.):40881446-40959881	0.1074
NM_001042495	chr15(.):34517196-34635265	0.3715
NM_005135	chr15(.):34517196-34616021	0.0791
NM_001042497	chr15(.):34517196-34634045	0.3643
NM_001042494	chr15(.):34517196-34634961	0.3653
NM_020759	chr15(.):42862856-43018196	0.3111
NM_001103184	chr15(.):33052746-33365085	0.2729
NM_001211	chr15(.):40448209-40518337	0.1736
NM_019600	chr15(.):52868517-52975820	0.3369
NM_017610	chr15(.):59274864-59394253	0.0937
NM_025201	chr15(.):65129081-65165201	0.226
NM_001004439	chr15(.):68589041-68729492	0.2437
NM_016166	chr15(.):68341571-68485404	0.2758
NM_172217	chr15(.):81512639-81610104	1.0338
NM_001172128	chr15(.):81484218-81610104	0.8093
NM_001080532	chr15(.):81619759-81671418	0.2097
NM_007011	chr15(.):89626380-89750591	0.6445
NR_027992	chr15(.):20869796-20966480	0.0522
NR_027053	chr15(.):21927513-21945739	0.2923
NR_024387	chr15(.):22009419-22021878	0.0681
NM_015995	chr15(.):31614082-31675102	1.6632
NM_175741	chr15(.):34633065-34654931	0.1422
NM_181077	chr15(.):34666269-34687001	0.0392
NM_018648	chr15(.):34628916-34640362	1.2405
NM_153613	chr15(.):34646088-34664395	0.4621
NR_036050	chr15(.):34669269-34679351	0.0295
NR_036050	chr15(.):34815490-34825572	0.0461
NM_003134	chr15(.):40322890-40336389	0.3703
NM_001003942	chr15(.):40375091-40403287	3.6449
NM_033503	chr15(.):40375091-40403639	3.6046
NM_001003940	chr15(.):40375091-40406075	3.3456
NM_001080791	chr15(.):40840297-40862252	0.741
NM_152260	chr15(.):40856536-40871661	0.3472
NR_002208	chr15(.):40819082-40829749	0.0841
NM_198524	chr15(.):56652643-56743072	0.8589
NM_001013843	chr15(.):59166243-59230852	0.1646
NM_182703	chr15(.):65199100-65256041	0.2536
NM_017882	chr15(.):68494329-68527080	0.7738
NM_033429	chr15(.):68478042-68503448	1.3273
NM_015322	chr15(.):68565140-68588640	1.9447
NM_001127190	chr15(.):75069424-75100539	2.1109
NM_000761	chr15(.):75036183-75053941	0.0459
NM_000499	chr15(.):75006882-75022877	0.1422
NM_001099436	chr15(.):75123458-75140552	0.1821
NM_021819	chr15(.):75100193-75123099	0.0815
NM_001030005	chr15(.):75113950-75129136	0.0629
NM_021823	chr15(.):75310926-75348067	2.1208
NM_138967	chr15(.):75282875-75318836	1.7709
NM_004513	chr15(.):81584253-81610104	2.8993
NM_181900	chr15(.):81600006-81621524	1.0972
NM_022767	chr15(.):89159526-89180512	0.6655
NR_029606	chr15(.):89150055-89160165	0.0545
NM_002201	chr15(.):89177038-89203879	0.8405
NR_031590	chr15(.):89146337-89156428	0.0381
NM_002168	chr15(.):90622211-90650708	1.2875
NM_198925	chr15(.):90739561-90777892	0.1861
NM_001013657	chr15(.):90772486-90790312	0.1874
NM_020210	chr15(.):90723151-90777892	0.5377
NM_006384	chr15(.):90768476-90782279	0.2214
NR_033769	chr15(.):93333713-93345338	0.1046
NR_037600	chr15(.):93421072-93446977	0.9112
NR_037602	chr15(.):93421525-93446977	0.9258
NM_016373	chr16(.):78128550-79251564	0.079
NM_015914	chr16(.):11767942-11841648	3.2587
NM_013302	chr16(.):22212591-22305066	0.1416
NM_000336	chr16(.):23308590-23397620	1.897
NM_153603	chr16(.):23394813-23469512	1.1775
NM_000078	chr16(.):56990834-57022756	0.1231
NM_004691	chr16(.):67466916-67520089	0.1471
NM_001191022	chr16(.):67591309-67678088	0.3303
NM_012320	chr16(.):68274246-68299961	2.0374
NM_002661	chr16(.):81807929-81996899	0.3468
NM_175931	chr16(.):88936262-89012608	0.0302
NM_005187	chr16(.):88936262-89048504	0.3836
NM_003498	chr16(.):11757288-11778015	2.8138
NM_014153	chr16(.):11839441-11896114	0.4097
NM_001130007	chr16(.):11956984-12015519	0.1326
NM_001130006	chr16(.):11956984-12014825	0.1341
NM_001192	chr16(.):12053963-12066925	8.0141
NM_032167	chr16(.):12065601-12152141	0.2295
NM_001039182	chr16(.):29459913-29471285	0.5489
NM_001017389	chr16(.):29462126-29481280	0.518
NM_003166	chr16(.):29462126-29481301	0.5241
NM_178044	chr16(.):29460821-29474545	0.5242
NR_002454	chr16(.):29455665-29466236	0.4455
NR_037608	chr16(.):29461411-29481301	0.5077
NR_024370	chr16(.):29870003-29884374	0.3091
NM_002383	chr16(.):29812854-29827504	1.2335
NR_015396	chr16(.):29870154-29884374	0.3107
NM_145239	chr16(.):29818408-29832202	1.256
NM_007317	chr16(.):29797057-29821706	0.6481
NM_006319	chr16(.):29864677-29879578	0.2986
NM_024516	chr16(.):29822527-29838816	1.0651
NM_152338	chr16(.):29784560-29796840	0.0703
NM_005115	chr16(.):29826714-29864360	0.3726
NM_001039182	chr16(.):30199255-30210627	0.6049
NM_178044	chr16(.):30200163-30213887	0.5642
NM_003166	chr16(.):30201468-30220650	0.5416
NM_001017389	chr16(.):30201468-30220620	0.5366
NM_001193333	chr16(.):30189730-30205396	1.9722
NR_002454	chr16(.):30195004-30205575	2.7862
NR_037608	chr16(.):30200753-30220650	0.5242
NM_138447	chr16(.):30609699-30626682	0.4164
NM_024031	chr16(.):30657240-30672734	1.6438
NM_001105079	chr16(.):30670777-30687131	0.4738
NR_002966	chr16(.):30716857-30726986	0.0339
NM_006662	chr16(.):30705461-30756450	0.253
NM_003414	chr16(.):31880078-31933627	0.5174
NM_153337	chr16(.):50695210-50720264	1.093
NM_182854	chr16(.):50701885-50720264	1.4289
NM_001042412	chr16(.):50771028-50840846	0.1414
NM_001042355	chr16(.):50770960-50840846	0.1414
NM_022162	chr16(.):50726049-50771987	0.3266
NM_001126108	chr16(.):56894118-56954762	1.5613
NM_001010989	chr16(.):56960747-56982793	2.5306
NM_032206	chr16(.):57018409-57122436	0.1312
NM_001172643	chr16(.):66536905-66589194	3.0167
NM_001172644	chr16(.):66536905-66589315	3.0103
NM_052999	chr16(.):66595349-66618038	0.0566
NM_181641	chr16(.):66581471-66604971	1.1644
NM_181271	chr16(.):66595293-66618038	0.0569
NM_001040138	chr16(.):66581465-66605154	1.1551
NM_001193524	chr16(.):67566364-67585691	1.3218
NM_001193523	chr16(.):67558539-67585691	1.2714
NM_001193522	chr16(.):67557719-67585691	1.2387
NM_001138	chr16(.):67511473-67522716	0.5253
NM_024519	chr16(.):67557716-67585691	1.2385
NM_024939	chr16(.):68257449-68275136	0.4732
NM_001184824	chr16(.):68339876-68396169	0.4833
NM_003983	chr16(.):68293422-68340722	1.2943
NM_032178	chr16(.):68329517-68349868	0.3091
NM_006927	chr16(.):70408337-70477991	0.6727
NM_145059	chr16(.):70483497-70519177	0.2109
NM_001031804	chr16(.):79622744-79639622	1.5777
NM_022066	chr17(.):74380612-74454288	0.1119
NM_020761	chr17(.):78513624-78945173	0.2396
NM_005022	chr17(.):4843946-4856825	1.9554
NM_000267	chr17(.):29416944-29709695	0.2919
NM_002544	chr17(.):29616667-29629380	0.0803
NM_183232	chr17(.):37916198-38025441	1.1049
NR_027774	chr17(.):43508265-43573146	0.4034
NM_001114091	chr17(.):45190310-45271665	0.1553
NM_000212	chr17(.):45326207-45395077	0.1368
NM_003726	chr17(.):46205801-46512594	0.1152
NM_030802	chr17(.):47782686-47846518	0.8844
NM_001433	chr17(.):62115389-62212502	1.5845
NM_181671	chr17(.):65368923-65694647	0.235
NR_036488	chr17(.):70394462-70593943	0.4301
NM_004252	chr17(.):72739762-72770499	0.8752
NM_001113492	chr17(.):75278972-75501678	0.5202
NM_006640	chr17(.):75310596-75501678	0.5966
NM_001113491	chr17(.):75272491-75501678	0.5116
NM_001163075	chr17(.):76137433-76167364	1.6824
NM_017456	chr17(.):76665129-76783376	1.0367
NM_000080	chr17(.):4796063-4811369	0.0854
NM_001145536	chr17(.):4797947-4811227	0.0953
NM_001165417	chr17(.):4835425-4848462	0.6819
NM_000173	chr17(.):4830591-4843325	0.2357
NM_015528	chr17(.):4838629-4853517	1.7902
NM_006612	chr17(.):4896242-4936694	0.1493
NM_015099	chr17(.):4866286-4895960	0.5269
NM_001171168	chr17(.):4866286-4895665	0.5321
NM_053013	chr17(.):4849383-4865426	1.3821
NM_001167985	chr17(.):4886424-4905905	0.432
NM_004890	chr17(.):4857520-4876132	0.574
NM_012452	chr17(.):16837397-16880402	2.666
NM_006495	chr17(.):29625787-29646130	2.2765
NM_014210	chr17(.):29638427-29653767	3.3912
NM_002981	chr17(.):32682398-32695252	3.9193
NM_005408	chr17(.):32678470-32690629	0.7577
NM_005623	chr17(.):32641065-32653421	0.091
NM_002983	chr17(.):34410602-34422506	2.904
NM_002988	chr17(.):34386642-34403841	0.1223
NM_002984	chr17(.):34426219-34438014	2.6999
NM_021006	chr17(.):34517267-34529156	7.7752
NM_001001418	chr17(.):34576084-34597027	0.2721
NM_001001435	chr17(.):34533467-34545274	5.7869
NM_001001437	chr17(.):34517267-34529147	7.7756
NM_001001417	chr17(.):34488060-34508988	0.3307
NM_021006	chr17(.):34618841-34630730	6.7563
NM_001001437	chr17(.):34618841-34630721	6.7552
NM_001001435	chr17(.):34635033-34646840	6.0753
NM_001001418	chr17(.):34741118-34813091	0.1963
NM_005310	chr17(.):37889186-37908538	0.2466
NM_001030002	chr17(.):37889589-37908538	0.251
NM_032339	chr17(.):37880408-37891788	0.3791
NM_018530	chr17(.):38055847-38078793	0.0941
NM_001042471	chr17(.):38055847-38079903	0.096
NM_198844	chr17(.):38019454-38039149	1.2927
NM_001145301	chr17(.):38469472-38518895	2.3101
NM_152219	chr17(.):38511904-38525945	0.1304
NM_000964	chr17(.):38460422-38518895	2.6105
NM_001024809	chr17(.):38493270-38518895	0.1479
NM_001254	chr17(.):38439145-38464413	0.2534
NM_152343	chr17(.):43326759-43344479	0.0937
NM_005892	chr17(.):43294291-43329683	1.638
NR_024434	chr17(.):43320302-43350997	0.2628
NR_024435	chr17(.):43334557-43350997	0.0893
NM_174919	chr17(.):43501717-43515282	0.7187
NM_199282	chr17(.):43466267-43508012	0.3396
NM_001159330	chr17(.):43466267-43488449	0.4252
NR_036199	chr17(.):43547728-43557801	0.0556
NM_001002841	chr17(.):45281427-45306045	0.6569
NM_002476	chr17(.):45281713-45306045	0.6249
NM_002144	chr17(.):46601806-46613272	0.0756
NM_002145	chr17(.):46615018-46627393	0.1426
NM_005827	chr17(.):47773689-47790282	0.3051
NM_001199155	chr17(.):47860980-47911458	0.194
NM_000250	chr17(.):56342216-56363296	0.0631
NM_004758	chr17(.):56373593-56411152	0.9957
NM_003168	chr17(.):56417538-56434563	0.9647
NR_029683	chr17(.):56403592-56413679	5.1132
NR_004380	chr17(.):62218437-62228517	0.7029
NR_002995	chr17(.):62218698-62228831	0.6999
NR_036199	chr17(.):62813147-62823220	0.056
NR_033876	chr17(.):70589179-70641611	0.471
NM_001163989	chr17(.):72727958-72748474	1.6577
NM_001006638	chr17(.):72728355-72748474	1.6904
NM_139018	chr17(.):72685451-72714108	0.0981
NM_175738	chr17(.):72662255-72748474	0.5016
NR_037409	chr17(.):72739751-72749838	1.2103
NM_017728	chr17(.):72767621-72840922	0.0756
NM_015654	chr17(.):72761685-72777470	0.1672
NM_173547	chr17(.):73880040-73898054	0.2881
NM_033452	chr17(.):73865244-73879656	1.7864
NM_012478	chr17(.):73836779-73856501	0.5465
NM_199242	chr17(.):73818307-73845798	0.0896
NM_032478	chr17(.):73889723-73906181	0.5207
NM_024599	chr17(.):74461974-74502509	1.3492
NM_134268	chr17(.):74518439-74538782	0.0787
NM_001166579	chr17(.):74444432-74471199	0.1393
NM_001088	chr17(.):74458629-74471199	0.128
NM_001005498	chr17(.):74461974-74488991	1.4034
NM_001077620	chr17(.):74531120-74546458	0.0729
NR_033357	chr17(.):74518667-74546458	0.077
NR_027058	chr17(.):75079724-75096068	2.2536
NR_003013	chr17(.):75080388-75090575	2.5713
NM_001143998	chr17(.):75132004-75218181	1.6666
NM_001144001	chr17(.):75176294-75218181	1.3283
NM_001113495	chr17(.):75466324-75501678	0.2394
NM_001113493	chr17(.):75364271-75501678	0.5953
NM_001113496	chr17(.):75441612-75501678	0.3558
NM_001113494	chr17(.):75367164-75501678	0.5827
NR_036200	chr17(.):75388065-75398136	0.056
NM_152468	chr17(.):76121858-76144049	2.2553
NM_007267	chr17(.):76103998-76133488	1.3738
NM_001127198	chr17(.):76103998-76129861	1.5307
NM_001145529	chr17(.):76222390-76242068	0.0658
NM_001010982	chr17(.):76178436-76208782	0.106
NM_001012270	chr17(.):76205276-76226716	0.1413
NM_003258	chr17(.):76165159-76188285	0.9126
NM_004710	chr17(.):76159670-76174009	1.6691
NR_002219	chr17(.):76205320-76225783	0.1426
NM_001145526	chr17(.):76178442-76208782	0.1061
NR_027083	chr17(.):76178397-76198641	0.1248
NM_001142730	chr18(.):24029874-24133500	0.2904
NM_001136205	chr18(.):24029874-24134399	0.2885
NM_198991	chr18(.):24029874-24225308	0.1837
NM_000633	chr18(.):60785578-60991613	0.9391
NM_001083625	chr18(.):9131757-9290206	0.4336
NM_144662	chr18(.):23708815-23778319	1.4325
NM_005640	chr18(.):23801408-23976650	0.116
NM_003199	chr18(.):52884561-53260860	0.2464
NM_021074	chr18(.):9097627-9139343	2.4073
NM_005904	chr18(.):46441222-46482081	2.0825
NM_001190823	chr18(.):46441222-46474177	1.9247
NM_001190822	chr18(.):46441222-46480703	2.1391
NM_030973	chr19(.):50316535-50345237	0.5687
NM_001039846	chr19(.):2091867-2104583	1.5285
NM_001164605	chr19(.):35640844-35665788	0.3135
NM_018028	chr19(.):39828107-39880537	0.104
NM_014164	chr19(.):35640624-35665788	0.3116
NR_028406	chr19(.):35640671-35665788	0.3121
NM_020695	chr19(.):1810244-1853452	0.292
NM_052847	chr19(.):2506217-2707746	0.7702
NM_024038	chr19(.):12836453-12850529	0.665
NM_014975	chr19(.):12944258-12990766	0.0609
NM_032855	chr19(.):16239837-16274377	1.8825
NM_006387	chr19(.):16623699-16658263	0.142
NM_001492	chr19(.):18974360-19011953	0.0568
NM_001398	chr19(.):39301061-39327497	0.1388
NM_001031749	chr19(.):44295078-44311613	0.0525
NM_139176	chr19(.):55429876-55463873	0.3356
NM_001280	chr19(.):1264266-1278171	1.6667
NM_017914	chr19(.):1270519-1284243	1.1371
NM_177401	chr19(.):1243551-1264142	0.9919
NM_001001975	chr19(.):1236748-1249824	0.6157
NM_001405	chr19(.):1281167-1304944	0.0612
NM_152769	chr19(.):1224946-1242990	0.2332
NR_027271	chr19(.):1262469-1275259	0.7309
NR_023313	chr19(.):1264266-1279809	1.5023
NM_001136139	chr19(.):1604291-1655286	0.5681
NM_003200	chr19(.):1604291-1657326	0.5499
NM_006830	chr19(.):1592153-1610483	0.6377
NM_138813	chr19(.):1777073-1817270	0.0787
NM_001178002	chr19(.):1777073-1817199	0.0787
NR_031730	chr19(.):1811157-1821237	0.1435
NR_034114	chr19(.):1817087-1829542	0.0657
NM_031918	chr19(.):1847397-1868564	1.7953
NM_138422	chr19(.):1900416-1918446	0.3911
NM_001130111	chr19(.):1871974-1890518	0.3593
NM_079834	chr19(.):1900372-1931012	0.3327
NM_017572	chr19(.):2032469-2056243	0.7529
NM_017797	chr19(.):1980446-2020702	0.1389
NM_130807	chr19(.):2066034-2101269	3.1622
NM_004152	chr19(.):2264519-2278487	0.8112
NM_018049	chr19(.):2228154-2241328	0.9456
NM_000479	chr19(.):2244112-2257072	1.0342
NM_198532	chr19(.):2269630-2287181	0.4765
NR_031596	chr19(.):2229060-2239148	1.0984
NM_007165	chr19(.):2231815-2253678	0.6156
NM_144616	chr19(.):2247249-2261422	1.8464
NM_001101391	chr19(.):2284773-2313156	0.3843
NR_036207	chr19(.):2245637-2255717	0.3122
NM_032737	chr19(.):2423163-2461958	0.537
NM_012458	chr19(.):2420621-2432875	0.7124
NM_015675	chr19(.):2471122-2483257	1.9435
NM_001379	chr19(.):10239021-10310755	0.2536
NM_004230	chr19(.):10327108-10346948	1.642
NR_036206	chr19(.):10336088-10346161	0.7528
NM_001544	chr19(.):10392649-10404198	0.1239
NM_015956	chr19(.):10357639-10375721	0.229
NM_000201	chr19(.):10376516-10402291	0.2512
NM_001080997	chr19(.):12931296-12946207	0.0615
NM_013312	chr19(.):12868816-12891434	0.2377
NM_004317	chr19(.):12843305-12864137	0.4595
NM_181738	chr19(.):12906426-12917694	0.3588
NM_017682	chr19(.):12858406-12874271	0.0531
NM_002229	chr19(.):12897309-12909125	1.5402
NM_031429	chr19(.):12931295-12951230	0.07
NM_006397	chr19(.):12912427-12929462	0.1827
NM_005809	chr19(.):12902633-12917694	0.6928
NM_023072	chr19(.):13901273-13948044	0.1752
NR_029613	chr19(.):13980512-13990622	0.0772
NR_036515	chr19(.):13940329-13952103	1.514
NM_001098622	chr19(.):13982949-13996571	0.3988
NR_030179	chr19(.):13980688-13990825	0.0828
NR_029497	chr19(.):13942100-13952173	1.7806
NR_029495	chr19(.):13942400-13952473	1.8698
NR_029501	chr19(.):13942253-13952331	1.8194
NM_005370	chr19(.):16217489-16249445	1.2955
NM_001145160	chr19(.):16173316-16218813	0.6864
NM_003290	chr19(.):16182134-16218813	0.6636
NM_032493	chr19(.):16303664-16351156	0.0698
NM_054113	chr19(.):16267178-16289286	0.3199
NM_014077	chr19(.):16291234-16307857	0.2515
NM_024881	chr19(.):16655647-16688193	0.1256
NM_004831	chr19(.):16680717-16744015	1.1849
NM_001145724	chr19(.):19035009-19054858	0.5354
NM_001145722	chr19(.):19035009-19056113	0.6407
NM_001145721	chr19(.):19035009-19056161	0.6436
NR_027297	chr19(.):19035009-19055444	0.5702
NM_007263	chr19(.):19005322-19035199	0.1526
NM_004838	chr19(.):19035009-19057041	0.6892
NM_019070	chr19(.):19025483-19044442	0.2105
NM_015925	chr19(.):35734558-35763867	0.7283
NM_152481	chr19(.):35710703-35724628	0.0637
NM_006149	chr19(.):39287310-39308740	0.0401
NM_012237	chr19(.):39364194-39395463	0.388
NM_001005335	chr19(.):39322027-39347979	0.9858
NM_001001716	chr19(.):39385614-39404534	0.199
NM_001533	chr19(.):39322027-39345617	0.9987
NM_001193286	chr19(.):39364194-39395502	0.3875
NR_034146	chr19(.):39364194-39389795	0.3648
NM_001195833	chr19(.):39353471-39373919	0.4394
NM_003407	chr19(.):39892486-39905045	4.5673
NM_003169	chr19(.):39931287-39972308	0.2196
NM_001130825	chr19(.):39931185-39972308	0.2211
NM_019088	chr19(.):39871269-39886679	0.3689
NM_017592	chr19(.):39876962-39896203	2.4279
NM_001020	chr19(.):39918846-39931618	0.4595
NM_022835	chr19(.):39898749-39924055	0.6626
NM_001142579	chr19(.):40570058-40601845	0.2155
NM_001010880	chr19(.):40573898-40601810	0.2373
NM_002446	chr19(.):40692650-40726482	0.1678
NM_001098506	chr19(.):42077530-42098197	0.1122
NM_019612	chr19(.):44215213-44229169	0.0448
NM_019108	chr19(.):44230300-44264142	0.3632
NM_002250	chr19(.):44265684-44290409	0.8989
NM_178511	chr19(.):47773141-47783980	0.5468
NM_001127240	chr19(.):47719080-47741023	1.2334
NM_014417	chr19(.):47719078-47739451	1.3218
NM_015603	chr19(.):47754730-47780210	0.5369
NR_036159	chr19(.):47725200-47735276	2.4133
NR_036158	chr19(.):47725198-47735278	2.4133
NM_144577	chr19(.):48794708-48828332	0.3106
NM_018273	chr19(.):48830615-48872186	0.4668
NM_012451	chr19(.):48862650-48884634	0.5425
NM_001425	chr19(.):48823628-48838810	1.5158
NM_153608	chr19(.):48769653-48795863	0.0493
NM_001098632	chr19(.):50367296-50385644	1.5456
NM_032375	chr19(.):50367296-50385578	1.5511
NM_001098633	chr19(.):50367296-50385612	1.5483
NM_017432	chr19(.):50349415-50368999	0.2833
NM_001168222	chr19(.):50375681-50397007	1.0596
NM_007254	chr19(.):50359459-50375822	0.4516
NM_152899	chr19(.):50387913-50405147	0.5832
NM_012068	chr19(.):50426958-50442193	0.6803
NM_001145457	chr19(.):55412507-55429439	0.0539
NM_001174083	chr19(.):55472710-55517510	0.398
NM_001174081	chr19(.):55471651-55517510	0.4253
NM_032836	chr19(.):56097736-56115893	0.5952
NM_007279	chr19(.):56160415-56191082	0.6598
NM_207115	chr19(.):56147391-56159836	0.6923
NM_153219	chr19(.):56106729-56119504	1.0683
NM_203374	chr19(.):56127106-56140941	0.162
NM_016535	chr19(.):56149985-56161989	0.7334
NM_013301	chr19(.):56153953-56169526	1.2513
NM_001163423	chr19(.):56148462-56159836	0.7465
NM_016202	chr19(.):56148417-56159836	0.7442
NM_001130072	chr19(.):56181560-56212133	0.1948
NM_001130071	chr19(.):56182990-56212133	0.1997
NM_001195605	chr19(.):56119958-56134907	0.0461
NM_001174088	chr20(.):46125600-46290621	0.1214
NM_001042472	chr20(.):25275849-25376477	0.8051
NM_015600	chr20(.):25270378-25376477	0.8296
NM_001191	chr20(.):30247260-30315656	2.3362
NM_031483	chr20(.):32946061-33104197	0.3892
NM_015568	chr20(.):37429347-37556667	1.6322
NM_032883	chr20(.):42539781-42703254	0.8009
NM_001098798	chr20(.):42569535-42703254	0.8972
NM_001098797	chr20(.):42538491-42703254	0.799
NM_000022	chr20(.):43243162-43285376	1.1188
NM_006282	chr20(.):43590119-43713593	1.0393
NM_183048	chr20(.):45833380-45990474	0.4364
NM_001193339	chr20(.):45181461-45285100	0.1938
NM_001011554	chr20(.):45181461-45318124	0.1795
NM_183425	chr20(.):55961462-55989386	0.9632
NM_080618	chr20(.):56067223-56105154	0.1708
NM_002531	chr20(.):61335188-61399123	0.0608
NM_019593	chr20(.):5520079-5596672	0.5267
NM_012261	chr20(.):9490270-9516171	1.5163
NM_002862	chr20(.):25223705-25283648	0.9596
NM_032609	chr20(.):30220690-30237800	0.0843
NM_012112	chr20(.):30321903-30394603	0.1102
NM_176812	chr20(.):32394109-32447173	1.9545
NR_030374	chr20(.):33049129-33059223	0.0804
NM_030919	chr20(.):37549954-37586703	0.134
NR_034104	chr20(.):43280091-43305380	0.2985
NM_006809	chr20(.):43565770-43594114	0.1972
NM_001124756	chr20(.):43533702-43572962	0.0796
NM_145652	chr20(.):43733092-43748803	0.0735
NM_002251	chr20(.):43715949-43734753	0.2496
NM_080721	chr20(.):45164584-45184213	1.6334
NM_018102	chr20(.):45124706-45147194	0.0526
NR_024594	chr20(.):45942245-45954498	0.0733
NM_006526	chr20(.):52178609-52204636	1.21
NR_002189	chr20(.):52486039-52497248	2.7441
NM_003657	chr20(.):52555078-52692304	0.4048
NM_001015885	chr20(.):55921617-55958519	0.1268
NM_003610	chr20(.):55921144-55958519	0.1254
NM_001190472	chr20(.):55928495-55939878	0.062
NR_024470	chr20(.):61289378-61302973	0.1192
NM_016354	chr20(.):61268796-61308647	0.9441
NM_000874	chr21(.):34597230-34640062	0.8079
NM_207585	chr21(.):34597230-34641820	0.8086
NM_001754	chr21(.):36155097-36426595	0.4389
NM_001001890	chr21(.):36155097-36265987	0.7763
NM_006198	chr21(.):41234346-41306322	0.6159
NM_173568	chr21(.):43486425-43568105	0.4845
NM_001199527	chr21(.):43478067-43568105	1.6316
NM_003683	chr21(.):45204417-45228983	0.3492
NM_001100421	chr21(.):19156283-19196703	1.312
NM_000629	chr21(.):34692213-34737128	0.7331
NM_000628	chr21(.):34633671-34674520	0.4412
NM_005534	chr21(.):34770201-34814828	0.3786
NM_001122607	chr21(.):36188573-36265987	1.0502
NM_020727	chr21(.):43401939-43435496	0.7036
NR_027273	chr21(.):43437112-43450060	0.2314
NR_027243	chr21(.):43517243-43533644	0.9469
NM_000100	chr21(.):45188830-45201259	1.2535
NR_026961	chr21(.):45220638-45237448	0.1162
NM_005049	chr21(.):45522207-45556063	0.2313
NM_198155	chr21(.):45548493-45570605	1.4715
NM_002473	chr22(.):36672322-36789063	0.5901
NM_004327	chr22(.):23517551-23665224	0.3098
NM_014433	chr22(.):23396592-23489241	0.6247
NM_012295	chr22(.):24402764-24579596	0.2384
NM_001199281	chr22(.):24402819-24579596	0.2385
NM_001887	chr22(.):26990361-27018991	2.6388
NM_007194	chr22(.):29078730-29142822	0.1081
NM_001195071	chr22(.):38610297-38673670	0.5976
NM_001195072	chr22(.):38610297-38674040	0.595
NM_001003406	chr22(.):39961757-40090740	0.0554
NR_030755	chr22(.):23160269-23170365	1.4076
NM_001178126	chr22(.):23224959-23243013	7.9031
NM_004914	chr22(.):23482512-23511531	1.2625
NM_001024938	chr22(.):24194058-24232725	0.251
NM_002415	chr22(.):24231564-24242409	0.7234
NM_001024939	chr22(.):24195040-24232725	0.2543
NM_001007468	chr22(.):24124149-24181705	0.489
NM_001002862	chr22(.):24171689-24186199	2.4273
NM_019601	chr22(.):24572443-24590074	0.0581
NM_000675	chr22(.):24818529-24843325	1.4094
NR_028484	chr22(.):24820177-24895783	0.5209
NM_001008566	chr22(.):26916713-26966370	0.183
NM_003595	chr22(.):26916713-26991089	0.7501
NR_031615	chr22(.):26946177-26956289	0.4332
NR_003491	chr22(.):27048445-27077440	0.5958
NM_001886	chr22(.):27012927-27031636	1.1881
NM_172002	chr22(.):29133042-29158496	0.4791
NM_173510	chr22(.):29163661-29190283	0.8531
NM_001079539	chr22(.):29185547-29201560	2.9752
NM_145640	chr22(.):36531370-36561977	1.023
NM_145642	chr22(.):36531370-36567225	0.8976
NM_030643	chr22(.):36580175-36605879	0.1154
NM_031910	chr22(.):37571205-37589330	0.0837
NM_001051	chr22(.):37597244-37613353	1.0028
NM_013385	chr22(.):37673494-37716389	0.3605
NM_002872	chr22(.):37616309-37645305	2.025
NM_152221	chr22(.):38681696-38718413	0.7786
NR_002821	chr22(.):38735669-38799931	0.7261
NM_001894	chr22(.):38681696-38719089	0.7662
NM_004981	chr22(.):38817332-38845033	0.0638
NM_001006666	chr22(.):39431672-39445428	0.8543
NM_004900	chr22(.):39373404-39393783	0.6942
NM_152426	chr22(.):39412117-39434256	0.7986
NM_014508	chr22(.):39405264-39419825	1.6743
NM_021822	chr22(.):39468009-39488748	1.0472
NM_181773	chr22(.):39488228-39505072	0.496
NM_006116	chr22(.):39790758-39832887	0.5332
