GENE_ID	locusLine	bin_1_09_0EWV_0229Kronos_MM1S-KB-24hr-1_H3K18Ac_hs-dm_i17.bam
1_MACS_peak_12471_lociStitched	chr19(.):11199256-11208288	2.2308
1_MACS_peak_12472_lociStitched	chr19(.):11247606-11249444	1.3094
1_MACS_peak_12473_lociStitched	chr19(.):11265671-11267503	1.238
1_MACS_peak_12474_lociStitched	chr19(.):11289708-11291438	1.147
1_MACS_peak_12475_lociStitched	chr19(.):11307322-11309440	1.1734
1_MACS_peak_12476_lociStitched	chr19(.):11315679-11317480	0.7728
2_MACS_peak_12477_lociStitched	chr19(.):11449576-11458070	0.3945
2_MACS_peak_12479_lociStitched	chr19(.):11484507-11493114	0.7795
1_MACS_peak_12481_lociStitched	chr19(.):11545125-11547277	1.5793
1_MACS_peak_12482_lociStitched	chr19(.):11592879-11593861	0.4258
1_MACS_peak_12483_lociStitched	chr19(.):11615374-11617644	1.5349
1_MACS_peak_12484_lociStitched	chr19(.):11646217-11647486	0.5445
1_MACS_peak_12485_lociStitched	chr19(.):11669265-11671574	0.6626
2_MACS_peak_12486_lociStitched	chr19(.):11691747-11695698	0.9867
1_MACS_peak_12488_lociStitched	chr19(.):11707151-11709192	2.2067
1_MACS_peak_12489_lociStitched	chr19(.):11750172-11751322	0.5364
1_MACS_peak_12490_lociStitched	chr19(.):11848488-11850697	1.0668
1_MACS_peak_12491_lociStitched	chr19(.):11876984-11879037	2.0482
1_MACS_peak_12492_lociStitched	chr19(.):11908660-11910218	0.7335
1_MACS_peak_12493_lociStitched	chr19(.):11924217-11925860	0.957
1_MACS_peak_12494_lociStitched	chr19(.):12034353-12036914	1.8412
1_MACS_peak_12495_lociStitched	chr19(.):12074873-12076966	1.6897
2_MACS_peak_12496_lociStitched	chr19(.):12091688-12099905	0.2785
1_MACS_peak_12498_lociStitched	chr19(.):12202840-12203789	0.5881
1_MACS_peak_12499_lociStitched	chr19(.):12250337-12251517	0.6293
1_MACS_peak_12500_lociStitched	chr19(.):12273390-12274767	1.0392
1_MACS_peak_12501_lociStitched	chr19(.):12404379-12406241	1.2394
1_MACS_peak_12502_lociStitched	chr19(.):12424779-12426253	0.6743
1_MACS_peak_12503_lociStitched	chr19(.):12443279-12445226	0.9497
1_MACS_peak_12504_lociStitched	chr19(.):12475589-12477214	1.0563
1_MACS_peak_12505_lociStitched	chr19(.):12510485-12512473	1.074
1_MACS_peak_12506_lociStitched	chr19(.):12550328-12552601	0.9329
3_MACS_peak_12507_lociStitched	chr19(.):12588696-12596456	1.3137
1_MACS_peak_12510_lociStitched	chr19(.):12605518-12606965	0.5986
1_MACS_peak_12511_lociStitched	chr19(.):12661209-12663924	2.3794
2_MACS_peak_12512_lociStitched	chr19(.):12713928-12726052	1.0215
2_MACS_peak_12514_lociStitched	chr19(.):12776648-12781435	1.2824
1_MACS_peak_12516_lociStitched	chr19(.):12791439-12793401	1.6558
1_MACS_peak_12517_lociStitched	chr19(.):12806861-12808346	0.7658
1_MACS_peak_12518_lociStitched	chr19(.):12832125-12835385	1.252
2_MACS_peak_12519_lociStitched	chr19(.):12844146-12849036	1.7487
6_MACS_peak_12521_lociStitched	chr19(.):12885502-12918169	0.8363
2_MACS_peak_12527_lociStitched	chr19(.):12991330-12997357	0.8516
1_MACS_peak_12529_lociStitched	chr19(.):13010399-13011862	0.9473
2_MACS_peak_12530_lociStitched	chr19(.):13024156-13030560	0.4892
3_MACS_peak_12532_lociStitched	chr19(.):13043365-13057746	0.9791
1_MACS_peak_12535_lociStitched	chr19(.):13066921-13068925	1.2485
1_MACS_peak_12536_lociStitched	chr19(.):13075645-13076983	1.2148
1_MACS_peak_12537_lociStitched	chr19(.):13132726-13134805	1.1154
1_MACS_peak_12538_lociStitched	chr19(.):13212670-13216684	2.2928
2_MACS_peak_12539_lociStitched	chr19(.):13226690-13230477	0.761
2_MACS_peak_12541_lociStitched	chr19(.):13260283-13263991	0.8742
1_MACS_peak_12543_lociStitched	chr19(.):13385595-13387050	0.5287
1_MACS_peak_12544_lociStitched	chr19(.):13841824-13843321	0.7378
1_MACS_peak_12545_lociStitched	chr19(.):13858034-13859805	1.1613
1_MACS_peak_12546_lociStitched	chr19(.):13874550-13876206	0.7314
1_MACS_peak_12547_lociStitched	chr19(.):13884785-13886354	1.0202
2_MACS_peak_12548_lociStitched	chr19(.):13897932-13907398	0.433
1_MACS_peak_12550_lociStitched	chr19(.):13927879-13929801	1.2289
4_MACS_peak_12551_lociStitched	chr19(.):13943794-13962152	2.7952
1_MACS_peak_12555_lociStitched	chr19(.):13971946-13973460	1.1618
2_MACS_peak_12556_lociStitched	chr19(.):13990761-13996827	0.7812
1_MACS_peak_12558_lociStitched	chr19(.):14016304-14018235	0.874
1_MACS_peak_12559_lociStitched	chr19(.):14062913-14064432	0.7864
1_MACS_peak_12560_lociStitched	chr19(.):14096231-14098699	3.0689
1_MACS_peak_12561_lociStitched	chr19(.):14115617-14118623	3.2407
1_MACS_peak_12562_lociStitched	chr19(.):14125519-14127305	0.7112
1_MACS_peak_12563_lociStitched	chr19(.):14142084-14143529	0.8113
1_MACS_peak_12564_lociStitched	chr19(.):14153102-14154351	0.9908
2_MACS_peak_12565_lociStitched	chr19(.):14182397-14193395	0.6062
1_MACS_peak_12567_lociStitched	chr19(.):14201594-14203170	0.7299
1_MACS_peak_12568_lociStitched	chr19(.):14212440-14214463	0.8776
2_MACS_peak_12569_lociStitched	chr19(.):14227513-14229939	0.702
1_MACS_peak_12571_lociStitched	chr19(.):14238374-14239665	0.5347
1_MACS_peak_12572_lociStitched	chr19(.):14246616-14249144	1.007
1_MACS_peak_12573_lociStitched	chr19(.):14528199-14531245	1.5668
2_MACS_peak_12574_lociStitched	chr19(.):14543220-14551899	0.4013
1_MACS_peak_12576_lociStitched	chr19(.):14606563-14607688	0.4777
1_MACS_peak_12577_lociStitched	chr19(.):14627644-14630312	1.3074
1_MACS_peak_12578_lociStitched	chr19(.):14639286-14641408	1.2891
1_MACS_peak_12579_lociStitched	chr19(.):14682056-14683359	1.5225
1_MACS_peak_12580_lociStitched	chr19(.):14799904-14801773	1.4053
2_MACS_peak_12581_lociStitched	chr19(.):15235223-15243334	0.3931
1_MACS_peak_12583_lociStitched	chr19(.):15334121-15335229	0.667
1_MACS_peak_12584_lociStitched	chr19(.):15396475-15398555	0.6779
1_MACS_peak_12585_lociStitched	chr19(.):15441805-15446006	1.4146
1_MACS_peak_12586_lociStitched	chr19(.):15488743-15491931	2.12
1_MACS_peak_12587_lociStitched	chr19(.):15528679-15530230	1.8444
1_MACS_peak_12588_lociStitched	chr19(.):15542404-15544554	0.7399
1_MACS_peak_12589_lociStitched	chr19(.):15559715-15561198	0.6582
2_MACS_peak_12590_lociStitched	chr19(.):15573972-15578791	1.5539
1_MACS_peak_12592_lociStitched	chr19(.):15947032-15948450	1.568
2_MACS_peak_12593_lociStitched	chr19(.):16180208-16191295	2.3845
2_MACS_peak_12595_lociStitched	chr19(.):16221398-16232264	2.8943
4_MACS_peak_12597_lociStitched	chr19(.):16244035-16272803	2.2304
2_MACS_peak_12601_lociStitched	chr19(.):16292688-16297226	0.7444
1_MACS_peak_12603_lociStitched	chr19(.):16307930-16309399	0.6999
1_MACS_peak_12604_lociStitched	chr19(.):16434510-16439376	1.0128
2_MACS_peak_12605_lociStitched	chr19(.):16475923-16484405	1.4064
1_MACS_peak_12607_lociStitched	chr19(.):16492807-16495056	1.0717
4_MACS_peak_12608_lociStitched	chr19(.):16545180-16561185	1.0248
1_MACS_peak_12612_lociStitched	chr19(.):16581776-16583750	0.8828
1_MACS_peak_12613_lociStitched	chr19(.):16606337-16607975	0.743
1_MACS_peak_12614_lociStitched	chr19(.):16652152-16654487	1.3032
2_MACS_peak_12615_lociStitched	chr19(.):16676821-16684333	0.343
3_MACS_peak_12617_lociStitched	chr19(.):16693770-16711468	3.6309
1_MACS_peak_12620_lociStitched	chr19(.):16737689-16740761	1.4215
1_MACS_peak_12621_lociStitched	chr19(.):16757093-16758672	0.6559
1_MACS_peak_12622_lociStitched	chr19(.):16769831-16773054	2.0533
1_MACS_peak_12623_lociStitched	chr19(.):16829103-16830475	0.4385
1_MACS_peak_12624_lociStitched	chr19(.):16939810-16941102	0.6952
2_MACS_peak_12625_lociStitched	chr19(.):16993399-17001027	0.9167
1_MACS_peak_12627_lociStitched	chr19(.):17007063-17007797	0.6395
2_MACS_peak_12628_lociStitched	chr19(.):17184684-17187560	1.1712
1_MACS_peak_12630_lociStitched	chr19(.):17235651-17237601	1.2669
1_MACS_peak_12631_lociStitched	chr19(.):17245787-17247201	0.7516
1_MACS_peak_12632_lociStitched	chr19(.):17325251-17327086	2.2976
1_MACS_peak_12633_lociStitched	chr19(.):17336531-17338073	0.6772
1_MACS_peak_12634_lociStitched	chr19(.):17345575-17346909	0.913
1_MACS_peak_12635_lociStitched	chr19(.):17355594-17358257	1.1704
1_MACS_peak_12636_lociStitched	chr19(.):17376640-17379052	1.1522
1_MACS_peak_12637_lociStitched	chr19(.):17402627-17403937	0.607
3_MACS_peak_12638_lociStitched	chr19(.):17413127-17421317	0.8512
2_MACS_peak_12641_lociStitched	chr19(.):17444753-17449246	0.9112
2_MACS_peak_12643_lociStitched	chr19(.):17480542-17484847	0.4821
1_MACS_peak_12645_lociStitched	chr19(.):17493107-17494644	0.9971
1_MACS_peak_12646_lociStitched	chr19(.):17514722-17519010	2.9814
1_MACS_peak_12647_lociStitched	chr19(.):17530018-17531922	0.8766
2_MACS_peak_12648_lociStitched	chr19(.):17574383-17581403	0.253
1_MACS_peak_12650_lociStitched	chr19(.):17621518-17623670	2.6331
1_MACS_peak_12651_lociStitched	chr19(.):17633793-17635035	0.7237
1_MACS_peak_12652_lociStitched	chr19(.):17666071-17667676	0.701
1_MACS_peak_12653_lociStitched	chr19(.):17829597-17831123	0.5746
1_MACS_peak_12654_lociStitched	chr19(.):17861366-17863220	1.7827
2_MACS_peak_12655_lociStitched	chr19(.):17957784-17962008	1.0894
1_MACS_peak_12657_lociStitched	chr19(.):17970250-17971887	1.2876
1_MACS_peak_12658_lociStitched	chr19(.):18042761-18044631	1.5853
1_MACS_peak_12659_lociStitched	chr19(.):18057950-18059575	0.6208
1_MACS_peak_12660_lociStitched	chr19(.):18132194-18133840	0.6919
1_MACS_peak_12661_lociStitched	chr19(.):18154974-18156791	0.6391
2_MACS_peak_12662_lociStitched	chr19(.):18196995-18202853	0.9921
1_MACS_peak_12664_lociStitched	chr19(.):18220131-18221935	1.0973
1_MACS_peak_12665_lociStitched	chr19(.):18228427-18231171	1.2571
1_MACS_peak_12666_lociStitched	chr19(.):18262349-18265057	2.2926
1_MACS_peak_12667_lociStitched	chr19(.):18271433-18272644	0.68
1_MACS_peak_12668_lociStitched	chr19(.):18283790-18285823	0.9572
1_MACS_peak_12669_lociStitched	chr19(.):18314053-18316777	1.1992
1_MACS_peak_12670_lociStitched	chr19(.):18389827-18394004	2.2364
1_MACS_peak_12671_lociStitched	chr19(.):18402230-18403786	0.5078
1_MACS_peak_12672_lociStitched	chr19(.):18413543-18416970	3.3314
1_MACS_peak_12673_lociStitched	chr19(.):18432647-18435073	0.9724
1_MACS_peak_12674_lociStitched	chr19(.):18450483-18452946	0.8274
1_MACS_peak_12675_lociStitched	chr19(.):18483811-18485694	1.1119
1_MACS_peak_12676_lociStitched	chr19(.):18529805-18530790	0.6005
1_MACS_peak_12677_lociStitched	chr19(.):18539475-18541090	0.6725
1_MACS_peak_12678_lociStitched	chr19(.):18629600-18634246	1.6026
1_MACS_peak_12679_lociStitched	chr19(.):18653018-18655671	0.9279
1_MACS_peak_12680_lociStitched	chr19(.):18667909-18669727	1.5423
1_MACS_peak_12681_lociStitched	chr19(.):18681653-18683623	0.9448
1_MACS_peak_12682_lociStitched	chr19(.):18699088-18700707	1.768
1_MACS_peak_12683_lociStitched	chr19(.):18746822-18748614	0.6441
1_MACS_peak_12684_lociStitched	chr19(.):18793566-18795128	0.9327
1_MACS_peak_12685_lociStitched	chr19(.):18810522-18812902	1.0788
1_MACS_peak_12686_lociStitched	chr19(.):18942192-18945370	0.9263
1_MACS_peak_12687_lociStitched	chr19(.):19029051-19031257	1.2676
2_MACS_peak_12688_lociStitched	chr19(.):19049630-19062878	2.7543
1_MACS_peak_12690_lociStitched	chr19(.):19143256-19145581	1.9745
2_MACS_peak_12691_lociStitched	chr19(.):19173722-19180866	0.8836
1_MACS_peak_12693_lociStitched	chr19(.):19248371-19249691	0.9493
1_MACS_peak_12694_lociStitched	chr19(.):19256359-19257355	0.4965
1_MACS_peak_12695_lociStitched	chr19(.):19302322-19304498	2.6357
1_MACS_peak_12696_lociStitched	chr19(.):19313169-19314647	0.9122
1_MACS_peak_12697_lociStitched	chr19(.):19430614-19432755	2.654
3_MACS_peak_12698_lociStitched	chr19(.):19475028-19484635	0.369
1_MACS_peak_12701_lociStitched	chr19(.):19495476-19497842	1.0029
1_MACS_peak_12702_lociStitched	chr19(.):19626012-19627980	1.6504
1_MACS_peak_12703_lociStitched	chr19(.):19753281-19755254	1.6765
2_MACS_peak_12704_lociStitched	chr19(.):19773371-19780587	1.1975
1_MACS_peak_12706_lociStitched	chr19(.):19886486-19888406	1.1221
1_MACS_peak_12707_lociStitched	chr19(.):19931869-19932878	0.5035
1_MACS_peak_12708_lociStitched	chr19(.):19976298-19978021	1.6687
1_MACS_peak_12709_lociStitched	chr19(.):20010948-20012699	0.7302
1_MACS_peak_12710_lociStitched	chr19(.):20106174-20106805	0.5925
1_MACS_peak_12711_lociStitched	chr19(.):20162530-20163933	0.6834
2_MACS_peak_12712_lociStitched	chr19(.):20476214-20479785	0.6437
1_MACS_peak_12714_lociStitched	chr19(.):20606307-20607992	0.7504
1_MACS_peak_12715_lociStitched	chr19(.):20614348-20616623	1.0294
1_MACS_peak_12716_lociStitched	chr19(.):20748066-20748921	0.4895
1_MACS_peak_12717_lociStitched	chr19(.):20846954-20848957	1.6004
1_MACS_peak_12718_lociStitched	chr19(.):20958961-20959706	0.7718
1_MACS_peak_12719_lociStitched	chr19(.):21105783-21106828	0.4661
1_MACS_peak_12720_lociStitched	chr19(.):21203015-21204281	1.052
1_MACS_peak_12721_lociStitched	chr19(.):21264595-21265712	0.5071
1_MACS_peak_12722_lociStitched	chr19(.):21324391-21325642	0.914
1_MACS_peak_12723_lociStitched	chr19(.):21511312-21512602	1.3676
1_MACS_peak_12724_lociStitched	chr19(.):21578798-21580607	0.6122
1_MACS_peak_12725_lociStitched	chr19(.):21688030-21689113	0.4317
1_MACS_peak_12726_lociStitched	chr19(.):21949157-21950788	1.286
1_MACS_peak_12727_lociStitched	chr19(.):23432208-23433618	0.7428
1_MACS_peak_12728_lociStitched	chr19(.):23456004-23457481	0.9627
1_MACS_peak_12729_lociStitched	chr19(.):23577523-23578650	0.6378
1_MACS_peak_12730_lociStitched	chr19(.):23709685-23711108	0.9675
1_MACS_peak_12731_lociStitched	chr19(.):23722550-23723824	0.5345
1_MACS_peak_12732_lociStitched	chr19(.):23869067-23870474	1.4483
1_MACS_peak_12733_lociStitched	chr19(.):23881293-23883169	0.8948
3_MACS_peak_12734_lociStitched	chr19(.):23940782-23950410	0.3153
1_MACS_peak_12737_lociStitched	chr19(.):23982258-23985549	0.6656
1_MACS_peak_12738_lociStitched	chr19(.):24005854-24008084	0.9358
1_MACS_peak_12739_lociStitched	chr19(.):24216311-24217084	0.4764
1_MACS_peak_12740_lociStitched	chr19(.):28283680-28285805	1.4838
1_MACS_peak_12741_lociStitched	chr19(.):28698358-28700593	0.7399
1_MACS_peak_12742_lociStitched	chr19(.):28816285-28817105	0.5736
2_MACS_peak_12743_lociStitched	chr19(.):28879148-28887643	2.1698
2_MACS_peak_12745_lociStitched	chr19(.):28919685-28929795	2.4392
1_MACS_peak_12747_lociStitched	chr19(.):28954810-28962925	3.505
2_MACS_peak_12748_lociStitched	chr19(.):28971492-28981049	1.4705
1_MACS_peak_12750_lociStitched	chr19(.):29004476-29008586	2.9719
1_MACS_peak_12751_lociStitched	chr19(.):29024413-29027683	2.5094
1_MACS_peak_12752_lociStitched	chr19(.):29080205-29082029	0.4729
1_MACS_peak_12753_lociStitched	chr19(.):29091007-29097598	2.8571
1_MACS_peak_12754_lociStitched	chr19(.):29120270-29126851	7.7066
1_MACS_peak_12755_lociStitched	chr19(.):29227303-29228912	0.5582
1_MACS_peak_12756_lociStitched	chr19(.):29703002-29704739	1.47
1_MACS_peak_12757_lociStitched	chr19(.):29760867-29761865	0.7514
1_MACS_peak_12758_lociStitched	chr19(.):30096166-30097793	1.5203
1_MACS_peak_12759_lociStitched	chr19(.):30155506-30157313	0.609
1_MACS_peak_12760_lociStitched	chr19(.):30205611-30207812	1.185
2_MACS_peak_12761_lociStitched	chr19(.):30301466-30303968	1.0747
1_MACS_peak_12763_lociStitched	chr19(.):30433002-30434242	0.5996
1_MACS_peak_12764_lociStitched	chr19(.):30468773-30469736	0.4375
1_MACS_peak_12765_lociStitched	chr19(.):32396772-32397951	0.4631
1_MACS_peak_12766_lociStitched	chr19(.):32836099-32837632	1.0692
1_MACS_peak_12767_lociStitched	chr19(.):32895504-32897735	2.0272
1_MACS_peak_12768_lociStitched	chr19(.):32948814-32950783	1.0369
1_MACS_peak_12769_lociStitched	chr19(.):33071212-33073180	0.9625
1_MACS_peak_12770_lociStitched	chr19(.):33164903-33167221	0.9812
1_MACS_peak_12771_lociStitched	chr19(.):33181993-33184227	1.3264
1_MACS_peak_12772_lociStitched	chr19(.):33554131-33555676	0.5759
2_MACS_peak_12773_lociStitched	chr19(.):33568430-33572976	0.6089
1_MACS_peak_12775_lociStitched	chr19(.):33666823-33669129	1.2556
1_MACS_peak_12776_lociStitched	chr19(.):33688130-33689211	0.5605
1_MACS_peak_12777_lociStitched	chr19(.):33863444-33865476	0.9375
1_MACS_peak_12778_lociStitched	chr19(.):34012051-34013154	0.5891
1_MACS_peak_12779_lociStitched	chr19(.):34112804-34113526	0.468
1_MACS_peak_12780_lociStitched	chr19(.):34139436-34141710	2.5859
1_MACS_peak_12781_lociStitched	chr19(.):34150677-34152401	1.107
1_MACS_peak_12782_lociStitched	chr19(.):34248413-34250896	1.9169
1_MACS_peak_12783_lociStitched	chr19(.):34624640-34626288	1.3691
1_MACS_peak_12784_lociStitched	chr19(.):34662008-34664890	2.9196
1_MACS_peak_12785_lociStitched	chr19(.):34744677-34746578	0.9102
1_MACS_peak_12786_lociStitched	chr19(.):34759805-34762364	2.2899
2_MACS_peak_12787_lociStitched	chr19(.):34849336-34857345	0.7316
2_MACS_peak_12789_lociStitched	chr19(.):34894545-34901119	0.6206
1_MACS_peak_12791_lociStitched	chr19(.):34918293-34920529	1.3052
1_MACS_peak_12792_lociStitched	chr19(.):34989945-34991813	0.8073
1_MACS_peak_12793_lociStitched	chr19(.):35047491-35049091	0.6242
1_MACS_peak_12794_lociStitched	chr19(.):35064768-35066346	0.5995
1_MACS_peak_12795_lociStitched	chr19(.):35158257-35158962	0.52
1_MACS_peak_12796_lociStitched	chr19(.):35167290-35169422	2.0743
1_MACS_peak_12797_lociStitched	chr19(.):35223961-35225910	1.6864
1_MACS_peak_12798_lociStitched	chr19(.):35283894-35285322	0.8622
1_MACS_peak_12799_lociStitched	chr19(.):35350550-35351981	0.8721
1_MACS_peak_12800_lociStitched	chr19(.):35454565-35455357	0.4422
1_MACS_peak_12801_lociStitched	chr19(.):35490188-35492384	0.9019
1_MACS_peak_12802_lociStitched	chr19(.):35614697-35616261	0.7336
1_MACS_peak_12803_lociStitched	chr19(.):35644467-35647265	2.2252
1_MACS_peak_12804_lociStitched	chr19(.):35684749-35686016	0.6501
1_MACS_peak_12805_lociStitched	chr19(.):35693754-35708411	5.647
2_MACS_peak_12806_lociStitched	chr19(.):35730678-35740922	1.4714
1_MACS_peak_12808_lociStitched	chr19(.):35757692-35760991	1.6876
1_MACS_peak_12809_lociStitched	chr19(.):35952966-35954407	0.4889
1_MACS_peak_12810_lociStitched	chr19(.):36035551-36037344	1.0003
1_MACS_peak_12811_lociStitched	chr19(.):36087123-36088083	0.6447
2_MACS_peak_12812_lociStitched	chr19(.):36100394-36104292	0.5665
1_MACS_peak_12814_lociStitched	chr19(.):36119205-36120729	0.814
2_MACS_peak_12815_lociStitched	chr19(.):36133628-36140090	0.7038
1_MACS_peak_12817_lociStitched	chr19(.):36206694-36210244	1.2643
2_MACS_peak_12818_lociStitched	chr19(.):36231042-36237139	1.5914
1_MACS_peak_12820_lociStitched	chr19(.):36247964-36249963	1.4958
1_MACS_peak_12821_lociStitched	chr19(.):36265976-36267416	0.7755
2_MACS_peak_12822_lociStitched	chr19(.):36389407-36395095	0.6973
1_MACS_peak_12824_lociStitched	chr19(.):36426812-36428058	0.3801
1_MACS_peak_12825_lociStitched	chr19(.):36485336-36487166	0.9365
1_MACS_peak_12826_lociStitched	chr19(.):36504358-36506046	0.6292
1_MACS_peak_12827_lociStitched	chr19(.):36544237-36546860	1.8979
1_MACS_peak_12828_lociStitched	chr19(.):36604868-36607482	1.3693
1_MACS_peak_12829_lociStitched	chr19(.):36618166-36620004	1.2739
2_MACS_peak_12830_lociStitched	chr19(.):36626785-36632514	2.0841
1_MACS_peak_12832_lociStitched	chr19(.):36704690-36706738	1.3411
1_MACS_peak_12833_lociStitched	chr19(.):36869327-36870476	0.5651
1_MACS_peak_12834_lociStitched	chr19(.):36980280-36981253	0.5301
1_MACS_peak_12835_lociStitched	chr19(.):37018504-37019995	0.9589
1_MACS_peak_12836_lociStitched	chr19(.):37177617-37179408	0.8104
1_MACS_peak_12837_lociStitched	chr19(.):37341208-37342426	0.6662
1_MACS_peak_12838_lociStitched	chr19(.):37568456-37570123	0.954
1_MACS_peak_12839_lociStitched	chr19(.):37708363-37709779	1.7575
1_MACS_peak_12840_lociStitched	chr19(.):37825265-37826217	0.4807
1_MACS_peak_12841_lociStitched	chr19(.):37861270-37862793	0.8949
1_MACS_peak_12842_lociStitched	chr19(.):38084759-38086101	0.6479
1_MACS_peak_12843_lociStitched	chr19(.):38209753-38211096	1.0668
1_MACS_peak_12844_lociStitched	chr19(.):38269479-38270908	1.0866
2_MACS_peak_12845_lociStitched	chr19(.):38396570-38406907	0.5315
1_MACS_peak_12847_lociStitched	chr19(.):38421834-38423992	1.2245
1_MACS_peak_12848_lociStitched	chr19(.):38449757-38450743	0.4579
1_MACS_peak_12849_lociStitched	chr19(.):38493584-38495861	0.8484
1_MACS_peak_12850_lociStitched	chr19(.):38523442-38525828	1.3276
1_MACS_peak_12851_lociStitched	chr19(.):38537184-38541145	4.3674
1_MACS_peak_12852_lociStitched	chr19(.):38569999-38571209	0.6856
1_MACS_peak_12853_lociStitched	chr19(.):38704101-38705743	1.1281
1_MACS_peak_12854_lociStitched	chr19(.):38754240-38756006	0.779
1_MACS_peak_12855_lociStitched	chr19(.):38805662-38807584	0.9412
1_MACS_peak_12856_lociStitched	chr19(.):38826178-38827939	1.1971
1_MACS_peak_12857_lociStitched	chr19(.):38864405-38866625	1.274
1_MACS_peak_12858_lociStitched	chr19(.):38893006-38894629	0.9589
1_MACS_peak_12859_lociStitched	chr19(.):39034262-39035979	0.9486
1_MACS_peak_12860_lociStitched	chr19(.):39107485-39110672	2.3776
1_MACS_peak_12861_lociStitched	chr19(.):39137388-39139754	0.6547
1_MACS_peak_12862_lociStitched	chr19(.):39159503-39161212	0.5866
1_MACS_peak_12863_lociStitched	chr19(.):39173102-39178054	2.3777
1_MACS_peak_12864_lociStitched	chr19(.):39223602-39226356	2.7792
1_MACS_peak_12865_lociStitched	chr19(.):39321473-39323330	1.368
2_MACS_peak_12866_lociStitched	chr19(.):39338875-39349074	2.3689
1_MACS_peak_12868_lociStitched	chr19(.):39359993-39360793	0.4827
1_MACS_peak_12869_lociStitched	chr19(.):39367623-39370348	2.688
1_MACS_peak_12870_lociStitched	chr19(.):39389283-39391467	1.2405
1_MACS_peak_12871_lociStitched	chr19(.):39420503-39422554	1.3394
1_MACS_peak_12872_lociStitched	chr19(.):39615639-39617222	1.0948
2_MACS_peak_12873_lociStitched	chr19(.):39825417-39834232	0.6037
2_MACS_peak_12875_lociStitched	chr19(.):39880731-39904201	3.1762
4_MACS_peak_12877_lociStitched	chr19(.):39920842-39937314	0.6352
1_MACS_peak_12881_lociStitched	chr19(.):39970587-39972234	1.0511
2_MACS_peak_12882_lociStitched	chr19(.):40022513-40031231	0.3752
1_MACS_peak_12884_lociStitched	chr19(.):40041973-40043505	0.7015
1_MACS_peak_12885_lociStitched	chr19(.):40168473-40171598	0.9502
1_MACS_peak_12886_lociStitched	chr19(.):40249049-40251723	1.2053
1_MACS_peak_12887_lociStitched	chr19(.):40314299-40315707	0.8879
1_MACS_peak_12888_lociStitched	chr19(.):40323277-40325569	1.8352
2_MACS_peak_12889_lociStitched	chr19(.):40332204-40337933	0.8692
1_MACS_peak_12891_lociStitched	chr19(.):40403912-40405207	0.7454
1_MACS_peak_12892_lociStitched	chr19(.):40446210-40449871	2.0186
1_MACS_peak_12893_lociStitched	chr19(.):40458194-40460550	1.3563
1_MACS_peak_12894_lociStitched	chr19(.):40475678-40477972	1.4416
1_MACS_peak_12895_lociStitched	chr19(.):40502139-40503924	1.2619
1_MACS_peak_12896_lociStitched	chr19(.):40561228-40563042	1.1591
2_MACS_peak_12897_lociStitched	chr19(.):40595739-40601811	0.9234
3_MACS_peak_12899_lociStitched	chr19(.):40645245-40672142	1.4992
1_MACS_peak_12902_lociStitched	chr19(.):40695888-40698457	1.5342
1_MACS_peak_12903_lociStitched	chr19(.):40789808-40792312	1.7578
1_MACS_peak_12904_lociStitched	chr19(.):40853542-40855447	0.7611
1_MACS_peak_12905_lociStitched	chr19(.):40909243-40910617	0.7642
2_MACS_peak_12906_lociStitched	chr19(.):40926377-40932776	1.3277
1_MACS_peak_12908_lociStitched	chr19(.):40938895-40941719	1.146
1_MACS_peak_12909_lociStitched	chr19(.):40948487-40951478	1.3695
1_MACS_peak_12910_lociStitched	chr19(.):40970376-40972134	0.8324
1_MACS_peak_12911_lociStitched	chr19(.):41082074-41083726	0.8283
4_MACS_peak_12912_lociStitched	chr19(.):41109017-41120865	0.4459
1_MACS_peak_12916_lociStitched	chr19(.):41168560-41169657	0.6737
1_MACS_peak_12917_lociStitched	chr19(.):41195854-41197635	1.0355
2_MACS_peak_12918_lociStitched	chr19(.):41220025-41224190	1.2172
1_MACS_peak_12920_lociStitched	chr19(.):41255213-41258497	2.3675
1_MACS_peak_12921_lociStitched	chr19(.):41282624-41285050	1.6102
1_MACS_peak_12922_lociStitched	chr19(.):41303556-41306096	0.8112
1_MACS_peak_12923_lociStitched	chr19(.):41767565-41772414	3.5108
1_MACS_peak_12924_lociStitched	chr19(.):41802403-41805674	1.5729
1_MACS_peak_12925_lociStitched	chr19(.):41812128-41817089	2.147
1_MACS_peak_12926_lociStitched	chr19(.):41832187-41835469	2.6579
1_MACS_peak_12927_lociStitched	chr19(.):41856907-41860441	1.4202
1_MACS_peak_12928_lociStitched	chr19(.):41868817-41871302	3.4642
1_MACS_peak_12929_lociStitched	chr19(.):41902763-41904428	3.4691
1_MACS_peak_12930_lociStitched	chr19(.):41914675-41916784	0.85
1_MACS_peak_12931_lociStitched	chr19(.):41945033-41946322	0.8736
1_MACS_peak_12932_lociStitched	chr19(.):41954765-41956167	0.6487
2_MACS_peak_12933_lociStitched	chr19(.):41962678-41970899	0.7847
7_MACS_peak_12935_lociStitched	chr19(.):42022142-42070641	2.3308
1_MACS_peak_12942_lociStitched	chr19(.):42081845-42083199	1.0098
1_MACS_peak_12943_lociStitched	chr19(.):42160523-42162223	0.5738
1_MACS_peak_12944_lociStitched	chr19(.):42363214-42366078	3.1098
