GENE	IRF4H3K27ac_31_DMSO_compare_TSS_SIGNAL	IRF4H3K27ac_31_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
AQP7P3	0	1834.6005	1834.6005	1	8
APITD1	2130.5565	3965.6193	1835.0628	0.650509340626299	0.896315874592346
APITD1-CORT	2130.5565	3965.6193	1835.0628	0.650509340626299	0.896315874592346
HIST1H2BK	2952.864	4788.2817	1835.4177	0.618549486802709	0.697393118326243
ABTB1	2032.869	3868.3357	1835.4667	0.655516271109863	0.928195749950923
APBA2	0	1835.564	1835.564	1	8
C8orf58	0	1835.7456	1835.7456	1	8
COL24A1	0	1836.0399	1836.0399	1	8
P2RX5	2294.9492	4131.111	1836.1618	0.642868393918874	0.848067605778551
NOL3	4050.865	5887.5868	1836.7218	0.592404825065409	0.539446418105946
CARS	2311.2091	4148.2033	1836.9942	0.642195147657703	0.843838811772834
C1orf110	0	1838.2545	1838.2545	1	8
NPBWR1	0	1838.3699	1838.3699	1	8
MFSD1	2952.6309	4791.0536	1838.4227	0.618704648930364	0.698341933202713
NT5M	1050.192	2888.6434	1838.4514	0.733374997086702	1.45973900483604
FLJ27354	2711.0578	4550.1474	1839.0896	0.626638040748387	0.747057409638519
LRRC8C	2711.0578	4550.1474	1839.0896	0.626638040748387	0.747057409638519
FOXO4	172.8392	2012.4356	1839.5964	0.920907338518707	3.54144025270777
HSD3B7	0	1839.9302	1839.9302	1	8
CAMKK2	1244.6409	3085.2157	1840.5748	0.712544544777765	1.30964179723823
C4orf26	906.282	2746.9352	1840.6532	0.751922223513018	1.59979094145735
LOC340094	0	1840.7443	1840.7443	1	8
SNORA48	1569.9222	3410.7659	1840.8437	0.684798130603681	1.11940267226107
EEF1A1P9	0	1841.3822	1841.3822	1	8
ZNF189	1494.3214	3336.7266	1842.4052	0.690683801941111	1.15894300419322
LOC644246	2145.4908	3988.2527	1842.7619	0.650215109255873	0.894449108616511
ATG13	2899.0227	4742.1836	1843.1609	0.620606670441551	0.709984889704883
HARBI1	2899.0227	4742.1836	1843.1609	0.620606670441551	0.709984889704883
SLC10A3	1781.4	3625.3992	1843.9992	0.670525955541312	1.02512836276951
KIAA1109	0	1844.5297	1844.5297	1	8
FUCA1	1282.2854	3126.92	1844.6346	0.709179935232775	1.28602490913243
GYPC	1265.2803	3110.398	1845.1177	0.710837905976772	1.29764217303943
KLC2	2686.1576	4531.3298	1845.1722	0.627826492637867	0.754390545293711
FOXE3	0	1845.4288	1845.4288	1	8
C17orf82	0	1845.5852	1845.5852	1	8
TBX2	0	1845.5852	1845.5852	1	8
ZBTB4	4396.091	6242.0863	1845.9953	0.586762762451797	0.505807052699282
CPNE9	0	1846.0358	1846.0358	1	8
GPSM1	0	1846.1428	1846.1428	1	8
PDE2A	0	1846.631	1846.631	1	8
SLC12A6	2337.6069	4184.8479	1847.241	0.641606270694279	0.840142846673919
MIR320B1	0	1847.9097	1847.9097	1	8
NYX	0	1849.7834	1849.7834	1	8
USP6	0	1850.09	1850.09	1	8
ZFP3	0	1850.09	1850.09	1	8
ZNF232	0	1850.09	1850.09	1	8
HMGA1	4418.6871	6268.9176	1850.2305	0.586559643247284	0.50459859349679
PKD2	752.4251	2605.7183	1853.2932	0.775940151930379	1.79206124354882
TCF7	0	1854.0169	1854.0169	1	8
C15orf38-AP3S2	0	1854.6993	1854.6993	1	8
HGSNAT	1952.4	3808.1747	1855.7747	0.661075482625024	0.963851006949315
C9orf144	0	1855.9316	1855.9316	1	8
KIAA1045	0	1855.9316	1855.9316	1	8
F13A1	0	1856.245	1856.245	1	8
GK	1166.4	3024.0487	1857.6487	0.721652719433124	1.37441874847288
ZNF169	974.3637	2832.1011	1857.7374	0.744023982567762	1.53934047585664
PPM1K	1937	3795.2445	1858.2445	0.662086988787725	0.970368877042145
OSBPL10	870.3383	2728.7611	1858.4228	0.75817886552397	1.64859790396726
CSN1S1	0	1858.8096	1858.8096	1	8
SULT1B1	0	1858.8096	1858.8096	1	8
SULT1E1	0	1858.8096	1858.8096	1	8
ALG12	1697.9156	3557.1471	1859.2315	0.676899078673219	1.0669558887485
CRELD2	1697.9156	3557.1471	1859.2315	0.676899078673219	1.0669558887485
PMM1	1950.6197	3810.4477	1859.828	0.661413490840256	0.966027981668562
C11orf95	0	1860.5078	1860.5078	1	8
SGMS1	3732.6	5593.3196	1860.7196	0.599760649877359	0.583523855597839
AKIRIN2	2550.1752	4413.2552	1863.08	0.633776019359654	0.791246809401925
MIR375	0	1863.1176	1863.1176	1	8
C9orf153	0	1863.5468	1863.5468	1	8
KIAA0195	1691.5178	3555.2018	1863.684	0.677604688460958	1.07161309345025
LOC100130890	1975.9778	3840.0521	1864.0743	0.660253156538965	0.958559146463578
EVI2B	920.4	2785.2138	1864.8138	0.751620095974384	1.59745518803279
ABCC6P2	0	1865.6102	1865.6102	1	8
ACOX3	2062.8464	3929.6249	1866.7785	0.6557603204541	0.929755205630601
PARP15	0	1867.0812	1867.0812	1	8
FRMD1	0	1868.1246	1868.1246	1	8
PLXNB3	0	1868.5674	1868.5674	1	8
SRPK3	0	1868.5674	1868.5674	1	8
ERMN	0	1868.9697	1868.9697	1	8
MIR885	819.2926	2688.4049	1869.1123	0.766430086973007	1.71429974911428
SIGIRR	0	1869.428	1869.428	1	8
SPZ1	0	1869.7295	1869.7295	1	8
C4orf23	2057.8141	3929.6249	1871.8108	0.656311471398706	0.933278950362077
LOC284578	0	1871.932	1871.932	1	8
MFSD4	0	1871.932	1871.932	1	8
AGFG1	1366.6929	3239.513	1872.8201	0.703293137634164	1.24508784582767
CAP1	3786	5659.2249	1873.2249	0.599162535558047	0.5799300608317
RASA4P	1347.8308	3221.3051	1873.4743	0.705014070603591	1.25700591030502
GSC2	0	1874.0077	1874.0077	1	8
TSSK2	0	1874.0077	1874.0077	1	8
TPSB2	0	1874.114	1874.114	1	8
TPSG1	0	1874.114	1874.114	1	8
PML	2110.3576	3984.8876	1874.53	0.653769859824507	0.917051547058408
HLA-E	2624.3581	4499.3957	1875.0376	0.631604604302861	0.777766657908375
SSX3	22.428	1897.9528	1875.5248	0.988321066321846	6.40299932942307
LOC100129636	0	1876.179	1876.179	1	8
RNF151	87.6227	1964.0826	1876.4599	0.957292745697932	4.48640712316097
LOC338799	1166.0152	3043.0685	1877.0533	0.722976475853878	1.38394021411567
IL6	0	1878.3004	1878.3004	1	8
MGC16142	0	1878.5525	1878.5525	1	8
NBPF4	0	1878.8778	1878.8778	1	8
PHLDA3	0	1879.108	1879.108	1	8
RPS10P7	0	1879.108	1879.108	1	8
TNNI1	0	1879.108	1879.108	1	8
VCL	2122.83	4002.5309	1879.7009	0.653435930607778	0.914923698270906
WASF2	2658.8	4538.7406	1879.9406	0.630596039986214	0.771516778113648
BOD1L	1740.2307	3620.3805	1880.1498	0.675367111123448	1.05686275687488
ADPRHL2	3462.5019	5343.0516	1880.5497	0.606782026819779	0.625849087093711
CCDC163P	2304.7032	4185.7346	1881.0314	0.644907898200642	0.860899867061143
TSPAN18	0	1881.4908	1881.4908	1	8
SFXN4	1949.4552	3831.155	1881.6998	0.662759616623172	0.974708394311329
TMEM194A	1863.4	3745.2088	1881.8088	0.667760746657888	1.00710875453028
DCAF13	1685.8105	3568.6347	1882.8242	0.67916489071006	1.08192985507719
LOC646870	0	1882.9798	1882.9798	1	8
ALS2CR12	0	1883.4141	1883.4141	1	8
SHOX2	0	1883.9532	1883.9532	1	8
BASP1	2330.7624	4214.7324	1883.97	0.643913489932037	0.854639092752194
C20orf196	645.186	2530.342	1885.156	0.796825598766567	1.97154535351346
MIR609	0	1885.4608	1885.4608	1	8
LOC100288346	0	1885.5575	1885.5575	1	8
CRYM	0	1885.6239	1885.6239	1	8
NCRNA00169	0	1885.6239	1885.6239	1	8
GABPB2	5584.6	7470.4301	1885.8301	0.572226187360533	0.419737356043615
SLC28A1	0	1886.9466	1886.9466	1	8
NANS	3092.6461	4979.7083	1887.0622	0.616884251266272	0.687219483659752
SSTR2	0	1887.0835	1887.0835	1	8
CDKN2AIPNL	2097.5244	3984.6224	1887.098	0.65513420360061	0.925755421401081
CLEC18B	0	1887.9435	1887.9435	1	8
DUSP5P	0	1888.484	1888.484	1	8
PGAP2	4560.2018	6448.984	1888.7822	0.58578210206971	0.499974221647031
MPG	1967.8157	3857.1985	1889.3828	0.662178385762562	0.970958283861748
IRF9	1000.3576	2890.7789	1890.4213	0.742913773392427	1.53094245359099
NAGK	2693.944	4584.9492	1891.0052	0.629896479316388	0.767185887955077
ZNF567	37.4523	1928.9837	1891.5314	0.980954223783535	5.68664282297744
CDK18	2123.0121	4014.6966	1891.6845	0.654103476758354	0.919178370193811
PLEC	7605.9888	9498.0587	1892.0699	0.555310589496434	0.320496857815327
LOC642236	751.8667	2644.3954	1892.5287	0.778619353317873	1.81438909888936
ATXN2L	3682	5575.5283	1893.5283	0.602269646855954	0.598618885014111
GPR88	0	1893.7376	1893.7376	1	8
OR5B21	0	1894.0779	1894.0779	1	8
SLC22A18	2245.0011	4140.9275	1895.9264	0.648445630914195	0.883237792146005
MMACHC	2289.7992	4185.7346	1895.9354	0.646392209395927	0.870259749998452
SLC25A32	1672.4279	3568.6347	1896.2068	0.68089907951109	1.09342821258234
C8orf12	0	1896.5173	1896.5173	1	8
NCR2	0	1897.5089	1897.5089	1	8
HLA-DMA	690.004	2588.1563	1898.1523	0.789514869056281	1.90724811457788
CSF1R	0	1899.6737	1899.6737	1	8
ATP6V0A1	2305.6	4205.3578	1899.7578	0.645889273003735	0.867086312370107
LCTL	0	1899.8616	1899.8616	1	8
SOX17	0	1899.9817	1899.9817	1	8
FLJ39609	0	1900.4891	1900.4891	1	8
SAMD11	0	1900.4891	1900.4891	1	8
CLC	0	1901.1034	1901.1034	1	8
MFGE8	1031.7334	2934.1861	1902.4527	0.73985014067986	1.50789015008168
HCG27	3565.2	5468.5521	1903.3521	0.605346708595203	0.617175892456816
C10orf40	0	1903.3845	1903.3845	1	8
GRHL3	5939.2837	7842.9688	1903.6851	0.569062916239562	0.401110914208583
C19orf62	1730	3634.2659	1904.2659	0.677495479856806	1.07089193993171
SIRT7	875.8968	2780.5163	1904.6195	0.760449168065829	1.66651999097073
PPARA	1577.3708	3482.1491	1904.7783	0.688237059804825	1.14245613705296
PDE6A	0	1905.1295	1905.1295	1	8
CDC42SE2	1808.2	3713.8314	1905.6314	0.672548040925664	1.03835406240543
CPNE7	0	1907.0733	1907.0733	1	8
JHDM1D	4759.6952	6670.392	1910.6968	0.583581899532665	0.48690235739402
LHFPL2	0	1910.9006	1910.9006	1	8
KCNA10	0	1911.5052	1911.5052	1	8
DERL1	2304.73	4216.6175	1911.8875	0.646586844206661	0.871488408770936
POMGNT1	1507.9688	3420.2554	1912.2866	0.694013758546131	1.18149747975699
LONRF1	2080	3994.0317	1914.0317	0.657558586663287	0.941262254904078
ATP1A2	0	1915.1886	1915.1886	1	8
KCNG4	0	1915.6023	1915.6023	1	8
CDKN2B	0	1915.767	1915.767	1	8
FAM111B	2785.2	4700.9987	1915.7987	0.627955373399319	0.75518635305698
CCDC42	580.92	2496.7231	1915.8031	0.81124517004587	2.10362442236507
SPANXN5	0	1916.1553	1916.1553	1	8
XAGE5	0	1916.1553	1916.1553	1	8
C16orf45	0	1917.2712	1917.2712	1	8
CAMK2B	0	1918.9125	1918.9125	1	8
EBI3	0	1920.8517	1920.8517	1	8
KIR3DX1	0	1920.9476	1920.9476	1	8
LAIR2	0	1920.9476	1920.9476	1	8
DIS3L	2797.2865	4718.5508	1921.2643	0.627814388690931	0.754315812093266
ITGA1	0	1921.3032	1921.3032	1	8
PELO	0	1921.3032	1921.3032	1	8
NCRNA00292	3229.3448	5150.9577	1921.6129	0.614650568997957	0.673599205603098
HLA-L	0	1921.8017	1921.8017	1	8
FMN1	1470.312	3393.0902	1922.7782	0.697678304294882	1.20647745511879
RPS13	2635.4	4559.6759	1924.2759	0.633721723491478	0.79090933164742
ARHGEF10	0	1925.2835	1925.2835	1	8
MIR596	0	1925.2835	1925.2835	1	8
XKR6	2093.8	4021.0999	1927.2999	0.65759047012364	0.941466536359936
LY6K	0	1927.7038	1927.7038	1	8
LYPD2	0	1927.7038	1927.7038	1	8
SLURP1	0	1927.7038	1927.7038	1	8
FRAT1	2184.84	4113.2639	1928.4239	0.653095592786267	0.912756003377237
ZNF382	0	1928.9837	1928.9837	1	8
ZNF461	0	1928.9837	1928.9837	1	8
ZNF529	0	1928.9837	1928.9837	1	8
ZNF850	0	1928.9837	1928.9837	1	8
OXA1L	1033.1536	2962.4697	1929.3161	0.741428677723448	1.51974564117722
HPS6	2181.2	4110.6098	1929.4098	0.653327091991878	0.914230369876747
TNFAIP8L3	0	1930.6668	1930.6668	1	8
DHRS11	742.4978	2673.176	1930.6782	0.782620401280708	1.84809617035214
DBP	2927.142	4859.2028	1932.0608	0.624067251683999	0.73122691021637
FLVCR1	3217.9884	5150.9577	1932.9693	0.615484630735046	0.678681567068874
GLT8D1	3268.6634	5202.6001	1933.9367	0.614146886116811	0.670531999138231
DCHS1	0	1934.5684	1934.5684	1	8
RIN1	0	1935.0098	1935.0098	1	8
PIAS3	3634.4704	5569.8218	1935.3514	0.605133092145858	0.615886015042834
C3orf72	0	1935.9216	1935.9216	1	8
FOXL2	0	1935.9216	1935.9216	1	8
OSBPL1A	3354.3869	5291.8976	1937.5107	0.612042964813383	0.657736044149513
ZNF542	793.179	2730.9021	1937.7231	0.774926008371374	1.78365920914548
IL1A	0	1938.5255	1938.5255	1	8
GAS2	2691.0638	4629.7508	1938.687	0.632409240359672	0.78275794643636
LCAT	0	1939.1962	1939.1962	1	8
DEK	2188.2	4127.5566	1939.3566	0.653533196640288	0.915543393029732
C19orf73	1846.7603	3786.3467	1939.5864	0.672159555996362	1.03580989460057
ULK4	2473.64	4413.3929	1939.7529	0.640826458081825	0.835252634537653
MIR153-1	1821.458	3761.3555	1939.8975	0.673738339996491	1.04615893826097
BOLL	0	1940.1778	1940.1778	1	8
CXorf66	0	1941.0069	1941.0069	1	8
MIR505	0	1941.0069	1941.0069	1	8
CD14	0	1941.1107	1941.1107	1	8
AGPAT2	0	1941.2232	1941.2232	1	8
ENTPD2	0	1941.7352	1941.7352	1	8
UAP1L1	0	1941.7352	1941.7352	1	8
SERTAD1	2465.8584	4407.6326	1941.7742	0.641250945116535	0.837914016012396
LASP1	3649.4	5591.3163	1941.9163	0.605073905363808	0.615528671188138
C12orf73	2832.2406	4775.1733	1942.9327	0.627699946758517	0.753609264046853
DLEU2	2186.4	4130.0626	1943.6626	0.653856891355614	0.917606283989392
NLRX1	1885.3632	3829.8423	1944.4791	0.670114539188486	1.02244251423307
SLC27A5	0	1944.4973	1944.4973	1	8
CYP19A1	0	1945.5499	1945.5499	1	8
GLDN	0	1945.5499	1945.5499	1	8
ACER1	0	1948.0569	1948.0569	1	8
ZNF394	2943.8304	4893.314	1949.4836	0.624374612773499	0.733117305093469
WDR48	1576.8256	3526.5528	1949.7272	0.691023185739078	1.16123553603421
POLR2A	4291.6913	6242.0863	1950.395	0.592578136451257	0.540481996155885
NPM3	1343.0468	3294.2253	1951.1785	0.710379988269397	1.294429649828
TSPAN1	0	1951.2454	1951.2454	1	8
RPL28	2590.6216	4543.3363	1952.7147	0.636860542729023	0.81045379516893
PIP	0	1953.5278	1953.5278	1	8
ATP10A	0	1954.5021	1954.5021	1	8
MIR103-2	0	1954.5991	1954.5991	1	8
MIR103-2AS	0	1954.5991	1954.5991	1	8
C22orf39	2202.6	4157.4147	1954.8147	0.653680045739517	0.916479142964815
UNC45B	0	1954.9779	1954.9779	1	8
GTF2A1	1226.6516	3182.3603	1955.7087	0.721785373271503	1.37537163835722
SCN3A	181.6668	2138.0428	1956.376	0.921685542017846	3.55692404052223
NOP10	1992.7457	3949.1527	1956.407	0.664628109427115	0.986785537409436
GPR142	0	1957.4196	1957.4196	1	8
SIX1	0	1957.5746	1957.5746	1	8
C14orf102	837.7208	2796.0525	1958.3317	0.769462558382495	1.73885004954491
SCN2A	0	1958.6338	1958.6338	1	8
ACTBL2	0	1959.7553	1959.7553	1	8
OR2S2	0	1960.9112	1960.9112	1	8
EBP	767.2322	2728.5858	1961.3536	0.780528562985831	1.83041823450095
TSPY26P	0	1961.891	1961.891	1	8
MPST	1489.739	3452.0508	1962.3118	0.698542621136982	1.21239410035855
TST	1489.739	3452.0508	1962.3118	0.698542621136982	1.21239410035855
LOC388630	0	1963.2522	1963.2522	1	8
MAP1LC3A	0	1963.581	1963.581	1	8
NOXO1	0	1964.0826	1964.0826	1	8
SYNGR3	0	1964.0826	1964.0826	1	8
FTSJ1	764.5017	2728.5858	1964.0841	0.781138691773395	1.83556179498729
GRP	0	1964.16	1964.16	1	8
MAGOH	1675.9933	3640.6361	1964.6428	0.684763940853203	1.11917416163073
TRRAP	2092.899	4058.2318	1965.3328	0.659753780556902	0.955348580895005
SPTBN2	0	1965.3889	1965.3889	1	8
PRC1	2057.8	4023.2265	1965.4265	0.661603184922809	0.967250189417672
MIR1203	0	1966.0181	1966.0181	1	8
RIMBP3	0	1968.135	1968.135	1	8
NME4	603.0632	2572.2291	1969.1659	0.810076319587964	2.09263803734575
KLF10	2465.559	4436.8441	1971.2851	0.642797013695129	0.847619084764176
GSR	2341.1927	4314.0404	1972.8477	0.64821777617376	0.881796001704868
PRR15	2600.6	4573.6348	1973.0348	0.637508379290848	0.81449665817482
PIH1D1	3398.9982	5372.2409	1973.2427	0.612483691158299	0.660414401127747
CAPRIN1	2693.4	4668.1988	1974.7988	0.634128390696869	0.793437498903819
ARGFXP2	0	1976.6623	1976.6623	1	8
OTOA	0	1977.4207	1977.4207	1	8
GPAA1	1500.8736	3478.936	1978.0624	0.698608235945406	1.21284365703044
NDUFA4L2	1416.4225	3395.448	1979.0255	0.705639937733154	1.26135027179783
SRSF12	0	1980.505	1980.505	1	8
ASPA	0	1980.833	1980.833	1	8
SPATA22	0	1980.833	1980.833	1	8
SLC32A1	0	1980.9153	1980.9153	1	8
C12orf35	2655	4636.3501	1981.3501	0.635869905629686	0.804277650194864
FAM22G	0	1981.3686	1981.3686	1	8
CHID1	1694.8504	3676.7717	1981.9213	0.684480708350649	1.11728166268586
CXXC4	2121.4	4104.0276	1982.6276	0.659236258727031	0.952023759758699
FGL1	0	1983.1123	1983.1123	1	8
TPD52L3	0	1983.553	1983.553	1	8
ROPN1L	0	1984.202	1984.202	1	8
B3GNT4	0	1984.4077	1984.4077	1	8
DIABLO	0	1984.4077	1984.4077	1	8
ATP6V1C2	1751.8085	3736.7602	1984.9517	0.680825986563674	1.09294290979539
DHX30	2812.5115	4797.7644	1985.2529	0.630432386820562	0.770503318755646
CNN1	0	1986.2679	1986.2679	1	8
SLC50A1	4084.8	6071.1512	1986.3512	0.597792474623155	0.571704660618242
TMC7	0	1986.5295	1986.5295	1	8
TGFA	2957	4944.1888	1987.1888	0.62575251967147	0.741599591940817
C1orf162	0	1987.4196	1987.4196	1	8
OVGP1	0	1987.4196	1987.4196	1	8
LOC390940	1092.0966	3079.5325	1987.4359	0.738208605362351	1.49561088016608
COX8C	0	1987.5688	1987.5688	1	8
IGSF3	0	1988.1021	1988.1021	1	8
DFFA	1976.295	3965.6193	1989.3243	0.667397592725294	1.00474787234069
STAT1	2511.5223	4501.165	1989.6427	0.641860218122089	0.841736365952561
FLJ39639	2959.3564	4949.3171	1989.9607	0.62580875288378	0.741946024782517
MRPL35	1539.3483	3529.3416	1989.9933	0.696302529772042	1.19707937390341
B3GNT7	0	1990.3376	1990.3376	1	8
SNORA75	0	1990.3376	1990.3376	1	8
SNORD20	0	1990.3376	1990.3376	1	8
C2orf39	0	1992.1484	1992.1484	1	8
C20orf135	0	1992.2427	1992.2427	1	8
OCM2	0	1993.0749	1993.0749	1	8
MARCH10	0	1993.6017	1993.6017	1	8
MIR548W	0	1993.6017	1993.6017	1	8
MRC2	0	1993.6017	1993.6017	1	8
CD300E	0	1995.6816	1995.6816	1	8
CD300LD	0	1995.6816	1995.6816	1	8
P2RX3	0	1996.5282	1996.5282	1	8
TPTE2P3	0	1998.4565	1998.4565	1	8
NUDT17	3571	5569.8218	1998.8218	0.609334906846122	0.641303037022143
ARPM1	1134.9897	3133.8651	1998.8754	0.734123142347217	1.46526387390256
GRIN2A	0	2000.0465	2000.0465	1	8
C19orf28	3676.2693	5677.4482	2001.1789	0.606972382905513	0.627000184987479
MBOAT4	0	2001.2361	2001.2361	1	8
CYTH3	0	2001.3683	2001.3683	1	8
IL1RN	0	2001.7545	2001.7545	1	8
HIST1H2AH	2786.446	4788.2817	2001.8357	0.632139119667628	0.781081835208416
LHX3	0	2002.5964	2002.5964	1	8
ELF1	320.4696	2323.2993	2002.8297	0.878783050969395	2.85791560865531
LOC100133920	0	2003.2951	2003.2951	1	8
IL12RB1	1507.424	3511.5807	2004.1567	0.699656786533792	1.22003532286872
GBF1	1913.4717	3918.2613	2004.7896	0.671886264340291	1.03402104699847
KIAA1191	2057.9845	4063.2214	2005.2369	0.663794269687938	0.981391860999665
TRAPPC10	4609	6616.1024	2007.1024	0.589402409371339	0.521527796161852
CSNK2A1P	0	2007.5148	2007.5148	1	8
ARHGEF10L	0	2008.2285	2008.2285	1	8
PTCRA	0	2009.4391	2009.4391	1	8
DPEP2	0	2009.4542	2009.4542	1	8
PPFIA3	1776.8268	3786.3467	2009.5199	0.680609134336723	1.09150346023763
MIR301B	879.9852	2889.7013	2009.7161	0.766562763243044	1.71536920810084
GRB2	2047.8939	4058.0656	2010.1717	0.66460735614116	0.986651214717027
FABP5P3	2093.6629	4104.4843	2010.8214	0.662211491201758	0.971171795662624
ESM1	0	2011.6435	2011.6435	1	8
DLGAP3	0	2011.776	2011.776	1	8
GJA4	0	2011.776	2011.776	1	8
GJB3	0	2011.776	2011.776	1	8
FLJ45079	0	2012.0804	2012.0804	1	8
HDHD1	1190.0576	3202.4316	2012.374	0.729069885931649	1.42813635357182
ADI1	2215.4	4228.0229	2012.6229	0.656176533128068	0.932415983634234
MIR219-2	0	2013.1373	2013.1373	1	8
TCF21	0	2013.537	2013.537	1	8
STX1B	0	2013.5899	2013.5899	1	8
C3orf25	0	2013.6385	2013.6385	1	8
CXorf23	0	2013.9175	2013.9175	1	8
LOC100303749	0	2014.3593	2014.3593	1	8
RBCK1	3689.4	5704.937	2015.537	0.607274041797734	0.628824742172118
C12orf42	0	2015.8959	2015.8959	1	8
NCRNA00254	0	2015.9138	2015.9138	1	8
HSPB6	1902.7019	3918.9625	2016.2606	0.673168741915113	1.04242221857671
CTGF	0	2016.2642	2016.2642	1	8
PRSS55	0	2016.8432	2016.8432	1	8
ISX	0	2017.4232	2017.4232	1	8
PURA	2040.7316	4059.0631	2018.3315	0.665442576288674	0.992060318078028
PRKAR2B	0	2018.429	2018.429	1	8
ZZEF1	3411.9424	5431.0209	2019.0785	0.614163003480971	0.670630123685456
ITPKA	1092.2526	3111.6431	2019.3905	0.740180851775176	1.51037005524515
MORC3	4829	6848.3984	2019.3984	0.586466108752443	0.504042168278957
PA2G4	2933.0247	4954.2747	2021.25	0.628133211223096	0.756284643437934
ADAM23	0	2024.3539	2024.3539	1	8
EZR	1797.2063	3823.1514	2025.9451	0.680232754580727	1.08900630897203
ZFAND2B	1703.2	3729.595	2026.395	0.686496545516626	1.1307711205603
TPTE2	0	2026.8919	2026.8919	1	8
CCND1	0	2027.1099	2027.1099	1	8
N4BP3	0	2027.3647	2027.3647	1	8
FAM60A	2231.3528	4259.09	2027.7372	0.656209465400419	0.932626579542634
TRAPPC3	2839.0502	4868.3389	2029.2887	0.631645663250607	0.778021242995347
EMP2	0	2030.9148	2030.9148	1	8
CDKL3	1503.0603	3534.0008	2030.9405	0.701599748313555	1.23339947780309
CELA3A	0	2031.6396	2031.6396	1	8
CELA3B	0	2031.6396	2031.6396	1	8
LOC100131434	1958.3972	3990.2268	2031.8296	0.670781478204035	1.0267973494754
CTSG	0	2032.0791	2032.0791	1	8
GZMB	0	2032.0791	2032.0791	1	8
GZMH	0	2032.0791	2032.0791	1	8
RHOU	0	2033.9912	2033.9912	1	8
WIF1	0	2036.9896	2036.9896	1	8
WDR69	0	2037.1618	2037.1618	1	8
TP53TG3	0	2037.7831	2037.7831	1	8
TP53TG3B	0	2037.7831	2037.7831	1	8
ENPP2	0	2038.0091	2038.0091	1	8
IL20RA	0	2038.1895	2038.1895	1	8
MIR626	0	2038.223	2038.223	1	8
OR56A1	0	2038.9824	2038.9824	1	8
OR56A4	0	2038.9824	2038.9824	1	8
OR56B4	0	2038.9824	2038.9824	1	8
PRR23A	0	2039.2336	2039.2336	1	8
DDC	0	2039.9865	2039.9865	1	8
GRB10	0	2039.9865	2039.9865	1	8
AMAC1L2	0	2040.0647	2040.0647	1	8
TDH	0	2040.0647	2040.0647	1	8
ESYT1	2371.2	4411.6275	2040.4275	0.650411277597728	0.895693627975677
NEUROD2	0	2040.6716	2040.6716	1	8
PPP1R1B	0	2040.6716	2040.6716	1	8
NECAP1	1902	3942.8673	2040.8673	0.674586281881883	1.05172791013782
ISYNA1	0	2042.5915	2042.5915	1	8
CYB5D2	3388.3136	5431.0209	2042.7073	0.615808471716318	0.68065600793888
IL22RA2	0	2042.8367	2042.8367	1	8
ZNF799	3031.1616	5075.4359	2044.2743	0.626087072905741	0.743660963977044
OSBPL6	1604.1004	3648.6949	2044.5945	0.694619662791733	1.1856160770136
CD19	0	2045.0343	2045.0343	1	8
MYL6	2336.6	4381.8179	2045.2179	0.652209785878309	0.907118748047105
SEC22C	2227.68	4274.1593	2046.4793	0.657376951780398	0.940098670492459
TTC15	2004.887	4051.9911	2047.1041	0.668990036302695	1.01511007994199
NAGPA	0	2047.2132	2047.2132	1	8
CAPN14	2373.6	4420.956	2047.356	0.650661500177495	0.897281543868131
KIAA1432	3309.4	5356.812	2047.412	0.618126120154919	0.694804987231089
SMAP2	2176.5308	4224.1424	2047.6116	0.659952831211567	0.95662803439677
ARAP3	0	2047.7061	2047.7061	1	8
LOC344887	0	2047.7558	2047.7558	1	8
PDZK1	0	2049.0528	2049.0528	1	8
EPHB1	0	2049.6924	2049.6924	1	8
LHX2	0	2050.0932	2050.0932	1	8
CTAGE6P	0	2050.4969	2050.4969	1	8
LOC729513	0	2051.4038	2051.4038	1	8
ANO9	0	2052.134	2052.134	1	8
GLT25D2	0	2052.8992	2052.8992	1	8
ZFP64	3830	5883.4748	2053.4748	0.60570237954393	0.619324075167627
GNAL	0	2053.8648	2053.8648	1	8
MYLK	0	2054.1656	2054.1656	1	8
AXIN1	514.9341	2572.2291	2057.295	0.833201529481823	2.3205594278409
KRTAP5-7	0	2058.2736	2058.2736	1	8
OR10A2	0	2058.3131	2058.3131	1	8
SYNE1	0	2059.629	2059.629	1	8
CCDC48	0	2060.4536	2060.4536	1	8
KIAA1257	0	2060.4536	2060.4536	1	8
C14orf176	0	2061.5681	2061.5681	1	8
NDRG2	0	2061.5681	2061.5681	1	8
OR5AU1	0	2061.5681	2061.5681	1	8
RNASE13	0	2061.5681	2061.5681	1	8
RNASE7	0	2061.5681	2061.5681	1	8
RNASE8	0	2061.5681	2061.5681	1	8
TPPP2	0	2061.5681	2061.5681	1	8
CDNF	2357.9408	4419.8049	2061.8641	0.652105448571197	0.906455189730949
SRBD1	2070.8896	4133.1195	2062.2299	0.66620139225779	0.996980431722665
RNF8	1360.571	3423.1237	2062.5527	0.715581556657451	1.33110118325077
TAS2R39	0	2063.4448	2063.4448	1	8
PIK3R3	3701.1616	5766.269	2065.1074	0.609063772804418	0.63966001309657
OGT	1420.4	3486.9764	2066.5764	0.710558171164535	1.29567933445664
