REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.2.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
2_MACS_peak_17109_lociStitched	chr2	201980755	201984467	2	3484	13347.6096	396	1	CFLAR	NDUFB3,FAM126B	CFLAR	396	1
1_MACS_peak_18974_lociStitched	chr22	23497984	23501464	1	3481	12933.42	397	1	RAB36	BCR,RTDR1	RAB36	397	1
3_MACS_peak_13992_lociStitched	chr19	14182318	14185935	3	3475	9747.4533	398	1	LOC113230	RLN3,IL27RA,PALM3,SAMD1,PRKACA	LOC113230	398	1
5_MACS_peak_13418_lociStitched	chr19	1258885	1262952	5	3473	9458.2152	399	1	MIDN	ATP5D,CIRBP,C19orf24,EFNA2,C19orf26,C19orf23	CIRBP	399	1
1_MACS_peak_13949_lociStitched	chr19	13213200	13216669	1	3470	14226.7159	400	1	LYL1,TRMT1	NACC1,IER2,STX10	LYL1	400	1
6_MACS_peak_3487_lociStitched	chr10	78934649	78938441	6	3469	7708.7568	401	1	KCNMA1		KCNMA1	401	1
4_MACS_peak_15901_lociStitched	chr2	64551891	64555730	4	3468	11682.8448	402	1			LOC150992	402	1
3_MACS_peak_23784_lociStitched	chr6	326651	330280	3	3465	14214.4301	403	1	DUSP22		DUSP22	403	1
6_MACS_peak_5966_lociStitched	chr12	9820148	9824455	6	3464	9321.2094	404	1	CLEC2D	LOC374443	CLEC2D	404	1
5_MACS_peak_26613_lociStitched	chr7	104582999	104586672	5	3461	12049.6438	405	1		LOC723809	LOC723809	405	1
6_MACS_peak_226_lociStitched	chr1	14054650	14058749	6	3458	9533.8641	406	1	PRDM2	PRDM2	PRDM2	406	1
2_MACS_peak_3439_lociStitched	chr10	74078411	74081913	2	3457	14003.0972	407	1		DDIT4,DNAJB12	DNAJB12	407	1
4_MACS_peak_14566_lociStitched	chr19	41105900	41109836	4	3452	9320.0544	408	1	LTBP4	SHKBP1	LTBP4	408	1
4_MACS_peak_16243_lociStitched	chr2	87783235	87787061	4	3447	10834.4668	409	1	NCRNA00152		NCRNA00152	409	1
2_MACS_peak_13652_lociStitched	chr19	5717959	5721416	2	3444	12385.0482	410	1	TMEM146,LONP1	HSD11B1L,RPL36,C19orf70	LONP1	410	1
3_MACS_peak_1663_lociStitched	chr1	150131093	150134808	3	3442	12709.758	411	1	PLEKHO1		PLEKHO1	411	1
6_MACS_peak_23764_lociStitched	chr5	180670031	180674345	6	3442	7845.4404	412	1	GNB2L1,SNORD95	TRIM41,TRIM7,SNORD96A,TRIM52	GNB2L1	412	1
4_MACS_peak_625_lociStitched	chr1	31226919	31231313	4	3432	9713.8158	413	1	LAPTM5	LOC100129196,MATN1	LAPTM5	413	1
6_MACS_peak_26556_lociStitched	chr7	101948060	101951956	6	3431	10997.2392	414	1	SH2B2	MIR4285,SPDYE6	MIR4285	414	1
3_MACS_peak_6614_lociStitched	chr12	57913139	57916862	3	3430	14281.8003	415	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	415	1
3_MACS_peak_11384_lociStitched	chr17	20944022	20947919	3	3430	12631.3461	416	1	USP22		USP22	416	1
1_MACS_peak_22400_lociStitched	chr4	185273182	185276608	1	3427	16737.723	417	1			IRF2	417	1
2_MACS_peak_17796_lociStitched	chr20	25036058	25039675	2	3426	14822.466	418	1	ACSS1	VSX1	ACSS1	418	1
5_MACS_peak_15089_lociStitched	chr19	55894686	55898404	5	3425	10991.1516	419	1	RPL28,LOC388564	SUV420H2,TMEM190,COX6B2,FAM71E2,IL11,UBE2S	RPL28	419	1
3_MACS_peak_11651_lociStitched	chr17	36570611	36574384	3	3425	18166.995	420	1		ARHGAP23	ARHGAP23	420	1
3_MACS_peak_15896_lociStitched	chr2	64499207	64503002	3	3423	10807.0215	421	1			LOC150992	421	1
3_MACS_peak_28364_lociStitched	chr9	3524864	3528783	3	3420	13304.6131	422	1	RFX3		RFX3	422	1
3_MACS_peak_24390_lociStitched	chr6	31800621	31804349	3	3419	12338.5616	423	1	C6orf48,SNORD48	HSPA1A,HSPA1B,SNORD52,VARS,LSM2,HSPA1L,NEU1,SLC44A4	C6orf48	423	1
3_MACS_peak_23740_lociStitched	chr5	179245376	179248887	3	3415	9919.9794	424	1	SQSTM1	LTC4S,MIR1229,MGAT4B,C5orf45	SQSTM1	424	1
3_MACS_peak_12505_lociStitched	chr17	73779861	73783425	3	3415	15683.382	425	1	UNK	GALK1,H3F3B	UNK	425	1
4_MACS_peak_19534_lociStitched	chr22	46464699	46468716	4	3413	14828.7555	426	1		LOC150381,LOC400931,MIR3619,MIRLET7A3,MIRLET7B,LOC100271722,C22orf26	LOC400931	426	1
6_MACS_peak_4065_lociStitched	chr10	134232060	134236237	6	3407	10626.7057	427	1		PWWP2B,C10orf91	PWWP2B	427	1
3_MACS_peak_24560_lociStitched	chr6	35268593	35272430	3	3406	9365.7333	428	1	DEF6	ZNF76,PPARD	DEF6	428	1
3_MACS_peak_19596_lociStitched	chr22	50353137	50356751	3	3405	12885.3556	429	1	PIM3	CRELD2,ALG12	PIM3	429	1
5_MACS_peak_30075_lociStitched	chrX	153189882	153194259	5	3405	10019.3907	430	1	ARHGAP4	AVPR2,TMEM187,L1CAM,NAA10,RENBP,HCFC1	ARHGAP4	430	1
5_MACS_peak_5696_lociStitched	chr11	128587792	128592044	5	3398	8469.1336	431	1	FLI1		FLI1	431	1
5_MACS_peak_5595_lociStitched	chr11	122584445	122588338	5	3392	7768.4815	432	1	UBASH3B		UBASH3B	432	1
6_MACS_peak_17047_lociStitched	chr2	192540157	192544505	6	3389	8396.4228	433	1	OBFC2A		OBFC2A	433	1
5_MACS_peak_11816_lociStitched	chr17	40335283	40339525	5	3388	9221.6838	434	1	HCRT	RAB5C,KCNH4,GHDC	HCRT	434	1
2_MACS_peak_11781_lociStitched	chr17	39821352	39824854	2	3387	15034.086	435	1		EIF1,GAST,KRT17,KRT42P	EIF1	435	1
2_MACS_peak_12122_lociStitched	chr17	48904984	48908382	2	3382	10865.7846	436	1		WFIKKN2,TOB1	WFIKKN2	436	1
4_MACS_peak_9338_lociStitched	chr15	74832346	74836616	4	3382	8540.427	437	1	ARID3B		ARID3B	437	1
2_MACS_peak_14078_lociStitched	chr19	16491555	16494991	2	3381	11273.8596	438	1	EPS15L1		KLF2	438	1
2_MACS_peak_5039_lociStitched	chr11	67054309	67057899	2	3374	13051.804	439	1	ANKRD13D	ADRBK1,SSH3,LOC100130987	ANKRD13D	439	1
4_MACS_peak_15484_lociStitched	chr2	28612843	28616869	4	3374	9939.7914	440	1	FOSL2		FOSL2	440	1
1_MACS_peak_24727_lociStitched	chr6	41672686	41676057	1	3372	16076.9732	441	1	TFEB	PGC	TFEB	441	1
1_MACS_peak_24368_lociStitched	chr6	31631398	31634768	1	3371	15089.512	442	1	CSNK2B,GPANK1	AIF1,BAT2,SNORA38,APOM,LY6G5B,LY6G6F,LY6G6D,BAT3,C6orf47,LY6G5C,BAT5,LY6G6E	GPANK1	442	1
3_MACS_peak_3433_lociStitched	chr10	74031870	74035518	3	3371	12034.3872	443	1	DDIT4		DDIT4	443	1
1_MACS_peak_9661_lociStitched	chr15	93361080	93364436	1	3357	10774.1024	444	1		ASB9P1	ASB9P1	444	1
3_MACS_peak_15362_lociStitched	chr2	20422035	20425774	3	3356	11287.6671	445	1	SDC1		SDC1	445	1
1_MACS_peak_5753_lociStitched	chr11	130716121	130719470	1	3350	10478.6861	446	1			SNX19	446	1
3_MACS_peak_28467_lociStitched	chr9	20620638	20624270	3	3350	10415.1232	447	1	MLLT3	KIAA1797	MLLT3	447	1
5_MACS_peak_1689_lociStitched	chr1	150549146	150553210	5	3350	16143.8336	448	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	448	1
3_MACS_peak_25999_lociStitched	chr7	39988110	39991722	3	3349	9933.7224	449	1	CDK13		CDK13	449	1
5_MACS_peak_484_lociStitched	chr1	26437052	26441150	5	3345	10388.8398	450	1	PDIK1L	GRRP1,TRIM63	PDIK1L	450	1
4_MACS_peak_750_lociStitched	chr1	37940125	37944209	4	3338	8335.0356	451	1	ZC3H12A	MEAF6	ZC3H12A	451	1
5_MACS_peak_9988_lociStitched	chr16	11874569	11878713	5	3337	9536.5872	452	1	ZC3H7A	TXNDC11,BCAR4	ZC3H7A	452	1
2_MACS_peak_18131_lociStitched	chr20	46039067	46042435	2	3334	8221.288	453	1			ZMYND8	453	1
3_MACS_peak_11738_lociStitched	chr17	38251696	38255374	3	3334	10842.744	454	1	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	454	1
2_MACS_peak_19637_lociStitched	chr22	50967903	50971277	2	3326	17212.461	455	1	TYMP,ODF3B	ADM2,MIOX,NCAPH2,KLHDC7B,LMF2,SCO2,C22orf41,CPT1B	TYMP	455	1
4_MACS_peak_22442_lociStitched	chr4	186124348	186127763	4	3319	8736.936	456	1	KIAA1430	SNX25	KIAA1430	456	1
3_MACS_peak_11482_lociStitched	chr17	27275866	27279481	3	3317	10594.842	457	1	PHF12	DHRS13	PHF12	457	1
3_MACS_peak_19212_lociStitched	chr22	37765526	37768855	3	3316	13371.5943	458	1	ELFN2		ELFN2	458	1
2_MACS_peak_22374_lociStitched	chr4	183837722	183841036	2	3314	18043.4044	459	1	DCTD		DCTD	459	1
3_MACS_peak_13506_lociStitched	chr19	2255254	2259070	3	3311	11239.6464	460	1	JSRP1	SF3A2,AMH,MIR4321,OAZ1,MIR1227,PLEKHJ1,C19orf35,LINGO3	JSRP1	460	1
4_MACS_peak_24157_lociStitched	chr6	26271045	26274840	4	3309	10419.9315	461	1	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	461	1
5_MACS_peak_15638_lociStitched	chr2	39694434	39698216	5	3307	6864.33	462	1		MAP4K3	MAP4K3	462	1
2_MACS_peak_24464_lociStitched	chr6	33289373	33292827	2	3306	15806.1948	463	1	DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,TAPBP,ZBTB22,LYPLA2P1	DAXX	463	1
3_MACS_peak_5279_lociStitched	chr11	82780400	82784288	3	3303	10100.6352	464	1	RAB30	SNORA70E	RAB30	464	1
6_MACS_peak_24945_lociStitched	chr6	56630631	56634780	6	3299	9398.7297	465	1			DST	465	1
2_MACS_peak_24816_lociStitched	chr6	43681717	43685310	2	3297	16431.8669	466	1		MRPS18A	MRPS18A	466	1
5_MACS_peak_22521_lociStitched	chr5	1342219	1345910	5	3295	9057.3449	467	1	CLPTM1L	TERT	CLPTM1L	467	1
5_MACS_peak_24521_lociStitched	chr6	34450972	34454478	5	3294	13511.0722	468	1	PACSIN1		PACSIN1	468	1
5_MACS_peak_10003_lociStitched	chr16	12056726	12060319	5	3290	11048.8343	469	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	469	1
2_MACS_peak_14388_lociStitched	chr19	36132647	36136027	2	3287	9710.064	470	1	ETV2	HAUS5,RBM42,COX6B1,UPK1A	ETV2	470	1
2_MACS_peak_13496_lociStitched	chr19	2087275	2090869	2	3282	14401.8768	471	1	MOBKL2A	IZUMO4,MKNK2	MOBKL2A	471	1
5_MACS_peak_4090_lociStitched	chr10	135201888	135205496	5	3282	8593.5344	472	1	PAOX	PRAP1,MTG1,C10orf125,MIR3944,ECHS1,SPRN	MTG1	472	1
3_MACS_peak_3730_lociStitched	chr10	102756006	102759378	3	3281	7778.8668	473	1	LZTS2	SEMA4G,MIR608,C10orf2,SFXN3,MRPL43,PDZD7	LZTS2	473	1
4_MACS_peak_7095_lociStitched	chr12	112449484	112453073	4	3263	12754.5882	474	1	ERP29,TMEM116		ERP29	474	1
3_MACS_peak_18965_lociStitched	chr22	23478205	23481583	3	3257	10905.1974	475	1	RTDR1	RAB36,BCR	RTDR1	475	1
2_MACS_peak_1985_lociStitched	chr1	157479605	157482923	2	3254	11579.4882	476	1		FCRL5	FCRL5	476	1
5_MACS_peak_17962_lociStitched	chr20	34328992	34332673	5	3254	10967.9076	477	1	RBM39	ROMO1,PHF20,NFS1	RBM39	477	1
2_MACS_peak_14256_lociStitched	chr19	19771978	19775237	2	3252	12481.3182	478	1	ATP13A1	ZNF101,PBX4,LPAR2,GMIP	ATP13A1	478	1
2_MACS_peak_21247_lociStitched	chr3	186781565	186784879	2	3250	8912.6716	479	1	ST6GAL1		ST6GAL1	479	1
5_MACS_peak_14963_lociStitched	chr19	50178477	50182144	5	3250	11541.1491	480	1	PRMT1	SCAF1,BCL2L12,C19orf76,CPT1C,RRAS,IRF3	PRMT1	480	1
2_MACS_peak_4812_lociStitched	chr11	64036191	64039502	2	3246	10049.2161	481	1	PLCB3,BAD	NUDT22,DNAJC4,VEGFB,FKBP2,GPR137,KCNK4,C11orf20,ESRRA,PRDX5,TRPT1,PPP1R14B,TRMT112	GPR137	481	1
2_MACS_peak_11292_lociStitched	chr17	17860472	17863836	2	3243	11604.118	482	1	TOM1L2	LRRC48	TOM1L2	482	1
4_MACS_peak_18549_lociStitched	chr21	34638382	34641892	4	3243	7775.352	483	1	IL10RB	IFNAR2	IL10RB	483	1
4_MACS_peak_28979_lociStitched	chr9	100744858	100748405	4	3242	12706.7728	484	1	ANP32B	HEMGN	ANP32B	484	1
1_MACS_peak_12587_lociStitched	chr17	75435215	75438455	1	3241	10653.444	485	1	SEPT9	SEPT9,MIR4316	SEPT9	485	1
7_MACS_peak_21945_lociStitched	chr4	105391334	105395551	7	3239	7495.2958	486	1	CXXC4		CXXC4	486	1
3_MACS_peak_22754_lociStitched	chr5	42991506	42995116	3	3233	10128.577	487	1		LOC153684,LOC648987,C5orf39	LOC648987	487	1
3_MACS_peak_24714_lociStitched	chr6	41039058	41042475	3	3228	15076.8291	488	1	NFYA,C6orf130	TSPO2,APOBEC2,LOC221442,UNC5CL	NFYA	488	1
3_MACS_peak_24234_lociStitched	chr6	27804268	27807644	3	3225	13902.368	489	1	HIST1H2BN,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2AK	489	1
2_MACS_peak_13386_lociStitched	chr19	1025920	1029194	2	3223	8913.7924	490	1	CNN2	WDR18,GRIN3B,ABCA7,HMHA1,C19orf6	CNN2	490	1
2_MACS_peak_18064_lociStitched	chr20	42309081	42312311	2	3220	17506.277	491	1	MYBL2	GTSF1L	MYBL2	491	1
2_MACS_peak_20295_lociStitched	chr3	55652821	55656057	2	3215	6986.524	492	1	ERC2	C3orf51	C3orf51	492	1
5_MACS_peak_25116_lociStitched	chr6	90065634	90069533	5	3213	9414.9153	493	1		GABRR2,UBE2J1	UBE2J1	493	1
3_MACS_peak_15845_lociStitched	chr2	61763296	61766604	3	3211	11086.4312	494	1	XPO1		XPO1	494	1
2_MACS_peak_15894_lociStitched	chr2	64487241	64490656	2	3209	7616.133	495	1			LOC150992	495	1
2_MACS_peak_15740_lociStitched	chr2	47536113	47539335	2	3206	12947.607	496	1			EPCAM	496	1
3_MACS_peak_28213_lociStitched	chr8	143718428	143721802	3	3205	14179.5724	497	1		PSCA,ARC,JRK	ARC	497	1
4_MACS_peak_25830_lociStitched	chr7	23507638	23511583	4	3198	9768.2145	498	1	IGF2BP3	RPS2P32	IGF2BP3	498	1
2_MACS_peak_9612_lociStitched	chr15	90732939	90736144	2	3194	10323.6255	499	1	SEMA4B	SEMA4B,C15orf58,CIB1	SEMA4B	499	1
3_MACS_peak_20038_lociStitched	chr3	45635018	45638460	3	3193	8876.5738	500	1	LIMD1		LIMD1	500	1
4_MACS_peak_23776_lociStitched	chr6	304366	307832	4	3193	11167.7986	501	1	DUSP22		DUSP22	501	1
3_MACS_peak_22723_lociStitched	chr5	37798840	37802287	3	3189	12016.5867	502	1		GDNF	GDNF	502	1
3_MACS_peak_8642_lociStitched	chr14	106172284	106175840	3	3186	10078.0596	503	1			TMEM121	503	1
1_MACS_peak_13572_lociStitched	chr19	3178192	3181375	1	3184	14740.1547	504	1	S1PR4	GNA15,NCLN,CELF5	S1PR4	504	1
2_MACS_peak_16778_lociStitched	chr2	158295818	158299460	2	3183	9134.136	505	1	CYTIP		CYTIP	505	1
3_MACS_peak_3219_lociStitched	chr10	43902536	43905857	3	3182	11882.538	506	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	506	1
6_MACS_peak_4420_lociStitched	chr11	23590409	23594558	6	3181	6420.5775	507	1			LOC100500938	507	1
7_MACS_peak_27532_lociStitched	chr8	54931082	54935388	7	3178	7482.5362	508	1	TCEA1		TCEA1	508	1
3_MACS_peak_16420_lociStitched	chr2	106412025	106415383	3	3177	8545.7742	509	1	NCK2		NCK2	509	1
3_MACS_peak_3252_lociStitched	chr10	45955579	45959184	3	3176	7600.782	510	1	MARCH8		MARCH8	510	1
1_MACS_peak_11301_lociStitched	chr17	18085296	18088468	1	3173	13826.748	511	1	ALKBH5	LLGL1	ALKBH5	511	1
5_MACS_peak_29170_lociStitched	chr9	127630192	127633658	5	3173	9402.9114	512	1	ARPC5L	WDR38,RPL35	ARPC5L	512	1
1_MACS_peak_13601_lociStitched	chr19	4058842	4062012	1	3171	10807.798	513	1	ZBTB7A		ZBTB7A	513	1
3_MACS_peak_4100_lociStitched	chr11	206425	209697	3	3168	12950.9032	514	1	RIC8A,BET1L	LOC653486,ODF3,PSMD13,SIRT3	RIC8A	514	1
5_MACS_peak_15888_lociStitched	chr2	64447581	64451616	5	3168	8685.741	515	1		LOC150992	LOC150992	515	1
1_MACS_peak_9476_lociStitched	chr15	81291824	81294990	1	3167	12693.4438	516	1	MESDC1	MESDC2	MESDC1	516	1
3_MACS_peak_7906_lociStitched	chr14	21149941	21153258	3	3164	10952.4023	517	1	RNASE4,ANG	RNASE4,OR6S1	ANG	517	1
3_MACS_peak_13937_lociStitched	chr19	13048051	13051679	3	3164	8592.918	518	1	CALR	GCDH,RAD23A,DAND5,SYCE2,FARSA,GADD45GIP1	CALR	518	1
3_MACS_peak_8715_lociStitched	chr15	31637022	31640273	3	3160	9750.3992	519	1	KLF13		KLF13	519	1
3_MACS_peak_13435_lociStitched	chr19	1406126	1409633	3	3158	9737.1855	520	1	DAZAP1	MUM1,NDUFS7,RPS15,APC2,GAMT	DAZAP1	520	1
1_MACS_peak_8529_lociStitched	chr14	102289174	102292330	1	3157	10396.8108	521	1	PPP2R5C		PPP2R5C	521	1
3_MACS_peak_15755_lociStitched	chr2	48131357	48134650	3	3151	10126.9629	522	1	FBXO11	FBXO11	FBXO11	522	1
4_MACS_peak_28189_lociStitched	chr8	141520850	141524367	4	3149	8937.0487	523	1	CHRAC1		CHRAC1	523	1
1_MACS_peak_2277_lociStitched	chr1	179049654	179052800	1	3147	14687.101	524	1	TOR3A		TOR3A	524	1
3_MACS_peak_26051_lociStitched	chr7	44788145	44791594	3	3146	10236.632	525	1	ZMIZ2	ZMIZ2,PPIA	ZMIZ2	525	1
2_MACS_peak_22379_lociStitched	chr4	184424417	184427635	2	3145	10576.9224	526	1	ING2,LOC389247		ING2	526	1
5_MACS_peak_23445_lociStitched	chr5	142781520	142785553	5	3137	8149.8864	527	1	NR3C1		NR3C1	527	1
3_MACS_peak_18711_lociStitched	chr21	44731198	44734520	3	3134	9650.41	528	1			SIK1	528	1
5_MACS_peak_24035_lociStitched	chr6	16759430	16762945	5	3132	9457.8105	529	1	ATXN1		ATXN1	529	1
4_MACS_peak_9282_lociStitched	chr15	70326560	70330152	4	3132	8770.2272	530	1		MIR629	MIR629	530	1
3_MACS_peak_5592_lociStitched	chr11	122566673	122569863	3	3130	10927.664	531	1	UBASH3B		UBASH3B	531	1
5_MACS_peak_27515_lociStitched	chr8	52810795	52814897	5	3129	9546.9948	532	1	PCMTD1		PCMTD1	532	1
3_MACS_peak_19683_lociStitched	chr3	5227580	5231068	3	3122	9404.6944	533	1	EDEM1		EDEM1	533	1
3_MACS_peak_24805_lociStitched	chr6	43596138	43599532	3	3119	16753.1234	534	1	MAD2L1BP,GTPBP2	MAD2L1BP,RSPH9	MAD2L1BP	534	1
5_MACS_peak_8126_lociStitched	chr14	50465970	50470570	5	3118	8335.2	535	1	C14orf182		C14orf182	535	1
4_MACS_peak_9632_lociStitched	chr15	91473029	91476238	4	3114	9253.4724	536	1	UNC45A,HDDC3	FES,MAN2A2,UNC45A,RCCD1	HDDC3	536	1
2_MACS_peak_4063_lociStitched	chr10	134210700	134213887	2	3111	7972.5992	537	1	PWWP2B	C10orf91	PWWP2B	537	1
4_MACS_peak_24237_lociStitched	chr6	27831673	27835354	4	3110	8464.0914	538	1	HIST1H2AL,HIST1H1B	HIST1H2BM,HIST1H4J,HIST1H2BN,HIST1H2BO,HIST1H2AJ,HIST1H4K,HIST1H2AK,HIST1H3I,HIST1H4L,HIST1H3J,HIST1H2AM,OR2B2	HIST1H2AL	538	1
6_MACS_peak_27211_lociStitched	chr8	12610169	12613905	6	3107	7047.964	539	1	LONRF1	MIR3926-2,MIR3926-1	LONRF1	539	1
5_MACS_peak_5066_lociStitched	chr11	67272223	67276588	5	3105	10378.224	540	1	PITPNM1,CDK2AP2	CABP4,AIP,TMEM134,CABP2	PITPNM1	540	1
2_MACS_peak_7932_lociStitched	chr14	23024572	23027763	2	3097	10372.9837	541	1		ABHD4,DAD1	DAD1	541	1
2_MACS_peak_19330_lociStitched	chr22	39539945	39543090	2	3093	12404.509	542	1	CBX7	APOBEC3H	CBX7	542	1
2_MACS_peak_15357_lociStitched	chr2	20411234	20414499	2	3092	10821.8425	543	1	SDC1		SDC1	543	1
3_MACS_peak_10305_lociStitched	chr16	30074915	30078090	3	3091	10998.5175	544	1	ALDOA	C16orf92,PPP4C,LOC100271831,FAM57B,TBX6,YPEL3,GDPD3	ALDOA	544	1
3_MACS_peak_19292_lociStitched	chr22	39266918	39270347	3	3091	12579.6294	545	1	CBX6	NPTXR	CBX6	545	1
1_MACS_peak_24404_lociStitched	chr6	31938106	31941193	1	3088	18214.8435	546	1	STK19,DOM3Z	C2,CFB,SKIV2L,C4B,CYP21A2,MIR1236,RDBP,TNXA,TNXB	DOM3Z	546	1
5_MACS_peak_12622_lociStitched	chr17	76775549	76779229	5	3088	9075.248	547	1	CYTH1		CYTH1	547	1
2_MACS_peak_5087_lociStitched	chr11	67775185	67778323	2	3087	12426.48	548	1	ALDH3B1	NDUFS8,TCIRG1,UNC93B1	ALDH3B1	548	1
3_MACS_peak_18277_lociStitched	chr20	52531162	52534544	3	3086	7057.8958	549	1		SUMO1P1	SUMO1P1	549	1
3_MACS_peak_15949_lociStitched	chr2	65214849	65218117	3	3084	13097.8172	550	1	SLC1A4		SLC1A4	550	1
4_MACS_peak_5006_lociStitched	chr11	66567215	66570484	4	3082	8723.9803	551	1	C11orf80	RCE1	RCE1	551	1
2_MACS_peak_22249_lociStitched	chr4	153455750	153458963	2	3081	10893.9978	552	1	DKFZP434I0714,FBXW7	MIR3140	DKFZP434I0714	552	1
3_MACS_peak_10186_lociStitched	chr16	23566442	23569719	3	3079	9275.2208	553	1	UBFD1,EARS2	GGA2,NDUFAB1	EARS2	553	1
3_MACS_peak_1667_lociStitched	chr1	150205916	150209462	3	3078	11734.0686	554	1	ANP32E	CA14,C1orf54,C1orf51,APH1A	ANP32E	554	1
3_MACS_peak_15705_lociStitched	chr2	46767368	46771126	3	3078	9818.1508	555	1	RHOQ	ATP6V1E2	RHOQ	555	1
4_MACS_peak_22908_lociStitched	chr5	61530704	61533821	4	3065	8102.9532	556	1			KIF2A	556	1
3_MACS_peak_8512_lociStitched	chr14	100840868	100844166	3	3065	12185.7802	557	1	WDR25,WARS		WARS	557	1
3_MACS_peak_11944_lociStitched	chr17	43224173	43227741	3	3064	10641.56	558	1	HEXIM1	ACBD4,HEXIM2,PLCD3	HEXIM1	558	1
7_MACS_peak_8477_lociStitched	chr14	95983093	95986906	7	3063	6730.7076	559	1		GLRX5,C14orf49,SCARNA13,SNHG10	SCARNA13	559	1
2_MACS_peak_10245_lociStitched	chr16	28833544	28836656	2	3058	13831.9064	560	1	ATXN2L	SH2B1,TUFM	ATXN2L	560	1
2_MACS_peak_19355_lociStitched	chr22	39915054	39918195	2	3057	16781.4207	561	1	ATF4	MGAT3,SMCR7L,CACNA1I,RPS19BP1	ATF4	561	1
2_MACS_peak_18127_lociStitched	chr20	45984629	45987807	2	3057	12847.7006	562	1	ZMYND8	LOC100131496	ZMYND8	562	1
3_MACS_peak_6248_lociStitched	chr12	31737953	31741359	3	3054	7729.917	563	1	DENND5B		DENND5B	563	1
1_MACS_peak_23957_lociStitched	chr6	11804506	11807557	1	3052	10334.3472	564	1		C6orf105	C6orf105	564	1
3_MACS_peak_28531_lociStitched	chr9	33165357	33168526	3	3052	8846.5804	565	1	B4GALT1		B4GALT1	565	1
2_MACS_peak_1952_lociStitched	chr1	156468712	156471802	2	3050	12278.115	566	1	MEF2D		MEF2D	566	1
3_MACS_peak_10944_lociStitched	chr17	1618563	1621885	3	3050	11861.5332	567	1	WDR81,C17orf91	WDR81,SERPINF2,SERPINF1,PRPF8,TLCD2,MIR22	WDR81	567	1
3_MACS_peak_12824_lociStitched	chr18	2654250	2657445	3	3048	13676.517	568	1	SMCHD1	LOC645158	SMCHD1	568	1
3_MACS_peak_27488_lociStitched	chr8	42945705	42949155	3	3047	7917.06	569	1	SGK196	FNTA,HGSNAT	SGK196	569	1
3_MACS_peak_1925_lociStitched	chr1	156119399	156122770	3	3046	7728.0175	570	1	SEMA4A	LMNA,SEMA4A,SLC25A44	SEMA4A	570	1
6_MACS_peak_15625_lociStitched	chr2	39324711	39328545	6	3043	7335.2088	571	1	SOS1		SOS1	571	1
2_MACS_peak_22615_lociStitched	chr5	14224463	14227532	2	3039	10412.5032	572	1	TRIO		TRIO	572	1
3_MACS_peak_3593_lociStitched	chr10	90749902	90753508	3	3039	8972.8098	573	1	FAS,ACTA2,FAS-AS1	ACTA2	ACTA2	573	1
3_MACS_peak_1863_lociStitched	chr1	155106270	155109763	3	3037	13944.7546	574	1	EFNA1,SLC50A1	TRIM46,DPM3,KRTCAP2	SLC50A1	574	1
2_MACS_peak_16676_lociStitched	chr2	136889035	136892093	2	3031	7954.4696	575	1		CXCR4	CXCR4	575	1
2_MACS_peak_9663_lociStitched	chr15	93373971	93377004	2	3029	8856.36	576	1		ASB9P1,LOC100507217	ASB9P1	576	1
3_MACS_peak_19838_lociStitched	chr3	16925220	16928354	3	3023	9213.3332	577	1	PLCL2	PLCL2,MIR3714	PLCL2	577	1
2_MACS_peak_22456_lociStitched	chr4	186261367	186264547	2	3022	9562.26	578	1	SNX25	LRP2BP	LRP2BP	578	1
4_MACS_peak_9897_lociStitched	chr16	4663976	4667249	4	3022	8185.4457	579	1	FAM100A	MGRN1	FAM100A	579	1
2_MACS_peak_28130_lociStitched	chr8	128806294	128809436	2	3021	11470.8136	580	1	PVT1,MIR1204		MIR1204	580	1
3_MACS_peak_11029_lociStitched	chr17	4267858	4270990	3	3020	12217.932	581	1	UBE2G1		UBE2G1	581	1
2_MACS_peak_16471_lociStitched	chr2	112208751	112211800	2	3018	7488.344	582	1	LOC541471		LOC541471	582	1
5_MACS_peak_2812_lociStitched	chr1	234746048	234749420	5	3017	7379.622	583	1		NCRNA00184,IRF2BP2	IRF2BP2	583	1
3_MACS_peak_5883_lociStitched	chr12	6641450	6645012	3	3016	8905.3562	584	1	GAPDH	NCAPD2,SCARNA10,MRPL51,IFFO1,NOP2,SCARNA11	GAPDH	584	1
