REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.2.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
3_MACS_peak_586_lociStitched	chr1	28831754	28835975	3	3929	12690.4365	385	1	RCC1,SNHG3	RCC1,TRNAU1AP	RCC1	385	1
5_MACS_peak_20860_lociStitched	chr3	141085342	141090185	5	4229	12686.7228	386	1	ZBTB38		ZBTB38	386	1
2_MACS_peak_12592_lociStitched	chr17	75446301	75451143	2	4394	12654.0828	387	1	SEPT9	SEPT9	SEPT9	387	1
6_MACS_peak_20882_lociStitched	chr3	141119218	141123863	6	4291	12648.335	388	1	ZBTB38		ZBTB38	388	1
1_MACS_peak_10939_lociStitched	chr17	1531056	1533701	1	2646	12646.274	389	1	SLC43A2	SCARF1,RILP	SLC43A2	389	1
3_MACS_peak_11384_lociStitched	chr17	20944022	20947919	3	3430	12631.3461	390	1	USP22		USP22	390	1
1_MACS_peak_19345_lociStitched	chr22	39841796	39844774	1	2979	12600.5136	391	1		TAB1,MGAT3	MGAT3	391	1
3_MACS_peak_19292_lociStitched	chr22	39266918	39270347	3	3091	12579.6294	392	1	CBX6	NPTXR	CBX6	392	1
3_MACS_peak_799_lociStitched	chr1	39973921	39978089	3	3809	12541.512	393	1	BMP8A	PPIEL	BMP8A	393	1
3_MACS_peak_13377_lociStitched	chr19	923455	927619	3	3953	12522.3972	394	1	ARID3A	KISS1R,MED16,C19orf22	ARID3A	394	1
2_MACS_peak_14343_lociStitched	chr19	34662187	34664454	2	2239	12517.6939	395	1	LSM14A		LSM14A	395	1
3_MACS_peak_24448_lociStitched	chr6	33215635	33218531	3	2678	12514.1952	396	1	VPS52	SLC39A7,HSD17B8,MIR219-1,RING1,RPS18,B3GALT4,PFDN6,RXRB,WDR46,RGL2	VPS52	396	1
2_MACS_peak_6608_lociStitched	chr12	57847683	57851257	2	3523	12493.9892	397	1	INHBE	INHBC,GLI1,MARS,ARHGAP9	INHBE	397	1
2_MACS_peak_14256_lociStitched	chr19	19771978	19775237	2	3252	12481.3182	398	1	ATP13A1	ZNF101,PBX4,LPAR2,GMIP	ATP13A1	398	1
1_MACS_peak_4697_lociStitched	chr11	61559405	61561234	1	1830	12473.0484	399	1	FEN1,C11orf10,MIR611	C11orf9,FADS2,DKFZP434K028,MIR1908,FADS1	FEN1	399	1
3_MACS_peak_2329_lociStitched	chr1	183439485	183442428	3	2898	12465.3708	400	1	SMG7		SMG7	400	1
4_MACS_peak_27183_lociStitched	chr8	10822346	10827541	4	4364	12450.337	401	1	XKR6		MIR598	401	1
4_MACS_peak_25901_lociStitched	chr7	26238852	26242632	4	3573	12447.162	402	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	402	1
1_MACS_peak_7880_lociStitched	chr13	115045344	115048230	1	2887	12431.7336	403	1	UPF3A	CDC16,ZNF828	UPF3A	403	1
2_MACS_peak_5087_lociStitched	chr11	67775185	67778323	2	3087	12426.48	404	1	ALDH3B1	NDUFS8,TCIRG1,UNC93B1	ALDH3B1	404	1
2_MACS_peak_24844_lociStitched	chr6	44213321	44215895	2	2457	12416.2038	405	1	HSP90AB1	SLC29A1,TMEM151B,SLC35B2,NFKBIE,TCTE1	HSP90AB1	405	1
2_MACS_peak_19330_lociStitched	chr22	39539945	39543090	2	3093	12404.509	406	1	CBX7	APOBEC3H	CBX7	406	1
2_MACS_peak_13652_lociStitched	chr19	5717959	5721416	2	3444	12385.0482	407	1	TMEM146,LONP1	HSD11B1L,RPL36,C19orf70	LONP1	407	1
5_MACS_peak_27283_lociStitched	chr8	22297370	22302136	5	3705	12378.2552	408	1	PPP3CC		PPP3CC	408	1
1_MACS_peak_1898_lociStitched	chr1	155657249	155659394	1	2146	12377.937	409	1	DAP3,YY1AP1	YY1AP1	YY1AP1	409	1
4_MACS_peak_25865_lociStitched	chr7	25763742	25768458	4	4184	12369.1248	410	1			MIR148A	410	1
3_MACS_peak_5475_lociStitched	chr11	115091183	115095235	3	3813	12365.8936	411	1	CADM1		CADM1	411	1
4_MACS_peak_14180_lociStitched	chr19	18390219	18393860	4	2997	12345.5387	412	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	412	1
3_MACS_peak_24390_lociStitched	chr6	31800621	31804349	3	3419	12338.5616	413	1	C6orf48,SNORD48	HSPA1A,HSPA1B,SNORD52,VARS,LSM2,HSPA1L,NEU1,SLC44A4	C6orf48	413	1
4_MACS_peak_28628_lociStitched	chr9	37033641	37037999	4	3866	12330.961	414	1	PAX5	LOC100506710	PAX5	414	1
3_MACS_peak_11145_lociStitched	chr17	7386417	7389421	3	2240	12325.7124	415	1	POLR2A,ZBTB4	TMEM102,FGF11,CHRNB1,AMAC1L3,ZBTB4	POLR2A	415	1
1_MACS_peak_6080_lociStitched	chr12	14921795	14924158	1	2364	12307.9218	416	1	HIST4H4	H2AFJ,C12orf60,WBP11,C12orf69	HIST4H4	416	1
1_MACS_peak_24769_lociStitched	chr6	42846754	42848609	1	1856	12305.8845	417	1	RPL7L1	PTCRA,CNPY3,C6orf226	RPL7L1	417	1
2_MACS_peak_24592_lociStitched	chr6	36408782	36411520	2	2700	12298.5484	418	1	KCTD20,PXT1		KCTD20	418	1
2_MACS_peak_17753_lociStitched	chr20	17948425	17951032	2	2522	12297.219	419	1	C20orf72,SNX5	SNORD17	C20orf72	419	1
1_MACS_peak_24599_lociStitched	chr6	36560672	36563608	1	2937	12296.8488	420	1	SRSF3	STK38,MIR3925	SRSF3	420	1
2_MACS_peak_17826_lociStitched	chr20	29611079	29612764	2	1668	12279.4375	421	1	FRG1B		FRG1B	421	1
2_MACS_peak_1952_lociStitched	chr1	156468712	156471802	2	3050	12278.115	422	1	MEF2D		MEF2D	422	1
2_MACS_peak_24703_lociStitched	chr6	39960041	39962950	2	2804	12272.1983	423	1			MOCS1	423	1
4_MACS_peak_18302_lociStitched	chr20	55964431	55968391	4	3700	12230.46	424	1	RBM38	RAE1,MTRNR2L3	RBM38	424	1
3_MACS_peak_11029_lociStitched	chr17	4267858	4270990	3	3020	12217.932	425	1	UBE2G1		UBE2G1	425	1
8_MACS_peak_19078_lociStitched	chr22	29193438	29199159	8	4687	12208.614	426	1	XBP1	CCDC117	XBP1	426	1
3_MACS_peak_8512_lociStitched	chr14	100840868	100844166	3	3065	12185.7802	427	1	WDR25,WARS		WARS	427	1
4_MACS_peak_25886_lociStitched	chr7	25987720	25991974	4	3561	12171.1194	428	1	MIR148A		MIR148A	428	1
1_MACS_peak_29431_lociStitched	chr9	139000635	139003232	1	2598	12162.0107	429	1		NACC2,C9orf69	C9orf69	429	1
9_MACS_peak_1389_lociStitched	chr1	111173577	111180653	9	5296	12153.03	430	1		KCNA2,KCNA3	KCNA2	430	1
3_MACS_peak_15666_lociStitched	chr2	43445739	43449627	3	3751	12146.112	431	1	ZFP36L2	LOC100129726	ZFP36L2	431	1
4_MACS_peak_29315_lociStitched	chr9	132647029	132651646	4	4198	12135.3228	432	1	FNBP1	USP20,C9orf78	USP20	432	1
3_MACS_peak_14979_lociStitched	chr19	50379205	50381836	3	2495	12133.6458	433	1	TBC1D17,AKT1S1	PTOV1,PNKP,IL4I1	AKT1S1	433	1
2_MACS_peak_22429_lociStitched	chr4	185568564	185571491	2	2775	12128.0245	434	1	CCDC111,CASP3		CASP3	434	1
2_MACS_peak_26792_lociStitched	chr7	127290865	127293192	2	2111	12113.4312	435	1	SND1	PAX4	SND1	435	1
4_MACS_peak_104_lociStitched	chr1	2477061	2481851	4	4315	12086.128	436	1	LOC115110	TNFRSF14,C1orf93,PANK4,HES5	LOC115110	436	1
3_MACS_peak_5029_lociStitched	chr11	66884771	66888698	3	3633	12074.7396	437	1	KDM2A		KDM2A	437	1
2_MACS_peak_4161_lociStitched	chr11	808671	810904	2	2226	12074.0543	438	1	RPLP2	SNORA52,PNPLA2,EFCAB4A,CD151,TSPAN4,PDDC1,CEND1,SLC25A22,LRDD,POLR2L	RPLP2	438	1
1_MACS_peak_2119_lociStitched	chr1	162600050	162603584	1	3535	12073.911	439	1	DDR2		DDR2	439	1
5_MACS_peak_26613_lociStitched	chr7	104582999	104586672	5	3461	12049.6438	440	1		LOC723809	LOC723809	440	1
2_MACS_peak_10996_lociStitched	chr17	2905463	2908267	2	2800	12048.5076	441	1	RAP1GAP2		OR1D5	441	1
1_MACS_peak_1895_lociStitched	chr1	155531589	155533572	1	1984	12042.1641	442	1	LOC645676,ASH1L	MSTO1	ASH1L	442	1
3_MACS_peak_3433_lociStitched	chr10	74031870	74035518	3	3371	12034.3872	443	1	DDIT4		DDIT4	443	1
3_MACS_peak_22723_lociStitched	chr5	37798840	37802287	3	3189	12016.5867	444	1		GDNF	GDNF	444	1
4_MACS_peak_19491_lociStitched	chr22	44419480	44423562	4	3857	12012.9178	445	1	PARVB		PARVB	445	1
1_MACS_peak_2149_lociStitched	chr1	165796088	165798840	1	2753	11992.3904	446	1	UCK2		UCK2	446	1
5_MACS_peak_5701_lociStitched	chr11	128594460	128599629	5	4671	11982.2589	447	1	FLI1		FLI1	447	1
2_MACS_peak_4957_lociStitched	chr11	65818179	65821102	2	2647	11981.377	448	1	SF3B2	BANF1,CST6,PACS1,EIF1AD,CATSPER1,GAL3ST3	SF3B2	448	1
5_MACS_peak_22163_lociStitched	chr4	141662094	141667363	5	4381	11980.1253	449	1	TBC1D9		TBC1D9	449	1
5_MACS_peak_5770_lociStitched	chr12	217681	222939	5	4497	11956.1662	450	1	IQSEC3	LOC574538	IQSEC3	450	1
1_MACS_peak_5166_lociStitched	chr11	72524246	72526966	1	2721	11943.792	451	1	ATG16L2	STARD10	ATG16L2	451	1
2_MACS_peak_12723_lociStitched	chr17	79816942	79820171	2	2733	11927.2802	452	1	P4HB	ANAPC11,NPB,FAM195B,DYSFIP1,ARHGDIA,THOC4,PCYT2	P4HB	452	1
3_MACS_peak_3219_lociStitched	chr10	43902536	43905857	3	3182	11882.538	453	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	453	1
4_MACS_peak_25599_lociStitched	chr6	158181417	158186077	4	3725	11877.874	454	1			SNX9	454	1
1_MACS_peak_12389_lociStitched	chr17	66394332	66398065	1	3734	11877.6594	455	1	ARSG	MIR635	MIR635	455	1
5_MACS_peak_7618_lociStitched	chr13	46274211	46278153	5	3579	11868.5736	456	1	SPERT		SPERT	456	1
7_MACS_peak_15589_lociStitched	chr2	37582052	37587739	7	4475	11867.0629	457	1	QPCT	PRKD3	QPCT	457	1
3_MACS_peak_10944_lociStitched	chr17	1618563	1621885	3	3050	11861.5332	458	1	WDR81,C17orf91	WDR81,SERPINF2,SERPINF1,PRPF8,TLCD2,MIR22	WDR81	458	1
3_MACS_peak_15120_lociStitched	chr19	56165185	56167848	3	2511	11861.2683	459	1	U2AF2	ZNF865,ZNF580,ZNF581,CCDC106,EPN1,ZNF784	U2AF2	459	1
3_MACS_peak_18546_lociStitched	chr21	34608392	34612633	3	4190	11859.9565	460	1	IFNAR2	IL10RB	IFNAR2	460	1
5_MACS_peak_5871_lociStitched	chr12	6552279	6556727	5	3526	11851.2512	461	1	CD27,LOC678655	TAPBPL,NCAPD2,VAMP1,MRPL51	CD27	461	1
7_MACS_peak_7327_lociStitched	chr12	125401043	125406302	7	4671	11844.8457	462	1		UBC	UBC	462	1
4_MACS_peak_10024_lociStitched	chr16	14499264	14502240	4	2680	11842.0992	463	1			MIR365-1	463	1
1_MACS_peak_17805_lociStitched	chr20	25274932	25278776	1	3845	11829.91	464	1	PYGB,ABHD12		PYGB	464	1
3_MACS_peak_13493_lociStitched	chr19	2081704	2085960	3	4120	11818.4864	465	1	MOBKL2A	IZUMO4,MKNK2	MOBKL2A	465	1
7_MACS_peak_21104_lociStitched	chr3	177075090	177079480	7	3655	11774.419	466	1			TBL1XR1	466	1
2_MACS_peak_6043_lociStitched	chr12	12509194	12511533	2	2283	11760.2581	467	1	LOH12CR1,LOH12CR2	MANSC1	LOH12CR1	467	1
5_MACS_peak_18239_lociStitched	chr20	52196281	52201144	5	4569	11757.2751	468	1	ZNF217		ZNF217	468	1
1_MACS_peak_24446_lociStitched	chr6	33172324	33173852	1	1529	11750.32	469	1	HSD17B8	SLC39A7,MIR219-1,RING1,COL11A2,RXRB	HSD17B8	469	1
6_MACS_peak_29349_lociStitched	chr9	134145489	134151537	6	4745	11748.24	470	1	FAM78A	PPAPDC3	FAM78A	470	1
2_MACS_peak_7851_lociStitched	chr13	113862231	113864680	2	2353	11748.0979	471	1	CUL4A,PCID2	PROZ	CUL4A	471	1
5_MACS_peak_18641_lociStitched	chr21	42161440	42165920	5	4011	11738.944	472	1	DSCAM		DSCAM	472	1
3_MACS_peak_1667_lociStitched	chr1	150205916	150209462	3	3078	11734.0686	473	1	ANP32E	CA14,C1orf54,C1orf51,APH1A	ANP32E	473	1
1_MACS_peak_12486_lociStitched	chr17	73566700	73568538	1	1839	11694.8264	474	1	LLGL2	LLGL2,MYO15B	MYO15B	474	1
2_MACS_peak_24543_lociStitched	chr6	34758662	34760889	2	2183	11692.1954	475	1	UHRF1BP1	SNRPC	UHRF1BP1	475	1
4_MACS_peak_15901_lociStitched	chr2	64551891	64555730	4	3468	11682.8448	476	1			LOC150992	476	1
1_MACS_peak_17403_lociStitched	chr2	232535516	232538333	1	2818	11673.3663	477	1		PTMA,MIR1244-1	PTMA	477	1
5_MACS_peak_15114_lociStitched	chr19	56151094	56155597	5	4161	11667.273	478	1	ZNF580,ZNF581	ZNF524,ZNF865,CCDC106,U2AF2,EPN1,FIZ1,ZNF784	ZNF580	478	1
1_MACS_peak_24486_lociStitched	chr6	33537508	33540413	1	2906	11663.2845	479	1	BAK1	GGNBP1,ITPR3,C6orf227	BAK1	479	1
2_MACS_peak_25075_lociStitched	chr6	86351700	86354535	2	2593	11662.623	480	1	SYNCRIP	SNX14,SYNCRIP,SNORD50A,SNORD50B,SNHG5	SYNCRIP	480	1
4_MACS_peak_20310_lociStitched	chr3	55691607	55696281	4	4162	11636.8578	481	1	ERC2,C3orf51		C3orf51	481	1
5_MACS_peak_7641_lociStitched	chr13	49549316	49554197	5	4402	11614.8276	482	1	FNDC3A		FNDC3A	482	1
2_MACS_peak_11292_lociStitched	chr17	17860472	17863836	2	3243	11604.118	483	1	TOM1L2	LRRC48	TOM1L2	483	1
2_MACS_peak_2182_lociStitched	chr1	167904207	167907015	2	2732	11603.2176	484	1	DCAF6,BRP44	ADCY10	DCAF6	484	1
4_MACS_peak_29344_lociStitched	chr9	134127520	134132476	4	4017	11585.6412	485	1		PPAPDC3,FAM78A	FAM78A	485	1
3_MACS_peak_12026_lociStitched	chr17	46124404	46127412	3	2800	11582.304	486	1	NFE2L1	MIR152,COPZ2	NFE2L1	486	1
2_MACS_peak_1985_lociStitched	chr1	157479605	157482923	2	3254	11579.4882	487	1		FCRL5	FCRL5	487	1
1_MACS_peak_26689_lociStitched	chr7	108209562	108211297	1	1736	11569.8475	488	1	DNAJB9,THAP5	PNPLA8	DNAJB9	488	1
2_MACS_peak_26936_lociStitched	chr7	139043364	139045624	2	2215	11558.77	489	1	LUC7L2	C7orf55	LUC7L2	489	1
1_MACS_peak_8554_lociStitched	chr14	103242091	103243499	1	1409	11553.2032	490	1		TRAF3	TRAF3	490	1
5_MACS_peak_14963_lociStitched	chr19	50178477	50182144	5	3250	11541.1491	491	1	PRMT1	SCAF1,BCL2L12,C19orf76,CPT1C,RRAS,IRF3	PRMT1	491	1
2_MACS_peak_8725_lociStitched	chr15	31726744	31730520	2	3673	11537.1904	492	1			KLF13	492	1
1_MACS_peak_2400_lociStitched	chr1	193026842	193029436	1	2595	11527.736	493	1	TROVE2,UCHL5	GLRX2	UCHL5	493	1
5_MACS_peak_2456_lociStitched	chr1	200987384	200992591	5	4320	11524.1324	494	1	KIF21B		KIF21B	494	1
2_MACS_peak_22479_lociStitched	chr4	187110918	187113734	2	2419	11515.7504	495	1	CYP4V2	FAM149A,KLKB1	CYP4V2	495	1
3_MACS_peak_24729_lociStitched	chr6	41700724	41703229	3	2434	11511.477	496	1	TFEB	PRICKLE4,PGC,FRS3	TFEB	496	1
3_MACS_peak_19501_lociStitched	chr22	45348795	45353186	3	4179	11501.3463	497	1	PHF21B		PHF21B	497	1
3_MACS_peak_1970_lociStitched	chr1	156718114	156722379	3	3943	11492.0425	498	1	HDGF	C1orf66,PRCC,CRABP2,ISG20L2,MRPL24	HDGF	498	1
1_MACS_peak_8630_lociStitched	chr14	106051768	106055809	1	4042	11477.2482	499	1			TMEM121	499	1
2_MACS_peak_28130_lociStitched	chr8	128806294	128809436	2	3021	11470.8136	500	1	PVT1,MIR1204		MIR1204	500	1
2_MACS_peak_18459_lociStitched	chr21	11097498	11099566	2	1916	11457.1336	501	1	BAGE,BAGE4		BAGE4	501	1
4_MACS_peak_28878_lociStitched	chr9	93733359	93737262	4	3591	11432.6676	502	1			LOC100129316	502	1
2_MACS_peak_24803_lociStitched	chr6	43542608	43544983	2	2347	11413.5375	503	1	POLH,XPO5		XPO5	503	1
4_MACS_peak_15204_lociStitched	chr19	59069004	59071654	4	2599	11409.84	504	1	LOC100131691,UBE2M	TRIM28,MGC2752,SLC27A5,ZBTB45,CHMP2A,MZF1	UBE2M	504	1
2_MACS_peak_24555_lociStitched	chr6	35226688	35229019	2	2277	11407.4478	505	1	ZNF76	SCUBE3,DEF6	ZNF76	505	1
2_MACS_peak_16059_lociStitched	chr2	70351166	70353761	2	2457	11402.949	506	1	LOC100133985	PCBP1,LOC400960	LOC100133985	506	1
2_MACS_peak_5037_lociStitched	chr11	67044125	67046489	2	2296	11398.2624	507	1	ADRBK1	ANKRD13D,SSH3,LOC100130987	ADRBK1	507	1
5_MACS_peak_5996_lociStitched	chr12	9891932	9896399	5	3784	11389.9566	508	1		CLECL1,CD69	CLECL1	508	1
1_MACS_peak_19205_lociStitched	chr22	37624832	37627750	1	2919	11363.2756	509	1	RAC2	C1QTNF6,SSTR3	RAC2	509	1
5_MACS_peak_16896_lociStitched	chr2	174828085	174830918	5	2757	11348.4314	510	1	SP3		SP3	510	1
5_MACS_peak_14905_lociStitched	chr19	49375620	49380245	5	3787	11329.8625	511	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	511	1
1_MACS_peak_9564_lociStitched	chr15	89163853	89165978	1	2126	11327.1	512	1	AEN	MIR1179,MIR7-2,ISG20	AEN	512	1
1_MACS_peak_12244_lociStitched	chr17	59487825	59490304	1	2480	11326.0552	513	1	C17orf82	TBX2,TBX4	C17orf82	513	1
5_MACS_peak_367_lociStitched	chr1	21618679	21623427	5	4269	11303.0888	514	1	ECE1	ECE1	ECE1	514	1
3_MACS_peak_15362_lociStitched	chr2	20422035	20425774	3	3356	11287.6671	515	1	SDC1		SDC1	515	1
4_MACS_peak_16247_lociStitched	chr2	87795992	87800905	4	3975	11282.2132	516	1	NCRNA00152		NCRNA00152	516	1
3_MACS_peak_2064_lociStitched	chr1	161144861	161147880	3	2967	11278.3802	517	1	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	517	1
2_MACS_peak_14078_lociStitched	chr19	16491555	16494991	2	3381	11273.8596	518	1	EPS15L1		KLF2	518	1
1_MACS_peak_11414_lociStitched	chr17	21516025	21518295	1	2271	11260.108	519	1			C17orf51	519	1
2_MACS_peak_2284_lociStitched	chr1	179850690	179852687	2	1911	11257.4884	520	1	TOR1AIP1	TOR1AIP2	TOR1AIP1	520	1
3_MACS_peak_1847_lociStitched	chr1	154945309	154948838	3	2930	11255.7455	521	1	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2,SHC1	CKS1B	521	1
3_MACS_peak_7663_lociStitched	chr13	50697559	50700679	3	2852	11252.904	522	1	DLEU2	DLEU1,ST13P4	DLEU2	522	1
3_MACS_peak_13506_lociStitched	chr19	2255254	2259070	3	3311	11239.6464	523	1	JSRP1	SF3A2,AMH,MIR4321,OAZ1,MIR1227,PLEKHJ1,C19orf35,LINGO3	JSRP1	523	1
2_MACS_peak_17511_lociStitched	chr2	242253786	242256592	2	2667	11238.5912	524	1	SEPT2,HDLBP	FARP2,HDLBP	HDLBP	524	1
3_MACS_peak_4769_lociStitched	chr11	62647746	62650732	3	2783	11232.7348	525	1	SLC3A2	STX5,WDR74,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1,CHRM1	SLC3A2	525	1
6_MACS_peak_4012_lociStitched	chr10	125850212	125855136	6	3781	11227.7048	526	1	CHST15		CHST15	526	1
2_MACS_peak_24669_lociStitched	chr6	37786069	37788411	2	2282	11227.0796	527	1	ZFAND3		ZFAND3	527	1
5_MACS_peak_24128_lociStitched	chr6	26122310	26126604	5	3710	11217.6456	528	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	528	1
2_MACS_peak_18402_lociStitched	chr20	62257334	62259784	2	2155	11193.805	529	1	GMEB2	RTEL1,STMN3	GMEB2	529	1
1_MACS_peak_13811_lociStitched	chr19	10612522	10614469	1	1948	11184.9309	530	1	KEAP1	PDE4A,ATG4D,MIR1238,S1PR5	KEAP1	530	1
3_MACS_peak_22464_lociStitched	chr4	186391610	186394442	3	2443	11177.904	531	1	CCDC110	C4orf47,UFSP2	CCDC110	531	1
2_MACS_peak_5720_lociStitched	chr11	129871430	129873951	2	2473	11174.5846	532	1	NCRNA00167,PRDM10		PRDM10	532	1
2_MACS_peak_18448_lociStitched	chr21	9963783	9966202	2	2373	11172.8772	533	1	LOC100132288		LOC100132288	533	1
4_MACS_peak_23776_lociStitched	chr6	304366	307832	4	3193	11167.7986	534	1	DUSP22		DUSP22	534	1
1_MACS_peak_2028_lociStitched	chr1	160173643	160175943	1	2301	11109.69	535	1	PEA15	ATP1A4,CASQ1	PEA15	535	1
3_MACS_peak_10251_lociStitched	chr16	28934849	28937554	3	2649	11101.5905	536	1	RABEP2	ATP2A1,CD19,NFATC2IP,SPNS1	RABEP2	536	1
2_MACS_peak_19433_lociStitched	chr22	42227920	42230415	2	2257	11099.0075	537	1	SREBF2	CCDC134	SREBF2	537	1
1_MACS_peak_12699_lociStitched	chr17	79302096	79304903	1	2808	11091.0184	538	1	TMEM105	SLC38A10,C17orf55	TMEM105	538	1
3_MACS_peak_15845_lociStitched	chr2	61763296	61766604	3	3211	11086.4312	539	1	XPO1		XPO1	539	1
2_MACS_peak_8861_lociStitched	chr15	41244327	41246452	2	2013	11080.3875	540	1	CHAC1	DLL4	CHAC1	540	1
2_MACS_peak_19906_lociStitched	chr3	31572847	31575501	2	2642	11076.9998	541	1	STT3B		STT3B	541	1
1_MACS_peak_24365_lociStitched	chr6	31619369	31621729	1	2361	11058.96	542	1	BAT3	AIF1,BAT2,SNORA38,APOM,CSNK2B,LY6G5B,C6orf47,GPANK1,LY6G5C,BAT5	BAT3	542	1
5_MACS_peak_10003_lociStitched	chr16	12056726	12060319	5	3290	11048.8343	543	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	543	1
1_MACS_peak_19403_lociStitched	chr22	41808331	41810814	1	2484	11039.6663	544	1		TEF,TOB2	TEF	544	1
2_MACS_peak_4888_lociStitched	chr11	65263760	65266489	2	2636	11037.4405	545	1	MALAT1	SCYL1	MALAT1	545	1
4_MACS_peak_3761_lociStitched	chr10	104153422	104156913	4	2991	11027.0217	546	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	546	1
2_MACS_peak_22149_lociStitched	chr4	140476013	140478871	2	2778	11023.5918	547	1	SETD7		SETD7	547	1
2_MACS_peak_28728_lociStitched	chr9	68454669	68456417	2	1692	11001.3876	548	1		LOC642236	LOC642236	548	1
2_MACS_peak_4639_lociStitched	chr11	58344967	58347649	2	2674	11000.7594	549	1	ZFP91-CNTF,ZFP91,LPXN	CNTF,LPXN	ZFP91-CNTF	549	1
3_MACS_peak_10305_lociStitched	chr16	30074915	30078090	3	3091	10998.5175	550	1	ALDOA	C16orf92,PPP4C,LOC100271831,FAM57B,TBX6,YPEL3,GDPD3	ALDOA	550	1
6_MACS_peak_26556_lociStitched	chr7	101948060	101951956	6	3431	10997.2392	551	1	SH2B2	MIR4285,SPDYE6	MIR4285	551	1
5_MACS_peak_15089_lociStitched	chr19	55894686	55898404	5	3425	10991.1516	552	1	RPL28,LOC388564	SUV420H2,TMEM190,COX6B2,FAM71E2,IL11,UBE2S	RPL28	552	1
5_MACS_peak_17962_lociStitched	chr20	34328992	34332673	5	3254	10967.9076	553	1	RBM39	ROMO1,PHF20,NFS1	RBM39	553	1
3_MACS_peak_1810_lociStitched	chr1	154191918	154194497	3	2346	10965.908	554	1	UBAP2L,C1orf43	TPM3,MIR190B,C1orf189	C1orf43	554	1
4_MACS_peak_10016_lociStitched	chr16	14394985	14399399	4	3616	10952.8996	555	1	MIR193B	MIR365-1	MIR193B	555	1
3_MACS_peak_7906_lociStitched	chr14	21149941	21153258	3	3164	10952.4023	556	1	RNASE4,ANG	RNASE4,OR6S1	ANG	556	1
3_MACS_peak_20822_lociStitched	chr3	135913729	135916137	3	2272	10942.9152	557	1	MSL2	MSL2	MSL2	557	1
4_MACS_peak_18718_lociStitched	chr21	44778819	44783180	4	3974	10932.1548	558	1			SIK1	558	1
2_MACS_peak_24508_lociStitched	chr6	34204014	34206757	2	2521	10929.2092	559	1	HMGA1	C6orf1	HMGA1	559	1
3_MACS_peak_5592_lociStitched	chr11	122566673	122569863	3	3130	10927.664	560	1	UBASH3B		UBASH3B	560	1
2_MACS_peak_10105_lociStitched	chr16	18936566	18939288	2	2516	10926.6524	561	1	SMG1		SMG1	561	1
1_MACS_peak_2344_lociStitched	chr1	184019547	184021815	1	2269	10914.0696	562	1	TSEN15	GLT25D2	TSEN15	562	1
5_MACS_peak_16730_lociStitched	chr2	149876668	149881103	5	3872	10910.987	563	1	KIF5C	LYPD6B	LYPD6B	563	1
3_MACS_peak_18965_lociStitched	chr22	23478205	23481583	3	3257	10905.1974	564	1	RTDR1	RAB36,BCR	RTDR1	564	1
3_MACS_peak_24982_lociStitched	chr6	64344510	64346978	3	2257	10894.4924	565	1		PHF3	PHF3	565	1
2_MACS_peak_8580_lociStitched	chr14	104094306	104096552	2	2228	10893.9984	566	1	KLC1		KLC1	566	1
2_MACS_peak_22249_lociStitched	chr4	153455750	153458963	2	3081	10893.9978	567	1	DKFZP434I0714,FBXW7	MIR3140	DKFZP434I0714	567	1
3_MACS_peak_16948_lociStitched	chr2	178127864	178130792	3	2766	10886.0112	568	1	NFE2L2	MIR3128	NFE2L2	568	1
2_MACS_peak_28481_lociStitched	chr9	21993224	21995925	2	2700	10885.5702	569	1	CDKN2B-AS1,CDKN2A	C9orf53,CDKN2A,CDKN2B	CDKN2A	569	1
2_MACS_peak_6338_lociStitched	chr12	46660990	46663884	2	2886	10872.4686	570	1	SLC38A1		SLC38A1	570	1
2_MACS_peak_12122_lociStitched	chr17	48904984	48908382	2	3382	10865.7846	571	1		WFIKKN2,TOB1	WFIKKN2	571	1
4_MACS_peak_5188_lociStitched	chr11	73691247	73695066	4	3803	10858.1808	572	1	UCP2	DNAJB13,UCP3	UCP2	572	1
3_MACS_peak_13509_lociStitched	chr19	2269536	2272854	3	2845	10856.8278	573	1	OAZ1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,JSRP1,C19orf35,LINGO3	OAZ1	573	1
2_MACS_peak_4248_lociStitched	chr11	7533096	7535896	2	2686	10855.6	574	1	PPFIBP2	OLFML1	PPFIBP2	574	1
