REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	MOLP.2.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_24464_lociStitched	chr6	33289373	33292827	2	3306	15806.1948	343	1	DAXX	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,TAPBP,ZBTB22,LYPLA2P1	DAXX	DAXX	2.3632	343	1
2_MACS_peak_15184_lociStitched	chr19	58896449	58899516	2	2969	17499.9953	344	1	RPS5	A1BG-AS1,LOC646862,ZNF584,A1BG,ZNF497,ZNF837	RPS5	RPS5	1.2165	344	1
3_MACS_peak_24805_lociStitched	chr6	43596138	43599532	3	3119	16753.1234	345	1	MAD2L1BP,GTPBP2	MAD2L1BP,RSPH9	MAD2L1BP	MAD2L1BP	1.2798	345	1
3_MACS_peak_26883_lociStitched	chr7	134854026	134857733	3	3590	13990.5887	346	1	C7orf49	TMEM140,WDR91	C7orf49	C7orf49	1.3729	346	1
1_MACS_peak_17805_lociStitched	chr20	25274932	25278776	1	3845	11829.91	347	1	PYGB,ABHD12		PYGB	PYGB	0.587	347	1
2_MACS_peak_24460_lociStitched	chr6	33280088	33283782	2	3496	14443.54	348	1	TAPBP,ZBTB22	RPS18,B3GALT4,PFDN6,VPS52,WDR46,RGL2,DAXX	TAPBP	DAXX	2.3632	348	1
2_MACS_peak_17796_lociStitched	chr20	25036058	25039675	2	3426	14822.466	349	1	ACSS1	VSX1	ACSS1	ACSS1	0.421	349	1
2_MACS_peak_11781_lociStitched	chr17	39821352	39824854	2	3387	15034.086	350	1		EIF1,GAST,KRT17,KRT42P	EIF1	EIF1	0.9384	350	1
1_MACS_peak_24368_lociStitched	chr6	31631398	31634768	1	3371	15089.512	351	1	CSNK2B,GPANK1	AIF1,BAT2,SNORA38,APOM,LY6G5B,LY6G6F,LY6G6D,BAT3,C6orf47,LY6G5C,BAT5,LY6G6E	GPANK1	GPANK1	1.5226	351	1
4_MACS_peak_19534_lociStitched	chr22	46464699	46468716	4	3413	14828.7555	352	1		LOC150381,LOC400931,MIR3619,MIRLET7A3,MIRLET7B,LOC100271722,C22orf26	LOC400931	C22orf26	2.014	352	1
2_MACS_peak_19355_lociStitched	chr22	39915054	39918195	2	3057	16781.4207	353	1	ATF4	MGAT3,SMCR7L,CACNA1I,RPS19BP1	ATF4	ATF4	1.8339	353	1
6_MACS_peak_3062_lociStitched	chr10	22610080	22614460	6	3956	10391.988	354	1	BMI1	COMMD3,SPAG6	BMI1	COMMD3	2.042	354	1
5_MACS_peak_9114_lociStitched	chr15	63765037	63769101	5	3671	12847.5232	355	1		USP3	USP3	USP3	0.3205	355	1
3_MACS_peak_18450_lociStitched	chr21	9967605	9970832	3	2832	17642.6544	356	1	LOC100132288		LOC100132288	LOC100132288	0.5964	356	1
1_MACS_peak_13949_lociStitched	chr19	13213200	13216669	1	3470	14226.7159	358	1	LYL1,TRMT1	NACC1,IER2,STX10	LYL1	LYL1	1.8397	358	1
3_MACS_peak_15666_lociStitched	chr2	43445739	43449627	3	3751	12146.112	359	1	ZFP36L2	LOC100129726	ZFP36L2	ZFP36L2	2.4296	359	1
3_MACS_peak_23784_lociStitched	chr6	326651	330280	3	3465	14214.4301	360	1	DUSP22		DUSP22	DUSP22	1.7758	360	1
5_MACS_peak_27283_lociStitched	chr8	22297370	22302136	5	3705	12378.2552	361	1	PPP3CC		PPP3CC	PPP3CC	0.1972	361	1
5_MACS_peak_16730_lociStitched	chr2	149876668	149881103	5	3872	10910.987	362	1	KIF5C	LYPD6B	LYPD6B	LYPD6B	0.1156	362	1
3_MACS_peak_28882_lociStitched	chr9	93795548	93799441	3	3617	13027.9245	363	1		LOC100129316	LOC100129316	LOC100129316	0.1091	363	1
4_MACS_peak_5269_lociStitched	chr11	82679505	82683632	4	3495	13881.5772	364	1			C11orf82	C11orf82	NONE	364	1
3_MACS_peak_6614_lociStitched	chr12	57913139	57916862	3	3430	14281.8003	365	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	DDIT3	1.252	365	1
4_MACS_peak_18302_lociStitched	chr20	55964431	55968391	4	3700	12230.46	367	1	RBM38	RAE1,MTRNR2L3	RBM38	RBM38	0.7284	367	1
2_MACS_peak_3439_lociStitched	chr10	74078411	74081913	2	3457	14003.0972	368	1		DDIT4,DNAJB12	DNAJB12	DDIT4	1.2538	368	1
6_MACS_peak_26393_lociStitched	chr7	92395178	92400231	6	3897	10408.1694	370	1	CDK6		CDK6	CDK6	0.4474	370	1
1_MACS_peak_12389_lociStitched	chr17	66394332	66398065	1	3734	11877.6594	371	1	ARSG	MIR635	MIR635	MIR635	0.1149	371	1
5_MACS_peak_5996_lociStitched	chr12	9891932	9896399	5	3784	11389.9566	372	1		CLECL1,CD69	CLECL1	CLECL1	1.6487	372	1
5_MACS_peak_10287_lociStitched	chr16	29815967	29820255	5	3613	12777.3824	373	1	KIF22,MAZ	ZG16,PRRT2,C16orf53,MVP	MAZ	MAZ	1.4881	373	1
5_MACS_peak_221_lociStitched	chr1	14025941	14030197	5	3853	10728.0992	374	1	PRDM2	PRDM2	PRDM2	PRDM2	0.2813	374	1
4_MACS_peak_25599_lociStitched	chr6	158181417	158186077	4	3725	11877.874	375	1			SNX9	SNX9	NONE	375	1
5_MACS_peak_14905_lociStitched	chr19	49375620	49380245	5	3787	11329.8625	376	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	PPP1R15A	1.0278	376	1
3_MACS_peak_5924_lociStitched	chr12	7052224	7056203	3	3557	13158.553	377	1	C12orf57,PTPN6	LRRC23,ENO2,ATN1,PTPN6,MIR200C,MIR141,EMG1,SCARNA12,PHB2	C12orf57	PTPN6	3.1762	377	1
2_MACS_peak_4837_lociStitched	chr11	64630152	64634112	2	3530	13347.576	378	1	EHD1	CDC42BPG,MIR192,MIR194-2	EHD1	EHD1	1.2875	378	1
6_MACS_peak_4012_lociStitched	chr10	125850212	125855136	6	3781	11227.7048	379	1	CHST15		CHST15	CHST15	0.6504	379	1
3_MACS_peak_24581_lociStitched	chr6	36097600	36100564	3	2870	16982.5344	380	1	MAPK13		MAPK13	MAPK13	1.1809	380	1
3_MACS_peak_24714_lociStitched	chr6	41039058	41042475	3	3228	15076.8291	381	1	NFYA,C6orf130	TSPO2,APOBEC2,LOC221442,UNC5CL	NFYA	NFYA	0.5287	381	1
4_MACS_peak_5188_lociStitched	chr11	73691247	73695066	4	3803	10858.1808	382	1	UCP2	DNAJB13,UCP3	UCP2	UCP2	1.0258	382	1
3_MACS_peak_3244_lociStitched	chr10	45913933	45917868	3	3548	12953.233	383	1	ALOX5		ALOX5	ALOX5	0.3443	383	1
2_MACS_peak_17109_lociStitched	chr2	201980755	201984467	2	3484	13347.6096	384	1	CFLAR	NDUFB3,FAM126B	CFLAR	CFLAR	0.8732	384	1
2_MACS_peak_24819_lociStitched	chr6	43691330	43694157	2	2821	17028.4345	385	1		VEGFA,MRPS18A	MRPS18A	VEGFA	1.5303	385	1
3_MACS_peak_5029_lociStitched	chr11	66884771	66888698	3	3633	12074.7396	386	1	KDM2A		KDM2A	KDM2A	0.2586	386	1
6_MACS_peak_18267_lociStitched	chr20	52353611	52358159	6	3801	10589.5632	387	1			SUMO1P1	SUMO1P1	NONE	387	1
2_MACS_peak_14820_lociStitched	chr19	47614140	47617125	2	2934	16330.935	388	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.3817	388	1
4_MACS_peak_25901_lociStitched	chr7	26238852	26242632	4	3573	12447.162	389	1	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	HNRNPA2B1	0.7213	389	1
7_MACS_peak_21104_lociStitched	chr3	177075090	177079480	7	3655	11774.419	390	1			TBL1XR1	TBL1XR1	NONE	390	1
2_MACS_peak_13496_lociStitched	chr19	2087275	2090869	2	3282	14401.8768	391	1	MOBKL2A	IZUMO4,MKNK2	MOBKL2A	MOBKL2A	1.1607	391	1
5_MACS_peak_24128_lociStitched	chr6	26122310	26126604	5	3710	11217.6456	392	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	HIST1H2AC	1.2632	392	1
2_MACS_peak_8725_lociStitched	chr15	31726744	31730520	2	3673	11537.1904	393	1			KLF13	KLF13	0.879	393	1
1_MACS_peak_18974_lociStitched	chr22	23497984	23501464	1	3481	12933.42	395	1	RAB36	BCR,RTDR1	RAB36	RAB36	1.0381	395	1
3_MACS_peak_28364_lociStitched	chr9	3524864	3528783	3	3420	13304.6131	397	1	RFX3		RFX3	RFX3	0.1096	397	1
1_MACS_peak_13572_lociStitched	chr19	3178192	3181375	1	3184	14740.1547	398	1	S1PR4	GNA15,NCLN,CELF5	S1PR4	S1PR4	1.881	398	1
2_MACS_peak_6608_lociStitched	chr12	57847683	57851257	2	3523	12493.9892	399	1	INHBE	INHBC,GLI1,MARS,ARHGAP9	INHBE	INHBE	1.5674	399	1
4_MACS_peak_25886_lociStitched	chr7	25987720	25991974	4	3561	12171.1194	400	1	MIR148A		MIR148A	MIR148A	1.4039	400	1
5_MACS_peak_7618_lociStitched	chr13	46274211	46278153	5	3579	11868.5736	401	1	SPERT		SPERT	SPERT	1.0318	401	1
1_MACS_peak_2277_lociStitched	chr1	179049654	179052800	1	3147	14687.101	402	1	TOR3A		TOR3A	TOR3A	0.8524	402	1
1_MACS_peak_2119_lociStitched	chr1	162600050	162603584	1	3535	12073.911	403	1	DDR2		DDR2	DDR2	0.1926	403	1
3_MACS_peak_1663_lociStitched	chr1	150131093	150134808	3	3442	12709.758	404	1	PLEKHO1		PLEKHO1	PLEKHO1	1.4241	404	1
3_MACS_peak_19596_lociStitched	chr22	50353137	50356751	3	3405	12885.3556	407	1	PIM3	CRELD2,ALG12	PIM3	PIM3	1.4099	407	1
4_MACS_peak_28878_lociStitched	chr9	93733359	93737262	4	3591	11432.6676	408	1			LOC100129316	LOC100129316	0.1091	408	1
3_MACS_peak_28213_lociStitched	chr8	143718428	143721802	3	3205	14179.5724	409	1		PSCA,ARC,JRK	ARC	PSCA	0.2052	409	1
2_MACS_peak_5039_lociStitched	chr11	67054309	67057899	2	3374	13051.804	410	1	ANKRD13D	ADRBK1,SSH3,LOC100130987	ANKRD13D	ADRBK1	1.4269	410	1
3_MACS_peak_11384_lociStitched	chr17	20944022	20947919	3	3430	12631.3461	411	1	USP22		USP22	USP22	0.4684	411	1
5_MACS_peak_5871_lociStitched	chr12	6552279	6556727	5	3526	11851.2512	412	1	CD27,LOC678655	TAPBPL,NCAPD2,VAMP1,MRPL51	CD27	CD27	1.5538	412	1
3_MACS_peak_19212_lociStitched	chr22	37765526	37768855	3	3316	13371.5943	413	1	ELFN2		ELFN2	ELFN2	0.4561	413	1
5_MACS_peak_24521_lociStitched	chr6	34450972	34454478	5	3294	13511.0722	414	1	PACSIN1		PACSIN1	PACSIN1	0.5685	414	1
3_MACS_peak_24234_lociStitched	chr6	27804268	27807644	3	3225	13902.368	415	1	HIST1H2BN,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2AK	HIST1H3H	1.6534	415	1
2_MACS_peak_13652_lociStitched	chr19	5717959	5721416	2	3444	12385.0482	416	1	TMEM146,LONP1	HSD11B1L,RPL36,C19orf70	LONP1	RPL36	1.1115	416	1
4_MACS_peak_10016_lociStitched	chr16	14394985	14399399	4	3616	10952.8996	417	1	MIR193B	MIR365-1	MIR193B	MIR193B	2.4853	417	1
5_MACS_peak_26613_lociStitched	chr7	104582999	104586672	5	3461	12049.6438	421	1		LOC723809	LOC723809	LOC723809	0.1967	421	1
3_MACS_peak_24390_lociStitched	chr6	31800621	31804349	3	3419	12338.5616	422	1	C6orf48,SNORD48	HSPA1A,HSPA1B,SNORD52,VARS,LSM2,HSPA1L,NEU1,SLC44A4	C6orf48	HSPA1B	1.7726	422	1
3_MACS_peak_14576_lociStitched	chr19	41221806	41225733	3	3618	10578.1599	425	1	ITPKC,ADCK4	SNRPA,NUMBL,ADCK4,C19orf54	ITPKC	ADCK4	0.6022	425	1
2_MACS_peak_12394_lociStitched	chr17	66455463	66459230	2	3602	10639.8915	428	1		PRKAR1A,MIR635,WIPI1	WIPI1	WIPI1	0.5284	428	1
1_MACS_peak_11301_lociStitched	chr17	18085296	18088468	1	3173	13826.748	429	1	ALKBH5	LLGL1	ALKBH5	ALKBH5	0.6561	429	1
4_MACS_peak_15901_lociStitched	chr2	64551891	64555730	4	3468	11682.8448	432	1			LOC150992	LOC150992	0.6103	432	1
4_MACS_peak_15742_lociStitched	chr2	47546589	47550376	4	3602	10474.0846	433	1		EPCAM	EPCAM	EPCAM	0.1876	433	1
3_MACS_peak_3433_lociStitched	chr10	74031870	74035518	3	3371	12034.3872	435	1	DDIT4		DDIT4	DDIT4	1.2538	435	1
4_MACS_peak_7095_lociStitched	chr12	112449484	112453073	4	3263	12754.5882	436	1	ERP29,TMEM116		ERP29	ERP29	0.768	436	1
4_MACS_peak_28979_lociStitched	chr9	100744858	100748405	4	3242	12706.7728	438	1	ANP32B	HEMGN	ANP32B	ANP32B	0.4228	438	1
2_MACS_peak_15740_lociStitched	chr2	47536113	47539335	2	3206	12947.607	439	1			EPCAM	EPCAM	0.1876	439	1
2_MACS_peak_10245_lociStitched	chr16	28833544	28836656	2	3058	13831.9064	440	1	ATXN2L	SH2B1,TUFM	ATXN2L	ATXN2L	0.7265	440	1
3_MACS_peak_1863_lociStitched	chr1	155106270	155109763	3	3037	13944.7546	441	1	EFNA1,SLC50A1	TRIM46,DPM3,KRTCAP2	SLC50A1	DPM3	1.5876	441	1
1_MACS_peak_22462_lociStitched	chr4	186315499	186318485	1	2987	14183.2014	443	1	ANKRD37	C4orf47,LRP2BP,UFSP2	ANKRD37	ANKRD37	1.3285	443	1
3_MACS_peak_28537_lociStitched	chr9	33288714	33291583	3	2866	14814.0815	444	1	NFX1	SPINK4,CHMP5,BAG1	NFX1	BAG1	0.3922	444	1
2_MACS_peak_14256_lociStitched	chr19	19771978	19775237	2	3252	12481.3182	445	1	ATP13A1	ZNF101,PBX4,LPAR2,GMIP	ATP13A1	ATP13A1	0.6552	445	1
2_MACS_peak_6716_lociStitched	chr12	69200735	69204086	2	3003	14019.5787	447	1	MDM2		MDM2	MDM2	0.4059	447	1
3_MACS_peak_4100_lociStitched	chr11	206425	209697	3	3168	12950.9032	448	1	RIC8A,BET1L	LOC653486,ODF3,PSMD13,SIRT3	RIC8A	RIC8A	0.9427	448	1
2_MACS_peak_10134_lociStitched	chr16	21529453	21532415	2	2960	14209.3064	449	1	SLC7A5P2	LOC100271836	SLC7A5P2	SLC7A5P2	1.5108	449	1
6_MACS_peak_26556_lociStitched	chr7	101948060	101951956	6	3431	10997.2392	450	1	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.7452	450	1
3_MACS_peak_12824_lociStitched	chr18	2654250	2657445	3	3048	13676.517	451	1	SMCHD1	LOC645158	SMCHD1	LOC645158	1.6053	451	1
4_MACS_peak_16243_lociStitched	chr2	87783235	87787061	4	3447	10834.4668	452	1	NCRNA00152		NCRNA00152	NCRNA00152	1.2216	452	1
5_MACS_peak_15089_lociStitched	chr19	55894686	55898404	5	3425	10991.1516	453	1	RPL28,LOC388564	SUV420H2,TMEM190,COX6B2,FAM71E2,IL11,UBE2S	RPL28	RPL28	1.1739	453	1
2_MACS_peak_14078_lociStitched	chr19	16491555	16494991	2	3381	11273.8596	454	1	EPS15L1		KLF2	KLF2	1.9901	454	1
3_MACS_peak_15896_lociStitched	chr2	64499207	64503002	3	3423	10807.0215	458	1			LOC150992	LOC150992	0.6103	458	1
1_MACS_peak_9476_lociStitched	chr15	81291824	81294990	1	3167	12693.4438	459	1	MESDC1	MESDC2	MESDC1	MESDC1	1.1687	459	1
3_MACS_peak_15362_lociStitched	chr2	20422035	20425774	3	3356	11287.6671	460	1	SDC1		SDC1	SDC1	1.0972	460	1
3_MACS_peak_15949_lociStitched	chr2	65214849	65218117	3	3084	13097.8172	462	1	SLC1A4		SLC1A4	SLC1A4	0.4891	462	1
2_MACS_peak_12122_lociStitched	chr17	48904984	48908382	2	3382	10865.7846	463	1		WFIKKN2,TOB1	WFIKKN2	TOB1	1.0141	463	1
3_MACS_peak_21921_lociStitched	chr4	103747321	103750601	3	2968	13722.536	464	1	UBE2D3	CISD2	UBE2D3	UBE2D3	0.4236	464	1
6_MACS_peak_4065_lociStitched	chr10	134232060	134236237	6	3407	10626.7057	465	1		PWWP2B,C10orf91	PWWP2B	PWWP2B	0.7666	465	1
3_MACS_peak_13506_lociStitched	chr19	2255254	2259070	3	3311	11239.6464	468	1	JSRP1	SF3A2,AMH,MIR4321,OAZ1,MIR1227,PLEKHJ1,C19orf35,LINGO3	JSRP1	MIR1227	1.2219	468	1
1_MACS_peak_9661_lociStitched	chr15	93361080	93364436	1	3357	10774.1024	471	1		ASB9P1	ASB9P1	ASB9P1	0.1265	471	1
2_MACS_peak_1985_lociStitched	chr1	157479605	157482923	2	3254	11579.4882	472	1		FCRL5	FCRL5	FCRL5	0.6645	472	1
3_MACS_peak_22723_lociStitched	chr5	37798840	37802287	3	3189	12016.5867	473	1		GDNF	GDNF	GDNF	0.3937	473	1
1_MACS_peak_11229_lociStitched	chr17	16118085	16121085	1	3001	13241.1	474	1	PIGL,NCOR1	NCOR1	NCOR1	NCOR1	0.1547	474	1
2_MACS_peak_11292_lociStitched	chr17	17860472	17863836	2	3243	11604.118	475	1	TOM1L2	LRRC48	TOM1L2	TOM1L2	0.6723	475	1
5_MACS_peak_14963_lociStitched	chr19	50178477	50182144	5	3250	11541.1491	476	1	PRMT1	SCAF1,BCL2L12,C19orf76,CPT1C,RRAS,IRF3	PRMT1	BCL2L12	1.0714	476	1
3_MACS_peak_11738_lociStitched	chr17	38251696	38255374	3	3334	10842.744	477	1	NR1D1	THRA,MSL1,CASC3,MED24	NR1D1	NR1D1	1.3376	477	1
2_MACS_peak_18127_lociStitched	chr20	45984629	45987807	2	3057	12847.7006	478	1	ZMYND8	LOC100131496	ZMYND8	ZMYND8	0.2478	478	1
3_MACS_peak_19292_lociStitched	chr22	39266918	39270347	3	3091	12579.6294	479	1	CBX6	NPTXR	CBX6	CBX6	0.9354	479	1
3_MACS_peak_3219_lociStitched	chr10	43902536	43905857	3	3182	11882.538	482	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	HNRNPF	0.7262	482	1
5_MACS_peak_10003_lociStitched	chr16	12056726	12060319	5	3290	11048.8343	484	1	TNFRSF17	RUNDC2A,GSPT1	TNFRSF17	TNFRSF17	1.316	484	1
1_MACS_peak_5753_lociStitched	chr11	130716121	130719470	1	3350	10478.6861	488	1			SNX19	SNX19	NONE	488	1
2_MACS_peak_19330_lociStitched	chr22	39539945	39543090	2	3093	12404.509	489	1	CBX7	APOBEC3H	CBX7	APOBEC3H	1.3661	489	1
2_MACS_peak_5087_lociStitched	chr11	67775185	67778323	2	3087	12426.48	491	1	ALDH3B1	NDUFS8,TCIRG1,UNC93B1	ALDH3B1	ALDH3B1	0.9089	491	1
3_MACS_peak_28467_lociStitched	chr9	20620638	20624270	3	3350	10415.1232	492	1	MLLT3	KIAA1797	MLLT3	MLLT3	0.2703	492	1
2_MACS_peak_16194_lociStitched	chr2	85764716	85767539	2	2775	14241.7527	493	1	MAT2A	VAMP8,VAMP5,GGCX	MAT2A	MAT2A	0.9981	493	1
5_MACS_peak_484_lociStitched	chr1	26437052	26441150	5	3345	10388.8398	495	1	PDIK1L	GRRP1,TRIM63	PDIK1L	PDIK1L	0.78	495	1
3_MACS_peak_11482_lociStitched	chr17	27275866	27279481	3	3317	10594.842	496	1	PHF12	DHRS13	PHF12	DHRS13	1.147	496	1
5_MACS_peak_17962_lociStitched	chr20	34328992	34332673	5	3254	10967.9076	499	1	RBM39	ROMO1,PHF20,NFS1	RBM39	ROMO1	0.5416	499	1
2_MACS_peak_5102_lociStitched	chr11	68038125	68041204	2	2932	13160.2618	501	1	C11orf24	LRP5	C11orf24	C11orf24	1.2201	501	1
3_MACS_peak_18965_lociStitched	chr22	23478205	23481583	3	3257	10905.1974	503	1	RTDR1	RAB36,BCR	RTDR1	RAB36	1.0381	503	1
4_MACS_peak_24157_lociStitched	chr6	26271045	26274840	4	3309	10419.9315	504	1	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	HIST1H2BI	1.2634	504	1
3_MACS_peak_8512_lociStitched	chr14	100840868	100844166	3	3065	12185.7802	505	1	WDR25,WARS		WARS	WARS	0.4097	505	1
2_MACS_peak_1952_lociStitched	chr1	156468712	156471802	2	3050	12278.115	506	1	MEF2D		MEF2D	MEF2D	1.169	506	1
3_MACS_peak_15845_lociStitched	chr2	61763296	61766604	3	3211	11086.4312	508	1	XPO1		XPO1	XPO1	0.2362	508	1
4_MACS_peak_23776_lociStitched	chr6	304366	307832	4	3193	11167.7986	510	1	DUSP22		DUSP22	DUSP22	1.7758	510	1
1_MACS_peak_19345_lociStitched	chr22	39841796	39844774	1	2979	12600.5136	511	1		TAB1,MGAT3	MGAT3	TAB1	0.2931	511	1
1_MACS_peak_24719_lociStitched	chr6	41167008	41169893	1	2886	13112.0365	512	1	TREML2	TREML4,TREML2P1,TREML1,TREM2,TREML3	TREML2	TREML2	1.3486	512	1
1_MACS_peak_12587_lociStitched	chr17	75435215	75438455	1	3241	10653.444	513	1	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.3319	513	1
3_MACS_peak_11029_lociStitched	chr17	4267858	4270990	3	3020	12217.932	516	1	UBE2G1		UBE2G1	UBE2G1	0.3418	516	1
4_MACS_peak_14180_lociStitched	chr19	18390219	18393860	4	2997	12345.5387	519	1	MIR3188,JUND	PDE4C,LOC729966,KIAA1683,LSM4	JUND	JUND	1.2175	519	1
1_MACS_peak_24445_lociStitched	chr6	33167452	33170219	1	2768	13693.883	521	1	SLC39A7,RXRB	HSD17B8,MIR219-1,RING1,COL11A2	SLC39A7	HSD17B8	3.0841	521	1
3_MACS_peak_1667_lociStitched	chr1	150205916	150209462	3	3078	11734.0686	522	1	ANP32E	CA14,C1orf54,C1orf51,APH1A	ANP32E	ANP32E	0.602	522	1
3_MACS_peak_10944_lociStitched	chr17	1618563	1621885	3	3050	11861.5332	523	1	WDR81,C17orf91	WDR81,SERPINF2,SERPINF1,PRPF8,TLCD2,MIR22	WDR81	MIR22	1.3031	523	1
3_MACS_peak_7906_lociStitched	chr14	21149941	21153258	3	3164	10952.4023	525	1	RNASE4,ANG	RNASE4,OR6S1	ANG	ANG	0.7777	525	1
1_MACS_peak_13601_lociStitched	chr19	4058842	4062012	1	3171	10807.798	526	1	ZBTB7A		ZBTB7A	ZBTB7A	0.8717	526	1
1_MACS_peak_24599_lociStitched	chr6	36560672	36563608	1	2937	12296.8488	531	1	SRSF3	STK38,MIR3925	SRSF3	SRSF3	1.1152	531	1
3_MACS_peak_5592_lociStitched	chr11	122566673	122569863	3	3130	10927.664	533	1	UBASH3B		UBASH3B	UBASH3B	0.6494	533	1
3_MACS_peak_2329_lociStitched	chr1	183439485	183442428	3	2898	12465.3708	535	1	SMG7		SMG7	SMG7	0.2549	535	1
2_MACS_peak_24643_lociStitched	chr6	37122556	37125423	2	2822	12875.4103	540	1		PIM1	PIM1	PIM1	2.12	540	1
1_MACS_peak_7880_lociStitched	chr13	115045344	115048230	1	2887	12431.7336	542	1	UPF3A	CDC16,ZNF828	UPF3A	UPF3A	0.6192	542	1
3_MACS_peak_10305_lociStitched	chr16	30074915	30078090	3	3091	10998.5175	543	1	ALDOA	C16orf92,PPP4C,LOC100271831,FAM57B,TBX6,YPEL3,GDPD3	ALDOA	YPEL3	0.9175	543	1
2_MACS_peak_22379_lociStitched	chr4	184424417	184427635	2	3145	10576.9224	544	1	ING2,LOC389247		ING2	ING2	0.7793	544	1
2_MACS_peak_28130_lociStitched	chr8	128806294	128809436	2	3021	11470.8136	545	1	PVT1,MIR1204		MIR1204	MIR1204	1.2793	545	1
1_MACS_peak_8529_lociStitched	chr14	102289174	102292330	1	3157	10396.8108	547	1	PPP2R5C		PPP2R5C	PPP2R5C	0.31	547	1
2_MACS_peak_18757_lociStitched	chr21	45573000	45575885	2	2819	12708.1365	548	1		PWP2,C21orf33	C21orf33	C21orf33	1.4612	548	1
2_MACS_peak_15357_lociStitched	chr2	20411234	20414499	2	3092	10821.8425	550	1	SDC1		SDC1	SDC1	1.0972	550	1
2_MACS_peak_22249_lociStitched	chr4	153455750	153458963	2	3081	10893.9978	551	1	DKFZP434I0714,FBXW7	MIR3140	DKFZP434I0714	DKFZP434I0714	1.2117	551	1
5_MACS_peak_5066_lociStitched	chr11	67272223	67276588	5	3105	10378.224	559	1	PITPNM1,CDK2AP2	CABP4,AIP,TMEM134,CABP2	PITPNM1	TMEM134	1.157	559	1
3_MACS_peak_11944_lociStitched	chr17	43224173	43227741	3	3064	10641.56	562	1	HEXIM1	ACBD4,HEXIM2,PLCD3	HEXIM1	HEXIM1	0.9461	562	1
2_MACS_peak_7932_lociStitched	chr14	23024572	23027763	2	3097	10372.9837	563	1		ABHD4,DAD1	DAD1	DAD1	0.5467	563	1
3_MACS_peak_2064_lociStitched	chr1	161144861	161147880	3	2967	11278.3802	564	1	B4GALT3	UFC1,USP21,PPOX,NDUFS2,FCER1G,TOMM40L,DEDD,ADAMTS4,APOA2	B4GALT3	ADAMTS4	1.6759	564	1
1_MACS_peak_24486_lociStitched	chr6	33537508	33540413	1	2906	11663.2845	568	1	BAK1	GGNBP1,ITPR3,C6orf227	BAK1	BAK1	1.4141	568	1
4_MACS_peak_3761_lociStitched	chr10	104153422	104156913	4	2991	11027.0217	570	1	NFKB2	FBXL15,MIR146B,PSD,CUEDC2	NFKB2	NFKB2	0.8631	570	1
2_MACS_peak_24703_lociStitched	chr6	39960041	39962950	2	2804	12272.1983	571	1			MOCS1	MOCS1	NONE	571	1
1_MACS_peak_19205_lociStitched	chr22	37624832	37627750	1	2919	11363.2756	575	1	RAC2	C1QTNF6,SSTR3	RAC2	RAC2	1.0966	575	1
3_MACS_peak_1847_lociStitched	chr1	154945309	154948838	3	2930	11255.7455	577	1	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2,SHC1	CKS1B	CKS1B	1.5496	577	1
2_MACS_peak_22615_lociStitched	chr5	14224463	14227532	2	3039	10412.5032	580	1	TRIO		TRIO	TRIO	0.2461	580	1
2_MACS_peak_10996_lociStitched	chr17	2905463	2908267	2	2800	12048.5076	582	1	RAP1GAP2		OR1D5	OR1D5	NONE	582	1
2_MACS_peak_22429_lociStitched	chr4	185568564	185571491	2	2775	12128.0245	586	1	CCDC111,CASP3		CASP3	CASP3	0.6058	586	1
3_MACS_peak_18555_lociStitched	chr21	34702251	34705729	3	2974	10757.1062	587	1	IFNAR1		IFNAR1	IFNAR1	0.6699	587	1
1_MACS_peak_17403_lociStitched	chr2	232535516	232538333	1	2818	11673.3663	595	1		PTMA,MIR1244-1	PTMA	PTMA	1.8806	595	1
3_MACS_peak_26659_lociStitched	chr7	106064406	106067545	3	2933	10833.3168	597	1			NAMPT	NAMPT	NONE	597	1
3_MACS_peak_7663_lociStitched	chr13	50697559	50700679	3	2852	11252.904	604	1	DLEU2	DLEU1,ST13P4	DLEU2	DLEU1	0.3383	604	1
