GENE_ID	locusLine	bin_1_44_0EXW_0229Kronos_MM1S-KB-24hr-2_Input_hs_i90.bam
2_MACS_peak_18326_lociStitched	chr19(.):8118194-8119590	0.1039
3_MACS_peak_18328_lociStitched	chr19(.):8125258-8132069	0.148
3_MACS_peak_18331_lociStitched	chr19(.):8136679-8138578	0.1038
1_MACS_peak_18334_lociStitched	chr19(.):8140071-8140677	0.1295
1_MACS_peak_18335_lociStitched	chr19(.):8141804-8142173	0.0002
4_MACS_peak_18336_lociStitched	chr19(.):8142981-8146438	0.1384
2_MACS_peak_18340_lociStitched	chr19(.):8147827-8149484	0.0919
1_MACS_peak_18342_lociStitched	chr19(.):8150120-8150988	0.1174
1_MACS_peak_18343_lociStitched	chr19(.):8151583-8152085	0.1266
2_MACS_peak_18344_lociStitched	chr19(.):8162296-8163572	0.1083
1_MACS_peak_18346_lociStitched	chr19(.):8166440-8167114	0.0595
3_MACS_peak_18347_lociStitched	chr19(.):8173188-8176114	0.1082
1_MACS_peak_18350_lociStitched	chr19(.):8177462-8178840	0.1243
8_MACS_peak_18351_lociStitched	chr19(.):8180001-8200518	0.1143
4_MACS_peak_18359_lociStitched	chr19(.):8201110-8203973	0.1219
2_MACS_peak_18363_lociStitched	chr19(.):8204934-8214177	0.1109
3_MACS_peak_18365_lociStitched	chr19(.):8214807-8221309	0.1168
2_MACS_peak_18368_lociStitched	chr19(.):8221840-8224742	0.1249
2_MACS_peak_18370_lociStitched	chr19(.):8227472-8230505	0.1248
4_MACS_peak_18372_lociStitched	chr19(.):8231013-8237651	0.1213
4_MACS_peak_18376_lociStitched	chr19(.):8238503-8243318	0.1355
1_MACS_peak_18380_lociStitched	chr19(.):8243900-8244439	0.1277
1_MACS_peak_18381_lociStitched	chr19(.):8245409-8245898	0.1473
1_MACS_peak_18382_lociStitched	chr19(.):8246679-8247027	0.0543
3_MACS_peak_18383_lociStitched	chr19(.):8248188-8250562	0.1012
1_MACS_peak_18386_lociStitched	chr19(.):8251826-8252638	0.1185
1_MACS_peak_18387_lociStitched	chr19(.):8253551-8254458	0.2238
1_MACS_peak_18388_lociStitched	chr19(.):8259361-8259948	0.0823
2_MACS_peak_18389_lociStitched	chr19(.):8260973-8262000	0.0826
1_MACS_peak_18391_lociStitched	chr19(.):8263575-8263863	0.1163
3_MACS_peak_18392_lociStitched	chr19(.):8265915-8273800	0.1071
1_MACS_peak_18395_lociStitched	chr19(.):8274304-8276871	0.0699
9_MACS_peak_18396_lociStitched	chr19(.):8277444-8294403	0.1186
3_MACS_peak_18405_lociStitched	chr19(.):8295388-8297841	0.0809
1_MACS_peak_18408_lociStitched	chr19(.):8300002-8300291	0.1359
1_MACS_peak_18409_lociStitched	chr19(.):8304801-8305500	0.2104
1_MACS_peak_18410_lociStitched	chr19(.):8307066-8307542	0.106
1_MACS_peak_18411_lociStitched	chr19(.):8309066-8309784	0.1357
1_MACS_peak_18412_lociStitched	chr19(.):8311576-8312324	0.1039
1_MACS_peak_18413_lociStitched	chr19(.):8313373-8313857	0.1477
2_MACS_peak_18414_lociStitched	chr19(.):8314900-8317311	0.1654
2_MACS_peak_18416_lociStitched	chr19(.):8319684-8321674	0.1604
1_MACS_peak_18418_lociStitched	chr19(.):8322354-8322801	0.0888
4_MACS_peak_18419_lociStitched	chr19(.):8391581-8396442	0.0701
1_MACS_peak_18423_lociStitched	chr19(.):8397958-8400112	0.1006
2_MACS_peak_18424_lociStitched	chr19(.):8400686-8410127	0.1513
1_MACS_peak_18426_lociStitched	chr19(.):8411283-8411936	0.0939
3_MACS_peak_18427_lociStitched	chr19(.):8414414-8418938	0.15
2_MACS_peak_18430_lociStitched	chr19(.):8427163-8429726	0.1621
1_MACS_peak_18432_lociStitched	chr19(.):8430635-8431244	0.0691
5_MACS_peak_18433_lociStitched	chr19(.):8561725-8567014	0.1027
1_MACS_peak_18438_lociStitched	chr19(.):8569511-8570272	0.1132
2_MACS_peak_18439_lociStitched	chr19(.):8581263-8583847	0.1099
4_MACS_peak_18441_lociStitched	chr19(.):8584363-8587608	0.0974
1_MACS_peak_18445_lociStitched	chr19(.):8588623-8589047	0.1066
1_MACS_peak_18446_lociStitched	chr19(.):8592012-8592438	0.129
5_MACS_peak_18447_lociStitched	chr19(.):8594179-8601302	0.1059
1_MACS_peak_18452_lociStitched	chr19(.):8602529-8602861	0.1191
4_MACS_peak_18453_lociStitched	chr19(.):8603894-8608586	0.1113
1_MACS_peak_18457_lociStitched	chr19(.):8610659-8610971	0.0828
1_MACS_peak_18458_lociStitched	chr19(.):8611788-8612305	0.1704
3_MACS_peak_18459_lociStitched	chr19(.):8613015-8618262	0.1125
1_MACS_peak_18462_lociStitched	chr19(.):8622428-8622796	0.0667
1_MACS_peak_18463_lociStitched	chr19(.):8624407-8624713	0.1052
3_MACS_peak_18464_lociStitched	chr19(.):8626935-8629659	0.1263
1_MACS_peak_18467_lociStitched	chr19(.):8635711-8636216	0.1602
3_MACS_peak_18468_lociStitched	chr19(.):8636717-8642211	0.139
1_MACS_peak_18471_lociStitched	chr19(.):8643516-8644504	0.1858
2_MACS_peak_18472_lociStitched	chr19(.):8646256-8647798	0.1636
1_MACS_peak_18474_lociStitched	chr19(.):8651355-8652309	0.1257
2_MACS_peak_18475_lociStitched	chr19(.):8652903-8655224	0.1224
2_MACS_peak_18477_lociStitched	chr19(.):8661651-8663187	0.1505
1_MACS_peak_18479_lociStitched	chr19(.):8665591-8668689	0.1255
2_MACS_peak_18480_lociStitched	chr19(.):8670100-8672119	0.1026
1_MACS_peak_18482_lociStitched	chr19(.):8674092-8674392	0.1261
1_MACS_peak_18483_lociStitched	chr19(.):8676668-8677160	0.0808
1_MACS_peak_18484_lociStitched	chr19(.):8680874-8681352	0.1914
1_MACS_peak_18485_lociStitched	chr19(.):8682025-8683047	0.0924
2_MACS_peak_18486_lociStitched	chr19(.):8684352-8687217	0.0841
3_MACS_peak_18488_lociStitched	chr19(.):8740249-8742181	0.1101
1_MACS_peak_18491_lociStitched	chr19(.):8747388-8748147	0.1201
1_MACS_peak_18492_lociStitched	chr19(.):8751737-8752283	0.1111
1_MACS_peak_18493_lociStitched	chr19(.):8757749-8758215	0.1049
1_MACS_peak_18494_lociStitched	chr19(.):8758756-8760879	0.1113
1_MACS_peak_18495_lociStitched	chr19(.):8761739-8762136	0.0879
1_MACS_peak_18496_lociStitched	chr19(.):8764568-8765123	0.1379
1_MACS_peak_18497_lociStitched	chr19(.):8766000-8766546	0.0539
1_MACS_peak_18498_lociStitched	chr19(.):8767089-8767626	0.0758
1_MACS_peak_18499_lociStitched	chr19(.):8768837-8769340	0.0317
1_MACS_peak_18500_lociStitched	chr19(.):8799328-8799665	0.0728
1_MACS_peak_18501_lociStitched	chr19(.):8848916-8849721	0.0372
2_MACS_peak_18502_lociStitched	chr19(.):8851044-8900888	0.4497
2_MACS_peak_18504_lociStitched	chr19(.):8902703-8903886	0.1255
1_MACS_peak_18506_lociStitched	chr19(.):9170335-9170655	0.0
1_MACS_peak_18507_lociStitched	chr19(.):9197469-9197892	0.0996
1_MACS_peak_18508_lociStitched	chr19(.):9342635-9343075	0.0448
1_MACS_peak_18509_lociStitched	chr19(.):9995057-9995656	0.079
1_MACS_peak_18510_lociStitched	chr19(.):9996647-9996945	0.1094
3_MACS_peak_18511_lociStitched	chr19(.):9997713-10001457	0.0858
1_MACS_peak_18514_lociStitched	chr19(.):10005084-10005542	0.0976
1_MACS_peak_18515_lociStitched	chr19(.):10006752-10007160	0.0357
2_MACS_peak_18516_lociStitched	chr19(.):10009199-10011607	0.0823
1_MACS_peak_18518_lociStitched	chr19(.):10013278-10013904	0.122
2_MACS_peak_18519_lociStitched	chr19(.):10016294-10018041	0.1145
2_MACS_peak_18521_lociStitched	chr19(.):10019213-10020754	0.0707
3_MACS_peak_18523_lociStitched	chr19(.):10021860-10024155	0.0837
1_MACS_peak_18526_lociStitched	chr19(.):10028042-10028403	0.1484
1_MACS_peak_18527_lociStitched	chr19(.):10029113-10030140	0.0368
1_MACS_peak_18528_lociStitched	chr19(.):10033274-10033844	0.0498
1_MACS_peak_18529_lociStitched	chr19(.):10036491-10036909	0.1312
2_MACS_peak_18530_lociStitched	chr19(.):10037886-10039217	0.0631
1_MACS_peak_18532_lociStitched	chr19(.):10040703-10041012	0.0194
1_MACS_peak_18533_lociStitched	chr19(.):10042348-10044318	0.0756
1_MACS_peak_18534_lociStitched	chr19(.):10044905-10046724	0.0915
1_MACS_peak_18535_lociStitched	chr19(.):10047640-10048716	0.0716
2_MACS_peak_18536_lociStitched	chr19(.):10053283-10053933	0.0524
1_MACS_peak_18538_lociStitched	chr19(.):10055901-10056207	0.0215
1_MACS_peak_18539_lociStitched	chr19(.):10057373-10057797	0.046
1_MACS_peak_18540_lociStitched	chr19(.):10059319-10059787	0.0803
1_MACS_peak_18541_lociStitched	chr19(.):10061538-10062047	0.1099
2_MACS_peak_18542_lociStitched	chr19(.):10062970-10064039	0.0897
1_MACS_peak_18544_lociStitched	chr19(.):10065212-10065481	0.0679
1_MACS_peak_18545_lociStitched	chr19(.):10066536-10067013	0.042
1_MACS_peak_18546_lociStitched	chr19(.):10068007-10068449	0.1058
1_MACS_peak_18547_lociStitched	chr19(.):10071143-10071676	0.1225
2_MACS_peak_18548_lociStitched	chr19(.):10075577-10077478	0.0516
1_MACS_peak_18550_lociStitched	chr19(.):10084887-10085214	0.0671
2_MACS_peak_18551_lociStitched	chr19(.):10098972-10100565	0.0805
1_MACS_peak_18553_lociStitched	chr19(.):10103489-10103784	0.0371
1_MACS_peak_18554_lociStitched	chr19(.):10104898-10105216	0.0424
1_MACS_peak_18555_lociStitched	chr19(.):10106031-10106696	0.1033
1_MACS_peak_18556_lociStitched	chr19(.):10108555-10108864	0.059
1_MACS_peak_18557_lociStitched	chr19(.):10110193-10111150	0.1319
1_MACS_peak_18558_lociStitched	chr19(.):10114705-10115046	0.0797
2_MACS_peak_18559_lociStitched	chr19(.):10116247-10117518	0.0998
1_MACS_peak_18561_lociStitched	chr19(.):10119258-10120173	0.0579
1_MACS_peak_18562_lociStitched	chr19(.):10121139-10121448	0.0592
2_MACS_peak_18563_lociStitched	chr19(.):10122010-10123897	0.0889
3_MACS_peak_18565_lociStitched	chr19(.):10124884-10126730	0.1063
5_MACS_peak_18568_lociStitched	chr19(.):10131216-10138454	0.0851
4_MACS_peak_18573_lociStitched	chr19(.):10139896-10148396	0.0927
1_MACS_peak_18577_lociStitched	chr19(.):10158319-10158856	0.09
1_MACS_peak_18578_lociStitched	chr19(.):10160847-10161168	0.0214
6_MACS_peak_18579_lociStitched	chr19(.):10162324-10166706	0.0649
5_MACS_peak_18585_lociStitched	chr19(.):10167515-10171078	0.0867
1_MACS_peak_18590_lociStitched	chr19(.):10172000-10172313	0.0438
4_MACS_peak_18591_lociStitched	chr19(.):10172947-10174646	0.0887
2_MACS_peak_18595_lociStitched	chr19(.):10175803-10177013	0.062
1_MACS_peak_18597_lociStitched	chr19(.):10177822-10178940	0.089
1_MACS_peak_18598_lociStitched	chr19(.):10179718-10180750	0.0803
1_MACS_peak_18599_lociStitched	chr19(.):10181437-10181875	0.0596
1_MACS_peak_18600_lociStitched	chr19(.):10182636-10183030	0.0408
1_MACS_peak_18601_lociStitched	chr19(.):10183661-10184008	0.0499
1_MACS_peak_18602_lociStitched	chr19(.):10184613-10184915	0.0222
6_MACS_peak_18603_lociStitched	chr19(.):10186657-10192506	0.0842
1_MACS_peak_18609_lociStitched	chr19(.):10398690-10403563	0.1672
4_MACS_peak_18610_lociStitched	chr19(.):10622267-10631278	0.0855
1_MACS_peak_18614_lociStitched	chr19(.):10646507-10646806	0.067
1_MACS_peak_18615_lociStitched	chr19(.):10649211-10649555	0.0598
2_MACS_peak_18616_lociStitched	chr19(.):10713490-10714562	0.1088
1_MACS_peak_18618_lociStitched	chr19(.):11321949-11324258	0.0693
4_MACS_peak_18619_lociStitched	chr19(.):11325222-11328170	0.0807
1_MACS_peak_18623_lociStitched	chr19(.):11330235-11330600	0.0504
1_MACS_peak_18624_lociStitched	chr19(.):11332276-11333080	0.1036
1_MACS_peak_18625_lociStitched	chr19(.):11341405-11341752	0.1068
2_MACS_peak_18626_lociStitched	chr19(.):11344177-11345787	0.0657
1_MACS_peak_18628_lociStitched	chr19(.):11347084-11347992	0.1015
3_MACS_peak_18629_lociStitched	chr19(.):11348719-11353805	0.0937
2_MACS_peak_18632_lociStitched	chr19(.):11356600-11359099	0.1048
5_MACS_peak_18634_lociStitched	chr19(.):11360895-11367409	0.1005
7_MACS_peak_18639_lociStitched	chr19(.):11368103-11386208	0.1052
2_MACS_peak_18646_lociStitched	chr19(.):11387141-11390143	0.0975
3_MACS_peak_18648_lociStitched	chr19(.):11391816-11403477	0.1162
4_MACS_peak_18651_lociStitched	chr19(.):11404542-11412910	0.0938
1_MACS_peak_18655_lociStitched	chr19(.):11414220-11415344	0.0594
3_MACS_peak_18656_lociStitched	chr19(.):11416175-11419007	0.083
1_MACS_peak_18659_lociStitched	chr19(.):11466430-11467286	0.1656
1_MACS_peak_18660_lociStitched	chr19(.):11468110-11469064	0.0678
2_MACS_peak_18661_lociStitched	chr19(.):11493488-11496241	0.1093
1_MACS_peak_18663_lociStitched	chr19(.):11497196-11497774	0.0702
1_MACS_peak_18664_lociStitched	chr19(.):11498713-11499008	0.0123
1_MACS_peak_18665_lociStitched	chr19(.):11500136-11500419	0.021
2_MACS_peak_18666_lociStitched	chr19(.):11501593-11502859	0.107
1_MACS_peak_18668_lociStitched	chr19(.):11503578-11506475	0.0884
5_MACS_peak_18669_lociStitched	chr19(.):11507189-11511200	0.0867
5_MACS_peak_18674_lociStitched	chr19(.):11515870-11520635	0.0651
1_MACS_peak_18679_lociStitched	chr19(.):11521235-11522682	0.0939
2_MACS_peak_18680_lociStitched	chr19(.):11523311-11524049	0.0797
4_MACS_peak_18682_lociStitched	chr19(.):11526020-11534274	0.0887
1_MACS_peak_18686_lociStitched	chr19(.):11566666-11566999	0.074
2_MACS_peak_18687_lociStitched	chr19(.):11568256-11571759	0.1142
1_MACS_peak_18689_lociStitched	chr19(.):11573829-11574451	0.0398
3_MACS_peak_18690_lociStitched	chr19(.):11578353-11581276	0.0959
2_MACS_peak_18693_lociStitched	chr19(.):11582105-11583213	0.0556
2_MACS_peak_18695_lociStitched	chr19(.):11584106-11584817	0.0584
1_MACS_peak_18697_lociStitched	chr19(.):11585459-11586152	0.0595
3_MACS_peak_18698_lociStitched	chr19(.):11587788-11590179	0.0624
1_MACS_peak_18701_lociStitched	chr19(.):11592107-11592846	0.1648
1_MACS_peak_18702_lociStitched	chr19(.):11645939-11646429	0.1458
2_MACS_peak_18703_lociStitched	chr19(.):11649941-11653059	0.0847
1_MACS_peak_18705_lociStitched	chr19(.):11655495-11656025	0.107
2_MACS_peak_18706_lociStitched	chr19(.):11656714-11657689	0.0963
3_MACS_peak_18708_lociStitched	chr19(.):12860839-12867754	0.0689
1_MACS_peak_18711_lociStitched	chr19(.):12868883-12869346	0.1523
1_MACS_peak_18712_lociStitched	chr19(.):12934929-12935290	0.0925
1_MACS_peak_18713_lociStitched	chr19(.):12937380-12938046	0.1127
2_MACS_peak_18714_lociStitched	chr19(.):12938568-12941712	0.1197
7_MACS_peak_18716_lociStitched	chr19(.):12944651-12955741	0.1124
2_MACS_peak_18723_lociStitched	chr19(.):12956424-12958100	0.1174
3_MACS_peak_18725_lociStitched	chr19(.):12971413-12974452	0.102
1_MACS_peak_18728_lociStitched	chr19(.):12975312-12976360	0.1816
1_MACS_peak_18729_lociStitched	chr19(.):13070994-13071447	0.1048
2_MACS_peak_18730_lociStitched	chr19(.):13072638-13074599	0.0787
2_MACS_peak_18732_lociStitched	chr19(.):13089278-13094250	0.1196
2_MACS_peak_18734_lociStitched	chr19(.):13101680-13102994	0.0965
9_MACS_peak_18736_lociStitched	chr19(.):13103746-13128431	0.0878
1_MACS_peak_18745_lociStitched	chr19(.):13162532-13163613	0.1787
1_MACS_peak_18746_lociStitched	chr19(.):13165086-13165481	0.0419
1_MACS_peak_18747_lociStitched	chr19(.):13168475-13168785	0.0172
4_MACS_peak_18748_lociStitched	chr19(.):13169819-13173307	0.1352
5_MACS_peak_18752_lociStitched	chr19(.):13180190-13184463	0.0969
1_MACS_peak_18757_lociStitched	chr19(.):13188006-13188300	0.0248
2_MACS_peak_18758_lociStitched	chr19(.):13201453-13202929	0.0368
4_MACS_peak_18760_lociStitched	chr19(.):13204792-13210107	0.0874
4_MACS_peak_18764_lociStitched	chr19(.):13263184-13268433	0.0967
2_MACS_peak_18768_lociStitched	chr19(.):13269022-13270240	0.085
1_MACS_peak_18770_lociStitched	chr19(.):13271373-13271829	0.0816
2_MACS_peak_18771_lociStitched	chr19(.):13273216-13275895	0.0764
1_MACS_peak_18773_lociStitched	chr19(.):13283748-13284040	0.0221
1_MACS_peak_18774_lociStitched	chr19(.):13285344-13285716	0.1028
1_MACS_peak_18775_lociStitched	chr19(.):13287353-13287904	0.0901
1_MACS_peak_18776_lociStitched	chr19(.):13293319-13293847	0.0903
1_MACS_peak_18777_lociStitched	chr19(.):13296818-13297274	0.0725
5_MACS_peak_18778_lociStitched	chr19(.):13298623-13302898	0.0874
1_MACS_peak_18783_lociStitched	chr19(.):13304012-13304398	0.0537
1_MACS_peak_18784_lociStitched	chr19(.):13305683-13306709	0.1255
1_MACS_peak_18785_lociStitched	chr19(.):13308509-13308886	0.0452
3_MACS_peak_18786_lociStitched	chr19(.):13310032-13314061	0.0785
1_MACS_peak_18789_lociStitched	chr19(.):13314592-13315357	0.1
1_MACS_peak_18790_lociStitched	chr19(.):13316012-13317668	0.0993
1_MACS_peak_18791_lociStitched	chr19(.):13319714-13322915	0.0855
1_MACS_peak_18792_lociStitched	chr19(.):13324453-13324853	0.0513
2_MACS_peak_18793_lociStitched	chr19(.):13325843-13326754	0.0736
2_MACS_peak_18795_lociStitched	chr19(.):13328150-13329072	0.0742
1_MACS_peak_18797_lociStitched	chr19(.):13330843-13331715	0.0709
9_MACS_peak_18798_lociStitched	chr19(.):13332360-13340352	0.0669
1_MACS_peak_18807_lociStitched	chr19(.):13340926-13341219	0.0255
2_MACS_peak_18808_lociStitched	chr19(.):13342318-13343977	0.0743
1_MACS_peak_18810_lociStitched	chr19(.):13345714-13346372	0.0696
2_MACS_peak_18811_lociStitched	chr19(.):13347745-13348759	0.0884
1_MACS_peak_18813_lociStitched	chr19(.):13354378-13354683	0.0323
2_MACS_peak_18814_lociStitched	chr19(.):13374588-13376293	0.0987
1_MACS_peak_18816_lociStitched	chr19(.):13377097-13378349	0.0505
1_MACS_peak_18817_lociStitched	chr19(.):13379023-13379423	0.1116
1_MACS_peak_18818_lociStitched	chr19(.):13380353-13380773	0.1326
1_MACS_peak_18819_lociStitched	chr19(.):13388904-13389454	0.0965
1_MACS_peak_18820_lociStitched	chr19(.):13391429-13391751	0.0211
6_MACS_peak_18821_lociStitched	chr19(.):13392266-13398283	0.0825
1_MACS_peak_18827_lociStitched	chr19(.):13409995-13410327	0.0306
1_MACS_peak_18828_lociStitched	chr19(.):13413672-13413971	0.0294
1_MACS_peak_18829_lociStitched	chr19(.):13414654-13415021	0.0542
1_MACS_peak_18830_lociStitched	chr19(.):13418209-13418513	0.0331
1_MACS_peak_18831_lociStitched	chr19(.):13440776-13441129	0.0821
2_MACS_peak_18832_lociStitched	chr19(.):13442875-13443702	0.0454
2_MACS_peak_18834_lociStitched	chr19(.):13466306-13467491	0.0187
1_MACS_peak_18836_lociStitched	chr19(.):13468389-13468685	0.0
1_MACS_peak_18837_lociStitched	chr19(.):13472132-13472677	0.0594
1_MACS_peak_18838_lociStitched	chr19(.):13473411-13473780	0.0514
3_MACS_peak_18839_lociStitched	chr19(.):13477976-13479485	0.0513
1_MACS_peak_18842_lociStitched	chr19(.):13480144-13480674	0.084
1_MACS_peak_18843_lociStitched	chr19(.):13482047-13482360	0.0
2_MACS_peak_18844_lociStitched	chr19(.):13525456-13526283	0.0443
1_MACS_peak_18846_lociStitched	chr19(.):13527646-13528063	0.0365
1_MACS_peak_18847_lociStitched	chr19(.):13529525-13529867	0.0529
1_MACS_peak_18848_lociStitched	chr19(.):13611759-13612127	0.0445
1_MACS_peak_18849_lociStitched	chr19(.):13616189-13616501	0.069
1_MACS_peak_18850_lociStitched	chr19(.):13623681-13623984	0.0856
1_MACS_peak_18851_lociStitched	chr19(.):13674720-13675015	0.0803
1_MACS_peak_18852_lociStitched	chr19(.):13678087-13678504	0.0434
1_MACS_peak_18853_lociStitched	chr19(.):13685590-13685885	0.0063
1_MACS_peak_18854_lociStitched	chr19(.):13701855-13702239	0.0422
1_MACS_peak_18855_lociStitched	chr19(.):13702865-13703357	0.0617
1_MACS_peak_18856_lociStitched	chr19(.):13703885-13704248	0.0448
4_MACS_peak_18857_lociStitched	chr19(.):13709715-13712740	0.0767
1_MACS_peak_18861_lociStitched	chr19(.):13714393-13714671	0.0684
1_MACS_peak_18862_lociStitched	chr19(.):13718219-13718528	0.109
2_MACS_peak_18863_lociStitched	chr19(.):13731463-13732470	0.0194
1_MACS_peak_18865_lociStitched	chr19(.):13733860-13734205	0.0759
1_MACS_peak_18866_lociStitched	chr19(.):13734878-13736025	0.0695
1_MACS_peak_18867_lociStitched	chr19(.):13737606-13738465	0.0722
1_MACS_peak_18868_lociStitched	chr19(.):13744055-13744528	0.0489
1_MACS_peak_18869_lociStitched	chr19(.):13794599-13794898	0.022
1_MACS_peak_18870_lociStitched	chr19(.):13795461-13795780	0.029
1_MACS_peak_18871_lociStitched	chr19(.):13804563-13805167	0.1122
1_MACS_peak_18872_lociStitched	chr19(.):13812389-13812827	0.0967
1_MACS_peak_18873_lociStitched	chr19(.):13819968-13821573	0.0697
1_MACS_peak_18874_lociStitched	chr19(.):13822669-13824213	0.1242
1_MACS_peak_18875_lociStitched	chr19(.):13825176-13825659	0.1178
2_MACS_peak_18876_lociStitched	chr19(.):13826647-13828606	0.0673
1_MACS_peak_18878_lociStitched	chr19(.):13829189-13830431	0.1178
2_MACS_peak_18879_lociStitched	chr19(.):13833491-13837411	0.1173
2_MACS_peak_18881_lociStitched	chr19(.):13893974-13894986	0.0854
1_MACS_peak_18883_lociStitched	chr19(.):13899651-13900263	0.0801
6_MACS_peak_18884_lociStitched	chr19(.):13974092-13988951	0.0918
5_MACS_peak_18890_lociStitched	chr19(.):14045405-14049869	0.0572
1_MACS_peak_18895_lociStitched	chr19(.):14139644-14140145	0.1078
2_MACS_peak_18896_lociStitched	chr19(.):14164609-14165378	0.0447
1_MACS_peak_18898_lociStitched	chr19(.):14166903-14167567	0.0558
2_MACS_peak_18899_lociStitched	chr19(.):14168506-14171995	0.1091
1_MACS_peak_18901_lociStitched	chr19(.):14172687-14174567	0.084
2_MACS_peak_18902_lociStitched	chr19(.):14175508-14176457	0.0724
5_MACS_peak_18904_lociStitched	chr19(.):14270408-14276998	0.0772
2_MACS_peak_18909_lociStitched	chr19(.):14277530-14280820	0.0729
3_MACS_peak_18911_lociStitched	chr19(.):14281527-14283925	0.0745
1_MACS_peak_18914_lociStitched	chr19(.):14284597-14284895	0.0417
5_MACS_peak_18915_lociStitched	chr19(.):14285850-14295153	0.0847
4_MACS_peak_18920_lociStitched	chr19(.):14295697-14305687	0.0919
5_MACS_peak_18924_lociStitched	chr19(.):14307231-14310888	0.1118
1_MACS_peak_18929_lociStitched	chr19(.):14311426-14311728	0.0514
3_MACS_peak_18930_lociStitched	chr19(.):14312282-14316816	0.0811
2_MACS_peak_18933_lociStitched	chr19(.):14318155-14320057	0.0543
1_MACS_peak_18935_lociStitched	chr19(.):14320647-14321299	0.0242
2_MACS_peak_18936_lociStitched	chr19(.):14322608-14324113	0.0892
1_MACS_peak_18938_lociStitched	chr19(.):14331197-14331492	0.0217
1_MACS_peak_18939_lociStitched	chr19(.):14332381-14333179	0.0754
1_MACS_peak_18940_lociStitched	chr19(.):14333815-14334967	0.0858
2_MACS_peak_18941_lociStitched	chr19(.):14337267-14338238	0.0157
1_MACS_peak_18943_lociStitched	chr19(.):14339064-14339356	0.1444
1_MACS_peak_18944_lociStitched	chr19(.):14340041-14340548	0.0256
1_MACS_peak_18945_lociStitched	chr19(.):14349910-14350584	0.0849
3_MACS_peak_18946_lociStitched	chr19(.):14351309-14353096	0.0388
3_MACS_peak_18949_lociStitched	chr19(.):14354189-14357205	0.0364
1_MACS_peak_18952_lociStitched	chr19(.):14357711-14359095	0.0633
2_MACS_peak_18953_lociStitched	chr19(.):14359877-14362201	0.0932
1_MACS_peak_18955_lociStitched	chr19(.):14364573-14365076	0.0725
1_MACS_peak_18956_lociStitched	chr19(.):14368312-14368585	0.0
1_MACS_peak_18957_lociStitched	chr19(.):14370246-14370552	0.0252
1_MACS_peak_18958_lociStitched	chr19(.):14372688-14372990	0.0856
1_MACS_peak_18959_lociStitched	chr19(.):14376411-14376819	0.1217
2_MACS_peak_18960_lociStitched	chr19(.):14377570-14380434	0.07
1_MACS_peak_18962_lociStitched	chr19(.):14383865-14384213	0.0307
1_MACS_peak_18963_lociStitched	chr19(.):14384807-14385206	0.0938
1_MACS_peak_18964_lociStitched	chr19(.):14388543-14388873	0.0168
1_MACS_peak_18965_lociStitched	chr19(.):14389408-14389875	0.0252
1_MACS_peak_18966_lociStitched	chr19(.):14392160-14392822	0.1194
1_MACS_peak_18967_lociStitched	chr19(.):14400667-14401034	0.0555
1_MACS_peak_18968_lociStitched	chr19(.):14401873-14402374	0.0587
1_MACS_peak_18969_lociStitched	chr19(.):14403533-14403830	0.0856
1_MACS_peak_18970_lociStitched	chr19(.):14405795-14406280	0.0956
3_MACS_peak_18971_lociStitched	chr19(.):14408676-14411198	0.0748
1_MACS_peak_18974_lociStitched	chr19(.):14414701-14415006	0.0273
4_MACS_peak_18975_lociStitched	chr19(.):14416443-14419311	0.0652
1_MACS_peak_18979_lociStitched	chr19(.):14420558-14420916	0.1241
2_MACS_peak_18980_lociStitched	chr19(.):14422489-14424669	0.0566
1_MACS_peak_18982_lociStitched	chr19(.):14428306-14428597	0.0
1_MACS_peak_18983_lociStitched	chr19(.):14430684-14431169	0.0729
1_MACS_peak_18984_lociStitched	chr19(.):14431681-14431978	0.043
4_MACS_peak_18985_lociStitched	chr19(.):14434305-14436745	0.0724
2_MACS_peak_18989_lociStitched	chr19(.):14444065-14444995	0.0135
1_MACS_peak_18991_lociStitched	chr19(.):14449763-14450176	0.1371
3_MACS_peak_18992_lociStitched	chr19(.):14453474-14456055	0.0888
1_MACS_peak_18995_lociStitched	chr19(.):14457152-14457689	0.1174
2_MACS_peak_18996_lociStitched	chr19(.):14458907-14463987	0.1127
1_MACS_peak_18998_lociStitched	chr19(.):14465105-14465421	0.0635
1_MACS_peak_18999_lociStitched	chr19(.):14466719-14467087	0.0743
3_MACS_peak_19000_lociStitched	chr19(.):14467843-14470299	0.0797
1_MACS_peak_19003_lociStitched	chr19(.):14472719-14473172	0.0387
2_MACS_peak_19004_lociStitched	chr19(.):14473967-14475104	0.0959
1_MACS_peak_19006_lociStitched	chr19(.):14483164-14483452	0.0173
1_MACS_peak_19007_lociStitched	chr19(.):14484106-14484645	0.0873
1_MACS_peak_19008_lociStitched	chr19(.):14486281-14487496	0.0725
4_MACS_peak_19009_lociStitched	chr19(.):14490300-14495385	0.0857
1_MACS_peak_19013_lociStitched	chr19(.):14496564-14496879	0.0061
1_MACS_peak_19014_lociStitched	chr19(.):14498689-14499021	0.0676
1_MACS_peak_19015_lociStitched	chr19(.):14501751-14502358	0.2104
1_MACS_peak_19016_lociStitched	chr19(.):14503768-14508277	0.072
1_MACS_peak_19017_lociStitched	chr19(.):14512894-14513281	0.0262
