GENE	H3k27ac_19_DMSO_compare_TSS_SIGNAL	H3k27ac_19_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
KRI1	2247.8	4251.9567	2004.1567	0.65417167076423	0.919613228993879
SLC24A4	0	2005.1002	2005.1002	1	8
LOC26102	0	2006.6123	2006.6123	1	8
NECAP2	4817.9208	6826.4494	2008.5286	0.586244621456642	0.502724715466572
GPR83	0	2012.9937	2012.9937	1	8
NOVA2	0	2014.769	2014.769	1	8
TCAM1P	0	2015.2107	2015.2107	1	8
UBE2CBP	1332.6714	3347.9185	2015.2471	0.715277042323234	1.32894331261052
C3orf51	3230	5247.483	2017.483	0.618990683909363	0.700091422781093
NCRNA00116	0	2017.5025	2017.5025	1	8
TRPV4	0	2018.0236	2018.0236	1	8
IGLL3P	0	2018.6077	2018.6077	1	8
LRP5L	0	2018.6077	2018.6077	1	8
DSG3	0	2019.045	2019.045	1	8
PIGS	3785.0826	5805.6418	2020.5592	0.605339237982899	0.617130778658623
CXADRP3	0	2026.5616	2026.5616	1	8
EGR2	2343.849	4372.4756	2028.6266	0.651022078355177	0.89957070476031
EIF3IP1	0	2028.84	2028.84	1	8
MIR1231	0	2030.7955	2030.7955	1	8
TGM3	0	2031.8376	2031.8376	1	8
GPSM1	0	2032.4315	2032.4315	1	8
SV2C	860.397	2892.8625	2032.4655	0.770760055359881	1.74942335293463
APBA2	0	2032.6088	2032.6088	1	8
FANK1	0	2032.8947	2032.8947	1	8
RPE65	0	2033.0881	2033.0881	1	8
GNAT2	0	2033.3401	2033.3401	1	8
GPR61	0	2033.3401	2033.3401	1	8
MIR197	0	2033.3401	2033.3401	1	8
CCDC138	2645.6119	4679.4074	2033.7955	0.638825265620802	0.822724398604582
SNORA70B	0	2035.0643	2035.0643	1	8
LOC400456	0	2036.775	2036.775	1	8
ATPAF1	1477.731	3514.8382	2037.1072	0.704013917323369	1.25007460746444
B3GNT4	0	2039.0641	2039.0641	1	8
DIABLO	0	2039.0641	2039.0641	1	8
TANC2	0	2039.28	2039.28	1	8
TMEM110-MUSTN1	834.3336	2875.808	2041.4744	0.775120820186486	1.78527110771
SEC1	2231.3312	4272.9269	2041.5957	0.656943010917725	0.937319965049176
TPCN2	1573.8684	3615.615	2041.7466	0.696719638798729	1.1999261500151
PAPD5	3242.2	5285.103	2042.903	0.619785997987875	0.704958499769656
IL18R1	0	2043.0528	2043.0528	1	8
IL18RAP	0	2043.0528	2043.0528	1	8
C2CD4A	0	2044.1459	2044.1459	1	8
ADCY10	0	2044.3347	2044.3347	1	8
PRKCB	0	2047.2432	2047.2432	1	8
B3GALT2	0	2047.4804	2047.4804	1	8
TSC22D4	3961.4751	6009.2756	2047.8005	0.602690387194216	0.601153354752843
PTGER2	0	2048.241	2048.241	1	8
GYG1	3847	5896.4145	2049.4145	0.605169214549992	0.616104115435373
FAM183A	0	2049.6642	2049.6642	1	8
NPR1	0	2051.44	2051.44	1	8
HMSD	0	2052.4406	2052.4406	1	8
MED14	4239.436	6293.2374	2053.8014	0.597496681137004	0.569930020405932
IQCF6	0	2053.9922	2053.9922	1	8
PMFBP1	1168.1834	3222.8448	2054.6614	0.733961307741089	1.46406792614035
MATK	0	2056.9298	2056.9298	1	8
RAX2	0	2056.9298	2056.9298	1	8
TJP3	0	2056.9298	2056.9298	1	8
RIMBP3B	0	2057.1327	2057.1327	1	8
RIMBP3C	0	2057.1327	2057.1327	1	8
PITPNM3	0	2057.8038	2057.8038	1	8
SLC13A5	0	2057.8038	2057.8038	1	8
FRMPD2P1	0	2059.0962	2059.0962	1	8
ACADS	0	2059.3316	2059.3316	1	8
EFCAB10	0	2060.2369	2060.2369	1	8
CKM	0	2065.4216	2065.4216	1	8
SNORD65	286.0749	2352.1079	2066.033	0.891563655103809	3.03948941618663
MIR23C	0	2066.4212	2066.4212	1	8
GBA	4369.0929	6435.877	2066.7841	0.595640437647124	0.558802971967864
SNORA70G	115.4592	2184.3468	2068.8876	0.949796113237377	4.24174688597908
LOC100272146	0	2068.9932	2068.9932	1	8
GCSH	0	2070.7513	2070.7513	1	8
LOC100329108	0	2070.7513	2070.7513	1	8
ERVFRDE1	0	2071.1043	2071.1043	1	8
INPP1	0	2071.3236	2071.3236	1	8
TPP1	0	2071.5361	2071.5361	1	8
FNDC5	0	2073.3706	2073.3706	1	8
C16orf73	0	2073.3832	2073.3832	1	8
SEC24C	5964.561	8042.3628	2077.8018	0.574170525579642	0.431203461733715
LOC731789	0	2079.7365	2079.7365	1	8
INGX	0	2079.7935	2079.7935	1	8
AGRN	0	2080.1294	2080.1294	1	8
C1orf170	0	2080.1294	2080.1294	1	8
HES4	0	2080.1294	2080.1294	1	8
KLHL17	0	2080.1294	2080.1294	1	8
PIK3R1	7013	9093.842	2080.842	0.564594971503415	0.374858210336232
HHATL	0	2083.7437	2083.7437	1	8
ENOX2	1004.8948	3089.651	2084.7562	0.754577223192863	1.6203994066954
GLB1L	3282.4848	5368.723	2086.2382	0.620574967578515	0.709790640235375
STK16	3282.4848	5368.723	2086.2382	0.620574967578515	0.709790640235375
MS4A14	0	2088.5632	2088.5632	1	8
MS4A7	0	2088.5632	2088.5632	1	8
MIR3922	0	2088.9331	2088.9331	1	8
CAMK2B	0	2089.575	2089.575	1	8
GAL3ST2	0	2089.992	2089.992	1	8
OR2AT4	0	2091.4563	2091.4563	1	8
LYPD1	0	2094.444	2094.444	1	8
ZSCAN23	1277.1008	3371.6712	2094.5704	0.725282117514045	1.40059145413409
MIR210	687.2576	2782.2775	2095.0199	0.801916516134972	2.01734345829806
PPM1J	0	2095.3074	2095.3074	1	8
RHOC	0	2095.3074	2095.3074	1	8
TNFRSF21	0	2095.4657	2095.4657	1	8
KLHL33	0	2095.586	2095.586	1	8
PSME4	4545.8	6641.6603	2095.8603	0.593670066476124	0.547009723627184
MIR599	0	2095.8772	2095.8772	1	8
MIR875	0	2095.8772	2095.8772	1	8
SLC26A8	0	2097.5106	2097.5106	1	8
MIR150	5277.2811	7381.2472	2103.9661	0.583104688402047	0.484069774972307
MURC	0	2104.9991	2104.9991	1	8
CRB1	0	2105.1348	2105.1348	1	8
SNORD11	0	2110.3207	2110.3207	1	8
SNORD11B	0	2110.3207	2110.3207	1	8
KCNJ12	0	2111.264	2111.264	1	8
LILRA1	0	2111.4232	2111.4232	1	8
LILRA2	0	2111.4232	2111.4232	1	8
MIR345	0	2111.8514	2111.8514	1	8
SLC25A29	0	2111.8514	2111.8514	1	8
SLC6A20	0	2112.456	2112.456	1	8
C14orf181	9713.9548	11827.602	2113.6472	0.54905975969202	0.284026924067998
TM7SF3	7435.0858	9550.0381	2114.9523	0.562258960030312	0.361157097908507
CD93	0	2118.184	2118.184	1	8
LOC200261	0	2118.184	2118.184	1	8
SNORA64	23.2204	2141.8647	2118.6443	0.989275063599117	6.52733071415137
PHAX	3061.7028	5181.6156	2119.9128	0.628583702408001	0.759067745655259
FAM163A	0	2120.3889	2120.3889	1	8
DNAH8	0	2120.6431	2120.6431	1	8
NPEPPS	4780.4548	6901.64	2121.1852	0.59078787821513	0.529791343598259
CCDC74B	1124.7042	3245.9313	2121.2271	0.742668039922341	1.52908684668101
HDC	0	2122.677	2122.677	1	8
RELL1	3700.2	5823.6793	2123.4793	0.611481846478252	0.654327658840411
CRTC1	1449.2234	3574.0185	2124.7951	0.711496394390244	1.30226709646235
FAM69B	0	2126.7593	2126.7593	1	8
PATE3	0	2127.2382	2127.2382	1	8
PATE4	0	2127.2382	2127.2382	1	8
NNMT	0	2127.3175	2127.3175	1	8
MIR129-2	0	2127.5566	2127.5566	1	8
MIR670	0	2127.5566	2127.5566	1	8
SH2D1B	0	2127.8619	2127.8619	1	8
CLNK	0	2129.3341	2129.3341	1	8
CDH13	0	2130.3902	2130.3902	1	8
HRH3	0	2132.5467	2132.5467	1	8
LYL1	5209	7343.3129	2134.3129	0.585016718313324	0.495424637711982
SMCR7	6776.0128	8911.4198	2135.407	0.568061073295065	0.395218705563632
ZNF195	1966.12	4103.7576	2137.6376	0.676085725353012	1.06159413892451
PCDHAC2	0	2138.5881	2138.5881	1	8
PCDHB1	0	2138.5881	2138.5881	1	8
PCDHB2	0	2138.5881	2138.5881	1	8
PCDHB3	0	2138.5881	2138.5881	1	8
PCDHB4	0	2138.5881	2138.5881	1	8
PCDHB5	0	2138.5881	2138.5881	1	8
ANK3	0	2139.844	2139.844	1	8
TBX15	0	2140.5392	2140.5392	1	8
RPAP3	5704.2252	7844.9607	2140.7355	0.578998676223049	0.459735280112133
SAR1A	4007.043	6148.0344	2140.9914	0.605414824312417	0.617587245776053
C13orf38-SOHLH2	671.616	2812.6733	2141.0573	0.807244478809495	2.06623348393481
RPL3L	0	2141.8647	2141.8647	1	8
SNORA10	0	2141.8647	2141.8647	1	8
MIR938	0	2142.4311	2142.4311	1	8
GMPR2	4443.8098	6587.0915	2143.2817	0.597148983646513	0.567844521361241
C6orf141	0	2144.5612	2144.5612	1	8
GLYATL3	0	2144.5612	2144.5612	1	8
C17orf50	0	2146.2594	2146.2594	1	8
GAS2L2	0	2146.2594	2146.2594	1	8
RASL10B	0	2146.2594	2146.2594	1	8
MIR3148	0	2150.9244	2150.9244	1	8
DGCR14	1164.0005	3315.4419	2151.4414	0.740146117293528	1.51010949537899
C11orf48	6549.9648	8702.0172	2152.0524	0.570549925904712	0.409862714924742
C11orf83	6549.9648	8702.0172	2152.0524	0.570549925904712	0.409862714924742
AADAT	0	2153.7587	2153.7587	1	8
ECM2	103.9858	2258.5198	2154.534	0.955984950892815	4.44091912498673
KCNH7	0	2154.8534	2154.8534	1	8
C9orf140	1265.9696	3421.4487	2155.4791	0.729921778049977	1.43436455483446
NUPL2	4824.6272	6980.1548	2155.5276	0.591298915981676	0.532841562340655
LPAR3	0	2157.3967	2157.3967	1	8
FAM23A	0	2158.2155	2158.2155	1	8
MIR511-2	0	2158.2155	2158.2155	1	8
MRC1L1	0	2158.2155	2158.2155	1	8
TAAR5	0	2161.5193	2161.5193	1	8
TAAR6	0	2161.5193	2161.5193	1	8
TAAR8	0	2161.5193	2161.5193	1	8
TAAR9	0	2161.5193	2161.5193	1	8
SOX12	3001.8	5163.7102	2161.9102	0.632380595152523	0.782580177191223
CCDC42	600.06	2762.2751	2162.2151	0.82153474232833	2.20267833924871
NAV3	0	2164.601	2164.601	1	8
LMNB1	9327.637	11493.3478	2165.7108	0.552007885813355	0.301215539680963
IL12RB2	0	2166.677	2166.677	1	8
MMP28	0	2166.9854	2166.9854	1	8
SLC3A1	0	2167.3765	2167.3765	1	8
SPRY4	1314.4452	3482.5504	2168.1052	0.725985739907704	1.40569023548229
CCDC8	0	2168.6538	2168.6538	1	8
HIF3A	0	2168.6538	2168.6538	1	8
LRTM2	0	2168.9357	2168.9357	1	8
FAM58B	0	2169.078	2169.078	1	8
ZSWIM1	1193.9724	3363.0926	2169.1202	0.73799531057819	1.49401901534992
CPNE1	7814.2392	9985.5227	2171.2835	0.560991925403227	0.353732530420822
TCL1A	0	2172.0118	2172.0118	1	8
TCL1B	0	2172.0118	2172.0118	1	8
TCL6	0	2172.0118	2172.0118	1	8
EPHB3	0	2175.021	2175.021	1	8
CD3E	0	2176.37	2176.37	1	8
CLPS	0	2177.9531	2177.9531	1	8
LHFPL5	0	2177.9531	2177.9531	1	8
CNDP2	15093.2	17271.2374	2178.0374	0.533648621372297	0.19447273590288
LOC100130093	2209.095	4387.4379	2178.3429	0.665112713983432	0.989923243852902
C16orf79	0	2179.6091	2179.6091	1	8
CASKIN1	0	2179.6091	2179.6091	1	8
TECTA	0	2181.4683	2181.4683	1	8
C2orf14	0	2181.4862	2181.4862	1	8
SLC6A17	0	2181.6068	2181.6068	1	8
CCDC149	766.3948	2949.2368	2182.842	0.793737678407084	1.94418198634839
TMEM41B	3652.8	5837.9352	2185.1352	0.615119385060917	0.67645543260592
NRAP	0	2185.2036	2185.2036	1	8
SNORA59A	0	2185.3693	2185.3693	1	8
DUSP23	1570.336	3756.795	2186.459	0.70521918833984	1.25842911224786
ZNF324	995.1018	3182.5231	2187.4213	0.761802022962856	1.67725495821502
C22orf28	3012.7416	5201.512	2188.7704	0.633230023480161	0.787854113957009
C10orf81	0	2188.9704	2188.9704	1	8
PIK3R6	0	2191.378	2191.378	1	8
MIR645	0	2191.5036	2191.5036	1	8
LCT	0	2193.0003	2193.0003	1	8
LOC646938	0	2196.4433	2196.4433	1	8
CLEC4GP1	0	2198.5394	2198.5394	1	8
DLK2	0	2198.9208	2198.9208	1	8
LOC100131138	0	2199.57	2199.57	1	8
MYL2	0	2199.57	2199.57	1	8
DOC2A	0	2199.7045	2199.7045	1	8
H2AFB2	31.6986	2232.3678	2200.6692	0.985999262212451	6.13801180806192
BRMS1L	2501.3014	4703.5028	2202.2014	0.652828677842487	0.911056654361806
LOC100129550	0	2202.9997	2202.9997	1	8
TMEM17	2093.1442	4296.234	2203.0898	0.672402519544077	1.03740086918385
RABL2A	1320.2438	3524.3962	2204.1524	0.727483610753327	1.41657174960353
RPL23AP7	1320.2438	3524.3962	2204.1524	0.727483610753327	1.41657174960353
LHPP	1180.296	3386.897	2206.601	0.74157080727703	1.5208154026548
BRD1	0	2207.8395	2207.8395	1	8
LOC90834	0	2207.8395	2207.8395	1	8
SPDYA	0	2208.2201	2208.2201	1	8
ISLR2	0	2210.3481	2210.3481	1	8
LOC283731	0	2210.3481	2210.3481	1	8
CNR1	0	2212.662	2212.662	1	8
USP7	3769.9863	5984.753	2214.7667	0.613522598189784	0.666732425345289
MAFA	0	2216.3382	2216.3382	1	8
NEDD8	4370.4166	6587.0915	2216.6749	0.601148677225253	0.591870782561057
CYP2S1	0	2217.9367	2217.9367	1	8
DKK3	0	2218.1727	2218.1727	1	8
LIMD2	0	2220.3129	2220.3129	1	8
C3orf25	0	2220.6494	2220.6494	1	8
DHX32	0	2222.1382	2222.1382	1	8
GDI2	8914.8	11137.3014	2222.5014	0.555418166796224	0.321125368849764
SNORA4	838.7646	3061.4208	2222.6562	0.784942377354677	1.867863481571
AQR	1615.9561	3838.829	2222.8729	0.703754397217225	1.24827829147283
ABCB11	0	2223.357	2223.357	1	8
RAMP1	0	2223.3898	2223.3898	1	8
LAMC2	0	2227.3706	2227.3706	1	8
EDN2	0	2227.5434	2227.5434	1	8
CLEC18A	0	2229.0832	2229.0832	1	8
MIR140	0	2229.0832	2229.0832	1	8
NQO1	3728.907	5958.7712	2229.8642	0.615087648142565	0.676262036760336
CCDC87	1627.0565	3857.1112	2230.0547	0.703317515253955	1.24525638939515
CCS	1627.0565	3857.1112	2230.0547	0.703317515253955	1.24525638939515
NCOR2	4107.2	6340.3835	2233.1835	0.606875599510643	0.626414903820636
TGFBRAP1	2526	4760.046	2234.046	0.653309902243274	0.914120876351286
HOMER1	5142.5754	7377.2034	2234.628	0.589243909005804	0.520582971783243
CPA6	0	2236.6939	2236.6939	1	8
TMEM37	0	2236.8714	2236.8714	1	8
OCM	0	2237.5724	2237.5724	1	8
FZR1	5919.8	8158.6286	2238.8286	0.579512730561421	0.462778231782836
CCDC159	1622.7444	3862.0313	2239.2869	0.704136597600518	1.25092407919573
TMEM205	1622.7444	3862.0313	2239.2869	0.704136597600518	1.25092407919573
SBK1	789.828	3029.3494	2239.5214	0.793194209831677	1.93939756727089
SAMD12	2244.3594	4484.2502	2239.8908	0.666445293541774	0.99856305586419
FKSG43	0	2240.8967	2240.8967	1	8
PRDM13	0	2241.6437	2241.6437	1	8
LOC285733	0	2241.6968	2241.6968	1	8
POTEM	0	2242.3225	2242.3225	1	8
CDH26	721.9568	2965.2608	2243.304	0.804200110131824	2.03817458024207
FKBP1AP1	0	2245.23	2245.23	1	8
ZNF814	0	2245.23	2245.23	1	8
AFG3L1P	1773.541	4021.1198	2247.5788	0.693935320597195	1.18096463625721
CENPBD1	1773.541	4021.1198	2247.5788	0.693935320597195	1.18096463625721
GRASP	0	2249.0055	2249.0055	1	8
KCNV2	0	2249.9456	2249.9456	1	8
KCNAB2	5631.5628	7882.9924	2251.4296	0.583296474307937	0.485208047306806
ACPL2	1384.8	3636.3152	2251.5152	0.724204694606489	1.39279962960695
RAB5A	6219.2054	8471.9904	2252.785	0.576671260483779	0.445970689096571
GLTP	0	2253.7786	2253.7786	1	8
C2orf44	0	2254.4932	2254.4932	1	8
C2orf84	0	2254.4932	2254.4932	1	8
FKBP1B	0	2254.4932	2254.4932	1	8
WDR78	8393.3202	10648.583	2255.2628	0.559218418881575	0.343347939834191
SYTL3	0	2256.3507	2256.3507	1	8
NCRNA00086	0	2256.6632	2256.6632	1	8
CRMP1	0	2257.3509	2257.3509	1	8
MPST	2098.1236	4355.8238	2257.7002	0.674908475392905	1.05384592666006
TST	2098.1236	4355.8238	2257.7002	0.674908475392905	1.05384592666006
ADCY9	0	2257.872	2257.872	1	8
SAMD9L	4521.3732	6780.1875	2258.8143	0.599933733046269	0.584564165860795
LOC92659	2984.8212	5244.2123	2259.3911	0.637281680770895	0.813081578773432
GUCY1B3	1401.44	3663.3065	2261.8665	0.723295134317187	1.38623643346709
LOC100129827	2008.1934	4270.3478	2262.1544	0.680149681903816	1.08845536004648
RNF141	2008.1934	4270.3478	2262.1544	0.680149681903816	1.08845536004648
C2orf81	0	2264.0169	2264.0169	1	8
GLB1L2	0	2264.5457	2264.5457	1	8
KIAA0195	3878.8863	6144.6102	2265.7239	0.613020636062476	0.663679004794455
RNASE9	0	2265.7519	2265.7519	1	8
XAF1	0	2269.1775	2269.1775	1	8
KLC2	3958.4718	6228.4125	2269.9407	0.611414866074409	0.653920921757952
AGAP9	0	2270.776	2270.776	1	8
CTSLL2	0	2270.776	2270.776	1	8
GUCY1B2	0	2272.5285	2272.5285	1	8
RNF10	2301.8446	4575.2508	2273.4062	0.665288255271259	0.99106039043134
CLP1	2288.3607	4562.5617	2274.201	0.665977722941366	0.99552959568224
GLRX2	3835.2013	6109.4954	2274.2941	0.614347082098542	0.671750925696535
APBB1IP	5230.8	7505.4716	2274.6716	0.589298959359504	0.520911115698732
CHUK	1502.415	3777.1745	2274.7595	0.715429580273239	1.33002406380584
C20orf27	2958.039	5233.4765	2275.4375	0.638889897724054	0.823128546455438
GRIA4	0	2275.5096	2275.5096	1	8
DPH3P1	0	2275.9436	2275.9436	1	8
TCFL5	0	2275.9436	2275.9436	1	8
GIMAP5	0	2276.2168	2276.2168	1	8
LOC100128542	0	2276.2168	2276.2168	1	8
SH2D4B	0	2277.3351	2277.3351	1	8
TRAFD1	1214.956	3492.4589	2277.5029	0.741905902536868	1.52333907065351
FAM25A	0	2278.0745	2278.0745	1	8
DNAH12	0	2278.532	2278.532	1	8
GNRH2	0	2279.1569	2279.1569	1	8
MIR26A1	0	2279.2047	2279.2047	1	8
IFNK	0	2279.4485	2279.4485	1	8
MOBKL2B	0	2279.4485	2279.4485	1	8
LTB4R	3605.5846	5885.8008	2280.2162	0.620120304039071	0.707005523089615
CDC45	11552.0069	13832.3586	2280.3517	0.544916460488248	0.259903666982153
MIR302A	0	2280.6009	2280.6009	1	8
MIR302B	0	2280.6009	2280.6009	1	8
MIR302C	0	2280.6009	2280.6009	1	8
MIR302D	0	2280.6009	2280.6009	1	8
MIR367	0	2280.6009	2280.6009	1	8
MIR125B2	0	2281.4038	2281.4038	1	8
MIR99A	0	2281.4038	2281.4038	1	8
MIRLET7C	0	2281.4038	2281.4038	1	8
EIF4G3	1303.921	3587.1247	2283.2037	0.733406498328159	1.45997143450588
TXNDC2	0	2283.2635	2283.2635	1	8
LPAR4	0	2284.9785	2284.9785	1	8
ZCCHC5	0	2284.9785	2284.9785	1	8
MRVI1	0	2285.0974	2285.0974	1	8
RPRML	0	2285.617	2285.617	1	8
HIST1H2AG	13423.3274	15710.401	2287.0736	0.539251302967457	0.226977671292161
CDHR3	0	2287.1667	2287.1667	1	8
PRO1768	0	2292.9814	2292.9814	1	8
UAP1	4648.2	6941.4298	2293.2298	0.598934557857922	0.57856071512243
OR2C1	0	2294.118	2294.118	1	8
MYOZ2	0	2297.2856	2297.2856	1	8
C11orf74	0	2299.811	2299.811	1	8
RAG1	0	2299.811	2299.811	1	8
RAG2	0	2299.811	2299.811	1	8
C2orf15	6644.0304	8944.6368	2300.6064	0.573790990932182	0.4289642279284
CLEC2A	0	2300.7264	2300.7264	1	8
KLRF2	0	2300.7264	2300.7264	1	8
FAM170A	0	2301.1964	2301.1964	1	8
FOXD2	715.0332	3017.5586	2302.5254	0.808435200441688	2.07729965299321
SIL1	2697.7742	5001.7685	2303.9943	0.649618905289011	0.890668684158067
C20orf195	0	2304.0709	2304.0709	1	8
SRMS	0	2304.0709	2304.0709	1	8
MLLT10	3491.2585	5796.4713	2305.2128	0.624099906523982	0.731427721469557
MOCOS	0	2305.8528	2305.8528	1	8
POLD2	1171.5606	3479	2307.4394	0.748081854905837	1.57024109815982
SMAD5OS	38.7376	2346.616	2307.8784	0.983760227414502	5.92070339439035
SERINC5	3237.5872	5547.9831	2310.3959	0.63148810043669	0.77704434265205
KBTBD5	0	2310.9026	2310.9026	1	8
SHC4	0	2312.292	2312.292	1	8
ACOT9	1085.4809	3398.8055	2313.3246	0.757936758901037	1.64669346391735
CDR2L	0	2314.2568	2314.2568	1	8
UBE2T	3259.038	5573.9546	2314.9166	0.631038069702447	0.774255077873145
PPP1R12C	1085.4441	3400.6541	2315.21	0.758042724075902	1.64752683917031
C17orf55	0	2317.772	2317.772	1	8
TMEM105	0	2317.772	2317.772	1	8
COL10A1	0	2318.2918	2318.2918	1	8
NFIC	0	2318.6655	2318.6655	1	8
ADCY5	0	2319.2779	2319.2779	1	8
COL7A1	0	2319.5984	2319.5984	1	8
C1QBP	3225.6896	5546.9816	2321.292	0.632302462219261	0.782095321623437
FZD9	0	2321.7428	2321.7428	1	8
PRR5L	77.9966	2402.2177	2324.2211	0.968552475485687	4.94481185449568
GSTTP1	0	2325.1029	2325.1029	1	8
FSCN3	0	2325.471	2325.471	1	8
PAX4	0	2325.471	2325.471	1	8
TMEM133	0	2327.2896	2327.2896	1	8
HHIPL1	0	2328.7153	2328.7153	1	8
CAMK4	0	2329.4247	2329.4247	1	8
KIF5A	0	2331.3266	2331.3266	1	8
ADO	5154.562	7486.3136	2331.7516	0.592230620480119	0.538405641392733
ZNF366	0	2333.214	2333.214	1	8
IL1A	0	2335.4189	2335.4189	1	8
CBWD3	3036.4308	5372.9214	2336.4906	0.638922151458943	0.823330242473883
ARHGAP36	0	2337.335	2337.335	1	8
OR52I1	0	2337.7194	2337.7194	1	8
OR52I2	0	2337.7194	2337.7194	1	8
TEX15	0	2339.1333	2339.1333	1	8
CSF1	0	2341.3124	2341.3124	1	8
AVP	0	2342.1709	2342.1709	1	8
OXT	0	2342.1709	2342.1709	1	8
AP3M1	8650.1152	10993.6196	2343.5044	0.559650174059568	0.345875213949097
MTMR9	6186	8531.9181	2345.9181	0.579695989747354	0.463863283529911
LOC731779	0	2346.3944	2346.3944	1	8
PRSS37	0	2350.47	2350.47	1	8
EPHA8	0	2350.6545	2350.6545	1	8
LOC285735	0	2350.761	2350.761	1	8
ATP1B2	0	2351.6276	2351.6276	1	8
SOX15	0	2351.6276	2351.6276	1	8
C17orf76	0	2352.1079	2352.1079	1	8
ASB15	0	2352.492	2352.492	1	8
GNMT	0	2353.0462	2353.0462	1	8
PTGDR	0	2354.2275	2354.2275	1	8
FAM184A	320.925	2676.7359	2355.8109	0.892941526508218	3.06016671777852
NID1	0	2356.6765	2356.6765	1	8
EREG	0	2357.682	2357.682	1	8
MIR626	0	2358.2641	2358.2641	1	8
GPX5	0	2359.3812	2359.3812	1	8
GPX6	0	2359.3812	2359.3812	1	8
CXCL12	0	2359.39	2359.39	1	8
SP9	0	2359.4909	2359.4909	1	8
ADAMTS10	0	2359.7616	2359.7616	1	8
MYO1F	0	2359.7616	2359.7616	1	8
SUSD5	0	2361.0955	2361.0955	1	8
SYNM	0	2361.1574	2361.1574	1	8
FLT1	0	2361.7926	2361.7926	1	8
UBE2F	387.3528	2749.198	2361.8452	0.876503578389357	2.82729074151797
TMEM89	0	2362.4656	2362.4656	1	8
CLEC18B	0	2364.1887	2364.1887	1	8
MID2	1737.714	4102.1416	2364.4276	0.702438875372192	1.23918663532151
CHCHD8	4534.1536	6899.2438	2365.0902	0.603429021018722	0.605604977247169
POU6F2	0	2365.2765	2365.2765	1	8
ITGB2	0	2371.165	2371.165	1	8
LIG1	5585.5872	7957.5545	2371.9673	0.587570792381209	0.510616176769876
FAM132A	0	2372.2543	2372.2543	1	8
DCTN3	1015.18	3389.8353	2374.6553	0.769539960508196	1.73947962753731
CD19	0	2375.1293	2375.1293	1	8
CABP5	0	2376.8108	2376.8108	1	8
C1orf150	0	2377.4655	2377.4655	1	8
LOC148824	0	2377.4655	2377.4655	1	8
OR2C3	0	2377.4655	2377.4655	1	8
UCP2	10889.8	13269.2698	2379.4698	0.549245890253606	0.285111524210298
MIR1277	0	2380.4371	2380.4371	1	8
GRM2	0	2383.1843	2383.1843	1	8
C8orf12	0	2384.6962	2384.6962	1	8
ADAM23	0	2384.7525	2384.7525	1	8
GLRA2	0	2384.9826	2384.9826	1	8
OR2S2	0	2386.0533	2386.0533	1	8
DUSP21	0	2390.6438	2390.6438	1	8
TREM1	0	2391.0155	2391.0155	1	8
TREML2P1	0	2391.0155	2391.0155	1	8
TREML3	0	2391.0155	2391.0155	1	8
TREML4	0	2391.0155	2391.0155	1	8
GPR17	0	2391.1556	2391.1556	1	8
PIWIL2	0	2392.4003	2392.4003	1	8
INSIG1	4852.4	7248.0187	2395.6187	0.598989082914957	0.578888195896075
CCDC12	4622.211	7018.5266	2396.3156	0.602927996590182	0.602585078089514
LGALS1	6726.2	9122.8558	2396.6558	0.575608788001112	0.439693836100993
TBC1D25	1961.1134	4358.093	2396.9796	0.68965827734318	1.15202402256429
HAUS3	2186.4492	4586.2531	2399.8039	0.677167384132623	1.06872614543338
FAM83C	0	2401.1172	2401.1172	1	8
MMP24	0	2401.1172	2401.1172	1	8
PAAF1	4498.0146	6899.2438	2401.2292	0.605342404099568	0.617149898279821
NUDT13	2394.9177	4797.082	2402.1643	0.667002530603554	1.00218102137282
ACOX3	3091.2443	5493.5687	2402.3244	0.639917107105303	0.829555974486001
C17orf28	0	2403.5663	2403.5663	1	8
C4orf23	3089.8776	5493.5687	2403.6911	0.640018997963557	0.830193959426733
OR10P1	0	2404.7168	2404.7168	1	8
PCOLCE2	0	2405.3014	2405.3014	1	8
MFSD6L	0	2405.4795	2405.4795	1	8
RIMBP3	0	2405.715	2405.715	1	8
GAPDHS	0	2406.0032	2406.0032	1	8
SBSN	0	2406.0032	2406.0032	1	8
KCNRG	0	2406.129	2406.129	1	8
C8orf44	0	2406.5892	2406.5892	1	8
PAN2	14280.8528	16687.5382	2406.6854	0.538857126933072	0.224689004944635
KIAA1191	2069.5515	4477.6507	2408.0992	0.683902919631839	1.1134238385023
DEGS2	0	2408.7806	2408.7806	1	8
GPAA1	2363.364	4772.6993	2409.3353	0.668814036444996	1.01396359637153
DEFB109P1	0	2410.7664	2410.7664	1	8
MIR200A	0	2411.0727	2411.0727	1	8
MIR200B	0	2411.0727	2411.0727	1	8
MIR429	0	2411.0727	2411.0727	1	8
TAS2R4	0	2411.9259	2411.9259	1	8
TAS2R5	0	2411.9259	2411.9259	1	8
MRPS12	4575.1614	6987.403	2412.2416	0.604312569277452	0.610933711534426
ADAM29	0	2412.6312	2412.6312	1	8
NRARP	0	2414.772	2414.772	1	8
POLR3K	4311.7796	6727.8182	2416.0386	0.609426024560424	0.64185528593687
LOC100289473	0	2416.7026	2416.7026	1	8
