#34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_ROSE/34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam
#Using cutoff of 3322.6445 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuper
3_MACS_peak_12410_lociStitched	chr7	45034576	45048029	3	4012	5962.3696	2426.9212	533	1
1_MACS_peak_1091_lociStitched	chr1	202584101	202586048	1	1948	4405.4769	871.6719	534	1
2_MACS_peak_13518_lociStitched	chr8	129278967	129286956	2	3305	5243.1807	1709.646	535	1
2_MACS_peak_8018_lociStitched	chr20	55967230	55974279	2	3622	5262.7834	1735.4638	536	1
2_MACS_peak_6260_lociStitched	chr19	39921074	39927308	2	3060	4826.3628	1304.7762	537	1
3_MACS_peak_2212_lociStitched	chr11	19451662	19457726	3	5399	5091.3344	1569.9696	538	1
1_MACS_peak_12817_lociStitched	chr7	129588241	129593332	1	5092	5574.645	2054.7276	539	1
4_MACS_peak_3931_lociStitched	chr14	77490105	77507415	4	5294	5347.059	1836.591	540	1
1_MACS_peak_2715_lociStitched	chr11	126057679	126060155	1	2477	4454.0764	944.0988	541	1
2_MACS_peak_2306_lociStitched	chr11	45838301	45846434	2	2984	5016.4344	1511.1114	542	1
2_MACS_peak_2363_lociStitched	chr11	60605613	60610118	2	3623	4681.596	1181.6615	543	1
2_MACS_peak_8640_lociStitched	chr3	13460037	13470345	2	5024	5150.9076	1651.3416	544	1
3_MACS_peak_11630_lociStitched	chr6	45387831	45394836	3	5916	4835.5515	1337.955	545	1
1_MACS_peak_9296_lociStitched	chr3	156876159	156879395	1	3237	4769.864	1275.9548	546	1
2_MACS_peak_11140_lociStitched	chr5	156692399	156700350	2	4234	5326.3749	1835.8859	547	1
1_MACS_peak_930_lociStitched	chr1	178546967	178551264	1	4298	5302.498	1812.4746	548	1
1_MACS_peak_12895_lociStitched	chr7	142505706	142507768	1	2063	4391.4414	907.8986	549	1
2_MACS_peak_10151_lociStitched	chr4	140128197	140135907	2	4456	5023.065	1542.771	550	1
2_MACS_peak_9352_lociStitched	chr3	169845903	169851155	2	4546	5255.1512	1776.7516	551	1
1_MACS_peak_8024_lociStitched	chr20	56192666	56196791	1	4126	4558.5375	1087.7625	552	1
1_MACS_peak_1184_lociStitched	chr1	212661080	212663019	1	1940	4202.7825	733.5237	553	1
1_MACS_peak_12778_lociStitched	chr7	121169807	121171877	1	2071	4318.02	850.563	554	1
2_MACS_peak_768_lociStitched	chr1	156194948	156199230	2	3512	4961.9816	1499.5564	555	1
1_MACS_peak_8563_lociStitched	chr22	48492893	48495036	1	2144	3981.0511	520.1061	556	1
1_MACS_peak_13546_lociStitched	chr8	134228191	134230846	1	2656	4332.1635	875.3535	557	1
2_MACS_peak_6128_lociStitched	chr19	12721181	12725552	2	3759	4487.2686	1036.3641	558	1
1_MACS_peak_5066_lociStitched	chr17	3460512	3463080	1	2569	4129.8576	684.8856	559	1
1_MACS_peak_7349_lociStitched	chr2	188450543	188452093	1	1551	3678.15	238.855	560	1
2_MACS_peak_8892_lociStitched	chr3	61616361	61624101	2	2654	4821.246	1383.138	561	1
1_MACS_peak_13895_lociStitched	chr9	93861911	93864911	1	3001	4481.7	1046.1	562	1
1_MACS_peak_12595_lociStitched	chr7	90560732	90562932	1	2201	4036.56	601.7	563	1
1_MACS_peak_7001_lociStitched	chr2	111127966	111130175	1	2210	4136.7943	706.2173	564	1
1_MACS_peak_10321_lociStitched	chr4	184642821	184645284	1	2464	3837.8466	409.8432	565	1
2_MACS_peak_986_lociStitched	chr1	184711772	184717247	2	4875	5039.19	1611.2925	566	1
1_MACS_peak_8273_lociStitched	chr21	45135971	45140451	1	4481	4809.28	1381.632	567	1
1_MACS_peak_12259_lociStitched	chr7	20368412	20372217	1	3806	4264.2635	840.144	568	1
2_MACS_peak_130_lociStitched	chr1	23850852	23855861	2	4335	5007.4973	1587.853	569	1
1_MACS_peak_3228_lociStitched	chr12	76352389	76354995	1	2607	4209.7324	790.1392	570	1
2_MACS_peak_10615_lociStitched	chr5	56467400	56472845	2	5403	4465.989	1050.3405	571	1
1_MACS_peak_2663_lociStitched	chr11	118690336	118692742	1	2407	4061.0874	645.7704	572	1
1_MACS_peak_2809_lociStitched	chr12	4378275	4383501	1	5227	4470.3204	1061.9232	573	1
1_MACS_peak_4501_lociStitched	chr15	85277126	85280430	1	3305	4408.8576	1002.1032	574	1
2_MACS_peak_5482_lociStitched	chr17	62981042	62985835	2	3357	4861.5399	1455.1548	575	1
1_MACS_peak_14130_lociStitched	chr9	129766763	129768675	1	1913	3960.708	565.1872	576	1
1_MACS_peak_8252_lociStitched	chr21	43880123	43881994	1	1872	4339.7845	944.6679	577	1
2_MACS_peak_5500_lociStitched	chr17	66230746	66235433	2	4043	4523.8924	1129.0983	578	1
2_MACS_peak_9565_lociStitched	chr4	1208797	1213679	2	3408	4476.3058	1082.8276	579	1
1_MACS_peak_5158_lociStitched	chr17	18964446	18968185	1	3740	4496.5214	1108.6135	580	1
1_MACS_peak_7843_lociStitched	chr20	33002277	33005283	1	3007	4033.7514	647.793	581	1
2_MACS_peak_7898_lociStitched	chr20	42578029	42585033	2	3738	4767.6228	1386.792	582	1
1_MACS_peak_1188_lociStitched	chr1	212779780	212783438	1	3659	4741.4996	1362.9708	583	1
2_MACS_peak_2281_lociStitched	chr11	35160121	35168349	2	5164	5738.2072	2364.7272	584	1
2_MACS_peak_3321_lociStitched	chr12	94584081	94588065	2	3084	4484.3904	1112.7312	585	1
2_MACS_peak_2381_lociStitched	chr11	62318781	62325346	2	4470	5063.5845	1694.4265	586	1
3_MACS_peak_11282_lociStitched	chr6	390987	400748	3	5727	5528.6304	2160.1093	587	1
1_MACS_peak_9288_lociStitched	chr3	156402109	156405458	1	3350	4451.4908	1083.4015	588	1
1_MACS_peak_7782_lociStitched	chr20	24127996	24130053	1	2058	4020.8179	658.4457	589	1
1_MACS_peak_10000_lociStitched	chr4	101939202	101942777	1	3576	4346.485	984.555	590	1
1_MACS_peak_633_lociStitched	chr1	145394917	145400225	1	5309	5501.2112	2141.2472	591	1
1_MACS_peak_4062_lociStitched	chr15	21925537	21928807	1	3271	4712.07	1354.107	592	1
1_MACS_peak_5671_lociStitched	chr18	3525374	3527788	1	2415	3842.8466	486.1796	593	1
2_MACS_peak_2446_lociStitched	chr11	67647502	67654005	2	4265	5275.8839	1922.9371	594	1
2_MACS_peak_48_lociStitched	chr1	9137841	9141333	2	2573	3857.2632	508.4352	595	1
3_MACS_peak_10762_lociStitched	chr5	88176982	88185879	3	7585	5511.6915	2164.6401	596	1
1_MACS_peak_2460_lociStitched	chr11	69064093	69066598	1	2506	3997.2285	653.5545	597	1
1_MACS_peak_13453_lociStitched	chr8	120920006	120922833	1	2828	4256.0485	913.6864	598	1
2_MACS_peak_5834_lociStitched	chr18	42682699	42687221	2	3274	4523.8088	1188.3816	599	1
3_MACS_peak_728_lociStitched	chr1	154387635	154393606	3	4782	5232.3873	1903.5548	600	1
4_MACS_peak_2868_lociStitched	chr12	11902447	11912649	4	5327	5487.6558	2161.8038	601	1
