#34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_ROSE/34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam
#Using cutoff of 3322.6445 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuperStretch
1_MACS_peak_8796_lociStitched	chr3	46148522	46149978	1	1457	984.5472	284.3568	5586	0
1_MACS_peak_5664_lociStitched	chr18	3036948	3038208	1	1261	1259.496	253.386	5587	0
1_MACS_peak_1924_lociStitched	chr10	99172175	99173512	1	1338	1293.8149	390.6714	5588	0
1_MACS_peak_1031_lociStitched	chr1	192672430	192673644	1	1215	1367.9352	307.8704	5589	0
1_MACS_peak_12515_lociStitched	chr7	72936066	72937480	1	1415	986.972	207.858	5590	0
1_MACS_peak_7588_lociStitched	chr2	232692875	232694392	1	1518	875.4607	318.4183	5591	0
1_MACS_peak_5941_lociStitched	chr18	61089033	61090562	1	1530	952.7199	429.8019	5592	0
1_MACS_peak_255_lociStitched	chr1	38992446	38993729	1	1284	1339.5803	363.8588	5593	0
1_MACS_peak_7457_lociStitched	chr2	204725664	204727100	1	1437	1071.1124	334.588	5594	0
1_MACS_peak_8827_lociStitched	chr3	48075191	48076443	1	1253	1285.4284	271.3084	5595	0
1_MACS_peak_1821_lociStitched	chr10	81076908	81078202	1	1295	1328.4204	367.6254	5596	0
1_MACS_peak_10904_lociStitched	chr5	121633134	121634427	1	1294	1242.3144	280.3224	5597	0
1_MACS_peak_8246_lociStitched	chr21	43527579	43528922	1	1344	1336.6879	444.6673	5598	0
1_MACS_peak_3705_lociStitched	chr13	101046124	101047446	1	1323	1237.9208	315.6936	5599	0
1_MACS_peak_1866_lociStitched	chr10	91173779	91175316	1	1538	870.2494	374.8743	5600	0
1_MACS_peak_10748_lociStitched	chr5	86315107	86316610	1	1504	942.8319	353.8062	5601	0
1_MACS_peak_4609_lociStitched	chr16	1346333	1347705	1	1373	1161.398	315.4228	5602	0
1_MACS_peak_13776_lociStitched	chr9	69890478	69891762	1	1285	1225.3212	253.8468	5603	0
1_MACS_peak_5238_lociStitched	chr17	33904655	33906143	1	1489	964.968	342.8352	5604	0
1_MACS_peak_6629_lociStitched	chr2	43037289	43038760	1	1472	1015.8726	355.3936	5605	0
1_MACS_peak_5231_lociStitched	chr17	33317594	33318855	1	1262	1203.3723	205.0386	5606	0
1_MACS_peak_867_lociStitched	chr1	166968007	166969342	1	1336	1440.465	542.01	5607	0
1_MACS_peak_7484_lociStitched	chr2	210010744	210012169	1	1426	1159.095	408.69	5608	0
1_MACS_peak_12947_lociStitched	chr7	152372658	152374157	1	1500	1025.1661	434.1104	5609	0
1_MACS_peak_210_lociStitched	chr1	32071092	32072173	1	1082	1487.2398	300.4099	5610	0
1_MACS_peak_10896_lociStitched	chr5	118702956	118704447	1	1492	795.1503	185.0331	5611	0
1_MACS_peak_8791_lociStitched	chr3	45911094	45912259	1	1166	1463.007	357.888	5612	0
1_MACS_peak_8093_lociStitched	chr21	19974394	19975825	1	1432	1029.1752	292.7826	5613	0
1_MACS_peak_13729_lociStitched	chr9	37903314	37904761	1	1448	951.1131	246.4241	5614	0
1_MACS_peak_2309_lociStitched	chr11	45939064	45940567	1	1504	873.6939	295.6401	5615	0
1_MACS_peak_10740_lociStitched	chr5	81573390	81574917	1	1528	817.2504	305.2473	5616	0
1_MACS_peak_12894_lociStitched	chr7	142440762	142442174	1	1413	1254.562	483.8924	5617	0
1_MACS_peak_5976_lociStitched	chr18	72920952	72922361	1	1410	877.3843	101.5889	5618	0
1_MACS_peak_5232_lociStitched	chr17	33377884	33379394	1	1511	809.511	251.415	5619	0
1_MACS_peak_12686_lociStitched	chr7	104766985	104768301	1	1317	1255.3324	333.606	5620	0
1_MACS_peak_3359_lociStitched	chr12	101189081	101190433	1	1353	1287.2392	418.7144	5621	0
1_MACS_peak_11768_lociStitched	chr6	82956628	82958177	1	1550	890.2103	452.7727	5622	0
1_MACS_peak_5043_lociStitched	chr17	1265928	1267151	1	1224	1301.3943	262.8227	5623	0
1_MACS_peak_1562_lociStitched	chr10	24737718	24739093	1	1376	1088.175	257.675	5624	0
1_MACS_peak_5933_lociStitched	chr18	60707683	60709055	1	1373	1166.3372	331.0636	5625	0
1_MACS_peak_11534_lociStitched	chr6	31744354	31745697	1	1344	1262.42	382.2178	5626	0
1_MACS_peak_13951_lociStitched	chr9	100699933	100701257	1	1325	1246.8108	338.8116	5627	0
1_MACS_peak_8916_lociStitched	chr3	67080779	67082166	1	1388	1243.7229	433.4375	5628	0
1_MACS_peak_7649_lociStitched	chr20	1063625	1064964	1	1340	1153.6824	267.6661	5629	0
1_MACS_peak_992_lociStitched	chr1	185014046	185015570	1	1525	830.1228	316.5348	5630	0
1_MACS_peak_2964_lociStitched	chr12	27316985	27318358	1	1374	1250.5284	417.9412	5631	0
1_MACS_peak_4523_lociStitched	chr15	89786554	89788046	1	1493	1056.0376	457.8948	5632	0
1_MACS_peak_72_lociStitched	chr1	12270314	12271348	1	1035	1495.4742	273.1828	5633	0
1_MACS_peak_24_lociStitched	chr1	2186501	2187928	1	1428	1041.1392	303.951	5634	0
1_MACS_peak_3849_lociStitched	chr14	54635779	54636905	1	1127	1224.525	85.3508	5635	0
1_MACS_peak_4200_lociStitched	chr15	41198198	41199529	1	1332	1025.9348	130.3049	5636	0
1_MACS_peak_9086_lociStitched	chr3	113325325	113326636	1	1312	1420.7307	496.869	5637	0
1_MACS_peak_8767_lociStitched	chr3	42622821	42624280	1	1460	945.8697	274.8756	5638	0
1_MACS_peak_7273_lociStitched	chr2	172179530	172181066	1	1537	883.6608	411.648	5639	0
1_MACS_peak_2318_lociStitched	chr11	47869224	47870695	1	1472	1027.9348	383.931	5640	0
1_MACS_peak_3112_lociStitched	chr12	52462905	52464334	1	1430	1218.5083	488.2893	5641	0
1_MACS_peak_1039_lociStitched	chr1	193239821	193241230	1	1410	1202.2997	435.2401	5642	0
1_MACS_peak_1158_lociStitched	chr1	209858665	209860041	1	1377	1218.9984	395.4624	5643	0
1_MACS_peak_2208_lociStitched	chr11	18415254	18416672	1	1419	1159.7822	409.802	5644	0
2_MACS_peak_14422_lociStitched	chrX	81343037	81348323	2	1464	943.551	284.3868	5645	0
1_MACS_peak_9763_lociStitched	chr4	48271217	48272682	1	1466	961.7725	307.064	5646	0
1_MACS_peak_12852_lociStitched	chr7	136210764	136211993	1	1230	1380.167	353.8291	5647	0
1_MACS_peak_13315_lociStitched	chr8	72273709	72275139	1	1431	961.103	235.521	5648	0
1_MACS_peak_7928_lociStitched	chr20	45622641	45623875	1	1235	1288.0492	268.5184	5649	0
1_MACS_peak_13329_lociStitched	chr8	77511192	77512621	1	1430	970.8626	244.0732	5650	0
1_MACS_peak_2139_lociStitched	chr11	9385224	9386605	1	1382	1301.4544	488.5978	5651	0
1_MACS_peak_14527_lociStitched	chrX	153616293	153617755	1	1463	788.8952	129.8256	5652	0
1_MACS_peak_4394_lociStitched	chr15	70770396	70771733	1	1338	1224.9594	343.0742	5653	0
1_MACS_peak_13264_lociStitched	chr8	61823879	61825300	1	1422	1119.8901	378.8386	5654	0
1_MACS_peak_273_lociStitched	chr1	40524582	40525884	1	1303	1325.0454	394.1154	5655	0
1_MACS_peak_10928_lociStitched	chr5	124237533	124238860	1	1328	1224.1575	329.7595	5656	0
1_MACS_peak_1179_lociStitched	chr1	211912385	211913784	1	1400	1241.1928	462.0897	5657	0
1_MACS_peak_8882_lociStitched	chr3	59392415	59393912	1	1498	890.5653	317.8131	5658	0
1_MACS_peak_6119_lociStitched	chr19	11707492	11709017	1	1526	802.76	308.05	5659	0
1_MACS_peak_9055_lociStitched	chr3	109420753	109422042	1	1290	1134.32	187.2917	5660	0
1_MACS_peak_12065_lociStitched	chr6	140085321	140086621	1	1301	1239.81	307.71	5661	0
1_MACS_peak_6081_lociStitched	chr19	7293964	7295471	1	1508	849.7973	304.7154	5662	0
1_MACS_peak_10662_lociStitched	chr5	66299385	66300915	1	1531	861.543	384.183	5663	0
1_MACS_peak_8503_lociStitched	chr22	40887597	40889023	1	1427	1070.4982	342.6678	5664	0
1_MACS_peak_2788_lociStitched	chr12	1294176	1295645	1	1470	817.0578	178.7773	5665	0
1_MACS_peak_6121_lociStitched	chr19	12075097	12076586	1	1490	913.6504	323.7086	5666	0
1_MACS_peak_10183_lociStitched	chr4	144325346	144326746	1	1401	1091.02	316.68	5667	0
1_MACS_peak_13308_lociStitched	chr8	71504150	71505543	1	1394	1139.1954	352.7076	5668	0
1_MACS_peak_4348_lociStitched	chr15	65221910	65223272	1	1363	1270.3374	432.5712	5669	0
1_MACS_peak_8823_lociStitched	chr3	47421632	47423125	1	1494	973.5853	395.4957	5670	0
1_MACS_peak_4323_lociStitched	chr15	60419128	60420609	1	1482	913.4808	305.9746	5671	0
1_MACS_peak_9290_lociStitched	chr3	156543543	156545005	1	1463	955.1246	304.096	5672	0
1_MACS_peak_7133_lociStitched	chr2	135148788	135149995	1	1208	1309.595	264.9365	5673	0
1_MACS_peak_8526_lociStitched	chr22	43111996	43113439	1	1444	976.6224	286.8684	5674	0
1_MACS_peak_4111_lociStitched	chr15	30117059	30118233	1	1175	1255.8278	175.3956	5675	0
1_MACS_peak_1601_lociStitched	chr10	32634988	32636474	1	1487	970.358	377.2954	5676	0
1_MACS_peak_3507_lociStitched	chr13	21792478	21793685	1	1208	1211.828	167.8937	5677	0
1_MACS_peak_13872_lociStitched	chr9	91925002	91926299	1	1298	1336.6882	405.0531	5678	0
1_MACS_peak_3223_lociStitched	chr12	75784036	75785511	1	1476	1131.7675	513.89	5679	0
1_MACS_peak_5865_lociStitched	chr18	47900583	47902097	1	1515	847.6886	330.9604	5680	0
1_MACS_peak_446_lociStitched	chr1	78469438	78470885	1	1448	949.0873	269.5761	5681	0
1_MACS_peak_7793_lociStitched	chr20	25175516	25177021	1	1506	790.8775	249.9805	5682	0
1_MACS_peak_4562_lociStitched	chr15	94772481	94773796	1	1316	1170.613	265.63	5683	0
1_MACS_peak_845_lociStitched	chr1	162759701	162761186	1	1486	1169.883	577.5165	5684	0
1_MACS_peak_10783_lociStitched	chr5	90588527	90589751	1	1225	1356.3144	334.0296	5685	0
1_MACS_peak_13520_lociStitched	chr8	129325374	129326726	1	1353	1115.5352	266.4792	5686	0
1_MACS_peak_7106_lociStitched	chr2	131861675	131863104	1	1430	989.8683	275.797	5687	0
1_MACS_peak_2457_lociStitched	chr11	68529983	68531244	1	1262	1242.4633	265.8188	5688	0
1_MACS_peak_5724_lociStitched	chr18	12702002	12703484	1	1483	909.7998	312.1092	5689	0
1_MACS_peak_1141_lociStitched	chr1	207001796	207003212	1	1417	1097.5416	359.2392	5690	0
1_MACS_peak_13719_lociStitched	chr9	37196823	37198207	1	1385	1042.844	247.1824	5691	0
1_MACS_peak_4045_lociStitched	chr15	20049020	20050055	1	1036	1372.9275	163.6335	5692	0
1_MACS_peak_529_lociStitched	chr1	110358478	110359748	1	1271	1139.571	176.022	5693	0
1_MACS_peak_4118_lociStitched	chr15	31195259	31196717	1	1459	895.3578	244.3608	5694	0
1_MACS_peak_3627_lociStitched	chr13	74289365	74290686	1	1322	1236.0597	343.0637	5695	0
1_MACS_peak_3602_lociStitched	chr13	53425301	53426590	1	1290	1147.21	209.8492	5696	0
1_MACS_peak_9161_lociStitched	chr3	128399160	128400592	1	1433	1098.0576	394.0864	5697	0
1_MACS_peak_6454_lociStitched	chr2	10951944	10953427	1	1484	872.004	280.8802	5698	0
1_MACS_peak_5502_lociStitched	chr17	66243278	66244775	1	1498	926.4933	371.5554	5699	0
1_MACS_peak_2443_lociStitched	chr11	67380910	67382198	1	1289	1271.6424	334.1072	5700	0
1_MACS_peak_8167_lociStitched	chr21	34766226	34767441	1	1216	1333.098	304.8435	5701	0
1_MACS_peak_2602_lociStitched	chr11	108106776	108108119	1	1344	1141.4157	283.7759	5702	0
1_MACS_peak_6554_lociStitched	chr2	30361549	30362897	1	1349	1126.7932	277.4184	5703	0
1_MACS_peak_9673_lociStitched	chr4	23349775	23351081	1	1307	1213.1434	301.8166	5704	0
1_MACS_peak_3100_lociStitched	chr12	51157086	51158567	1	1482	868.0141	275.7622	5705	0
1_MACS_peak_1392_lociStitched	chr1	245108197	245109534	1	1338	1330.1813	464.6075	5706	0
1_MACS_peak_8991_lociStitched	chr3	97690344	97691827	1	1484	872.1523	285.3292	5707	0
1_MACS_peak_10372_lociStitched	chr4	187646959	187648460	1	1502	728.2852	188.3755	5708	0
1_MACS_peak_6307_lociStitched	chr19	45981489	45982814	1	1326	1249.8725	366.6275	5709	0
1_MACS_peak_10239_lociStitched	chr4	159542545	159543736	1	1192	1247.6916	193.6566	5710	0
1_MACS_peak_8891_lociStitched	chr3	61545972	61547463	1	1492	809.0166	243.033	5711	0
1_MACS_peak_12374_lociStitched	chr7	39988307	39989734	1	1428	1078.2412	368.5941	5712	0
1_MACS_peak_10137_lociStitched	chr4	131735561	131736717	1	1157	1380.4952	289.1156	5713	0
1_MACS_peak_1715_lociStitched	chr10	63696886	63698229	1	1344	1061.5072	206.1505	5714	0
1_MACS_peak_4152_lociStitched	chr15	33493410	33494722	1	1313	1176.7328	275.9136	5715	0
1_MACS_peak_13336_lociStitched	chr8	79577298	79578743	1	1446	983.9005	312.409	5716	0
1_MACS_peak_9483_lociStitched	chr3	186816203	186817697	1	1495	975.1338	420.1128	5717	0
1_MACS_peak_2210_lociStitched	chr11	18655551	18656888	1	1338	1173.2175	310.3177	5718	0
1_MACS_peak_5729_lociStitched	chr18	12947774	12949039	1	1266	1149.5055	185.8285	5719	0
1_MACS_peak_3695_lociStitched	chr13	99796202	99797353	1	1152	1262.5319	167.5856	5720	0
1_MACS_peak_9158_lociStitched	chr3	127454280	127455720	1	1441	972.576	292.32	5721	0
1_MACS_peak_7427_lociStitched	chr2	201827683	201829090	1	1408	1052.9988	308.133	5722	0
1_MACS_peak_6493_lociStitched	chr2	20421075	20422481	1	1407	1020.053	274.3106	5723	0
1_MACS_peak_1962_lociStitched	chr10	104940609	104941962	1	1354	1121.7723	285.6183	5724	0
1_MACS_peak_5699_lociStitched	chr18	9672728	9673960	1	1233	1293.2304	290.0128	5725	0
1_MACS_peak_12268_lociStitched	chr7	21937012	21938514	1	1503	961.28	431.2242	5726	0
1_MACS_peak_6356_lociStitched	chr19	50316096	50317460	1	1365	1172.9036	354.64	5727	0
1_MACS_peak_12115_lociStitched	chr6	156600009	156601226	1	1218	1175.8654	155.0458	5728	0
1_MACS_peak_5624_lociStitched	chr17	78819795	78820917	1	1123	1428.1938	305.5206	5729	0
1_MACS_peak_10101_lociStitched	chr4	123537867	123539145	1	1279	1159.146	214.4484	5730	0
1_MACS_peak_10765_lociStitched	chr5	88366957	88368380	1	1424	953.8369	241.6254	5731	0
1_MACS_peak_11551_lociStitched	chr6	33266533	33268016	1	1484	958.6112	379.2031	5732	0
1_MACS_peak_127_lociStitched	chr1	22820565	22822040	1	1476	947.835	349.4275	5733	0
1_MACS_peak_5208_lociStitched	chr17	29876176	29877626	1	1451	858.835	204.16	5734	0
1_MACS_peak_2170_lociStitched	chr11	12232546	12233910	1	1365	1192.136	376.3276	5735	0
1_MACS_peak_9462_lociStitched	chr3	185034757	185036133	1	1377	1098.4608	302.72	5736	0
1_MACS_peak_3956_lociStitched	chr14	88081277	88082760	1	1484	756.1817	179.5913	5737	0
1_MACS_peak_11059_lociStitched	chr5	142592938	142594394	1	1457	860.7872	220.4384	5738	0
1_MACS_peak_8785_lociStitched	chr3	45638027	45639376	1	1350	1141.7936	302.3109	5739	0
1_MACS_peak_5514_lociStitched	chr17	68340321	68341818	1	1498	774.9969	236.526	5740	0
1_MACS_peak_12905_lociStitched	chr7	145074845	145076186	1	1342	1157.1489	305.748	5741	0
1_MACS_peak_449_lociStitched	chr1	79926106	79927319	1	1214	1256.0615	233.2599	5742	0
1_MACS_peak_3894_lociStitched	chr14	69151769	69153097	1	1329	1091.7488	220.8464	5743	0
1_MACS_peak_7020_lociStitched	chr2	112095602	112096813	1	1212	1161.349	136.7219	5744	0
1_MACS_peak_1873_lociStitched	chr10	92548351	92549562	1	1212	1292.2581	268.2365	5745	0
1_MACS_peak_8741_lociStitched	chr3	36953352	36954579	1	1228	1412.5224	408.4683	5746	0
1_MACS_peak_6737_lociStitched	chr2	62002677	62003965	1	1289	1209.1744	283.4888	5747	0
1_MACS_peak_11125_lociStitched	chr5	154061760	154063132	1	1373	1150.0104	351.7808	5748	0
1_MACS_peak_374_lociStitched	chr1	60043047	60044147	1	1101	1382.04	243.1	5749	0
1_MACS_peak_3177_lociStitched	chr12	65598898	65600383	1	1486	785.268	220.8195	5750	0
1_MACS_peak_1220_lociStitched	chr1	220445090	220446514	1	1425	1161.8416	460.0944	5751	0
1_MACS_peak_11237_lociStitched	chr5	175874452	175875927	1	1476	865.3825	276.2675	5752	0
1_MACS_peak_2272_lociStitched	chr11	34881098	34882417	1	1320	1267.4271	387.1265	5753	0
1_MACS_peak_5623_lociStitched	chr17	78806391	78807667	1	1277	1282.8904	342.4784	5754	0
1_MACS_peak_8633_lociStitched	chr3	12882244	12883678	1	1435	1128.8448	448.125	5755	0
1_MACS_peak_6018_lociStitched	chr19	1668202	1669739	1	1538	884.8509	482.1569	5756	0
1_MACS_peak_1664_lociStitched	chr10	49513908	49515285	1	1378	921.0753	133.569	5757	0
1_MACS_peak_8325_lociStitched	chr22	21355595	21357018	1	1424	1004.4957	302.3875	5758	0
1_MACS_peak_12998_lociStitched	chr8	7922545	7924010	1	1466	775.4245	164.08	5759	0
1_MACS_peak_2796_lociStitched	chr12	2357718	2359048	1	1331	1110.151	247.38	5760	0
1_MACS_peak_7653_lociStitched	chr20	1480456	1481932	1	1477	1015.0452	430.4016	5761	0
1_MACS_peak_9526_lociStitched	chr3	194980319	194981769	1	1451	903.205	257.81	5762	0
1_MACS_peak_5494_lociStitched	chr17	64537625	64538992	1	1368	1111.6444	308.1218	5763	0
1_MACS_peak_5725_lociStitched	chr18	12749786	12751143	1	1358	1162.2705	342.5068	5764	0
1_MACS_peak_5297_lociStitched	chr17	38716331	38717738	1	1408	1025.703	293.5002	5765	0
1_MACS_peak_5679_lociStitched	chr18	6004366	6005480	1	1115	1345.6006	222.4658	5766	0
1_MACS_peak_13086_lociStitched	chr8	22572654	22574038	1	1385	1056.1304	282.4744	5767	0
1_MACS_peak_3297_lociStitched	chr12	92825906	92827253	1	1348	1088.2413	253.1013	5768	0
1_MACS_peak_4528_lociStitched	chr15	90436571	90437926	1	1356	1184.4055	363.2755	5769	0
1_MACS_peak_717_lociStitched	chr1	153813915	153815240	1	1326	1383.1675	515.2925	5770	0
1_MACS_peak_3569_lociStitched	chr13	45491353	45492811	1	1459	855.2628	231.5304	5771	0
1_MACS_peak_7390_lociStitched	chr2	197097401	197098887	1	1487	941.6782	386.9544	5772	0
1_MACS_peak_10277_lociStitched	chr4	171618828	171620170	1	1343	1024.0802	182.9146	5773	0
1_MACS_peak_3081_lociStitched	chr12	48287399	48288642	1	1244	1312.3594	333.3726	5774	0
1_MACS_peak_11616_lociStitched	chr6	43682309	43683664	1	1356	1217.332	397.4215	5775	0
1_MACS_peak_8627_lociStitched	chr3	11887486	11888922	1	1437	941.5852	271.404	5776	0
1_MACS_peak_1444_lociStitched	chr10	4849454	4850875	1	1422	978.3585	277.6634	5777	0
1_MACS_peak_2453_lociStitched	chr11	67807215	67808704	1	1490	799.8908	255.3635	5778	0
1_MACS_peak_6475_lociStitched	chr2	15281789	15283085	1	1297	1267.0992	359.5104	5779	0
1_MACS_peak_14451_lociStitched	chrX	109196417	109197598	1	1182	1192.9281	142.4286	5780	0
1_MACS_peak_11440_lociStitched	chr6	24482940	24484187	1	1248	1317.7049	345.1696	5781	0
1_MACS_peak_11847_lociStitched	chr6	97394468	97395719	1	1252	1342.6983	375.4251	5782	0
1_MACS_peak_1397_lociStitched	chr1	246754151	246755506	1	1356	1252.291	435.497	5783	0
2_MACS_peak_3471_lociStitched	chr12	123419066	123422917	2	1407	1115.6347	388.5659	5784	0
1_MACS_peak_4450_lociStitched	chr15	77634391	77635863	1	1473	843.0144	258.336	5785	0
1_MACS_peak_11218_lociStitched	chr5	173247655	173248988	1	1334	1135.4494	284.0623	5786	0
1_MACS_peak_6939_lociStitched	chr2	100758568	100759662	1	1095	1414.7608	276.8914	5787	0
1_MACS_peak_1320_lociStitched	chr1	231761414	231762877	1	1464	1007.5681	402.4713	5788	0
1_MACS_peak_1218_lociStitched	chr1	219755370	219756811	1	1442	1027.5771	372.7867	5789	0
1_MACS_peak_6646_lociStitched	chr2	44394416	44395832	1	1417	1122.888	416.5872	5790	0
1_MACS_peak_3248_lociStitched	chr12	79550417	79551629	1	1213	1231.392	219.0084	5791	0
1_MACS_peak_13233_lociStitched	chr8	53626546	53628001	1	1456	1026.648	404.199	5792	0
1_MACS_peak_4856_lociStitched	chr16	50775112	50776521	1	1410	1037.8694	318.9976	5793	0
1_MACS_peak_9989_lociStitched	chr4	100798638	100799986	1	1349	1112.774	286.9892	5794	0
1_MACS_peak_4842_lociStitched	chr16	48399783	48401127	1	1345	1027.3536	195.552	5795	0
1_MACS_peak_5156_lociStitched	chr17	18528162	18529560	1	1399	1058.5656	319.443	5796	0
1_MACS_peak_12050_lociStitched	chr6	138296077	138297444	1	1368	1089.6357	296.2289	5797	0
1_MACS_peak_4943_lociStitched	chr16	70059833	70061004	1	1172	1323.3471	266.5196	5798	0
1_MACS_peak_13244_lociStitched	chr8	56685213	56686652	1	1440	983.8443	328.5237	5799	0
1_MACS_peak_8760_lociStitched	chr3	42053749	42055196	1	1448	1079.8961	442.782	5800	0
1_MACS_peak_7112_lociStitched	chr2	132960041	132961228	1	1188	1231.8686	193.2436	5801	0
1_MACS_peak_4747_lociStitched	chr16	21866393	21867919	1	1527	985.796	568.435	5802	0
1_MACS_peak_10675_lociStitched	chr5	70014782	70016305	1	1524	596.2545	168.4438	5803	0
1_MACS_peak_2741_lociStitched	chr11	128763242	128764550	1	1309	1223.7648	340.08	5804	0
1_MACS_peak_11689_lociStitched	chr6	56622993	56624342	1	1350	1094.5786	273.9819	5805	0
1_MACS_peak_818_lociStitched	chr1	161029532	161030999	1	1468	906.7527	318.339	5806	0
1_MACS_peak_12078_lociStitched	chr6	143177590	143179016	1	1427	869.147	190.2284	5807	0
1_MACS_peak_13967_lociStitched	chr9	102275515	102276719	1	1205	1349.082	332.1836	5808	0
1_MACS_peak_7308_lociStitched	chr2	178256819	178258172	1	1354	1094.1711	282.9123	5809	0
1_MACS_peak_1745_lociStitched	chr10	70479824	70481309	1	1486	806.355	268.0425	5810	0
1_MACS_peak_9811_lociStitched	chr4	68423947	68424908	1	962	1452.4554	208.0565	5811	0
1_MACS_peak_1302_lociStitched	chr1	229643307	229644823	1	1517	983.4292	539.5444	5812	0
1_MACS_peak_7989_lociStitched	chr20	52367413	52368716	1	1304	1335.4447	448.3623	5813	0
1_MACS_peak_4088_lociStitched	chr15	24513787	24515079	1	1293	1219.002	316.2816	5814	0
1_MACS_peak_14114_lociStitched	chr9	127702793	127704169	1	1377	1124.88	353.7696	5815	0
1_MACS_peak_1682_lociStitched	chr10	53619436	53620821	1	1386	1150.381	395.4175	5816	0
1_MACS_peak_6908_lociStitched	chr2	96986974	96988466	1	1493	885.8004	369.4192	5817	0
1_MACS_peak_6317_lociStitched	chr19	46849668	46851166	1	1499	745.8542	248.5182	5818	0
1_MACS_peak_13614_lociStitched	chr9	2053471	2054574	1	1104	1337.939	217.0704	5819	0
1_MACS_peak_10673_lociStitched	chr5	69344627	69346129	1	1503	877.919	393.9746	5820	0
1_MACS_peak_9746_lociStitched	chr4	42169163	42170445	1	1283	1290.4612	376.6516	5821	0
1_MACS_peak_9613_lociStitched	chr4	9693946	9695430	1	1485	1008.0812	474.7316	5822	0
1_MACS_peak_1165_lociStitched	chr1	210857693	210859042	1	1350	1177.0025	365.0394	5823	0
1_MACS_peak_11693_lociStitched	chr6	57212389	57213886	1	1498	739.0689	244.9092	5824	0
1_MACS_peak_7109_lociStitched	chr2	132249720	132251209	1	1490	839.796	322.5174	5825	0
1_MACS_peak_7227_lociStitched	chr2	160471436	160472865	1	1430	931.8509	269.0807	5826	0
1_MACS_peak_857_lociStitched	chr1	165361876	165363064	1	1189	1377.6048	348.5592	5827	0
1_MACS_peak_7037_lociStitched	chr2	112640970	112642467	1	1498	937.122	443.7108	5828	0
1_MACS_peak_13445_lociStitched	chr8	119446488	119447915	1	1428	909.7125	243.0181	5829	0
1_MACS_peak_5003_lociStitched	chr16	83847559	83848627	1	1069	1230.87	80.1	5830	0
1_MACS_peak_8156_lociStitched	chr21	34602898	34604395	1	1498	789.2184	296.406	5831	0
1_MACS_peak_5116_lociStitched	chr17	8041735	8043128	1	1394	1143.3744	409.8206	5832	0
1_MACS_peak_7241_lociStitched	chr2	165020660	165022053	1	1394	1124.2903	391.2937	5833	0
1_MACS_peak_7519_lociStitched	chr2	219093708	219095065	1	1358	951.5284	154.9694	5834	0
1_MACS_peak_11264_lociStitched	chr5	180287482	180288924	1	1443	890.5792	257.6854	5835	0
1_MACS_peak_2717_lociStitched	chr11	126173339	126174838	1	1500	851.7318	366.8053	5836	0
1_MACS_peak_9753_lociStitched	chr4	43837419	43838767	1	1349	1143.3736	332.5516	5837	0
1_MACS_peak_2400_lociStitched	chr11	64780912	64782394	1	1483	907.8732	374.5014	5838	0
1_MACS_peak_14062_lociStitched	chr9	117266015	117267455	1	1441	872.064	235.728	5839	0
1_MACS_peak_5950_lociStitched	chr18	63478129	63479315	1	1187	1289.0634	259.6154	5840	0
1_MACS_peak_225_lociStitched	chr1	33446310	33447621	1	1312	1307.1981	439.4472	5841	0
1_MACS_peak_12797_lociStitched	chr7	124569182	124570562	1	1381	1125.528	370.668	5842	0
1_MACS_peak_8217_lociStitched	chr21	40051081	40052314	1	1234	1166.9112	193.9509	5843	0
1_MACS_peak_476_lociStitched	chr1	89894193	89895332	1	1140	1260.3035	180.6454	5844	0
1_MACS_peak_7540_lociStitched	chr2	224034256	224035367	1	1112	1252.8747	145.0966	5845	0
1_MACS_peak_12443_lociStitched	chr7	50344155	50345603	1	1449	841.288	225.164	5846	0
1_MACS_peak_11969_lociStitched	chr6	127804861	127806300	1	1440	928.8745	292.4048	5847	0
1_MACS_peak_10795_lociStitched	chr5	94982129	94983461	1	1333	1183.0824	348.7176	5848	0
1_MACS_peak_8975_lociStitched	chr3	86217205	86218394	1	1190	1295.5344	270.7353	5849	0
1_MACS_peak_12740_lociStitched	chr7	112757834	112759318	1	1485	958.8124	434.07	5850	0
1_MACS_peak_12557_lociStitched	chr7	79735827	79737309	1	1483	749.4474	219.1878	5851	0
1_MACS_peak_13909_lociStitched	chr9	94877246	94878623	1	1378	1089.8955	331.1685	5852	0
1_MACS_peak_9778_lociStitched	chr4	54553994	54555159	1	1166	1244.919	193.7395	5853	0
1_MACS_peak_6396_lociStitched	chr2	676814	678128	1	1315	1204.5438	343.2168	5854	0
1_MACS_peak_6300_lociStitched	chr19	45549890	45551409	1	1520	847.2982	434.1302	5855	0
