REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
3_MACS_peak_9398_lociStitched	chr3	176912744	176920813	3	7786	7001.4713	2591.7628	339	TBL1XR1		TBL1XR1	TBL1XR1	0.08200000000000002	339	1
2_MACS_peak_10970_lociStitched	chr5	131435767	131440991	2	4275	5964.7632	1560.4088	340		IL3,CSF2	CSF2	NONE	NONE	340	1
1_MACS_peak_5165_lociStitched	chr17	19206529	19210753	1	4225	5705.3568	1301.4144	341	EPN2	MIR1180	MIR1180	NONE	NONE	341	1
2_MACS_peak_1763_lociStitched	chr10	72335281	72338974	2	3174	5305.7331	921.7728	342		PRF1	PRF1	NONE	NONE	342	1
3_MACS_peak_8520_lociStitched	chr22	42928627	42936070	3	4260	6481.3644	2104.8804	343		SERHL,SERHL2,RRP7A,RRP7B	RRP7A	SERHL2	0.056599999999999984	343	1
1_MACS_peak_1778_lociStitched	chr10	74056284	74058497	1	2214	4943.842	568.0771	344		DDIT4	DDIT4	DDIT4	0.045999999999999985	344	1
1_MACS_peak_8682_lociStitched	chr3	23202786	23205199	1	2414	4988.1536	613.3846	345		UBE2E2	UBE2E2	UBE2E2	0.002800000000000011	345	1
1_MACS_peak_933_lociStitched	chr1	179049122	179053617	1	4496	6149.6095	1775.9745	346	TOR3A		TOR3A	TOR3A	0.2381	346	1
2_MACS_peak_3256_lociStitched	chr12	80686801	80694632	2	2921	5688.4384	1315.608	347	C12orf64		C12orf64	C12orf64	0.037000000000000005	347	1
2_MACS_peak_8798_lociStitched	chr3	46246089	46256006	2	6444	7073.7961	2715.2746	348	CCR1	CCR3	CCR1	CCR1	0.2364	348	1
2_MACS_peak_13455_lociStitched	chr8	120939213	120947511	2	3846	6239.2662	1891.1142	349	DEPDC6		DEPDC6	DEPDC6	0.094	349	1
1_MACS_peak_1342_lociStitched	chr1	234907119	234909366	1	2248	5073.5013	726.0057	350			NCRNA00184	NONE	NONE	350	1
4_MACS_peak_8468_lociStitched	chr22	38782600	38793772	4	6934	6571.3704	2224.3452	351	LOC400927	KCNJ4	LOC400927	LOC400927	0.11199999999999999	351	1
2_MACS_peak_9179_lociStitched	chr3	129893481	129899316	2	3893	5736.972	1393.398	352		COL6A4P2	COL6A4P2	NONE	NONE	352	1
1_MACS_peak_13892_lociStitched	chr9	93703786	93706249	1	2464	5137.5717	800.2287	353			SYK	SYK	NONE	353	1
2_MACS_peak_4566_lociStitched	chr15	96406764	96413732	2	3204	5538.1664	1203.3736	354			LOC145820	LOC145820	NONE	354	1
2_MACS_peak_12884_lociStitched	chr7	141016409	141020969	2	2874	5851.848	1517.112	355	LOC100131199		AGK	AGK	0.0416	355	1
2_MACS_peak_11875_lociStitched	chr6	106610536	106616325	2	4365	6230.7007	1898.792	356			PRDM1	PRDM1	0.2733	356	1
2_MACS_peak_7293_lociStitched	chr2	175457899	175463510	2	4661	5842.1732	1514.4089	357	WIPF1		WIPF1	WIPF1	0.04630000000000001	357	1
3_MACS_peak_6339_lociStitched	chr19	48880791	48895210	3	5060	7277.2693	2951.5693	358	KDELR1	SYNGR4,GRIN2D,TMEM143	KDELR1	KDELR1	0.2257	358	1
1_MACS_peak_1989_lociStitched	chr10	112155072	112156578	1	1507	4760.0142	439.9026	359			SMNDC1	SMNDC1	0.02629999999999999	359	1
4_MACS_peak_13903_lociStitched	chr9	94181094	94192510	4	6365	6759.4136	2447.5904	360	NFIL3		NFIL3	NFIL3	0.1538	360	1
2_MACS_peak_3302_lociStitched	chr12	92932260	92938895	2	3827	5739.275	1435.1505	361			CLLU1OS	CLLU1OS	0.0601	361	1
2_MACS_peak_13521_lociStitched	chr8	129668917	129672465	2	3444	5278.3596	990.9564	362			MIR1208	MIR1208	NONE	362	1
1_MACS_peak_6615_lociStitched	chr2	39718517	39720454	1	1938	4785.5522	499.3586	363			MAP4K3	MAP4K3	NONE	363	1
2_MACS_peak_8567_lociStitched	chr22	49227960	49231153	2	2569	4868.0478	582.4032	364			FAM19A5	FAM19A5	NONE	364	1
3_MACS_peak_2665_lociStitched	chr11	118738778	118743986	3	4820	5593.392	1318.1448	365		CXCR5,BCL9L	CXCR5	CXCR5	0.027999999999999997	365	1
2_MACS_peak_12668_lociStitched	chr7	102064141	102074156	2	6050	6931.3815	2658.9825	366	PRKRIP1,ORAI2	LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	0.1706	366	1
1_MACS_peak_10091_lociStitched	chr4	121669416	121672024	1	2609	5051.696	786.0512	367	PRDM5		PRDM5	PRDM5	0.0446	367	1
3_MACS_peak_11495_lociStitched	chr6	27791308	27807459	3	6622	7539.2868	3275.4228	368	HIST1H4J,HIST1H2BN,HIST1H4K,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H4K	HIST1H3H	0.2645	368	1
3_MACS_peak_4422_lociStitched	chr15	75069239	75082949	3	7697	7891.476	3629.037	369	CSK	CYP1A2,LMAN1L,CPLX3	CSK	CSK	0.17579999999999998	369	1
3_MACS_peak_9170_lociStitched	chr3	128994924	129002357	3	5435	5913.6948	1655.3291	370	COPG,C3orf37	C3orf47,H1FX	C3orf37	H1FX	0.5011000000000001	370	1
1_MACS_peak_10362_lociStitched	chr4	186507919	186509738	1	1820	4956.4112	698.1322	371	SORBS2		PDLIM3	PDLIM3	NONE	371	1
1_MACS_peak_2477_lociStitched	chr11	72959727	72961482	1	1756	4718.844	464.724	372		P2RY2,P2RY6	P2RY6	P2RY6	0.05360000000000001	372	1
3_MACS_peak_4476_lociStitched	chr15	81585445	81595585	3	5047	7306.884	3060.252	373	IL16	STARD5	IL16	STARD5	0.07949999999999999	373	1
2_MACS_peak_12978_lociStitched	chr8	1991439	2000138	2	4720	5818.7611	1577.1287	374	MYOM2		MYOM2	MYOM2	0.17079999999999998	374	1
2_MACS_peak_3323_lociStitched	chr12	94598131	94603023	2	4794	5652.706	1412.3204	375	PLXNC1		PLXNC1	PLXNC1	0.08779999999999999	375	1
2_MACS_peak_4934_lociStitched	chr16	68789610	68795411	2	3341	5494.7072	1257.6568	376	CDH1		CDH1	CDH1	0.036199999999999996	376	1
3_MACS_peak_8184_lociStitched	chr21	36420307	36430575	3	5184	6978.1328	2741.556	377	RUNX1	C21orf96	RUNX1	RUNX1	0.05160000000000001	377	1
2_MACS_peak_1594_lociStitched	chr10	30989903	30996274	2	5140	5794.4245	1558.3466	378			LYZL2	LYZL2	NONE	378	1
1_MACS_peak_3403_lociStitched	chr12	109009366	109012457	1	3092	5168.7702	943.6823	379		TMEM119,SELPLG	SELPLG	SELPLG	0.6323	379	1
2_MACS_peak_8021_lociStitched	chr20	56050355	56057057	2	3944	5828.0592	1605.129	380		CTCFL	CTCFL	CTCFL	0.054400000000000004	380	1
4_MACS_peak_9540_lociStitched	chr3	196358259	196370910	4	7937	7909.4052	3686.5014	381	LRRC33		LRRC33	LRRC33	0.09639999999999999	381	1
1_MACS_peak_12695_lociStitched	chr7	105816860	105819427	1	2568	5418.4236	1199.8158	382			SYPL1	SYPL1	NONE	382	1
4_MACS_peak_5472_lociStitched	chr17	62197678	62209957	4	6720	7174.6197	2960.4669	383	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.2166	383	1
2_MACS_peak_4699_lociStitched	chr16	14492466	14501192	2	3507	6001.7428	1815.8806	384			MIR365-1	MIR365-1	NONE	384	1
4_MACS_peak_10025_lociStitched	chr4	105407673	105416978	4	5302	6079.887	1907.525	385	CXXC4		CXXC4	CXXC4	0.1604	385	1
2_MACS_peak_6565_lociStitched	chr2	33718633	33723215	2	4229	5378.3516	1211.939	386	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.0862	386	1
1_MACS_peak_8049_lociStitched	chr20	61281966	61284259	1	2294	4766.6884	606.0399	387	SLCO4A1	LOC100127888	SLCO4A1	SLCO4A1	0.1378	387	1
3_MACS_peak_11364_lociStitched	chr6	11722202	11733235	3	5815	6516.0898	2359.9587	388	C6orf105		C6orf105	C6orf105	0.05610000000000001	388	1
1_MACS_peak_2078_lociStitched	chr10	130854785	130857330	1	2546	4715.1215	561.427	389			MGMT	MGMT	NONE	389	1
2_MACS_peak_6346_lociStitched	chr19	49375135	49380443	2	4707	5403.0132	1249.5032	390	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	PPP1R15A	0.3256	390	1
2_MACS_peak_5594_lociStitched	chr17	76143289	76152102	2	4184	5910.8791	1759.9561	391	C17orf99	TMC8,SYNGR2,AFMID,TMC6,TK1	C17orf99	C17orf99	0.1882	391	1
1_MACS_peak_100_lociStitched	chr1	17065411	17069146	1	3736	6272.559	2123.721	392		ESPNP,MST1P9	ESPNP	NONE	NONE	392	1
1_MACS_peak_11590_lociStitched	chr6	37122661	37125111	1	2451	4697.385	551.495	393		PIM1	PIM1	PIM1	0.19909999999999997	393	1
2_MACS_peak_1367_lociStitched	chr1	240075087	240079273	2	4016	5409.1492	1268.7766	394			RPS7P5	RPS7P5	NONE	394	1
1_MACS_peak_5962_lociStitched	chr18	69847754	69849487	1	1734	4571.1341	436.3694	395			CBLN2	CBLN2	NONE	395	1
1_MACS_peak_9904_lociStitched	chr4	82482637	82484510	1	1874	4610.5768	490.9133	396			RASGEF1B	RASGEF1B	0.04979999999999998	396	1
1_MACS_peak_1456_lociStitched	chr10	6967216	6971378	1	4163	5216.2346	1100.0166	397			LOC439949	LOC439949	NONE	397	1
1_MACS_peak_1591_lociStitched	chr10	30817771	30819546	1	1776	4567.2525	465.5825	398			MAP3K8	MAP3K8	NONE	398	1
1_MACS_peak_8230_lociStitched	chr21	41384675	41389822	1	5148	5950.9614	1868.361	399	DSCAM		PCP4	PCP4	NONE	399	1
2_MACS_peak_9899_lociStitched	chr4	82412528	82416099	2	2938	4783.7116	708.8435	400		RASGEF1B	RASGEF1B	RASGEF1B	0.04979999999999998	400	1
1_MACS_peak_13114_lociStitched	chr8	27901532	27903265	1	1734	4421.2296	361.1572	401	C8orf80	ELP3	C8orf80	C8orf80	0.08660000000000001	401	1
1_MACS_peak_677_lociStitched	chr1	149855944	149860971	1	5028	6296.8202	2237.015	402	HIST2H2AC,HIST2H2BE,HIST2H2AB	BOLA1,HIST2H3A,HIST2H2AA4,HIST2H2BC,SV2A,SF3B4,MTMR11	HIST2H2AC	HIST2H2AC	0.39319999999999994	402	1
2_MACS_peak_12356_lociStitched	chr7	35764228	35770897	2	3909	5583.9537	1532.5362	403		HERPUD2	HERPUD2	HERPUD2	0.015099999999999988	403	1
1_MACS_peak_10787_lociStitched	chr5	90675135	90681206	1	6072	5741.3447	1691.9877	404	LOC100129716,ARRDC3		ARRDC3	ARRDC3	0.20029999999999998	404	1
1_MACS_peak_1990_lociStitched	chr10	112172836	112176244	1	3409	4942.9632	895.9632	405			DUSP5	DUSP5	0.1962	405	1
2_MACS_peak_3762_lociStitched	chr13	115024693	115029777	2	3999	5356.5024	1318.7896	406	CDC16	UPF3A	UPF3A	UPF3A	0.11019999999999999	406	1
1_MACS_peak_11661_lociStitched	chr6	52361904	52364570	1	2667	4819.5948	799.0002	407	TRAM2		EFHC1	EFHC1	0.055800000000000016	407	1
2_MACS_peak_7351_lociStitched	chr2	188846989	188854002	2	2753	5204.3473	1194.3139	408			GULP1	GULP1	NONE	408	1
1_MACS_peak_6224_lociStitched	chr19	29122174	29125104	1	2931	4783.811	774.106	409			LOC148145	LOC148145	NONE	409	1
1_MACS_peak_5036_lociStitched	chr16	90060896	90062927	1	2032	4228.7451	222.5976	410	AFG3L1P	DEF8,GAS8,CENPBD1,DBNDD1,C16orf3	DBNDD1	DEF8	0.011800000000000005	410	1
3_MACS_peak_10013_lociStitched	chr4	103533453	103542511	3	4523	5969.222	1964.6802	411	NFKB1		NFKB1	NFKB1	0.0524	411	1
2_MACS_peak_12295_lociStitched	chr7	25002415	25006544	2	2814	4989.8965	992.1987	412	OSBPL3		OSBPL3	OSBPL3	0.05610000000000001	412	1
2_MACS_peak_13506_lociStitched	chr8	126780865	126784764	2	2706	4753.2709	755.6262	413			TRIB1	TRIB1	0.2734	413	1
1_MACS_peak_10772_lociStitched	chr5	88637381	88640736	1	3356	4911.049	914.573	414			MEF2C	MEF2C	0.09260000000000002	414	1
1_MACS_peak_2789_lociStitched	chr12	1531471	1533756	1	2286	4563.602	571.0215	415	ERC1		LOC100292680	LOC100292680	NONE	415	1
1_MACS_peak_6446_lociStitched	chr2	10547952	10551363	1	3412	4903.3125	912.7836	416	HPCAL1	SNORA80B,ODC1	SNORA80B	SNORA80B	0.2877	416	1
2_MACS_peak_7935_lociStitched	chr20	46386799	46391484	2	3992	5256.57	1277.5995	417	SULF2		SULF2	SULF2	0.036699999999999997	417	1
2_MACS_peak_3056_lociStitched	chr12	46608205	46612640	2	4344	5228.4215	1254.6615	418	SLC38A1		SLC38A1	SLC38A1	0.0819	418	1
2_MACS_peak_10337_lociStitched	chr4	185455310	185460641	2	4062	5326.2021	1356.7395	419			IRF2	IRF2	NONE	419	1
2_MACS_peak_945_lociStitched	chr1	180817118	180822244	2	3683	5413.5686	1455.784	420	XPR1		KIAA1614	KIAA1614	NONE	420	1
1_MACS_peak_9109_lociStitched	chr3	119356373	119358909	1	2537	4819.9216	862.4936	421		PLA1A,POPDC2,COX17	POPDC2	POPDC2	0.14669999999999997	421	1
2_MACS_peak_12743_lociStitched	chr7	114561905	114573460	2	6420	7191.832	3237.711	422	MDFIC		MDFIC	MDFIC	0.0985	422	1
2_MACS_peak_4133_lociStitched	chr15	31637295	31646428	2	4530	5719.0846	1769.0621	423	KLF13		KLF13	KLF13	0.17439999999999997	423	1
3_MACS_peak_3946_lociStitched	chr14	81936309	81945579	3	4061	5081.814	1136.502	424	SEL1L		SEL1L	SEL1L	0.0928	424	1
2_MACS_peak_4122_lociStitched	chr15	31368958	31376291	2	3775	5642.0102	1698.3228	425	TRPM1	MIR211	MIR211	MIR211	0.023599999999999982	425	1
2_MACS_peak_4043_lociStitched	chr14	106323956	106329040	2	2308	4567.974	648.7184	426			KIAA0125	KIAA0125	NONE	426	1
1_MACS_peak_5871_lociStitched	chr18	48677865	48681201	1	3337	4867.224	953.7624	427		MEX3C	MEX3C	MEX3C	0.0572	427	1
1_MACS_peak_3776_lociStitched	chr14	23024407	23026159	1	1753	4142.0784	232.6656	428		ABHD4,DAD1	DAD1	ABHD4	0.06790000000000002	428	1
3_MACS_peak_3299_lociStitched	chr12	92855317	92865981	3	4244	6043.2888	2134.9328	429		CLLU1,CLLU1OS	CLLU1OS	CLLU1OS	0.0601	429	1
3_MACS_peak_1993_lociStitched	chr10	112256916	112264717	3	6948	6123.0049	2217.0442	430	DUSP5		DUSP5	DUSP5	0.1962	430	1
1_MACS_peak_13550_lociStitched	chr8	134510186	134514451	1	4266	5178.9895	1274.382	431	ST3GAL1		ST3GAL1	ST3GAL1	0.05300000000000002	431	1
2_MACS_peak_7834_lociStitched	chr20	32439640	32448304	2	3336	5868.1272	1965.8616	432	CHMP4B		CHMP4B	CHMP4B	0.129	432	1
1_MACS_peak_13787_lociStitched	chr9	71267430	71268950	1	1521	4259.04	365.712	433			PIP5K1B	PIP5K1B	NONE	433	1
1_MACS_peak_13033_lociStitched	chr8	12443890	12446633	1	2744	5490.9374	1601.0891	434			MIR3926-2	MIR3926-2	NONE	434	1
2_MACS_peak_12959_lociStitched	chr7	155532807	155539607	2	3958	5589.6	1700.68	435	RBM33		SHH	SHH	NONE	435	1
3_MACS_peak_5380_lociStitched	chr17	47816507	47827020	3	4751	6220.5421	2332.8347	436	FAM117A	MYST2,SLC35B1	FAM117A	FAM117A	0.06969999999999998	436	1
3_MACS_peak_950_lociStitched	chr1	181097745	181105017	3	5053	5946.3144	2059.4304	437		IER5	IER5	IER5	0.062100000000000016	437	1
1_MACS_peak_12665_lociStitched	chr7	101948249	101951023	1	2775	4840.0752	964.2424	438	SH2B2	MIR4285,SPDYE6	MIR4285	MIR4285	0.1073	438	1
1_MACS_peak_4306_lociStitched	chr15	56662573	56664768	1	2196	4385.8295	510.996	439	TEX9		TEX9	TEX9	0.0756	439	1
3_MACS_peak_3764_lociStitched	chr13	115039748	115048340	3	5284	5791.008	1927.1856	440	UPF3A	CDC16,ZNF828	UPF3A	CDC16	0.1503	440	1
1_MACS_peak_5411_lociStitched	chr17	54863871	54865128	1	1258	4186.5642	325.9401	441		DGKE,C17orf67	C17orf67	C17orf67	0.08430000000000001	441	1
2_MACS_peak_7252_lociStitched	chr2	166003964	166006827	2	2421	4535.2783	677.6721	442	SCN3A		SCN3A	SCN3A	0.049699999999999994	442	1
1_MACS_peak_7370_lociStitched	chr2	192539652	192544632	1	4981	4992.45	1136.436	443	OBFC2A		OBFC2A	OBFC2A	0.21749999999999997	443	1
1_MACS_peak_6999_lociStitched	chr2	110756142	110758516	1	2375	4618.8544	764.6654	444			LOC100288570	LOC100288570	NONE	444	1
1_MACS_peak_1046_lociStitched	chr1	194258110	194259568	1	1459	4342.7988	490.0338	445				NONE	NONE	445	1
1_MACS_peak_12008_lociStitched	chr6	134567809	134570214	1	2406	4483.401	631.553	446	SGK1		SGK1	SGK1	0.0708	446	1
1_MACS_peak_99_lociStitched	chr1	16990774	16995051	1	4278	6313.2797	2462.2689	447		MST1P2,CROCCP2	MST1P2	MST1P2	0.014000000000000012	447	1
2_MACS_peak_8423_lociStitched	chr22	35704160	35707837	2	3583	4876.8051	1030.2954	448	TOM1	MIR3909	TOM1	TOM1	0.07370000000000002	448	1
1_MACS_peak_5573_lociStitched	chr17	75205102	75209684	1	4583	5343.9866	1501.9796	449	SEC14L1		SEC14L1	SEC14L1	0.14489999999999997	449	1
3_MACS_peak_8164_lociStitched	chr21	34746257	34756971	3	5204	6768.0338	2927.0648	450		IFNAR1,IFNGR2	IFNGR2	IFNAR1	0.09160000000000001	450	1
3_MACS_peak_4446_lociStitched	chr15	77471578	77481016	3	3643	5545.7688	1712.0532	451	PEAK1	C15orf5	C15orf5	NONE	NONE	451	1
4_MACS_peak_4335_lociStitched	chr15	63765864	63779911	4	5957	6989.7872	3159.1703	452		USP3	USP3	USP3	0.03680000000000001	452	1
3_MACS_peak_11863_lociStitched	chr6	106227828	106240140	3	3828	6302.5128	2475.9432	453			PRDM1	PRDM1	0.2733	453	1
2_MACS_peak_6894_lociStitched	chr2	89050649	89055272	2	4280	5114.4249	1297.2138	454		ANKRD36BP2	ANKRD36BP2	ANKRD36BP2	0.0204	454	1
2_MACS_peak_6781_lociStitched	chr2	65616680	65622143	2	2976	5118.831	1307.2959	455	SPRED2	SPRED2	SPRED2	SPRED2	0.0703	455	1
3_MACS_peak_7512_lociStitched	chr2	217080898	217088512	3	5272	5830.0398	2019.2328	456			XRCC5	XRCC5	NONE	456	1
2_MACS_peak_2413_lociStitched	chr11	65238958	65245908	2	3911	5259.76	1451.16	457		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	0.6755	457	1
2_MACS_peak_9148_lociStitched	chr3	125554005	125560284	2	4012	5421.2886	1618.7262	458		MIR548I1	MIR548I1	NONE	NONE	458	1
3_MACS_peak_13115_lociStitched	chr8	28195378	28206574	3	5245	5903.6508	2105.9676	459	PNOC,ZNF395		PNOC	PNOC	0.0781	459	1
1_MACS_peak_12886_lociStitched	chr7	141256698	141259352	1	2655	4824.4412	1028.6904	460	AGK		AGK	AGK	0.0416	460	1
1_MACS_peak_4592_lociStitched	chr15	101738492	101741028	1	2537	4375.1072	582.7728	461	CHSY1		CHSY1	CHSY1	0.06889999999999999	461	1
1_MACS_peak_7560_lociStitched	chr2	227636863	227638439	1	1577	4168.52	376.664	462	IRS1		IRS1	IRS1	0.07070000000000001	462	1
2_MACS_peak_11635_lociStitched	chr6	45644866	45650596	2	2755	4869.927	1087.554	463			RUNX2	RUNX2	0.031299999999999994	463	1
2_MACS_peak_1211_lociStitched	chr1	218629059	218634390	2	3631	5453.613	1672.8678	464			TGFB2	TGFB2	NONE	464	1
2_MACS_peak_14089_lociStitched	chr9	123654073	123660282	2	3189	5071.5112	1292.7138	465		LOC253039,PSMD5,PHF19,TRAF1	PHF19	TRAF1	0.07470000000000002	465	1
3_MACS_peak_4429_lociStitched	chr15	75353226	75362696	3	5624	5828.785	2063.513	466		PPCDC	PPCDC	PPCDC	0.18369999999999997	466	1
3_MACS_peak_5279_lociStitched	chr17	37925752	37937898	3	3995	6422.8048	2657.5448	467	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.05869999999999999	467	1
4_MACS_peak_11231_lociStitched	chr5	175077458	175085348	4	6048	5537.991	1773.672	468	HRH2	HRH2	HRH2	HRH2	0.0772	468	1
3_MACS_peak_5362_lociStitched	chr17	46528275	46535273	3	5354	5456.3406	1697.015	469		SKAP1	SKAP1	NONE	NONE	469	1
3_MACS_peak_953_lociStitched	chr1	181117896	181129804	3	4863	7105.5036	3356.8652	470			IER5	IER5	0.062100000000000016	470	1
1_MACS_peak_7728_lociStitched	chr20	12033402	12034819	1	1418	4176.1824	428.6425	471			BTBD3	BTBD3	NONE	471	1
2_MACS_peak_1462_lociStitched	chr10	8172947	8175937	2	2857	4441.944	696.371	472			GATA3	GATA3	NONE	472	1
1_MACS_peak_807_lociStitched	chr1	160641409	160646170	1	4762	5753.6685	2032.4709	473		SLAMF1,CD48	SLAMF1	CD48	0.1542	473	1
1_MACS_peak_13017_lociStitched	chr8	10822410	10825240	1	2831	4684.782	964.181	474	XKR6		MIR598	MIR598	NONE	474	1
4_MACS_peak_1003_lociStitched	chr1	186583403	186596391	4	4967	6591.41	2871.6468	475			PTGS2	PTGS2	NONE	475	1
1_MACS_peak_3722_lociStitched	chr13	109813596	109815834	1	2239	4215.0492	495.717	476	MYO16		MYO16	MYO16	0.004699999999999996	476	1
2_MACS_peak_854_lociStitched	chr1	164685776	164691302	2	3829	5416.0326	1705.3236	477	PBX1		PBX1	PBX1	0.02579999999999999	477	1
1_MACS_peak_7893_lociStitched	chr20	42309171	42311987	1	2817	4556.0064	847.616	478	MYBL2	GTSF1L	MYBL2	GTSF1L	0.06600000000000002	478	1
3_MACS_peak_602_lociStitched	chr1	143442290	143451384	3	6686	6264.8566	2563.5986	479			LOC100130000	LOC100130000	NONE	479	1
3_MACS_peak_1056_lociStitched	chr1	197740163	197748533	3	6260	6578.82	2889.324	480	DENND1B		DENND1B	DENND1B	0.0194	480	1
1_MACS_peak_8558_lociStitched	chr22	48391688	48393063	1	1376	3989.975	301.125	481			MIR3201	MIR3201	NONE	481	1
2_MACS_peak_2048_lociStitched	chr10	125823033	125832524	2	7254	5780.9681	2092.7655	482	CHST15		CHST15	CHST15	0.08979999999999999	482	1
3_MACS_peak_2499_lociStitched	chr11	78131163	78139522	3	4677	5488.5194	1803.0363	483		GAB2	GAB2	GAB2	0.018000000000000016	483	1
1_MACS_peak_9551_lociStitched	chr3	197438550	197440778	1	2229	4585.0012	899.6664	484	KIAA0226	FYTTD1,MIR922	KIAA0226	KIAA0226	0.11069999999999999	484	1
2_MACS_peak_10770_lociStitched	chr5	88608497	88616950	2	3675	5526.5714	1850.3617	485			MEF2C	MEF2C	0.09260000000000002	485	1
1_MACS_peak_8226_lociStitched	chr21	41304012	41308558	1	4547	5533.3912	1858.8594	486			PCP4	PCP4	NONE	486	1
1_MACS_peak_12046_lociStitched	chr6	138247397	138250178	1	2782	4305.2661	632.6775	487			TNFAIP3	TNFAIP3	NONE	487	1
1_MACS_peak_3200_lociStitched	chr12	68874265	68878111	1	3847	4713.6576	1042.6506	488			RAP1B	RAP1B	NONE	488	1
2_MACS_peak_11532_lociStitched	chr6	31701736	31708607	2	4864	5450.7643	1783.7116	489	MSH5,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,BAT5,LY6G6E,LY6G6C,DDAH2,C6orf27	CLIC1	CLIC1	0.3355	489	1
2_MACS_peak_3753_lociStitched	chr13	114789695	114794119	2	4148	4500.9776	836.5784	490	RASA3		RASA3	RASA3	0.07949999999999999	490	1
2_MACS_peak_11873_lociStitched	chr6	106588620	106595254	2	5274	5574.5502	1915.2358	491		PRDM1	PRDM1	PRDM1	0.2733	491	1
1_MACS_peak_3759_lociStitched	chr13	114913317	114915930	1	2614	4180.0161	521.5548	492		RASA3	RASA3	RASA3	0.07949999999999999	492	1
2_MACS_peak_12670_lociStitched	chr7	102081545	102086434	2	3319	4778.0197	1123.9811	493	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	ORAI2	0.1706	493	1
2_MACS_peak_6099_lociStitched	chr19	10329951	10333655	2	3051	4458.5048	806.7312	494	S1PR2	MIR4322,MRPL4,ICAM1,DNMT1	MIR4322	MIR4322	0.06390000000000001	494	1
1_MACS_peak_11550_lociStitched	chr6	32935541	32940992	1	5452	5163.1872	1513.1976	495	BRD2	HLA-DMB,HLA-DMA,HLA-DOA	BRD2	BRD2	0.1828	495	1
1_MACS_peak_1051_lociStitched	chr1	195163583	195165775	1	2193	4421.4832	773.1184	496				NONE	NONE	496	1
1_MACS_peak_3295_lociStitched	chr12	92755360	92759873	1	4514	4828.91	1189.6268	497			CLLU1	CLLU1	0.056499999999999995	497	1
1_MACS_peak_9343_lociStitched	chr3	169083847	169085696	1	1850	4398.0314	760.4937	498	MECOM		MECOM	MECOM	0.0010000000000000009	498	1
2_MACS_peak_4996_lociStitched	chr16	81842235	81851996	2	4560	4847.3126	1210.364	499	PLCG2		PLCG2	PLCG2	0.028500000000000004	499	1
3_MACS_peak_8350_lociStitched	chr22	23478349	23488130	3	6147	5898.9211	2262.3453	500	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.0315	500	1
2_MACS_peak_1899_lociStitched	chr10	94869551	94876088	2	2724	5049.8325	1422.4512	501		CYP26C1,CYP26A1	CYP26A1	CYP26A1	0.14340000000000003	501	1
3_MACS_peak_9497_lociStitched	chr3	191007666	191019593	3	5167	6799.5827	3174.9674	502	UTS2D	CCDC50	CCDC50	CCDC50	0.0345	502	1
3_MACS_peak_9577_lociStitched	chr4	3042081	3050161	3	5257	5201.096	1582.872	503	GRK4	HTT	HTT	NONE	NONE	503	1
2_MACS_peak_117_lociStitched	chr1	21616805	21622231	2	4161	5065.171	1447.6568	504	ECE1	ECE1	ECE1	ECE1	0.023699999999999985	504	1
1_MACS_peak_2759_lociStitched	chr11	130635260	130637975	1	2716	4324.1805	714.045	505			SNX19	SNX19	NONE	505	1
1_MACS_peak_9394_lociStitched	chr3	176585369	176587002	1	1634	4201.5457	596.6982	506			TBL1XR1	TBL1XR1	0.08200000000000002	506	1
2_MACS_peak_13173_lociStitched	chr8	37755785	37761965	2	3285	4699.89	1095.096	507	RAB11FIP1	BRF2,GOT1L1	RAB11FIP1	RAB11FIP1	0.20740000000000003	507	1
1_MACS_peak_7008_lociStitched	chr2	111504821	111507122	1	2302	4291.1349	686.8485	508	ACOXL		ACOXL	ACOXL	0.036500000000000005	508	1
1_MACS_peak_7350_lociStitched	chr2	188732572	188734853	1	2282	4265.0138	662.8586	509			TFPI	TFPI	0.0058	509	1
2_MACS_peak_583_lociStitched	chr1	120622772	120631650	2	3831	6930.1668	3329.25	510		NOTCH2	NOTCH2	NOTCH2	0.013399999999999995	510	1
1_MACS_peak_1024_lociStitched	chr1	192485048	192486960	1	1913	4495.6856	895.9632	511			RGS1	RGS1	0.5355	511	1
