REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50.bam	36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
1_MACS_peak_11682_lociStitched	chr6	53675570	53676887	1	1318	1390.3569	362.0433
1_MACS_peak_12036_lociStitched	chr6	137957885	137959202	1	1318	1077.8328000000001	363.2286
1_MACS_peak_13762_lociStitched	chr9	67018102	67019419	1	1318	738.5735999999999	307.38779999999997
1_MACS_peak_13939_lociStitched	chr9	99180309	99181626	1	1318	692.0835	246.1473
1_MACS_peak_14513_lociStitched	chrX	148606527	148607844	1	1318	819.4373999999999	193.0722
1_MACS_peak_1419_lociStitched	chr10	621176	622492	1	1317	1424.0436	374.2704
1_MACS_peak_5345_lociStitched	chr17	44438439	44439755	1	1317	656.5524	227.2732
1_MACS_peak_5412_lociStitched	chr17	54947035	54948351	1	1317	1503.3984	279.5184
1_MACS_peak_5651_lociStitched	chr17	80744841	80746157	1	1317	1268.4923999999999	248.1976
1_MACS_peak_5993_lociStitched	chr19	70215	71531	1	1317	806.0500000000001	317.5508
1_MACS_peak_8771_lociStitched	chr3	43731470	43732786	1	1317	823.5528	235.4324
1_MACS_peak_8934_lociStitched	chr3	71440929	71442245	1	1317	1919.2543999999998	353.08279999999996
1_MACS_peak_10562_lociStitched	chr5	43120438	43121754	1	1317	821.5788	292.2836
1_MACS_peak_12686_lociStitched	chr7	104766985	104768301	1	1317	1255.3324	333.606
1_MACS_peak_1728_lociStitched	chr10	64440621	64441936	1	1316	993.351	271.153
1_MACS_peak_4163_lociStitched	chr15	36871035	36872350	1	1316	750.076	275.887
1_MACS_peak_4562_lociStitched	chr15	94772481	94773796	1	1316	1170.613	265.63
1_MACS_peak_4624_lociStitched	chr16	2917627	2918942	1	1316	1132.0835	284.56600000000003
1_MACS_peak_6932_lociStitched	chr2	99224436	99225751	1	1316	951.534	365.1755
1_MACS_peak_9067_lociStitched	chr3	111456330	111457645	1	1316	1119.9855	355.4445
1_MACS_peak_11083_lociStitched	chr5	148736661	148737976	1	1316	833.71	328.3555
1_MACS_peak_13483_lociStitched	chr8	126122564	126123879	1	1316	2090.587	297.45300000000003
1_MACS_peak_135_lociStitched	chr1	24017768	24019082	1	1315	965.6586	323.24399999999997
1_MACS_peak_2427_lociStitched	chr11	65685841	65687155	1	1315	571.7214	147.0366
1_MACS_peak_2676_lociStitched	chr11	119251774	119253088	1	1315	937.6704	319.5648
1_MACS_peak_3259_lociStitched	chr12	81096269	81097583	1	1315	1133.0621999999998	397.09080000000006
1_MACS_peak_3704_lociStitched	chr13	100740648	100741962	1	1315	830.0538	239.4108
1_MACS_peak_4584_lociStitched	chr15	100243577	100244891	1	1315	963.0306	363.0582
1_MACS_peak_6396_lociStitched	chr2	676814	678128	1	1315	1204.5438	343.2168
1_MACS_peak_8550_lociStitched	chr22	47157932	47159246	1	1315	830.0538	255.4416
1_MACS_peak_10214_lociStitched	chr4	153456947	153458261	1	1315	1071.9612	411.0192
1_MACS_peak_11597_lociStitched	chr6	37744317	37745631	1	1315	892.9943999999999	376.72380000000004
1_MACS_peak_12021_lociStitched	chr6	135643494	135644808	1	1315	783.4068	278.0424
1_MACS_peak_12214_lociStitched	chr7	7959748	7961062	1	1315	1050.9371999999998	408.3912
1_MACS_peak_12771_lociStitched	chr7	120637549	120638863	1	1315	1341.9882000000002	298.80359999999996
1_MACS_peak_13028_lociStitched	chr8	11825283	11826597	1	1315	1306.6416	340.4574
1_MACS_peak_13124_lociStitched	chr8	28844278	28845592	1	1315	1081.5534	337.43519999999995
1_MACS_peak_3229_lociStitched	chr12	76371295	76372608	1	1314	2487.8724	426.9876
1_MACS_peak_3494_lociStitched	chr12	130014898	130016211	1	1314	943.9157	179.3558
1_MACS_peak_3641_lociStitched	chr13	78353394	78354707	1	1314	883.9116	322.2102
1_MACS_peak_4987_lociStitched	chr16	79661922	79663235	1	1314	1394.6686	204.56539999999998
1_MACS_peak_5300_lociStitched	chr17	38754520	38755833	1	1314	801.5865	230.0376
1_MACS_peak_9750_lociStitched	chr4	42658742	42660055	1	1314	952.8441	286.7592
1_MACS_peak_2109_lociStitched	chr11	3243902	3245214	1	1313	1538.3200000000002	292.18240000000003
1_MACS_peak_2204_lociStitched	chr11	18267593	18268905	1	1313	933.8815999999999	320.784
1_MACS_peak_4152_lociStitched	chr15	33493410	33494722	1	1313	1176.7328	275.9136
1_MACS_peak_7787_lociStitched	chr20	24764572	24765884	1	1313	858.704	379.82399999999996
1_MACS_peak_8421_lociStitched	chr22	35595293	35596605	1	1313	769.488	354.1088
1_MACS_peak_9492_lociStitched	chr3	188139149	188140461	1	1313	1192.0832	408.2944
1_MACS_peak_9760_lociStitched	chr4	48180347	48181659	1	1313	2094.2144000000003	427.5808
1_MACS_peak_225_lociStitched	chr1	33446310	33447621	1	1312	1307.1981	439.4472
1_MACS_peak_1448_lociStitched	chr10	5937526	5938837	1	1312	871.6839000000001	364.58910000000003
1_MACS_peak_4266_lociStitched	chr15	50978353	50979664	1	1312	744.5169	283.9626
1_MACS_peak_4531_lociStitched	chr15	90589843	90591154	1	1312	1481.6922000000002	438.7917
1_MACS_peak_6795_lociStitched	chr2	68588832	68590143	1	1312	924.6483000000001	382.28760000000005
1_MACS_peak_9086_lociStitched	chr3	113325325	113326636	1	1312	1420.7307	496.869
1_MACS_peak_12544_lociStitched	chr7	76022001	76023312	1	1312	820.0305	289.0755
1_MACS_peak_1904_lociStitched	chr10	96103806	96105116	1	1311	712.509	288.33099999999996
1_MACS_peak_2037_lociStitched	chr10	124638544	124639854	1	1311	783.118	253.485
1_MACS_peak_3645_lociStitched	chr13	78705066	78706376	1	1311	1001.102	246.935
1_MACS_peak_4616_lociStitched	chr16	2014345	2015655	1	1311	872.0669999999999	265.799
1_MACS_peak_6919_lociStitched	chr2	98573800	98575110	1	1311	859.229	140.56300000000002
1_MACS_peak_8842_lociStitched	chr3	49481043	49482353	1	1311	1820.376	280.602
1_MACS_peak_10598_lociStitched	chr5	55401094	55402404	1	1311	897.743	338.635
1_MACS_peak_13842_lociStitched	chr9	84442302	84443612	1	1311	1782.517	393.131
1_MACS_peak_14145_lociStitched	chr9	130699168	130700478	1	1311	710.8059999999999	323.439
1_MACS_peak_3358_lociStitched	chr12	101092320	101093629	1	1310	977.9539	304.8661
1_MACS_peak_3476_lociStitched	chr12	125092978	125094287	1	1310	895.6178	269.7849
1_MACS_peak_3768_lociStitched	chr13	115105113	115106422	1	1310	951.1194	289.6817
1_MACS_peak_6869_lociStitched	chr2	86667291	86668600	1	1310	1102.0471	434.98069999999996
1_MACS_peak_7271_lociStitched	chr2	171058013	171059322	1	1310	1018.7947	345.31419999999997
1_MACS_peak_7870_lociStitched	chr20	36155807	36157116	1	1310	819.0413000000001	309.4476
1_MACS_peak_8871_lociStitched	chr3	56716630	56717939	1	1310	760.6598999999999	284.3148
1_MACS_peak_10713_lociStitched	chr5	77589931	77591240	1	1310	797.0501	284.96930000000003
1_MACS_peak_238_lociStitched	chr1	36396023	36397331	1	1309	760.602	262.908
1_MACS_peak_723_lociStitched	chr1	154180947	154182255	1	1309	959.2872000000001	278.7348
1_MACS_peak_2741_lociStitched	chr11	128763242	128764550	1	1309	1223.7648	340.08
1_MACS_peak_5443_lociStitched	chr17	57364560	57365868	1	1309	1558.482	99.2772
1_MACS_peak_5714_lociStitched	chr18	11637090	11638398	1	1309	1247.4396	231.90840000000003
1_MACS_peak_5908_lociStitched	chr18	55500463	55501771	1	1309	1059.48	251.79
1_MACS_peak_9484_lociStitched	chr3	186847934	186849242	1	1309	1352.6028000000001	397.3704
1_MACS_peak_3130_lociStitched	chr12	56222676	56223983	1	1308	806.2883	318.5159
1_MACS_peak_4079_lociStitched	chr15	23414436	23415743	1	1308	641.3449	270.0262
1_MACS_peak_8538_lociStitched	chr22	45644480	45645787	1	1308	1000.3778	215.00150000000002
1_MACS_peak_10849_lociStitched	chr5	110074095	110075402	1	1308	850.9877	317.33959999999996
1_MACS_peak_11638_lociStitched	chr6	45704805	45706112	1	1308	1103.2386999999999	269.3727
1_MACS_peak_12329_lociStitched	chr7	29713775	29715082	1	1308	1649.1726	241.40290000000002
1_MACS_peak_881_lociStitched	chr1	169084896	169086202	1	1307	1794.7052	459.5814
1_MACS_peak_7464_lociStitched	chr2	205409513	205410819	1	1307	955.6002	204.12779999999998
1_MACS_peak_8178_lociStitched	chr21	36012066	36013372	1	1307	1029.6504	300.38
1_MACS_peak_9673_lociStitched	chr4	23349775	23351081	1	1307	1213.1434	301.8166
1_MACS_peak_9722_lociStitched	chr4	38753292	38754598	1	1307	621.0029999999999	278.96160000000003
1_MACS_peak_10222_lociStitched	chr4	153700550	153701856	1	1307	800.0556	285.8834
1_MACS_peak_10301_lociStitched	chr4	178230002	178231308	1	1307	758.133	178.3996
1_MACS_peak_12798_lociStitched	chr7	124884229	124885535	1	1307	772.1071999999999	200.8628
1_MACS_peak_115_lociStitched	chr1	21348375	21349680	1	1306	1482.4799999999998	402.20099999999996
1_MACS_peak_4543_lociStitched	chr15	91395429	91396734	1	1306	988.7985000000001	395.0235
1_MACS_peak_6859_lociStitched	chr2	86115623	86116928	1	1306	1087.848	286.056
1_MACS_peak_7534_lociStitched	chr2	220461979	220463284	1	1306	950.1705	308.502
1_MACS_peak_8734_lociStitched	chr3	33759000	33760305	1	1306	972.8775	353.7855
1_MACS_peak_10773_lociStitched	chr5	88649275	88650580	1	1306	1031.472	252.126
1_MACS_peak_10797_lociStitched	chr5	95169897	95171202	1	1306	1001.196	290.3625
1_MACS_peak_12739_lociStitched	chr7	112699686	112700991	1	1306	988.146	360.702
1_MACS_peak_13007_lociStitched	chr8	9480192	9481497	1	1306	963.09	385.36650000000003
1_MACS_peak_4843_lociStitched	chr16	48491702	48493006	1	1305	1446.788	427.4512
1_MACS_peak_5229_lociStitched	chr17	33287697	33289001	1	1305	963.656	299.6592
1_MACS_peak_5794_lociStitched	chr18	32620523	32621827	1	1305	1321.2128000000002	321.17519999999996
1_MACS_peak_7262_lociStitched	chr2	169227505	169228809	1	1305	844.6008	298.0944
1_MACS_peak_7393_lociStitched	chr2	197138858	197140162	1	1305	826.9968	237.328
1_MACS_peak_7987_lociStitched	chr20	52345690	52346994	1	1305	1888.9744	328.99920000000003
1_MACS_peak_10262_lociStitched	chr4	168991859	168993163	1	1305	837.9504	226.24399999999997
1_MACS_peak_10945_lociStitched	chr5	126655746	126657050	1	1305	1609.788	457.18240000000003
1_MACS_peak_11557_lociStitched	chr6	33547034	33548338	1	1305	622.1384	275.796
1_MACS_peak_1014_lociStitched	chr1	187590861	187592164	1	1304	915.2272	314.9351
1_MACS_peak_1216_lociStitched	chr1	219263546	219264849	1	1304	1656.7645	392.0727
1_MACS_peak_2534_lociStitched	chr11	85375386	85376689	1	1304	924.7391	212.1284
1_MACS_peak_5536_lociStitched	chr17	73178503	73179806	1	1304	941.9387	241.31560000000002
1_MACS_peak_7989_lociStitched	chr20	52367413	52368716	1	1304	1335.4447	448.3623
1_MACS_peak_12531_lociStitched	chr7	74341476	74342779	1	1304	1331.9266	176.29590000000002
1_MACS_peak_12652_lociStitched	chr7	99993765	99995068	1	1304	1083.0536	305.4232
1_MACS_peak_273_lociStitched	chr1	40524582	40525884	1	1303	1325.0454	394.1154
1_MACS_peak_2873_lociStitched	chr12	11933332	11934634	1	1303	1440.5328	370.419
1_MACS_peak_2889_lociStitched	chr12	12939447	12940749	1	1303	706.3349999999999	290.0856
1_MACS_peak_3493_lociStitched	chr12	129314163	129315465	1	1303	731.2032	238.0056
1_MACS_peak_6017_lociStitched	chr19	1660330	1661632	1	1303	1077.405	328.49460000000005
1_MACS_peak_12848_lociStitched	chr7	135996688	135997990	1	1303	846.5604	252.4578
1_MACS_peak_2591_lociStitched	chr11	104427126	104428427	1	1302	624.0897	160.5434
1_MACS_peak_4196_lociStitched	chr15	40885630	40886931	1	1302	963.5206000000001	322.1276
1_MACS_peak_5440_lociStitched	chr17	56735926	56737227	1	1302	1164.1348	357.5148
1_MACS_peak_5457_lociStitched	chr17	60248181	60249482	1	1302	873.1011000000001	284.3986
1_MACS_peak_9994_lociStitched	chr4	101083057	101084358	1	1302	1110.5336	272.1692
1_MACS_peak_13337_lociStitched	chr8	80604888	80606189	1	1302	938.4113000000001	334.2269
1_MACS_peak_14051_lociStitched	chr9	116285248	116286549	1	1302	1136.2934	359.9867
1_MACS_peak_984_lociStitched	chr1	184536288	184537588	1	1301	1246.44	454.74
1_MACS_peak_999_lociStitched	chr1	186162934	186164234	1	1301	1547.1299999999999	543.01
1_MACS_peak_1586_lociStitched	chr10	30637501	30638801	1	1301	709.41	231.14000000000001
1_MACS_peak_4959_lociStitched	chr16	71176789	71178089	1	1301	1179.1000000000001	425.23
1_MACS_peak_7779_lociStitched	chr20	23982145	23983445	1	1301	1288.82	277.81
1_MACS_peak_8986_lociStitched	chr3	95075319	95076619	1	1301	1111.5	299.78
1_MACS_peak_9940_lociStitched	chr4	87280750	87282050	1	1301	1168.7	297.96
1_MACS_peak_12065_lociStitched	chr6	140085321	140086621	1	1301	1239.81	307.71
1_MACS_peak_12900_lociStitched	chr7	143397836	143399136	1	1301	716.04	229.84
1_MACS_peak_13775_lociStitched	chr9	69882392	69883692	1	1301	671.84	246.35
1_MACS_peak_927_lociStitched	chr1	178062250	178063549	1	1300	877.6043999999999	342.93600000000004
1_MACS_peak_1791_lociStitched	chr10	75935748	75937047	1	1300	1003.7373000000001	359.9529
1_MACS_peak_2480_lociStitched	chr11	73490085	73491384	1	1300	1035.8226	272.2704
1_MACS_peak_2644_lociStitched	chr11	115809999	115811298	1	1300	1534.2489	280.32419999999996
1_MACS_peak_3201_lociStitched	chr12	69003487	69004786	1	1300	708.7343999999999	236.1582
1_MACS_peak_3439_lociStitched	chr12	116996819	116998118	1	1300	1702.0797	118.9884
1_MACS_peak_5333_lociStitched	chr17	43212353	43213652	1	1300	846.2985	315.1374
1_MACS_peak_6438_lociStitched	chr2	9983058	9984357	1	1300	787.4538	293.3142
1_MACS_peak_10376_lociStitched	chr4	187760099	187761398	1	1300	1053.8787	238.75619999999998
1_MACS_peak_12052_lociStitched	chr6	138427948	138429247	1	1300	744.5868	219.9207
1_MACS_peak_13043_lociStitched	chr8	16314220	16315519	1	1300	1508.9184	232.1313
1_MACS_peak_961_lociStitched	chr1	182758105	182759403	1	1299	852.6562	420.1626
1_MACS_peak_6692_lociStitched	chr2	54342093	54343391	1	1299	1000.8878	304.381
1_MACS_peak_7357_lociStitched	chr2	190816877	190818175	1	1299	1164.306	305.2896
1_MACS_peak_7624_lociStitched	chr2	238582938	238584236	1	1299	1306.8264	198.2046
1_MACS_peak_7753_lociStitched	chr20	18268144	18269442	1	1299	639.5246000000001	215.7276
1_MACS_peak_10201_lociStitched	chr4	148700877	148702175	1	1299	846.9449999999999	235.4572
1_MACS_peak_10519_lociStitched	chr5	35319131	35320429	1	1299	1121.6018	281.40639999999996
1_MACS_peak_10988_lociStitched	chr5	131891906	131893204	1	1299	941.1798	288.02619999999996
1_MACS_peak_12019_lociStitched	chr6	135547294	135548592	1	1299	2195.8266	323.0722
1_MACS_peak_6021_lociStitched	chr19	1875538	1876835	1	1298	959.5206000000001	310.1127
1_MACS_peak_7203_lociStitched	chr2	153468048	153469345	1	1298	1037.9891	309.2048
1_MACS_peak_8038_lociStitched	chr20	58675568	58676865	1	1298	1039.5455	212.0595
1_MACS_peak_8152_lociStitched	chr21	34099643	34100940	1	1298	1086.6266	348.5039
1_MACS_peak_8310_lociStitched	chr22	18188556	18189853	1	1298	1129.687	331.5132
1_MACS_peak_8524_lociStitched	chr22	42976982	42978279	1	1298	709.7184	223.08399999999997
1_MACS_peak_9434_lociStitched	chr3	181716717	181718014	1	1298	1471.8356	260.1782
1_MACS_peak_10990_lociStitched	chr5	131975042	131976339	1	1298	1271.4491	212.3189
1_MACS_peak_13872_lociStitched	chr9	91925002	91926299	1	1298	1336.6882	405.05310000000003
1_MACS_peak_4008_lociStitched	chr14	96128941	96130237	1	1297	692.9712	209.1744
1_MACS_peak_5068_lociStitched	chr17	3626648	3627944	1	1297	707.7456000000001	206.58239999999998
1_MACS_peak_6475_lociStitched	chr2	15281789	15283085	1	1297	1267.0992	359.51039999999995
1_MACS_peak_9815_lociStitched	chr4	69215235	69216531	1	1297	1058.0544	395.53920000000005
1_MACS_peak_11545_lociStitched	chr6	32577256	32578552	1	1297	1666.656	318.9456
1_MACS_peak_12383_lociStitched	chr7	41744255	41745551	1	1297	914.8464	322.704
1_MACS_peak_12902_lociStitched	chr7	143589434	143590730	1	1297	788.6160000000001	228.3552
1_MACS_peak_13054_lociStitched	chr8	18588327	18589623	1	1297	982.2384000000001	224.4672
1_MACS_peak_13258_lociStitched	chr8	60880955	60882251	1	1297	1670.2848	233.28
1_MACS_peak_3422_lociStitched	chr12	111350751	111352046	1	1296	1455.9685000000002	191.0125
1_MACS_peak_6143_lociStitched	chr19	13928208	13929503	1	1296	775.446	338.9015
1_MACS_peak_9190_lociStitched	chr3	132268364	132269659	1	1296	1175.9895000000001	426.70250000000004
1_MACS_peak_10468_lociStitched	chr5	16067068	16068363	1	1296	1491.7105	207.977
1_MACS_peak_13770_lociStitched	chr9	69015265	69016560	1	1296	534.058	178.8395
1_MACS_peak_850_lociStitched	chr1	164472053	164473347	1	1295	764.2364	229.2968
1_MACS_peak_1821_lociStitched	chr10	81076908	81078202	1	1295	1328.4204	367.6254
1_MACS_peak_3235_lociStitched	chr12	77157473	77158767	1	1295	738.0976	258.2824
1_MACS_peak_4120_lociStitched	chr15	31296048	31297342	1	1295	3120.8692	417.962
1_MACS_peak_4857_lociStitched	chr16	51022161	51023455	1	1295	644.0237999999999	252.58880000000002
1_MACS_peak_5103_lociStitched	chr17	6756699	6757993	1	1295	760.6132	258.6706
1_MACS_peak_9084_lociStitched	chr3	112566189	112567483	1	1295	907.8704	171.5844
1_MACS_peak_9267_lociStitched	chr3	152808273	152809567	1	1295	921.975	297.62
1_MACS_peak_10877_lociStitched	chr5	114961173	114962467	1	1295	781.4466	234.73160000000001
1_MACS_peak_13974_lociStitched	chr9	102860901	102862195	1	1295	703.6772	288.1738
1_MACS_peak_1689_lociStitched	chr10	54615086	54616379	1	1294	1038.0203999999999	271.7886
1_MACS_peak_4746_lociStitched	chr16	21840703	21841996	1	1294	832.8213	283.8135
1_MACS_peak_4840_lociStitched	chr16	46917268	46918561	1	1294	877.3004999999999	372.1254
1_MACS_peak_5395_lociStitched	chr17	49036394	49037687	1	1294	1375.8813	262.47900000000004
1_MACS_peak_5683_lociStitched	chr18	8951176	8952469	1	1294	1252.917	258.21209999999996
1_MACS_peak_7688_lociStitched	chr20	7668107	7669400	1	1294	722.3991	232.9986
1_MACS_peak_7786_lociStitched	chr20	24540945	24542238	1	1294	1087.9302	302.0448
1_MACS_peak_9624_lociStitched	chr4	11472816	11474109	1	1294	942.3384	237.912
1_MACS_peak_9665_lociStitched	chr4	18981756	18983049	1	1294	1959.8001000000002	352.2132
1_MACS_peak_9808_lociStitched	chr4	67777073	67778366	1	1294	1609.2677999999999	278.9001
1_MACS_peak_10904_lociStitched	chr5	121633134	121634427	1	1294	1242.3144	280.3224
1_MACS_peak_11977_lociStitched	chr6	129927279	129928572	1	1294	1175.5956	345.10170000000005
1_MACS_peak_14178_lociStitched	chr9	134595234	134596527	1	1294	1113.7902000000001	252.78150000000002
1_MACS_peak_36_lociStitched	chr1	6844078	6845370	1	1293	801.4276	232.4308
1_MACS_peak_378_lociStitched	chr1	61783893	61785185	1	1293	1813.7096	298.1936
1_MACS_peak_1084_lociStitched	chr1	201732682	201733974	1	1293	1147.0376	470.93399999999997
1_MACS_peak_2209_lociStitched	chr11	18547803	18549095	1	1293	960.6020000000001	276.35880000000003
1_MACS_peak_3415_lociStitched	chr12	109552097	109553389	1	1293	1183.9888	204.91119999999998
1_MACS_peak_3735_lociStitched	chr13	111565297	111566589	1	1293	770.0319999999999	198.5804
1_MACS_peak_4088_lociStitched	chr15	24513787	24515079	1	1293	1219.002	316.28159999999997
1_MACS_peak_6460_lociStitched	chr2	11645707	11646999	1	1293	1036.4424000000001	316.9276
1_MACS_peak_6918_lociStitched	chr2	98486413	98487705	1	1293	1922.7544	173.774
1_MACS_peak_8488_lociStitched	chr22	39662143	39663435	1	1293	1721.7192	364.98999999999995
1_MACS_peak_8663_lociStitched	chr3	16953501	16954793	1	1293	1197.684	440.1844
1_MACS_peak_10447_lociStitched	chr5	10631835	10633127	1	1293	1000.5247999999999	173.3864
1_MACS_peak_10611_lociStitched	chr5	56124549	56125841	1	1293	1070.5512	298.5812
1_MACS_peak_10649_lociStitched	chr5	64330775	64332067	1	1293	844.7096	277.134
1_MACS_peak_12526_lociStitched	chr7	74074832	74076124	1	1293	934.5036000000001	295.3512
1_MACS_peak_13947_lociStitched	chr9	100320757	100322049	1	1293	1733.0888	523.0015999999999
1_MACS_peak_2311_lociStitched	chr11	46264157	46265448	1	1292	1163.7074	357.7361
1_MACS_peak_3337_lociStitched	chr12	96252015	96253306	1	1292	952.758	298.3501
1_MACS_peak_4465_lociStitched	chr15	80324870	80326161	1	1292	927.3253000000001	386.6545
1_MACS_peak_7711_lociStitched	chr20	9724676	9725967	1	1292	1366.0071	332.04519999999997
1_MACS_peak_8400_lociStitched	chr22	31005013	31006304	1	1292	1132.5943	408.21419999999995
1_MACS_peak_8443_lociStitched	chr22	36877096	36878387	1	1292	831.5331	300.2866
1_MACS_peak_8898_lociStitched	chr3	63896998	63898289	1	1292	691.7178000000001	137.6206
1_MACS_peak_9812_lociStitched	chr4	68440813	68442104	1	1292	926.4216	316.9405
1_MACS_peak_11611_lociStitched	chr6	42857994	42859285	1	1292	841.9902	236.89849999999998
1_MACS_peak_14295_lociStitched	chrX	24072002	24073293	1	1292	751.2329	72.8124
1_MACS_peak_918_lociStitched	chr1	175358954	175360244	1	1291	954.987	340.818
1_MACS_peak_6598_lociStitched	chr2	38161443	38162733	1	1291	889.842	261.483
1_MACS_peak_7687_lociStitched	chr20	7485539	7486829	1	1291	1090.566	245.22899999999998
1_MACS_peak_8044_lociStitched	chr20	60696247	60697537	1	1291	826.2449999999999	208.851
1_MACS_peak_12618_lociStitched	chr7	95130085	95131375	1	1291	1158.162	377.19599999999997
1_MACS_peak_13262_lociStitched	chr8	61692860	61694150	1	1291	1453.701	291.927
1_MACS_peak_14183_lociStitched	chr9	135544681	135545971	1	1291	867.7829999999999	257.484
1_MACS_peak_486_lociStitched	chr1	91487169	91488458	1	1290	966.6211000000001	270.3033
1_MACS_peak_1073_lociStitched	chr1	200087528	200088817	1	1290	1660.6187	510.95959999999997
1_MACS_peak_3279_lociStitched	chr12	90149902	90151191	1	1290	1347.2628	236.91819999999998
1_MACS_peak_3333_lociStitched	chr12	95397016	95398305	1	1290	862.5988	357.31080000000003
1_MACS_peak_3602_lociStitched	chr13	53425301	53426590	1	1290	1147.21	209.8492
1_MACS_peak_5820_lociStitched	chr18	38655260	38656549	1	1290	838.1078	209.3336
1_MACS_peak_6370_lociStitched	chr19	55448846	55450135	1	1290	1061.6204	226.3484
1_MACS_peak_7204_lociStitched	chr2	153915582	153916871	1	1290	1481.3188	390.30920000000003
1_MACS_peak_9055_lociStitched	chr3	109420753	109422042	1	1290	1134.32	187.29170000000002
1_MACS_peak_10683_lociStitched	chr5	71761060	71762349	1	1290	799.6955999999999	283.70889999999997
1_MACS_peak_11204_lociStitched	chr5	171493313	171494602	1	1290	1081.3421	254.0619
1_MACS_peak_12292_lociStitched	chr7	24917128	24918417	1	1290	1352.4188	326.7615
1_MACS_peak_2443_lociStitched	chr11	67380910	67382198	1	1289	1271.6424	334.10720000000003
1_MACS_peak_4709_lociStitched	chr16	15684471	15685759	1	1289	1123.9088000000002	342.7368
1_MACS_peak_5441_lociStitched	chr17	56769380	56770668	1	1289	953.8928000000001	292.37600000000003
1_MACS_peak_6737_lociStitched	chr2	62002677	62003965	1	1289	1209.1743999999999	283.48879999999997
1_MACS_peak_6780_lociStitched	chr2	65609523	65610811	1	1289	1482.8744	287.868
1_MACS_peak_8903_lociStitched	chr3	64342668	64343956	1	1289	1116.5672	371.20160000000004
1_MACS_peak_9929_lociStitched	chr4	84161148	84162436	1	1289	1306.032	264.68399999999997
1_MACS_peak_11213_lociStitched	chr5	172570921	172572209	1	1289	826.8960000000001	243.9472
1_MACS_peak_1153_lociStitched	chr1	208863726	208865013	1	1288	1011.0672	348.77700000000004
1_MACS_peak_1909_lociStitched	chr10	97020023	97021310	1	1288	943.1136	271.1709
1_MACS_peak_2683_lociStitched	chr11	120528157	120529444	1	1288	1061.3889	415.1862
1_MACS_peak_4246_lociStitched	chr15	47238659	47239946	1	1288	993.6927000000001	316.3446
1_MACS_peak_5398_lociStitched	chr17	49230331	49231618	1	1288	1063.7055	352.2519
1_MACS_peak_7636_lociStitched	chr2	242254730	242256017	1	1288	649.5489	219.9483
1_MACS_peak_9564_lociStitched	chr4	1194541	1195828	1	1288	1036.9359	314.8002
1_MACS_peak_11132_lociStitched	chr5	156252465	156253752	1	1288	720.4626	232.8183
1_MACS_peak_11903_lociStitched	chr6	109103108	109104395	1	1288	745.6878	320.9778
1_MACS_peak_13812_lociStitched	chr9	75746611	75747898	1	1288	883.7828999999999	279.4077
1_MACS_peak_1178_lociStitched	chr1	211850478	211851764	1	1287	1259.1226	405.99019999999996
1_MACS_peak_2627_lociStitched	chr11	113184613	113185899	1	1287	682.3516	209.8752
1_MACS_peak_3041_lociStitched	chr12	42693063	42694349	1	1287	739.1927999999999	301.567
1_MACS_peak_7188_lociStitched	chr2	151259458	151260744	1	1287	1015.94	254.3708
1_MACS_peak_10901_lociStitched	chr5	119793133	119794419	1	1287	1608.2715999999998	374.226
1_MACS_peak_234_lociStitched	chr1	35544597	35545882	1	1286	835.8924999999999	316.11
1_MACS_peak_4453_lociStitched	chr15	77712524	77713809	1	1286	981.4830000000001	305.31600000000003
1_MACS_peak_7279_lociStitched	chr2	173327144	173328429	1	1286	846.3009999999999	341.42449999999997
1_MACS_peak_8637_lociStitched	chr3	13113367	13114652	1	1286	820.4725	276.275
1_MACS_peak_9186_lociStitched	chr3	130794086	130795371	1	1286	1438.8145	297.606
1_MACS_peak_9202_lociStitched	chr3	134149464	134150749	1	1286	1174.8755	345.2795
1_MACS_peak_10593_lociStitched	chr5	54860064	54861349	1	1286	1016.4350000000001	321.63550000000004
1_MACS_peak_1811_lociStitched	chr10	79788807	79790091	1	1285	709.6668	247.55519999999999
1_MACS_peak_1833_lociStitched	chr10	84264282	84265566	1	1285	1170.2376	285.9468
1_MACS_peak_2988_lociStitched	chr12	30907499	30908783	1	1285	924.2232	250.63680000000002
1_MACS_peak_5766_lociStitched	chr18	22939651	22940935	1	1285	710.694	204.9264
1_MACS_peak_9724_lociStitched	chr4	38987235	38988519	1	1285	1017.0564	211.86
1_MACS_peak_10697_lociStitched	chr5	75394759	75396043	1	1285	1113.6132	367.866
1_MACS_peak_12420_lociStitched	chr7	45807940	45809224	1	1285	1103.3411999999998	347.964
1_MACS_peak_12806_lociStitched	chr7	127642973	127644257	1	1285	1059.5568	410.88
1_MACS_peak_13776_lociStitched	chr9	69890478	69891762	1	1285	1225.3212	253.84679999999997
1_MACS_peak_255_lociStitched	chr1	38992446	38993729	1	1284	1339.5803	363.85880000000003
1_MACS_peak_1197_lociStitched	chr1	213843336	213844619	1	1284	1168.813	321.9047
1_MACS_peak_1210_lociStitched	chr1	218550148	218551431	1	1284	1562.4374	464.83090000000004
1_MACS_peak_3172_lociStitched	chr12	64798200	64799483	1	1284	887.0662	186.16330000000002
