#34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_ROSE/34_0EXA_0229Kronos_MM1S-No-Treatment-2_p300_hs_i50_peaks_5KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam
#Using cutoff of 3322.6445 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X34_0EXA_0229Kronos_MM1S.No.Treatment.2_p300_hs_i50.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isStretch
2_MACS_peak_13723_lociStitched	chr9	37528239	37532729	2	3963	4714.5	1422.881	531	1
2_MACS_peak_1530_lociStitched	chr10	17269251	17273262	2	3962	2682.9579	965.8488	532	1
2_MACS_peak_9001_lociStitched	chr3	99342682	99346753	2	3960	3013.3542	1062.531	533	1
2_MACS_peak_12959_lociStitched	chr7	155532807	155539607	2	3958	5589.6	1700.68	534	1
2_MACS_peak_11735_lociStitched	chr6	74229754	74234026	2	3955	3343.2672	1280.7456	535	1
2_MACS_peak_5098_lociStitched	chr17	6064030	6070605	2	3949	6326.465	1577.3425	536	1
1_MACS_peak_6862_lociStitched	chr2	86262468	86266413	1	3946	5908.821	1181.5275	537	1
2_MACS_peak_8021_lociStitched	chr20	56050355	56057057	2	3944	5828.0592	1605.129	538	1
3_MACS_peak_13693_lociStitched	chr9	33158789	33168126	3	3942	3629.2919	1370.6716	539	1
1_MACS_peak_7908_lociStitched	chr20	43273380	43277320	1	3941	4265.05	1251.738	540	1
3_MACS_peak_13404_lociStitched	chr8	103542584	103549001	3	3938	3232.8846	698.8113	541	1
2_MACS_peak_6011_lociStitched	chr19	1268679	1276958	2	3931	4148.6069	2333.8501	542	1
1_MACS_peak_616_lociStitched	chr1	144338294	144342222	1	3929	2863.9048	715.2888	543	1
2_MACS_peak_6812_lociStitched	chr2	70312031	70316180	2	3928	3771.0261	1061.3142	544	1
2_MACS_peak_746_lociStitched	chr1	154971090	154975027	2	3924	3841.7246	1369.2886	545	1
2_MACS_peak_6604_lociStitched	chr2	38890477	38895159	2	3923	4179.6214	1208.4242	546	1
3_MACS_peak_5039_lociStitched	chr17	978142	985021	3	3921	3884.5713	1339.3413	547	1
1_MACS_peak_4371_lociStitched	chr15	68479229	68483145	1	3917	3917.5664	931.6164	548	1
2_MACS_peak_2283_lociStitched	chr11	35186282	35195592	2	3914	4899.853	1998.857	549	1
2_MACS_peak_6860_lociStitched	chr2	86220472	86227417	2	3912	5513.6355	1955.712	550	1
2_MACS_peak_4147_lociStitched	chr15	33297153	33301695	2	3911	3748.9668	971.5338	551	1
2_MACS_peak_2413_lociStitched	chr11	65238958	65245908	2	3911	5259.76	1451.16	552	1
2_MACS_peak_12356_lociStitched	chr7	35764228	35770897	2	3909	5583.9537	1532.5362	553	1
1_MACS_peak_3380_lociStitched	chr12	104321375	104325282	1	3908	4592.2878	1281.496	554	1
1_MACS_peak_7451_lociStitched	chr2	204569267	204573173	1	3907	8229.1608	1267.497	555	1
2_MACS_peak_9087_lociStitched	chr3	113463735	113468506	2	3901	3380.2535	1121.6621	556	1
3_MACS_peak_9905_lociStitched	chr4	82546315	82557819	3	3898	5588.6432	2339.9136	557	1
1_MACS_peak_9295_lociStitched	chr3	156852036	156855928	1	3893	4366.4348	1714.0368	558	1
2_MACS_peak_9179_lociStitched	chr3	129893481	129899316	2	3893	5736.972	1393.398	559	1
1_MACS_peak_2822_lociStitched	chr12	6641237	6645126	1	3890	3621.8257	1188.8673	560	1
2_MACS_peak_10537_lociStitched	chr5	39073172	39077770	2	3889	2588.2142	1032.251	561	1
2_MACS_peak_7820_lociStitched	chr20	31257467	31261792	2	3885	3488.545	1020.7	562	1
1_MACS_peak_5613_lociStitched	chr17	76884671	76888551	1	3881	4134.14	1370.804	563	1
3_MACS_peak_13151_lociStitched	chr8	33419973	33425014	3	3875	2984.272	1018.7861	564	1
2_MACS_peak_4303_lociStitched	chr15	55694491	55701378	2	3875	3849.833	1188.6962	565	1
3_MACS_peak_13388_lociStitched	chr8	101506333	101514293	3	3874	3442.7	1055.496	566	1
2_MACS_peak_625_lociStitched	chr1	145138475	145145712	2	3866	5059.3867	2794.2057	567	1
1_MACS_peak_12741_lociStitched	chr7	113723840	113727691	1	3852	3371.1654	1392.5216	568	1
2_MACS_peak_1162_lociStitched	chr1	210501758	210506993	2	3851	3911.0685	1536.4725	569	1
1_MACS_peak_1393_lociStitched	chr1	245132427	245136276	1	3850	3199.2888	1243.6119	570	1
2_MACS_peak_1935_lociStitched	chr10	102129981	102134324	2	3850	3023.1623	1139.1689	571	1
2_MACS_peak_13890_lociStitched	chr9	93684623	93690485	2	3850	8194.4898	1158.3312	572	1
1_MACS_peak_972_lociStitched	chr1	183773679	183777526	1	3848	2851.7811	1406.4632	573	1
1_MACS_peak_3200_lociStitched	chr12	68874265	68878111	1	3847	4713.6576	1042.6506	574	1
2_MACS_peak_2110_lociStitched	chr11	3528769	3534974	2	3846	4030.1475	1376.269	575	1
2_MACS_peak_13455_lociStitched	chr8	120939213	120947511	2	3846	6239.2662	1891.1142	576	1
2_MACS_peak_4908_lociStitched	chr16	66583093	66587402	2	3844	2618.5793	985.8992	577	1
3_MACS_peak_12209_lociStitched	chr7	7855317	7861212	3	3841	4239.684	1258.5825	578	1
2_MACS_peak_9036_lociStitched	chr3	104240062	104246583	2	3832	4020.1965	1330.9361	579	1
2_MACS_peak_133_lociStitched	chr1	23937859	23947057	2	3832	4625.6742	2121.9786	580	1
2_MACS_peak_3973_lociStitched	chr14	91815461	91821810	2	3831	3031.0126	951.0802	581	1
2_MACS_peak_583_lociStitched	chr1	120622772	120631650	2	3831	6930.1668	3329.25	582	1
1_MACS_peak_5918_lociStitched	chr18	56752005	56755834	1	3830	4090.1378	1263.1871	583	1
2_MACS_peak_2953_lociStitched	chr12	26306164	26311193	2	3829	4829.8516	1269.3196	584	1
2_MACS_peak_854_lociStitched	chr1	164685776	164691302	2	3829	5416.0326	1705.3236	585	1
3_MACS_peak_11863_lociStitched	chr6	106227828	106240140	3	3828	6302.5128	2475.9432	586	1
2_MACS_peak_3302_lociStitched	chr12	92932260	92938895	2	3827	5739.275	1435.1505	587	1
2_MACS_peak_9850_lociStitched	chr4	76024042	76028576	2	3809	4561.6574	1314.86	588	1
1_MACS_peak_12259_lociStitched	chr7	20368412	20372217	1	3806	4264.2635	840.144	589	1
2_MACS_peak_9501_lociStitched	chr3	191755753	191760962	2	3806	4584.4409	1604.372	590	1
2_MACS_peak_13062_lociStitched	chr8	19242941	19247611	2	3804	3772.893	1219.337	591	1
2_MACS_peak_8364_lociStitched	chr22	24822884	24831518	2	3803	6430.6032	1804.506	592	1
3_MACS_peak_14141_lociStitched	chr9	130673223	130680405	3	3802	3643.4286	1530.4842	593	1
1_MACS_peak_4347_lociStitched	chr15	65183915	65187710	1	3796	3852.684	1341.153	594	1
2_MACS_peak_8787_lociStitched	chr3	45695291	45700173	2	3796	3465.7318	1041.3306	595	1
1_MACS_peak_11216_lociStitched	chr5	173170403	173174196	1	3794	4357.0191	1189.4848	596	1
2_MACS_peak_2275_lociStitched	chr11	35027813	35036351	2	3792	4782.1338	1668.3252	597	1
1_MACS_peak_3196_lociStitched	chr12	68381829	68385619	1	3791	4232.672	971.377	598	1
2_MACS_peak_8203_lociStitched	chr21	37906979	37915770	2	3790	9067.9165	2334.8896	599	1
2_MACS_peak_634_lociStitched	chr1	145434605	145438980	2	3789	3647.875	1747.8125	600	1
3_MACS_peak_2690_lociStitched	chr11	122614301	122620533	3	3788	3894.3768	1651.48	601	1
1_MACS_peak_12048_lociStitched	chr6	138270427	138274211	1	3785	5448.5816	888.8616	602	1
2_MACS_peak_5996_lociStitched	chr19	506181	512186	2	3783	3485.302	1682.0005	603	1
2_MACS_peak_780_lociStitched	chr1	157146063	157152883	2	3783	3962.42	1863.224	604	1
2_MACS_peak_10554_lociStitched	chr5	42991697	42995564	2	3781	2998.0851	1083.9201	605	1
1_MACS_peak_667_lociStitched	chr1	149221966	149225744	1	3779	8340.6906	2816.8768	606	1
2_MACS_peak_4122_lociStitched	chr15	31368958	31376291	2	3775	5642.0102	1698.3228	607	1
2_MACS_peak_12632_lociStitched	chr7	98476161	98480699	2	3768	3370.8264	1009.2512	608	1
2_MACS_peak_11521_lociStitched	chr6	31164609	31172550	2	3764	4890.0678	1589.7882	609	1
2_MACS_peak_5356_lociStitched	chr17	46124655	46133898	2	3764	3968.0199	2024.217	610	1
1_MACS_peak_9452_lociStitched	chr3	183242805	183246566	1	3762	6152.2438	1643.1809	611	1
1_MACS_peak_2845_lociStitched	chr12	9597925	9601684	1	3760	2671.1454	1107.4014	612	1
2_MACS_peak_6128_lociStitched	chr19	12721181	12725552	2	3759	4487.2686	1036.3641	613	1
2_MACS_peak_3344_lociStitched	chr12	96894362	96901224	2	3753	3885.9506	1521.3054	614	1
3_MACS_peak_14479_lociStitched	chrX	128903077	128912005	3	3753	3241.7568	1154.3904	615	1
2_MACS_peak_8800_lociStitched	chr3	46330599	46336740	2	3752	4621.7166	1411.8159	616	1
1_MACS_peak_12956_lociStitched	chr7	155088457	155092205	1	3749	3053.8704	1122.9008	617	1
2_MACS_peak_4760_lociStitched	chr16	23413764	23418661	2	3742	4492.0181	1335.4119	618	1
1_MACS_peak_5158_lociStitched	chr17	18964446	18968185	1	3740	4496.5214	1108.6135	619	1
2_MACS_peak_7898_lociStitched	chr20	42578029	42585033	2	3738	4767.6228	1386.792	620	1
1_MACS_peak_100_lociStitched	chr1	17065411	17069146	1	3736	6272.559	2123.721	621	1
2_MACS_peak_6929_lociStitched	chr2	99118026	99122525	2	3733	3092.6126	1305.1599	622	1
2_MACS_peak_9536_lociStitched	chr3	195819744	195824758	2	3730	4366.1912	1593.9506	623	1
2_MACS_peak_191_lociStitched	chr1	28969016	28976007	2	3726	4532.2653	1560.3912	624	1
1_MACS_peak_12844_lociStitched	chr7	134853451	134857175	1	3725	3471.8852	1381.604	625	1
1_MACS_peak_876_lociStitched	chr1	167682483	167686205	1	3723	3424.6122	1594.1326	626	1
2_MACS_peak_8083_lociStitched	chr21	19152285	19157819	2	3719	6696.14	1358.0436	627	1
1_MACS_peak_8700_lociStitched	chr3	27135734	27139444	1	3711	4301.374	1102.241	628	1
1_MACS_peak_9729_lociStitched	chr4	40055978	40059686	1	3709	2376.828	736.7796	629	1
2_MACS_peak_5205_lociStitched	chr17	29640295	29649244	2	3705	5315.706	2014.4199	630	1
2_MACS_peak_1758_lociStitched	chr10	72237100	72241185	2	3704	3275.353	993.8805	631	1
3_MACS_peak_2403_lociStitched	chr11	64851048	64864265	3	3704	4754.1549	2397.5638	632	1
2_MACS_peak_14087_lociStitched	chr9	123634644	123639273	2	3702	2785.2693	1099.3875	633	1
2_MACS_peak_1588_lociStitched	chr10	30722155	30727181	2	3702	3024.1442	1139.3942	634	1
2_MACS_peak_241_lociStitched	chr1	36614491	36622852	2	3692	4132.0062	1790.0901	635	1
2_MACS_peak_4041_lociStitched	chr14	106161959	106168346	2	3691	6492.3855	1115.1702	636	1
2_MACS_peak_814_lociStitched	chr1	160983014	160991862	2	3690	4775.2656	2459.744	637	1
2_MACS_peak_1399_lociStitched	chr1	247374952	247380488	2	3685	3809.3216	1557.8304	638	1
3_MACS_peak_1292_lociStitched	chr1	228725643	228732971	3	3685	6092.4992	1312.4448	639	1
1_MACS_peak_12860_lociStitched	chr7	137708335	137712017	1	3683	3159.5242	1364.5492	640	1
2_MACS_peak_945_lociStitched	chr1	180817118	180822244	2	3683	5413.5686	1455.784	641	1
2_MACS_peak_2992_lociStitched	chr12	31248393	31254301	2	3681	3660.5968	1374.2008	642	1
1_MACS_peak_11466_lociStitched	chr6	26156204	26159879	1	3676	3047.31	1088.1675	643	1
2_MACS_peak_10770_lociStitched	chr5	88608497	88616950	2	3675	5526.5714	1850.3617	644	1
2_MACS_peak_11404_lociStitched	chr6	16127848	16131982	2	3672	2363.4078	802.8228	645	1
3_MACS_peak_1638_lociStitched	chr10	44503400	44512811	3	3672	4257.5364	1372.1238	646	1
1_MACS_peak_4673_lociStitched	chr16	11402477	11406147	1	3671	4115.538	1188.346	647	1
2_MACS_peak_12455_lociStitched	chr7	52775519	52780608	2	3671	6155.6544	845.2829	648	1
2_MACS_peak_8046_lociStitched	chr20	60912110	60915827	2	3667	6725.9115	1235.9025	649	1
1_MACS_peak_11474_lociStitched	chr6	26270866	26274530	1	3665	2859.752	1179.808	650	1
2_MACS_peak_6151_lociStitched	chr19	16186581	16190819	2	3665	3036.527	888.7086	651	1
1_MACS_peak_7223_lociStitched	chr2	158324593	158328255	1	3663	4045.4114	1176.2344	652	1
2_MACS_peak_12732_lociStitched	chr7	111719809	111725352	2	3660	3844.0705	1409.0306	653	1
1_MACS_peak_1188_lociStitched	chr1	212779780	212783438	1	3659	4741.4996	1362.9708	654	1
3_MACS_peak_2142_lociStitched	chr11	9587218	9595449	3	3658	3420.8036	1229.7114	655	1
2_MACS_peak_1145_lociStitched	chr1	207506445	207511480	2	3653	3303.4635	1350.8905	656	1
1_MACS_peak_8240_lociStitched	chr21	43346015	43349665	1	3651	3406.545	1212.165	657	1
1_MACS_peak_3320_lociStitched	chr12	94565368	94569017	1	3650	4187.5924	1008.2187	658	1
2_MACS_peak_14059_lociStitched	chr9	117210677	117215833	2	3648	6535.7456	1554.534	659	1
2_MACS_peak_13735_lociStitched	chr9	42250649	42254862	2	3645	2106.5	871.6697	660	1
3_MACS_peak_1507_lociStitched	chr10	14776470	14785427	3	3644	4524.1807	1848.7248	661	1
3_MACS_peak_4446_lociStitched	chr15	77471578	77481016	3	3643	5545.7688	1712.0532	662	1
2_MACS_peak_830_lociStitched	chr1	161493239	161501744	2	3642	3515.1165	1831.1265	663	1
2_MACS_peak_9303_lociStitched	chr3	158519179	158527706	2	3642	4324.8944	2072.9137	664	1
2_MACS_peak_8813_lociStitched	chr3	46579150	46588064	2	3641	7410.2082	1919.1842	665	1
3_MACS_peak_4701_lociStitched	chr16	14591239	14597894	3	3640	3480.565	1181.928	666	1
3_MACS_peak_3793_lociStitched	chr14	32666948	32675863	3	3635	3862.8695	1017.2015	667	1
1_MACS_peak_2474_lociStitched	chr11	72523809	72527441	1	3633	2663.3456	989.72	668	1
2_MACS_peak_1211_lociStitched	chr1	218629059	218634390	2	3631	5453.613	1672.8678	669	1
2_MACS_peak_11257_lociStitched	chr5	179245393	179249086	2	3630	3232.1136	820.5846	670	1
2_MACS_peak_8334_lociStitched	chr22	22549434	22556974	2	3630	3967.548	1639.196	671	1
1_MACS_peak_1257_lociStitched	chr1	226067227	226070854	1	3628	2964.3471	1163.1789	672	1
2_MACS_peak_2363_lociStitched	chr11	60605613	60610118	2	3623	4681.596	1181.6615	673	1
1_MACS_peak_2385_lociStitched	chr11	62606250	62609871	1	3622	3634.3977	1316.5956	674	1
2_MACS_peak_8018_lociStitched	chr20	55967230	55974279	2	3622	5262.7834	1735.4638	675	1
1_MACS_peak_3407_lociStitched	chr12	109083154	109086769	1	3616	3168.5475	1149.9315	676	1
2_MACS_peak_2764_lociStitched	chr11	130701057	130705451	2	3616	3557.3824	1297.1088	677	1
2_MACS_peak_11489_lociStitched	chr6	27439961	27448076	2	3616	3713.424	1824.252	678	1
2_MACS_peak_11260_lociStitched	chr5	180229929	180238490	2	3613	4655.4718	1762.7099	679	1
3_MACS_peak_7589_lociStitched	chr2	232701051	232713889	3	3609	4235.2562	1772.9278	680	1
2_MACS_peak_8513_lociStitched	chr22	42142378	42149263	2	3606	3837.0105	1631.745	681	1
2_MACS_peak_2693_lociStitched	chr11	122932288	122940624	2	3606	3104.3264	1851.4256	682	1
1_MACS_peak_8642_lociStitched	chr3	14163093	14166695	1	3603	3260.1702	1061.1492	683	1
1_MACS_peak_12934_lociStitched	chr7	150101257	150104857	1	3601	4853.52	1255.32	684	1
3_MACS_peak_11620_lociStitched	chr6	44077522	44084398	3	3600	3740.544	1453.5864	685	1
2_MACS_peak_13031_lociStitched	chr8	12375460	12381245	2	3598	3741.1595	1546.909	686	1
2_MACS_peak_8645_lociStitched	chr3	14728472	14733449	2	3590	3853.1934	1295.5131	687	1
2_MACS_peak_585_lociStitched	chr1	120659484	120665979	2	3588	4260.72	1571.79	688	1
1_MACS_peak_5417_lociStitched	chr17	55432416	55435998	1	3583	3483.1368	1140.867	689	1
2_MACS_peak_8423_lociStitched	chr22	35704160	35707837	2	3583	4876.8051	1030.2954	690	1
1_MACS_peak_10000_lociStitched	chr4	101939202	101942777	1	3576	4346.485	984.555	691	1
2_MACS_peak_8263_lociStitched	chr21	44726270	44733375	2	3576	7986.02	1886.3775	692	1
2_MACS_peak_8069_lociStitched	chr21	10163082	10168812	2	3567	2941.209	1737.336	693	1
1_MACS_peak_10168_lociStitched	chr4	141663180	141666744	1	3565	3273.1776	918.7992	694	1
2_MACS_peak_1578_lociStitched	chr10	27529049	27532748	2	3565	2410.6383	721.305	695	1
3_MACS_peak_2805_lociStitched	chr12	4251612	4261565	3	3562	4551.5069	1832.3473	696	1
1_MACS_peak_3410_lociStitched	chr12	109176957	109180516	1	3560	3313.7849	1128.203	697	1
1_MACS_peak_1059_lociStitched	chr1	197775485	197779042	1	3558	3461.3167	1592.1132	698	1
2_MACS_peak_11986_lociStitched	chr6	130834226	130839537	2	3558	6763.5585	1408.4772	699	1
2_MACS_peak_5567_lociStitched	chr17	75102479	75106825	2	3555	3143.4618	1000.8838	700	1
2_MACS_peak_11951_lociStitched	chr6	119668110	119672531	2	3554	3559.7892	1043.7981	701	1
2_MACS_peak_1029_lociStitched	chr1	192573523	192579699	2	3552	7062.256	1784.864	702	1
2_MACS_peak_12176_lociStitched	chr7	2439241	2447407	2	3546	4243.8702	1808.769	703	1
2_MACS_peak_8477_lociStitched	chr22	39377444	39382059	2	3542	6151.3335	1154.2115	704	1
2_MACS_peak_1513_lociStitched	chr10	14994977	15002394	2	3540	3739.6514	1530.1271	705	1
1_MACS_peak_12672_lociStitched	chr7	102154734	102158266	1	3533	3587.4524	1906.5736	706	1
1_MACS_peak_9321_lociStitched	chr3	161486920	161490451	1	3532	9788.9913	1390.1547	707	1
