GENE_ID	locusLine	bin_1_36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
NM_006601	chr12(.):57052124-57087078	0.1475
NM_203394	chr12(.):77410025-77464360	0.1331
NM_001946	chr12(.):89736836-89751296	0.2273
NM_001025233	chr12(.):92812734-92829730	0.1354
NR_027933	chr12(.):92810306-92829778	0.1295
NM_001025232	chr12(.):92808869-92826924	0.1183
NM_001111283	chr12(.):102784644-102879378	0.1175
NM_001111284	chr12(.):102784644-102877429	0.116
NM_001111285	chr12(.):102806453-102879378	0.1289
NM_014840	chr12(.):106452124-106538811	0.121
NM_007076	chr12(.):108904050-108918380	0.1636
NM_213595	chr12(.):108951293-108968160	0.2637
NM_181724	chr12(.):108978621-108996894	0.1077
NM_003006	chr12(.):109010679-109032670	0.253
NM_001161331	chr12(.):109180694-109226327	0.1194
NM_024667	chr12(.):123344874-123385712	0.1235
NM_021009	chr12(.):125391191-125404587	0.1265
NM_015057	chr13(.):77613791-77906177	0.1186
NM_000820	chr13(.):114518521-114572046	0.1533
NM_007368	chr13(.):114742193-114903095	0.1184
NM_004800	chr13(.):100148727-100220276	0.1141
NM_001143945	chr13(.):114518521-114544017	0.1126
NM_001143946	chr13(.):114518521-114541714	0.1152
NR_024609	chr13(.):114581609-114631485	0.1416
NM_025268	chr14(.):105987952-106001539	0.0957
NM_144508	chr15(.):40881446-40959881	0.114
NR_031680	chr15(.):69111302-69494862	0.0975
NM_000259	chr15(.):52594479-52826247	0.1346
NM_017610	chr15(.):59274864-59394253	0.1024
NM_006537	chr15(.):63791809-63888663	0.1118
NM_025201	chr15(.):65129081-65165201	0.1174
NM_005902	chr15(.):67353194-67492533	0.1256
NM_006305	chr15(.):69065874-69118261	0.1145
NM_006465	chr15(.):74828547-74895472	0.146
NM_172217	chr15(.):81512639-81610104	0.1463
NM_001172128	chr15(.):81484218-81610104	0.134
NM_014630	chr15(.):85286817-85354663	0.1108
NM_007011	chr15(.):89626380-89750591	0.1347
NM_015995	chr15(.):31614082-31675102	0.1489
NM_001003942	chr15(.):40375091-40403287	0.184
NM_033503	chr15(.):40375091-40403639	0.184
NM_001003940	chr15(.):40375091-40406075	0.1823
NM_001080791	chr15(.):40840297-40862252	0.1919
NM_152260	chr15(.):40856536-40871661	0.156
NR_002208	chr15(.):40819082-40829749	0.1074
NM_198524	chr15(.):56652643-56743072	0.1336
NM_001013843	chr15(.):59166243-59230852	0.1117
NM_182703	chr15(.):65199100-65256041	0.1186
NM_001145103	chr15(.):67425358-67492533	0.101
NM_001145102	chr15(.):67413053-67492533	0.1019
NR_026808	chr15(.):69091159-69104440	0.1097
NR_036197	chr15(.):69089188-69099264	0.1083
NM_001127190	chr15(.):75069424-75100539	0.1939
NM_000761	chr15(.):75036183-75053941	0.1075
NM_021819	chr15(.):75100193-75123099	0.1057
NM_001030005	chr15(.):75113950-75129136	0.1016
NM_021823	chr15(.):75310926-75348067	0.1729
NM_138967	chr15(.):75282875-75318836	0.1413
NM_004513	chr15(.):81584253-81610104	0.2181
NM_181900	chr15(.):81600006-81621524	0.1811
NM_014300	chr15(.):85207774-85264674	0.1182
NM_022767	chr15(.):89159526-89180512	0.1599
NR_029606	chr15(.):89150055-89160165	0.0935
NM_002201	chr15(.):89177038-89203879	0.1797
NR_031590	chr15(.):89146337-89156428	0.0807
NM_002168	chr15(.):90622211-90650708	0.1645
NR_033769	chr15(.):93333713-93345338	0.1132
NM_001114	chr16(.):50316822-50357043	0.0954
NM_018992	chr16(.):2727494-2764031	0.1041
NM_000246	chr16(.):10966054-11023840	0.13
NM_015914	chr16(.):11767942-11841648	0.2166
NR_027155	chr16(.):21453003-21518552	0.1371
NM_013302	chr16(.):22212591-22305066	0.1067
NM_000336	chr16(.):23308590-23397620	0.1525
NM_000078	chr16(.):56990834-57022756	0.1294
NM_001018159	chr16(.):66831780-66869879	0.1054
NM_002661	chr16(.):81807929-81996899	0.0617
NR_024492	chr16(.):2683982-2701130	0.099
NM_031948	chr16(.):2757422-2775552	0.1004
NM_004220	chr16(.):3180056-3197805	0.1158
NM_001134655	chr16(.):3180133-3197805	0.1149
NM_012360	chr16(.):3249246-3260185	0.1006
NR_024167	chr16(.):3155460-3170599	0.1071
NM_001042428	chr16(.):3157562-3175518	0.1256
NM_003498	chr16(.):11757288-11778015	0.2008
NM_001130007	chr16(.):11956984-12015519	0.1177
NM_001130006	chr16(.):11956984-12014825	0.1171
NM_001192	chr16(.):12053963-12066925	0.2392
NM_032167	chr16(.):12065601-12152141	0.127
NR_002594	chr16(.):21524229-21536765	0.2715
NM_001126108	chr16(.):56894118-56954762	0.1652
NM_001010989	chr16(.):56960747-56982793	0.2319
NM_032206	chr16(.):57018409-57122436	0.1241
NM_018110	chr16(.):57500869-57525385	0.1163
NM_153837	chr16(.):57571600-57616100	0.1301
NM_033212	chr16(.):57541089-57575477	0.1072
NM_001172643	chr16(.):66536905-66589194	0.1625
NM_001172644	chr16(.):66536905-66589315	0.1626
NM_052999	chr16(.):66595349-66618038	0.1014
NM_181641	chr16(.):66581471-66604971	0.144
NM_181271	chr16(.):66595293-66618038	0.1013
NM_001040138	chr16(.):66581465-66605154	0.1437
NM_020786	chr16(.):66909435-66926855	0.1314
NM_004062	chr16(.):66937024-66957766	0.1173
NM_001014435	chr16(.):66873840-66893049	0.1034
NM_005182	chr16(.):66873281-66893049	0.1019
NM_004165	chr16(.):66950581-66964439	0.1179
NM_003342	chr17(.):4167511-4274969	0.1177
NM_002558	chr17(.):3794884-3824960	0.148
NM_153357	chr17(.):6939948-6952242	0.1621
NM_015670	chr17(.):7460318-7480287	0.1626
NM_001033553	chr17(.):19985334-20223067	0.1105
NM_001033555	chr17(.):20054401-20223067	0.1124
NM_000267	chr17(.):29416944-29709695	0.1152
NM_002544	chr17(.):29616667-29629380	0.1279
NM_183232	chr17(.):37916198-38025441	0.1624
NM_001130020	chr17(.):40605861-40679597	0.1247
NM_001433	chr17(.):62115389-62212502	0.1964
NR_036488	chr17(.):70394462-70593943	0.1155
NM_001080419	chr17(.):73775680-73826886	0.1224
NM_017456	chr17(.):76665129-76783376	0.1671
NM_004514	chr17(.):80472593-80567483	0.1163
NM_172206	chr17(.):3758616-3799037	0.1136
NM_172207	chr17(.):3763450-3801337	0.1145
NM_174957	chr17(.):3822168-3872736	0.1195
NM_001004333	chr17(.):6910797-6922851	0.1912
NM_001142799	chr17(.):6913072-6925839	0.1923
NM_201566	chr17(.):6934393-6948440	0.1449
NR_029712	chr17(.):6915933-6926020	0.1949
NM_181844	chr17(.):6921368-6937961	0.1302
NM_000697	chr17(.):6894383-6919055	0.1358
NR_030178	chr17(.):6916229-6926341	0.1969
NM_003809	chr17(.):7447374-7466207	0.1523
NM_001198623	chr17(.):7456608-7469925	0.1444
NM_001040059	chr17(.):7477805-7490429	0.2111
NM_001146281	chr17(.):7528452-7541700	0.1243
NM_006942	chr17(.):7486497-7498488	0.1184
NR_002918	chr17(.):7473030-7483165	0.2104
NM_133491	chr17(.):7524555-7536194	0.1168
NR_002604	chr17(.):7475128-7485276	0.2274
NM_001251	chr17(.):7477804-7490429	0.211
NM_004860	chr17(.):7489547-7523215	0.1127
NR_002912	chr17(.):7476272-7486409	0.2177
NM_001416	chr17(.):7471056-7487324	0.2021
NR_027463	chr17(.):7512381-7541700	0.133
NR_027462	chr17(.):7526286-7541700	0.1163
NR_024603	chr17(.):7481964-7496527	0.1521
NM_001005273	chr17(.):7787168-7821075	0.1168
NM_001080424	chr17(.):7738234-7763118	0.1701
NM_144607	chr17(.):7756063-7770600	0.1301
NM_032356	chr17(.):7755002-7766172	0.1398
NM_001005271	chr17(.):7783122-7821075	0.1176
NM_203411	chr17(.):7753383-7764417	0.1596
NM_012452	chr17(.):16837397-16880402	0.1643
NM_006613	chr17(.):18918989-18955336	0.1382
NM_001102664	chr17(.):19135689-19245028	0.1264
NR_023380	chr17(.):20219486-20310504	0.1053
NM_006495	chr17(.):29625787-29646130	0.1879
NM_014210	chr17(.):29638427-29653767	0.1908
NM_002981	chr17(.):32682398-32695252	0.1801
NM_005408	chr17(.):32678470-32690629	0.1286
NM_005623	chr17(.):32641065-32653421	0.1079
NM_002983	chr17(.):34410602-34422506	0.2375
NM_002988	chr17(.):34386642-34403841	0.129
NM_002984	chr17(.):34426219-34438014	0.2626
NM_021006	chr17(.):34517267-34529156	0.3105
NM_001001418	chr17(.):34576084-34597027	0.2507
NM_001001435	chr17(.):34533467-34545274	0.295
NM_001001437	chr17(.):34517267-34529147	0.3105
NM_001001417	chr17(.):34488060-34508988	0.2559
NM_021006	chr17(.):34618841-34630730	0.3081
NM_001001437	chr17(.):34618841-34630721	0.3076
NM_001001435	chr17(.):34635033-34646840	0.3241
NM_001001418	chr17(.):34741118-34813091	0.2016
NM_001130677	chr17(.):36822958-36836187	0.1552
NM_005937	chr17(.):36856872-36891056	0.1397
NM_007144	chr17(.):36885149-36909558	0.1377
NM_002795	chr17(.):36904001-36925478	0.1484
NM_001136498	chr17(.):36881509-36896858	0.1125
NM_005310	chr17(.):37889186-37908538	0.1177
NM_001030002	chr17(.):37889589-37908538	0.1175
NM_032339	chr17(.):37880408-37891788	0.1193
NM_018530	chr17(.):38055847-38078793	0.1167
NM_198844	chr17(.):38019454-38039149	0.1486
NM_001145301	chr17(.):38469472-38518895	0.1505
NM_152219	chr17(.):38511904-38525945	0.1048
NM_000964	chr17(.):38460422-38518895	0.1534
NM_001024809	chr17(.):38493270-38518895	0.1094
NM_001254	chr17(.):38439145-38464413	0.152
NM_012232	chr17(.):40549466-40580338	0.1187
NM_024927	chr17(.):40814932-40834048	0.1536
NM_016437	chr17(.):40806265-40824024	0.1398
NM_003632	chr17(.):40829631-40857011	0.147
NM_016602	chr17(.):40826419-40838845	0.2106
NR_027412	chr17(.):41442212-41471266	0.131
NM_001661	chr17(.):41471352-41483504	0.0965
NM_001135707	chr17(.):43208013-43225326	0.1431
NM_133373	chr17(.):43184007-43214891	0.1106
NM_001135704	chr17(.):43204966-43226543	0.1459
NM_006460	chr17(.):43219683-43234468	0.1656
NM_144608	chr17(.):43233263-43252406	0.15
NM_152343	chr17(.):43326759-43344479	0.104
NM_005892	chr17(.):43294291-43329683	0.1558
NR_024434	chr17(.):43320302-43350997	0.1142
NR_024435	chr17(.):43334557-43350997	0.104
NM_000250	chr17(.):56342216-56363296	0.1218
NM_004758	chr17(.):56373593-56411152	0.1603
NM_003168	chr17(.):56417538-56434563	0.1998
NR_029683	chr17(.):56403592-56413679	0.2879
NR_004380	chr17(.):62218437-62228517	0.1694
NR_002995	chr17(.):62218698-62228831	0.173
NR_033876	chr17(.):70589179-70641611	0.1211
NM_000154	chr17(.):73749017-73766280	0.1324
NM_005324	chr17(.):73767514-73780860	0.2061
NR_027058	chr17(.):75079724-75096068	0.2113
NR_003013	chr17(.):75080388-75090575	0.2332
NM_001143998	chr17(.):75132004-75218181	0.1774
NM_001144001	chr17(.):75176294-75218181	0.1715
NM_001100407	chr17(.):80395462-80413707	0.1418
NM_001193655	chr17(.):80395462-80412602	0.1433
NM_001038618	chr17(.):80411059-80451143	0.1363
NM_001083608	chr17(.):80411539-80451143	0.1366
NM_181482	chr18(.):13213785-13657753	0.0823
NM_004338	chr18(.):13615866-13657753	0.0753
NM_001003675	chr18(.):13606664-13657753	0.0947
NM_000633	chr18(.):60785578-60991613	0.1476
NM_001083625	chr18(.):9131757-9290206	0.1472
NM_173207	chr18(.):3442607-3463406	0.1173
NM_173209	chr18(.):3444972-3463406	0.125
NM_173210	chr18(.):3446590-3463406	0.128
NM_174886	chr18(.):3407071-3463406	0.0893
NM_003244	chr18(.):3445171-3463406	0.1253
NM_173208	chr18(.):3445030-3463406	0.1252
NM_173211	chr18(.):3448771-3463406	0.1193
NM_021074	chr18(.):9097627-9139343	0.1986
NM_005904	chr18(.):46441222-46482081	0.1882
NM_001190823	chr18(.):46441222-46474177	0.1961
NM_001190822	chr18(.):46441222-46480703	0.1905
NR_024021	chr18(.):56697970-56725446	0.101
NM_001039846	chr19(.):2091867-2104583	0.2154
NM_019112	chr19(.):1035101-1070570	0.1918
NM_003331	chr19(.):10456203-10496248	0.1072
NM_020695	chr19(.):1810244-1853452	0.1579
NM_001319	chr19(.):1936160-1986336	0.1381
NM_052847	chr19(.):2506217-2707746	0.1764
NM_000064	chr19(.):6672845-6725662	0.1465
NM_001079817	chr19(.):7107265-7299011	0.1534
NM_005428	chr19(.):6767721-6862371	0.1964
NM_020714	chr19(.):12681919-12726623	0.1163
NM_014975	chr19(.):12944258-12990766	0.1128
NM_032855	chr19(.):16239837-16274377	0.2038
NM_021235	chr19(.):16467407-16587762	0.1321
NM_006387	chr19(.):16623699-16658263	0.1027
NM_001398	chr19(.):39301061-39327497	0.1085
NM_006184	chr19(.):49398306-49431540	0.1145
NM_024100	chr19(.):979327-999569	0.188
NM_004368	chr19(.):1021297-1044064	0.2328
NM_033420	chr19(.):1004649-1026141	0.1784
NM_138690	chr19(.):995436-1014723	0.1314
NM_012292	chr19(.):1062173-1091627	0.1815
NM_001280	chr19(.):1264266-1278171	0.2559
NM_017914	chr19(.):1270519-1284243	0.2178
NM_177401	chr19(.):1243551-1264142	0.1733
NM_001001975	chr19(.):1236748-1249824	0.1949
NM_001405	chr19(.):1281167-1304944	0.1328
NM_152769	chr19(.):1224946-1242990	0.1391
NR_027271	chr19(.):1262469-1275259	0.2358
NR_023313	chr19(.):1264266-1279809	0.2467
NM_031918	chr19(.):1847397-1868564	0.2015
NM_138422	chr19(.):1900416-1918446	0.1681
NR_033400	chr19(.):1947525-1959548	0.122
NM_001130111	chr19(.):1871974-1890518	0.1745
NM_079834	chr19(.):1900372-1931012	0.1779
NM_017572	chr19(.):2032469-2056243	0.1864
NM_130807	chr19(.):2066034-2101269	0.2788
NM_004152	chr19(.):2264519-2278487	0.1913
NM_018049	chr19(.):2228154-2241328	0.2207
NM_000479	chr19(.):2244112-2257072	0.1635
NM_198532	chr19(.):2269630-2287181	0.1646
NR_031596	chr19(.):2229060-2239148	0.2294
NM_007165	chr19(.):2231815-2253678	0.1931
NM_144616	chr19(.):2247249-2261422	0.2161
NM_001101391	chr19(.):2284773-2313156	0.1467
NR_036207	chr19(.):2245637-2255717	0.1428
NM_032737	chr19(.):2423163-2461958	0.1683
NM_012458	chr19(.):2420621-2432875	0.1917
NM_015675	chr19(.):2471122-2483257	0.2219
NM_015897	chr19(.):4002748-4043067	0.1379
NR_002602	chr19(.):3977504-3987570	0.2799
NM_001961	chr19(.):3971053-3990461	0.2552
NM_001348	chr19(.):3953451-3974826	0.1342
NR_030367	chr19(.):3956411-3966510	0.1169
NM_004240	chr19(.):6734706-6756529	0.1934
NM_020171	chr19(.):6724924-6742304	0.2198
NM_001080452	chr19(.):6724924-6742633	0.2184
NM_005490	chr19(.):6747172-6772523	0.1798
NM_007065	chr19(.):10496808-10519271	0.1147
NM_001111307	chr19(.):10526332-10585307	0.129
NM_001111309	chr19(.):10538110-10585307	0.1115
NM_001111308	chr19(.):10536520-10585307	0.1133
NR_031592	chr19(.):10509133-10519214	0.1389
NM_006202	chr19(.):10558632-10585307	0.1026
NM_001195800	chr19(.):11195037-11249505	0.1427
NM_153358	chr19(.):12716731-12745676	0.1406
NM_031429	chr19(.):12931295-12951230	0.1246
NM_052850	chr19(.):13059971-13073050	0.1321
NM_001105578	chr19(.):13004893-13035086	0.1309
NM_000159	chr19(.):12996973-13015783	0.1334
NM_004461	chr19(.):13028283-13049558	0.1562
NM_001375	chr19(.):12981024-12997335	0.131
NM_005053	chr19(.):13051653-13069455	0.154
NM_006563	chr19(.):12990236-13003017	0.1753
NM_152654	chr19(.):13075431-13090567	0.1373
NM_004343	chr19(.):13044413-13060304	0.1634
NM_005370	chr19(.):16217489-16249445	0.1702
NM_032493	chr19(.):16303664-16351156	0.0962
NM_054113	chr19(.):16267178-16289286	0.1457
NM_014077	chr19(.):16291234-16307857	0.1234
NM_016270	chr19(.):16430650-16443339	0.1711
NM_024881	chr19(.):16655647-16688193	0.114
NM_004831	chr19(.):16680717-16744015	0.1667
NM_006149	chr19(.):39287310-39308740	0.0946
NM_012237	chr19(.):39364194-39395463	0.1197
NM_001005335	chr19(.):39322027-39347979	0.1436
NM_001001716	chr19(.):39385614-39404534	0.118
NM_001533	chr19(.):39322027-39345617	0.1475
NM_001193286	chr19(.):39364194-39395502	0.1196
NR_034146	chr19(.):39364194-39389795	0.1112
NM_001195833	chr19(.):39353471-39373919	0.1168
NM_003407	chr19(.):39892486-39905045	0.2128
NM_003169	chr19(.):39931287-39972308	0.1339
NM_001130825	chr19(.):39931185-39972308	0.1343
NM_019088	chr19(.):39871269-39886679	0.129
NM_017592	chr19(.):39876962-39896203	0.1854
NM_001020	chr19(.):39918846-39931618	0.1838
NM_022835	chr19(.):39898749-39924055	0.1498
NM_001098506	chr19(.):42077530-42098197	0.1279
NM_005628	chr19(.):47273139-47296842	0.1574
NM_001145144	chr19(.):47273139-47295545	0.1577
NM_013403	chr19(.):47217767-47254720	0.1297
NM_001039885	chr19(.):47244302-47266832	0.1216
NM_001145145	chr19(.):47273139-47293134	0.1664
NR_024258	chr19(.):47328841-47338961	0.0916
NM_178511	chr19(.):47773141-47783980	0.1513
NM_001127240	chr19(.):47719080-47741023	0.1535
NM_014417	chr19(.):47719078-47739451	0.1538
NM_015603	chr19(.):47754730-47780210	0.1501
NR_036159	chr19(.):47725200-47735276	0.183
NR_036158	chr19(.):47725198-47735278	0.183
NM_016246	chr19(.):49311273-49344934	0.1251
NM_014330	chr19(.):49370648-49384319	0.1766
NM_001161354	chr19(.):49335353-49376884	0.1136
NM_003323	chr19(.):49379221-49406996	0.1402
NM_003818	chr20(.):5102481-5176989	0.1198
NM_001042472	chr20(.):25275849-25376477	0.1322
NM_015600	chr20(.):25270378-25376477	0.1334
NM_001191	chr20(.):30247260-30315656	0.1989
NM_031483	chr20(.):32946061-33104197	0.1297
NM_015568	chr20(.):37429347-37556667	0.1313
NM_000022	chr20(.):43243162-43285376	0.158
NM_001161841	chr20(.):46281149-46420360	0.1188
NM_018837	chr20(.):46281149-46419808	0.1187
NM_017895	chr20(.):47830831-47865614	0.1252
NM_183425	chr20(.):55961462-55989386	0.1593
NM_080618	chr20(.):56067223-56105154	0.1124
NM_001009923	chr20(.):5075483-5098733	0.1358
NM_002592	chr20(.):5090598-5112268	0.1652
NM_182649	chr20(.):5090598-5105647	0.1797
NR_028370	chr20(.):5095231-5105615	0.1703
NM_000214	chr20(.):10613331-10659694	0.104
NM_002862	chr20(.):25223705-25283648	0.1319
NM_012112	chr20(.):30321903-30394603	0.1174
NR_030374	chr20(.):33049129-33059223	0.1041
NM_030919	chr20(.):37549954-37586703	0.1135
NR_034104	chr20(.):43280091-43305380	0.1329
NM_021035	chr20(.):47857438-47899756	0.1404
NR_003604	chr20(.):47889714-47910795	0.1455
NR_002433	chr20(.):47890481-47900560	0.1676
NR_036659	chr20(.):47890178-47910795	0.1476
NR_003695	chr20(.):47891849-47901952	0.1622
NR_003030	chr20(.):47892219-47902309	0.1623
NM_001015885	chr20(.):55921617-55958519	0.1191
NM_003610	chr20(.):55921144-55958519	0.1199
NM_001190472	chr20(.):55928495-55939878	0.1122
NM_001160419	chr20(.):56182946-56200632	0.1449
NM_001160418	chr20(.):56173901-56200632	0.1335
NM_175573	chr20(.):60873026-60888918	0.0978
NM_005560	chr20(.):60879120-60947368	0.0952
NM_001024	chr20(.):60957120-60968576	0.1469
NM_001083113	chr20(.):62333793-62372494	0.1332
NM_181485	chr20(.):62334379-62372494	0.1335
NM_017806	chr20(.):62362977-62375460	0.1131
NM_003224	chr20(.):62324994-62344355	0.1252
NM_032945	chr20(.):62321287-62335035	0.0997
NM_020062	chr20(.):62366210-62380403	0.0919
NM_003823	chr20(.):62323020-62335035	0.102
NM_001389	chr21(.):41379342-42224039	0.1399
NM_003253	chr21(.):32485735-32936290	0.1202
NM_130436	chr21(.):38786206-38892679	0.1554
NM_130438	chr21(.):38787600-38892679	0.1554
NM_001396	chr21(.):38787601-38892679	0.1554
NM_101395	chr21(.):38734858-38892679	0.1567
NM_001033515	chr21(.):9902193-9973585	0.2121
NM_001754	chr21(.):36155097-36426595	0.1678
NM_001001890	chr21(.):36155097-36265987	0.1725
NM_016818	chr21(.):43634266-43722354	0.179
NM_173568	chr21(.):43486425-43568105	0.182
NM_080860	chr21(.):43887596-43921401	0.186
NM_207174	chr21(.):43635007-43722354	0.1796
NM_207629	chr21(.):43631186-43722354	0.178
NM_207627	chr21(.):43614798-43722354	0.1737
NM_207628	chr21(.):43614921-43722354	0.1738
NM_001199527	chr21(.):43478067-43568105	0.1982
NM_003683	chr21(.):45204417-45228983	0.1806
NM_001100421	chr21(.):19156283-19196703	0.1557
NM_000629	chr21(.):34692213-34737128	0.2324
NM_005534	chr21(.):34770201-34814828	0.1855
NM_001122607	chr21(.):36188573-36265987	0.1824
NR_026812	chr21(.):36405232-36416723	0.1493
NR_027273	chr21(.):43437112-43450060	0.1696
NR_027243	chr21(.):43517243-43533644	0.1779
NM_018964	chr21(.):43914741-44006550	0.1724
NM_000394	chr21(.):44584140-44597913	0.2482
NM_003681	chr21(.):45133977-45187188	0.175
NM_000100	chr21(.):45188830-45201259	0.2336
NR_026961	chr21(.):45220638-45237448	0.1434
NM_005049	chr21(.):45522207-45556063	0.148
NM_198155	chr21(.):45548493-45570605	0.2293
NM_002473	chr22(.):36672322-36789063	0.1435
NM_004327	chr22(.):23517551-23665224	0.1211
NM_014433	chr22(.):23396592-23489241	0.1245
NM_001887	chr22(.):26990361-27018991	0.1673
NM_007194	chr22(.):29078730-29142822	0.1001
NM_014775	chr22(.):31887260-32019534	0.1043
NM_019843	chr22(.):31830344-31890874	0.1262
NM_001164501	chr22(.):31830344-31890547	0.1261
NM_001002880	chr22(.):39047657-39074855	0.1233
NM_001003406	chr22(.):39961757-40090740	0.0915
NM_024821	chr22(.):42191677-42227303	0.1426
NM_001178126	chr22(.):23224959-23243013	0.1916
NM_004914	chr22(.):23482512-23511531	0.1611
NM_001024938	chr22(.):24194058-24232725	0.1026
NM_002415	chr22(.):24231564-24242409	0.1512
NM_001024939	chr22(.):24195040-24232725	0.1025
NM_001002862	chr22(.):24171689-24186199	0.1726
NM_000675	chr22(.):24818529-24843325	0.1432
NR_028484	chr22(.):24820177-24895783	0.1218
NM_001008566	chr22(.):26916713-26966370	0.1263
NM_003595	chr22(.):26916713-26991089	0.1413
NR_031615	chr22(.):26946177-26956289	0.1407
NR_003491	chr22(.):27048445-27077440	0.1447
NM_001886	chr22(.):27012927-27031636	0.1252
NM_172002	chr22(.):29133042-29158496	0.1391
NM_173510	chr22(.):29163661-29190283	0.135
NM_001079539	chr22(.):29185547-29201560	0.2065
NM_005488	chr22(.):35690796-35748987	0.1477
NM_001135729	chr22(.):35690267-35748987	0.1472
NR_037471	chr22(.):35726632-35736751	0.0918
NM_031910	chr22(.):37571205-37589330	0.1003
NM_001051	chr22(.):37597244-37613353	0.1241
NM_002872	chr22(.):37616309-37645305	0.1758
NM_001013647	chr22(.):38969124-39057634	0.1157
NM_004286	chr22(.):39096806-39134592	0.1591
NM_020243	chr22(.):39072953-39085766	0.1321
NM_014876	chr22(.):39076547-39101459	0.1409
NM_015374	chr22(.):39125734-39156947	0.1495
NM_004900	chr22(.):39373404-39393783	0.1472
NM_001193289	chr22(.):39348526-39393783	0.1478
NM_152426	chr22(.):39412117-39434256	0.1423
NM_014508	chr22(.):39405264-39419825	0.1623
NM_194326	chr22(.):39920097-39933860	0.1977
NM_019008	chr22(.):39893283-39919137	0.1604
NM_182810	chr22(.):39911568-39923691	0.2067
NM_001098270	chr22(.):39878228-39893199	0.1385
NM_152513	chr22(.):42090517-42200459	0.1348
NM_015703	chr22(.):42899340-42920829	0.1472
NR_027786	chr22(.):42891584-42913566	0.1129
NM_014509	chr22(.):42944924-42975388	0.1254
NR_002184	chr22(.):42964265-42983017	0.1069
