GENE	H3k27me3_28_DMSO_compare_TSS_SIGNAL	H3k27me3_28_DMSO_compare_DISTAL_SIGNAL	ENHANCER_PROMOTER_DIFFERENCE	ENHANCER_CONTRIBUTION	ENHANCER_PROMOTER_RATIO
ST6GALNAC1	0	16346.4546	16346.4546	1	8
TBC1D2B	0	16349.0109	16349.0109	1	8
CNGA1	0	16378.2126	16378.2126	1	8
NIPAL1	0	16378.2126	16378.2126	1	8
TXK	0	16378.2126	16378.2126	1	8
CREB3L1	2844.2206	19230.43	16386.2094	0.871154445361867	2.75728575129027
C14orf180	503.4056	16935.6237	16432.2181	0.971133393301885	5.07219604325891
ZNF843	0	16478.979	16478.979	1	8
REXO1L2P	1785	18265.5209	16480.5209	0.910974881455574	3.35512691800283
CPSF1	0	16491.791	16491.791	1	8
MIR1234	0	16491.791	16491.791	1	8
MIR939	0	16491.791	16491.791	1	8
VPS28	0	16491.791	16491.791	1	8
SNORD103A	0	16538.8824	16538.8824	1	8
KDM1A	0	16589.4588	16589.4588	1	8
COPZ1	0	16594.74	16594.74	1	8
MIR148B	0	16594.74	16594.74	1	8
ZNF385A	0	16594.74	16594.74	1	8
MIR148A	0	16600.9144	16600.9144	1	8
ANKRD54	0	16604.3915	16604.3915	1	8
EIF3L	0	16604.3915	16604.3915	1	8
MIR658	0	16604.3915	16604.3915	1	8
MIR659	0	16604.3915	16604.3915	1	8
POLR2J2	0	16607.9366	16607.9366	1	8
UPK3BL	0	16607.9366	16607.9366	1	8
C15orf23	0	16616.8293	16616.8293	1	8
DEFB109P1B	0	16726.1361	16726.1361	1	8
FAM66B	0	16726.1361	16726.1361	1	8
RBM28	0	16732.8548	16732.8548	1	8
KCNJ4	4954.7513	21690.7381	16735.9868	0.814049153850407	2.13019459702182
CORO7	0	16755.1117	16755.1117	1	8
SLC6A19	2460.4	19265.371	16804.971	0.886752005256798	2.9690451825821
CDK3	0	16809.2645	16809.2645	1	8
EVPL	0	16809.2645	16809.2645	1	8
ELSPBP1	0	16835.8715	16835.8715	1	8
RELB	0	16845.8105	16845.8105	1	8
MAP1B	0	16884.9206	16884.9206	1	8
HNRNPL	0	16913.0507	16913.0507	1	8
ERF	0	16932.1139	16932.1139	1	8
SLC12A7	705.4152	17645.5441	16940.1289	0.961559764344309	4.64468744334559
MEGF8	35.3288	16989.0256	16953.6968	0.99792480823825	8
PAFAH1B3	0	16989.0256	16989.0256	1	8
PRR19	0	16989.0256	16989.0256	1	8
NAB2	0	17001.1927	17001.1927	1	8
B3GALT4	0	17006.9026	17006.9026	1	8
RPS18	0	17006.9026	17006.9026	1	8
VPS52	0	17006.9026	17006.9026	1	8
ZNF555	0	17059.9878	17059.9878	1	8
HTR6	3238.5188	20315.4765	17076.9577	0.862506604134374	2.64917317917275
GEMIN7	0	17090.738	17090.738	1	8
ZNF296	0	17090.738	17090.738	1	8
TMEM179	0	17098.1329	17098.1329	1	8
UQCR10	0	17100.5471	17100.5471	1	8
ZMAT5	0	17100.5471	17100.5471	1	8
MAPK12	0	17163.7204	17163.7204	1	8
GRASP	6720	23924.6639	17204.6639	0.780712230294684	1.83196551937585
CTTN	181.8846	17396.2635	17214.3789	0.989652800797599	6.57961025974447
AMH	0	17247.5388	17247.5388	1	8
JSRP1	0	17247.5388	17247.5388	1	8
MIR1227	0	17247.5388	17247.5388	1	8
MIR4321	0	17247.5388	17247.5388	1	8
PLEKHJ1	0	17247.5388	17247.5388	1	8
SF3A2	0	17247.5388	17247.5388	1	8
RAB4B	0	17307.6432	17307.6432	1	8
APOD	0	17309.7424	17309.7424	1	8
PPP1R2	0	17309.7424	17309.7424	1	8
THPO	7077.4704	24425.3005	17347.8301	0.775338162396375	1.78707059602169
KEAP1	0	17360.1091	17360.1091	1	8
PDE4A	0	17360.1091	17360.1091	1	8
CES3	245.5982	17637.2106	17391.6124	0.986266240234029	6.16617861317233
CUEDC1	0	17439.7369	17439.7369	1	8
HEATR6	0	17442.8783	17442.8783	1	8
LOC645638	0	17442.8783	17442.8783	1	8
LOC653653	0	17442.8783	17442.8783	1	8
KLHL22	0	17459.5204	17459.5204	1	8
MED15	0	17459.5204	17459.5204	1	8
KCTD15	1703.788	19218.654	17514.866	0.91856648473443	3.49568955960167
SLC6A18	0	17520.7822	17520.7822	1	8
ZNF250	0	17524.8937	17524.8937	1	8
USP6NL	0	17531.319	17531.319	1	8
C1QTNF5	2707.4	20273.445	17566.045	0.882188840314619	2.90461130524477
MSX1	0	17595.3657	17595.3657	1	8
DHDH	0	17630.2487	17630.2487	1	8
CES2	0	17637.2106	17637.2106	1	8
CES4A	0	17637.2106	17637.2106	1	8
FAM96B	0	17637.2106	17637.2106	1	8
PDP2	0	17637.2106	17637.2106	1	8
ABCB6	0	17647.8673	17647.8673	1	8
ANKZF1	0	17647.8673	17647.8673	1	8
ATG9A	0	17647.8673	17647.8673	1	8
GLB1L	0	17647.8673	17647.8673	1	8
STK16	0	17647.8673	17647.8673	1	8
TUBA4A	0	17647.8673	17647.8673	1	8
TUBA4B	0	17647.8673	17647.8673	1	8
ZFAND2B	0	17647.8673	17647.8673	1	8
C17orf44	0	17657.7278	17657.7278	1	8
KRT3	128.331	17787.5633	17659.2323	0.992837030747608	7.11485536657668
CREBBP	0	17671.3578	17671.3578	1	8
MRPL55	0	17695.2377	17695.2377	1	8
WNT10A	0	17695.2527	17695.2527	1	8
BBS4	0	17728.2353	17728.2353	1	8
GOLGA6B	0	17728.2353	17728.2353	1	8
HIGD2B	0	17728.2353	17728.2353	1	8
MIR630	0	17728.2353	17728.2353	1	8
SLC44A2	286.452	18081.2899	17794.8379	0.984404615354487	5.98006038086722
LMNB2	0	17809.137	17809.137	1	8
TIMM13	0	17809.137	17809.137	1	8
HIST3H2A	457.0788	18278.8794	17821.8006	0.975604194078529	5.32159091127782
HIST3H2BB	457.0788	18278.8794	17821.8006	0.975604194078529	5.32159091127782
EIF3G	0	17843.8306	17843.8306	1	8
TCTE1	1107.4908	18960.1069	17852.6161	0.944811989130119	4.09760047901702
CYP2A7	370.6176	18238.6152	17867.9976	0.980084208522557	5.62092099006543
ARAP1	0	17959.4037	17959.4037	1	8
LILRA1	0	17969.5224	17969.5224	1	8
MASP2	2489.751	20491.1546	18001.4036	0.891660013607123	3.04092790642667
ZCCHC14	0	18011.5953	18011.5953	1	8
CAMK2N2	1391.4246	19432.2571	18040.8325	0.933180663244579	3.80381884529949
CYP2A6	771.9116	18826.5096	18054.598	0.96061358248592	4.60818610329113
AP1M2	0	18081.2899	18081.2899	1	8
ATG4D	0	18081.2899	18081.2899	1	8
CDKN2D	0	18081.2899	18081.2899	1	8
KRI1	0	18081.2899	18081.2899	1	8
MIR1238	0	18081.2899	18081.2899	1	8
LYPD3	0	18092.4734	18092.4734	1	8
TBX10	580.4568	18694.7255	18114.2687	0.969885794543173	5.00929877787868
CDC42BPG	0	18120.9082	18120.9082	1	8
DISP2	445.592	18595.7829	18150.1909	0.976598748654437	5.38310834654751
DEDD2	0	18202.5975	18202.5975	1	8
KRT16P3	1551.432	19763.2195	18211.7875	0.927212884526871	3.67114561695477
SIX3	66.8367	18284.3698	18217.5331	0.996357912489296	8
H6PD	0	18237.761	18237.761	1	8
SLC16A5	196.8288	18478.4922	18281.6634	0.989460486382001	6.55276189959249
SIX2	0	18284.3698	18284.3698	1	8
ZNF7	138.6608	18433.8301	18295.1693	0.992534076298834	7.0546520594518
FAM101B	0	18297.4941	18297.4941	1	8
CYP2B7P1	0	18308.9116	18308.9116	1	8
MAGEF1	0	18309.1046	18309.1046	1	8
ZNF517	74.0222	18433.8301	18359.8079	0.996000497583396	7.96018212924973
WNT1	4098.8	22466.3721	18367.5721	0.845707756585548	2.45449367415796
BZRAP1	0	18419.1163	18419.1163	1	8
COMMD5	0	18433.8301	18433.8301	1	8
MIR153-1	203.1075	18655.0917	18451.9842	0.989229751057036	6.52118212763631
GLTSCR1	0	18459.7442	18459.7442	1	8
EGLN2	0	18470.3382	18470.3382	1	8
KRT4	0	18490.1021	18490.1021	1	8
ITGAM	0	18499.3579	18499.3579	1	8
GAL3ST4	5763.6	24263.0904	18499.4904	0.808050773387932	2.07372119931265
ANKRD30BL	0	18527.8134	18527.8134	1	8
MIR663B	0	18527.8134	18527.8134	1	8
CEP72	0	18560.4595	18560.4595	1	8
CHCHD5	0	18578.8212	18578.8212	1	8
FLJ42351	0	18578.8212	18578.8212	1	8
POLR1B	0	18578.8212	18578.8212	1	8
SLC20A1	0	18578.8212	18578.8212	1	8
ZMYND19	0	18588.8428	18588.8428	1	8
C15orf52	0	18595.7829	18595.7829	1	8
PHGR1	0	18595.7829	18595.7829	1	8
GSG1L	1789.9377	20398.1146	18608.1769	0.919328759649625	3.51045453040297
DNAJB2	0	18655.0917	18655.0917	1	8
PTPRN	0	18655.0917	18655.0917	1	8
GRIK3	2729.03	21405.8035	18676.7735	0.886925675290033	2.97154183110631
IGFBP4	4119.4106	22799.6658	18680.2552	0.84697058179901	2.46850283903745
C19orf2	0	18689.7951	18689.7951	1	8
ACY3	0	18694.7255	18694.7255	1	8
ASNA1	0	18704.1461	18704.1461	1	8
SDHAP2	0	18726.7594	18726.7594	1	8
PRKAG2	1364.9687	20093.4412	18728.4725	0.936390035125576	3.8797848866868
ABCF3	0	18734.8695	18734.8695	1	8
ITGB4	0	18778.4916	18778.4916	1	8
ITGAX	375.4013	19228.6783	18853.277	0.980850858206064	5.67868214478272
GRAMD4	0	18869.4136	18869.4136	1	8
HOXA6	3915.6	22799.6183	18884.0183	0.853431854607005	2.54170437332492
PER3	0	18916.1731	18916.1731	1	8
WNT7A	685.3908	19618.8657	18933.4749	0.966243984358649	4.83917099504197
CSPG4	4539.6	23489.6654	18950.0654	0.838040707267341	2.3713890756035
AARS2	0	18960.1069	18960.1069	1	8
HSP90AB1	0	18960.1069	18960.1069	1	8
NFKBIE	0	18960.1069	18960.1069	1	8
SLC29A1	0	18960.1069	18960.1069	1	8
SLC35B2	0	18960.1069	18960.1069	1	8
SPATS1	0	18960.1069	18960.1069	1	8
SAMD4B	0	18980.9988	18980.9988	1	8
THAP3	0	19018.9872	19018.9872	1	8
SLC27A4	0	19060.1992	19060.1992	1	8
ZNF792	0	19080.8523	19080.8523	1	8
SPSB1	384.801	19512.4349	19127.6339	0.980660580095952	5.66413746036285
MORF4L1	0	19140.72	19140.72	1	8
CYB5R3	0	19182.621	19182.621	1	8
USP2	1556.6295	20779.8042	19223.1747	0.930309846195366	3.73868455194019
KEL	0	19291.0898	19291.0898	1	8
PTGER1	2152.4	21459.5578	19307.1578	0.908842798287569	3.31760223091617
CENPA	0	19308.0231	19308.0231	1	8
ZRANB1	0	19315.454	19315.454	1	8
HOXA10	3458.4	22799.6183	19341.2183	0.868291660075505	2.72083302524204
ZNF556	469.6047	19832.8951	19363.2904	0.976869611888877	5.40030463200847
MAU2	0	19379.3017	19379.3017	1	8
SUGP1	0	19379.3017	19379.3017	1	8
C7orf34	0	19404.6356	19404.6356	1	8
TRPV5	0	19404.6356	19404.6356	1	8
WNT10B	3052.6	22466.3721	19413.7721	0.880379194426879	2.87965671270119
ALG3	0	19432.2571	19432.2571	1	8
MIR1224	0	19432.2571	19432.2571	1	8
C2orf85	4202.1966	23643.3088	19441.1122	0.849088873064592	2.49221638459902
WNT9B	0	19462.138	19462.138	1	8
LOC400548	2970.8304	22452.9874	19482.157	0.883147746598467	2.91796925877883
MSX2P1	0	19513.2274	19513.2274	1	8
OR4D1	0	19513.2274	19513.2274	1	8
OR4D2	0	19513.2274	19513.2274	1	8
P2RY11	0	19523.3659	19523.3659	1	8
SNORD105B	0	19523.3659	19523.3659	1	8
HBM	6422.1873	25950.1486	19527.9613	0.801614955441013	2.01460615370791
MMP9	1823.6772	21356.7824	19533.1052	0.921326961092695	3.54977201486575
COPE	0	19554.1964	19554.1964	1	8
DDX49	0	19554.1964	19554.1964	1	8
HOMER3	0	19554.1964	19554.1964	1	8
NUDT8	0	19589.3556	19589.3556	1	8
EPHB6	1157.058	20755.1196	19598.0616	0.94719566347436	4.16493415586342
LRFN1	0	19670.1087	19670.1087	1	8
ZBED4	0	19694.2601	19694.2601	1	8
KCNAB2	0	19741.5095	19741.5095	1	8
LOC202781	0	19757.4029	19757.4029	1	8
PAXIP1	0	19757.4029	19757.4029	1	8
CDRT15L2	0	19763.2195	19763.2195	1	8
LGALS9B	0	19763.2195	19763.2195	1	8
RNH1	0	19778.1343	19778.1343	1	8
TMPRSS13	0	19864.6711	19864.6711	1	8
SNORD105	0	19888.5559	19888.5559	1	8
ARF1	0	19998.4083	19998.4083	1	8
C1orf35	0	19998.4083	19998.4083	1	8
MIR3620	0	19998.4083	19998.4083	1	8
COX6A2	0	20021.1287	20021.1287	1	8
ITGAD	0	20021.1287	20021.1287	1	8
SPNS3	0	20021.6364	20021.6364	1	8
FAM157B	0	20027.9939	20027.9939	1	8
ECHDC3	0	20050.9619	20050.9619	1	8
HOXA7	2741.8	22799.6183	20057.8183	0.892652789763049	3.05581442870681
SLC45A1	1795.7482	21867.6426	20071.8944	0.924112811423458	3.6061407272244
KRT76	0	20146.3695	20146.3695	1	8
EXTL1	0	20149.1199	20149.1199	1	8
PAFAH2	0	20149.1199	20149.1199	1	8
WNT3A	3547.4488	23702.6088	20155.16	0.869818667832834	2.74019208914528
KDELR3	1524.2164	21690.7381	20166.5217	0.934343338902516	3.83093949785174
RNF26	0	20273.445	20273.445	1	8
WDR85	0	20280.5064	20280.5064	1	8
GMFG	0	20283.7688	20283.7688	1	8
C1orf151	0	20315.4765	20315.4765	1	8
GNGT2	4276.65	24601.1077	20324.4577	0.851905052863575	2.52417022908576
DPCR1	1671.252	22060.2813	20389.0293	0.92957673746264	3.72244999554628
PGC	0	20440.2374	20440.2374	1	8
BET1L	0	20440.3484	20440.3484	1	8
RIC8A	0	20440.3484	20440.3484	1	8
RESP18	0	20441.3623	20441.3623	1	8
TREX1	0	20441.963	20441.963	1	8
C3orf19	0	20493.893	20493.893	1	8
PCIF1	0	20560.7936	20560.7936	1	8
FAM92B	0	20598.5793	20598.5793	1	8
CCL19	0	20599.4017	20599.4017	1	8
MIR3176	0	20680.4196	20680.4196	1	8
NCRNA00235	0	20680.4196	20680.4196	1	8
NHLRC4	0	20680.4196	20680.4196	1	8
PIGQ	0	20680.4196	20680.4196	1	8
RAB40C	0	20680.4196	20680.4196	1	8
SOLH	0	20680.4196	20680.4196	1	8
ACCN2	1597.0144	22332.152	20735.1376	0.933260759137853	3.80567305427335
PRSS2	0	20755.1196	20755.1196	1	8
TRPV6	0	20755.1196	20755.1196	1	8
TRY6	0	20755.1196	20755.1196	1	8
LOC100499227	0	20779.8042	20779.8042	1	8
C10orf54	0	20788.3871	20788.3871	1	8
LOC100130581	0	20806.0485	20806.0485	1	8
NAPRT1	0	20824.9956	20824.9956	1	8
BAZ1B	0	20839.9148	20839.9148	1	8
SGTA	0	20870.821	20870.821	1	8
MUC21	0	20910.9501	20910.9501	1	8
KCNAB3	0	20935.3572	20935.3572	1	8
ABI3	3664.9848	24601.1077	20936.1229	0.870339885146841	2.74684415631822
C4orf48	512.4	21488.1523	20975.7523	0.976709675602098	5.39012714929315
DDR1	1304.1656	22327.5093	21023.3437	0.944812815616383	4.09762334674957
CPXM1	6927.2	27950.7239	21023.5239	0.801387260897143	2.01254141553091
GFRA4	1468.467	22515.0314	21046.5644	0.938771776514472	3.93850573940024
KRT6B	0	21061.8257	21061.8257	1	8
RCE1	0	21108.0919	21108.0919	1	8
STMN3	1545.8992	22665.7606	21119.8614	0.936150631027783	3.87399641803098
FBXO46	0	21123.43	21123.43	1	8
XPO6	0	21142.2294	21142.2294	1	8
FOXH1	728.889	21958.8285	21229.9395	0.967872969151701	4.912958150409
TNFRSF13C	7098	28328.2317	21230.2317	0.799639993886225	1.99675606935376
ANGPTL6	0	21232.9033	21232.9033	1	8
PPAN-P2RY11	0	21232.9033	21232.9033	1	8
SEPT9	0	21246.5357	21246.5357	1	8
PDLIM2	1879.1123	23156.2709	21277.1586	0.924941740056929	3.62327974637783
CNTROB	0	21293.9544	21293.9544	1	8
TRAPPC1	0	21293.9544	21293.9544	1	8
NAT8L	151.4904	21488.1523	21336.6619	0.992999403821025	7.14817125247065
ZNF335	0	21356.7824	21356.7824	1	8
THOP1	0	21376.1689	21376.1689	1	8
MIR4313	0	21382.8076	21382.8076	1	8
TONSL	0	21429.592	21429.592	1	8
ADAM33	3724.7598	25188.597	21463.8372	0.871175117238549	2.75755146841017
MIR943	0	21488.1523	21488.1523	1	8
SCARNA22	0	21488.1523	21488.1523	1	8
WHSC2	0	21488.1523	21488.1523	1	8
RIMS4	0	21500.9111	21500.9111	1	8
PPARA	0	21553.7684	21553.7684	1	8
SLC2A7	0	21562.7027	21562.7027	1	8
SNX33	1582.0807	23168.9954	21586.9147	0.936080326624667	3.87230039386925
GRIN3B	5290.4	26884.6428	21594.2428	0.835574422297272	2.34533359172394
HOXA13	1195.9168	22799.6183	21603.7015	0.950160861384583	4.25282074193761
RHBDF1	1480.0772	23125.1166	21645.0394	0.939846960278768	3.96571630681606
MDFI	5298	26970.4691	21672.4691	0.835814956588691	2.34786086590715
DDX17	0	21690.7381	21690.7381	1	8
LOC400927	0	21690.7381	21690.7381	1	8
POLD2	0	21725.6595	21725.6595	1	8
GALR2	1733.9253	23494.3077	21760.3824	0.931270442127279	3.76019760525568
C19orf53	0	21761.8333	21761.8333	1	8
ZACN	1726	23494.3077	21768.3077	0.931563087154563	3.76680688725649
ITGA2B	0	21808.74	21808.74	1	8
PVRL1	0	21826.3279	21826.3279	1	8
NAPSB	0	21842.2289	21842.2289	1	8
ECHS1	0	21887.766	21887.766	1	8
MIR3944	0	21887.766	21887.766	1	8
PAOX	0	21887.766	21887.766	1	8
CYHR1	0	21958.8285	21958.8285	1	8
KIFC2	0	21958.8285	21958.8285	1	8
FAM106C	0	21977.1539	21977.1539	1	8
LOC162632	0	21977.1539	21977.1539	1	8
KLHDC8A	0	21990.0032	21990.0032	1	8
HOXA1	0	22009.3424	22009.3424	1	8
C2orf18	0	22038.595	22038.595	1	8
MAN2C1	0	22058.7682	22058.7682	1	8
GTF2H4	0	22060.2813	22060.2813	1	8
SFTA2	0	22060.2813	22060.2813	1	8
VARS2	0	22060.2813	22060.2813	1	8
C10orf125	365.1366	22450.764	22085.6274	0.983996397670141	5.94218444385708
PPP1R1B	7755.219	29914.4316	22159.2126	0.794125539353954	1.94760222351981
CHST8	30.0447	22236.3064	22206.2617	0.998650668002805	8
SLC2A5	627.4857	22857.8887	22230.403	0.973281852385543	5.18696576165428
HOXA11	566.876	22799.6183	22232.7423	0.975739792511365	5.32983267084017
HOXA11-AS1	566.876	22799.6183	22232.7423	0.975739792511365	5.32983267084017
AURKB	0	22263.5885	22263.5885	1	8
MIR196B	528.6002	22799.6183	22271.0181	0.977340738642344	5.43068889064137
RPS6KB2	0	22290.3696	22290.3696	1	8
MTG1	0	22307.4093	22307.4093	1	8
SPRN	0	22307.4093	22307.4093	1	8
U2AF2	0	22307.7519	22307.7519	1	8
RAB26	0	22347.9288	22347.9288	1	8
SNORD60	0	22347.9288	22347.9288	1	8
TRAF7	0	22347.9288	22347.9288	1	8
SPC24	0	22391.2425	22391.2425	1	8
C19orf47	0	22395.0044	22395.0044	1	8
PLD3	0	22395.0044	22395.0044	1	8
MIR631	0	22439.7402	22439.7402	1	8
NEIL1	0	22439.7402	22439.7402	1	8
ARF3	0	22466.3721	22466.3721	1	8
FKBP11	0	22466.3721	22466.3721	1	8
MRPL41	0	22470.2368	22470.2368	1	8
PNPLA7	0	22470.2368	22470.2368	1	8
ZSWIM4	0	22473.4592	22473.4592	1	8
PES1	0	22499.5096	22499.5096	1	8
RPL8	0	22515.6253	22515.6253	1	8
ZNF34	0	22515.6253	22515.6253	1	8
ARL5C	0	22567.6797	22567.6797	1	8
CACNB1	0	22567.6797	22567.6797	1	8
PLXDC1	0	22567.6797	22567.6797	1	8
RPL19	0	22567.6797	22567.6797	1	8
HIPK4	324.324	22911.5512	22587.2272	0.986042100966354	6.14249554043461
EEF1D	0	22663.3414	22663.3414	1	8
TIGD5	0	22663.3414	22663.3414	1	8
HOXA9	130.8268	22799.6183	22668.7915	0.994294624485942	7.44520775285222
ATP5G2	0	22671.3435	22671.3435	1	8
CALCOCO1	0	22671.3435	22671.3435	1	8
KCNK4	1865.4	24537.4252	22672.0252	0.92934846987511	3.71742694215453
C19orf66	0	22676.5297	22676.5297	1	8
GPER	0	22678.2794	22678.2794	1	8
PAM16	0	22697.212	22697.212	1	8
VASN	0	22697.212	22697.212	1	8
GLYR1	0	22732.2563	22732.2563	1	8
CCDC12	0	22773.4369	22773.4369	1	8
NBEAL2	0	22773.4369	22773.4369	1	8
EVX1	0	22799.6183	22799.6183	1	8
HOXA2	0	22799.6183	22799.6183	1	8
HOXA3	0	22799.6183	22799.6183	1	8
HOXA4	0	22799.6183	22799.6183	1	8
HOXA5	0	22799.6183	22799.6183	1	8
TNS4	0	22799.6658	22799.6658	1	8
TOP2A	0	22799.6658	22799.6658	1	8
PTPRA	0	22804.7786	22804.7786	1	8
LGALS1	0	22828.6562	22828.6562	1	8
C13orf28	0	22834.1147	22834.1147	1	8
NLRP11	0	22838.6618	22838.6618	1	8
NLRP4	0	22838.6618	22838.6618	1	8
UPK1A	0	22865.0669	22865.0669	1	8
CALCOCO2	0	22951.6991	22951.6991	1	8
NEU4	684.648	23643.3088	22958.6608	0.971857562654008	5.10992569781514
CCDC65	0	22984.3245	22984.3245	1	8
GAL	2517.6558	25586.987	23069.3312	0.910418509215139	3.34525730822877
ALKBH6	0	23094.9252	23094.9252	1	8
BCRP2	0	23098.2149	23098.2149	1	8
KRT85	8128.8	31243.696	23114.896	0.793541156242672	1.94245083065242
SLC9A3R2	3967.331	27088.5659	23121.2349	0.872251926493226	2.77144334392632
WNT9A	79.344	23227.136	23147.792	0.996595624907751	8
IMP3	0	23168.9954	23168.9954	1	8
SNUPN	0	23168.9954	23168.9954	1	8
DDX41	0	23180.325	23180.325	1	8
DOK3	0	23180.325	23180.325	1	8
FAM193B	0	23180.325	23180.325	1	8
CABP4	0	23184.9997	23184.9997	1	8
CORO1B	0	23184.9997	23184.9997	1	8
GPR152	0	23184.9997	23184.9997	1	8
PTPRCAP	0	23184.9997	23184.9997	1	8
KLHDC7A	4477.4736	27676.669	23199.1954	0.860749712542483	2.62791348823387
PHOSPHO1	1377.4074	24601.1077	23223.7003	0.946978978794673	4.1586960384032
CLK2	0	23242.4116	23242.4116	1	8
HCN3	0	23242.4116	23242.4116	1	8
LRFN4	0	23248.4545	23248.4545	1	8
C19orf46	0	23258.6922	23258.6922	1	8
SDHAP3	0	23295.3862	23295.3862	1	8
ZNF251	0	23315.9387	23315.9387	1	8
PTH1R	1615.3992	24940.8187	23325.4195	0.939170584980025	3.94854618826244
CUL4A	0	23406.471	23406.471	1	8
PCID2	0	23406.471	23406.471	1	8
PDK2	0	23414.9072	23414.9072	1	8
UBN1	0	23432.8756	23432.8756	1	8
C3P1	0	23440.6923	23440.6923	1	8
COMMD4	0	23480.0521	23480.0521	1	8
DNM1P35	0	23489.6654	23489.6654	1	8
ODF3L1	0	23489.6654	23489.6654	1	8
EXOC7	0	23494.3077	23494.3077	1	8
SRP68	0	23494.3077	23494.3077	1	8
RECQL4	0	23566.4245	23566.4245	1	8
GPT	0	23574.6977	23574.6977	1	8
MFSD3	0	23574.6977	23574.6977	1	8
PPP1R16A	0	23574.6977	23574.6977	1	8
KIAA0284	0	23586.6853	23586.6853	1	8
C20orf27	0	23626.985	23626.985	1	8
COPS6	0	23628.6538	23628.6538	1	8
MIR106B	0	23628.6538	23628.6538	1	8
MIR25	0	23628.6538	23628.6538	1	8
MIR93	0	23628.6538	23628.6538	1	8
GAL3ST2	0	23643.3088	23643.3088	1	8
PDCD1	0	23643.3088	23643.3088	1	8
NAA10	0	23646.7782	23646.7782	1	8
RENBP	0	23646.7782	23646.7782	1	8
GPC2	615.4461	24263.0904	23647.6443	0.975261965268737	5.30098699579497
GLIS2	1526.4	25233.8539	23707.4539	0.942960182451781	4.04715558058436
LRRC14	0	23717.3275	23717.3275	1	8
FAM90A7	2440.898	26177.3678	23736.4698	0.914708388794125	3.4228361236745
BAD	0	23779.859	23779.859	1	8
GPR137	0	23779.859	23779.859	1	8
RHOD	0	23786.5578	23786.5578	1	8
FAM187B	0	23800.4713	23800.4713	1	8
NUP160	0	23803.0691	23803.0691	1	8
PTPRJ	0	23803.0691	23803.0691	1	8
FAM189B	0	23817.0036	23817.0036	1	8
SCAMP3	0	23817.0036	23817.0036	1	8
SYT12	1821.8731	25676.7804	23854.9073	0.933746825094545	3.81696993605053
PYCRL	0	23894.9282	23894.9282	1	8
MPO	843.1551	24761.1524	23917.9973	0.967069794799176	4.87613660774381
LRRC25	3970	27894.6418	23924.6418	0.875410493395221	2.81277711312338
ZNF831	2773.4688	26710.2559	23936.7871	0.905932210796962	3.26763039676762
OAZ1	0	23954.2932	23954.2932	1	8
CRIP2	1654.5816	25635.4784	23980.8968	0.939370540042785	3.95360347225779
RTBDN	18766.9345	42778.3226	24011.3881	0.695070987037927	1.18868690221697
GPR146	0	24017.7307	24017.7307	1	8
SGPL1	0	24022.4877	24022.4877	1	8
NCAN	8094	32116.9474	24022.9474	0.798711531974499	1.98841002229173
R3HDM2	0	24043.9718	24043.9718	1	8
GOLGA7B	12.888	24066.6552	24053.7672	0.999464773899864	8
MIR9-3	3875.6	27930.5319	24054.9319	0.878149282277233	2.84935146485083
GPSM3	0	24069.5081	24069.5081	1	8
SEMA7A	0	24074.7481	24074.7481	1	8
LRRC24	0	24095.5146	24095.5146	1	8
NUCKS1	0	24117.2273	24117.2273	1	8
HSPA12B	1068.3705	25188.597	24120.2265	0.95931097145929	4.55928681562903
SDHAF1	0	24150.1923	24150.1923	1	8
HDAC10	0	24204.0922	24204.0922	1	8
STAG3	19.052	24263.0904	24244.0384	0.999215390483831	8
AP4M1	0	24263.0904	24263.0904	1	8
C7orf43	0	24263.0904	24263.0904	1	8
C7orf59	0	24263.0904	24263.0904	1	8
CNPY4	0	24263.0904	24263.0904	1	8
MBLAC1	0	24263.0904	24263.0904	1	8
MCM7	0	24263.0904	24263.0904	1	8
PVRIG	0	24263.0904	24263.0904	1	8
TAF6	0	24263.0904	24263.0904	1	8
RACGAP1	0	24284.9032	24284.9032	1	8
THY1	849.996	25178.979	24328.983	0.96734423848807	4.88861992108795
FBXO27	863.97	25252.3687	24388.3987	0.966918410351295	4.86929369242919
GCGR	2500.4	26914.076	24413.676	0.914994236171333	3.4281300836129
CLCN2	0	24425.3005	24425.3005	1	8
POLR2H	0	24425.3005	24425.3005	1	8
B4GALNT2	107.2539	24601.1077	24493.8538	0.995659206314999	7.841549357797
KHSRP	0	24509.0086	24509.0086	1	8
CD177	0	24591.5143	24591.5143	1	8
PRG1	0	24591.5143	24591.5143	1	8
FLJ40194	0	24601.1077	24601.1077	1	8
ALX4	1371.6574	25977.3005	24605.6431	0.949846081703903	4.24325942861054
CRIP1	1027.0008	25635.4784	24608.4776	0.961481421427607	4.64163261045663
ZNF3	0	24610.7083	24610.7083	1	8
GJC1	0	24617.6313	24617.6313	1	8
HIGD1B	0	24617.6313	24617.6313	1	8
TERT	0	24625.2996	24625.2996	1	8
NR2F6	0	24668.359	24668.359	1	8
MIR3664	0	24744.0774	24744.0774	1	8
EPX	0	24761.1524	24761.1524	1	8
LPO	0	24761.1524	24761.1524	1	8
MKS1	0	24761.1524	24761.1524	1	8
TUBGCP6	0	24775.7423	24775.7423	1	8
ISYNA1	72.9154	24947.9223	24875.0069	0.997085812998179	8
TSPAN4	1804.9598	26712.9988	24908.039	0.936707959173487	3.88750333101174
