GENE	H3k27me3_28_DMSO_compare_TSS_SIGNAL	H3k27me3_28_DMSO_compare_DISTAL_SIGNAL
LYPD5	0.0	2327.9919
LYPLA2	0.0	968.9537
LYPLA2P1	0.0	1598.856
LYSMD1	0.0	9269.8586
LYSMD2	978.5646	224.38639999999998
LZTR1	0.0	45860.579799999985
LZTS1	0.0	985.2147
LZTS2	0.0	42698.0624
MACF1	394.2177	0.0
MAD2L2	5116.875599999999	115215.55500000004
MADCAM1	459.79310000000004	155661.52600000004
MADD	0.0	14579.776700000002
MAF1	0.0	50597.759200000015
MAFA	323.64	79515.74920000003
MAFB	0.0	4016.1767
MAFG	0.0	39309.672999999995
MAFK	0.0	127443.77220000004
MAG	7775.0	77237.46189999997
MAGEF1	0.0	18309.104600000002
MAK	0.0	2641.1519
MAL2	5.747400000000001	2185.8096
MAMDC4	0.0	28172.2074
MAML1	0.0	4903.2688
MAML3	185.70600000000002	566.15
MAMLD1	67.2288	86.6138
MAMSTR	4979.377	138360.20299999995
MAN1B1	0.0	137526.86850000004
MAN2A2	0.0	573.5912999999999
MAN2B1	0.0	8324.9336
MAN2B2	0.0	8233.4082
MAN2C1	0.0	22058.7682
MANEAL	0.0	3437.3535999999995
MAP1A	0.0	382.265
MAP1B	0.0	16884.9206
MAP1S	0.0	88822.14499999997
MAP2K2	0.0	167080.56259999998
MAP2K3	0.0	40698.49509999999
MAP2K7	0.0	45112.0268
MAP3K10	0.0	0.0
MAP3K15	0.0	86315.82960000001
MAP3K2	0.0	915.9429999999999
MAP3K3	0.0	2951.8293000000003
MAP3K6	0.0	6661.883499999999
MAP4K1	0.0	8995.5449
MAP4K2	0.0	105712.40049999997
MAP6	4502.4	3491.1139999999996
MAP6D1	0.0	200.2035
MAP7D1	0.0	1799.8654999999999
MAPK11	484.484	4725.8528
MAPK12	0.0	17163.7204
MAPK15	224.66400000000002	104316.4085
MAPK3	0.0	32166.29630000001
MAPK7	0.0	3337.6804999999995
MAPK8IP1	0.0	33367.398
MAPK8IP2	4929.0403	66655.0342
MAPK9	0.0	172.1213
MAPKAPK2	149.9165	1151.1776
MAPKAPK3	0.0	76720.08809999996
MAPKBP1	0.0	50368.3158
MAPRE1	0.0	620.6731
MAPRE3	29.3664	10317.721699999998
MAPT	2657.7680000000005	70114.0082
MARCH2	0.0	49643.280999999995
MARCH4	770.704	0.0
MARCH9	0.0	2531.2868
MARCO	0.0	1099.0557
MARK2	0.0	2667.1369999999997
MARK4	0.0	96917.02799999999
MARS	0.0	3667.9832
MARVELD1	302.889	6315.163000000001
MASP2	2489.751	20491.1546
MAST1	8230.4	42778.32260000001
MAST3	1379.066	150454.7753
MATK	9063.3655	337916.8517
MATN1	0.0	104574.36849999998
MATN3	1582.8138	300.0514
MATN4	0.0	487.4121
MAU2	0.0	19379.3017
MAVS	0.0	3845.924
MAZ	0.0	13641.085299999997
MB	0.0	6123.4331
MBD3	0.0	145556.28139999998
MBD3L1	0.0	149076.0639
MBD3L2	2178.6	53805.59700000001
MBD3L3	6329.6	53805.59700000001
MBD3L4	2426.6748	53805.59700000001
MBD3L5	1666.923	53805.59700000001
MBD6	0.0	12079.4447
MBLAC1	0.0	24263.090399999997
MBOAT7	0.0	47236.07459999999
MBTPS1	0.0	158.4128
MC1R	0.0	9038.7641
MCAM	5460.4	18891.585000000006
MCAT	0.0	46956.969199999985
MCCD1	0.0	7609.3712
MCF2L	17392.269	261835.4027
MCFD2	0.0	14429.743499999999
MCHR1	0.0	223.3458
MCL1	0.0	1132.0807
MCM3AP-AS1	0.0	53148.3112
MCM5	0.0	1474.8855
MCM7	0.0	24263.090399999997
MCOLN1	0.0	228786.14459999997
MCRS1	0.0	12969.122500000001
MDC1	0.0	267.228
MDFI	5298.0	26970.469100000002
MDGA1	197.64679999999998	8290.7744
MDK	5246.030399999999	51472.022600000004
MDS2	0.0	5134.851
MEA1	0.0	841.1599
MEAF6	0.0	6208.7725
MECOM	4439.754	10600.8101
MECP2	0.0	264.67900000000003
MECR	0.0	115545.26190000003
MED11	0.0	7206.999000000001
MED15	0.0	17459.5204
MED16	0.0	69034.296
MED19	0.0	3919.7439999999997
MED22	0.0	185910.30339999998
MED24	114.7558	5205.4196
MED25	0.0	11497.220099999999
MED27	0.0	130786.57039999998
MED29	0.0	613.6601
MED31	0.0	10702.7792
MED8	0.0	4228.0664
MED9	0.0	2903.8415
MEF2B	0.0	32116.9474
MEF2D	0.0	46756.7979
MEFV	290.4405	42389.7609
MEG3	0.0	463.7444
MEG8	0.0	463.7444
MEGF11	1386.638	84.03659999999999
MEGF6	2471.5362	270599.4685000001
MEGF8	35.3288	16989.0256
MEIS3	4600.0	134617.4791
MEN1	0.0	102870.49789999997
MEOX1	1814.3461000000002	113411.57610000005
MEPCE	0.0	11832.561
METAP1D	0.0	33267.7958
METRN	917.2077999999999	134467.9838
METRNL	632.3144	150044.29090000005
METT11D1	0.0	245.0592
METTL1	0.0	2531.2868
METTL11A	0.0	199111.79720000003
METTL2B	0.0	1503.5675999999999
METTL5	0.0	405.3446
METTL7B	0.0	172.9154
METTL8	0.0	315.1285
METTL9	0.0	4645.7671
MEX3A	3138.245999999999	14086.863200000002
MEX3D	573.882	124521.35299999997
MFAP1	0.0	450.19
MFAP2	3581.7711999999997	31500.1356
MFAP4	0.0	3337.6804999999995
MFAP5	0.0	0.0
MFGE8	0.0	414.4959
MFI2	0.0	750.7072000000001
MFN1	0.0	5543.870800000001
MFN2	0.0	74429.25629999996
MFNG	0.0	493326.72010000015
MFSD11	0.0	1596.0888000000002
MFSD2B	0.0	0.0
MFSD3	0.0	23574.697699999997
MFSD4	6240.6	64899.28049999998
MFSD5	0.0	760.6445000000001
MFSD6L	0.0	122.1654
MGAT3	0.0	39493.02010000001
MGAT5B	1456.5421000000001	113551.72469999996
MGC12916	0.0	116.003
MGC16142	0.0	98.3235
MGC16275	0.0	97881.60070000001
MGC16703	1130.5756000000001	45860.579799999985
MGC23270	1049.727	41077.65959999999
MGC2752	0.0	10896.7401
MGC3771	0.0	165909.98020000002
MGC39372	0.0	1.4943
MGC4473	0.0	985.688
MGC57346	0.0	1458.2467
MGC70857	0.0	38307.98459999999
MGEA5	0.0	7180.5109
MGLL	517.8696	0.0
MGRN1	0.0	13115.520400000001
MIA	766.3296999999999	10005.153
MIB2	0.0	41754.80609999999
MICALL1	0.0	7651.6369
MICALL2	0.0	114246.02059999997
MICB	0.0	7609.3712
MIDN	0.0	378368.0095000001
MIER2	0.0	120127.81450000002
MIF	0.0	915.6071
MIIP	0.0	900.789
MINK1	0.0	845.1565
MIOX	170.07209999999998	3097.0009
MIR1-1	8385.0	260266.35830000002
MIR106B	0.0	23628.653799999996
MIR107	0.0	2688.2006
MIR10A	0.0	36072.1403
MIR10B	0.0	53.2968
MIR1179	0.0	974.2218
MIR1180	0.0	36.9799
MIR1185-1	0.0	1106.2536
MIR1185-2	0.0	1106.2536
MIR1193	0.0	1106.2536
MIR1197	0.0	1106.2536
MIR1204	0.0	392.8504
MIR1224	0.0	19432.2571
MIR1225	0.0	34538.2708
MIR1227	0.0	17247.538800000002
MIR1228	2207.3999999999996	56441.80500000001
MIR1231	0.0	616.595
MIR1234	0.0	16491.790999999997
MIR1236	0.0	149597.528
MIR1237	0.0	81218.94030000002
MIR1238	0.0	18081.289900000003
MIR124-1	929.5037	2233.9946000000004
MIR124-3	1479.3179999999998	340968.6918999999
MIR1247	0.0	412.2374
MIR1248	0.0	1903.451
MIR1249	0.0	5321.414600000001
MIR1250	4308.0	274288.4181
MIR1253	1045.5396	37807.9475
MIR1257	0.0	97685.72750000007
MIR126	5485.599999999999	389245.8779000001
MIR1260	0.0	0.0
MIR127	0.0	463.7444
MIR1272	0.0	519.5376
MIR1275	2958.5654999999997	254467.81709999996
MIR1280	0.0	70612.635
MIR1282	0.0	805.2118
MIR1286	9243.625300000002	504637.46000000014
MIR129-1	0.0	14506.035300000001
MIR129-2	1797.2020000000002	3392.7156
MIR1292	0.0	2143.0632
MIR1306	0.0	157721.46349999998
MIR130A	0.0	3919.7439999999997
MIR130B	0.0	3282.6488000000004
MIR132	2466.6804	222254.76210000005
MIR133A2	7236.599999999999	256581.16850000003
MIR134	0.0	1106.2536
MIR135B	0.0	55188.480599999995
MIR136	0.0	463.7444
MIR139	3594.0	64713.54149999999
MIR140	0.0	0.0
MIR142	0.0	15733.014699999998
MIR1469	0.0	4099.659
MIR146B	0.0	58065.823599999996
MIR1470	0.0	9268.3827
MIR1471	0.0	500.67889999999994
MIR148A	0.0	16600.9144
MIR148B	0.0	16594.74
MIR149	167.6296	3555.1458
MIR150	0.0	110241.12250000001
MIR152	297.9844	0.0
MIR153-1	203.10750000000002	18655.091699999997
MIR153-2	969.1878	82149.76490000001
MIR1539	0.0	0.0
MIR154	0.0	1106.2536
MIR181A2	0.0	0.0
MIR181B2	0.0	0.0
MIR181C	1934.3888000000002	13369.208299999998
MIR181D	1934.3888000000002	13369.208299999998
MIR182	0.0	8442.8075
MIR183	0.0	8442.8075
MIR185	0.0	40486.99590000001
MIR1908	0.0	210115.4383
MIR1909	0.0	185784.58029999997
MIR1910	0.0	2470.0370000000003
MIR1914	0.0	74751.60380000001
MIR1915	944.5127	1199.5685
MIR192	0.0	1368.7908
MIR194-2	0.0	1368.7908
MIR195	0.0	51136.52520000001
MIR196A1	902.3079	44885.24909999999
MIR196A2	6015.6	258928.93899999998
MIR196B	528.6002	22799.618300000002
MIR1972-1	0.0	0.0
MIR199B	3141.4832000000006	58877.702399999995
MIR200A	4675.080599999999	201861.48239999995
MIR200B	3875.5586999999996	201861.48239999995
MIR202	4620.4	185131.23569999996
MIR203	0.0	13707.7503
MIR208A	0.0	1439.0502
MIR208B	0.0	1439.0502
MIR210	0.0	7053.8899
MIR2117	0.0	8497.4619
MIR212	2466.6804	222254.76210000005
MIR219-1	0.0	31446.928300000003
MIR219-2	0.0	3830.6462
MIR22	0.0	15109.8274
MIR23A	0.0	13239.342099999998
MIR24-2	0.0	13239.342099999998
MIR25	0.0	23628.653799999996
MIR26A2	0.0	2531.2868
MIR26B	0.0	2189.802
MIR27A	0.0	13239.342099999998
MIR2861	0.0	9286.2744
MIR2909	0.0	30365.947499999995
MIR296	0.0	59055.23939999999
MIR298	0.0	59055.23939999999
MIR299	0.0	1106.2536
MIR300	0.0	1106.2536
MIR301B	0.0	3282.6488000000004
MIR3065	3763.1754	274288.4181
MIR30C1	0.0	892.7906
MIR30E	0.0	892.7906
MIR3115	0.0	6527.8622000000005
MIR3127	0.0	4659.2166
MIR3131	3323.647	78364.3241
MIR3132	0.0	210163.0058
MIR3154	2597.7232000000004	58877.702399999995
MIR3155	0.0	3576.6283
MIR3160-1	0.0	34144.23359999999
MIR3160-2	0.0	34144.23359999999
MIR3167	0.0	0.0
MIR3176	0.0	20680.419599999997
MIR3178	0.0	5594.5584
MIR3180-5	0.0	28139.5363
MIR3183	0.0	111834.09170000005
MIR3185	2051.395	54476.86399999998
MIR3186	18173.4	642792.5985000001
MIR3187	0.0	275818.6146
MIR3188	0.0	180746.76480000003
MIR3189	2943.6295999999993	46334.37649999999
MIR3190	0.0	14716.472499999998
MIR3191	0.0	14716.472499999998
MIR3193	119.2019	662.6429999999999
MIR3196	6657.599999999999	398499.3405
MIR3197	0.0	900.625
MIR3200	0.0	1350.5529999999999
MIR3201	0.0	438.48
MIR3202-1	0.0	6738.5615
MIR3202-2	0.0	6738.5615
MIR320A	0.0	39539.190599999994
MIR320E	0.0	74245.4339
MIR323	0.0	1106.2536
MIR324	0.0	117122.0
MIR326	0.0	12939.836299999999
MIR328	0.0	2386.3896
MIR329-1	0.0	1106.2536
MIR329-2	0.0	1106.2536
MIR330	0.0	31836.984700000005
MIR337	0.0	463.7444
MIR338	3693.8108	274288.4181
MIR339	0.0	60618.7657
MIR33A	0.0	28328.231699999993
MIR33B	0.0	200.7612
MIR345	166.6938	345.5247
MIR346	0.0	1278.662
MIR34A	0.0	35955.8754
MIR3609	0.0	359.0852
MIR3615	0.0	15113.553100000001
MIR3618	0.0	157721.46349999998
MIR3619	0.0	80817.72020000001
MIR3620	0.0	19998.4083
MIR3621	4039.0233000000003	59114.35049999999
MIR3622A	0.0	0.0
MIR3622B	0.0	0.0
MIR3648	0.0	2732.3712
MIR3653	0.0	12606.291899999998
MIR3659	0.0	3004.3159
MIR3663	557.7389999999999	0.0
MIR3664	0.0	24744.077400000006
MIR3675	573.3635999999999	43151.421899999994
MIR3676	0.0	39388.2581
MIR3677	0.0	101805.04429999997
MIR3687	0.0	2732.3712
MIR3689A	0.0	256709.9098000001
MIR3689B	0.0	257304.1039000001
MIR369	549.3761000000001	1106.2536
MIR375	6242.4	79736.6985
MIR376A1	0.0	1106.2536
MIR376A2	0.0	1106.2536
MIR376B	0.0	1106.2536
MIR376C	0.0	1106.2536
MIR377	0.0	1106.2536
MIR379	0.0	1106.2536
MIR380	0.0	1106.2536
MIR381	0.0	1106.2536
MIR382	0.0	1106.2536
MIR3907	606.3627	50887.196099999994
MIR3911	0.0	8197.019999999999
MIR3917	558.5886	636.2452000000001
MIR3928	0.0	3378.3825
MIR3935	0.0	2568.6642
MIR3940	0.0	28326.968200000003
MIR3941	0.0	1174.9047
MIR3944	0.0	21887.766
MIR409	373.71810000000005	1106.2536
MIR410	549.3761000000001	1106.2536
MIR411	0.0	1106.2536
MIR412	461.17730000000006	1106.2536
MIR4251	13227.746600000002	653623.6723000001
MIR4252	5548.6824	182573.6033
MIR4253	2758.1752	262332.7336999998
MIR4254	0.0	161171.65599999996
MIR4255	0.0	8599.9871
MIR4257	1843.3778	1132.0807
MIR4258	0.0	985.7163
MIR4261	0.0	9553.930800000002
MIR4262	0.0	6751.059200000001
MIR4265	0.0	362.077
MIR4274	944.0745000000002	117974.04259999999
MIR4277	0.0	34284.874599999996
MIR4281	7946.0871	70401.86389999997
MIR4284	0.0	33973.55180000001
MIR429	2615.0267999999996	199162.84589999996
MIR4292	0.0	40857.5793
MIR4296	0.0	65659.75210000001
MIR4298	0.0	192988.56530000002
MIR4308	0.0	210.893
MIR4309	0.0	2718.87
MIR431	0.0	463.7444
MIR4310	4714.2	53105.4945
MIR4311	0.0	207.3397
MIR4313	0.0	21382.807599999996
MIR4314	5898.9888	127938.3668
MIR432	0.0	463.7444
MIR4321	0.0	17247.538800000002
MIR4322	0.0	5211.383500000001
MIR4323	0.0	31478.594100000002
MIR4324	0.0	29936.6534
MIR4325	0.0	1868.0837000000004
MIR4326	0.0	398695.5785000002
MIR433	0.0	463.7444
MIR455	0.0	6420.318
MIR483	7276.800000000001	440375.12609999994
MIR485	0.0	1106.2536
MIR486	0.0	627.858
MIR487A	0.0	1106.2536
MIR487B	0.0	1106.2536
MIR493	0.0	463.7444
MIR494	0.0	1106.2536
MIR495	0.0	1106.2536
MIR496	0.0	1106.2536
MIR497	0.0	51136.52520000001
MIR539	0.0	1106.2536
MIR541	156.8783	1106.2536
MIR543	0.0	1106.2536
MIR548I3	0.0	40355.68780000001
MIR548K	0.0	104143.48170000002
MIR548W	0.0	5879.04
MIR551A	12363.6	445961.3793000001
MIR558	0.0	165.9728
MIR570	0.0	44525.96960000002
MIR589	0.0	77929.045
MIR590	0.0	4275.2562
MIR593	0.0	13312.5642
MIR595	268.92330000000004	40539.4198
MIR596	0.0	76842.9271
MIR601	0.0	11666.0707
MIR602	0.0	60740.772
MIR608	0.0	28871.2296
MIR611	0.0	248999.92959999992
MIR615	9454.0752	259280.34089999998
MIR623	0.0	14499.278400000001
MIR627	0.0	4009.4878
MIR630	0.0	17728.2353
MIR631	0.0	22439.7402
MIR632	0.0	379.14390000000003
MIR636	0.0	1596.0888000000002
MIR637	0.0	220542.53799999997
MIR639	0.0	4075.7329999999997
MIR641	0.0	0.0
MIR642A	1216.6174	44429.4844
MIR642B	1175.0644	44429.4844
MIR645	0.0	2865.7611
MIR647	0.0	74751.60380000001
MIR654	0.0	1106.2536
MIR655	0.0	1106.2536
MIR656	525.5517	1106.2536
MIR657	4866.6584	274288.4181
MIR658	0.0	16604.3915
MIR659	0.0	16604.3915
MIR661	0.0	144769.5509
MIR662	1356.9191	247224.93470000016
MIR663B	0.0	18527.8134
MIR665	0.0	463.7444
MIR668	0.0	1106.2536
MIR670	0.0	3392.7156
MIR671	0.0	109551.79890000002
MIR675	14668.744799999999	490572.3843000001
MIR7-2	0.0	974.2218
MIR7-3	0.0	117482.60499999997
MIR708	0.0	6291.910800000001
MIR711	3610.893	93768.74789999999
MIR758	0.0	1106.2536
MIR765	0.0	147770.17859999998
MIR769	0.0	72028.43200000003
MIR770	0.0	463.7444
MIR885	0.0	15898.7385
MIR889	0.0	1106.2536
MIR9-1	2938.7086	100318.57430000001
MIR9-3	3875.6	27930.531900000005
MIR921	0.0	274.4026
MIR922	0.0	7160.246599999999
MIR92B	7432.199999999999	64739.894899999985
MIR93	0.0	23628.653799999996
MIR935	0.0	0.0
MIR937	0.0	182085.57019999996
MIR939	0.0	16491.790999999997
MIR940	0.0	101805.04429999997
MIR941-1	0.0	95022.63010000001
MIR941-2	0.0	95022.63010000001
MIR941-3	0.0	95022.63010000001
MIR943	0.0	21488.1523
MIR96	0.0	8442.8075
MIRLET7A3	0.0	27660.135799999996
MIRLET7B	0.0	27660.135799999996
MIXL1	637.7760000000001	0.0
MKL1	0.0	223.3458
MKNK1	0.0	9237.536800000002
MKRN1	0.0	2628.7626
MKS1	0.0	24761.152400000006
MKX	0.0	442.8696
MLC1	1451.2491	228151.78460000004
MLF2	0.0	43218.554000000004
MLH1	0.0	58.976
MLL	0.0	0.0
MLL2	0.0	29001.293299999994
MLL4	0.0	55537.3381
MLLT1	0.0	41281.57230000002
MLLT10	0.0	1199.5685
MLLT11	0.0	5305.0151
MLLT4	0.0	0.0
MLLT6	0.0	9989.97
MLN	8812.800000000001	133276.0766
MLST8	0.0	83495.8242
MLXIP	0.0	239.9958
MLXIPL	2762.192	50203.15930000001
MLYCD	0.0	1258.3656
MMD2	0.0	2788.3657999999996
MMEL1	1125.462	90537.98509999998
MMP15	0.0	1061.3856
MMP17	787.0355999999999	6010.433099999999
MMP20	0.0	2842.4665000000005
MMP23A	1498.4816999999998	41147.99409999999
MMP23B	1923.5170999999998	41147.99409999999
MMP24	0.0	7070.8394
MMP25	11646.4	196118.31749999998
MMP28	1427.355	7901.3189999999995
MMP7	0.0	2842.4665000000005
MMP9	1823.6772	21356.7824
MMS19	536.7554	492.552
MN1	0.0	790.8221999999998
MND1	0.0	673.0063
MNX1	0.0	5847.235400000001
MOB2	0.0	395623.53820000024
MOBKL2C	0.0	6497.855600000001
MOCS3	0.0	213.10379999999998
MOG	0.0	723.5851
MOGAT2	0.0	3491.1139999999996
MOGAT3	4516.200000000001	194489.68750000003
MOGS	0.0	12750.458200000001
MON1A	0.0	5597.3396
MORF4L1	0.0	19140.719999999998
MORN1	0.0	392320.2583999998
MORN4	0.0	352.4966
MORN5	0.0	2121.0696
MOSPD3	0.0	101736.72039999999
MOV10	0.0	538.3894
MOV10L1	1017.0649	225407.21510000003
MPDU1	0.0	29142.978199999998
MPG	0.0	25950.1486
MPI	0.0	3984.3298000000004
MPL	0.0	4228.0664
MPND	0.0	50162.05009999999
MPO	843.1551000000001	24761.152400000006
MPP2	598.886	33018.243800000004
MPP3	6650.400000000001	32439.0599
MPPED1	2346.7039999999997	98657.8317
MPST	0.0	206898.2403000001
MPV17	0.0	15118.697400000003
MPV17L2	0.0	177866.51940000005
MPZ	0.0	0.0
MPZL2	0.0	9980.534599999999
MPZL3	0.0	30891.140399999997
MR1	0.0	1767.941
MRC2	2109.3768	5879.04
MRFAP1	0.0	4573.952200000001
MRFAP1L1	0.0	1475.2683000000002
MRGPRD	915.5396000000001	61110.3562
MRGPRE	1771.2208	49979.73780000001
MRGPRF	5227.2	90988.75680000002
MRGPRG	1233.8746	49979.73780000001
MRI1	0.0	14642.901899999999
MRM1	0.0	15870.576299999997
MRPL10	0.0	79242.43670000003
MRPL11	261.4568	33570.80819999999
MRPL12	0.0	32586.071600000003
MRPL2	0.0	841.1599
MRPL20	0.0	81034.0426
MRPL21	0.0	53649.8245
MRPL23	431.17040000000003	321982.12049999996
MRPL24	0.0	108475.62439999999
MRPL27	0.0	12027.957299999998
MRPL28	0.0	13998.306100000002
MRPL34	0.0	30380.201100000006
MRPL36	0.0	15754.091199999997
MRPL38	0.0	483.4098
MRPL4	0.0	5211.383500000001
MRPL40	0.0	688.5453
MRPL41	0.0	22470.236799999995
MRPL42P5	0.0	5088.432
MRPL43	0.0	42698.0624
MRPL45	0.0	414.472
MRPL53	0.0	12750.458200000001
MRPL54	0.0	256165.36270000003
MRPL55	0.0	17695.2377
MRPL9	0.0	8981.951000000001
MRPS10	0.0	390.0372
MRPS12	0.0	11321.349299999996
MRPS15	0.0	5000.8589999999995
MRPS2	179.41840000000002	91223.84700000002
MRPS21	0.0	550.6510000000001
MRPS23	0.0	7374.31
MRPS26	0.0	3773.0923000000003
MRRF	0.0	702.2736
MSI1	627.5031999999999	2044.7208
MSL1	0.0	5205.4196
MSLN	4181.2376	206441.8195000001
MSLNL	5027.2	255377.23500000013
MST1	0.0	8113.5962
MST1P2	18.444	139398.5819
MST1P9	4844.0	160204.89970000004
MST1R	0.0	5597.3396
MSX1	0.0	17595.3657
MSX2P1	0.0	19513.2274
MT1A	1855.3999999999999	8773.1602
MT1B	1493.1588	8773.1602
MT1DP	0.0	8773.1602
MT1E	4841.9433	8773.1602
MT1F	1269.432	8773.1602
MT1G	9642.7064	8773.1602
MT1H	5450.6528	8773.1602
MT1IP	0.0	8773.1602
MT1JP	3471.8	8773.1602
MT1L	1785.5288	8773.1602
MT1M	1778.1364	8773.1602
MT1X	0.0	8773.1602
MT2A	0.0	8773.1602
MT3	853.0907	8773.1602
MT4	0.0	5868.0978
MTA1	0.0	14785.377800000002
MTA2	0.0	50.7011
MTERFD1	0.0	47.995200000000004
MTERFD2	0.0	564.2386
MTF1	0.0	3437.3535999999995
MTFP1	0.0	51621.72090000002
MTG1	0.0	22307.4093
MTHFR	0.0	159313.53929999997
MTHFSD	0.0	6741.768399999999
MTL5	0.0	25183.704999999994
MTMR4	0.0	1133.8649
MTOR	0.0	141006.91040000005
MTRNR2L3	0.0	1868.0837000000004
MTRNR2L8	0.0	375.7761
MTSS1L	0.0	4001.9772000000003
MTX1	0.0	62461.38269999999
MUC1	6566.400000000001	64739.894899999985
MUC12	973.7514	101719.48990000002
MUC17	5976.8	149243.7178000001
MUC2	2414.0	232842.37569999995
MUC20	323.2566	91583.42169999999
MUC21	0.0	20910.9501
MUC4	9709.800000000001	80504.41130000002
MUC5B	3467.55	183076.55969999998
MUC6	7111.200000000001	181475.36919999993
MUL1	0.0	74620.06870000003
MUM1	0.0	384399.46300000005
MUS81	0.0	7510.1905
MVP	0.0	13641.085299999997
MX1	0.0	2577.2358
MX2	0.0	1034.8938
MXD3	0.0	14597.286799999998
MXRA7	0.0	6725.5059
MXRA8	9428.800000000001	91992.39180000001
MYADML2	0.0	39309.672999999995
MYBBP1A	0.0	93353.93519999998
MYBPC2	2425.016	112367.0509
MYBPC3	0.0	12994.8096
MYBPH	0.0	11597.0895
MYC	283.556	392.8504
MYCBPAP	0.0	145150.6173
MYEOV	0.0	9635.5077
MYEOV2	0.0	241.91410000000002
MYH11	494.5215	0.0
MYH14	0.0	70278.2948
MYH6	45.8415	1439.0502
MYH7	0.0	1439.0502
MYL10	85.33179999999999	58812.758099999985
MYL3	0.0	24940.818700000003
MYL4	0.0	1304.736
MYL6	0.0	407.2863
MYL6B	0.0	407.2863
MYL7	0.0	37577.373
MYLK2	0.0	84129.36980000003
MYO15A	0.0	253.0195
MYO15B	4443.846399999999	47426.6413
MYO19	0.0	42258.6466
MYO1A	0.0	2915.0628
MYO1C	0.0	106.30499999999999
MYO1E	689.3284	0.0
MYO1F	459.4808	62735.480100000015
MYO1H	0.0	3411.4402
MYO5A	0.0	203.97150000000002
MYO7A	0.0	2248.8507
MYO7B	0.0	61260.06969999999
MYO9B	0.0	12550.852700000001
MYOD1	0.0	4554.2132
MYOG	0.0	11597.0895
MYOM2	0.0	69834.9498
MYOT	0.0	527.2657
MYOZ3	129.6918	1310.5239000000001
MYPOP	0.0	113454.48510000005
MYST1	0.0	10675.8525
MYST2	0.0	61408.5793
MYT1	1371.0268	447439.91770000017
MZF1	0.0	10896.7401
N4BP3	368.5234	2220.6942
NAA10	0.0	23646.778199999993
NAA20	0.0	10219.5812
NAA40	0.0	10435.671199999999
NAALADL1	0.0	343.8108
NAB2	0.0	17001.1927
NACAD	0.0	4671.325099999999
NACC1	0.0	72656.38850000003
NACC2	2055.8799999999997	355728.0835
NADK	0.0	971.4728000000001
NADSYN1	0.0	37865.52759999999
NAE1	0.0	14370.1112
NAGA	0.0	3204.2477
NAGPA	0.0	58483.472700000006
NAGS	1601.4247	10966.970000000001
NAIF1	0.0	9373.556999999999
NANOS2	3740.3999999999996	113454.48510000005
NANOS3	1597.6	13369.208299999998
NAP1L4	0.0	33959.1254
NAPA	0.0	96570.59499999999
NAPRT1	0.0	20824.995600000002
NAPSA	1229.553	107821.7803
NAPSB	0.0	21842.228900000002
NARFL	0.0	185008.44630000007
NAT14	1223.9832	113289.7145
NAT6	0.0	125425.03149999997
NAT8L	151.4904	21488.1523
NAT9	0.0	6364.4253
NAV1	92.1512	3491.7093999999997
NBEAL2	0.0	22773.4369
NBL1	4990.8706	20315.4765
NBPF1	4445.599999999999	148437.6771
NBPF10	0.0	1378.1598
NBPF11	0.0	707.3568
NBPF15	0.0	7748.5976
NBPF16	0.0	7748.5976
NBPF24	0.0	4248.2228000000005
NBPF3	0.0	30232.485899999996
NBR1	0.0	14590.800999999998
NCAN	8094.0	32116.9474
NCAPH2	0.0	29185.608099999998
NCBP2	0.0	750.7072000000001
NCCRP1	1846.0	42068.0793
NCF4	0.0	31106.8598
NCKAP1	7320.0	9192.079099999999
NCKAP1L	0.0	1068.4913999999999
NCKAP5L	566.4496	11796.753499999999
NCKIPSD	0.0	78266.33859999999
NCL	0.0	232.6025
NCLN	0.0	189772.72959999993
NCOA5	0.0	43951.433699999994
NCR1	0.0	10803.7743
NCR2	0.0	25491.451200000003
NCR3	0.0	7609.3712
NCRNA00029	6972.433199999999	443447.40529999987
NCRNA00051	0.0	62634.245299999995
NCRNA00094	0.0	62474.8049
NCRNA00095	0.0	32816.617099999996
NCRNA00111	375.95799999999997	217091.01540000012
NCRNA00112	4687.916	207766.30080000008
NCRNA00114	11824.34	12443.9444
NCRNA00115	0.0	49278.3404
NCRNA00152	0.0	1268.0506
NCRNA00160	0.0	1705.1560000000002
NCRNA00162	2332.5804	272945.7398999999
NCRNA00163	2963.2000000000003	269666.9676
NCRNA00168	0.0	1020.3810000000001
NCRNA00175	7915.262999999999	487981.16760000004
NCRNA00176	0.0	125614.412
NCRNA00188	0.0	782.6125999999999
NCRNA00200	0.0	9870.7751
NCRNA00207	3048.6456	102386.83270000003
NCRNA00235	0.0	20680.419599999997
NCRNA00244	0.0	2367.9493
NCRNA00253	1393.135	54476.86399999998
NCRNA00254	0.0	46533.841100000005
NCRNA00256A	0.0	15951.361699999998
NCRNA00256B	0.0	15951.361699999998
NCRUPAR	0.0	298.4256
NCS1	12225.280200000001	219756.95599999995
NCSTN	0.0	353.38530000000003
NDOR1	0.0	74714.8371
NDRG2	0.0	245.0592
NDRG4	1777.8127	594.1052
NDST2	0.0	0.0
NDUFA10	0.0	241.91410000000002
NDUFA11	0.0	208573.24390000012
NDUFA13	0.0	136.3425
NDUFA3	0.0	1283.7644
NDUFA4L2	2357.4	53526.74220000001
NDUFA5	0.0	2223.8599999999997
NDUFA7	0.0	77867.4154
NDUFA8	0.0	2121.0696
