#LP-1 Enhancers
#Created from /data/projects/IRF4_mm_trn_data/myeloma_public_data/rose/LP-1.H3K27ac_ROSE/LP-1_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by LP.1.jin.bam
#Using cutoff of 8115.7302 for Super-Enhancers
#Created on Jul 16 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP.1.jin.bam	enhancerRank	isStretch
5_MACS_peak_2760_lociStitched	chr1	230256943	230261842	5	4584	4880.3838	612	1
5_MACS_peak_9835_lociStitched	chr15	64940283	64945441	5	4583	5643.8836	613	1
3_MACS_peak_9173_lociStitched	chr14	106051851	106056468	3	4582	4804.4502	614	1
3_MACS_peak_6865_lociStitched	chr12	94131895	94136876	3	4581	7103.4041	615	1
2_MACS_peak_6992_lociStitched	chr12	104320562	104325412	2	4580	9553.045	616	1
6_MACS_peak_26164_lociStitched	chr6	45523842	45530106	6	4577	5518.584	617	1
5_MACS_peak_29172_lociStitched	chr8	28347420	28352841	5	4575	6117.5985	618	1
2_MACS_peak_6645_lociStitched	chr12	58289535	58294461	2	4572	7456.9788	619	1
4_MACS_peak_30056_lociStitched	chr8	120937037	120941782	4	4569	4622.1045	620	1
3_MACS_peak_1899_lociStitched	chr1	162234254	162239097	3	4565	6309.9447	621	1
3_MACS_peak_25670_lociStitched	chr6	27774181	27779198	3	4557	8041.7493	622	1
3_MACS_peak_22420_lociStitched	chr4	24188195	24192872	3	4549	7005.6783	623	1
2_MACS_peak_9038_lociStitched	chr14	98662680	98667472	2	4549	5547.6984	624	1
2_MACS_peak_36_lociStitched	chr1	1606317	1610946	2	4547	5178.4623	625	1
3_MACS_peak_2479_lociStitched	chr1	205214253	205219163	3	4547	5495.763	626	1
3_MACS_peak_9013_lociStitched	chr14	97353207	97358612	3	4546	5131.507	627	1
3_MACS_peak_2294_lociStitched	chr1	193506299	193510881	3	4545	6911.947	628	1
2_MACS_peak_4969_lociStitched	chr11	62199187	62203997	2	4545	7738.809	629	1
4_MACS_peak_16240_lociStitched	chr2	38890214	38895294	4	4544	6019.8	630	1
3_MACS_peak_11624_lociStitched	chr16	85644509	85649107	3	4541	6320.8706	631	1
2_MACS_peak_24147_lociStitched	chr5	73555352	73559908	2	4540	6146.4996	632	1
3_MACS_peak_26284_lociStitched	chr6	56630344	56635129	3	4538	4946.2545	633	1
3_MACS_peak_14572_lociStitched	chr19	10329392	10334658	3	4537	7157.0206	634	1
1_MACS_peak_5627_lociStitched	chr11	111246769	111251296	1	4528	8853.0012	635	1
1_MACS_peak_23577_lociStitched	chr5	188903	193428	1	4526	9177.605	636	1
2_MACS_peak_18950_lociStitched	chr20	52267229	52271770	2	4526	6719.3177	637	1
2_MACS_peak_30456_lociStitched	chr9	705296	709958	2	4525	6930.5292	638	1
2_MACS_peak_3430_lociStitched	chr10	45913832	45918731	2	4524	7933.9305	639	1
2_MACS_peak_3791_lociStitched	chr10	90028435	90033114	2	4520	7275.3771	640	1
6_MACS_peak_27364_lociStitched	chr7	32766849	32772368	6	4517	5727.0663	641	1
2_MACS_peak_13372_lociStitched	chr17	76884327	76888863	2	4516	7046.676	642	1
6_MACS_peak_21141_lociStitched	chr3	98487148	98492459	6	4514	3924.829	643	1
4_MACS_peak_14290_lociStitched	chr19	2392261	2397530	4	4512	8075.2694	644	1
1_MACS_peak_2484_lociStitched	chr1	205252914	205257422	1	4509	8475.4908	645	1
2_MACS_peak_6628_lociStitched	chr12	57913102	57917819	2	4509	10450.0418	646	1
2_MACS_peak_22019_lociStitched	chr3	186780907	186785438	2	4508	7925.6252	647	1
2_MACS_peak_25587_lociStitched	chr6	26122184	26126904	2	4506	10167.352	648	1
2_MACS_peak_15931_lociStitched	chr2	8660549	8665149	2	4505	5108.3	649	1
2_MACS_peak_23007_lociStitched	chr4	108954089	108958993	2	4504	7147.58	650	1
3_MACS_peak_20120_lociStitched	chr22	43135201	43139894	3	4490	4518.8897	651	1
3_MACS_peak_20962_lociStitched	chr3	61235922	61240633	3	4489	5723.3939	652	1
3_MACS_peak_19468_lociStitched	chr21	45562254	45567136	3	4487	6350.5056	653	1
3_MACS_peak_23968_lociStitched	chr5	55461535	55466104	3	4485	5623.9821	654	1
4_MACS_peak_27193_lociStitched	chr7	11354705	11359487	4	4483	4716.9648	655	1
2_MACS_peak_12735_lociStitched	chr17	44268637	44273283	2	4480	10576.1544	656	1
4_MACS_peak_13894_lociStitched	chr18	46325976	46330608	4	4479	6476.4624	657	1
3_MACS_peak_5186_lociStitched	chr11	65818560	65823222	3	4477	8531.9262	658	1
4_MACS_peak_8908_lociStitched	chr14	91815362	91820381	4	4476	4728.9018	659	1
2_MACS_peak_14135_lociStitched	chr18	72919759	72924296	2	4475	9013.6579	660	1
1_MACS_peak_28632_lociStitched	chr7	141249743	141254209	1	4467	10419.6246	661	1
3_MACS_peak_1907_lociStitched	chr1	162530437	162535083	3	4467	10839.118	662	1
2_MACS_peak_6000_lociStitched	chr12	4225009	4229776	2	4465	6111.294	663	1
2_MACS_peak_29602_lociStitched	chr8	80635101	80639637	2	4457	6450.192	664	1
3_MACS_peak_9941_lociStitched	chr15	69081304	69086072	3	4445	5735.4272	665	1
3_MACS_peak_22303_lociStitched	chr4	10116358	10120893	3	4443	8860.483	666	1
5_MACS_peak_31001_lociStitched	chr9	88965329	88970068	5	4441	5564.5338	667	1
3_MACS_peak_9117_lociStitched	chr14	103797228	103801922	3	4431	8610.2042	668	1
3_MACS_peak_22154_lociStitched	chr4	667164	671759	3	4427	8651.9255	669	1
4_MACS_peak_23465_lociStitched	chr4	185186956	185191592	4	4424	5279.4768	670	1
4_MACS_peak_9085_lociStitched	chr14	102341016	102345909	4	4424	5478.6921	671	1
5_MACS_peak_9778_lociStitched	chr15	60831422	60836614	5	4424	4193.5784	672	1
3_MACS_peak_30503_lociStitched	chr9	5625504	5630077	3	4423	6393.9686	673	1
2_MACS_peak_2319_lociStitched	chr1	195486354	195490938	2	4422	6468.4824	674	1
4_MACS_peak_1380_lociStitched	chr1	118213958	118218872	4	4421	4931.199	675	1
5_MACS_peak_15354_lociStitched	chr19	45250261	45255256	5	4418	6816.6765	676	1
3_MACS_peak_25226_lociStitched	chr6	179271	183762	3	4416	6963.7446	677	1
4_MACS_peak_25229_lociStitched	chr6	186574	191773	4	4413	4566.2817	678	1
2_MACS_peak_22354_lociStitched	chr4	15002936	15007823	2	4410	10892.6343	679	1
2_MACS_peak_5018_lociStitched	chr11	62606147	62610878	2	4409	8947.7403	680	1
6_MACS_peak_23637_lociStitched	chr5	2775756	2781007	6	4408	5474.6926	681	1
2_MACS_peak_24288_lociStitched	chr5	88565392	88569812	2	4404	5160.35	682	1
1_MACS_peak_1460_lociStitched	chr1	145193952	145198353	1	4402	9117.1116	683	1
5_MACS_peak_8561_lociStitched	chr14	65671071	65675690	5	4387	4763.1128	684	1
5_MACS_peak_24396_lociStitched	chr5	100235407	100240374	5	4387	5478.1043	685	1
3_MACS_peak_20389_lociStitched	chr3	13055188	13059771	3	4382	8042.2484	686	1
1_MACS_peak_29775_lociStitched	chr8	100870253	100874627	1	4375	7091.1288	687	1
2_MACS_peak_10753_lociStitched	chr16	14498730	14503117	2	4370	7403.9399	688	1
1_MACS_peak_9377_lociStitched	chr15	37390500	37394868	1	4369	6032.6448	689	1
3_MACS_peak_28104_lociStitched	chr7	99887276	99891755	3	4368	6266.121	690	1
4_MACS_peak_3833_lociStitched	chr10	93859367	93863881	4	4366	4479.6936	691	1
3_MACS_peak_5113_lociStitched	chr11	65153240	65157694	3	4365	6366.5476	692	1
5_MACS_peak_21296_lociStitched	chr3	121263908	121268792	5	4359	4882.5348	693	1
3_MACS_peak_8926_lociStitched	chr14	91880876	91885353	3	4357	8271.7052	694	1
3_MACS_peak_29882_lociStitched	chr8	103665730	103670366	3	4357	11559.866	695	1
2_MACS_peak_31585_lociStitched	chr9	131936120	131940527	2	4352	7063.5396	696	1
2_MACS_peak_3196_lociStitched	chr10	22539590	22544053	2	4351	9476.2879	697	1
6_MACS_peak_3213_lociStitched	chr10	22617407	22623000	6	4351	4715.4583	698	1
3_MACS_peak_32559_lociStitched	chrX	119435202	119439814	3	4350	3932.6524	699	1
4_MACS_peak_7881_lociStitched	chr13	60970146	60974837	4	4350	5027.3447	700	1
2_MACS_peak_20233_lociStitched	chr22	50352911	50357304	2	4346	8843.109	701	1
3_MACS_peak_27791_lociStitched	chr7	74339770	74344422	3	4346	5103.7092	702	1
7_MACS_peak_7394_lociStitched	chr12	123382314	123387097	7	4344	4315.2226	703	1
3_MACS_peak_27977_lociStitched	chr7	91622090	91626885	3	4339	5462.464	704	1
2_MACS_peak_3155_lociStitched	chr10	17268799	17273185	2	4334	9256.2144	705	1
5_MACS_peak_19185_lociStitched	chr21	17566278	17571301	5	4332	4840.6651	706	1
3_MACS_peak_9294_lociStitched	chr15	29212453	29216946	3	4330	4799.8719	707	1
3_MACS_peak_30663_lociStitched	chr9	29792627	29797354	3	4329	4935.4607	708	1
2_MACS_peak_23263_lociStitched	chr4	146856050	146860450	2	4326	10574.08	709	1
5_MACS_peak_28541_lociStitched	chr7	132589515	132594044	5	4323	5515.4162	710	1
3_MACS_peak_3220_lociStitched	chr10	22626436	22631310	3	4322	6954.2232	711	1
3_MACS_peak_20071_lociStitched	chr22	41840063	41844510	3	4319	9853.2179	712	1
3_MACS_peak_30464_lociStitched	chr9	1874043	1878630	3	4312	6428.2218	713	1
1_MACS_peak_19302_lociStitched	chr21	34608381	34612691	1	4311	4940.984	714	1
1_MACS_peak_9737_lociStitched	chr15	58808019	58812329	1	4311	6143.905	715	1
1_MACS_peak_32003_lociStitched	chrX	40032658	40036965	1	4308	7405.4558	716	1
1_MACS_peak_1413_lociStitched	chr1	120834137	120838442	1	4306	11048.352	717	1
3_MACS_peak_19641_lociStitched	chr22	23282850	23287249	3	4306	6033.2285	718	1
2_MACS_peak_29824_lociStitched	chr8	102215529	102219856	2	4303	10605.477	719	1
2_MACS_peak_4140_lociStitched	chr10	112600250	112604588	2	4302	7329.051	720	1
2_MACS_peak_6677_lociStitched	chr12	65059437	65063780	2	4301	5541.2337	721	1
2_MACS_peak_23497_lociStitched	chr4	185392797	185397352	2	4301	11504.5635	722	1
7_MACS_peak_24837_lociStitched	chr5	148210586	148215673	7	4301	3897.6594	723	1
5_MACS_peak_12380_lociStitched	chr17	32713240	32717855	5	4300	3950.9015	724	1
1_MACS_peak_1461_lociStitched	chr1	145208237	145212535	1	4299	21046.8762	725	1
5_MACS_peak_11393_lociStitched	chr16	70460786	70465663	5	4296	6052.357	726	1
2_MACS_peak_11681_lociStitched	chr16	89157428	89161767	2	4295	7421.8595	727	1
3_MACS_peak_16504_lociStitched	chr2	61064827	61069234	3	4287	4543.1763	728	1
3_MACS_peak_716_lociStitched	chr1	40239711	40244190	3	4285	5669.5182	729	1
3_MACS_peak_13049_lociStitched	chr17	62205277	62209988	3	4282	6708.464	730	1
3_MACS_peak_21477_lociStitched	chr3	133290797	133295567	3	4278	8606.034	731	1
4_MACS_peak_10316_lociStitched	chr15	93423964	93428743	4	4278	10234.2285	732	1
5_MACS_peak_7248_lociStitched	chr12	120592087	120596614	5	4275	6181.6185	733	1
2_MACS_peak_28233_lociStitched	chr7	104534814	104539390	2	4275	7554.0608	734	1
2_MACS_peak_29531_lociStitched	chr8	67973793	67978413	2	4270	7102.788	735	1
3_MACS_peak_13956_lociStitched	chr18	48677461	48681776	3	4269	6350.3855	736	1
4_MACS_peak_22882_lociStitched	chr4	88947954	88952814	4	4269	4777.38	737	1
2_MACS_peak_16033_lociStitched	chr2	16079537	16083860	2	4265	7265.6661	738	1
1_MACS_peak_23162_lociStitched	chr4	129730414	129734676	1	4263	9586.5166	739	1
2_MACS_peak_18735_lociStitched	chr20	42308654	42313058	2	4260	6916.0416	740	1
3_MACS_peak_18925_lociStitched	chr20	50028627	50033139	3	4259	5046.672	741	1
3_MACS_peak_12821_lociStitched	chr17	47815503	47819794	3	4257	4730.8275	742	1
4_MACS_peak_32382_lociStitched	chrX	81342695	81347713	4	4254	4507.1676	743	1
1_MACS_peak_28515_lociStitched	chr7	129588591	129592842	1	4252	10380.942	744	1
1_MACS_peak_10704_lociStitched	chr16	11677763	11682014	1	4252	8281.3731	745	1
2_MACS_peak_30200_lociStitched	chr8	128986665	128991075	2	4252	6211.926	746	1
2_MACS_peak_5794_lociStitched	chr11	122931127	122935799	2	4246	8413.8048	747	1
4_MACS_peak_29520_lociStitched	chr8	67522443	67526951	4	4245	4921.8344	748	1
2_MACS_peak_4210_lociStitched	chr10	120921747	120926294	2	4243	8000.9012	749	1
2_MACS_peak_30099_lociStitched	chr8	124557412	124561685	2	4236	6099.2802	750	1
2_MACS_peak_10980_lociStitched	chr16	29672535	29676885	2	4236	5955.15	751	1
5_MACS_peak_17640_lociStitched	chr2	202085169	202090144	5	4234	4648.1425	752	1
2_MACS_peak_8372_lociStitched	chr14	50466364	50470766	2	4232	7518.1758	753	1
2_MACS_peak_11204_lociStitched	chr16	56948526	56952772	2	4231	7929.405	754	1
1_MACS_peak_2125_lociStitched	chr1	179049165	179053394	1	4230	12011.6287	755	1
6_MACS_peak_21018_lociStitched	chr3	69289265	69293971	6	4230	4821.7676	756	1
4_MACS_peak_19379_lociStitched	chr21	39638901	39643177	4	4229	5706.322	757	1
2_MACS_peak_10411_lociStitched	chr15	101737988	101742379	2	4229	9630.7803	758	1
3_MACS_peak_28053_lociStitched	chr7	97909650	97914184	3	4228	7124.2742	759	1
2_MACS_peak_7139_lociStitched	chr12	111880258	111884528	2	4227	5440.407	760	1
2_MACS_peak_3938_lociStitched	chr10	100162817	100167062	2	4223	5170.41	761	1
3_MACS_peak_18316_lociStitched	chr20	9489286	9493570	3	4221	5732.4204	762	1
2_MACS_peak_4114_lociStitched	chr10	111833986	111838497	2	4215	5136.2246	763	1
5_MACS_peak_375_lociStitched	chr1	25070145	25075420	5	4213	5602.5775	764	1
1_MACS_peak_2181_lociStitched	chr1	183773658	183777867	1	4210	8109.4803	765	1
4_MACS_peak_6882_lociStitched	chr12	94958856	94963234	4	4210	3571.1346	766	1
1_MACS_peak_1632_lociStitched	chr1	152006706	152010910	1	4205	6894.9804	767	1
5_MACS_peak_10232_lociStitched	chr15	89178998	89183819	5	4202	5724.4554	768	1
4_MACS_peak_20090_lociStitched	chr22	42227050	42231804	4	4201	9183.7772	769	1
3_MACS_peak_16223_lociStitched	chr2	37602072	37606326	3	4200	5843.7198	770	1
4_MACS_peak_18626_lociStitched	chr20	34677479	34681936	4	4198	5905.9707	771	1
3_MACS_peak_27994_lociStitched	chr7	92365568	92369913	3	4196	5406.049	772	1
2_MACS_peak_9671_lociStitched	chr15	53020403	53024633	2	4195	5222.781	773	1
3_MACS_peak_6706_lociStitched	chr12	68381317	68385679	3	4195	5760.4572	774	1
6_MACS_peak_11354_lociStitched	chr16	69218916	69223674	6	4195	5652.0282	775	1
3_MACS_peak_21501_lociStitched	chr3	136468921	136473243	3	4192	9501.4848	776	1
1_MACS_peak_2305_lociStitched	chr1	194775514	194779693	1	4180	6446.1075	777	1
4_MACS_peak_18047_lociStitched	chr2	235401728	235406625	4	4180	6465.9988	778	1
5_MACS_peak_12331_lociStitched	chr17	29643544	29648629	5	4179	4066.983	779	1
4_MACS_peak_14314_lociStitched	chr19	2697618	2702700	4	4175	4958.5074	780	1
3_MACS_peak_2137_lociStitched	chr1	179970366	179974768	3	4173	5095.315	781	1
3_MACS_peak_12893_lociStitched	chr17	53947200	53951567	3	4169	5091.922	782	1
2_MACS_peak_10311_lociStitched	chr15	93360436	93364603	2	4166	8276.0787	783	1
2_MACS_peak_5667_lociStitched	chr11	115061933	115066118	2	4158	6443.6445	784	1
2_MACS_peak_18994_lociStitched	chr20	55127508	55131777	2	4158	5107.4316	785	1
3_MACS_peak_1455_lociStitched	chr1	145156278	145160634	3	4157	8859.6684	786	1
4_MACS_peak_18060_lociStitched	chr2	236407304	236412190	4	4155	5836.8156	787	1
1_MACS_peak_28162_lociStitched	chr7	101457103	101461253	1	4151	8964.83	788	1
2_MACS_peak_3727_lociStitched	chr10	80828633	80832808	2	4148	5902.615	789	1
3_MACS_peak_28932_lociStitched	chr8	11393135	11397387	3	4148	6755.1524	790	1
2_MACS_peak_16346_lociStitched	chr2	46788384	46792585	2	4147	3817.0286	791	1
4_MACS_peak_6357_lociStitched	chr12	46591716	46596079	4	4146	4915.7921	792	1
5_MACS_peak_7872_lociStitched	chr13	53440874	53445425	5	4138	3450.5682	793	1
1_MACS_peak_22046_lociStitched	chr3	192609309	192613444	1	4136	5649.237	794	1
2_MACS_peak_11990_lociStitched	chr17	7744522	7748751	2	4135	6009.8319	795	1
2_MACS_peak_23988_lociStitched	chr5	56109726	56113904	2	4133	8876.161	796	1
2_MACS_peak_9892_lociStitched	chr15	67357071	67361290	2	4131	7627.952	797	1
3_MACS_peak_22766_lociStitched	chr4	77407112	77411493	3	4131	4763.8994	798	1
5_MACS_peak_18486_lociStitched	chr20	30293207	30297891	5	4129	4283.9864	799	1
2_MACS_peak_24603_lociStitched	chr5	131437062	131441228	2	4128	7706.6834	800	1
1_MACS_peak_6438_lociStitched	chr12	49759577	49763703	1	4127	8719.8884	801	1
2_MACS_peak_4207_lociStitched	chr10	120877793	120881939	2	4125	5470.2324	802	1
2_MACS_peak_5762_lociStitched	chr11	120195445	120199600	2	4122	5694.4275	803	1
2_MACS_peak_9958_lociStitched	chr15	70387623	70391905	2	4121	8728.0006	804	1
1_MACS_peak_1819_lociStitched	chr1	159892040	159896158	1	4119	12282.7586	805	1
1_MACS_peak_4360_lociStitched	chr11	267537	271651	1	4115	8560.8226	806	1
3_MACS_peak_18189_lociStitched	chr20	304397	308767	3	4115	7463.96	807	1
3_MACS_peak_32023_lociStitched	chrX	41189786	41194312	3	4115	6039.4944	808	1
2_MACS_peak_9249_lociStitched	chr15	23658952	23663145	2	4111	7950.3473	809	1
3_MACS_peak_15967_lociStitched	chr2	10259894	10264125	3	4111	9247.2736	810	1
1_MACS_peak_19095_lociStitched	chr20	61281101	61285204	1	4104	5983.4049	811	1
6_MACS_peak_23525_lociStitched	chr4	186180533	186185793	6	4093	4293.212	812	1
4_MACS_peak_8395_lociStitched	chr14	51255568	51260183	4	4092	4597.0015	813	1
4_MACS_peak_14086_lociStitched	chr18	60919025	60923726	4	4092	5340.336	814	1
1_MACS_peak_28705_lociStitched	chr7	150063981	150068070	1	4090	11798.4006	815	1
1_MACS_peak_19086_lociStitched	chr20	60912535	60916622	1	4088	7509.4538	816	1
1_MACS_peak_3096_lociStitched	chr10	13388301	13392386	1	4086	11107.932	817	1
3_MACS_peak_24740_lociStitched	chr5	139419805	139423974	3	4085	5061.166	818	1
2_MACS_peak_13904_lociStitched	chr18	46392658	46396854	2	4085	6896.126	819	1
4_MACS_peak_15508_lociStitched	chr19	49136911	49141593	4	4085	4881.4532	820	1
1_MACS_peak_21638_lociStitched	chr3	150124777	150128860	1	4084	8329.32	821	1
1_MACS_peak_21488_lociStitched	chr3	134336571	134340650	1	4080	4081.4474	822	1
4_MACS_peak_3274_lociStitched	chr10	26725017	26729275	4	4078	7819.3912	823	1
3_MACS_peak_8110_lociStitched	chr13	114829555	114834025	3	4077	4407.42	824	1
3_MACS_peak_15699_lociStitched	chr19	54369134	54373659	3	4073	4918.2225	825	1
4_MACS_peak_28243_lociStitched	chr7	104600866	104605382	4	4070	5180.3036	826	1
2_MACS_peak_3940_lociStitched	chr10	100168943	100173113	2	4069	7244.124	827	1
3_MACS_peak_13629_lociStitched	chr18	10948276	10952817	3	4064	4560.9804	828	1
2_MACS_peak_31099_lociStitched	chr9	93952873	93956938	2	4060	5946.282	829	1
4_MACS_peak_29613_lociStitched	chr8	81048781	81053667	4	4055	5296.9126	830	1
