REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP.1.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
5_MACS_peak_24867_lociStitched	chr5	149788642	149794966	5	5890	10108.2816	351	1	CD74	RPS14	CD74	CD74	0.6368	351	1
1_MACS_peak_2396_lociStitched	chr1	200858935	200864790	1	5856	15610.0155	352	1	C1orf106	GPR25	C1orf106	C1orf106	0.7406	352	1
5_MACS_peak_20881_lociStitched	chr3	52738169	52744749	5	5854	8217.104	353	1	SPCS1,GLT8D1	GNL3,SNORD19,SNORD19B,SNORD69,PBRM1,GLT8D1	GLT8D1	GLT8D1	0.5892	353	1
3_MACS_peak_13826_lociStitched	chr18	42290427	42296277	3	5848	6608.16	354	1	SETBP1		SETBP1	SETBP1	0.3298	354	1
5_MACS_peak_13354_lociStitched	chr17	76741059	76747481	5	5836	6635.2104	355	1	CYTH1		CYTH1	CYTH1	0.4231	355	1
2_MACS_peak_1668_lociStitched	chr1	154296576	154302485	2	5825	18545.9874	356	1	AQP10,ATP8B2		ATP8B2	ATP8B2	1.0545	356	1
7_MACS_peak_16970_lociStitched	chr2	99094606	99101708	7	5815	6093.516	357	1	INPP4A		INPP4A	INPP4A	0.2357	357	1
4_MACS_peak_1767_lociStitched	chr1	156194504	156200548	4	5804	11307.7196	358	1	PMF1	SLC25A44,BGLAP,PAQR6	BGLAP	SLC25A44	0.7093	358	1
6_MACS_peak_1272_lociStitched	chr1	111173575	111180327	6	5802	5793.216	359	1		KCNA2,KCNA3	KCNA2	KCNA3	0.3469	359	1
5_MACS_peak_5764_lociStitched	chr11	120206154	120212394	5	5799	9260.16	360	1	ARHGEF12	TMEM136	ARHGEF12	TMEM136	0.8224	360	1
2_MACS_peak_31665_lociStitched	chr9	134549549	134555456	2	5789	7401.471	361	1	RAPGEF1		RAPGEF1	RAPGEF1	0.1549	361	1
2_MACS_peak_30203_lociStitched	chr8	129003384	129009361	2	5776	11227.1968	362	1	PVT1	MIR1205,MIR1206	MIR1206	MIR1206	0.5115	362	1
9_MACS_peak_11830_lociStitched	chr17	2390686	2397558	9	5767	5955.9624	363	1	METT10D		METT10D	METT10D	0.1942	363	1
4_MACS_peak_12114_lociStitched	chr17	17738510	17744615	4	5761	10377.279	364	1	SREBF1	MIR33B	SREBF1	SREBF1	0.6751	364	1
4_MACS_peak_5375_lociStitched	chr11	73689534	73695823	4	5756	8776.9284	365	1	UCP2	DNAJB13,UCP3	UCP2	UCP2	0.6497	365	1
4_MACS_peak_11570_lociStitched	chr16	81747485	81753421	4	5748	8103.8272	366	1			PLCG2	PLCG2	NONE	366	1
5_MACS_peak_6890_lociStitched	chr12	95208593	95214824	5	5745	8720.9076	367	1		MIR492,KRT19P2	MIR492	MIR492	0.5262	367	1
2_MACS_peak_18097_lociStitched	chr2	239166356	239172274	2	5744	7114.0278	368	1	PER2	LOC643387,LOC151174,HES6	HES6	HES6	0.6484	368	1
3_MACS_peak_25434_lociStitched	chr6	13272283	13278504	3	5727	7348.8673	369	1	PHACTR1		TBC1D7	TBC1D7	NONE	369	1
1_MACS_peak_1842_lociStitched	chr1	160708075	160713789	1	5715	9240.1094	370	1	SLAMF7	CD48	SLAMF7	CD48	0.6046	370	1
2_MACS_peak_23481_lociStitched	chr4	185301763	185307659	2	5708	10154.0912	371	1			IRF2	IRF2	0.5453	371	1
5_MACS_peak_32741_lociStitched	chrX	153233715	153239684	5	5696	9436.989	372	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	MIR718	0.7194	372	1
2_MACS_peak_14246_lociStitched	chr19	1647903	1653720	2	5689	9792.9195	373	1	TCF3	UQCR11	TCF3	UQCR11	0.3526	373	1
2_MACS_peak_23534_lociStitched	chr4	186228230	186234036	2	5687	8448.8912	374	1	SNX25		LRP2BP	LRP2BP	0.4909	374	1
3_MACS_peak_17861_lociStitched	chr2	219756962	219763031	3	5687	7572.8982	375	1	WNT10A	WNT6	WNT10A	WNT10A	0.7185	375	1
5_MACS_peak_31176_lociStitched	chr9	98267736	98273988	5	5683	9344.8644	376	1	PTCH1		PTCH1	PTCH1	0.2613	376	1
5_MACS_peak_29814_lociStitched	chr8	101876900	101882982	5	5677	6498.0088	377	1			YWHAZ	YWHAZ	NONE	377	1
4_MACS_peak_22784_lociStitched	chr4	78736142	78742424	4	5677	9333.1674	378	1	CNOT6L	MRPL1	CNOT6L	MRPL1	0.1825	378	1
3_MACS_peak_27303_lociStitched	chr7	26191297	26197223	3	5676	7458.4636	379	1	NFE2L3	CBX3,HNRNPA2B1	NFE2L3	HNRNPA2B1	0.4898	379	1
2_MACS_peak_2956_lociStitched	chr10	3823232	3829091	2	5669	16811.2287	380	1	KLF6		KLF6	KLF6	1.0212	380	1
3_MACS_peak_22091_lociStitched	chr3	195821308	195827084	3	5649	9206.3664	381	1		LOC401109,TFRC	TFRC	TFRC	0.2837	381	1
2_MACS_peak_3236_lociStitched	chr10	22969523	22975370	2	5648	8195.1552	382	1	PIP4K2A		PIP4K2A	PIP4K2A	0.2414	382	1
2_MACS_peak_27753_lociStitched	chr7	73093087	73098828	2	5640	9032.8894	383	1	WBSCR22,DNAJC30	VPS37D,MIR4284,STX1A	DNAJC30	DNAJC30	0.8201	383	1
3_MACS_peak_28361_lociStitched	chr7	114568226	114573933	3	5634	8441.2237	384	1	MDFIC	MDFIC	MDFIC	MDFIC	0.2716	384	1
2_MACS_peak_7254_lociStitched	chr12	120628122	120633867	2	5629	8690.4615	385	1	GCN1L1	RPLP0	GCN1L1	RPLP0	1.0748	385	1
3_MACS_peak_12917_lociStitched	chr17	55552879	55558719	3	5626	7479.872	386	1	MSI2		MSI2	MSI2	0.1925	386	1
4_MACS_peak_27776_lociStitched	chr7	74061042	74067266	4	5626	7069.8416	387	1		GTF2I	GTF2I	GTF2I	0.2499	387	1
3_MACS_peak_29610_lociStitched	chr8	81010938	81016655	3	5620	9336.4327	388	1	TPD52	TPD52	TPD52	TPD52	0.3225	388	1
3_MACS_peak_18742_lociStitched	chr20	42376652	42382602	3	5616	12809.755	389	1		GTSF1L	GTSF1L	GTSF1L	0.3722	389	1
2_MACS_peak_20228_lociStitched	chr22	50326396	50332019	2	5607	12374.5361	390	1		CRELD2,PIM3,ALG12	CRELD2	PIM3	0.8001	390	1
4_MACS_peak_27521_lociStitched	chr7	47532571	47538799	4	5595	7915.1652	391	1	TNS3		TNS3	TNS3	0.1504	391	1
3_MACS_peak_11621_lociStitched	chr16	85599619	85605593	3	5589	6590.5168	392	1		KIAA0182	KIAA0182	KIAA0182	0.1991	392	1
7_MACS_peak_15275_lociStitched	chr19	42036579	42043172	7	5585	5492.6283	393	1		CEACAM21	CEACAM21	CEACAM21	0.0627	393	1
5_MACS_peak_7492_lociStitched	chr12	129323779	129330073	5	5581	6091.3332	394	1		GLT1D1,SLC15A4	GLT1D1	SLC15A4	0.3489	394	1
4_MACS_peak_3634_lociStitched	chr10	74018395	74024151	4	5569	8988.5696	395	1		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.7889	395	1
5_MACS_peak_2346_lociStitched	chr1	198887979	198893876	5	5566	7360.6354	396	1			MIR181A1	MIR181A1	NONE	396	1
4_MACS_peak_802_lociStitched	chr1	44297224	44303073	4	5552	5944.3387	397	1	ST3GAL3		ARTN	ARTN	NONE	397	1
2_MACS_peak_25261_lociStitched	chr6	1009614	1015549	2	5545	8767.7755	398	1	LOC285768		LOC285768	LOC285768	0.2342	398	1
3_MACS_peak_28929_lociStitched	chr8	11386619	11392556	3	5533	6776.4918	399	1	BLK		BLK	BLK	0.4605	399	1
5_MACS_peak_3227_lociStitched	chr10	22765752	22771986	5	5533	6636.7164	400	1		LOC100499489	LOC100499489	LOC100499489	0.3119	400	1
6_MACS_peak_10693_lociStitched	chr16	11649627	11655676	6	5525	7182.5826	401	1	LITAF		LITAF	LITAF	0.6305	401	1
2_MACS_peak_29795_lociStitched	chr8	101318162	101323675	2	5509	17472.9022	402	1	RNF19A	RNF19A	RNF19A	RNF19A	0.6175	402	1
1_MACS_peak_12670_lociStitched	chr17	42294640	42300133	1	5494	13036.5369	403	1	UBTF	ASB16,TMUB2,C17orf65,ATXN7L3,SLC4A1	UBTF	UBTF	0.8172	403	1
3_MACS_peak_23548_lociStitched	chr4	186313943	186319593	3	5485	8780.1	404	1	ANKRD37	C4orf47,LRP2BP,UFSP2	ANKRD37	ANKRD37	0.7945	404	1
4_MACS_peak_1473_lociStitched	chr1	145451325	145457358	4	5481	11626.1943	405	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L	TXNIP	TXNIP	0.653	405	1
4_MACS_peak_31278_lociStitched	chr9	108017822	108024108	4	5468	5525.394	406	1	SLC44A1		SLC44A1	SLC44A1	0.1781	406	1
1_MACS_peak_20675_lociStitched	chr3	45634475	45639928	1	5454	9419.5122	407	1	LIMD1		LIMD1	LIMD1	0.2772	407	1
4_MACS_peak_9903_lociStitched	chr15	67388984	67394704	4	5453	6815.38	408	1	SMAD3	SMAD3	SMAD3	SMAD3	0.3944	408	1
5_MACS_peak_23236_lociStitched	chr4	144275034	144281332	5	5448	6158.8142	409	1	GAB1		GAB1	GAB1	0.2343	409	1
3_MACS_peak_1612_lociStitched	chr1	151316603	151322226	3	5446	11476.543	410	1	RFX5	PSMB4,PI4KB,SELENBP1	RFX5	RFX5	0.9194	410	1
3_MACS_peak_18340_lociStitched	chr20	10650288	10655954	3	5445	9684.8938	411	1	JAG1		JAG1	JAG1	0.4125	411	1
2_MACS_peak_10309_lociStitched	chr15	93350848	93356363	2	5433	10615.8235	412	1		ASB9P1	ASB9P1	ASB9P1	0.1407	412	1
4_MACS_peak_19836_lociStitched	chr22	35703314	35709111	4	5429	6514.0889	413	1	TOM1	HMGXB4,MIR3909	TOM1	TOM1	0.4438	413	1
3_MACS_peak_10665_lociStitched	chr16	10903370	10909174	3	5424	6740.7656	414	1	FAM18A		FAM18A	FAM18A	0.5127	414	1
3_MACS_peak_23681_lociStitched	chr5	7868372	7874207	3	5407	6866.0445	415	1	MTRR,FASTKD3	C5orf49	MTRR	MTRR	0.2608	415	1
6_MACS_peak_23995_lociStitched	chr5	56467344	56473808	6	5405	7882.2016	416	1	GPBP1	GPBP1	GPBP1	GPBP1	0.1921	416	1
6_MACS_peak_22752_lociStitched	chr4	77353336	77359155	6	5403	6186.7608	417	1	SHROOM3	CCDC158	SHROOM3	SHROOM3	0.1873	417	1
5_MACS_peak_3409_lociStitched	chr10	45454340	45460196	5	5402	5730.6816	418	1	RASSF4,LOC220980	TMEM72,ZNF22,C10orf10,C10orf25	RASSF4	C10orf10	0.8316	418	1
3_MACS_peak_24329_lociStitched	chr5	90675179	90680737	3	5395	10992.0566	419	1	LOC100129716,ARRDC3		ARRDC3	ARRDC3	0.5529	419	1
2_MACS_peak_18847_lociStitched	chr20	46387392	46393031	2	5395	7859.6382	420	1	SULF2		SULF2	SULF2	0.2511	420	1
2_MACS_peak_30060_lociStitched	chr8	120942404	120948070	2	5392	11710.4888	421	1	DEPDC6		DEPDC6	DEPDC6	0.3952	421	1
2_MACS_peak_17987_lociStitched	chr2	232534812	232540286	2	5389	11389.2044	422	1		PTMA,MIR1244-1	PTMA	PTMA	1.5408	422	1
2_MACS_peak_20777_lociStitched	chr3	49055093	49060570	2	5385	9316.377	423	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,IMPDH2	NDUFAF3	NDUFAF3	0.85	423	1
1_MACS_peak_9947_lociStitched	chr15	69109105	69114482	1	5378	15245.4081	424	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	ANP32A	0.6195	424	1
6_MACS_peak_21841_lociStitched	chr3	171800262	171806188	6	5376	6416.0802	425	1	FNDC3B		FNDC3B	FNDC3B	0.2952	425	1
2_MACS_peak_26352_lociStitched	chr6	74228790	74234276	2	5367	11590.8208	426	1	EEF1A1		EEF1A1	EEF1A1	0.9905	426	1
2_MACS_peak_16194_lociStitched	chr2	33699082	33704905	2	5363	9426.8547	427	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.2877	427	1
2_MACS_peak_18570_lociStitched	chr20	32468588	32474003	2	5356	11544.78	428	1			CHMP4B	CHMP4B	0.2878	428	1
4_MACS_peak_8377_lociStitched	chr14	50528316	50534004	4	5354	7016.148	429	1		C14orf183,C14orf138	C14orf183	C14orf183	0.3659	429	1
4_MACS_peak_18138_lociStitched	chr2	241503972	241509493	4	5339	9177.0062	430	1	RNPEPL1	DUSP28,CAPN10,GPR35,ANKMY1	RNPEPL1	DUSP28	1.015	430	1
3_MACS_peak_495_lociStitched	chr1	28831325	28836875	3	5328	8561.985	431	1	RCC1,SNHG3	RCC1,TRNAU1AP	RCC1	RCC1	0.3653	431	1
7_MACS_peak_23176_lociStitched	chr4	132268196	132274454	7	5328	5742.9666	432	1				NONE	NONE	432	1
3_MACS_peak_3707_lociStitched	chr10	77159486	77164877	3	5324	8532.3357	433	1	NCRNA00245,ZNF503		ZNF503	ZNF503	0.6982	433	1
3_MACS_peak_12661_lociStitched	chr17	42244625	42250178	3	5323	9226.3095	434	1	ASB16	C17orf53,TMUB2,HDAC5,C17orf65,ATXN7L3,UBTF	ASB16	UBTF	0.8172	434	1
2_MACS_peak_4428_lociStitched	chr11	2795448	2800903	2	5320	7459.167	435	1	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	435	1
1_MACS_peak_19025_lociStitched	chr20	57463304	57468618	1	5315	12740.8464	436	1	GNAS	GNAS-AS	GNAS	GNAS	0.4261	436	1
2_MACS_peak_31517_lociStitched	chr9	130537607	130543222	2	5308	8813.8655	437	1	SH2D3C	MIR2861,CDK9,FPGS,TOR2A,SH2D3C	SH2D3C	MIR2861	0.4726	437	1
6_MACS_peak_29864_lociStitched	chr8	103298564	103304528	6	5306	5103.9912	438	1	UBR5	RRM2B	RRM2B	RRM2B	0.2785	438	1
4_MACS_peak_1991_lociStitched	chr1	167507821	167513479	4	5303	7865.1858	439	1	CREG1	CD247	CREG1	CREG1	0.6869	439	1
2_MACS_peak_11619_lociStitched	chr16	85586584	85591940	2	5299	9152.3328	440	1			KIAA0182	KIAA0182	0.1991	440	1
2_MACS_peak_29770_lociStitched	chr8	100725764	100731316	2	5296	6151.616	441	1	VPS13B		COX6C	COX6C	0.3528	441	1
2_MACS_peak_1428_lociStitched	chr1	143913713	143919218	2	5294	12853.6245	442	1	SRGAP2P2	FAM72D	SRGAP2P2	FAM72D	0.6638	442	1
1_MACS_peak_1690_lociStitched	chr1	154924685	154929977	1	5293	9473.2092	443	1	PBXIP1,PYGO2	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK,SHC1	PBXIP1	PBXIP1	1.8954	443	1
2_MACS_peak_21946_lociStitched	chr3	183232883	183238303	2	5286	7310.496	444	1	KLHL6		KLHL6	KLHL6	0.2999	444	1
3_MACS_peak_16005_lociStitched	chr2	11886212	11891579	3	5284	7967.8482	445	1	LPIN1		LPIN1	LPIN1	0.2061	445	1
3_MACS_peak_31749_lociStitched	chr9	139792377	139798059	3	5275	7854.2286	446	1	TRAF2	PHPT1,MAMDC4,C8G,LCN12,EDF1,FBXW5	TRAF2	PHPT1	0.4497	446	1
3_MACS_peak_10990_lociStitched	chr16	29815749	29821095	3	5273	12386.682	447	1	KIF22,MAZ	ZG16,PRRT2,C16orf53,MVP	MAZ	MAZ	1.1734	447	1
3_MACS_peak_3525_lociStitched	chr10	63806465	63811874	3	5254	6449.6916	448	1	ARID5B		ARID5B	ARID5B	0.1944	448	1
3_MACS_peak_5936_lociStitched	chr11	134505340	134510914	3	5254	7677.0702	449	1			LOC283177	LOC283177	NONE	449	1
2_MACS_peak_24153_lociStitched	chr5	73619503	73624817	2	5246	6827.9586	450	1			ENC1	ENC1	NONE	450	1
5_MACS_peak_17731_lociStitched	chr2	204661628	204667478	5	5242	8689.005	451	1			CTLA4	CTLA4	NONE	451	1
4_MACS_peak_26667_lociStitched	chr6	119212566	119218429	4	5241	9510.3723	452	1	ASF1A,MCM9	MCM9	ASF1A	ASF1A	0.4777	452	1
2_MACS_peak_28532_lociStitched	chr7	130790266	130795516	2	5224	8991.15	453	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.1984	453	1
4_MACS_peak_27047_lociStitched	chr7	2442131	2447918	4	5221	6955.3953	454	1	CHST12	EIF3B	CHST12	CHST12	0.3209	454	1
3_MACS_peak_14814_lociStitched	chr19	16434771	16440363	3	5204	9737.9088	455	1	KLF2		KLF2	KLF2	0.9311	455	1
3_MACS_peak_1431_lociStitched	chr1	143996896	144002174	3	5198	6667.1696	456	1	SRGAP2P2		SRGAP2P2	SRGAP2P2	0.3955	456	1
2_MACS_peak_20015_lociStitched	chr22	39823066	39828358	2	5194	5680.962	457	1	TAB1	MGAT3	MGAT3	MGAT3	0.2037	457	1
4_MACS_peak_23983_lociStitched	chr5	55991317	55997134	4	5191	6494.6805	458	1			MAP3K1	MAP3K1	0.2201	458	1
4_MACS_peak_12725_lociStitched	chr17	44196070	44201584	4	5189	5558.6634	459	1	KIAA1267		KIAA1267	KIAA1267	0.3138	459	1
5_MACS_peak_15282_lociStitched	chr19	42055100	42060761	5	5186	7492.8996	460	1		CEACAM21	CEACAM21	CEACAM21	0.0627	460	1
4_MACS_peak_6873_lociStitched	chr12	94597897	94603684	4	5186	7267.3146	461	1	PLXNC1		PLXNC1	PLXNC1	0.2739	461	1
2_MACS_peak_8605_lociStitched	chr14	69258042	69263225	2	5182	11381.868	462	1	ZFP36L1,C14orf181		ZFP36L1	ZFP36L1	0.8561	462	1
2_MACS_peak_29026_lociStitched	chr8	22297070	22302443	2	5180	10989.9342	463	1	PPP3CC		PPP3CC	PPP3CC	0.2214	463	1
3_MACS_peak_259_lociStitched	chr1	17763919	17769213	3	5177	8034.7038	464	1	RCC2		RCC2	RCC2	0.2699	464	1
1_MACS_peak_31085_lociStitched	chr9	93795542	93800712	1	5171	8710.416	465	1		LOC100129316	LOC100129316	LOC100129316	0.1641	465	1
3_MACS_peak_4022_lociStitched	chr10	104401473	104406733	3	5164	11122.796	466	1	TRIM8		TRIM8	TRIM8	0.6888	466	1
4_MACS_peak_17088_lociStitched	chr2	112219313	112224761	4	5163	6342.0168	467	1	LOC541471		LOC541471	LOC541471	0.3682	467	1
2_MACS_peak_14144_lociStitched	chr18	74202972	74208219	2	5155	7272.342	468	1	ZNF516	LOC284276	ZNF516	ZNF516	0.1318	468	1
5_MACS_peak_1741_lociStitched	chr1	155913073	155918916	5	5150	6914.6062	469	1	ARHGEF2	RXFP4,RIT1,SNORA42,SCARNA4,KIAA0907	RXFP4	RXFP4	0.7977	469	1
1_MACS_peak_18760_lociStitched	chr20	42695557	42700704	1	5148	14803.2867	470	1	TOX2		JPH2	JPH2	NONE	470	1
2_MACS_peak_17812_lociStitched	chr2	216877199	216882720	2	5141	8516.6946	471	1	MREG		MREG	MREG	0.2647	471	1
2_MACS_peak_2055_lociStitched	chr1	172786452	172791753	2	5135	8949.1482	472	1			FASLG	FASLG	NONE	472	1
3_MACS_peak_21125_lociStitched	chr3	98449380	98454678	3	5134	8678.124	473	1	ST3GAL6		ST3GAL6	ST3GAL6	0.458	473	1
2_MACS_peak_28062_lociStitched	chr7	98475518	98480765	2	5129	9818.1864	474	1	TRRAP,MIR3609	TMEM130	MIR3609	MIR3609	1.0748	474	1
2_MACS_peak_15933_lociStitched	chr2	8679680	8685105	2	5128	6141.1	475	1			ID2	ID2	0.7945	475	1
5_MACS_peak_23612_lociStitched	chr5	1495860	1501442	5	5117	7033.8782	476	1	LPCAT1		LPCAT1	LPCAT1	0.3586	476	1
2_MACS_peak_6856_lociStitched	chr12	93963572	93968897	2	5112	12991.935	477	1	SOCS2		SOCS2	SOCS2	0.9242	477	1
2_MACS_peak_29890_lociStitched	chr8	103823859	103829097	2	5111	13395.6612	478	1		AZIN1	AZIN1	AZIN1	0.3122	478	1
5_MACS_peak_6361_lociStitched	chr12	46608298	46613573	5	5107	5080.3525	479	1	SLC38A1		SLC38A1	SLC38A1	0.3706	479	1
2_MACS_peak_9850_lociStitched	chr15	65183802	65188916	2	5103	10046.9644	480	1		PLEKHO2,ANKDD1A	ANKDD1A	ANKDD1A	0.2342	480	1
1_MACS_peak_11677_lociStitched	chr16	89032549	89037646	1	5098	6961.9923	481	1	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.3063	481	1
3_MACS_peak_3783_lociStitched	chr10	89839046	89844454	3	5094	6169.9872	482	1			PTEN	PTEN	0.251	482	1
4_MACS_peak_32533_lociStitched	chrX	118814997	118820813	4	5091	5325.1296	483	1	SEPT6	MIR766	SEPT6	SEPT6	0.339	483	1
3_MACS_peak_16556_lociStitched	chr2	64427709	64433080	3	5087	6049.8944	484	1	LOC150992		LOC150992	LOC150992	0.3797	484	1
1_MACS_peak_11679_lociStitched	chr16	89041054	89046139	1	5086	8852.4765	485	1	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.3063	485	1
3_MACS_peak_14805_lociStitched	chr19	16186381	16191526	3	5082	12248.187	486	1	TPM4	FLJ25328,RAB8A	TPM4	TPM4	0.3752	486	1
2_MACS_peak_8870_lociStitched	chr14	89893130	89898291	2	5076	9867.3159	487	1	FOXN3	LOC400236,FOXN3	LOC400236	LOC400236	0.562	487	1
3_MACS_peak_3588_lociStitched	chr10	70846433	70851706	3	5075	6931.3585	488	1	SRGN	VPS26A	SRGN	SRGN	0.3841	488	1
3_MACS_peak_16857_lociStitched	chr2	87795792	87801002	3	5074	8096.861	489	1	NCRNA00152		NCRNA00152	NCRNA00152	0.7318	489	1
3_MACS_peak_1597_lociStitched	chr1	151027684	151032843	3	5062	7400.5855	490	1	MLLT11,CDC42SE1	PRUNE,BNIPL,C1orf56,GABPB2,FAM63A	CDC42SE1	CDC42SE1	0.5988	490	1
4_MACS_peak_25054_lociStitched	chr5	171609953	171615791	4	5056	6919.7814	491	1	STK10	EFCAB9	STK10	STK10	0.1838	491	1
2_MACS_peak_18035_lociStitched	chr2	234873168	234878223	2	5054	8745.15	492	1	TRPM8		TRPM8	TRPM8	0.1898	492	1
1_MACS_peak_16826_lociStitched	chr2	86261565	86266614	1	5050	9408.8115	493	1	POLR1A	LOC90784	LOC90784	LOC90784	0.2096	493	1
1_MACS_peak_23664_lociStitched	chr5	6445462	6450504	1	5043	7824.6798	494	1	UBE2QL1		UBE2QL1	UBE2QL1	0.5377	494	1
1_MACS_peak_7119_lociStitched	chr12	111095535	111100576	1	5042	6630.9314	495	1	HVCN1	TCTN1	HVCN1	HVCN1	0.606	495	1
4_MACS_peak_21008_lociStitched	chr3	69130506	69136579	4	5031	5809.4318	496	1	ARL6IP5	MIR3136,TMF1,UBA3,LMOD3	ARL6IP5	ARL6IP5	0.4465	496	1
1_MACS_peak_19927_lociStitched	chr22	38463378	38468396	1	5019	10138.3672	497	1	PICK1	SLC16A8,BAIAP2L2	PICK1	PICK1	0.5794	497	1
2_MACS_peak_2813_lociStitched	chr1	234742925	234747954	2	5017	8291.3123	498	1	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	0.7165	498	1
2_MACS_peak_3779_lociStitched	chr10	89821500	89826671	2	5015	6515.9771	499	1			PTEN	PTEN	0.251	499	1
2_MACS_peak_12086_lociStitched	chr17	16890236	16895398	2	5013	7601.5612	500	1		TNFRSF13B	TNFRSF13B	TNFRSF13B	0.4453	500	1
2_MACS_peak_22570_lociStitched	chr4	48197093	48202441	2	5010	6932.0776	501	1	TEC		TXK	TXK	NONE	501	1
5_MACS_peak_10068_lociStitched	chr15	75742774	75748759	5	5008	8776.404	502	1	SIN3A		SIN3A	SIN3A	0.2262	502	1
3_MACS_peak_3009_lociStitched	chr10	6966674	6971817	3	5007	9037.7939	503	1			LOC439949	LOC439949	NONE	503	1
6_MACS_peak_22716_lociStitched	chr4	76024038	76029915	6	5005	6684.4998	504	1			PARM1	PARM1	NONE	504	1
2_MACS_peak_12457_lociStitched	chr17	36857384	36862426	2	5004	8652.072	505	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	MLLT6	0.3937	505	1
5_MACS_peak_8406_lociStitched	chr14	52087048	52092706	5	5004	5250.624	506	1	FRMD6	FRMD6	FRMD6	FRMD6	0.1362	506	1
6_MACS_peak_11602_lociStitched	chr16	84537652	84543551	6	5001	7056.3838	507	1	KIAA1609		KIAA1609	KIAA1609	0.2544	507	1
3_MACS_peak_4415_lociStitched	chr11	2406046	2411068	3	4993	5606.5608	508	1	CD81	TSSC4,TRPM5	CD81	TSSC4	0.4402	508	1
3_MACS_peak_29637_lociStitched	chr8	85094438	85099539	3	4993	9138.4415	509	1	RALYL		RALYL	RALYL	0.1563	509	1
5_MACS_peak_28831_lociStitched	chr8	2029469	2034705	5	4991	6317.7576	510	1	MYOM2		MYOM2	MYOM2	0.2484	510	1
4_MACS_peak_16776_lociStitched	chr2	80972245	80977837	4	4986	6029.8536	511	1			LRRTM1	LRRTM1	NONE	511	1
8_MACS_peak_26149_lociStitched	chr6	45165400	45171581	8	4986	4935.5285	512	1	SUPT3H,MIR586		MIR586	MIR586	0.5881	512	1
5_MACS_peak_18982_lociStitched	chr20	53317971	53323110	5	4982	6852.8565	513	1			DOK5	DOK5	NONE	513	1
6_MACS_peak_26170_lociStitched	chr6	45552090	45557475	6	4972	5358.075	514	1			RUNX2	RUNX2	0.2322	514	1
4_MACS_peak_6118_lociStitched	chr12	10017503	10022780	4	4966	5077.0017	515	1	CLEC2B	KLRF1,KLRF2	CLEC2B	CLEC2B	0.2509	515	1
6_MACS_peak_22297_lociStitched	chr4	10103928	10109607	6	4957	5147.4456	516	1	WDR1	MIR3138	WDR1	WDR1	0.6112	516	1
3_MACS_peak_16427_lociStitched	chr2	54784600	54789832	3	4930	9510.7296	517	1	SPTBN1	RPL23AP32	SPTBN1	RPL23AP32	0.5493	517	1
6_MACS_peak_19220_lociStitched	chr21	19186802	19192892	6	4930	7578.396	518	1	C21orf91		C21orf91	C21orf91	0.5644	518	1
2_MACS_peak_13303_lociStitched	chr17	75435041	75440069	2	4929	7795.914	519	1	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.2734	519	1
1_MACS_peak_19904_lociStitched	chr22	37623979	37628904	1	4926	9474.715	520	1	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	SSTR3	0.947	520	1
3_MACS_peak_6349_lociStitched	chr12	46120192	46125211	3	4925	11073.9216	521	1	ARID2,LOC400027		ARID2	ARID2	0.1435	521	1
4_MACS_peak_14831_lociStitched	chr19	16694545	16700072	4	4925	5888.4658	522	1	MED26	CHERP,SLC35E1	SLC35E1	CHERP	0.1389	522	1
3_MACS_peak_13822_lociStitched	chr18	42259013	42264088	3	4923	10095.6975	523	1	SETBP1		SETBP1	SETBP1	0.3298	523	1
2_MACS_peak_1575_lociStitched	chr1	150547847	150553255	2	4919	13118.1856	524	1	MCL1	ADAMTSL4,MIR4257,ENSA	MCL1	MCL1	1.1619	524	1
4_MACS_peak_21412_lociStitched	chr3	128997084	129002610	4	4919	7904.3904	525	1	C3orf37	COPG,C3orf47,H1FX	C3orf37	H1FX	1.9016	525	1
1_MACS_peak_9669_lociStitched	chr15	52967435	52972349	1	4915	9446.6736	526	1	KIAA1370		KIAA1370	KIAA1370	0.2754	526	1
4_MACS_peak_21471_lociStitched	chr3	133191753	133197138	4	4909	7231.5165	527	1	BFSP2		BFSP2	BFSP2	0.286	527	1
