REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP-1.jin.bam
1_MACS_peak_5750_lociStitched	chr11	119039360	119040420	1	1061	2678.09
2_MACS_peak_6902_lociStitched	chr12	95396845	95397905	2	969	1454.6380000000001
2_MACS_peak_10685_lociStitched	chr16	11349690	11350750	2	972	1102.506
1_MACS_peak_11072_lociStitched	chr16	30913153	30914213	1	1061	1366.976
2_MACS_peak_13735_lociStitched	chr18	22744470	22745530	2	724	642.89
2_MACS_peak_15229_lociStitched	chr19	40970630	40971690	2	1041	850.438
1_MACS_peak_16333_lociStitched	chr2	45837426	45838486	1	1061	1679.888
1_MACS_peak_27619_lociStitched	chr7	64498626	64499686	1	1061	2504.568
3_MACS_peak_32225_lociStitched	chrX	55026269	55027329	3	977	783.7639999999999
2_MACS_peak_32570_lociStitched	chrX	119763441	119764501	2	797	665.3620000000001
2_MACS_peak_1029_lociStitched	chr1	64935464	64936523	2	991	979.2573
2_MACS_peak_2539_lociStitched	chr1	207998811	207999870	2	893	737.5935000000001
1_MACS_peak_9091_lociStitched	chr14	102430863	102431922	1	1060	1831.0110000000002
2_MACS_peak_10217_lociStitched	chr15	86757780	86758839	2	991	785.778
2_MACS_peak_12485_lociStitched	chr17	37792837	37793896	2	1027	1490.8601999999998
2_MACS_peak_15313_lociStitched	chr19	42806293	42807352	2	898	772.5405000000001
1_MACS_peak_16272_lociStitched	chr2	42256118	42257177	1	1060	711.7539
2_MACS_peak_26967_lociStitched	chr6	160401987	160403046	2	836	735.3696
1_MACS_peak_770_lociStitched	chr1	42384827	42385885	1	1059	1417.8258
1_MACS_peak_2865_lociStitched	chr1	244816383	244817441	1	1059	1172.7930000000001
2_MACS_peak_8319_lociStitched	chr14	36789214	36790272	2	986	866.6078
2_MACS_peak_10471_lociStitched	chr16	1381258	1382316	2	877	618.1894000000001
1_MACS_peak_18265_lociStitched	chr20	4201911	4202969	1	1059	1592.6074
1_MACS_peak_19258_lociStitched	chr21	30256925	30257983	1	1059	1421.5287999999998
2_MACS_peak_27177_lociStitched	chr7	10702237	10703295	2	999	950.6129999999999
2_MACS_peak_28060_lociStitched	chr7	98029881	98030939	2	799	730.2316000000001
1_MACS_peak_30354_lociStitched	chr8	145012821	145013879	1	1059	968.4932
2_MACS_peak_468_lociStitched	chr1	27929684	27930741	2	991	851.5192
2_MACS_peak_4292_lociStitched	chr10	126648986	126650043	2	729	536.4274999999999
1_MACS_peak_12474_lociStitched	chr17	37353188	37354245	1	1058	1098.7515
1_MACS_peak_12910_lociStitched	chr17	55055477	55056534	1	1058	957.642
2_MACS_peak_12922_lociStitched	chr17	55628477	55629534	2	625	565.2836000000001
2_MACS_peak_26567_lociStitched	chr6	108395542	108396599	2	921	998.1251
2_MACS_peak_30837_lociStitched	chr9	46687078	46688135	2	972	1019.5822000000001
1_MACS_peak_31440_lociStitched	chr9	126691362	126692419	1	1058	1571.2305
1_MACS_peak_4057_lociStitched	chr10	104613539	104614595	1	1057	1549.152
1_MACS_peak_9434_lociStitched	chr15	40886076	40887132	1	1057	2088.4512
2_MACS_peak_10440_lociStitched	chr16	420155	421211	2	773	1396.3488
1_MACS_peak_14659_lociStitched	chr19	11998524	11999580	1	1057	858.3168
2_MACS_peak_15400_lociStitched	chr19	45972093	45973149	2	933	1020.4128000000001
2_MACS_peak_17742_lociStitched	chr2	204751250	204752306	2	732	478.5792
2_MACS_peak_3491_lociStitched	chr10	54700033	54701088	2	805	664.1225
2_MACS_peak_4362_lociStitched	chr11	447780	448835	2	1035	1061.0135
1_MACS_peak_6015_lociStitched	chr12	4757689	4758744	1	1056	1174.9534999999998
1_MACS_peak_17967_lociStitched	chr2	231921301	231922356	1	1056	2277.6395
2_MACS_peak_21139_lociStitched	chr3	98485423	98486478	2	790	633.633
2_MACS_peak_26531_lociStitched	chr6	106049064	106050119	2	941	859.5085
2_MACS_peak_9550_lociStitched	chr15	45571091	45572145	2	881	708.0772
2_MACS_peak_12272_lociStitched	chr17	27506743	27507797	2	1050	806.3100000000001
1_MACS_peak_13391_lociStitched	chr17	77840322	77841376	1	1055	900.7484000000001
1_MACS_peak_21815_lociStitched	chr3	169755347	169756401	1	1055	1328.1454
2_MACS_peak_31896_lociStitched	chrX	16737204	16738258	2	893	665.2848
1_MACS_peak_1011_lociStitched	chr1	60118910	60119963	1	1054	1192.1013
1_MACS_peak_2443_lociStitched	chr1	203456373	203457426	1	1054	1101.438
2_MACS_peak_3537_lociStitched	chr10	64576252	64577305	2	729	569.1465
1_MACS_peak_11005_lociStitched	chr16	30064055	30065108	1	1054	1291.0833
1_MACS_peak_16563_lociStitched	chr2	64455103	64456156	1	1054	1337.5206
2_MACS_peak_20506_lociStitched	chr3	25875415	25876468	2	805	566.9352
2_MACS_peak_25332_lociStitched	chr6	6461047	6462100	2	718	465.0048
1_MACS_peak_25763_lociStitched	chr6	30709526	30710579	1	1054	1002.3507
2_MACS_peak_30372_lociStitched	chr8	145192165	145193218	2	1000	806.2821
2_MACS_peak_7009_lociStitched	chr12	104861047	104862099	2	920	704.2088
1_MACS_peak_15053_lociStitched	chr19	34625050	34626102	1	1053	1287.2272
2_MACS_peak_15916_lociStitched	chr2	8418066	8419118	2	929	966.8932
2_MACS_peak_16632_lociStitched	chr2	68289531	68290583	2	1000	1212.43
2_MACS_peak_16810_lociStitched	chr2	85838648	85839700	2	848	1015.9164
1_MACS_peak_17551_lociStitched	chr2	191885176	191886228	1	1053	1608.9288000000001
1_MACS_peak_21120_lociStitched	chr3	98240811	98241863	1	1053	1216.6380000000001
1_MACS_peak_21446_lociStitched	chr3	130745028	130746080	1	1053	1734.5376
1_MACS_peak_28047_lociStitched	chr7	97736083	97737135	1	1053	1851.2044
2_MACS_peak_4441_lociStitched	chr11	3443220	3444271	2	947	1067.2905
1_MACS_peak_5025_lociStitched	chr11	63320963	63322014	1	1052	985.2074
2_MACS_peak_15133_lociStitched	chr19	38397244	38398295	2	850	810.6363
1_MACS_peak_16324_lociStitched	chr2	45685207	45686258	1	1052	848.9978
1_MACS_peak_27390_lociStitched	chr7	35272300	35273351	1	1052	920.9912999999999
1_MACS_peak_27821_lociStitched	chr7	75039274	75040325	1	1052	1411.7032
2_MACS_peak_28890_lociStitched	chr8	10356679	10357730	2	969	670.9584
2_MACS_peak_30688_lociStitched	chr9	33076161	33077212	2	987	904.1753
2_MACS_peak_31512_lociStitched	chr9	130496575	130497626	2	1013	1262.0408
1_MACS_peak_6751_lociStitched	chr12	72079247	72080297	1	1051	1651.23
2_MACS_peak_22388_lociStitched	chr4	18251851	18252901	2	821	638.7149999999999
1_MACS_peak_23026_lociStitched	chr4	109571518	109572568	1	1051	1459.92
2_MACS_peak_24299_lociStitched	chr5	88730904	88731954	2	755	578.235
1_MACS_peak_1979_lociStitched	chr1	166944291	166945340	1	1050	2239.4051999999997
1_MACS_peak_4150_lociStitched	chr10	114135447	114136496	1	1050	1521.8892
2_MACS_peak_8033_lociStitched	chr13	100153291	100154340	2	979	841.298
1_MACS_peak_9106_lociStitched	chr14	102982975	102984024	1	1050	1326.8800999999999
2_MACS_peak_9287_lociStitched	chr15	28818003	28819052	2	821	628.5608
1_MACS_peak_17720_lociStitched	chr2	204554871	204555920	1	1050	1046.7971
2_MACS_peak_24678_lociStitched	chr5	135468196	135469245	2	1035	1473.2156
2_MACS_peak_27941_lociStitched	chr7	86974439	86975488	2	1023	1313.5578
1_MACS_peak_176_lociStitched	chr1	11740542	11741590	1	1049	987.8448
1_MACS_peak_4762_lociStitched	chr11	34460051	34461099	1	1049	1381.788
2_MACS_peak_10175_lociStitched	chr15	85043245	85044293	2	904	976.3168
2_MACS_peak_11627_lociStitched	chr16	85722065	85723113	2	867	977.26
2_MACS_peak_12515_lociStitched	chr17	38218770	38219818	2	1016	1322.4712
1_MACS_peak_18337_lociStitched	chr20	10628252	10629300	1	1049	928.2136
1_MACS_peak_19498_lociStitched	chr21	47603714	47604762	1	1049	880.844
1_MACS_peak_20285_lociStitched	chr3	4344856	4345904	1	1049	1391.2199999999998
1_MACS_peak_20833_lociStitched	chr3	50711956	50713004	1	1049	1125.3424
1_MACS_peak_199_lociStitched	chr1	14026178	14027225	1	1048	1292.2074
1_MACS_peak_4509_lociStitched	chr11	9285943	9286990	1	1048	1247.6052
1_MACS_peak_8680_lociStitched	chr14	73330250	73331297	1	1048	835.1918999999999
1_MACS_peak_21422_lociStitched	chr3	129117584	129118631	1	1048	1455.0158999999999
1_MACS_peak_14439_lociStitched	chr19	6423870	6424916	1	1047	1389.088
2_MACS_peak_17326_lociStitched	chr2	159825177	159826223	2	779	741.4048
1_MACS_peak_20351_lociStitched	chr3	10067585	10068631	1	1047	1330.6166
2_MACS_peak_27279_lociStitched	chr7	24860768	24861814	2	917	750.6096
1_MACS_peak_4792_lociStitched	chr11	43333531	43334576	1	1046	1234.772
1_MACS_peak_10867_lociStitched	chr16	21831241	21832286	1	1046	1059.5255
1_MACS_peak_14235_lociStitched	chr19	1383517	1384562	1	1046	1814.4334999999999
1_MACS_peak_14377_lociStitched	chr19	4369378	4370423	1	1046	1026.5035
1_MACS_peak_25382_lociStitched	chr6	8619240	8620285	1	1046	869.1265
2_MACS_peak_27599_lociStitched	chr7	56101363	56102408	2	970	839.553
2_MACS_peak_31661_lociStitched	chr9	134377897	134378942	2	1042	1008.1115
2_MACS_peak_32480_lociStitched	chrX	109167337	109168382	2	1008	830.6705000000001
2_MACS_peak_7784_lociStitched	chr13	49106486	49107530	2	905	1021.6584
1_MACS_peak_8325_lociStitched	chr14	39571930	39572974	1	1045	971.8596
2_MACS_peak_15800_lociStitched	chr19	57874227	57875271	2	819	712.9476
2_MACS_peak_15884_lociStitched	chr2	2616897	2617941	2	911	715.5576
2_MACS_peak_31913_lociStitched	chrX	19361578	19362622	2	765	526.5935999999999
2_MACS_peak_5471_lociStitched	chr11	84431393	84432436	2	883	849.9407
1_MACS_peak_7356_lociStitched	chr12	122709650	122710693	1	1044	1623.5338
1_MACS_peak_18158_lociStitched	chr2	242295585	242296628	1	1044	1660.4560000000001
2_MACS_peak_22566_lociStitched	chr4	47465065	47466108	2	996	919.8217
1_MACS_peak_27673_lociStitched	chr7	69642893	69643936	1	1044	862.8739
2_MACS_peak_32370_lociStitched	chrX	78178337	78179380	2	913	761.2857
1_MACS_peak_1818_lociStitched	chr1	159824064	159825106	1	1043	1284.8902
1_MACS_peak_3905_lociStitched	chr10	99051391	99052433	1	1043	1300.6244
1_MACS_peak_7649_lociStitched	chr13	31774093	31775135	1	1043	1104.2074
2_MACS_peak_16250_lociStitched	chr2	39102544	39103586	2	907	831.2034
1_MACS_peak_28151_lociStitched	chr7	100951511	100952553	1	1043	1147.242
1_MACS_peak_28769_lociStitched	chr7	155533630	155534672	1	1043	889.9721999999999
1_MACS_peak_32723_lociStitched	chrX	152599574	152600616	1	1043	895.1822
2_MACS_peak_6065_lociStitched	chr12	7125229	7126270	2	1006	802.5069000000001
3_MACS_peak_8004_lociStitched	chr13	94964012	94965053	3	876	676.3377
2_MACS_peak_13615_lociStitched	chr18	9803941	9804982	2	796	636.0509999999999
1_MACS_peak_18761_lociStitched	chr20	42708482	42709523	1	1042	917.7456000000001
2_MACS_peak_22706_lociStitched	chr4	75071905	75072946	2	788	633.3444000000001
2_MACS_peak_548_lociStitched	chr1	32670826	32671866	2	884	1224.496
1_MACS_peak_4206_lociStitched	chr10	120863596	120864636	1	1041	2216.0319999999997
2_MACS_peak_18380_lociStitched	chr20	17485250	17486290	2	1006	812.76
2_MACS_peak_19655_lociStitched	chr22	23623148	23624188	2	957	832.832
2_MACS_peak_22378_lociStitched	chr4	18058730	18059770	2	738	700.4399999999999
1_MACS_peak_23002_lociStitched	chr4	108852218	108853258	1	1041	873.496
1_MACS_peak_24383_lociStitched	chr5	99280842	99281882	1	1041	797.576
1_MACS_peak_89_lociStitched	chr1	6550078	6551117	1	1040	748.2878
2_MACS_peak_3258_lociStitched	chr10	24748521	24749560	2	718	541.4229
2_MACS_peak_7730_lociStitched	chr13	41705923	41706962	2	1005	737.5861
1_MACS_peak_12757_lociStitched	chr17	45265674	45266713	1	1040	1813.9901
2_MACS_peak_16420_lociStitched	chr2	54682971	54684010	2	951	756.2881
1_MACS_peak_24320_lociStitched	chr5	90568210	90569249	1	1040	1084.6121
2_MACS_peak_24468_lociStitched	chr5	112588302	112589341	2	750	653.4271
1_MACS_peak_29721_lociStitched	chr8	95003182	95004221	1	1040	957.3346
1_MACS_peak_5039_lociStitched	chr11	63606477	63607515	1	1039	1852.311
1_MACS_peak_12032_lociStitched	chr17	8648375	8649413	1	1039	1044.9546
1_MACS_peak_13137_lociStitched	chr17	71306303	71307341	1	1039	926.2074
2_MACS_peak_14512_lociStitched	chr19	7984549	7985587	2	856	839.7420000000001
2_MACS_peak_26899_lociStitched	chr6	155635193	155636231	2	691	630.1698
2_MACS_peak_31400_lociStitched	chr9	123555154	123556192	2	971	1071.3198
3_MACS_peak_32137_lociStitched	chrX	48801228	48802266	3	789	631.0002
2_MACS_peak_1344_lociStitched	chr1	115322781	115323818	2	1021	1021.8598000000001
1_MACS_peak_6909_lociStitched	chr12	96252613	96253650	1	1038	1517.131
2_MACS_peak_8321_lociStitched	chr14	37130986	37132023	2	561	501.4932
1_MACS_peak_11696_lociStitched	chr16	89283631	89284668	1	1038	1393.6243000000002
1_MACS_peak_21450_lociStitched	chr3	131220846	131221883	1	1038	1931.1014
1_MACS_peak_23313_lociStitched	chr4	155470987	155472024	1	1038	1073.5023999999999
1_MACS_peak_24421_lociStitched	chr5	108063297	108064334	1	1038	1531.3379
2_MACS_peak_27894_lociStitched	chr7	81273454	81274491	2	765	746.3289
1_MACS_peak_28546_lociStitched	chr7	132765935	132766972	1	1038	1816.7203
1_MACS_peak_2327_lociStitched	chr1	197304453	197305489	1	1037	1615.642
1_MACS_peak_3273_lociStitched	chr10	26661943	26662979	1	1037	947.94
2_MACS_peak_5230_lociStitched	chr11	66725528	66726564	2	692	453.4572
1_MACS_peak_13208_lociStitched	chr17	73511065	73512101	1	1037	983.8892
1_MACS_peak_14537_lociStitched	chr19	8570486	8571522	1	1037	1333.5392
1_MACS_peak_19760_lociStitched	chr22	30782781	30783817	1	1037	758.6628
2_MACS_peak_22500_lociStitched	chr4	38668266	38669302	2	871	604.8168
1_MACS_peak_29323_lociStitched	chr8	42743048	42744084	1	1037	875.3163999999999
2_MACS_peak_4088_lociStitched	chr10	105991556	105992591	2	935	931.293
1_MACS_peak_7158_lociStitched	chr12	112846466	112847501	1	1036	1795.311
1_MACS_peak_19951_lociStitched	chr22	38851233	38852268	1	1036	1786.5135
2_MACS_peak_25197_lociStitched	chr5	179334265	179335300	2	948	851.0805
2_MACS_peak_27408_lociStitched	chr7	37252409	37253444	2	826	669.7485
1_MACS_peak_27417_lociStitched	chr7	37960170	37961205	1	1036	1512.8595
2_MACS_peak_32357_lociStitched	chrX	77041164	77042199	2	1028	1068.741
1_MACS_peak_7782_lociStitched	chr13	48807296	48808330	1	1035	1368.7058000000002
2_MACS_peak_8455_lociStitched	chr14	55877939	55878973	2	1006	969.0648
1_MACS_peak_10933_lociStitched	chr16	27324747	27325781	1	1035	1208.3324
1_MACS_peak_16208_lociStitched	chr2	35350120	35351154	1	1035	1116.72
2_MACS_peak_16485_lociStitched	chr2	59553251	59554285	2	833	796.697
2_MACS_peak_22655_lociStitched	chr4	68410613	68411647	2	978	1142.053
1_MACS_peak_24093_lociStitched	chr5	69140057	69141091	1	1035	1137.1932000000002
2_MACS_peak_24258_lociStitched	chr5	83094644	83095678	2	981	915.5036
1_MACS_peak_29880_lociStitched	chr8	103612660	103613694	1	1035	803.5214
1_MACS_peak_3562_lociStitched	chr10	69990786	69991819	1	1034	1176.3804
1_MACS_peak_5900_lociStitched	chr11	130647553	130648586	1	1034	948.0874
2_MACS_peak_7124_lociStitched	chr12	111135677	111136710	2	929	751.1976
1_MACS_peak_8366_lociStitched	chr14	50318833	50319866	1	1034	1507.7668
1_MACS_peak_19933_lociStitched	chr22	38609819	38610852	1	1034	1103.1407000000002
2_MACS_peak_22314_lociStitched	chr4	10734054	10735087	2	898	837.0399
2_MACS_peak_22920_lociStitched	chr4	95372985	95374018	2	1000	1450.7452
2_MACS_peak_25861_lociStitched	chr6	32595507	32596540	2	643	548.523
1_MACS_peak_29756_lociStitched	chr8	98787666	98788699	1	1034	1253.9587
2_MACS_peak_8168_lociStitched	chr14	21944813	21945845	2	799	586.4856
2_MACS_peak_13111_lociStitched	chr17	66233627	66234659	2	1009	1117.0368
1_MACS_peak_22108_lociStitched	chr3	196336382	196337414	1	1033	858.2112
2_MACS_peak_24186_lociStitched	chr5	76007084	76008116	2	1022	942.8352
1_MACS_peak_25329_lociStitched	chr6	6229801	6230833	1	1033	868.1184
2_MACS_peak_26915_lociStitched	chr6	157040412	157041444	2	992	730.8624000000001
1_MACS_peak_28574_lociStitched	chr7	135242419	135243451	1	1033	2759.2584
1_MACS_peak_359_lociStitched	chr1	24711041	24712072	1	1032	805.1079000000001
2_MACS_peak_4897_lociStitched	chr11	57424581	57425612	2	868	739.4331999999999
1_MACS_peak_4915_lociStitched	chr11	58909903	58910934	1	1032	1192.4546
1_MACS_peak_14742_lociStitched	chr19	13874901	13875932	1	1032	1083.1686
2_MACS_peak_20928_lociStitched	chr3	57678163	57679194	2	965	1276.1718
1_MACS_peak_27603_lociStitched	chr7	56131649	56132680	1	1032	1129.5636
1_MACS_peak_12001_lociStitched	chr17	7893132	7894162	1	1031	1024.129
2_MACS_peak_16759_lociStitched	chr2	74959893	74960923	2	666	493.782
2_MACS_peak_18530_lociStitched	chr20	31559668	31560698	2	752	589.881
2_MACS_peak_20286_lociStitched	chr3	4508319	4509349	2	1023	1040.403
2_MACS_peak_20337_lociStitched	chr3	9690485	9691515	2	878	830.077
1_MACS_peak_24490_lociStitched	chr5	114937290	114938320	1	1031	1493.809
1_MACS_peak_4015_lociStitched	chr10	104191385	104192414	1	1030	1938.9447
1_MACS_peak_10560_lociStitched	chr16	3174378	3175407	1	1030	1212.2649
2_MACS_peak_22173_lociStitched	chr4	1685588	1686617	2	889	771.1325999999999
2_MACS_peak_27947_lociStitched	chr7	87562989	87564018	2	966	1119.2432999999999
2_MACS_peak_28308_lociStitched	chr7	106684725	106685754	2	929	1155.6699
1_MACS_peak_1492_lociStitched	chr1	145990815	145991843	1	1029	897.6496
2_MACS_peak_6770_lociStitched	chr12	77272340	77273368	2	1023	965.9088
2_MACS_peak_11948_lociStitched	chr17	7035194	7036222	2	881	1115.7912
1_MACS_peak_15056_lociStitched	chr19	34855841	34856869	1	1029	1054.6252
2_MACS_peak_21135_lociStitched	chr3	98479804	98480832	2	706	590.7916
1_MACS_peak_21184_lociStitched	chr3	101546294	101547322	1	1029	664.602
2_MACS_peak_22257_lociStitched	chr4	6944593	6945621	2	1017	781.28
2_MACS_peak_23966_lociStitched	chr5	55459548	55460576	2	889	646.098
1_MACS_peak_24758_lociStitched	chr5	140070548	140071576	1	1029	1151.7712000000001
1_MACS_peak_25895_lociStitched	chr6	33172382	33173410	1	1029	1670.9112
1_MACS_peak_26341_lociStitched	chr6	73972410	73973438	1	1029	1665.1544
2_MACS_peak_32591_lociStitched	chrX	129039595	129040623	2	953	850.9784
1_MACS_peak_1472_lociStitched	chr1	145449435	145450462	1	1028	760.8016
2_MACS_peak_4782_lociStitched	chr11	36626418	36627445	2	765	507.2353
2_MACS_peak_13395_lociStitched	chr17	78009247	78010274	2	1000	793.3575
2_MACS_peak_16714_lociStitched	chr2	73339615	73340642	2	759	616.7135000000001
1_MACS_peak_19291_lociStitched	chr21	33996024	33997051	1	1028	869.0473999999999
1_MACS_peak_20826_lociStitched	chr3	50387665	50388692	1	1028	1617.0115
2_MACS_peak_21165_lociStitched	chr3	100421339	100422366	2	642	525.2078
1_MACS_peak_26871_lociStitched	chr6	150038629	150039656	1	1028	1336.7432000000001
2_MACS_peak_31514_lociStitched	chr9	130532647	130533674	2	942	801.1627
1_MACS_peak_3690_lociStitched	chr10	76498830	76499856	1	1027	1001.889
1_MACS_peak_4633_lociStitched	chr11	17407328	17408354	1	1027	839.6784
1_MACS_peak_6904_lociStitched	chr12	95466387	95467413	1	1027	1624.4658
2_MACS_peak_9227_lociStitched	chr15	23377683	23378709	2	949	840.9096
1_MACS_peak_10620_lociStitched	chr16	4783744	4784770	1	1027	934.7886
1_MACS_peak_12177_lociStitched	chr17	19265332	19266358	1	1027	943.3044
2_MACS_peak_14911_lociStitched	chr19	18315524	18316550	2	925	854.7606
1_MACS_peak_18461_lociStitched	chr20	25676512	25677538	1	1027	2053.1286
2_MACS_peak_22726_lociStitched	chr4	76524194	76525220	2	985	919.1934
2_MACS_peak_26931_lociStitched	chr6	158588903	158589929	2	992	643.7124
1_MACS_peak_28504_lociStitched	chr7	128784597	128785623	1	1027	1687.257
2_MACS_peak_28647_lociStitched	chr7	143317334	143318360	2	776	497.097
2_MACS_peak_31429_lociStitched	chr9	126034195	126035221	2	664	539.9838
1_MACS_peak_31864_lociStitched	chrX	12993219	12994245	1	1027	1089.3042
2_MACS_peak_8585_lociStitched	chr14	68066478	68067503	2	1024	1037.3
1_MACS_peak_20136_lociStitched	chr22	43538753	43539778	1	1026	1098.9025000000001
2_MACS_peak_20268_lociStitched	chr22	51221648	51222673	2	861	639.2925
1_MACS_peak_20534_lociStitched	chr3	32433336	32434361	1	1026	1028.3825000000002
2_MACS_peak_24748_lociStitched	chr5	139682126	139683151	2	1011	970.0600000000001
1_MACS_peak_29034_lociStitched	chr8	22526059	22527084	1	1026	1512.695
1_MACS_peak_3446_lociStitched	chr10	48185248	48186272	1	1025	844.5952
2_MACS_peak_11982_lociStitched	chr17	7517958	7518982	2	588	320.3072
2_MACS_peak_16910_lociStitched	chr2	91960395	91961419	2	965	700.7232
2_MACS_peak_21483_lociStitched	chr3	133645969	133646993	2	917	857.9072
1_MACS_peak_4514_lociStitched	chr11	9406092	9407115	1	1024	1722.6297
2_MACS_peak_11482_lociStitched	chr16	75413636	75414659	2	723	578.0973
1_MACS_peak_16876_lociStitched	chr2	88315978	88317001	1	1024	948.321
2_MACS_peak_20614_lociStitched	chr3	42003050	42004073	2	845	635.1807
1_MACS_peak_24261_lociStitched	chr5	85913714	85914737	1	1024	2063.1864
2_MACS_peak_2750_lociStitched	chr1	229643584	229644606	2	991	1001.1512
1_MACS_peak_11924_lociStitched	chr17	5371332	5372354	1	1023	944.4302
1_MACS_peak_14340_lociStitched	chr19	3499956	3500978	1	1023	1986.9723999999999
2_MACS_peak_20753_lociStitched	chr3	48487642	48488664	2	990	1065.1284
1_MACS_peak_23366_lociStitched	chr4	166033104	166034126	1	1023	1997.9078000000002
2_MACS_peak_28228_lociStitched	chr7	103629788	103630810	2	969	1124.8132
1_MACS_peak_28377_lociStitched	chr7	116311699	116312721	1	1023	1233.3496
1_MACS_peak_28935_lociStitched	chr8	11410684	11411706	1	1023	862.1592
1_MACS_peak_574_lociStitched	chr1	33366526	33367547	1	1022	999.4569
2_MACS_peak_835_lociStitched	chr1	45451757	45452778	2	941	872.8529
1_MACS_peak_2703_lociStitched	chr1	226297798	226298819	1	1022	1376.9206
2_MACS_peak_11190_lociStitched	chr16	56715734	56716755	2	1003	1009.1564
2_MACS_peak_14745_lociStitched	chr19	13905734	13906755	2	836	875.9159
1_MACS_peak_17460_lociStitched	chr2	179277937	179278958	1	1022	1238.4730000000002
1_MACS_peak_17865_lociStitched	chr2	220024582	220025603	1	1022	1742.7449000000001
2_MACS_peak_18401_lociStitched	chr20	18547423	18548444	2	991	995.475
2_MACS_peak_25247_lociStitched	chr6	398427	399448	2	969	726.3394000000001
2_MACS_peak_29604_lociStitched	chr8	80649470	80650491	2	913	683.2532
1_MACS_peak_30639_lociStitched	chr9	25677592	25678613	1	1022	1194.7741999999998
1_MACS_peak_5208_lociStitched	chr11	66205535	66206555	1	1021	1773.5759999999998
1_MACS_peak_9336_lociStitched	chr15	31732689	31733709	1	1021	1166.5739999999998
1_MACS_peak_21276_lociStitched	chr3	119298100	119299120	1	1021	1044.378
2_MACS_peak_23013_lociStitched	chr4	109279220	109280240	2	804	581.604
2_MACS_peak_24109_lociStitched	chr5	70362937	70363957	2	977	741.8459999999999
1_MACS_peak_28914_lociStitched	chr8	11265161	11266181	1	1021	1532.856
1_MACS_peak_29595_lociStitched	chr8	79357026	79358046	1	1021	1315.188
1_MACS_peak_29855_lociStitched	chr8	103144388	103145408	1	1021	732.87
1_MACS_peak_7714_lociStitched	chr13	41372727	41373746	1	1020	1340.4944999999998
1_MACS_peak_16907_lociStitched	chr2	91847340	91848359	1	1020	1077.8982
1_MACS_peak_22144_lociStitched	chr3	197807026	197808045	1	1020	1177.964
1_MACS_peak_22523_lociStitched	chr4	40182354	40183373	1	1020	1073.6184
1_MACS_peak_25407_lociStitched	chr6	11537954	11538973	1	1020	1093.0813
2_MACS_peak_32650_lociStitched	chrX	134185628	134186647	2	865	777.497
2_MACS_peak_32738_lociStitched	chrX	153209558	153210577	2	993	937.6838
1_MACS_peak_5402_lociStitched	chr11	75534304	75535322	1	1019	778.4646
2_MACS_peak_6709_lociStitched	chr12	68725673	68726691	2	929	874.8692000000001
1_MACS_peak_11468_lociStitched	chr16	74733886	74734904	1	1019	1768.6732
2_MACS_peak_25210_lociStitched	chr5	180479572	180480590	2	879	643.9868
1_MACS_peak_15652_lociStitched	chr19	52430090	52431107	1	1018	1037.1366
1_MACS_peak_16399_lociStitched	chr2	48787357	48788374	1	1018	775.1573999999999
2_MACS_peak_17757_lociStitched	chr2	207865466	207866483	2	856	1002.0500999999999
1_MACS_peak_17956_lociStitched	chr2	231280391	231281408	1	1018	1066.2228
2_MACS_peak_22327_lociStitched	chr4	11152867	11153884	2	575	566.469
1_MACS_peak_24752_lociStitched	chr5	139936540	139937557	1	1018	1296.1665
1_MACS_peak_25948_lociStitched	chr6	34855332	34856349	1	1018	1181.9574
2_MACS_peak_4403_lociStitched	chr11	1283333	1284349	2	879	908.9136
1_MACS_peak_6294_lociStitched	chr12	32292225	32293241	1	1017	931.9768
1_MACS_peak_6661_lociStitched	chr12	63327952	63328968	1	1017	1713.5856
2_MACS_peak_8297_lociStitched	chr14	35008381	35009397	2	844	773.684
1_MACS_peak_22493_lociStitched	chr4	38457057	38458073	1	1017	886.5616
2_MACS_peak_22776_lociStitched	chr4	77904490	77905506	2	903	596.7984
1_MACS_peak_24627_lociStitched	chr5	132112417	132113433	1	1017	1263.0912
1_MACS_peak_32604_lociStitched	chrX	129243926	129244942	1	1017	1058.672
1_MACS_peak_3814_lociStitched	chr10	91807101	91808116	1	1016	826.9205
2_MACS_peak_4918_lociStitched	chr11	58939125	58940140	2	936	828.5445
2_MACS_peak_6273_lociStitched	chr12	30848169	30849184	2	940	729.6835
1_MACS_peak_8280_lociStitched	chr14	32546181	32547196	1	1016	1174.964
1_MACS_peak_10675_lociStitched	chr16	10962241	10963256	1	1016	892.9970000000001
2_MACS_peak_12807_lociStitched	chr17	47420315	47421330	2	644	527.8000000000001
1_MACS_peak_15349_lociStitched	chr19	45004031	45005046	1	1016	977.851
2_MACS_peak_29065_lociStitched	chr8	24224099	24225114	2	1010	788.9594999999999
3_MACS_peak_7964_lociStitched	chr13	76055638	76056652	3	920	667.5162
1_MACS_peak_18002_lociStitched	chr2	232650567	232651581	1	1015	1537.731
2_MACS_peak_24699_lociStitched	chr5	138088696	138089710	2	1013	911.9916
1_MACS_peak_28088_lociStitched	chr7	99646889	99647903	1	1015	1510.353
1_MACS_peak_29030_lociStitched	chr8	22422734	22423748	1	1015	1128.8862
1_MACS_peak_8815_lociStitched	chr14	81902271	81903284	1	1014	895.0868
