REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP.1.jin.bam	enhancerRank	isSuper	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuper
2_MACS_peak_11006_lociStitched	chr16	30074767	30078559	2	3687	10203.5136	348	1	ALDOA	C16orf92,PPP4C,LOC100271831,FAM57B,TBX6,YPEL3,GDPD3	ALDOA	ALDOA	0.5749	348	1
2_MACS_peak_25587_lociStitched	chr6	26122184	26126904	2	4506	10167.352	349	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	HIST1H2AC	1.0699	349	1
2_MACS_peak_23481_lociStitched	chr4	185301763	185307659	2	5708	10154.0912	350	1			IRF2	IRF2	0.5453	350	1
6_MACS_peak_26535_lociStitched	chr6	106533303	106542913	6	9045	10151.043	351	1	PRDM1	PRDM1	PRDM1	PRDM1	0.7868	351	1
1_MACS_peak_29854_lociStitched	chr8	103134286	103137780	1	3495	10142.7326	352	1	NCALD		NCALD	NCALD	0.285	352	1
1_MACS_peak_19927_lociStitched	chr22	38463378	38468396	1	5019	10138.3672	353	1	PICK1	SLC16A8,BAIAP2L2	PICK1	PICK1	0.5794	353	1
5_MACS_peak_24867_lociStitched	chr5	149788642	149794966	5	5890	10108.2816	354	1	CD74	RPS14	CD74	CD74	0.6368	354	1
2_MACS_peak_31214_lociStitched	chr9	100744558	100747977	2	3338	10102.4612	355	1	ANP32B	HEMGN	ANP32B	ANP32B	0.3333	355	1
5_MACS_peak_11877_lociStitched	chr17	4274108	4281569	5	7255	10101.4479	356	1		UBE2G1	UBE2G1	UBE2G1	0.1486	356	1
3_MACS_peak_13822_lociStitched	chr18	42259013	42264088	3	4923	10095.6975	357	1	SETBP1		SETBP1	SETBP1	0.3298	357	1
2_MACS_peak_1665_lociStitched	chr1	154191656	154194536	2	2772	10077.696	358	1	UBAP2L,C1orf43	TPM3,MIR190B,C1orf189	C1orf43	C1orf43	0.7147	358	1
2_MACS_peak_9850_lociStitched	chr15	65183802	65188916	2	5103	10046.9644	359	1		PLEKHO2,ANKDD1A	ANKDD1A	ANKDD1A	0.2342	359	1
1_MACS_peak_2097_lociStitched	chr1	174966968	174970374	1	3407	10046.3376	360	1	CACYBP	MRPS14	CACYBP	CACYBP	0.6549	360	1
3_MACS_peak_30131_lociStitched	chr8	126161986	126168486	3	6381	10015.85	361	1	NSMCE2		NSMCE2	NSMCE2	0.4855	361	1
1_MACS_peak_19158_lociStitched	chr21	11168394	11171986	1	3593	9943.0152	362	1			BAGE	BAGE	NONE	362	1
3_MACS_peak_22414_lociStitched	chr4	24117238	24123994	3	6447	9936.0492	363	1			PPARGC1A	PPARGC1A	NONE	363	1
1_MACS_peak_28672_lociStitched	chr7	148394702	148397964	1	3263	9925.2874	364	1	CUL1		CUL1	CUL1	0.2311	364	1
3_MACS_peak_18080_lociStitched	chr2	238599952	238606508	3	6376	9924.4728	365	1	LRRFIP1		LRRFIP1	LRRFIP1	0.1914	365	1
4_MACS_peak_30451_lociStitched	chr9	623224	630956	4	7208	9900.0528	366	1	KANK1		KANK1	KANK1	0.198	366	1
6_MACS_peak_9645_lociStitched	chr15	52753207	52760112	6	6117	9870.6975	367	1	MYO5A		MYO5A	MYO5A	0.2345	367	1
2_MACS_peak_8870_lociStitched	chr14	89893130	89898291	2	5076	9867.3159	368	1	FOXN3	LOC400236,FOXN3	LOC400236	LOC400236	0.562	368	1
1_MACS_peak_1691_lociStitched	chr1	154932838	154936009	1	3172	9863.3955	369	1	PYGO2,SHC1	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1	PYGO2	PBXIP1	1.8954	369	1
2_MACS_peak_28502_lociStitched	chr7	128760375	128765109	2	4734	9862.3422	370	1		LOC407835,TSPAN33	LOC407835	LOC407835	0.9426	370	1
2_MACS_peak_4261_lociStitched	chr10	125862011	125868265	2	6036	9860.6818	371	1		CHST15	CHST15	CHST15	0.3813	371	1
2_MACS_peak_29197_lociStitched	chr8	29629655	29634482	2	4723	9855.2859	372	1		C8orf75	C8orf75	C8orf75	0.15	372	1
3_MACS_peak_20071_lociStitched	chr22	41840063	41844510	3	4319	9853.2179	373	1	TOB2	ACO2,PHF5A	TOB2	TOB2	0.5295	373	1
3_MACS_peak_1720_lociStitched	chr1	155276993	155280889	3	3826	9851.8152	374	1	FDPS	HCN3,RUSC1,SCAMP3,CLK2,PKLR,C1orf104,MIR555	FDPS	FDPS	0.9005	374	1
2_MACS_peak_28062_lociStitched	chr7	98475518	98480765	2	5129	9818.1864	375	1	TRRAP,MIR3609	TMEM130	MIR3609	MIR3609	1.0748	375	1
1_MACS_peak_3390_lociStitched	chr10	43901202	43905837	1	4636	9817.857	376	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	HNRNPF	0.5628	376	1
1_MACS_peak_1634_lociStitched	chr1	152082022	152085503	1	3482	9809.1099	377	1	TCHH	TCHHL1,RPTN	TCHH	TCHH	0.6904	377	1
6_MACS_peak_13591_lociStitched	chr18	9079321	9086527	6	6537	9807.366	378	1		NDUFV2	NDUFV2	NDUFV2	0.7063	378	1
2_MACS_peak_14246_lociStitched	chr19	1647903	1653720	2	5689	9792.9195	379	1	TCF3	UQCR11	TCF3	UQCR11	0.3526	379	1
4_MACS_peak_641_lociStitched	chr1	37939526	37946174	4	6385	9781.2024	380	1	ZC3H12A	MEAF6	ZC3H12A	ZC3H12A	0.6692	380	1
1_MACS_peak_2194_lociStitched	chr1	184354995	184358392	1	3398	9759.9207	381	1	C1orf21		C1orf21	C1orf21	0.3554	381	1
1_MACS_peak_2990_lociStitched	chr10	6017139	6020768	1	3630	9738.4215	382	1	IL15RA		IL15RA	IL15RA	0.412	382	1
3_MACS_peak_14814_lociStitched	chr19	16434771	16440363	3	5204	9737.9088	383	1	KLF2		KLF2	KLF2	0.9311	383	1
2_MACS_peak_22167_lociStitched	chr4	1240848	1244792	2	3918	9706.9728	384	1	C4orf42,CTBP1	MAEA,LOC100130872-SPON2,SPON2	CTBP1	CTBP1	0.3239	384	1
3_MACS_peak_18340_lociStitched	chr20	10650288	10655954	3	5445	9684.8938	385	1	JAG1		JAG1	JAG1	0.4125	385	1
2_MACS_peak_19665_lociStitched	chr22	24184785	24191935	2	7051	9684.675	386	1		SLC2A11,MIF,DERL3	DERL3	MIF	0.5563	386	1
8_MACS_peak_31107_lociStitched	chr9	94184219	94192337	8	7240	9681.5268	387	1	NFIL3		NFIL3	NFIL3	0.4123	387	1
5_MACS_peak_11648_lociStitched	chr16	87807339	87814531	5	6381	9674.6784	388	1		KLHDC4	KLHDC4	KLHDC4	0.1684	388	1
2_MACS_peak_21738_lociStitched	chr3	156875892	156879735	2	3557	9662.0706	389	1	CCNL1	LOC339894	CCNL1	CCNL1	0.6011	389	1
3_MACS_peak_24861_lociStitched	chr5	149717425	149723879	3	6336	9644.2122	390	1		TCOF1,CAMK2A,ARSI	TCOF1	ARSI	0.2234	390	1
2_MACS_peak_25679_lociStitched	chr6	27803850	27807799	2	3880	9634.7702	391	1	HIST1H2BN,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2AK	HIST1H2AK	1.0756	391	1
2_MACS_peak_10411_lociStitched	chr15	101737988	101742379	2	4229	9630.7803	392	1	CHSY1		CHSY1	CHSY1	0.3484	392	1
1_MACS_peak_27678_lociStitched	chr7	70158568	70161873	1	3306	9630.4395	393	1	AUTS2		WBSCR17	WBSCR17	NONE	393	1
6_MACS_peak_7308_lociStitched	chr12	121729676	121736360	6	6248	9610.2552	394	1	CAMKK2		CAMKK2	CAMKK2	0.6291	394	1
2_MACS_peak_9329_lociStitched	chr15	31635829	31642173	2	5906	9607.988	395	1	KLF13		KLF13	KLF13	0.6626	395	1
6_MACS_peak_12608_lociStitched	chr17	40853905	40862166	6	7303	9606.7169	396	1	EZH1	TUBG2,CNTNAP1,PLEKHH3,CCR10	CNTNAP1	CCR10	1.4064	396	1
2_MACS_peak_19374_lociStitched	chr21	38737779	38741177	2	3295	9595.6122	397	1	DYRK1A		DYRK1A	DYRK1A	0.1523	397	1
1_MACS_peak_1693_lociStitched	chr1	154945277	154949147	1	3871	9590.247	398	1	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2,SHC1	CKS1B	PBXIP1	1.8954	398	1
1_MACS_peak_23162_lociStitched	chr4	129730414	129734676	1	4263	9586.5166	399	1	PHF17		PHF17	PHF17	0.2629	399	1
1_MACS_peak_18908_lociStitched	chr20	48806728	48810286	1	3559	9568.5294	400	1	CEBPB	TMEM189-UBE2V1	CEBPB	CEBPB	0.9384	400	1
2_MACS_peak_6992_lociStitched	chr12	104320562	104325412	2	4580	9553.045	401	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	C12orf73	0.2568	401	1
3_MACS_peak_16427_lociStitched	chr2	54784600	54789832	3	4930	9510.7296	402	1	SPTBN1	RPL23AP32	SPTBN1	RPL23AP32	0.5493	402	1
4_MACS_peak_26667_lociStitched	chr6	119212566	119218429	4	5241	9510.3723	403	1	ASF1A,MCM9	MCM9	ASF1A	ASF1A	0.4777	403	1
2_MACS_peak_22062_lociStitched	chr3	194206264	194209734	2	3401	9503.636	404	1	FLJ34208	ATP13A3	FLJ34208	FLJ34208	0.9788	404	1
3_MACS_peak_21501_lociStitched	chr3	136468921	136473243	3	4192	9501.4848	405	1	STAG1		STAG1	STAG1	0.1288	405	1
3_MACS_peak_17814_lociStitched	chr2	216945517	216951982	3	5996	9486.0945	406	1	TMEM169,PECR	XRCC5	TMEM169	TMEM169	0.6136	406	1
7_MACS_peak_22233_lociStitched	chr4	6180657	6188156	7	6836	9483.9853	407	1	JAKMIP1		JAKMIP1	JAKMIP1	0.1754	407	1
1_MACS_peak_1426_lociStitched	chr1	143742239	143745411	1	3173	9483.6456	408	1	LOC100286793,FLJ39739	PPIAL4G	FLJ39739	FLJ39739	0.3395	408	1
2_MACS_peak_3196_lociStitched	chr10	22539590	22544053	2	4351	9476.2879	409	1			COMMD3	COMMD3	1.6232	409	1
1_MACS_peak_19904_lociStitched	chr22	37623979	37628904	1	4926	9474.715	410	1	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	SSTR3	0.947	410	1
5_MACS_peak_26552_lociStitched	chr6	106610328	106618170	5	7417	9474.7044	411	1			PRDM1	PRDM1	0.7868	411	1
2_MACS_peak_10956_lociStitched	chr16	28833208	28836867	2	3631	9474.6146	412	1	ATXN2L	SH2B1,TUFM	ATXN2L	ATXN2L	0.5052	412	1
1_MACS_peak_1690_lociStitched	chr1	154924685	154929977	1	5293	9473.2092	413	1	PBXIP1,PYGO2	CKS1B,MIR4258,FLAD1,LENEP,ZBTB7B,PMVK,SHC1	PBXIP1	PBXIP1	1.8954	413	1
2_MACS_peak_28765_lociStitched	chr7	155087741	155091729	2	3909	9463.1252	414	1	INSIG1		INSIG1	INSIG1	0.588	414	1
1_MACS_peak_9669_lociStitched	chr15	52967435	52972349	1	4915	9446.6736	415	1	KIAA1370		KIAA1370	KIAA1370	0.2754	415	1
2_MACS_peak_2228_lociStitched	chr1	185284691	185287739	2	3025	9438.4368	416	1	IVNS1ABP		IVNS1ABP	IVNS1ABP	0.4791	416	1
5_MACS_peak_32741_lociStitched	chrX	153233715	153239684	5	5696	9436.989	417	1	TMEM187,HCFC1	MIR3202-1,ARHGAP4,NAA10,RENBP,MIR3202-2,IRAK1,MIR718	HCFC1	MIR718	0.7194	417	1
2_MACS_peak_16194_lociStitched	chr2	33699082	33704905	2	5363	9426.8547	418	1	RASGRP3	RASGRP3	RASGRP3	RASGRP3	0.2877	418	1
2_MACS_peak_19115_lociStitched	chr20	62257246	62260428	2	3179	9420.6292	419	1	GMEB2	RTEL1,STMN3	GMEB2	GMEB2	0.2962	419	1
1_MACS_peak_20675_lociStitched	chr3	45634475	45639928	1	5454	9419.5122	420	1	LIMD1		LIMD1	LIMD1	0.2772	420	1
3_MACS_peak_2948_lociStitched	chr10	3663961	3670229	3	6198	9410.1484	421	1			KLF6	KLF6	1.0212	421	1
1_MACS_peak_16826_lociStitched	chr2	86261565	86266614	1	5050	9408.8115	422	1	POLR1A	LOC90784	LOC90784	LOC90784	0.2096	422	1
1_MACS_peak_2282_lociStitched	chr1	193026920	193029484	1	2565	9407.8288	423	1	TROVE2,UCHL5	GLRX2	UCHL5	GLRX2	0.3903	423	1
8_MACS_peak_32122_lociStitched	chrX	48771312	48779773	8	7316	9397.6327	424	1	PIM2,OTUD5	PQBP1,TIMM17B,SLC35A2,KCND1	PIM2	PIM2	0.7022	424	1
1_MACS_peak_28761_lociStitched	chr7	154994615	154999360	1	4746	9391.7785	425	1			INSIG1	INSIG1	0.588	425	1
2_MACS_peak_5913_lociStitched	chr11	132225345	132231470	2	5948	9362.0625	426	1			NTM	NTM	NONE	426	1
5_MACS_peak_31176_lociStitched	chr9	98267736	98273988	5	5683	9344.8644	427	1	PTCH1		PTCH1	PTCH1	0.2613	427	1
5_MACS_peak_3048_lociStitched	chr10	11282670	11290041	5	6504	9339.7941	428	1	CELF2		CELF2	CELF2	0.4277	428	1
3_MACS_peak_29610_lociStitched	chr8	81010938	81016655	3	5620	9336.4327	429	1	TPD52	TPD52	TPD52	TPD52	0.3225	429	1
4_MACS_peak_22784_lociStitched	chr4	78736142	78742424	4	5677	9333.1674	430	1	CNOT6L	MRPL1	CNOT6L	MRPL1	0.1825	430	1
2_MACS_peak_20777_lociStitched	chr3	49055093	49060570	2	5385	9316.377	431	1	NDUFAF3,DALRD3,MIR425,MIR191	P4HTM,WDR6,IMPDH2	NDUFAF3	NDUFAF3	0.85	431	1
3_MACS_peak_7202_lociStitched	chr12	116970748	116977837	3	6866	9290.1345	432	1	NCRNA00173	MAP1LC3B2	NCRNA00173	NCRNA00173	0.8623	432	1
3_MACS_peak_13890_lociStitched	chr18	46307747	46314379	3	6203	9280.1576	433	1	KIAA0427		SMAD7	SMAD7	1.0255	433	1
5_MACS_peak_5764_lociStitched	chr11	120206154	120212394	5	5799	9260.16	434	1	ARHGEF12	TMEM136	ARHGEF12	TMEM136	0.8224	434	1
2_MACS_peak_5181_lociStitched	chr11	65768921	65775469	2	6377	9256.2528	435	1	BANF1,EIF1AD	SART1,CST6,SF3B2,CATSPER1,GAL3ST3	EIF1AD	SF3B2	0.6782	435	1
2_MACS_peak_3155_lociStitched	chr10	17268799	17273185	2	4334	9256.2144	436	1	VIM	TRDMT1	VIM	VIM	0.6024	436	1
3_MACS_peak_15967_lociStitched	chr2	10259894	10264125	3	4111	9247.2736	437	1	RRM2	C2orf48,CYS1	RRM2	RRM2	0.6277	437	1
4_MACS_peak_22865_lociStitched	chr4	87855311	87862573	4	6831	9245.9784	438	1	AFF1	C4orf36	AFF1	AFF1	0.1958	438	1
1_MACS_peak_9353_lociStitched	chr15	34329998	34333915	1	3918	9244.9034	439	1	CHRM5,AVEN		AVEN	AVEN	0.2183	439	1
1_MACS_peak_1524_lociStitched	chr1	148554973	148557851	1	2879	9243.8482	440	1		NBPF15,NBPF16	NBPF15	NBPF15	0.375	440	1
1_MACS_peak_1842_lociStitched	chr1	160708075	160713789	1	5715	9240.1094	441	1	SLAMF7	CD48	SLAMF7	CD48	0.6046	441	1
3_MACS_peak_12661_lociStitched	chr17	42244625	42250178	3	5323	9226.3095	442	1	ASB16	C17orf53,TMUB2,HDAC5,C17orf65,ATXN7L3,UBTF	ASB16	UBTF	0.8172	442	1
3_MACS_peak_14117_lociStitched	chr18	72162712	72169437	3	6612	9213.9225	443	1	CNDP2	CNDP1,FAM69C	CNDP2	CNDP2	0.4202	443	1
2_MACS_peak_17964_lociStitched	chr2	231755040	231761143	2	6103	9210.6476	444	1		ITM2C,GPR55	ITM2C	ITM2C	1.0485	444	1
3_MACS_peak_22091_lociStitched	chr3	195821308	195827084	3	5649	9206.3664	445	1		LOC401109,TFRC	TFRC	TFRC	0.2837	445	1
3_MACS_peak_21442_lociStitched	chr3	130566960	130573842	3	6583	9195.0402	446	1	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.1933	446	1
3_MACS_peak_29902_lociStitched	chr8	104382449	104386109	3	3233	9185.502	447	1	CTHRC1	DCAF13,SLC25A32	CTHRC1	CTHRC1	0.5437	447	1
4_MACS_peak_20090_lociStitched	chr22	42227050	42231804	4	4201	9183.7772	448	1	SREBF2	CCDC134	SREBF2	CCDC134	0.3112	448	1
1_MACS_peak_23577_lociStitched	chr5	188903	193428	1	4526	9177.605	449	1	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	LRRC14B	0.7847	449	1
4_MACS_peak_18138_lociStitched	chr2	241503972	241509493	4	5339	9177.0062	450	1	RNPEPL1	DUSP28,CAPN10,GPR35,ANKMY1	RNPEPL1	DUSP28	1.015	450	1
2_MACS_peak_1758_lociStitched	chr1	156094747	156100767	2	6020	9176.286	451	1	LMNA	SEMA4A,MEX3A	LMNA	LMNA	0.7307	451	1
7_MACS_peak_16377_lociStitched	chr2	47729963	47738194	7	7313	9161.9261	452	1			KCNK12	KCNK12	NONE	452	1
5_MACS_peak_26440_lociStitched	chr6	90060700	90068024	5	6873	9157.1972	453	1	UBE2J1	GABRR2	UBE2J1	UBE2J1	0.335	453	1
2_MACS_peak_11619_lociStitched	chr16	85586584	85591940	2	5299	9152.3328	454	1			KIAA0182	KIAA0182	NONE	454	1
3_MACS_peak_25589_lociStitched	chr6	26155509	26160575	3	4733	9150.2092	455	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	HIST1H2BC	1.0825	455	1
3_MACS_peak_29637_lociStitched	chr8	85094438	85099539	3	4993	9138.4415	456	1	RALYL		RALYL	RALYL	0.1563	456	1
6_MACS_peak_19646_lociStitched	chr22	23477778	23484738	6	6317	9118.296	457	1	RTDR1	RAB36,BCR	RTDR1	RAB36	0.4062	457	1
1_MACS_peak_1460_lociStitched	chr1	145193952	145198353	1	4402	9117.1116	458	1		NOTCH2NL	NOTCH2NL	NOTCH2NL	0.6709	458	1
2_MACS_peak_21780_lociStitched	chr3	160116549	160120631	2	3687	9101.6354	459	1	SMC4,IFT80	MIR15B,MIR16-2,IFT80,TRIM59	SMC4	MIR15B	0.9205	459	1
3_MACS_peak_8983_lociStitched	chr14	94474531	94481406	3	6099	9097.6875	460	1	C14orf48	C14orf48,OTUB2	C14orf48	C14orf48	0.5188	460	1
1_MACS_peak_2174_lociStitched	chr1	183439424	183442372	1	2949	9094.8748	461	1	SMG7		SMG7	SMG7	0.2483	461	1
5_MACS_peak_28813_lociStitched	chr7	158840809	158846920	5	5966	9077.2794	462	1	VIPR2	LOC154822	LOC154822	LOC154822	0.165	462	1
3_MACS_peak_3009_lociStitched	chr10	6966674	6971817	3	5007	9037.7939	463	1			LOC439949	LOC439949	NONE	463	1
2_MACS_peak_30068_lociStitched	chr8	121821095	121825103	2	3974	9034.4328	464	1	SNTB1		SNTB1	SNTB1	0.1589	464	1
2_MACS_peak_27753_lociStitched	chr7	73093087	73098828	2	5640	9032.8894	465	1	WBSCR22,DNAJC30	VPS37D,MIR4284,STX1A	DNAJC30	DNAJC30	0.8201	465	1
2_MACS_peak_14135_lociStitched	chr18	72919759	72924296	2	4475	9013.6579	466	1	TSHZ1,ZADH2		TSHZ1	TSHZ1	0.1814	466	1
6_MACS_peak_4033_lociStitched	chr10	104521562	104529817	6	6601	8993.8225	467	1	C10orf26	SFXN2,C10orf26,ARL3	C10orf26	C10orf26	0.5605	467	1
1_MACS_peak_29567_lociStitched	chr8	74204806	74208334	1	3529	8992.1664	468	1	RDH10,RPL7	LOC100130301	RDH10	RDH10	0.3431	468	1
2_MACS_peak_28532_lociStitched	chr7	130790266	130795516	2	5224	8991.15	469	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.1984	469	1
4_MACS_peak_3634_lociStitched	chr10	74018395	74024151	4	5569	8988.5696	470	1		ANAPC16,DDIT4,ASCC1	DDIT4	DDIT4	0.7889	470	1
2_MACS_peak_10689_lociStitched	chr16	11587310	11592177	2	4666	8985.4554	471	1			LITAF	LITAF	0.6305	471	1
8_MACS_peak_3414_lociStitched	chr10	45467605	45475557	8	7249	8972.2416	472	1	RASSF4,C10orf10	ZNF22,LOC220980,C10orf25	C10orf10	C10orf10	0.8316	472	1
6_MACS_peak_9932_lociStitched	chr15	68516566	68523340	6	5907	8969.4534	473	1	CLN6	FEM1B,CALML4	CLN6	CALML4	1.0977	473	1
1_MACS_peak_28162_lociStitched	chr7	101457103	101461253	1	4151	8964.83	474	1	CUX1		CUX1	CUX1	0.2328	474	1
2_MACS_peak_3620_lociStitched	chr10	73485182	73490314	2	4639	8952.774	475	1	CDH23,C10orf105	C10orf105,C10orf54	C10orf105	C10orf105	0.4283	475	1
2_MACS_peak_2055_lociStitched	chr1	172786452	172791753	2	5135	8949.1482	476	1			FASLG	FASLG	NONE	476	1
2_MACS_peak_5018_lociStitched	chr11	62606147	62610878	2	4409	8947.7403	477	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	SNORD27	0.8768	477	1
4_MACS_peak_7287_lociStitched	chr12	121565819	121572498	4	6159	8937.8378	478	1	P2RX7		P2RX7	P2RX7	0.2593	478	1
2_MACS_peak_9732_lociStitched	chr15	58762758	58767973	2	4902	8882.188	479	1	LIPC		LIPC	LIPC	0.5711	479	1
2_MACS_peak_23988_lociStitched	chr5	56109726	56113904	2	4133	8876.161	480	1	MAP3K1		MAP3K1	MAP3K1	0.2201	480	1
2_MACS_peak_25526_lociStitched	chr6	20401100	20404970	2	3579	8861.913	481	1	E2F3		E2F3	E2F3	0.2155	481	1
3_MACS_peak_22303_lociStitched	chr4	10116358	10120893	3	4443	8860.483	482	1	WDR1	MIR3138	WDR1	WDR1	0.6112	482	1
3_MACS_peak_1455_lociStitched	chr1	145156278	145160634	3	4157	8859.6684	483	1		NOTCH2NL	NOTCH2NL	NOTCH2NL	0.6709	483	1
5_MACS_peak_6311_lociStitched	chr12	40009701	40016869	5	6031	8855.3472	484	1	ABCD2	C12orf40	ABCD2	ABCD2	0.1863	484	1
1_MACS_peak_5627_lociStitched	chr11	111246769	111251296	1	4528	8853.0012	485	1	POU2AF1		POU2AF1	POU2AF1	0.6559	485	1
1_MACS_peak_11679_lociStitched	chr16	89041054	89046139	1	5086	8852.4765	486	1	CBFA2T3	CBFA2T3	CBFA2T3	CBFA2T3	0.3063	486	1
1_MACS_peak_1904_lociStitched	chr1	162327598	162332232	1	4635	8846.306	487	1	NOS1AP	MIR556,NOS1AP,C1orf226,C1orf111,SH2D1B	NOS1AP	NOS1AP	0.2943	487	1
2_MACS_peak_20233_lociStitched	chr22	50352911	50357304	2	4346	8843.109	488	1	PIM3	CRELD2,ALG12	PIM3	PIM3	0.8001	488	1
1_MACS_peak_28193_lociStitched	chr7	102071234	102075998	1	4765	8839.1256	489	1	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	PRKRIP1	0.6868	489	1
2_MACS_peak_19953_lociStitched	chr22	38900475	38903688	2	3167	8829.324	490	1	DDX17	KDELR3,KCNJ4,DDX17	DDX17	DDX17	0.3855	490	1
3_MACS_peak_26079_lociStitched	chr6	43138175	43142408	3	3947	8827.4982	491	1	SRF	CUL9	SRF	SRF	0.6463	491	1
2_MACS_peak_25752_lociStitched	chr6	30649935	30656091	2	6146	8824.626	492	1	KIAA1949,NRM	C6orf136,TUBB,DHX16,MDC1	KIAA1949	TUBB	0.8561	492	1
2_MACS_peak_25507_lociStitched	chr6	16759774	16763894	2	4013	8822.98	493	1	ATXN1		ATXN1	ATXN1	0.2095	493	1
2_MACS_peak_31517_lociStitched	chr9	130537607	130543222	2	5308	8813.8655	494	1	SH2D3C	MIR2861,CDK9,FPGS,TOR2A,SH2D3C	SH2D3C	MIR2861	0.4726	494	1
1_MACS_peak_1600_lociStitched	chr1	151042041	151044258	1	2218	8799.0513	495	1	GABPB2	BNIPL,C1orf56,MLLT11,CDC42SE1	GABPB2	MLLT11	1.0039	495	1
3_MACS_peak_9734_lociStitched	chr15	58794235	58799280	3	4670	8795.9575	496	1	LIPC		LIPC	LIPC	0.5711	496	1
3_MACS_peak_23548_lociStitched	chr4	186313943	186319593	3	5485	8780.1	497	1	ANKRD37	C4orf47,LRP2BP,UFSP2	ANKRD37	ANKRD37	0.7945	497	1
4_MACS_peak_5375_lociStitched	chr11	73689534	73695823	4	5756	8776.9284	498	1	UCP2	DNAJB13,UCP3	UCP2	UCP2	0.6497	498	1
5_MACS_peak_10068_lociStitched	chr15	75742774	75748759	5	5008	8776.404	499	1	SIN3A		SIN3A	SIN3A	0.2262	499	1
2_MACS_peak_25261_lociStitched	chr6	1009614	1015549	2	5545	8767.7755	500	1	LOC285768		LOC285768	LOC285768	0.2342	500	1
5_MACS_peak_10012_lociStitched	chr15	74832264	74840477	5	7476	8767.3775	501	1	ARID3B		ARID3B	ARID3B	0.3062	501	1
4_MACS_peak_13244_lociStitched	chr17	74258719	74263871	4	4725	8757.8848	502	1	FAM100B	RNF157,QRICH2	FAM100B	FAM100B	0.9516	502	1
6_MACS_peak_22259_lociStitched	chr4	6987661	6995943	6	7201	8745.792	503	1	TBC1D14	TADA2B,CCDC96	TBC1D14	CCDC96	0.4616	503	1
2_MACS_peak_18035_lociStitched	chr2	234873168	234878223	2	5054	8745.15	504	1	TRPM8		TRPM8	TRPM8	0.1898	504	1
2_MACS_peak_22519_lociStitched	chr4	40055725	40059645	2	3562	8742.384	505	1	N4BP2,LOC344967		N4BP2	N4BP2	0.1756	505	1
1_MACS_peak_19740_lociStitched	chr22	29662505	29665545	1	3041	8728.144	506	1	EWSR1,RHBDD3	GAS2L1,RASL10A	EWSR1	EWSR1	0.3198	506	1
2_MACS_peak_9958_lociStitched	chr15	70387623	70391905	2	4121	8728.0006	507	1	TLE3	MIR629	TLE3	TLE3	0.2712	507	1
4_MACS_peak_29558_lociStitched	chr8	72268562	72275883	4	7279	8725.8999	508	1	EYA1		EYA1	EYA1	0.1188	508	1
2_MACS_peak_22740_lociStitched	chr4	77116612	77122591	2	5947	8725.7526	509	1	SCARB2	NUP54	SCARB2	SCARB2	0.3783	509	1
5_MACS_peak_6890_lociStitched	chr12	95208593	95214824	5	5745	8720.9076	510	1		MIR492,KRT19P2	MIR492	MIR492	0.5262	510	1
1_MACS_peak_6438_lociStitched	chr12	49759577	49763703	1	4127	8719.8884	511	1	SPATS2	TROAP,DNAJC22,LOC100335030,C1QL4	SPATS2	TROAP	0.3499	511	1
1_MACS_peak_31085_lociStitched	chr9	93795542	93800712	1	5171	8710.416	512	1		LOC100129316	LOC100129316	LOC100129316	0.1641	512	1
1_MACS_peak_29755_lociStitched	chr8	98655307	98658565	1	3259	8693.973	513	1	MTDH		MTDH	MTDH	0.2292	513	1
2_MACS_peak_7254_lociStitched	chr12	120628122	120633867	2	5629	8690.4615	514	1	GCN1L1	RPLP0	GCN1L1	RPLP0	1.0748	514	1
5_MACS_peak_17731_lociStitched	chr2	204661628	204667478	5	5242	8689.005	515	1			CTLA4	CTLA4	NONE	515	1
1_MACS_peak_23536_lociStitched	chr4	186250353	186256533	1	6181	8687.844	516	1	SNX25	LRP2BP	LRP2BP	LRP2BP	0.4909	516	1
