REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	LP.1.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuperStretch
2_MACS_peak_28532_lociStitched	chr7	130790266	130795516	2	5224	8991.15	446	1	MKLN1,FLJ43663		FLJ43663	446	1
2_MACS_peak_8870_lociStitched	chr14	89893130	89898291	2	5076	9867.3159	448	1	FOXN3	LOC400236,FOXN3	LOC400236	448	1
1_MACS_peak_19927_lociStitched	chr22	38463378	38468396	1	5019	10138.3672	449	1	PICK1	SLC16A8,BAIAP2L2	PICK1	449	1
5_MACS_peak_17731_lociStitched	chr2	204661628	204667478	5	5242	8689.005	450	1			CTLA4	450	1
2_MACS_peak_11904_lociStitched	chr17	4850179	4855078	2	4815	11107.5027	451	1	ENO3,PFN1	C17orf107,GP1BA,RNF167,KIF1C,CHRNE,SLC25A11,SPAG7,CAMTA2,INCA1	PFN1	451	1
2_MACS_peak_2055_lociStitched	chr1	172786452	172791753	2	5135	8949.1482	458	1			FASLG	458	1
1_MACS_peak_31085_lociStitched	chr9	93795542	93800712	1	5171	8710.416	459	1		LOC100129316	LOC100129316	459	1
1_MACS_peak_16826_lociStitched	chr2	86261565	86266614	1	5050	9408.8115	462	1	POLR1A	LOC90784	LOC90784	462	1
3_MACS_peak_13822_lociStitched	chr18	42259013	42264088	3	4923	10095.6975	464	1	SETBP1		SETBP1	464	1
1_MACS_peak_18947_lociStitched	chr20	52236973	52241718	1	4746	10922.5155	467	1		ZNF217	ZNF217	467	1
3_MACS_peak_21125_lociStitched	chr3	98449380	98454678	3	5134	8678.124	470	1	ST3GAL6		ST3GAL6	470	1
2_MACS_peak_29931_lociStitched	chr8	105597349	105602421	2	4839	10374.776	471	1	LRP12		LRP12	471	1
2_MACS_peak_17812_lociStitched	chr2	216877199	216882720	2	5141	8516.6946	472	1	MREG		MREG	472	1
1_MACS_peak_26334_lociStitched	chr6	73328968	73333800	1	4833	10334.6816	474	1	KCNQ5		KCNQ5	474	1
1_MACS_peak_11679_lociStitched	chr16	89041054	89046139	1	5086	8852.4765	475	1	CBFA2T3	CBFA2T3	CBFA2T3	475	1
2_MACS_peak_1988_lociStitched	chr1	167459065	167463913	2	4788	10309.7568	481	1	CD247		CD247	481	1
3_MACS_peak_29637_lociStitched	chr8	85094438	85099539	3	4993	9138.4415	482	1	RALYL		RALYL	482	1
2_MACS_peak_18035_lociStitched	chr2	234873168	234878223	2	5054	8745.15	483	1	TRPM8		TRPM8	483	1
3_MACS_peak_16427_lociStitched	chr2	54784600	54789832	3	4930	9510.7296	484	1	SPTBN1	RPL23AP32	SPTBN1	484	1
3_MACS_peak_3009_lociStitched	chr10	6966674	6971817	3	5007	9037.7939	485	1			LOC439949	485	1
1_MACS_peak_19904_lociStitched	chr22	37623979	37628904	1	4926	9474.715	486	1	RAC2	CYTH4,C1QTNF6,SSTR3	RAC2	486	1
3_MACS_peak_25609_lociStitched	chr6	26270342	26275242	3	4676	10759.42	487	1	HIST1H2BI,HIST1H3G	HIST1H3E,HIST1H4F,HIST1H2BH,HIST1H1D,HIST1H4G,HIST1H3F,HIST1H4H	HIST1H2BI	487	1
1_MACS_peak_9669_lociStitched	chr15	52967435	52972349	1	4915	9446.6736	489	1	KIAA1370		KIAA1370	489	1
5_MACS_peak_10068_lociStitched	chr15	75742774	75748759	5	5008	8776.404	491	1	SIN3A		SIN3A	491	1
2_MACS_peak_12457_lociStitched	chr17	36857384	36862426	2	5004	8652.072	493	1	MLLT6	CISD3,PSMB3,C17orf96,PCGF2	MLLT6	493	1
2_MACS_peak_2813_lociStitched	chr1	234742925	234747954	2	5017	8291.3123	502	1	IRF2BP2	NCRNA00184	IRF2BP2	502	1
2_MACS_peak_28502_lociStitched	chr7	128760375	128765109	2	4734	9862.3422	503	1		LOC407835,TSPAN33	LOC407835	503	1
2_MACS_peak_9732_lociStitched	chr15	58762758	58767973	2	4902	8882.188	504	1	LIPC		LIPC	504	1
2_MACS_peak_29197_lociStitched	chr8	29629655	29634482	2	4723	9855.2859	506	1		C8orf75	C8orf75	506	1
3_MACS_peak_29882_lociStitched	chr8	103665730	103670366	3	4357	11559.866	508	1	KLF10		KLF10	508	1
1_MACS_peak_2125_lociStitched	chr1	179049165	179053394	1	4230	12011.6287	512	1	TOR3A		TOR3A	512	1
2_MACS_peak_19765_lociStitched	chr22	31001797	31006792	2	4886	8640.351	514	1	TCN2,PES1	SLC35E4,GAL3ST1,PES1	TCN2	514	1
3_MACS_peak_1907_lociStitched	chr1	162530437	162535083	3	4467	10839.118	517	1	UAP1		UAP1	517	1
1_MACS_peak_28761_lociStitched	chr7	154994615	154999360	1	4746	9391.7785	518	1			INSIG1	518	1
1_MACS_peak_1819_lociStitched	chr1	159892040	159896158	1	4119	12282.7586	519	1	TAGLN2	CCDC19,IGSF9,SLAMF9	TAGLN2	519	1
2_MACS_peak_23497_lociStitched	chr4	185392797	185397352	2	4301	11504.5635	523	1	IRF2		IRF2	523	1
1_MACS_peak_3390_lociStitched	chr10	43901202	43905837	1	4636	9817.857	524	1	HNRNPF	FXYD4,ZNF487P,HNRNPF	HNRNPF	524	1
2_MACS_peak_6628_lociStitched	chr12	57913102	57917819	2	4509	10450.0418	526	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	526	1
2_MACS_peak_12735_lociStitched	chr17	44268637	44273283	2	4480	10576.1544	527	1	LOC644246,KIAA1267		LOC644246	527	1
2_MACS_peak_22354_lociStitched	chr4	15002936	15007823	2	4410	10892.6343	528	1	CPEB2		CPEB2	528	1
3_MACS_peak_25589_lociStitched	chr6	26155509	26160575	3	4733	9150.2092	530	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	530	1
1_MACS_peak_28193_lociStitched	chr7	102071234	102075998	1	4765	8839.1256	536	1	ORAI2	PRKRIP1,LRWD1,ALKBH4,POLR2J	ORAI2	536	1
1_MACS_peak_28632_lociStitched	chr7	141249743	141254209	1	4467	10419.6246	537	1	AGK		AGK	537	1
2_MACS_peak_25587_lociStitched	chr6	26122184	26126904	2	4506	10167.352	540	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	540	1
1_MACS_peak_1413_lociStitched	chr1	120834137	120838442	1	4306	11048.352	544	1		FAM72B	FAM72B	544	1
4_MACS_peak_13244_lociStitched	chr17	74258719	74263871	4	4725	8757.8848	548	1	FAM100B	RNF157,QRICH2	FAM100B	548	1
2_MACS_peak_15440_lociStitched	chr19	47287105	47291920	2	4812	8163.351	549	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	549	1
2_MACS_peak_6992_lociStitched	chr12	104320562	104325412	2	4580	9553.045	550	1	HSP90B1,MIR3652,GNN	TDG,C12orf73	GNN	550	1
1_MACS_peak_28705_lociStitched	chr7	150063981	150068070	1	4090	11798.4006	551	1	REPIN1	LRRC61,C7orf29,REPIN1,ZNF775,LOC728743,ACTR3C,RARRES2	REPIN1	551	1
2_MACS_peak_10689_lociStitched	chr16	11587310	11592177	2	4666	8985.4554	554	1			LITAF	554	1
3_MACS_peak_9734_lociStitched	chr15	58794235	58799280	3	4670	8795.9575	557	1	LIPC		LIPC	557	1
2_MACS_peak_3620_lociStitched	chr10	73485182	73490314	2	4639	8952.774	558	1	CDH23,C10orf105	C10orf105,C10orf54	C10orf105	558	1
2_MACS_peak_23263_lociStitched	chr4	146856050	146860450	2	4326	10574.08	559	1	ZNF827		ZNF827	559	1
2_MACS_peak_29824_lociStitched	chr8	102215529	102219856	2	4303	10605.477	560	1	ZNF706		ZNF706	560	1
1_MACS_peak_1904_lociStitched	chr1	162327598	162332232	1	4635	8846.306	563	1	NOS1AP	MIR556,NOS1AP,C1orf226,C1orf111,SH2D1B	NOS1AP	563	1
1_MACS_peak_23577_lociStitched	chr5	188903	193428	1	4526	9177.605	569	1	PLEKHG4B,LRRC14B	SDHA,CCDC127	LRRC14B	569	1
1_MACS_peak_28515_lociStitched	chr7	129588591	129592842	1	4252	10380.942	574	1	UBE2H		UBE2H	574	1
1_MACS_peak_3096_lociStitched	chr10	13388301	13392386	1	4086	11107.932	575	1	SEPHS1	PHYH	SEPHS1	575	1
4_MACS_peak_10316_lociStitched	chr15	93423964	93428743	4	4278	10234.2285	576	1	LOC100507217	CHD2,MIR3175	LOC100507217	576	1
1_MACS_peak_5627_lociStitched	chr11	111246769	111251296	1	4528	8853.0012	580	1	POU2AF1		POU2AF1	580	1
3_MACS_peak_20071_lociStitched	chr22	41840063	41844510	3	4319	9853.2179	586	1	TOB2	ACO2,PHF5A	TOB2	586	1
2_MACS_peak_14135_lociStitched	chr18	72919759	72924296	2	4475	9013.6579	588	1	TSHZ1,ZADH2		TSHZ1	588	1
2_MACS_peak_3196_lociStitched	chr10	22539590	22544053	2	4351	9476.2879	594	1			COMMD3	594	1
1_MACS_peak_1460_lociStitched	chr1	145193952	145198353	1	4402	9117.1116	598	1		NOTCH2NL	NOTCH2NL	598	1
1_MACS_peak_2484_lociStitched	chr1	205252914	205257422	1	4509	8475.4908	602	1		NUAK2	NUAK2	602	1
3_MACS_peak_22303_lociStitched	chr4	10116358	10120893	3	4443	8860.483	603	1	WDR1	MIR3138	WDR1	603	1
2_MACS_peak_5018_lociStitched	chr11	62606147	62610878	2	4409	8947.7403	607	1	WDR74	SLC3A2,TMEM223,NXF1,STX5,SNORD22,SNORD31,SNORD30,SNORD29,SNORD28,SNORD27,SNORD26,SNORD25,SNHG1	WDR74	607	1
3_MACS_peak_5186_lociStitched	chr11	65818560	65823222	3	4477	8531.9262	609	1	SF3B2	BANF1,CST6,PACS1,EIF1AD,CATSPER1,GAL3ST3	SF3B2	609	1
2_MACS_peak_3155_lociStitched	chr10	17268799	17273185	2	4334	9256.2144	612	1	VIM	TRDMT1	VIM	612	1
1_MACS_peak_23162_lociStitched	chr4	129730414	129734676	1	4263	9586.5166	614	1	PHF17		PHF17	614	1
3_MACS_peak_22154_lociStitched	chr4	667164	671759	3	4427	8651.9255	618	1	MYL5,ATP5I	PDE6B,PCGF3,MFSD7	ATP5I	618	1
3_MACS_peak_9117_lociStitched	chr14	103797228	103801922	3	4431	8610.2042	619	1	EIF5	SNORA28,MARK3	EIF5	619	1
2_MACS_peak_10411_lociStitched	chr15	101737988	101742379	2	4229	9630.7803	623	1	CHSY1		CHSY1	623	1
2_MACS_peak_20233_lociStitched	chr22	50352911	50357304	2	4346	8843.109	634	1	PIM3	CRELD2,ALG12	PIM3	634	1
3_MACS_peak_21501_lociStitched	chr3	136468921	136473243	3	4192	9501.4848	638	1	STAG1		STAG1	638	1
4_MACS_peak_20090_lociStitched	chr22	42227050	42231804	4	4201	9183.7772	651	1	SREBF2	CCDC134	SREBF2	651	1
3_MACS_peak_8926_lociStitched	chr14	91880876	91885353	3	4357	8271.7052	654	1	CCDC88C		CCDC88C	654	1
3_MACS_peak_21477_lociStitched	chr3	133290797	133295567	3	4278	8606.034	659	1	CDV3		CDV3	659	1
3_MACS_peak_15967_lociStitched	chr2	10259894	10264125	3	4111	9247.2736	667	1	RRM2	C2orf48,CYS1	RRM2	667	1
1_MACS_peak_28162_lociStitched	chr7	101457103	101461253	1	4151	8964.83	670	1	CUX1		CUX1	670	1
2_MACS_peak_5794_lociStitched	chr11	122931127	122935799	2	4246	8413.8048	671	1	HSPA8	LOC341056	HSPA8	671	1
3_MACS_peak_1455_lociStitched	chr1	145156278	145160634	3	4157	8859.6684	673	1		NOTCH2NL	NOTCH2NL	673	1
1_MACS_peak_10704_lociStitched	chr16	11677763	11682014	1	4252	8281.3731	677	1	LITAF		LITAF	677	1
2_MACS_peak_23988_lociStitched	chr5	56109726	56113904	2	4133	8876.161	678	1	MAP3K1		MAP3K1	678	1
1_MACS_peak_6438_lociStitched	chr12	49759577	49763703	1	4127	8719.8884	687	1	SPATS2	TROAP,DNAJC22,LOC100335030,C1QL4	SPATS2	687	1
2_MACS_peak_9958_lociStitched	chr15	70387623	70391905	2	4121	8728.0006	689	1	TLE3	MIR629	TLE3	689	1
1_MACS_peak_4360_lociStitched	chr11	267537	271651	1	4115	8560.8226	702	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	702	1
2_MACS_peak_10311_lociStitched	chr15	93360436	93364603	2	4166	8276.0787	703	1		ASB9P1	ASB9P1	703	1
1_MACS_peak_21638_lociStitched	chr3	150124777	150128860	1	4084	8329.32	734	1	TSC22D2		TSC22D2	734	1
