GENE_ID	locusLine	bin_1_OPM-2.jin.bam
NM_133266	chr11(.):70308960-70512923	0.4554
NM_012309	chr11(.):70308960-70940808	0.22
NM_006645	chr11(.):72460773-72509750	0.2041
NM_014824	chr11(.):72542789-72858143	0.1311
NM_176796	chr11(.):72970569-73013850	1.3386
NM_176798	chr11(.):72975938-73013850	1.4972
NM_004154	chr11(.):72978246-73014664	1.5303
NM_006656	chr11(.):74694949-74723743	0.169
NM_182969	chr11(.):74546954-74665232	0.246
NM_003369	chr11(.):75521211-75860282	0.1888
NM_014679	chr11(.):95518641-95570854	0.4957
NM_181351	chr11(.):112826994-113154158	0.3485
NM_001076682	chr11(.):112826994-113140919	0.3427
NM_015313	chr11(.):120202617-120365645	0.2368
NM_032531	chr11(.):126288395-126875766	0.1957
NM_001161707	chr11(.):126295836-126875766	0.1972
NM_002017	chr11(.):128558812-128688162	0.5779
NM_001167681	chr11(.):128557388-128688162	0.5722
NM_016526	chr11(.):197923-212422	1.413
NM_012239	chr11(.):210029-241362	0.295
NM_002817	chr11(.):231807-257984	0.3187
NM_001097610	chr11(.):188079-199500	0.9494
NM_021932	chr11(.):203529-220110	1.2599
NM_053280	chr11(.):191760-205258	0.4823
NM_138329	chr11(.):273569-290304	0.1802
NM_006435	chr11(.):303106-314410	0.2184
NM_025092	chr11(.):284137-300688	0.4461
NM_003641	chr11(.):308990-320272	0.2802
NM_001025295	chr11(.):293202-304526	0.4633
NM_021034	chr11(.):314672-325914	0.1646
NM_002939	chr11(.):489511-511821	1.074
NM_203389	chr11(.):489511-512273	1.0535
NM_001130442	chr11(.):527241-540550	0.2893
NM_198075	chr11(.):532521-559916	0.2376
NM_182612	chr11(.):762222-782487	0.4097
NR_002585	chr11(.):806680-816814	1.7223
NM_001025239	chr11(.):837823-872116	0.2615
NM_001025234	chr11(.):839080-872116	0.2631
NM_145886	chr11(.):794178-810250	1.215
NM_016564	chr11(.):782109-795126	0.1415
NM_021128	chr11(.):834720-847529	0.5612
NM_139029	chr11(.):827951-843835	0.6031
NM_173584	chr11(.):822584-836991	0.4718
NM_024698	chr11(.):785474-801263	0.3676
NM_001004	chr11(.):804935-817876	1.4152
NM_001025237	chr11(.):839445-872116	0.2643
NM_020376	chr11(.):813900-830571	0.5401
NM_001191060	chr11(.):785474-802995	0.3434
NM_001191061	chr11(.):785474-803269	0.3409
NM_001025235	chr11(.):837940-872116	0.2618
NM_001124	chr11(.):10321641-10333923	1.7314
NM_001165416	chr11(.):18410935-18434765	0.8302
NM_002301	chr11(.):18428852-18477793	0.057
NM_001165414	chr11(.):18412812-18434765	0.8828
NM_032781	chr11(.):18744474-18818389	0.3918
NM_022725	chr11(.):22639078-22652387	0.5417
NM_012153	chr11(.):34637587-34689834	0.3746
NM_015308	chr11(.):47733068-47793993	0.343
NM_000614	chr11(.):58385145-58398205	0.1086
NR_024091	chr11(.):58341586-58398205	0.5867
NM_053023	chr11(.):58341586-58394023	0.6267
NM_004778	chr11(.):60613397-60628444	0.1051
NM_207341	chr11(.):60630014-60648164	0.3001
NM_024098	chr11(.):60604428-60623561	1.2955
NM_001127392	chr11(.):61515120-61560989	0.6611
NM_013402	chr11(.):61562096-61589529	0.2042
NM_013279	chr11(.):61517860-61560989	0.6962
NM_014206	chr11(.):61551601-61565085	1.9817
NM_004111	chr11(.):61555149-61569710	1.8408
NR_031729	chr11(.):61577632-61587712	0.4128
NR_026882	chr11(.):61516500-61530136	0.2278
NR_030342	chr11(.):61554966-61565033	2.6284
NR_002565	chr11(.):62618036-62628103	1.5405
NM_003164	chr11(.):62569368-62604560	0.4762
NM_018093	chr11(.):62595382-62612628	1.3939
NR_003098	chr11(.):62614459-62628360	1.1465
NR_002561	chr11(.):62616134-62626204	1.5403
NR_002560	chr11(.):62615797-62625865	1.5333
NR_002559	chr11(.):62616375-62626440	1.542
NR_000008	chr11(.):62615381-62625507	1.5088
NR_002564	chr11(.):62617763-62627838	1.5443
NR_002563	chr11(.):62617483-62627555	1.5423
NR_002562	chr11(.):62617092-62627167	1.5458
NM_000738	chr11(.):62671150-62694012	0.0706
NM_004322	chr11(.):64032299-64057176	0.6736
NM_012094	chr11(.):64080568-64094283	1.4617
NM_033310	chr11(.):64053792-64072503	0.5264
NM_020155	chr11(.):64048581-64061972	0.4591
NM_001039496	chr11(.):64062862-64077239	0.9471
NM_016404	chr11(.):64079164-64090033	1.8236
NM_001170726	chr11(.):64046810-64061972	0.4179
NM_001170881	chr11(.):64047284-64061972	0.4276
NM_001177358	chr11(.):64047282-64061972	0.4276
NM_004451	chr11(.):64068043-64089210	1.5713
NM_032251	chr11(.):64102689-64130006	0.2086
NM_001006944	chr11(.):64121624-64144687	0.1888
NR_031602	chr11(.):64131073-64141175	0.0535
NM_017525	chr11(.):64586661-64617041	0.1358
NR_029829	chr11(.):64653826-64663911	0.2526
NM_006795	chr11(.):64615207-64651191	1.9442
NR_029578	chr11(.):64653608-64663718	0.252
NM_080668	chr11(.):64839926-64856615	0.7146
NM_006782	chr11(.):64846693-64860874	0.9216
NM_013265	chr11(.):64858682-64884180	0.2563
NR_037567	chr11(.):64884654-64899841	0.8349
NM_172230	chr11(.):64889750-64907003	1.2826
NM_001997	chr11(.):64883098-64894672	1.2069
NM_004927	chr11(.):64884715-64899841	0.809
NM_014205	chr11(.):64878874-64890170	1.2294
NM_001008778	chr11(.):64932706-64945688	0.0689
NM_001198868	chr11(.):64943685-64984477	0.1031
NM_001198869	chr11(.):64944149-64984477	0.1041
NM_001198870	chr11(.):64944303-64984477	0.1037
NR_028272	chr11(.):65185268-65199003	8.4704
NR_030343	chr11(.):65206928-65217028	0.9141
NM_031904	chr11(.):65149040-65185995	1.1277
NM_032223	chr11(.):65378782-65409910	0.5818
NM_001098785	chr11(.):65334819-65346669	2.1788
NM_021070	chr11(.):65301029-65330699	0.2663
NM_033455	chr11(.):65355325-65368467	1.4564
NM_001099409	chr11(.):65338508-65365116	1.8987
NM_002419	chr11(.):65360225-65386720	0.7202
NM_001048218	chr11(.):65287547-65311182	0.2627
NM_006396	chr11(.):65332942-65344239	1.803
NM_006747	chr11(.):65400577-65423391	0.22
NM_198897	chr11(.):65646210-65661010	0.8584
NM_001335	chr11(.):65642283-65656212	0.2223
NM_025128	chr11(.):65622871-65638914	1.6986
NM_005507	chr11(.):65617284-65630804	2.0264
NM_152760	chr11(.):65596409-65626172	0.2725
NM_016938	chr11(.):65628911-65645340	0.2335
NM_006848	chr11(.):65652874-65664106	1.1134
NM_207354	chr11(.):67051761-67074955	1.219
NM_017857	chr11(.):67065918-67085078	0.2219
NR_030767	chr11(.):67051815-67074955	1.2218
NM_001619	chr11(.):67028904-67059029	1.8197
NM_138768	chr11(.):69056621-69069754	1.841
NM_001040118	chr11(.):72391113-72468434	0.4675
NM_001135190	chr11(.):72391113-72438403	0.6707
NM_033388	chr11(.):72520450-72545680	1.0298
NM_014786	chr11(.):73014662-73085425	0.1446
NM_014752	chr11(.):74655291-74695076	0.4918
NM_015885	chr11(.):82863136-82901835	0.5318
NM_182603	chr11(.):82900290-82965013	0.0986
NM_144664	chr11(.):95497105-95527954	0.819
NM_006235	chr11(.):111217980-111255157	2.0219
NM_001127489	chr11(.):117685789-117700459	1.1659
NM_021603	chr11(.):117685789-117703807	0.9607
NM_001198675	chr11(.):120190837-120209388	1.1038
NR_027288	chr11(.):122883273-122895319	0.0494
NM_006597	chr11(.):122923199-122937844	1.9908
NR_024233	chr11(.):129867518-129880381	1.7167
NM_199437	chr11(.):129764600-129877730	0.2569
NM_134424	chr12(.):1016254-1063863	0.1418
NM_152641	chr12(.):46118619-46306819	0.1925
NM_001135805	chr12(.):79252772-79850788	0.1795
NM_001135806	chr12(.):79434432-79850788	0.1738
NM_005639	chr12(.):79253448-79850788	0.1797
NM_006836	chr12(.):120560013-120637513	0.5171
NR_027946	chr12(.):1095403-1610099	0.1576
NM_020375	chr12(.):4425358-4474190	0.0905
NM_007273	chr12(.):7069516-7084891	1.3018
NM_001144831	chr12(.):7069514-7084916	1.3011
NR_036693	chr12(.):9817307-9857151	0.0985
NM_001197317	chr12(.):9817330-9857151	0.0985
NM_001004419	chr12(.):9817308-9857151	0.0985
NM_030640	chr12(.):12621215-12720448	0.242
NM_006143	chr12(.):12808994-12854121	0.4873
NM_016312	chr12(.):14934411-14961401	0.3459
NM_005504	chr12(.):24957957-25107393	0.0709
NM_002223	chr12(.):26483284-26991131	0.0781
NM_004572	chr12(.):32938679-33054780	0.5251
NM_001077484	chr12(.):46571840-46668208	0.352
NM_023071	chr12(.):49755687-49926207	0.2077
NM_001033873	chr12(.):51634132-51668994	0.0715
NM_001031628	chr12(.):51634132-51669202	0.0716
NM_000966	chr12(.):53599352-53631036	0.5539
NM_001042728	chr12(.):53599352-53619150	0.7841
NM_012117	chr12(.):54619730-54678915	0.4399
NM_013449	chr12(.):56984379-57035163	0.318
NM_006400	chr12(.):57919093-57945978	0.1568
NM_005761	chr12(.):94537498-94704225	0.443
NM_006817	chr12(.):112446151-112466024	1.3772
NM_014868	chr12(.):120967131-121020397	0.4672
NM_003959	chr12(.):123315038-123352507	0.207
NM_001082959	chr12(.):125257173-125353519	0.093
NM_001759	chr12(.):4377901-4419522	1.8323
NM_001193457	chr12(.):6643693-6670249	0.3585
NM_006170	chr12(.):6661036-6682480	0.2116
NM_002046	chr12(.):6638656-6652536	1.7388
NM_014865	chr12(.):6598297-6646132	0.7701
NM_016497	chr12(.):6596315-6607471	1.0862
NR_004387	chr12(.):6614387-6624717	0.061
NR_003012	chr12(.):6685638-6695775	0.0725
NM_001975	chr12(.):7018613-7037859	0.1984
NM_002831	chr12(.):7055433-7075479	3.3551
NR_029779	chr12(.):7067861-7077929	3.3668
NM_080548	chr12(.):7050739-7075479	2.8344
NM_001007026	chr12(.):7028625-7056484	0.6503
NM_006992	chr12(.):7008896-7028406	0.1516
NM_001940	chr12(.):7032479-7056484	0.724
NR_003010	chr12(.):7071499-7081769	1.5522
NM_138425	chr12(.):7048202-7060165	0.5788
NR_029682	chr12(.):7068259-7078354	2.5427
NM_006331	chr12(.):7074943-7090165	0.946
NR_036052	chr12(.):9387065-9397147	0.0424
NM_002258	chr12(.):9742869-9765497	0.0469
NR_002814	chr12(.):9795642-9816008	0.9459
NR_036052	chr12(.):12259885-12269967	0.0609
NM_001310	chr12(.):12759830-12803041	0.1357
NM_004064	chr12(.):12865301-12880305	6.1033
NR_030344	chr12(.):12912582-12922677	0.074
NM_001130415	chr12(.):12873850-12949399	0.7178
NM_175054	chr12(.):14918653-14929065	1.726
NM_177925	chr12(.):14922269-14935936	1.3901
NM_001013698	chr12(.):14952583-14972116	0.3172
NM_175874	chr12(.):14951505-14981791	0.2191
NM_001101339	chr12(.):25141364-25155373	1.6716
NM_006152	chr12(.):25200240-25266269	0.3583
NR_028408	chr12(.):46114502-46126704	2.1082
NM_004719	chr12(.):46307913-46389401	0.3083
NM_017842	chr12(.):48161966-48181536	0.3124
NM_001098416	chr12(.):48171506-48218763	0.7955
NM_024902	chr12(.):49736040-49750685	0.0713
NR_033267	chr12(.):49777956-49791116	0.066
NM_001100620	chr12(.):49711970-49723171	0.3988
NM_001008223	chr12(.):49721199-49735971	0.067
NM_001971	chr12(.):51717226-51745463	0.5686
NM_016293	chr12(.):51669821-51722938	0.5434
NM_001004304	chr12(.):53569534-53589654	0.538
NM_000889	chr12(.):53580106-53606000	1.9173
NM_015989	chr12(.):53546446-53579430	0.3219
NM_001170790	chr12(.):53640369-53653190	0.1979
NM_032889	chr12(.):53640875-53653190	0.2055
NM_001127322	chr12(.):54619730-54658329	0.0597
NM_001127321	chr12(.):54619730-54658370	0.0597
NM_006163	chr12(.):54680895-54694544	0.0691
NM_001136023	chr12(.):54680895-54699791	0.0741
NR_002944	chr12(.):54669532-54683663	1.6765
NM_002136	chr12(.):54669487-54684030	1.6335
NM_016057	chr12(.):54713910-54750633	0.111
NR_003046	chr12(.):57032463-57042538	0.9322
NM_001686	chr12(.):57026958-57044852	0.9242
NM_005594	chr12(.):57101210-57124066	0.8998
NR_002737	chr12(.):57033810-57043885	0.918
NM_001113203	chr12(.):57101210-57124326	0.8897
NM_006601	chr12(.):57052124-57087078	1.155
NM_031479	chr12(.):57844095-57856791	1.8812
NM_001080157	chr12(.):57861037-57878424	0.1171
NM_001195056	chr12(.):57905370-57919300	2.0514
NM_052897	chr12(.):57911658-57928931	1.6691
NM_001167609	chr12(.):57848933-57871047	0.6879
NM_001160045	chr12(.):57848917-57871047	0.69
NM_001080156	chr12(.):57861037-57876728	0.1187
NM_032496	chr12(.):57861037-57878633	0.1175
NM_005538	chr12(.):57823542-57849609	0.8512
NM_004990	chr12(.):57876850-57915433	0.6894
NM_004984	chr12(.):57938846-57983554	0.1128
NM_175895	chr12(.):62990530-63002214	1.9702
NR_029661	chr12(.):62992465-63002549	2.2674
NM_001946	chr12(.):89736836-89751296	2.359
NM_001032284	chr12(.):98904350-98949157	0.6872
NM_003276	chr12(.):98904350-98934412	0.9856
NR_027157	chr12(.):98901750-98915004	2.0607
NM_181724	chr12(.):108978621-108996894	0.0744
NM_003006	chr12(.):109010679-109032670	1.4117
NM_001193453	chr12(.):112364086-112456023	0.4662
NR_027345	chr12(.):116966226-116978326	0.8835
NM_001085481	chr12(.):116992185-117019425	0.9113
NR_027346	chr12(.):116966239-116979318	0.8422
NM_006861	chr12(.):120527898-120559643	0.622
NM_025157	chr12(.):120643249-120692957	0.0853
NM_002859	chr12(.):120643249-120708563	0.0866
NM_012240	chr12(.):120735123-120756045	0.2301
NM_000928	chr12(.):120754913-120770592	0.2258
NM_003746	chr12(.):120928858-120941298	0.2301
NM_032314	chr12(.):120936081-120971964	0.1927
NM_198202	chr12(.):121011847-121024201	0.1929
NM_015918	chr12(.):121011847-121024197	0.193
NM_019034	chr12(.):122210659-122236594	0.4572
NR_002809	chr12(.):122228172-122246390	2.7336
NM_015048	chr12(.):122237637-122275562	1.1033
NM_016638	chr12(.):123459879-123472460	0.7226
NM_024623	chr12(.):123454353-123469588	1.1165
NM_019624	chr12(.):123408538-123456056	0.812
NM_024667	chr12(.):123344874-123385712	2.4638
NM_203444	chr12(.):123408538-123464752	0.9013
NM_021009	chr12(.):125391191-125404587	2.8718
NR_027062	chr13(.):32415919-32538721	0.5164
NM_003453	chr13(.):20527809-20670968	0.1569
NM_001190964	chr13(.):20527847-20670968	0.157
NM_001190965	chr13(.):20527973-20670968	0.1571
NM_033111	chr13(.):33001929-33117936	0.2987
NM_002015	chr13(.):41124800-41245734	0.2834
NM_001079673	chr13(.):49545047-49788915	0.1233
NR_002612	chr13(.):50551687-50704677	0.3993
NM_032436	chr13(.):115074964-115097803	0.3316
NM_007368	chr13(.):114742193-114903095	0.6804
NM_052818	chr13(.):32969859-33007315	0.2945
NR_026928	chr13(.):33073642-33088532	0.045
NR_002605	chr13(.):50651413-50684433	0.6544
NR_029486	chr13(.):50618108-50628197	0.0625
NR_029485	chr13(.):50618254-50628337	0.0614
NR_002183	chr13(.):50741153-50752751	0.0498
NM_032949	chr13(.):53413108-53427774	1.2345
NR_031582	chr13(.):53379184-53389275	0.2471
NM_023011	chr13(.):115042077-115076283	0.9597
NM_003903	chr13(.):114995361-115043150	0.4652
NM_022060	chr14(.):23062146-23086265	0.7852
NM_004480	chr14(.):65874534-66214962	0.1577
NM_178156	chr14(.):65872839-66214962	0.1574
NR_027004	chr14(.):94366075-94397718	0.1146
NM_183004	chr14(.):103796235-103816361	0.9616
NM_001969	chr14(.):103795492-103816361	0.9292
NM_178157	chr14(.):66131132-66214962	0.3096
NM_001080414	chr14(.):91732666-91889133	0.5719
NM_023112	chr14(.):94487723-94520276	0.8515
NM_178586	chr14(.):102271139-102399328	0.8049
NM_001161725	chr14(.):102223134-102399328	0.7066
NM_178587	chr14(.):102271139-102383962	0.9054
NM_001128920	chr14(.):103846700-103975166	0.1167
NM_001344	chr14(.):23028806-23063143	0.9738
NM_001123329	chr14(.):64966291-64996669	1.3935
NM_006977	chr14(.):64948554-64975554	1.2719
NM_004857	chr14(.):64927216-64946221	0.0554
NM_014950	chr14(.):64966291-65005408	1.0926
NM_021979	chr14(.):65002185-65014954	0.2607
NM_172365	chr14(.):65011619-65061096	0.0621
NM_173526	chr14(.):67651109-67700267	0.4341
NM_207442	chr14(.):69256463-69268190	2.6523
NM_004926	chr14(.):69249374-69264785	2.1695
NM_005252	chr14(.):75740480-75753937	1.4441
NM_024496	chr14(.):77485885-77500034	4.4991
NM_016150	chr14(.):94395512-94428767	0.8784
NR_024182	chr14(.):94458615-94478898	2.1442
NR_024183	chr14(.):94458641-94483041	1.963
NR_024184	chr14(.):94458641-94480209	2.1181
NM_138344	chr14(.):94380257-94400944	0.0926
NM_152592	chr14(.):95878830-95947173	0.0841
NR_003002	chr14(.):95994691-96004966	0.9484
NR_001459	chr14(.):95994248-96006209	0.8317
NM_016417	chr14(.):95996322-96016055	0.5265
NR_002964	chr14(.):103799185-103809311	1.7181
NM_138790	chr14(.):105386186-105404573	2.7485
NM_138420	chr14(.):105398590-105449694	0.1166
NM_025268	chr14(.):105987952-106001539	0.1314
NR_026800	chr14(.):106378837-106403502	0.9814
NR_031680	chr15(.):69111302-69494862	0.0965
NM_005254	chr15(.):50564388-50652605	0.2316
NM_016655	chr15(.):50573076-50652605	0.253
NM_019600	chr15(.):52868517-52975820	0.4004
NM_025201	chr15(.):65129081-65165201	0.3019
NM_006305	chr15(.):69065874-69118261	0.657
NM_020908	chr15(.):70335542-70395256	0.491
NM_015995	chr15(.):31614082-31675102	0.9389
NM_003134	chr15(.):40322890-40336389	0.254
NM_001003942	chr15(.):40375091-40403287	1.4936
NM_033503	chr15(.):40375091-40403639	1.4786
NM_001003940	chr15(.):40375091-40406075	1.3884
NR_024490	chr15(.):50641370-50655503	1.201
NR_026891	chr15(.):50636134-50652076	1.0636
NM_182703	chr15(.):65199100-65256041	0.2976
NR_026808	chr15(.):69091159-69104440	0.0839
NR_036197	chr15(.):69089188-69099264	0.1063
NR_030714	chr15(.):70366710-70376807	0.0957
NM_015477	chr15(.):75656719-75748926	0.3704
NM_001145358	chr15(.):75656719-75749087	0.37
NM_001145357	chr15(.):75656719-75753124	0.3588
NM_015154	chr15(.):81263094-81287205	0.2424
NM_022566	chr15(.):81288294-81301345	1.4006
NR_033769	chr15(.):93333713-93345338	0.1149
NM_014918	chr15(.):101710927-101797137	0.822
NM_024507	chr16(.):3009216-3023381	0.7116
NM_015914	chr16(.):11767942-11841648	0.9181
NM_022166	chr16(.):17191180-17569738	0.5505
NR_027155	chr16(.):21453003-21518552	0.1668
NM_148415	chr16(.):28829413-28853558	0.8344
NM_145714	chr16(.):28829413-28853553	0.834
NM_173618	chr16(.):30002530-30022112	0.9879
NM_004960	chr16(.):31186430-31211192	0.8297
NM_000078	chr16(.):56990834-57022756	0.1546
NM_015386	chr16(.):70509471-70562457	0.4692
NM_018052	chr16(.):70716341-70840061	0.3802
NM_030629	chr16(.):81523953-81750367	0.1742
NM_198390	chr16(.):81473774-81750367	0.1831
NM_004424	chr16(.):2268566-2290743	0.1993
NM_001374	chr16(.):2281467-2293712	0.0704
NM_001919	chr16(.):2284872-2306602	0.2829
NR_030636	chr16(.):2316747-2326841	1.6876
NR_037448	chr16(.):2315713-2325773	1.7068
NM_006711	chr16(.):2298099-2322858	0.9194
NM_080594	chr16(.):2298099-2323413	0.9019
NM_007108	chr16(.):2816414-2832297	1.0803
NM_016333	chr16(.):2797329-2826413	0.7264
NM_031948	chr16(.):2757422-2775552	0.155
NM_152891	chr16(.):2828953-2841708	0.0962
NM_001135086	chr16(.):2843485-2860133	0.0488
NR_027274	chr16(.):2782076-2799798	0.0966
NR_027275	chr16(.):2782076-2807601	0.8299
NM_020982	chr16(.):3057456-3069506	0.5308
NM_001142350	chr16(.):3069031-3082756	0.9057
NM_017885	chr16(.):3067625-3079287	1.0302
NM_152341	chr16(.):3014341-3028485	0.7277
NM_001103175	chr16(.):3072867-3090542	0.5066
NM_016639	chr16(.):3065312-3077383	0.9536
NM_021195	chr16(.):3059712-3073188	0.4269
NM_022468	chr16(.):3091681-3115724	0.1468
NR_033861	chr16(.):3034054-3049510	0.1499
NM_004203	chr16(.):3017791-3035540	1.085
NM_001130007	chr16(.):11956984-12015519	0.1715
NM_001130006	chr16(.):11956984-12014825	0.1722
NM_001192	chr16(.):12053963-12066925	3.1001
NM_032167	chr16(.):12065601-12152141	0.0951
NR_002594	chr16(.):21524229-21536765	1.6001
NM_003321	chr16(.):28848731-28862729	0.3429
NM_001145795	chr16(.):28870077-28890534	0.5558
NM_015503	chr16(.):28870313-28890534	0.5611
NM_001145812	chr16(.):28870295-28890534	0.5606
NM_002383	chr16(.):29812854-29827504	1.6532
NM_145239	chr16(.):29818408-29832202	1.1728
NM_007317	chr16(.):29797057-29821706	1.1819
NM_024516	chr16(.):29822527-29838816	0.614
NM_152338	chr16(.):29784560-29796840	0.0757
NM_005115	chr16(.):29826714-29864360	0.2898
NM_016151	chr16(.):29980221-30004719	0.2413
NM_003609	chr16(.):29999310-30012412	1.4339
NM_001083613	chr16(.):29968350-29989373	0.3519
NM_002720	chr16(.):30082383-30101695	0.2882
NR_027081	chr16(.):30120432-30130826	0.0751
NM_001127617	chr16(.):30070972-30086735	1.4112
NM_184041	chr16(.):30072043-30086735	1.504
NM_184043	chr16(.):30070599-30086735	1.3797
NM_000034	chr16(.):30059490-30086735	0.9565
NM_001109659	chr16(.):30029654-30041023	0.0826
NM_003586	chr16(.):30011834-30027401	0.0645
NM_004608	chr16(.):30092114-30108205	0.308
NM_024307	chr16(.):30111130-30129878	0.0556
NM_031478	chr16(.):30030747-30047186	0.0912
NM_001145524	chr16(.):30098636-30112537	0.3505
NM_031477	chr16(.):30098634-30112521	0.3509
NM_138447	chr16(.):30609699-30626682	0.346
NM_024031	chr16(.):30657240-30672734	1.6272
NM_001105079	chr16(.):30670777-30687131	0.1758
NM_000294	chr16(.):30754619-30777497	0.3448
NR_002966	chr16(.):30716857-30726986	0.0455
NM_006662	chr16(.):30705461-30756450	0.3907
NM_173502	chr16(.):31145247-31166415	0.1253
NM_002773	chr16(.):31137753-31152151	0.1131
NM_001008274	chr16(.):31220341-31241510	0.3893
NM_145182	chr16(.):31207806-31219097	0.0643
NM_152901	chr16(.):31222282-31233395	0.6928
NM_005205	chr16(.):31434054-31444721	0.0785
NM_001136509	chr16(.):31441884-31459348	0.1157
NM_001164719	chr16(.):31478528-31494281	0.0607
NM_022744	chr16(.):31495812-31524706	0.2363
NM_015927	chr16(.):31479525-31494281	0.0593
NM_001042454	chr16(.):31478475-31494281	0.0608
NM_001105247	chr16(.):31465316-31483488	1.0377
NM_003041	chr16(.):31489438-31507091	0.0512
NM_001126108	chr16(.):56894118-56954762	0.8957
NM_001010989	chr16(.):56960747-56982793	1.3621
NM_001172643	chr16(.):66536905-66589194	0.9571
NM_001172644	chr16(.):66536905-66589315	0.9548
NM_052999	chr16(.):66595349-66618038	0.0763
NM_181641	chr16(.):66581471-66604971	0.4969
NM_181271	chr16(.):66595293-66618038	0.0761
NM_001040138	chr16(.):66581465-66605154	0.4937
NM_058219	chr16(.):70279133-70290833	0.3574
NM_001605	chr16(.):70281296-70328412	0.608
NM_007242	chr16(.):70328071-70372731	0.105
NM_012426	chr16(.):70552690-70616571	0.3548
NR_003079	chr16(.):70566907-70577001	0.0572
NR_003696	chr16(.):70558404-70568498	0.5483
NR_037420	chr16(.):70558401-70568502	0.5492
NM_138383	chr16(.):70690106-70724954	0.1035
NR_034083	chr16(.):70783962-70812154	0.0891
NM_002811	chr16(.):74325680-74345186	1.2667
NM_001100624	chr16(.):81035102-81070090	0.8128
NM_015251	chr16(.):81064457-81085951	0.0998
NM_001100625	chr16(.):81035102-81071709	0.7861
NM_020188	chr16(.):81004698-81045502	0.6915
NM_018455	chr16(.):81035102-81061487	1.0308
NM_020947	chr16(.):84504965-84543288	0.7164
NM_001184854	chr16(.):87736417-87804598	0.3576
NM_003342	chr17(.):4167511-4274969	0.1099
NM_138962	chr17(.):55328930-55762299	0.2495
NM_170721	chr17(.):55329373-55715544	0.2714
NM_022066	chr17(.):74380612-74454288	0.0924
NM_006445	chr17(.):1548922-1593176	0.2519
NR_026951	chr17(.):8118947-8132361	1.4579
NM_017758	chr17(.):18081866-18118267	0.604
NM_183232	chr17(.):37916198-38025441	0.4187
NM_017679	chr17(.):58750171-59475199	0.1335
NM_138363	chr17(.):62498157-62539062	0.4611
NM_181671	chr17(.):65368923-65694647	0.1749
NR_036488	chr17(.):70394462-70593943	0.1573
NM_004252	chr17(.):72739762-72770499	0.9372
NM_001080419	chr17(.):73775680-73826886	0.4687
NM_052916	chr17(.):74133533-74241390	0.2502
NM_001113492	chr17(.):75278972-75501678	0.2273
NM_006640	chr17(.):75310596-75501678	0.2552
NM_001113491	chr17(.):75272491-75501678	0.2225
NM_001081461	chr17(.):74703913-74727881	0.6654
NM_001163075	chr17(.):76137433-76167364	0.5368
NM_019020	chr17(.):77908818-78014647	0.3803
NM_017921	chr17(.):79518912-79609138	0.3724
NM_024648	chr17(.):80342085-80381513	0.653
NM_001164407	chr17(.):1601083-1618662	0.1051
NM_000934	chr17(.):1641129-1663559	0.0938
NR_028505	chr17(.):1609797-1624566	1.3723
NM_001163811	chr17(.):1622833-1646893	0.3383
NM_001163809	chr17(.):1623124-1646893	0.3369
NM_001165920	chr17(.):1641319-1663559	0.0926
NM_002615	chr17(.):1660258-1685868	0.1002
NR_029494	chr17(.):1612196-1622281	1.9078
NM_152348	chr17(.):1614816-1646893	0.8475
NM_020310	chr17(.):2282353-2309258	1.6801
NR_028335	chr17(.):2305274-2323730	0.1155
NM_021628	chr17(.):7994217-8026860	0.2418
NM_002616	chr17(.):8038787-8060753	1.5357
NM_032580	chr17(.):8018907-8032410	0.5312
NM_001165960	chr17(.):7994217-8027234	0.2438
NM_032354	chr17(.):8071296-8084714	0.5491
NM_017622	chr17(.):8086650-8098564	0.9702
NM_014232	chr17(.):8057464-8071293	1.5567
NM_004217	chr17(.):8103048-8118883	0.752
NR_037447	chr17(.):8085492-8095577	1.115
NM_201520	chr17(.):8186081-8203170	0.3221
NM_025099	chr17(.):8123138-8156413	1.5919
NM_001177802	chr17(.):8186968-8198409	0.3556
NM_012393	chr17(.):8147595-8178809	1.079
NM_012452	chr17(.):16837397-16880402	1.243
NM_004176	chr17(.):17709662-17745325	1.4407
NR_030361	chr17(.):17712149-17722245	0.328
NM_004140	chr17(.):18123935-18153188	0.0992
NM_006613	chr17(.):18918989-18955336	0.1189
NM_001102664	chr17(.):19135689-19245028	0.3119
NR_031591	chr17(.):19242818-19252887	0.1205
NM_015276	chr17(.):20897905-20951352	1.1509
NM_152914	chr17(.):21137183-21161578	0.0999
NM_145109	chr17(.):21182967-21223551	0.8166
NM_002756	chr17(.):21186347-21223551	0.8729
NM_021012	chr17(.):21274698-21328179	0.1825
NM_052857	chr17(.):33283548-33295205	1.1364
NM_001193529	chr17(.):33249877-33293528	0.48
NM_002311	chr17(.):33302516-33335191	1.2914
NM_013975	chr17(.):33302516-33337088	1.2253
NM_002983	chr17(.):34410602-34422506	2.8303
NM_002988	chr17(.):34386642-34403841	0.1709
NM_002984	chr17(.):34426219-34438014	0.6294
NM_021006	chr17(.):34517267-34529156	1.7445
NM_001001418	chr17(.):34576084-34597027	0.2571
NM_001001435	chr17(.):34533467-34545274	0.5774
NM_001001437	chr17(.):34517267-34529147	1.7452
NM_001001417	chr17(.):34488060-34508988	0.269
NM_021006	chr17(.):34618841-34630730	1.691
NM_001001437	chr17(.):34618841-34630721	1.6889
NM_001001435	chr17(.):34635033-34646840	0.5218
NM_001001418	chr17(.):34741118-34813091	0.1745
