GENE_ID	locusLine	bin_1_KMS-12-BM.jin.bam
NM_005851	chr11(.):67268967-67281102	1.1343
NM_000852	chr11(.):67346065-67359124	1.8137
NM_016366	chr11(.):67281417-67295899	0.0947
NM_004910	chr11(.):67254238-67277843	0.6624
NM_003977	chr11(.):67245504-67263579	0.9804
NM_007103	chr11(.):67369322-67385012	1.0694
NM_000695	chr11(.):67424632-67447102	0.2963
NM_080658	chr11(.):67405025-67423130	1.3415
NM_001031615	chr11(.):67424632-67453685	0.2607
NM_005995	chr11(.):67393773-67412031	0.9656
NM_181843	chr11(.):67390408-67402401	1.3565
NR_033791	chr11(.):67375994-67388135	0.9685
NM_001098515	chr11(.):68766861-68785850	0.0672
NM_139075	chr11(.):68811349-68863072	0.4995
NM_138768	chr11(.):69056621-69069754	0.7392
NM_153451	chr11(.):69475331-69495165	0.3845
NM_001128922	chr11(.):76363567-76386791	0.3563
NM_005512	chr11(.):76363567-76386044	0.3615
NR_033347	chr11(.):82747505-82757640	0.1393
NM_001165	chr11(.):102183193-102213465	0.7896
NM_002519	chr11(.):108023118-108098365	0.5864
NM_006235	chr11(.):111217980-111255157	2.2723
NR_026691	chr11(.):117852105-117877199	0.5173
NM_006476	chr11(.):118267103-118285562	0.8209
NM_032966	chr11(.):118759100-118771971	0.3197
NM_001716	chr11(.):118749540-118771971	0.2579
NM_006760	chr11(.):118822007-118834269	0.0962
NM_182557	chr11(.):118761850-118786613	0.2746
NM_181721	chr11(.):118837416-118856995	0.0856
NM_015645	chr11(.):119204651-119222383	0.5738
NM_032015	chr11(.):119200236-119213022	0.805
NM_171997	chr11(.):119220924-119239892	0.1676
NM_006500	chr11(.):119174233-119192840	1.8559
NM_006597	chr11(.):122923199-122937844	2.0019
NM_032795	chr11(.):126066988-126086587	0.4859
NM_005238	chr11(.):128323655-128397205	1.0403
NM_021978	chr11(.):130024681-130085257	1.0614
NM_012174	chr12(.):117343760-117473953	0.2379
NM_014325	chr12(.):109033886-109130295	0.3827
NM_152989	chr12(.):23680230-24720380	0.0807
NM_152641	chr12(.):46118619-46306819	0.2015
NM_178169	chr12(.):64999292-65094192	0.4122
NM_001173982	chr12(.):104845691-105160792	0.5758
NM_006836	chr12(.):120560013-120637513	0.596
NM_007273	chr12(.):7069516-7084891	1.4738
NR_015382	chr12(.):6543166-6565683	1.1842
NM_001144831	chr12(.):7069514-7084916	1.4738
NR_036693	chr12(.):9817307-9857151	0.1649
NM_001197317	chr12(.):9817330-9857151	0.165
NM_001004419	chr12(.):9817308-9857151	0.1649
NM_001987	chr12(.):11797787-12053325	0.7467
NM_006143	chr12(.):12808994-12854121	0.3149
NM_152321	chr12(.):15061975-15096463	0.069
NM_001077484	chr12(.):46571840-46668208	0.5657
NM_001798	chr12(.):56355555-56371568	0.3628
NM_013449	chr12(.):56984379-57035163	0.4486
NM_003805	chr12(.):94066150-94249531	0.2471
NM_005761	chr12(.):94537498-94704225	0.575
NM_003299	chr12(.):104319188-104346703	1.6726
NM_018984	chr12(.):109171465-109256359	0.4791
NM_004416	chr12(.):113490661-113540833	1.2765
NM_032814	chr12(.):117171095-117296436	0.5378
NM_003806	chr12(.):117294026-117324232	0.3568
NM_014868	chr12(.):120967131-121020397	0.401
NM_001082959	chr12(.):125257173-125353519	0.2782
NM_018223	chr12(.):133411937-133469204	0.3984
NR_028415	chr12(.):1604656-1618590	0.0668
NM_152441	chr12(.):1670158-1708331	0.3651
NM_002235	chr12(.):4913341-4965278	0.8166
NM_014231	chr12(.):6566403-6584843	0.87
NM_001242	chr12(.):6549050-6565884	1.5024
NM_014865	chr12(.):6598297-6646132	0.7815
NM_016497	chr12(.):6596315-6607471	1.3827
NM_018009	chr12(.):6556176-6576488	1.111
NM_001975	chr12(.):7018613-7037859	0.6254
NM_002831	chr12(.):7055433-7075479	1.5533
NR_029779	chr12(.):7067861-7077929	1.5326
NM_080548	chr12(.):7050739-7075479	1.4263
NM_001007026	chr12(.):7028625-7056484	0.9662
NM_006992	chr12(.):7008896-7028406	0.3593
NM_001940	chr12(.):7032479-7056484	0.9962
NR_003010	chr12(.):7071499-7081769	1.8368
NM_138425	chr12(.):7048202-7060165	0.6929
NR_029682	chr12(.):7068259-7078354	1.2406
NM_006331	chr12(.):7074943-7090165	1.3164
NR_036052	chr12(.):9387065-9397147	0.0411
NM_002258	chr12(.):9742869-9765497	0.0576
NR_002814	chr12(.):9795642-9816008	1.3256
NR_036052	chr12(.):12259885-12269967	0.0874
NM_004064	chr12(.):12865301-12880305	4.828
NR_030344	chr12(.):12912582-12922677	0.0712
NM_001130415	chr12(.):12873850-12949399	0.6265
NM_006205	chr12(.):15120955-15139799	0.0788
NM_001175	chr12(.):15089949-15119562	0.8762
NR_029451	chr12(.):24714897-24742102	0.2792
NM_030762	chr12(.):26267958-26283003	3.6637
NM_005086	chr12(.):26343505-26392708	0.238
NM_001135823	chr12(.):26343268-26392708	0.2377
NR_028408	chr12(.):46114502-46126704	2.121
NM_018976	chr12(.):46746970-46771645	0.574
NM_001098532	chr12(.):48123452-48157181	0.3348
NM_017842	chr12(.):48161966-48181536	0.3177
NM_006105	chr12(.):48123452-48157244	0.3342
NM_001098531	chr12(.):48123452-48157889	0.3327
NM_001098416	chr12(.):48171506-48218763	1.3542
NM_201554	chr12(.):56320811-56352807	0.7054
NM_006928	chr12(.):56342888-56364826	0.1914
NM_032345	chr12(.):56290196-56326697	0.6809
NM_001345	chr12(.):56319945-56352807	0.7606
NM_001143853	chr12(.):56290196-56325909	0.6444
NM_002868	chr12(.):56362861-56393488	0.2262
NR_003046	chr12(.):57032463-57042538	1.1634
NM_001686	chr12(.):57026958-57044852	1.1287
NM_005594	chr12(.):57101210-57124066	0.5826
NR_002737	chr12(.):57033810-57043885	1.1582
NM_001113203	chr12(.):57101210-57124326	0.5777
NM_006601	chr12(.):57052124-57087078	0.9688
NM_031479	chr12(.):57844095-57856791	1.4184
NM_001080157	chr12(.):57861037-57878424	0.8419
NM_001167609	chr12(.):57848933-57871047	0.8448
NM_001160045	chr12(.):57848917-57871047	0.8453
NM_001080156	chr12(.):57861037-57876728	0.9069
NM_032496	chr12(.):57861037-57878633	0.8337
NM_005538	chr12(.):57823542-57849609	0.5185
NM_004990	chr12(.):57876850-57915433	0.7765
NM_005730	chr12(.):58208709-58245747	0.6653
NM_033276	chr12(.):58330444-58356052	0.4089
NR_030347	chr12(.):65011288-65021385	0.1721
NR_037515	chr12(.):65011288-65021385	0.1721
NR_030171	chr12(.):95223173-95233289	2.1823
NR_036685	chr12(.):95223229-95233804	2.0899
NR_027249	chr12(.):104232526-104328989	1.044
NR_037425	chr12(.):104319202-104329333	4.3321
NM_003211	chr12(.):104354592-104387656	0.3639
NM_001135570	chr12(.):104338980-104355993	0.457
NR_037487	chr12(.):104980410-104990494	0.1928
NM_001145199	chr12(.):105719413-105770296	1.501
NM_181724	chr12(.):108978621-108996894	0.1268
NM_003006	chr12(.):109010679-109032670	2.6256
NM_001161331	chr12(.):109180694-109226327	0.1283
NM_006861	chr12(.):120527898-120559643	1.2316
NM_001002	chr12(.):120629502-120644014	1.8711
NM_003746	chr12(.):120928858-120941298	0.2692
NM_032314	chr12(.):120936081-120971964	0.3751
NM_198202	chr12(.):121011847-121024201	0.241
NM_015918	chr12(.):121011847-121024197	0.2411
NM_019034	chr12(.):122210659-122236594	1.8371
NR_002809	chr12(.):122228172-122246390	3.8171
NM_015048	chr12(.):122237637-122275562	1.3452
NM_024667	chr12(.):123344874-123385712	0.9961
NM_021009	chr12(.):125391191-125404587	2.8366
NM_005895	chr12(.):133340494-133410288	0.1912
NM_001172557	chr12(.):133355453-133410426	0.219
NM_004466	chr13(.):92045934-93524487	0.0387
NR_024464	chr13(.):30909406-30953036	0.437
NM_002015	chr13(.):41124800-41245734	0.2508
NM_144778	chr13(.):97869573-98051374	0.1567
NM_003291	chr13(.):103244285-103336523	0.5604
NM_032436	chr13(.):115074964-115097803	0.9365
NM_007368	chr13(.):114742193-114903095	0.5985
NM_001166262	chr13(.):28004775-28029326	0.5777
NM_002097	chr13(.):27993680-28014846	0.4194
NM_001166263	chr13(.):28004775-28029739	0.5773
NM_001166261	chr13(.):28004775-28029334	0.5777
NM_014059	chr13(.):42026541-42050013	0.232
NR_027349	chr13(.):91995073-92011829	1.2525
NR_029488	chr13(.):91998004-92008075	1.5988
NR_029508	chr13(.):91998567-92008645	1.5209
NR_029492	chr13(.):91998318-92008389	1.5706
NR_029490	chr13(.):91998445-92008532	1.5469
NR_029489	chr13(.):91998144-92008226	1.5864
NR_029487	chr13(.):91997858-92007942	1.6309
NM_198217	chr13(.):111360082-111378421	1.4641
NM_024537	chr13(.):111288756-111363480	0.1987
NM_198218	chr13(.):111360609-111378421	1.4991
NM_198219	chr13(.):111360624-111378421	1.5003
NM_005537	chr13(.):111362358-111378421	1.6442
NM_023011	chr13(.):115042077-115076283	1.0384
NM_003903	chr13(.):114995361-115043150	1.39
NM_001128595	chr14(.):92241266-92307849	0.0492
NM_001128596	chr14(.):92241266-92338880	0.1239
NM_001012706	chr14(.):50443429-50479238	0.8957
NM_133509	chr14(.):68281495-69067738	0.1301
NM_133510	chr14(.):68281495-68949810	0.1348
NM_002877	chr14(.):68281495-68969598	0.1332
NM_014734	chr14(.):70073309-70186861	0.2917
NM_004296	chr14(.):72394785-73038238	0.1904
NM_001043318	chr14(.):74176824-74258896	0.9212
NM_194278	chr14(.):74176824-74232001	0.7578
NM_000369	chr14(.):81416868-81617646	0.4173
NM_001018036	chr14(.):81416868-81580294	0.4909
NM_152446	chr14(.):80957820-81410884	0.2787
NM_005197	chr14(.):89617515-89888454	0.2537
NM_001085471	chr14(.):89617515-90090494	0.3031
NM_182398	chr14(.):91355318-91531993	0.2019
NM_001080414	chr14(.):91732666-91889133	0.7953
NM_004755	chr14(.):91332166-91531993	0.1852
NM_006329	chr14(.):92330754-92419046	0.3346
NM_178586	chr14(.):102271139-102399328	0.7335
NM_001161725	chr14(.):102223134-102399328	0.6191
NM_178587	chr14(.):102271139-102383962	0.8233
NM_006035	chr14(.):103393715-103528742	0.1723
NM_003300	chr14(.):103238815-103382837	0.7055
NM_024558	chr14(.):50570349-50588297	0.481
NM_001014830	chr14(.):50545368-50564361	1.1958
NM_001123329	chr14(.):64966291-64996669	1.074
NM_006977	chr14(.):64948554-64975554	1.2022
NM_004857	chr14(.):64927216-64946221	0.2397
NM_014950	chr14(.):64966291-65005408	0.8409
NM_021979	chr14(.):65002185-65014954	0.1762
NM_172365	chr14(.):65011619-65061096	0.0615
NM_173526	chr14(.):67651109-67700267	0.3888
NR_024630	chr14(.):70031530-70042918	0.0618
NM_006029	chr14(.):74173485-74186128	0.4801
NM_006399	chr14(.):75983783-76018334	0.4262
NM_005065	chr14(.):81934238-82005205	0.4714
NR_036500	chr14(.):89878697-89891137	1.8108
NR_024620	chr14(.):90037559-90048820	0.0956
NM_152592	chr14(.):95878830-95947173	0.2807
NR_003002	chr14(.):95994691-96004966	1.1726
NR_001459	chr14(.):95994248-96006209	1.028
NM_016417	chr14(.):95996322-96016055	0.6508
NM_030943	chr14(.):103383992-103402179	0.23
NM_006291	chr14(.):103587663-103608776	0.1651
NM_001077594	chr14(.):103561480-103581894	2.4151
NM_001311	chr14(.):105948256-105960124	2.3613
NM_001134877	chr14(.):105951519-105970585	1.4506
NM_001134876	chr14(.):105952585-105970585	1.4742
NM_001312	chr14(.):105936130-105951500	0.8841
NM_025268	chr14(.):105987952-106001539	1.2826
NM_001198983	chr14(.):105951191-105970585	1.4344
NR_026800	chr14(.):106378837-106403502	0.01
NM_002943	chr15(.):60775482-60924729	0.2375
NM_134262	chr15(.):60775482-60889707	0.289
NM_134261	chr15(.):60775482-61526502	0.0937
NR_031680	chr15(.):69111302-69494862	0.1145
NM_007200	chr15(.):85918870-86297586	0.1577
NR_036432	chr15(.):20608649-20716433	0.1117
NR_002824	chr15(.):23277264-23383259	0.1117
NM_004667	chr15(.):28351187-28572295	0.1022
NM_002420	chr15(.):31288550-31398924	0.5528
NM_005254	chr15(.):50564388-50652605	0.4608
NM_016655	chr15(.):50573076-50652605	0.5037
NM_020821	chr15(.):62139589-62357664	0.0848
NM_025201	chr15(.):65129081-65165201	0.3079
NM_145160	chr15(.):67830020-68104452	0.2173
NM_005902	chr15(.):67353194-67492533	0.5794
NM_006305	chr15(.):69065874-69118261	0.6432
NM_144767	chr15(.):86215267-86297586	0.2458
NM_007011	chr15(.):89626380-89750591	0.6766
NM_022769	chr15(.):91068197-91193577	0.2175
NM_001145004	chr15(.):20732093-20752114	0.1792
NR_027411	chr15(.):20762673-20786026	0.0898
NR_036470	chr15(.):23385721-23398943	1.3593
NR_033350	chr15(.):23430069-23453423	0.0873
NR_033353	chr15(.):28618783-28642171	0.0919
NR_033353	chr15(.):28759756-28783143	0.1071
NR_029624	chr15(.):31352234-31362344	0.141
NM_015995	chr15(.):31614082-31675102	1.1995
NM_003134	chr15(.):40322890-40336389	0.7009
NM_001003942	chr15(.):40375091-40403287	1.4238
NM_033503	chr15(.):40375091-40403639	1.4152
NM_001003940	chr15(.):40375091-40406075	1.35
NM_001145112	chr15(.):44952929-44974086	0.7448
NM_182985	chr15(.):45023559-45065025	0.0746
NM_004048	chr15(.):44998684-45015357	1.4856
NR_024490	chr15(.):50641370-50655503	2.487
NR_026891	chr15(.):50636134-50652076	2.2403
NM_198524	chr15(.):56652643-56743072	0.3274
NM_004492	chr15(.):59925260-59954737	0.2207
NM_004330	chr15(.):59950061-59986642	0.614
NM_207322	chr15(.):62354175-62368116	0.3303
NM_182703	chr15(.):65199100-65256041	0.2386
NM_001145102	chr15(.):67413053-67492533	0.2248
NM_001031807	chr15(.):68112940-68131174	0.1509
NR_026808	chr15(.):69091159-69104440	0.0983
NR_036197	chr15(.):69089188-69099264	0.1228
NM_001127190	chr15(.):75069424-75100539	1.0358
NM_000761	chr15(.):75036183-75053941	0.1167
NM_020447	chr15(.):75187327-75204462	0.3207
NM_001099436	chr15(.):75123458-75140552	0.7331
NM_005697	chr15(.):75132196-75170670	1.1864
NM_021819	chr15(.):75100193-75123099	0.1505
NM_002435	chr15(.):75177409-75195565	0.3838
NM_001030005	chr15(.):75113950-75129136	0.1029
NM_015477	chr15(.):75656719-75748926	0.5164
NM_001145358	chr15(.):75656719-75749087	0.5161
NM_001145357	chr15(.):75656719-75753124	0.5008
NM_015079	chr15(.):78282326-78374994	0.5125
NM_001101404	chr15(.):78379926-78401393	0.2392
NR_033769	chr15(.):93333713-93345338	0.1249
NM_001134477	chr16(.):14524557-14729120	0.5452
NM_002582	chr16(.):14524557-14729124	0.5452
NM_001080530	chr16(.):12141054-12673146	0.1379
NM_145080	chr16(.):27231314-27285113	1.1705
NM_002613	chr16(.):2582969-2658189	0.3784
NM_015914	chr16(.):11767942-11841648	0.7193
NM_004862	chr16(.):11636577-11685229	0.2791
NM_001136472	chr16(.):11636577-11685806	0.2767
NR_024320	chr16(.):11636577-11686322	0.2746
NM_013302	chr16(.):22212591-22305066	0.1447
NM_000336	chr16(.):23308590-23397620	0.5283
NM_000078	chr16(.):56990834-57022756	0.1485
NM_152727	chr16(.):57121454-57186878	0.2019
NM_018667	chr16(.):68387229-68487409	0.2477
NM_004360	chr16(.):68766194-68874444	0.2371
NM_014761	chr16(.):71924445-71967906	0.2011
NM_001030007	chr16(.):71757904-71847976	0.125
NM_002661	chr16(.):81807929-81996899	0.5522
NM_025108	chr16(.):2505114-2519964	0.4036
NM_001199107	chr16(.):2520146-2560734	1.1622
NM_006181	chr16(.):2516499-2529146	0.8356
NM_015944	chr16(.):2565362-2584732	0.9547
NM_001048212	chr16(.):2575035-2586409	1.3041
NR_036139	chr16(.):2576922-2587006	1.4826
NM_001198569	chr16(.):2558726-2575224	3.048
NM_001694	chr16(.):2558870-2575224	2.9971
NM_012368	chr16(.):3400888-3411924	0.3471
NM_153028	chr16(.):3350432-3373576	0.35
NM_033208	chr16(.):3343807-3360439	0.4461
NM_017810	chr16(.):3427084-3456025	0.2923
NM_001190476	chr16(.):3416052-3427283	0.1184
NM_003498	chr16(.):11757288-11778015	0.9009
NM_001130007	chr16(.):11956984-12015519	0.238
NM_001130006	chr16(.):11956984-12014825	0.2399
NM_001192	chr16(.):12053963-12066925	2.3288
NM_032167	chr16(.):12065601-12152141	0.2142
NM_016561	chr16(.):14721667-14768093	1.1417
NM_024773	chr16(.):27209806-27238089	1.6374
NM_001145348	chr16(.):27210295-27238089	1.5432
NR_037184	chr16(.):27274525-27306789	0.3872
NM_181078	chr16(.):27408482-27468363	0.9915
NM_021798	chr16(.):27433578-27468363	1.237
NR_037158	chr16(.):27453990-27469714	2.2813
NM_001193333	chr16(.):30189730-30205396	1.5081
NR_026980	chr16(.):34706784-34719967	1.5606
NR_034019	chr16(.):34734458-34745840	5.3676
NM_001126108	chr16(.):56894118-56954762	0.7646
NM_001010989	chr16(.):56960747-56982793	1.2856
NM_032206	chr16(.):57018409-57122436	0.3677
NR_024612	chr16(.):71874898-71924174	0.4443
NM_001137675	chr16(.):71874898-71896231	0.6859
NM_017530	chr16(.):71888587-71922412	0.2303
NM_001184854	chr16(.):87736417-87804598	0.1234
NM_144604	chr16(.):88631788-88703372	0.233
NM_003342	chr17(.):4167511-4274969	0.1378
NM_005801	chr17(.):39840126-39852898	1.3605
NM_005993	chr17(.):80704939-80906062	0.2765
NM_153357	chr17(.):6939948-6952242	0.1891
NM_201433	chr17(.):9808925-10106868	0.2362
NM_201432	chr17(.):9808925-9945064	0.3471
NM_001130831	chr17(.):9808925-9934623	0.3555
NM_020405	chr17(.):37214555-37312902	0.1368
NM_183232	chr17(.):37916198-38025441	0.457
NM_001130020	chr17(.):40605861-40679597	0.3019
NM_000342	chr17(.):42320757-42350502	0.3276
NM_003954	chr17(.):43335487-43399414	0.7115
NM_001193466	chr17(.):44102281-44275166	0.2729
NM_015443	chr17(.):44102281-44275272	0.2729
NM_001193465	chr17(.):44102281-44307740	0.2501
NM_030802	chr17(.):47782686-47846518	1.368
NM_018469	chr17(.):62219794-62345653	0.1375
NM_181449	chr17(.):72601021-72624897	0.1331
NM_052916	chr17(.):74133533-74241390	0.2335
NM_005206	chr17(.):1320457-1364544	0.4959
NM_033375	chr17(.):1362479-1399972	0.9924
NR_028514	chr17(.):1415212-1426390	1.3243
NM_001080779	chr17(.):1362479-1401001	0.9703
NM_001135642	chr17(.):1392870-1425182	0.7749
NM_001080950	chr17(.):1362479-1394051	0.9676
NM_182538	chr17(.):4332218-4396499	0.0779
NM_001004333	chr17(.):6910797-6922851	1.8764
NM_001142799	chr17(.):6913072-6925839	2.0596
NM_201566	chr17(.):6934393-6948440	0.4115
NR_029712	chr17(.):6915933-6926020	2.2817
NM_181844	chr17(.):6921368-6937961	0.4525
NM_000697	chr17(.):6894383-6919055	0.7825
NR_030178	chr17(.):6916229-6926341	2.2324
NM_012452	chr17(.):16837397-16880402	0.1266
NR_000010	chr17(.):27044599-27054671	4.0489
NR_000009	chr17(.):27045698-27055772	4.9054
NM_031934	chr17(.):27036298-27049908	2.8058
NM_001142625	chr17(.):27036298-27050286	2.7493
NM_000984	chr17(.):27041999-27056374	4.2036
NM_138463	chr17(.):27046365-27058230	4.4295
NR_000014	chr17(.):27045446-27055509	4.5693
NR_000013	chr17(.):27042567-27052634	3.0269
NM_004295	chr17(.):27066022-27082976	2.0691
NM_152465	chr17(.):27025533-27043872	0.6859
NR_024579	chr17(.):27036298-27050251	2.7555
NM_001160407	chr17(.):27046365-27058949	4.1918
NM_178170	chr17(.):27050831-27074784	3.6697
NM_206832	chr17(.):28638365-28666065	0.1605
NM_001304	chr17(.):28700983-28800699	0.2018
NM_002983	chr17(.):34410602-34422506	3.3861
NM_002988	chr17(.):34386642-34403841	0.1179
NM_002984	chr17(.):34426219-34438014	0.4754
NM_001165923	chr17(.):36041433-36110096	0.258
NM_001130677	chr17(.):36822958-36836187	0.6467
NM_005937	chr17(.):36856872-36891056	1.2853
NM_007144	chr17(.):36885149-36909558	0.6407
NM_002795	chr17(.):36904001-36925478	0.5949
NM_001136498	chr17(.):36881509-36896858	0.3178
NM_199247	chr17(.):37328388-37358901	0.605
NM_000723	chr17(.):37324708-37358901	0.5583
NM_001143968	chr17(.):37308146-37327414	0.2937
NM_000981	chr17(.):37351535-37365980	1.2959
NM_198993	chr17(.):37361788-37387040	0.318
NM_005310	chr17(.):37889186-37908538	0.1496
NM_001030002	chr17(.):37889589-37908538	0.1527
NM_032339	chr17(.):37880408-37891788	0.4101
NM_018530	chr17(.):38055847-38078793	0.1769
NM_198844	chr17(.):38019454-38039149	0.8549
NM_021724	chr17(.):38244036-38261973	1.2574
NM_001190919	chr17(.):38213445-38255120	0.4892
NM_001190918	chr17(.):38214067-38255120	0.4961
NM_014815	chr17(.):38170349-38215889	0.1485
NM_007359	chr17(.):38291506-38333431	0.3427
NM_001012241	chr17(.):38273789-38298045	0.8131
NM_001145301	chr17(.):38469472-38518895	0.7194
NM_152219	chr17(.):38511904-38525945	0.1457
NM_000964	chr17(.):38460422-38518895	0.6246
NM_001024809	chr17(.):38493270-38518895	0.3837
NM_001254	chr17(.):38439145-38464413	0.4166
NM_000422	chr17(.):39770691-39785882	0.0749
NR_033415	chr17(.):39777578-39801451	0.0832
NM_000805	chr17(.):39863612-39877221	0.1238
NM_012232	chr17(.):40549466-40580338	0.2193
NM_024927	chr17(.):40814932-40834048	1.2777
NM_016437	chr17(.):40806265-40824024	0.2305
NM_003632	chr17(.):40829631-40857011	0.7658
NM_016602	chr17(.):40826419-40838845	1.9417
NM_178542	chr17(.):42248351-42269082	0.5874
NM_001076674	chr17(.):42259353-42274099	0.7496
NM_177441	chr17(.):42259573-42274099	0.7568
NM_001076684	chr17(.):42277400-42301924	1.0378
NM_001098833	chr17(.):42264172-42280529	1.048
NM_080863	chr17(.):42243073-42261451	0.3336
NM_001076683	chr17(.):42277400-42303250	0.9907
NM_014233	chr17(.):42277400-42300664	1.0869
NM_152343	chr17(.):43326759-43344479	0.1154
NM_005892	chr17(.):43294291-43329683	1.4756
NR_024434	chr17(.):43320302-43350997	0.3306
NR_024435	chr17(.):43334557-43350997	0.101
NR_034172	chr17(.):44265938-44279089	2.2921
NM_014897	chr17(.):47361567-47444835	0.5236
NM_001145365	chr17(.):47361567-47444476	0.5249
NM_002634	chr17(.):47476419-47497242	0.4061
NM_005827	chr17(.):47773689-47790282	0.7441
NM_001199155	chr17(.):47860980-47911458	0.5581
NM_032595	chr17(.):48206100-48232877	0.9452
NM_174920	chr17(.):48185034-48212167	0.438
NM_000023	chr17(.):48238365-48258293	0.6623
NM_000088	chr17(.):48256456-48284000	0.2483
NR_024193	chr17(.):48243788-48254837	0.8019
NM_000250	chr17(.):56342216-56363296	0.0556
NM_004758	chr17(.):56373593-56411152	0.5029
NM_003168	chr17(.):56417538-56434563	0.9285
NR_029683	chr17(.):56403592-56413679	2.6309
NM_001003786	chr17(.):61775191-61824330	0.5746
NM_030576	chr17(.):61768248-61782519	1.532
NM_001115152	chr17(.):72571110-72593370	0.1295
NM_175738	chr17(.):72662255-72748474	0.2585
NM_032134	chr17(.):74265129-74308761	0.1929
NM_182565	chr17(.):74256285-74272379	1.2834
NM_024702	chr17(.):80782309-80802931	0.0562
NM_000633	chr18(.):60785578-60991613	0.7597
NM_015295	chr18(.):2650885-2810015	0.2323
NM_022068	chr18(.):10665243-11153761	0.1198
NM_001130110	chr18(.):42255137-42462379	0.418
NM_015559	chr18(.):42255862-42653475	0.256
NM_001080467	chr18(.):47344155-47726451	0.217
NM_003199	chr18(.):52884561-53260860	0.192
NM_032649	chr18(.):72196691-72257261	0.7539
NM_001025101	chr18(.):74685788-74849774	0.6478
NM_002385	chr18(.):74685788-74734055	0.1302
NM_001025100	chr18(.):74719738-74849774	0.7843
NR_033754	chr18(.):2647721-2658231	2.2692
NM_021074	chr18(.):9097627-9139343	0.7423
NM_001100619	chr18(.):20710726-20845434	0.4904
NR_023359	chr18(.):20709527-20845434	0.487
NM_138375	chr18(.):20730788-20845434	0.4093
NR_036204	chr18(.):47647868-47657933	0.4112
NM_016626	chr18(.):48695919-48729051	0.7211
NM_033280	chr18(.):56802124-56831063	0.9612
NM_002035	chr18(.):60989970-61039506	0.1882
NM_000657	chr18(.):60980186-60991613	2.6518
NM_001168499	chr18(.):72161822-72195689	0.7451
NM_018235	chr18(.):72158499-72195689	0.6857
NM_001044369	chr18(.):72097962-72129503	0.0479
NM_175907	chr18(.):72904277-72926281	1.2712
NM_005786	chr18(.):72917730-73006901	0.3714
NM_001039846	chr19(.):2091867-2104583	0.4961
NM_003331	chr19(.):10456203-10496248	0.2475
NM_001164605	chr19(.):35640844-35665788	0.187
NM_014164	chr19(.):35640624-35665788	0.186
NR_028406	chr19(.):35640671-35665788	0.1862
NM_001079881	chr19(.):47172572-47225384	0.4975
NM_001079882	chr19(.):47172572-47222577	0.4792
NM_032551	chr19(.):912341-926015	3.1889
NM_015318	chr19(.):7454998-7542371	0.1051
NM_024038	chr19(.):12836453-12850529	0.9217
NM_014975	chr19(.):12944258-12990766	0.2306
NM_052876	chr19(.):13224108-13256959	0.3072
NM_032855	chr19(.):16239837-16274377	0.8932
NM_021235	chr19(.):16467407-16587762	0.6315
NM_006387	chr19(.):16623699-16658263	0.2312
NM_015073	chr19(.):38392867-38704008	0.2015
NM_001398	chr19(.):39301061-39327497	0.2097
NM_003890	chr19(.):40348962-40445533	0.1359
NR_004401	chr19(.):49136295-49190502	0.4153
NM_006184	chr19(.):49398306-49431540	0.1281
NM_138774	chr19(.):891502-918225	1.0396
NM_005481	chr19(.):862961-898218	0.3441
NM_005224	chr19(.):921036-977803	0.5223
NM_017572	chr19(.):2032469-2056243	1.5234
NM_130807	chr19(.):2066034-2101269	1.0002
NM_001252	chr19(.):6580849-6596163	1.3321
NM_007065	chr19(.):10496808-10519271	0.6607
NM_001111307	chr19(.):10526332-10585307	0.6571
NM_001111309	chr19(.):10538110-10585307	0.2118
NM_001111308	chr19(.):10536520-10585307	0.2373
NR_031592	chr19(.):10509133-10519214	1.2902
NM_006202	chr19(.):10558632-10585307	0.0727
NM_001195800	chr19(.):11195037-11249505	0.4918
NM_001080997	chr19(.):12931296-12946207	0.1136
NM_013312	chr19(.):12868816-12891434	0.3961
NM_004317	chr19(.):12843305-12864137	0.6496
NM_181738	chr19(.):12906426-12917694	0.8171
NM_017682	chr19(.):12858406-12874271	0.1185
NM_002229	chr19(.):12897309-12909125	3.5924
NM_031429	chr19(.):12931295-12951230	0.3737
NM_006397	chr19(.):12912427-12929462	0.389
NM_017722	chr19(.):13210713-13232463	0.9496
NM_001136035	chr19(.):13210713-13232563	0.946
NM_005583	chr19(.):13204843-13218974	1.1974
NM_003765	chr19(.):13250223-13265987	1.4578
NM_004907	chr19(.):13256281-13270718	1.718
NM_005370	chr19(.):16217489-16249445	0.8047
NM_001145160	chr19(.):16173316-16218813	0.6637
NR_024335	chr19(.):16139522-16157918	0.0673
NR_024336	chr19(.):16140288-16157918	0.0644
NM_003290	chr19(.):16182134-16218813	0.6583
NM_054113	chr19(.):16267178-16289286	0.3797
NM_014077	chr19(.):16291234-16307857	0.3531
NM_016270	chr19(.):16430650-16443339	0.6408
NM_024881	chr19(.):16655647-16688193	0.2961
NM_004831	chr19(.):16680717-16744015	1.2575
NM_015925	chr19(.):35734558-35763867	0.6138
NM_152481	chr19(.):35710703-35724628	0.104
NM_144987	chr19(.):36228427-36241336	1.5643
NM_019104	chr19(.):36234511-36250420	0.8492
NM_144617	chr19(.):36240469-36252930	0.3953
NM_052948	chr19(.):36261416-36284724	0.0978
NM_024660	chr19(.):36225150-36238351	1.4079
NM_014727	chr19(.):36203920-36234779	0.6447
