REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04.bam	36_0EXO_0229Kronos_MM1S-No-Treatment-2_Input_hs_i78.bam
1_MACS_peak_27254_lociStitched	chr8	8859718	8861758	1	2041	1437.588	469.60799999999995
1_MACS_peak_29571_lociStitched	chr9	131101828	131103868	1	2041	1451.664	388.212
1_MACS_peak_142_lociStitched	chr1	10489810	10491849	1	2040	2166.8453	398.4206
1_MACS_peak_3998_lociStitched	chr10	101491056	101493095	1	2040	3777.6553	442.0552
1_MACS_peak_4588_lociStitched	chr11	14520414	14522453	1	2040	2565.8776	414.1209
1_MACS_peak_5133_lociStitched	chr11	66444505	66446544	1	2040	3168.8099	411.47020000000003
1_MACS_peak_7112_lociStitched	chr12	105500737	105502776	1	2040	2423.1476	354.98990000000003
1_MACS_peak_14622_lociStitched	chr2	29092221	29094260	1	2040	2858.678	583.7657
1_MACS_peak_19896_lociStitched	chr3	129117194	129119233	1	2040	2575.8687	383.53589999999997
1_MACS_peak_20338_lociStitched	chr3	176849149	176851188	1	2040	1526.5993	485.0781
1_MACS_peak_22599_lociStitched	chr5	68762658	68764697	1	2040	1250.9265	313.3943
1_MACS_peak_23970_lociStitched	chr6	18359124	18361163	1	2040	1381.4225	396.99330000000003
1_MACS_peak_28867_lociStitched	chr9	68725447	68727486	1	2040	4469.8958	816.0078
1_MACS_peak_5862_lociStitched	chr11	130521664	130523702	1	2039	2578.6814000000004	426.1458
1_MACS_peak_12314_lociStitched	chr17	74067356	74069394	1	2039	3994.2762	462.21840000000003
1_MACS_peak_15864_lociStitched	chr2	153467838	153469876	1	2039	1477.7538	421.2546
1_MACS_peak_16810_lociStitched	chr20	3800277	3802315	1	2039	5109.062199999999	430.22180000000003
1_MACS_peak_19864_lociStitched	chr3	127935922	127937960	1	2039	1791.6058	352.7778
1_MACS_peak_21360_lociStitched	chr4	87828470	87830508	1	2039	1091.1452	289.1922
1_MACS_peak_25378_lociStitched	chr6	150283898	150285936	1	2039	1807.5022000000001	233.7586
1_MACS_peak_30591_lociStitched	chrX	135228367	135230405	1	2039	2332.6948	131.0434
1_MACS_peak_3427_lociStitched	chr10	45903835	45905872	1	2038	1430.5851	283.7541
1_MACS_peak_8889_lociStitched	chr15	23642366	23644403	1	2038	1258.866	332.031
1_MACS_peak_12279_lociStitched	chr17	73245254	73247291	1	2038	2255.7738	324.29040000000003
1_MACS_peak_18588_lociStitched	chr22	46816274	46818311	1	2038	2277.5697	262.5693
1_MACS_peak_22037_lociStitched	chr4	185746092	185748129	1	2038	1487.01	312.0684
1_MACS_peak_23953_lociStitched	chr6	16472697	16474734	1	2038	1548.1200000000001	241.5882
1_MACS_peak_27084_lociStitched	chr7	148637268	148639305	1	2038	6320.6073	669.9693000000001
1_MACS_peak_3285_lociStitched	chr10	27388317	27390353	1	2037	2143.5008	395.1876
1_MACS_peak_3375_lociStitched	chr10	38298845	38300881	1	2037	3542.8436	387.2472
1_MACS_peak_10115_lociStitched	chr16	3450142	3452178	1	2037	2306.5844	395.79839999999996
1_MACS_peak_22410_lociStitched	chr5	52095080	52097116	1	2037	2546.6288	498.82
1_MACS_peak_28997_lociStitched	chr9	86535175	86537211	1	2037	2818.0276000000003	379.5104
1_MACS_peak_29176_lociStitched	chr9	99774689	99776725	1	2037	2668.178	366.47999999999996
1_MACS_peak_3079_lociStitched	chr10	7087547	7089582	1	2036	1729.343	311.762
1_MACS_peak_4738_lociStitched	chr11	34021689	34023724	1	2036	1941.797	441.7985
1_MACS_peak_5573_lociStitched	chr11	111064925	111066960	1	2036	1723.238	343.30449999999996
1_MACS_peak_11672_lociStitched	chr17	37557071	37559106	1	2036	2163.205	270.45149999999995
1_MACS_peak_16861_lociStitched	chr20	5750561	5752596	1	2036	2210.417	540.496
1_MACS_peak_19084_lociStitched	chr3	44379036	44381071	1	2036	4883.7965	473.341
1_MACS_peak_19609_lociStitched	chr3	101866694	101868729	1	2036	1910.4579999999999	426.7395
1_MACS_peak_23972_lociStitched	chr6	18544827	18546862	1	2036	1072.6485	276.353
1_MACS_peak_287_lociStitched	chr1	21660043	21662077	1	2035	3146.8014	446.463
1_MACS_peak_2700_lociStitched	chr1	224564413	224566447	1	2035	1497.4307999999999	534.942
1_MACS_peak_11060_lociStitched	chr17	899396	901430	1	2035	3840.8022	443.61539999999997
1_MACS_peak_14921_lociStitched	chr2	55745749	55747783	1	2035	1880.6363999999999	340.2882
1_MACS_peak_15095_lociStitched	chr2	70055860	70057894	1	2035	2759.7312	382.7988
1_MACS_peak_18897_lociStitched	chr3	24178302	24180336	1	2035	1493.1594	402.3252
1_MACS_peak_19065_lociStitched	chr3	42844768	42846802	1	2035	2304.7254	409.4442
1_MACS_peak_19202_lociStitched	chr3	48672008	48674042	1	2035	1356.8814	546.129
1_MACS_peak_20883_lociStitched	chr4	19136861	19138895	1	2035	1747.6127999999999	364.2894
1_MACS_peak_28803_lociStitched	chr9	37799799	37801833	1	2035	1923.9605999999999	391.95180000000005
1_MACS_peak_30313_lociStitched	chrX	72782154	72784188	1	2035	2822.7852	274.59000000000003
1_MACS_peak_7923_lociStitched	chr13	98199633	98201666	1	2034	1154.5407	298.0378
1_MACS_peak_9740_lociStitched	chr15	83618407	83620440	1	2034	1281.1966	296.2081
1_MACS_peak_11876_lociStitched	chr17	45684006	45686039	1	2034	1542.4371	333.41200000000003
1_MACS_peak_13492_lociStitched	chr19	12074900	12076933	1	2034	2918.5748	471.24940000000004
1_MACS_peak_13845_lociStitched	chr19	36704790	36706823	1	2034	2733.9784	474.70550000000003
1_MACS_peak_15992_lociStitched	chr2	170440367	170442400	1	2034	7073.6202	453.9689
1_MACS_peak_20326_lociStitched	chr3	175396318	175398351	1	2034	1180.3598	381.7974
1_MACS_peak_20579_lociStitched	chr3	194303765	194305798	1	2034	5047.5324	825.1947
2_MACS_peak_24683_lociStitched	chr6	80856153	80858186	2	2025	981.939	299.8675
1_MACS_peak_28406_lociStitched	chr8	143807877	143809910	1	2034	1788.4301	354.1486
1_MACS_peak_29489_lociStitched	chr9	127951068	127953101	1	2034	2974.0757000000003	283.8068
1_MACS_peak_150_lociStitched	chr1	11071729	11073761	1	2033	5885.8912	437.2864
1_MACS_peak_2736_lociStitched	chr1	226373182	226375214	1	2033	3908.9584	534.8224
1_MACS_peak_4328_lociStitched	chr10	131933862	131935894	1	2033	1865.9856	345.44
1_MACS_peak_6502_lociStitched	chr12	50082098	50084130	1	2033	1642.0592000000001	475.89439999999996
1_MACS_peak_7440_lociStitched	chr12	130014238	130016270	1	2033	1454.5056	211.53119999999998
1_MACS_peak_9542_lociStitched	chr15	72409378	72411410	1	2033	2839.1104	513.2832
1_MACS_peak_12119_lociStitched	chr17	61522624	61524656	1	2033	2316.48	303.5808
1_MACS_peak_12865_lociStitched	chr18	44496373	44498405	1	2033	2137.2576	320.64959999999996
1_MACS_peak_16249_lociStitched	chr2	197790565	197792597	1	2033	2305.7104	409.2448
1_MACS_peak_17509_lociStitched	chr20	55549325	55551357	1	2033	1496.9744	391.7696
1_MACS_peak_17703_lociStitched	chr21	27761880	27763912	1	2033	1377.8992	417.3728
1_MACS_peak_21084_lociStitched	chr4	55180870	55182902	1	2033	1567.0784	391.56640000000004
1_MACS_peak_28526_lociStitched	chr9	3808900	3810932	1	2033	1519.5296	372.872
1_MACS_peak_29403_lociStitched	chr9	119448446	119450478	1	2033	1793.8496	403.5552
1_MACS_peak_520_lociStitched	chr1	32687137	32689168	1	2032	3372.2724000000003	513.0305999999999
1_MACS_peak_3551_lociStitched	chr10	64216172	64218203	1	2032	2493.8649	517.905
1_MACS_peak_4230_lociStitched	chr10	121484385	121486416	1	2032	1504.1586	318.0546
1_MACS_peak_4515_lociStitched	chr11	9621527	9623558	1	2032	2587.9002	369.0327
1_MACS_peak_6243_lociStitched	chr12	27059115	27061146	1	2032	1167.8249999999998	334.9119
1_MACS_peak_9627_lociStitched	chr15	76602610	76604641	1	2032	2788.1568	388.73339999999996
1_MACS_peak_9748_lociStitched	chr15	84651974	84654005	1	2032	1637.7984	413.3085
1_MACS_peak_23394_lociStitched	chr5	151980886	151982917	1	2032	2006.2218	430.9782
1_MACS_peak_26020_lociStitched	chr7	44529238	44531269	1	2032	5047.441199999999	615.1899
1_MACS_peak_27120_lociStitched	chr7	150638626	150640657	1	2032	1856.7402	515.4678
1_MACS_peak_29501_lociStitched	chr9	128468343	128470374	1	2032	2614.9125000000004	369.8451
1_MACS_peak_29667_lociStitched	chr9	135905025	135907056	1	2032	2785.3134	464.8959
1_MACS_peak_4168_lociStitched	chr10	114205812	114207842	1	2031	3126.2000000000003	429.751
1_MACS_peak_5488_lociStitched	chr11	100575412	100577442	1	2031	1499.1550000000002	358.498
1_MACS_peak_5935_lociStitched	chr12	2920950	2922980	1	2031	3674.909	498.771
1_MACS_peak_11062_lociStitched	chr17	1000718	1002748	1	2031	2784.348	398.08299999999997
1_MACS_peak_16880_lociStitched	chr20	8136373	8138403	1	2031	1429.729	375.55
1_MACS_peak_16930_lociStitched	chr20	12629264	12631294	1	2031	1215.361	322.97299999999996
1_MACS_peak_18260_lociStitched	chr22	31794733	31796763	1	2031	3117.674	464.26099999999997
2_MACS_peak_18722_lociStitched	chr3	8274919	8276949	2	2025	1065.344	244.209
1_MACS_peak_19959_lociStitched	chr3	134535203	134537233	1	2031	1293.516	322.364
1_MACS_peak_22814_lociStitched	chr5	94037514	94039544	1	2031	1144.108	312.011
1_MACS_peak_24860_lociStitched	chr6	100015180	100017210	1	2031	2683.4570000000003	364.99399999999997
1_MACS_peak_24907_lociStitched	chr6	107076262	107078292	1	2031	3308.4939999999997	543.634
1_MACS_peak_7194_lociStitched	chr12	110486085	110488114	1	2030	2841.8174000000004	237.5959
1_MACS_peak_8336_lociStitched	chr14	56046264	56048293	1	2030	1465.5467	261.3352
1_MACS_peak_13781_lociStitched	chr19	33164992	33167021	1	2030	1715.3166	274.1179
1_MACS_peak_14542_lociStitched	chr2	25735939	25737968	1	2030	1642.4755	288.9296
1_MACS_peak_22817_lociStitched	chr5	94889760	94891789	1	2030	3394.3141	691.0774
1_MACS_peak_25515_lociStitched	chr6	166832070	166834099	1	2030	1753.2589	384.6984
1_MACS_peak_26010_lociStitched	chr7	43965018	43967047	1	2030	3596.6054	580.0911
1_MACS_peak_2782_lociStitched	chr1	229406042	229408070	1	2029	2524.2516	525.8603999999999
1_MACS_peak_3449_lociStitched	chr10	49513854	49515882	1	2029	2369.3124	239.9124
1_MACS_peak_5934_lociStitched	chr12	2903458	2905486	1	2029	1210.5131999999999	174.61079999999998
1_MACS_peak_7716_lociStitched	chr13	48859948	48861976	1	2029	1608.2040000000002	205.63920000000002
1_MACS_peak_8412_lociStitched	chr14	65345983	65348011	1	2029	1664.3796	134.4564
1_MACS_peak_14300_lociStitched	chr19	59030013	59032041	1	2029	2559.9444	349.22159999999997
1_MACS_peak_14313_lociStitched	chr2	726035	728063	1	2029	1486.1184	427.2996
1_MACS_peak_16934_lociStitched	chr20	13227222	13229250	1	2029	1535.3988	352.6692
1_MACS_peak_19399_lociStitched	chr3	64844593	64846621	1	2029	1042.5948	351.0468
1_MACS_peak_24571_lociStitched	chr6	56707396	56709424	1	2029	2113.5816	404.3832
1_MACS_peak_24733_lociStitched	chr6	87710657	87712685	1	2029	1562.5739999999998	262.2204
1_MACS_peak_28585_lociStitched	chr9	8916861	8918889	1	2029	1626.8616	437.034
1_MACS_peak_29703_lociStitched	chr9	139303928	139305956	1	2029	2460.978	433.992
1_MACS_peak_2073_lociStitched	chr1	174783579	174785606	1	2028	1656.2617	487.69620000000003
1_MACS_peak_4254_lociStitched	chr10	124767310	124769337	1	2028	3315.7666	400.1298
1_MACS_peak_9040_lociStitched	chr15	38411260	38413287	1	2028	2851.7863	459.52090000000004
2_MACS_peak_10266_lociStitched	chr16	15247669	15249696	2	2009	1281.2667	260.2668
1_MACS_peak_11264_lociStitched	chr17	8338460	8340487	1	2028	3533.2637	372.5626
1_MACS_peak_12434_lociStitched	chr17	78387978	78390005	1	2028	2515.507	466.8181
1_MACS_peak_17111_lociStitched	chr20	32272388	32274415	1	2028	1886.1235	304.86080000000004
1_MACS_peak_26527_lociStitched	chr7	100047346	100049373	1	2028	4380.5497	425.0619
1_MACS_peak_26713_lociStitched	chr7	112699515	112701542	1	2028	1487.4126	505.3311
1_MACS_peak_27341_lociStitched	chr8	17553688	17555715	1	2028	2353.5497	485.6692
1_MACS_peak_27827_lociStitched	chr8	70649696	70651723	1	2028	1739.7740999999999	358.779
1_MACS_peak_27848_lociStitched	chr8	72008991	72011018	1	2028	2644.6268999999998	502.49330000000003
1_MACS_peak_29242_lociStitched	chr9	104295039	104297066	1	2028	4831.9626	542.0198
1_MACS_peak_180_lociStitched	chr1	12494950	12496976	1	2027	1641.6678	389.5998
1_MACS_peak_193_lociStitched	chr1	14293424	14295450	1	2027	1566.098	286.4764
1_MACS_peak_2578_lociStitched	chr1	212359288	212361314	1	2027	2022.3532	519.669
1_MACS_peak_3321_lociStitched	chr10	31071284	31073310	1	2027	1866.1486	337.53159999999997
2_MACS_peak_8733_lociStitched	chr14	98762888	98764914	2	1617	875.232	127.4354
2_MACS_peak_10368_lociStitched	chr16	23159495	23161521	2	2014	1241.9379999999999	223.0626
1_MACS_peak_11339_lociStitched	chr17	17654696	17656722	1	2027	1778.6254000000001	400.9454
2_MACS_peak_12526_lociStitched	chr17	81057865	81059891	2	1777	987.2698	219.61839999999998
1_MACS_peak_19185_lociStitched	chr3	47843756	47845782	1	2027	2645.7534	401.55319999999995
1_MACS_peak_20970_lociStitched	chr4	37827229	37829255	1	2027	2191.9294	346.446
1_MACS_peak_22920_lociStitched	chr5	112204740	112206766	1	2027	1627.891	440.655
1_MACS_peak_28318_lociStitched	chr8	132200013	132202039	1	2027	1187.6412	377.2412
1_MACS_peak_29570_lociStitched	chr9	131083999	131086025	1	2027	3722.7749999999996	784.8724000000001
1_MACS_peak_5349_lociStitched	chr11	78651293	78653318	1	2026	1689.66	362.6775
1_MACS_peak_9155_lociStitched	chr15	44240208	44242233	1	2026	2003.1299999999999	432.135
2_MACS_peak_14546_lociStitched	chr2	25895264	25897289	2	1956	1957.77	323.19
1_MACS_peak_18740_lociStitched	chr3	9790720	9792745	1	2026	2126.0475	450.5625
1_MACS_peak_23866_lociStitched	chr6	11232229	11234254	1	2026	2156.0175	372.8025
1_MACS_peak_27264_lociStitched	chr8	10367217	10369242	1	2026	2404.485	354.375
1_MACS_peak_28881_lociStitched	chr9	69942118	69944143	1	2026	1589.22	348.705
1_MACS_peak_29564_lociStitched	chr9	130921518	130923543	1	2026	1925.5725	227.0025
1_MACS_peak_1661_lociStitched	chr1	151735032	151737056	1	2025	3418.1312000000003	669.9440000000001
1_MACS_peak_2697_lociStitched	chr1	224356143	224358167	1	2025	1195.7792	490.0104
1_MACS_peak_6988_lociStitched	chr12	94798684	94800708	1	2025	2071.5640000000003	481.3072
1_MACS_peak_9265_lociStitched	chr15	51913939	51915963	1	2025	2113.8656	390.83439999999996
2_MACS_peak_10023_lociStitched	chr16	837441	839465	2	1909	1456.268	239.6416
1_MACS_peak_10178_lociStitched	chr16	10422508	10424532	1	2025	1449.5888	202.1976
1_MACS_peak_11371_lociStitched	chr17	18906898	18908922	1	2025	1914.2992	240.4512
1_MACS_peak_11831_lociStitched	chr17	43023890	43025914	1	2025	2497.2112	514.5007999999999
1_MACS_peak_13687_lociStitched	chr19	18653504	18655528	1	2025	1687.6112	300.3616
1_MACS_peak_16374_lociStitched	chr2	205409516	205411540	1	2025	3325.6344	338.41279999999995
1_MACS_peak_17002_lociStitched	chr20	21282969	21284993	1	2025	3002.4016	424.6352
1_MACS_peak_19685_lociStitched	chr3	112232268	112234292	1	2025	1939.1943999999999	487.37919999999997
1_MACS_peak_20094_lociStitched	chr3	151607515	151609539	1	2025	1318.8383999999999	353.7952
1_MACS_peak_676_lociStitched	chr1	41156743	41158766	1	2024	6296.1829	572.9136
1_MACS_peak_1336_lociStitched	chr1	110447974	110449997	1	2024	1990.2274	261.5739
1_MACS_peak_5438_lociStitched	chr11	92929756	92931779	1	2024	3895.4888	431.10130000000004
1_MACS_peak_6848_lociStitched	chr12	78851120	78853143	1	2024	1459.7968	351.7997
1_MACS_peak_9053_lociStitched	chr15	38987695	38989718	1	2024	2533.4029	436.968
1_MACS_peak_9625_lociStitched	chr15	76195205	76197228	1	2024	2540.6857	437.57489999999996
1_MACS_peak_9992_lociStitched	chr16	102523	104546	1	2024	3303.9636	561.7871
1_MACS_peak_11492_lociStitched	chr17	28087184	28089207	1	2024	2138.1086999999998	501.0971
1_MACS_peak_12904_lociStitched	chr18	47667813	47669836	1	2024	1272.6693	380.72860000000003
1_MACS_peak_17019_lociStitched	chr20	23981956	23983979	1	2024	2342.8363	367.5791
1_MACS_peak_19666_lociStitched	chr3	111756863	111758886	1	2024	1250.0117	342.0893
1_MACS_peak_22147_lociStitched	chr5	1632994	1635017	1	2024	2176.9503	227.5875
1_MACS_peak_29890_lociStitched	chrX	14046784	14048807	1	2024	2385.117	257.7302
2_MACS_peak_10001_lociStitched	chr16	430844	432866	2	1808	1465.5456	167.62380000000002
1_MACS_peak_11817_lociStitched	chr17	42356345	42358367	1	2023	2177.8961999999997	397.5252
1_MACS_peak_13543_lociStitched	chr19	13277731	13279753	1	2023	1335.531	234.1476
1_MACS_peak_16901_lociStitched	chr20	9595911	9597933	1	2023	2313.5724	529.764
1_MACS_peak_29658_lociStitched	chr9	135229172	135231194	1	2023	2502.0228	363.3534
1_MACS_peak_29919_lociStitched	chrX	17079605	17081627	1	2023	1143.8454	321.498
1_MACS_peak_30501_lociStitched	chrX	119737014	119739036	1	2023	2708.0645999999997	418.554
1_MACS_peak_4090_lociStitched	chr10	105517020	105519041	1	2022	1639.8394	422.99530000000004
1_MACS_peak_14453_lociStitched	chr2	17141007	17143028	1	2022	1697.8420999999998	297.087
2_MACS_peak_18592_lociStitched	chr22	46972090	46974111	2	1383	706.7437	118.6327
1_MACS_peak_21541_lociStitched	chr4	110353951	110355972	1	2022	1794.8501	300.1185
1_MACS_peak_24852_lociStitched	chr6	99394253	99396274	1	2022	3338.4899	324.57259999999997
1_MACS_peak_1685_lociStitched	chr1	153315499	153317519	1	2021	1353.602	391.476
1_MACS_peak_3150_lociStitched	chr10	14450136	14452156	1	2021	1320.07	232.704
1_MACS_peak_3945_lociStitched	chr10	97848921	97850941	1	2021	5264.726000000001	456.722
1_MACS_peak_8322_lociStitched	chr14	55093751	55095771	1	2021	1748.916	229.876
1_MACS_peak_14970_lociStitched	chr2	62265659	62267679	1	2021	2331.686	416.928
1_MACS_peak_17230_lociStitched	chr20	37062311	37064331	1	2021	3758.21	475.104
1_MACS_peak_17584_lociStitched	chr20	61516817	61518837	1	2021	1319.666	247.854
1_MACS_peak_22269_lociStitched	chr5	27252109	27254129	1	2021	1533.382	479.548
1_MACS_peak_22740_lociStitched	chr5	82372223	82374243	1	2021	2771.0359999999996	500.96
1_MACS_peak_29592_lociStitched	chr9	131708959	131710979	1	2021	2568.632	451.874
1_MACS_peak_1776_lociStitched	chr1	155579138	155581157	1	2020	2598.0492	935.8065
1_MACS_peak_3178_lociStitched	chr10	15295667	15297686	1	2020	1674.9624000000001	325.6647
1_MACS_peak_8458_lociStitched	chr14	69820458	69822477	1	2020	1733.3115	188.1708
1_MACS_peak_10674_lociStitched	chr16	57332683	57334702	1	2020	2263.9047	630.9375
1_MACS_peak_13728_lociStitched	chr19	20846755	20848774	1	2020	2202.3251999999998	246.31799999999998
1_MACS_peak_16135_lociStitched	chr2	183988375	183990394	1	2020	3653.9862000000003	587.529
1_MACS_peak_20962_lociStitched	chr4	36244856	36246875	1	2020	2221.7076	330.10650000000004
1_MACS_peak_22318_lociStitched	chr5	35851602	35853621	1	2020	1309.9272	302.2443
1_MACS_peak_23165_lociStitched	chr5	137332874	137334893	1	2020	1646.2926	378.9663
1_MACS_peak_25787_lociStitched	chr7	23412052	23414071	1	2020	1512.6348	342.6243
1_MACS_peak_27659_lociStitched	chr8	48920034	48922053	1	2020	3674.3781000000004	300.02340000000004
1_MACS_peak_30140_lociStitched	chrX	48594960	48596979	1	2020	1801.9575	251.76930000000002
1_MACS_peak_2760_lociStitched	chr1	227750421	227752439	1	2019	3917.7452	684.5056
1_MACS_peak_4491_lociStitched	chr11	8614905	8616923	1	2019	2523.7108	392.0974
1_MACS_peak_6400_lociStitched	chr12	44228961	44230979	1	2019	3653.3872	378.1732
1_MACS_peak_9217_lociStitched	chr15	47475851	47477869	1	2019	2003.874	229.4466
1_MACS_peak_9235_lociStitched	chr15	49461624	49463642	1	2019	3457.0358	438.1078
1_MACS_peak_12758_lociStitched	chr18	30048850	30050868	1	2019	1458.4086	260.322
1_MACS_peak_15850_lociStitched	chr2	152627250	152629268	1	2019	2483.7544	381.6038
1_MACS_peak_22985_lociStitched	chr5	121798088	121800106	1	2019	1385.1552	245.5906
1_MACS_peak_28932_lociStitched	chr9	74512774	74514792	1	2019	1315.1306	413.4882
1_MACS_peak_183_lociStitched	chr1	13824452	13826469	1	2018	1466.9641	186.1691
1_MACS_peak_2238_lociStitched	chr1	187020069	187022086	1	2018	2052.9026	551.6495
1_MACS_peak_2242_lociStitched	chr1	187238619	187240636	1	2018	2517.6194	564.7600000000001
1_MACS_peak_3381_lociStitched	chr10	42712152	42714169	1	2018	1215.0408	330.788
1_MACS_peak_3582_lociStitched	chr10	69833845	69835862	1	2018	2114.0177	386.4572
1_MACS_peak_4697_lociStitched	chr11	27937583	27939600	1	2018	1373.7787	403.40000000000003
1_MACS_peak_23656_lociStitched	chr5	177026172	177028189	1	2018	1947.2118	431.4363
1_MACS_peak_29096_lociStitched	chr9	94711156	94713173	1	2018	1709.8109	263.2185
1_MACS_peak_2294_lociStitched	chr1	197114710	197116726	1	2017	2224.8576	687.456
1_MACS_peak_2449_lociStitched	chr1	205818042	205820058	1	2017	3032.064	633.2256
1_MACS_peak_9230_lociStitched	chr15	49102118	49104134	1	2017	2782.4832	431.6256
1_MACS_peak_10166_lociStitched	chr16	9154199	9156215	1	2017	1564.2144	369.12960000000004
1_MACS_peak_12019_lociStitched	chr17	54974024	54976040	1	2017	1128.1535999999999	326.9952
1_MACS_peak_12275_lociStitched	chr17	73149551	73151567	1	2017	1552.9248	407.4336
1_MACS_peak_16958_lociStitched	chr20	17858835	17860851	1	2017	1269.6768	271.7568
1_MACS_peak_22111_lociStitched	chr5	472084	474100	1	2017	2542.176	315.9072
1_MACS_peak_26217_lociStitched	chr7	72349148	72351164	1	2017	1836.3744000000002	354.00960000000003
1_MACS_peak_9670_lociStitched	chr15	78856963	78858978	1	2016	1461.0765	353.431
1_MACS_peak_9715_lociStitched	chr15	81864950	81866965	1	2016	1574.924	442.091
1_MACS_peak_9827_lociStitched	chr15	89984181	89986196	1	2016	2123.407	425.7695
1_MACS_peak_14390_lociStitched	chr2	9788007	9790022	1	2016	1579.9615000000001	177.9245
1_MACS_peak_18290_lociStitched	chr22	35499511	35501526	1	2016	1239.628	305.47400000000005
1_MACS_peak_19620_lociStitched	chr3	105586797	105588812	1	2016	1425.6125	321.3925
1_MACS_peak_22838_lociStitched	chr5	96151402	96153417	1	2016	1876.3680000000002	672.0025
1_MACS_peak_28688_lociStitched	chr9	33000532	33002547	1	2016	3853.6875	406.4255
1_MACS_peak_1217_lociStitched	chr1	93249630	93251644	1	2015	1760.236	227.98479999999998
1_MACS_peak_3976_lociStitched	chr10	99496039	99498053	1	2015	3027.6462	587.081
1_MACS_peak_7000_lociStitched	chr12	95396427	95398441	1	2015	3355.7268	529.4806000000001
1_MACS_peak_8822_lociStitched	chr14	106237388	106239402	1	2015	1884.097	95.86640000000001
1_MACS_peak_10125_lociStitched	chr16	3766473	3768487	1	2015	4051.1609999999996	423.7456
1_MACS_peak_10565_lociStitched	chr16	46645456	46647470	1	2015	2246.2142	459.9976
1_MACS_peak_18801_lociStitched	chr3	14219077	14221091	1	2015	3631.0406	346.6094
1_MACS_peak_25321_lociStitched	chr6	143140130	143142144	1	2015	2112.8873999999996	227.1792
1_MACS_peak_30082_lociStitched	chrX	45653124	45655138	1	2015	1055.336	185.89219999999997
1_MACS_peak_30191_lociStitched	chrX	53253226	53255240	1	2015	3196.8222	303.5098
1_MACS_peak_30251_lociStitched	chrX	65145095	65147109	1	2015	2054.6828	227.7834
1_MACS_peak_2075_lociStitched	chr1	174922690	174924703	1	2014	1310.8656	479.6979
1_MACS_peak_5171_lociStitched	chr11	67249497	67251510	1	2014	2955.8892	524.3865000000001
1_MACS_peak_8649_lociStitched	chr14	92505582	92507595	1	2014	2036.3508000000002	215.5923
1_MACS_peak_18228_lociStitched	chr22	30162233	30164246	1	2014	2834.5053	606.9195
1_MACS_peak_4043_lociStitched	chr10	103927991	103930003	1	2013	1621.2695999999999	527.144
1_MACS_peak_4745_lociStitched	chr11	34459729	34461741	1	2013	2270.9444	469.802
1_MACS_peak_5593_lociStitched	chr11	111635880	111637892	1	2013	2186.038	512.8588000000001
1_MACS_peak_15161_lociStitched	chr2	74153012	74155024	1	2013	2677.1672	417.69120000000004
1_MACS_peak_19207_lociStitched	chr3	48753535	48755547	1	2013	2275.572	538.8136
1_MACS_peak_25535_lociStitched	chr6	170101327	170103339	1	2013	1957.4748	216.29
1_MACS_peak_27244_lociStitched	chr8	7922317	7924329	1	2013	3002.7088	278.8632
1_MACS_peak_2584_lociStitched	chr1	212587410	212589421	1	2012	1916.0808	701.4368
1_MACS_peak_4622_lociStitched	chr11	17228454	17230465	1	2012	4493.579500000001	350.51730000000003
1_MACS_peak_7984_lociStitched	chr13	110297590	110299601	1	2012	1403.4769	460.9212
1_MACS_peak_9242_lociStitched	chr15	49912381	49914392	1	2012	1984.0526	372.23609999999996
1_MACS_peak_11535_lociStitched	chr17	30667857	30669868	1	2012	2206.2681	464.3399
1_MACS_peak_12278_lociStitched	chr17	73200689	73202700	1	2012	5435.5319	512.6039000000001
1_MACS_peak_14325_lociStitched	chr2	3169187	3171198	1	2012	1239.1781999999998	214.9759
1_MACS_peak_30267_lociStitched	chrX	67717815	67719826	1	2012	3383.9097	156.6569
1_MACS_peak_4186_lociStitched	chr10	116581091	116583101	1	2011	2849.3759999999997	270.74699999999996
1_MACS_peak_5899_lociStitched	chr12	73417	75427	1	2011	5581.5689999999995	791.337
1_MACS_peak_6856_lociStitched	chr12	79479807	79481817	1	2011	1618.0500000000002	363.60900000000004
1_MACS_peak_9793_lociStitched	chr15	88271357	88273367	1	2011	1212.03	330.04200000000003
1_MACS_peak_10444_lociStitched	chr16	28856719	28858729	1	2011	2110.098	448.83299999999997
1_MACS_peak_13512_lociStitched	chr19	12791402	12793412	1	2011	3615.3869999999997	435.969
1_MACS_peak_16867_lociStitched	chr20	6082531	6084541	1	2011	924.6	295.46999999999997
1_MACS_peak_18074_lociStitched	chr22	21335487	21337497	1	2011	3088.566	454.26
1_MACS_peak_20163_lociStitched	chr3	157665922	157667932	1	2011	2100.45	563.202
1_MACS_peak_20527_lociStitched	chr3	186856037	186858047	1	2011	5004.699	700.284
1_MACS_peak_28265_lociStitched	chr8	127569041	127571051	1	2011	3151.2780000000002	248.23499999999999
1_MACS_peak_5336_lociStitched	chr11	77849617	77851626	1	2010	2231.7981	470.7087
1_MACS_peak_6402_lociStitched	chr12	44414140	44416149	1	2010	1624.0756000000001	355.9948
1_MACS_peak_13140_lociStitched	chr18	75527019	75529028	1	2010	1670.4835	216.7711
1_MACS_peak_13985_lociStitched	chr19	42900285	42902294	1	2010	2243.8521	434.14489999999995
