REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isStretch
2_MACS_peak_17908_lociStitched	chr21	43638581	43658228	2	14073	39301.8588	4945.1499	325	ABCG1		ABCG1	ABCG1	0.3948	325	1
4_MACS_peak_29075_lociStitched	chr9	93847239	93866649	4	14071	23606.442	3856.767	326		LOC100129316	LOC100129316	LOC100129316	0.0683	326	1
4_MACS_peak_3428_lociStitched	chr10	45913602	45932248	4	14069	31972.2962	3119.4758	327	ALOX5		ALOX5	ALOX5	0.3935	327	1
5_MACS_peak_15702_lociStitched	chr2	129127240	129147415	5	14067	22749.33	2792.22	328			HS6ST1	HS6ST1	NONE	328	1
5_MACS_peak_19144_lociStitched	chr3	46389747	46411609	5	14054	21153.6712	4274.021	329	CCR2	CCR5,CCRL2	CCR2	CCR2	0.886	329	1
2_MACS_peak_21330_lociStitched	chr4	84130029	84144369	2	14045	29699.574	3450.204	330			COQ2	COQ2	NONE	330	1
2_MACS_peak_11683_lociStitched	chr17	37924932	37938996	2	14031	20887.8528	3019.5408	331	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.15159999999999996	331	1
2_MACS_peak_24062_lociStitched	chr6	26353896	26367964	2	14019	30568.3572	2923.3304	332	BTN3A2	BTN3A2,BTN2A2,BTN3A1	BTN3A2	BTN3A2	0.8812	332	1
2_MACS_peak_29305_lociStitched	chr9	112668723	112684520	2	14017	27461.5048	3348.964	333	PALM2,PALM2-AKAP2		PALM2	PALM2	0.1273	333	1
5_MACS_peak_12724_lociStitched	chr18	23745862	23772011	5	14012	20061.5128	4249.2125	334	PSMA8	TAF4B	PSMA8	PSMA8	0.2326	334	1
6_MACS_peak_13354_lociStitched	chr19	6765167	6791119	6	14007	16362.736	5405.8016	335	VAV1,SH2D3A	TRIP10,C3,GPR108	VAV1	GPR108	0.6081	335	1
6_MACS_peak_15105_lociStitched	chr2	70334267	70361008	6	13971	29235.9353	4693.0455	336	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	2.4763	336	1
6_MACS_peak_16199_lociStitched	chr2	192481490	192503853	6	13969	13487.1253	3871.0353	337		OBFC2A	OBFC2A	OBFC2A	0.9780000000000001	337	1
3_MACS_peak_17656_lociStitched	chr21	19151733	19167952	3	13959	20724.6382	3219.4715	338	C21orf91		C21orf91	C21orf91	0.38709999999999994	338	1
3_MACS_peak_22968_lociStitched	chr5	118657831	118678922	3	13929	20129.2504	3965.108	339	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.18919999999999998	339	1
3_MACS_peak_1674_lociStitched	chr1	152001081	152021703	3	13910	25090.7874	6159.7914	340	S100A11	S100A10,TCHHL1	S100A11	S100A11	0.8391	340	1
6_MACS_peak_18655_lociStitched	chr22	50962753	50983552	6	13904	25195.9086	3641.9049	341	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	1.1492	341	1
2_MACS_peak_18205_lociStitched	chr22	29185821	29199819	2	13899	39320.382	3136.9518	342	XBP1	HSCB,CCDC117,CHEK2	XBP1	XBP1	2.2635	342	1
2_MACS_peak_18190_lociStitched	chr22	27000022	27015779	2	13874	31799.2017	3015.8898	343	CRYBB1	CRYBA4,MIAT,MIR548J,TPST2	CRYBB1	CRYBB1	1.2147	343	1
2_MACS_peak_10729_lociStitched	chr16	66548866	66562782	2	13828	49444.9396	3257.7356	344	TK2	CKLF,CMTM1	TK2	TK2	1.1193	344	1
6_MACS_peak_13215_lociStitched	chr19	1647818	1672869	6	13810	26716.8915	5270.7304	345	TCF3	UQCR11	TCF3	UQCR11	0.32489999999999997	345	1
1_MACS_peak_18405_lociStitched	chr22	38782045	38795849	1	13805	28244.3644	2481.9592	346	LOC400927	KCNJ4	LOC400927	LOC400927	0.46019999999999994	346	1
2_MACS_peak_22292_lociStitched	chr5	32530089	32544158	2	13782	27767.9853	3089.5524	347		SUB1	SUB1	SUB1	0.7604	347	1
4_MACS_peak_1086_lociStitched	chr1	75595723	75610670	4	13772	18719.6228	2348.1737	348	LHX8		LHX8	LHX8	0.39039999999999997	348	1
1_MACS_peak_5629_lociStitched	chr11	115088747	115102514	1	13768	37066.2708	3147.1362	349	CADM1		CADM1	CADM1	0.2457	349	1
3_MACS_peak_22052_lociStitched	chr4	186252393	186276037	3	13748	20241.6284	4319.7588	350	SNX25	ANKRD37,LRP2BP	LRP2BP	ANKRD37	0.5156000000000001	350	1
3_MACS_peak_12384_lociStitched	chr17	76137292	76152685	3	13726	23572.8402	2821.5369	351	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.0620999999999998	351	1
4_MACS_peak_24208_lociStitched	chr6	31783160	31805357	4	13711	20234.7852	4099.7859	352	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52	C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	HSPA1B	0.8282999999999999	352	1
3_MACS_peak_5630_lociStitched	chr11	115123529	115137716	3	13692	24647.0751	2851.587	353	CADM1		CADM1	CADM1	0.2457	353	1
3_MACS_peak_27466_lociStitched	chr8	27934247	27951519	3	13684	21888.8056	3801.5672	354	ELP3,C8orf80		C8orf80	C8orf80	0.3597	354	1
2_MACS_peak_20570_lociStitched	chr3	193846977	193860682	2	13661	23213.529	3475.588	355	HES1		HES1	HES1	1.4051	355	1
4_MACS_peak_22777_lociStitched	chr5	88595588	88617499	4	13644	26698.5535	4248.5429	356			MEF2C	MEF2C	0.3417	356	1
5_MACS_peak_6644_lociStitched	chr12	57093589	57120054	5	13639	21989.7685	4557.273	357	NACA	HSD17B6,PTGES3,PRIM1	NACA	NACA	0.5876	357	1
3_MACS_peak_2262_lociStitched	chr1	192561261	192579424	3	13632	17273.013	4818.6439	358		RGS1,RGS13	RGS1	RGS1	1.138	358	1
4_MACS_peak_3786_lociStitched	chr10	81946283	81966211	4	13608	22972.9984	3487.4	359	ANXA11		ANXA11	ANXA11	0.30810000000000004	359	1
3_MACS_peak_16688_lociStitched	chr2	238599797	238613885	3	13606	22871.868	1730.0064	360	LRRFIP1		LRRFIP1	LRRFIP1	0.14909999999999998	360	1
1_MACS_peak_12134_lociStitched	chr17	62196753	62210354	1	13602	24409.7147	3219.3567	361	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.8231	361	1
4_MACS_peak_29559_lociStitched	chr9	130828641	130845609	4	13600	22180.5696	3363.0576	362	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	LOC389791	0.44129999999999997	362	1
3_MACS_peak_25322_lociStitched	chr6	143162913	143179987	3	13595	21397.1368	1847.4068	363	HIVEP2		HIVEP2	HIVEP2	0.2191	363	1
2_MACS_peak_13615_lociStitched	chr19	16544577	16561838	2	13585	29186.6249	3208.8199	364	EPS15L1	C19orf44,CALR3	EPS15L1	EPS15L1	0.4174	364	1
1_MACS_peak_20361_lociStitched	chr3	178228049	178241630	1	13582	31543.2306	4026.7665	365		KCNMB2	KCNMB2	KCNMB2	0.01999999999999999	365	1
2_MACS_peak_26093_lociStitched	chr7	50342892	50357960	2	13569	20619.0512	2852.3724	366	IKZF1		IKZF1	IKZF1	0.1272	366	1
4_MACS_peak_2031_lociStitched	chr1	169872969	169888713	4	13556	13900.3776	3691.968	367		SCYL3	SCYL3	SCYL3	0.17060000000000003	367	1
1_MACS_peak_406_lociStitched	chr1	27018400	27031922	1	13523	29594.2492	2770.6578	368	ARID1A		ARID1A	ARID1A	0.36129999999999995	368	1
2_MACS_peak_24202_lociStitched	chr6	31693453	31709541	2	13502	41832.0176	3621.4088	369	MSH5,DDAH2,CLIC1	LY6G6F,LY6G6D,C6orf25,C6orf26,LY6G5C,BAT5,LY6G6E,LY6G6C,C6orf27	CLIC1	CLIC1	2.3878999999999997	369	1
3_MACS_peak_17316_lociStitched	chr20	43587501	43609515	3	13483	23891.7942	4530.4812	370	STK4,TOMM34	PABPC1L	STK4	STK4	0.2627	370	1
3_MACS_peak_21053_lociStitched	chr4	48191213	48206619	3	13470	26080.8174	3030.3602	371	TEC		TXK	TXK	NONE	371	1
2_MACS_peak_23789_lociStitched	chr6	5866206	5880887	2	13463	14792.5756	2827.5606	372			NRN1	NRN1	NONE	372	1
1_MACS_peak_10661_lociStitched	chr16	56962974	56976407	1	13434	39456.7509	3296.4582	373	HERPUD1	CETP,NLRC5	HERPUD1	HERPUD1	1.7136	373	1
3_MACS_peak_2550_lociStitched	chr1	210850230	210872959	3	13421	17353.5915	5243.5803	374	KCNH1		HHAT	HHAT	NONE	374	1
3_MACS_peak_2096_lociStitched	chr1	177778266	177795538	3	13419	22913.0352	4053.7384	375			SEC16B	SEC16B	NONE	375	1
2_MACS_peak_21013_lociStitched	chr4	40301549	40319936	2	13405	25285.8024	4067.2044	376		CHRNA9	CHRNA9	NONE	NONE	376	1
6_MACS_peak_29215_lociStitched	chr9	101996416	102029428	6	13384	25930.926	5017.824	377		SEC61B,ALG2	SEC61B	ALG2	0.6651	377	1
3_MACS_peak_13431_lociStitched	chr19	10328982	10347966	3	13376	25505.004	3122.868	378	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.6673	378	1
4_MACS_peak_10245_lociStitched	chr16	14486387	14503843	4	13348	25152.3504	3067.0192	379			MIR365-1	MIR365-1	NONE	379	1
4_MACS_peak_21671_lociStitched	chr4	129578375	129597795	4	13346	18118.86	3318.878	380			PHF17	PHF17	0.22290000000000001	380	1
4_MACS_peak_22449_lociStitched	chr5	55272577	55292052	4	13344	21845.1075	3826.8375	381	IL6ST		IL6ST	IL6ST	0.24509999999999998	381	1
2_MACS_peak_15564_lociStitched	chr2	112455267	112468668	2	13337	46853.9163	3259.1232	382			ANAPC1	ANAPC1	NONE	382	1
5_MACS_peak_14111_lociStitched	chr19	48879935	48902449	5	13334	27329.7446	3818.3744	383	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	1.1257000000000001	383	1
4_MACS_peak_13234_lociStitched	chr19	2040527	2063001	4	13328	28858.8634	4584.696	384	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	1.8953000000000002	384	1
1_MACS_peak_23879_lociStitched	chr6	11826560	11839882	1	13323	47877.9358	2952.1552	385		C6orf105	C6orf105	C6orf105	0.38	385	1
5_MACS_peak_21936_lociStitched	chr4	173896382	173920859	5	13322	15697.1001	3590.7759	386	GALNTL6		GALNT7	GALNT7	NONE	386	1
1_MACS_peak_18150_lociStitched	chr22	24178929	24192243	1	13315	50008.7154	3261.93	387	DERL3	SMARCB1,SLC2A11,MIF	DERL3	DERL3	0.8118000000000001	387	1
3_MACS_peak_5641_lociStitched	chr11	115789835	115811515	3	13312	21335.288	3601.048	388			LOC283143	LOC283143	NONE	388	1
4_MACS_peak_24506_lociStitched	chr6	52157212	52173557	4	13290	21375.991	3488.023	389		IL17F,MCM3	MCM3	MCM3	0.04869999999999999	389	1
3_MACS_peak_2428_lociStitched	chr1	205197167	205218620	3	13288	20311.7004	5343.9423	390	TMCC2	DSTYK	TMCC2	TMCC2	0.402	390	1
2_MACS_peak_18167_lociStitched	chr22	24819843	24833416	2	13260	36963.3509	2405.1356	391	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.4158	391	1
2_MACS_peak_18118_lociStitched	chr22	23088053	23101968	2	13257	16807.9285	2546.445	392			MIR650	MIR650	0.5048	392	1
5_MACS_peak_12507_lociStitched	chr17	80447641	80466041	5	13236	16468	3199.76	393		NARF,FOXK2,C17orf62	FOXK2	C17orf62	0.7115	393	1
4_MACS_peak_2370_lociStitched	chr1	202580646	202599145	4	13226	18819.0327	4090.1289	394	SYT2		SYT2	SYT2	0.09630000000000002	394	1
2_MACS_peak_5668_lociStitched	chr11	117871513	117885111	2	13216	29503.5806	2440.841	395	IL10RA		IL10RA	IL10RA	0.7161	395	1
2_MACS_peak_11063_lociStitched	chr17	1010891	1027221	2	13213	18080.576	2965.528	396	ABR		ABR	ABR	0.17179999999999998	396	1
3_MACS_peak_19909_lociStitched	chr3	130557189	130574116	3	13205	22392.7283	3336.3117	397	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.0726	397	1
4_MACS_peak_5801_lociStitched	chr11	126332061	126355787	4	13204	28770.1476	3753.4532	398	KIRREL3		ST3GAL4	ST3GAL4	0.011099999999999999	398	1
2_MACS_peak_20981_lociStitched	chr4	38306918	38322531	2	13198	26926.1798	3700.281	399			KLF3	KLF3	0.2185	399	1
5_MACS_peak_28245_lociStitched	chr8	126340768	126366434	5	13184	19039.0388	3665.1048	400	NSMCE2		TRIB1	TRIB1	1.0565	400	1
4_MACS_peak_25199_lociStitched	chr6	135322915	135344117	4	13161	22062.8012	3979.6154	401	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.1974	401	1
3_MACS_peak_2853_lociStitched	chr1	234733181	234750411	3	13141	54172.843	5591.135	402	IRF2BP2	NCRNA00184	IRF2BP2	IRF2BP2	3.098	402	1
2_MACS_peak_28893_lociStitched	chr9	71251169	71269691	2	13121	19842.6186	3293.2116	403			PIP5K1B	PIP5K1B	NONE	403	1
3_MACS_peak_14575_lociStitched	chr2	27293584	27310979	3	13097	16146.039	3278.9575	404	EMILIN1,KHK,OST4	TMEM214,AGBL5,ABHD1,CGREF1,PREB	EMILIN1	EMILIN1	0.6002	404	1
4_MACS_peak_19403_lociStitched	chr3	66530557	66551551	4	13057	14532.0468	3459.8112	405	LRIG1		LRIG1	LRIG1	0.06889999999999999	405	1
3_MACS_peak_2259_lociStitched	chr1	192538204	192551705	3	13042	21115.564	4171.809	406	RGS1		RGS1	RGS1	1.138	406	1
5_MACS_peak_29649_lociStitched	chr9	134594606	134616404	5	13035	19441.6362	3553.074	407	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.1896	407	1
3_MACS_peak_4611_lociStitched	chr11	16966948	16986831	3	13030	23177.6131	4056.132	408	PLEKHA7		PLEKHA7	PLEKHA7	0.1594	408	1
2_MACS_peak_23335_lociStitched	chr5	148204759	148222481	2	13022	25190.0508	4180.6198	409	ADRB2		ADRB2	ADRB2	1.1412	409	1
3_MACS_peak_4128_lociStitched	chr10	111966752	111986551	3	12974	25784.2377	4128.0915	410	MXI1		MXI1	MXI1	0.21439999999999998	410	1
1_MACS_peak_24473_lociStitched	chr6	45671525	45684492	1	12968	23070.8864	2879.9707	411			RUNX2	RUNX2	0.1199	411	1
5_MACS_peak_29035_lociStitched	chr9	92038712	92058508	5	12965	17960.9108	3038.686	412	SEMA4D		SEMA4D	SEMA4D	0.1351	412	1
3_MACS_peak_29542_lociStitched	chr9	130531809	130551605	3	12958	30515.534	3458.3612	413	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	TOR2A	0.4448	413	1
5_MACS_peak_17812_lociStitched	chr21	36588934	36609094	5	12954	16019.136	5497.632	414			RUNX1	RUNX1	NONE	414	1
3_MACS_peak_3668_lociStitched	chr10	74077794	74097426	3	12944	31517.2128	3196.0896	415	DNAJB12	DDIT4	DNAJB12	DDIT4	0.5288999999999999	415	1
2_MACS_peak_27112_lociStitched	chr7	150100432	150115065	2	12940	38168.7172	3599.718	416	LOC728743	REPIN1,ZNF775,LOC285972,GIMAP8	LOC728743	REPIN1	2.5776000000000003	416	1
3_MACS_peak_24034_lociStitched	chr6	26020213	26034964	3	12928	23703.3819	3178.8405	417	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H4B	0.9808	417	1
3_MACS_peak_29393_lociStitched	chr9	117655099	117673287	3	12920	16443.7708	3801.292	418	TNFSF8		TNFSF8	TNFSF8	0.3298	418	1
3_MACS_peak_26960_lociStitched	chr7	136031622	136046741	3	12909	20136.9961	4218.201	419			LUZP6	LUZP6	NONE	419	1
3_MACS_peak_13243_lociStitched	chr19	2254649	2271878	3	12906	35705.3796	4236.6111	420	OAZ1,JSRP1	SF3A2,AMH,MIR4321,MIR1227,PLEKHJ1,C19orf35,LINGO3	OAZ1	MIR1227	0.8474999999999999	420	1
3_MACS_peak_19133_lociStitched	chr3	46245642	46264368	3	12899	37144.8936	4421.2086	421	CCR1	CCR3	CCR1	CCR1	1.5633	421	1
2_MACS_peak_18188_lociStitched	chr22	26974948	26993743	2	12890	26997.138	3603.0015	422	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	1.2147	422	1
2_MACS_peak_23874_lociStitched	chr6	11722248	11736411	2	12878	22735.8639	3121.5252	423	C6orf105		C6orf105	C6orf105	0.38	423	1
9_MACS_peak_1221_lociStitched	chr1	93409615	93428443	9	12878	12417.066	1801.8396	424	FAM69A		FAM69A	FAM69A	0.1112	424	1
2_MACS_peak_24939_lociStitched	chr6	108986204	108999115	2	12849	21960.3199	2148.3904	425	FOXO3		NCRNA00222	NCRNA00222	0.5421	425	1
3_MACS_peak_1885_lociStitched	chr1	160694250	160715227	3	12835	21318.9251	6257.4391	426	SLAMF7	CD48	SLAMF7	CD48	0.6872	426	1
2_MACS_peak_1730_lociStitched	chr1	154753564	154766392	2	12824	31197.696	3818.8956	427	KCNN3		KCNN3	KCNN3	0.4248	427	1
6_MACS_peak_10744_lociStitched	chr16	67184244	67209122	6	12822	18531.6222	3878.4802	428	FBXL8,HSF4,NOL3,B3GNT9,TRADD	C16orf70,E2F4,ELMO3,KIAA0895L,EXOC3L,MIR328	HSF4	HSF4	0.7379	428	1
3_MACS_peak_22478_lociStitched	chr5	55953208	55969818	3	12800	20325.657	2883.496	429			MAP3K1	MAP3K1	NONE	429	1
3_MACS_peak_11408_lociStitched	chr17	20204601	20225193	3	12799	19337.9472	2965.248	430	SPECC1,CCDC144C		CCDC144C	CCDC144C	0.022900000000000004	430	1
4_MACS_peak_27220_lociStitched	chr8	2098068	2115830	4	12779	20023.1026	2968.0302	431			MYOM2	MYOM2	0.6687	431	1
1_MACS_peak_14775_lociStitched	chr2	43444081	43456851	1	12771	35527.417	3031.598	432	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	2.2674	432	1
3_MACS_peak_15066_lociStitched	chr2	68637714	68656130	3	12753	15095.5952	3368.2864	433		PLEK,APLF,FBXO48	FBXO48	PLEK	0.2986	433	1
2_MACS_peak_6251_lociStitched	chr12	27329604	27346279	2	12732	21237.28	3691.845	434			STK38L	STK38L	NONE	434	1
5_MACS_peak_5144_lociStitched	chr11	66861872	66889111	5	12729	17016.2033	4292.8664	435	KDM2A	RHOD	KDM2A	RHOD	0.0864	435	1
4_MACS_peak_28769_lociStitched	chr9	36135962	36153890	4	12708	18829.7784	3348.9504	436	GLIPR2	CCIN,CLTA	GLIPR2	GLIPR2	0.42579999999999996	436	1
1_MACS_peak_16311_lociStitched	chr2	202116014	202128718	1	12705	36441.424	3148.0512	437	CASP8		CASP8	CASP8	0.6451	437	1
2_MACS_peak_16285_lociStitched	chr2	201310114	201322899	2	12705	20490.5195	2305.1355	438	SPATS2L		KCTD18	KCTD18	NONE	438	1
2_MACS_peak_27544_lociStitched	chr8	33409840	33425686	2	12696	31959.7974	3154.9386	439	RNF122	C8orf41,DUSP26	RNF122	RNF122	1.0202	439	1
3_MACS_peak_29625_lociStitched	chr9	132768094	132786290	3	12679	16660.2576	2658.4356	440	FNBP1	GPR107	FNBP1	FNBP1	0.2669	440	1
2_MACS_peak_25141_lociStitched	chr6	130832639	130849039	2	12668	23401.16	3239	441			TMEM200A	TMEM200A	NONE	441	1
2_MACS_peak_17144_lociStitched	chr20	32989049	33005666	2	12666	21607.0851	3045.8961	442	ITCH	MIR644	ITCH	ITCH	0.14369999999999997	442	1
4_MACS_peak_16923_lociStitched	chr20	12028388	12042384	4	12661	18080.0328	2229.5628	443			BTBD3	BTBD3	NONE	443	1
2_MACS_peak_2564_lociStitched	chr1	211686753	211703075	2	12654	24915.533	4410.2044	444		RD3,SLC30A1	RD3	SLC30A1	0.8273	444	1
3_MACS_peak_19162_lociStitched	chr3	46577515	46592237	3	12649	29011.1732	3090.1478	445	LRRC2	RTP3,TDGF1	LRRC2	LRRC2	0.5143	445	1
3_MACS_peak_27365_lociStitched	chr8	19518733	19541000	3	12640	22565.3778	3787.6167	446	CSGALNACT1		CSGALNACT1	CSGALNACT1	0.11900000000000001	446	1
4_MACS_peak_13252_lociStitched	chr19	2455091	2480182	4	12640	23778.7407	5394.565	447	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	0.8733	447	1
3_MACS_peak_19672_lociStitched	chr3	111837783	111854882	3	12577	15139.4546	3252.2298	448	GCET2	C3orf52,MIR567	GCET2	GCET2	0.5529000000000001	448	1
4_MACS_peak_15446_lociStitched	chr2	106339599	106353225	4	12559	12659.9166	2473.119	449		NCK2	NCK2	NCK2	0.1443	449	1
3_MACS_peak_29840_lociStitched	chrX	10074365	10091315	3	12537	19214.52	2088.24	450	WWC3	CLCN4	CLCN4	NONE	NONE	450	1
3_MACS_peak_26034_lociStitched	chr7	45024952	45042757	3	12523	20292.3585	3258.315	451	CCM2,C7orf40,SNORA9	CCM2,MYO1G	CCM2	CCM2	0.21050000000000002	451	1
3_MACS_peak_9207_lociStitched	chr15	46994126	47008803	3	12491	17380.5034	2759.276	452			SEMA6D	SEMA6D	NONE	452	1
3_MACS_peak_16302_lociStitched	chr2	202039948	202060726	3	12483	14671.3458	3945.7422	453	CASP10	CASP8	CASP10	CASP8	0.6451	453	1
4_MACS_peak_13898_lociStitched	chr19	39920764	39939989	4	12481	19869.0375	3768.1	454	SUPT5H,RPS16	MED29,ZFP36,PLEKHG2,TIMM50,DLL3,PAF1	RPS16	ZFP36	2.9347	454	1
2_MACS_peak_1614_lociStitched	chr1	150120960	150139257	2	12468	27397.9278	4784.6655	455	PLEKHO1		PLEKHO1	PLEKHO1	0.9823	455	1
2_MACS_peak_28372_lociStitched	chr8	137189109	137201561	2	12451	21539.4696	2495.3808	456			KHDRBS3	KHDRBS3	NONE	456	1
3_MACS_peak_20593_lociStitched	chr3	195263807	195278238	3	12438	19206.2179	4128.7091	457	PPP1R2	APOD	PPP1R2	PPP1R2	0.2965	457	1
2_MACS_peak_5790_lociStitched	chr11	126056248	126069289	2	12435	33019.812	2900.3184	458		FAM118B,RPUSD4	RPUSD4	RPUSD4	0.34409999999999996	458	1
3_MACS_peak_27047_lociStitched	chr7	142490303	142509385	3	12424	22873.5934	4486.1782	459		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	PRSS1	0.010300000000000004	459	1
3_MACS_peak_18727_lociStitched	chr3	8696128	8708982	3	12411	20450.714	2476.9658	460		C3orf32	C3orf32	C3orf32	0.0792	460	1
3_MACS_peak_2435_lociStitched	chr1	205279466	205295098	3	12405	15919.6288	3854.8512	461	NUAK2	KLHDC8A	NUAK2	NUAK2	0.4479	461	1
5_MACS_peak_9976_lociStitched	chr15	101782291	101807905	5	12395	21072.6378	4415.8536	462	CHSY1	SELS,SNRPA1	CHSY1	SELS	0.42569999999999997	462	1
4_MACS_peak_18872_lociStitched	chr3	20080288	20098867	4	12380	18034.6353	3294.0567	463	KAT2B	C3orf48	KAT2B	KAT2B	0.08700000000000001	463	1
2_MACS_peak_23373_lociStitched	chr5	150459539	150476080	2	12345	23334.3887	3376.0181	464	TNIP1	ANXA6	TNIP1	ANXA6	0.2983	464	1
2_MACS_peak_18763_lociStitched	chr3	10429928	10442450	2	12332	18228.2754	2143.7664	465	ATP2B2,MIR885		MIR885	MIR885	1.4716	465	1
1_MACS_peak_3546_lociStitched	chr10	63802797	63815126	1	12330	28932.4643	2873.8899	466	ARID5B		ARID5B	ARID5B	0.264	466	1
3_MACS_peak_10654_lociStitched	chr16	56892464	56906983	3	12325	13810.4728	2960.4241	467	MIR138-2,SLC12A3		SLC12A3	SLC12A3	0.8916	467	1
2_MACS_peak_311_lociStitched	chr1	23850080	23866808	2	12314	33256.9368	3494.4792	468	E2F2	ASAP3,ID3	E2F2	E2F2	0.8346	468	1
5_MACS_peak_28755_lociStitched	chr9	35828159	35849576	5	12291	16371.1548	3758.6835	469	TMEM8B,C9orf128	NPR2,LOC92973,SPAG8,HINT2,OR13J1	TMEM8B	HINT2	0.5254000000000001	469	1
2_MACS_peak_4415_lociStitched	chr11	2791750	2805218	2	12285	31142.0564	2794.61	470	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	470	1
3_MACS_peak_11187_lociStitched	chr17	6059912	6074585	3	12268	32569.6581	2522.2887	471			WSCD1	WSCD1	NONE	471	1
1_MACS_peak_17312_lociStitched	chr20	43270057	43282299	1	12243	30875.5482	3060.5	472	ADA	LOC79015	ADA	ADA	0.6516	472	1
4_MACS_peak_245_lociStitched	chr1	17221240	17245160	4	12243	42168.568	7429.552	473		CROCC	CROCC	NONE	NONE	473	1
2_MACS_peak_1783_lociStitched	chr1	155902828	155919205	2	12230	28098.0189	4746.0546	474	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	1.5989	474	1
2_MACS_peak_12718_lociStitched	chr18	22929005	22941342	2	12225	13486.8084	1586.5382	475	ZNF521		ZNF521	ZNF521	0.005600000000000008	475	1
1_MACS_peak_17524_lociStitched	chr20	56046482	56058689	1	12208	37426.662	2735.5887	476		CTCFL	CTCFL	CTCFL	0.1281	476	1
2_MACS_peak_3393_lociStitched	chr10	43890504	43906070	2	12195	27182.9058	2683.5784	477	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.36819999999999997	477	1
3_MACS_peak_6003_lociStitched	chr12	7022743	7038568	3	12172	21556.815	3136.515	478	LRRC23,ENO2,ATN1	TPI1,RPL13P5,DSTNP2,C12orf57,PTPN6,MIR200C,MIR141,EMG1,SPSB2,SCARNA12,PHB2	ATN1	PTPN6	1.9157	478	1
3_MACS_peak_23576_lociStitched	chr5	172191043	172205893	3	12163	24799.5	2733.885	479	DUSP1		DUSP1	DUSP1	1.5356999999999998	479	1
2_MACS_peak_17092_lociStitched	chr20	31254589	31270789	2	12160	24593.22	3149.28	480		C20orf203	C20orf203	C20orf203	0.016400000000000012	480	1
2_MACS_peak_26565_lociStitched	chr7	101921199	101935910	2	12153	15927.5997	2361.1155	481	CUX1,SH2B2	MIR4285	SH2B2	SH2B2	0.6377	481	1
4_MACS_peak_23288_lociStitched	chr5	142952593	142975085	4	12151	21994.9268	4376.9432	482			NR3C1	NR3C1	NONE	482	1
3_MACS_peak_5339_lociStitched	chr11	78127111	78141349	3	12148	18616.185	2685.2868	483	GAB2		GAB2	GAB2	0.021699999999999997	483	1
4_MACS_peak_13199_lociStitched	chr19	1258449	1277628	4	12136	34646.8635	4850.3691	484	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.2718	484	1
3_MACS_peak_854_lociStitched	chr1	52416726	52430595	3	12134	16954.8525	2397.9501	485	RAB3B		RAB3B	RAB3B	0.1658	485	1
4_MACS_peak_22655_lociStitched	chr5	75585805	75601168	4	12134	11069.0415	2700.8154	486	SV2C		IQGAP2	IQGAP2	NONE	486	1
1_MACS_peak_4143_lociStitched	chr10	112214481	112226596	1	12116	36617.5875	2700.4335	487		DUSP5	DUSP5	DUSP5	1.1052	487	1
