#02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_ROSE/02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam
#Using cutoff of 14943.2417 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuperStretch
2_MACS_peak_2402_lociStitched	chr1	203721970	203736279	2	9209	28220.2098	3603.0062	567	1
5_MACS_peak_30677_lociStitched	chrX	153232642	153252636	5	11654	19638.1068	2301.3094	568	1
5_MACS_peak_5027_lociStitched	chr11	63992690	64015220	5	11700	20705.07	3602.547	570	1
2_MACS_peak_2104_lociStitched	chr1	178544192	178553143	2	8927	27911.0082	2960.9908	572	1
3_MACS_peak_19834_lociStitched	chr3	125548503	125561047	3	10762	22882.7648	2765.952	574	1
3_MACS_peak_5838_lociStitched	chr11	129233528	129249384	3	11007	22390.2576	3172.7856	575	1
5_MACS_peak_8659_lociStitched	chr14	93033991	93054254	5	11708	18727.0646	2255.2719	577	1
5_MACS_peak_10466_lociStitched	chr16	29815567	29833494	5	11521	20277.2297	3090.6148	578	1
3_MACS_peak_25481_lociStitched	chr6	160389178	160405325	3	11700	18399.5065	1976.3928	579	1
1_MACS_peak_27444_lociStitched	chr8	26428161	26437506	1	9346	25777.248	2210.0925	582	1
2_MACS_peak_6425_lociStitched	chr12	46908678	46920190	2	11290	20112.6152	2400.252	583	1
1_MACS_peak_3183_lociStitched	chr10	15824554	15834879	1	10326	23084.635	2241.5575	584	1
3_MACS_peak_18427_lociStitched	chr22	39459075	39474396	3	11558	19269.2217	2763.9084	585	1
2_MACS_peak_11936_lociStitched	chr17	47815846	47827825	2	10749	22038.9642	2619.8073	586	1
1_MACS_peak_7072_lociStitched	chr12	102870403	102879277	1	8875	25983.072	1782.7866	591	1
3_MACS_peak_29471_lociStitched	chr9	126961491	126982178	3	11757	18773.4525	3498.1717	592	1
3_MACS_peak_13697_lociStitched	chr19	19050181	19061906	3	10832	20830.635	1983.87	593	1
2_MACS_peak_4053_lociStitched	chr10	104401276	104413705	2	10395	22301.3547	2093.0436	595	1
3_MACS_peak_19598_lociStitched	chr3	101495313	101513648	3	11151	21470.285	3942.025	597	1
3_MACS_peak_3606_lociStitched	chr10	70974093	70989929	3	11286	19528.9552	2707.956	600	1
2_MACS_peak_22781_lociStitched	chr5	88633941	88650892	2	10996	21075.1783	3157.9713	601	1
2_MACS_peak_14001_lociStitched	chr19	44257429	44272057	2	10365	22690.9536	2695.9404	603	1
3_MACS_peak_11273_lociStitched	chr17	9915376	9931051	3	11522	17893.0125	2127.0975	604	1
2_MACS_peak_29621_lociStitched	chr9	132646040	132657811	2	9007	25697.2701	2383.6275	608	1
2_MACS_peak_23809_lociStitched	chr6	6798491	6812696	2	10921	20443.836	2630.766	609	1
3_MACS_peak_9900_lociStitched	chr15	93346129	93364594	3	10392	22440.5145	2908.2375	610	1
3_MACS_peak_362_lociStitched	chr1	25346530	25364366	3	11253	19095.2216	2671.8328	611	1
3_MACS_peak_17936_lociStitched	chr21	44771874	44785738	3	9750	24445.0048	3098.604	612	1
1_MACS_peak_157_lociStitched	chr1	11622771	11632851	1	10081	22428	2035.152	613	1
3_MACS_peak_12387_lociStitched	chr17	76163496	76184096	3	11304	19862.52	3763.62	615	1
2_MACS_peak_2198_lociStitched	chr1	184710839	184725750	2	11079	21210.8975	4270.5104	616	1
3_MACS_peak_23567_lociStitched	chr5	171601081	171616174	3	11178	19551.4722	3057.8418	617	1
5_MACS_peak_5054_lociStitched	chr11	64839001	64864869	5	11284	20407.2652	4475.164	620	1
3_MACS_peak_26802_lociStitched	chr7	122822637	122839633	3	11243	20294.9236	4192.9132	621	1
1_MACS_peak_16457_lociStitched	chr2	217080147	217089738	1	9592	23797.1892	2391.0363	623	1
4_MACS_peak_21189_lociStitched	chr4	74454092	74475162	4	10855	20701.275	3265.85	625	1
1_MACS_peak_4772_lociStitched	chr11	35159440	35169414	1	9975	22989.0726	2727.889	626	1
2_MACS_peak_21466_lociStitched	chr4	103532535	103543534	2	10855	19491.3279	2294.3914	630	1
4_MACS_peak_24264_lociStitched	chr6	33536562	33558868	4	10715	21088.0924	3548.8846	633	1
1_MACS_peak_30144_lociStitched	chrX	48767973	48778948	1	10976	18236.06	1715.3925	634	1
1_MACS_peak_23617_lociStitched	chr5	175075582	175086444	1	10863	19262.6708	2327.7266	635	1
3_MACS_peak_28253_lociStitched	chr8	126647904	126661698	3	11004	19210.9038	2946.3984	637	1
4_MACS_peak_8991_lociStitched	chr15	33296362	33315374	4	11247	18652.6732	3412.654	638	1
3_MACS_peak_22754_lociStitched	chr5	86408068	86420273	3	10886	19033.6975	2372.652	639	1
3_MACS_peak_9295_lociStitched	chr15	52959367	52977340	3	11011	19434.2049	3407.6808	643	1
3_MACS_peak_12504_lociStitched	chr17	80405718	80424211	3	9412	24708.4973	3552.5053	644	1
2_MACS_peak_25822_lociStitched	chr7	25979729	25994711	2	10101	22037.0238	2905.0098	647	1
4_MACS_peak_22136_lociStitched	chr5	1335224	1346326	4	10855	18505.9238	2090.5066	649	1
3_MACS_peak_14366_lociStitched	chr2	8651661	8666814	3	11094	18012.3711	2624.4996	650	1
3_MACS_peak_15885_lociStitched	chr2	158323291	158337944	3	9708	23296.8047	3220.7294	651	1
2_MACS_peak_25197_lociStitched	chr6	135190281	135204140	2	8718	25145.7696	2653.9985	653	1
3_MACS_peak_6937_lociStitched	chr12	92753920	92770205	3	10045	22259.9665	3331.911	654	1
2_MACS_peak_7831_lociStitched	chr13	77898937	77914787	2	9979	22226.455	3106.6	655	1
3_MACS_peak_23367_lociStitched	chr5	149854513	149870818	3	10854	18990.4335	3083.2755	656	1
1_MACS_peak_9516_lociStitched	chr15	70386969	70396857	1	9889	21360.0576	2209.968	659	1
3_MACS_peak_24636_lociStitched	chr6	74220613	74234416	3	9906	22365.0009	3425.9046	662	1
3_MACS_peak_9580_lociStitched	chr15	74831605	74846126	3	10634	19339.0678	2941.9546	663	1
3_MACS_peak_1695_lociStitched	chr1	153755110	153770695	3	10826	19231.89	3773.1285	665	1
2_MACS_peak_5747_lociStitched	chr11	122929363	122942619	2	10124	20892.7816	2872.5752	666	1
2_MACS_peak_21269_lociStitched	chr4	78735745	78749513	2	10388	19461.068	2461.7184	670	1
2_MACS_peak_12359_lociStitched	chr17	75229016	75244044	2	9790	21847.7064	2871.8508	671	1
2_MACS_peak_5375_lociStitched	chr11	82703734	82720043	2	10588	19014.6631	2826.3497	672	1
3_MACS_peak_26260_lociStitched	chr7	74057209	74076662	3	10815	18075.7276	2812.9038	673	1
1_MACS_peak_2852_lociStitched	chr1	234652061	234661546	1	9486	22507.905	2761.0835	675	1
3_MACS_peak_1743_lociStitched	chr1	154942160	154957866	3	10180	22808.2532	5236.3804	676	1
2_MACS_peak_4773_lociStitched	chr11	35183477	35196654	2	10707	18256.7335	2701.285	678	1
2_MACS_peak_18512_lociStitched	chr22	42140898	42152010	2	10473	18911.5128	2511.312	680	1
3_MACS_peak_17772_lociStitched	chr21	34696135	34712634	3	8822	26211.9613	5000.8469	682	1
3_MACS_peak_20789_lociStitched	chr4	9599114	9611112	3	9906	20427.7948	2346.8088	684	1
2_MACS_peak_2501_lociStitched	chr1	207994705	208006391	2	8819	24676.1576	3605.131	688	1
2_MACS_peak_27470_lociStitched	chr8	28195031	28207387	2	9092	22568.234	2364.9384	692	1
1_MACS_peak_16590_lociStitched	chr2	231729330	231739862	1	10533	16874.3704	1390.224	694	1
3_MACS_peak_29421_lociStitched	chr9	123630270	123641826	3	9436	21653.6328	2484.54	696	1
3_MACS_peak_10461_lociStitched	chr16	29740390	29759202	3	10369	18902.2976	3038.138	698	1
2_MACS_peak_13610_lociStitched	chr19	16432714	16442664	2	9908	19270.165	1812.89	699	1
2_MACS_peak_4433_lociStitched	chr11	3525384	3536685	2	10274	18228.513	2074.8636	700	1
2_MACS_peak_1818_lociStitched	chr1	156709100	156722726	2	9932	20951.3376	3590.451	702	1
2_MACS_peak_12064_lociStitched	chr17	56695367	56710438	2	10420	18537.33	3146.8248	707	1
3_MACS_peak_15872_lociStitched	chr2	157188196	157207829	3	8995	23157.1235	3178.5827	708	1
2_MACS_peak_10834_lociStitched	chr16	70460630	70474206	2	10073	19033.552	2404.3096	709	1
4_MACS_peak_18792_lociStitched	chr3	13455346	13470936	4	10157	19030.713	2722.014	710	1
3_MACS_peak_15241_lociStitched	chr2	85922746	85938679	3	10384	18463.1604	3033.6432	711	1
2_MACS_peak_26949_lociStitched	chr7	134842108	134857467	2	9628	21573.2514	3613.9727	713	1
3_MACS_peak_11161_lociStitched	chr17	4842242	4854738	3	9646	20149.8	2260.5264	714	1
1_MACS_peak_20155_lociStitched	chr3	156845656	156855818	1	10163	19186.8722	3108.5558	716	1
2_MACS_peak_17764_lociStitched	chr21	34600926	34613451	2	10132	19164.5025	3131.25	721	1
2_MACS_peak_7058_lociStitched	chr12	102129407	102140596	2	9552	19961.176	2064.3705	726	1
1_MACS_peak_18420_lociStitched	chr22	39377013	39386575	1	9563	19708.2382	1850.247	727	1
2_MACS_peak_13612_lociStitched	chr19	16475316	16484957	2	9518	19704.2758	1790.3337	731	1
3_MACS_peak_13184_lociStitched	chr19	1014968	1029274	3	10289	18820.9736	3696.6704	732	1
3_MACS_peak_2163_lociStitched	chr1	183439013	183451517	3	8761	23572.5408	3563.64	733	1
1_MACS_peak_2732_lociStitched	chr1	226308427	226317282	1	8856	22500.555	2788.4395	735	1
2_MACS_peak_10861_lociStitched	chr16	71875996	71889422	2	9964	18761.4924	2524.088	736	1
1_MACS_peak_1348_lociStitched	chr1	111172725	111181528	1	8804	20996.9156	1230.6594	737	1
1_MACS_peak_1746_lociStitched	chr1	154970836	154979749	1	8914	21702.2637	2308.467	742	1
2_MACS_peak_18136_lociStitched	chr22	23517154	23526369	2	9216	20790.883	2262.2825	743	1
2_MACS_peak_30428_lociStitched	chrX	106915581	106929178	2	9505	19101.0656	1671.0713	749	1
1_MACS_peak_13468_lociStitched	chr19	11198979	11208186	1	9208	20437.6986	2139.7068	752	1
3_MACS_peak_15014_lociStitched	chr2	64862576	64873040	3	9423	19997.7504	2539.6128	756	1
1_MACS_peak_3541_lociStitched	chr10	63656318	63665620	1	9303	19876.5136	2042.7192	757	1
1_MACS_peak_19890_lociStitched	chr3	128994548	129003826	1	9279	19719.4612	1947.4522	759	1
1_MACS_peak_2297_lociStitched	chr1	197740144	197748885	1	8742	22224.8666	2956.2062	761	1
1_MACS_peak_1884_lociStitched	chr1	160675845	160685184	1	9340	20565.4119	3334.023	774	1
2_MACS_peak_29415_lociStitched	chr9	123340732	123350527	2	9716	18176.5815	2224.4445	775	1
2_MACS_peak_19906_lociStitched	chr3	129890263	129900525	2	9474	18994.962	2213.5134	776	1
2_MACS_peak_16561_lociStitched	chr2	228270411	228282187	2	9790	17560.3712	2029.0048	781	1
4_MACS_peak_17012_lociStitched	chr20	23329820	23347903	4	9644	18658.0394	2848.0725	787	1
1_MACS_peak_28251_lociStitched	chr8	126440939	126449690	1	8752	20464.2135	1842.9606	788	1
2_MACS_peak_8268_lociStitched	chr14	50465328	50476544	2	8904	19556.2176	1375.0816	789	1
1_MACS_peak_21155_lociStitched	chr4	69434800	69444103	1	9304	18904.6263	2011.3086	792	1
2_MACS_peak_11891_lociStitched	chr17	46123932	46134937	2	8928	20412.074	2372.678	793	1
3_MACS_peak_11247_lociStitched	chr17	8053580	8067603	3	8788	21075.1667	2640.5309	794	1
2_MACS_peak_373_lociStitched	chr1	25869643	25879919	2	9662	17684.996	2160.0152	799	1
1_MACS_peak_19852_lociStitched	chr3	126627361	126636891	1	9531	17913.541	1954.603	801	1
2_MACS_peak_6534_lociStitched	chr12	51711964	51722076	2	9564	17927.5648	2349.0176	810	1
2_MACS_peak_1897_lociStitched	chr1	161028865	161042775	2	8899	21315.684	3782.129	821	1
3_MACS_peak_4948_lociStitched	chr11	60626181	60641318	3	9630	17598.2762	2524.8516	822	1
1_MACS_peak_14657_lociStitched	chr2	33716487	33725339	1	8853	19604.5244	2020.9116	826	1
1_MACS_peak_26640_lociStitched	chr7	105982630	105991676	1	9047	19500.4622	2512.9788	827	1
2_MACS_peak_6419_lociStitched	chr12	46776179	46785761	2	9291	17920.2564	1971.9756	836	1
1_MACS_peak_26433_lociStitched	chr7	92436960	92445916	1	8957	19164.0488	2148.5444	838	1
4_MACS_peak_19883_lociStitched	chr3	128900498	128916502	4	9158	18382.1944	2413.4032	857	1
3_MACS_peak_2040_lociStitched	chr1	171219727	171229353	3	9267	17953.4526	2516.2364	864	1
2_MACS_peak_30430_lociStitched	chrX	106952988	106962978	2	8995	17478.504	1388.61	877	1
2_MACS_peak_3017_lociStitched	chr10	3798124	3808426	2	9189	16938.5484	1819.3332	889	1
2_MACS_peak_17758_lociStitched	chr21	34443115	34453945	2	8816	18898.35	2538.552	891	1
2_MACS_peak_29482_lociStitched	chr9	127622789	127636043	2	8815	18726.5766	2645.4984	905	1
3_MACS_peak_21675_lociStitched	chr4	129723726	129741428	3	8929	18918.1274	3326.2058	913	1
3_MACS_peak_12362_lociStitched	chr17	75314835	75330007	3	8811	18397.5672	2504.8972	918	1
2_MACS_peak_22922_lociStitched	chr5	112256520	112267702	2	8692	18510.6828	2245.3456	919	1
2_MACS_peak_1495_lociStitched	chr1	143947842	143961913	2	8894	19083.0902	3893.4457	932	1
2_MACS_peak_22014_lociStitched	chr4	185263581	185277167	2	8694	18449.788	2672.3662	934	1
3_MACS_peak_7163_lociStitched	chr12	109072122	109087404	3	8776	18478.9944	3067.0974	936	1
2_MACS_peak_12828_lociStitched	chr18	42330535	42342590	2	8751	17378.488	2131.324	951	1
1_MACS_peak_11061_lociStitched	chr17	977234	985951	1	8718	16957.1801	1612.645	952	1
3_MACS_peak_11227_lociStitched	chr17	7474963	7488504	3	8776	18002.7595	3042.6627	958	1
1_MACS_peak_5806_lociStitched	chr11	126566272	126574973	1	8702	16693.7386	1521.8049	962	1
