#02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_ROSE/02_0EWO_0229Kronos_MM1S-No-Treatment-2_H3K18Ac_hs-dm_i04_peaks_6KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam
#Using cutoff of 14943.2417 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	isSuper
1_MACS_peak_23186_lociStitched	chr5	138532936	138535003	1	2068	2483.2938	402.6516	10864	0
2_MACS_peak_16342_lociStitched	chr2	204524065	204529574	2	3733	2923.6263	843.4279	10865	0
1_MACS_peak_20210_lociStitched	chr3	161517726	161520390	1	2665	2784.4128	705.1608	10866	0
1_MACS_peak_20489_lociStitched	chr3	185275986	185278044	1	2059	2735.6994	657.3252	10867	0
2_MACS_peak_3245_lociStitched	chr10	23001890	23004333	2	2290	2380.2149	302.1991	10868	0
1_MACS_peak_18696_lociStitched	chr3	3840017	3842348	1	2332	2403.261	325.4076	10869	0
1_MACS_peak_17872_lociStitched	chr21	41014735	41017395	1	2661	2809.226	731.5	10870	0
1_MACS_peak_14174_lociStitched	chr19	50886727	50888805	1	2079	2604.3574	526.9808	10871	0
1_MACS_peak_4026_lociStitched	chr10	103346905	103348696	1	1792	2526.9219	449.8992	10872	0
1_MACS_peak_11537_lociStitched	chr17	30771290	30772869	1	1580	2460.8715	384.1707	10873	0
1_MACS_peak_4188_lociStitched	chr10	116697593	116699091	1	1499	2457.6188	381.241	10874	0
2_MACS_peak_10284_lociStitched	chr16	17352463	17355791	2	2975	2773.5552	697.216	10875	0
1_MACS_peak_8788_lociStitched	chr14	104028089	104029803	1	1715	2255.2812	179.113	10876	0
2_MACS_peak_4345_lociStitched	chr10	135071795	135075503	2	3029	2745.4032	669.294	10877	0
1_MACS_peak_16267_lociStitched	chr2	198569148	198571363	1	2216	2564.084	488.186	10878	0
1_MACS_peak_7333_lociStitched	chr12	121760688	121763224	1	2537	2316.3824	240.6664	10879	0
1_MACS_peak_25247_lociStitched	chr6	138088411	138091080	1	2670	2625.4953	549.814	10880	0
2_MACS_peak_20102_lociStitched	chr3	152093681	152100702	2	4107	3586.3268	1510.9192	10881	0
1_MACS_peak_26157_lociStitched	chr7	64540737	64542544	1	1808	2411.9836	337.5476	10882	0
2_MACS_peak_4966_lociStitched	chr11	61599295	61603113	2	2832	2541.6426	467.705	10883	0
1_MACS_peak_13672_lociStitched	chr19	18227938	18231203	1	3266	2715.174	641.246	10884	0
1_MACS_peak_11709_lociStitched	chr17	38572547	38575018	1	2472	2673.622	599.9588	10885	0
1_MACS_peak_15444_lociStitched	chr2	106307494	106309668	1	2175	2604.8868	531.3256	10886	0
1_MACS_peak_16333_lociStitched	chr2	203878329	203880577	1	2249	2567.216	493.6608	10887	0
1_MACS_peak_10505_lociStitched	chr16	30483226	30485411	1	2186	2522.364	449.4545	10888	0
1_MACS_peak_20900_lociStitched	chr4	23890153	23893029	1	2877	2649.3712	576.9256	10889	0
1_MACS_peak_6184_lociStitched	chr12	21590072	21591819	1	1748	2480.3906	408.0992	10890	0
3_MACS_peak_977_lociStitched	chr1	64178564	64185193	3	3927	3106.3494	1034.124	10891	0
1_MACS_peak_17278_lociStitched	chr20	42218660	42220236	1	1577	2416.4808	344.356	10892	0
1_MACS_peak_12866_lociStitched	chr18	44676000	44677764	1	1765	2425.8528	354.0348	10893	0
1_MACS_peak_11114_lociStitched	chr17	2613776	2616082	1	2307	2430.0628	358.583	10894	0
1_MACS_peak_9001_lociStitched	chr15	34071230	34073731	1	2502	2446.2281	375.15	10895	0
1_MACS_peak_29104_lociStitched	chr9	95430785	95433398	1	2614	2694.003	622.9392	10896	0
1_MACS_peak_12936_lociStitched	chr18	49677419	49679289	1	1871	2433.244	362.406	10897	0
1_MACS_peak_30732_lociStitched	chrY	936506	938650	1	2145	2181.0912	110.416	10898	0
1_MACS_peak_24102_lociStitched	chr6	27719864	27721175	1	1312	2340.7905	270.1971	10899	0
1_MACS_peak_25750_lociStitched	chr7	20836457	20838640	1	2184	2442.3404	372.2015	10900	0
1_MACS_peak_26446_lociStitched	chr7	94283968	94286806	1	2839	2645.016	574.9788	10901	0
1_MACS_peak_16174_lociStitched	chr2	190538162	190540205	1	2044	2483.8794	414.1161	10902	0
2_MACS_peak_13278_lociStitched	chr19	3450412	3459042	2	3490	3270.77	1201.296	10903	0
1_MACS_peak_713_lociStitched	chr1	42799728	42802000	1	2273	2646.88	577.5424	10904	0
2_MACS_peak_19416_lociStitched	chr3	67728771	67736547	2	3044	3134.5056	1065.312	10905	0
1_MACS_peak_5143_lociStitched	chr11	66821546	66825020	1	3475	2684.3598	615.2454	10906	0
2_MACS_peak_14678_lociStitched	chr2	36579489	36585088	2	3757	3068.252	999.4215	10907	0
1_MACS_peak_22463_lociStitched	chr5	55389890	55392466	1	2577	2616.7008	547.9152	10908	0
3_MACS_peak_10057_lociStitched	chr16	2178193	2187006	3	3415	3240.5401	1172.129	10909	0
2_MACS_peak_547_lociStitched	chr1	33814234	33816329	2	2001	2320.2125	252.0285	10910	0
1_MACS_peak_7112_lociStitched	chr12	105500737	105502776	1	2040	2423.1476	354.9899	10911	0
1_MACS_peak_24176_lociStitched	chr6	31125238	31127837	1	2600	2596.6609	528.6366	10912	0
1_MACS_peak_24850_lociStitched	chr6	99224678	99226896	1	2219	2450.89	383.0486	10913	0
1_MACS_peak_22736_lociStitched	chr5	82115699	82118558	1	2860	2798.6751	731.0463	10914	0
1_MACS_peak_5576_lociStitched	chr11	111141342	111144450	1	3109	2565.654	498.2124	10915	0
1_MACS_peak_10551_lociStitched	chr16	32181443	32184869	1	3427	2632.1958	565.29	10916	0
1_MACS_peak_29117_lociStitched	chr9	95569949	95572211	1	2263	2462.6394	395.85	10917	0
1_MACS_peak_4072_lociStitched	chr10	105127021	105129238	1	2218	2531.5923	464.9049	10918	0
1_MACS_peak_23036_lociStitched	chr5	126322908	126325690	1	2783	2525.2214	459.03	10919	0
1_MACS_peak_28985_lociStitched	chr9	83727571	83729526	1	1956	2384.5135	318.8605	10920	0
1_MACS_peak_10850_lociStitched	chr16	71322283	71324204	1	1922	2418.1548	352.6956	10921	0
1_MACS_peak_26498_lociStitched	chr7	99516239	99518089	1	1851	2501.015	436.415	10922	0
1_MACS_peak_20514_lociStitched	chr3	186544117	186546018	1	1902	2479.0941	414.6081	10923	0
1_MACS_peak_24359_lociStitched	chr6	37466638	37468461	1	1824	2434.9811	370.9805	10924	0
1_MACS_peak_7491_lociStitched	chr13	21475720	21477886	1	2167	2300.5086	236.9604	10925	0
1_MACS_peak_24278_lociStitched	chr6	34215696	34217813	1	2118	2655.9882	592.5483	10926	0
1_MACS_peak_28549_lociStitched	chr9	5556920	5559683	1	2764	2518.1982	454.7898	10927	0
2_MACS_peak_330_lociStitched	chr1	24191131	24195117	2	3576	2916.9548	854.1998	10928	0
2_MACS_peak_20106_lociStitched	chr3	152769049	152774000	2	3327	3062.6886	1000.102	10929	0
1_MACS_peak_3886_lociStitched	chr10	92630483	92632811	1	2329	2618.3016	555.9264	10930	0
1_MACS_peak_27474_lociStitched	chr8	28268756	28270461	1	1706	2310.616	248.4185	10931	0
1_MACS_peak_21170_lociStitched	chr4	71704128	71705991	1	1864	2439.9711	378.5616	10932	0
1_MACS_peak_8_lociStitched	chr1	947827	949906	1	2080	2498.7501	438.0453	10933	0
1_MACS_peak_28225_lociStitched	chr8	125984745	125986451	1	1707	2360.5922	301.109	10934	0
2_MACS_peak_25366_lociStitched	chr6	149637784	149640345	2	2536	2194.0087	134.7086	10935	0
1_MACS_peak_6700_lociStitched	chr12	59312913	59315518	1	2606	2529.1945	469.942	10936	0
1_MACS_peak_27464_lociStitched	chr8	27694209	27696216	1	2008	2443.7232	384.7419	10937	0
1_MACS_peak_13748_lociStitched	chr19	24005084	24008286	1	3203	2472.9046	414.659	10938	0
2_MACS_peak_9522_lociStitched	chr15	70548969	70553031	2	3917	2682.1386	623.9232	10939	0
1_MACS_peak_12300_lociStitched	chr17	73749053	73750799	1	1747	2385.7344	327.8988	10940	0
2_MACS_peak_17642_lociStitched	chr21	16057925	16064832	2	3607	3072.2336	1014.6383	10941	0
1_MACS_peak_10131_lociStitched	chr16	4356382	4358718	1	2337	2431.5424	374.2272	10942	0
1_MACS_peak_6106_lociStitched	chr12	12419025	12420781	1	1757	2269.63	212.476	10943	0
1_MACS_peak_26496_lociStitched	chr7	99213674	99215555	1	1882	2478.5937	422.6607	10944	0
1_MACS_peak_10089_lociStitched	chr16	2917661	2919163	1	1503	2376.164	320.3766	10945	0
2_MACS_peak_12846_lociStitched	chr18	43541798	43547923	2	3280	2914.8875	859.3375	10946	0
1_MACS_peak_3303_lociStitched	chr10	30474775	30476626	1	1852	2585.6619	530.3115	10947	0
1_MACS_peak_24426_lociStitched	chr6	43394482	43396557	1	2076	2701.4425	646.7775	10948	0
2_MACS_peak_16296_lociStitched	chr2	201921273	201925725	2	3489	2875.992	822.7296	10949	0
1_MACS_peak_22773_lociStitched	chr5	88366517	88368827	1	2311	2442.825	389.697	10950	0
1_MACS_peak_6286_lociStitched	chr12	30847531	30849602	1	2072	2543.188	490.4128	10951	0
1_MACS_peak_25405_lociStitched	chr6	155054136	155055939	1	1804	2247.0789	194.724	10952	0
1_MACS_peak_816_lociStitched	chr1	47901986	47904073	1	2088	2445.964	394.443	10953	0
1_MACS_peak_17680_lociStitched	chr21	24332009	24335085	1	3077	2623.828	572.4436	10954	0
1_MACS_peak_10043_lociStitched	chr16	1831435	1834043	1	2609	2584.7888	533.5968	10955	0
1_MACS_peak_22540_lociStitched	chr5	61922138	61924830	1	2693	2458.8728	407.838	10956	0
1_MACS_peak_19534_lociStitched	chr3	96531049	96533224	1	2176	2434.26	383.4525	10957	0
1_MACS_peak_24575_lociStitched	chr6	56910885	56912732	1	1848	2453.9242	403.5695	10958	0
1_MACS_peak_4073_lociStitched	chr10	105155050	105157275	1	2226	2623.0525	572.715	10959	0
1_MACS_peak_4452_lociStitched	chr11	4705210	4707121	1	1912	2343.0771	292.9563	10960	0
1_MACS_peak_27264_lociStitched	chr8	10367217	10369242	1	2026	2404.485	354.375	10961	0
1_MACS_peak_21290_lociStitched	chr4	80993329	80995097	1	1769	2358.512	308.8696	10962	0
1_MACS_peak_3785_lociStitched	chr10	81903418	81905870	1	2453	2562.34	512.7132	10963	0
1_MACS_peak_11872_lociStitched	chr17	45400469	45402470	1	2002	2396.5977	346.9734	10964	0
2_MACS_peak_30277_lociStitched	chrX	69672002	69675721	2	3152	2452.3086	402.7677	10965	0
1_MACS_peak_5158_lociStitched	chr11	67139882	67142139	1	2258	2362.1762	313.0459	10966	0
1_MACS_peak_21045_lociStitched	chr4	47464647	47466552	1	1906	2494.5975	445.5795	10967	0
1_MACS_peak_12434_lociStitched	chr17	78387978	78390005	1	2028	2515.507	466.8181	10968	0
1_MACS_peak_13349_lociStitched	chr19	6629828	6632571	1	2744	2610.5131	562.0407	10969	0
1_MACS_peak_17725_lociStitched	chr21	30567806	30570126	1	2321	2558.96	510.632	10970	0
1_MACS_peak_23442_lociStitched	chr5	156679218	156681065	1	1848	2650.2603	601.9373	10971	0
2_MACS_peak_1491_lociStitched	chr1	143681658	143687812	2	2509	2798.2238	750.1726	10972	0
1_MACS_peak_13059_lociStitched	chr18	61497474	61499586	1	2113	2362.9056	314.8992	10973	0
1_MACS_peak_22410_lociStitched	chr5	52095080	52097116	1	2037	2546.6288	498.82	10974	0
1_MACS_peak_133_lociStitched	chr1	10092736	10094216	1	1481	2507.416	459.984	10975	0
2_MACS_peak_7208_lociStitched	chr12	111051180	111058529	2	3263	2684.5897	637.1583	10976	0
1_MACS_peak_27475_lociStitched	chr8	28299465	28301512	1	2048	2505.9374	458.528	10977	0
1_MACS_peak_29693_lociStitched	chr9	138391402	138393712	1	2311	2336.796	289.443	10978	0
1_MACS_peak_6556_lociStitched	chr12	53573380	53575652	1	2273	2579.6288	532.3296	10979	0
2_MACS_peak_18675_lociStitched	chr3	1166813	1170716	2	3412	2848.4094	801.2859	10980	0
1_MACS_peak_18531_lociStitched	chr22	42914347	42916600	1	2254	2598.1596	551.0838	10981	0
1_MACS_peak_13797_lociStitched	chr19	34760197	34762240	1	2044	2367.2241	320.751	10982	0
1_MACS_peak_2005_lociStitched	chr1	167585901	167587898	1	1998	2807.1829	761.4561	10983	0
1_MACS_peak_1770_lociStitched	chr1	155292755	155295026	1	2272	2822.3988	776.682	10984	0
1_MACS_peak_27641_lociStitched	chr8	42751155	42753289	1	2135	2320.0848	274.6458	10985	0
1_MACS_peak_19920_lociStitched	chr3	131432446	131435202	1	2757	2538.0004	492.7728	10986	0
1_MACS_peak_11521_lociStitched	chr17	29861806	29864059	1	2254	2552.4237	507.3756	10987	0
2_MACS_peak_13064_lociStitched	chr18	62373642	62381586	2	3250	3047.3184	1002.5328	10988	0
1_MACS_peak_26995_lociStitched	chr7	139566853	139569505	1	2653	2663.934	620.568	10989	0
1_MACS_peak_22857_lociStitched	chr5	100187634	100190672	1	3039	2825.6438	782.285	10990	0
1_MACS_peak_2378_lociStitched	chr1	202935307	202937554	1	2248	2670.1101	626.913	10991	0
2_MACS_peak_24569_lociStitched	chr6	56675694	56680464	2	3393	2805.237	762.246	10992	0
1_MACS_peak_25940_lociStitched	chr7	37433074	37436362	1	3289	2575.1616	532.3272	10993	0
1_MACS_peak_18775_lociStitched	chr3	12597653	12599703	1	2051	2500.795	458.38	10994	0
1_MACS_peak_10403_lociStitched	chr16	25882837	25885068	1	2232	2380.2539	337.9965	10995	0
1_MACS_peak_11655_lociStitched	chr17	36829871	36832013	1	2143	2367.1242	325.1556	10996	0
1_MACS_peak_5291_lociStitched	chr11	74303215	74304929	1	1715	2556.431	514.5428	10997	0
1_MACS_peak_14712_lociStitched	chr2	38635315	38637784	1	2470	2605.2888	563.9196	10998	0
1_MACS_peak_23172_lociStitched	chr5	137688043	137689784	1	1742	2340.6004	299.2779	10999	0
1_MACS_peak_19244_lociStitched	chr3	50273405	50276145	1	2741	2614.782	573.482	11000	0
1_MACS_peak_26500_lociStitched	chr7	99612551	99614292	1	1742	2315.0077	273.8593	11001	0
1_MACS_peak_6284_lociStitched	chr12	29902697	29905206	1	2510	2518.0324	477.2118	11002	0
1_MACS_peak_10979_lociStitched	chr16	85643941	85647308	1	3368	2278.4489	238.0469	11003	0
1_MACS_peak_218_lociStitched	chr1	15735277	15737560	1	2284	2253.321	213.2322	11004	0
1_MACS_peak_316_lociStitched	chr1	23918375	23921711	1	3337	2730.516	690.8856	11005	0
1_MACS_peak_10272_lociStitched	chr16	15981548	15983460	1	1913	2484.8352	445.3048	11006	0
1_MACS_peak_17752_lociStitched	chr21	33995852	33998601	1	2750	2954.3503	914.8672	11007	0
1_MACS_peak_17910_lociStitched	chr21	43668405	43671555	1	3151	2784.285	745.29	11008	0
2_MACS_peak_2001_lociStitched	chr1	167507698	167512624	2	4103	3135.399	1096.5276	11009	0
1_MACS_peak_17056_lociStitched	chr20	25676126	25677913	1	1788	2280.0333	241.4237	11010	0
1_MACS_peak_28119_lociStitched	chr8	109259895	109261367	1	1473	2208.1472	170.1632	11011	0
1_MACS_peak_15599_lociStitched	chr2	113829699	113832855	1	3157	2479.038	441.2088	11012	0
1_MACS_peak_23988_lociStitched	chr6	21437827	21440139	1	2313	2552.9104	515.3448	11013	0
1_MACS_peak_6849_lociStitched	chr12	79015418	79017510	1	2093	2390.5284	353.1296	11014	0
2_MACS_peak_18032_lociStitched	chr22	18506220	18512798	2	3438	2862.7456	825.539	11015	0
1_MACS_peak_9632_lociStitched	chr15	77196487	77198429	1	1943	2571.7906	535.6036	11016	0
1_MACS_peak_25904_lociStitched	chr7	33101325	33103487	1	2163	2653.6388	617.6834	11017	0
1_MACS_peak_14082_lociStitched	chr19	47659440	47662344	1	2905	2615.3424	579.6384	11018	0
1_MACS_peak_28701_lociStitched	chr9	33414685	33417338	1	2654	2564.6551	529.0082	11019	0
1_MACS_peak_22949_lociStitched	chr5	114960795	114962566	1	1772	2363.5766	328.1663	11020	0
1_MACS_peak_19279_lociStitched	chr3	52028466	52030315	1	1850	2552.9143	517.72	11021	0
1_MACS_peak_13802_lociStitched	chr19	34918340	34920322	1	1983	2277.318	242.795	11022	0
2_MACS_peak_18776_lociStitched	chr3	12663037	12668168	2	3852	2936.4713	902.0298	11023	0
1_MACS_peak_21909_lociStitched	chr4	166247047	166249777	1	2731	2815.722	781.599	11024	0
1_MACS_peak_3257_lociStitched	chr10	24712911	24715738	1	2828	2342.4522	308.4257	11025	0
1_MACS_peak_5514_lociStitched	chr11	103828490	103831056	1	2567	2733.0466	699.235	11026	0
1_MACS_peak_4206_lociStitched	chr10	119805284	119806977	1	1694	2328.0443	294.2434	11027	0
1_MACS_peak_5447_lociStitched	chr11	94276501	94278039	1	1539	2267.6272	233.9298	11028	0
1_MACS_peak_27439_lociStitched	chr8	26148157	26151337	1	3181	2635.584	601.974	11029	0
2_MACS_peak_19563_lociStitched	chr3	99325047	99329008	2	3668	2677.2399	643.6625	11030	0
1_MACS_peak_7614_lociStitched	chr13	36490593	36492683	1	2091	2174.227	140.866	11031	0
2_MACS_peak_28535_lociStitched	chr9	4936711	4940246	2	3440	2840.726	807.7475	11032	0
1_MACS_peak_13942_lociStitched	chr19	41303585	41306044	1	2460	2398.5086	365.6533	11033	0
1_MACS_peak_5482_lociStitched	chr11	98968382	98970737	1	2356	2523.147	490.5465	11034	0
1_MACS_peak_21960_lociStitched	chr4	177043978	177046462	1	2485	2465.6184	433.7064	11035	0
1_MACS_peak_2948_lociStitched	chr1	245675149	245677509	1	2361	2754.592	722.868	11036	0
1_MACS_peak_19744_lociStitched	chr3	119216474	119218305	1	1832	2618.6962	587.751	11037	0
1_MACS_peak_8162_lociStitched	chr14	24779244	24781476	1	2233	2255.436	224.5392	11038	0
1_MACS_peak_25730_lociStitched	chr7	20103803	20106211	1	2409	2691.1808	660.7552	11039	0
1_MACS_peak_390_lociStitched	chr1	26559857	26562062	1	2206	2611.161	581.0175	11040	0
1_MACS_peak_24616_lociStitched	chr6	71376484	71378622	1	2139	2358.4278	328.6106	11041	0
1_MACS_peak_2413_lociStitched	chr1	204421519	204423324	1	1806	2477.543	448.001	11042	0
1_MACS_peak_26379_lociStitched	chr7	86607291	86610089	1	2799	2593.1864	564.0768	11043	0
1_MACS_peak_11292_lociStitched	chr17	12920145	12922404	1	2260	2471.346	443.4417	11044	0
1_MACS_peak_22614_lociStitched	chr5	70584928	70586460	1	1533	2342.2748	314.826	11045	0
1_MACS_peak_29455_lociStitched	chr9	126029482	126032031	1	2550	2371.3347	344.115	11046	0
1_MACS_peak_22887_lociStitched	chr5	108363928	108367050	1	3123	2636.2168	609.1022	11047	0
1_MACS_peak_29703_lociStitched	chr9	139303928	139305956	1	2029	2460.978	433.992	11048	0
1_MACS_peak_23584_lociStitched	chr5	172482489	172485088	1	2600	2689.4452	662.4851	11049	0
1_MACS_peak_24282_lociStitched	chr6	34359219	34361358	1	2140	2560.8108	534.1083	11050	0
2_MACS_peak_27648_lociStitched	chr8	43101473	43110435	2	3101	3138.4924	1112.1842	11051	0
1_MACS_peak_6822_lociStitched	chr12	75873301	75875942	1	2642	2706.7609	680.5857	11052	0
2_MACS_peak_21786_lociStitched	chr4	146979710	146985395	2	4853	3115.38	1089.246	11053	0
1_MACS_peak_14720_lociStitched	chr2	38949174	38951574	1	2401	2568.24	542.16	11054	0
1_MACS_peak_10671_lociStitched	chr16	57277974	57280191	1	2218	2526.4932	500.5986	11055	0
1_MACS_peak_9132_lociStitched	chr15	42782431	42784214	1	1784	2465.5324	440.0444	11056	0
2_MACS_peak_5977_lociStitched	chr12	6532263	6537389	2	3608	2826.4764	801.1938	11057	0
1_MACS_peak_17408_lociStitched	chr20	48418135	48420363	1	2229	2588.0448	563.9068	11058	0
1_MACS_peak_24994_lociStitched	chr6	112407690	112409826	1	2137	2588.1912	564.1176	11059	0
2_MACS_peak_20045_lociStitched	chr3	143566295	143570591	2	3252	2930.3016	906.8856	11060	0
1_MACS_peak_14444_lociStitched	chr2	15731157	15732959	1	1803	2511.2672	488.1618	11061	0
1_MACS_peak_16597_lociStitched	chr2	231921078	231922495	1	1418	2277.9692	255.06	11062	0
1_MACS_peak_23761_lociStitched	chr6	3258806	3260704	1	1899	2446.3322	423.8234	11063	0
1_MACS_peak_9302_lociStitched	chr15	54810461	54813377	1	2917	2693.5092	671.5548	11064	0
1_MACS_peak_27237_lociStitched	chr8	6546807	6549158	1	2352	2440.5731	418.7131	11065	0
1_MACS_peak_10819_lociStitched	chr16	69795444	69797572	1	2129	2508.2736	486.4608	11066	0
2_MACS_peak_5857_lociStitched	chr11	130304282	130309794	2	2429	2952.2272	930.4256	11067	0
1_MACS_peak_16319_lociStitched	chr2	202828379	202830679	1	2301	2450.65	428.95	11068	0
2_MACS_peak_14553_lociStitched	chr2	26146798	26153941	2	2773	2816.4849	795.0159	11069	0
1_MACS_peak_12843_lociStitched	chr18	43354579	43356346	1	1768	2436.693	415.5984	11070	0
1_MACS_peak_27416_lociStitched	chr8	23313566	23315889	1	2324	2560.1783	539.1683	11071	0
1_MACS_peak_11088_lociStitched	chr17	1586848	1588901	1	2054	2486.183	465.2098	11072	0
1_MACS_peak_28908_lociStitched	chr9	71650272	71652146	1	1875	2345.8732	324.9516	11073	0
1_MACS_peak_28332_lociStitched	chr8	133990110	133993118	1	3009	2493.0304	472.256	11074	0
1_MACS_peak_26360_lociStitched	chr7	81501602	81504175	1	2574	2494.7808	476.2623	11075	0
2_MACS_peak_7052_lociStitched	chr12	101672985	101681845	2	3182	3231.242	1212.934	11076	0
1_MACS_peak_26438_lociStitched	chr7	92793965	92796322	1	2358	2550.0383	531.7392	11077	0
1_MACS_peak_11803_lociStitched	chr17	41855126	41856821	1	1696	2291.979	273.7425	11078	0
1_MACS_peak_1881_lociStitched	chr1	160592530	160595824	1	3295	2871.7092	853.4754	11079	0
1_MACS_peak_30616_lociStitched	chrX	139013162	139016016	1	2855	2282.0584	263.995	11080	0
1_MACS_peak_19711_lociStitched	chr3	113940584	113944296	1	3713	2716.8128	699.712	11081	0
1_MACS_peak_20470_lociStitched	chr3	184869682	184871691	1	2010	2488.7492	471.9141	11082	0
2_MACS_peak_15122_lociStitched	chr2	70765704	70769856	2	3713	2691.7416	675.1152	11083	0
2_MACS_peak_12008_lociStitched	chr17	54096259	54101296	2	3667	2676.6618	660.3507	11084	0
1_MACS_peak_23121_lociStitched	chr5	132641704	132644941	1	3238	2498.964	483.2841	11085	0
1_MACS_peak_22585_lociStitched	chr5	67583132	67585197	1	2066	2314.452	299.2185	11086	0
1_MACS_peak_23735_lociStitched	chr6	2244921	2247019	1	2099	2358.9912	343.8622	11087	0
1_MACS_peak_18588_lociStitched	chr22	46816274	46818311	1	2038	2277.5697	262.5693	11088	0
1_MACS_peak_17906_lociStitched	chr21	43607405	43609563	1	2159	2596.074	581.1494	11089	0
1_MACS_peak_22953_lociStitched	chr5	115693547	115695868	1	2322	2428.9265	414.0664	11090	0
1_MACS_peak_13999_lociStitched	chr19	44178651	44180465	1	1815	2342.5996	327.9712	11091	0
1_MACS_peak_26460_lociStitched	chr7	96338245	96339871	1	1627	2341.44	326.826	11092	0
1_MACS_peak_21387_lociStitched	chr4	89743918	89745557	1	1640	2362.9463	348.7792	11093	0
1_MACS_peak_9004_lociStitched	chr15	34207051	34208989	1	1939	2395.368	381.3984	11094	0
1_MACS_peak_7853_lociStitched	chr13	79232203	79234094	1	1892	2379.2562	365.5303	11095	0
1_MACS_peak_10123_lociStitched	chr16	3660701	3662772	1	2072	2366.1175	352.4842	11096	0
1_MACS_peak_12119_lociStitched	chr17	61522624	61524656	1	2033	2316.48	303.5808	11097	0
2_MACS_peak_12657_lociStitched	chr18	13353000	13360636	2	3096	3058.218	1045.3684	11098	0
1_MACS_peak_16047_lociStitched	chr2	175314111	175316340	1	2230	2341.3416	329.4462	11099	0
1_MACS_peak_15526_lociStitched	chr2	111489348	111491666	1	2319	2540.9916	529.1994	11100	0
1_MACS_peak_21046_lociStitched	chr4	47486634	47488742	1	2109	2469.1004	457.436	11101	0
1_MACS_peak_20737_lociStitched	chr4	5867068	5869161	1	2094	2399.2059	387.6236	11102	0
1_MACS_peak_30443_lociStitched	chrX	108779380	108781221	1	1842	2366.7896	355.313	11103	0
1_MACS_peak_19756_lociStitched	chr3	119865831	119868106	1	2276	2477.02	465.6925	11104	0
1_MACS_peak_611_lociStitched	chr1	38304570	38307062	1	2493	2391.8216	380.5284	11105	0
1_MACS_peak_29899_lociStitched	chrX	15767437	15770137	1	2701	2324.43	313.47	11106	0
1_MACS_peak_16186_lociStitched	chr2	191272133	191274359	1	2227	2396.289	385.7658	11107	0
2_MACS_peak_25978_lociStitched	chr7	41667309	41671301	2	3794	2780.8272	770.456	11108	0
1_MACS_peak_16207_lociStitched	chr2	192603699	192605521	1	1823	2348.558	338.5276	11109	0
1_MACS_peak_1646_lociStitched	chr1	151226396	151228260	1	1865	2612.0232	602.072	11110	0
1_MACS_peak_22530_lociStitched	chr5	60601608	60603602	1	1995	2304.4658	295.112	11111	0
1_MACS_peak_3719_lociStitched	chr10	76770918	76773333	1	2416	2454.8475	445.809	11112	0
1_MACS_peak_14267_lociStitched	chr19	57831114	57833106	1	1993	2484.8208	476.088	11113	0
1_MACS_peak_18008_lociStitched	chr22	17348733	17351360	1	2628	2493.5484	485.2069	11114	0
1_MACS_peak_4202_lociStitched	chr10	119133435	119135980	1	2546	2376.012	367.7525	11115	0
2_MACS_peak_25136_lociStitched	chr6	130339290	130342530	2	3213	2452.032	444.204	11116	0
1_MACS_peak_19266_lociStitched	chr3	51061447	51063634	1	2188	2571.912	564.4647	11117	0
1_MACS_peak_23936_lociStitched	chr6	15433390	15436311	1	2922	2413.9144	406.6032	11118	0
1_MACS_peak_16246_lociStitched	chr2	197344571	197347554	1	2984	2480.3645	473.1038	11119	0
1_MACS_peak_3816_lociStitched	chr10	85438872	85441381	1	2510	2380.7901	373.5901	11120	0
1_MACS_peak_7682_lociStitched	chr13	44771151	44773728	1	2578	2221.374	214.4064	11121	0
1_MACS_peak_10790_lociStitched	chr16	68343822	68345994	1	2173	2332.728	325.8	11122	0
1_MACS_peak_30441_lociStitched	chrX	108682681	108685113	1	2433	2236.224	229.5808	11123	0
1_MACS_peak_1699_lociStitched	chr1	153820859	153823228	1	2370	2685.7353	679.1923	11124	0
1_MACS_peak_28222_lociStitched	chr8	125639497	125641304	1	1808	2239.0537	232.7416	11125	0
1_MACS_peak_28506_lociStitched	chr9	1747012	1748990	1	1979	2274.8978	268.6124	11126	0
1_MACS_peak_30614_lociStitched	chrX	138285839	138288025	1	2187	2216.3854	210.2932	11127	0
1_MACS_peak_23106_lociStitched	chr5	131974760	131978128	1	3369	2511.8544	506.2104	11128	0
2_MACS_peak_30333_lociStitched	chrX	77166130	77173779	2	2952	2689.3884	684.5855	11129	0
2_MACS_peak_29529_lociStitched	chr9	129986143	129988433	2	2203	2250.154	245.946	11130	0
1_MACS_peak_14328_lociStitched	chr2	3429840	3432142	1	2303	2413.1866	409.5258	11131	0
