REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X02_0EWO_0229Kronos_MM1S.No.Treatment.2_H3K18Ac_hs.dm_i04.bam	X36_0EXO_0229Kronos_MM1S.No.Treatment.2_Input_hs_i78.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
2_MACS_peak_311_lociStitched	chr1	23850080	23866808	2	12314	33256.9368	3494.4792	324	E2F2	ASAP3,ID3	E2F2	E2F2	0.8346	324	1
1_MACS_peak_26128_lociStitched	chr7	55595770	55606103	1	10334	36542.6545	2631.8151	325	VOPP1		VOPP1	VOPP1	0.9367000000000001	325	1
5_MACS_peak_11233_lociStitched	chr17	7736855	7762276	5	14873	26219.2194	4479.1802	326	DNAH2,KDM6B,TMEM88,CYB5D1,LSMD1	CHD3,SCARNA21	KDM6B	KDM6B	0.8386999999999999	326	1
2_MACS_peak_13615_lociStitched	chr19	16544577	16561838	2	13585	29186.6249	3208.8199	327	EPS15L1	C19orf44,CALR3	EPS15L1	EPS15L1	0.4174	327	1
2_MACS_peak_5668_lociStitched	chr11	117871513	117885111	2	13216	29503.5806	2440.841	328	IL10RA		IL10RA	IL10RA	0.7161	328	1
1_MACS_peak_5952_lociStitched	chr12	4377341	4388377	1	11037	34736.9136	2441.1632	329	CCND2	C12orf5	CCND2	CCND2	0.7683	329	1
4_MACS_peak_13199_lociStitched	chr19	1258449	1277628	4	12136	34646.8635	4850.3691	330	MIDN,CIRBP,C19orf24,C19orf23	ATP5D,EFNA2,C19orf26	CIRBP	CIRBP	1.2718	330	1
6_MACS_peak_15105_lociStitched	chr2	70334267	70361008	6	13971	29235.9353	4693.0455	331	LOC100133985	PCBP1,LOC400960	LOC100133985	PCBP1	2.4763	331	1
4_MACS_peak_9174_lociStitched	chr15	45001868	45029381	4	14255	29119.7592	5601.6468	332	B2M,TRIM69	SPG11,PATL2	B2M	B2M	0.6251	332	1
2_MACS_peak_29305_lociStitched	chr9	112668723	112684520	2	14017	27461.5048	3348.964	333	PALM2,PALM2-AKAP2		PALM2	PALM2	0.1273	333	1
3_MACS_peak_10942_lociStitched	chr16	81841200	81857831	3	14384	24397.677	1747.9181	334	PLCG2		PLCG2	PLCG2	0.16469999999999999	334	1
2_MACS_peak_22292_lociStitched	chr5	32530089	32544158	2	13782	27767.9853	3089.5524	335		SUB1	SUB1	SUB1	0.7604	335	1
6_MACS_peak_13517_lociStitched	chr19	12885542	12918210	6	14782	26216.07	5308.55	336	JUNB,RNASEH2A,HOOK2,PRDX2	ASNA1,BEST2,MAST1,C19orf43,RTBDN	JUNB	JUNB	1.2002000000000002	336	1
4_MACS_peak_11341_lociStitched	chr17	17724916	17745633	4	15069	23097.3833	3470.0975	337	SREBF1	SMCR5,MIR33B	SREBF1	SREBF1	0.5613	337	1
1_MACS_peak_9846_lociStitched	chr15	90637038	90646787	1	9750	36748.8555	2634.1798	338	IDH2		IDH2	IDH2	1.2695999999999998	338	1
3_MACS_peak_29542_lociStitched	chr9	130531809	130551605	3	12958	30515.534	3458.3612	339	CDK9,MIR2861,SH2D3C	FPGS,TOR2A,SH2D3C	SH2D3C	TOR2A	0.4448	339	1
2_MACS_peak_1730_lociStitched	chr1	154753564	154766392	2	12824	31197.696	3818.8956	340	KCNN3		KCNN3	KCNN3	0.4248	340	1
2_MACS_peak_15251_lociStitched	chr2	86220042	86231906	2	11841	32513.292	2722.788	341		LOC90784	LOC90784	LOC90784	0.0838	341	1
2_MACS_peak_6156_lociStitched	chr12	15101073	15116265	2	15084	22701.4056	3538.2168	342	ARHGDIB	PDE6H,ERP27	ARHGDIB	ARHGDIB	0.6309	342	1
1_MACS_peak_24958_lociStitched	chr6	109214202	109228723	1	14522	24409.801	3043.6016	343	ARMC2		ARMC2	ARMC2	0.3991	343	1
2_MACS_peak_14834_lociStitched	chr2	46788258	46804552	2	15298	21307.6638	3431.5164	344	RHOQ	CRIPT,ATP6V1E2,PIGF	RHOQ	RHOQ	0.4585	344	1
5_MACS_peak_5322_lociStitched	chr11	77146641	77171469	5	15608	20577.4464	4486.4196	345	PAK1		PAK1	PAK1	0.09820000000000001	345	1
2_MACS_peak_4415_lociStitched	chr11	2791750	2805218	2	12285	31142.0564	2794.61	346	KCNQ1		KCNQ1OT1	KCNQ1OT1	NONE	346	1
2_MACS_peak_23717_lociStitched	chr6	381263	401518	2	14258	26276.8115	4069.2295	347	IRF4		IRF4	IRF4	0.7163999999999999	347	1
1_MACS_peak_14756_lociStitched	chr2	42323314	42335338	1	12025	31590.6552	2784.7584	349		PKDCC	PKDCC	PKDCC	0.021999999999999992	349	1
4_MACS_peak_10609_lociStitched	chr16	50713985	50732848	4	14759	22956.271	3206.71	350	NOD2,SNX20	CYLD	NOD2	NOD2	0.1315	350	1
1_MACS_peak_16118_lociStitched	chr2	182168391	182180058	1	11668	32832.1047	3286.5939	351			ITGA4	ITGA4	NONE	351	1
2_MACS_peak_9603_lociStitched	chr15	75352759	75371019	2	14571	24083.114	3606.35	352		PPCDC	PPCDC	PPCDC	0.9626999999999999	352	1
3_MACS_peak_15003_lociStitched	chr2	64486382	64511943	3	15245	21777.972	4485.9555	353			LOC150992	LOC150992	0.3264	353	1
4_MACS_peak_3416_lociStitched	chr10	45453978	45475798	4	15163	21193.766	3796.68	354	RASSF4,LOC220980,C10orf10	TMEM72,ZNF22,C10orf25	C10orf10	C10orf10	0.362	354	1
7_MACS_peak_9167_lociStitched	chr15	44954582	44976692	7	15456	20007.339	4273.863	355	SPG11,PATL2	B2M	PATL2	B2M	0.6251	355	1
1_MACS_peak_17312_lociStitched	chr20	43270057	43282299	1	12243	30875.5482	3060.5	356	ADA	LOC79015	ADA	ADA	0.6516	356	1
3_MACS_peak_19022_lociStitched	chr3	39247647	39264172	3	14145	25190.71	3376.0575	357		XIRP1	XIRP1	XIRP1	0.2709	357	1
4_MACS_peak_5801_lociStitched	chr11	126332061	126355787	4	13204	28770.1476	3753.4532	358	KIRREL3		ST3GAL4	ST3GAL4	NONE	358	1
2_MACS_peak_22009_lociStitched	chr4	185200570	185210946	2	10296	35056.3536	2979.9872	359			ENPP6	ENPP6	NONE	359	1
4_MACS_peak_13234_lociStitched	chr19	2040527	2063001	4	13328	28858.8634	4584.696	360	MKNK2	IZUMO4,BTBD2,MOBKL2A	MKNK2	MOBKL2A	1.8953000000000002	360	1
4_MACS_peak_24944_lociStitched	chr6	109067023	109090861	4	15336	20057.2932	4367.1216	361	NCRNA00222		NCRNA00222	NCRNA00222	0.5421	361	1
4_MACS_peak_25744_lociStitched	chr7	20471426	20490812	4	15273	19194.0786	3377.0412	362			ITGB8	ITGB8	NONE	362	1
2_MACS_peak_3922_lociStitched	chr10	94868692	94886554	2	14891	20864.6022	3281.2494	364		CYP26C1,CYP26A1	CYP26A1	CYP26A1	0.5623	364	1
3_MACS_peak_19162_lociStitched	chr3	46577515	46592237	3	12649	29011.1732	3090.1478	365	LRRC2	RTP3,TDGF1	LRRC2	LRRC2	0.5143	365	1
6_MACS_peak_18655_lociStitched	chr22	50962753	50983552	6	13904	25195.9086	3641.9049	366	NCAPH2,SCO2,TYMP,ODF3B	ADM2,MIOX,KLHDC7B,LOC100144603,SBF1,LMF2,C22orf41,CPT1B,CHKB	ODF3B	ODF3B	1.1492	366	1
4_MACS_peak_22777_lociStitched	chr5	88595588	88617499	4	13644	26698.5535	4248.5429	367			MEF2C	MEF2C	0.3417	367	1
3_MACS_peak_21053_lociStitched	chr4	48191213	48206619	3	13470	26080.8174	3030.3602	368	TEC		TXK	TXK	NONE	368	1
5_MACS_peak_14111_lociStitched	chr19	48879935	48902449	5	13334	27329.7446	3818.3744	369	GRIN2D,KDELR1	SYNGR4,GRWD1,TMEM143	KDELR1	KDELR1	1.1257000000000001	369	1
2_MACS_peak_15042_lociStitched	chr2	65608850	65624784	2	14244	23137.7614	3068.8884	370	SPRED2	SPRED2	SPRED2	SPRED2	0.2974	370	1
6_MACS_peak_13215_lociStitched	chr19	1647818	1672869	6	13810	26716.8915	5270.7304	371	TCF3	UQCR11	TCF3	UQCR11	0.32489999999999997	371	1
3_MACS_peak_5630_lociStitched	chr11	115123529	115137716	3	13692	24647.0751	2851.587	372	CADM1		CADM1	CADM1	0.2457	372	1
1_MACS_peak_3546_lociStitched	chr10	63802797	63815126	1	12330	28932.4643	2873.8899	373	ARID5B		ARID5B	ARID5B	0.264	373	1
5_MACS_peak_317_lociStitched	chr1	23927844	23954708	5	14593	22939.1696	5171.32	374	MDS2	ID3	MDS2	ID3	0.4519	374	1
2_MACS_peak_20981_lociStitched	chr4	38306918	38322531	2	13198	26926.1798	3700.281	377			KLF3	KLF3	NONE	377	1
5_MACS_peak_15702_lociStitched	chr2	129127240	129147415	5	14067	22749.33	2792.22	378			HS6ST1	HS6ST1	NONE	378	1
4_MACS_peak_29075_lociStitched	chr9	93847239	93866649	4	14071	23606.442	3856.767	379		LOC100129316	LOC100129316	LOC100129316	0.0683	379	1
3_MACS_peak_24955_lociStitched	chr6	109186395	109207520	3	14591	21194.7125	3861.65	380	ARMC2		ARMC2	ARMC2	0.3991	380	1
3_MACS_peak_13431_lociStitched	chr19	10328982	10347966	3	13376	25505.004	3122.868	381	MIR4322,S1PR2	MRPL4,ICAM1,ICAM4,DNMT1	MIR4322	MIR4322	0.6673	381	1
3_MACS_peak_26967_lociStitched	chr7	137424420	137440896	3	14465	21328.182	3576.9396	383	DGKI		DGKI	DGKI	0.0005000000000000004	383	1
1_MACS_peak_2526_lociStitched	chr1	209274464	209286164	1	11701	31081.05	3843.45	384			LOC642587	LOC642587	NONE	384	1
3_MACS_peak_12384_lociStitched	chr17	76137292	76152685	3	13726	23572.8402	2821.5369	385	TMC8,C17orf99	SYNGR2,AFMID,TMC6,TK1	C17orf99	SYNGR2	1.0620999999999998	385	1
1_MACS_peak_12134_lociStitched	chr17	62196753	62210354	1	13602	24409.7147	3219.3567	386	ERN1	SNORD104,SNORA76	ERN1	ERN1	0.8231	386	1
3_MACS_peak_6126_lociStitched	chr12	13242114	13256373	3	14172	21449.8137	2613.6747	387	GSG1	KIAA1467	GSG1	GSG1	0.5663	387	1
3_MACS_peak_16688_lociStitched	chr2	238599797	238613885	3	13606	22871.868	1730.0064	388	LRRFIP1		LRRFIP1	LRRFIP1	0.14909999999999998	388	1
4_MACS_peak_10245_lociStitched	chr16	14486387	14503843	4	13348	25152.3504	3067.0192	389			MIR365-1	MIR365-1	NONE	389	1
4_MACS_peak_15474_lociStitched	chr2	109220836	109239139	4	14871	18513.4845	3340.2975	390	LIMS1	LIMS1	LIMS1	LIMS1	0.1783	390	1
2_MACS_peak_18188_lociStitched	chr22	26974948	26993743	2	12890	26997.138	3603.0015	391	TPST2	CRYBA4,MIR548J,TPST2,CRYBB1	TPST2	CRYBB1	1.2147	391	1
1_MACS_peak_18134_lociStitched	chr22	23477828	23489009	1	11182	30654.9477	2554.8585	392	RAB36,RTDR1	BCR	RTDR1	RTDR1	0.3341	392	1
3_MACS_peak_11387_lociStitched	chr17	19204064	19221785	3	12004	29227.2453	3356.3574	393	EPN2	MIR1180,B9D1	MIR1180	B9D1	0.0334	393	1
2_MACS_peak_5946_lociStitched	chr12	4249315	4264004	2	14587	18762.2597	2702.776	394			CCND2	CCND2	0.7683	394	1
2_MACS_peak_21013_lociStitched	chr4	40301549	40319936	2	13405	25285.8024	4067.2044	395		CHRNA9	CHRNA9	NONE	NONE	395	1
3_MACS_peak_1674_lociStitched	chr1	152001081	152021703	3	13910	25090.7874	6159.7914	396	S100A11	S100A10,TCHHL1	S100A11	S100A11	0.8391	396	1
6_MACS_peak_29215_lociStitched	chr9	101996416	102029428	6	13384	25930.926	5017.824	397		SEC61B,ALG2	SEC61B	ALG2	0.6651	397	1
2_MACS_peak_10229_lociStitched	chr16	12056260	12072086	2	11354	30730.9268	3677.9624	398	TNFRSF17,RUNDC2A	GSPT1	TNFRSF17	TNFRSF17	1.9957	398	1
2_MACS_peak_20570_lociStitched	chr3	193846977	193860682	2	13661	23213.529	3475.588	399	HES1		HES1	HES1	1.4051	399	1
4_MACS_peak_26916_lociStitched	chr7	130902232	130917839	4	14230	20760.4314	3681.6913	400	MKLN1		MKLN1	MKLN1	0.08080000000000001	400	1
2_MACS_peak_11683_lociStitched	chr17	37924932	37938996	2	14031	20887.8528	3019.5408	401	IKZF3	GRB7,C17orf37	GRB7	C17orf37	0.15159999999999996	401	1
2_MACS_peak_3393_lociStitched	chr10	43890504	43906070	2	12195	27182.9058	2683.5784	402	HNRNPF	FXYD4,ZNF487P	HNRNPF	HNRNPF	0.36819999999999997	402	1
2_MACS_peak_636_lociStitched	chr1	40029935	40048059	2	14533	19158.8804	3985.4676	403	PABPC4,SNORA55	PPIEL	PABPC4	PABPC4	0.584	403	1
3_MACS_peak_25322_lociStitched	chr6	143162913	143179987	3	13595	21397.1368	1847.4068	405	HIVEP2		HIVEP2	HIVEP2	0.2191	405	1
4_MACS_peak_3786_lociStitched	chr10	81946283	81966211	4	13608	22972.9984	3487.4	406	ANXA11		ANXA11	ANXA11	0.30810000000000004	406	1
2_MACS_peak_15103_lociStitched	chr2	70310190	70323284	2	9100	34193.6716	2917.3432	408	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	2.4763	408	1
3_MACS_peak_4128_lociStitched	chr10	111966752	111986551	3	12974	25784.2377	4128.0915	409	MXI1		MXI1	MXI1	0.21439999999999998	409	1
1_MACS_peak_2977_lociStitched	chr1	249110961	249122096	1	11136	30564.4615	3558.746	410	MIR3124,SH3BP5L	ZNF672,ZNF692	SH3BP5L	SH3BP5L	1.1544999999999999	410	1
4_MACS_peak_11201_lociStitched	chr17	6915017	6940200	4	11387	30725.7783	4364.2139	411	RNASEK,C17orf49,BCL6B,SLC16A13,MIR195,MIR497	ALOX12,SLC16A11,CLEC10A	BCL6B	ALOX12	0.6587999999999999	411	1
1_MACS_peak_4951_lociStitched	chr11	60672299	60684340	1	12042	27280.0896	2735.7152	412	TMEM109,PRPF19	ZP1,TMEM132A,GPR44,SLC15A3	TMEM109	TMEM109	0.9346000000000001	412	1
3_MACS_peak_17656_lociStitched	chr21	19151733	19167952	3	13959	20724.6382	3219.4715	413	C21orf91		C21orf91	C21orf91	0.38709999999999994	413	1
5_MACS_peak_19144_lociStitched	chr3	46389747	46411609	5	14054	21153.6712	4274.021	414	CCR2	CCR5,CCRL2	CCR2	CCR2	0.886	414	1
3_MACS_peak_17316_lociStitched	chr20	43587501	43609515	3	13483	23891.7942	4530.4812	415	STK4,TOMM34	PABPC1L	STK4	STK4	0.2627	415	1
4_MACS_peak_29559_lociStitched	chr9	130828641	130845609	4	13600	22180.5696	3363.0576	416	SLC25A25,NAIF1	SLC25A25,LOC389791,LOC100289019,PTGES2	SLC25A25	LOC389791	0.44129999999999997	416	1
3_MACS_peak_9504_lociStitched	chr15	70042243	70056927	3	14133	19165.5568	2858.9748	417			C15orf50	C15orf50	NONE	417	1
2_MACS_peak_23335_lociStitched	chr5	148204759	148222481	2	13022	25190.0508	4180.6198	418	ADRB2		ADRB2	ADRB2	1.1412	418	1
3_MACS_peak_27466_lociStitched	chr8	27934247	27951519	3	13684	21888.8056	3801.5672	420	ELP3,C8orf80		C8orf80	C8orf80	0.3597	420	1
2_MACS_peak_1614_lociStitched	chr1	150120960	150139257	2	12468	27397.9278	4784.6655	422	PLEKHO1		PLEKHO1	PLEKHO1	0.9823	422	1
2_MACS_peak_1783_lociStitched	chr1	155902828	155919205	2	12230	28098.0189	4746.0546	423	RXFP4,KIAA0907,ARHGEF2	RIT1,SNORA42,SCARNA4	RXFP4	RXFP4	1.5989	423	1
1_MACS_peak_20341_lociStitched	chr3	176911088	176921984	1	10897	30402.0192	3442.0464	424	TBL1XR1		TBL1XR1	TBL1XR1	0.2435	424	1
4_MACS_peak_21215_lociStitched	chr4	76022607	76043689	4	11944	27942.0828	3756.8124	425			PARM1	PARM1	NONE	425	1
1_MACS_peak_1529_lociStitched	chr1	145448130	145457884	1	9755	33177.2556	3793.3306	426	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L,RBM8A	TXNIP	TXNIP	1.1327	426	1
3_MACS_peak_2096_lociStitched	chr1	177778266	177795538	3	13419	22913.0352	4053.7384	427			SEC16B	SEC16B	NONE	427	1
2_MACS_peak_4144_lociStitched	chr10	112251565	112265308	2	11271	28992.2328	3140.2755	429	DUSP5		DUSP5	DUSP5	1.1052	429	1
2_MACS_peak_13373_lociStitched	chr19	7398355	7411384	2	11288	29125.0266	3394.0545	430		ARHGEF18	ARHGEF18	NONE	NONE	430	1
3_MACS_peak_13221_lociStitched	chr19	1846850	1865859	3	12052	27445.1942	3934.863	431	REXO1,KLF16	LOC100288123,SCAMP4,ADAT3,ATP8B3,MIR1909,FAM108A1	KLF16	KLF16	1.0884	431	1
5_MACS_peak_12724_lociStitched	chr18	23745862	23772011	5	14012	20061.5128	4249.2125	432	PSMA8	TAF4B	PSMA8	PSMA8	0.2326	432	1
3_MACS_peak_24034_lociStitched	chr6	26020213	26034964	3	12928	23703.3819	3178.8405	433	HIST1H3A,HIST1H4A,HIST1H4B,HIST1H3B,HIST1H2AB	HIST1H3C,HIST1H1A,HIST1H2BB,HIST1H1C	HIST1H4B	HIST1H4B	0.9808	433	1
3_MACS_peak_22968_lociStitched	chr5	118657831	118678922	3	13929	20129.2504	3965.108	434	TNFAIP8	TNFAIP8	TNFAIP8	TNFAIP8	0.18919999999999998	434	1
1_MACS_peak_2175_lociStitched	chr1	183806113	183817562	1	11450	28479.3875	3355.7019	435	RGL1		APOBEC4	APOBEC4	NONE	435	1
2_MACS_peak_26093_lociStitched	chr7	50342892	50357960	2	13569	20619.0512	2852.3724	436	IKZF1		IKZF1	IKZF1	0.1272	436	1
5_MACS_peak_6644_lociStitched	chr12	57093589	57120054	5	13639	21989.7685	4557.273	437	NACA	HSD17B6,PTGES3,PRIM1	NACA	NACA	0.5876	437	1
1_MACS_peak_24473_lociStitched	chr6	45671525	45684492	1	12968	23070.8864	2879.9707	438			RUNX2	RUNX2	0.1199	438	1
2_MACS_peak_2337_lociStitched	chr1	200850172	200865195	2	11984	27371.906	3928.5145	440	C1orf106	GPR25	C1orf106	C1orf106	0.6506000000000001	440	1
3_MACS_peak_19909_lociStitched	chr3	130557189	130574116	3	13205	22392.7283	3336.3117	441	ATP2C1	ATP2C1	ATP2C1	ATP2C1	0.0726	441	1
2_MACS_peak_26719_lociStitched	chr7	114561547	114574804	2	11618	28253.3184	3896.2323	443	MDFIC		MDFIC	MDFIC	0.9691000000000001	443	1
4_MACS_peak_1086_lociStitched	chr1	75595723	75610670	4	13772	18719.6228	2348.1737	444	LHX8		LHX8	LHX8	0.39039999999999997	444	1
4_MACS_peak_22449_lociStitched	chr5	55272577	55292052	4	13344	21845.1075	3826.8375	445	IL6ST		IL6ST	IL6ST	0.24509999999999998	445	1
2_MACS_peak_11142_lociStitched	chr17	4267833	4281759	2	11371	27506.6352	2776.8444	447	UBE2G1		UBE2G1	UBE2G1	0.019800000000000012	447	1
4_MACS_peak_24208_lociStitched	chr6	31783160	31805357	4	13711	20234.7852	4099.7859	448	HSPA1A,HSPA1B,C6orf48,SNORD48,SNORD52	C6orf27,VARS,LSM2,HSPA1L,NEU1,SLC44A4	HSPA1B	HSPA1B	0.8282999999999999	448	1
3_MACS_peak_22052_lociStitched	chr4	186252393	186276037	3	13748	20241.6284	4319.7588	449	SNX25	ANKRD37,LRP2BP	LRP2BP	ANKRD37	0.5156000000000001	449	1
3_MACS_peak_4611_lociStitched	chr11	16966948	16986831	3	13030	23177.6131	4056.132	450	PLEKHA7		PLEKHA7	PLEKHA7	0.1594	450	1
2_MACS_peak_24939_lociStitched	chr6	108986204	108999115	2	12849	21960.3199	2148.3904	451	FOXO3		NCRNA00222	NCRNA00222	0.5421	451	1
2_MACS_peak_2564_lociStitched	chr1	211686753	211703075	2	12654	24915.533	4410.2044	452		RD3,SLC30A1	RD3	SLC30A1	0.8273	452	1
2_MACS_peak_23874_lociStitched	chr6	11722248	11736411	2	12878	22735.8639	3121.5252	453	C6orf105		C6orf105	C6orf105	0.38	453	1
2_MACS_peak_12444_lociStitched	chr17	78873242	78887841	2	10862	28830.1052	3001.5544	454	RPTOR		CHMP6	CHMP6	NONE	454	1
1_MACS_peak_21758_lociStitched	chr4	144272732	144283981	1	11250	27517.3038	2696.3853	455	GAB1		GAB1	GAB1	0.3135	455	1
4_MACS_peak_24506_lociStitched	chr6	52157212	52173557	4	13290	21375.991	3488.023	456		IL17F,MCM3	MCM3	MCM3	0.04869999999999999	456	1
3_MACS_peak_5641_lociStitched	chr11	115789835	115811515	3	13312	21335.288	3601.048	457			LOC283143	LOC283143	NONE	457	1
3_MACS_peak_23576_lociStitched	chr5	172191043	172205893	3	12163	24799.5	2733.885	458	DUSP1		DUSP1	DUSP1	1.5356999999999998	458	1
2_MACS_peak_20619_lociStitched	chr3	196357741	196371442	2	11068	29214.6423	4011.6528	459	LRRC33		LRRC33	LRRC33	0.5195	459	1
2_MACS_peak_25141_lociStitched	chr6	130832639	130849039	2	12668	23401.16	3239	460			TMEM200A	TMEM200A	NONE	460	1
4_MACS_peak_25199_lociStitched	chr6	135322915	135344117	4	13161	22062.8012	3979.6154	461	HBS1L	MIR3662,HBS1L	MIR3662	HBS1L	0.1974	461	1
2_MACS_peak_26066_lociStitched	chr7	47513267	47524538	2	10991	28162.8477	2947.3665	462	TNS3		TNS3	TNS3	0.10720000000000002	462	1
2_MACS_peak_17092_lociStitched	chr20	31254589	31270789	2	12160	24593.22	3149.28	464		C20orf203	C20orf203	C20orf203	0.016400000000000012	464	1
3_MACS_peak_27495_lociStitched	chr8	29403965	29420516	3	12078	24376.3128	2994.0759	466			C8orf75	C8orf75	0.4609	466	1
2_MACS_peak_2488_lociStitched	chr1	207092455	207107206	2	10468	29931.2541	4109.6286	467	FAIM3,PIGR	IL24,FCAMR	FAIM3	FAIM3	0.7678000000000001	467	1
5_MACS_peak_22763_lociStitched	chr5	87954779	87976687	5	10757	28760.8224	3768.176	468	LOC645323,MIR9-2		MIR9-2	MIR9-2	0.2818	468	1
2_MACS_peak_2339_lociStitched	chr1	200984258	200996995	2	11434	26508.2444	3386.7683	469	KIF21B		KIF21B	KIF21B	0.34409999999999996	469	1
2_MACS_peak_23373_lociStitched	chr5	150459539	150476080	2	12345	23334.3887	3376.0181	470	TNIP1	ANXA6	TNIP1	ANXA6	0.2983	470	1
3_MACS_peak_27365_lociStitched	chr8	19518733	19541000	3	12640	22565.3778	3787.6167	471	CSGALNACT1		CSGALNACT1	CSGALNACT1	0.11900000000000001	471	1
1_MACS_peak_2794_lociStitched	chr1	230238247	230249690	1	11444	26252.5306	3414.5912	472	GALNT2		GALNT2	GALNT2	0.3769	472	1
3_MACS_peak_24406_lociStitched	chr6	42737782	42752483	3	11511	25345.9941	2715.2747	473		LOC442211,KIAA0240,PRPH2,TBCC	TBCC	TBCC	0.5324	473	1
2_MACS_peak_20641_lociStitched	chr3	197449870	197465183	2	11499	26840.6264	4203.4185	474	KIAA0226	FYTTD1,MIR922	KIAA0226	KIAA0226	0.41369999999999996	474	1
2_MACS_peak_17144_lociStitched	chr20	32989049	33005666	2	12666	21607.0851	3045.8961	475	ITCH	MIR644	ITCH	ITCH	0.14369999999999997	475	1
3_MACS_peak_2259_lociStitched	chr1	192538204	192551705	3	13042	21115.564	4171.809	476	RGS1		RGS1	RGS1	1.138	476	1
2_MACS_peak_28893_lociStitched	chr9	71251169	71269691	2	13121	19842.6186	3293.2116	477			PIP5K1B	PIP5K1B	NONE	477	1
2_MACS_peak_16285_lociStitched	chr2	201310114	201322899	2	12705	20490.5195	2305.1355	478	SPATS2L		KCTD18	KCTD18	NONE	478	1
3_MACS_peak_17952_lociStitched	chr21	45194897	45210624	3	12079	24991.7757	4482.195	479	RRP1,CSTB	LOC284837	CSTB	CSTB	0.5342	479	1
4_MACS_peak_13252_lociStitched	chr19	2455091	2480182	4	12640	23778.7407	5394.565	480	GADD45B,LMNB2	TIMM13	GADD45B	GADD45B	0.8733	480	1
2_MACS_peak_28372_lociStitched	chr8	137189109	137201561	2	12451	21539.4696	2495.3808	482			KHDRBS3	KHDRBS3	NONE	482	1
1_MACS_peak_4947_lociStitched	chr11	60602364	60613387	1	11024	26122.3054	2517.6532	483	CCDC86	MS4A10,ZP1,GPR44	CCDC86	CCDC86	1.1774	483	1
3_MACS_peak_22478_lociStitched	chr5	55953208	55969818	3	12800	20325.657	2883.496	484			MAP3K1	MAP3K1	NONE	484	1
4_MACS_peak_5074_lociStitched	chr11	65235701	65247322	4	10504	26957.2337	2073.1864	486		NEAT1,MIR612,MALAT1,SCYL1	MALAT1	NEAT1	4.7445	486	1
3_MACS_peak_2428_lociStitched	chr1	205197167	205218620	3	13288	20311.7004	5343.9423	487	TMCC2	DSTYK	TMCC2	TMCC2	0.402	487	1
2_MACS_peak_6251_lociStitched	chr12	27329604	27346279	2	12732	21237.28	3691.845	488			STK38L	STK38L	NONE	488	1
5_MACS_peak_28245_lociStitched	chr8	126340768	126366434	5	13184	19039.0388	3665.1048	489	NSMCE2		TRIB1	TRIB1	1.0565	489	1
2_MACS_peak_24467_lociStitched	chr6	45386700	45399474	2	10738	26491.9986	2363.19	490	RUNX2	SUPT3H	RUNX2	RUNX2	0.1199	490	1
2_MACS_peak_27512_lociStitched	chr8	29622007	29635546	2	8787	31112.622	2737.5858	491		C8orf75	C8orf75	C8orf75	0.4609	491	1
3_MACS_peak_5182_lociStitched	chr11	67644655	67660137	3	11781	24381.0536	3402.9436	492			LOC645332	LOC645332	NONE	492	1
2_MACS_peak_11063_lociStitched	chr17	1010891	1027221	2	13213	18080.576	2965.528	493	ABR		ABR	ABR	0.17179999999999998	493	1
5_MACS_peak_29649_lociStitched	chr9	134594606	134616404	5	13035	19441.6362	3553.074	494	RAPGEF1	RAPGEF1	RAPGEF1	RAPGEF1	0.1896	494	1
4_MACS_peak_27220_lociStitched	chr8	2098068	2115830	4	12779	20023.1026	2968.0302	495			MYOM2	MYOM2	0.6687	495	1
3_MACS_peak_27047_lociStitched	chr7	142490303	142509385	3	12424	22873.5934	4486.1782	499		PRSS1,TRY6,PRSS2,EPHB6	PRSS2	PRSS1	0.010300000000000004	499	1
2_MACS_peak_4257_lociStitched	chr10	125151589	125163946	2	10952	25434.4131	2269.9809	501			BUB3	BUB3	NONE	501	1
3_MACS_peak_2112_lociStitched	chr1	179048902	179061825	3	9491	30279.8813	3645.5783	503	TOR3A		TOR3A	TOR3A	1.0957	503	1
3_MACS_peak_26960_lociStitched	chr7	136031622	136046741	3	12909	20136.9961	4218.201	504			LUZP6	LUZP6	NONE	504	1
3_MACS_peak_11408_lociStitched	chr17	20204601	20225193	3	12799	19337.9472	2965.248	505	SPECC1,CCDC144C		CCDC144C	CCDC144C	0.022900000000000004	505	1
3_MACS_peak_18727_lociStitched	chr3	8696128	8708982	3	12411	20450.714	2476.9658	506		C3orf32	C3orf32	C3orf32	0.0792	506	1
3_MACS_peak_13597_lociStitched	chr19	16180230	16198200	3	10966	26149.944	3351.405	507	TPM4	FLJ25328,RAB8A,HSH2D	TPM4	HSH2D	1.2262	507	1
2_MACS_peak_6904_lociStitched	chr12	89737878	89749566	2	10798	26129.6928	2895.1176	508	DUSP6		DUSP6	DUSP6	1.6087	508	1
2_MACS_peak_13945_lociStitched	chr19	41801235	41817311	2	11094	25332.5608	3035.1488	509	HNRNPUL1,CCDC97	TGFB1	CCDC97	CCDC97	0.6063000000000001	509	1
