#27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14_ROSE/27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam
#Using cutoff of 11276.0776 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	isSuperStretch
5_MACS_peak_24143_lociStitched	chr20	62711517	62724439	5	12337	16024.5722	1248.2652	535	1
7_MACS_peak_35024_lociStitched	chr9	133980590	133994885	7	12812	15339.9645	1355.166	536	1
4_MACS_peak_9119_lociStitched	chr12	3412369	3424350	4	11626	16723.0798	951.2914	537	1
5_MACS_peak_16063_lociStitched	chr17	77784196	77796893	5	12070	16175.978	1033.5358	538	1
5_MACS_peak_6431_lociStitched	chr10	135008263	135021778	5	12871	14746.2165	871.7175	539	1
4_MACS_peak_21441_lociStitched	chr19	55873151	55885975	4	12280	15809.4272	1031.0496	540	1
5_MACS_peak_11415_lociStitched	chr16	2860151	2873282	5	12751	15125.5989	1122.7005	541	1
5_MACS_peak_29167_lociStitched	chr4	8642222	8655697	5	13088	14292.9325	874.5275	542	1
4_MACS_peak_26032_lociStitched	chr22	39235923	39249438	4	12871	15376.0155	1589.364	543	1
1_MACS_peak_27482_lociStitched	chr3	13668880	13681255	1	12376	15629.625	1056.825	544	1
6_MACS_peak_14756_lociStitched	chr17	48634369	48647844	6	12126	16152.4825	1216.7925	545	1
8_MACS_peak_16641_lociStitched	chr19	377826	392200	8	12719	15966.6392	2052.6072	546	1
4_MACS_peak_26028_lociStitched	chr22	39222078	39235188	4	12807	14910.003	1223.163	547	1
5_MACS_peak_23108_lociStitched	chr20	56127836	56141025	5	12860	14962.9205	1399.3529	548	1
3_MACS_peak_33218_lociStitched	chr8	21981133	21992403	3	10831	17244.227	747.201	549	1
6_MACS_peak_29150_lociStitched	chr4	8611448	8624516	6	12174	15465.978	806.2956	550	1
7_MACS_peak_23661_lociStitched	chr20	60270672	60285394	7	13241	13994.7332	1165.9824	551	1
7_MACS_peak_15909_lociStitched	chr17	77465202	77479384	7	13120	14379.1298	1343.0354	552	1
5_MACS_peak_34756_lociStitched	chr9	132479493	132492511	5	12547	15274.0194	1252.3316	553	1
10_MACS_peak_23116_lociStitched	chr20	56146883	56161556	10	12674	15211.4991	1414.4772	554	1
3_MACS_peak_31465_lociStitched	chr7	99762922	99774525	3	11413	17049.4482	1363.3525	555	1
8_MACS_peak_31538_lociStitched	chr7	100324219	100337950	8	12921	14597.4261	1245.4017	556	1
7_MACS_peak_26891_lociStitched	chr22	45932178	45945330	7	12709	14764.4352	1078.464	557	1
10_MACS_peak_26188_lociStitched	chr22	42816997	42830879	10	12574	15018.9358	1106.3954	558	1
9_MACS_peak_25614_lociStitched	chr22	30834078	30848707	9	13312	14276.4411	1767.1832	559	1
6_MACS_peak_30929_lociStitched	chr7	1462453	1475659	6	12531	14826.3762	948.1908	560	1
7_MACS_peak_16007_lociStitched	chr17	77647982	77661553	7	12698	14831.7459	1290.6021	561	1
2_MACS_peak_16813_lociStitched	chr19	1790736	1801688	2	10928	17581.2456	1470.8536	562	1
7_MACS_peak_1349_lociStitched	chr1	7283528	7297586	7	12656	14652.6534	1123.2342	563	1
2_MACS_peak_17828_lociStitched	chr19	7950056	7962148	2	11841	16422.1452	1614.282	564	1
4_MACS_peak_24865_lociStitched	chr21	47364141	47375412	4	11165	17118.3948	1397.604	565	1
5_MACS_peak_156_lociStitched	chr1	1867877	1880372	5	11946	15779.9355	1167.033	566	1
4_MACS_peak_6931_lociStitched	chr11	2227429	2238975	4	11118	16584.6744	830.1574	567	1
5_MACS_peak_28280_lociStitched	chr4	3626390	3639051	5	12057	15660.3909	1247.1085	568	1
14_MACS_peak_11653_lociStitched	chr16	5050266	5066296	14	12842	14484.708	1397.816	569	1
7_MACS_peak_18438_lociStitched	chr19	14269360	14282935	7	12931	13801.7025	950.25	571	1
7_MACS_peak_21392_lociStitched	chr19	55643689	55656575	7	12274	15231.252	1251.2306	572	1
8_MACS_peak_31579_lociStitched	chr7	100397474	100411779	8	13181	13768.5625	1406.1815	573	1
3_MACS_peak_12944_lociStitched	chr17	701179	712552	3	11166	16626.1887	1065.6501	574	1
2_MACS_peak_33225_lociStitched	chr8	22010554	22022151	2	11397	16153.4613	927.76	575	1
2_MACS_peak_27709_lociStitched	chr3	50192839	50204687	2	11604	15967.5496	1054.472	576	1
1_MACS_peak_23946_lociStitched	chr20	61713397	61724815	1	11419	15882.438	725.043	577	1
3_MACS_peak_30508_lociStitched	chr6	34102715	34115337	3	12286	14847.2586	1012.2844	578	1
5_MACS_peak_7444_lociStitched	chr11	64057899	64068696	5	10506	17234.1714	1010.5992	579	1
7_MACS_peak_19025_lociStitched	chr19	18149109	18162644	7	12627	14954.8215	1800.155	580	1
4_MACS_peak_11447_lociStitched	chr16	3056873	3068866	4	11512	15917.1096	1020.6043	581	1
3_MACS_peak_9821_lociStitched	chr13	113676063	113687346	3	11241	16257.6747	1016.5983	582	1
5_MACS_peak_16186_lociStitched	chr17	78080984	78093916	5	11841	15425.2896	1060.424	583	1
4_MACS_peak_24124_lociStitched	chr20	62467966	62480125	4	11893	15192.6705	966.6405	584	1
1_MACS_peak_27972_lociStitched	chr3	183944850	183954982	1	10133	18048.1316	1574.5128	585	1
4_MACS_peak_21726_lociStitched	chr2	26830707	26843836	4	12674	14095.2944	1290.5807	586	1
8_MACS_peak_27236_lociStitched	chr22	50445679	50458238	8	11604	15579.4395	1039.8852	587	1
2_MACS_peak_17093_lociStitched	chr19	3439983	3450624	2	10587	17295.8814	1396.0992	588	1
3_MACS_peak_13933_lociStitched	chr17	26831266	26843434	3	11468	15952.248	1266.6888	589	1
2_MACS_peak_11245_lociStitched	chr16	1032064	1043114	2	10897	16172.78	723.775	590	1
3_MACS_peak_36255_lociStitched	chr9	139043346	139054536	3	10767	16381.041	785.538	591	1
2_MACS_peak_24408_lociStitched	chr21	43763459	43774508	2	10847	16959.1101	1480.566	592	1
9_MACS_peak_24426_lociStitched	chr21	43840867	43855305	9	12695	14752.7484	2158.481	593	1
3_MACS_peak_13929_lociStitched	chr17	26815190	26827782	3	12428	14469.4672	1410.304	594	1
4_MACS_peak_16637_lociStitched	chr19	364338	376694	4	11763	15587.094	1466.6572	596	1
5_MACS_peak_2408_lociStitched	chr1	17703410	17716602	5	12308	14443.9208	1216.3024	597	1
3_MACS_peak_36345_lociStitched	chr9	139874477	139885693	3	11152	15933.4496	953.36	598	1
5_MACS_peak_13540_lociStitched	chr17	7718103	7731380	5	12195	15018.9424	1615.8109	599	1
4_MACS_peak_18875_lociStitched	chr19	17704051	17716703	4	12569	13966.5428	1318.3384	600	1
8_MACS_peak_6388_lociStitched	chr10	134906834	134920607	8	12526	13694.4939	973.7511	601	1
4_MACS_peak_21540_lociStitched	chr19	56273069	56285711	4	12525	14904.918	2195.9154	602	1
9_MACS_peak_22994_lociStitched	chr20	48956857	48970275	9	12575	14035.228	1521.6012	603	1
5_MACS_peak_26010_lociStitched	chr22	38844625	38857653	5	12398	14209.6396	1427.8688	604	1
4_MACS_peak_35634_lociStitched	chr9	137377344	137389491	4	11539	14926.2336	827.2107	605	1
4_MACS_peak_8536_lociStitched	chr11	75141488	75154387	4	12600	13393.0317	1211.2161	606	1
6_MACS_peak_2504_lociStitched	chr1	17964444	17977151	6	12172	13973.8879	1026.7256	607	1
7_MACS_peak_4717_lociStitched	chr1	151679425	151691891	7	11624	15981.412	2206.482	608	1
8_MACS_peak_5989_lociStitched	chr10	114741936	114755467	8	12587	13639.248	1562.8305	609	1
4_MACS_peak_10946_lociStitched	chr15	78180591	78192596	4	11777	14469.6265	992.8135	610	1
8_MACS_peak_35601_lociStitched	chr9	137204625	137217372	8	12030	13838.1432	785.2152	611	1
5_MACS_peak_17078_lociStitched	chr19	3377846	3390718	5	12289	14184.944	1585.8304	612	1
3_MACS_peak_24775_lociStitched	chr21	46668331	46679647	3	11038	15960.0864	1466.5536	613	1
1_MACS_peak_11870_lociStitched	chr16	30033977	30043855	1	9879	16726.4174	772.4596	614	1
4_MACS_peak_33209_lociStitched	chr8	21898541	21910772	4	11612	14720.0085	1104.4593	615	1
3_MACS_peak_16390_lociStitched	chr17	79914011	79925732	3	10949	15569.0043	988.0803	616	1
8_MACS_peak_28927_lociStitched	chr4	7999805	8012992	8	12574	13047.2178	1116.9389	617	1
5_MACS_peak_25942_lociStitched	chr22	37888132	37901235	5	12306	13627.12	1204.1657	618	1
5_MACS_peak_16074_lociStitched	chr17	77828468	77840874	5	11880	14371.1104	1215.788	619	1
5_MACS_peak_20105_lociStitched	chr19	42499325	42511083	5	11398	14899.7376	1013.5396	621	1
3_MACS_peak_34143_lociStitched	chr8	144501363	144511444	3	9923	16534.8562	706.6781	622	1
8_MACS_peak_19950_lociStitched	chr19	41695239	41708393	8	12208	13688.0524	1154.9212	623	1
1_MACS_peak_16815_lociStitched	chr19	1802419	1812353	1	9935	16891.7736	1204.9942	625	1
6_MACS_peak_30171_lociStitched	chr6	2632621	2645897	6	12240	14262.4068	1946.2616	626	1
2_MACS_peak_11369_lociStitched	chr16	2240126	2250562	2	10092	16406.4356	937.1528	627	1
9_MACS_peak_2950_lociStitched	chr1	19136545	19149791	9	12288	13473.8312	1312.6786	628	1
3_MACS_peak_11285_lociStitched	chr16	1224953	1235358	3	10145	16066.3605	715.864	629	1
7_MACS_peak_16250_lociStitched	chr17	78478911	78491515	7	12388	13215.294	1317.118	630	1
4_MACS_peak_3235_lociStitched	chr1	21005720	21016830	4	10726	15868.413	1315.424	631	1
4_MACS_peak_36239_lociStitched	chr9	138987278	138998431	4	10901	15056.55	745.0204	632	1
14_MACS_peak_11781_lociStitched	chr16	29186742	29201431	14	12470	12854.3439	1194.2157	633	1
6_MACS_peak_8993_lociStitched	chr12	1928126	1940991	6	11570	14169.511	926.28	634	1
4_MACS_peak_35319_lociStitched	chr9	136075080	136087203	4	11598	14130.5688	994.086	635	1
2_MACS_peak_24267_lociStitched	chr21	38071827	38082449	2	10532	15673.8232	1061.1378	636	1
10_MACS_peak_8999_lociStitched	chr12	1942359	1955875	10	11824	13759.288	1154.2664	637	1
3_MACS_peak_36342_lociStitched	chr9	139862395	139872800	3	10329	15542.989	736.674	638	1
3_MACS_peak_11200_lociStitched	chr16	917210	928244	3	10964	14609.016	687.4182	639	1
6_MACS_peak_23937_lociStitched	chr20	61689775	61702206	6	11667	14027.1404	1224.4535	640	1
4_MACS_peak_24900_lociStitched	chr21	47469085	47480774	4	10920	15226.0914	1316.1814	641	1
4_MACS_peak_6636_lociStitched	chr11	1150380	1161699	4	10733	14992.0155	829.6827	642	1
9_MACS_peak_14775_lociStitched	chr17	48692873	48706010	9	11372	14507.1891	1320.2685	643	1
7_MACS_peak_34877_lociStitched	chr9	133271709	133284532	7	11948	13147.4219	1021.9931	644	1
5_MACS_peak_14640_lociStitched	chr17	47514647	47527438	5	12136	13058.3319	1336.6595	645	1
7_MACS_peak_8114_lociStitched	chr11	69984482	69997385	7	11866	13333.9602	1119.9804	646	1
3_MACS_peak_16299_lociStitched	chr17	79149914	79160412	3	10397	15096.124	657.1748	647	1
2_MACS_peak_26973_lociStitched	chr22	46390918	46402495	2	11410	13870.4037	948.1563	648	1
3_MACS_peak_24895_lociStitched	chr21	47451035	47461984	3	10508	15476.4115	1219.7186	649	1
5_MACS_peak_32947_lociStitched	chr8	1904774	1917282	5	11902	13372.3028	1305.8352	650	1
5_MACS_peak_30796_lociStitched	chr7	1016725	1028497	5	10745	14791.518	902.9124	651	1
2_MACS_peak_14732_lociStitched	chr17	48263780	48274744	2	10731	14723.5556	831.0712	652	1
4_MACS_peak_15709_lociStitched	chr17	76492787	76504570	4	11321	13895.6919	912.0042	654	1
1_MACS_peak_24711_lociStitched	chr21	46256366	46266580	1	10215	15790.844	1272.6644	655	1
4_MACS_peak_116_lociStitched	chr1	1383634	1395261	4	11351	13974.4913	1117.3547	656	1
4_MACS_peak_7208_lociStitched	chr11	46402346	46413253	4	10581	15038.5716	1050.3441	657	1
6_MACS_peak_13390_lociStitched	chr17	7002025	7014441	6	11414	13673.7408	957.2736	658	1
4_MACS_peak_20767_lociStitched	chr19	49051302	49063213	4	11397	13963.2653	1229.2152	659	1
3_MACS_peak_31196_lociStitched	chr7	5629450	5640290	3	10506	15073.02	1010.288	660	1
7_MACS_peak_9317_lociStitched	chr12	52590460	52603784	7	11862	12889.6376	1024.6156	661	1
7_MACS_peak_26383_lociStitched	chr22	44284853	44297014	7	11681	13212.9265	1083.5451	662	1
6_MACS_peak_31494_lociStitched	chr7	100213872	100226221	6	11453	13691.3363	1176.8597	663	1
4_MACS_peak_26073_lociStitched	chr22	40036752	40047914	4	10726	14415.723	812.5936	664	1
5_MACS_peak_29865_lociStitched	chr5	176119547	176132102	5	11718	13092.354	1117.395	665	1
7_MACS_peak_19117_lociStitched	chr19	18898074	18910615	7	11083	14153.7726	1126.1818	666	1
4_MACS_peak_15705_lociStitched	chr17	76480893	76492075	4	11089	13838.8432	829.7044	667	1
8_MACS_peak_15492_lociStitched	chr17	74879240	74891503	8	11565	13223.1929	1103.67	669	1
6_MACS_peak_29188_lociStitched	chr4	8699370	8711624	6	11505	13037.0306	874.9356	670	1
2_MACS_peak_46_lociStitched	chr1	955511	965932	2	10208	14963.5139	848.2694	671	1
4_MACS_peak_4816_lociStitched	chr1	156808731	156819886	4	10772	14731.293	1437.8795	672	1
1_MACS_peak_31231_lociStitched	chr7	27190611	27200441	1	9831	15760.439	1291.662	675	1
3_MACS_peak_36230_lociStitched	chr9	138947005	138957344	3	10111	14686.5495	635.8485	676	1
10_MACS_peak_7137_lociStitched	chr11	44323196	44336270	10	11364	13118.4516	1014.5424	677	1
4_MACS_peak_17260_lociStitched	chr19	4772906	4784774	4	11449	13544.9484	1608.114	678	1
1_MACS_peak_31059_lociStitched	chr7	2671667	2681865	1	10199	14466.8828	627.177	679	1
6_MACS_peak_33926_lociStitched	chr8	143675892	143687744	6	11223	12903.2724	612.7484	680	1
5_MACS_peak_24839_lociStitched	chr21	47027771	47040488	5	11317	13581.756	1459.9116	681	1
3_MACS_peak_32300_lociStitched	chr7	155608392	155620351	3	11375	13593.7953	1590.547	682	1
7_MACS_peak_2141_lociStitched	chr1	16493056	16505738	7	11614	12604.6398	1070.3608	683	1
5_MACS_peak_8724_lociStitched	chr11	118020060	118031424	5	10058	14940.2508	1000.032	685	1
5_MACS_peak_36160_lociStitched	chr9	138606943	138618589	5	11040	13183.272	682.4556	686	1
8_MACS_peak_35904_lociStitched	chr9	137993299	138005918	8	11279	12770.428	712.9735	687	1
5_MACS_peak_17422_lociStitched	chr19	5488390	5499842	5	11080	13391.9688	1042.132	688	1
2_MACS_peak_1155_lociStitched	chr1	5892498	5903773	2	11265	12815.165	798.27	689	1
9_MACS_peak_3381_lociStitched	chr1	22643585	22656747	9	11477	12582.872	943.7154	690	1
2_MACS_peak_25856_lociStitched	chr22	37457617	37467967	2	10216	14478.615	869.4	691	1
5_MACS_peak_19771_lociStitched	chr19	39683523	39695652	5	11212	13276.4034	1194.7065	692	1
4_MACS_peak_30463_lociStitched	chr6	33988630	34000110	4	11227	12709.508	997.612	693	1
8_MACS_peak_20881_lociStitched	chr19	49525278	49537668	8	11273	12647.712	1049.433	694	1
3_MACS_peak_25069_lociStitched	chr22	20138685	20149685	3	10588	13517.9	876.7	695	1
4_MACS_peak_15656_lociStitched	chr17	76310962	76321851	4	10890	13011.2661	874.3867	696	1
3_MACS_peak_26479_lociStitched	chr22	44732939	44743808	3	10814	13015.6275	771.699	697	1
5_MACS_peak_17488_lociStitched	chr19	5828251	5839971	5	11168	13168.592	1536.492	698	1
6_MACS_peak_2536_lociStitched	chr1	18022887	18034644	6	10945	12828.0627	828.8685	699	1
8_MACS_peak_34724_lociStitched	chr9	132410219	132421768	8	10720	13273.2657	932.0043	700	1
7_MACS_peak_9826_lociStitched	chr13	113694748	113706831	7	10642	13334.7988	1088.6783	704	1
5_MACS_peak_13475_lociStitched	chr17	7341565	7353068	5	11032	12530.2179	935.1939	705	1
4_MACS_peak_3351_lociStitched	chr1	22557460	22569061	4	10936	12781.9818	1039.4496	706	1
2_MACS_peak_11420_lociStitched	chr16	2873969	2884077	2	10047	13928.824	839.9748	709	1
2_MACS_peak_20223_lociStitched	chr19	45376258	45387025	2	10701	13142.2002	1045.4757	710	1
6_MACS_peak_26097_lociStitched	chr22	40095156	40106867	6	11163	12330.5119	1045.7923	711	1
7_MACS_peak_210_lociStitched	chr1	1998528	2010277	7	11035	12296.5034	808.3312	712	1
4_MACS_peak_36404_lociStitched	chr9	140206993	140217582	4	9866	13945.713	678.7549	713	1
7_MACS_peak_21503_lociStitched	chr19	56055193	56067838	7	10980	12650.058	1111.4955	714	1
3_MACS_peak_24628_lociStitched	chr21	45878176	45888328	3	9821	14651.3664	1369.5048	717	1
5_MACS_peak_608_lociStitched	chr1	3178899	3190344	5	11038	12030.984	653.5095	718	1
3_MACS_peak_30583_lociStitched	chr6	41617915	41628312	3	10299	13596.1569	1011.6281	719	1
7_MACS_peak_32261_lociStitched	chr7	155332684	155345075	7	10943	12813.5331	1304.7723	720	1
4_MACS_peak_15377_lociStitched	chr17	72941784	72952502	4	10419	13323.5458	1047.1486	721	1
6_MACS_peak_22546_lociStitched	chr20	30441640	30453064	6	10662	12949.104	1070.4288	722	1
5_MACS_peak_20567_lociStitched	chr19	47967542	47979008	5	10739	12731.8464	990.6624	723	1
3_MACS_peak_16221_lociStitched	chr17	78397348	78407881	3	10098	13572.8238	927.9573	724	1
4_MACS_peak_1532_lociStitched	chr1	7716407	7726947	4	10406	13009.522	900.116	725	1
5_MACS_peak_20213_lociStitched	chr19	45349488	45360162	5	9861	13852.7172	939.312	726	1
3_MACS_peak_1996_lociStitched	chr1	11760569	11770741	3	9990	13631.4972	917.5144	727	1
4_MACS_peak_31971_lociStitched	chr7	150869266	150880292	4	10761	13254.3546	1796.1354	728	1
5_MACS_peak_4385_lociStitched	chr1	37315509	37326870	5	10615	12533.4552	855.4833	729	1
4_MACS_peak_24472_lociStitched	chr21	44121557	44131426	4	9754	14245.9015	1297.7735	730	1
5_MACS_peak_9844_lociStitched	chr13	113741060	113751562	5	9966	13502.4214	869.5656	732	1
7_MACS_peak_15129_lociStitched	chr17	72188736	72199718	7	10312	13127.8828	1025.7188	733	1
3_MACS_peak_14666_lociStitched	chr17	47597016	47607222	3	10022	13415.787	898.128	735	1
3_MACS_peak_13944_lociStitched	chr17	26858031	26868295	3	9926	13884.1128	1292.2376	738	1
5_MACS_peak_7410_lociStitched	chr11	62685606	62696840	5	10714	12302.3534	972.8644	739	1
3_MACS_peak_30962_lociStitched	chr7	1622867	1633480	3	10283	12988.1894	976.396	740	1
2_MACS_peak_24582_lociStitched	chr21	45665870	45675863	2	9580	14234.0292	1258.1187	743	1
4_MACS_peak_624_lociStitched	chr1	3221088	3231265	4	9631	13463.1533	557.6996	744	1
4_MACS_peak_26252_lociStitched	chr22	43602212	43612420	4	9753	13454.144	763.5584	748	1
2_MACS_peak_4803_lociStitched	chr1	156639821	156650225	2	10175	13572.018	1549.1556	751	1
3_MACS_peak_17052_lociStitched	chr19	3311457	3322103	3	10271	13172.2958	1403.1428	753	1
3_MACS_peak_29586_lociStitched	chr5	1652799	1663621	3	10188	12768.8778	943.6784	755	1
5_MACS_peak_11598_lociStitched	chr16	4363466	4374450	5	10144	12730.456	860.0472	757	1
5_MACS_peak_34132_lociStitched	chr8	144476516	144487179	5	10067	12759.3458	863.703	762	1
5_MACS_peak_2257_lociStitched	chr1	17439943	17450189	5	9967	12970.4114	1021.5262	766	1
3_MACS_peak_20899_lociStitched	chr19	49564264	49575179	3	10256	12391.7995	928.8665	768	1
5_MACS_peak_31054_lociStitched	chr7	2660441	2670697	5	9879	12929.7392	885.0928	769	1
5_MACS_peak_26052_lociStitched	chr22	39967846	39978442	5	10099	12477.8496	798.9384	771	1
2_MACS_peak_4942_lociStitched	chr1	197879164	197889149	2	9981	13612.5505	1831.249	773	1
3_MACS_peak_7284_lociStitched	chr11	61314590	61324743	3	10046	12469.9146	845.7449	775	1
6_MACS_peak_24731_lociStitched	chr21	46466852	46477887	6	9821	13371.1095	1400.3415	776	1
4_MACS_peak_11241_lociStitched	chr16	1021030	1031536	4	10176	12090.3048	748.0272	779	1
4_MACS_peak_14083_lociStitched	chr17	36697749	36708419	4	10074	12370.798	871.739	780	1
3_MACS_peak_26078_lociStitched	chr22	40049932	40060251	3	9934	12602.5947	946.2523	782	1
3_MACS_peak_13867_lociStitched	chr17	21313163	21323361	3	9542	13809.1118	1587.8286	784	1
3_MACS_peak_13585_lociStitched	chr17	7986885	7996832	3	9742	12848.5399	1015.5887	789	1
5_MACS_peak_24342_lociStitched	chr21	43103850	43114095	5	9893	12676.1385	1365.6585	803	1
1_MACS_peak_15502_lociStitched	chr17	74894536	74904238	1	9703	12577.6728	979.902	804	1
4_MACS_peak_31534_lociStitched	chr7	100312683	100322849	4	9812	12359.8228	972.8862	806	1
3_MACS_peak_16657_lociStitched	chr19	416114	426226	3	9659	12431.6928	1001.088	814	1
