REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper
10_MACS_peak_6950_lociStitched	chr11	2305856	2325952	10	18578	21896.6016	1563.4688	341	TSPAN32,C11orf21	ASCL2	C11orf21	341	1
8_MACS_peak_33858_lociStitched	chr8	143531638	143549720	8	17255	21407.2798	1166.289	342	BAI1	TSNARE1	BAI1	342	1
8_MACS_peak_15347_lociStitched	chr17	72873472	72893484	8	18393	21979.1796	1745.0464	343	FADS6	OTOP2,OTOP3,GRIN2C,FDXR,USH1G	FADS6	343	1
15_MACS_peak_3613_lociStitched	chr1	23224884	23247169	15	20272	21883.87	1660.2325	344	EPHB2	MIR4253	MIR4253	344	1
7_MACS_peak_17799_lociStitched	chr19	7851269	7871697	7	19204	22891.6168	2721.0096	345	CLEC4GP1	CLEC4M,EVI5L,CD209	CLEC4GP1	345	1
11_MACS_peak_17938_lociStitched	chr19	8391733	8410043	11	16135	22285.101	2123.96	346	KANK3	RPS28,ANGPTL4,RAB11B,CD320,NDUFA7	KANK3	346	1
3_MACS_peak_17110_lociStitched	chr19	3581574	3596677	3	14867	22376.6048	2227.6925	347	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	347	1
6_MACS_peak_16818_lociStitched	chr19	2299490	2316085	6	16037	22184.196	2042.8445	348	LINGO3	MIR4321,OAZ1,SPPL2B,JSRP1,C19orf35,LSM7	LINGO3	348	1
2_MACS_peak_35121_lociStitched	chr9	135101005	135116586	2	15368	21353.7605	1219.9923	349	NTNG2		NTNG2	349	1
9_MACS_peak_26359_lociStitched	chr22	44230969	44249392	9	17190	21449.8989	1400.148	350	SULT4A1	EFCAB6,PNPLA5	SULT4A1	350	1
8_MACS_peak_6545_lociStitched	chr11	380123	397464	8	16009	21310.3549	1283.234	351	B4GALNT4,PKP3	SIGIRR,ANO9	PKP3	351	1
14_MACS_peak_15951_lociStitched	chr17	77525276	77546125	14	18962	21543.2717	1517.8072	352		RBFOX3	RBFOX3	352	1
4_MACS_peak_11168_lociStitched	chr16	818448	833878	4	14827	21268.712	1257.545	353	MSLN,MIR662,MSLNL	FAM173A,HAGHL,CHTF18,PRR25,CCDC78,NARFL,RPUSD1,GNG13	MIR662	353	1
3_MACS_peak_26910_lociStitched	chr22	45969665	45984637	3	14859	21225.8044	1307.0556	354	FBLN1		FBLN1	354	1
2_MACS_peak_16293_lociStitched	chr17	79096504	79111545	2	14766	20881.4203	977.665	355	MIR3065,AATK,MIR657,MIR338,MIR1250	LOC388428	MIR1250	355	1
4_MACS_peak_7349_lociStitched	chr11	61448178	61464999	4	16476	21260.0619	1505.4795	356	DAGLA		DAGLA	356	1
7_MACS_peak_527_lociStitched	chr1	2986306	3004588	7	17146	20777.493	1085.9508	357	PRDM16	ACTRT2,MIR4251,FLJ42875	PRDM16	357	1
2_MACS_peak_34954_lociStitched	chr9	133770104	133784669	2	14246	20832.3195	1147.722	358	FIBCD1	QRFP	QRFP	358	1
10_MACS_peak_35086_lociStitched	chr9	134999904	135019600	10	18613	21549.3936	1904.6032	359		NTNG2,MED27	NTNG2	359	1
4_MACS_peak_7034_lociStitched	chr11	3211758	3227073	4	14594	20894.2545	1287.9915	360		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	360	1
3_MACS_peak_5023_lociStitched	chr1	202154037	202166259	3	11907	21181.9482	1579.0824	361	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	361	1
2_MACS_peak_31272_lociStitched	chr7	44267337	44280826	2	13325	20573.4228	1013.0239	362	CAMK2B	YKT6,GCK	YKT6	362	1
8_MACS_peak_26466_lociStitched	chr22	44700155	44719030	8	17476	21245.7	1691.2	363	KIAA1644		KIAA1644	363	1
2_MACS_peak_4810_lociStitched	chr1	156657733	156667680	2	9862	21009.0587	1490.0606	364		BCAN,C1orf66,NES,CRABP2,ISG20L2,MRPL24	CRABP2	364	1
5_MACS_peak_28373_lociStitched	chr4	3821017	3838268	5	16979	20556.2916	1097.1636	365			ADRA2C	365	1
7_MACS_peak_23749_lociStitched	chr20	60469102	60486100	7	16678	21069.021	1614.81	366	CDH4	MIR1257	MIR1257	366	1
9_MACS_peak_28454_lociStitched	chr4	6365735	6385917	9	19166	21025.6076	1667.0332	367	PPP2R2C		PPP2R2C	367	1
5_MACS_peak_6926_lociStitched	chr11	2209137	2226575	5	16835	20674.4928	1354.9326	368		IGF2AS,IGF2,INS,TH	TH	368	1
3_MACS_peak_51_lociStitched	chr1	985768	1000268	3	14327	20571.15	1325.3	369	AGRN	ISG15	AGRN	369	1
13_MACS_peak_12886_lociStitched	chr17	144811	162745	13	16120	21135.219	1987.0872	370	RPH3AL		RPH3AL	370	1
3_MACS_peak_19100_lociStitched	chr19	18717764	18728792	3	11002	20141.5392	1003.548	371	TMEM59L	C19orf50,UBA52,C19orf60,KLHL26,CRLF1	TMEM59L	371	1
3_MACS_peak_9814_lociStitched	chr13	113646809	113662574	3	15550	20431.44	1308.495	372	MCF2L	LOC100289410	MCF2L	372	1
4_MACS_peak_35070_lociStitched	chr9	134706643	134723280	4	15957	20470.1648	1420.7998	373			RAPGEF1	373	1
5_MACS_peak_14539_lociStitched	chr17	45922843	45938850	5	15343	20605.8111	1562.2832	374	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	374	1
4_MACS_peak_20474_lociStitched	chr19	46987083	47001800	4	14103	20237.3467	1255.3601	375	PNMAL2	PNMAL1	PNMAL2	375	1
11_MACS_peak_17699_lociStitched	chr19	7542826	7562448	11	18395	21692.121	2756.891	376	C19orf45,PEX11G	ARHGEF18,ZNF358,MCOLN1,PNPLA6,LOC100128573	PEX11G	376	1
6_MACS_peak_24454_lociStitched	chr21	44033139	44048331	6	13999	20904.192	2002.3056	377		PDE9A	PDE9A	377	1
3_MACS_peak_15503_lociStitched	chr17	74905529	74921048	3	15002	20202.6342	1337.7378	378	MGAT5B		MGAT5B	378	1
4_MACS_peak_24369_lociStitched	chr21	43180213	43196322	4	15263	21136.6189	2279.4235	379	RIPK4	NCRNA00112,C21orf129	RIPK4	379	1
5_MACS_peak_11050_lociStitched	chr15	89900019	89916534	5	15999	20615.6745	1806.741	380	MIR9-3	LOC254559,POLG	MIR9-3	380	1
3_MACS_peak_27661_lociStitched	chr3	48616449	48632658	3	15619	20163.996	1361.556	381	COL7A1	PFKFB4,UCN2,MIR711,UQCRC1,TMEM89,SLC26A6	COL7A1	381	1
3_MACS_peak_4822_lociStitched	chr1	156826393	156841761	3	14701	21097.1904	2348.2304	382	NTRK1,INSRR	PEAR1,C1orf92,SH2D2A	NTRK1	382	1
2_MACS_peak_13998_lociStitched	chr17	34493125	34504407	2	11264	21451.5948	2735.885	383	TBC1D3B	CCL4L1,CCL3L3,CCL3L1	TBC1D3B	383	1
2_MACS_peak_16699_lociStitched	chr19	590895	603527	2	12400	20398.1536	1688.8984	384	HCN2	GZMM,BSG,FGF22,POLRMT	HCN2	384	1
3_MACS_peak_33435_lociStitched	chr8	142064002	142079444	3	14867	20437.487	1743.4018	385			PTK2	385	1
4_MACS_peak_3435_lociStitched	chr1	22872360	22889720	4	16667	20111.56	1421.784	386		EPHA8	EPHA8	386	1
12_MACS_peak_6726_lociStitched	chr11	1593603	1613734	12	17303	20680.5763	2079.5323	387	LOC338651,MOB2,KRTAP5-1	KRTAP5-5,DUSP8,KRTAP5-2,KRTAP5-3,KRTAP5-4	KRTAP5-1	387	1
10_MACS_peak_2312_lociStitched	chr1	17535019	17553645	10	17648	19996.8736	1462.141	388	PADI1	PADI3	PADI1	388	1
3_MACS_peak_14558_lociStitched	chr17	46691074	46707053	3	15911	20155.9106	1749.7005	389	HOXB8,HOXB9	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7,MIR196A1	HOXB9	389	1
15_MACS_peak_33051_lociStitched	chr8	7424802	7444193	15	17113	20527.3126	2142.7055	390	FAM90A7		FAM90A7	390	1
2_MACS_peak_23881_lociStitched	chr20	61408800	61422367	2	13448	19444.2244	1104.3538	391		C20orf20,OGFR,COL9A3	C20orf20	391	1
3_MACS_peak_24918_lociStitched	chr21	47528928	47542678	3	13646	19617.125	1399.75	392	COL6A2	FTCD	COL6A2	392	1
4_MACS_peak_26156_lociStitched	chr22	42749460	42765348	4	15615	19469.1552	1258.3296	393			NFAM1	393	1
11_MACS_peak_15218_lociStitched	chr17	72361389	72381164	11	18160	19881.785	1698.6725	394	GPR142	KIF19,GPRC5C,BTBD17	GPR142	394	1
4_MACS_peak_6892_lociStitched	chr11	2111396	2127219	4	15765	19272.414	1126.5976	395		IGF2AS,MIR483,IGF2	MIR483	395	1
13_MACS_peak_2451_lociStitched	chr1	17883724	17903002	13	17616	19322.3394	1359.099	396	ARHGEF10L	ARHGEF10L	ARHGEF10L	396	1
2_MACS_peak_2221_lociStitched	chr1	17196476	17205542	2	9044	19956.9858	2012.652	397		CROCC	CROCC	397	1
7_MACS_peak_23742_lociStitched	chr20	60446540	60463509	7	15370	19290.3592	1377.8828	398	CDH4		MIR1257	398	1
1_MACS_peak_32_lociStitched	chr1	870294	878894	1	8601	18428.08	602.0	399	SAMD11	KLHL17,PLEKHN1,FLJ39609,NOC2L,C1orf170	SAMD11	399	1
6_MACS_peak_25092_lociStitched	chr22	20256024	20270832	6	14495	18881.6808	1160.9472	400		MIR1286,RTN4R,DGCR6L	RTN4R	400	1
5_MACS_peak_31676_lociStitched	chr7	100810397	100825042	5	14164	19269.891	1549.441	401	C7orf52	SERPINE1,AP1S1,ZNHIT1,VGF,MOGAT3,PLOD3	C7orf52	401	1
12_MACS_peak_35798_lociStitched	chr9	137820394	137837815	12	16624	18847.7799	1188.1122	402		FCN2,FCN1	FCN1	402	1
12_MACS_peak_27745_lociStitched	chr3	50415734	50433556	12	16758	19299.4438	1644.9706	403	CACNA2D2	CYB561D2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	403	1
8_MACS_peak_10766_lociStitched	chr15	74588624	74605760	8	16576	19427.0832	1777.0032	404	CCDC33	CCDC33	CCDC33	404	1
5_MACS_peak_31070_lociStitched	chr7	2714225	2731283	5	16043	19106.6658	1466.988	405	AMZ1	TTYH3	AMZ1	405	1
2_MACS_peak_34891_lociStitched	chr9	133296494	133310110	2	13433	18652.5584	1015.7536	406		ASS1	ASS1	406	1
6_MACS_peak_35429_lociStitched	chr9	136437553	136452689	6	14386	18520.4096	911.1872	407	ADAMTSL2,FAM163B	DBH,TMEM8C	FAM163B	407	1
11_MACS_peak_7301_lociStitched	chr11	61360811	61379686	11	17170	19222.3	1732.725	408		RPLP0P2,SYT7	RPLP0P2	408	1
6_MACS_peak_16427_lociStitched	chr17	81011803	81026070	6	13752	18542.8199	1128.5197	409		METRNL,B3GNTL1	B3GNTL1	409	1
9_MACS_peak_18446_lociStitched	chr19	14287236	14304749	9	16431	18843.988	1497.3615	410	LPHN1	ASF1B	LPHN1	410	1
5_MACS_peak_2101_lociStitched	chr1	16383312	16396185	5	12258	18465.0312	1174.0176	411	CLCNKB,FAM131C	CLCNKA,HSPB7	FAM131C	411	1
4_MACS_peak_16070_lociStitched	chr17	77813791	77826204	4	11978	18330.2771	1046.4159	412		CBX8,CBX4	CBX4	412	1
9_MACS_peak_11127_lociStitched	chr16	318539	333664	9	13501	18440.4	1158.575	413	ARHGDIG,PDIA2,RGS11	ITFG3,LUC7L	RGS11	413	1
9_MACS_peak_6763_lociStitched	chr11	1699090	1714754	9	13450	18608.832	1339.272	414	MOB2,FAM99B	KRTAP5-5,FAM99A,KRTAP5-6	FAM99B	414	1
4_MACS_peak_36200_lociStitched	chr9	138870368	138883264	4	12621	18164.016	1000.7296	415		UBAC1	UBAC1	415	1
6_MACS_peak_6452_lociStitched	chr10	135054401	135069646	6	14321	18460.1705	1298.874	416	VENTX,MIR202	UTF1,ADAM8	MIR202	416	1
4_MACS_peak_3601_lociStitched	chr1	23195834	23211574	4	15197	18519.684	1359.936	417	EPHB2	MIR4253	MIR4253	417	1
11_MACS_peak_22013_lociStitched	chr2	128380115	128397979	11	15707	18471.376	1313.004	418	MYO7B,LIMS2	GPR17	GPR17	418	1
3_MACS_peak_6813_lociStitched	chr11	1797558	1810497	3	12726	18313.8606	1164.51	419		SYT8,TNNI2,LOC402778,CTSD,MOB2	MOB2	419	1
2_MACS_peak_29938_lociStitched	chr5	176299456	176310494	2	10957	18107.839	985.6934	420	UNC5A,HK3		HK3	420	1
6_MACS_peak_2249_lociStitched	chr1	17419719	17435529	6	14734	18383.868	1271.124	421	PADI2	SDHB	PADI2	421	1
4_MACS_peak_13042_lociStitched	chr17	1026419	1039366	4	12595	18309.6474	1210.5445	422	ABR	ABR	ABR	422	1
4_MACS_peak_24337_lociStitched	chr21	43079204	43092717	4	13022	18688.479	1601.2905	423		NCRNA00111,NCRNA00112,C21orf129	NCRNA00111	423	1
3_MACS_peak_5967_lociStitched	chr10	104166470	104178613	3	11915	18243.6432	1159.6565	424	PSD	NFKB2,FBXL15,MIR146B,TMEM180,CUEDC2,C10orf95	PSD	424	1
5_MACS_peak_2135_lociStitched	chr1	16463282	16477986	5	14169	18324.1248	1245.4288	425	EPHA2		EPHA2	425	1
7_MACS_peak_17292_lociStitched	chr19	5205165	5222456	7	15747	19291.5687	2218.4353	426	PTPRS		PTPRS	426	1
9_MACS_peak_14119_lociStitched	chr17	37751693	37766152	9	13687	18160.504	1093.1004	427	NEUROD2	PPP1R1B,STARD3	NEUROD2	427	1
6_MACS_peak_11260_lociStitched	chr16	1110280	1125865	6	14258	18036.5205	995.8815	428	SSTR5,LOC146336	SSTR5,C1QTNF8	SSTR5	428	1
7_MACS_peak_35663_lociStitched	chr9	137435031	137451861	7	16031	18420.435	1418.769	429			COL5A1	429	1
7_MACS_peak_18853_lociStitched	chr19	17634350	17650406	7	15121	18702.0288	1799.8776	430	FAM129C	PGLS,GLT25D1	FAM129C	430	1
6_MACS_peak_28572_lociStitched	chr4	7144734	7160808	6	15296	18338.8266	1441.8378	431		SORCS2,FLJ36777	SORCS2	431	1
6_MACS_peak_2901_lociStitched	chr1	19037982	19055600	6	16895	18423.1426	1590.9054	432	PAX7		PAX7	432	1
4_MACS_peak_13493_lociStitched	chr17	7614642	7628714	4	13692	18216.204	1456.452	433	EFNB3,DNAH2	WRAP53,RPL29P2,TP53	DNAH2	433	1
6_MACS_peak_17743_lociStitched	chr19	7724544	7738868	6	13310	18460.7712	1737.5012	434	RETN	LOC100131801,STXBP2,C19orf59,TRAPPC5,XAB2,PCP2,FCER2	RETN	434	1
9_MACS_peak_16455_lociStitched	chr17	81061401	81077995	9	14757	18155.4954	1446.9968	435		METRNL	METRNL	435	1
6_MACS_peak_23931_lociStitched	chr20	61672753	61687677	6	14205	17862.5356	1173.0264	436	LOC100144597,LOC63930	HAR1A,BHLHE23,NCRNA00029,HAR1B	LOC100144597	436	1
11_MACS_peak_13732_lociStitched	chr17	18982423	19004431	11	20822	19014.912	2335.0488	437		GRAPL,GRAP	GRAPL	437	1
1_MACS_peak_19476_lociStitched	chr19	35990093	36003227	1	13135	18096.0252	1417.1586	438	DMKN	FFAR2,GAPDHS,TMEM147,KRTDAP,SBSN	DMKN	438	1
4_MACS_peak_9256_lociStitched	chr12	52227165	52242493	4	15226	18169.8112	1499.0784	439		ANKRD33,FIGNL2	FIGNL2	439	1
1_MACS_peak_4834_lociStitched	chr1	156889108	156898179	1	9072	18068.5249	1402.3766	440	C1orf92	PEAR1,MIR765	C1orf92	440	1
2_MACS_peak_13446_lociStitched	chr17	7185078	7197499	2	12349	17692.4724	1043.364	441	SLC2A4,YBX2	C17orf81,EIF5A,ACAP1,DVL2,PHF23,GABARAP,CTDNEP1,CLDN7,GPS2,NEURL4	SLC2A4	441	1
4_MACS_peak_11341_lociStitched	chr16	1961549	1975123	4	13104	17633.9834	1009.9056	442	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	442	1
6_MACS_peak_28205_lociStitched	chr4	1795599	1809015	6	12433	17415.3096	798.252	443	FGFR3	LETM1	FGFR3	443	1
10_MACS_peak_34216_lociStitched	chr8	145093609	145109320	10	13893	17781.7098	1178.325	444	SPATC1,OPLAH	GRINA,EXOSC4,GPAA1,CYC1,MAF1,PLEC,PARP10,SHARPIN	OPLAH	444	1
3_MACS_peak_32297_lociStitched	chr7	155595830	155607840	3	11505	17700.338	1198.598	445	SHH		SHH	445	1
7_MACS_peak_6961_lociStitched	chr11	2328215	2342780	7	13540	17507.13	1006.4415	446	TSPAN32	ASCL2,C11orf21	TSPAN32	446	1
10_MACS_peak_31554_lociStitched	chr7	100350955	100367964	10	14849	17784.6104	1284.1795	447	ZAN	POP7,EPO	ZAN	447	1
3_MACS_peak_33218_lociStitched	chr8	21981133	21992403	3	10831	17244.227	747.201	448	HR	FAM160B2,SFTPC,BMP1,NUDT18,REEP4,LGI3	HR	448	1
13_MACS_peak_35692_lociStitched	chr9	137508779	137527925	13	16177	17981.9232	1499.1318	449		COL5A1	COL5A1	449	1
1_MACS_peak_27972_lociStitched	chr3	183944850	183954982	1	10133	18048.1316	1574.5128	450	VWA5B2	ABCF3,MIR1224,ECE2,ALG3,CAMK2N2	VWA5B2	450	1
5_MACS_peak_32606_lociStitched	chr7	157635908	157650829	5	13794	18202.1279	1735.3123	451	PTPRN2		MIR153-2	451	1
3_MACS_peak_2169_lociStitched	chr1	16856474	16865081	3	8535	18389.7162	1941.7392	452		MIR3675,CROCCP3	MIR3675	452	1
6_MACS_peak_17680_lociStitched	chr19	7036710	7052647	6	15213	19535.5746	3102.9339	453	MBD3L2,MBD3L4	MBD3L5,ZNF557,EMR4P,FLJ25758,MBD3L3	MBD3L4	453	1
11_MACS_peak_17037_lociStitched	chr19	3287765	3305751	11	15865	18736.0162	2305.8052	454	CELF5		NFIC	454	1
4_MACS_peak_24649_lociStitched	chr21	45966034	45979657	4	13009	18046.3881	1630.6731	455	C21orf29,KRTAP10-2,KRTAP10-3	C21orf90,KRTAP10-4,KRTAP10-7,KRTAP10-1,KRTAP10-5,KRTAP10-6	KRTAP10-2	455	1
15_MACS_peak_29239_lociStitched	chr4	8850291	8869490	15	16879	17701.478	1311.2917	456	HMX1		HMX1	456	1
5_MACS_peak_28311_lociStitched	chr4	3701508	3716188	5	14391	17287.168	930.712	457		LOC100133461	LOC100133461	457	1
5_MACS_peak_165_lociStitched	chr1	1886390	1900328	5	13420	17727.7422	1389.6186	458	KIAA1751	CALML6,TMEM52	KIAA1751	458	1
3_MACS_peak_22189_lociStitched	chr2	220305946	220318976	3	12326	17267.356	974.644	459	SPEG	DES,SPEG,GMPPA	SPEG	459	1
2_MACS_peak_17095_lociStitched	chr19	3452121	3463639	2	11488	17573.0126	1301.534	460	NFIC	FZR1,C19orf77,DOHH	C19orf77	460	1
3_MACS_peak_323_lociStitched	chr1	2458168	2470212	3	11360	17037.4424	806.948	461	HES5	TNFRSF14,C1orf93,PANK4,LOC115110	HES5	461	1
5_MACS_peak_16690_lociStitched	chr19	544971	557940	5	12421	17707.8726	1483.6536	462	GZMM	MADCAM1,C19orf20,CDC34,BSG,HCN2	GZMM	462	1
5_MACS_peak_7444_lociStitched	chr11	64057899	64068696	5	10506	17234.1714	1010.5992	463	KCNK4,C11orf20	FKBP2,PLCB3,GPR137,ESRRA,PRDX5,CCDC88B,PPP1R14B,BAD,TRMT112	KCNK4	463	1
1_MACS_peak_16285_lociStitched	chr17	78996917	79008398	1	11482	17431.6023	1247.9847	464	FLJ90757	CHMP6,BAIAP2	FLJ90757	464	1
12_MACS_peak_34332_lociStitched	chr9	34562504	34580279	12	16127	17741.2275	1624.635	465	LOC415056,CNTFR	ENHO,C9orf23,DCTN3,ARID3C	LOC415056	465	1
2_MACS_peak_16813_lociStitched	chr19	1790736	1801688	2	10928	17581.2456	1470.8536	466	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	466	1
5_MACS_peak_22901_lociStitched	chr20	44933715	44947430	5	13213	17178.0375	1141.088	467		SLC35C2	SLC35C2	467	1
4_MACS_peak_9040_lociStitched	chr12	3237083	3251906	4	14351	17497.0692	1467.477	468	TSPAN9		TSPAN9	468	1
5_MACS_peak_534_lociStitched	chr1	3005420	3021365	5	15244	17048.394	1031.6415	469	PRDM16	MIR4251,FLJ42875	PRDM16	469	1
7_MACS_peak_20592_lociStitched	chr19	48214663	48230589	7	14519	17239.895	1234.265	470	EHD2	GLTSCR2,SNORD23	EHD2	470	1
5_MACS_peak_26945_lociStitched	chr22	46272962	46285560	5	12123	16969.506	971.3058	471			WNT7B	471	1
3_MACS_peak_5106_lociStitched	chr1	204976597	204991722	3	15061	18048.6625	2055.4875	472	NFASC	CNTN2	CNTN2	472	1
1_MACS_peak_11870_lociStitched	chr16	30033977	30043855	1	9879	16726.4174	772.4596	473	C16orf92,FAM57B	TAOK2,INO80E,ALDOA,PPP4C,HIRIP3,DOC2A	FAM57B	473	1
11_MACS_peak_26493_lociStitched	chr22	44777055	44793629	11	15341	17019.8406	1069.023	474			KIAA1644	474	1
3_MACS_peak_31659_lociStitched	chr7	100757064	100772418	3	14941	17475.9228	1532.3292	475	SERPINE1	TRIM56,AP1S1,VGF	SERPINE1	475	1
2_MACS_peak_17093_lociStitched	chr19	3439983	3450624	2	10587	17295.8814	1396.0992	476	NFIC	C19orf77,DOHH	C19orf77	476	1
9_MACS_peak_15678_lociStitched	chr17	76357344	76372226	9	13393	17144.064	1257.529	477		PGS1,SOCS3	SOCS3	477	1
3_MACS_peak_7364_lociStitched	chr11	61501873	61514171	3	12072	17081.922	1219.9616	478	DAGLA	C11orf9,FEN1,DKFZP434K028,MIR611,C11orf10	C11orf9	478	1
4_MACS_peak_8110_lociStitched	chr11	69968477	69983968	4	15026	17140.7915	1293.4985	479	ANO1		ANO1	479	1
4_MACS_peak_6078_lociStitched	chr10	126736834	126752061	4	14897	17491.2549	1647.5614	480	CTBP2	CTBP2,MIR4296	MIR4296	480	1
3_MACS_peak_34143_lociStitched	chr8	144501363	144511444	3	9923	16534.8562	706.6781	481	MAFA		MAFA	481	1
8_MACS_peak_16968_lociStitched	chr19	3104048	3120284	8	15094	17629.0488	1803.8196	482	GNA11	GNA15,AES	GNA11	482	1
6_MACS_peak_17163_lociStitched	chr19	3885679	3900061	6	13868	17525.9052	1743.0984	483	ATCAY	ITGB1BP3,ZFR2	ATCAY	483	1
9_MACS_peak_18181_lociStitched	chr19	11370773	11386542	9	14381	17377.438	1597.3997	484	DOCK6	LOC55908,TSPAN16	DOCK6	484	1
4_MACS_peak_9119_lociStitched	chr12	3412369	3424350	4	11626	16723.0798	951.2914	485			PRMT8	485	1
4_MACS_peak_6931_lociStitched	chr11	2227429	2238975	4	11118	16584.6744	830.1574	486		INS,TH	TH	486	1
7_MACS_peak_17791_lociStitched	chr19	7830598	7847113	7	14785	17864.2755	2110.617	487	CLEC4M	CLEC4GP1,EVI5L,CLEC4G,CD209	CLEC4M	487	1
4_MACS_peak_27091_lociStitched	chr22	49289196	49305266	4	15389	17010.095	1256.674	488			FAM19A5	488	1
8_MACS_peak_36428_lociStitched	chr9	140260254	140274206	8	13417	16872.1536	1128.7168	489	EXD3	NOXA1	EXD3	489	1
7_MACS_peak_29886_lociStitched	chr5	176157995	176173613	7	14315	17012.6874	1269.7434	490			UNC5A	490	1
4_MACS_peak_24865_lociStitched	chr21	47364141	47375412	4	11165	17118.3948	1397.604	491		COL6A1	COL6A1	491	1
1_MACS_peak_16815_lociStitched	chr19	1802419	1812353	1	9935	16891.7736	1204.9942	492	ATP8B3	ONECUT3,LOC100288123,MIR1909,REXO1	ATP8B3	492	1
3_MACS_peak_31465_lociStitched	chr7	99762922	99774525	3	11413	17049.4482	1363.3525	493	GAL3ST4,GPC2	CNPY4,MBLAC1,C7orf59,STAG3,PVRIG,TAF6,C7orf43	GAL3ST4	493	1
9_MACS_peak_4762_lociStitched	chr1	155159371	155173548	9	13006	17633.3526	2014.5517	494	MIR92B,MUC1,THBS3	TRIM46,MTX1,DPM3,KRTCAP2,GBAP1,GBA	MIR92B	494	1
3_MACS_peak_36255_lociStitched	chr9	139043346	139054536	3	10767	16381.041	785.538	495		C9orf69,LHX3	C9orf69	495	1
2_MACS_peak_35063_lociStitched	chr9	134680671	134693023	2	12151	16645.5552	1059.8016	496			RAPGEF1	496	1
9_MACS_peak_31587_lociStitched	chr7	100415171	100430083	9	13526	16682.0544	1118.4	497	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	497	1
3_MACS_peak_12944_lociStitched	chr17	701179	712552	3	11166	16626.1887	1065.6501	498	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	498	1
5_MACS_peak_1521_lociStitched	chr1	7690716	7705560	5	14228	16681.6872	1151.8944	499	CAMTA1		VAMP3	499	1
8_MACS_peak_7545_lociStitched	chr11	64365139	64380178	8	13767	16496.2791	967.0077	500	SLC22A12,NRXN2	SLC22A11	SLC22A12	500	1
2_MACS_peak_22492_lociStitched	chr20	3650751	3663444	2	12365	16724.2968	1238.8368	501	ADAM33	HSPA12B,GFRA4,SIGLEC1	ADAM33	501	1
2_MACS_peak_24408_lociStitched	chr21	43763459	43774508	2	10847	16959.1101	1480.566	502	TFF2	UBASH3A,TFF3,TFF1,TMPRSS3	TFF2	502	1
2_MACS_peak_11369_lociStitched	chr16	2240126	2250562	2	10092	16406.4356	937.1528	503	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,SNORD60,C16orf79,PGP	CASKIN1	503	1
2_MACS_peak_11245_lociStitched	chr16	1032064	1043114	2	10897	16172.78	723.775	504	SOX8	LMF1	SOX8	504	1
7_MACS_peak_35462_lociStitched	chr9	136498642	136514037	7	14573	16640.4555	1202.3495	505	DBH		DBH	505	1
15_MACS_peak_13777_lociStitched	chr17	19108371	19129154	15	19404	17567.8699	2151.0405	506		EPN2	EPN2	506	1
3_MACS_peak_14063_lociStitched	chr17	35290308	35299957	3	9107	16270.1438	861.6557	507	LHX1	AATF	LHX1	507	1
3_MACS_peak_11285_lociStitched	chr16	1224953	1235358	3	10145	16066.3605	715.864	508	CACNA1H	TPSG1,TPSB2	CACNA1H	508	1
8_MACS_peak_1118_lociStitched	chr1	5804544	5820448	8	14384	16651.488	1369.3344	509			NPHP4	509	1
4_MACS_peak_6716_lociStitched	chr11	1558987	1571492	4	12046	16432.8205	1154.2115	510	MOB2	LOC338651,DUSP8,KRTAP5-1,KRTAP5-2	DUSP8	510	1
4_MACS_peak_16118_lociStitched	chr17	77944365	77957718	4	12728	16428.1959	1161.711	511	TBC1D16		TBC1D16	511	1
12_MACS_peak_28734_lociStitched	chr4	7479166	7495147	12	13733	16255.8732	1006.803	512	SORCS2	MIR4274,PSAPL1	MIR4274	512	1
3_MACS_peak_9821_lociStitched	chr13	113676063	113687346	3	11241	16257.6747	1016.5983	513	MCF2L		MCF2L	513	1
2_MACS_peak_33225_lociStitched	chr8	22010554	22022151	2	11397	16153.4613	927.76	514	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	514	1
1_MACS_peak_23946_lociStitched	chr20	61713397	61724815	1	11419	15882.438	725.043	515	LOC63930	LOC100144597,HAR1A,NCRNA00029,HAR1B	HAR1A	515	1
3_MACS_peak_34992_lociStitched	chr9	133883438	133896628	3	12692	16393.851	1241.179	516	LAMC3		LAMC3	516	1
