REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
4_MACS_peak_24722_lociStitched	chr21	46439098	46455876	4	15965	28463.877	2164.362	345		ADARB1,NCRNA00163,NCRNA00162,C21orf122	NCRNA00162	345	1
4_MACS_peak_35070_lociStitched	chr9	134706643	134723280	4	15957	20470.1648	1420.7998	346			RAPGEF1	346	1
3_MACS_peak_14558_lociStitched	chr17	46691074	46707053	3	15911	20155.9106	1749.7005	347	HOXB8,HOXB9	LOC404266,HOXB3,HOXB4,MIR10A,HOXB5,HOXB6,HOXB7,MIR196A1	HOXB9	347	1
11_MACS_peak_17037_lociStitched	chr19	3287765	3305751	11	15865	18736.0162	2305.8052	348	CELF5		NFIC	348	1
4_MACS_peak_14771_lociStitched	chr17	48676231	48692209	4	15863	22311.6792	1299.0114	349	CACNA1G	ABCC3	ABCC3	349	1
4_MACS_peak_6892_lociStitched	chr11	2111396	2127219	4	15765	19272.414	1126.5976	350		IGF2AS,MIR483,IGF2	MIR483	350	1
7_MACS_peak_17292_lociStitched	chr19	5205165	5222456	7	15747	19291.5687	2218.4353	351	PTPRS		PTPRS	351	1
11_MACS_peak_22013_lociStitched	chr2	128380115	128397979	11	15707	18471.376	1313.004	352	MYO7B,LIMS2	GPR17	GPR17	352	1
4_MACS_peak_14001_lociStitched	chr17	34576768	34592430	4	15636	24669.2162	4062.7228	353	TBC1D3C	CCL4L1	TBC1D3C	353	1
3_MACS_peak_27661_lociStitched	chr3	48616449	48632658	3	15619	20163.996	1361.556	354	COL7A1	PFKFB4,UCN2,MIR711,UQCRC1,TMEM89,SLC26A6	COL7A1	354	1
4_MACS_peak_26156_lociStitched	chr22	42749460	42765348	4	15615	19469.1552	1258.3296	355			NFAM1	355	1
3_MACS_peak_9814_lociStitched	chr13	113646809	113662574	3	15550	20431.44	1308.495	356	MCF2L	LOC100289410	MCF2L	356	1
5_MACS_peak_6711_lociStitched	chr11	1463373	1479183	5	15545	21572.745	1136.739	357	BRSK2	MOB2	MOB2	357	1
2_MACS_peak_85_lociStitched	chr1	1133499	1149217	2	15460	24736.9884	1152.1294	358	TNFRSF18,TNFRSF4	MIR200B,MIR200A,MIR429,TTLL10,B3GALT6,SDF4,FAM132A	TNFRSF18	358	1
9_MACS_peak_12971_lociStitched	chr17	765269	781620	9	15428	16377.1616	1582.7768	359	NXN		GLOD4	359	1
4_MACS_peak_27091_lociStitched	chr22	49289196	49305266	4	15389	17010.095	1256.674	360			FAM19A5	360	1
7_MACS_peak_23742_lociStitched	chr20	60446540	60463509	7	15370	19290.3592	1377.8828	361	CDH4		MIR1257	361	1
2_MACS_peak_35121_lociStitched	chr9	135101005	135116586	2	15368	21353.7605	1219.9923	362	NTNG2		NTNG2	362	1
5_MACS_peak_14539_lociStitched	chr17	45922843	45938850	5	15343	20605.8111	1562.2832	363	SP6	LRRC46,SP2,OSBPL7,MRPL10,SCRN2	SP6	363	1
11_MACS_peak_26493_lociStitched	chr22	44777055	44793629	11	15341	17019.8406	1069.023	364			KIAA1644	364	1
3_MACS_peak_6593_lociStitched	chr11	843074	858636	3	15339	24214.472	1353.894	365	TSPAN4	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD,POLR2L	TSPAN4	365	1
1_MACS_peak_4751_lociStitched	chr1	155088898	155104230	1	15333	26755.8732	2261.47	366	EFNA1	EFNA3,SLC50A1,TRIM46,DPM3,KRTCAP2	EFNA1	366	1
6_MACS_peak_28572_lociStitched	chr4	7144734	7160808	6	15296	18338.8266	1441.8378	367		SORCS2,FLJ36777	SORCS2	367	1
2_MACS_peak_7821_lociStitched	chr11	68768594	68783949	2	15281	24360.7075	1374.2725	368	MRGPRF	TPCN2,MRGPRD	MRGPRF	368	1
3_MACS_peak_16535_lociStitched	chr18	44541972	44557378	3	15271	21605.3744	6784.8024	369	KATNAL2,TCEB3CL,TCEB3C	PIAS2,TCEB3B	TCEB3CL	369	1
4_MACS_peak_24369_lociStitched	chr21	43180213	43196322	4	15263	21136.6189	2279.4235	370	RIPK4	NCRNA00112,C21orf129	RIPK4	370	1
2_MACS_peak_1231_lociStitched	chr1	6555494	6570981	2	15244	26129.6664	1263.7392	371	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	371	1
5_MACS_peak_534_lociStitched	chr1	3005420	3021365	5	15244	17048.394	1031.6415	372	PRDM16	MIR4251,FLJ42875	PRDM16	372	1
4_MACS_peak_9256_lociStitched	chr12	52227165	52242493	4	15226	18169.8112	1499.0784	373		ANKRD33,FIGNL2	FIGNL2	373	1
6_MACS_peak_17680_lociStitched	chr19	7036710	7052647	6	15213	19535.5746	3102.9339	374	MBD3L2,MBD3L4	MBD3L5,ZNF557,EMR4P,FLJ25758,MBD3L3	MBD3L4	374	1
4_MACS_peak_3601_lociStitched	chr1	23195834	23211574	4	15197	18519.684	1359.936	375	EPHB2	MIR4253	MIR4253	375	1
2_MACS_peak_25074_lociStitched	chr22	20176767	20192066	2	15185	23457.9567	1193.322	376		LOC150197,MIR1286	LOC150197	376	1
2_MACS_peak_31876_lociStitched	chr7	128482380	128497564	2	15172	22709.1904	1945.0704	377	FLNC	ATP6V1F,LOC100130705	ATP6V1F	377	1
2_MACS_peak_14005_lociStitched	chr17	34742392	34757629	2	15133	25869.3786	3955.5252	378	TBC1D3H,TBC1D3C		TBC1D3H	378	1
7_MACS_peak_18853_lociStitched	chr19	17634350	17650406	7	15121	18702.0288	1799.8776	379	FAM129C	PGLS,GLT25D1	FAM129C	379	1
8_MACS_peak_16968_lociStitched	chr19	3104048	3120284	8	15094	17629.0488	1803.8196	380	GNA11	GNA15,AES	GNA11	380	1
4_MACS_peak_17208_lociStitched	chr19	4223835	4239145	4	15087	22767.501	2025.513	381	ANKRD24,EBI3	CCDC94,SHD,SIRT6	EBI3	381	1
3_MACS_peak_5106_lociStitched	chr1	204976597	204991722	3	15061	18048.6625	2055.4875	382	NFASC	CNTN2	CNTN2	382	1
4_MACS_peak_8110_lociStitched	chr11	69968477	69983968	4	15026	17140.7915	1293.4985	383	ANO1		ANO1	383	1
3_MACS_peak_15503_lociStitched	chr17	74905529	74921048	3	15002	20202.6342	1337.7378	384	MGAT5B		MGAT5B	384	1
3_MACS_peak_31659_lociStitched	chr7	100757064	100772418	3	14941	17475.9228	1532.3292	385	SERPINE1	TRIM56,AP1S1,VGF	SERPINE1	385	1
4_MACS_peak_9910_lociStitched	chr13	114051665	114067054	4	14923	21612.3116	1215.731	386		GRTP1,ADPRHL1	GRTP1	386	1
12_MACS_peak_12823_lociStitched	chr17	12	16827	12	14899	16453.4775	1523.439	387	DOC2B		DOC2B	387	1
4_MACS_peak_6078_lociStitched	chr10	126736834	126752061	4	14897	17491.2549	1647.5614	388	CTBP2	CTBP2,MIR4296	MIR4296	388	1
3_MACS_peak_17110_lociStitched	chr19	3581574	3596677	3	14867	22376.6048	2227.6925	389	GIPC3,TBXA2R	C19orf71,HMG20B,C19orf28,C19orf29	GIPC3	389	1
3_MACS_peak_33435_lociStitched	chr8	142064002	142079444	3	14867	20437.487	1743.4018	390			PTK2	390	1
3_MACS_peak_26910_lociStitched	chr22	45969665	45984637	3	14859	21225.8044	1307.0556	391	FBLN1		FBLN1	391	1
10_MACS_peak_31554_lociStitched	chr7	100350955	100367964	10	14849	17784.6104	1284.1795	392	ZAN	POP7,EPO	ZAN	392	1
4_MACS_peak_11168_lociStitched	chr16	818448	833878	4	14827	21268.712	1257.545	393	MSLN,MIR662,MSLNL	FAM173A,HAGHL,CHTF18,PRR25,CCDC78,NARFL,RPUSD1,GNG13	MIR662	393	1
2_MACS_peak_687_lociStitched	chr1	3371792	3386803	2	14816	22858.7508	947.1941	394	ARHGEF16		ARHGEF16	394	1
7_MACS_peak_17791_lociStitched	chr19	7830598	7847113	7	14785	17864.2755	2110.617	395	CLEC4M	CLEC4GP1,EVI5L,CLEC4G,CD209	CLEC4M	395	1
2_MACS_peak_16293_lociStitched	chr17	79096504	79111545	2	14766	20881.4203	977.665	396	MIR3065,AATK,MIR657,MIR338,MIR1250	LOC388428	MIR1250	396	1
9_MACS_peak_16455_lociStitched	chr17	81061401	81077995	9	14757	18155.4954	1446.9968	397		METRNL	METRNL	397	1
2_MACS_peak_31622_lociStitched	chr7	100634053	100648911	2	14750	41748.0084	2739.8152	398	MUC12	MUC17	MUC17	398	1
6_MACS_peak_2249_lociStitched	chr1	17419719	17435529	6	14734	18383.868	1271.124	399	PADI2	SDHB	PADI2	399	1
3_MACS_peak_16708_lociStitched	chr19	664920	680031	3	14714	23796.8028	1822.3866	400	FSTL3	FGF22,PALM,POLRMT,RNF126,PRSSL1	FSTL3	400	1
3_MACS_peak_4822_lociStitched	chr1	156826393	156841761	3	14701	21097.1904	2348.2304	401	NTRK1,INSRR	PEAR1,C1orf92,SH2D2A	NTRK1	401	1
15_MACS_peak_23342_lociStitched	chr20	57193881	57210724	15	14700	16234.9677	1371.0202	402	LOC149773	STX16	STX16	402	1
6_MACS_peak_7603_lociStitched	chr11	64501234	64516748	6	14699	22630.2718	1628.97	403	RASGRP2,PYGM	NRXN2,SF1	RASGRP2	403	1
3_MACS_peak_295_lociStitched	chr1	2301315	2316310	3	14617	22224.0895	1454.515	404	MORN1	RER1,LOC100129534,PEX10	MORN1	404	1
4_MACS_peak_7034_lociStitched	chr11	3211758	3227073	4	14594	20894.2545	1287.9915	405		C11orf36,OSBPL5,MRGPRG,MRGPRE	C11orf36	405	1
7_MACS_peak_35462_lociStitched	chr9	136498642	136514037	7	14573	16640.4555	1202.3495	406	DBH		DBH	406	1
15_MACS_peak_15604_lociStitched	chr17	75909936	75926542	15	14567	15667.761	1574.2488	407		FLJ45079	FLJ45079	407	1
7_MACS_peak_30481_lociStitched	chr6	34041257	34057235	7	14554	16067.4768	1386.8904	408	GRM4		GRM4	408	1
7_MACS_peak_20592_lociStitched	chr19	48214663	48230589	7	14519	17239.895	1234.265	409	EHD2	GLTSCR2,SNORD23	EHD2	409	1
4_MACS_peak_14008_lociStitched	chr17	34793639	34808548	4	14512	25850.7151	3873.3582	410	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	410	1
6_MACS_peak_25092_lociStitched	chr22	20256024	20270832	6	14495	18881.6808	1160.9472	411		MIR1286,RTN4R,DGCR6L	RTN4R	411	1
9_MACS_peak_224_lociStitched	chr1	2027682	2043835	9	14435	15229.0484	1109.7111	412	PRKCZ		PRKCZ	412	1
8_MACS_peak_13673_lociStitched	chr17	16734394	16749822	8	14430	15272.1772	1371.5492	413	KRT16P2	LOC162632,FAM106C	KRT16P2	413	1
5_MACS_peak_28311_lociStitched	chr4	3701508	3716188	5	14391	17287.168	930.712	414		LOC100133461	LOC100133461	414	1
6_MACS_peak_35429_lociStitched	chr9	136437553	136452689	6	14386	18520.4096	911.1872	415	ADAMTSL2,FAM163B	DBH,TMEM8C	FAM163B	415	1
8_MACS_peak_1118_lociStitched	chr1	5804544	5820448	8	14384	16651.488	1369.3344	416			NPHP4	416	1
9_MACS_peak_18181_lociStitched	chr19	11370773	11386542	9	14381	17377.438	1597.3997	417	DOCK6	LOC55908,TSPAN16	DOCK6	417	1
4_MACS_peak_34947_lociStitched	chr9	133529710	133544545	4	14359	23285.016	1124.493	418	PRDM12	EXOSC2,ABL1	PRDM12	418	1
4_MACS_peak_9040_lociStitched	chr12	3237083	3251906	4	14351	17497.0692	1467.477	419	TSPAN9		TSPAN9	419	1
3_MACS_peak_51_lociStitched	chr1	985768	1000268	3	14327	20571.15	1325.3	420	AGRN	ISG15	AGRN	420	1
6_MACS_peak_6452_lociStitched	chr10	135054401	135069646	6	14321	18460.1705	1298.874	421	VENTX,MIR202	UTF1,ADAM8	MIR202	421	1
7_MACS_peak_29886_lociStitched	chr5	176157995	176173613	7	14315	17012.6874	1269.7434	422			UNC5A	422	1
8_MACS_peak_17672_lociStitched	chr19	7018460	7033671	8	14300	17551.9729	2786.6552	423	MBD3L5	MBD3L2,ZNF557,EMR4P,FLJ25758,MBD3L4,MBD3L3	MBD3L5	423	1
6_MACS_peak_25204_lociStitched	chr22	21561975	21576702	6	14275	16416.1869	2404.9191	424			POM121L8P	424	1
8_MACS_peak_9094_lociStitched	chr12	3350613	3366722	8	14275	15100.5766	1470.7517	425	TSPAN9		TSPAN9	425	1
6_MACS_peak_11260_lociStitched	chr16	1110280	1125865	6	14258	18036.5205	995.8815	426	SSTR5,LOC146336	SSTR5,C1QTNF8	SSTR5	426	1
2_MACS_peak_34954_lociStitched	chr9	133770104	133784669	2	14246	20832.3195	1147.722	427	FIBCD1	QRFP	QRFP	427	1
10_MACS_peak_17835_lociStitched	chr19	8088067	8103681	10	14245	16009.0342	1951.75	428		CCL25,ELAVL1	CCL25	428	1
5_MACS_peak_1521_lociStitched	chr1	7690716	7705560	5	14228	16681.6872	1151.8944	429	CAMTA1		VAMP3	429	1
6_MACS_peak_23931_lociStitched	chr20	61672753	61687677	6	14205	17862.5356	1173.0264	430	LOC100144597,LOC63930	HAR1A,BHLHE23,NCRNA00029,HAR1B	LOC100144597	430	1
5_MACS_peak_2135_lociStitched	chr1	16463282	16477986	5	14169	18324.1248	1245.4288	431	EPHA2		EPHA2	431	1
5_MACS_peak_31676_lociStitched	chr7	100810397	100825042	5	14164	19269.891	1549.441	432	C7orf52	SERPINE1,AP1S1,ZNHIT1,VGF,MOGAT3,PLOD3	C7orf52	432	1
4_MACS_peak_20474_lociStitched	chr19	46987083	47001800	4	14103	20237.3467	1255.3601	433	PNMAL2	PNMAL1	PNMAL2	433	1
5_MACS_peak_24945_lociStitched	chr22	18760779	18775462	5	14048	17133.5927	2296.4212	434	GGT3P		GGT3P	434	1
4_MACS_peak_24062_lociStitched	chr20	62170184	62184925	4	14042	21804.8872	1314.8972	435	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	435	1
10_MACS_peak_33790_lociStitched	chr8	143199640	143214648	10	14037	14968.9792	1121.0976	436			NCRNA00051	436	1
6_MACS_peak_24454_lociStitched	chr21	44033139	44048331	6	13999	20904.192	2002.3056	437		PDE9A	PDE9A	437	1
5_MACS_peak_25046_lociStitched	chr22	19748699	19763397	5	13936	21930.8858	1128.8064	438	TBX1	SEPT5,SEPT5-GP1BB,GP1BB	TBX1	438	1
9_MACS_peak_6673_lociStitched	chr11	1387145	1402177	9	13910	15484.4632	1222.1016	439		BRSK2	BRSK2	439	1
7_MACS_peak_28705_lociStitched	chr4	7425124	7439615	7	13904	14519.982	1095.5196	440	SORCS2,PSAPL1	MIR4274	PSAPL1	440	1
10_MACS_peak_34216_lociStitched	chr8	145093609	145109320	10	13893	17781.7098	1178.325	441	SPATC1,OPLAH	GRINA,EXOSC4,GPAA1,CYC1,MAF1,PLEC,PARP10,SHARPIN	OPLAH	441	1
10_MACS_peak_21129_lociStitched	chr19	51050291	51065706	10	13882	15020.376	1105.2555	442	LRRC4B	SNAR-F,JOSD2,ASPDH	LRRC4B	442	1
6_MACS_peak_36021_lociStitched	chr9	138237237	138251516	6	13868	15278.53	1052.3623	443			KIAA0649	443	1
6_MACS_peak_17163_lociStitched	chr19	3885679	3900061	6	13868	17525.9052	1743.0984	444	ATCAY	ITGB1BP3,ZFR2	ATCAY	444	1
7_MACS_peak_15452_lociStitched	chr17	74522319	74536914	7	13823	16266.1275	1185.114	445	PRCD,CYGB	SNORD1C,SNORD1B,SNORD1A,RHBDF2,ST6GALNAC2	CYGB	445	1
5_MACS_peak_32606_lociStitched	chr7	157635908	157650829	5	13794	18202.1279	1735.3123	446	PTPRN2		MIR153-2	446	1
8_MACS_peak_7545_lociStitched	chr11	64365139	64380178	8	13767	16496.2791	967.0077	447	SLC22A12,NRXN2	SLC22A11	SLC22A12	447	1
6_MACS_peak_16427_lociStitched	chr17	81011803	81026070	6	13752	18542.8199	1128.5197	448		METRNL,B3GNTL1	B3GNTL1	448	1
12_MACS_peak_28734_lociStitched	chr4	7479166	7495147	12	13733	16255.8732	1006.803	449	SORCS2	MIR4274,PSAPL1	MIR4274	449	1
6_MACS_peak_6855_lociStitched	chr11	1917916	1932710	6	13723	16453.8868	1392.1154	450		LSP1,TNNT3,MRPL23,MIR4298	TNNT3	450	1
9_MACS_peak_22706_lociStitched	chr20	34958268	34972588	9	13700	15253.664	1148.464	451		DLGAP4	DLGAP4	451	1
4_MACS_peak_13493_lociStitched	chr17	7614642	7628714	4	13692	18216.204	1456.452	452	EFNB3,DNAH2	WRAP53,RPL29P2,TP53	DNAH2	452	1
9_MACS_peak_14119_lociStitched	chr17	37751693	37766152	9	13687	18160.504	1093.1004	453	NEUROD2	PPP1R1B,STARD3	NEUROD2	453	1
2_MACS_peak_14069_lociStitched	chr17	36283547	36297247	2	13678	27263	4014.1	454	TBC1D3,TBC1D3F	LOC284100	TBC1D3	454	1
6_MACS_peak_14651_lociStitched	chr17	47555277	47569433	6	13662	16228.4384	1414.1844	455		NGFR	NGFR	455	1
3_MACS_peak_24918_lociStitched	chr21	47528928	47542678	3	13646	19617.125	1399.75	456	COL6A2	FTCD	COL6A2	456	1
7_MACS_peak_28327_lociStitched	chr4	3732634	3747099	7	13634	15024.7955	1239.6505	457		ADRA2C	ADRA2C	457	1
10_MACS_peak_3542_lociStitched	chr1	23097726	23113569	10	13573	15503.9598	1391.0154	458	EPHB2		EPHB2	458	1
10_MACS_peak_4230_lociStitched	chr1	32143572	32158735	10	13563	15626.9878	1213.04	459	COL16A1	PEF1	COL16A1	459	1
9_MACS_peak_10725_lociStitched	chr15	74510788	74525675	9	13562	15807.0166	1505.0757	460		ISLR,CCDC33,STRA6	CCDC33	460	1
7_MACS_peak_6961_lociStitched	chr11	2328215	2342780	7	13540	17507.13	1006.4415	461	TSPAN32	ASCL2,C11orf21	TSPAN32	461	1
9_MACS_peak_31587_lociStitched	chr7	100415171	100430083	9	13526	16682.0544	1118.4	462	EPHB4	SLC12A9,TRIP6,SRRT	EPHB4	462	1
6_MACS_peak_30491_lociStitched	chr6	34066949	34081830	6	13519	15717.3122	1278.2779	463	GRM4		GRM4	463	1
2_MACS_peak_16376_lociStitched	chr17	79759034	79772614	2	13506	26088.538	1378.37	464	GCGR	FAM195B,DYSFIP1,P4HB	GCGR	464	1
9_MACS_peak_11127_lociStitched	chr16	318539	333664	9	13501	18440.4	1158.575	465	ARHGDIG,PDIA2,RGS11	ITFG3,LUC7L	RGS11	465	1
4_MACS_peak_33471_lociStitched	chr8	142396135	142410410	4	13492	15892.3575	1187.68	466		LOC731779,PTP4A3,GPR20	GPR20	466	1
9_MACS_peak_6763_lociStitched	chr11	1699090	1714754	9	13450	18608.832	1339.272	467	MOB2,FAM99B	KRTAP5-5,FAM99A,KRTAP5-6	FAM99B	467	1
2_MACS_peak_23881_lociStitched	chr20	61408800	61422367	2	13448	19444.2244	1104.3538	468		C20orf20,OGFR,COL9A3	C20orf20	468	1
4_MACS_peak_22210_lociStitched	chr2	220493011	220506638	4	13446	16128.9172	1065.6314	469	SLC4A3	STK11IP	SLC4A3	469	1
2_MACS_peak_34891_lociStitched	chr9	133296494	133310110	2	13433	18652.5584	1015.7536	470		ASS1	ASS1	470	1
5_MACS_peak_165_lociStitched	chr1	1886390	1900328	5	13420	17727.7422	1389.6186	471	KIAA1751	CALML6,TMEM52	KIAA1751	471	1
8_MACS_peak_36428_lociStitched	chr9	140260254	140274206	8	13417	16872.1536	1128.7168	472	EXD3	NOXA1	EXD3	472	1
3_MACS_peak_15424_lociStitched	chr17	73605226	73619036	3	13410	21484.217	1142.087	473	MYO15B	LOC643008,LOC100130933,SAP30BP,RECQL5	LOC643008	473	1
5_MACS_peak_3392_lociStitched	chr1	22664730	22679173	5	13409	15780.4218	1207.4348	474			ZBTB40	474	1
9_MACS_peak_15678_lociStitched	chr17	76357344	76372226	9	13393	17144.064	1257.529	475		PGS1,SOCS3	SOCS3	475	1
7_MACS_peak_19278_lociStitched	chr19	33699190	33713198	7	13353	15873.8656	1291.5376	476	LRP3,SLC7A10		SLC7A10	476	1
2_MACS_peak_31272_lociStitched	chr7	44267337	44280826	2	13325	20573.4228	1013.0239	477	CAMK2B	YKT6,GCK	YKT6	477	1
9_MACS_peak_25614_lociStitched	chr22	30834078	30848707	9	13312	14276.4411	1767.1832	478		SEC14L2,MTFP1,SEC14L3,SDC4P	MTFP1	478	1
6_MACS_peak_17743_lociStitched	chr19	7724544	7738868	6	13310	18460.7712	1737.5012	479	RETN	LOC100131801,STXBP2,C19orf59,TRAPPC5,XAB2,PCP2,FCER2	RETN	479	1
1_MACS_peak_24714_lociStitched	chr21	46343709	46356964	1	13256	27246.978	1680.734	480	ITGB2,C21orf67	C21orf70,PTTG1IP,ITGB2	ITGB2	480	1
6_MACS_peak_27824_lociStitched	chr3	50566166	50579654	6	13256	16049.3712	1216.6176	481		HEMK1,CACNA2D2,C3orf18	CACNA2D2	481	1
7_MACS_peak_23661_lociStitched	chr20	60270672	60285394	7	13241	13994.7332	1165.9824	482	CDH4		MIR1257	482	1
7_MACS_peak_27766_lociStitched	chr3	50452768	50466706	7	13227	14777.0676	1322.7162	483	CACNA2D2		TMEM115	483	1
5_MACS_peak_22901_lociStitched	chr20	44933715	44947430	5	13213	17178.0375	1141.088	484		SLC35C2	SLC35C2	484	1
8_MACS_peak_16257_lociStitched	chr17	78493246	78507011	8	13199	14864.8235	1271.886	485		RPTOR,NPTX1	RPTOR	485	1
8_MACS_peak_31579_lociStitched	chr7	100397474	100411779	8	13181	13768.5625	1406.1815	486	EPHB4	SLC12A9	EPHB4	486	1
7_MACS_peak_2847_lociStitched	chr1	18954228	18968161	7	13177	15519.9687	966.9502	487	PAX7		PAX7	487	1
1_MACS_peak_19476_lociStitched	chr19	35990093	36003227	1	13135	18096.0252	1417.1586	488	DMKN	FFAR2,GAPDHS,TMEM147,KRTDAP,SBSN	DMKN	488	1
6_MACS_peak_14692_lociStitched	chr17	47951817	47965561	6	13133	14967.216	1390.8928	489		TAC4	TAC4	489	1
5_MACS_peak_13758_lociStitched	chr17	19058828	19072385	5	13126	12483.2856	1750.2087	490	GRAPL		GRAPL	490	1
7_MACS_peak_15909_lociStitched	chr17	77465202	77479384	7	13120	14379.1298	1343.0354	491	RBFOX3		RBFOX3	491	1
4_MACS_peak_11341_lociStitched	chr16	1961549	1975123	4	13104	17633.9834	1009.9056	492	HS3ST6	NDUFB10,SNHG9,SNORA78,RNF151,TBL3,C16orf73,NCRNA00254,SEPX1,RPL3L,SNORA10,SNORA64,RPS2	HS3ST6	492	1
5_MACS_peak_29167_lociStitched	chr4	8642222	8655697	5	13088	14292.9325	874.5275	493		CPZ	CPZ	493	1
1_MACS_peak_15841_lociStitched	chr17	77273667	77286723	1	13057	14900.8128	1117.5936	494	RBFOX3		RBFOX3	494	1
8_MACS_peak_398_lociStitched	chr1	2715431	2729032	8	13053	14859.0925	810.6196	495			MMEL1	495	1
4_MACS_peak_24337_lociStitched	chr21	43079204	43092717	4	13022	18688.479	1601.2905	496		NCRNA00111,NCRNA00112,C21orf129	NCRNA00111	496	1
4_MACS_peak_24649_lociStitched	chr21	45966034	45979657	4	13009	18046.3881	1630.6731	497	C21orf29,KRTAP10-2,KRTAP10-3	C21orf90,KRTAP10-4,KRTAP10-7,KRTAP10-1,KRTAP10-5,KRTAP10-6	KRTAP10-2	497	1
9_MACS_peak_4762_lociStitched	chr1	155159371	155173548	9	13006	17633.3526	2014.5517	498	MIR92B,MUC1,THBS3	TRIM46,MTX1,DPM3,KRTCAP2,GBAP1,GBA	MIR92B	498	1
5_MACS_peak_218_lociStitched	chr1	2012486	2026048	5	12978	15144.6854	773.034	499	PRKCZ	PRKCZ	PRKCZ	499	1
7_MACS_peak_18438_lociStitched	chr19	14269360	14282935	7	12931	13801.7025	950.25	500	LPHN1	PRKACA,ASF1B	ASF1B	500	1
4_MACS_peak_440_lociStitched	chr1	2789726	2803168	4	12921	15487.8724	854.9112	501			ACTRT2	501	1
8_MACS_peak_31538_lociStitched	chr7	100324219	100337950	8	12921	14597.4261	1245.4017	502	ZAN	POP7,EPO,GIGYF1	ZAN	502	1
9_MACS_peak_17321_lociStitched	chr19	5259973	5274228	9	12897	16364.74	1476.818	503	PTPRS		PTPRS	503	1
4_MACS_peak_26032_lociStitched	chr22	39235923	39249438	4	12871	15376.0155	1589.364	504	NPTXR	DNAL4,CBX6	NPTXR	504	1
5_MACS_peak_6431_lociStitched	chr10	135008263	135021778	5	12871	14746.2165	871.7175	505	KNDC1	UTF1,VENTX,MIR202	UTF1	505	1
5_MACS_peak_23108_lociStitched	chr20	56127836	56141025	5	12860	14962.9205	1399.3529	506	PCK1	CTCFL	PCK1	506	1
14_MACS_peak_11653_lociStitched	chr16	5050266	5066296	14	12842	14484.708	1397.816	507	SEC14L5	NAGPA,C16orf89	NAGPA	507	1
7_MACS_peak_35024_lociStitched	chr9	133980590	133994885	7	12812	15339.9645	1355.166	508	AIF1L	NUP214	NUP214	508	1
4_MACS_peak_26028_lociStitched	chr22	39222078	39235188	4	12807	14910.003	1223.163	509	NPTXR	DNAL4,CBX6	NPTXR	509	1
4_MACS_peak_9169_lociStitched	chr12	6928398	6941759	4	12807	21783.7744	1398.8967	510	CD4,GPR162,LEPREL2	LAG3,GNB3,USP5,TPI1,CDCA3,SPSB2	LEPREL2	510	1
4_MACS_peak_30579_lociStitched	chr6	41603917	41617209	4	12799	16168.3888	1107.2236	511	MDFI		MDFI	511	1
5_MACS_peak_11415_lociStitched	chr16	2860151	2873282	5	12751	15125.5989	1122.7005	512	PRSS21	PRSS41,ZG16B,TCEB2,PRSS33,PRSS30P,PRSS22	PRSS21	512	1
12_MACS_peak_25270_lociStitched	chr22	23723692	23737550	12	12743	15520.96	1047.6648	513	ZDHHC8P1		ZDHHC8P1	513	1
4_MACS_peak_16118_lociStitched	chr17	77944365	77957718	4	12728	16428.1959	1161.711	514	TBC1D16		TBC1D16	514	1
3_MACS_peak_6813_lociStitched	chr11	1797558	1810497	3	12726	18313.8606	1164.51	515		SYT8,TNNI2,LOC402778,CTSD,MOB2	MOB2	515	1
8_MACS_peak_16641_lociStitched	chr19	377826	392200	8	12719	15966.6392	2052.6072	516		MIER2,THEG,C2CD4C	THEG	516	1
7_MACS_peak_26891_lociStitched	chr22	45932178	45945330	7	12709	14764.4352	1078.464	517	FBLN1		FBLN1	517	1
7_MACS_peak_16007_lociStitched	chr17	77647982	77661553	7	12698	14831.7459	1290.6021	518		ENPP7	ENPP7	518	1
9_MACS_peak_24426_lociStitched	chr21	43840867	43855305	9	12695	14752.7484	2158.481	519	UBASH3A	TMPRSS3	UBASH3A	519	1
3_MACS_peak_34992_lociStitched	chr9	133883438	133896628	3	12692	16393.851	1241.179	520	LAMC3		LAMC3	520	1
4_MACS_peak_21726_lociStitched	chr2	26830707	26843836	4	12674	14095.2944	1290.5807	521	CIB4	C2orf70,OTOF	CIB4	521	1
10_MACS_peak_23116_lociStitched	chr20	56146883	56161556	10	12674	15211.4991	1414.4772	522		PCK1,CTCFL,ZBP1	PCK1	522	1
7_MACS_peak_1349_lociStitched	chr1	7283528	7297586	7	12656	14652.6534	1123.2342	523	CAMTA1		CAMTA1	523	1
7_MACS_peak_19025_lociStitched	chr19	18149109	18162644	7	12627	14954.8215	1800.155	524		ARRDC2,MAST3,IL12RB1	ARRDC2	524	1
