#27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14_ROSE/27_0F2D_0229Kronos_MM1S-KB-6hr-1_H3K27me3_hs-dm_i14_peaks_0KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam
#Using cutoff of 11276.0776 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X27_0F2D_0229Kronos_MM1S.KB.6hr.1_H3K27me3_hs.dm_i14.bam	X41_0EXT_0229Kronos_MM1S.KB.6hr.1_Input_hs_i85.bam	enhancerRank	isSuper
1_MACS_peak_2039_lociStitched	chr1	12202915	12203454	1	540	420.7973	32.6634	11800	0
1_MACS_peak_31181_lociStitched	chr7	5589026	5589521	1	496	425.601	37.521	11801	0
1_MACS_peak_13552_lociStitched	chr17	7818522	7819076	1	555	460.651	72.6294	11802	0
1_MACS_peak_13952_lociStitched	chr17	27314699	27315238	1	540	410.6641	22.6919	11803	0
1_MACS_peak_20942_lociStitched	chr19	49758837	49759338	1	502	405.2589	17.3346	11804	0
1_MACS_peak_34271_lociStitched	chr8	145822244	145822731	1	488	430.0697	42.2229	11805	0
1_MACS_peak_12098_lociStitched	chr16	84039202	84039682	1	481	431.04	43.2	11806	0
1_MACS_peak_21572_lociStitched	chr19	59038193	59038693	1	501	408.35	20.7	11807	0
1_MACS_peak_13627_lociStitched	chr17	9056976	9057535	1	560	411.5358	24.037	11808	0
1_MACS_peak_31461_lociStitched	chr7	99594970	99595625	1	656	470.8795	83.3815	11809	0
1_MACS_peak_34601_lociStitched	chr9	130901809	130902444	1	636	430.657	43.307	11810	0
1_MACS_peak_35076_lociStitched	chr9	134958802	134959375	1	574	431.8128	44.5221	11811	0
1_MACS_peak_18700_lociStitched	chr19	15985679	15986257	1	579	427.2576	39.9976	11812	0
1_MACS_peak_3129_lociStitched	chr1	20699500	20700088	1	589	439.6476	52.5084	11813	0
1_MACS_peak_8529_lociStitched	chr11	74946089	74946624	1	536	435.49	48.5245	11814	0
1_MACS_peak_10928_lociStitched	chr15	78131492	78132020	1	529	405.6624	18.744	11815	0
1_MACS_peak_34590_lociStitched	chr9	129517435	129518054	1	620	415.349	28.5359	11816	0
1_MACS_peak_5238_lociStitched	chr1	228549559	228550053	1	495	411.1562	24.453	11817	0
1_MACS_peak_9763_lociStitched	chr13	112855656	112856297	1	642	439.726	53.0748	11818	0
1_MACS_peak_21057_lociStitched	chr19	50783158	50783742	1	585	407.048	20.5568	11819	0
1_MACS_peak_22658_lociStitched	chr20	31770563	31771235	1	673	481.2192	94.8864	11820	0
1_MACS_peak_31908_lociStitched	chr7	138816773	138817529	1	757	504.3276	118.0116	11821	0
1_MACS_peak_4048_lociStitched	chr1	30815565	30816145	1	581	442.598	56.434	11822	0
1_MACS_peak_8397_lociStitched	chr11	70929373	70929843	1	471	440.86	54.708	11823	0
1_MACS_peak_22522_lociStitched	chr20	21487381	21488055	1	675	464.9252	78.7906	11824	0
1_MACS_peak_17658_lociStitched	chr19	6970689	6971352	1	664	524.3004	138.3681	11825	0
1_MACS_peak_25301_lociStitched	chr22	23856360	23856965	1	606	405.955	20.086	11826	0
1_MACS_peak_15520_lociStitched	chr17	74959878	74960455	1	578	418.5558	32.7736	11827	0
1_MACS_peak_36579_lociStitched	chrX	120922254	120922378	1	125	385.6524	0	11828	0
1_MACS_peak_11797_lociStitched	chr16	29210001	29210605	1	605	437.9	52.3064	11829	0
1_MACS_peak_21948_lociStitched	chr2	119606060	119606581	1	522	396.481	10.8889	11830	0
1_MACS_peak_30343_lociStitched	chr6	33487618	33488301	1	684	461.8446	76.2911	11831	0
1_MACS_peak_32410_lociStitched	chr7	156134923	156135356	1	434	436.1609	50.661	11832	0
1_MACS_peak_23562_lociStitched	chr20	58322370	58322861	1	492	407.7755	22.2914	11833	0
1_MACS_peak_1115_lociStitched	chr1	5799043	5799542	1	500	390.1182	4.6906	11834	0
1_MACS_peak_10061_lociStitched	chr14	101366128	101366584	1	457	393.0264	7.8432	11835	0
1_MACS_peak_25215_lociStitched	chr22	21635858	21636403	1	546	511.973	126.876	11836	0
1_MACS_peak_9057_lociStitched	chr12	3285185	3285769	1	585	422.5824	37.6096	11837	0
1_MACS_peak_6123_lociStitched	chr10	130085836	130086369	1	534	407.6917	22.7591	11838	0
1_MACS_peak_11706_lociStitched	chr16	25031811	25032335	1	525	405.6808	20.8028	11839	0
1_MACS_peak_35783_lociStitched	chr9	137774728	137775281	1	554	426.8607	42.028	11840	0
1_MACS_peak_2696_lociStitched	chr1	18495113	18495621	1	509	414.6296	29.8196	11841	0
1_MACS_peak_29826_lociStitched	chr5	175247672	175248177	1	506	408.3935	23.5835	11842	0
1_MACS_peak_19750_lociStitched	chr19	39557701	39558274	1	574	429.4062	44.694	11843	0
1_MACS_peak_16961_lociStitched	chr19	3086728	3087310	1	583	439.5846	54.9408	11844	0
1_MACS_peak_21257_lociStitched	chr19	54809448	54810028	1	581	422.994	38.454	11845	0
1_MACS_peak_32364_lociStitched	chr7	155837735	155838314	1	580	469.3374	84.8235	11846	0
1_MACS_peak_34000_lociStitched	chr8	143996328	143996923	1	596	423.8185	39.3295	11847	0
1_MACS_peak_25372_lociStitched	chr22	25220686	25221267	1	582	457.828	73.3803	11848	0
1_MACS_peak_8826_lociStitched	chr11	119968012	119968457	1	446	400.945	16.5095	11849	0
1_MACS_peak_16830_lociStitched	chr19	2368060	2368730	1	671	470.072	85.693	11850	0
1_MACS_peak_18392_lociStitched	chr19	13734882	13735411	1	530	430.8176	46.4462	11851	0
2_MACS_peak_4449_lociStitched	chr1	37537679	37538417	2	679	426.3426	41.9922	11852	0
1_MACS_peak_24322_lociStitched	chr21	43045481	43046113	1	633	454.724	70.4048	11853	0
1_MACS_peak_7237_lociStitched	chr11	47931350	47931933	1	584	442.7885	58.5332	11854	0
1_MACS_peak_28090_lociStitched	chr3	197388030	197388651	1	622	457.9254	73.7748	11855	0
1_MACS_peak_4621_lociStitched	chr1	68298218	68298777	1	560	425.9021	41.8691	11856	0
1_MACS_peak_12524_lociStitched	chr16	87623672	87624239	1	568	399.735	15.7059	11857	0
1_MACS_peak_13228_lociStitched	chr17	2843688	2844210	1	523	399.6432	15.7122	11858	0
1_MACS_peak_4945_lociStitched	chr1	199913096	199913814	1	719	480.1984	96.2838	11859	0
1_MACS_peak_5449_lociStitched	chr10	71263116	71263600	1	485	409.706	25.7972	11860	0
1_MACS_peak_21254_lociStitched	chr19	54800286	54800785	1	500	452.2936	68.4129	11861	0
1_MACS_peak_21627_lociStitched	chr2	8168862	8169293	1	432	403.4591	19.7829	11862	0
1_MACS_peak_27621_lociStitched	chr3	46899695	46900322	1	628	434.3229	50.787	11863	0
1_MACS_peak_1897_lociStitched	chr1	11462874	11463317	1	444	383.7266	0.2658	11864	0
1_MACS_peak_5506_lociStitched	chr10	71579917	71580464	1	548	408.062	24.6697	11865	0
1_MACS_peak_14684_lociStitched	chr17	47928746	47929481	1	736	480.984	97.8285	11866	0
1_MACS_peak_11397_lociStitched	chr16	2764234	2764803	1	570	419.0116	35.9039	11867	0
1_MACS_peak_2869_lociStitched	chr1	18991219	18991751	1	533	416.6092	33.516	11868	0
1_MACS_peak_27675_lociStitched	chr3	49595459	49596018	1	560	435.2933	52.2665	11869	0
1_MACS_peak_21191_lociStitched	chr19	51278459	51278950	1	492	397.3172	14.4354	11870	0
2_MACS_peak_20041_lociStitched	chr19	42270059	42270644	2	579	437.8725	55.0485	11871	0
1_MACS_peak_27927_lociStitched	chr3	128294086	128294589	1	504	410.2971	27.5644	11872	0
1_MACS_peak_3912_lociStitched	chr1	30381242	30381764	1	523	424.0728	41.3424	11873	0
2_MACS_peak_25702_lociStitched	chr22	36943423	36943995	2	542	415.9012	33.176	11874	0
1_MACS_peak_32626_lociStitched	chr7	157745129	157745730	1	602	439.0906	56.4339	11875	0
1_MACS_peak_13617_lociStitched	chr17	8975079	8975586	1	508	487.9875	105.3546	11876	0
1_MACS_peak_31216_lociStitched	chr7	23517978	23518403	1	426	387.9825	5.44	11877	0
1_MACS_peak_17958_lociStitched	chr19	8568414	8569030	1	617	483.4984	100.9624	11878	0
1_MACS_peak_12248_lociStitched	chr16	85288078	85288580	1	503	390.3552	7.8814	11879	0
1_MACS_peak_8185_lociStitched	chr11	70283964	70284444	1	481	404.496	22.032	11880	0
1_MACS_peak_28463_lociStitched	chr4	6386979	6387482	1	504	407.6312	25.3009	11881	0
1_MACS_peak_22990_lociStitched	chr20	48936345	48936920	1	576	428.26	46	11882	0
1_MACS_peak_13248_lociStitched	chr17	4386832	4387387	1	556	470.862	88.6335	11883	0
1_MACS_peak_34093_lociStitched	chr8	144269618	144270131	1	514	397.9341	15.7491	11884	0
1_MACS_peak_7074_lociStitched	chr11	17249712	17250270	1	559	425.6982	43.5798	11885	0
1_MACS_peak_7149_lociStitched	chr11	44342741	44343300	1	560	441.8336	59.8689	11886	0
1_MACS_peak_25516_lociStitched	chr22	27935568	27936018	1	451	402.75	20.835	11887	0
1_MACS_peak_1676_lociStitched	chr1	9384757	9385246	1	490	389.7819	7.8729	11888	0
1_MACS_peak_17331_lociStitched	chr19	5283426	5283924	1	499	429.276	47.4096	11889	0
1_MACS_peak_20674_lociStitched	chr19	48469755	48470213	1	459	423.879	42.0902	11890	0
1_MACS_peak_874_lociStitched	chr1	4416058	4416551	1	494	392.428	10.6981	11891	0
1_MACS_peak_13292_lociStitched	chr17	5037246	5037735	1	490	427.0437	45.477	11892	0
1_MACS_peak_15057_lociStitched	chr17	71877030	71877563	1	534	420.8568	39.3354	11893	0
1_MACS_peak_27176_lociStitched	chr22	50070698	50071235	1	538	429.3315	47.8467	11894	0
1_MACS_peak_22950_lociStitched	chr20	48855391	48856070	1	680	484.0591	102.5969	11895	0
1_MACS_peak_30923_lociStitched	chr7	1451054	1451536	1	483	398.2766	16.87	11896	0
1_MACS_peak_30440_lociStitched	chr6	33935623	33936161	1	539	437.125	55.7368	11897	0
1_MACS_peak_31091_lociStitched	chr7	4839407	4839880	1	474	425.8419	44.462	11898	0
1_MACS_peak_27586_lociStitched	chr3	14857254	14857856	1	603	425.3732	44.0062	11899	0
1_MACS_peak_27406_lociStitched	chr3	12896351	12896977	1	627	410.8438	29.4846	11900	0
1_MACS_peak_35715_lociStitched	chr9	137551359	137551862	1	504	399.1305	17.8565	11901	0
1_MACS_peak_28230_lociStitched	chr4	3258876	3259357	1	482	414.4777	33.2852	11902	0
1_MACS_peak_4307_lociStitched	chr1	37020843	37021342	1	500	423.152	41.9659	11903	0
1_MACS_peak_8650_lociStitched	chr11	117463870	117464541	1	672	407.6996	26.6387	11904	0
1_MACS_peak_4419_lociStitched	chr1	37461710	37462215	1	506	420.261	39.2385	11905	0
1_MACS_peak_9039_lociStitched	chr12	3235745	3236296	1	552	403.332	22.3155	11906	0
1_MACS_peak_23783_lociStitched	chr20	60657281	60657883	1	603	449.0318	68.026	11907	0
1_MACS_peak_28958_lociStitched	chr4	8052461	8052970	1	510	387.6544	6.7697	11908	0
1_MACS_peak_23683_lociStitched	chr20	60321775	60322254	1	480	412.9938	32.2846	11909	0
1_MACS_peak_4944_lociStitched	chr1	199909328	199909943	1	616	510.8805	130.1955	11910	0
1_MACS_peak_29559_lociStitched	chr5	1386928	1387414	1	487	444.7872	64.2978	11911	0
1_MACS_peak_5668_lociStitched	chr10	73313177	73313779	1	603	407.0724	26.6084	11912	0
1_MACS_peak_18758_lociStitched	chr19	17087212	17087676	1	465	421.2656	40.832	11913	0
1_MACS_peak_29833_lociStitched	chr5	175979761	175980302	1	542	404.3434	23.9122	11914	0
1_MACS_peak_28100_lociStitched	chr3	197866717	197867400	1	684	465.3962	84.9652	11915	0
1_MACS_peak_29140_lociStitched	chr4	8579196	8579921	1	726	467.045	86.6375	11916	0
1_MACS_peak_32740_lociStitched	chr7	158275150	158275668	1	519	421.4448	41.0774	11917	0
1_MACS_peak_32621_lociStitched	chr7	157720158	157720669	1	512	411.5083	31.171	11918	0
1_MACS_peak_5382_lociStitched	chr10	11737040	11737618	1	579	405.2936	25.0274	11919	0
1_MACS_peak_5289_lociStitched	chr1	236284212	236284787	1	576	432.1125	51.865	11920	0
1_MACS_peak_27597_lociStitched	chr3	27754425	27755037	1	613	457.2864	77.112	11921	0
1_MACS_peak_3504_lociStitched	chr1	23030055	23030573	1	519	404.8688	24.7604	11922	0
1_MACS_peak_20403_lociStitched	chr19	46796274	46796900	1	627	437.3236	57.279	11923	0
1_MACS_peak_32793_lociStitched	chr7	158881567	158882186	1	620	443.8849	63.8808	11924	0
1_MACS_peak_25063_lociStitched	chr22	19997644	19998105	1	462	410.9815	31.0714	11925	0
1_MACS_peak_31649_lociStitched	chr7	100720362	100720989	1	628	440.0286	60.1293	11926	0
1_MACS_peak_7631_lociStitched	chr11	65667122	65667715	1	594	436.3294	56.5129	11927	0
1_MACS_peak_36727_lociStitched	chrY	13292553	13293224	1	672	491.9101	112.5267	11928	0
1_MACS_peak_32759_lociStitched	chr7	158329927	158330589	1	663	499.5452	120.2192	11929	0
1_MACS_peak_24286_lociStitched	chr21	40175916	40176587	1	672	455.609	76.2927	11930	0
1_MACS_peak_19420_lociStitched	chr19	35615622	35616215	1	594	477.2464	98.0822	11931	0
1_MACS_peak_3027_lociStitched	chr1	20498709	20499186	1	478	441.8928	62.7732	11932	0
1_MACS_peak_14079_lociStitched	chr17	36686869	36687361	1	493	440.9304	61.9428	11933	0
1_MACS_peak_12750_lociStitched	chr16	89069560	89070060	1	501	399.15	20.2	11934	0
1_MACS_peak_17966_lociStitched	chr19	8591962	8592653	1	692	475.6844	96.8091	11935	0
1_MACS_peak_20847_lociStitched	chr19	49237958	49238555	1	598	425.1237	46.2675	11936	0
1_MACS_peak_13618_lociStitched	chr17	8991173	8991715	1	543	410.9444	32.1406	11937	0
1_MACS_peak_32429_lociStitched	chr7	156811612	156812197	1	586	442.5525	64.1745	11938	0
1_MACS_peak_20919_lociStitched	chr19	49663830	49664435	1	606	467.1205	88.7535	11939	0
1_MACS_peak_29091_lociStitched	chr4	8312493	8313020	1	528	451.9552	73.6746	11940	0
1_MACS_peak_10520_lociStitched	chr15	40587186	40587759	1	574	443.7312	65.4939	11941	0
1_MACS_peak_34014_lociStitched	chr8	144041911	144042399	1	489	410.652	32.452	11942	0
1_MACS_peak_8304_lociStitched	chr11	70614202	70614684	1	483	399.2406	21.208	11943	0
1_MACS_peak_11410_lociStitched	chr16	2854088	2854559	1	472	409.1106	31.086	11944	0
1_MACS_peak_28784_lociStitched	chr4	7596115	7596647	1	533	411.9276	33.9416	11945	0
1_MACS_peak_1320_lociStitched	chr1	7174884	7175567	1	684	419.2254	41.2532	11946	0
1_MACS_peak_33335_lociStitched	chr8	86560550	86561532	1	983	810.5428	432.571	11947	0
1_MACS_peak_920_lociStitched	chr1	4683015	4683451	1	437	415.508	37.5832	11948	0
2_MACS_peak_22267_lociStitched	chr2	241191457	241192229	2	605	390.4776	12.5836	11949	0
1_MACS_peak_12784_lociStitched	chr16	89143557	89143979	1	423	396.5112	18.6524	11950	0
1_MACS_peak_29226_lociStitched	chr4	8794309	8794879	1	571	413.535	35.682	11951	0
1_MACS_peak_1399_lociStitched	chr1	7438292	7438805	1	514	425.6874	47.8629	11952	0
1_MACS_peak_24375_lociStitched	chr21	43381965	43382399	1	435	405.1824	27.6458	11953	0
1_MACS_peak_12367_lociStitched	chr16	85476459	85476960	1	502	399.3972	21.9438	11954	0
1_MACS_peak_4006_lociStitched	chr1	30725238	30725773	1	536	399.966	22.577	11955	0
1_MACS_peak_5781_lociStitched	chr10	99623502	99624013	1	512	437.2116	60.0936	11956	0
1_MACS_peak_5713_lociStitched	chr10	73550744	73551272	1	529	418.0704	40.9728	11957	0
1_MACS_peak_2720_lociStitched	chr1	18575847	18576412	1	566	442.847	65.766	11958	0
2_MACS_peak_20384_lociStitched	chr19	46729080	46729690	2	605	454.145	77.104	11959	0
1_MACS_peak_22777_lociStitched	chr20	39316303	39316794	1	492	399.5758	22.6351	11960	0
1_MACS_peak_23099_lociStitched	chr20	55904648	55905239	1	592	406.1943	29.2545	11961	0
1_MACS_peak_33319_lociStitched	chr8	67874411	67874929	1	519	403.5738	26.677	11962	0
1_MACS_peak_22344_lociStitched	chr2	241697504	241698004	1	501	382.75	5.9	11963	0
1_MACS_peak_6202_lociStitched	chr10	134211460	134212100	1	641	458.432	81.728	11964	0
1_MACS_peak_4421_lociStitched	chr1	37470189	37470616	1	428	405.65	29.036	11965	0
1_MACS_peak_2752_lociStitched	chr1	18674956	18675413	1	458	398.3669	21.8903	11966	0
1_MACS_peak_13625_lociStitched	chr17	9048103	9048609	1	507	407.583	31.1696	11967	0
1_MACS_peak_23101_lociStitched	chr20	56110244	56110833	1	590	413.9492	37.5782	11968	0
1_MACS_peak_18880_lociStitched	chr19	17724467	17725020	1	554	431.2847	54.9682	11969	0
1_MACS_peak_21313_lociStitched	chr19	55045226	55045741	1	516	416.1715	39.861	11970	0
1_MACS_peak_35338_lociStitched	chr9	136119913	136120491	1	579	390.9014	14.6812	11971	0
1_MACS_peak_7840_lociStitched	chr11	68897961	68898457	1	497	382.8624	6.6464	11972	0
1_MACS_peak_27125_lociStitched	chr22	49419372	49419917	1	546	400.8475	24.634	11973	0
1_MACS_peak_23635_lociStitched	chr20	60213857	60214433	1	577	405.0432	28.8576	11974	0
1_MACS_peak_28936_lociStitched	chr4	8017826	8018320	1	495	439.1166	62.9356	11975	0
2_MACS_peak_4483_lociStitched	chr1	37778935	37779571	2	567	414.6084	38.478	11976	0
1_MACS_peak_12178_lociStitched	chr16	85138705	85139127	1	423	383.8934	7.8492	11977	0
1_MACS_peak_18642_lociStitched	chr19	15337761	15338330	1	570	428.0018	52.0066	11978	0
1_MACS_peak_22274_lociStitched	chr2	241333058	241333534	1	477	379.372	3.4272	11979	0
1_MACS_peak_23660_lociStitched	chr20	60267953	60268538	1	586	397.9755	22.0545	11980	0
1_MACS_peak_10544_lociStitched	chr15	42435871	42436434	1	564	415.3251	39.41	11981	0
1_MACS_peak_25006_lociStitched	chr22	19602598	19603032	1	435	390.6434	14.756	11982	0
1_MACS_peak_26809_lociStitched	chr22	45457933	45458407	1	475	404.1324	28.2504	11983	0
1_MACS_peak_20905_lociStitched	chr19	49625548	49626083	1	536	426.288	50.4505	11984	0
1_MACS_peak_25833_lociStitched	chr22	37209575	37210137	1	563	393.4	17.5906	11985	0
1_MACS_peak_1861_lociStitched	chr1	11394978	11395420	1	443	404.43	28.6416	11986	0
1_MACS_peak_30839_lociStitched	chr7	1288178	1288714	1	537	422.0464	46.3104	11987	0
1_MACS_peak_6028_lociStitched	chr10	125427302	125427766	1	465	389.8992	14.2448	11988	0
1_MACS_peak_25451_lociStitched	chr22	26637854	26638402	1	549	398.5056	22.8516	11989	0
2_MACS_peak_10671_lociStitched	chr15	74134284	74134911	2	559	393.8814	18.3711	11990	0
1_MACS_peak_32170_lociStitched	chr7	155080737	155081331	1	595	478.6452	103.1778	11991	0
1_MACS_peak_15429_lociStitched	chr17	73836596	73837059	1	464	396.1428	20.9276	11992	0
1_MACS_peak_24816_lociStitched	chr21	46928587	46929153	1	567	465.4218	90.2204	11993	0
1_MACS_peak_13951_lociStitched	chr17	27290629	27291186	1	558	419.7552	44.56	11994	0
1_MACS_peak_28780_lociStitched	chr4	7590692	7591201	1	510	390.8102	15.6263	11995	0
1_MACS_peak_30529_lociStitched	chr6	35479033	35479557	1	525	382.9916	7.86	11996	0
1_MACS_peak_19163_lociStitched	chr19	19379407	19379910	1	504	429.9644	54.8773	11997	0
1_MACS_peak_34842_lociStitched	chr9	133039280	133039933	1	654	465.3278	90.2446	11998	0
1_MACS_peak_35039_lociStitched	chr9	134422484	134423055	1	572	394.6181	19.5853	11999	0
1_MACS_peak_25449_lociStitched	chr22	26631492	26632037	1	546	401.992	26.9775	12000	0
1_MACS_peak_1085_lociStitched	chr1	5743146	5743792	1	647	403.1686	28.1656	12001	0
1_MACS_peak_8978_lociStitched	chr12	571952	572454	1	503	398.5378	23.5438	12002	0
1_MACS_peak_23064_lociStitched	chr20	55661355	55661805	1	451	415.395	40.635	12003	0
2_MACS_peak_15948_lociStitched	chr17	77522003	77522651	2	616	420.1632	45.4248	12004	0
1_MACS_peak_27961_lociStitched	chr3	140770477	140771101	1	625	390.1248	15.4752	12005	0
1_MACS_peak_6108_lociStitched	chr10	126830020	126830576	1	557	398.7632	24.1304	12006	0
1_MACS_peak_19778_lociStitched	chr19	39708083	39708609	1	527	442.103	67.6962	12007	0
1_MACS_peak_29524_lociStitched	chr5	1017136	1017620	1	485	403.4624	29.0884	12008	0
2_MACS_peak_12753_lociStitched	chr16	89081361	89081965	2	571	393.8684	19.5696	12009	0
1_MACS_peak_7117_lociStitched	chr11	33916657	33917169	1	513	399.1552	24.8832	12010	0
2_MACS_peak_19810_lociStitched	chr19	40398955	40399737	2	692	416.6496	42.3844	12011	0
1_MACS_peak_34438_lociStitched	chr9	115823762	115824322	1	561	457.016	82.824	12012	0
1_MACS_peak_33285_lociStitched	chr8	27491575	27492139	1	565	429.9936	55.836	12013	0
1_MACS_peak_25367_lociStitched	chr22	25210310	25210858	1	549	410.6164	36.5516	12014	0
1_MACS_peak_32855_lociStitched	chr8	1581280	1581773	1	494	402.3373	28.2982	12015	0
1_MACS_peak_8759_lociStitched	chr11	119224059	119224622	1	564	405.4726	31.4717	12016	0
1_MACS_peak_17905_lociStitched	chr19	8265522	8266028	1	507	458.2842	84.6032	12017	0
1_MACS_peak_10920_lociStitched	chr15	78077463	78078051	1	589	434.238	60.6228	12018	0
1_MACS_peak_4852_lociStitched	chr1	157630454	157630922	1	469	430.7472	57.1428	12019	0
1_MACS_peak_8057_lociStitched	chr11	69821478	69821887	1	410	391.6993	18.1596	12020	0
1_MACS_peak_21925_lociStitched	chr2	111876052	111876652	1	601	460.56	87.06	12021	0
1_MACS_peak_31289_lociStitched	chr7	45126097	45126727	1	631	457.821	84.357	12022	0
1_MACS_peak_22900_lociStitched	chr20	44931494	44932037	1	544	456.8802	83.5677	12023	0
1_MACS_peak_19858_lociStitched	chr19	41115931	41116527	1	597	442.8876	69.7916	12024	0
1_MACS_peak_19899_lociStitched	chr19	41519077	41519546	1	470	396.6802	23.5907	12025	0
1_MACS_peak_34269_lociStitched	chr8	145814985	145815511	1	527	448.0994	75.0602	12026	0
1_MACS_peak_10958_lociStitched	chr15	78213877	78214498	1	622	434.5137	61.5411	12027	0
1_MACS_peak_7611_lociStitched	chr11	64650996	64651523	1	528	432.4562	59.4983	12028	0
1_MACS_peak_23017_lociStitched	chr20	49005349	49005933	1	585	402.8432	29.9008	12029	0
1_MACS_peak_12_lociStitched	chr1	131806	132588	1	783	470.1384	97.4372	12030	0
1_MACS_peak_8309_lociStitched	chr11	70650912	70651370	1	459	415.8182	43.1436	12031	0
1_MACS_peak_18633_lociStitched	chr19	15321979	15322549	1	571	428.526	55.917	12032	0
1_MACS_peak_17445_lociStitched	chr19	5722297	5722917	1	621	464.38	91.884	12033	0
1_MACS_peak_12325_lociStitched	chr16	85390969	85391500	1	532	380.2491	7.8588	12034	0
1_MACS_peak_22817_lociStitched	chr20	43921320	43921930	1	611	432.551	60.207	12035	0
1_MACS_peak_12452_lociStitched	chr16	86407429	86407922	1	494	386.0683	13.804	12036	0
1_MACS_peak_28109_lociStitched	chr4	46590	47451	1	862	653.2407	281.0304	12037	0
1_MACS_peak_2582_lociStitched	chr1	18132316	18132880	1	565	406.926	35.0244	12038	0
1_MACS_peak_17867_lociStitched	chr19	8164653	8165191	1	539	438.0396	66.174	12039	0
1_MACS_peak_21732_lociStitched	chr2	26854475	26854941	1	467	379.6502	7.8754	12040	0
1_MACS_peak_32577_lociStitched	chr7	157561378	157561923	1	546	413.001	41.311	12041	0
1_MACS_peak_14685_lociStitched	chr17	47935873	47936303	1	431	419.078	47.472	12042	0
2_MACS_peak_20906_lociStitched	chr19	49642681	49643279	2	557	413.0386	41.4414	12043	0
1_MACS_peak_24239_lociStitched	chr21	10179993	10180773	1	781	598.962	227.37	12044	0
2_MACS_peak_25425_lociStitched	chr22	26218280	26218905	2	559	431.25	59.6875	12045	0
1_MACS_peak_25602_lociStitched	chr22	30652381	30652959	1	579	416.9114	45.373	12046	0
1_MACS_peak_21947_lociStitched	chr2	119592596	119593162	1	567	447.4796	75.9572	12047	0
1_MACS_peak_29956_lociStitched	chr5	176809503	176810036	1	534	420.8035	49.3025	12048	0
1_MACS_peak_25383_lociStitched	chr22	25267204	25267585	1	382	383.0574	11.5824	12049	0
1_MACS_peak_14551_lociStitched	chr17	46114393	46114984	1	592	423.8061	52.4808	12050	0
1_MACS_peak_12506_lociStitched	chr16	87580669	87581221	1	553	385.1304	13.8552	12051	0
1_MACS_peak_31897_lociStitched	chr7	132262811	132263315	1	505	456.7248	85.4784	12052	0
1_MACS_peak_9891_lociStitched	chr13	114007206	114007764	1	559	386.973	15.7356	12053	0
1_MACS_peak_7443_lociStitched	chr11	64038309	64039055	1	747	485.7206	114.5856	12054	0
1_MACS_peak_8314_lociStitched	chr11	70659118	70659596	1	479	400.6596	29.5404	12055	0
1_MACS_peak_22749_lociStitched	chr20	36050480	36051060	1	581	426.822	55.738	12056	0
1_MACS_peak_7331_lociStitched	chr11	61414093	61414555	1	463	385.9548	14.8764	12057	0
1_MACS_peak_4734_lociStitched	chr1	153369486	153370163	1	678	473.9	102.8363	12058	0
1_MACS_peak_10811_lociStitched	chr15	75575564	75576286	1	723	458.109	87.0732	12059	0
1_MACS_peak_31307_lociStitched	chr7	57713456	57713994	1	539	420.0704	49.0656	12060	0
1_MACS_peak_7049_lociStitched	chr11	3430507	3431172	1	666	470.687	99.6835	12061	0
1_MACS_peak_11707_lociStitched	chr16	25033021	25033739	1	719	512.2212	141.2306	12062	0
1_MACS_peak_23999_lociStitched	chr20	61957989	61958476	1	488	409.6157	38.6678	12063	0
1_MACS_peak_19738_lociStitched	chr19	39442652	39443145	1	494	417.6696	46.7857	12064	0
1_MACS_peak_8070_lociStitched	chr11	69868081	69868538	1	458	403.7138	32.9497	12065	0
1_MACS_peak_24301_lociStitched	chr21	40459080	40459644	1	565	444.5448	73.9968	12066	0
1_MACS_peak_6183_lociStitched	chr10	134016454	134017081	1	628	378.3318	7.8375	12067	0
2_MACS_peak_29444_lociStitched	chr5	84359	85431	2	759	479.2912	108.808	12068	0
1_MACS_peak_24510_lociStitched	chr21	44490135	44490831	1	697	508.5672	138.156	12069	0
1_MACS_peak_11328_lociStitched	chr16	1541097	1541619	1	523	393.066	22.6548	12070	0
1_MACS_peak_8584_lociStitched	chr11	76815879	76816388	1	510	395.6966	25.3991	12071	0
1_MACS_peak_10297_lociStitched	chr14	105150446	105150980	1	535	394.0386	23.8698	12072	0
1_MACS_peak_30550_lociStitched	chr6	40554516	40554980	1	465	397.416	27.4224	12073	0
1_MACS_peak_26521_lociStitched	chr22	44829357	44829849	1	493	391.386	21.5496	12074	0
1_MACS_peak_4439_lociStitched	chr1	37512911	37513582	1	672	426.5547	56.7666	12075	0
1_MACS_peak_32000_lociStitched	chr7	151130682	151131242	1	561	433.384	63.672	12076	0
1_MACS_peak_6235_lociStitched	chr10	134341186	134341753	1	568	395.2557	25.5717	12077	0
1_MACS_peak_19745_lociStitched	chr19	39524133	39524728	1	596	435.8375	66.283	12078	0
