REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	OPM.2.jin.bam	enhancerRank	isSuperStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	TOP_GENE	TSS_SIGNAL	enhancerRank	isSuperStretch
1_MACS_peak_5024_lociStitched	chr11	64630128	64634550	1	4423	36371.8344	366	1	EHD1	CDC42BPG,MIR192,MIR194-2	EHD1	EHD1	1.9442	366	1
1_MACS_peak_22217_lociStitched	chr4	185392809	185397472	1	4664	34861.0543	367	1	IRF2		IRF2	IRF2	0.8952	367	1
1_MACS_peak_29325_lociStitched	chr9	108017764	108024081	1	6318	17906.1682	368	1	SLC44A1		SLC44A1	SLC44A1	0.319	368	1
2_MACS_peak_16998_lociStitched	chr2	238600168	238606618	2	6270	18391.53	369	1	LRRFIP1		LRRFIP1	LRRFIP1	0.2835	369	1
2_MACS_peak_23005_lociStitched	chr5	88564069	88569781	2	5487	27867.1344	371	1			MEF2C	MEF2C	0.5949	371	1
1_MACS_peak_26930_lociStitched	chr7	129588616	129592893	1	4278	36680.8351	373	1	UBE2H		UBE2H	UBE2H	0.3552	373	1
3_MACS_peak_13618_lociStitched	chr19	2696485	2703304	3	6209	18839.5332	374	1	GNG7	DIRAS1,SLC39A3	GNG7	GNG7	0.3568	374	1
1_MACS_peak_14479_lociStitched	chr19	47613767	47617706	1	3940	38391.0696	375	1	ZC3H4	SAE1	ZC3H4	ZC3H4	0.7255	375	1
2_MACS_peak_6327_lociStitched	chr12	46119721	46125562	2	5814	24032.2104	376	1	ARID2,LOC400027		LOC400027	LOC400027	2.1082	376	1
1_MACS_peak_27659_lociStitched	chr8	42709472	42715521	1	6050	20940.4282	377	1	RNF170	HOOK3,THAP1	THAP1	THAP1	0.8188	377	1
3_MACS_peak_9792_lociStitched	chr15	70387891	70393776	3	5772	24409.2145	378	1	TLE3	MIR629	TLE3	TLE3	0.491	378	1
3_MACS_peak_5309_lociStitched	chr11	75656096	75662688	3	6303	16721.2672	379	1	UVRAG		UVRAG	UVRAG	0.1888	379	1
1_MACS_peak_16969_lociStitched	chr2	234873258	234877960	1	4703	33712.8698	380	1	TRPM8		TRPM8	TRPM8	0.3825	380	1
3_MACS_peak_18816_lociStitched	chr22	46464680	46470520	3	5788	24067.808	382	1		LOC150381,LOC400931,MIR3619,MIRLET7A3,MIRLET7B,LOC100271722,C22orf26	LOC400931	C22orf26	1.7407	382	1
3_MACS_peak_9878_lociStitched	chr15	75742633	75748823	3	5800	23882.258	383	1	SIN3A		SIN3A	SIN3A	0.3704	383	1
3_MACS_peak_27840_lociStitched	chr8	67415927	67422013	3	5668	25225.2528	384	1	C8orf46		C8orf46	C8orf46	1.2936	384	1
5_MACS_peak_22342_lociStitched	chr5	4013151	4019475	5	5947	21853.8468	385	1			IRX1	IRX1	NONE	385	1
2_MACS_peak_5291_lociStitched	chr11	74659530	74665852	2	6303	16270.9314	386	1	SPCS2,XRRA1	NEU3	SPCS2	SPCS2	0.4918	386	1
1_MACS_peak_27084_lociStitched	chr7	148408353	148414513	1	6161	18715.312	387	1	CUL1		CUL1	CUL1	0.6749	387	1
1_MACS_peak_11101_lociStitched	chr16	70769538	70774835	1	5298	28779.1307	388	1	VAC14	LOC100130894,MTSS1L	LOC100130894	MTSS1L	0.1035	388	1
1_MACS_peak_11719_lociStitched	chr17	20942980	20947908	1	4929	31753.568	389	1	USP22		USP22	USP22	1.1509	389	1
3_MACS_peak_24216_lociStitched	chr6	27857615	27863626	3	5845	22819.5593	390	1	HIST1H2BO,HIST1H3J,HIST1H2AM	HIST1H2AL,HIST1H1B,HIST1H3I,HIST1H4L,OR2B2	HIST1H2AM	HIST1H2AM	2.3114	390	1
1_MACS_peak_15654_lociStitched	chr2	86261954	86266926	1	4973	31154.552	393	1	POLR1A	LOC90784	LOC90784	LOC90784	0.1418	393	1
3_MACS_peak_30678_lociStitched	chrX	129304680	129310817	3	6101	18910.5518	394	1	RAB33A	AIFM1	RAB33A	RAB33A	1.0869	394	1
1_MACS_peak_16067_lociStitched	chr2	133023016	133027589	1	4574	33930.2881	395	1		MIR663B,ANKRD30BL	ANKRD30BL	MIR663B	0.3742	395	1
1_MACS_peak_27388_lociStitched	chr8	22297522	22302819	1	5298	28275.9157	396	1	PPP3CC		PPP3CC	PPP3CC	0.3945	396	1
1_MACS_peak_17880_lociStitched	chr21	16131159	16137156	1	5998	20309.4402	397	1			SAMSN1	SAMSN1	NONE	397	1
1_MACS_peak_6858_lociStitched	chr12	94597648	94603342	1	5695	24140.2824	398	1	PLXNC1		PLXNC1	PLXNC1	0.443	398	1
3_MACS_peak_19206_lociStitched	chr3	39256721	39263210	3	5786	22878.2673	400	1		XIRP1	XIRP1	XIRP1	0.1986	400	1
2_MACS_peak_4584_lociStitched	chr11	16980215	16986418	2	6077	18478.1167	402	1	PLEKHA7		PLEKHA7	PLEKHA7	0.2021	402	1
3_MACS_peak_24400_lociStitched	chr6	35694352	35700686	3	5786	22485.7	404	1	FKBP5,LOC285847	C6orf81,C6orf126,C6orf127,FKBP5	FKBP5	FKBP5	0.2915	404	1
1_MACS_peak_1567_lociStitched	chr1	154190830	154194903	1	4074	36439.0945	405	1	UBAP2L,C1orf43	TPM3,MIR190B,C1orf189	UBAP2L	C1orf189	0.965	405	1
2_MACS_peak_12952_lociStitched	chr18	11575930	11582204	2	6042	18899.7976	406	1			GNAL	GNAL	NONE	406	1
2_MACS_peak_14254_lociStitched	chr19	39338819	39343934	2	5050	29750.886	407	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	HNRNPL	1.3419	407	1
2_MACS_peak_16688_lociStitched	chr2	204569010	204574991	2	5801	21956.8491	409	1	CD28		CD28	CD28	0.6857	409	1
3_MACS_peak_473_lociStitched	chr1	28570849	28577201	3	6147	16617.4672	410	1		ATPIF1,SESN2,DNAJC8	ATPIF1	ATPIF1	0.4902	410	1
3_MACS_peak_13258_lociStitched	chr18	47837492	47843571	3	5992	19080.7652	412	1		CCDC11,MBD1,CXXC1	CXXC1	CXXC1	0.8671	412	1
1_MACS_peak_15202_lociStitched	chr2	43451113	43456654	1	5542	24798.7455	413	1	LOC100129726,ZFP36L2		ZFP36L2	ZFP36L2	2.6291	413	1
4_MACS_peak_20750_lociStitched	chr4	1914851	1921287	4	6095	17289.0268	414	1	WHSC1		WHSC1	WHSC1	0.324	414	1
3_MACS_peak_20024_lociStitched	chr3	128996961	129003182	3	5848	20873.9434	415	1	C3orf37	COPG,C3orf47,H1FX	C3orf37	H1FX	1.4651	415	1
1_MACS_peak_10896_lociStitched	chr16	56948238	56953142	1	4905	30135.08	417	1	SLC12A3	HERPUD1,CETP	HERPUD1	HERPUD1	1.3621	417	1
1_MACS_peak_14474_lociStitched	chr19	47286770	47291899	1	5130	28222.8354	418	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	SLC1A5	1.3045	418	1
2_MACS_peak_1688_lociStitched	chr1	157142798	157148724	2	5837	20456.552	419	1		CYCSP52,ETV3	ETV3	ETV3	1.4555	419	1
2_MACS_peak_24634_lociStitched	chr6	53778708	53784860	2	6079	16603.6328	420	1	LRRC1		C6orf142	C6orf142	NONE	420	1
2_MACS_peak_13972_lociStitched	chr19	16434142	16439761	2	5531	24025.1583	421	1	KLF2		KLF2	KLF2	2.136	421	1
2_MACS_peak_11686_lociStitched	chr17	19205188	19211374	2	5900	19245.8832	422	1	EPN2	MIR1180	MIR1180	MIR1180	0.1205	422	1
2_MACS_peak_10018_lociStitched	chr15	86490000	86496120	2	5976	18052.164	423	1			KLHL25	KLHL25	NONE	423	1
1_MACS_peak_5204_lociStitched	chr11	69061508	69067241	1	5734	21514.8024	424	1	MYEOV		MYEOV	MYEOV	1.841	424	1
4_MACS_peak_3051_lociStitched	chr10	7511618	7517824	4	5844	20014.35	425	1			SFMBT2	SFMBT2	NONE	425	1
1_MACS_peak_19510_lociStitched	chr3	61545916	61551116	1	5201	27293.24	426	1	PTPRG		PTPRG	PTPRG	0.1994	426	1
2_MACS_peak_10542_lociStitched	chr16	17225924	17231540	2	5547	23741.64	427	1	XYLT1		XYLT1	XYLT1	0.5505	427	1
2_MACS_peak_13175_lociStitched	chr18	42487905	42493934	2	5983	17737.318	428	1	SETBP1		MIR4319	MIR4319	NONE	428	1
1_MACS_peak_16361_lociStitched	chr2	175457298	175463221	1	5924	18548.4668	429	1	WIPF1		WIPF1	WIPF1	0.2108	429	1
1_MACS_peak_2145_lociStitched	chr1	186736960	186742664	1	5705	21582.2248	430	1			PLA2G4A	PLA2G4A	0.3616	430	1
1_MACS_peak_11536_lociStitched	chr17	8149486	8154103	1	4618	31755.2643	431	1	PFAS,C17orf68	RANGRF,AURKB,C17orf44,SLC25A35	C17orf68	C17orf68	1.5919	431	1
1_MACS_peak_22219_lociStitched	chr4	185565932	185571641	1	5710	21380.205	432	1	CCDC111,CASP3		CASP3	CASP3	0.7894	432	1
2_MACS_peak_2962_lociStitched	chr10	702921	709228	2	5929	18152.8074	433	1	C10orf108,DIP2C	C10orf108	C10orf108	C10orf108	0.8356	433	1
1_MACS_peak_13153_lociStitched	chr18	42258913	42263749	1	4837	30041.7156	434	1	SETBP1		SETBP1	SETBP1	0.7364	434	1
1_MACS_peak_24140_lociStitched	chr6	26195051	26200778	1	5728	20885.2236	435	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G	HIST1H3D	HIST1H3D	1.8699	435	1
2_MACS_peak_21512_lociStitched	chr4	91047856	91051672	2	3784	36487.8288	436	1	FAM190A		FAM190A	FAM190A	0.0925	436	1
2_MACS_peak_3047_lociStitched	chr10	6966548	6971844	2	5264	25890.0256	439	1			LOC439949	LOC439949	NONE	439	1
1_MACS_peak_3260_lociStitched	chr10	22969991	22975304	1	5314	24974.2878	441	1	PIP4K2A		PIP4K2A	PIP4K2A	0.4547	441	1
1_MACS_peak_1473_lociStitched	chr1	150205807	150209725	1	3919	35339.9682	442	1	ANP32E	CA14,C1orf54,C1orf51,APH1A	ANP32E	ANP32E	1.3832	442	1
2_MACS_peak_20617_lociStitched	chr3	194542932	194548390	2	5411	23818.712	443	1			FAM43A	FAM43A	NONE	443	1
3_MACS_peak_10494_lociStitched	chr16	14491094	14497253	3	5930	15969.6711	446	1			MIR365-1	MIR365-1	NONE	446	1
1_MACS_peak_2361_lociStitched	chr1	203255838	203261247	1	5410	23223.0006	447	1		BTG2,LOC730227	LOC730227	LOC730227	2.0902	447	1
1_MACS_peak_9710_lociStitched	chr15	65183595	65188714	1	5120	26213.3752	448	1		PLEKHO2,ANKDD1A	ANKDD1A	PLEKHO2	0.3019	448	1
1_MACS_peak_7713_lociStitched	chr13	49549376	49555112	1	5737	18904.1352	449	1	FNDC3A		FNDC3A	FNDC3A	0.1233	449	1
5_MACS_peak_12907_lociStitched	chr18	9135499	9142214	5	5748	18618.6805	451	1	ANKRD12	NDUFV2	ANKRD12	NDUFV2	0.7964	451	1
1_MACS_peak_25333_lociStitched	chr6	143264607	143269291	1	4685	29780.872	452	1	HIVEP2		HIVEP2	HIVEP2	0.4067	452	1
4_MACS_peak_25069_lociStitched	chr6	110738420	110744470	4	5843	17023.49	453	1		DDO	DDO	DDO	0.4862	453	1
1_MACS_peak_6155_lociStitched	chr12	25148014	25153588	1	5575	20860.1376	454	1	C12orf77	BCAT1	C12orf77	C12orf77	1.6716	454	1
2_MACS_peak_28229_lociStitched	chr8	119574810	119580669	2	5802	17092.4607	458	1	SAMD12		SAMD12	SAMD12	0.1698	458	1
2_MACS_peak_16215_lociStitched	chr2	158295443	158301555	2	5778	17479.0976	459	1	CYTIP		CYTIP	CYTIP	0.503	459	1
1_MACS_peak_11725_lociStitched	chr17	21187918	21193370	1	5453	21897.958	460	1	MAP2K3	C17orf103	MAP2K3	MAP2K3	0.8166	460	1
5_MACS_peak_245_lociStitched	chr1	16173351	16179647	5	5808	16859.4288	461	1	SPEN,FLJ37453	UQCRHL	FLJ37453	FLJ37453	1.5861	461	1
1_MACS_peak_15160_lociStitched	chr2	38890300	38895923	1	5624	19660.2572	462	1	GALM		GALM	GALM	0.4487	462	1
2_MACS_peak_362_lociStitched	chr1	24513128	24518549	2	5416	22148.5797	465	1	IL28RA	LOC284632,IL22RA1	IL28RA	IL28RA	0.6026	465	1
2_MACS_peak_6188_lociStitched	chr12	27019121	27024785	2	5613	19464.9024	466	1		ITPR2	ITPR2	ITPR2	0.0781	466	1
2_MACS_peak_6436_lociStitched	chr12	51712797	51718599	2	5551	20163.6906	468	1	BIN2	SMAGP,CELA1	BIN2	CELA1	0.5686	468	1
1_MACS_peak_14276_lociStitched	chr19	39891630	39895733	1	4104	32863.3888	470	1		MED29,ZFP36,PLEKHG2,SUPT5H,PAF1,RPS16	ZFP36	ZFP36	4.3222	470	1
2_MACS_peak_17759_lociStitched	chr20	57463183	57468829	2	5626	18907.8894	471	1	GNAS	GNAS-AS	GNAS	GNAS	0.5741	471	1
2_MACS_peak_7352_lociStitched	chr12	131703562	131708929	2	5293	23048.5815	472	1			LOC116437	LOC116437	NONE	472	1
2_MACS_peak_20974_lociStitched	chr4	24187666	24192827	2	5126	24802.7338	473	1			PPARGC1A	PPARGC1A	NONE	473	1
2_MACS_peak_6799_lociStitched	chr12	89743402	89748848	2	5202	23984.184	474	1	DUSP6		DUSP6	DUSP6	2.359	474	1
1_MACS_peak_21596_lociStitched	chr4	103746432	103750791	1	4360	31024.3107	477	1	UBE2D3	CISD2	UBE2D3	UBE2D3	0.8721	477	1
3_MACS_peak_8771_lociStitched	chr14	77501946	77507791	3	5749	16672.8625	478	1		C14orf4	C14orf4	C14orf4	4.4991	478	1
2_MACS_peak_399_lociStitched	chr1	25874032	25879353	2	5299	22804.7418	479	1	LDLRAP1		LDLRAP1	LDLRAP1	0.9999	479	1
1_MACS_peak_26940_lociStitched	chr7	130790812	130796283	1	5472	20673.8148	481	1	MKLN1,FLJ43663		FLJ43663	FLJ43663	0.2285	481	1
4_MACS_peak_19830_lociStitched	chr3	112011856	112018108	4	5762	16182.0516	482	1	SLC9A10	CD200	SLC9A10	SLC9A10	0.1803	482	1
1_MACS_peak_30197_lociStitched	chrX	48793269	48798569	1	5301	22532.42	483	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	OTUD5	0.9613	483	1
3_MACS_peak_29444_lociStitched	chr9	117349353	117355516	3	5665	17571.3293	484	1	ATP6V1G1	C9orf91	ATP6V1G1	ATP6V1G1	0.8998	484	1
1_MACS_peak_2539_lociStitched	chr1	215738931	215744103	1	5173	23825.3352	485	1	KCTD3		KCTD3	KCTD3	0.482	485	1
1_MACS_peak_30528_lociStitched	chrX	106916211	106921784	1	5574	18849.5579	486	1		PRPS1,TSC22D3	TSC22D3	TSC22D3	1.7697	486	1
4_MACS_peak_23528_lociStitched	chr5	149717437	149723365	4	5744	15905.4168	488	1		TCOF1,CAMK2A,ARSI	TCOF1	TCOF1	0.1113	488	1
3_MACS_peak_26027_lociStitched	chr7	37379704	37385567	3	5695	16626.2954	490	1	ELMO1		ELMO1	ELMO1	0.1465	490	1
1_MACS_peak_1985_lociStitched	chr1	176657812	176663512	1	5701	16358.43	491	1	PAPPA2		PAPPA2	PAPPA2	0.1383	491	1
2_MACS_peak_15527_lociStitched	chr2	70312697	70316883	2	4036	32446.5232	492	1	PCBP1,LOC400960	LOC100133985	PCBP1	PCBP1	2.8562	492	1
3_MACS_peak_5759_lociStitched	chr11	122931041	122936120	3	4775	26931.9054	494	1	HSPA8	LOC341056	HSPA8	HSPA8	1.9908	494	1
1_MACS_peak_4609_lociStitched	chr11	18789203	18794710	1	5508	18663.223	497	1	PTPN5	IGSF22	PTPN5	PTPN5	0.3918	497	1
3_MACS_peak_13614_lociStitched	chr19	2606950	2612555	3	5459	19277.2765	498	1	GNG7		GNG7	GNG7	0.3568	498	1
1_MACS_peak_25754_lociStitched	chr7	8006793	8012280	1	5488	18840.7119	499	1	GLCCI1		GLCCI1	GLCCI1	0.2287	499	1
2_MACS_peak_25139_lociStitched	chr6	119667578	119673360	2	5563	17482.4552	500	1	MAN1A1		MAN1A1	MAN1A1	0.1936	500	1
1_MACS_peak_21807_lociStitched	chr4	129730371	129734694	1	4324	29975.2497	502	1	PHF17		PHF17	PHF17	0.5856	502	1
1_MACS_peak_30112_lociStitched	chrX	41189669	41194823	1	5155	22658.0148	503	1	DDX3X		DDX3X	DDX3X	0.9038	503	1
1_MACS_peak_12528_lociStitched	chr17	70608635	70613433	1	4799	26028.1904	505	1	FLJ26484	LOC100499467	LOC100499467	LOC100499467	0.1573	505	1
2_MACS_peak_6583_lociStitched	chr12	57912973	57917682	2	4660	27042.3743	507	1	MBD6,DDIT3	MARS,KIF5A,ARHGAP9,DCTN2	DDIT3	DDIT3	2.0514	507	1
1_MACS_peak_21144_lociStitched	chr4	48195736	48200797	1	5062	23029.0683	510	1	TEC		TXK	TXK	NONE	510	1
1_MACS_peak_25894_lociStitched	chr7	26238864	26242718	1	3855	32466.4814	511	1	CBX3,HNRNPA2B1	NFE2L3	CBX3	CBX3	1.6261	511	1
1_MACS_peak_17490_lociStitched	chr20	37500641	37505463	1	4823	25383.9724	512	1	PPP1R16B	FAM83D	FAM83D	FAM83D	0.2036	512	1
2_MACS_peak_16514_lociStitched	chr2	192539407	192544983	2	5508	17276.1208	514	1	OBFC2A		OBFC2A	OBFC2A	0.9357	514	1
1_MACS_peak_2004_lociStitched	chr1	179049562	179053542	1	3981	31642.194	515	1	TOR3A		TOR3A	TOR3A	1.4658	515	1
2_MACS_peak_24213_lociStitched	chr6	27802680	27808147	2	5076	22682.0363	517	1	HIST1H2BN,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2AK	HIST1H2AK	2.2501	517	1
1_MACS_peak_20869_lociStitched	chr4	10094723	10099899	1	5177	21519.7376	518	1	WDR1	MIR3138	MIR3138	MIR3138	0.133	518	1
3_MACS_peak_8587_lociStitched	chr14	67651786	67657352	3	5503	17077.0446	519	1	FAM71D		FAM71D	FAM71D	0.4341	519	1
2_MACS_peak_4776_lociStitched	chr11	36472404	36478062	2	5447	17910.399	520	1	PRR5L		PRR5L	PRR5L	0.3414	520	1
1_MACS_peak_13867_lociStitched	chr19	12721028	12725715	1	4688	26221.4215	523	1	ZNF791,ZNF490		ZNF791	ZNF791	0.9825	523	1
1_MACS_peak_4349_lociStitched	chr11	267503	271571	1	4069	30839.9148	524	1		PSMD13,NLRP6,ATHL1,IFITM2,IFITM1,SIRT3,IFITM5,IFITM3	NLRP6	IFITM5	0.4633	524	1
1_MACS_peak_1101_lociStitched	chr1	87793178	87798475	1	5298	19695.8351	525	1	LMO4		LMO4	LMO4	1.0099	525	1
2_MACS_peak_4882_lociStitched	chr11	58343762	58348126	2	4324	28866.1144	529	1	ZFP91-CNTF,ZFP91,LPXN	CNTF,LPXN	LPXN	LPXN	0.5647	529	1
1_MACS_peak_1879_lociStitched	chr1	167596497	167601731	1	5235	20045.1732	530	1	RCSD1		RCSD1	RCSD1	0.445	530	1
3_MACS_peak_18393_lociStitched	chr22	24183305	24188752	3	5169	20844.0349	531	1		SLC2A11,MIF,DERL3	DERL3	DERL3	0.8799	531	1
2_MACS_peak_1965_lociStitched	chr1	174936289	174942112	2	5340	18613.2195	532	1		CACYBP	CACYBP	CACYBP	1.9816	532	1
2_MACS_peak_20965_lociStitched	chr4	23971216	23976725	2	5453	16827.7914	533	1			PPARGC1A	PPARGC1A	NONE	533	1
2_MACS_peak_6400_lociStitched	chr12	49759797	49764873	2	5009	22244.0472	537	1	SPATS2	TROAP,DNAJC22,LOC100335030,C1QL4	SPATS2	TROAP	0.3988	537	1
1_MACS_peak_19299_lociStitched	chr3	46246057	46250850	1	4794	24341.2505	539	1	CCR1	CCR3	CCR1	CCR1	1.7375	539	1
4_MACS_peak_22992_lociStitched	chr5	88365271	88371165	4	5003	22153.7778	540	1			MEF2C	MEF2C	0.5949	540	1
1_MACS_peak_23404_lociStitched	chr5	138748888	138754210	1	5323	18153.8742	542	1	DNAJC18	SLC23A1,MZB1,LOC389333,SPATA24	SPATA24	MZB1	2.7394	542	1
2_MACS_peak_2713_lociStitched	chr1	228673863	228679104	2	4885	23341.8417	543	1	RNF187	HIST3H2BB,HIST3H2A	RNF187	RNF187	1.3198	543	1
1_MACS_peak_15896_lociStitched	chr2	112219409	112224736	1	5328	17834.796	544	1	LOC541471		LOC541471	LOC541471	0.6831	544	1
1_MACS_peak_13598_lociStitched	chr19	2392879	2396893	1	4015	30220.2018	545	1	TMPRSS9	TIMM13	TMPRSS9	TIMM13	1.686	545	1
2_MACS_peak_24128_lociStitched	chr6	26121829	26127155	2	5301	18082.8352	546	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	HIST1H2AC	1.8	546	1
1_MACS_peak_17542_lociStitched	chr20	42377997	42382593	1	4597	25639.7052	547	1		GTSF1L	GTSF1L	GTSF1L	0.1445	547	1
3_MACS_peak_3842_lociStitched	chr10	89838521	89843895	3	5241	18288.7968	549	1			PTEN	PTEN	0.3352	549	1
2_MACS_peak_17498_lociStitched	chr20	38708398	38714070	2	5307	17244.5816	550	1			MAFB	MAFB	NONE	550	1
1_MACS_peak_23675_lociStitched	chr5	172260802	172265893	1	5092	20090.6133	553	1	ERGIC1		ERGIC1	ERGIC1	0.2092	553	1
2_MACS_peak_7541_lociStitched	chr13	33042533	33048185	2	5309	16862.742	557	1	N4BP2L2	N4BP2L1,CG030	CG030	N4BP2L1	0.2945	557	1
2_MACS_peak_2393_lociStitched	chr1	205252908	205258267	2	5303	16826.1882	560	1		NUAK2	NUAK2	NUAK2	0.1473	560	1
1_MACS_peak_16635_lociStitched	chr2	202121364	202126556	1	5193	18382.7952	561	1	CASP8		CASP8	CASP8	0.5082	561	1
2_MACS_peak_13975_lociStitched	chr19	16474913	16479907	2	4964	21212.5144	562	1	EPS15L1	KLF2	KLF2	KLF2	2.136	562	1
2_MACS_peak_5084_lociStitched	chr11	65624507	65629136	2	4564	25175.2794	563	1	MUS81,CFL1	SNX32,CTSW,CCDC85B,EFEMP2,FIBP,FOSL1	CFL1	CFL1	2.0264	563	1
1_MACS_peak_24719_lociStitched	chr6	74229418	74234008	1	4591	24923.241	564	1	EEF1A1		EEF1A1	EEF1A1	1.8693	564	1
1_MACS_peak_14876_lociStitched	chr2	10259987	10264620	1	4634	24522.469	565	1	RRM2	C2orf48,CYS1	RRM2	RRM2	1.4508	565	1
1_MACS_peak_10107_lociStitched	chr15	93351112	93356120	1	5009	20579.3744	566	1		ASB9P1	ASB9P1	ASB9P1	0.1149	566	1
1_MACS_peak_27107_lociStitched	chr7	150064003	150068198	1	4196	28026.3755	567	1	REPIN1	LRRC61,C7orf29,REPIN1,ZNF775,LOC728743,ACTR3C,RARRES2	REPIN1	LOC728743	3.5259	567	1
2_MACS_peak_18061_lociStitched	chr21	36257370	36262669	2	5262	17109.9411	568	1	RUNX1		RUNX1	RUNX1	0.2988	568	1
1_MACS_peak_4739_lociStitched	chr11	34620290	34624696	1	4407	26329.3748	570	1		EHF	EHF	EHF	0.3746	570	1
2_MACS_peak_20715_lociStitched	chr4	50457	55349	2	4875	21912.7356	573	1	ZNF718,ZNF595		ZNF595	ZNF595	0.6167	573	1
2_MACS_peak_16421_lociStitched	chr2	180539460	180544799	2	5233	17099.7492	576	1	ZNF385B		ZNF385B	ZNF385B	0.2413	576	1
1_MACS_peak_7099_lociStitched	chr12	116994709	116999627	1	4919	21158.7114	577	1	MAP1LC3B2	NCRNA00173	MAP1LC3B2	MAP1LC3B2	0.9113	577	1
1_MACS_peak_1600_lociStitched	chr1	154945473	154949418	1	3946	29391.4335	579	1	CKS1B,MIR4258,SHC1	FLAD1,LENEP,ZBTB7B,PMVK,PBXIP1,PYGO2,SHC1	CKS1B	PBXIP1	3.609	579	1
1_MACS_peak_3895_lociStitched	chr10	93858993	93863955	1	4963	20548.1382	580	1	CPEB3		CPEB3	CPEB3	0.4062	580	1
1_MACS_peak_18412_lociStitched	chr22	24822220	24826626	1	4407	25979.0978	581	1	ADORA2A,C22orf45		ADORA2A	ADORA2A	1.8408	581	1
1_MACS_peak_1405_lociStitched	chr1	145452733	145457387	1	4655	23725.6266	582	1	POLR3GL	HFE2,TXNIP,ANKRD34A,LIX1L	POLR3GL	TXNIP	1.3936	582	1
2_MACS_peak_23296_lociStitched	chr5	131436529	131441594	2	4961	20165.791	585	1		IL3,CSF2	CSF2	CSF2	0.3919	585	1
1_MACS_peak_9034_lociStitched	chr14	102288707	102293202	1	4496	24578.2105	590	1	PPP2R5C		PPP2R5C	PPP2R5C	0.8049	590	1
1_MACS_peak_26995_lociStitched	chr7	137664415	137669050	1	4636	23098.5225	592	1	CREB3L2		CREB3L2	CREB3L2	0.4061	592	1
1_MACS_peak_28448_lociStitched	chr8	142126290	142131240	1	4951	19591.605	593	1		DENND3	DENND3	DENND3	0.1452	593	1
3_MACS_peak_25246_lociStitched	chr6	135190740	135195789	3	4851	20746.341	594	1			ALDH8A1	ALDH8A1	NONE	594	1
1_MACS_peak_3460_lociStitched	chr10	45913549	45918137	1	4589	23433.6688	597	1	ALOX5		ALOX5	ALOX5	0.4203	597	1
2_MACS_peak_2335_lociStitched	chr1	202514575	202519746	2	5100	17538.4807	598	1	PPP1R12B		PPP1R12B	PPP1R12B	0.2732	598	1
1_MACS_peak_7728_lociStitched	chr13	50697140	50701105	1	3966	28429.05	599	1	DLEU2	DLEU1,ST13P4	DLEU2	DLEU1	0.6544	599	1
3_MACS_peak_24091_lociStitched	chr6	22654897	22660786	3	5120	17211.7803	600	1			HDGFL1	HDGFL1	NONE	600	1
1_MACS_peak_45_lociStitched	chr1	1709002	1713362	1	4361	25143.684	602	1	NADK	SLC35E2,NADK	NADK	NADK	0.8646	602	1
3_MACS_peak_14660_lociStitched	chr19	54879902	54885536	3	5026	18102.6054	603	1		TTYH1,LILRA4,LAIR1	LAIR1	LAIR1	0.6094	603	1
1_MACS_peak_24800_lociStitched	chr6	86351256	86355584	1	4329	25299.324	606	1	SYNCRIP	SNX14,SYNCRIP,SNORD50A,SNORD50B,SNHG5	SYNCRIP	SNORD50A	1.0561	606	1
1_MACS_peak_28547_lociStitched	chr9	624438	629436	1	4999	18276.6864	608	1	KANK1		KANK1	KANK1	0.1788	608	1
1_MACS_peak_19509_lociStitched	chr3	61235817	61240883	1	5067	17326.7332	609	1	FHIT		FHIT	FHIT	0.0516	609	1
1_MACS_peak_5670_lociStitched	chr11	117684426	117689068	1	4643	22179.9402	614	1		DSCAML1,FXYD2	FXYD2	FXYD2	1.1659	614	1
2_MACS_peak_19715_lociStitched	chr3	98450215	98455294	2	4901	19245.8547	615	1	ST3GAL6		ST3GAL6	ST3GAL6	0.8683	615	1
1_MACS_peak_12647_lociStitched	chr17	75366089	75371053	1	4965	18344.462	617	1	SEPT9	SEPT9,MIR4316	SEPT9	SEPT9	0.2273	617	1
2_MACS_peak_4053_lociStitched	chr10	104401921	104406864	2	4909	18699.369	622	1	TRIM8		TRIM8	TRIM8	0.976	622	1
1_MACS_peak_27540_lociStitched	chr8	33410202	33414670	1	4469	23460.5744	623	1	RNF122	C8orf41,DUSP26	RNF122	RNF122	1.9	623	1
