REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	OPM.2.jin.bam	enhancerRank	isStretch	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isStretch
5_MACS_peak_12907_lociStitched	chr18	9135499	9142214	5	5748	18618.6805	417	1	ANKRD12	NDUFV2	ANKRD12	417	1
4_MACS_peak_23528_lociStitched	chr5	149717437	149723365	4	5744	15905.4168	418	1		TCOF1,CAMK2A,ARSI	TCOF1	418	1
4_MACS_peak_4254_lociStitched	chr10	125822063	125827877	4	5743	10153.5696	419	1	CHST15		CHST15	419	1
1_MACS_peak_7713_lociStitched	chr13	49549376	49555112	1	5737	18904.1352	420	1	FNDC3A		FNDC3A	420	1
1_MACS_peak_5204_lociStitched	chr11	69061508	69067241	1	5734	21514.8024	421	1	MYEOV		MYEOV	421	1
4_MACS_peak_25033_lociStitched	chr6	109213828	109220178	4	5731	12753.34	422	1	ARMC2		ARMC2	422	1
1_MACS_peak_24140_lociStitched	chr6	26195051	26200778	1	5728	20885.2236	423	1	HIST1H2BF,HIST1H3D,HIST1H2AD	HIST1H1E,HIST1H2BD,HIST1H2BE,HIST1H4E,HIST1H2AE,HIST1H3E,HIST1H4F,HIST1H4D,HIST1H2BG,HIST1H1D,HIST1H4G	HIST1H3D	423	1
2_MACS_peak_15776_lociStitched	chr2	99086206	99092010	2	5722	12504.718	424	1	INPP4A		INPP4A	424	1
4_MACS_peak_18547_lociStitched	chr22	35701694	35707913	4	5716	11411.865	425	1	TOM1	HMGXB4,MIR3909	TOM1	425	1
1_MACS_peak_22219_lociStitched	chr4	185565932	185571641	1	5710	21380.205	426	1	CCDC111,CASP3		CASP3	426	1
3_MACS_peak_15698_lociStitched	chr2	88898548	88904521	3	5707	9705.5277	427	1	EIF2AK3		EIF2AK3	427	1
1_MACS_peak_2145_lociStitched	chr1	186736960	186742664	1	5705	21582.2248	428	1			PLA2G4A	428	1
4_MACS_peak_27300_lociStitched	chr8	11541111	11547611	4	5704	12954.5	429	1		GATA4	GATA4	429	1
1_MACS_peak_1985_lociStitched	chr1	176657812	176663512	1	5701	16358.43	430	1	PAPPA2		PAPPA2	430	1
1_MACS_peak_6993_lociStitched	chr12	109025477	109031175	1	5699	26957.238	431	1	SELPLG	TMEM119	SELPLG	431	1
1_MACS_peak_6858_lociStitched	chr12	94597648	94603342	1	5695	24140.2824	432	1	PLXNC1		PLXNC1	432	1
3_MACS_peak_26027_lociStitched	chr7	37379704	37385567	3	5695	16626.2954	433	1	ELMO1		ELMO1	433	1
2_MACS_peak_22595_lociStitched	chr5	39073074	39078777	2	5677	29571.7659	434	1	RICTOR		RICTOR	434	1
3_MACS_peak_27840_lociStitched	chr8	67415927	67422013	3	5668	25225.2528	435	1	C8orf46		C8orf46	435	1
3_MACS_peak_29444_lociStitched	chr9	117349353	117355516	3	5665	17571.3293	436	1	ATP6V1G1	C9orf91	ATP6V1G1	436	1
1_MACS_peak_14536_lociStitched	chr19	49375451	49381105	1	5655	30902.5024	437	1	PPP1R15A	NUCB1,HSD17B14,PLEKHA4,TULP2	PPP1R15A	437	1
2_MACS_peak_83_lociStitched	chr1	4660228	4666002	2	5647	14940.225	438	1		AJAP1	AJAP1	438	1
1_MACS_peak_27472_lociStitched	chr8	28346892	28352531	1	5640	15372.4779	439	1	FZD3,FBXO16	MIR4288	FBXO16	439	1
3_MACS_peak_3059_lociStitched	chr10	7530190	7536120	3	5631	13468.216	440	1			SFMBT2	440	1
2_MACS_peak_17759_lociStitched	chr20	57463183	57468829	2	5626	18907.8894	441	1	GNAS	GNAS-AS	GNAS	441	1
1_MACS_peak_15160_lociStitched	chr2	38890300	38895923	1	5624	19660.2572	442	1	GALM		GALM	442	1
2_MACS_peak_6188_lociStitched	chr12	27019121	27024785	2	5613	19464.9024	443	1		ITPR2	ITPR2	443	1
3_MACS_peak_16877_lociStitched	chr2	227655210	227661292	3	5612	15784.6146	444	1	IRS1	RHBDD1	IRS1	444	1
3_MACS_peak_9638_lociStitched	chr15	59592186	59598401	3	5608	11366.6135	445	1	MYO1E		MYO1E	445	1
3_MACS_peak_21278_lociStitched	chr4	71759591	71765351	3	5607	28000.512	446	1		MOBKL1A	MOBKL1A	446	1
1_MACS_peak_4711_lociStitched	chr11	32441131	32446724	1	5594	14169.8655	447	1	WT1	WT1-AS	WT1	447	1
3_MACS_peak_10497_lociStitched	chr16	14497823	14503900	3	5586	33364.5531	448	1			MIR365-1	448	1
3_MACS_peak_485_lociStitched	chr1	28831781	28837480	3	5582	11775.8437	449	1	RCC1,SNHG3	RCC1,TRNAU1AP	RCC1	449	1
1_MACS_peak_6155_lociStitched	chr12	25148014	25153588	1	5575	20860.1376	450	1	C12orf77	BCAT1	C12orf77	450	1
1_MACS_peak_30528_lociStitched	chrX	106916211	106921784	1	5574	18849.5579	451	1		PRPS1,TSC22D3	TSC22D3	451	1
3_MACS_peak_3994_lociStitched	chr10	100167327	100172943	3	5567	15853.4064	452	1	PYROXD2	MIR1287,HPS1	PYROXD2	452	1
2_MACS_peak_27290_lociStitched	chr8	11385448	11391358	2	5567	12568.206	453	1	BLK		BLK	453	1
4_MACS_peak_13230_lociStitched	chr18	46473466	46479596	4	5564	11130.854	454	1	SMAD7	SMAD7	SMAD7	454	1
2_MACS_peak_25139_lociStitched	chr6	119667578	119673360	2	5563	17482.4552	455	1	MAN1A1		MAN1A1	455	1
2_MACS_peak_6436_lociStitched	chr12	51712797	51718599	2	5551	20163.6906	456	1	BIN2	SMAGP,CELA1	BIN2	456	1
2_MACS_peak_10542_lociStitched	chr16	17225924	17231540	2	5547	23741.64	457	1	XYLT1		XYLT1	457	1
1_MACS_peak_15202_lociStitched	chr2	43451113	43456654	1	5542	24798.7455	458	1	LOC100129726,ZFP36L2		ZFP36L2	458	1
5_MACS_peak_6273_lociStitched	chr12	40009704	40015611	5	5541	13141.3029	459	1	ABCD2	C12orf40	ABCD2	459	1
2_MACS_peak_13972_lociStitched	chr19	16434142	16439761	2	5531	24025.1583	460	1	KLF2		KLF2	460	1
2_MACS_peak_16240_lociStitched	chr2	161221842	161227383	2	5520	8699.37	461	1	RBMS1		RBMS1	461	1
1_MACS_peak_17837_lociStitched	chr20	62357843	62363356	1	5514	32608.2924	462	1	ZGPAT	TNFRSF6B,LIME1,SLC2A4RG,ARFRP1	LIME1	462	1
1_MACS_peak_4609_lociStitched	chr11	18789203	18794710	1	5508	18663.223	463	1	PTPN5	IGSF22	PTPN5	463	1
2_MACS_peak_16514_lociStitched	chr2	192539407	192544983	2	5508	17276.1208	464	1	OBFC2A		OBFC2A	464	1
3_MACS_peak_8587_lociStitched	chr14	67651786	67657352	3	5503	17077.0446	465	1	FAM71D		FAM71D	465	1
1_MACS_peak_8636_lociStitched	chr14	69257914	69263413	1	5500	30065.7825	466	1	ZFP36L1,C14orf181		ZFP36L1	466	1
1_MACS_peak_25754_lociStitched	chr7	8006793	8012280	1	5488	18840.7119	467	1	GLCCI1		GLCCI1	467	1
3_MACS_peak_15781_lociStitched	chr2	99117771	99123365	3	5487	12157.9996	468	1	INPP4A		INPP4A	468	1
2_MACS_peak_23005_lociStitched	chr5	88564069	88569781	2	5487	27867.1344	469	1			MEF2C	469	1
6_MACS_peak_24024_lociStitched	chr6	16126265	16132187	6	5481	10629.99	470	1	MYLIP		MYLIP	470	1
1_MACS_peak_26940_lociStitched	chr7	130790812	130796283	1	5472	20673.8148	471	1	MKLN1,FLJ43663		FLJ43663	471	1
2_MACS_peak_20121_lociStitched	chr3	138312046	138317776	2	5466	13517.07	472	1	CEP70	FAIM	CEP70	472	1
3_MACS_peak_13614_lociStitched	chr19	2606950	2612555	3	5459	19277.2765	473	1	GNG7		GNG7	473	1
1_MACS_peak_11725_lociStitched	chr17	21187918	21193370	1	5453	21897.958	474	1	MAP2K3	C17orf103	MAP2K3	474	1
2_MACS_peak_20965_lociStitched	chr4	23971216	23976725	2	5453	16827.7914	475	1			PPARGC1A	475	1
2_MACS_peak_4776_lociStitched	chr11	36472404	36478062	2	5447	17910.399	476	1	PRR5L		PRR5L	476	1
2_MACS_peak_11314_lociStitched	chr16	88846424	88852226	2	5446	14659.3332	477	1	FAM38A	CDT1,APRT	FAM38A	477	1
4_MACS_peak_6024_lociStitched	chr12	10017832	10023340	4	5442	14021.1648	478	1	CLEC2B	KLRF1,KLRF2	CLEC2B	478	1
2_MACS_peak_5565_lociStitched	chr11	111246483	111251926	2	5439	30647.9001	479	1	POU2AF1		POU2AF1	479	1
4_MACS_peak_27108_lociStitched	chr7	150071313	150077442	4	5430	14816.2446	480	1	ZNF775	C7orf29,REPIN1,LOC728743,RARRES2	ZNF775	480	1
2_MACS_peak_14909_lociStitched	chr2	11886161	11891656	2	5428	14072.1455	481	1	LPIN1		LPIN1	481	1
5_MACS_peak_24658_lociStitched	chr6	56703368	56709284	5	5423	10235.2716	482	1			BEND6	482	1
5_MACS_peak_21664_lociStitched	chr4	110607706	110613911	5	5418	9595.412	483	1	CCDC109B,CASP6	PLA2G12A	CASP6	483	1
2_MACS_peak_362_lociStitched	chr1	24513128	24518549	2	5416	22148.5797	484	1	IL28RA	LOC284632,IL22RA1	IL28RA	484	1
2_MACS_peak_21510_lociStitched	chr4	91039639	91045185	2	5414	15237.0804	485	1		FAM190A	FAM190A	485	1
2_MACS_peak_20617_lociStitched	chr3	194542932	194548390	2	5411	23818.712	486	1			FAM43A	486	1
1_MACS_peak_2361_lociStitched	chr1	203255838	203261247	1	5410	23223.0006	487	1		BTG2,LOC730227	LOC730227	487	1
4_MACS_peak_6892_lociStitched	chr12	98146579	98152695	4	5399	11505.4192	488	1			MIR135A2	488	1
2_MACS_peak_19514_lociStitched	chr3	61614646	61620196	2	5387	11904.75	489	1	PTPRG		PTPRG	489	1
2_MACS_peak_17734_lociStitched	chr20	55126451	55131873	2	5381	13771.3378	490	1		C20orf106,C20orf107,GCNT7	C20orf107	490	1
2_MACS_peak_20254_lociStitched	chr3	152016086	152021468	2	5370	9709.128	491	1	MBNL1	LOC401093,TMEM14E	MBNL1	491	1
3_MACS_peak_1806_lociStitched	chr1	162554132	162559872	3	5365	14940.646	492	1	UAP1	DDR2	UAP1	492	1
6_MACS_peak_22311_lociStitched	chr5	1020325	1026847	6	5359	15457.7922	493	1	NKD2		NKD2	493	1
3_MACS_peak_10115_lociStitched	chr15	93443061	93448730	3	5355	14395.8586	494	1	CHD2,MIR3175	LOC100507217	MIR3175	494	1
4_MACS_peak_28210_lociStitched	chr8	118450570	118456049	4	5345	13593.9469	495	1			MED30	495	1
2_MACS_peak_1965_lociStitched	chr1	174936289	174942112	2	5340	18613.2195	496	1		CACYBP	CACYBP	496	1
2_MACS_peak_29536_lociStitched	chr9	126098699	126104043	2	5332	37921.024	497	1		CRB2	CRB2	497	1
1_MACS_peak_15896_lociStitched	chr2	112219409	112224736	1	5328	17834.796	498	1	LOC541471		LOC541471	498	1
3_MACS_peak_8139_lociStitched	chr13	115024832	115030413	3	5325	10193.1384	499	1	CDC16	UPF3A,ZNF828	UPF3A	499	1
1_MACS_peak_23404_lociStitched	chr5	138748888	138754210	1	5323	18153.8742	500	1	DNAJC18	SLC23A1,MZB1,LOC389333,SPATA24	SPATA24	500	1
5_MACS_peak_2339_lociStitched	chr1	202529382	202535809	5	5319	9486.252	501	1	PPP1R12B		PPP1R12B	501	1
1_MACS_peak_9776_lociStitched	chr15	69108925	69114238	1	5314	30008.8866	502	1	ANP32A	MIR548H4,MIR4312,C15orf28	ANP32A	502	1
1_MACS_peak_3260_lociStitched	chr10	22969991	22975304	1	5314	24974.2878	503	1	PIP4K2A		PIP4K2A	503	1
2_MACS_peak_7541_lociStitched	chr13	33042533	33048185	2	5309	16862.742	504	1	N4BP2L2	N4BP2L1,CG030	CG030	504	1
2_MACS_peak_17498_lociStitched	chr20	38708398	38714070	2	5307	17244.5816	505	1			MAFB	505	1
2_MACS_peak_2393_lociStitched	chr1	205252908	205258267	2	5303	16826.1882	506	1		NUAK2	NUAK2	506	1
1_MACS_peak_7326_lociStitched	chr12	129323690	129328991	1	5302	12270.7548	507	1		GLT1D1,SLC15A4	GLT1D1	507	1
1_MACS_peak_30197_lociStitched	chrX	48793269	48798569	1	5301	22532.42	508	1	OTUD5	PQBP1,TIMM17B,SLC35A2,PIM2,KCND1	OTUD5	508	1
2_MACS_peak_24128_lociStitched	chr6	26121829	26127155	2	5301	18082.8352	509	1	HIST1H2AC,HIST1H2BC	HFE,HIST1H4C,HIST1H1E,HIST1H2BD,HIST1H1T	HIST1H2AC	509	1
3_MACS_peak_23805_lociStitched	chr5	180668716	180674477	3	5301	12966.8588	510	1	GNB2L1,SNORD96A,SNORD95	TRIM41,TRIM7,TRIM52	GNB2L1	510	1
2_MACS_peak_399_lociStitched	chr1	25874032	25879353	2	5299	22804.7418	511	1	LDLRAP1		LDLRAP1	511	1
1_MACS_peak_27388_lociStitched	chr8	22297522	22302819	1	5298	28275.9157	512	1	PPP3CC		PPP3CC	512	1
1_MACS_peak_14108_lociStitched	chr19	23945643	23950940	1	5298	14634.0219	513	1	RPSAP58	ZNF681	RPSAP58	513	1
1_MACS_peak_11101_lociStitched	chr16	70769538	70774835	1	5298	28779.1307	514	1	VAC14	LOC100130894,MTSS1L	LOC100130894	514	1
1_MACS_peak_1101_lociStitched	chr1	87793178	87798475	1	5298	19695.8351	515	1	LMO4		LMO4	515	1
2_MACS_peak_7352_lociStitched	chr12	131703562	131708929	2	5293	23048.5815	516	1			LOC116437	516	1
2_MACS_peak_11230_lociStitched	chr16	84118374	84123683	2	5279	13902.6783	517	1	MBTPS1	SLC38A8	MBTPS1	517	1
5_MACS_peak_18645_lociStitched	chr22	38783021	38788384	5	5279	10671.8337	518	1	LOC400927		LOC400927	518	1
3_MACS_peak_17651_lociStitched	chr20	48291049	48296518	3	5272	13313.7336	519	1	B4GALT5		B4GALT5	519	1
2_MACS_peak_3047_lociStitched	chr10	6966548	6971844	2	5264	25890.0256	520	1			LOC439949	520	1
2_MACS_peak_18061_lociStitched	chr21	36257370	36262669	2	5262	17109.9411	521	1	RUNX1		RUNX1	521	1
6_MACS_peak_29225_lociStitched	chr9	98268194	98274014	6	5251	11209.32	522	1	PTCH1		PTCH1	522	1
6_MACS_peak_20259_lociStitched	chr3	152037111	152043370	6	5249	9184.4566	523	1	MBNL1	LOC401093,TMEM14E	TMEM14E	523	1
2_MACS_peak_4588_lociStitched	chr11	17163757	17169313	2	5244	13779.9912	524	1	PIK3C2A		PIK3C2A	524	1
2_MACS_peak_9629_lociStitched	chr15	59535475	59540736	2	5242	14735.0088	525	1	MYO1E	LDHAL6B	LDHAL6B	525	1
3_MACS_peak_3842_lociStitched	chr10	89838521	89843895	3	5241	18288.7968	526	1			PTEN	526	1
1_MACS_peak_1879_lociStitched	chr1	167596497	167601731	1	5235	20045.1732	527	1	RCSD1		RCSD1	527	1
2_MACS_peak_16421_lociStitched	chr2	180539460	180544799	2	5233	17099.7492	528	1	ZNF385B		ZNF385B	528	1
3_MACS_peak_19906_lociStitched	chr3	121263774	121269378	3	5232	14638.2084	529	1	POLQ	ARGFX,FBXO40	POLQ	529	1
2_MACS_peak_11964_lociStitched	chr17	37023254	37028520	2	5229	10132.3106	530	1	LASP1	CWC25,C17orf98,SNORA21,RPL23	LASP1	530	1
3_MACS_peak_11245_lociStitched	chr16	84544718	84550056	3	5222	14150.5042	531	1		KIAA1609	KIAA1609	531	1
2_MACS_peak_13940_lociStitched	chr19	14617039	14622274	2	5215	10368.9645	532	1		LOC100130932,TECR,MIR639,PTGER1,GIPC1,DNAJB1	DNAJB1	532	1
2_MACS_peak_27214_lociStitched	chr8	2029282	2034547	2	5210	13394.6865	533	1	MYOM2		MYOM2	533	1
4_MACS_peak_8629_lociStitched	chr14	68866708	68872114	4	5206	13580.4126	534	1	RAD51L1		ZFP36L1	534	1
2_MACS_peak_6799_lociStitched	chr12	89743402	89748848	2	5202	23984.184	535	1	DUSP6		DUSP6	535	1
1_MACS_peak_19510_lociStitched	chr3	61545916	61551116	1	5201	27293.24	536	1	PTPRG		PTPRG	536	1
1_MACS_peak_16635_lociStitched	chr2	202121364	202126556	1	5193	18382.7952	537	1	CASP8		CASP8	537	1
2_MACS_peak_23972_lociStitched	chr6	12008344	12013540	2	5193	12273.4716	538	1	HIVEP1		HIVEP1	538	1
3_MACS_peak_30293_lociStitched	chrX	58140628	58146184	3	5189	8290.6632	539	1			ZXDA	539	1
1_MACS_peak_21460_lociStitched	chr4	85155823	85161009	1	5187	15318.9254	540	1			NKX6-1	540	1
2_MACS_peak_24632_lociStitched	chr6	53755751	53761085	2	5187	15298.9788	541	1	LRRC1		LRRC1	541	1
2_MACS_peak_24130_lociStitched	chr6	26155396	26160598	2	5179	13904.4258	542	1	HIST1H1E,HIST1H2BD	HIST1H2AC,HIST1H2BE,HIST1H2BF,HIST1H4E,HIST1H1T,HIST1H2BC,HIST1H4D,HIST1H2AD,HIST1H3D	HIST1H2BD	542	1
1_MACS_peak_20869_lociStitched	chr4	10094723	10099899	1	5177	21519.7376	543	1	WDR1	MIR3138	MIR3138	543	1
1_MACS_peak_2539_lociStitched	chr1	215738931	215744103	1	5173	23825.3352	544	1	KCTD3		KCTD3	544	1
3_MACS_peak_18393_lociStitched	chr22	24183305	24188752	3	5169	20844.0349	545	1		SLC2A11,MIF,DERL3	DERL3	545	1
4_MACS_peak_12362_lociStitched	chr17	57904117	57909610	4	5162	12531.1809	546	1	TMEM49	MIR21	MIR21	546	1
3_MACS_peak_10490_lociStitched	chr16	14447482	14452992	3	5162	11740.708	547	1		MIR193B,MIR365-1	MIR365-1	547	1
4_MACS_peak_2367_lociStitched	chr1	203289112	203294805	4	5160	11554.5128	548	1		BTG2,LOC730227,FMOD	BTG2	548	1
1_MACS_peak_30112_lociStitched	chrX	41189669	41194823	1	5155	22658.0148	549	1	DDX3X		DDX3X	549	1
1_MACS_peak_11845_lociStitched	chr17	32712747	32717894	1	5148	10423.7044	550	1		CCL13,CCL1	CCL1	550	1
3_MACS_peak_29437_lociStitched	chr9	117210461	117215887	3	5148	13037.5928	551	1	DFNB31		DFNB31	551	1
2_MACS_peak_23887_lociStitched	chr6	4938521	4943814	2	5137	14110.6087	552	1	CDYL		CDYL	552	1
1_MACS_peak_14474_lociStitched	chr19	47286770	47291899	1	5130	28222.8354	553	1	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	553	1
3_MACS_peak_17977_lociStitched	chr21	30667834	30673108	3	5130	14582.0826	554	1	BACH1	BACH1	BACH1	554	1
4_MACS_peak_13559_lociStitched	chr19	1648057	1653741	4	5130	14644.826	555	1	TCF3	UQCR11	TCF3	555	1
2_MACS_peak_20974_lociStitched	chr4	24187666	24192827	2	5126	24802.7338	556	1			PPARGC1A	556	1
1_MACS_peak_9710_lociStitched	chr15	65183595	65188714	1	5120	26213.3752	557	1		PLEKHO2,ANKDD1A	ANKDD1A	557	1
2_MACS_peak_285_lociStitched	chr1	17763829	17769316	2	5120	14014.3467	558	1	RCC2		RCC2	558	1
3_MACS_peak_24091_lociStitched	chr6	22654897	22660786	3	5120	17211.7803	559	1			HDGFL1	559	1
1_MACS_peak_9253_lociStitched	chr15	29212408	29217523	1	5116	15657.015	560	1	APBA2		APBA2	560	1
3_MACS_peak_11847_lociStitched	chr17	33229172	33234751	3	5114	12507.5601	561	1			CCT6B	561	1
3_MACS_peak_9772_lociStitched	chr15	68569389	68574737	3	5112	15560.5408	562	1	FEM1B	CLN6	FEM1B	562	1
2_MACS_peak_5968_lociStitched	chr12	6712344	6717504	2	5100	10225.572	563	1	CHD4	IFFO1,NOP2,SCARNA11,LPAR5,ACRBP	CHD4	563	1
2_MACS_peak_2335_lociStitched	chr1	202514575	202519746	2	5100	17538.4807	564	1	PPP1R12B		PPP1R12B	564	1
3_MACS_peak_2084_lociStitched	chr1	184428340	184433803	3	5097	15111.7506	565	1	C1orf21		C1orf21	565	1
3_MACS_peak_587_lociStitched	chr1	36395793	36400931	3	5095	12771.5266	566	1	EIF2C3	EIF2C1	EIF2C3	566	1
2_MACS_peak_23036_lociStitched	chr5	90675354	90680554	2	5095	13797.16	567	1	LOC100129716,ARRDC3		ARRDC3	567	1
1_MACS_peak_23675_lociStitched	chr5	172260802	172265893	1	5092	20090.6133	568	1	ERGIC1		ERGIC1	568	1
1_MACS_peak_27455_lociStitched	chr8	27276346	27281421	1	5076	14931.665	569	1	PTK2B		CHRNA2	569	1
2_MACS_peak_93_lociStitched	chr1	5278644	5283752	2	5076	13759.4196	570	1			AJAP1	570	1
2_MACS_peak_24213_lociStitched	chr6	27802680	27808147	2	5076	22682.0363	571	1	HIST1H2BN,HIST1H2AK	HIST1H2AI,HIST1H3H,HIST1H2BM,HIST1H4J,HIST1H2AL,HIST1H2BL,HIST1H2AJ,HIST1H4K,HIST1H1B,HIST1H3I,HIST1H4L	HIST1H2AK	571	1
1_MACS_peak_19509_lociStitched	chr3	61235817	61240883	1	5067	17326.7332	572	1	FHIT		FHIT	572	1
5_MACS_peak_11301_lociStitched	chr16	88618335	88624188	5	5067	9437.9625	573	1		ZC3H18	ZC3H18	573	1
2_MACS_peak_20933_lociStitched	chr4	18246295	18251360	2	5065	9336.3145	574	1			LCORL	574	1
1_MACS_peak_21144_lociStitched	chr4	48195736	48200797	1	5062	23029.0683	575	1	TEC		TXK	575	1
3_MACS_peak_11220_lociStitched	chr16	82685183	82690444	3	5062	7593.7274	576	1	CDH13		CDH13	576	1
5_MACS_peak_25039_lociStitched	chr6	109223037	109229014	5	5062	11057.45	577	1	ARMC2		ARMC2	577	1
1_MACS_peak_17631_lociStitched	chr20	46387070	46392128	1	5059	15868.9692	578	1	SULF2		SULF2	578	1
2_MACS_peak_17532_lociStitched	chr20	41526240	41531448	2	5058	8653.6128	579	1	PTPRT		PTPRT	579	1
2_MACS_peak_2526_lociStitched	chr1	214803093	214808153	2	5057	13300.716	580	1	CENPF		CENPF	580	1
2_MACS_peak_28714_lociStitched	chr9	22101517	22106646	2	5056	11424.3346	581	1	CDKN2B-AS1		CDKN2B	581	1
2_MACS_peak_15200_lociStitched	chr2	43444595	43449978	2	5053	11425.4175	582	1	ZFP36L2	LOC100129726	ZFP36L2	582	1
2_MACS_peak_14254_lociStitched	chr19	39338819	39343934	2	5050	29750.886	583	1	HNRNPL	NFKBIB,LGALS4,ECH1,RINL,SIRT2	HNRNPL	583	1
1_MACS_peak_1737_lociStitched	chr1	160708814	160713855	1	5042	10519.5588	584	1	SLAMF7	CD48	SLAMF7	584	1
2_MACS_peak_21754_lociStitched	chr4	124330115	124335482	2	5042	13990.6956	585	1		SPRY1	SPRY1	585	1
1_MACS_peak_1569_lociStitched	chr1	154297208	154302247	1	5040	48066.5171	586	1	AQP10,ATP8B2		ATP8B2	586	1
3_MACS_peak_14660_lociStitched	chr19	54879902	54885536	3	5026	18102.6054	587	1		TTYH1,LILRA4,LAIR1	LAIR1	587	1
2_MACS_peak_25271_lociStitched	chr6	137037324	137042374	2	5019	13817.305	588	1	MAP3K5		MAP3K5	588	1
3_MACS_peak_2791_lociStitched	chr1	233796060	233801267	3	5019	10265.0798	589	1	KCNK1		KCNK1	589	1
3_MACS_peak_16621_lociStitched	chr2	201987347	201992655	3	5018	14922.9112	590	1	CFLAR		CFLAR	590	1
2_MACS_peak_5605_lociStitched	chr11	113155271	113160781	2	5016	14297.348	591	1		TTC12,LOC100288346	LOC100288346	591	1
3_MACS_peak_15211_lociStitched	chr2	43557079	43562453	3	5012	15551.8186	592	1	THADA		LOC100129726	592	1
4_MACS_peak_29462_lociStitched	chr9	118181647	118187510	4	5011	10739.2571	593	1			DEC1	593	1
1_MACS_peak_10107_lociStitched	chr15	93351112	93356120	1	5009	20579.3744	594	1		ASB9P1	ASB9P1	594	1
2_MACS_peak_6400_lociStitched	chr12	49759797	49764873	2	5009	22244.0472	595	1	SPATS2	TROAP,DNAJC22,LOC100335030,C1QL4	SPATS2	595	1
2_MACS_peak_6853_lociStitched	chr12	94563599	94568795	2	5003	15171.2808	596	1	PLXNC1		PLXNC1	596	1
4_MACS_peak_22992_lociStitched	chr5	88365271	88371165	4	5003	22153.7778	597	1			MEF2C	597	1
3_MACS_peak_7807_lociStitched	chr13	60969963	60975014	3	5002	11634.9785	598	1	TDRD3		TDRD3	598	1
1_MACS_peak_28547_lociStitched	chr9	624438	629436	1	4999	18276.6864	599	1	KANK1		KANK1	599	1
2_MACS_peak_8705_lociStitched	chr14	74225044	74230073	2	4996	14140.5422	600	1	C14orf43	PNMA1	C14orf43	600	1
2_MACS_peak_27954_lociStitched	chr8	81048732	81053728	2	4993	11551.7512	601	1	TPD52		TPD52	601	1
5_MACS_peak_5636_lociStitched	chr11	115134566	115140041	5	4991	6263.9475	602	1	CADM1		CADM1	602	1
1_MACS_peak_28690_lociStitched	chr9	20439021	20444009	1	4989	14596.3844	603	1	MLLT3		MLLT3	603	1
3_MACS_peak_6832_lociStitched	chr12	92936822	92942251	3	4988	10866.1435	604	1			CLLU1OS	604	1
1_MACS_peak_20416_lociStitched	chr3	171816051	171821037	1	4987	13982.2398	605	1	FNDC3B		FNDC3B	605	1
1_MACS_peak_1469_lociStitched	chr1	149906916	149911900	1	4985	10851.6632	606	1	MTMR11	HIST2H2AC,BOLA1,HIST2H2BE,HIST2H2AB,SV2A,SF3B4	MTMR11	606	1
1_MACS_peak_17209_lociStitched	chr20	10650748	10655727	1	4980	12182.6172	607	1	JAG1		JAG1	607	1
3_MACS_peak_5756_lociStitched	chr11	122616152	122621303	3	4978	9562.3164	608	1	UBASH3B		CRTAM	608	1
1_MACS_peak_17751_lociStitched	chr20	56253714	56258688	1	4975	15130.908	609	1	PMEPA1		PMEPA1	609	1
3_MACS_peak_15874_lociStitched	chr2	111432065	111437237	3	4974	15654.6096	610	1	BUB1		BUB1	610	1
1_MACS_peak_15654_lociStitched	chr2	86261954	86266926	1	4973	31154.552	611	1	POLR1A	LOC90784	LOC90784	611	1
1_MACS_peak_12647_lociStitched	chr17	75366089	75371053	1	4965	18344.462	612	1	SEPT9	SEPT9,MIR4316	SEPT9	612	1
2_MACS_peak_13975_lociStitched	chr19	16474913	16479907	2	4964	21212.5144	613	1	EPS15L1	KLF2	KLF2	613	1
1_MACS_peak_3895_lociStitched	chr10	93858993	93863955	1	4963	20548.1382	614	1	CPEB3		CPEB3	614	1
2_MACS_peak_23296_lociStitched	chr5	131436529	131441594	2	4961	20165.791	615	1		IL3,CSF2	CSF2	615	1
1_MACS_peak_26523_lociStitched	chr7	98475838	98480793	1	4956	12883.991	616	1	TRRAP,MIR3609	TMEM130	MIR3609	616	1
1_MACS_peak_28448_lociStitched	chr8	142126290	142131240	1	4951	19591.605	617	1		DENND3	DENND3	617	1
3_MACS_peak_18566_lociStitched	chr22	36254338	36259808	3	4949	16837.754	618	1	RBFOX2	RBFOX2	RBFOX2	618	1
4_MACS_peak_25284_lociStitched	chr6	137977686	137983026	4	4945	9361.02	619	1			OLIG3	619	1
2_MACS_peak_29695_lociStitched	chr9	132646889	132651851	2	4939	11908.8	620	1	FNBP1	USP20,C9orf78	USP20	620	1
3_MACS_peak_3218_lociStitched	chr10	21876944	21882370	3	4934	9407.5988	621	1	MLLT10		MLLT10	621	1
2_MACS_peak_30311_lociStitched	chrX	58254619	58259568	2	4933	7345.3058	622	1			ZXDA	622	1
3_MACS_peak_15677_lociStitched	chr2	87782632	87787974	3	4931	16147.7976	623	1	NCRNA00152		NCRNA00152	623	1
1_MACS_peak_11719_lociStitched	chr17	20942980	20947908	1	4929	31753.568	624	1	USP22		USP22	624	1
