GENE_ID	locusLine	bin_1_32_0EX8_0229Kronos_MM1S-No-Treatment-2_IRF4_hs_i48.bam
1_MACS_peak_13921_lociStitched	chr22(.):50908026-50909107	0.6511
1_MACS_peak_13922_lociStitched	chr22(.):50946386-50946925	0.5699
1_MACS_peak_13923_lociStitched	chr22(.):50963112-50965248	0.6621
3_MACS_peak_13924_lociStitched	chr22(.):50974389-50983215	0.4552
1_MACS_peak_13927_lociStitched	chr22(.):51000990-51001740	0.6715
1_MACS_peak_13928_lociStitched	chr22(.):51038335-51038911	0.4566
1_MACS_peak_13929_lociStitched	chr22(.):51058415-51061960	0.6342
1_MACS_peak_13930_lociStitched	chr22(.):51131467-51132531	0.7348
1_MACS_peak_13931_lociStitched	chr22(.):51167334-51168456	0.6935
1_MACS_peak_13932_lociStitched	chr3(.):774004-774641	0.5619
1_MACS_peak_13933_lociStitched	chr3(.):1169299-1170254	0.8237
1_MACS_peak_13934_lociStitched	chr3(.):1483870-1484595	1.0968
1_MACS_peak_13935_lociStitched	chr3(.):1574237-1575402	0.8586
1_MACS_peak_13936_lociStitched	chr3(.):1984910-1985871	0.5175
1_MACS_peak_13937_lociStitched	chr3(.):2131803-2132639	0.5132
1_MACS_peak_13938_lociStitched	chr3(.):2285672-2286427	0.6052
1_MACS_peak_13939_lociStitched	chr3(.):2576664-2577354	0.4507
1_MACS_peak_13940_lociStitched	chr3(.):2676952-2678094	1.169
1_MACS_peak_13941_lociStitched	chr3(.):2963591-2964177	0.5746
2_MACS_peak_13942_lociStitched	chr3(.):2981516-2986922	0.3328
1_MACS_peak_13944_lociStitched	chr3(.):3069725-3070401	0.4274
1_MACS_peak_13945_lociStitched	chr3(.):3130438-3131278	0.697
1_MACS_peak_13946_lociStitched	chr3(.):3168418-3169175	0.5128
1_MACS_peak_13947_lociStitched	chr3(.):3220902-3222004	0.763
1_MACS_peak_13948_lociStitched	chr3(.):3484932-3485714	0.6039
2_MACS_peak_13949_lociStitched	chr3(.):3840123-3841910	0.5839
1_MACS_peak_13951_lociStitched	chr3(.):4344621-4345940	0.5678
1_MACS_peak_13952_lociStitched	chr3(.):4508431-4509232	0.6115
1_MACS_peak_13953_lociStitched	chr3(.):4534467-4535546	0.5949
1_MACS_peak_13954_lociStitched	chr3(.):4544611-4545398	0.6844
1_MACS_peak_13955_lociStitched	chr3(.):4872401-4873760	0.8799
1_MACS_peak_13956_lociStitched	chr3(.):4887358-4888201	0.7214
1_MACS_peak_13957_lociStitched	chr3(.):4976858-4977489	0.7041
3_MACS_peak_13958_lociStitched	chr3(.):5018572-5029182	0.407
1_MACS_peak_13961_lociStitched	chr3(.):5156828-5157677	0.6293
1_MACS_peak_13962_lociStitched	chr3(.):5163572-5165402	0.8974
6_MACS_peak_13963_lociStitched	chr3(.):5228620-5247785	0.5321
1_MACS_peak_13969_lociStitched	chr3(.):5253505-5255937	1.0844
1_MACS_peak_13970_lociStitched	chr3(.):5540713-5541833	1.3925
1_MACS_peak_13971_lociStitched	chr3(.):6721038-6722638	0.7346
2_MACS_peak_13972_lociStitched	chr3(.):6758759-6763742	0.3458
1_MACS_peak_13974_lociStitched	chr3(.):6886174-6886966	0.619
1_MACS_peak_13975_lociStitched	chr3(.):7648631-7649322	0.6607
1_MACS_peak_13976_lociStitched	chr3(.):8308487-8309100	0.548
1_MACS_peak_13977_lociStitched	chr3(.):8699302-8701085	0.8748
1_MACS_peak_13978_lociStitched	chr3(.):8724169-8725218	0.6727
1_MACS_peak_13979_lociStitched	chr3(.):9004667-9005546	0.7621
1_MACS_peak_13980_lociStitched	chr3(.):9188144-9189613	1.2228
1_MACS_peak_13981_lociStitched	chr3(.):9209682-9210715	1.426
1_MACS_peak_13982_lociStitched	chr3(.):9404361-9405417	0.8362
1_MACS_peak_13983_lociStitched	chr3(.):9437707-9439986	0.7554
1_MACS_peak_13984_lociStitched	chr3(.):9544723-9545414	0.5481
2_MACS_peak_13985_lociStitched	chr3(.):9690479-9695988	0.4364
1_MACS_peak_13987_lociStitched	chr3(.):9772731-9773707	1.0109
1_MACS_peak_13988_lociStitched	chr3(.):9833590-9835073	0.8579
1_MACS_peak_13989_lociStitched	chr3(.):9884655-9886166	0.6073
1_MACS_peak_13990_lociStitched	chr3(.):9931773-9932975	0.7649
1_MACS_peak_13991_lociStitched	chr3(.):9974121-9975731	0.6772
1_MACS_peak_13992_lociStitched	chr3(.):10028077-10029488	0.9939
1_MACS_peak_13993_lociStitched	chr3(.):10067292-10068743	0.7214
1_MACS_peak_13994_lociStitched	chr3(.):10157104-10158125	0.9011
1_MACS_peak_13995_lociStitched	chr3(.):10182873-10184258	0.7554
2_MACS_peak_13996_lociStitched	chr3(.):10261992-10266196	0.6212
1_MACS_peak_13998_lociStitched	chr3(.):10362291-10363233	0.7916
1_MACS_peak_13999_lociStitched	chr3(.):10436661-10438406	0.9346
1_MACS_peak_14000_lociStitched	chr3(.):10501639-10502467	1.0745
1_MACS_peak_14001_lociStitched	chr3(.):11313559-11314572	0.66
1_MACS_peak_14002_lociStitched	chr3(.):11342174-11342912	0.5206
1_MACS_peak_14003_lociStitched	chr3(.):11759758-11761764	0.6182
1_MACS_peak_14004_lociStitched	chr3(.):12525165-12526473	0.7048
1_MACS_peak_14005_lociStitched	chr3(.):12597791-12599140	0.7389
1_MACS_peak_14006_lociStitched	chr3(.):12663577-12664459	0.7997
1_MACS_peak_14007_lociStitched	chr3(.):12688516-12690696	1.0766
1_MACS_peak_14008_lociStitched	chr3(.):12703867-12706492	0.6877
1_MACS_peak_14009_lociStitched	chr3(.):12882525-12883938	0.9436
1_MACS_peak_14010_lociStitched	chr3(.):12927361-12928246	0.9086
3_MACS_peak_14011_lociStitched	chr3(.):13035910-13044705	0.5618
2_MACS_peak_14014_lociStitched	chr3(.):13050430-13059343	0.913
1_MACS_peak_14016_lociStitched	chr3(.):13373265-13374717	1.2413
1_MACS_peak_14017_lociStitched	chr3(.):13455250-13456585	1.142
1_MACS_peak_14018_lociStitched	chr3(.):13461770-13463045	0.7853
1_MACS_peak_14019_lociStitched	chr3(.):13468741-13470127	0.8087
1_MACS_peak_14020_lociStitched	chr3(.):13492658-13494608	0.8711
1_MACS_peak_14021_lociStitched	chr3(.):14123504-14124390	0.7606
1_MACS_peak_14022_lociStitched	chr3(.):14164637-14167724	0.8586
1_MACS_peak_14023_lociStitched	chr3(.):14219421-14220750	0.8548
1_MACS_peak_14024_lociStitched	chr3(.):14443502-14444962	0.5617
2_MACS_peak_14025_lociStitched	chr3(.):14472637-14477621	0.5915
1_MACS_peak_14027_lociStitched	chr3(.):14692520-14693942	1.0249
2_MACS_peak_14028_lociStitched	chr3(.):14728595-14733428	0.6156
1_MACS_peak_14030_lociStitched	chr3(.):14762762-14763617	0.8299
1_MACS_peak_14031_lociStitched	chr3(.):14782421-14783442	0.7054
1_MACS_peak_14032_lociStitched	chr3(.):15091612-15092475	1.1099
1_MACS_peak_14033_lociStitched	chr3(.):15139787-15141411	1.042
1_MACS_peak_14034_lociStitched	chr3(.):15166407-15167743	0.8635
1_MACS_peak_14035_lociStitched	chr3(.):15221283-15222269	0.6604
1_MACS_peak_14036_lociStitched	chr3(.):15247034-15248794	0.7423
1_MACS_peak_14037_lociStitched	chr3(.):15333160-15334182	0.9887
1_MACS_peak_14038_lociStitched	chr3(.):15373058-15374678	0.7613
1_MACS_peak_14039_lociStitched	chr3(.):15425872-15427190	0.639
1_MACS_peak_14040_lociStitched	chr3(.):15468535-15469466	0.7907
1_MACS_peak_14041_lociStitched	chr3(.):15597768-15598712	1.0146
1_MACS_peak_14042_lociStitched	chr3(.):15642781-15644078	0.6739
1_MACS_peak_14043_lociStitched	chr3(.):15678905-15680076	0.5667
1_MACS_peak_14044_lociStitched	chr3(.):15688611-15689848	1.3703
2_MACS_peak_14045_lociStitched	chr3(.):15835141-15840139	0.6887
2_MACS_peak_14047_lociStitched	chr3(.):15847035-15851434	0.5388
1_MACS_peak_14049_lociStitched	chr3(.):15858183-15859003	0.5352
1_MACS_peak_14050_lociStitched	chr3(.):15900119-15900949	0.6159
1_MACS_peak_14051_lociStitched	chr3(.):16305837-16307197	0.855
1_MACS_peak_14052_lociStitched	chr3(.):16631294-16631972	0.4843
1_MACS_peak_14053_lociStitched	chr3(.):16765372-16766510	0.8382
1_MACS_peak_14054_lociStitched	chr3(.):16842579-16843776	1.2373
1_MACS_peak_14055_lociStitched	chr3(.):16865127-16866219	0.8877
2_MACS_peak_14056_lociStitched	chr3(.):16879236-16884714	0.5696
1_MACS_peak_14058_lociStitched	chr3(.):16930121-16931151	0.7396
1_MACS_peak_14059_lociStitched	chr3(.):16953627-16954923	1.0178
1_MACS_peak_14060_lociStitched	chr3(.):17192855-17193657	0.9212
1_MACS_peak_14061_lociStitched	chr3(.):17223376-17224238	1.1391
1_MACS_peak_14062_lociStitched	chr3(.):17236495-17238396	1.2736
1_MACS_peak_14063_lociStitched	chr3(.):17273739-17274568	0.5225
1_MACS_peak_14064_lociStitched	chr3(.):17420996-17421943	1.1
1_MACS_peak_14065_lociStitched	chr3(.):17440383-17441344	1.3345
1_MACS_peak_14066_lociStitched	chr3(.):17620718-17621622	0.7601
2_MACS_peak_14067_lociStitched	chr3(.):17783333-17789597	0.3627
1_MACS_peak_14069_lociStitched	chr3(.):17796862-17798074	0.8482
1_MACS_peak_14070_lociStitched	chr3(.):17824041-17824909	0.8761
1_MACS_peak_14071_lociStitched	chr3(.):17844328-17844952	0.4885
1_MACS_peak_14072_lociStitched	chr3(.):18235716-18236638	0.8799
1_MACS_peak_14073_lociStitched	chr3(.):18264784-18265945	0.9793
1_MACS_peak_14074_lociStitched	chr3(.):18287012-18287764	0.4941
2_MACS_peak_14075_lociStitched	chr3(.):18464656-18467296	0.5578
1_MACS_peak_14077_lociStitched	chr3(.):18781864-18783438	1.7486
1_MACS_peak_14078_lociStitched	chr3(.):18802809-18803882	1.5899
1_MACS_peak_14079_lociStitched	chr3(.):18812087-18812953	0.973
1_MACS_peak_14080_lociStitched	chr3(.):19187942-19189253	0.6378
2_MACS_peak_14081_lociStitched	chr3(.):19581038-19585141	0.5251
1_MACS_peak_14083_lociStitched	chr3(.):19600881-19602035	1.1201
1_MACS_peak_14084_lociStitched	chr3(.):19987646-19989703	0.6729
2_MACS_peak_14085_lociStitched	chr3(.):20081044-20083400	0.5563
2_MACS_peak_14087_lociStitched	chr3(.):20089199-20097245	0.4793
1_MACS_peak_14089_lociStitched	chr3(.):20167130-20168056	1.1107
1_MACS_peak_14090_lociStitched	chr3(.):20227029-20228536	0.8086
1_MACS_peak_14091_lociStitched	chr3(.):20366334-20367070	0.7799
1_MACS_peak_14092_lociStitched	chr3(.):21371572-21372191	0.6815
1_MACS_peak_14093_lociStitched	chr3(.):21487291-21488178	0.9348
1_MACS_peak_14094_lociStitched	chr3(.):23114074-23114805	0.5648
1_MACS_peak_14095_lociStitched	chr3(.):23202831-23205179	1.2967
1_MACS_peak_14096_lociStitched	chr3(.):23244533-23245632	0.4972
1_MACS_peak_14097_lociStitched	chr3(.):23260461-23261313	0.6242
1_MACS_peak_14098_lociStitched	chr3(.):23382792-23383546	0.5085
1_MACS_peak_14099_lociStitched	chr3(.):23537512-23538255	0.6089
1_MACS_peak_14100_lociStitched	chr3(.):23591718-23592500	0.5864
1_MACS_peak_14101_lociStitched	chr3(.):23694746-23696530	1.1322
2_MACS_peak_14102_lociStitched	chr3(.):23765117-23769133	0.4557
1_MACS_peak_14104_lociStitched	chr3(.):23795418-23796268	0.8337
1_MACS_peak_14105_lociStitched	chr3(.):23838699-23839606	0.9112
1_MACS_peak_14106_lociStitched	chr3(.):23870619-23871668	1.3168
1_MACS_peak_14107_lociStitched	chr3(.):23898647-23899519	0.5402
1_MACS_peak_14108_lociStitched	chr3(.):23958011-23959401	0.9361
1_MACS_peak_14109_lociStitched	chr3(.):23987129-23988230	0.6958
1_MACS_peak_14110_lociStitched	chr3(.):24179153-24180119	0.6644
1_MACS_peak_14111_lociStitched	chr3(.):24461654-24462566	0.6604
1_MACS_peak_14112_lociStitched	chr3(.):24544774-24545702	0.7844
1_MACS_peak_14113_lociStitched	chr3(.):24843924-24844619	0.4326
1_MACS_peak_14114_lociStitched	chr3(.):25501950-25502931	0.8687
1_MACS_peak_14115_lociStitched	chr3(.):25705618-25706923	0.5473
1_MACS_peak_14116_lociStitched	chr3(.):25810080-25810919	1.1793
1_MACS_peak_14117_lociStitched	chr3(.):25875082-25876283	0.9996
1_MACS_peak_14118_lociStitched	chr3(.):26463768-26464600	0.596
1_MACS_peak_14119_lociStitched	chr3(.):26491122-26492067	0.7202
1_MACS_peak_14120_lociStitched	chr3(.):26533362-26534150	0.73
1_MACS_peak_14121_lociStitched	chr3(.):26546644-26547335	0.6967
1_MACS_peak_14122_lociStitched	chr3(.):26615910-26617072	0.9089
1_MACS_peak_14123_lociStitched	chr3(.):26841313-26842043	0.646
1_MACS_peak_14124_lociStitched	chr3(.):27003717-27004705	0.8686
1_MACS_peak_14125_lociStitched	chr3(.):27135924-27137768	1.0885
1_MACS_peak_14126_lociStitched	chr3(.):28192980-28193894	0.7359
1_MACS_peak_14127_lociStitched	chr3(.):28282464-28283785	0.6757
1_MACS_peak_14128_lociStitched	chr3(.):28389400-28391394	0.8443
1_MACS_peak_14129_lociStitched	chr3(.):28922794-28923725	0.9376
1_MACS_peak_14130_lociStitched	chr3(.):28957999-28958980	0.9433
1_MACS_peak_14131_lociStitched	chr3(.):28981786-28982628	0.9752
1_MACS_peak_14132_lociStitched	chr3(.):29030660-29031946	0.6542
1_MACS_peak_14133_lociStitched	chr3(.):29046419-29047149	0.7295
1_MACS_peak_14134_lociStitched	chr3(.):29067424-29068388	0.6691
1_MACS_peak_14135_lociStitched	chr3(.):29074620-29075539	0.802
1_MACS_peak_14136_lociStitched	chr3(.):29365354-29366381	0.937
1_MACS_peak_14137_lociStitched	chr3(.):29691221-29691932	1.0529
1_MACS_peak_14138_lociStitched	chr3(.):30311084-30311860	0.6604
1_MACS_peak_14139_lociStitched	chr3(.):30338504-30338985	0.4581
1_MACS_peak_14140_lociStitched	chr3(.):30395317-30396165	0.8216
1_MACS_peak_14141_lociStitched	chr3(.):30647607-30649014	0.6683
6_MACS_peak_14142_lociStitched	chr3(.):30683993-30703466	0.5044
1_MACS_peak_14148_lociStitched	chr3(.):30888986-30889656	0.634
1_MACS_peak_14149_lociStitched	chr3(.):31138020-31138677	0.4808
1_MACS_peak_14150_lociStitched	chr3(.):31462967-31463733	0.6512
1_MACS_peak_14151_lociStitched	chr3(.):31489949-31491278	0.8203
1_MACS_peak_14152_lociStitched	chr3(.):31572881-31574432	0.906
1_MACS_peak_14153_lociStitched	chr3(.):31661832-31662670	0.8035
1_MACS_peak_14154_lociStitched	chr3(.):31795839-31796688	0.8873
1_MACS_peak_14155_lociStitched	chr3(.):31993356-31994250	0.8769
1_MACS_peak_14156_lociStitched	chr3(.):32021701-32022767	0.7411
1_MACS_peak_14157_lociStitched	chr3(.):32138965-32139762	0.8448
1_MACS_peak_14158_lociStitched	chr3(.):32432627-32433991	0.5157
1_MACS_peak_14159_lociStitched	chr3(.):32442728-32443615	0.6408
1_MACS_peak_14160_lociStitched	chr3(.):32464467-32465826	0.6583
1_MACS_peak_14161_lociStitched	chr3(.):32474130-32475244	0.8182
1_MACS_peak_14162_lociStitched	chr3(.):32543218-32544201	0.5133
1_MACS_peak_14163_lociStitched	chr3(.):32611481-32612566	0.5798
1_MACS_peak_14164_lociStitched	chr3(.):32725960-32727218	0.8146
1_MACS_peak_14165_lociStitched	chr3(.):32822627-32823428	0.6975
1_MACS_peak_14166_lociStitched	chr3(.):32923975-32924922	0.8171
1_MACS_peak_14167_lociStitched	chr3(.):33083203-33084008	0.6574
1_MACS_peak_14168_lociStitched	chr3(.):33089686-33090487	0.8261
1_MACS_peak_14169_lociStitched	chr3(.):33130772-33131581	1.2661
1_MACS_peak_14170_lociStitched	chr3(.):33137946-33139348	0.6745
1_MACS_peak_14171_lociStitched	chr3(.):33180433-33181423	0.5913
1_MACS_peak_14172_lociStitched	chr3(.):33278687-33279536	0.5926
1_MACS_peak_14173_lociStitched	chr3(.):33461374-33462112	0.5952
1_MACS_peak_14174_lociStitched	chr3(.):33758721-33760373	0.6893
1_MACS_peak_14175_lociStitched	chr3(.):33771315-33772093	0.6959
1_MACS_peak_14176_lociStitched	chr3(.):33839554-33840871	0.6993
1_MACS_peak_14177_lociStitched	chr3(.):34097879-34099340	1.1063
1_MACS_peak_14178_lociStitched	chr3(.):34151101-34151938	0.7547
1_MACS_peak_14179_lociStitched	chr3(.):34226587-34227375	0.7575
1_MACS_peak_14180_lociStitched	chr3(.):34364923-34365683	0.6839
1_MACS_peak_14181_lociStitched	chr3(.):34403066-34404120	1.0596
1_MACS_peak_14182_lociStitched	chr3(.):35337754-35338583	1.3805
1_MACS_peak_14183_lociStitched	chr3(.):35563752-35564376	0.6466
1_MACS_peak_14184_lociStitched	chr3(.):35570008-35570786	0.7837
1_MACS_peak_14185_lociStitched	chr3(.):35898250-35899137	0.8821
1_MACS_peak_14186_lociStitched	chr3(.):36136530-36137213	0.4298
1_MACS_peak_14187_lociStitched	chr3(.):36484505-36485344	0.5572
1_MACS_peak_14188_lociStitched	chr3(.):36917698-36918646	1.055
3_MACS_peak_14189_lociStitched	chr3(.):36949154-36960134	0.3892
1_MACS_peak_14192_lociStitched	chr3(.):37033936-37035748	0.9146
1_MACS_peak_14193_lociStitched	chr3(.):37066220-37066947	1.2699
1_MACS_peak_14194_lociStitched	chr3(.):37114247-37114792	0.5106
1_MACS_peak_14195_lociStitched	chr3(.):37217442-37218413	0.7381
1_MACS_peak_14196_lociStitched	chr3(.):37283889-37285625	0.699
1_MACS_peak_14197_lociStitched	chr3(.):37664508-37665289	0.6187
1_MACS_peak_14198_lociStitched	chr3(.):37949102-37950069	0.87
1_MACS_peak_14199_lociStitched	chr3(.):38035122-38036246	0.6902
1_MACS_peak_14200_lociStitched	chr3(.):38080365-38081961	0.6047
1_MACS_peak_14201_lociStitched	chr3(.):38179416-38180446	0.5931
1_MACS_peak_14202_lociStitched	chr3(.):38205934-38207758	0.7471
1_MACS_peak_14203_lociStitched	chr3(.):39117114-39117991	0.6091
1_MACS_peak_14204_lociStitched	chr3(.):39148295-39150512	1.0797
1_MACS_peak_14205_lociStitched	chr3(.):39193423-39194732	0.7
1_MACS_peak_14206_lociStitched	chr3(.):39256815-39258993	1.7632
2_MACS_peak_14207_lociStitched	chr3(.):39296826-39303173	0.4903
1_MACS_peak_14209_lociStitched	chr3(.):39329384-39330675	0.831
1_MACS_peak_14210_lociStitched	chr3(.):39424446-39426157	0.6904
1_MACS_peak_14211_lociStitched	chr3(.):39447589-39448890	0.915
1_MACS_peak_14212_lociStitched	chr3(.):40211427-40212279	0.6074
1_MACS_peak_14213_lociStitched	chr3(.):40226235-40227353	1.2233
1_MACS_peak_14214_lociStitched	chr3(.):40350496-40351595	0.7187
1_MACS_peak_14215_lociStitched	chr3(.):40368705-40369598	1.3936
2_MACS_peak_14216_lociStitched	chr3(.):40494069-40499564	0.4451
1_MACS_peak_14218_lociStitched	chr3(.):40518081-40519197	0.8151
1_MACS_peak_14219_lociStitched	chr3(.):40565710-40566953	0.6658
1_MACS_peak_14220_lociStitched	chr3(.):40664882-40665796	0.8584
1_MACS_peak_14221_lociStitched	chr3(.):41012399-41013861	0.8841
1_MACS_peak_14222_lociStitched	chr3(.):41240289-41241440	0.6343
1_MACS_peak_14223_lociStitched	chr3(.):41563792-41564778	0.857
1_MACS_peak_14224_lociStitched	chr3(.):41834039-41834897	0.6674
1_MACS_peak_14225_lociStitched	chr3(.):42002541-42004380	0.8571
2_MACS_peak_14226_lociStitched	chr3(.):42053855-42056574	0.705
2_MACS_peak_14228_lociStitched	chr3(.):42108583-42114333	0.3992
2_MACS_peak_14230_lociStitched	chr3(.):42233795-42238202	0.627
2_MACS_peak_14232_lociStitched	chr3(.):42255719-42258433	0.4659
2_MACS_peak_14234_lociStitched	chr3(.):42531391-42534425	0.6872
1_MACS_peak_14236_lociStitched	chr3(.):42543022-42544342	0.7772
1_MACS_peak_14237_lociStitched	chr3(.):42622774-42624292	0.7477
1_MACS_peak_14238_lociStitched	chr3(.):42631488-42632442	0.8626
1_MACS_peak_14239_lociStitched	chr3(.):42641298-42642695	0.7638
1_MACS_peak_14240_lociStitched	chr3(.):42814105-42815273	0.677
1_MACS_peak_14241_lociStitched	chr3(.):42845024-42846401	0.7151
1_MACS_peak_14242_lociStitched	chr3(.):42888562-42889109	0.4875
1_MACS_peak_14243_lociStitched	chr3(.):43327453-43328269	0.5077
1_MACS_peak_14244_lociStitched	chr3(.):43430898-43431629	0.6563
1_MACS_peak_14245_lociStitched	chr3(.):43679839-43680788	0.6822
1_MACS_peak_14246_lociStitched	chr3(.):43731437-43732564	0.6956
1_MACS_peak_14247_lociStitched	chr3(.):43948269-43949570	0.6399
1_MACS_peak_14248_lociStitched	chr3(.):43998890-44000216	0.9534
1_MACS_peak_14249_lociStitched	chr3(.):44039600-44041075	0.5968
1_MACS_peak_14250_lociStitched	chr3(.):44087002-44088008	0.8342
1_MACS_peak_14251_lociStitched	chr3(.):44108205-44108964	0.6613
1_MACS_peak_14252_lociStitched	chr3(.):44146263-44147008	0.7255
2_MACS_peak_14253_lociStitched	chr3(.):44169541-44172323	0.6979
1_MACS_peak_14255_lociStitched	chr3(.):44225322-44227810	0.7994
1_MACS_peak_14256_lociStitched	chr3(.):44379319-44380528	0.7235
1_MACS_peak_14257_lociStitched	chr3(.):44480994-44481792	0.8932
1_MACS_peak_14258_lociStitched	chr3(.):44518816-44519584	0.5377
1_MACS_peak_14259_lociStitched	chr3(.):44666015-44666906	0.71
1_MACS_peak_14260_lociStitched	chr3(.):44689796-44690588	0.5535
1_MACS_peak_14261_lociStitched	chr3(.):44726574-44727451	0.5734
1_MACS_peak_14262_lociStitched	chr3(.):44770493-44771645	0.9589
1_MACS_peak_14263_lociStitched	chr3(.):44802513-44803914	0.744
1_MACS_peak_14264_lociStitched	chr3(.):44902496-44903577	0.5588
1_MACS_peak_14265_lociStitched	chr3(.):45044980-45046139	0.8544
1_MACS_peak_14266_lociStitched	chr3(.):45053244-45054125	0.8165
2_MACS_peak_14267_lociStitched	chr3(.):45075868-45079723	0.3922
1_MACS_peak_14269_lociStitched	chr3(.):45158937-45159883	0.6029
1_MACS_peak_14270_lociStitched	chr3(.):45204813-45205592	0.8256
1_MACS_peak_14271_lociStitched	chr3(.):45429620-45430605	0.7977
1_MACS_peak_14272_lociStitched	chr3(.):45594646-45596499	1.0216
3_MACS_peak_14273_lociStitched	chr3(.):45605511-45611481	0.6126
2_MACS_peak_14276_lociStitched	chr3(.):45634275-45639222	0.63
1_MACS_peak_14278_lociStitched	chr3(.):45652930-45655242	0.9985
2_MACS_peak_14279_lociStitched	chr3(.):45695390-45700017	0.6741
1_MACS_peak_14281_lociStitched	chr3(.):45729564-45732558	0.78
1_MACS_peak_14282_lociStitched	chr3(.):45882946-45884207	0.9826
1_MACS_peak_14283_lociStitched	chr3(.):45894087-45894989	0.9291
1_MACS_peak_14284_lociStitched	chr3(.):45911145-45912404	0.9972
1_MACS_peak_14285_lociStitched	chr3(.):46020621-46021468	0.9555
1_MACS_peak_14286_lociStitched	chr3(.):46036711-46037851	0.9183
2_MACS_peak_14287_lociStitched	chr3(.):46106380-46112684	0.3055
1_MACS_peak_14289_lociStitched	chr3(.):46120016-46120887	0.7625
2_MACS_peak_14290_lociStitched	chr3(.):46133462-46140586	0.524
2_MACS_peak_14292_lociStitched	chr3(.):46148922-46151410	0.5831
2_MACS_peak_14294_lociStitched	chr3(.):46228026-46233908	0.3173
1_MACS_peak_14296_lociStitched	chr3(.):46246576-46250699	0.9363
3_MACS_peak_14297_lociStitched	chr3(.):46330747-46340099	0.5272
1_MACS_peak_14300_lociStitched	chr3(.):46346084-46346924	0.6711
1_MACS_peak_14301_lociStitched	chr3(.):46355795-46356547	0.9143
1_MACS_peak_14302_lociStitched	chr3(.):46362548-46363577	0.9363
1_MACS_peak_14303_lociStitched	chr3(.):46390484-46392649	1.213
1_MACS_peak_14304_lociStitched	chr3(.):46409849-46410734	0.7801
5_MACS_peak_14305_lociStitched	chr3(.):46421772-46438295	0.3858
1_MACS_peak_14310_lociStitched	chr3(.):46457220-46458832	0.9739
1_MACS_peak_14311_lociStitched	chr3(.):46481801-46483223	0.9751
1_MACS_peak_14312_lociStitched	chr3(.):46530043-46531000	0.8685
1_MACS_peak_14313_lociStitched	chr3(.):46579280-46582108	1.4166
1_MACS_peak_14314_lociStitched	chr3(.):46599449-46600433	0.7951
1_MACS_peak_14315_lociStitched	chr3(.):46794396-46795342	0.7324
1_MACS_peak_14316_lociStitched	chr3(.):46834737-46835413	0.5381
1_MACS_peak_14317_lociStitched	chr3(.):46850034-46851034	0.7584
1_MACS_peak_14318_lociStitched	chr3(.):46887000-46887955	0.5596
2_MACS_peak_14319_lociStitched	chr3(.):46968221-46970429	0.7498
2_MACS_peak_14321_lociStitched	chr3(.):47017452-47021631	0.4667
1_MACS_peak_14323_lociStitched	chr3(.):47028911-47029871	0.6418
1_MACS_peak_14324_lociStitched	chr3(.):47079621-47080532	0.6248
2_MACS_peak_14325_lociStitched	chr3(.):47204087-47207020	0.6571
1_MACS_peak_14327_lociStitched	chr3(.):47216837-47217892	1.1637
1_MACS_peak_14328_lociStitched	chr3(.):47266947-47267658	0.7792
1_MACS_peak_14329_lociStitched	chr3(.):47323065-47324876	0.9766
1_MACS_peak_14330_lociStitched	chr3(.):47388418-47389328	1.2335
1_MACS_peak_14331_lociStitched	chr3(.):47421439-47423356	0.8201
1_MACS_peak_14332_lociStitched	chr3(.):47516747-47518030	0.7032
1_MACS_peak_14333_lociStitched	chr3(.):47554062-47555670	0.7398
1_MACS_peak_14334_lociStitched	chr3(.):47563408-47564268	0.6514
2_MACS_peak_14335_lociStitched	chr3(.):47821949-47831274	0.4357
1_MACS_peak_14337_lociStitched	chr3(.):47843879-47844878	0.5561
1_MACS_peak_14338_lociStitched	chr3(.):47866060-47867136	0.6732
1_MACS_peak_14339_lociStitched	chr3(.):48075121-48076474	1.0033
2_MACS_peak_14340_lociStitched	chr3(.):48128755-48131162	0.6225
1_MACS_peak_14342_lociStitched	chr3(.):48153488-48154623	1.0775
1_MACS_peak_14343_lociStitched	chr3(.):48183553-48184405	0.6993
1_MACS_peak_14344_lociStitched	chr3(.):48229379-48230404	0.6895
1_MACS_peak_14345_lociStitched	chr3(.):48342207-48343833	0.7543
2_MACS_peak_14346_lociStitched	chr3(.):48477140-48482517	0.4083
1_MACS_peak_14348_lociStitched	chr3(.):48487650-48488474	0.6332
1_MACS_peak_14349_lociStitched	chr3(.):48506722-48508281	0.7404
1_MACS_peak_14350_lociStitched	chr3(.):48513447-48515135	0.6853
1_MACS_peak_14351_lociStitched	chr3(.):48520281-48521498	0.8404
1_MACS_peak_14352_lociStitched	chr3(.):48552066-48552841	0.6311
1_MACS_peak_14353_lociStitched	chr3(.):48594433-48596087	0.594
1_MACS_peak_14354_lociStitched	chr3(.):48672180-48673696	0.7977
1_MACS_peak_14355_lociStitched	chr3(.):48700266-48701994	0.8627
1_MACS_peak_14356_lociStitched	chr3(.):48722806-48723807	0.6187
1_MACS_peak_14357_lociStitched	chr3(.):48884292-48885236	0.4927
1_MACS_peak_14358_lociStitched	chr3(.):48955260-48957742	0.8143
1_MACS_peak_14359_lociStitched	chr3(.):49026871-49027729	0.554
1_MACS_peak_14360_lociStitched	chr3(.):49043945-49045473	0.6406
1_MACS_peak_14361_lociStitched	chr3(.):49055477-49060049	0.6836
