GENE_ID	locusLine	bin_1_07_0EWT_0229Kronos_MM1S-KB-6hr-1_H3K18Ac_hs-dm_i14.bam
NM_080593	chr6(.):27101071-27119637	1.1689
NM_080596	chr6(.):27109907-27120346	0.8834
NR_036096	chr6(.):27110404-27120467	0.9133
NM_021058	chr6(.):27095094-27105575	1.6698
NM_003495	chr6(.):27102087-27112457	0.8216
NM_021066	chr6(.):27777079-27787518	1.1071
NM_003536	chr6(.):27772841-27783314	1.5545
NM_003509	chr6(.):27770976-27781445	1.1284
NM_003519	chr6(.):27770256-27780709	1.0936
NM_003521	chr6(.):27777821-27788267	1.032
NM_003535	chr6(.):27853092-27863570	2.1396
NM_003527	chr6(.):27856202-27866669	2.1687
NM_003520	chr6(.):27801439-27811888	1.9357
NM_003511	chr6(.):27828106-27838576	0.8401
NM_003533	chr6(.):27834622-27845099	0.4016
NM_003510	chr6(.):27800657-27811117	1.9363
NM_003541	chr6(.):27793951-27804305	0.6293
NM_005322	chr6(.):27829569-27840359	0.8873
NM_033057	chr6(.):27873962-27885174	0.047
NM_021968	chr6(.):27786902-27797258	0.7035
NM_003514	chr6(.):27855476-27865963	2.1639
NM_003546	chr6(.):27835925-27846289	0.1781
NM_003587	chr6(.):30615895-30645830	0.1045
NM_001161376	chr6(.):30609815-30625987	0.3092
NM_133471	chr6(.):30639165-30660672	1.1226
NM_001134870	chr6(.):30639165-30660093	1.1535
NM_007243	chr6(.):30650825-30663769	1.3331
NM_005803	chr6(.):30690510-30715453	0.2614
NM_003897	chr6(.):30705975-30717327	0.3842
NM_178014	chr6(.):30683156-30698195	1.4094
NM_004847	chr6(.):31577993-31589798	0.7051
NM_001623	chr6(.):31578032-31589798	0.7074
NM_032955	chr6(.):31578788-31589798	0.7522
NM_080702	chr6(.):31601804-31625477	0.3735
NM_001098534	chr6(.):31601804-31625170	0.3772
NM_021246	chr6(.):31678132-31690581	0.0871
NM_138275	chr6(.):31686160-31697851	0.5336
NR_033488	chr6(.):31649725-31675850	0.2224
NM_001320	chr6(.):31628656-31642843	0.5387
NM_013974	chr6(.):31689816-31703039	0.8036
NM_025262	chr6(.):31639460-31653150	0.2229
NM_001288	chr6(.):31693357-31709341	2.3055
NM_019101	chr6(.):31618670-31630987	0.8758
NM_021184	chr6(.):31621074-31633549	0.6375
NM_001003693	chr6(.):31669683-31683372	0.3803
NM_021221	chr6(.):31633727-31645227	0.1727
NM_021160	chr6(.):31649725-31676137	0.2212
NR_002971	chr6(.):31585855-31595987	0.666
NR_024541	chr6(.):31674752-31686842	0.0798
NM_080686	chr6(.):31583449-31610554	0.2865
NM_025261	chr6(.):31681424-31694510	0.0747
NM_033177	chr6(.):31624005-31638179	0.6537
NM_001199240	chr6(.):31624005-31638407	0.6433
NM_001199238	chr6(.):31624005-31638639	0.6338
NM_001199237	chr6(.):31624005-31639060	0.6184
NM_001039651	chr6(.):31725772-31737624	0.0944
NM_025258	chr6(.):31728370-31750108	0.4077
NR_002742	chr6(.):31799852-31809916	0.9805
NM_000434	chr6(.):31821828-31835709	0.2988
NM_021177	chr6(.):31760173-31779743	0.5821
NR_002745	chr6(.):31798039-31808103	1.0264
NM_001178045	chr6(.):31825969-31850448	0.1985
NM_001040438	chr6(.):31797692-31812541	0.7353
NM_005345	chr6(.):31778290-31790719	1.0456
NM_005527	chr6(.):31772395-31787835	0.4494
NM_001178044	chr6(.):31825969-31851823	0.1909
NM_006295	chr6(.):31740296-31768712	0.7517
NM_005346	chr6(.):31790511-31803031	1.2381
NM_022107	chr6(.):32153542-32168300	1.1749
NM_138717	chr6(.):32116300-32136452	0.1235
NM_001136	chr6(.):32143745-32157023	0.4726
NM_004557	chr6(.):32157619-32196844	0.4483
NM_032741	chr6(.):32130982-32150888	0.3832
NM_002586	chr6(.):32147509-32162963	0.6678
NM_006913	chr6(.):32141161-32153570	0.5712
NR_003129	chr6(.):32141231-32153567	0.5744
NM_030651	chr6(.):32111139-32124720	0.1558
NM_005155	chr6(.):32116621-32136452	0.125
NM_006411	chr6(.):32130982-32148916	0.422
NR_037169	chr6(.):32115578-32127142	0.1723
NM_030652	chr6(.):32127404-32141062	0.0601
NM_002800	chr6(.):32816937-32832628	0.7087
NM_000544	chr6(.):32788186-32811547	0.1606
NM_018833	chr6(.):32784609-32811547	0.1609
NM_002120	chr6(.):32775539-32789825	0.1955
NM_000593	chr6(.):32807985-32826748	1.0528
NR_027771	chr6(.):32839254-32852851	0.0584
NM_004159	chr6(.):32803493-32817712	0.77
NM_148919	chr6(.):32803493-32816816	0.8156
NR_037178	chr6(.):32856952-32876535	0.2181
NR_037174	chr6(.):32806862-32819277	0.7478
NM_006120	chr6(.):32911390-32925899	0.2807
NM_002119	chr6(.):32966959-32982389	0.0792
NM_002118	chr6(.):32897405-32913847	0.2549
NM_005104	chr6(.):32931436-32954282	2.1487
NM_001113182	chr6(.):32933664-32954282	2.3761
NM_001199455	chr6(.):32934371-32954282	2.4563
NM_001199456	chr6(.):32935860-32954282	2.5562
NM_001164267	chr6(.):33241879-33262304	0.1494
NM_022551	chr6(.):33234851-33249281	0.415
NM_172209	chr6(.):33262471-33287164	0.761
NM_004761	chr6(.):33254430-33272176	0.5641
NM_172208	chr6(.):33266409-33287164	0.8475
NM_003782	chr6(.):33239916-33251602	0.1784
NR_024517	chr6(.):33281334-33295793	0.9492
NM_014260	chr6(.):33252377-33263711	0.2242
NM_005453	chr6(.):33277181-33290512	0.9027
NM_001145338	chr6(.):33277181-33290719	0.9356
NM_022553	chr6(.):33213048-33244662	0.329
NM_001185181	chr6(.):33252411-33263709	0.2249
NM_006772	chr6(.):33382846-33426466	0.2303
NM_015921	chr6(.):33379318-33391065	0.4058
NR_001444	chr6(.):33327513-33339139	0.0508
NM_002263	chr6(.):33354312-33382699	0.4031
NM_002636	chr6(.):33373772-33389230	0.521
NM_001188	chr6(.):33535322-33553070	0.6765
NM_002224	chr6(.):33584155-33669348	0.1658
NM_022047	chr6(.):35260594-35294548	0.4169
NR_037152	chr6(.):36639236-36660116	0.7142
NM_078467	chr6(.):36639266-36660116	0.7152
NR_037150	chr6(.):36639313-36660116	0.7167
NM_000389	chr6(.):36641455-36660116	0.7902
NR_037151	chr6(.):36641486-36660116	0.7911
NM_020939	chr6(.):36703554-36812220	0.2143
NM_000322	chr6(.):42659332-42695358	0.1284
NM_003192	chr6(.):42707233-42718884	0.588
NR_037141	chr6(.):42690313-42700932	0.2146
NM_015349	chr6(.):42783793-42841296	0.066
NM_018426	chr6(.):44090375-44128256	0.1301
NM_007058	chr6(.):44121547-44157139	0.0677
NM_032111	chr6(.):44076372-44100191	0.4214
NM_001078177	chr6(.):44186362-44206888	0.4848
NM_178148	chr6(.):44216837-44230283	0.4124
NM_001078174	chr6(.):44182241-44206888	0.426
NM_020745	chr6(.):44261462-44286063	0.1262
NM_182539	chr6(.):44242896-44270458	0.0609
NM_001137560	chr6(.):44233479-44252182	0.0797
NM_001078175	chr6(.):44186295-44206888	0.4855
NM_004556	chr6(.):44220902-44238525	1.0762
NM_007355	chr6(.):44209848-44226614	0.8635
NM_002388	chr6(.):52123811-52154582	0.2323
NM_014051	chr6(.):52530883-52556385	0.3669
NR_024403	chr6(.):52524198-52538951	1.1607
NM_000735	chr6(.):87790221-87809824	0.0643
NM_002043	chr6(.):89962238-90029967	0.3041
NM_021244	chr6(.):90069334-90126995	0.4777
NM_182907	chr6(.):106541814-106562811	2.8874
NM_001198	chr6(.):106529194-106562814	3.0596
NR_033376	chr6(.):109067856-109096145	0.5051
NM_001164313	chr6(.):109797151-109809440	0.3311
NM_001111298	chr6(.):109706417-109767374	0.0861
NM_001159291	chr6(.):109760265-109782190	0.5254
NM_003080	chr6(.):109756930-109770122	0.2141
NM_001634	chr6(.):111190986-111221913	0.294
NM_001033059	chr6(.):111190987-111221913	0.294
NM_020399	chr6(.):117876432-117928705	0.1937
NM_001145207	chr6(.):135351994-135381036	0.1888
NM_006620	chr6(.):135276516-135381036	0.3463
NR_037435	chr6(.):135295475-135305570	0.0962
NM_006290	chr6(.):138183580-138209449	1.3757
NM_006079	chr6(.):139688396-139700785	1.4047
NM_001168389	chr6(.):139688396-139700350	1.4473
NM_001168388	chr6(.):139688396-139700499	1.433
NR_037463	chr6(.):157945163-157955232	0.0758
NM_001259	chr7(.):92229234-92468231	0.3159
NM_001145306	chr7(.):92229234-92470941	0.3132
NM_145695	chr7(.):14210605-14886075	0.1074
NM_004080	chr7(.):14179673-14886075	0.1048
NM_178425	chr7(.):18530884-19041992	0.1137
NM_058176	chr7(.):18530884-18998939	0.1198
NM_178423	chr7(.):18530368-19041992	0.1137
NM_004289	chr7(.):26186846-26231756	0.5926
NR_033664	chr7(.):34381123-34802884	0.0964
NR_003655	chr7(.):43975493-44063748	0.1085
NM_001029835	chr7(.):45062232-45121069	0.4019
NM_001167935	chr7(.):45034786-45121069	0.4636
NR_030770	chr7(.):45034344-45121069	0.4834
NM_030796	chr7(.):55533305-55645200	1.5823
NM_012301	chr7(.):77641373-79087890	0.1108
NM_001913	chr7(.):101454291-101932250	0.1209
NM_001193584	chr7(.):107783070-108101841	0.1934
NM_182692	chr7(.):104751822-105034341	0.1802
NM_181500	chr7(.):101454302-101932250	0.1209
NM_182691	chr7(.):104751822-104914477	0.1796
NM_032549	chr7(.):110298109-111207347	0.1276
NM_001145354	chr7(.):130789854-131186398	0.2346
NM_022740	chr7(.):139241315-139482693	0.1281
NM_001164458	chr7(.):149939300-150025758	0.2938
NM_001080495	chr7(.):5341422-5468177	0.1919
NM_001136020	chr7(.):8148403-8306780	0.2479
NR_034084	chr7(.):7675341-7923851	0.2171
NM_138426	chr7(.):8003422-8133709	0.2316
NM_022307	chr7(.):8147814-8306682	0.2474
NM_004968	chr7(.):8147814-8307185	0.247
NM_014707	chr7(.):18530368-18713465	0.2313
NM_182762	chr7(.):20169278-20262013	0.5604
NM_014766	chr7(.):29954718-30034425	0.0627
NM_001145514	chr7(.):29954718-30034905	0.0624
NM_001145513	chr7(.):29954718-30034734	0.0625
NR_036554	chr7(.):29720687-29787019	0.1819
NM_001197027	chr7(.):30062976-30162961	0.1664
NR_015356	chr7(.):34753473-34878943	0.1961
NM_207173	chr7(.):34692896-34922944	0.1364
NM_207172	chr7(.):34692896-34894590	0.1475
NM_130442	chr7(.):36888960-37030721	0.1025
NM_014800	chr7(.):36888960-37493511	0.1223
NM_001039459	chr7(.):36888960-37029665	0.1028
NM_002541	chr7(.):44641120-44753669	0.3486
NM_001003941	chr7(.):44641120-44721195	0.4661
NM_022748	chr7(.):47309751-47584199	0.2716
NM_006060	chr7(.):50339377-50477798	0.2716
NM_005311	chr7(.):50652759-50805050	0.137
NM_001001555	chr7(.):50652759-50866159	0.11
NM_001001550	chr7(.):50652759-50777998	0.1567
NM_006379	chr7(.):80366853-80553667	0.102
NM_012395	chr7(.):90333711-90844904	0.2016
NM_017621	chr7(.):102091666-102110321	0.4476
NM_006989	chr7(.):102215092-102262205	0.3724
NM_182931	chr7(.):104649636-104759532	0.4314
NM_001037132	chr7(.):107783070-107885614	0.2379
NM_001099660	chr7(.):110726061-110770509	0.2222
NM_014705	chr7(.):111361163-111851462	0.1655
NM_024913	chr7(.):120623750-120942498	0.1341
NM_001105533	chr7(.):120624444-120906972	0.1286
NM_001009571	chr7(.):121953477-122531813	0.1234
NM_003117	chr7(.):123560285-123616461	0.4209
NM_022444	chr7(.):122748587-122845025	0.36
NM_001098627	chr7(.):128575771-128595088	1.5798
NM_001098630	chr7(.):128572993-128595088	1.5643
NM_032643	chr7(.):128573270-128595088	1.5153
NM_178563	chr7(.):134666258-134825530	0.2244
NM_194071	chr7(.):137554724-137691846	0.2771
NM_001166254	chr7(.):139473046-139725125	0.3079
NR_029394	chr7(.):139523951-139725125	0.3043
NM_173680	chr7(.):150071405-150100719	2.3152
NM_053043	chr7(.):155432202-155579179	0.1927
NM_207342	chr7(.):22454062-22544901	0.252
NM_001164460	chr7(.):22473037-22544901	0.2961
NR_029597	chr7(.):25984538-25994606	1.6391
NM_031243	chr7(.):26224555-26245413	0.9142
NM_016587	chr7(.):26236323-26257976	0.8471
NM_007276	chr7(.):26236098-26257976	0.8393
NR_036482	chr7(.):29719769-29732859	0.6907
NR_024278	chr7(.):29680537-29729754	0.5622
NR_027347	chr7(.):29719387-29730437	0.8147
NM_017946	chr7(.):30047883-30071268	0.3192
NM_001197026	chr7(.):30062976-30129278	0.2178
NM_032639	chr7(.):30062976-30135359	0.2038
NM_022373	chr7(.):35667269-35739772	0.1493
NR_031604	chr7(.):36953961-36964037	0.0728
NM_013284	chr7(.):44106846-44127129	0.1706
NR_015401	chr7(.):44073697-44087082	0.569
NM_175064	chr7(.):44035488-44054723	0.0699
NM_001014436	chr7(.):44079238-44106315	0.2754
NR_024116	chr7(.):44063485-44085222	0.3389
NM_000290	chr7(.):44097325-44110186	0.0692
NR_024416	chr7(.):44074066-44087082	0.5829
NM_019082	chr7(.):44600402-44619137	0.1387
NM_182547	chr7(.):44613761-44626827	0.5174
NR_003697	chr7(.):45017626-45031259	0.2801
NR_002952	chr7(.):45019976-45030109	0.3267
NM_033054	chr7(.):44997259-45023704	0.1477
NM_001123065	chr7(.):47689841-47706246	0.1365
NM_152559	chr7(.):73243920-73261855	0.3161
NM_001305	chr7(.):73240192-73252015	0.0885
NM_182504	chr7(.):73270488-73285223	0.0797
NM_001163636	chr7(.):74067029-74180022	0.1723
NM_017439	chr7(.):76935067-77050717	0.3179
NM_020979	chr7(.):101923404-101967178	1.0277
NR_036245	chr7(.):101931368-101941453	0.8877
NM_032831	chr7(.):102068995-102102268	2.1462
NM_024653	chr7(.):102031803-102072129	1.3812
NM_006234	chr7(.):102108547-102124381	0.2201
NM_001031618	chr7(.):102186678-102207757	0.1117
NM_001097615	chr7(.):102173365-102218068	0.2285
NM_152892	chr7(.):102100389-102118612	0.2789
NM_001114403	chr7(.):102272471-102288238	0.1507
NM_001031618	chr7(.):102285771-102306847	0.1072
NR_027374	chr7(.):104530074-104572092	0.2938
NR_024586	chr7(.):104645988-104659588	2.9184
NM_002649	chr7(.):106500923-106552592	0.6957
NM_001166346	chr7(.):114557208-114568720	1.9402
NM_199072	chr7(.):114557208-114664970	0.7282
NM_001172897	chr7(.):116161411-116206239	0.4081
NM_001172896	chr7(.):116161346-116206239	0.4076
NM_001233	chr7(.):116134443-116153595	0.8473
NM_001172895	chr7(.):116160062-116206239	0.4002
NM_001753	chr7(.):116159838-116206239	0.3996
NM_019071	chr7(.):120585816-120620711	0.2869
NM_001024613	chr7(.):121936447-121949565	0.6121
NR_036484	chr7(.):121938711-121955131	1.1602
NM_001174045	chr7(.):123560908-123605100	0.0794
NM_018396	chr7(.):128111782-128147978	0.5408
NM_199349	chr7(.):128525000-128555773	0.1545
NM_005989	chr7(.):137756177-137808050	0.098
NM_002769	chr7(.):142452318-142465927	0.1331
NM_001190487	chr7(.):142369130-142380525	0.321
NM_004445	chr7(.):142547791-142573847	0.1801
NM_002770	chr7(.):142474907-142486378	0.1397
NR_001296	chr7(.):142473756-142487399	0.1363
NM_013400	chr7(.):150060878-150076133	3.7869
NM_014374	chr7(.):150063257-150076133	4.3557
NM_001142928	chr7(.):150015295-150040245	0.7445
NM_002889	chr7(.):150030406-150043763	0.0996
NM_138434	chr7(.):150021937-150034811	0.0973
NR_027237	chr7(.):150097839-150114558	2.6604
NM_175571	chr7(.):150142961-150181483	0.1099
NR_034033	chr7(.):150125741-150150228	1.2241
NM_033015	chr7(.):150768707-150782951	0.4893
NM_004769	chr7(.):150740604-150754843	0.1193
NM_031434	chr7(.):150773171-150785413	0.9188
NM_004935	chr7(.):150745898-150760052	0.7343
NM_031946	chr7(.):150778825-150846523	0.1781
NM_001136044	chr7(.):150773171-150785620	0.907
NM_003040	chr7(.):150751656-150778614	0.5521
NM_001042535	chr7(.):150778825-150825725	0.2198
NM_080838	chr8(.):134198311-134245053	0.7465
NM_003882	chr8(.):134198311-134246571	0.8736
NM_003844	chr8(.):23043969-23087680	0.3353
NM_004103	chr8(.):27163998-27321903	0.5823
NM_173176	chr8(.):27178053-27321903	0.6082
NM_173175	chr8(.):27178080-27321903	0.6083
NM_001002814	chr8(.):37711464-37762015	0.3718
NM_021623	chr8(.):38753752-38836430	0.6673
NM_006540	chr8(.):71019266-71321020	0.1166
NM_001024678	chr8(.):145742760-145757416	0.3882
NM_001001795	chr8(.):145746602-145759458	0.3084
NM_015310	chr8(.):18379812-18876196	0.1029
NM_206909	chr8(.):18379812-18671405	0.1305
NM_018371	chr8(.):19256671-19545094	0.2398
NR_024040	chr8(.):19256671-19545261	0.2398
NM_001386	chr8(.):26430420-26520693	0.2108
NM_001197293	chr8(.):26366708-26520693	0.2055
NM_006228	chr8(.):28169648-28205868	0.6178
NM_001010906	chr8(.):27874480-27946388	0.4606
NM_023034	chr8(.):38127560-38244790	0.2069
NM_001122824	chr8(.):38639721-38715546	0.2502
NM_001146216	chr8(.):38580703-38715546	0.2563
NR_027638	chr8(.):38849504-38967779	0.0867
NM_172060	chr8(.):72104667-72273979	0.2068
NM_000503	chr8(.):72104667-72279467	0.2334
NM_005079	chr8(.):80942104-81088836	0.4833
NM_001135733	chr8(.):95933199-95966615	0.5426
NM_024094	chr8(.):120841180-120873170	0.1945
NM_022783	chr8(.):120880899-121068157	0.7382
NM_001145088	chr8(.):124079919-124169392	0.098
NM_058229	chr8(.):124510357-124558446	0.313
NM_148177	chr8(.):124510357-124549383	0.2399
NM_173685	chr8(.):126099082-126384367	0.3623
NM_003235	chr8(.):133874204-134152143	0.1349
NM_003033	chr8(.):134462090-134589183	0.5561
NM_001134374	chr8(.):145081581-145107015	0.073
NM_003970	chr8(.):1988157-2098380	1.045
NM_005605	chr8(.):22293595-22403637	0.1876
NM_152272	chr8(.):23096149-23124512	0.2271
NR_033928	chr8(.):23077733-23093439	0.4704
NM_021777	chr8(.):24146579-24198612	0.1686
NM_014265	chr8(.):24146579-24217726	0.1666
NM_171982	chr8(.):27137403-27173834	0.159
NM_018091	chr8(.):27945583-28053669	0.081
NM_018660	chr8(.):28198101-28248977	0.3627
NM_057158	chr8(.):29188616-29211322	0.9956
NM_001394	chr8(.):29188619-29213185	0.9244
NR_026765	chr8(.):29573775-29610625	0.528
NM_018310	chr8(.):37696397-37712431	0.2498
NM_152413	chr8(.):37786799-37802647	0.0556
NM_144652	chr8(.):38239019-38271061	0.3649
NM_017778	chr8(.):38168934-38244790	0.2659
NR_003129	chr8(.):38452692-38463775	0.0658
NM_001024381	chr8(.):38841326-38859041	0.2105
NM_153692	chr8(.):38826667-38851181	0.0575
NM_001025252	chr8(.):80942104-80998010	0.1479
NM_057749	chr8(.):95887452-95912482	0.2328
NM_152416	chr8(.):96032220-96075938	0.0838
NM_024410	chr8(.):103558847-103578245	0.1001
NM_001032282	chr8(.):103656004-103671168	0.55
NM_005655	chr8(.):103656004-103672983	0.4949
NM_148174	chr8(.):103833535-103881397	0.121
NM_024295	chr8(.):124020567-124059648	0.3513
NM_001003954	chr8(.):124688033-124754647	0.1277
NM_144963	chr8(.):124775881-124832690	0.1081
NM_025195	chr8(.):126437562-126455644	1.0402
NM_014957	chr8(.):142133719-142210900	0.2099
NM_201378	chr8(.):144984320-145052697	0.4633
NM_032789	chr8(.):145046319-145065635	0.5815
NM_000445	chr8(.):144984320-145055913	0.4605
NM_201381	chr8(.):144984320-145023905	0.5622
NM_201382	chr8(.):144984320-145023110	0.558
NM_201383	chr8(.):144984320-145021692	0.5574
NM_201379	chr8(.):144984320-145033088	0.5324
NM_001009184	chr8(.):145059225-145072583	0.4351
NM_201384	chr8(.):144984320-145018758	0.598
NR_030383	chr8(.):145014358-145024447	0.9521
NM_201380	chr8(.):144984320-145030044	0.5635
NM_017570	chr8(.):145101166-145120584	0.1057
NM_001129888	chr8(.):145684199-145696031	0.2976
NM_183057	chr8(.):145643999-145658927	0.3838
NM_032687	chr8(.):145684199-145695849	0.3012
NM_017767	chr8(.):145632797-145646917	0.2787
NM_003923	chr8(.):145694114-145706718	0.2788
NM_032902	chr8(.):145717108-145732504	0.0505
NM_138496	chr8(.):145670314-145695418	0.186
NM_005309	chr8(.):145724464-145737555	0.6622
NM_130849	chr8(.):145632797-145647273	0.2722
NM_145754	chr8(.):145686737-145704499	0.3553
NM_138431	chr8(.):145729551-145741589	0.7196
NM_004260	chr8(.):145731666-145748210	0.7638
NM_013432	chr8(.):145649162-145674812	0.3857
NM_014665	chr8(.):145738362-145755559	0.3687
NM_138367	chr8(.):145941293-145985970	0.0986
NM_030580	chr8(.):145993500-146017725	0.2359
NM_033301	chr8(.):146010153-146022729	0.5167
NM_000973	chr8(.):146010153-146022805	0.5144
NM_003416	chr8(.):146047902-146073606	0.1676
NM_213605	chr8(.):146019260-146039529	0.1393
NM_002839	chr9(.):8309245-10617723	0.0742
NM_004938	chr9(.):90107755-90328549	0.1122
NM_001497	chr9(.):33105638-33172356	0.2596
NM_001206	chr9(.):72994512-73034573	0.3552
NM_004560	chr9(.):94479883-94717444	0.1489
NM_006648	chr9(.):95942211-96087854	0.2348
NM_080546	chr9(.):108001928-108158682	0.2138
NM_053016	chr9(.):112537576-112718756	0.3776
NM_001037293	chr9(.):112398067-112718756	0.2374
NM_007203	chr9(.):112537576-112939791	0.4636
NM_001004065	chr9(.):112805877-112939791	0.6822
NM_017790	chr9(.):116221008-116309371	0.1789
NM_144488	chr9(.):116202010-116365018	0.1754
NM_015404	chr9(.):117159359-117272736	0.4401
NM_001083885	chr9(.):117159359-117270495	0.4465
NM_005047	chr9(.):123573331-123610206	0.2247
NM_175039	chr9(.):130665164-130684305	0.7442
NM_013355	chr9(.):131459801-131488199	0.2278
NM_015033	chr9(.):132644465-132810473	0.2869
NM_198679	chr9(.):134447156-134590229	0.2597
NM_005312	chr9(.):134447156-134617925	0.3194
NM_001170	chr9(.):33379947-33407517	0.079
NM_139235	chr9(.):33456350-33478941	0.2268
NM_004925	chr9(.):33436159-33452590	0.6157
NM_152850	chr9(.):35083687-35101579	0.2449
NM_001040411	chr9(.):35036101-35050988	0.0786
NM_025182	chr9(.):35099117-35120893	0.3103
NM_013442	chr9(.):35094888-35108154	0.4425
NM_004629	chr9(.):35068834-35085013	0.8148
NM_001040410	chr9(.):35037222-35050988	0.0795
NM_032634	chr9(.):35083687-35101546	0.2453
NM_007126	chr9(.):35051064-35077739	0.4335
NM_005893	chr9(.):36164388-36176331	0.0898
NM_022343	chr9(.):36131741-36168903	0.4001
NM_007096	chr9(.):36185852-36217059	0.1994
NM_006705	chr9(.):92214926-92226469	0.3397
NM_005384	chr9(.):94166326-94191144	1.0572
NM_015250	chr9(.):95468644-95532083	0.3529
NR_026868	chr9(.):95566892-95605739	0.1045
NM_001083603	chr9(.):98200263-98284247	0.491
NM_001083606	chr9(.):98200263-98274699	0.5333
NM_001083607	chr9(.):98200263-98274481	0.5344
NM_001083605	chr9(.):98200263-98275322	0.5293
NM_000264	chr9(.):98200263-98275831	0.526
NM_001701	chr9(.):104117698-104152287	0.0599
NM_001127610	chr9(.):104117698-104150801	0.0594
NM_197977	chr9(.):104156162-104177942	0.2344
NM_000035	chr9(.):104177841-104203062	1.0485
NM_019051	chr9(.):104147248-104165919	0.2678
NM_001012993	chr9(.):112956845-112975413	0.0912
NM_001136562	chr9(.):112882780-112939791	1.0349
NM_000031	chr9(.):116143591-116168618	0.1356
NM_017443	chr9(.):116164517-116178029	0.751
NM_031219	chr9(.):116130697-116143341	0.3182
NR_027261	chr9(.):116164517-116177955	0.7545
NM_152786	chr9(.):116168021-116196879	0.4321
NM_130795	chr9(.):116258706-116365018	0.2217
NM_021106	chr9(.):116337939-116365018	0.2144
NM_134427	chr9(.):116322360-116365018	0.2123
NM_000608	chr9(.):117087068-117100536	0.0892
NM_030767	chr9(.):117091432-117161685	0.628
NM_000607	chr9(.):117080302-117093759	0.0904
NM_004888	chr9(.):117344993-117366152	0.5675
NM_153045	chr9(.):117368705-117413703	0.3938
NM_001244	chr9(.):117660123-117697770	0.6313
NM_005658	chr9(.):123659670-123694173	0.759
NM_015651	chr9(.):123612930-123644606	0.9865
NM_001190945	chr9(.):123659670-123696451	0.8468
NM_001190947	chr9(.):123659670-123681850	0.505
NM_001009936	chr9(.):123626852-123644606	1.6946
NR_024408	chr9(.):123600319-123621651	0.3499
NM_001045476	chr9(.):127610754-127625160	0.4209
NM_030978	chr9(.):127626483-127644696	0.4466
NM_007209	chr9(.):127615157-127629240	0.4312
NM_005489	chr9(.):130495595-130538621	0.257
NM_001142532	chr9(.):130495595-130529697	0.2177
NM_001142533	chr9(.):130495595-130522583	0.2589
NM_001142531	chr9(.):130495595-130529719	0.2176
NM_001142534	chr9(.):130495595-130522561	0.2591
NM_170600	chr9(.):130495595-130546048	0.4575
NM_001085347	chr9(.):130488802-130502604	0.4595
NM_001018078	chr9(.):130560507-130581556	0.2572
NM_001261	chr9(.):130543304-130558052	0.381
NM_004957	chr9(.):130560153-130581556	0.2555
NM_013443	chr9(.):130642600-130666871	0.1096
NM_000476	chr9(.):130623758-130645022	0.1157
NR_036055	chr9(.):130543196-130553286	0.5083
NM_001035254	chr9(.):130697860-130747812	0.4616
NM_003863	chr9(.):130692373-130705763	0.233
NM_203305	chr9(.):130697860-130717993	0.1764
NM_001135219	chr9(.):130678807-130698076	0.4434
NM_173492	chr9(.):130678807-130694770	0.5173
NR_024425	chr9(.):130885807-130897913	0.4924
NR_027812	chr9(.):130877971-130895712	0.3816
NM_001006641	chr9(.):130825478-130876524	0.5508
NM_197956	chr9(.):130818511-130834599	0.7731
NM_001006643	chr9(.):130855835-130876524	0.0831
NM_001006642	chr9(.):130849127-130876524	0.0854
NM_052901	chr9(.):130855816-130876524	0.0832
NM_025072	chr9(.):130877971-130895474	0.3847
NR_033374	chr9(.):130868449-130886013	0.1071
NM_001122821	chr9(.):131440933-131463675	0.6994
NM_052844	chr9(.):131390939-131424129	0.4591
NM_003011	chr9(.):131446508-131463675	0.7298
NM_032799	chr9(.):131478148-131491408	0.3636
NM_016520	chr9(.):132584563-132602572	0.2327
NM_006676	chr9(.):132592695-132649107	0.2683
NM_001008563	chr9(.):132592756-132649107	0.2686
NM_032728	chr9(.):134160080-134189649	0.0871
NM_033387	chr9(.):134128464-134156906	1.1432
NM_017617	chr9(.):139383895-139445238	0.2312
NM_006125	chrX(.):11156516-11688821	0.1113
NM_013427	chrX(.):11150662-11688821	0.1106
NR_027621	chrX(.):135223860-135298518	0.1878
NM_001159700	chrX(.):135225736-135298518	0.1917
NM_001449	chrX(.):135224558-135298518	0.1892
NM_001167819	chrX(.):135246795-135298518	0.0509
NM_001159704	chrX(.):135246454-135298518	0.0508
NM_015691	chrX(.):9978794-10117518	0.3916
NM_001123384	chrX(.):39905498-40041582	0.3664
NM_144495	chrX(.):48750194-48765420	0.2674
NM_001167990	chrX(.):48750212-48765420	0.2676
NM_001032384	chrX(.):48750538-48765420	0.2711
NM_001167992	chrX(.):48750774-48765420	0.2749
NR_001568	chrX(.):70425034-70953962	0.1032
NM_001104544	chrX(.):119387504-119450391	0.4313
NM_015129	chrX(.):118745908-118832333	0.3031
NM_145800	chrX(.):118744687-118832333	0.2993
NM_005334	chrX(.):153208007-153241819	0.5367
NM_001012288	chrX(.):1309886-1336527	0.3742
NM_022148	chrX(.):1309893-1336530	0.3742
NM_001830	chrX(.):10119984-10210699	0.0377
NM_138636	chrX(.):12919738-12946288	0.0397
NM_016562	chrX(.):12880201-12913480	0.7875
NR_030727	chrX(.):12915935-12966419	0.0558
NM_021109	chrX(.):12988225-13000346	0.5808
NM_183049	chrX(.):12988224-13000346	0.5807
NM_000397	chrX(.):37634269-37677714	0.4209
NM_006520	chrX(.):37693088-37711889	0.0953
