GENE_ID	locusLine	bin_1_H929_jia.bam
2_MACS_peak_13688_lociStitched	chr17(.):38251425-38260534	1.6086
2_MACS_peak_13690_lociStitched	chr17(.):38267269-38270680	0.771
1_MACS_peak_13692_lociStitched	chr17(.):38277214-38281497	4.2739
1_MACS_peak_13693_lociStitched	chr17(.):38295061-38298115	2.322
1_MACS_peak_13694_lociStitched	chr17(.):38374816-38376585	1.4463
2_MACS_peak_13695_lociStitched	chr17(.):38444007-38447197	0.9416
2_MACS_peak_13697_lociStitched	chr17(.):38466936-38484604	2.4654
1_MACS_peak_13699_lociStitched	chr17(.):38518811-38519745	0.7849
1_MACS_peak_13700_lociStitched	chr17(.):38572178-38575002	1.3762
1_MACS_peak_13701_lociStitched	chr17(.):38716714-38717458	0.4023
1_MACS_peak_13702_lociStitched	chr17(.):38802869-38805460	2.898
1_MACS_peak_13703_lociStitched	chr17(.):38974352-38975952	1.0301
1_MACS_peak_13704_lociStitched	chr17(.):39362715-39363199	0.3509
1_MACS_peak_13705_lociStitched	chr17(.):39803824-39805567	0.5938
1_MACS_peak_13706_lociStitched	chr17(.):39821262-39824475	2.6543
1_MACS_peak_13707_lociStitched	chr17(.):39834475-39836047	1.1595
2_MACS_peak_13708_lociStitched	chr17(.):39843761-39847725	3.3353
1_MACS_peak_13710_lociStitched	chr17(.):39894400-39895105	0.7261
1_MACS_peak_13711_lociStitched	chr17(.):39912132-39913880	0.8973
1_MACS_peak_13712_lociStitched	chr17(.):39942163-39943231	0.6024
1_MACS_peak_13713_lociStitched	chr17(.):39967313-39968899	1.4019
1_MACS_peak_13714_lociStitched	chr17(.):39991353-39993403	1.1114
1_MACS_peak_13715_lociStitched	chr17(.):40020126-40022306	1.5466
1_MACS_peak_13716_lociStitched	chr17(.):40073367-40076107	1.8512
2_MACS_peak_13717_lociStitched	chr17(.):40085392-40094700	0.5255
1_MACS_peak_13719_lociStitched	chr17(.):40117495-40119964	2.0366
1_MACS_peak_13720_lociStitched	chr17(.):40147658-40149480	0.5615
3_MACS_peak_13721_lociStitched	chr17(.):40167908-40177702	0.9897
1_MACS_peak_13724_lociStitched	chr17(.):40201884-40203151	0.7748
4_MACS_peak_13725_lociStitched	chr17(.):40259216-40273685	0.7781
1_MACS_peak_13729_lociStitched	chr17(.):40284731-40286204	0.4547
1_MACS_peak_13730_lociStitched	chr17(.):40305504-40307787	1.5349
5_MACS_peak_13731_lociStitched	chr17(.):40332719-40347057	0.4834
1_MACS_peak_13736_lociStitched	chr17(.):40427269-40429420	2.0159
1_MACS_peak_13737_lociStitched	chr17(.):40538927-40541632	1.7793
2_MACS_peak_13738_lociStitched	chr17(.):40590591-40595193	1.2144
2_MACS_peak_13740_lociStitched	chr17(.):40605309-40613354	2.1965
1_MACS_peak_13742_lociStitched	chr17(.):40626725-40627894	0.392
2_MACS_peak_13743_lociStitched	chr17(.):40683826-40689771	1.1023
6_MACS_peak_13745_lociStitched	chr17(.):40705928-40740290	1.0575
3_MACS_peak_13751_lociStitched	chr17(.):40758675-40773056	2.0803
2_MACS_peak_13754_lociStitched	chr17(.):40807070-40813354	1.4914
1_MACS_peak_13756_lociStitched	chr17(.):40824961-40834781	5.6258
1_MACS_peak_13757_lociStitched	chr17(.):40859553-40861648	0.8961
1_MACS_peak_13758_lociStitched	chr17(.):40895625-40897633	1.7821
1_MACS_peak_13759_lociStitched	chr17(.):40924563-40926527	1.6352
1_MACS_peak_13760_lociStitched	chr17(.):40949568-40951007	1.1995
1_MACS_peak_13761_lociStitched	chr17(.):40975356-40977025	1.3155
1_MACS_peak_13762_lociStitched	chr17(.):40984375-40986834	2.0195
1_MACS_peak_13763_lociStitched	chr17(.):41080804-41081589	0.3495
1_MACS_peak_13764_lociStitched	chr17(.):41115605-41117403	1.5131
2_MACS_peak_13765_lociStitched	chr17(.):41128053-41133985	0.7833
2_MACS_peak_13767_lociStitched	chr17(.):41149324-41160065	0.8124
1_MACS_peak_13769_lociStitched	chr17(.):41173531-41175240	0.6807
1_MACS_peak_13770_lociStitched	chr17(.):41275976-41278606	1.8273
1_MACS_peak_13771_lociStitched	chr17(.):41320697-41324874	2.4441
1_MACS_peak_13772_lociStitched	chr17(.):41362796-41364956	1.0205
1_MACS_peak_13773_lociStitched	chr17(.):41392314-41393753	1.0721
2_MACS_peak_13774_lociStitched	chr17(.):41436780-41448071	2.0564
1_MACS_peak_13777_lociStitched	chr17(.):41475642-41477079	1.0891
1_MACS_peak_13778_lociStitched	chr17(.):41486891-41487653	0.3751
2_MACS_peak_13779_lociStitched	chr17(.):41560298-41563010	1.3027
1_MACS_peak_13781_lociStitched	chr17(.):41586213-41587579	0.4327
1_MACS_peak_13782_lociStitched	chr17(.):41621948-41624085	1.5757
1_MACS_peak_13783_lociStitched	chr17(.):41652149-41653453	0.4003
1_MACS_peak_13784_lociStitched	chr17(.):41780134-41780776	0.3986
1_MACS_peak_13785_lociStitched	chr17(.):41797551-41798933	1.0723
1_MACS_peak_13786_lociStitched	chr17(.):41855405-41857035	1.0518
1_MACS_peak_13787_lociStitched	chr17(.):41910119-41911250	0.479
1_MACS_peak_13788_lociStitched	chr17(.):41977294-41978625	0.7762
1_MACS_peak_13789_lociStitched	chr17(.):42015071-42016111	0.3298
1_MACS_peak_13790_lociStitched	chr17(.):42071811-42072730	0.5731
3_MACS_peak_13791_lociStitched	chr17(.):42083726-42092955	0.7039
1_MACS_peak_13794_lociStitched	chr17(.):42107477-42109008	0.3967
2_MACS_peak_13795_lociStitched	chr17(.):42142795-42149692	1.2929
1_MACS_peak_13797_lociStitched	chr17(.):42186162-42190828	2.9359
1_MACS_peak_13798_lociStitched	chr17(.):42198975-42202253	2.6621
1_MACS_peak_13799_lociStitched	chr17(.):42218670-42220641	1.19
1_MACS_peak_13800_lociStitched	chr17(.):42245099-42249803	3.188
1_MACS_peak_13801_lociStitched	chr17(.):42261240-42265751	2.7624
1_MACS_peak_13802_lociStitched	chr17(.):42275194-42278898	4.0901
2_MACS_peak_13803_lociStitched	chr17(.):42287012-42300121	2.7869
1_MACS_peak_13805_lociStitched	chr17(.):42356527-42358046	0.8263
1_MACS_peak_13806_lociStitched	chr17(.):42400519-42405136	3.5292
2_MACS_peak_13807_lociStitched	chr17(.):42421994-42426029	0.4768
1_MACS_peak_13809_lociStitched	chr17(.):42440175-42441758	0.915
1_MACS_peak_13810_lociStitched	chr17(.):42462391-42463436	0.4298
1_MACS_peak_13811_lociStitched	chr17(.):42478982-42481091	0.8101
1_MACS_peak_13812_lociStitched	chr17(.):42579183-42581752	2.1974
3_MACS_peak_13813_lociStitched	chr17(.):42613076-42624779	0.4486
1_MACS_peak_13816_lociStitched	chr17(.):42633051-42635522	2.1106
1_MACS_peak_13817_lociStitched	chr17(.):42766101-42768156	1.2977
1_MACS_peak_13818_lociStitched	chr17(.):42785149-42787042	1.3994
2_MACS_peak_13819_lociStitched	chr17(.):42851833-42857466	0.5259
1_MACS_peak_13821_lociStitched	chr17(.):42906187-42908103	1.1868
1_MACS_peak_13822_lociStitched	chr17(.):42975824-42977664	2.0525
1_MACS_peak_13823_lociStitched	chr17(.):43023357-43025807	1.3669
1_MACS_peak_13824_lociStitched	chr17(.):43045800-43046385	0.3376
1_MACS_peak_13825_lociStitched	chr17(.):43096002-43097063	0.8815
1_MACS_peak_13826_lociStitched	chr17(.):43127151-43130265	2.0715
1_MACS_peak_13827_lociStitched	chr17(.):43137317-43139882	1.8943
2_MACS_peak_13828_lociStitched	chr17(.):43209050-43214597	1.1331
2_MACS_peak_13830_lociStitched	chr17(.):43223834-43229641	3.8399
1_MACS_peak_13832_lociStitched	chr17(.):43237131-43240678	4.0563
1_MACS_peak_13833_lociStitched	chr17(.):43249524-43251307	1.2005
1_MACS_peak_13834_lociStitched	chr17(.):43274756-43275936	0.6524
1_MACS_peak_13835_lociStitched	chr17(.):43296399-43309147	5.7294
1_MACS_peak_13836_lociStitched	chr17(.):43324225-43326774	1.9566
1_MACS_peak_13837_lociStitched	chr17(.):43379765-43380837	0.4029
1_MACS_peak_13838_lociStitched	chr17(.):43387533-43395718	3.0186
1_MACS_peak_13839_lociStitched	chr17(.):43406139-43407681	0.6212
1_MACS_peak_13840_lociStitched	chr17(.):43450504-43451335	0.4176
1_MACS_peak_13841_lociStitched	chr17(.):43462469-43463060	0.627
1_MACS_peak_13842_lociStitched	chr17(.):43486769-43489016	1.6123
6_MACS_peak_13843_lociStitched	chr17(.):43504778-43531949	1.9952
1_MACS_peak_13849_lociStitched	chr17(.):43567189-43568956	1.8862
1_MACS_peak_13850_lociStitched	chr17(.):43660404-43664449	3.2056
1_MACS_peak_13851_lociStitched	chr17(.):43697085-43698711	1.3306
1_MACS_peak_13852_lociStitched	chr17(.):43817505-43818854	0.5362
1_MACS_peak_13853_lociStitched	chr17(.):43971778-43972533	0.4484
1_MACS_peak_13854_lociStitched	chr17(.):44025945-44026898	0.6598
1_MACS_peak_13855_lociStitched	chr17(.):44112294-44113800	0.4545
1_MACS_peak_13856_lociStitched	chr17(.):44177941-44179203	0.4247
1_MACS_peak_13857_lociStitched	chr17(.):44196615-44200194	0.7029
3_MACS_peak_13858_lociStitched	chr17(.):44221142-44230736	0.3041
1_MACS_peak_13861_lociStitched	chr17(.):44255611-44257158	0.5187
2_MACS_peak_13862_lociStitched	chr17(.):44268006-44275776	2.693
1_MACS_peak_13864_lociStitched	chr17(.):44301772-44303481	1.7315
2_MACS_peak_13865_lociStitched	chr17(.):44336964-44345589	0.9332
1_MACS_peak_13867_lociStitched	chr17(.):44367800-44369492	0.9325
1_MACS_peak_13868_lociStitched	chr17(.):44437634-44440155	1.4294
1_MACS_peak_13869_lociStitched	chr17(.):44449239-44451531	2.9268
1_MACS_peak_13870_lociStitched	chr17(.):44457543-44458257	0.3642
1_MACS_peak_13871_lociStitched	chr17(.):44655850-44658055	1.6047
1_MACS_peak_13872_lociStitched	chr17(.):44667069-44669433	2.7997
1_MACS_peak_13873_lociStitched	chr17(.):44675448-44676400	0.4712
1_MACS_peak_13874_lociStitched	chr17(.):44799190-44799730	0.3187
1_MACS_peak_13875_lociStitched	chr17(.):44872326-44873307	0.5012
2_MACS_peak_13876_lociStitched	chr17(.):44999618-45005295	1.0157
1_MACS_peak_13878_lociStitched	chr17(.):45017911-45018921	0.4021
1_MACS_peak_13879_lociStitched	chr17(.):45144013-45145224	1.4609
1_MACS_peak_13880_lociStitched	chr17(.):45176571-45178514	1.3268
1_MACS_peak_13881_lociStitched	chr17(.):45265029-45267456	2.5377
1_MACS_peak_13882_lociStitched	chr17(.):45280876-45283930	1.7611
1_MACS_peak_13883_lociStitched	chr17(.):45307070-45307984	0.5163
1_MACS_peak_13884_lociStitched	chr17(.):45317118-45318157	0.3605
1_MACS_peak_13885_lociStitched	chr17(.):45330801-45332040	0.5421
1_MACS_peak_13886_lociStitched	chr17(.):45355530-45357652	0.9073
2_MACS_peak_13887_lociStitched	chr17(.):45397542-45402145	0.6578
1_MACS_peak_13889_lociStitched	chr17(.):45569244-45570739	1.2055
1_MACS_peak_13890_lociStitched	chr17(.):45578663-45581208	1.6124
1_MACS_peak_13891_lociStitched	chr17(.):45607753-45611074	2.6493
3_MACS_peak_13892_lociStitched	chr17(.):45679853-45693960	0.9439
1_MACS_peak_13895_lociStitched	chr17(.):45725403-45729883	3.4986
2_MACS_peak_13896_lociStitched	chr17(.):45736056-45742098	0.8517
1_MACS_peak_13898_lociStitched	chr17(.):45770744-45772199	0.8924
1_MACS_peak_13899_lociStitched	chr17(.):45810368-45811183	0.3993
1_MACS_peak_13900_lociStitched	chr17(.):45898074-45900243	1.3262
1_MACS_peak_13901_lociStitched	chr17(.):45906600-45909632	1.1058
1_MACS_peak_13902_lociStitched	chr17(.):45917614-45919408	1.1963
1_MACS_peak_13903_lociStitched	chr17(.):45972310-45975080	2.6976
2_MACS_peak_13904_lociStitched	chr17(.):46018104-46028269	0.6786
2_MACS_peak_13906_lociStitched	chr17(.):46047588-46050501	1.6395
4_MACS_peak_13908_lociStitched	chr17(.):46088867-46103926	0.5352
1_MACS_peak_13912_lociStitched	chr17(.):46113850-46116053	1.7227
3_MACS_peak_13913_lociStitched	chr17(.):46123687-46138315	2.6884
3_MACS_peak_13916_lociStitched	chr17(.):46173678-46186370	0.6987
1_MACS_peak_13919_lociStitched	chr17(.):46220911-46223652	0.7302
1_MACS_peak_13920_lociStitched	chr17(.):46317681-46319213	0.6132
1_MACS_peak_13921_lociStitched	chr17(.):46372234-46373423	0.7409
1_MACS_peak_13922_lociStitched	chr17(.):46385863-46386631	0.3714
1_MACS_peak_13923_lociStitched	chr17(.):46506855-46508010	0.6819
1_MACS_peak_13924_lociStitched	chr17(.):46517233-46519750	1.1018
1_MACS_peak_13925_lociStitched	chr17(.):46530511-46531787	0.5422
1_MACS_peak_13926_lociStitched	chr17(.):46569533-46570589	0.5003
2_MACS_peak_13927_lociStitched	chr17(.):46582662-46589756	0.5316
3_MACS_peak_13929_lociStitched	chr17(.):46662091-46671634	0.3759
1_MACS_peak_13932_lociStitched	chr17(.):46686543-46689587	2.1162
1_MACS_peak_13933_lociStitched	chr17(.):46748949-46749860	0.5817
1_MACS_peak_13934_lociStitched	chr17(.):46805361-46807024	1.1568
1_MACS_peak_13935_lociStitched	chr17(.):46893888-46895132	0.4455
4_MACS_peak_13936_lociStitched	chr17(.):46907738-46919531	0.77
1_MACS_peak_13940_lociStitched	chr17(.):46968510-46971667	1.4804
2_MACS_peak_13941_lociStitched	chr17(.):46984765-46993698	0.6594
1_MACS_peak_13943_lociStitched	chr17(.):47021413-47022785	1.0241
1_MACS_peak_13944_lociStitched	chr17(.):47074100-47076757	1.2782
1_MACS_peak_13945_lociStitched	chr17(.):47091506-47092511	0.4874
1_MACS_peak_13946_lociStitched	chr17(.):47268555-47271646	2.3264
1_MACS_peak_13947_lociStitched	chr17(.):47307415-47308785	0.718
1_MACS_peak_13948_lociStitched	chr17(.):47392820-47394224	0.7911
1_MACS_peak_13949_lociStitched	chr17(.):47405502-47406508	0.3392
1_MACS_peak_13950_lociStitched	chr17(.):47417895-47421362	1.8666
4_MACS_peak_13951_lociStitched	chr17(.):47433854-47455523	1.0426
4_MACS_peak_13955_lociStitched	chr17(.):47463375-47475963	2.0772
1_MACS_peak_13959_lociStitched	chr17(.):47491152-47492342	1.0715
4_MACS_peak_13960_lociStitched	chr17(.):47645208-47653714	0.3104
1_MACS_peak_13964_lociStitched	chr17(.):47692370-47696823	1.5417
1_MACS_peak_13965_lociStitched	chr17(.):47721370-47726233	2.4535
1_MACS_peak_13966_lociStitched	chr17(.):47752919-47756164	1.925
1_MACS_peak_13967_lociStitched	chr17(.):47784065-47786258	2.1796
2_MACS_peak_13968_lociStitched	chr17(.):47815875-47827568	1.9705
1_MACS_peak_13970_lociStitched	chr17(.):47837632-47842365	1.0944
1_MACS_peak_13971_lociStitched	chr17(.):47864988-47866638	2.3546
1_MACS_peak_13972_lociStitched	chr17(.):47927930-47929625	1.5493
1_MACS_peak_13973_lociStitched	chr17(.):48045557-48047105	0.6726
2_MACS_peak_13974_lociStitched	chr17(.):48073882-48076375	0.314
3_MACS_peak_13976_lociStitched	chr17(.):48128327-48137425	0.8655
2_MACS_peak_13979_lociStitched	chr17(.):48148857-48159645	1.1375
1_MACS_peak_13981_lociStitched	chr17(.):48171365-48174097	1.5017
1_MACS_peak_13982_lociStitched	chr17(.):48204781-48205554	0.3515
4_MACS_peak_13983_lociStitched	chr17(.):48223371-48249184	1.9125
1_MACS_peak_13987_lociStitched	chr17(.):48260784-48261979	0.4687
1_MACS_peak_13988_lociStitched	chr17(.):48277515-48278474	0.5777
1_MACS_peak_13989_lociStitched	chr17(.):48350121-48351113	0.5245
1_MACS_peak_13990_lociStitched	chr17(.):48366766-48367939	0.46
1_MACS_peak_13991_lociStitched	chr17(.):48422741-48424854	2.0881
1_MACS_peak_13992_lociStitched	chr17(.):48448836-48451420	1.9501
1_MACS_peak_13993_lociStitched	chr17(.):48471905-48475426	1.8959
1_MACS_peak_13994_lociStitched	chr17(.):48481749-48482783	0.3881
1_MACS_peak_13995_lociStitched	chr17(.):48502603-48505648	1.4971
2_MACS_peak_13996_lociStitched	chr17(.):48555536-48560706	0.6966
2_MACS_peak_13998_lociStitched	chr17(.):48585189-48588752	0.471
2_MACS_peak_14000_lociStitched	chr17(.):48618628-48625751	0.5592
1_MACS_peak_14002_lociStitched	chr17(.):48637513-48638835	0.4385
1_MACS_peak_14003_lociStitched	chr17(.):48772674-48775540	1.1595
1_MACS_peak_14004_lociStitched	chr17(.):48784128-48787095	2.5608
1_MACS_peak_14005_lociStitched	chr17(.):48796153-48799377	2.0451
2_MACS_peak_14006_lociStitched	chr17(.):48842730-48850747	0.1765
1_MACS_peak_14008_lociStitched	chr17(.):48904551-48908483	3.3194
1_MACS_peak_14009_lociStitched	chr17(.):48928938-48930275	0.5517
1_MACS_peak_14010_lociStitched	chr17(.):48941536-48946176	3.8857
1_MACS_peak_14011_lociStitched	chr17(.):49007167-49009758	2.1829
2_MACS_peak_14012_lociStitched	chr17(.):49020704-49028287	0.3456
1_MACS_peak_14014_lociStitched	chr17(.):49196414-49199182	2.0286
2_MACS_peak_14015_lociStitched	chr17(.):49229903-49232619	1.3679
1_MACS_peak_14017_lociStitched	chr17(.):49242585-49245559	2.2351
1_MACS_peak_14018_lociStitched	chr17(.):49335916-49339231	2.2097
1_MACS_peak_14019_lociStitched	chr17(.):49409932-49410590	0.3133
1_MACS_peak_14020_lociStitched	chr17(.):49448965-49450419	1.9149
1_MACS_peak_14021_lociStitched	chr17(.):49744991-49746542	0.6499
2_MACS_peak_14022_lociStitched	chr17(.):49753656-49760712	0.3044
1_MACS_peak_14024_lociStitched	chr17(.):49770067-49770784	0.3712
1_MACS_peak_14025_lociStitched	chr17(.):50222320-50226955	1.5911
1_MACS_peak_14026_lociStitched	chr17(.):50235431-50236541	0.5567
1_MACS_peak_14027_lociStitched	chr17(.):50385506-50386483	0.4292
1_MACS_peak_14028_lociStitched	chr17(.):50486551-50487497	0.5854
1_MACS_peak_14029_lociStitched	chr17(.):51195806-51197172	0.6092
1_MACS_peak_14030_lociStitched	chr17(.):51799132-51800077	0.3667
1_MACS_peak_14031_lociStitched	chr17(.):52430790-52432305	0.9012
1_MACS_peak_14032_lociStitched	chr17(.):52604750-52606212	0.6104
1_MACS_peak_14033_lociStitched	chr17(.):52750718-52751603	0.4669
1_MACS_peak_14034_lociStitched	chr17(.):52977403-52978173	0.3591
1_MACS_peak_14035_lociStitched	chr17(.):53044386-53047407	1.5766
1_MACS_peak_14036_lociStitched	chr17(.):53315269-53316828	0.5626
1_MACS_peak_14037_lociStitched	chr17(.):53342257-53343173	0.5951
1_MACS_peak_14038_lociStitched	chr17(.):53497691-53499447	1.6109
1_MACS_peak_14039_lociStitched	chr17(.):53702230-53703254	0.347
1_MACS_peak_14040_lociStitched	chr17(.):53745483-53746273	0.3771
1_MACS_peak_14041_lociStitched	chr17(.):53828044-53829596	1.3009
1_MACS_peak_14042_lociStitched	chr17(.):53907833-53908615	0.4059
1_MACS_peak_14043_lociStitched	chr17(.):53948585-53951841	2.2268
1_MACS_peak_14044_lociStitched	chr17(.):54087387-54088120	0.3511
2_MACS_peak_14045_lociStitched	chr17(.):54096168-54102227	0.5869
2_MACS_peak_14047_lociStitched	chr17(.):54108466-54116571	0.3389
1_MACS_peak_14049_lociStitched	chr17(.):54280558-54281975	0.6166
1_MACS_peak_14050_lociStitched	chr17(.):54427542-54429067	0.6488
1_MACS_peak_14051_lociStitched	chr17(.):54669794-54672201	0.7512
1_MACS_peak_14052_lociStitched	chr17(.):54814945-54815885	0.4147
1_MACS_peak_14053_lociStitched	chr17(.):54857030-54857942	0.5046
1_MACS_peak_14054_lociStitched	chr17(.):54864105-54864984	0.3905
1_MACS_peak_14055_lociStitched	chr17(.):54909702-54913790	1.7951
1_MACS_peak_14056_lociStitched	chr17(.):54987030-54992761	2.8259
1_MACS_peak_14057_lociStitched	chr17(.):55037462-55038704	1.6902
1_MACS_peak_14058_lociStitched	chr17(.):55054893-55057202	1.4724
2_MACS_peak_14059_lociStitched	chr17(.):55157669-55164544	1.1335
1_MACS_peak_14061_lociStitched	chr17(.):55260942-55262156	0.6562
1_MACS_peak_14062_lociStitched	chr17(.):55332772-55337548	2.781
1_MACS_peak_14063_lociStitched	chr17(.):55389382-55390122	0.3742
1_MACS_peak_14064_lociStitched	chr17(.):55407152-55409112	0.7142
1_MACS_peak_14065_lociStitched	chr17(.):55430607-55438293	3.9902
2_MACS_peak_14066_lociStitched	chr17(.):55499590-55504186	0.566
3_MACS_peak_14068_lociStitched	chr17(.):55553442-55563217	1.0985
1_MACS_peak_14071_lociStitched	chr17(.):55617372-55619054	0.9237
1_MACS_peak_14072_lociStitched	chr17(.):55629065-55629698	0.2885
1_MACS_peak_14073_lociStitched	chr17(.):55680347-55684670	1.858
1_MACS_peak_14074_lociStitched	chr17(.):55926706-55928435	1.0824
1_MACS_peak_14075_lociStitched	chr17(.):56032089-56033224	0.3974
1_MACS_peak_14076_lociStitched	chr17(.):56064156-56066807	3.0188
1_MACS_peak_14077_lociStitched	chr17(.):56082044-56085989	2.5045
1_MACS_peak_14078_lociStitched	chr17(.):56159834-56162442	2.1862
1_MACS_peak_14079_lociStitched	chr17(.):56295982-56297401	1.0008
3_MACS_peak_14080_lociStitched	chr17(.):56405617-56430964	3.6336
1_MACS_peak_14083_lociStitched	chr17(.):56459856-56460300	0.3501
2_MACS_peak_14084_lociStitched	chr17(.):56590631-56597670	1.4651
1_MACS_peak_14086_lociStitched	chr17(.):56608929-56609710	0.3648
1_MACS_peak_14087_lociStitched	chr17(.):56697808-56699338	0.8432
1_MACS_peak_14088_lociStitched	chr17(.):56708325-56710084	0.6958
1_MACS_peak_14089_lociStitched	chr17(.):56736473-56737160	0.5368
1_MACS_peak_14090_lociStitched	chr17(.):56769409-56771001	1.2331
2_MACS_peak_14091_lociStitched	chr17(.):56792446-56796571	0.297
1_MACS_peak_14093_lociStitched	chr17(.):56817831-56820125	0.6394
1_MACS_peak_14094_lociStitched	chr17(.):56832959-56834378	1.049
1_MACS_peak_14095_lociStitched	chr17(.):57104661-57105804	0.5292
1_MACS_peak_14096_lociStitched	chr17(.):57182781-57185323	1.4043
2_MACS_peak_14097_lociStitched	chr17(.):57230422-57238278	0.8798
1_MACS_peak_14099_lociStitched	chr17(.):57286648-57288527	1.1637
1_MACS_peak_14100_lociStitched	chr17(.):57297197-57298887	1.0774
1_MACS_peak_14101_lociStitched	chr17(.):57408378-57410339	0.899
1_MACS_peak_14102_lociStitched	chr17(.):57448479-57450905	1.4
1_MACS_peak_14103_lociStitched	chr17(.):57502291-57503070	0.3507
1_MACS_peak_14104_lociStitched	chr17(.):57642510-57644033	0.7624
1_MACS_peak_14105_lociStitched	chr17(.):57695153-57700745	2.5876
1_MACS_peak_14106_lociStitched	chr17(.):57718862-57720216	0.4294
1_MACS_peak_14107_lociStitched	chr17(.):57772315-57774997	0.8287
1_MACS_peak_14108_lociStitched	chr17(.):57782719-57786463	1.7593
1_MACS_peak_14109_lociStitched	chr17(.):57861615-57866160	2.3225
1_MACS_peak_14110_lociStitched	chr17(.):57906107-57907538	0.5799
1_MACS_peak_14111_lociStitched	chr17(.):57914969-57916635	0.4428
1_MACS_peak_14112_lociStitched	chr17(.):57923005-57924283	0.3671
1_MACS_peak_14113_lociStitched	chr17(.):57969175-57971923	2.0411
1_MACS_peak_14114_lociStitched	chr17(.):58040995-58042924	2.0407
1_MACS_peak_14115_lociStitched	chr17(.):58085832-58086838	0.4813
1_MACS_peak_14116_lociStitched	chr17(.):58103652-58104535	0.4513
1_MACS_peak_14117_lociStitched	chr17(.):58155133-58157281	1.2396
1_MACS_peak_14118_lociStitched	chr17(.):58196962-58197717	0.4538
1_MACS_peak_14119_lociStitched	chr17(.):58246937-58247624	0.3859
1_MACS_peak_14120_lociStitched	chr17(.):58468158-58470804	1.8798
1_MACS_peak_14121_lociStitched	chr17(.):58498518-58499631	0.7979
2_MACS_peak_14122_lociStitched	chr17(.):58514243-58517337	0.8681
1_MACS_peak_14124_lociStitched	chr17(.):58546503-58548212	0.8638
1_MACS_peak_14125_lociStitched	chr17(.):58602020-58604528	2.3488
1_MACS_peak_14126_lociStitched	chr17(.):58654194-58655252	0.4903
2_MACS_peak_14127_lociStitched	chr17(.):58676340-58682635	1.627
1_MACS_peak_14129_lociStitched	chr17(.):58754170-58756050	1.0741
1_MACS_peak_14130_lociStitched	chr17(.):58941175-58942133	0.3253
1_MACS_peak_14131_lociStitched	chr17(.):58964142-58964829	0.3604
1_MACS_peak_14132_lociStitched	chr17(.):59142056-59143324	0.4123
1_MACS_peak_14133_lociStitched	chr17(.):59187583-59188160	0.3659
1_MACS_peak_14134_lociStitched	chr17(.):59215817-59217236	0.7219
1_MACS_peak_14135_lociStitched	chr17(.):59298478-59299777	0.4121
1_MACS_peak_14136_lociStitched	chr17(.):59327368-59328970	0.7664
1_MACS_peak_14137_lociStitched	chr17(.):59337612-59338442	0.3218
3_MACS_peak_14138_lociStitched	chr17(.):59356034-59362823	0.5984
1_MACS_peak_14141_lociStitched	chr17(.):59394670-59397911	2.5246
1_MACS_peak_14142_lociStitched	chr17(.):59457210-59458166	0.4316
1_MACS_peak_14143_lociStitched	chr17(.):59466925-59467703	0.5324
2_MACS_peak_14144_lociStitched	chr17(.):59486309-59490414	0.4893
1_MACS_peak_14146_lociStitched	chr17(.):59572486-59573777	0.8253
1_MACS_peak_14147_lociStitched	chr17(.):59939458-59941768	1.3173
1_MACS_peak_14148_lociStitched	chr17(.):60004133-60005973	1.3668
1_MACS_peak_14149_lociStitched	chr17(.):60139377-60143936	2.0346
1_MACS_peak_14150_lociStitched	chr17(.):60152415-60153347	0.3884
1_MACS_peak_14151_lociStitched	chr17(.):60342419-60343337	0.4782
1_MACS_peak_14152_lociStitched	chr17(.):60500583-60502384	1.4732
1_MACS_peak_14153_lociStitched	chr17(.):60529769-60532563	1.3593
1_MACS_peak_14154_lociStitched	chr17(.):60554834-60558763	2.9854
1_MACS_peak_14155_lociStitched	chr17(.):60780737-60782188	1.0554
1_MACS_peak_14156_lociStitched	chr17(.):60801471-60803111	0.6408
1_MACS_peak_14157_lociStitched	chr17(.):61042839-61044746	1.3891
1_MACS_peak_14158_lociStitched	chr17(.):61318224-61319605	0.5347
1_MACS_peak_14159_lociStitched	chr17(.):61521989-61525521	2.574
1_MACS_peak_14160_lociStitched	chr17(.):61626278-61629262	2.25
1_MACS_peak_14161_lociStitched	chr17(.):61677490-61679431	1.0444
1_MACS_peak_14162_lociStitched	chr17(.):61698457-61701279	1.629
1_MACS_peak_14163_lociStitched	chr17(.):61817864-61820855	2.1932
1_MACS_peak_14164_lociStitched	chr17(.):61849540-61853402	2.1888
1_MACS_peak_14165_lociStitched	chr17(.):61903183-61906734	2.535
1_MACS_peak_14166_lociStitched	chr17(.):61917826-61921813	2.5805
1_MACS_peak_14167_lociStitched	chr17(.):62008171-62010786	1.7168
1_MACS_peak_14168_lociStitched	chr17(.):62037905-62039205	0.5785
2_MACS_peak_14169_lociStitched	chr17(.):62091959-62099324	1.1962
1_MACS_peak_14171_lociStitched	chr17(.):62105794-62107043	0.4134
8_MACS_peak_14172_lociStitched	chr17(.):62133099-62210706	2.6415
2_MACS_peak_14180_lociStitched	chr17(.):62222087-62228952	1.5649
2_MACS_peak_14182_lociStitched	chr17(.):62338869-62349143	0.6426
2_MACS_peak_14184_lociStitched	chr17(.):62490198-62504944	1.3065
1_MACS_peak_14186_lociStitched	chr17(.):62656900-62659163	1.6108
1_MACS_peak_14187_lociStitched	chr17(.):62704363-62705915	0.3502
