#26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_ROSE/26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam
#Using cutoff of 22166.066 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isSuper
4_MACS_peak_36295_lociStitched	chr9	134999206	135019682	4	20181	30456.0024	1939.0772	530	1
6_MACS_peak_15347_lociStitched	chr17	43895132	43916847	6	20205	30633.3505	2125.8985	531	1
14_MACS_peak_6812_lociStitched	chr11	1587564	1612459	14	21473	31113.771	2613.975	532	1
6_MACS_peak_1026_lociStitched	chr1	5798918	5821002	6	20590	30230.7876	1835.1804	533	1
5_MACS_peak_7044_lociStitched	chr11	3209067	3227033	5	16545	30152.3378	1866.6674	534	1
17_MACS_peak_2322_lociStitched	chr1	17620269	17649005	17	24198	31069.3632	2819.0016	535	1
11_MACS_peak_11864_lociStitched	chr16	1953987	1975984	11	17899	29907.1212	1816.9522	536	1
5_MACS_peak_28302_lociStitched	chr22	50438202	50458094	5	19144	29519.728	1515.7704	537	1
9_MACS_peak_20709_lociStitched	chr19	42199859	42226351	9	23807	30534.6792	2559.1272	538	1
9_MACS_peak_1712_lociStitched	chr1	9683624	9705240	9	20238	30247.2688	2351.8208	539	1
10_MACS_peak_37062_lociStitched	chr9	138290887	138316280	10	23789	29877.4038	2016.2042	540	1
5_MACS_peak_25476_lociStitched	chr21	43178933	43198772	5	19418	30440.9616	2640.5709	541	1
7_MACS_peak_7482_lociStitched	chr11	64321075	64340950	7	18271	29687.2875	1890.1125	542	1
12_MACS_peak_18320_lociStitched	chr19	8226565	8255141	12	23569	31376.448	3592.0032	543	1
2_MACS_peak_14814_lociStitched	chr17	34577176	34592443	2	15236	32043.9063	4305.294	544	1
7_MACS_peak_24980_lociStitched	chr20	60441698	60464098	7	20135	29198.4	1639.68	545	1
11_MACS_peak_29855_lociStitched	chr4	7698925	7725776	11	23300	29949.6054	2424.6453	546	1
15_MACS_peak_23172_lociStitched	chr2	241613300	241641548	15	25509	28807.3104	1299.408	547	1
8_MACS_peak_12189_lociStitched	chr16	5049771	5074174	8	23343	29976.6452	2498.8672	548	1
4_MACS_peak_25391_lociStitched	chr21	38064161	38082577	4	17659	29158.0528	1773.4608	549	1
16_MACS_peak_5727_lociStitched	chr10	73280703	73308046	16	23989	29817.5415	2436.2613	550	1
9_MACS_peak_32681_lociStitched	chr7	100185729	100208076	9	20404	29600.8362	2227.9959	551	1
4_MACS_peak_4823_lociStitched	chr1	155153879	155174315	4	19417	30175.7976	2861.04	552	1
9_MACS_peak_37145_lociStitched	chr9	138545639	138569991	9	22199	29042.1952	1767.9552	553	1
6_MACS_peak_18353_lociStitched	chr19	8391441	8410468	6	18465	29977.0385	2749.4015	554	1
4_MACS_peak_15442_lociStitched	chr17	46690898	46708679	4	16633	28922.5746	1712.3103	555	1
12_MACS_peak_2310_lociStitched	chr1	17591750	17617568	12	22083	29693.2818	2527.5822	556	1
13_MACS_peak_17497_lociStitched	chr19	3007984	3035075	13	24254	29903.0458	2776.8275	557	1
9_MACS_peak_8071_lociStitched	chr11	69941853	69963638	9	20339	28608.062	1503.165	558	1
5_MACS_peak_32666_lociStitched	chr7	99757576	99775076	5	16480	28864.5	1797.25	559	1
11_MACS_peak_32176_lociStitched	chr7	2509319	2530866	11	19649	28732.9245	1672.0472	560	1
5_MACS_peak_28799_lociStitched	chr3	50301887	50317721	5	15032	28667.457	1667.3202	561	1
5_MACS_peak_36277_lociStitched	chr9	134705098	134725254	5	17955	28841.2204	1961.1788	562	1
10_MACS_peak_16865_lociStitched	chr17	78079069	78100655	10	19511	28718.0144	1841.2858	563	1
2_MACS_peak_28733_lociStitched	chr3	48616302	48633477	2	17123	28448.67	1588.6875	564	1
9_MACS_peak_17567_lociStitched	chr19	3213564	3235487	9	18910	29600.4346	2766.6826	565	1
15_MACS_peak_31938_lociStitched	chr7	957046	979713	15	19475	28666.9549	1856.4273	566	1
2_MACS_peak_6805_lociStitched	chr11	1463238	1478833	2	15589	27770.0165	982.485	567	1
8_MACS_peak_6028_lociStitched	chr10	102889538	102907859	8	15548	28630.2267	1855.9173	568	1
3_MACS_peak_9379_lociStitched	chr12	6928710	6943055	3	14100	28266.8225	1605.2055	569	1
5_MACS_peak_19370_lociStitched	chr19	17635261	17656004	5	20106	28878.4046	2225.7239	570	1
6_MACS_peak_249_lociStitched	chr1	2458129	2474849	6	15312	28014.36	1376.056	571	1
11_MACS_peak_20894_lociStitched	chr19	45305576	45330105	11	22807	28882.8975	2251.7622	572	1
7_MACS_peak_18204_lociStitched	chr19	7757389	7778938	7	19969	29229.0636	2618.2035	573	1
9_MACS_peak_9464_lociStitched	chr12	52224299	52246214	9	19531	28285.6905	1711.5615	574	1
17_MACS_peak_30070_lociStitched	chr4	8194694	8221308	17	23237	28508.9168	1940.1606	575	1
18_MACS_peak_17767_lociStitched	chr19	5169983	5197264	18	23834	30208.2513	3685.6631	576	1
2_MACS_peak_25564_lociStitched	chr21	44032914	44048442	2	14939	28638.2904	2236.032	577	1
4_MACS_peak_14304_lociStitched	chr17	7718435	7737185	4	18317	28661.25	2261.25	578	1
4_MACS_peak_30254_lociStitched	chr4	8849245	8872054	4	20870	27833.8227	1473.4614	579	1
14_MACS_peak_7918_lociStitched	chr11	69523384	69547738	14	20648	28430.8596	2101.7502	580	1
7_MACS_peak_28888_lociStitched	chr3	52532464	52552508	7	18429	28103.6924	1777.9028	581	1
23_MACS_peak_12879_lociStitched	chr16	85310821	85339124	23	22036	27552.9705	1262.3138	582	1
14_MACS_peak_36090_lociStitched	chr9	133223038	133247849	14	20850	28006.6568	1855.8628	583	1
10_MACS_peak_35356_lociStitched	chr8	144493792	144511539	10	14463	27855.6912	1725.0084	584	1
5_MACS_peak_11631_lociStitched	chr15	91193950	91213052	5	17968	28935.7096	2819.4552	585	1
5_MACS_peak_15423_lociStitched	chr17	45922363	45939654	5	16904	27895.5703	1787.8894	586	1
10_MACS_peak_29526_lociStitched	chr4	6365647	6387188	10	20640	27867.5917	1777.1325	587	1
8_MACS_peak_16786_lociStitched	chr17	77827780	77848503	8	18538	28110.7495	2022.5648	588	1
4_MACS_peak_26728_lociStitched	chr22	30105132	30123083	4	16994	27497.3418	1443.2604	589	1
7_MACS_peak_30200_lociStitched	chr4	8690172	8712010	7	20828	27751.7304	1707.7316	590	1
9_MACS_peak_32859_lociStitched	chr7	100927736	100951534	9	21328	28402.913	2367.901	591	1
3_MACS_peak_17412_lociStitched	chr19	2299909	2315949	3	15890	27996.216	2013.02	592	1
25_MACS_peak_6445_lociStitched	chr10	134783937	134811687	25	20386	27824.925	1867.575	593	1
8_MACS_peak_5017_lociStitched	chr1	201273922	201297427	8	22090	28944.057	3062.7015	594	1
2_MACS_peak_4898_lociStitched	chr1	156888033	156900600	2	12146	27756.7329	1886.3067	595	1
5_MACS_peak_2095_lociStitched	chr1	16383303	16399679	5	15280	27505.1296	1637.6	596	1
7_MACS_peak_11761_lociStitched	chr16	955147	975138	7	18573	27471.6322	1699.235	597	1
15_MACS_peak_21148_lociStitched	chr19	46953704	46979051	15	20170	28203.6069	2433.312	598	1
7_MACS_peak_16995_lociStitched	chr17	79453133	79473568	7	19172	27589.2935	1843.237	599	1
8_MACS_peak_20464_lociStitched	chr19	39986691	40007694	8	19405	28070.5095	2331.333	600	1
6_MACS_peak_16446_lociStitched	chr17	75848232	75870835	6	20342	28588.2744	2859.2795	601	1
7_MACS_peak_21243_lociStitched	chr19	47941891	47966688	7	22867	28328.0928	2640.8805	602	1
4_MACS_peak_11977_lociStitched	chr16	3055872	3071442	4	14501	27079.344	1448.01	603	1
3_MACS_peak_2208_lociStitched	chr1	17192381	17206135	3	12357	29169.4832	3570.5384	604	1
1_MACS_peak_17309_lociStitched	chr19	590972	603573	1	12602	27191.6979	1635.6098	605	1
4_MACS_peak_25560_lociStitched	chr21	44010758	44030081	4	18937	28397.0808	2842.4133	606	1
3_MACS_peak_17351_lociStitched	chr19	1231439	1240507	3	8966	26548.3836	1054.6084	607	1
6_MACS_peak_16884_lociStitched	chr17	78148528	78169946	6	20068	27667.7724	2257.4572	608	1
6_MACS_peak_2952_lociStitched	chr1	19354191	19374078	6	18402	27235.2465	1861.4232	609	1
5_MACS_peak_30987_lociStitched	chr5	176884965	176902862	5	15863	26818.6545	1524.8244	610	1
10_MACS_peak_35004_lociStitched	chr8	143199472	143221385	10	20655	26874.1032	1597.4577	611	1
12_MACS_peak_6079_lociStitched	chr10	114731853	114756762	12	23089	28480.9506	3218.2428	612	1
5_MACS_peak_37288_lociStitched	chr9	139845463	139861231	5	15250	26488.6632	1226.7504	613	1
8_MACS_peak_14878_lociStitched	chr17	35286010	35300740	8	13507	26732.004	1493.622	614	1
10_MACS_peak_34909_lociStitched	chr8	143003205	143027260	10	21305	26977.6825	1847.424	615	1
4_MACS_peak_25666_lociStitched	chr21	45666587	45681703	4	14859	27080.314	2022.5208	616	1
7_MACS_peak_32389_lociStitched	chr7	27190754	27209209	7	15299	26868.6345	1849.191	617	1
10_MACS_peak_36259_lociStitched	chr9	134651368	134674569	10	20564	27121.969	2113.6111	618	1
13_MACS_peak_34285_lociStitched	chr8	7423453	7444313	13	18880	27293.224	2288.342	619	1
12_MACS_peak_35454_lociStitched	chr8	145552189	145572506	12	18311	26690.4429	1688.3427	620	1
8_MACS_peak_1269_lociStitched	chr1	7279288	7300880	8	19689	26901.4728	1906.5736	621	1
6_MACS_peak_7035_lociStitched	chr11	2935256	2951686	6	16119	26450.657	1511.56	622	1
7_MACS_peak_36620_lociStitched	chr9	136589877	136609859	7	19343	26709.9394	1794.3836	623	1
3_MACS_peak_14810_lociStitched	chr17	34490298	34503915	3	12909	28749.5721	3848.1642	624	1
13_MACS_peak_16059_lociStitched	chr17	72236062	72260791	13	21883	26796.3444	1970.9013	625	1
8_MACS_peak_21473_lociStitched	chr19	49092354	49111570	8	17792	26717.9264	1900.4624	626	1
8_MACS_peak_3400_lociStitched	chr1	22936576	22958037	8	19465	26448.5364	1656.7892	627	1
2_MACS_peak_18264_lociStitched	chr19	7949765	7965840	2	16014	26708.6125	1946.6825	628	1
6_MACS_peak_32753_lociStitched	chr7	100415704	100434305	6	17260	26186.4878	1428.5568	629	1
11_MACS_peak_26344_lociStitched	chr22	23860452	23881377	11	18905	26775.63	2033.91	630	1
11_MACS_peak_2678_lociStitched	chr1	18601891	18625461	11	20674	26881.585	2149.584	631	1
10_MACS_peak_11504_lociStitched	chr15	78151642	78175146	10	19138	26977.8912	2246.9824	632	1
11_MACS_peak_37318_lociStitched	chr9	140022007	140042340	11	18636	26554.898	1827.9367	633	1
4_MACS_peak_5686_lociStitched	chr10	73044968	73063298	4	17885	26353.041	1646.034	634	1
1_MACS_peak_4806_lociStitched	chr1	155050633	155056997	1	6365	25963.2108	1298.8924	635	1
16_MACS_peak_34361_lociStitched	chr8	7869846	7891190	16	19266	27275.4976	2659.4624	636	1
10_MACS_peak_9557_lociStitched	chr12	52695473	52717478	10	20974	26885.709	2275.317	637	1
7_MACS_peak_37371_lociStitched	chr9	140255694	140274570	7	17309	26454.714	1878.162	638	1
17_MACS_peak_1349_lociStitched	chr1	7477590	7503563	17	21018	26541.8087	2012.9075	639	1
6_MACS_peak_11273_lociStitched	chr15	74508506	74528229	6	18606	25852.9084	1483.1696	640	1
6_MACS_peak_6059_lociStitched	chr10	104164361	104178538	6	13788	25806.3931	1444.6363	641	1
5_MACS_peak_32213_lociStitched	chr7	2713044	2730929	5	16053	25933.25	1629.3235	642	1
7_MACS_peak_16554_lociStitched	chr17	76516427	76536326	7	19071	26113.4577	1812.7989	643	1
15_MACS_peak_4459_lociStitched	chr1	37491486	37515114	15	17539	26009.7024	1748.472	644	1
12_MACS_peak_24992_lociStitched	chr20	60496198	60517077	12	17926	25948.4212	1693.2869	645	1
6_MACS_peak_17027_lociStitched	chr17	79910414	79926875	6	15679	25549.1181	1305.3573	646	1
6_MACS_peak_7146_lociStitched	chr11	44322768	44343505	6	19026	26143.1359	1907.804	647	1
6_MACS_peak_17255_lociStitched	chr19	357303	376639	6	18478	26260.2216	2057.3504	648	1
4_MACS_peak_4870_lociStitched	chr1	156638816	156656450	4	17159	26927.118	2766.7746	649	1
8_MACS_peak_16428_lociStitched	chr17	75782623	75803798	8	19243	26091.835	1935.395	650	1
6_MACS_peak_12402_lociStitched	chr16	30030579	30044922	6	13491	25622.3352	1474.4604	651	1
9_MACS_peak_16528_lociStitched	chr17	76444651	76465081	9	18006	26048.25	1942.893	652	1
9_MACS_peak_16138_lociStitched	chr17	72413441	72433624	9	18038	25539.5682	1543.9995	653	1
4_MACS_peak_34463_lociStitched	chr8	21979589	21992363	4	11931	24970.6152	986.1528	654	1
15_MACS_peak_1721_lociStitched	chr1	9708058	9730530	15	18232	25898.98	1928.0976	655	1
2_MACS_peak_2156_lociStitched	chr1	16854658	16865873	2	10666	26412.4465	2496.459	656	1
18_MACS_peak_28617_lociStitched	chr3	14592083	14618462	18	18861	26310.4146	2395.2132	657	1
5_MACS_peak_13510_lociStitched	chr16	88489875	88508431	5	17780	24484.642	766.3628	658	1
8_MACS_peak_5164_lociStitched	chr1	205009913	205028577	8	15500	26165.0616	2461.7816	659	1
8_MACS_peak_9487_lociStitched	chr12	52397468	52417205	8	16957	25920.6021	2248.0443	660	1
3_MACS_peak_5437_lociStitched	chr10	11745055	11759809	3	13513	25319.3394	1671.6282	661	1
9_MACS_peak_37297_lociStitched	chr9	139895367	139916495	9	17940	25114.8536	1502.2008	662	1
8_MACS_peak_14153_lociStitched	chr17	6995616	7014630	8	17693	25435.0278	1829.1468	663	1
3_MACS_peak_14364_lociStitched	chr17	7983469	8001064	3	16697	25569.054	1963.602	664	1
5_MACS_peak_6908_lociStitched	chr11	1917470	1935689	5	16635	25275.2187	1749.024	665	1
15_MACS_peak_2217_lociStitched	chr1	17381195	17406239	15	19936	26363.8188	2870.0424	666	1
13_MACS_peak_26869_lociStitched	chr22	36942950	36966525	13	19894	25906.5675	2437.655	667	1
13_MACS_peak_22258_lociStitched	chr19	56055057	56077964	13	19233	25051.0952	1752.3855	668	1
9_MACS_peak_13846_lociStitched	chr17	1149351	1171415	9	20135	25280.9312	1998.9984	669	1
13_MACS_peak_35026_lociStitched	chr8	143245827	143266239	13	19097	24431.1228	1177.7724	670	1
8_MACS_peak_25904_lociStitched	chr21	47025042	47045982	8	19552	26252.478	3013.266	671	1
1_MACS_peak_13823_lociStitched	chr17	1026520	1038707	1	12188	24299.6593	1071.2373	672	1
7_MACS_peak_28347_lociStitched	chr22	50587635	50608140	7	18591	25405.695	2196.0855	673	1
12_MACS_peak_3090_lociStitched	chr1	20674470	20698303	12	21547	25401.2114	2237.9187	674	1
1_MACS_peak_14219_lociStitched	chr17	7185232	7197657	1	12426	24370.395	1220.135	675	1
5_MACS_peak_18592_lociStitched	chr19	11391438	11412115	5	19135	25397.5591	2247.5899	676	1
5_MACS_peak_25862_lociStitched	chr21	46664168	46680523	5	15561	25410.7635	2292.971	677	1
4_MACS_peak_5525_lociStitched	chr10	71409317	71427911	4	18386	24681.6756	1645.569	678	1
2_MACS_peak_27974_lociStitched	chr22	46271672	46285484	2	13630	24030.1176	1008.276	679	1
4_MACS_peak_37335_lociStitched	chr9	140119993	140131181	4	10724	24021.7548	1014.7516	680	1
7_MACS_peak_22973_lociStitched	chr2	219878251	219898161	7	18313	24991.032	1989.009	681	1
3_MACS_peak_16783_lociStitched	chr17	77813484	77826219	3	12622	24235.9785	1262.0385	682	1
6_MACS_peak_21537_lociStitched	chr19	49256497	49277251	6	19577	25062.5304	2104.4556	683	1
6_MACS_peak_11292_lociStitched	chr15	74559547	74578565	6	17800	24622.6046	1692.602	684	1
10_MACS_peak_33412_lociStitched	chr7	155307161	155329403	10	18695	25533.816	2606.7624	685	1
2_MACS_peak_25122_lociStitched	chr20	61673508	61687749	2	14177	24045.9285	1132.1595	686	1
4_MACS_peak_17785_lociStitched	chr19	5203291	5222353	4	18536	25363.8972	2546.6832	687	1
14_MACS_peak_1420_lociStitched	chr1	7632909	7657582	14	19111	24909.8608	2094.7377	688	1
6_MACS_peak_7497_lociStitched	chr11	64364008	64381888	6	16788	24197.004	1394.64	689	1
4_MACS_peak_26004_lociStitched	chr22	18757181	18775662	4	17678	25816.1089	3056.7574	690	1
8_MACS_peak_17300_lociStitched	chr19	544764	560223	8	14507	24623.0952	1887.5439	691	1
12_MACS_peak_15268_lociStitched	chr17	43036512	43058312	12	18573	24566.42	1850.82	692	1
5_MACS_peak_16803_lociStitched	chr17	77874663	77892718	5	16743	24262.309	1561.7575	693	1
7_MACS_peak_17639_lociStitched	chr19	3469090	3485299	7	14127	24919.7166	2240.0838	694	1
9_MACS_peak_15550_lociStitched	chr17	47594816	47614221	9	16884	24403.728	1758.093	695	1
7_MACS_peak_22210_lociStitched	chr19	55872017	55887357	7	14344	23876.71	1265.55	696	1
7_MACS_peak_9252_lociStitched	chr12	3235032	3252384	7	16018	24212.9808	1625.8824	697	1
10_MACS_peak_34660_lociStitched	chr8	141991131	142011331	10	18890	24983.36	2409.86	698	1
6_MACS_peak_8811_lociStitched	chr11	118014309	118031276	6	14593	24222.0892	1674.6429	699	1
9_MACS_peak_20008_lociStitched	chr19	35521831	35540969	9	16839	24450.7088	1955.9036	700	1
6_MACS_peak_33789_lociStitched	chr7	157633079	157650665	6	16527	24523.677	2106.8028	701	1
4_MACS_peak_13861_lociStitched	chr17	1192935	1209074	4	15608	23895.4034	1496.0853	702	1
3_MACS_peak_28858_lociStitched	chr3	50565547	50579451	3	13765	23522.7872	1152.6416	703	1
9_MACS_peak_257_lociStitched	chr1	2495949	2515826	9	18664	24271.8047	1912.1674	704	1
12_MACS_peak_14207_lociStitched	chr17	7164393	7183687	12	16469	24343.2398	2049.0228	705	1
14_MACS_peak_918_lociStitched	chr1	5550701	5574045	14	19870	24109.6832	1853.5136	706	1
5_MACS_peak_36486_lociStitched	chr9	136071281	136088455	5	15180	23703.5548	1487.2684	707	1
