REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank	isSuper
3_MACS_peak_16357_lociStitched	chr17	74907607	74932375	3	24003	40044.9024	2345.5296	339	MGAT5B		MGAT5B	339	1
17_MACS_peak_36150_lociStitched	chr9	133389909	133424221	17	31327	40848.436	3184.1536	340		FUBP3,LOC100272217	LOC100272217	340	1
8_MACS_peak_16312_lociStitched	chr17	74514861	74542182	8	26620	40150.9416	2535.3888	341	PRCD,CYGB	SNORD1C,SNORD1B,SNORD1A,RHBDF2,ST6GALNAC2	PRCD	341	1
11_MACS_peak_30100_lociStitched	chr4	8261356	8293000	11	29252	39710.0556	2208.7512	342	HTRA3		HTRA3	342	1
5_MACS_peak_11720_lociStitched	chr16	740632	762018	5	20703	38881.8866	1400.783	343	FBXL16	FAM195A,WDR90,RHOT2,RHBDL1,STUB1,METRN,FAM173A,HAGHL,MSLN,JMJD8,WDR24,CCDC78,NARFL	FBXL16	343	1
18_MACS_peak_3351_lociStitched	chr1	22683192	22719749	18	31201	40768.3664	3527.7505	344			ZBTB40	344	1
6_MACS_peak_72_lociStitched	chr1	1052629	1073200	6	20344	38986.1592	1760.8776	345		MIR200B,MIR200A,MIR429,TTLL10,C1orf159	C1orf159	345	1
5_MACS_peak_32718_lociStitched	chr7	100312371	100338008	5	24868	39609.165	2397.0595	346	EPO,ZAN	GNB2,POP7,GIGYF1	ZAN	346	1
6_MACS_peak_28779_lociStitched	chr3	50185270	50212648	6	26102	39667.9842	2477.709	347	SEMA3F	GNAT1,SLC38A3	SEMA3F	347	1
5_MACS_peak_34688_lociStitched	chr8	142333137	142357377	5	23937	39360.912	2234.928	348	LOC731779	GPR20	LOC731779	348	1
14_MACS_peak_10126_lociStitched	chr13	113727544	113759283	14	27863	39619.7937	2570.859	349	MCF2L	F7,F10	F7	349	1
5_MACS_peak_468_lociStitched	chr1	3261447	3286282	5	23852	38938.7965	1909.8115	350	PRDM16		ARHGEF16	350	1
16_MACS_peak_17478_lociStitched	chr19	2965383	3000071	16	31135	40966.528	4030.7456	351	TLE6,TLE2	ZNF77	TLE6	351	1
9_MACS_peak_17912_lociStitched	chr19	5538906	5566462	9	25750	40716.7456	3849.5732	352	PLAC2		PLAC2	352	1
5_MACS_peak_25628_lociStitched	chr21	44863385	44886085	5	22394	39516.16	2744.43	353	C21orf125,C21orf84	SIK1	C21orf125	353	1
8_MACS_peak_24946_lociStitched	chr20	60371003	60398007	8	25919	38521.206	1774.1628	354	CDH4		MIR1257	354	1
6_MACS_peak_36572_lociStitched	chr9	136428061	136453060	6	23461	38378.4648	1649.934	355	ADAMTSL2,FAM163B	DBH,TMEM8C	FAM163B	355	1
10_MACS_peak_16755_lociStitched	chr17	77703086	77732332	10	26514	39098.9774	2427.418	356	ENPP7	CBX2,CBX8	ENPP7	356	1
5_MACS_peak_31597_lociStitched	chr6	34012885	34038912	5	25171	38962.419	2376.2651	357	GRM4	MIR1275	MIR1275	357	1
6_MACS_peak_6563_lociStitched	chr10	135045410	135071997	6	25216	38809.0439	2294.4581	358	VENTX,MIR202	UTF1,ADAM8	MIR202	358	1
5_MACS_peak_11729_lociStitched	chr16	792381	817045	5	24278	38507.9032	2022.448	359	MSLN	METRN,FAM173A,HAGHL,MIR662,CHTF18,PRR25,FBXL16,CCDC78,NARFL,MSLNL,RPUSD1,GNG13	MSLN	359	1
13_MACS_peak_7468_lociStitched	chr11	64285135	64316906	13	29063	39456.4049	3034.1305	360		SLC22A11,SLC22A12	SLC22A11	360	1
9_MACS_peak_10193_lociStitched	chr13	114049459	114074492	9	22970	38723.5477	2305.5393	361		GRTP1,ADPRHL1	ADPRHL1	361	1
17_MACS_peak_2339_lociStitched	chr1	17656121	17690579	17	31270	39674.9412	3270.0642	362	PADI4	PADI6	PADI6	362	1
16_MACS_peak_6479_lociStitched	chr10	134833142	134867067	16	28815	38552.37	2218.695	363		GPR123	GPR123	363	1
6_MACS_peak_1085_lociStitched	chr1	6298670	6322612	6	22472	38644.7822	2312.7972	364	HES3,GPR153	RNF207,RPL22,ICMT	HES3	364	1
4_MACS_peak_25779_lociStitched	chr21	46163383	46184773	4	20692	38966.163	2678.028	365		KRTAP10-12,C21orf29,UBE2G2	C21orf29	365	1
5_MACS_peak_3393_lociStitched	chr1	22906637	22932055	5	24179	38317.635	2041.0654	366	EPHA8	C1QA,C1QC,C1QB	EPHA8	366	1
6_MACS_peak_25773_lociStitched	chr21	46138563	46161525	6	21002	38982.5874	2718.7008	367		KRTAP10-12,KRTAP12-1,C21orf29	C21orf29	367	1
9_MACS_peak_25113_lociStitched	chr20	61646410	61672292	9	24568	38522.7688	2285.3806	368	LOC63930,LOC100144597,NCRNA00029	BHLHE23	NCRNA00029	368	1
3_MACS_peak_1115_lociStitched	chr1	6554195	6572931	3	18216	37753.04	1598.1808	369	PLEKHG5	TAS1R1,TNFRSF25,PLEKHG5,NOL9	PLEKHG5	369	1
19_MACS_peak_29653_lociStitched	chr4	7195044	7230535	19	32083	38880.3905	2757.6507	370	SORCS2		SORCS2	370	1
7_MACS_peak_36179_lociStitched	chr9	133524585	133547967	7	21060	38063.5578	1994.4846	371	PRDM12	EXOSC2,ABL1	PRDM12	371	1
22_MACS_peak_37576_lociStitched	chrX	152789673	152826170	22	30537	37934.9818	1883.2452	372	ATP2B3	BGN,FAM58A	ATP2B3	372	1
4_MACS_peak_11846_lociStitched	chr16	1475882	1494650	4	18545	37231.9584	1356.9264	373	C16orf91,CCDC154	TELO2,UNKL,CLCN7,PTX4	C16orf91	373	1
6_MACS_peak_25897_lociStitched	chr21	46986830	47010017	6	22464	38541.4314	2701.2855	374		SLC19A1	SLC19A1	374	1
9_MACS_peak_3267_lociStitched	chr1	21942891	21972013	9	27062	38452.6888	2696.6972	375	RAP1GAP		RAP1GAP	375	1
4_MACS_peak_6751_lociStitched	chr11	1212742	1233378	4	19769	37375.9232	1642.6256	376		MUC5B	MUC5B	376	1
19_MACS_peak_36578_lociStitched	chr9	136455391	136489064	19	26811	38424.2603	2757.8187	377		DBH,FAM163B	FAM163B	377	1
16_MACS_peak_35264_lociStitched	chr8	144207333	144240582	16	29773	38778.3087	3118.7562	378	LY6H		LY6H	378	1
10_MACS_peak_25130_lociStitched	chr20	61713261	61739906	10	23180	37401.5865	1787.8795	379	LOC63930,HAR1A,HAR1B	LOC100144597,NCRNA00029	HAR1A	379	1
8_MACS_peak_32745_lociStitched	chr7	100382058	100411306	8	28220	38349.9776	2743.4624	380	ZAN,EPHB4	SLC12A9	EPHB4	380	1
9_MACS_peak_14355_lociStitched	chr17	7957246	7982276	9	23321	38436.068	2938.522	381	ALOX12B	ALOX15B,MIR4314,ALOXE3,HES7	ALOX12B	381	1
13_MACS_peak_26041_lociStitched	chr22	18935276	18963173	13	24749	38006.8728	2572.1034	382	DGCR5	DGCR6,DGCR9,DGCR10,PRODH	DGCR5	382	1
18_MACS_peak_19074_lociStitched	chr19	15280571	15315052	18	29172	38260.1176	2886.0597	383	NOTCH3	ILVBL,EPHX3	NOTCH3	383	1
17_MACS_peak_9524_lociStitched	chr12	52573866	52607496	17	28521	38502.987	3161.22	384	LOC283404,KRT80	KRT7	KRT80	384	1
9_MACS_peak_20780_lociStitched	chr19	42423272	42445453	9	21469	37414.9108	2073.9235	385		CD79A,ARHGEF1,RABAC1	RABAC1	385	1
12_MACS_peak_27585_lociStitched	chr22	44817592	44850799	12	29650	38002.0908	2699.7291	386		LDOC1L	LDOC1L	386	1
7_MACS_peak_11789_lociStitched	chr16	1019514	1043349	7	22837	37101.561	1842.4455	387	SOX8,LMF1		LMF1	387	1
11_MACS_peak_266_lociStitched	chr1	2518407	2545330	11	24417	37029.8942	2003.0712	388	C1orf93,MMEL1	TNFRSF14,LOC115110	C1orf93	388	1
5_MACS_peak_6711_lociStitched	chr11	843182	864637	5	20312	36673.0315	1810.802	389	TSPAN4	RPLP2,SNORA52,PNPLA2,EFCAB4A,CD151,SLC25A22,LRDD,POLR2L,CHID1	TSPAN4	389	1
12_MACS_peak_35100_lociStitched	chr8	143602058	143629524	12	25864	36620.4178	1804.5162	390	BAI1		BAI1	390	1
6_MACS_peak_35349_lociStitched	chr8	144466727	144490021	6	22260	36690.3794	1928.7432	391		RHPN1,TOP1MT,C8orf51,MAFA	RHPN1	391	1
11_MACS_peak_25200_lociStitched	chr20	62124242	62151868	11	25598	37154.2074	2536.0668	392	EEF1A2	PPDPF,C20orf195,KCNQ2,PTK6,SRMS,PRIC285	EEF1A2	392	1
8_MACS_peak_34675_lociStitched	chr8	142064630	142090795	8	24965	37389.785	2893.849	393		DENND3	DENND3	393	1
3_MACS_peak_36558_lociStitched	chr9	136344366	136366843	3	21811	36518.3819	2025.1777	394		C9orf7,ADAMTSL2,SLC2A6,TMEM8C	SLC2A6	394	1
4_MACS_peak_25970_lociStitched	chr21	47468825	47492467	4	22441	37035.193	2588.799	395		COL6A2	COL6A2	395	1
5_MACS_peak_25701_lociStitched	chr21	45851786	45874951	5	21966	37140.4445	2719.571	396	TRPM2	LRRC3	LRRC3	396	1
15_MACS_peak_21449_lociStitched	chr19	49046683	49077228	15	25516	37173.265	2761.268	397	SULT2B1	SULT2B1,SPACA4,SPHK2,LMTK3,FAM83E,RPL18	SULT2B1	397	1
13_MACS_peak_4143_lociStitched	chr1	31155144	31185617	13	27643	37274.5736	2894.935	398	MATN1	LOC100129196,LAPTM5	LOC100129196	398	1
8_MACS_peak_6037_lociStitched	chr10	102974631	102998505	8	21867	36524.8326	2148.66	399	FLJ41350,LBX1		LBX1	399	1
4_MACS_peak_11895_lociStitched	chr16	2233400	2252270	4	18200	36086.988	1720.944	400	CASKIN1	RAB26,TRAF7,MLST8,E4F1,DNASE1L2,PKD1,MIR3180-5,SNORD60,C16orf79,PGP,DCI	CASKIN1	400	1
8_MACS_peak_26882_lociStitched	chr22	36968598	36996301	8	26326	36947.4911	2601.3117	401	CACNG2	EIF3D	EIF3D	401	1
4_MACS_peak_11066_lociStitched	chr15	42152567	42174413	4	21584	36159.4992	1887.4944	402	SPTBN5,MIR4310	JMJD7-PLA2G4B,PLA2G4B	MIR4310	402	1
1_MACS_peak_17018_lociStitched	chr17	79759024	79772824	1	13801	35203.8	1015.68	403	GCGR	FAM195B,DYSFIP1,P4HB	GCGR	403	1
8_MACS_peak_28464_lociStitched	chr3	12903078	12933740	8	27867	37754.1206	3605.8512	404		SNORA7A,RPL32	RPL32	404	1
3_MACS_peak_27943_lociStitched	chr22	45968431	45991161	3	22224	36333.905	2197.991	405	FBLN1		FBLN1	405	1
5_MACS_peak_13755_lociStitched	chr17	699673	723665	5	23469	36225.5208	2101.6992	406	NXN	DBIL5P,RNMTL1,GEMIN4,GLOD4	GLOD4	406	1
14_MACS_peak_3648_lociStitched	chr1	29558820	29587971	14	26537	37082.9871	2961.7416	407	PTPRU	MECR	PTPRU	407	1
8_MACS_peak_515_lociStitched	chr1	3666229	3690787	8	22037	36289.3566	2249.5128	408	CCDC27,LOC388588	KIAA0495,LRRC47	CCDC27	408	1
1_MACS_peak_14891_lociStitched	chr17	36333540	36350386	1	16847	39795.3058	5761.332	409	TBC1D3,TBC1D3F		TBC1D3	409	1
10_MACS_peak_37202_lociStitched	chr9	138934128	138960408	10	24727	35795.988	1787.04	410	NACC2		NACC2	410	1
5_MACS_peak_15738_lociStitched	chr17	61551884	61576486	5	23324	36174.7808	2356.8716	411	ACE	KCNH6,CYB561	ACE	411	1
3_MACS_peak_25216_lociStitched	chr20	62170149	62189069	3	18834	35308.504	1545.764	412	C20orf195,SRMS	PPDPF,EEF1A2,PTK6,PRIC285	SRMS	412	1
5_MACS_peak_24987_lociStitched	chr20	60469016	60494744	5	24356	36116.9664	2366.976	413	CDH4	MIR1257	MIR1257	413	1
16_MACS_peak_3450_lociStitched	chr1	23033094	23064117	16	27288	36687.7998	2959.5942	414	EPHB2		EPHB2	414	1
12_MACS_peak_17088_lociStitched	chr17	81061381	81088446	12	24861	36199.4375	2533.284	415		METRNL	METRNL	415	1
2_MACS_peak_4812_lociStitched	chr1	155088762	155104627	2	15803	36410.175	2752.5775	416	EFNA1	EFNA3,SLC50A1,TRIM46,DPM3,KRTCAP2	EFNA1	416	1
13_MACS_peak_37046_lociStitched	chr9	138254346	138284665	13	26775	35591.4741	2092.011	417			KIAA0649	417	1
5_MACS_peak_6726_lociStitched	chr11	1070670	1091136	5	19388	34798.3398	1352.8026	418	MUC2	MUC6	MUC2	418	1
11_MACS_peak_36491_lociStitched	chr9	136091275	136118677	11	24981	35792.4924	2400.4152	419		OBP2B,ABO	OBP2B	419	1
2_MACS_peak_37379_lociStitched	chr9	140317918	140334320	2	16311	35014.9896	1651.6814	420	NOXA1,ENTPD8	EXD3,NELF	NOXA1	420	1
5_MACS_peak_36809_lociStitched	chr9	137578994	137603390	5	23158	35266.8576	1961.4384	421	COL5A1		COL5A1	421	1
15_MACS_peak_7881_lociStitched	chr11	69282459	69311894	15	26629	35413.2485	2119.32	422			CCND1	422	1
16_MACS_peak_6146_lociStitched	chr10	126686397	126720096	16	28418	36398.2899	3117.1575	423	CTBP2	MIR4296	CTBP2	423	1
13_MACS_peak_20742_lociStitched	chr19	42286186	42318681	13	27199	36618.6155	3353.484	424	CEACAM3	CEACAM6,DMRTC2,RPS19,LYPD4	CEACAM3	424	1
7_MACS_peak_36270_lociStitched	chr9	134680007	134703994	7	21907	35627.8911	2393.9026	425			RAPGEF1	425	1
12_MACS_peak_27141_lociStitched	chr22	38834691	38864676	12	26067	36176.9025	2947.5255	426	KDELR3,KCNJ4	LOC400927,DDX17	KCNJ4	426	1
4_MACS_peak_14268_lociStitched	chr17	7607352	7628196	4	20644	35240.9508	2088.5688	427	EFNB3,DNAH2	WRAP53,RPL29P2,TP53	DNAH2	427	1
9_MACS_peak_28819_lociStitched	chr3	50444356	50472384	9	26374	35825.3896	2707.5048	428	CACNA2D2	TMEM115	TMEM115	428	1
2_MACS_peak_3222_lociStitched	chr1	21040852	21058611	2	17319	34816.5195	1768.7964	429	KIF17,SH2D5		KIF17	429	1
17_MACS_peak_21777_lociStitched	chr19	50930031	50962174	17	27419	36382.6617	3535.73	430	SPIB,MYBPC2	POLD1,C19orf63,FAM71E1	MYBPC2	430	1
25_MACS_peak_31536_lociStitched	chr6	33897523	33933965	25	28023	36445.6442	3633.2674	431		MIR1275	MIR1275	431	1
3_MACS_peak_11901_lociStitched	chr16	2324994	2343718	3	17889	34401.6052	1591.54	432	ABCA3	DNASE1L2,MIR3677,MIR940,ABCA17P,DCI,RNPS1	MIR940	432	1
15_MACS_peak_1843_lociStitched	chr1	11366187	11396182	15	26731	35313.1135	2564.5725	433		UBIAD1,MTOR	UBIAD1	433	1
13_MACS_peak_31584_lociStitched	chr6	33980519	34008724	13	25704	35225.2245	2496.1425	434	GRM4	MIR1275	MIR1275	434	1
18_MACS_peak_20164_lociStitched	chr19	36282512	36314747	18	27608	35529.417	2839.9035	435	PRODH2	PSENEN,LIN37,C19orf55,ARHGAP33,KIRREL2,APLP1,TMEM149,U2AF1L4,HSPB6,NPHS1	PRODH2	435	1
10_MACS_peak_13693_lociStitched	chr17	138667	163287	10	22129	35213.986	2590.024	436	RPH3AL		RPH3AL	436	1
20_MACS_peak_27733_lociStitched	chr22	45191737	45224873	20	28502	35269.9584	2650.88	437	ARHGAP8,PRR5-ARHGAP8		ARHGAP8	437	1
11_MACS_peak_22184_lociStitched	chr19	55672822	55700622	11	25031	35236.5	2679.92	438	C19orf51,SYT5,PTPRH	PPP1R12C,TNNT1,TNNI3,TMEM86B	SYT5	438	1
13_MACS_peak_19619_lociStitched	chr19	18897926	18925123	13	24484	34978.0617	2453.1694	439	COMP	UPF1	COMP	439	1
2_MACS_peak_16566_lociStitched	chr17	76550552	76573691	2	22907	34599.7467	2202.8328	440	DNAH17		DNAH17	440	1
14_MACS_peak_26955_lociStitched	chr22	37115859	37144873	14	25718	35199.7848	2820.1608	441		CACNG2,IFT27	CACNG2	441	1
4_MACS_peak_11514_lociStitched	chr15	78180430	78202019	4	21425	34419.3427	2057.4317	442		LOC645752	LOC645752	442	1
21_MACS_peak_26772_lociStitched	chr22	30862735	30894451	21	27639	35090.5824	2771.9784	443	SEC14L3,SDC4P,SEC14L4	MTFP1,LOC730005	SDC4P	443	1
18_MACS_peak_2365_lociStitched	chr1	17829105	17860712	18	26115	35222.8408	2993.1829	444		ARHGEF10L	ARHGEF10L	444	1
9_MACS_peak_34176_lociStitched	chr8	1890287	1916608	9	25265	34983.2411	2763.705	445	ARHGEF10	KBTBD11	KBTBD11	445	1
13_MACS_peak_31987_lociStitched	chr7	1277341	1305183	13	25281	33992.2978	1826.4352	446		UNCX	UNCX	446	1
7_MACS_peak_21275_lociStitched	chr19	48214277	48240249	7	24647	34314.2064	2285.536	447	EHD2	GLTSCR2,SNORD23,SEPW1	EHD2	447	1
3_MACS_peak_16285_lociStitched	chr17	73602738	73619868	3	16092	33496.002	1474.893	448	MYO15B	LOC643008,LOC100130933,SAP30BP,RECQL5	LOC643008	448	1
6_MACS_peak_2356_lociStitched	chr1	17692140	17719328	6	26398	34757.1392	2740.5504	449	PADI6	RCC2	PADI6	449	1
1_MACS_peak_33161_lociStitched	chr7	151077583	151094482	1	16900	34279.6215	2276.2953	450	WDR86	NUB1,LOC100131176,MIR3907,CRYGN	LOC100131176	450	1
12_MACS_peak_9793_lociStitched	chr12	54585003	54613186	12	25131	36003.7825	4007.6226	451		SMUG1,CBX5	SMUG1	451	1
6_MACS_peak_2833_lociStitched	chr1	18953901	18977562	6	22147	33513.4404	1717.7886	452	PAX7		PAX7	452	1
11_MACS_peak_32068_lociStitched	chr7	1456040	1482483	11	23709	33733.3351	1938.2719	453	MICALL2		MICALL2	453	1
3_MACS_peak_31602_lociStitched	chr6	34041312	34065746	3	24147	33973.0336	2240.5978	454	GRM4		GRM4	454	1
8_MACS_peak_25706_lociStitched	chr21	45876079	45899067	8	21382	34470.506	2940.1652	455	LRRC3	C21orf90	LRRC3	455	1
1_MACS_peak_17369_lociStitched	chr19	1445246	1454887	1	9642	32863.2767	1343.9554	456	APC2	DAZAP1,RPS15,REEP6,GAMT,C19orf25,PCSK4	APC2	456	1
8_MACS_peak_5063_lociStitched	chr1	202152352	202171769	8	17844	34471.0001	2978.5678	457	PTPRVP,LGR6	LGR6,ARL8A,PTPN7	LGR6	457	1
6_MACS_peak_16453_lociStitched	chr17	75875741	75900065	6	21752	33822.522	2466.4536	458	FLJ45079		FLJ45079	458	1
7_MACS_peak_25281_lociStitched	chr20	62670636	62692452	7	20228	33212.6784	1873.9944	459	NCRNA00176,TCEA2,SOX18	TCEA2,OPRL1,RGS19,C20orf201,NPBWR2	SOX18	459	1
14_MACS_peak_36980_lociStitched	chr9	138051841	138080531	14	24249	33412.374	2085.763	460			OLFM1	460	1
5_MACS_peak_3256_lociStitched	chr1	21881633	21905233	5	22906	33504.92	2239.64	461	ALPL		ALPL	461	1
5_MACS_peak_6667_lociStitched	chr11	376781	397285	5	20234	32669.0232	1410.6752	462	B4GALNT4,PKP3	SIGIRR,ANO9	PKP3	462	1
7_MACS_peak_32828_lociStitched	chr7	100805716	100825505	7	18672	33017.9465	1818.6091	463	VGF,C7orf52	SERPINE1,AP1S1,ZNHIT1,MOGAT3,PLOD3	VGF	463	1
6_MACS_peak_25788_lociStitched	chr21	46248658	46267032	6	17429	33264.2896	2210.3922	464		UBE2G2,SUMO3,PTTG1IP	SUMO3	464	1
14_MACS_peak_21049_lociStitched	chr19	46460481	46490169	14	26841	33799.788	2772.8592	465	NOVA2	CCDC61,MIR769,NANOS2,PGLYRP1	NOVA2	465	1
9_MACS_peak_112_lociStitched	chr1	1356438	1381973	9	22726	32822.689	1823.199	466	TMEM88B,VWA1,LOC441869	LOC148413,ATAD3C,ATAD3B,AURKAIP1,CCNL2,MRPL20	VWA1	466	1
4_MACS_peak_30966_lociStitched	chr5	176299968	176318296	4	17301	32598.1808	1612.864	467	UNC5A,HK3		HK3	467	1
4_MACS_peak_9771_lociStitched	chr12	54413503	54434308	4	20658	33023.7765	2057.6145	468	HOXC6,HOXC5,HOXC4,MIR615	HOXC11,HOXC10,MIR196A2,HOXC9,HOXC8,HOXC4,FLJ12825,LOC100240735	HOXC6	468	1
15_MACS_peak_27959_lociStitched	chr22	46020410	46049193	15	25615	33900.6174	2970.4056	469		ATXN10	ATXN10	469	1
11_MACS_peak_6548_lociStitched	chr10	135008037	135033322	11	23772	32526.624	1648.582	470	KNDC1	UTF1,VENTX,MIR202	UTF1	470	1
7_MACS_peak_37039_lociStitched	chr9	138228284	138253314	7	23719	32691.683	1832.196	471			KIAA0649	471	1
10_MACS_peak_15337_lociStitched	chr17	43865327	43893580	10	24582	33680.4013	2842.2518	472	CRHR1	IMP5	CRHR1	472	1
15_MACS_peak_16190_lociStitched	chr17	72594906	72622773	15	24307	33599.2419	2797.8468	473	CD300E	C17orf77,RAB37,CD300LD	CD300E	473	1
3_MACS_peak_37417_lociStitched	chr9	140774573	140789215	3	13643	33193.414	2459.856	474	CACNA1B	MIR602	CACNA1B	474	1
6_MACS_peak_18168_lociStitched	chr19	7542496	7569334	6	25508	34280.1774	3698.2764	475	C19orf45,PEX11G	ARHGEF18,ZNF358,MCOLN1,PNPLA6,LOC100128573	PEX11G	475	1
20_MACS_peak_3686_lociStitched	chr1	29629452	29659853	20	24626	33428.9396	2872.8945	476	PTPRU		PTPRU	476	1
4_MACS_peak_19538_lociStitched	chr19	18319552	18339482	4	19505	32422.124	1867.441	477	PDE4C	IFI30,MPV17L2,RAB3A,LOC729966,KIAA1683	PDE4C	477	1
8_MACS_peak_20089_lociStitched	chr19	35820112	35843817	8	22568	32575.411	2026.7775	478	CD22,FFAR1	HAMP,MAG,FFAR3	FFAR1	478	1
5_MACS_peak_25140_lociStitched	chr20	61743620	61765800	5	20942	32453.776	1940.75	479		HAR1A,MIR124-3,HAR1B	HAR1B	479	1
3_MACS_peak_11734_lociStitched	chr16	818371	834491	3	15732	31608.096	1250.912	480	MSLN,MIR662,MSLNL	FAM173A,HAGHL,CHTF18,PRR25,CCDC78,NARFL,RPUSD1,GNG13	MIR662	480	1
4_MACS_peak_245_lociStitched	chr1	2415845	2436848	4	20645	31685.1258	1409.3013	481	PLCH2	PANK4,HES5,LOC115110	PLCH2	481	1
5_MACS_peak_14817_lociStitched	chr17	34741012	34759324	5	16849	34686.5904	4433.3352	482	TBC1D3H,TBC1D3C	TBC1D3G	TBC1D3H	482	1
16_MACS_peak_28477_lociStitched	chr3	13551149	13578739	16	23582	32338.239	2129.948	483		HDAC11,FBLN2	FBLN2	483	1
10_MACS_peak_21649_lociStitched	chr19	50011229	50036977	10	23624	32352.362	2186.0052	484	FCGRT,RCN3	FLT3LG,RPL13AP5,SNORD32A,SNORD33,SNORD34,SNORD35A,RPS11,SNORD35B,PRRG2,MIR150,NOSIP	RCN3	484	1
13_MACS_peak_1198_lociStitched	chr1	7102970	7130697	13	25081	32465.5443	2331.8407	485	CAMTA1		CAMTA1	485	1
15_MACS_peak_14586_lociStitched	chr17	19097419	19131864	15	31626	33714.766	3585.7245	486		EPN2	EPN2	486	1
25_MACS_peak_36899_lociStitched	chr9	137911843	137945476	25	26553	32449.1184	2371.1265	487		OLFM1	OLFM1	487	1
19_MACS_peak_27500_lociStitched	chr22	44312970	44343334	19	25320	32884.212	2930.126	488	PNPLA3	SAMM50,PNPLA5	PNPLA3	488	1
12_MACS_peak_16459_lociStitched	chr17	75901129	75927909	12	23853	32585.904	2683.356	489		FLJ45079	FLJ45079	489	1
3_MACS_peak_16517_lociStitched	chr17	76353120	76372705	3	18045	32033.226	2140.6405	490	SOCS3	PGS1	SOCS3	490	1
6_MACS_peak_33360_lociStitched	chr7	155161426	155186336	6	23332	32731.74	2842.231	491			EN2	491	1
1_MACS_peak_14890_lociStitched	chr17	36283670	36297027	1	13358	33535.4199	3772.0168	492	TBC1D3,TBC1D3F	LOC284100	TBC1D3	492	1
3_MACS_peak_33045_lociStitched	chr7	128482299	128498547	3	16151	31920.8208	2175.6072	493	FLNC	ATP6V1F,LOC100130705	ATP6V1F	493	1
4_MACS_peak_29430_lociStitched	chr4	3819212	3839343	4	19101	31259.4168	1529.956	494			ADRA2C	494	1
8_MACS_peak_14948_lociStitched	chr17	37750181	37768179	8	17087	31087.9454	1376.847	495	NEUROD2	PPP1R1B,STARD3	NEUROD2	495	1
5_MACS_peak_28383_lociStitched	chr22	51035299	51053833	5	16618	31201.989	1517.9346	496	MAPK8IP2	KLHDC7B,LOC100144603,C22orf41,CPT1B,CHKB,ARSA	MAPK8IP2	496	1
17_MACS_peak_37083_lociStitched	chr9	138339006	138367228	17	23711	31919.082	2254.9378	497		KIAA0649,MRPS2,LCN1,C9orf116	KIAA0649	497	1
3_MACS_peak_23006_lociStitched	chr2	220298358	220318885	3	19520	31385.783	1744.795	498	SPEG	DES,SPEG,GMPPA,DNPEP	SPEG	498	1
7_MACS_peak_28810_lociStitched	chr3	50415309	50438241	7	21806	31499.3952	1864.3716	499	CACNA2D2	CYB561D2,TUSC2,RASSF1,ZMYND10,NPRL2,TMEM115	TMEM115	499	1
17_MACS_peak_3065_lociStitched	chr1	20623996	20654051	17	25590	32255.026	2647.8455	500	VWA5B1		VWA5B1	500	1
5_MACS_peak_1055_lociStitched	chr1	5890247	5914492	5	22133	31334.238	1735.942	501			NPHP4	501	1
5_MACS_peak_36868_lociStitched	chr9	137818431	137843828	5	23351	31522.7564	2013.9821	502		FCN2,FCN1	FCN1	502	1
7_MACS_peak_5546_lociStitched	chr10	71487725	71511387	7	22134	32007.5874	2529.4678	503			COL13A1	503	1
2_MACS_peak_14824_lociStitched	chr17	34793196	34808083	2	13892	32986.6146	3513.332	504	TBC1D3C,TBC1D3G	ZNHIT3,TBC1D3H	TBC1D3G	504	1
3_MACS_peak_34468_lociStitched	chr8	22003747	22022087	3	18109	31084.466	1615.754	505	SFTPC,LGI3	BMP1,NUDT18,HR,REEP4	LGI3	505	1
3_MACS_peak_233_lociStitched	chr1	2299040	2316892	3	17260	31024.9908	1570.976	506	MORN1	RER1,LOC100129534,PEX10	MORN1	506	1
14_MACS_peak_29775_lociStitched	chr4	7509883	7537668	14	23285	31388.7145	2008.8555	507	SORCS2	MIR4274	MIR4274	507	1
11_MACS_peak_9323_lociStitched	chr12	3411879	3433470	11	19663	31026.267	1718.6436	508			PRMT8	508	1
16_MACS_peak_24403_lociStitched	chr20	56773475	56801395	16	23915	31999.112	2744.536	509		C20orf85	C20orf85	509	1
7_MACS_peak_11619_lociStitched	chr15	89896727	89916714	7	18230	30971.8552	1730.8742	510	MIR9-3	LOC254559,POLG	MIR9-3	510	1
13_MACS_peak_16699_lociStitched	chr17	77520048	77546115	13	23278	30983.2362	1754.3091	511		RBFOX3	RBFOX3	511	1
3_MACS_peak_15024_lociStitched	chr17	39765740	39785976	3	20006	30991.434	1855.6412	512	KRT16,KRT17,KRT42P	KRT9,KRT14	KRT17	512	1
7_MACS_peak_20919_lociStitched	chr19	45368180	45392094	7	22499	31344.0798	2243.1332	513	PVRL2	TOMM40,APOE,APOC1,APOC1P1	TOMM40	513	1
5_MACS_peak_17267_lociStitched	chr19	405244	425807	5	20143	31161.1702	2089.2008	514	C2CD4C,SHC2	THEG,ODF3L2	C2CD4C	514	1
18_MACS_peak_8299_lociStitched	chr11	70650427	70680654	18	23652	31294.0131	2248.8888	515	SHANK2	MIR3664	MIR3664	515	1
