REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13.bam	40_0EXS_0229Kronos_MM1S-KB-3hr-2_Input_hs_i84.bam
2_MACS_peak_1674_lociStitched	chr1	9412255	9414155	2	1066	1140.57	86.26
2_MACS_peak_12014_lociStitched	chr16	3171452	3173352	2	1724	1537.48	167.01000000000002
2_MACS_peak_18833_lociStitched	chr19	13854598	13856498	2	1400	1607.02	179.55
3_MACS_peak_26596_lociStitched	chr22	27712064	27713964	3	1230	1320.69	200.45
2_MACS_peak_11446_lociStitched	chr15	77996233	77998132	2	921	1454.2542	193.3182
1_MACS_peak_5209_lociStitched	chr1	205910889	205912787	1	1899	2262.0364	238.76839999999999
2_MACS_peak_27382_lociStitched	chr22	43671695	43673593	2	919	1255.1474	87.6876
2_MACS_peak_30368_lociStitched	chr4	155042105	155044002	2	1352	1859.06	268.4255
2_MACS_peak_31150_lociStitched	chr5	179750829	179752726	2	1081	1529.1717	167.5051
2_MACS_peak_10592_lociStitched	chr14	104627608	104629504	2	1671	1693.6968	8.532
2_MACS_peak_19999_lociStitched	chr19	35415253	35417149	2	905	1314.4968000000001	102.5736
3_MACS_peak_14114_lociStitched	chr17	6593565	6595460	3	1586	1530.2125	173.01350000000002
2_MACS_peak_9628_lociStitched	chr12	52970001	52971894	2	1110	1336.0794	92.757
1_MACS_peak_15037_lociStitched	chr17	39975474	39977365	1	1892	2086.7185	171.1355
3_MACS_peak_16611_lociStitched	chr17	77075195	77077086	3	1748	1655.7596	168.6772
2_MACS_peak_11352_lociStitched	chr15	75963155	75965045	2	1397	1377.999	196.749
2_MACS_peak_22012_lociStitched	chr19	54847798	54849688	2	986	1400.112	115.28999999999999
1_MACS_peak_3634_lociStitched	chr1	27716718	27718606	1	1889	1787.1808	360.0416
2_MACS_peak_8371_lociStitched	chr11	70830400	70832288	2	1137	1452.6272	189.17759999999998
2_MACS_peak_16029_lociStitched	chr17	72130597	72132484	2	1327	1254.6663	123.0324
2_MACS_peak_3225_lociStitched	chr1	21507409	21509294	2	1621	1861.626	294.2485
3_MACS_peak_12048_lociStitched	chr16	3613052	3614937	3	1417	1537.2175	128.36849999999998
2_MACS_peak_30424_lociStitched	chr5	434193	436077	2	1711	2199.7584	202.7184
2_MACS_peak_15644_lociStitched	chr17	54673051	54674933	2	1688	1926.9798	186.6944
2_MACS_peak_18068_lociStitched	chr19	6348281	6350163	2	1597	1676.4856	203.256
2_MACS_peak_4758_lociStitched	chr1	149670610	149672491	2	1464	1380.2778	448.4304
2_MACS_peak_1463_lociStitched	chr1	7757162	7759042	2	918	1414.136	199.09199999999998
2_MACS_peak_13525_lociStitched	chr16	88880396	88882275	2	1346	1624.3955	86.24610000000001
1_MACS_peak_14104_lociStitched	chr17	6558801	6560680	1	1880	2652.2084999999997	186.2089
2_MACS_peak_18837_lociStitched	chr19	13899422	13901301	2	1620	1710.4537	213.64229999999998
3_MACS_peak_12156_lociStitched	chr16	4971130	4973008	3	1074	1584.6564	140.2866
3_MACS_peak_24722_lociStitched	chr20	58218146	58220024	3	1098	1528.1286	213.52859999999998
3_MACS_peak_32237_lociStitched	chr7	4056472	4058350	3	947	1304.8344	159.0666
1_MACS_peak_5509_lociStitched	chr10	64573903	64575780	1	1878	2940.1328	196.8973
3_MACS_peak_37421_lociStitched	chr9	140797324	140799201	3	1411	1462.7461	132.8916
2_MACS_peak_255_lociStitched	chr1	2483423	2485299	2	942	1211.5208	125.69200000000001
2_MACS_peak_1952_lociStitched	chr1	11614575	11616451	2	1066	1583.344	111.622
1_MACS_peak_9859_lociStitched	chr12	91399840	91401716	1	1877	2126.446	254.76080000000002
2_MACS_peak_15288_lociStitched	chr17	43083180	43085056	2	967	1229.7179999999998	189.476
3_MACS_peak_10532_lociStitched	chr14	104007078	104008952	3	1496	1695.7826	36.9178
2_MACS_peak_19210_lociStitched	chr19	16110687	16112561	2	1207	1635.4398	199.0188
2_MACS_peak_26701_lociStitched	chr22	28130269	28132143	2	1253	1549.6106	151.2318
2_MACS_peak_14696_lociStitched	chr17	21380327	21382200	2	1323	1789.6515	167.8208
1_MACS_peak_28276_lociStitched	chr22	50127708	50129581	1	1874	1595.0468	147.4051
1_MACS_peak_33588_lociStitched	chr7	156011885	156013757	1	1873	1579.4064	280.8
2_MACS_peak_2810_lociStitched	chr1	18905348	18907219	2	1570	1516.4455	139.0153
2_MACS_peak_5158_lociStitched	chr1	204968602	204970473	2	1051	1234.2986999999998	270.5466
1_MACS_peak_18193_lociStitched	chr19	7714803	7716674	1	1872	2467.1006	185.7903
2_MACS_peak_2557_lociStitched	chr1	18312802	18314672	2	1119	1394.459	142.681
2_MACS_peak_10375_lociStitched	chr14	101132688	101134558	2	969	1219.988	48.807
3_MACS_peak_30674_lociStitched	chr5	2000869	2002739	3	1553	1581.085	116.12700000000001
3_MACS_peak_8042_lociStitched	chr11	69882570	69884439	3	1324	1349.7918	163.35060000000001
2_MACS_peak_33754_lociStitched	chr7	157545402	157547270	2	1691	1952.4335999999998	226.4016
2_MACS_peak_4777_lociStitched	chr1	151694046	151695913	2	1855	2318.2539	329.52549999999997
2_MACS_peak_20917_lociStitched	chr19	45364423	45366289	2	1027	1240.7034	182.4948
2_MACS_peak_25764_lociStitched	chr21	46089268	46091134	2	1416	1680.1463999999999	172.0452
1_MACS_peak_15057_lociStitched	chr17	41399510	41401375	1	1866	13223.4095	1996.296
2_MACS_peak_10812_lociStitched	chr14	105321945	105323809	2	1428	1638.456	84.9984
2_MACS_peak_3798_lociStitched	chr1	29868397	29870260	2	1322	1329.0642	169.533
3_MACS_peak_19945_lociStitched	chr19	34177455	34179318	3	1244	1359.6174	215.1765
3_MACS_peak_20577_lociStitched	chr19	41413479	41415340	3	1563	1675.4583	249.9323
2_MACS_peak_33938_lociStitched	chr7	158261924	158263785	2	1138	1444.136	216.8065
2_MACS_peak_4555_lociStitched	chr1	37823743	37825603	2	1595	1680.696	163.67999999999998
1_MACS_peak_25398_lociStitched	chr21	40123499	40125359	1	1861	2183.268	274.722
2_MACS_peak_33248_lociStitched	chr7	154532968	154534828	2	936	1189.2839999999999	254.82000000000002
2_MACS_peak_28008_lociStitched	chr22	46542103	46543962	2	1357	1870.154	120.4632
2_MACS_peak_34523_lociStitched	chr8	24885249	24887108	2	1245	1424.5517	193.8937
1_MACS_peak_28328_lociStitched	chr22	50529201	50531059	1	1859	1890.3292000000001	190.0734
2_MACS_peak_24169_lociStitched	chr20	56119424	56121281	2	1055	1375.6656	187.1856
2_MACS_peak_15061_lociStitched	chr17	41430423	41432279	2	881	1233.8688	209.5424
3_MACS_peak_30197_lociStitched	chr4	8686846	8688702	3	1685	1581.312	156.4608
3_MACS_peak_28156_lociStitched	chr22	49345570	49347424	3	1236	1468.9242	153.882
1_MACS_peak_14053_lociStitched	chr17	6290883	6292735	1	1853	1836.6284	201.868
3_MACS_peak_26470_lociStitched	chr22	25677762	25679614	3	1638	1797.5512	92.4148
1_MACS_peak_26551_lociStitched	chr22	26737629	26739481	1	1853	1886.8175999999999	197.238
2_MACS_peak_4437_lociStitched	chr1	37437186	37439037	2	1116	1611.2955000000002	133.272
1_MACS_peak_26852_lociStitched	chr22	32665858	32667709	1	1852	2132.5371	162.5178
2_MACS_peak_32762_lociStitched	chr7	100520576	100522427	2	1137	1284.2238	125.4978
2_MACS_peak_7615_lociStitched	chr11	66165471	66167321	2	1807	1766.935	181.3
3_MACS_peak_16023_lociStitched	chr17	72114948	72116798	3	1002	1280.0149999999999	128.01999999999998
2_MACS_peak_29958_lociStitched	chr4	7961711	7963561	2	1353	1414.88	231.62
3_MACS_peak_29789_lociStitched	chr4	7548074	7549923	3	1208	1400.6174999999998	199.50709999999998
2_MACS_peak_7073_lociStitched	chr11	8282693	8284541	2	1789	2081.4024	261.3072
2_MACS_peak_13229_lociStitched	chr16	86993079	86994927	2	1075	1423.884	72.996
1_MACS_peak_11152_lociStitched	chr15	68126851	68128698	1	1848	2607.0405	260.7964
3_MACS_peak_5760_lociStitched	chr10	73374091	73375937	3	1155	1439.3262	126.2664
2_MACS_peak_12297_lociStitched	chr16	29149605	29151451	2	1685	1545.1019999999999	179.2466
3_MACS_peak_12554_lociStitched	chr16	57124370	57126216	3	1393	1503.567	225.3966
2_MACS_peak_37283_lociStitched	chr9	139680431	139682277	2	1755	1856.7068000000002	355.9088
2_MACS_peak_15565_lociStitched	chr17	47643176	47645021	2	1646	1553.3055	144.279
2_MACS_peak_11084_lociStitched	chr15	52028846	52030690	2	1360	1379.8652	238.98239999999998
2_MACS_peak_31860_lociStitched	chr6	167812738	167814582	2	1015	1403.0996	51.4476
1_MACS_peak_4232_lociStitched	chr1	32173241	32175084	1	1844	2221.7365	184.3
2_MACS_peak_18370_lociStitched	chr19	8570653	8572496	2	1453	1735.3688	401.5897
2_MACS_peak_15307_lociStitched	chr17	43777263	43779105	2	1662	1649.1426	151.044
2_MACS_peak_31778_lociStitched	chr6	108488245	108490087	2	1371	1536.7806	191.9364
2_MACS_peak_32414_lociStitched	chr7	29150339	29152181	2	1641	1601.0664	163.017
2_MACS_peak_33704_lociStitched	chr7	157417232	157419074	2	861	1344.8442	216.2508
1_MACS_peak_10069_lociStitched	chr13	112986092	112987932	1	1841	1863.0	113.712
2_MACS_peak_14092_lociStitched	chr17	6410356	6412196	2	1616	1562.712	130.64
2_MACS_peak_19665_lociStitched	chr19	19379227	19381067	2	985	1567.864	218.776
2_MACS_peak_23854_lociStitched	chr20	44677846	44679686	2	1412	1507.512	169.28
2_MACS_peak_18014_lociStitched	chr19	6113543	6115382	2	1372	1622.1819	312.4461
2_MACS_peak_3248_lociStitched	chr1	21856763	21858601	2	1755	1749.7759999999998	130.3142
1_MACS_peak_15267_lociStitched	chr17	42997559	42999397	1	1839	2269.1947999999998	135.4606
2_MACS_peak_35867_lociStitched	chr9	131167963	131169799	2	885	1465.3116	152.7552
2_MACS_peak_5839_lociStitched	chr10	94486827	94488661	2	1046	1360.0944000000002	239.70380000000003
2_MACS_peak_14467_lociStitched	chr17	15164833	15166667	2	1135	1432.1706000000001	122.5112
2_MACS_peak_12618_lociStitched	chr16	74453022	74454855	2	1109	938.1294	86.88419999999999
2_MACS_peak_18501_lociStitched	chr19	10101605	10103437	2	1151	1679.944	237.06079999999997
2_MACS_peak_20362_lociStitched	chr19	39263764	39265596	2	1751	1905.28	174.5896
2_MACS_peak_22665_lociStitched	chr2	90412648	90414480	2	1431	2013.5511999999999	291.288
2_MACS_peak_24796_lociStitched	chr20	59921360	59923192	2	1174	1384.0759999999998	178.9864
3_MACS_peak_16939_lociStitched	chr17	78986139	78987970	3	1570	1571.7304000000001	219.3538
1_MACS_peak_24168_lociStitched	chr20	56116510	56118341	1	1832	1720.7738	170.283
4_MACS_peak_26032_lociStitched	chr22	18918395	18920226	4	1342	1229.6996	156.7336
3_MACS_peak_4480_lociStitched	chr1	37529825	37531655	3	1373	1567.395	156.099
3_MACS_peak_28099_lociStitched	chr22	47686503	47688333	3	1204	1399.584	126.27000000000001
2_MACS_peak_683_lociStitched	chr1	4467573	4469402	2	1280	1680.851	159.8546
3_MACS_peak_13394_lociStitched	chr16	88192174	88194003	3	1423	1464.4803	54.5042
3_MACS_peak_825_lociStitched	chr1	4955960	4957788	3	917	1195.512	74.94800000000001
2_MACS_peak_5978_lociStitched	chr10	102580602	102582430	2	860	1361.3116	189.19799999999998
3_MACS_peak_10000_lociStitched	chr12	133011619	133013447	3	1260	1462.9484	107.4864
2_MACS_peak_21220_lociStitched	chr19	47805764	47807592	2	1757	1771.3319999999999	174.574
2_MACS_peak_23363_lociStitched	chr20	588323	590150	2	1187	1338.4602	161.32410000000002
2_MACS_peak_20378_lociStitched	chr19	39442902	39444727	2	1771	1701.265	153.3
2_MACS_peak_21743_lociStitched	chr19	50811226	50813051	2	1260	1644.5075	157.68
4_MACS_peak_34553_lociStitched	chr8	42555377	42557202	4	1259	1369.6625	162.79
2_MACS_peak_12335_lociStitched	chr16	29232109	29233933	2	1296	1354.3200000000002	104.15039999999999
1_MACS_peak_30985_lociStitched	chr5	176828879	176830703	1	1825	2888.1216	151.392
2_MACS_peak_33259_lociStitched	chr7	154558256	154560080	2	1446	1673.8847999999998	126.5856
2_MACS_peak_22722_lociStitched	chr2	100760223	100762046	2	1426	1490.6671	178.83630000000002
2_MACS_peak_14861_lociStitched	chr17	35091237	35093058	2	1028	1543.2975000000001	175.9086
2_MACS_peak_19334_lociStitched	chr19	17499639	17501460	2	1563	1584.9984	207.9582
2_MACS_peak_22396_lociStitched	chr2	2670840	2672660	2	919	1199.744	93.912
1_MACS_peak_30196_lociStitched	chr4	8682417	8684237	1	1821	1669.486	132.132
3_MACS_peak_27403_lociStitched	chr22	43711414	43713232	3	1535	1419.1308	132.8958
2_MACS_peak_4723_lociStitched	chr1	143269839	143271656	2	1087	1489.7583	389.9282
2_MACS_peak_27000_lociStitched	chr22	37393211	37395028	2	1804	1877.8695000000002	288.903
2_MACS_peak_3472_lociStitched	chr1	23076493	23078309	2	1319	1628.4072	165.0744
3_MACS_peak_29264_lociStitched	chr4	1633318	1635134	3	1468	1535.6096	115.4976
3_MACS_peak_29275_lociStitched	chr4	1659573	1661389	3	1381	1692.5120000000002	127.12000000000002
2_MACS_peak_34683_lociStitched	chr8	142091894	142093710	2	1154	1625.8648	212.8352
2_MACS_peak_6927_lociStitched	chr11	2102565	2104380	2	1425	1596.1109999999999	131.58749999999998
2_MACS_peak_9363_lociStitched	chr12	6425926	6427741	2	1466	1759.098	229.41600000000003
3_MACS_peak_10694_lociStitched	chr14	104898214	104900029	3	1287	1376.133	21.9615
3_MACS_peak_1701_lociStitched	chr1	9532113	9533927	3	1596	1612.4646	113.19359999999999
3_MACS_peak_772_lociStitched	chr1	4757088	4758901	3	1609	1477.7763	146.4904
2_MACS_peak_9041_lociStitched	chr11	133815082	133816895	2	1648	1640.4024000000002	51.3079
2_MACS_peak_20249_lociStitched	chr19	38727802	38729615	2	1440	1518.3875	170.2407
2_MACS_peak_27244_lociStitched	chr22	40418401	40420214	2	1674	1793.6009	134.3433
2_MACS_peak_37541_lociStitched	chrX	149529595	149531407	2	1269	1661.9664	94.0428
2_MACS_peak_3802_lociStitched	chr1	29876184	29877995	2	1481	1675.1750000000002	156.4704
4_MACS_peak_8117_lociStitched	chr11	70085207	70087016	4	1674	1479.2193	133.86599999999999
3_MACS_peak_19198_lociStitched	chr19	16044649	16046457	3	1177	1352.7456	101.248
3_MACS_peak_28928_lociStitched	chr3	126377819	126379626	3	1183	1128.4715	132.6338
3_MACS_peak_33811_lociStitched	chr7	157737054	157738861	3	1210	1346.215	163.3528
1_MACS_peak_11076_lociStitched	chr15	43885275	43887081	1	1807	1628.2895999999998	323.4546
1_MACS_peak_22811_lociStitched	chr2	128179629	128181435	1	1807	1928.8080000000002	128.226
3_MACS_peak_27183_lociStitched	chr22	39938521	39940327	3	1432	1372.1988000000001	274.512
3_MACS_peak_10772_lociStitched	chr14	105111332	105113137	3	1095	1447.4295	93.6795
2_MACS_peak_14993_lociStitched	chr17	38635573	38637376	2	1041	1252.3638	240.8808
2_MACS_peak_21071_lociStitched	chr19	46710926	46712729	2	1097	1467.1010999999999	125.1282
2_MACS_peak_15067_lociStitched	chr17	41460445	41462247	2	1196	1513.4998	83.2524
1_MACS_peak_31901_lociStitched	chr6	170804361	170806163	1	1803	2743.545	179.8396
2_MACS_peak_34120_lociStitched	chr8	1684749	1686551	2	1465	1556.027	117.6706
2_MACS_peak_12121_lociStitched	chr16	4268631	4270430	2	1471	1621.9784	231.89109999999997
2_MACS_peak_12436_lociStitched	chr16	31226438	31228237	2	1784	2271.9570999999996	181.699
3_MACS_peak_34495_lociStitched	chr8	22577848	22579647	3	1210	1462.2272	184.93720000000002
3_MACS_peak_30420_lociStitched	chr5	404904	406702	3	1425	1415.3856	151.931
2_MACS_peak_35781_lociStitched	chr9	128984720	128986518	2	1205	1445.7718	119.9266
3_MACS_peak_37559_lociStitched	chrX	152763730	152765528	3	1050	1498.8128	34.162
1_MACS_peak_4733_lociStitched	chr1	145561148	145562944	1	1797	2015.1120000000003	235.99439999999998
1_MACS_peak_9792_lociStitched	chr12	54519686	54521482	1	1797	2227.7583999999997	190.7352
2_MACS_peak_31021_lociStitched	chr5	177588155	177589951	2	1508	1746.9692	264.90999999999997
2_MACS_peak_23560_lociStitched	chr20	30671337	30673132	2	1746	2106.971	150.06199999999998
2_MACS_peak_6073_lociStitched	chr10	114712076	114713870	2	1739	1820.5511999999999	107.10180000000001
2_MACS_peak_6305_lociStitched	chr10	134001379	134003173	2	798	1371.1542	145.314
2_MACS_peak_33187_lociStitched	chr7	151432547	151434340	2	1346	1548.0762	200.6367
2_MACS_peak_34966_lociStitched	chr8	143120718	143122511	2	824	1237.7079	150.9706
1_MACS_peak_4986_lociStitched	chr1	182796499	182798291	1	1793	1789.6704	379.3664
2_MACS_peak_17227_lociStitched	chr19	306202	307994	2	1668	1648.1024	246.7584
2_MACS_peak_17104_lociStitched	chr17	81108795	81110586	2	1490	1722.2256	161.19
2_MACS_peak_17157_lociStitched	chr18	47087049	47088840	2	1657	1885.3857	188.055
3_MACS_peak_22624_lociStitched	chr2	72371131	72372922	3	1197	1472.7393	119.6388
1_MACS_peak_30457_lociStitched	chr5	552168	553959	1	1792	2004.6662999999999	223.3377
2_MACS_peak_33600_lociStitched	chr7	156233075	156234866	2	1763	1498.1715000000002	213.6663
2_MACS_peak_4009_lociStitched	chr1	30685573	30687363	2	1383	1568.935	126.195
2_MACS_peak_1912_lociStitched	chr1	11528113	11529902	2	1690	1643.1965	109.12899999999999
2_MACS_peak_36147_lociStitched	chr9	133383431	133385220	2	1203	1469.1268	118.6107
2_MACS_peak_22919_lociStitched	chr2	200326337	200328125	2	1740	1872.7512000000002	192.03119999999998
2_MACS_peak_34645_lociStitched	chr8	127414718	127416506	2	1091	1401.0767999999998	174.6876
1_MACS_peak_12609_lociStitched	chr16	70715267	70717054	1	1788	1985.7143999999998	145.2831
2_MACS_peak_23336_lociStitched	chr2	242713739	242715526	2	1028	1380.9936	33.595600000000005
2_MACS_peak_26770_lociStitched	chr22	30855888	30857675	2	815	1194.0734	157.97080000000003
2_MACS_peak_4062_lociStitched	chr1	30808441	30810227	2	845	1325.5692	204.1398
2_MACS_peak_10594_lociStitched	chr14	104633677	104635463	2	920	1390.5796	76.0836
2_MACS_peak_20552_lociStitched	chr19	41370478	41372264	2	804	1118.9289999999999	129.48499999999999
2_MACS_peak_18049_lociStitched	chr19	6296071	6297854	2	1779	1585.2653	244.27100000000002
3_MACS_peak_27178_lociStitched	chr22	39770536	39772318	3	1099	1502.7606	113.6916
2_MACS_peak_33942_lociStitched	chr7	158276113	158277895	2	1764	1610.7498	205.9992
1_MACS_peak_7089_lociStitched	chr11	17373078	17374859	1	1782	1882.6951	211.76090000000002
2_MACS_peak_18967_lociStitched	chr19	14498106	14499887	2	1605	1707.0885	131.2597
2_MACS_peak_19240_lociStitched	chr19	16916643	16918423	2	1299	1593.456	135.458
2_MACS_peak_28600_lociStitched	chr3	14400796	14402576	2	844	1467.6100000000001	136.17
2_MACS_peak_33758_lociStitched	chr7	157562207	157563987	2	1293	1674.802	214.48999999999998
2_MACS_peak_35132_lociStitched	chr8	143716626	143718404	2	900	1281.2268000000001	140.10639999999998
2_MACS_peak_11050_lociStitched	chr15	40645564	40647340	2	1569	1560.7488	244.02239999999998
3_MACS_peak_21961_lociStitched	chr19	54720666	54722442	3	1339	1456.6752000000001	92.5296
2_MACS_peak_23310_lociStitched	chr2	242128700	242130476	2	1710	1569.2736	118.4592
2_MACS_peak_29704_lociStitched	chr4	7318753	7320529	2	1528	1733.7312	196.7808
2_MACS_peak_30802_lociStitched	chr5	141132207	141133983	2	1352	1573.1808	153.2688
2_MACS_peak_9197_lociStitched	chr12	666997	668772	2	1022	1372.2525	213.0
2_MACS_peak_14886_lociStitched	chr17	35303490	35305265	2	1574	1599.275	200.0425
2_MACS_peak_13471_lociStitched	chr16	88355934	88357708	2	1241	1459.2924	42.7534
2_MACS_peak_19799_lociStitched	chr19	30596033	30597807	2	857	1024.8398	173.6746
3_MACS_peak_31719_lociStitched	chr6	42109078	42110852	3	1567	1342.7406	103.77900000000001
3_MACS_peak_34113_lociStitched	chr8	1653512	1655286	3	1410	1607.7762	144.75840000000002
1_MACS_peak_10893_lociStitched	chr14	105650040	105651813	1	1774	2005.6176	89.1819
2_MACS_peak_31008_lociStitched	chr5	177420997	177422770	2	1063	1586.4804000000001	152.1234
2_MACS_peak_5416_lociStitched	chr10	3156542	3158314	2	818	1471.8232	156.1132
1_MACS_peak_17375_lociStitched	chr19	1480863	1482635	1	1773	2510.2152	153.10080000000002
2_MACS_peak_29355_lociStitched	chr4	3563406	3565178	2	1215	1498.0488	177.20000000000002
2_MACS_peak_31732_lociStitched	chr6	43475969	43477741	2	1717	1763.3172	233.90400000000002
3_MACS_peak_3200_lociStitched	chr1	20909640	20911411	3	1214	1161.776	152.30599999999998
2_MACS_peak_11645_lociStitched	chr15	93614444	93616215	2	1754	1903.4708	170.37019999999998
2_MACS_peak_775_lociStitched	chr1	4759923	4761693	2	1358	1439.541	170.097
2_MACS_peak_5475_lociStitched	chr10	46991742	46993511	2	1219	1345.3245	210.68789999999998
1_MACS_peak_28657_lociStitched	chr3	14964210	14965979	1	1770	1837.8140999999998	128.9601
2_MACS_peak_31658_lociStitched	chr6	37614541	37616310	2	1373	1507.7187	212.28
1_MACS_peak_35786_lociStitched	chr9	129261716	129263485	1	1770	3762.4861	234.74630000000002
2_MACS_peak_36924_lociStitched	chr9	137952262	137954031	2	1352	1710.2692	61.915000000000006
1_MACS_peak_19535_lociStitched	chr19	18208739	18210507	1	1769	1808.3103999999998	346.3512
2_MACS_peak_30852_lociStitched	chr5	172005175	172006943	2	1160	1535.6848	65.23920000000001
2_MACS_peak_3082_lociStitched	chr1	20657949	20659716	2	1325	1500.5364	115.03170000000001
2_MACS_peak_9062_lociStitched	chr11	133886898	133888664	2	850	1224.721	183.664
2_MACS_peak_17025_lociStitched	chr17	79907258	79909024	2	1571	1741.4525999999998	177.483
2_MACS_peak_9728_lociStitched	chr12	53358629	53360394	2	1485	1454.5365000000002	89.8385
2_MACS_peak_14892_lociStitched	chr17	36486229	36487994	2	1667	1673.22	68.3055
1_MACS_peak_31020_lociStitched	chr5	177541064	177542829	1	1766	1887.138	184.972
3_MACS_peak_11103_lociStitched	chr15	65606793	65608557	3	1349	1219.6296	119.4228
2_MACS_peak_3756_lociStitched	chr1	29778148	29779911	2	1074	1363.3279	98.02279999999999
2_MACS_peak_21847_lociStitched	chr19	51189709	51191472	2	1230	1686.3095	118.47359999999999
2_MACS_peak_26010_lociStitched	chr22	18796834	18798597	2	1234	1191.6117	323.3342
4_MACS_peak_31159_lociStitched	chr5	179806091	179807854	4	1591	1474.3969000000002	153.7336
2_MACS_peak_34392_lociStitched	chr8	10490457	10492220	2	1336	1530.4603	133.10649999999998
3_MACS_peak_10357_lociStitched	chr14	101095453	101097215	3	1340	1458.055	27.6634
2_MACS_peak_30995_lociStitched	chr5	177010724	177012486	2	1080	1378.0602000000001	145.8936
2_MACS_peak_4526_lociStitched	chr1	37730934	37732695	2	1645	1504.7745	153.0309
2_MACS_peak_12592_lociStitched	chr16	67219721	67221482	2	1648	1608.4974	228.5778
2_MACS_peak_14418_lociStitched	chr17	9086966	9088727	2	1691	1610.7866999999999	126.4398
2_MACS_peak_18979_lociStitched	chr19	14698190	14699950	2	774	1127.104	190.784
2_MACS_peak_12085_lociStitched	chr16	4039159	4040917	2	1756	1798.0823999999998	167.1858
2_MACS_peak_22580_lociStitched	chr2	30143786	30145544	2	881	1208.4492	200.9394
2_MACS_peak_23630_lociStitched	chr20	31663041	31664798	2	836	1377.8394	99.09479999999999
2_MACS_peak_876_lociStitched	chr1	5473306	5475062	2	1193	1563.1912	117.652
2_MACS_peak_1257_lociStitched	chr1	7235014	7236770	2	1388	1582.156	142.9384
2_MACS_peak_31885_lociStitched	chr6	170483681	170485437	2	792	678.3428	78.84440000000001
1_MACS_peak_32368_lociStitched	chr7	23507923	23509679	1	1757	2498.9636	209.6664
3_MACS_peak_33576_lociStitched	chr7	155971177	155972933	3	1589	1841.6927999999998	217.744
3_MACS_peak_35346_lociStitched	chr8	144462727	144464483	3	1241	1421.6576	111.1548
1_MACS_peak_2942_lociStitched	chr1	19323269	19325024	1	1756	1836.432	126.35999999999999
2_MACS_peak_34526_lociStitched	chr8	25905258	25907013	2	862	1207.6155	64.935
3_MACS_peak_35783_lociStitched	chr9	128988838	128990593	3	1406	1396.278	129.69449999999998
1_MACS_peak_5332_lociStitched	chr1	236318444	236320198	1	1755	1647.0059999999999	354.4834
2_MACS_peak_6610_lociStitched	chr10	135438589	135440343	2	1748	1398.2888	232.9312
3_MACS_peak_22613_lociStitched	chr2	71165400	71167154	3	1339	1441.0864	100.5042
2_MACS_peak_22651_lociStitched	chr2	85999525	86001279	2	846	1156.2368	138.21519999999998
1_MACS_peak_31257_lociStitched	chr6	370980	372734	1	1755	5529.485	1309.1856
1_MACS_peak_32441_lociStitched	chr7	44323087	44324841	1	1755	2023.4144	185.39780000000002
2_MACS_peak_22611_lociStitched	chr2	71131473	71133226	2	809	1132.7886	105.7059
2_MACS_peak_7627_lociStitched	chr11	66218168	66219920	2	1495	1616.3952	240.1992
2_MACS_peak_26262_lociStitched	chr22	21642053	21643805	2	1376	1077.48	283.6488
2_MACS_peak_27399_lociStitched	chr22	43704556	43706308	2	1727	1447.3272	124.392
2_MACS_peak_37496_lociStitched	chr9	141032137	141033889	2	1294	1317.8544	272.436
2_MACS_peak_18288_lociStitched	chr19	8136911	8138662	2	1586	1667.8275	202.41559999999998
2_MACS_peak_19766_lociStitched	chr19	30265018	30266769	2	809	1421.6369	195.7618
2_MACS_peak_19729_lociStitched	chr19	30131254	30133003	2	887	1177.7766	104.94
3_MACS_peak_22285_lociStitched	chr19	56247824	56249571	3	905	1318.2862	140.2841
2_MACS_peak_15946_lociStitched	chr17	71742890	71744636	2	1456	1539.972	160.9812
1_MACS_peak_4734_lociStitched	chr1	145944367	145946112	1	1746	2193.116	180.2585
2_MACS_peak_7696_lociStitched	chr11	66764595	66766339	2	1391	1251.1456	186.25920000000002
2_MACS_peak_5845_lociStitched	chr10	98132317	98134060	2	866	1237.0071	167.67659999999998
2_MACS_peak_26333_lociStitched	chr22	23841641	23843384	2	1632	2282.6328000000003	144.4947
2_MACS_peak_26593_lociStitched	chr22	27700061	27701804	2	1285	1310.736	135.954
1_MACS_peak_31723_lociStitched	chr6	43044103	43045846	1	1744	2682.477	120.44129999999998
1_MACS_peak_11077_lociStitched	chr15	43984993	43986735	1	1743	1666.5714	252.58999999999997
2_MACS_peak_5830_lociStitched	chr10	88442970	88444711	2	1021	1543.2223999999999	144.1548
2_MACS_peak_20462_lociStitched	chr19	39916251	39917992	2	969	1366.8591000000001	263.5874
1_MACS_peak_37511_lociStitched	chr9	141122168	141123908	1	1741	3269.46	1693.89
2_MACS_peak_9816_lociStitched	chr12	54785696	54787435	2	1724	1605.097	202.0718
2_MACS_peak_5079_lociStitched	chr1	202204773	202206511	2	1212	1537.7824	381.491
3_MACS_peak_24817_lociStitched	chr20	60081089	60082827	3	1560	1571.152	151.5536
3_MACS_peak_31856_lociStitched	chr6	167788114	167789852	3	1280	1215.5572	38.236
1_MACS_peak_4978_lociStitched	chr1	178063188	178064925	1	1738	2074.3253999999997	352.61100000000005
2_MACS_peak_14309_lociStitched	chr17	7791491	7793228	2	864	1517.9643	234.6687
