#26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_peaks Enhancers
#Created from /data/projects/IRF4_mm_trn_data/p300_internal_ChIP/rose/26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_ROSE/26_0F2C_0229Kronos_MM1S-KB-3hr-2_H3K27me3_hs-dm_i13_peaks_1KB_STITCHED_ENHANCER_REGION_MAP.txt
#Ranked by X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam
#Using cutoff of 22166.066 for Super-Enhancers
#Created on Jul 18 2024 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X26_0F2C_0229Kronos_MM1S.KB.3hr.2_H3K27me3_hs.dm_i13.bam	X40_0EXS_0229Kronos_MM1S.KB.3hr.2_Input_hs_i84.bam	enhancerRank	isStretch
3_MACS_peak_2746_lociStitched	chr1	18758050	18760882	3	1401	1942.752	236.1888	6057	0
1_MACS_peak_33853_lociStitched	chr7	157950855	157952254	1	1400	1206.6375	131.9257	6058	0
2_MACS_peak_18833_lociStitched	chr19	13854598	13856498	2	1400	1607.02	179.55	6059	0
1_MACS_peak_14972_lociStitched	chr17	38126305	38127703	1	1399	1365.7062	119.529	6060	0
3_MACS_peak_13399_lociStitched	chr16	88210411	88213177	3	1399	1848.2412	152.9598	6061	0
3_MACS_peak_4167_lociStitched	chr1	31294619	31296727	3	1398	1701.3668	131.5392	6062	0
3_MACS_peak_20562_lociStitched	chr19	41393612	41395747	3	1398	1611.498	111.02	6063	0
3_MACS_peak_3898_lociStitched	chr1	30350747	30353602	3	1398	1883.158	217.2655	6064	0
2_MACS_peak_4307_lociStitched	chr1	37019783	37021333	2	1397	1472.81	147.095	6065	0
2_MACS_peak_11352_lociStitched	chr15	75963155	75965045	2	1397	1377.999	196.749	6066	0
2_MACS_peak_12214_lociStitched	chr16	12994960	12997038	2	1397	1498.6536	85.4058	6067	0
3_MACS_peak_8725_lociStitched	chr11	117498880	117501262	3	1396	2040.8976	229.863	6068	0
3_MACS_peak_4261_lociStitched	chr1	33364478	33366979	3	1396	1685.674	311.6246	6069	0
3_MACS_peak_12980_lociStitched	chr16	85476256	85479155	3	1396	2133.9539	154.8066	6070	0
2_MACS_peak_30686_lociStitched	chr5	2169220	2170754	2	1395	1484.912	138.5202	6071	0
2_MACS_peak_8178_lociStitched	chr11	70363188	70365541	2	1395	1795.5743	157.4157	6072	0
1_MACS_peak_23286_lociStitched	chr2	241864812	241866205	1	1394	1347.7275	34.4071	6073	0
1_MACS_peak_9847_lociStitched	chr12	57637826	57639219	1	1394	1409.2981	180.3935	6074	0
3_MACS_peak_22133_lociStitched	chr19	55391122	55392645	3	1393	1335.2141	159.1535	6075	0
3_MACS_peak_12554_lociStitched	chr16	57124370	57126216	3	1393	1503.567	225.3966	6076	0
2_MACS_peak_12967_lociStitched	chr16	85451622	85453071	2	1392	1362.3498	104.6178	6077	0
2_MACS_peak_8236_lociStitched	chr11	70474365	70476286	2	1392	1805.9321	174.6189	6078	0
2_MACS_peak_13711_lociStitched	chr17	200624	202962	2	1392	2177.3794	239.1774	6079	0
2_MACS_peak_2806_lociStitched	chr1	18898281	18899863	2	1391	1538.1786	132.5716	6080	0
2_MACS_peak_27890_lociStitched	chr22	45681011	45682639	2	1391	1361.3336	201.3836	6081	0
2_MACS_peak_7696_lociStitched	chr11	66764595	66766339	2	1391	1251.1456	186.2592	6082	0
2_MACS_peak_23955_lociStitched	chr20	47102744	47104893	2	1391	1732.7387	128.0804	6083	0
2_MACS_peak_11197_lociStitched	chr15	74094171	74095825	2	1390	1638.287	85.5118	6084	0
2_MACS_peak_15979_lociStitched	chr17	71968807	71970489	2	1390	1458.1258	218.4918	6085	0
1_MACS_peak_12439_lociStitched	chr16	31240331	31241718	1	1388	1491.1637	138.0065	6086	0
2_MACS_peak_27414_lociStitched	chr22	43782607	43784056	2	1388	1683.5931	203.4396	6087	0
2_MACS_peak_1257_lociStitched	chr1	7235014	7236770	2	1388	1582.156	142.9384	6088	0
2_MACS_peak_25999_lociStitched	chr22	17848903	17850848	2	1388	1732.606	175.2445	6089	0
3_MACS_peak_28610_lociStitched	chr3	14581351	14583581	3	1388	1776.195	207.613	6090	0
3_MACS_peak_31013_lociStitched	chr5	177512074	177514774	3	1388	1633.23	169.29	6091	0
2_MACS_peak_8345_lociStitched	chr11	70751511	70752925	2	1386	1522.3124	143.2382	6092	0
3_MACS_peak_24931_lociStitched	chr20	60347040	60349829	3	1386	2276.6607	230.6503	6093	0
1_MACS_peak_28375_lociStitched	chr22	50968943	50970327	1	1385	1368.3608	301.4352	6094	0
1_MACS_peak_37034_lociStitched	chr9	138212706	138214089	1	1384	1365.4359	156.1407	6095	0
1_MACS_peak_30875_lociStitched	chr5	175625636	175627019	1	1384	1709.5263	253.7805	6096	0
2_MACS_peak_3639_lociStitched	chr1	29190866	29192377	2	1383	1471.4118	88.2424	6097	0
2_MACS_peak_4009_lociStitched	chr1	30685573	30687363	2	1383	1568.935	126.195	6098	0
2_MACS_peak_14604_lociStitched	chr17	19266568	19268772	2	1383	1660.9344	217.7552	6099	0
3_MACS_peak_12714_lociStitched	chr16	84839895	84841476	3	1382	1316.1825	68.7735	6100	0
3_MACS_peak_29275_lociStitched	chr4	1659573	1661389	3	1381	1692.512	127.12	6101	0
1_MACS_peak_8397_lociStitched	chr11	70897176	70898554	1	1379	1226.8334	119.6104	6102	0
2_MACS_peak_13994_lociStitched	chr17	4356996	4359195	2	1379	1654.7475	211.7637	6103	0
1_MACS_peak_22818_lociStitched	chr2	128335122	128336499	1	1378	1309.3893	141.831	6104	0
2_MACS_peak_37500_lociStitched	chr9	141070908	141072490	2	1378	1327.7726	108.8416	6105	0
2_MACS_peak_12693_lociStitched	chr16	84342056	84343685	2	1378	1502.5896	72.0018	6106	0
2_MACS_peak_21063_lociStitched	chr19	46492159	46493776	2	1377	1648.3698	147.147	6107	0
2_MACS_peak_26262_lociStitched	chr22	21642053	21643805	2	1376	1077.48	283.6488	6108	0
3_MACS_peak_23380_lociStitched	chr20	742003	744472	3	1376	2023.5924	196.5324	6109	0
1_MACS_peak_34612_lociStitched	chr8	86793281	86794655	1	1375	1257.0726	263.5332	6110	0
1_MACS_peak_29605_lociStitched	chr4	6569622	6570996	1	1375	1416.3192	117.477	6111	0
1_MACS_peak_15447_lociStitched	chr17	46718875	46720249	1	1375	1590.9546	88.8978	6112	0
2_MACS_peak_8701_lociStitched	chr11	117391679	117393115	2	1375	1195.3264	83.4316	6113	0
2_MACS_peak_3564_lociStitched	chr1	23886762	23888828	2	1375	1749.6954	279.3232	6114	0
1_MACS_peak_16135_lociStitched	chr17	72405941	72407314	1	1374	1430.666	150.4808	6115	0
3_MACS_peak_22765_lociStitched	chr2	121113013	121115289	3	1374	1888.6248	111.0688	6116	0
1_MACS_peak_22754_lociStitched	chr2	119606129	119607501	1	1373	1085.5264	81.3596	6117	0
1_MACS_peak_8340_lociStitched	chr11	70728392	70729764	1	1373	1284.6036	102.6256	6118	0
2_MACS_peak_10824_lociStitched	chr14	105405820	105407322	2	1373	1321.3094	62.9338	6119	0
2_MACS_peak_30596_lociStitched	chr5	1730189	1731788	2	1373	1433.8233	76.2723	6120	0
2_MACS_peak_31658_lociStitched	chr6	37614541	37616310	2	1373	1507.7187	212.28	6121	0
3_MACS_peak_4480_lociStitched	chr1	37529825	37531655	3	1373	1567.395	156.099	6122	0
3_MACS_peak_32643_lociStitched	chr7	96653344	96655909	3	1373	2119.4595	251.883	6123	0
1_MACS_peak_34596_lociStitched	chr8	86736136	86737507	1	1372	1319.3133	373.1862	6124	0
2_MACS_peak_18014_lociStitched	chr19	6113543	6115382	2	1372	1622.1819	312.4461	6125	0
1_MACS_peak_31726_lociStitched	chr6	43243452	43244822	1	1371	1464.119	104.805	6126	0
1_MACS_peak_23754_lociStitched	chr20	36035787	36037157	1	1371	1368.356	78.09	6127	0
2_MACS_peak_26388_lociStitched	chr22	25015762	25017482	2	1371	1429.32	269.18	6128	0
2_MACS_peak_31778_lociStitched	chr6	108488245	108490087	2	1371	1536.7806	191.9364	6129	0
2_MACS_peak_24065_lociStitched	chr20	49028509	49030543	2	1371	1592.622	171.4662	6130	0
2_MACS_peak_17758_lociStitched	chr19	4876978	4879136	2	1371	1828.2576	230.6902	6131	0
2_MACS_peak_31115_lociStitched	chr5	178949746	178952002	2	1371	1696.7376	130.3968	6132	0
1_MACS_peak_11636_lociStitched	chr15	91215262	91216631	1	1370	1561.8921	164.0062	6133	0
1_MACS_peak_36639_lociStitched	chr9	136858356	136859724	1	1369	1285.7832	165.3912	6134	0
2_MACS_peak_24852_lociStitched	chr20	60140608	60141988	2	1369	1155.198	57.96	6135	0
2_MACS_peak_15761_lociStitched	chr17	61612042	61613551	2	1369	1238.5872	92.049	6136	0
3_MACS_peak_28587_lociStitched	chr3	14306048	14307601	3	1369	1252.0286	106.3805	6137	0
1_MACS_peak_34077_lociStitched	chr8	914563	915930	1	1368	1236.1781	113.3243	6138	0
3_MACS_peak_13102_lociStitched	chr16	86026224	86028809	3	1368	2110.6525	96.162	6139	0
1_MACS_peak_34130_lociStitched	chr8	1781564	1782930	1	1367	1287.7282	45.8976	6140	0
1_MACS_peak_33656_lociStitched	chr7	157318669	157320035	1	1367	1446.0476	142.4738	6141	0
1_MACS_peak_1035_lociStitched	chr1	5838645	5840011	1	1367	1201.2604	59.9674	6142	0
2_MACS_peak_12743_lociStitched	chr16	84887289	84888731	2	1367	1200.0324	68.3508	6143	0
4_MACS_peak_20438_lociStitched	chr19	39718547	39720628	4	1367	1281.4798	103.0095	6144	0
3_MACS_peak_12935_lociStitched	chr16	85386214	85388545	3	1367	1855.476	117.0162	6145	0
3_MACS_peak_1290_lociStitched	chr1	7342443	7344616	3	1366	1503.9333	161.0193	6146	0
1_MACS_peak_21227_lociStitched	chr19	47826562	47827926	1	1365	1496.7172	149.358	6147	0
2_MACS_peak_10526_lociStitched	chr14	103624106	103625759	2	1365	1336.9464	85.6254	6148	0
2_MACS_peak_21749_lociStitched	chr19	50820776	50822902	2	1365	1809.0134	122.245	6149	0
2_MACS_peak_28109_lociStitched	chr22	48476551	48478208	2	1364	1365.8651	252.0297	6150	0
3_MACS_peak_24592_lociStitched	chr20	57885314	57888032	3	1364	1940.3802	257.1228	6151	0
3_MACS_peak_27878_lociStitched	chr22	45505055	45507695	3	1363	1849.056	190.08	6152	0
2_MACS_peak_15303_lociStitched	chr17	43755629	43757359	2	1362	1419.638	133.383	6153	0
2_MACS_peak_13586_lociStitched	chr16	89137660	89139227	2	1361	1409.2031	91.6695	6154	0
1_MACS_peak_7236_lociStitched	chr11	57226382	57227741	1	1360	2321.3079	213.363	6155	0
2_MACS_peak_11084_lociStitched	chr15	52028846	52030690	2	1360	1379.8652	238.9824	6156	0
2_MACS_peak_8455_lociStitched	chr11	71023827	71025195	2	1359	1321.2144	120.9312	6157	0
2_MACS_peak_5370_lociStitched	chr10	1235964	1237481	2	1359	1513.966	123.1804	6158	0
2_MACS_peak_28251_lociStitched	chr22	50062130	50063681	2	1359	1514.0862	121.2882	6159	0
3_MACS_peak_32410_lociStitched	chr7	27282857	27284990	3	1359	1559.8629	103.2372	6160	0
2_MACS_peak_29363_lociStitched	chr4	3602351	3603747	2	1358	1400.188	198.5112	6161	0
2_MACS_peak_5560_lociStitched	chr10	71555991	71557528	2	1358	1378.5353	176.4476	6162	0
2_MACS_peak_30001_lociStitched	chr4	8062246	8063983	2	1358	1590.3972	132.3594	6163	0
2_MACS_peak_775_lociStitched	chr1	4759923	4761693	2	1358	1439.541	170.097	6164	0
2_MACS_peak_27435_lociStitched	chr22	43847849	43849289	2	1357	1259.424	115.056	6165	0
2_MACS_peak_28008_lociStitched	chr22	46542103	46543962	2	1357	1870.154	120.4632	6166	0
1_MACS_peak_33402_lociStitched	chr7	155266107	155267462	1	1356	1328.8485	135.5	6167	0
1_MACS_peak_20600_lociStitched	chr19	41518063	41519418	1	1356	1272.887	101.625	6168	0
3_MACS_peak_21829_lociStitched	chr19	51089093	51090820	3	1356	1667.7639	178.7445	6169	0
3_MACS_peak_3824_lociStitched	chr1	30112131	30113642	3	1355	1334.213	147.6247	6170	0
3_MACS_peak_10252_lociStitched	chr14	74724762	74726443	3	1355	1479.9524	73.4597	6171	0
3_MACS_peak_31247_lociStitched	chr5	180707878	180709973	3	1355	1303.2995	95.951	6172	0
1_MACS_peak_4984_lociStitched	chr1	181285387	181286739	1	1353	1395.1288	120.328	6173	0
2_MACS_peak_23096_lociStitched	chr2	239037777	239039193	2	1353	1409.4864	70.3752	6174	0
2_MACS_peak_29958_lociStitched	chr4	7961711	7963561	2	1353	1414.88	231.62	6175	0
2_MACS_peak_36924_lociStitched	chr9	137952262	137954031	2	1352	1710.2692	61.915	6176	0
2_MACS_peak_30802_lociStitched	chr5	141132207	141133983	2	1352	1573.1808	153.2688	6177	0
2_MACS_peak_30368_lociStitched	chr4	155042105	155044002	2	1352	1859.06	268.4255	6178	0
2_MACS_peak_27441_lociStitched	chr22	43866519	43867877	2	1350	1343.741	100.8994	6179	0
2_MACS_peak_24757_lociStitched	chr20	59645246	59647225	2	1350	1316.035	136.3531	6180	0
3_MACS_peak_24908_lociStitched	chr20	60298178	60300162	3	1350	1534.624	130.944	6181	0
3_MACS_peak_11103_lociStitched	chr15	65606793	65608557	3	1349	1219.6296	119.4228	6182	0
3_MACS_peak_29811_lociStitched	chr4	7620813	7623597	3	1349	2009.4912	222.4416	6183	0
3_MACS_peak_13245_lociStitched	chr16	87100024	87103024	3	1349	2235.3	96	6184	0
1_MACS_peak_33590_lociStitched	chr7	156025126	156026473	1	1348	1331.9136	201.5112	6185	0
1_MACS_peak_5099_lociStitched	chr1	202628278	202629625	1	1348	1454.2212	105.2007	6186	0
3_MACS_peak_30796_lociStitched	chr5	140871968	140873534	3	1348	1161.189	51.2082	6187	0
2_MACS_peak_34907_lociStitched	chr8	142999763	143001685	2	1348	1404.4054	181.4368	6188	0
2_MACS_peak_19542_lociStitched	chr19	18340581	18342115	2	1347	1424.319	194.5112	6189	0
2_MACS_peak_30680_lociStitched	chr5	2141758	2143481	2	1347	1604.4576	111.3058	6190	0
2_MACS_peak_20257_lociStitched	chr19	38844268	38845774	2	1346	1139.5902	89.7576	6191	0
2_MACS_peak_33187_lociStitched	chr7	151432547	151434340	2	1346	1548.0762	200.6367	6192	0
2_MACS_peak_13525_lociStitched	chr16	88880396	88882275	2	1346	1624.3955	86.2461	6193	0
3_MACS_peak_9366_lociStitched	chr12	6492510	6494436	3	1346	1598.7726	167.1768	6194	0
2_MACS_peak_33059_lociStitched	chr7	131847587	131849103	2	1345	1263.2828	159.7864	6195	0
2_MACS_peak_22704_lociStitched	chr2	97535397	97536781	2	1344	1460.12	124.1448	6196	0
1_MACS_peak_25176_lociStitched	chr20	61985891	61987233	1	1343	1410.3078	105.7496	6197	0
1_MACS_peak_7130_lociStitched	chr11	34377908	34379250	1	1343	1869.2718	152.317	6198	0
3_MACS_peak_1585_lociStitched	chr1	8983893	8985591	3	1343	1408.1514	171.1584	6199	0
1_MACS_peak_4968_lociStitched	chr1	172711974	172713315	1	1342	1439.6976	243.5256	6200	0
4_MACS_peak_26032_lociStitched	chr22	18918395	18920226	4	1342	1229.6996	156.7336	6201	0
1_MACS_peak_14888_lociStitched	chr17	36103571	36104911	1	1341	1663.476	105.324	6202	0
3_MACS_peak_10357_lociStitched	chr14	101095453	101097215	3	1340	1458.055	27.6634	6203	0
2_MACS_peak_2506_lociStitched	chr1	18192109	18193453	2	1339	1273.7088	64.512	6204	0
3_MACS_peak_22613_lociStitched	chr2	71165400	71167154	3	1339	1441.0864	100.5042	6205	0
3_MACS_peak_21961_lociStitched	chr19	54720666	54722442	3	1339	1456.6752	92.5296	6206	0
2_MACS_peak_37276_lociStitched	chr9	139662123	139663504	2	1338	1378.7904	182.5682	6207	0
1_MACS_peak_21902_lociStitched	chr19	51331084	51332420	1	1337	1210.8168	134.936	6208	0
1_MACS_peak_3870_lociStitched	chr1	30239719	30241055	1	1337	1784.0944	84.3016	6209	0
2_MACS_peak_13165_lociStitched	chr16	86533625	86535117	2	1337	1203.8948	48.49	6210	0
2_MACS_peak_31783_lociStitched	chr6	137549350	137550974	2	1337	1366.2712	193.5808	6211	0
1_MACS_peak_23865_lociStitched	chr20	44769408	44770743	1	1336	1036.0935	181.1595	6212	0
2_MACS_peak_7913_lociStitched	chr11	69498844	69500201	2	1336	1354.6931	149.5414	6213	0
2_MACS_peak_10784_lociStitched	chr14	105134514	105136088	2	1336	1278.5602	92.3938	6214	0
2_MACS_peak_34392_lociStitched	chr8	10490457	10492220	2	1336	1530.4603	133.1065	6215	0
2_MACS_peak_22084_lociStitched	chr19	55153991	55156093	2	1336	1625.0562	126.3302	6216	0
1_MACS_peak_5513_lociStitched	chr10	71254229	71255563	1	1335	1400.1664	84.9758	6217	0
3_MACS_peak_5789_lociStitched	chr10	73437173	73438654	3	1335	1263.293	197.2692	6218	0
2_MACS_peak_14011_lociStitched	chr17	4412711	4414615	2	1335	1382.304	198.968	6219	0
1_MACS_peak_14255_lociStitched	chr17	7451694	7453027	1	1334	1622.261	91.5771	6220	0
2_MACS_peak_29853_lociStitched	chr4	7693681	7695089	2	1334	1166.9504	103.6288	6221	0
2_MACS_peak_2728_lociStitched	chr1	18717463	18718884	2	1334	1326.6456	128.1742	6222	0
3_MACS_peak_7765_lociStitched	chr11	67407515	67409557	3	1334	1912.5372	198.074	6223	0
2_MACS_peak_13054_lociStitched	chr16	85868780	85870402	2	1333	1576.9084	110.7826	6224	0
3_MACS_peak_5122_lociStitched	chr1	204112591	204114905	3	1333	1523.769	246.2096	6225	0
1_MACS_peak_9848_lociStitched	chr12	57854243	57855574	1	1332	1760.2475	87.1805	6226	0
2_MACS_peak_30867_lociStitched	chr5	175160409	175161840	2	1332	1268.8677	145.2465	6227	0
3_MACS_peak_20372_lociStitched	chr19	39297304	39299292	3	1332	1523.4044	224.4452	6228	0
3_MACS_peak_15078_lociStitched	chr17	41493633	41496344	3	1332	1898.2422	203.325	6229	0
2_MACS_peak_10419_lociStitched	chr14	101301424	101302810	2	1330	1304.5032	43.7976	6230	0
2_MACS_peak_16282_lociStitched	chr17	73597659	73599585	2	1330	1782.513	249.0318	6231	0
3_MACS_peak_3947_lociStitched	chr1	30507669	30509893	3	1329	1590.8272	266.2128	6232	0
3_MACS_peak_12650_lociStitched	chr16	84052007	84054379	3	1329	1489.8532	83.7316	6233	0
3_MACS_peak_10716_lociStitched	chr14	104978911	104981420	3	1329	1726.192	101.3636	6234	0
3_MACS_peak_8225_lociStitched	chr11	70453983	70456463	3	1328	1809.656	153.512	6235	0
2_MACS_peak_16029_lociStitched	chr17	72130597	72132484	2	1327	1254.6663	123.0324	6236	0
1_MACS_peak_20361_lociStitched	chr19	39260974	39262299	1	1326	1056.1575	85.7275	6237	0
2_MACS_peak_10415_lociStitched	chr14	101269126	101271117	2	1326	1817.783	119.6591	6238	0
2_MACS_peak_6187_lociStitched	chr10	126781765	126783337	2	1325	1614.7584	117.5856	6239	0
2_MACS_peak_3082_lociStitched	chr1	20657949	20659716	2	1325	1500.5364	115.0317	6240	0
3_MACS_peak_19677_lociStitched	chr19	19669546	19671950	3	1325	1967.1932	164.1932	6241	0
1_MACS_peak_34647_lociStitched	chr8	128748578	128749901	1	1324	1320.2217	160.6122	6242	0
2_MACS_peak_3752_lociStitched	chr1	29772931	29774285	2	1324	1272.76	187.2582	6243	0
3_MACS_peak_8042_lociStitched	chr11	69882570	69884439	3	1324	1349.7918	163.3506	6244	0
2_MACS_peak_11170_lociStitched	chr15	72947296	72949269	2	1324	1340.6535	252.7413	6245	0
1_MACS_peak_11556_lociStitched	chr15	81071635	81072957	1	1323	1502.9818	151.7656	6246	0
2_MACS_peak_36085_lociStitched	chr9	133055711	133057229	2	1323	1256.6004	126.9048	6247	0
2_MACS_peak_14696_lociStitched	chr17	21380327	21382200	2	1323	1789.6515	167.8208	6248	0
1_MACS_peak_23432_lociStitched	chr20	3673168	3674489	1	1322	1535.002	84.0156	6249	0
2_MACS_peak_972_lociStitched	chr1	5703688	5705206	2	1322	1337.358	168.9534	6250	0
2_MACS_peak_3798_lociStitched	chr1	29868397	29870260	2	1322	1329.0642	169.533	6251	0
1_MACS_peak_19280_lociStitched	chr19	17099438	17100758	1	1321	1217.7	85.536	6252	0
1_MACS_peak_15574_lociStitched	chr17	47929901	47931221	1	1321	1308.78	159.06	6253	0
2_MACS_peak_34107_lociStitched	chr8	1636313	1637918	2	1321	1153.674	109.461	6254	0
3_MACS_peak_27203_lociStitched	chr22	40001629	40003351	3	1321	1547.217	176.6772	6255	0
2_MACS_peak_14451_lociStitched	chr17	9811016	9812922	2	1321	1646.4028	207.1822	6256	0
2_MACS_peak_14117_lociStitched	chr17	6597063	6598729	2	1320	1475.9094	221.7446	6257	0
1_MACS_peak_21706_lociStitched	chr19	50264876	50266194	1	1319	1271.0792	51.1384	6258	0
2_MACS_peak_3472_lociStitched	chr1	23076493	23078309	2	1319	1628.4072	165.0744	6259	0
2_MACS_peak_21047_lociStitched	chr19	46457516	46459460	2	1318	1680.1992	159.9912	6260	0
1_MACS_peak_22646_lociStitched	chr2	85107148	85108464	1	1317	1328.3704	133.1792	6261	0
2_MACS_peak_12543_lociStitched	chr16	56692473	56694203	2	1317	1614.436	213.655	6262	0
2_MACS_peak_5749_lociStitched	chr10	73326392	73328311	2	1317	1749.7442	179.4265	6263	0
2_MACS_peak_27451_lociStitched	chr22	43897243	43898573	2	1316	1099.511	66.367	6264	0
2_MACS_peak_23402_lociStitched	chr20	2671785	2673285	2	1316	1423.5	70.05	6265	0
3_MACS_peak_35705_lociStitched	chr9	116999275	117001629	3	1316	1602.6032	220.099	6266	0
2_MACS_peak_7158_lociStitched	chr11	44950877	44952296	2	1315	1127.1117	29.3733	6267	0
1_MACS_peak_22726_lociStitched	chr2	106975505	106976817	1	1313	1722.656	219.8912	6268	0
3_MACS_peak_37694_lociStitched	chrX	153448523	153450149	3	1313	949.7466	56.097	6269	0
2_MACS_peak_12964_lociStitched	chr16	85435603	85437305	2	1313	1277.6914	74.2072	6270	0
3_MACS_peak_28925_lociStitched	chr3	126268419	126270435	3	1313	1686.384	140.5152	6271	0
2_MACS_peak_31395_lociStitched	chr6	31835452	31837105	2	1312	1453.9788	115.5447	6272	0
2_MACS_peak_8585_lociStitched	chr11	75177294	75179306	2	1312	1494.916	206.23	6273	0
3_MACS_peak_9161_lociStitched	chr12	281888	283964	3	1312	1649.1744	201.372	6274	0
2_MACS_peak_30358_lociStitched	chr4	124590464	124592764	2	1312	1871.28	323.61	6275	0
2_MACS_peak_14767_lociStitched	chr17	27351389	27352739	2	1311	1319.895	144.045	6276	0
3_MACS_peak_32463_lociStitched	chr7	63212700	63215553	3	1311	1748.889	308.4093	6277	0
2_MACS_peak_5256_lociStitched	chr1	228139350	228140679	2	1310	1081.1415	195.2301	6278	0
3_MACS_peak_10024_lociStitched	chr13	28541343	28543325	3	1310	1711.8534	46.577	6279	0
3_MACS_peak_3816_lociStitched	chr1	30096796	30099564	3	1309	2156.272	336.5888	6280	0
1_MACS_peak_4967_lociStitched	chr1	172361029	172362336	1	1308	1310.921	237.3512	6281	0
1_MACS_peak_2612_lociStitched	chr1	18459490	18460797	1	1308	1344.2495	87.1769	6282	0
3_MACS_peak_859_lociStitched	chr1	5366448	5368947	3	1308	1817.7726	226.4094	6283	0
1_MACS_peak_35543_lociStitched	chr8	146036717	146038023	1	1307	1135.3058	114.1444	6284	0
1_MACS_peak_33101_lociStitched	chr7	143104354	143105659	1	1306	1447.767	195.0975	6285	0
2_MACS_peak_10258_lociStitched	chr14	74983101	74984667	2	1306	1224.7686	76.4208	6286	0
1_MACS_peak_17264_lociStitched	chr19	396911	398215	1	1305	1372.9816	179.952	6287	0
2_MACS_peak_3951_lociStitched	chr1	30518675	30520006	2	1305	1370.1314	93.7024	6288	0
3_MACS_peak_9064_lociStitched	chr11	133889888	133892512	3	1305	1965.6384	197.5872	6289	0
1_MACS_peak_29029_lociStitched	chr3	157824118	157825421	1	1304	1468.3507	197.2742	6290	0
1_MACS_peak_31926_lociStitched	chr7	442801	444103	1	1303	1261.8984	95.4366	6291	0
1_MACS_peak_13751_lociStitched	chr17	410297	411599	1	1303	1407.8526	89.3172	6292	0
4_MACS_peak_11394_lociStitched	chr15	77896524	77898607	4	1303	1479.3466	178.0965	6293	0
4_MACS_peak_31091_lociStitched	chr5	178206176	178208879	4	1303	1592.3373	236.7828	6294	0
3_MACS_peak_20017_lociStitched	chr19	35542462	35544657	3	1301	1598.399	168.576	6295	0
1_MACS_peak_19144_lociStitched	chr19	15698076	15699375	1	1300	1108.3068	71.0553	6296	0
1_MACS_peak_17218_lociStitched	chr19	197133	198432	1	1300	840.5829	97.5549	6297	0
1_MACS_peak_7069_lociStitched	chr11	8242095	8243394	1	1300	1093.3683	69.3666	6298	0
3_MACS_peak_31930_lociStitched	chr7	473862	475538	3	1300	1240.4076	154.192	6299	0
2_MACS_peak_19240_lociStitched	chr19	16916643	16918423	2	1299	1593.456	135.458	6300	0
1_MACS_peak_14495_lociStitched	chr17	17283231	17284528	1	1298	1571.1858	110.7638	6301	0
1_MACS_peak_10989_lociStitched	chr15	20545999	20547295	1	1297	1228.608	346.2912	6302	0
2_MACS_peak_8222_lociStitched	chr11	70447839	70450038	2	1297	1955.3508	178.9986	6303	0
2_MACS_peak_32291_lociStitched	chr7	5114899	5116328	2	1296	1305.2486	120.8934	6304	0
2_MACS_peak_12335_lociStitched	chr16	29232109	29233933	2	1296	1354.32	104.1504	6305	0
2_MACS_peak_33766_lociStitched	chr7	157577807	157580094	2	1296	1828.6852	136.3052	6306	0
1_MACS_peak_12409_lociStitched	chr16	30217281	30218574	1	1294	1313.688	206.4921	6307	0
1_MACS_peak_523_lociStitched	chr1	3716316	3717609	1	1294	1508.5431	148.3071	6308	0
2_MACS_peak_37496_lociStitched	chr9	141032137	141033889	2	1294	1317.8544	272.436	6309	0
2_MACS_peak_5052_lociStitched	chr1	201562547	201564650	2	1294	1649.8035	313.5573	6310	0
2_MACS_peak_28161_lociStitched	chr22	49355142	49356588	2	1293	1233.5826	115.2462	6311	0
2_MACS_peak_3777_lociStitched	chr1	29828479	29830015	2	1293	1551.0528	78.336	6312	0
2_MACS_peak_9988_lociStitched	chr12	132957981	132959609	2	1293	1396.3356	59.0964	6313	0
2_MACS_peak_33758_lociStitched	chr7	157562207	157563987	2	1293	1674.802	214.49	6314	0
1_MACS_peak_10085_lociStitched	chr13	113571012	113572303	1	1292	1282.2212	123.4196	6315	0
2_MACS_peak_22217_lociStitched	chr19	55926242	55928309	2	1292	1523.1723	266.8497	6316	0
3_MACS_peak_32173_lociStitched	chr7	2499631	2500942	3	1291	1130.082	76.5624	6317	0
3_MACS_peak_5986_lociStitched	chr10	102615505	102617161	3	1291	1262.3688	114.7608	6318	0
3_MACS_peak_10044_lociStitched	chr13	112785006	112787661	3	1291	2064.2625	197.001	6319	0
2_MACS_peak_24118_lociStitched	chr20	55679455	55680858	2	1290	1429.7973	182.6706	6320	0
2_MACS_peak_18076_lociStitched	chr19	6438832	6440245	2	1290	1202.3217	116.0073	6321	0
2_MACS_peak_17193_lociStitched	chr18	77539039	77540634	2	1290	1268.982	107.3435	6322	0
1_MACS_peak_31775_lociStitched	chr6	107809779	107811067	1	1289	1370.8184	161.2576	6323	0
2_MACS_peak_19915_lociStitched	chr19	33800402	33801751	2	1289	1345.6275	70.5527	6324	0
3_MACS_peak_29934_lociStitched	chr4	7903773	7905346	3	1289	1334.2186	53.7966	6325	0
